[00:00.000 --> 00:20.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[07:12.000 --> 07:21.000]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[07:21.000 --> 07:25.000]  But in the 21st century, there are silent weapons for quiet war.
[07:25.000 --> 07:35.000]  Pathogens added to the food and water, and to the lining of plastics that destroy our vitality, turn off our hormones and accelerate our journey towards death.
[07:35.000 --> 07:50.000]  I personally counter this onslaught with Anthroplex. Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[07:50.000 --> 07:53.000]  Discover why Anthroplex has turned so many heads today.
[07:53.000 --> 08:11.000]  It's time for us to take our bodies back into our own hands and it starts at infowarslife.com with Anthroplex.
[08:11.000 --> 08:23.000]  Live from Austin, Texas, Broadcasting Worldwide, it's Alex Jones.
[08:23.000 --> 08:32.000]  Ladies and gentlemen, we are live broadcasting worldwide on this Tuesday, the 14th of June, 2016, global transmission.
[08:32.000 --> 08:43.000]  Dr. Steve Puchenek, who the Jack Ryan character in Patriot Games is loosely based on, co-author of many of Tom Clancy's books, will be joining us.
[08:43.000 --> 08:57.000]  He, of course, has a psychiatrist, a medical doctor, a graduate of Harvard and MIT, and was the psych warfare head that way back at the Camp David Accords with the only successful peace treaty with the Muslims.
[08:57.000 --> 09:02.000]  And, of course, he's one of the founding members of Delta Force. The list just goes on and on.
[09:02.000 --> 09:08.000]  He comes on every few months here. He's going to give us his breakdown on the Orlando event.
[09:08.000 --> 09:20.000]  Now, I wanted to get him on the last few months about a book he wrote about Europe escaping the Holocaust and coming finally to the United States via Cuba and then Canada.
[09:20.000 --> 09:26.000]  And it goes through all the things that his mother went through. I've now read the book online. It's amazing.
[09:26.000 --> 09:30.000]  But he, instead of really getting to that, wants to cover Orlando, so that's fine.
[09:30.000 --> 09:37.000]  But it's a really interesting perspective of Puchenek because, I mean, he's somebody who actually had family down in the Holocaust.
[09:37.000 --> 09:42.000]  There are a lot of folks out there that claim they did, kind of like folks claiming they, you know, have cancer to raise money on the Internet or whatever.
[09:42.000 --> 09:47.000]  And a lot of times it turns out it's not true. But in Puchenek's case, it is true.
[09:47.000 --> 09:58.000]  He has a very interesting perspective on how some of the Jewish leadership blocked Jews getting out of Europe unless they paid money to the Jewish leadership to be able to get out of the country.
[09:58.000 --> 10:08.000]  So he can really break down the truly sickening underbelly of the Jewish mafia and what it basically did to his family and many others.
[10:08.000 --> 10:13.000]  And that's not really the full scope of the book, but you need to understand that went on.
[10:13.000 --> 10:18.000]  And that was very real. And I don't bring that out to demonize Jews.
[10:18.000 --> 10:26.000]  But criticism of Jewish mafia or Jewish organizations is not any semitism.
[10:26.000 --> 10:32.000]  So the Jewish mafia has hidden behind that for a long time and gotten away with a lot of its activities.
[10:32.000 --> 10:40.000]  And of course, the Jewish mafia founded the ADL in 1913. You can look that up for yourself as well.
[10:40.000 --> 10:46.000]  I'm going to expose the Saudi mafia, the Chinese Communist mafia, elements of the Jewish mafia.
[10:46.000 --> 10:52.000]  I'm going to expose the socialist German mafia, the socialist French mafia.
[10:52.000 --> 10:56.000]  I'm going to expose the globalists here in this country.
[10:56.000 --> 10:59.000]  I'm just going to expose organized crime across the board.
[10:59.000 --> 11:03.000]  Then expose the Russian mafia, the Japanese mafia, the Mexican mafia.
[11:03.000 --> 11:05.000]  I'm going to go after Mecha and La Raza.
[11:05.000 --> 11:09.000]  I'm going to go after all these groups that operate the same.
[11:09.000 --> 11:12.000]  Same with the Patriot mafia.
[11:12.000 --> 11:17.000]  And you can say the Patriot family, but see, it's an idea and anyone can be a member of it.
[11:17.000 --> 11:21.000]  It transcends how these other mafias base their operations.
[11:21.000 --> 11:26.000]  Because they make it about race or religion. They don't have to then actually deliver anything to their family.
[11:26.000 --> 11:32.000]  They can just all make it about we're in a group and they end up abusing and feeding on their own group nine times out of ten.
[11:32.000 --> 11:35.000]  Your own quote mafia is your worst nightmare.
[11:35.000 --> 11:42.000]  I want a unified culture on the Bill of Rights Constitution, religious freedom, family freedom, incredibly low taxes,
[11:42.000 --> 11:50.000]  based on stewardship, based on ingenuity, based on rugged individualism, based on inventiveness, based on exploration,
[11:50.000 --> 11:53.000]  based on trailblazing, based on free association.
[11:53.000 --> 11:56.000]  It's called the Renaissance. I'm into it.
[11:56.000 --> 11:58.000]  And America is the great flower of that.
[11:58.000 --> 12:03.000]  But because we were so successful, we got infested with organized crime.
[12:03.000 --> 12:06.000]  People battling with each other for full control.
[12:06.000 --> 12:10.000]  And they've run the nation into the ground and we're going to be exposing it big time.
[12:10.000 --> 12:15.000]  Got a call last night from Jesse Ventura at about five o'clock.
[12:15.000 --> 12:22.000]  I'd gone home early yesterday and to be with my children and he called me and he said,
[12:22.000 --> 12:32.000]  yeah, I may come on your show first tomorrow and break down the fact that my case that I won in the federal court for defamation against Chris Kyle.
[12:32.000 --> 12:38.000]  The sniper, America's most deadly sniper, Navy Seal.
[12:38.000 --> 12:42.000]  Then he called this morning and he said, no, I'm going to hold back.
[12:42.000 --> 12:50.000]  My lawyer wants me to hold back, but I'll come on your show first as soon as I decide to speak.
[12:50.000 --> 12:55.000]  But he told me some stuff and said, but you're welcome to repeat this on air or put it in an article.
[12:55.000 --> 13:08.000]  And I'll just say this, he's completely blown away because the federal overturn of his case had over 60 major corporations signed on to a lawsuit.
[13:08.000 --> 13:12.000]  Big media, the New York Times, CNN, you name it.
[13:12.000 --> 13:17.000]  News Corp saying we want to be able to lie.
[13:17.000 --> 13:26.000]  And we don't want there to be, when we're found guilty of lying, we don't want there to be any basically monetary payment for it.
[13:26.000 --> 13:32.000]  And that's actually what the federal court is saying is that the media will be able to lie.
[13:32.000 --> 13:36.000]  And even if you win a case, there basically won't be any money.
[13:36.000 --> 13:39.000]  And of course, Ventura spent over a million and a half dollars on the suit.
[13:39.000 --> 13:43.000]  Most of the money he has.
[13:43.000 --> 13:46.000]  And that's what he won.
[13:46.000 --> 14:01.000]  And the reason they overturned it, they said was the jury was allowed to know that Ventura was not suing the family and that there was insurance and that the widow had made over $45 million as of trial time on the book itself.
[14:01.000 --> 14:12.000]  And that the couple million dollars that Ventura was going to get just for basically his court costs and getting his name back was going to be paid by an insurance company.
[14:12.000 --> 14:20.000]  And Ventura was only able to bring that up in trial. They have the transcripts because they brought it up.
[14:20.000 --> 14:26.000]  We're like, this poor widow, he's suing her. He wants to make her, you know, basically bankrupt.
[14:26.000 --> 14:33.000]  And so Ventura's lawyers could come in who were some of the best in the country and go, oh, actually she's gotten $40 plus million off the book, tens of millions off the movie.
[14:33.000 --> 14:39.000]  And she doesn't even pay this. She keeps the money. The insurance company pays it.
[14:39.000 --> 14:47.000]  The publisher on the book alone had $20 million in coverage.
[14:47.000 --> 14:59.000]  Ventura was seeking a million and a half, going, shooting super low for what they'd spent on the trial where they fought them for two years, even getting it to court.
[14:59.000 --> 15:09.000]  So instead, Ventura trying to get his name back. And listen, I don't think Chris Call was a bad guy. People I know that know him say that, you know, the movie's pretty accurate. I think the guy was a patriot.
[15:09.000 --> 15:20.000]  I don't know how he got convinced or confused to say he beat up Ventura. Ventura didn't do it, has the witnesses, would never say things like that, that he's glad Navy Seals are dying.
[15:20.000 --> 15:30.000]  They're trying to destroy his name. And as soon as Chris Call's story started degenerating, magically somebody killed him up in Dallas at a shooting range, if you really believe that.
[15:30.000 --> 15:39.000]  And craft or people dressed in craft uniforms were at the Boston bombing, probably there running security, guys with black backpacks and tan wearing punisher hats.
[15:39.000 --> 15:47.000]  We began to investigate that, not saying they were involved, but saying Obama clearly was protecting the bombers or whoever they were connected to.
[15:47.000 --> 15:56.000]  One of the brothers was on CIA payroll. That came out in the Boston Globe. It was on local Boston radio that morning they were running a drill of a bombing.
[15:56.000 --> 16:06.000]  I don't know exactly what happened, but there's a cover up. Is it to cover up a Saudi connection? I don't know, but there's something going on there.
[16:06.000 --> 16:24.000]  The media misrepresented and says that, you know, I say that Chris Kyle did it. That's not what we ever said. We just said that. That's how Crafts International addresses. They were tan, boots, pants, jackets, black backpacks and punisher hats.
[16:24.000 --> 16:35.000]  He popularized that. Could have been somebody else. We just said, wow, that's a Crafts International contractor outfit. Boom, he's dead right after that.
[16:35.000 --> 16:47.000]  Okay, I mean, it's like Pat Tillman. I've talked to his brother. Pat Tillman was going to come out about government growing the opium, how we were working and not stopping the Taliban in Al Qaeda, which later all came out.
[16:47.000 --> 16:56.000]  They killed him and the army coroner, who was a colonel, would not lie in the autopsy and said he was murdered. He was executed.
[16:56.000 --> 17:09.000]  They shot him and fell behind a rock, his own unit. He said, what are you doing? It's me. It's me. He jumped up going, what is your effing problem? They shot him again and then came up and did a single burst, three shots right across the front of the face.
[17:09.000 --> 17:23.000]  It feet away, powder burns, read the autopsy. They shot him, didn't take him down because of body armor, crept up on him and killed him better than a hammer.
[17:23.000 --> 17:31.000]  Private Lynch was going to be the feminist icon of how the men cowered in fear, but she defeated them all. None of it was true.
[17:31.000 --> 17:46.000]  Her own unit started speaking out. They killed four of them in one week. People B having a barbecue at their house and a guy in a black uniform and a mask would pop up and double tap him in the head at 50 yards and then pop back down.
[17:46.000 --> 17:57.000]  Or you'd get pulled over and then be found dead in a puddle of water. And then Lynch came out and said, it's all fake. It's all fake. I was told to lie. Jerry Bruckheimer was producing it. It was all, yeah, Jerry Bruckheimer.
[17:57.000 --> 18:06.000]  Now I don't bring all this out because I'm against our military. I bring all this out because I'm against it being used in these ways and these type of propaganda pieces.
[18:06.000 --> 18:16.000]  So I don't know what happened with Chris Kyle. Okay. And I'm not even choosing sides here. I know Jesse Ventura. I'm the one that gave him the news. They waited until he drove in his RV to Mexico to announce all this.
[18:16.000 --> 18:27.000]  And he said, you're joking, Alex. That's not true. Come on. And then I told him he was blown away and he spent all this time. And look, I disagree with Ventura on a lot of his politics, but the guy's for real.
[18:27.000 --> 18:41.000]  He means well. And they tried to destroy his good name so he couldn't run for president. That's what all this was about. Kyle got roped in. I guarantee it. News Corps talked him into putting that section in the book as a Psyop.
[18:41.000 --> 18:55.000]  And either that or the Boston bombing is the reason he was executed. I don't buy this story that some guy with PTSD out the shooting range, you know, did this and all the rest of it. I mean, give me a break.
[18:55.000 --> 19:05.000]  So I'm done talking about that because we got so much news on the situation in Orlando. Hillary sanctions coming after our guns, all the rest of it.
[19:05.000 --> 19:18.000]  Briefly, I'm going to do my first ever Reddit Ask Me Anything tonight. 6 to 8 o'clock. There'll be a video feed free for everybody at infowars.com forward slash AMA.
[19:18.000 --> 19:30.000]  We'll also put it up on infowars.com forward slash show as an event video so you can't miss it. But infowars.com forward slash AMA for Ask Me Anything.
[19:30.000 --> 19:40.000]  And we'll send out a link to everybody that's in the info wars insider, everybody that follows us on the email infowars.com forward slash newsletter to put in your email.
[19:40.000 --> 19:49.000]  And we'll send you those video links, exclusive articles, promo codes and more when you sign up for infowars.com forward slash newsletter.
[19:49.000 --> 19:58.000]  But tonight, Ask Me Anything for two hours, commercial free, special guest and more. 6 to 8. And it'll run directly up against info wars.
[19:58.000 --> 20:10.000]  This is Ron Paul. I'm a former 22 year congressman and Republican presidential candidate. I'm here to tell you about something that just might save your lives.
[20:10.000 --> 20:18.000]  You never know when there will be another Katrina, an economic collapse or a serious drought. We should all have a little food storage that will carry us through tough times.
[20:18.000 --> 20:28.000]  I'm going to tell you about a great way to do that. A U.S. company named Harvest Right has a kitchen appliance that can help you be prepared. It's a home freeze dryer.
[20:28.000 --> 20:36.000]  With the product, you can preserve the foods your family loves. And the best part is the food will last 25 years and still taste great.
[20:36.000 --> 20:45.000]  I've tried it and it's amazing. With a home freeze dryer from Harvest Right, you can literally freeze dry anything you eat, even things like ice cream.
[20:45.000 --> 21:00.000]  To learn more, call Harvest Right today at 800-594-4635 or go to harvestright.com. That's 800-594-4635 or harvestright.com.
[21:16.000 --> 21:24.000]  Life-saving electrical power. And unlike gas generators, solar generators run silently, emit no fumes or gases, and produce electricity from the sun.
[21:24.000 --> 21:31.000]  Whether it's dangerous summer storms, blackouts, intensifying civil unrest, you're not going to have to suffer through it like the rest of the sheep.
[21:31.000 --> 21:38.000]  And here's the best news if you want to get one this week. Solutions from Science has a big sale on their fast charge solar generators.
[21:38.000 --> 21:45.000]  And they're giving away a couple thousand dollars worth of off-the-grid gear in addition to the low price for infill-wars listeners.
[21:45.000 --> 21:54.000]  So it's a good time to check it out. Go to gridwars.com. That's gridwars.com. It's a great opportunity to generate maximum electricity with minimum money.
[21:54.000 --> 22:09.000]  Go to gridwars.com. That's gridwars.com.
[22:24.000 --> 22:32.000]  Big Berkey Water Filters Remove Chloramines, Pharmaceuticals, BPA, Pesticides, Bacteria and Viruses. All forms of fluoride and much more.
[22:32.000 --> 22:41.000]  Big Berkey Water Filters are the original and most trusted on the market. The gold standard in water purification and our filters last for years at less than two cents per gallon.
[22:41.000 --> 22:55.000]  Big Berkey, the one powerful enough to purify stagnant pond water. Get your Big Berkey today. Call 1-877-99 Berkey or click bigberkeywaterfilters.com. That's 1-877-99 BERKEY.
[22:55.000 --> 23:21.000]  Big Berkey Water Filters for the love of clean water.
[23:21.000 --> 23:36.000]  My dad was 59 when he collapsed from a heart attack late last year. Just this past August was when we spread his ashes on the St. Croix River. I loved my dad.
[23:36.000 --> 23:44.000]  But boy was he stubborn. He hadn't been to the doctor in over 25 years. His excuse? He simply couldn't afford it. He wasn't a rich man by any means.
[23:44.000 --> 23:59.000]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father. Don't wait. Go to LibertyOnCall.org right now for not just your sake, but for the sake of your loved ones. Again, that's LibertyOnCall.org.
[24:14.000 --> 24:32.000]  On a Winner's Day. On a Winner's Day. I'd be safe if I was in LA. If I was in LA. California California dreaming.
[24:32.000 --> 24:52.000]  By the way, the graphic I had up on screen earlier said AMA was tomorrow. Might ask me anything. No, it's today. Okay, so I just wanted everybody to know that. The ask me anything is today, Tuesday, 6 o'clock Central Time, infowars.com forward slash AMA.
[24:52.000 --> 25:07.000]  Now, I know I said that on air too, so that's good. Everybody knows that. Tuesday. Today is Tuesday. That's what we're going to be doing it. So, I want to play this Donald Trump clip here. This is Donald Trump yesterday.
[25:07.000 --> 25:21.000]  And then the Washington Post came out and said that he was implying Obama did it. No, the implication is that Obama just doesn't care and has some other plan like coming after our guns. That's what Donald Trump is saying. Here's the clip.
[25:21.000 --> 25:24.000]  What about the military strike? Where would you strike overseas?
[25:24.000 --> 25:35.000]  I'd strike, well, you know, they know. We have generals. And I've been with them and I've talked to them. We have generals that feel we can win this thing so fast and so strong.
[25:35.000 --> 25:46.000]  But we have to be furious for a short period of time. And we're not doing it. I said go after the oil, hit the oil. They announced when they're going to hit the oil because they want the people to leave their trucks.
[25:46.000 --> 25:55.000]  I mean, the whole thing is so ridiculous. Can you imagine General Patton saying, please get out of your trucks because we're going to start dropping bombs in one hour?
[25:55.000 --> 26:11.000]  This is the way we fight. We're led by a man that either is not tough, not smart, or he's got something else in mind. And there's something else in mind. You know, people can't believe it.
[26:11.000 --> 26:22.000]  People cannot, they cannot believe that President Obama is acting the way he acts and can't even mention the words radical Islamic terrorism.
[26:22.000 --> 26:31.000]  There's something going on. It's inconceivable. There's something going on. The man has no clue. He doesn't know what he's doing. And Hillary Clinton is going to be worse than him.
[26:31.000 --> 26:38.000]  She wants to increase people coming into our country from the areas I'm talking about by 500%.
[26:38.000 --> 26:48.000]  All right. And now he's saying, because the Washington Post came out and said that he was saying Obama was behind the Orlando attack, that he's pulled their press credentials.
[26:48.000 --> 26:57.000]  Because that's not what he said. He's kind of having his cake and eating it too, though. What he's saying is we're being soft on Islamic terror.
[26:57.000 --> 27:04.000]  We're not going after where they're actually based. We're not going after their funding. And so Obama's the biggest fool in the world or something else is going on.
[27:04.000 --> 27:12.000]  And that is they're letting Islamic State come in and take over Syria. That's been declassified. That's been in the news for over a year.
[27:12.000 --> 27:19.000]  You heard it here first four or five years ago. So that's what's going on. And that's what he's saying.
[27:19.000 --> 27:31.000]  They tailor that, though, to say that he's saying Orlando was basically run by Obama. And that's not what Donald Trump said.
[27:31.000 --> 27:43.000]  Now, I will say that criminal elements of our government opening the borders up, allowing these radicalizers in, allowing these imams in who weren't born here to come in and hype up native born people.
[27:43.000 --> 27:57.000]  First generation like this Afghan clearly is contributing to it. So if Obama and Hillary want to point their finger at the American people and say that it's our fault that all this is going on and that gun owners are to blame
[27:57.000 --> 28:07.000]  and all the rest of this bull, then clearly we can say you are to blame by that yardstick because gun owners have nothing to do with this.
[28:07.000 --> 28:19.000]  You are the people at the State Department and the Justice Department that have been coddling these imams, his very imam at his very mosque saying kill the gays, kill the homosexuals.
[28:19.000 --> 28:29.000]  I mean, it's crazy. You can have this guy running around with his imam and his daddy saying kill the homosexuals. He's hanging around over at the gay bar feeling guilty about it.
[28:29.000 --> 28:35.000]  So he decides to go to Saudi Arabia, get radicalized, and then come back and kill people.
[28:35.000 --> 28:51.000]  He's got a psychiatrist joining us, Dr. Steve Puchenick, not just assassin and the whole nine yards, to break all this down and get his take on it coming up in the next hour so you do not want to miss that information.
[28:51.000 --> 29:01.000]  And then Dr. Bill Warner was on with this for the first time ever just last week, but we're having him back on today because he predicted that this Jihad attacks were about to start and about to be increasing.
[29:01.000 --> 29:07.000]  So he'll be joining us when we have open phones when both gentlemen are on with us today.
[29:07.000 --> 29:21.000]  Alright, I'm going to settle down now and I'm going to try to come back and because I get really mad about this mass shooting, I get really mad when they're trying to guilt yours truly and all of you out there and blame us
[29:21.000 --> 29:33.000]  and tell us that we collectively are to blame when all of, oh, I forgot the stabbing attack killing people with a Jihadi in France today.
[29:33.000 --> 29:39.000]  I mean, there's so much of it, I can't even keep track of it. And it was somebody the guy knew and was friends with. What is it about these guys?
[29:39.000 --> 29:49.000]  They pick people they know that they think are wimpy and Jesus is even more evil though. They kill people they know. This guy's running around on gay apps and he goes and kills them.
[29:49.000 --> 29:59.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[29:59.000 --> 30:10.000]  The Bilderberg 2016 public agenda says they won't be talking about the usual items like China, Russia, the Middle East technology, but there's one new item, the precariat.
[30:10.000 --> 30:20.000]  It's a term coined by a UK economist to describe what he sees as the precarious proletariat. He calls him a dangerous class of people who've been harmed by globalism.
[30:20.000 --> 30:27.000]  According to his book, which is one of only 10 subjects to be covered at Bilderberg, he breaks down society into several classes.
[30:27.000 --> 30:41.000]  Under the small number of super rich elite who are meeting at Bilderberg are the salatariat. Then there's the professional technicians. He calls proficient. Then we come to the dangerous ones, the precariat, who work menial, low paying jobs.
[30:41.000 --> 30:47.000]  So how do the elite propose to control the precariat that he says are an incipient political monster?
[30:47.000 --> 30:57.000]  Well, he proposes giving every legal resident of a country money without a job to create a permanent dependent class. What HG Wells called the Eloi.
[30:57.000 --> 31:15.000]  For info wars.com, I'm David Knight, not a group you develop living defense for us. It took you over a year to do it. Why is this so good? Because people are actually waking up to the problem that pretty much scares me the most. I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[31:15.000 --> 31:29.000]  But right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism right now with all the refugees spreading disease around. We have biological warfare going on everywhere.
[31:29.000 --> 31:41.000]  These are all parasites. Tell us about all the stuff I said. There's so many things that are in it. You have the name in there. You have the organic clove bud, the organic wormwood. I recommend doing a parasite cleanse at least twice a year.
[31:41.000 --> 31:51.000]  All right, well, I'm glad we've got some back in because I'm going back on it today. It just came back in yesterday living defense info wars live.com and folks, you can't lose full of stuff that's great for your body period.
[31:51.000 --> 32:10.000]  You support the broadcast info wars live.com. Thank you doctor group from the global healing center. Thank you so much for all your work sir on this great product. Clean pure drinking water. You can't survive without it. But where do you get it? Alexa pure pro is a brand new groundbreaking gravity fed water filtration system that is like no other.
[32:10.000 --> 32:22.000]  The Alexa pure pro transforms water from virtually any fresh source into clean healthy drinking water, pairing the unprecedented super filtration power of an all new gravity block core with a hybrid chromatic shell.
[32:22.000 --> 32:41.000]  It removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants and hormones filter capacity up to 5000 gallons, stainless steel construction, easy assembly, low maintenance replacement filters are simple to install.
[32:41.000 --> 32:56.000]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping. This is a limited time offer. So order your unit today and receive free shipping and $20 off. Go to info wars store.com or call.
[32:56.000 --> 33:24.000]  Triple eight to five three three one three nine from the front lines of the information war. It's Alex Jones.
[33:24.000 --> 33:51.000]  Ladies and gentlemen, it is so hard for me to deal with to watch the evil people in our controlled corporate media and their stupid domesticated camp followers.
[33:51.000 --> 34:10.000]  All over the news, just blaming gun owners, blaming conservatives, blaming American gun culture for a man who's pledged allegiance to ISIS, a man who had a gun license and worked as a contractor for one of the biggest mercenary companies out there.
[34:10.000 --> 34:22.000]  A man who was on gay apps, a guy that trafficked the bar and was there basically stalking his prey.
[34:22.000 --> 34:37.000]  And we have imams on TV lecturing us about don't sensationalize this. And this isn't Islam. Look at what's happening in Islamic countries all over the world. They're running around killing each other 24 seven, even where they have gun bands in some countries.
[34:37.000 --> 34:45.000]  Europe brings in 5 million of the last three years. We bring in massive, massive numbers. Donald Trump says we're going to have more attacks.
[34:45.000 --> 34:51.000]  And then when he's proven right, the media taxi.
