[00:00:00.347 --> 00:00:01.988]  We've got it.
[00:02:55.195 --> 00:03:13.649]  We're coming up on the International Luciferian slash Commie Day, May Day, when Obama announced, they're saying as he announced it on a Sunday evening that this is the one year anniversary, but technically it was on May 1st, so that's coming up in a few days.
[00:03:13.649 --> 00:03:15.131]  And they are now
[00:03:17.173 --> 00:03:29.245]  Announcing that the police are investigating, again, not just the suspicious death of Breitbart's coroner, but now
[00:03:30.305 --> 00:03:38.168]  The system is rolling out a fresh, a new, the whole hoax on the bin Laden killing front.
[00:03:38.168 --> 00:03:41.290]  And I shot another video on that this morning with SepadInfoWars.com.
[00:03:41.290 --> 00:03:48.713]  We're going to be breaking down the 10 facts that prove the bin Laden fable is a contrived hoax as the president moves to use this.
[00:03:51.115 --> 00:03:55.518]  As his re-election bid, that he's a tough guy on Al-Qaeda.
[00:03:55.518 --> 00:04:18.574]  If the Republicans wanted to destroy Obama, but they can't because they destroy themselves, they'd go, you're using Al-Qaeda in Syria, you're using Al-Qaeda in Iran, you're using Al-Qaeda in Libya, you turn the country over to them, you're putting Al-Qaeda like the Muslim Brotherhood so they can have sex with their wives after they're dead, that's real, total lunatics, you're putting them in charge of Egypt,
[00:04:21.269 --> 00:04:24.613]  And they're also announcing war on terror is over, they said last week.
[00:04:24.613 --> 00:04:28.078]  A new article out saying Al-Qaeda is gone.
[00:04:28.078 --> 00:04:31.121]  But TSA's gotta be in your neighborhoods taking their hands down your pants.
[00:04:32.654 --> 00:04:35.555]  Searching your bags without a warrant because of the terror threat.
[00:04:35.555 --> 00:04:38.396]  But that terror threat is all the domestic groups.
[00:04:38.396 --> 00:04:39.976]  Look at yourself in the mirror.
[00:04:39.976 --> 00:04:43.878]  You don't like foreign banks raising your taxes to pay it to themselves?
[00:04:43.878 --> 00:04:44.638]  You're a terrorist.
[00:04:44.638 --> 00:04:46.178]  Don't like forced inoculation?
[00:04:46.178 --> 00:04:47.219]  You're a terrorist.
[00:04:47.219 --> 00:04:48.359]  Like private property?
[00:04:48.359 --> 00:04:49.860]  You like George Washington?
[00:04:49.860 --> 00:04:51.740]  Literally, they say you're a terrorist.
[00:04:51.740 --> 00:04:55.321]  I've got FEMA on tape saying George Washington's a piece of trash.
[00:04:55.321 --> 00:04:56.342]  Because they're the enemy.
[00:04:56.342 --> 00:04:57.262]  They're the foreign bankers.
[00:04:59.704 --> 00:05:00.904]  You're out on the road.
[00:05:00.904 --> 00:05:06.165]  The last place you want to be is on the road.
[00:05:06.165 --> 00:05:11.326]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:05:11.326 --> 00:05:26.449]  There's a place down in Tennessee Where they make blue diamond gusset jeans They sew pride in every stitch Guarantee you'll love the way they fit
[00:05:28.410 --> 00:05:33.133]  They put a diamond gusset in the crotch, where you need it most.
[00:05:33.133 --> 00:05:36.975]  Blue diamond gussets, got it.
[00:05:36.975 --> 00:05:38.195]  Others don't.
[00:05:38.195 --> 00:05:40.336]  We turn jeans inside out.
[00:05:40.336 --> 00:05:42.137]  Diamond gusset jeans.
[00:05:42.137 --> 00:05:45.019]  Made in the USA with unparalleled quality.
[00:05:45.019 --> 00:05:51.642]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:05:51.642 --> 00:05:54.344]  Order yours at gusset.com.
[00:05:54.344 --> 00:05:56.725]  Diamond gusset jeans, got it.
[00:05:56.725 --> 00:05:57.606]  Others don't.
[00:06:03.433 --> 00:06:10.017]  You are listening to an InfoWars.com Frontline Report.
[00:06:10.017 --> 00:06:21.544]  If you are receiving this transmission, you are the resistance.
[00:06:21.544 --> 00:06:30.189]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:33.425 --> 00:06:39.890]  This is a big live Sunday edition with a lot of good news and a lot of really bad news.
[00:06:39.890 --> 00:06:49.337]  But the good news is we know what's happening and the sleeping giant that is America and free humanity worldwide, not just here in the United States of North America.
[00:06:49.337 --> 00:06:59.764]  The awakening is happening everywhere against government tyranny and corrupt elites and no amount of police state surveillance will protect the system.
[00:06:59.764 --> 00:07:01.446]  We will restore the Republic.
[00:07:02.128 --> 00:07:22.797]  You know, I confirmed over the weekend that a veteran, one in Montana, 61 years old, was handing out Bible tracts at, and in one of my films, Police State 3, total enslavement, and the police came at the VA and told him, we'll basically take your benefits, send Homeland Security to your house, you don't have free speech here.
[00:07:25.038 --> 00:07:33.587]  And I've seen other cases of things like this and the cops didn't, you know, the little federal cops, little security guards, didn't like the fact that it was called police state.
[00:07:34.301 --> 00:07:53.997]  And see, there's that ignorance that any amount of government corruption, I mean, they could order our guns turned in tomorrow, you know, 50% tax increases, and if you said you didn't like it, and by the way, this surveilling us with no warrant is a police state, a lot of these so-called police nowadays think that means you don't like them.
[00:07:53.997 --> 00:07:58.221]  They think if you say, I don't want a police state, that you hate them personally.
[00:07:58.221 --> 00:08:00.303]  And like, the police state is their identity.
[00:08:01.828 --> 00:08:04.469]  That tyranny is their identity.
[00:08:04.469 --> 00:08:11.130]  But then meanwhile, you've got a lot of police officers and people out there that are aware that the Bill of Rights belongs to you as well.
[00:08:11.130 --> 00:08:12.011]  It's very precious.
[00:08:12.011 --> 00:08:12.951]  It's very special.
[00:08:12.951 --> 00:08:15.532]  It was fought for and paid for in blood.
[00:08:15.532 --> 00:08:21.873]  And we're now basically seeing it trampled and removed at an extremely accelerated rate.
[00:08:21.873 --> 00:08:24.934]  And now it's like oxygen's being taken out of the room.
[00:08:24.934 --> 00:08:28.295]  You take the freedom, the prosperity goes out the door.
[00:08:28.295 --> 00:08:28.855]  It's kind of like
[00:08:30.578 --> 00:08:41.126]  Going out on a motorboat to go skiing or something and taking a .50 caliber semi-auto Barrett out there with you and firing six or seven holes in the bottom of the boat.
[00:08:41.126 --> 00:08:46.610]  The boat is going to start taking on water and it's going to end up sinking.
[00:08:46.610 --> 00:08:55.957]  And you guys in government and the public allowing this to happen and sitting back and just saying, well, they're the officials, they're the authorities, not the public servants.
[00:08:57.987 --> 00:09:05.781]  You have allowed this to take place and the country is now taking on water very, very fast.
[00:09:05.781 --> 00:09:07.585]  Now that's the image of a sinking ship.
[00:09:07.585 --> 00:09:09.348]  Another image is a burning house.
[00:09:10.725 --> 00:09:22.410]  And now the fire is on all three floors, shooting out the windows, the roof is collapsing, and finally some of the public saying, you know what, we might be in a little bit of trouble.
[00:09:22.410 --> 00:09:33.354]  And wow, those people that warned us about corrupt government and police states and world government and surveillance, they must have had a point, they must have known
[00:09:33.934 --> 00:09:39.158]  What they were talking about, they must have been paying attention when the tyranny was a mile away.
[00:09:39.158 --> 00:09:49.125]  See, now the tyranny's already run over us, and now it's got that, you know, backup sound on, like a trash truck, and it's backing back over us.
[00:09:49.125 --> 00:09:51.127]  And I'm like, you know what?
[00:09:51.127 --> 00:09:52.368]  I think we ought to change things.
[00:09:54.878 --> 00:10:03.747]  Driving into work today, I didn't see one, I didn't see two, I didn't see three, I didn't see four.
[00:10:03.747 --> 00:10:10.454]  I saw five InfoWars.com bumper stickers driving in the studio this Sunday.
[00:10:11.240 --> 00:10:12.521]  But it gets better.
[00:10:12.521 --> 00:10:14.102]  I saw dozens.
[00:10:14.102 --> 00:10:15.983]  I had to stop counting.
[00:10:15.983 --> 00:10:18.304]  I think I saw no other political bumper stickers.
[00:10:18.304 --> 00:10:27.590]  I saw dozens of Ron Paul stickers, and I saw a car that said, Vote Rattlesnake 2012 with a big giant
[00:10:30.168 --> 00:10:50.836]  Don't tread on me flag flapping above it they rigged it where it was an ingenious thing where where the flag was flapping in the middle of the car and like a little teepee over it and and then explain that you know the rattlesnake represents don't tread on me and what the country was founded on all these great points and the car was festooned with stickers
[00:10:51.756 --> 00:10:56.343]  And I was going over to visit my dad before I came over here with my son and I to get our teeth cleaned.
[00:10:56.343 --> 00:10:57.524]  My dad's a dentist.
[00:10:57.524 --> 00:11:02.231]  He comes up, you know, every six months or so on Sunday so he can just focus on us and get that done.
[00:11:02.231 --> 00:11:07.859]  And I almost pulled out of the parking lot to follow the person so I could get a photo of the rattlesnake car.
[00:11:09.120 --> 00:11:17.003]  But I bet they're a listener because I was able to see they had a InfoWars.com, PrisonPlanet.com, Don't Tread On Me sticker.
[00:11:17.003 --> 00:11:18.884]  The one that's got the rattlesnake on it.
[00:11:18.884 --> 00:11:20.064]  And they got both the websites.
[00:11:20.064 --> 00:11:24.266]  I did spy that with my eyeballs.
[00:11:24.266 --> 00:11:29.968]  And so that person ever sends us a photo of their car, we will Twitter it out at RealAlexJones.
[00:11:29.968 --> 00:11:34.730]  We will tweet it out if you send it to something like ShowTips at InfoWars.com.
[00:11:36.070 --> 00:11:50.455]  And we're getting reports and photos and videos without even asking for them, so now I'm going to start asking for them from all over the country of people festooning their barns, their businesses, their business signs, sometimes other people's property and government buildings.
[00:11:50.455 --> 00:11:51.796]  I'm not saying do that.
[00:11:51.796 --> 00:11:54.917]  Withinfowars.com.
[00:11:54.917 --> 00:11:56.738]  And I've got friends and family and neighbors
[00:11:57.518 --> 00:12:12.946]  My buddy Shane Steiner the other day, local friend, going back to high school years, he tweeted me, no, he texted me a photo that I tweeted out of a guy with a sign plugging the local radio station I'm on in Austin and Infowars.com.
[00:12:12.946 --> 00:12:16.628]  And then I talked to family and they said, yeah, we saw a couple people and I talked to some crew.
[00:12:16.628 --> 00:12:18.289]  I mean, it's just everywhere.
[00:12:18.289 --> 00:12:24.413]  This is the explosive grassroots action against tyranny that we're starting to see.
[00:12:25.692 --> 00:12:33.699]  As Ron Paul peaks, we realize he won by running and injecting real ideas of libertarian constitutional ideas.
[00:12:33.699 --> 00:12:45.329]  But as that begins to crest and then dissipate, dissipation hasn't begun yet, we're going to see it shift into local activism.
[00:12:47.449 --> 00:12:48.169]  I like that idea.
[00:12:48.169 --> 00:12:49.990]  Vote, vote, vote Rattlesnake 2012.
[00:12:49.990 --> 00:12:52.211]  And then people are like, well what does that mean?
[00:12:52.211 --> 00:12:53.751]  Well, it means the founding of this country.
[00:12:53.751 --> 00:12:55.832]  Let me explain what Don't Tread on Me means.
[00:12:55.832 --> 00:12:58.373]  And it's shifting into InfoWars.com.
[00:12:58.373 --> 00:13:03.715]  It's shifting into thousands of people are now shooting videos for InfoWars.com.
[00:13:04.355 --> 00:13:08.177]  We've gotten over 500 entries and hundreds more just came in the last few days.
[00:13:08.177 --> 00:13:10.638]  I don't know how I'm going to pick winners for the reporter contest.
[00:13:10.638 --> 00:13:13.719]  We're going to hire one male, one female reporter, $10,000 in prizes.
[00:13:13.719 --> 00:13:17.081]  But all these other folks are saying, hey, Alex, we don't even care if we win.
[00:13:17.081 --> 00:13:18.061]  We want to be correspondents.
[00:13:18.061 --> 00:13:19.742]  And I'm like, absolutely.
[00:13:19.742 --> 00:13:23.264]  I mean, again, how do you organize something like this?
[00:13:23.264 --> 00:13:27.505]  So I'm going to go to break and come back with the good news.
[00:13:27.505 --> 00:13:31.627]  And I'm going to come back with the bad news as well.
[00:13:31.627 --> 00:13:32.808]  But I just wanted to upfront
[00:13:34.002 --> 00:13:39.006]  Break down the fact that the info war has just begun to rise.
[00:13:39.006 --> 00:13:44.671]  And as Ron Paul's always said, he is a focal point of liberty and freedom.
[00:13:44.671 --> 00:14:02.026]  And just a lot of people that have discovered what he's discovered, tyranny versus liberty, collectivism versus freedom, globalism, fascism, communism versus the republic, that the pendulum is beginning to swing.
[00:14:03.382 --> 00:14:06.165]  And so everybody out there, realize our time has come.
[00:14:06.165 --> 00:14:08.186]  People are ready to now listen.
[00:14:08.186 --> 00:14:13.531]  I mean, world government's openly being announced, Agenda 21, global governance, every form of tyranny.
[00:14:13.531 --> 00:14:20.718]  People are finally getting it because Ron Paul, myself, and countless others, many of you out there listening today, who were alive before I was even born.
[00:14:22.233 --> 00:14:39.929]  You were made fun of, you were laughed at, the national dominant corporate whore, Decepticon, enemy sympathizer, New World Order banker media, the cesspool media, the deceptor media, they had air superiority before and could dominate us.
[00:14:39.929 --> 00:14:40.890]  Not anymore.
[00:14:40.890 --> 00:14:41.651]  And so because you
[00:14:43.462 --> 00:14:48.484]  You trailblazers out there stood up from day one and spoke out against all this.
[00:14:48.484 --> 00:15:01.148]  We've got a real shot at defeating the globalists because we've planted so many seeds for so many decades and now as everything we talked about begins to unfold exactly as we said it would, our credibility is beyond platinum.
[00:15:01.148 --> 00:15:05.570]  The enemy's credibility is like dog droppings at the park.
[00:15:05.570 --> 00:15:06.370]  Nobody wants it.
[00:15:07.866 --> 00:15:09.668]  It has a negative value.
[00:15:09.668 --> 00:15:11.509]  Congress has a 9% approval rating.
[00:15:11.509 --> 00:15:13.550]  The mainstream media is in free fall.
[00:15:13.550 --> 00:15:16.373]  But danger, the empire is going to strike back.
[00:15:16.373 --> 00:15:22.937]  With censorship, attacks on talk radio, attacks on alternative news is becoming the dominant news.
[00:15:22.937 --> 00:15:25.880]  The system is cornered like a rat.
[00:15:25.880 --> 00:15:31.584]  Now I've told the New York Times and all of them, start telling the truth and you'd have an audience again.
[00:15:31.584 --> 00:15:32.745]  We're actually starting to see that happen.
[00:15:33.735 --> 00:15:38.217]  See, there's nothing like the market to defeat tyrants and centralized systems.
[00:15:38.217 --> 00:15:44.300]  CBS, Republicans prepare contempt citation against Eric Holder over Fast and Furious.
[00:15:44.300 --> 00:15:46.802]  Let me give you more.
[00:15:46.802 --> 00:15:52.685]  The New York Times admits the FBI manufactured all the major terror plots, as I told you years ago.
[00:15:52.685 --> 00:15:54.206]  They're all fake.
[00:15:54.206 --> 00:15:57.367]  And there's more mainstream news that Al Qaeda works for the U.S.
[00:15:57.367 --> 00:15:58.108]  government.
[00:15:58.108 --> 00:15:58.568]  Stay with us.
[00:16:00.319 --> 00:16:05.821]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:16:05.821 --> 00:16:08.222]  Start purifying your water with ProPure.
[00:16:08.222 --> 00:16:17.324]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:16:17.324 --> 00:16:20.766]  Its filters are silver impregnated to prevent bacterial growth.
[00:16:20.766 --> 00:16:22.466]  There's no priming required.
[00:16:22.466 --> 00:16:24.727]  It's NSF 42 certified.
[00:16:24.727 --> 00:16:27.228]  Optional fluoride filters can reduce fluoride up to 95%.
[00:16:28.308 --> 00:16:29.828]  Easy to set up and use.
[00:16:29.828 --> 00:16:31.249]  Doesn't require electricity.
[00:16:31.249 --> 00:16:34.410]  Purify water from lakes, streams, ponds, and wells.
[00:16:34.410 --> 00:16:37.791]  This filter system leaves in beneficial minerals, which is key.
[00:16:37.791 --> 00:16:41.932]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:16:41.932 --> 00:16:44.673]  ProPure is the best gravity-fed filter out there.
[00:16:44.673 --> 00:16:46.253]  It's what my family uses.
[00:16:46.253 --> 00:16:49.434]  Infowars.com already has the lowest price on ProPure.
[00:16:49.554 --> 00:16:55.401]  But if you add the promo code WATER at checkout, you get an additional 10% off at InfoWars.com.
[00:16:55.401 --> 00:16:56.602]  You can also call to order.
[00:16:56.602 --> 00:16:56.642]  888-253-3139.
[00:17:00.014 --> 00:17:04.557]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:17:04.557 --> 00:17:05.477]  Number one.
[00:17:05.477 --> 00:17:08.899]  New climate legislation could easily double or triple your electric bill.
[00:17:08.899 --> 00:17:09.759]  Number two.
[00:17:09.759 --> 00:17:14.642]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:17:14.642 --> 00:17:15.403]  It's true.
[00:17:15.403 --> 00:17:20.265]  Total government control of electricity in the name of smart grid technology is coming.
[00:17:20.265 --> 00:17:21.086]  Number three.
[00:17:21.086 --> 00:17:24.668]  In some areas of the country, the power grid is dangerously overloaded.
[00:17:24.668 --> 00:17:28.370]  And now, new socialist legislation is only compounding the problem.
[00:17:28.590 --> 00:17:29.371]  Number 4.
[00:17:29.371 --> 00:17:32.133]  Dangerous weather is always a threat to local grids.
[00:17:32.133 --> 00:17:35.816]  Every year, thousands of families lose their power from weather-related outages.
[00:17:35.816 --> 00:17:36.617]  Number 5.
[00:17:36.617 --> 00:17:40.761]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:17:40.761 --> 00:17:45.525]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:17:45.805 --> 00:17:49.972]  You can get more information at www.mysolarbackup.com.
[00:17:49.972 --> 00:17:51.775]  That's mysolarbackup.com.
[00:17:51.775 --> 00:17:54.019]  Remember, the government doesn't own the sun.
[00:17:54.019 --> 00:17:56.363]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:18:01.920 --> 00:18:10.045]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:18:10.045 --> 00:18:14.108]  Alex and his staff have used these pure soap products for years.
[00:18:14.108 --> 00:18:21.412]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:18:21.412 --> 00:18:24.234]  See them on the web at 5starsoap.com.
[00:18:24.434 --> 00:18:29.277]  Or call 800-340-7091 for a free catalog.
[00:18:29.277 --> 00:18:35.221]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:18:35.221 --> 00:18:40.625]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:18:40.625 --> 00:18:42.606]  This is an amazing deal.
[00:18:42.606 --> 00:18:47.850]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:18:47.850 --> 00:18:50.992]  See them on the web at 5starsoap.com or call
[00:18:51.212 --> 00:18:52.697]  Call 1-800-340-7091 for a free catalog.
[00:18:59.580 --> 00:19:03.403]  Right now, the average family spends one-fourth of their income on food.
[00:19:03.403 --> 00:19:09.307]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoods Direct.
[00:19:09.307 --> 00:19:12.830]  The savings from eating this food will actually help you pay your other bills.
[00:19:12.830 --> 00:19:20.815]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[00:19:20.815 --> 00:19:27.500]  This food is compact, making it easy to store some away and will be just as delicious in 25 years as the ones you cook tonight.
[00:19:27.900 --> 00:19:28.961]  Is it affordable?
[00:19:28.961 --> 00:19:29.881]  Absolutely!
[00:19:29.881 --> 00:19:35.103]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[00:19:35.103 --> 00:19:41.605]  See the comparison at efoodsdirect.com forward slash Alex or call 800-409-5633.
[00:19:41.605 --> 00:19:46.547]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[00:19:46.547 --> 00:19:51.408]  Give eFoodsDirect a call and order one of the Alex Jones Family Packs and test it out today.
[00:19:51.408 --> 00:19:53.409]  Start your journey of food independence today.
[00:19:53.689 --> 00:19:57.231]  At efoodsdirect.com forward slash Alex or call 800-409-5633.
[00:19:57.231 --> 00:20:08.397]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[00:20:08.397 --> 00:20:20.724]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:20:22.901 --> 00:20:25.863]  That's right, I'm here Monday through Friday, 12 noon to 3 p.m.
[00:20:25.863 --> 00:20:30.287]  Eastern, back Sundays with a live, abbreviated, 4 to 6 p.m.
[00:20:30.287 --> 00:20:33.029]  Central transmission.
[00:20:33.029 --> 00:20:34.710]  5 to 7 Eastern.
[00:20:34.710 --> 00:20:37.553]  Okay, again, let me just mention some of what's coming up.
[00:20:37.553 --> 00:20:43.618]  Republicans prepare contempt citation against Eric Holder over Fast and Furious, CBS News.
[00:20:44.878 --> 00:20:48.520]  Los Angeles marks 20th anniversary of riots.
[00:20:48.520 --> 00:20:50.522]  That's what the Attorney General tried to start with.
[00:20:50.522 --> 00:20:52.263]  The whole Trayvon Martin thing.
[00:20:52.263 --> 00:20:54.865]  Turned out they had instigators inside the protest.
[00:20:54.865 --> 00:20:58.707]  That's why the new Black Panther Party was authorized to call for violence.
[00:20:58.707 --> 00:21:00.909]  This is truly a criminal group.
[00:21:00.909 --> 00:21:02.570]  You're like, why would the President want riots?
[00:21:02.570 --> 00:21:04.811]  It's called Problem Reaction Solution.
[00:21:04.811 --> 00:21:08.073]  Why would Hitler blow up his own government building and pose as a savior?
[00:21:08.073 --> 00:21:11.876]  Yeah, it's called the Hegelian Dialectic.
[00:21:13.592 --> 00:21:16.801]  We're going to be going over that again after the break.
[00:21:16.801 --> 00:21:19.529]  The big news, because it gets into total propaganda.
[00:21:20.720 --> 00:21:23.761]  Obama exploits bin Laden hoax for election propaganda.
[00:21:23.761 --> 00:21:28.023]  I'm gonna go back over the fact that this is an admitted fraud.
[00:21:28.023 --> 00:21:31.124]  Sure, nobody I know bought that they actually killed him.
[00:21:31.124 --> 00:21:35.466]  Then they had to kill the SEALs that were involved to cover it up later on that helicopter, remember?
[00:21:35.466 --> 00:21:38.527]  Not the one they blew up that night, but the next one they blew up with SEALs on it?
[00:21:38.527 --> 00:21:39.328]  Yeah.
[00:21:39.328 --> 00:21:40.668]  I've talked to SEALs, by the way.
[00:21:40.668 --> 00:21:42.549]  They all know what happened.
[00:21:42.549 --> 00:21:44.910]  Oh, yeah, that's a big wake-up call inside the government.
[00:21:46.446 --> 00:22:03.901]  But continuing here, we're going to be going over all of that and Osama's supposed killer, Obama, bragging about it at the White House I'm a Movie Star correspondence dinner.
[00:22:03.901 --> 00:22:05.903]  So that is all coming up.
[00:22:05.903 --> 00:22:09.026]  Also, banks cooperate to track Occupy protesters.
[00:22:09.026 --> 00:22:12.769]  Well, yeah, the big six Federal Reserve megabanks, they are the government, they took over.
[00:22:14.500 --> 00:22:17.682]  All of that is coming up.
[00:22:17.682 --> 00:22:20.164]  I also have a report in the Science Stack.
[00:22:20.164 --> 00:22:22.945]  This is a report out of Reuters.
[00:22:22.945 --> 00:22:25.026]  How long I've been telling you this, but here it is.
[00:22:25.026 --> 00:22:29.469]  Scientists call for a rethink on consumption and population reduction.
[00:22:29.469 --> 00:22:30.190]  Oh!
[00:22:30.190 --> 00:22:31.410]  Here's Scientific American.
[00:22:31.410 --> 00:22:35.293]  Royal Society calls for redistribution of wealth and more British control.
[00:22:36.280 --> 00:22:40.443]  More birth control to save the planet.
[00:22:40.443 --> 00:22:43.105]  And I had a Freudian slip there saying more British control.
[00:22:43.105 --> 00:22:45.908]  More eugenics control out of England.
[00:22:45.908 --> 00:22:48.309]  I'll be breaking that down.
[00:22:48.309 --> 00:22:52.533]  But first, let's get into these two reports right here.
[00:22:54.520 --> 00:23:02.646]  Here is the New York Times, and when I saw this, I pinched myself, because I've known this, I've reported it ad nauseum.
[00:23:02.646 --> 00:23:04.548]  Even some mainstream media has reported on it.
[00:23:04.548 --> 00:23:07.990]  If you follow each case, they almost always get dropped.
[00:23:07.990 --> 00:23:20.740]  They almost always find a mentally retarded person, generally 75 to 80 IQ, mildly retarded, who has been profiled, been in prison, or is on welfare, or someone who's been, had serious head trauma.
[00:23:20.740 --> 00:23:23.522]  They've also used head trauma victims as one of their favorites.
[00:23:24.102 --> 00:23:24.884]  And I've talked about it.
[00:23:24.884 --> 00:23:34.981]  I could go to downtown Austin, where I live, and I could find a schizophrenic or a homeless person and offer them $10,000 and get them to dress up in a uniform and say they work for...
[00:23:36.172 --> 00:23:39.673]  Al-Qaeda and say that they're ready to blow stuff up if I give them $10,000 more.
[00:23:39.673 --> 00:23:42.054]  That's what the FBI does.
[00:23:42.054 --> 00:23:47.537]  They just take a year or so to get them an apartment and shut them up and then try to get them to blow stuff up.
[00:23:47.537 --> 00:23:51.878]  First World Trade Center, FBI cooked the bomb, trained the driver, gave them the detonators.
[00:23:51.878 --> 00:23:55.180]  That was in the New York Times and CBS News even at the time.
[00:23:55.180 --> 00:24:01.062]  Because the head guy they hired to do it knew they were setting him up, so he recorded the FBI ordering him to go ahead with the bombing.
[00:24:01.926 --> 00:24:03.607]  And they let the two mentally retarded guys.
[00:24:03.607 --> 00:24:04.928]  I'm sorry, that's what happened.
[00:24:04.928 --> 00:24:08.230]  Go ahead and thank God they didn't park it up against the column like they were supposed to.
[00:24:08.230 --> 00:24:12.073]  The Globals had to come back and finish the job a few years later on 9-11.
[00:24:12.073 --> 00:24:15.015]  Continuing though, the New York Times today.
[00:24:15.015 --> 00:24:18.337]  Terrorist plots hatched by the FBI.
[00:24:18.337 --> 00:24:18.797]  Wow!
[00:24:18.797 --> 00:24:20.879]  Sounds like Infowars.com article.
[00:24:20.879 --> 00:24:22.680]  David Schipler.
[00:24:22.680 --> 00:24:25.922]  I guess the New York Times wants to stay in the game and actually cover some real news.
[00:24:25.922 --> 00:24:31.125]  The United States has narrowly been saved from lethal terrorist plots in recent years or so.
