[00:00:14.568 --> 00:00:25.979]  InfoWars, tomorrow's news, today.
[00:11:06.411 --> 00:11:08.734]  To cover the forced inoculation news.
[00:11:08.734 --> 00:11:12.077]  I've got three stacks on that.
[00:11:12.077 --> 00:11:16.282]  We always knew they were going to do it, but they're moving quick.
[00:11:16.282 --> 00:11:18.224]  And that's going to trigger a civil war.
[00:11:19.534 --> 00:11:20.495]  I mean, I'm sorry.
[00:11:20.495 --> 00:11:31.921]  I'll avoid problems, but if somebody comes to my house in an armored vehicle, with SWAT teams, with deadly injectors that give you heart attacks and brain cancer, I mean, I'm going to try to leave my house, but then they're going to come in the woods and get me.
[00:11:31.921 --> 00:11:34.783]  I mean, at a certain point, you just can't run from this.
[00:11:34.783 --> 00:11:37.785]  And they know that, and this will bring down civilization.
[00:11:37.785 --> 00:11:44.449]  Already, making firefighters, police, medical workers take it, or firing them, is crippling everything.
[00:11:44.449 --> 00:11:46.290]  I have multiple family members that are older.
[00:11:47.625 --> 00:11:55.468]  That need medical procedures that are not elective and they can't even get the facilities they used to go to to answer the phone for months.
[00:11:55.468 --> 00:11:59.029]  They physically go in and they go, sorry, we can't do procedures.
[00:11:59.029 --> 00:12:01.850]  Half the staff were fired.
[00:12:01.850 --> 00:12:08.733]  They can't fix power outages all over the country because over a third of the workers that work at the power companies have been fired.
[00:12:10.230 --> 00:12:13.132]  They're firing nuclear plant workers, okay?
[00:12:13.132 --> 00:12:14.913]  They knew people wouldn't take this.
[00:12:14.913 --> 00:12:16.353]  They wanted it to be deadly.
[00:12:16.353 --> 00:12:18.415]  They want it to be known it kills people.
[00:12:18.415 --> 00:12:27.920]  So then all the corporate chiefs will fire everybody and civilization collapses and then open war starts and then we all kill each other.
[00:12:27.920 --> 00:12:30.421]  There is nothing valiant.
[00:12:30.421 --> 00:12:31.462]  There is nothing cool.
[00:12:31.462 --> 00:12:36.405]  There is nothing wonderful about the civil war that we are on the edge of and the mass crime.
[00:12:37.383 --> 00:12:41.488]  We don't want it to happen, but I tell you this, we all have a right to survive.
[00:12:41.488 --> 00:12:55.583]  And if I was the FBI, and if I was the Federal Marshals, and if I was the ATF, and if I was the CIA, I would be figuring out for your own asses that the country and the world's going down, and your money won't be worth the ink it's written on.
[00:12:55.583 --> 00:12:56.705]  The paper it's written on.
[00:12:58.598 --> 00:13:09.082]  That's why you see operatives coming out, and very eloquently, like Laura Logan, and saying, this is a takeover, it's an evil tyrant plan, Fauci is Mingela, emergency.
[00:13:09.082 --> 00:13:12.643]  She's high-level deep state, but not a bad person.
[00:13:12.643 --> 00:13:16.284]  And she's telling you, ladies and gentlemen, they're killing us!
[00:13:16.284 --> 00:13:19.825]  So, I choose self-preservation, and I choose God.
[00:13:19.825 --> 00:13:27.208]  Now, let me tell you, I was already beyond angry this morning, just absolutely supercharged when I got up,
[00:13:28.266 --> 00:13:29.147]  At 5 a.m.
[00:13:29.147 --> 00:13:45.580]  and went in front of my desktop with a cup of coffee and I turned on Infowars.com and I watched Fauci and Obama standing over five, six, and seven-year-old children helping the nurses inject them with living death.
[00:13:45.580 --> 00:13:48.202]  And the reason it made me mad is not just for those children.
[00:13:48.202 --> 00:13:50.023]  We've got to do something!
[00:13:50.023 --> 00:13:51.605]  We can't let them do this!
[00:13:56.516 --> 00:13:57.677]  So there's that.
[00:13:57.677 --> 00:13:59.679]  It gets worse, okay?
[00:13:59.679 --> 00:14:03.862]  I was already going to come in here and say this tops any time we've ever been in.
[00:14:03.862 --> 00:14:07.845]  When I say this is the biggest broadcast, it doesn't mean this show is the big broadcast.
[00:14:07.845 --> 00:14:16.412]  What I'm saying is, on a meter, on a gauge, when I say this is the highest level of tyranny we've ever seen, this just jumped and doubled everything in one day.
[00:14:18.956 --> 00:14:20.877]  I'm telling you, they're going to turn the power off.
[00:14:20.877 --> 00:14:22.197]  They're going to burn down our cities.
[00:14:22.197 --> 00:14:24.098]  We're going to have a nuclear war.
[00:14:24.098 --> 00:14:25.318]  I just say get ready for death.
[00:14:25.318 --> 00:14:27.199]  I mean, this is it.
[00:14:27.199 --> 00:14:28.920]  We're already in a biological war.
[00:14:28.920 --> 00:14:32.901]  The federal government's run by criminals that work with the globalists that are allied with China.
[00:14:32.901 --> 00:14:33.861]  They're hitting us with fentanyl.
[00:14:33.861 --> 00:14:34.822]  They're hitting us with viruses.
[00:14:34.822 --> 00:14:36.322]  They're hitting us with poison shots.
[00:14:36.322 --> 00:14:44.365]  My God, and they're injecting five and six-year-old kids, and the mothers bring their daughters and sons up, and the president, it's right there, former president, well, they inject them.
[00:14:46.564 --> 00:14:51.725]  And they've got cartoon characters there telling the kids how great it is, where the whole cartoon character's face is covered with a mask.
[00:14:51.725 --> 00:14:55.506]  I mean, this is just a frickin' death cult.
[00:14:55.506 --> 00:15:08.689]  Then I remembered all the footage and all the videos of Bill Gates and all of them injecting the kids and giving them vaccines in Africa, while he looks like he's got a psycho look on his face, and they admit that many of those kids died, that he gave that to, it was live polio.
[00:15:08.689 --> 00:15:12.970]  And I'm just like, they've already done it there, and now they're doing it here.
[00:15:14.036 --> 00:15:16.261]  And that's why they say we love the brown people.
[00:15:16.261 --> 00:15:19.649]  We love the brown people because you know who they're mainly targeting in these schools.
[00:15:19.649 --> 00:15:23.758]  And they're lying and telling folks in these minority schools, oh you gotta take the shot.
[00:15:25.128 --> 00:15:29.630]  In some cases, we've got video in Maryland where they have police dogs and they're threatening them on the first day of school.
[00:15:29.630 --> 00:15:30.670]  Better take the shot.
[00:15:30.670 --> 00:15:32.030]  You're not allowed to go in.
[00:15:32.030 --> 00:15:32.971]  Same thing in Australia.
[00:15:32.971 --> 00:15:34.271]  And then they inject them.
[00:15:34.271 --> 00:15:37.112]  And it goes right to their ovaries, and they're never going to have children.
[00:15:37.112 --> 00:15:39.653]  You can say, well, we don't need a bunch of brown poor people.
[00:15:39.653 --> 00:15:39.933]  Really?
[00:15:39.933 --> 00:15:41.934]  You're really going to sign on to that?
[00:15:41.934 --> 00:15:42.914]  See, that's what I'm saying.
[00:15:42.914 --> 00:15:47.316]  And then they go and hype up the brown people to be racist and horrible, so then we have a war with each other.
[00:15:47.316 --> 00:15:48.136]  It's the same thing.
[00:15:48.136 --> 00:15:50.717]  They want us to kill each other, and we're here laying it out.
[00:15:51.317 --> 00:15:56.120]  Forced inoculations, military door-to-door, children being injected with deadly poison.
[00:15:56.120 --> 00:15:58.242]  It's all happening now.
[00:15:58.242 --> 00:16:03.626]  If you're concerned about the power grid... We have launched the most important sale of the year.
[00:16:03.626 --> 00:16:09.150]  Because now we've got a bunch of great products that have been sold out for months and months and months back in stock.
[00:16:09.150 --> 00:16:09.310]  So...
[00:16:10.509 --> 00:16:20.943]  Right now, the real Black Friday sale is beginning, and it's only going to run until the end of the month, and that's now only 6-7 days.
[00:16:20.943 --> 00:16:24.908]  InfoWars store official Black Friday special has arrived.
[00:16:25.709 --> 00:16:27.311]  Ladies and gentlemen, people love it.
[00:16:27.311 --> 00:16:28.552]  It's our best seller.
[00:16:28.552 --> 00:16:30.254]  Vitamin Mineral Fusion.
[00:16:30.254 --> 00:16:36.382]  All the vitamins, all the minerals, all the key amino acids, everything you need for your immune system and your body.
[00:16:36.382 --> 00:16:37.763]  And it tastes great.
[00:16:37.763 --> 00:16:39.605]  And it funds the InfoWar.
[00:16:39.605 --> 00:16:44.071]  It is back in stock 40% off with free shipping and double Patreon points.
[00:16:44.491 --> 00:16:47.134]  And so much more at InfowarsStore.com.
[00:16:47.134 --> 00:16:50.798]  It's only six, seven days left in the biggest sale of 2021.
[00:16:50.798 --> 00:16:55.442]  Bet on freedom, bet on Infowars, bet on yourself and get great products.
[00:16:55.442 --> 00:16:59.467]  The only way you fail is not taking action at InfowarsStore.com.
[00:16:59.967 --> 00:17:05.473]  Today, anyone who is awake can clearly see why Alex Jones was deplatformed.
[00:17:05.473 --> 00:17:11.760]  InfoWars was right above the target, and the globalists were a year out from launching their attack.
[00:17:11.760 --> 00:17:17.447]  Three years later, and InfoWars is still thriving, thanks to the support of our audience.
[00:17:17.447 --> 00:17:19.950]  But we are now facing the fiercest battle yet.
[00:17:20.590 --> 00:17:23.712]  We need you to help save InfoWars.
[00:17:23.712 --> 00:17:31.095]  The enemies entrenched within our government are breaking the justice system more than ever in their attack against Alex Jones.
[00:17:31.095 --> 00:17:35.417]  No crime, no evidence, no jury, no trial?
[00:17:35.417 --> 00:17:36.097]  We don't think so.
[00:17:36.617 --> 00:17:41.202]  They want to kill the messenger in a kangaroo trial with their new U.S.S.A.
[00:17:41.202 --> 00:17:42.743]  But we won't let them.
[00:17:42.743 --> 00:17:45.426]  Alex Jones will have his day in court.
[00:17:45.426 --> 00:17:53.673]  With your support, go to SaveInfoWars.com now and give your donation to save the First Amendment.
[00:17:53.673 --> 00:17:57.317]  SaveInfoWars.com and God bless America.
[00:17:59.682 --> 00:18:05.068]  The purpose of fear is to call us into action, and there is plenty to be afraid of today.
[00:18:05.068 --> 00:18:14.458]  Half the population has lined up for an untested, deadly, and debilitating experimental injection because they were told to be afraid of an invisible asymptomatic disease.
[00:18:15.098 --> 00:18:25.068]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[00:18:25.068 --> 00:18:31.834]  For those of us who have awoken from the spell, we know this is all really happening and it's unbelievably unsettling to see.
[00:18:31.834 --> 00:18:33.255]  But there is only two things to do.
[00:18:34.376 --> 00:18:37.517]  We continue sounding the alarm because it's a numbers game.
[00:18:37.517 --> 00:18:40.838]  If enough people awaken from the cold spell, then we win.
[00:18:40.838 --> 00:18:46.220]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[00:18:46.220 --> 00:18:48.060]  And so, we must prepare.
[00:18:48.060 --> 00:18:58.104]  Get up to a year's worth of storable foods, water filtration, survival gear, seeds, shortwave radios, and life-saving knowledge at InfoWareStore.com.
[00:18:59.765 --> 00:19:13.157]  If you're ruthless megacorporations who've taken over almost every government on earth and who are trying to destroy the middle class in any form of upward mobility, you've got to divide and conquer the public so they don't know they're being targeted.
[00:19:13.157 --> 00:19:21.105]  And that's why the Fortune 100 have wrapped themselves in the name of LBGT and African American rights and all the rest of it all over the world.
[00:19:21.685 --> 00:19:34.191]  That's now their corporate face while they run slave camps in Africa and in Communist China and many other areas while they undermine our basic liberties here and spy on us through the big tech that the central banks and others own.
[00:19:34.191 --> 00:19:36.832]  So this is a criminal takeover and when you look at the new
[00:19:38.113 --> 00:19:39.014]  Superclass.
[00:19:39.014 --> 00:19:40.155]  It's the politicians.
[00:19:40.155 --> 00:19:42.377]  It's the corporate media.
[00:19:42.377 --> 00:19:43.098]  It's the police.
[00:19:43.098 --> 00:19:43.959]  It's the bureaucrats.
[00:19:43.959 --> 00:19:46.462]  It's members of Congress and their staff and their families.
[00:19:46.462 --> 00:19:47.803]  It's the White House.
[00:19:47.803 --> 00:19:56.552]  Hell, it's postal workers who were all exempt from the poison shots, but not the general public and everybody else through corporate rule.
[00:19:56.552 --> 00:19:58.494]  So this is the true discrimination that's going on.
[00:20:01.198 --> 00:20:07.081]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[00:20:27.743 --> 00:20:33.046]  I have never done this before on InfoWars.com.
[00:20:33.046 --> 00:20:43.290]  For decades, every day, we give the show a theme name with a link to the audio, then, of course, years later, the video feed, once that developed that we've now been putting out over 16 years.
[00:20:45.194 --> 00:20:47.235]  Maximum red alert.
[00:20:47.235 --> 00:20:50.417]  Unelected EU president calls for forced inoculations.
[00:20:50.417 --> 00:20:54.939]  UK, Australia, US also developing plans for forced injections.
[00:20:54.939 --> 00:21:08.987]  Then it says, meanwhile, elite super predators Barack Obama and Anthony Fauci visit elementary schools overseeing the injection of helpless children with Pfizer's GMO gene therapy.
[00:21:08.987 --> 00:21:10.548]  I should say deadly as well.
[00:21:11.701 --> 00:21:13.402]  There can no longer be any doubt.
[00:21:13.402 --> 00:21:22.826]  A criminal consortium of megacorporations have launched a planetary depopulation operation under the guise of COVID-19.
[00:21:22.826 --> 00:21:27.328]  Watch live and share this link if you want to live.
[00:21:27.328 --> 00:21:34.252]  Now that's today's headline that I wrote right before I went live, or that I dictated.
[00:21:34.252 --> 00:21:37.373]  We're gonna put out a whole new page.
[00:21:37.373 --> 00:21:38.334]  We're gonna leave that one up.
[00:21:39.375 --> 00:21:45.777]  A whole nother global emergency bombshell headline.
[00:21:45.777 --> 00:21:48.858]  And how do you come up with a headline big enough?
[00:21:48.858 --> 00:21:52.240]  House of Cards collapses?
[00:21:52.240 --> 00:21:56.621]  The end of the globalists?
[00:21:56.621 --> 00:22:01.603]  I mean, how do you say bombshell, bombshell, bombshell, bombshell, bombshell in a world where people call everything epic?
[00:22:05.393 --> 00:22:08.776]  No, ladies and gentlemen, this is the biggest news ever.
[00:22:08.776 --> 00:22:16.002]  And a lot of you are going to say, well, Alex, we already know this.
[00:22:16.002 --> 00:22:30.494]  You know this, but now we know the FDA knew that the shots were killing everybody, and they knew that last October before it even started here, because they'd done secret trials, that it would cause massive increases in heart attacks and myocarditis and strokes and all the rest of it.
[00:22:30.494 --> 00:22:32.435]  Remember, that was in the documents from the FDA and CDC.
[00:22:33.840 --> 00:22:34.981]  In October of 2020.
[00:22:34.981 --> 00:22:38.564]  Just pull it up.
[00:22:38.564 --> 00:22:52.436]  But now we know that they criminally went to the federal court under lawsuits and said, we don't want to release for 55 years.
[00:22:52.436 --> 00:22:53.317]  Here's Reuters.
[00:22:53.317 --> 00:22:53.637]  What?
[00:22:53.637 --> 00:22:54.037]  Wait?
[00:22:54.037 --> 00:22:59.242]  FDA wants 55 years to process FOIA requests over vaccine data.
[00:22:59.242 --> 00:23:00.223]  And now we know why.
[00:23:02.409 --> 00:23:07.677]  Multi-thousand percent increase in heart attacks and death, and that's just getting started.
[00:23:07.677 --> 00:23:17.350]  Thousands of deaths the first month, with probably only 1% of the time when someone actually died, they admit, would they actually say it was the shot.
[00:23:17.350 --> 00:23:18.231]  I'm gonna say that again.
[00:23:20.663 --> 00:23:23.845]  The first two people that took the vaccine are both dead.
[00:23:23.845 --> 00:23:25.687]  All these famous people that took it are dead.
[00:23:25.687 --> 00:23:27.328]  Hundreds of footballers, heart attacks.
[00:23:27.328 --> 00:23:28.569]  Dozens dead.
[00:23:28.569 --> 00:23:30.030]  You all anecdotally see it.
[00:23:30.030 --> 00:23:33.693]  You've had friends and family that died or had strokes or heart attacks right after they took it.
[00:23:35.590 --> 00:23:44.075]  But this is the FDA's own studies where the lawsuits have been filed that they were covering up the adverse reactions.
[00:23:44.075 --> 00:23:46.416]  So they did studies once they rolled the shots out.
[00:23:46.416 --> 00:23:47.317]  That's not how you ever do it.
[00:23:47.317 --> 00:23:51.900]  You do it before that in animals, then in humans that volunteer.
[00:23:51.900 --> 00:23:53.420]  Usually takes five years.
[00:23:53.420 --> 00:23:57.663]  Oh, we're just going to bypass that because they'd already secretly done all the tests under other names.
[00:23:57.663 --> 00:23:59.004]  We showed you all those documents.
[00:23:59.004 --> 00:24:02.786]  University of Texas, a national initiative of Barack Obama.
[00:24:05.309 --> 00:24:08.931]  2010 to 2014.
[00:24:08.931 --> 00:24:11.872]  When it's an initiative, that's like the Manhattan Project.
[00:24:11.872 --> 00:24:17.995]  Dozens of schools, three schools alone in Texas, North Carolina running it.
[00:24:17.995 --> 00:24:26.699]  University of Texas put the report out and said, we've developed the vaccines you asked for that create spike protein and they cause most of the animals that take them to die.
[00:24:28.151 --> 00:24:30.153]  Very quickly, a blood clot.
[00:24:30.153 --> 00:24:32.455]  Their lungs get eaten, their hearts get eaten.
[00:24:32.455 --> 00:24:38.060]  Proceed with extreme caution in human trials.
[00:24:38.060 --> 00:24:41.302]  Yeah, there's Mr. Shakespeare, dead after he took the shot.
[00:24:41.302 --> 00:24:43.484]  First man to take it in the UK.
[00:24:43.484 --> 00:24:44.225]  Dead as a doornail.
[00:24:46.565 --> 00:24:51.348]  So, they have tried to suppress us so they can carry this out.
[00:24:51.348 --> 00:24:53.209]  They've done their best to take us off air.
[00:24:53.209 --> 00:24:58.672]  But thanks to your support and prayer and this incredible crew, from the IT people to the janitor, we've stayed on air.
[00:24:58.672 --> 00:25:01.514]  And Band Dot Video is live right now streaming this.
[00:25:01.514 --> 00:25:03.095]  And millions of people tune in every day.
[00:25:03.095 --> 00:25:07.218]  But I want to get outside the choir.
[00:25:07.218 --> 00:25:12.661]  I want you to take the live feed from FreeWorldNews.tv of the Alex Jones Show.
[00:25:12.661 --> 00:25:13.922]  That's the link that doesn't get blocked.
[00:25:14.687 --> 00:25:18.069]  Freeworldnews.tv and send it to everyone you know.
[00:25:18.069 --> 00:25:21.652]  Go to freeworldnews.tv and just go to the Alex Jones section.
[00:25:21.652 --> 00:25:23.333]  You'll see the live feed right there.
[00:25:23.333 --> 00:25:25.634]  That's the link you want from freeworldnews.tv.
[00:25:25.634 --> 00:25:28.196]  It's the same as Bandock Video, but it's a different URL.
