[00:00.000 --> 00:09.000]  The message that this conveys is that unless things change, unless the arms race is reversed,
[02:32.000 --> 02:40.000]  The Biden administration is leaning toward sending a significant number of Abrams M1 tanks to Ukraine.
[02:40.000 --> 02:44.000]  And the announcement of deliveries could start this week, U.S. officials says.
[02:44.000 --> 02:52.000]  Today I am announcing that the United States will be sending 31 Abram tanks to Ukraine, the equivalent of one Ukrainian battalion.
[02:52.000 --> 03:02.000]  Secretary Austin has recommended this step because it will enhance the Ukraine's capacity to defend its territory and achieve its strategic objectives.
[03:02.000 --> 03:05.000]  The Abrams tanks are the most capable tanks in the world.
[03:05.000 --> 03:09.000]  They are also extremely complex to operate and maintain.
[03:09.000 --> 03:16.000]  So we are also giving Ukraine the parts and equipment necessary to effectively sustain these tanks on the battlefield.
[03:16.000 --> 03:39.000]  Got a shocking video of scores of F-16s spinning around in the air in Denmark in an attack exercise on the Russians.
[03:39.000 --> 03:46.000]  Soiling for nuclear war. And George Soros has crawled out from under his rock or climbed up out of hell.
[03:46.000 --> 03:49.000]  Stories up on infowars.com.
[03:49.000 --> 03:58.000]  George Soros urged use of Eastern European soldiers to reduce the risk of body bags for NATO countries in a New World Order article.
[03:58.000 --> 04:00.000]  They say New World Order.
[04:00.000 --> 04:06.000]  I'm afraid to ask, but what nuclear options does Russia have?
[04:06.000 --> 04:09.000]  Well, Russia has a lot of nuclear options and so does NATO.
[04:09.000 --> 04:14.000]  And I don't think that either side would deliberately initiate the use of nuclear weapons.
[04:14.000 --> 04:19.000]  But the concern is that when you have a war, things get out of control sometimes.
[04:19.000 --> 04:26.000]  And there are many different ways in which this conflict could spiral into a broader war between NATO and Russia.
[04:26.000 --> 04:36.000]  And both sides have military doctrine that allows them to use nuclear weapons in the event that they are losing a conventional battle.
[04:36.000 --> 04:40.000]  And so there's a real potential here for this to take place.
[04:40.000 --> 04:45.000]  Mr. Gerald Salente always say, when all else fails, they take you to war.
[04:45.000 --> 04:49.000]  That's what the globalist five years ago at the EU said.
[04:49.000 --> 04:53.000]  They said, if you try to get rid of the EU or try to get rid of the New World Order, we'll just have a major war.
[04:53.000 --> 04:56.000]  That's how they hold us hostage.
[05:01.000 --> 05:02.000]  Well, I have fantastic stuff.
[05:02.000 --> 05:06.000]  Diet force? Diet force is amazing.
[05:06.000 --> 05:08.000]  I'm 45 and I have bits.
[05:08.000 --> 05:11.000]  I go to the gym and I have bits that won't move.
[05:11.000 --> 05:14.000]  And diet force has helped me move those bits.
[05:14.000 --> 05:20.000]  Like under my pecs, my belly, I'm just taking diet force two tablets a day.
[05:20.000 --> 05:28.000]  Man, if you're struggling to get chip shaped for the ladies, diet force is the go.
[05:28.000 --> 05:33.000]  You have to get the diet force and have two a day and just keep active.
[05:33.000 --> 05:36.000]  Infowarsstore.com, X7 diet force.
[05:36.000 --> 05:39.000]  Infowarsstore.com, baby.
[05:39.000 --> 05:40.000]  Now on sale.
[05:40.000 --> 05:41.000]  Diet force.
[05:41.000 --> 05:43.000]  We're cutting that call into an ad.
[05:43.000 --> 05:44.000]  I can guarantee you that.
[05:44.000 --> 05:45.000]  Thank you so much for the call, Grant.
[05:45.000 --> 05:47.000]  God bless Australia.
[05:47.000 --> 05:48.000]  We'll be right back, folks.
[05:48.000 --> 05:49.000]  Don't go anywhere.
[05:49.000 --> 05:50.000]  Infowarsstore.com, diet force.
[05:50.000 --> 06:19.000]  Get it now.
[06:20.000 --> 06:34.000]  The idea that we're going to send in offensive equipment and have planes and tanks and trains
[06:34.000 --> 06:39.000]  going in with American pilots and American crews, just understand.
[06:39.000 --> 06:42.000]  Don't kid yourself, no matter what you all say.
[06:42.000 --> 06:46.000]  That's called World War III.
[06:46.000 --> 06:51.000]  Okay.
[06:51.000 --> 06:55.000]  Well, that's Biden just a few months after the conflict started.
[06:55.000 --> 06:57.000]  We're coming up on a year now.
[06:57.000 --> 07:00.000]  And now he's reversed all that.
[07:00.000 --> 07:04.000]  And it's called World War III.
[07:04.000 --> 07:06.000]  In fact, that's such an important clip.
[07:06.000 --> 07:12.000]  Let's just go ahead and play that clip one more time.
[07:12.000 --> 07:18.000]  The idea that we're going to send in offensive equipment and have planes and tanks and trains
[07:18.000 --> 07:23.000]  going in with American pilots and American crews, just understand.
[07:23.000 --> 07:26.000]  Don't kid yourself, no matter what you all say.
[07:26.000 --> 07:30.000]  That's called World War III.
[07:30.000 --> 07:31.000]  Okay.
[07:31.000 --> 07:32.000]  You know what?
[07:32.000 --> 07:36.000]  Let's just play that clip three more times in a row.
[07:36.000 --> 07:42.000]  The idea that we're going to send in offensive equipment and have planes and tanks and trains
[07:42.000 --> 07:47.000]  going in with American pilots and American crews, just understand.
[07:47.000 --> 07:50.000]  Don't kid yourself, no matter what you all say.
[07:50.000 --> 07:54.000]  That's called World War III.
[07:54.000 --> 07:55.000]  Okay.
[07:55.000 --> 08:01.000]  The idea that we're going to send in offensive equipment and have planes and tanks and trains
[08:01.000 --> 08:06.000]  going in with American pilots and American crews, just understand.
[08:06.000 --> 08:09.000]  Don't kid yourself, no matter what you all say.
[08:09.000 --> 08:13.000]  That's called World War III.
[08:13.000 --> 08:14.000]  Okay.
[08:14.000 --> 08:20.000]  The idea that we're going to send in offensive equipment and have planes and tanks and trains
[08:20.000 --> 08:26.000]  going in with American pilots and American crews, just understand.
[08:26.000 --> 08:29.000]  Don't kid yourself, no matter what you all say.
[08:29.000 --> 08:32.000]  That's called World War III.
[08:32.000 --> 08:33.000]  Okay.
[08:33.000 --> 08:37.000]  I've never played a clip four times in a row, five times in a year, but I think I should
[08:37.000 --> 08:43.000]  just play that for four hours today because every actuary, every historic war game, every
[08:43.000 --> 08:48.000]  analysis shows this leads to total thermal nuclear war.
[08:48.000 --> 08:53.000]  And we're following up the ladder of escalation.
[08:53.000 --> 08:57.000]  So people ask me, how are you handling all your problems and all the attacks on you and
[08:57.000 --> 08:58.000]  your family and crew?
[08:58.000 --> 09:02.000]  Well, it's not enjoyable to be attacked by the deep state, but we got to fight these
[09:02.000 --> 09:03.000]  crazy people.
[09:03.000 --> 09:08.000]  We got to politically stop them, culturally stop them, economically stop them because
[09:08.000 --> 09:09.000]  it's insane.
[09:09.000 --> 09:14.000]  It's even Henry Kissinger and the Pope in the last six, seven months have been against
[09:14.000 --> 09:15.000]  this war.
[09:15.000 --> 09:17.000]  Now they're for it, or Henry Kissinger is.
[09:17.000 --> 09:19.000]  It's madness, ladies and gentlemen.
[09:19.000 --> 09:25.000]  We opened the phones up yesterday, had a lot of incredible callers on the subject of World
[09:25.000 --> 09:28.000]  War II and their ramifications of it and how we can stop it.
[09:28.000 --> 09:30.000]  I'm going to do it again.
[09:30.000 --> 09:33.000]  I'm going to open the phones up again, and we're just going to take three, four hours
[09:33.000 --> 09:34.000]  of phone calls.
[09:34.000 --> 09:35.000]  I had some guests scheduled.
[09:35.000 --> 09:37.000]  We canceled them.
[09:37.000 --> 09:46.000]  Also, I was sent this yesterday and the guy looked so young that I found it hard to believe.
[09:46.000 --> 09:50.000]  And so my producers did a deep dive.
[09:50.000 --> 09:51.000]  Other folks have done a deep dive.
[09:51.000 --> 09:55.000]  A lot of phone calls last night and this morning from very well-known talk show host asking
[09:55.000 --> 09:57.000]  me, is it real?
[09:57.000 --> 09:59.000]  And yes, it's as real as it gets.
[09:59.000 --> 10:01.000]  It's as real as a heart attack.
[10:01.000 --> 10:09.000]  Project Veritas got a senior executive at Pfizer and he's very young right out of Yale
[10:09.000 --> 10:15.000]  just a few years ago with a medical background, bragging how they souped up and create new
[10:15.000 --> 10:20.000]  coronaviruses so they can roll out new vaccines for them, new mRNAs.
[10:20.000 --> 10:22.000]  Now, I don't need this guy to tell me that.
[10:22.000 --> 10:24.000]  That's in the Fauci emails.
[10:24.000 --> 10:28.000]  That was done at Wuhan years before they released the virus.
[10:28.000 --> 10:30.000]  They already had the quote mRNA sequences ready.
[10:30.000 --> 10:31.000]  That's all come out in the emails.
[10:31.000 --> 10:32.000]  It's all come out in Congress.
[10:32.000 --> 10:34.000]  It came out years ago.
[10:34.000 --> 10:35.000]  Got almost no attention.
[10:35.000 --> 10:37.000]  Now it's getting a lot of attention.
[10:37.000 --> 10:42.000]  But here's this guy laughing and giggling about how it's a cash cow and how it's a business
[10:42.000 --> 10:43.000]  forever for these people.
[10:43.000 --> 10:45.000]  Just smoking gun.
[10:45.000 --> 10:49.000]  And they pulled his bio off the Pfizer website.
[10:49.000 --> 10:52.000]  He's the head of mRNA technology worldwide.
[10:52.000 --> 11:00.000]  I know that Dr. Malone and Steve Kirsch and others were on the line with that big group
[11:00.000 --> 11:05.000]  meeting they had on Twitter last night with 17,000 listeners at one time.
[11:05.000 --> 11:06.000]  That's good for Twitter.
[11:06.000 --> 11:12.000]  But the point is they had all these big wigs last night concurring this guy's real.
[11:12.000 --> 11:14.000]  And I got calls saying, is this real?
[11:14.000 --> 11:15.000]  And I said, I don't know.
[11:15.000 --> 11:16.000]  Let me look.
[11:16.000 --> 11:19.000]  That guy's saying it's true from what we know they did already.
[11:19.000 --> 11:21.000]  But people don't care about documents.
[11:21.000 --> 11:23.000]  They love a person admitting it.
[11:23.000 --> 11:24.000]  And I get it.
[11:24.000 --> 11:25.000]  We're visual creatures.
[11:25.000 --> 11:27.000]  It's like a Perry Mason moment.
[11:27.000 --> 11:30.000]  And I've watched the whole undercover video of this guy.
[11:30.000 --> 11:33.000]  There's a nine minute boil down in FullWars.com.
[11:33.000 --> 11:36.000]  And it just makes you sick at your stomach.
[11:36.000 --> 11:40.000]  And when I confirmed this was real this morning, and we have really confirmed it.
[11:40.000 --> 11:42.000]  I've got all the evidence right here.
[11:42.000 --> 11:44.000]  It's all background, everything.
[11:44.000 --> 11:50.000]  I mean, I literally got nauseous and went in the bathroom and threw up my breakfast.
[11:50.000 --> 11:53.000]  And I'm not the type of guy that threw up before football games.
[11:53.000 --> 11:57.000]  The type of guy that threw up before I would go meet the bully after school.
[11:57.000 --> 11:59.000]  I mean, I've got pretty good nerves.
[11:59.000 --> 12:04.000]  But just watching them brag that they did it killed all these people.
[12:04.000 --> 12:05.000]  They think it's funny.
[12:05.000 --> 12:07.000]  And they're going to keep doing it.
[12:07.000 --> 12:10.000]  And they're going to cause World War III.
[12:10.000 --> 12:15.000]  Because we let them.
[12:15.000 --> 12:20.000]  And I guess our whole Justice Department, our government, our academia and our whole system is just bad.
[12:20.000 --> 12:25.000]  I guess God just turns us over to a spirit of evil and is going to let us all nuke ourselves.
[12:25.000 --> 12:32.000]  And I guess that's better than slowly cutting the children's genitals off and aborting the hundreds of millions of babies and all the rest of it.
[12:32.000 --> 12:34.000]  So I guess we're just cutting to the chase here.
[12:34.000 --> 12:36.000]  But I don't think the children deserve this.
[12:36.000 --> 12:44.000]  We don't deserve this.
[12:44.000 --> 12:47.000]  It just makes me sick.
[12:47.000 --> 12:52.000]  It makes me physically want to throw up right now.
[12:52.000 --> 12:56.000]  Because it's so stupid to let these people keep doing this.
[12:56.000 --> 13:07.000]  Our collective passiveness and our collective Stockholm syndrome has just turned the world over to a bunch of mad scientists and crazy bureaucrats and crazy academics and media people.
[13:07.000 --> 13:10.000]  And they are running the world over the edge of the cliff.
[13:10.000 --> 13:12.000]  Then I've got video.
[13:12.000 --> 13:16.000]  And once I watched one, I noticed there were a bunch of others being posted to the Twitter feed.
[13:16.000 --> 13:19.000]  And I was watching this last night this morning.
[13:19.000 --> 13:29.000]  And it's just unbelievable how they've got kindergarten students.
[13:29.000 --> 13:40.000]  And they're sitting there with a black doll, anatomical doll of like a two-year-old black toddler boy.
[13:40.000 --> 13:42.000]  And they're telling them, is this a boy? Is this a girl?
[13:42.000 --> 13:43.000]  Or could it be a boy or a girl?
[13:43.000 --> 13:46.000]  And teaching them how to have gender dysphoria.
[13:46.000 --> 13:55.000]  And a kindergartner, until you're in at least the fourth grade, you can't even make cogent thoughts and differentiate fiction from nonfiction.
[13:55.000 --> 14:04.000]  And so this is real child abuse by these alien leftists who all look like they're not even human.
[14:04.000 --> 14:14.000]  And they send their priest out from this death religion of transhumanism to absolutely screw up our children and create these designations for them when they're in kindergarten or first grade.
[14:14.000 --> 14:20.000]  If they get confused because the teacher confuses them, they put them in a government file and fast track them for sterilization.
[14:20.000 --> 14:23.000]  And we just sit here and we just take it.
[14:23.000 --> 14:31.000]  And I got stacks of articles in the UK and the US of men brutally raping women in prison because they say that they're women.
[14:31.000 --> 14:38.000]  And convicted rapists identify as women while they're being convicted so they can be put in prison and rape more women.
[14:38.000 --> 14:41.000]  And the government says, that's okay, we're going to keep that going.
[14:41.000 --> 14:49.000]  And you ask, why are they doing this? Because they're murdering common sense in front of everybody's eyes.
[14:49.000 --> 14:52.000]  So I'll be completely honest with you.
[14:52.000 --> 14:56.000]  I know a lot of people tune out of the reality because it's hard to deal with.
[14:56.000 --> 15:06.000]  And I'm quite frankly reached the point where I took off a week a few weeks ago and wrote a bunch of notes about the future of the world and where the globals are going next.
[15:06.000 --> 15:11.000]  And the information I wrote over 30 pages of it is so horrible.
[15:11.000 --> 15:17.000]  I was looking at it again last night and I've been putting into the word processors about 40 pages long now.
[15:17.000 --> 15:23.000]  And it just, it seems horrific to even come on air and tell you what's going to happen next.
[15:23.000 --> 15:26.000]  I think you've already got a good idea, you know what I mean to tell you most of you.
[15:26.000 --> 15:34.000]  But this is just ridiculous that this is going to destroy everybody, but we're still just like a runaway train going over the edge of a cliff.
[15:34.000 --> 15:42.000]  At some point soon, I'm going to just do a commercial free podcast deal for like an hour and just go over these notes and show some documents and do that.
[15:42.000 --> 15:45.000]  Because it's just you need to know.
[15:45.000 --> 15:49.000]  And I hate to be the bearer of bad news, but again, I don't think you need me to tell you.
[15:49.000 --> 15:53.000]  We are under satanic control and we are collapsing as a species.
[15:53.000 --> 15:57.000]  There may be still time to turn it around with God's help. Stay with us.
[15:57.000 --> 16:04.000]  The Second American Revolution is happening right now against the New World Order.
[16:04.000 --> 16:09.000]  And the answer to their 1984 tyranny is the 1776 mindset.
[16:09.000 --> 16:14.000]  And Info Wars embodies that fight for human liberty against globalist tyranny.
[16:14.000 --> 16:19.000]  Now, in the last year, we've done a very successful fundraiser of silver coins.
[16:19.000 --> 16:25.000]  When you buy the coin, you know that you are supporting the transmission and you get a historical momento.
[16:25.000 --> 16:28.000]  So you can remember the great contribution you made to freedom.
[16:28.000 --> 16:34.000]  Now, despite the fact that the coins are selling out, the last of the four coin series, Teddy Roosevelt Man the Arena,
[16:34.000 --> 16:41.000]  we're offering it for $30 off right now while supplies last at 1776coin.com.
[16:41.000 --> 16:47.000]  And just like an NPR pledge drive where they mark up a coffee cup or a t-shirt or a DVD, 300%,
[16:47.000 --> 16:50.000]  that's what we've done with this because it's a fundraiser.
[16:50.000 --> 16:56.000]  But despite that, we're offering $30 off exclusively at 1776 on what coins remain.
[16:56.000 --> 16:59.000]  Please go to 1776coin.com right now.
[16:59.000 --> 17:02.000]  Info Wars secret weapon is finally here.
[17:02.000 --> 17:08.000]  It's a secret weapon for your immune system, for your stamina, for your energy, for your way of life, for your libido.
[17:08.000 --> 17:11.000]  And it also keeps Info Wars on the air.
[17:11.000 --> 17:18.000]  And I almost forgot you save at least 50% on these products for what you pay for similar products
[17:18.000 --> 17:21.000]  or the exact same products in stores around the country.
[17:21.000 --> 17:26.000]  That's because we go right to the highest quality manufacturer in the nation that supplies some of the top names.
[17:26.000 --> 17:29.000]  They then give us the best deal out there because the owner is a listener,
[17:29.000 --> 17:32.000]  and we're able to bring it to you with massive discounts.
[17:32.000 --> 17:37.000]  You're not going to find 1,000 milligram high quality CBD for anywhere near the price we sell it.
[17:37.000 --> 17:39.000]  You're not going to find at the 10 milligram or the 20 milligram.
[17:39.000 --> 17:43.000]  You're not going to find two-market 95% of humanoid at the price we're selling it.
[17:43.000 --> 17:45.000]  You're not going to find any of this anywhere near that.
[17:45.000 --> 17:51.000]  These similar formulas or the same formulas sell for up to 200% more than we're selling these.
[17:51.000 --> 18:19.000]  Info Wars MD now available exclusively at infowarstore.com, a true 360 win.
[18:22.000 --> 18:28.000]  Only your commitment to get info wars on the air will ensure our victory against the New World Order.
[18:28.000 --> 18:32.000]  They're coming for you and your family. They're coming for me. They're coming for the children.
[18:32.000 --> 18:34.000]  But to get to the children, they've got to get through us first.
[18:34.000 --> 18:38.000]  These monsters are all over television wanting to give these shots to newborn babies.
[18:38.000 --> 18:39.000]  They're already given to the pregnant women.
[18:39.000 --> 18:41.000]  Miscarriages are off the chart.
[18:41.000 --> 18:47.000]  80% increase in miscarriages in the first two prime ministers after these poison shots.
[18:47.000 --> 18:52.000]  We can and will save the children and they are counting on us. Let's do it together.
[18:52.000 --> 18:58.000]  And the fight starts at infowars.com and the fight continues with your financial support at infowarstore.com.
[18:58.000 --> 19:00.000]  Now take action now.
[19:00.000 --> 19:04.000]  I've taken a lot of supplements over the years since high school and they had great effects.
[19:04.000 --> 19:08.000]  And the science has gotten better and better and better over the years.
[19:08.000 --> 19:14.000]  And now with all the things we're bombarded with and the water and the food and the feminizing factors,
[19:14.000 --> 19:19.000]  it is more important than ever to use the compounds God gave us to boost our natural male potential.
[19:19.000 --> 19:21.000]  These products work great for women as well.
[19:21.000 --> 19:26.000]  Ladies and gentlemen, we have Pain MD. It's the number one natural best seller under another name.
[19:26.000 --> 19:32.000]  We got it discounted for 40% off infowars.com under the label InfoWars Platinum.
[19:32.000 --> 19:34.000]  We've also got HGH Max Boost.
[19:34.000 --> 19:37.000]  Read all about it. Be very safe with it.
[19:37.000 --> 19:40.000]  I take only a fraction of what they say at first and take it before you go to bed at night.
[19:40.000 --> 19:42.000]  Don't do it during the day.
[19:42.000 --> 19:45.000]  1776 testosterone boost. Totally incredible.
[19:45.000 --> 19:52.000]  Go read about them. Learn more about them at infowarsstore.com in the InfoWars Platinum section.
[19:52.000 --> 20:16.000]  And you get 40% off on these already bestselling products under the new name InfoWars Platinum.
[20:16.000 --> 20:23.000]  Humanity can run on for a long time. Run on for a long time.
[20:23.000 --> 20:26.000]  You can run on for a long time.
[20:26.000 --> 20:29.000]  Alright, I'm going to say something right now and then I'm going to get into the war news.
[20:29.000 --> 20:35.000]  I'm going to get into the incredible gain of function Pfizer admissions.
[20:35.000 --> 20:39.000]  That you know won't do anything at least for now.
[20:39.000 --> 20:45.000]  Everybody should know that they're literally assaulting us with bio weapons and poison shots.
[20:45.000 --> 20:47.000]  And laughing about it.
[20:47.000 --> 20:52.000]  But here's my frustration. I love the audience. I'm very thankful to all of you.
[20:52.000 --> 21:00.000]  But I'm very frustrated that this broadcast has been totally vindicated in spades.
[21:00.000 --> 21:04.000]  And we're getting a lot of support and we're getting a lot of people saying Alex Jones was right.
[21:04.000 --> 21:15.000]  But there should be more of that support because what we're covering can turn the tide against this evil and save countless lives.
[21:15.000 --> 21:21.000]  And yes, what we cover here, our worldview, our understanding is being adopted by everybody else right now.
[21:21.000 --> 21:25.000]  But we need to stay on air to be able to cover what's coming next.
[21:25.000 --> 21:33.000]  And continue to trailblaze because I'm still not seeing the level of understanding of the New World Order from even some of our top brains.
[21:33.000 --> 21:36.000]  Tucker is getting it. He's very smart.
[21:36.000 --> 21:40.000]  Rogan knows it all, but is careful about what he does.
[21:40.000 --> 21:42.000]  Bannon gets it. He's very smart.
[21:42.000 --> 21:52.000]  And there's others that get it, but they just, most of the people I'm not going to name, only get certain dimensions of this thing.
[21:52.000 --> 21:58.000]  Whereas I get the full spectrum, we have the guests, we have the callers, I immerse myself in this.
[21:58.000 --> 22:09.000]  And I'm very frustrated that my understanding of this is the most accurate understanding in the world of the New World Order outside of their operations, outside of their top people.
[22:09.000 --> 22:14.000]  I've had them try to hire me and tell me, you understand us, you understand the philosophy, you should join us.
[22:14.000 --> 22:17.000]  I've named names on that. This is very real.
[22:17.000 --> 22:20.000]  And we know how to beat these people.
[22:20.000 --> 22:22.000]  And so we're very important.
[22:22.000 --> 22:26.000]  I'm not important. You're not important, but our mission is important.
[22:26.000 --> 22:40.000]  And collectively, what we've done is win over and over again and been number one when it comes to exposing the New World Order out of all these other wonderful organizations that we support and that we promote.
[22:40.000 --> 22:43.000]  And so that's why I'm asking you to keep me in the game.
[22:43.000 --> 22:46.000]  And it's very frustrating in this fight.
[22:46.000 --> 22:53.000]  And I'm not complaining. It's just the way it is that I have to spend five, six hours a day trying to get money to run this operation.
[22:53.000 --> 23:00.000]  And I have to pollute the show, even though they're great sponsors and things with too many ads to sit there and try to stay on air.
[23:00.000 --> 23:06.000]  And so when I really reach out to you, you come through, you buy more great products that already enrich your life, that are amazing.
[23:06.000 --> 23:24.000]  And so I'm not talking to the people that support us and buy products occasionally or once a month or every six months at m4s.com. I'm talking to the people that have been listening for years that know we're 95% accurate,
[23:24.000 --> 23:30.000]  that know we're really trying to tell the truth, that know we have over the horizon view of things.
[23:30.000 --> 23:36.000]  The Who song I can see for miles and miles and miles and so can my guests, so can my callers. Callers are incredibly smart.
[23:36.000 --> 23:41.000]  I'm not patty on the head. You blow me away. You give me insight because we're really focused on this year.
[23:41.000 --> 23:44.000]  We're not covering this topic or that topic or jumping around.
[23:44.000 --> 23:51.000]  We're looking at the real controllers of the world and the history of the world and the future of the world and the future together.
[23:51.000 --> 24:00.000]  And that's why we're dead on. That's why I can tell you the Russians are going to invade in February in October of 2021.
[24:00.000 --> 24:05.000]  It's how I'm able to do this because I am immersed in this show.
[24:05.000 --> 24:10.000]  It's simple. Less than 1% of our listeners and viewers ever buy product.
[24:10.000 --> 24:17.000]  If just 1% of you more would just make the decision to go to m4 store and get our bone broth formula,
[24:17.000 --> 24:22.000]  that is the best bone broth formula out there to so much for your immune system, your joints, your bones, your blood,
[24:22.000 --> 24:26.000]  your marrow that produces your white blood cells, everything.
[24:26.000 --> 24:33.000]  It's been sold out for several years. It's finally back with an updated formula even stronger with the turmeric and the chaga mushroom
[24:33.000 --> 24:37.000]  and this concentrated bone broth from chickens and everything.
[24:37.000 --> 24:41.000]  You need that. It's amazing. Young people should be taken, especially people that are in sports,
[24:41.000 --> 24:45.000]  but everybody above 40 should be taken. It's amazing.
[24:45.000 --> 24:50.000]  Everybody knows grandma's chicken soup is great for you. Well, this is concentrated on that.
[24:50.000 --> 24:57.000]  And so I'm just asking you to make the decision to do that because if we just had 1% of you more and it's starting to happen,
[24:57.000 --> 25:00.000]  that message is cutting through to people. People are getting it.
[25:00.000 --> 25:09.000]  If just 1% more of you will simply go to m4store.com and get your vitamin D3 with us or get your vitamin B12 with us
[25:09.000 --> 25:16.000]  or get your nitric oxide boosting systems that are so good for your heart and cardiovascular for us or your CBD oil.
[25:16.000 --> 25:21.000]  We've got a top rated national brand that let us private label it. We sell it for half of what they sell it in stores.
[25:21.000 --> 25:25.000]  It's a great deal. You heard Mike Adams talk about it. He reviews products for a living.
[25:25.000 --> 25:33.000]  So we got great products you need at m4store.com like 1776 testosterone boost and pain MD that are already top sellers in the country.
[25:33.000 --> 25:42.000]  We were able to private label them at a lower price. It's all there. So just make the decision to keep the organizations on the air,
[25:42.000 --> 25:50.000]  find the globalists. In fact, if half a percent of you started buying product, we would have no problems and could cut way back how much I plug.
[25:50.000 --> 25:56.000]  If 2% did, we could hire 30, 40 more people, have reporters be covering everything.
[25:56.000 --> 26:00.000]  We don't have the money to go to Bilderberg. We don't have the money to go to Davos.
[26:00.000 --> 26:05.000]  We don't have the money now. We used to see our reporters everywhere back in the time we had enough funds.
[26:05.000 --> 26:13.000]  So help keep us on air. Help us expand. Hell, let's not just stay on air. Let's not just tread water. Let's go next level.
[26:13.000 --> 26:18.000]  Go now. Take action. Make the decision to fund the tip of the spear. And I salute you and thank you.
[26:18.000 --> 26:24.000]  And I think those that have been steadfast supporters, but I challenge the listeners that are great people and pray for the show and spread the word
[26:24.000 --> 26:34.000]  to go get products you already need at infowarstore.com and know that you stood up against the enemy and for the unborn and for the innocent at critical time
[26:34.000 --> 26:40.000]  and that you got products that supercharge your body's health, your immune system, and so much more.
[26:40.000 --> 26:52.000]  Go now to infowarstore.com. Also, 1776coin.com, we're almost a year behind in the projects that I was telling you
[26:52.000 --> 26:58.000]  that your funding would help support. And we ended up doing four coins, and then that's it for the coins.
[26:58.000 --> 27:06.000]  We got like 700 or so of the coins left, the Teddy Roosevelt Manurena coin. It's got a markup on it because it's a donation.
[27:06.000 --> 27:13.000]  But you get a momento that's worth 30-something bucks, but for $100, so we have that extra money to operate.
[27:13.000 --> 27:19.000]  I was already weeks ago, then I launched a new project I'm doing that we've been working on for a long time.
[27:19.000 --> 27:25.000]  And I've just been so busy with everything else we haven't, so next week I will launch a new project, and I'll just tell you what it is.
[27:25.000 --> 27:33.000]  It's going to be a commercial-free podcast three days a week, special guest so much more, and it's separate from info wars, ladies and gentlemen.
[27:33.000 --> 27:45.000]  And I also have offers on the table to be with five offers, and three of them are really good, but there's a lot of stuff going on behind the scenes,
[27:45.000 --> 27:50.000]  so I've not accepted any of those offers because it's a lot of money for me.
[27:50.000 --> 27:56.000]  But I don't, at the end of the day, care about that. I care about things that are for free speech systems in this crew because I'm loyal to them.
[27:56.000 --> 28:03.000]  Now some of these deals are big enough that I may be able to go and let them shut all this down and just have a whole new platform with the same crew.
[28:03.000 --> 28:10.000]  It's just they want us to move to another city. So there's a lot of mechanics to all of this going on, and a lot of things going on behind the scenes.
[28:10.000 --> 28:21.000]  But I'm telling you, I believe we should keep this infrastructure and this operation we have now set up, and all I need is a quarter million dollars more a month to be able to do that easily.
[28:21.000 --> 28:29.000]  And that sounds like a lot, but when you look at how Buzzfeed spends hundreds of millions of dollars a year, and all these other companies are going bankrupt, the left is out of gas.
[28:29.000 --> 28:34.000]  The globalists have spent hundreds of billions of dollars fighting us. Our millions can counter them, and we can win.
