[00:00.000 --> 00:25.000]  Infowars, tomorrow's news, today.
[23:51.000 --> 23:59.000]  Who's talking about giving picture books to six-year-olds with illustrations of surgery to remove their genitalia.
[23:59.000 --> 24:03.000]  It's Democrat politicians and woke left-wing people.
[24:03.000 --> 24:13.000]  There's not one Republican look, Republicans are not perfect, but Republicans are not pushing your child to have surgery to remove their genitalia as early as elementary school.
[24:13.000 --> 24:15.000]  No Republican is pushing this.
[24:15.000 --> 24:18.000]  These are crazy left-wing Democrats.
[24:18.000 --> 24:23.000]  It was also crazy left-wing Democrats who were for the lockdown across America.
[24:23.000 --> 24:32.000]  I know you're more of a libertarian senator, but the weed industry and the effect on our children is undeniable.
[24:32.000 --> 24:41.000]  Psychosis and schizophrenia directly related to consistent and persistent high THC marijuana use by young people.
[24:41.000 --> 24:47.000]  It is exploding in Colorado and California and Connecticut and New Hampshire.
[24:47.000 --> 24:51.000]  What of that? How does this play into it?
[24:51.000 --> 24:57.000]  Well, I want to be clear that I'm not an advocate for using marijuana, particularly not an advocate for children to use it.
[24:57.000 --> 25:04.000]  I agree with you that it's more potent than it used to be and that I think there are some psychiatric disorders associated with it.
[25:04.000 --> 25:11.000]  You have to remember there also that schizophrenia begins about 18 to 21, so some of these may be unrelated to the drug use.
[25:11.000 --> 25:13.000]  But I'm not an advocate for the drug use.
[25:13.000 --> 25:15.000]  Let's stop right there. Absolutely.
[25:15.000 --> 25:21.000]  I have been for decriminalization of marijuana for 25, 30 years since I've been in public.
[25:21.000 --> 25:32.000]  But if you remember back during my divorce trial and custody battle now, seven years ago, six years ago, it was national headlines.
[25:32.000 --> 25:36.000]  In a deposition, they said, do you smoke marijuana?
[25:36.000 --> 25:38.000]  And I said, very rarely.
[25:38.000 --> 25:40.000]  It's so weaponized now.
[25:40.000 --> 25:43.000]  George Soros funded some groups to make it so strong.
[25:43.000 --> 25:45.000]  It's a hundred times stronger.
[25:45.000 --> 25:51.000]  And since George Soros weaponized the marijuana, I might smoke it once a year just to see how powerful it is.
[25:51.000 --> 25:54.000]  And the media all made a big national joke about that.
[25:54.000 --> 26:00.000]  But I was reading the studies of the different national groups, international groups he'd funded.
[26:00.000 --> 26:05.000]  And now they admit that it's caused an explosion in psychiatric problems.
[26:05.000 --> 26:11.000]  Yes, if you already had proclivity to be schizophrenic or to have delusions or psychosis,
[26:11.000 --> 26:19.000]  I personally know five people in my life, two of them that worked here,
[26:19.000 --> 26:27.000]  who literally went insane from smoking weaponized marijuana.
[26:27.000 --> 26:32.000]  And I remember one of them literally, literally was having delusions.
[26:32.000 --> 26:35.000]  And I'd known this person for many years before and they weren't like that.
[26:35.000 --> 26:38.000]  And I said one night, I said, let me smoke some of that pot.
[26:38.000 --> 26:40.000]  I know you've been smoking on the parking lot.
[26:40.000 --> 26:45.000]  I took two hits of it and couldn't get out of a chair for three hours.
[26:45.000 --> 26:50.000]  Blasted off my butt.
[26:50.000 --> 26:53.000]  Now, it's another different strains that's different and all the rest of it.
[26:53.000 --> 26:55.000]  And look, marijuana is an amazing plant.
[26:55.000 --> 26:56.000]  God gave it to us.
[26:56.000 --> 27:00.000]  If you take the THC out, all these different cannabinoids it's got in it,
[27:00.000 --> 27:04.000]  and all these different oils are just CBDs are incredible.
[27:04.000 --> 27:06.000]  You know, even George Straits promote those these days.
[27:06.000 --> 27:09.000]  I mean, they work for pain, you name it.
[27:09.000 --> 27:12.000]  But young people particularly need to know,
[27:12.000 --> 27:15.000]  just like the transgenderism and the fentanyl and all of it,
[27:15.000 --> 27:18.000]  weaponized marijuana is being pushed on you.
[27:18.000 --> 27:20.000]  And all these different derivatives, synthetic ones,
[27:20.000 --> 27:26.000]  that is causing massive paranoia and schizophrenic type effects.
[27:26.000 --> 27:32.000]  And I know five people that had their lives ruined by it,
[27:32.000 --> 27:37.000]  absolutely ruined by it, who were good people.
[27:37.000 --> 27:39.000]  And I'm not going to tell any stories.
[27:39.000 --> 27:43.000]  It's private, but it's very, very painful.
[27:43.000 --> 27:50.000]  And I know you've seen it yourselves and friends and family and people in your community.
[27:50.000 --> 27:54.000]  So we shouldn't lock people up in jail for smoking,
[27:54.000 --> 27:56.000]  weaponized marijuana.
[27:56.000 --> 28:01.000]  But as a culture, people should put pressure on the developers
[28:01.000 --> 28:04.000]  and those that are engineering it to make it so strong.
[28:04.000 --> 28:10.000]  And the public should really understand that just like you don't go out and buy Everclear
[28:10.000 --> 28:12.000]  when you're going to have a wedding, you go out and buy champagne.
[28:12.000 --> 28:14.000]  If you bought Everclear and put it in the punch,
[28:14.000 --> 28:17.000]  people might die of alcohol poisoning because they can't taste it.
[28:17.000 --> 28:21.000]  They don't know how strong it is.
[28:21.000 --> 28:23.000]  And it's dangerous.
[28:23.000 --> 28:27.000]  So you know, don't buy Everclear.
[28:27.000 --> 28:29.000]  And it's the same thing.
[28:29.000 --> 28:34.000]  Regular marijuana is like a beer compared to 200% alcohol.
[28:34.000 --> 28:36.000]  That's 100%, 200-proof alcohol.
[28:36.000 --> 28:37.000]  But it's the same thing.
[28:37.000 --> 28:40.000]  There needs to be labels on these things.
[28:40.000 --> 28:43.000]  And people need to understand that it's extremely dangerous.
[28:43.000 --> 28:45.000]  It has a lot of great effects for people.
[28:45.000 --> 28:47.000]  It just depends on the person.
[28:47.000 --> 28:49.000]  A lot of high-strung people wouldn't be alive today.
[28:49.000 --> 28:50.000]  They'd be dead from heart attacks.
[28:50.000 --> 28:52.000]  It wasn't from marijuana.
[28:52.000 --> 28:54.000]  But on average, it is wrecking our youth.
[28:54.000 --> 28:56.000]  We'll be right back with huge news.
[28:56.000 --> 28:59.000]  Stay with us.
[29:26.000 --> 29:29.000]  And if you feel like showing us some love today
[29:29.000 --> 29:31.000]  and help keep us on the air,
[29:31.000 --> 29:36.000]  you can do so at infowarstore.com.
[29:36.000 --> 29:39.000]  Products that will make your life better
[29:39.000 --> 29:44.000]  and allow us to keep broadcasting free worldwide.
[29:44.000 --> 29:48.000]  We are all in this together through thick and thin.
[29:48.000 --> 29:51.000]  On behalf of the whole crew, we love you.
[29:51.000 --> 29:56.000]  And we thank you for your support.
[29:56.000 --> 29:59.000]  infowarstore.com
[29:59.000 --> 30:01.000]  Until about 150 years ago,
[30:01.000 --> 30:06.000]  cultures all over the world believe that people got sick
[30:06.000 --> 30:08.000]  and died in many cases in the winter
[30:08.000 --> 30:11.000]  because of something called vapors.
[30:11.000 --> 30:15.000]  They associated these poisonous vapors with cold weather.
[30:15.000 --> 30:17.000]  Of course, it wasn't the cold weather
[30:17.000 --> 30:19.000]  or catching a chill that killed people,
[30:19.000 --> 30:23.000]  but what was killing people was a lack of vitamin D3.
[30:23.000 --> 30:26.000]  You see, the sun, via your skin,
[30:26.000 --> 30:29.000]  helps your body produce vitamin D3.
[30:29.000 --> 30:31.000]  But if you're not getting enough sun,
[30:31.000 --> 30:33.000]  you will not produce vitamin D3,
[30:33.000 --> 30:35.000]  and then it's very easy for viruses
[30:35.000 --> 30:37.000]  and other things to start replicating
[30:37.000 --> 30:38.000]  and taking your body over.
[30:38.000 --> 30:40.000]  So now it's more important than ever,
[30:40.000 --> 30:41.000]  because the winter's here,
[30:41.000 --> 30:43.000]  to take high quality vitamin D3,
[30:43.000 --> 30:46.000]  and we have the best with our vitamin D3 gummies with calcium
[30:46.000 --> 30:49.000]  for better upload in your body for 50% off
[30:49.000 --> 30:53.000]  at infowarstore.com with promo code 1776.
[30:53.000 --> 30:56.000]  Don't wait. Support the info war and your immune system
[30:56.000 --> 30:59.000]  with vitamin D3 gummies at infowarstore.com.
[30:59.000 --> 31:04.000]  It's hard to believe sometimes that we are still live on air,
[31:04.000 --> 31:06.000]  broadcasting free worldwide,
[31:06.000 --> 31:12.000]  and it seems quite real that things can change in an instant.
[31:12.000 --> 31:14.000]  Things are getting very weird,
[31:14.000 --> 31:17.000]  and it's definitely more difficult than ever
[31:17.000 --> 31:19.000]  to even know what's going on.
[31:19.000 --> 31:21.000]  But we'll keep doing our best
[31:21.000 --> 31:23.000]  so long as you keep us on the air.
[31:23.000 --> 31:27.000]  And you can do that now at infowarstore.com.
[31:27.000 --> 31:31.000]  Help us clear out our stock of bodies to work.
[31:31.000 --> 31:34.000]  Vitamin C with zinc and alpha power.
[31:34.000 --> 31:36.000]  Turn those shady Federal Reserve notes
[31:36.000 --> 31:39.000]  into the highest quality supplements available
[31:39.000 --> 31:41.000]  while they still last.
[31:41.000 --> 31:44.000]  Now, with free shipping,
[31:44.000 --> 31:47.000]  we thank you for your support,
[31:47.000 --> 31:51.000]  and we wish you a very peaceful, happy, and merry Christmas.
[31:59.000 --> 32:02.000]  It's a post-COVID world now.
[32:02.000 --> 32:04.000]  Americans have lost trust in their doctors
[32:04.000 --> 32:06.000]  and the healthcare system.
[32:06.000 --> 32:08.000]  There's a solution. The wellness company.
[32:08.000 --> 32:09.000]  I'm Dr. Peter McCullough,
[32:09.000 --> 32:11.000]  and I'm the Chief Scientific Officer.
[32:11.000 --> 32:13.000]  And I can tell you firsthand
[32:13.000 --> 32:16.000]  that these verticals of uncensored content,
[32:16.000 --> 32:19.000]  virtual appointments, doctors on demand,
[32:19.000 --> 32:22.000]  prescriptions through a network of community pharmacies,
[32:22.000 --> 32:27.000]  in-home, in vitro diagnostics, laboratory testing, imaging,
[32:27.000 --> 32:30.000]  an online set of holistic products
[32:30.000 --> 32:33.000]  can help guide you for your usual general medical care,
[32:33.000 --> 32:38.000]  but also COVID-19, acute and post-COVID syndromes,
[32:38.000 --> 32:40.000]  vaccine injury syndromes,
[32:40.000 --> 32:44.000]  and the array of things that now America has to work through
[32:44.000 --> 32:47.000]  in this new world that we're living in.
[32:47.000 --> 32:50.000]  So go to onlinehealthnow.com
[32:50.000 --> 32:54.000]  and check out the wellness company for a low monthly fee.
[32:54.000 --> 33:23.000]  You can get started today and on a pathway to better health.
[33:23.000 --> 33:29.000]  Well, words really can't describe how good the news is
[33:29.000 --> 33:33.000]  that the general public, world leaders,
[33:33.000 --> 33:36.000]  prominent members of Congress, governors,
[33:36.000 --> 33:40.000]  the general public are awake to fouchy and the poison shots.
[33:40.000 --> 33:41.000]  That's what they try to say.
[33:41.000 --> 33:43.000]  Let's have an amnesty. Let's back down.
[33:43.000 --> 33:45.000]  China's stopped what it's doing for a while
[33:45.000 --> 33:47.000]  because they want us to all kind of forget and go back to sleep.
[33:47.000 --> 33:49.000]  It's not going to happen.
[33:49.000 --> 33:51.000]  I'm telling you, it's reached critical mass.
[33:51.000 --> 33:53.000]  They're in a lot of trouble.
[33:53.000 --> 33:56.000]  And the whole deep state is coming out from under its rocks
[33:56.000 --> 33:58.000]  to defend fouchy right now.
[33:58.000 --> 33:59.000]  So that's coming up.
[33:59.000 --> 34:03.000]  Got a lot of other really big news that is just so criminal
[34:03.000 --> 34:06.000]  and it's so key to understand what they're really building
[34:06.000 --> 34:08.000]  and how we can stop it.
[34:08.000 --> 34:12.000]  Did you know colleges in California,
[34:12.000 --> 34:15.000]  Michigan and New York alone,
[34:15.000 --> 34:17.000]  that's happening in other places as well,
[34:17.000 --> 34:22.000]  are forcibly, racially and religiously
[34:22.000 --> 34:27.000]  and sexually segregating students with ID badges
[34:27.000 --> 34:30.000]  and QR codes and not letting white students
[34:30.000 --> 34:32.000]  have access to large areas of campus.
[34:32.000 --> 34:35.000]  Now, think about that before I get to it
[34:35.000 --> 34:37.000]  and let's connect the dots and all of this,
[34:37.000 --> 34:40.000]  but just think about what I just said.
[34:40.000 --> 34:43.000]  Now I'm going to show you mainstream news reporting it
[34:43.000 --> 34:45.000]  like it's a good idea.
[34:45.000 --> 34:47.000]  Currently happening.
[34:47.000 --> 34:51.000]  And oh, we're going to ban not just gas cars, but all cars.
[34:51.000 --> 34:55.000]  And oh, we're going to all of it ties together.
[34:55.000 --> 34:57.000]  We're going to get to it in just a moment,
[34:57.000 --> 34:59.000]  but it's the sabotage of society at every level
[34:59.000 --> 35:04.000]  in classical tyranny with a high-tech facelift being brought in.
[35:04.000 --> 35:07.000]  Everything tyrants have done before,
[35:07.000 --> 35:11.000]  they're now bringing forward 2.0.
[35:11.000 --> 35:13.000]  But let me make a huge announcement right now
[35:13.000 --> 35:17.000]  that is so exciting on so many fronts.
[35:17.000 --> 35:24.000]  Nietzsche, the German philosopher famously said,
[35:24.000 --> 35:30.000]  that which does not kill you only makes you stronger.
[35:30.000 --> 35:32.000]  And it's true.
