[00:00.000 --> 00:26.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[15:22.000 --> 15:25.000]  But it goes so much deeper.
[15:25.000 --> 15:30.000]  How do you think the UN would take over the United States?
[15:30.000 --> 15:39.000]  You'd collapse civilization. You'd put enough fentanyl on the streets to kill the country a hundred times over.
[15:39.000 --> 15:48.000]  And then as things collapse, you just have these non-governmental organizations show up everywhere that are helping everybody until you just get used to them being around.
[15:48.000 --> 15:51.000]  And that's really the martial law force for the collapse.
[15:51.000 --> 15:57.000]  And it's medical experimentation, it's microchipping, it's Mark of the Beast, it's FEMA camps.
[15:57.000 --> 16:03.000]  Hi, I'm Dan Pilla. I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[16:03.000 --> 16:07.000]  I sued the IRS in one. I beat the IRS then and I've been beating them ever since.
[16:07.000 --> 16:13.000]  I wrote the book on tax debt settlement and I've helped thousands of people deal with tax problems they thought might never be solved.
[16:13.000 --> 16:17.000]  I can help you too. If you owe taxes you can't pay, don't wait another day.
[16:17.000 --> 16:19.000]  There's no such thing as a hopeless tax case.
[16:19.000 --> 16:27.000]  Call 800-34-NO-TAX or go to my website, danpilla.com, that's danpilla.com, danpilla.com.
[16:50.000 --> 16:57.000]  That's 866-295-5305, hpextract.com. Don't risk it when you can take charge of it.
[16:57.000 --> 17:04.000]  If you're trying to quit drinking or doing too many drugs, listen to me. You don't know me and we'll never meet.
[17:04.000 --> 17:12.000]  I had a problem like you once. I drank and used to party a little too much till it got out of control and almost ruined my life.
[17:12.000 --> 17:22.000]  I realized I needed help to fix my problem before it totally destroyed me. If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[17:22.000 --> 17:25.000]  you need to call the National Treatment Advisors.
[17:25.000 --> 17:32.000]  They'll immerse you into a 30-day program to replace your old habits with new habits and totally change your life.
[17:32.000 --> 17:37.000]  And if you have PPO, private health insurance, the entire program may be covered.
[17:37.000 --> 17:44.000]  Fix your problem right now before it gets any worse. Get clean. Call now and learn more.
[17:44.000 --> 17:57.000]  800-506-6740, 800-506-6740, that's 800-506-6740.
[17:57.000 --> 18:09.000]  The last few days I've been online looking for the speech. I actually read it in a book about Winston Churchill many years ago and I've found a few places where it's mentioned,
[18:09.000 --> 18:15.000]  but if you can find it, please send it to showtipstemforewords.com and he talked about in the darkest hours at the beginning of World War II
[18:15.000 --> 18:21.000]  the fact that there have been times in history where people had a chance to stand up and fight early on and were assured of victory.
[18:21.000 --> 18:27.000]  And there was a second point in history where folks have to fight even though the chances of winning are pretty steep.
[18:27.000 --> 18:35.000]  There's a third time when you know you're going to lose, but you have to fight because being enslaved and being slowly killed is much, much worse.
[18:35.000 --> 18:44.000]  That's a paraphrase. But ladies and gentlemen, we are in the position now of being able to win this easily if we find our spirit, find our focus and don't give up and take action.
[18:44.000 --> 18:51.000]  But if we don't stand up and get involved, we're going to skip number two and go right to number three. That's a fact.
[18:51.000 --> 18:57.000]  They fear info wars because we are alive. It's time for the world to awaken and take back our future.
[18:59.000 --> 19:10.000]  Sometimes the right thing to do is the easy thing to do. It's the healthy thing to do. It's the thing that makes all of our lives better and that's taking care of our individual health.
[19:10.000 --> 19:21.000]  And it's never been easier to do the right thing this Christmas season than to go to infowarstore.com and get the highest quality supplements that are life changing.
[19:21.000 --> 19:29.000]  And what they will do for you and your family's body, your outlook on life, your focus, your health, your stamina, your libido.
[19:29.000 --> 19:38.000]  But then of course it also funds the info war that is so incredibly critical. Where else can you spend your hard-earned money knowing that's a true 360 win?
[19:38.000 --> 19:46.000]  Ladies and gentlemen, don't spend your money with the big box stores and the big globalist online merchants who literally are working against you and your family's future.
[19:46.000 --> 19:54.000]  Spend your money on high quality products and have huge savings and don't fight the big crowds and the traffic at infowarstore.com.
[19:54.000 --> 20:09.000]  That's infowarstore.com. Please make the right decision.
[20:25.000 --> 20:32.000]  I have been really upset with Trump because he's done nothing about the massive surveillance of the American people by big tech.
[20:32.000 --> 20:43.000]  They're gaming of the system. They're lying to Congress. They're clearly trying to fix the 2020 election. Stealing the 2018 midterms.
[20:43.000 --> 20:57.000]  I mean, computer scientists, top experts, it's all on record. Google brags about it. Facebook brags about it. Twitter brags about it. Project Veritas devastated them all, getting the internal videos of executives admitting it.
[20:57.000 --> 21:05.000]  But it's too corrupt to fail. It's like Planned Parenthood keeping babies alive, selling beating hearts. It's totally illegal.
[21:05.000 --> 21:15.000]  So multi-million dollar judgments against the heroes that went into restaurants and videotaped the people trying to sell them baby parts.
[21:15.000 --> 21:22.000]  Totally legal, totally lawful, but the judge railroaded them out there.
[21:22.000 --> 21:26.000]  And it's the same thing here. I mean, just total corruption is going on.
[21:26.000 --> 21:40.000]  So your TV viewer, look at this photo. This is the big EU party head, a trader to the Polish people. He's hated in his own country with Merkel simulating shooting Trump in the back.
[21:40.000 --> 21:51.000]  He had his assistant put the photo out. He admits and he says, Trump needs to be removed and he's openly calling for people to kill Caesar.
[21:51.000 --> 21:57.000]  And he says, Trump is just a season. He's going to be gone very soon.
[21:57.000 --> 22:05.000]  And when I see stuff like that, it really shows you how real Trump is. He's a real president. He's really trying to do the best job he can.
[22:05.000 --> 22:09.000]  He's totally surrounded by traders. No one will do what he actually says to do.
[22:09.000 --> 22:22.000]  And I'm just going to support the president. That's what is on my heart and that's my gut and I'm just back in Trump.
[22:22.000 --> 22:26.000]  And it doesn't mean I'm going to sit like a cult member and agree with everything he does.
[22:26.000 --> 22:36.000]  It doesn't mean I'm going to enjoy watching him leave us all out to dry to twist the wind because I've got a crew that really bust their ass and that means well and that are smart and do a great job.
[22:36.000 --> 22:40.000]  And it's hard to run an operation with 100 people or so.
[22:40.000 --> 22:46.000]  And what he's trying to do with all this obstruction in the mutiny he's under, he's doing an A plus job.
[22:46.000 --> 22:50.000]  And you know what? This is an instant gratification civilization.
[22:50.000 --> 23:00.000]  And I think it's important to understand that we should thank God for Trump and I'm praying for him.
[23:00.000 --> 23:12.000]  And that's what I've wanted to say. That's my gut response. Now as a man, as a citizen and as somebody watching this country completely overrun and the Democrats engage in massive criminal activity.
[23:12.000 --> 23:22.000]  And my gut's never wrong either about this. I don't think you're going to see what you're thinking you're going to get with the Special General Report next Monday.
[23:22.000 --> 23:31.000]  I hope folks out there are right like Matt Bracken that it's going to be devastating and that we're then going to see the Durham indictments and all the rest of it.
[23:31.000 --> 23:37.000]  And I do know that McCabe was indicted and that they took it up to the deputy head of the Justice Department to try to nix that.
[23:37.000 --> 23:45.000]  That power is there. I think those rules are unconstitutional, but they have that power and they did not kill the indictment. That was months ago.
[23:45.000 --> 23:54.000]  But there's more than one way for them to shut that down. So if you just follow precedent and you follow the bureaucracy covering its own ass.
[23:54.000 --> 24:03.000]  I would expect him to expose some FBI underlings and say what they did was wrong and maybe call for their prosecution maximum.
[24:03.000 --> 24:10.000]  But you're going to have the FBI and the initial investigation being triggered by Obama and Hillary and the Deep State and Brennan.
[24:10.000 --> 24:16.000]  They're going to say, well, there was reason enough to do that because, you know, we got to look out for America and make sure all this wasn't happening.
[24:16.000 --> 24:21.000]  But really, it was a cover up of Hillary and her involvement with Russia, China and others.
[24:21.000 --> 24:27.000]  But, you know, Trump is in office and Trump got us out of the TPP and he's trying to stabilize the border.
[24:27.000 --> 24:33.000]  He's trying to get jobs back here and he's a pro-second amendment. He's gotten two good Supreme Court just as appointed.
[24:33.000 --> 24:41.000]  He's about to get another one and they legitimately want him out and they legitimately are trying to get people to kill him and they're legitimately harassing his family.
[24:41.000 --> 24:45.000]  And they're legitimately trying to get me to turn against Trump behind the scenes.
[24:45.000 --> 24:52.000]  And I'll tell all the deep staters with the lawsuits and the threats and the rest of it.
[24:52.000 --> 24:59.000]  If they think that's going to get me to turn against Trump and the second amendment, it's never going to happen.
[24:59.000 --> 25:04.000]  And they're just surprised that I don't roll over like almost everybody else does and it's just not going to happen.
[25:04.000 --> 25:12.000]  I'm going to explain something. I cannot roll over. You could have guns to my children's heads, you understand?
[25:12.000 --> 25:20.000]  And I'm not selling humanity out. I'm not joining Satan. It's not going to happen because I love my children so much.
[25:20.000 --> 25:26.000]  I want their souls to be free. And that's an allegory, an example. I would never want that to happen.
[25:26.000 --> 25:30.000]  I'm explaining that you don't sell out to this and have a future for your children.
[25:30.000 --> 25:34.000]  You don't give in to Hitler one day and then hope he leaves you alone the next week.
[25:34.000 --> 25:37.000]  You don't give in to Stalin one day and hope he leaves you alone the next week.
[25:37.000 --> 25:51.000]  Laying down to all this and cowering to these bullies and cowering to these threats has gotten us to this point where they're openly saying kill him in front of everybody
[25:51.000 --> 25:59.000]  because this guy doesn't have fear that he's going to fall down a flight of stairs doing something like that.
[25:59.000 --> 26:06.000]  Because when he points a metaphorical gun at our president's back and puts out a tweet about, don't worry, this season will soon pass,
[26:06.000 --> 26:11.000]  that is an open pissing on us and saying he's got a gun to our back.
[26:11.000 --> 26:18.000]  How about you come with that gun to my face because I'm going to take it out of your hands and shove it up your damn ass, you little piece of felt.
[26:18.000 --> 26:21.000]  Excuse me, delay that for family viewers.
[26:21.000 --> 26:28.000]  I mean, listen, how about you stick that gun to Trump's face? I bet he breaks your jaw, you little chicken-neck rat.
[26:28.000 --> 26:37.000]  These people are attacking us and threatening us and I'm sick of it.
[26:37.000 --> 26:43.000]  But I can barely run this operation and I'm a hard-working, pretty smart person.
[26:43.000 --> 26:52.000]  Trump's done amazing things and he's the man in the arena unlike anybody else and I'm backing him.
[26:52.000 --> 26:59.000]  That doesn't mean he comes out for red-fat flag laws if there's some big giant mass shooting or something that I'm not going to go absolutely ballistic.
[26:59.000 --> 27:05.000]  There are limits, but clearly he's under globalist attack.
[27:05.000 --> 27:07.000]  Clearly this is a real attack.
[27:07.000 --> 27:12.000]  They can't stand him because he's really the president and I'm backing him 100%.
[27:12.000 --> 27:20.000]  And these leftists calling him when I've criticized Trump thinking, oh, a chink is in the armor and, oh, you really backed him before though, you're bad.
[27:20.000 --> 27:22.000]  You'll never atone for yourself.
[27:22.000 --> 27:30.000]  They're all into this fake moral justification, how they're the moral authority and how you go to them like they're the high priest to get your moral absolution.
[27:30.000 --> 27:32.000]  I piss on you.
[27:32.000 --> 27:35.000]  The only God I've got is God.
[27:35.000 --> 27:38.000]  God speaks to me through my conscience every millisecond.
[27:38.000 --> 27:44.000]  I don't need to be lectured to by the left about Trump and my support.
[27:44.000 --> 27:46.000]  I'm proud I supported Trump.
[27:46.000 --> 27:48.000]  I'm glad I got Trump in office.
[27:48.000 --> 27:55.000]  I'm proud of being persecuted because it means I'm over the target.
[27:55.000 --> 28:00.000]  And you know, men all get organized in a war to go do what they're told is right.
[28:00.000 --> 28:02.000]  Sometimes the war is good, sometimes the war is bad.
[28:02.000 --> 28:07.000]  Sometimes you can't tell who the good guys are because it's all from different perspectives.
[28:07.000 --> 28:21.000]  But if men, again, the best allegory, got an airplane, primitive airplanes to go fly over thousands of anti-aircraft guns and bomb factories and flew towards the flag because that's where the factories are,
[28:21.000 --> 28:32.000]  we can fly into the flag of the globalist suing us, trying to take our bank accounts, harassing us because if we don't, it's going to be the physical attack that comes next.
[28:32.000 --> 28:38.000]  And being these people's slaves, these little arrogant chicken necks.
[28:38.000 --> 28:47.000]  I mean, look at him, he's even making a gesture like a child simulating how Trump's going to get killed.
[28:47.000 --> 28:53.000]  He better hope Trump doesn't get hurt because I guarantee you one thing, the president gets hurt or gets shot.
[28:53.000 --> 29:02.000]  That guy, that guy is going to have some problems.
[29:23.000 --> 29:27.000]  That's Black Rifle Real Estate dot com.
[29:53.000 --> 30:09.000]  Cyber Week is here with the biggest sales of 2019 amazing products that will change your life, guaranteed.
[30:09.000 --> 30:20.000]  Not only will the products make you healthier, happier, more focused, more energized, they will fund the Info Wars operation into the critical year of 2020.
[30:20.000 --> 30:30.000]  Ladies and gentlemen, a lot of people notice I've lost weight, I have more focus, there's more of a sparkle in my eye and it's because I've been taking the eight pack power stack in the morning and at night.
[30:30.000 --> 30:37.000]  I've been taking X2 and X3, I've been taking Brain Force Plus, quite frankly I can't take Turbo Force, it's just too powerful.
[30:37.000 --> 30:44.000]  I have been taking the fish oil and the krill oil when I go to sleep at night and it's totally energized my life.
[30:44.000 --> 30:48.000]  I know our products work, but I'm like everybody else, I use them, then I forget about them.
[30:48.000 --> 30:54.000]  Ladies and gentlemen, these products are amazing, there's huge sales, triple pay-free appoints, free shipping, 57% off.
[30:54.000 --> 30:59.000]  InfoWarsStore.com, Cyber Week is here.
[30:59.000 --> 31:01.000]  Andy in Florida, thank you Andy, go ahead.
[31:01.000 --> 31:04.000]  Hey Alex, I love you man, we love you.
[31:04.000 --> 31:08.000]  Before I go ahead and talk about the topic on hand, I gotta talk about one of your products.
[31:08.000 --> 31:14.000]  A little bit about me, I'm 245 pounds, I work about 10 to 13 hours a day at UPS and make a long story short.
[31:14.000 --> 31:21.000]  I used to have a problem with Adderall, I do have ADHD, but I was taking Adderall for its energy boosting properties.
[31:21.000 --> 31:25.000]  I kind of got a little out of hand and I listen to you religiously in my truck every day.
[31:25.000 --> 31:31.000]  So I tried your Turbo Force and really it's a cliche, this product changed my life, but Turbo Force really changed my life.
[31:31.000 --> 31:38.000]  It was a day I'd no longer take Adderall and I get by literally the 13 hours a day I work on a half of a packet of your Turbo Force.
[31:38.000 --> 31:45.000]  And if you take a half a packet, that's literally a dollar a day and you save so much money versus a monster, which is what, 499.
[31:45.000 --> 31:48.000]  And I just had to call and tell you guys how great Turbo Force is.
[31:48.000 --> 31:51.000]  And if anybody's on the fence, they really have to try it.
[31:51.000 --> 31:53.000]  We're really proud of Turbo Force, so thank you sir.
[31:53.000 --> 31:59.000]  Commit to buy a lot of your products at InfoWarsStore.com, then help us spread the word and let's just get busy at InfoWarsStore.com.
[31:59.000 --> 32:06.000]  You want to break some globalist ribs, you want to crush some skulls politically, you want to drive ice picks through their eyeballs spiritually.
[32:06.000 --> 32:15.000]  There's nowhere you can spend money, there's nowhere you can place your bet in a fight where it's going to have more power per dollar.
[32:15.000 --> 32:26.000]  Your bang for your buck, fear, gets you great products at great prices that literally fund the system where the spirit of resistance lives to drive it home to the enemy.
[32:26.000 --> 32:27.000]  And so it's very simple.
[32:27.000 --> 32:33.000]  If you don't want to be slaves and you want to see the fight taken to the enemy, which God wants to see,
[32:33.000 --> 32:37.000]  you see, we have to make the effort, 110% God will finish the move.
[32:37.000 --> 32:41.000]  And I know I need to stay in the fight in the attack, attack, attack.
[32:41.000 --> 32:44.000]  I want to attack, I want to go after the globalists.
[32:44.000 --> 32:49.000]  And just believe me, ladies and gentlemen, that if you want somebody to commit to you and your family to fight for all of our futures together,
[32:49.000 --> 32:51.000]  you've got to guarantee you keep me in the game.
[32:51.000 --> 32:56.000]  I'm going to bust my ass with everything I got for us, for myself and my family and for your family,
[32:56.000 --> 32:59.000]  because we're in this together, InfoWarsStore.com.
[32:59.000 --> 33:04.000]  You're listening to the Alex Jones show.
[33:29.000 --> 33:31.000]  Alex Jones.
[33:43.000 --> 33:47.000]  Nancy Pelosi has already drafted the articles of impeachment.
[33:47.000 --> 33:48.000]  They were drafted over a month ago.
[33:48.000 --> 33:51.000]  They admitted that they had their outline.
[33:51.000 --> 33:55.000]  They went forward with their fake trial in the house,
[33:55.000 --> 33:59.000]  which you're not even supposed to do with the kangaroo court.
[33:59.000 --> 34:04.000]  Now they're going to move forward next week with some more propaganda and statements
[34:04.000 --> 34:11.000]  and then have the vote to send the indictment to the Senate.
[34:11.000 --> 34:17.000]  And I think the Senate is then going to look at what they brought forward and only what they brought forward.
[34:17.000 --> 34:24.000]  And this is going to be obviously very important.
[34:24.000 --> 34:31.000]  And as when two worlds collide and I would expect them to pull out all the stops
[34:31.000 --> 34:38.000]  and trigger civil unrest domestically, economic collapse if they're able to,
[34:38.000 --> 34:46.000]  foreign crises, false flags to blame the right wing,
[34:46.000 --> 34:51.000]  Trump inward stories that don't exist, deep fakes,
[34:51.000 --> 34:54.000]  Trump sexual assault stories, just everything.
[34:54.000 --> 35:01.000]  Everything you've already seen in the last four years thrown again up against the wall one more time
[35:01.000 --> 35:06.000]  with another huge push of false consensus that this is it, he's got to be removed.
[35:06.000 --> 35:12.000]  And then massive censorship in and around what's going to happen in the next three weeks,
[35:12.000 --> 35:17.000]  right into early next year where anybody defending the president, anybody pointing out the lies,
[35:17.000 --> 35:23.000]  will be blocked on Facebook, Twitter, YouTube, Google, comment sections on news sites, you name it.
[35:23.000 --> 35:26.000]  I mean, it's already massively intense.
[35:26.000 --> 35:32.000]  When you overthrow a government that's legitimate, when you have a coup, you take control of communications and that's happening.
[35:32.000 --> 35:40.000]  Now, things are so serious and so intense that normally I can come up with a headline for the show in about a minute
[35:40.000 --> 35:45.000]  because I know what I'm mainly going to talk about and I give one of the writers a headline
[35:45.000 --> 35:50.000]  to then post the live feed of the show in a couple of links to guest or what's coming up on the front page
