[00:00:00.000 --> 00:00:06.000]  InfoWars. Tomorrow's news. Today.
[00:07:24.280 --> 00:07:30.800]  is preparing to trash and blame Elensky for that. And that's what's currently happening. So we're
[00:07:30.800 --> 00:07:36.160]  going to be hitting that first. But let's go ahead and look at some clips here. See, listen to some
[00:07:36.160 --> 00:07:43.440]  clips here of Biden. And folks, we have hours of these, we would fill the entire show with gaffes. We
[00:07:43.440 --> 00:07:51.600]  are not excising small cutlets out of his buffoonery and out of his public meltdown. We're just showing
[00:07:51.600 --> 00:07:59.760]  you a small sample. His entire speech in between the World War Three warmongering was absolutely
[00:07:59.760 --> 00:08:05.320]  incoherent dribble, which is humiliating for our republic. But here's Biden saying Russia could end
[00:08:05.320 --> 00:08:12.880]  this war tomorrow by ceasing its inhumane attacks on Russia. One country cannot be allowed to seize
[00:08:12.880 --> 00:08:18.760]  its neighbor's territory by force. Russia could end this war tomorrow by withdrawing its forces
[00:08:18.760 --> 00:08:25.800]  in Ukraine, wrecking its international borders and ceasing its attacks on its inhumane attacks
[00:08:26.360 --> 00:08:29.160]  on Russia. I mean, spy Russia on Ukraine.
[00:08:31.480 --> 00:08:38.120]  So there you go. And the truth is, Ukraine is the birthplace of Russia. But it's where Russia for
[00:08:38.120 --> 00:08:44.840]  1000 years has fought Muslims, and then fought Catholics. And I'm not an Orthodox, I'm not a
[00:08:44.840 --> 00:08:50.600]  Catholic. I love both sides. They're all Christians are good people. But it was the battleground in
[00:08:50.600 --> 00:08:58.360]  Hitler's Germany, and in World War Two, and it the West has exacerbated the splits between Western
[00:08:58.360 --> 00:09:03.640]  Ukraine and Eastern Ukraine. Eastern Ukraine is as Russia as New York City is American.
[00:09:05.480 --> 00:09:13.480]  So the US started this whole thing. And there's the Freudian slip by Biden, saying that Russia
[00:09:13.480 --> 00:09:19.720]  needs to stop attacking Russia. Well, if the chai comms took over Texas, Louisiana, Mississippi,
[00:09:19.720 --> 00:09:26.520]  we'd be down there fighting them too. And of course, the chai comms would try to claim Well,
[00:09:26.520 --> 00:09:31.480]  there's an ethnic minority of Hispanics that say they're Mexican, not American. So we're here for
[00:09:31.480 --> 00:09:38.600]  them. That's basically what NATO is doing is they're using that excuse of the Aryan Ukrainian
[00:09:38.600 --> 00:09:44.280]  minority. And it's a big minority 3040% who do not see themselves as Slavic, they see themselves as
[00:09:44.360 --> 00:09:49.560]  German. And that's why Hitler annexed part of Ukraine in World War Two. So that battle's been
[00:09:49.560 --> 00:09:54.840]  going on for at least 400 years in Ukraine between Europeans. Before that it was with Muslims
[00:09:54.840 --> 00:10:00.920]  routinely invading. But if you think that's a ridiculous clip, here is Henry Kissinger getting
[00:10:00.920 --> 00:10:08.600]  a call from those famous Russian pranksters that get into they've pranked Nancy Pelosi,
[00:10:08.600 --> 00:10:15.400]  and they they've pranked basically all the top people. You think of them, they've pranked them.
[00:10:15.400 --> 00:10:22.600]  They got through on the Skype or the zoom of Henry Kissinger and posed as the dictator
[00:10:22.600 --> 00:10:26.920]  of Ukraine Zelensky here is an off North Stream to
[00:10:29.052 --> 00:10:46.852]  How do you think, who is behind, who is behind the explosion of North Stream 2?
[00:10:46.852 --> 00:10:47.852]  Who is guilty?
[00:10:47.852 --> 00:10:48.852]  How do you think?
[00:10:48.852 --> 00:10:51.852]  I frankly thought you were.
[00:10:51.852 --> 00:10:52.852]  Really?
[00:10:52.852 --> 00:10:53.852]  You think that we?
[00:10:53.852 --> 00:10:54.852]  No, no.
[00:10:55.852 --> 00:11:02.852]  But I didn't blame you.
[00:11:02.852 --> 00:11:04.852]  I love how there's David Rockefeller behind it.
[00:11:04.852 --> 00:11:06.852]  I would not say that as a criticism.
[00:11:06.852 --> 00:11:08.852]  It's so real.
[00:11:08.852 --> 00:11:10.852]  And Nelson Rockefeller.
[00:11:10.852 --> 00:11:12.852]  Hey, back that up guys.
[00:11:12.852 --> 00:11:18.852]  Nelson Rockefeller is in the middle on the right hand side and above that is a shot with David and some other people.
[00:11:18.852 --> 00:11:21.852]  So that's the patrons of him is the Rockefellers.
[00:11:21.852 --> 00:11:24.852]  There's New York Governor Nelson Rockefeller right there.
[00:11:24.852 --> 00:11:31.852]  The other, the lady over on the side, that's Roosevelt's wife, the communist.
[00:11:31.852 --> 00:11:34.852]  Please get it off the screen before I throw up.
[00:11:34.852 --> 00:11:38.852]  So, see I'm a weirdo.
[00:11:38.852 --> 00:11:40.852]  I'm into history so I know who these people are.
[00:11:40.852 --> 00:11:42.852]  That's why I know what's going to happen next.
[00:11:42.852 --> 00:11:43.852]  I study all these people.
[00:11:43.852 --> 00:11:47.852]  Most people study football and all their favorite football players and basketball players.
[00:11:47.852 --> 00:11:48.852]  I'm sorry.
[00:11:48.852 --> 00:11:51.852]  I do not study the jock size of LeBron James.
[00:11:51.852 --> 00:11:55.852]  I study the enemies of freedom and what they're up to because I want to stop them.
[00:11:55.852 --> 00:11:57.852]  Nothing against the fact people love sports.
[00:11:57.852 --> 00:12:02.852]  I'm just saying I know the baseball cards, the bad guys, not the baseball cards that don't matter.
[00:12:02.852 --> 00:12:05.852]  So continuing, let's hear some more babble from Biden.
[00:12:05.852 --> 00:12:08.852]  Here's Biden versus a teleprompter.
[00:12:08.852 --> 00:12:19.852]  Soon NATO will be the 32nd freestanding, have free, 30 free, 32 freestanding members,
[00:12:19.852 --> 00:12:23.852]  standing together to defend our people and our territory.
[00:12:23.852 --> 00:12:29.852]  Now here's Biden saying that, well, we hear Zelensky hasn't been too happy putting out these tweets
[00:12:29.852 --> 00:12:33.852]  that NATO's abandoned him and NATO's weak and he wants full war.
[00:12:33.852 --> 00:12:37.852]  He wants NATO to, he's already fired missiles into Poland trying to get World War III going.
[00:12:37.852 --> 00:12:40.852]  He knows the Russians have said we invaded because you plan to join NATO.
[00:12:40.852 --> 00:12:42.852]  They went, oh, no, we're not joining NATO.
[00:12:42.852 --> 00:12:45.852]  Then, of course, you're trying to join NATO right now.
[00:12:45.852 --> 00:12:51.852]  And so here's Biden saying, oh, Ukrainian President Zelensky seemed very satisfied
[00:12:51.852 --> 00:12:54.852]  with everything we've been doing when we left.
[00:12:54.852 --> 00:12:55.852]  Here it is.
[00:12:55.852 --> 00:12:58.852]  They already have the equivalent of attackers now.
[00:12:58.852 --> 00:13:02.852]  What we need most of all is artillery shells.
[00:13:02.852 --> 00:13:04.852]  And they're in short supply.
[00:13:04.852 --> 00:13:06.852]  We're working on that.
[00:13:06.852 --> 00:13:13.852]  And so he seems very, very satisfied with everything we're doing when we left.
[00:13:13.852 --> 00:13:17.852]  OK, so let's boil down why this is happening.
[00:13:17.852 --> 00:13:23.852]  The Russians from the beginning said they just want 25 percent of Ukraine
[00:13:23.852 --> 00:13:28.852]  that has rivers and some hills that give them some defense against NATO
[00:13:28.852 --> 00:13:33.852]  and that they want their industrial base that is in the east of Ukraine
[00:13:33.852 --> 00:13:36.852]  that the Russians built after it was all destroyed at the end of World War II.
[00:13:36.852 --> 00:13:42.852]  And they want the Black Sea fleet base they have in Crimea.
[00:13:42.852 --> 00:13:44.852]  And so that's been their plan from the beginning.
[00:13:44.852 --> 00:13:47.852]  Putin said five years ago, if you keep building up troops,
[00:13:47.852 --> 00:13:49.852]  if you keep attacking Russian-controlled areas,
[00:13:49.852 --> 00:13:53.852]  we're going to launch a military operation to clean them out.
[00:13:53.852 --> 00:13:54.852]  They didn't stop.
[00:13:54.852 --> 00:13:55.852]  Putin went in.
[00:13:55.852 --> 00:13:57.852]  It endangers World War III.
[00:13:57.852 --> 00:13:59.852]  The rest is history.
[00:13:59.852 --> 00:14:01.852]  It's very, very serious.
[00:14:01.852 --> 00:14:03.852]  The Russians have secured that area.
[00:14:03.852 --> 00:14:05.852]  The counteroffensive has been completely destroyed.
[00:14:05.852 --> 00:14:11.852]  And so now NATO wants to make a deal with Putin and wind this down.
[00:14:11.852 --> 00:14:17.852]  Or they want Zelensky to just continue to put Ukrainians into a meat grinder forever
[00:14:17.852 --> 00:14:21.852]  and build a bunch of permanent munitions factories in Poland
[00:14:21.852 --> 00:14:26.852]  to then militarize that entire area and continue to launder money.
[00:14:26.852 --> 00:14:28.852]  And Zelensky is playing right along with it.
[00:14:28.852 --> 00:14:31.852]  But he will not allow some of the groups that want to end this to do that.
[00:14:31.852 --> 00:14:36.852]  So he's playing right into the idea of just basically sacrificing
[00:14:36.852 --> 00:14:40.852]  hundreds of thousands more conservatively Ukrainians to die, including Russians.
[00:14:40.852 --> 00:14:44.852]  So it's absolutely evil, started by Soros, started by the State Department,
[00:14:44.852 --> 00:14:48.852]  started by the West, needs to stop.
[00:14:48.852 --> 00:14:57.852]  And these guys are really right now eyeing where they want to go with this.
[00:14:57.852 --> 00:15:02.852]  Is NATO going to escalate with Russia and further threaten nuclear war?
[00:15:02.852 --> 00:15:07.852]  Or is NATO going to make Zelensky sue for peace,
[00:15:07.852 --> 00:15:13.852]  and then Russia gets 25 percent of Ukraine, and this whole thing stops?
[00:15:13.852 --> 00:15:17.852]  And that's basically where the world is right now.
[00:15:17.852 --> 00:15:24.852]  Putin is being empowered by this, not weakened.
[00:15:24.852 --> 00:15:35.852]  The bizarre Purgojan work, Purgojan, you see Europe in fire with the Islamic uprising
[00:15:35.852 --> 00:15:38.852]  and those uprisings spreading.
[00:15:38.852 --> 00:15:41.852]  And so right now the globalists know they're losing.
[00:15:41.852 --> 00:15:43.852]  Russia and BRICS is becoming stronger.
[00:15:43.852 --> 00:15:47.852]  Russia is making record amounts of money through oil export.
[00:15:47.852 --> 00:15:50.852]  The West is getting weaker and weaker.
[00:15:50.852 --> 00:15:54.852]  It's hurting the dollars hegemony.
[00:15:54.852 --> 00:15:58.852]  So this is a very, very important moment where the world is right now.
[00:15:58.852 --> 00:16:03.852]  And again, we have the neocons, we have the warmongers, we have the crazies
[00:16:03.852 --> 00:16:07.852]  that can't see the writing on the wall that Russia is fundamentally winning this
[00:16:07.852 --> 00:16:13.852]  and will win this and has not been baited into a wider war so far,
[00:16:13.852 --> 00:16:18.852]  and that if you don't then send in regular NATO troops,
[00:16:18.852 --> 00:16:20.852]  Ukraine is already lost.
[00:16:20.852 --> 00:16:25.852]  But even if you send in NATO troops, then Russia goes to full mobilization
[00:16:25.852 --> 00:16:29.852]  and that invariably leads to tactical and then regional
[00:16:29.852 --> 00:16:34.852]  and then worldwide commitment into nuclear war.
[00:16:34.852 --> 00:16:36.852]  So let's look at some of these headlines.
[00:16:36.852 --> 00:16:42.852]  War effort in shambles as hawks turn on each other at NATO summit.
[00:16:42.852 --> 00:16:48.852]  The war in Ukraine shifts decisively in Russia's favor.
[00:16:48.852 --> 00:16:51.852]  Viktor Orban helps prevent World War III.
[00:16:51.852 --> 00:16:54.852]  We should bring peace instead of weapons to Ukraine.
[00:16:54.852 --> 00:16:57.852]  And look at the photo, and I've watched the actual video.
[00:16:57.852 --> 00:16:59.852]  This is not taken out of context.
[00:16:59.852 --> 00:17:01.852]  Here is Zelensky in his little costume.
[00:17:01.852 --> 00:17:04.852]  He wasn't told this wasn't a costume party.
[00:17:04.852 --> 00:17:08.852]  And they just ignored him up in the big photo shoot they did for five minutes
[00:17:08.852 --> 00:17:12.852]  where they all get together in their own little cliques.
[00:17:12.852 --> 00:17:16.852]  And this sends a message of who's with who and who's in what globalist clique.
[00:17:16.852 --> 00:17:22.852]  It's all the same cult but different arms of it, different tentacles of it.
[00:17:22.852 --> 00:17:30.852]  And they all want him to know he's the uncool kid over at the table by himself.
[00:17:30.852 --> 00:17:33.852]  And this is because he talked out of hand.
[00:17:33.852 --> 00:17:36.852]  He tried to blame NATO for the loss.
[00:17:36.852 --> 00:17:38.852]  And they're like, no, no, no, no, Zelensky.
[00:17:38.852 --> 00:17:44.852]  You are the gay pornographic actor that we have blackmailed.
[00:17:44.852 --> 00:17:46.852]  You're the guy we're going to burn when you fail.
[00:17:46.852 --> 00:17:49.852]  You're the guy we're going to set up.
[00:17:49.852 --> 00:17:54.852]  It's like Saddam Hussein was used to attack Iran and a hero in the U.S. media for seven years.
[00:17:54.852 --> 00:17:59.852]  Look how it ended for him after he served his usefulness.
[00:17:59.852 --> 00:18:04.852]  So he's a total puppet, a total actor being set up, now being shown,
[00:18:04.852 --> 00:18:07.852]  hey, little man, you don't actually run anything.
[00:18:07.852 --> 00:18:13.852]  You are just a miserable little puppet.
[00:18:13.852 --> 00:18:17.852]  U.S. delegation furious over Zelensky's tweet.
[00:18:17.852 --> 00:18:20.852]  U.K. defense minister says what everyone is thinking.
[00:18:20.852 --> 00:18:23.852]  We are not an Amazon delivery service for weapons to Ukraine.
[00:18:23.852 --> 00:18:27.852]  Notice how British intelligence has been involved more than anybody
[00:18:27.852 --> 00:18:32.852]  except the U.S. State Department and the CIA, stirring this up, overthrowing elected governments,
[00:18:32.852 --> 00:18:36.852]  launching this war, encouraging the most high-tech weapons to go.
[00:18:36.852 --> 00:18:40.852]  And now that all this failed and the Russians have won decisive victories
[00:18:40.852 --> 00:18:46.852]  and destroyed roughly half of all the new equipment in just a few weeks sent to the front line,
[00:18:46.852 --> 00:18:54.852]  now the British government turns on their moron puppet in his little military dictator outfit,
[00:18:54.852 --> 00:18:58.852]  his little Fidel Castro outfit, his little Kim Jong-un outfit,
[00:18:58.852 --> 00:19:03.851]  his little Kim Jong-il outfit, his little Stalin outfit, his little Hitler outfit.
[00:19:03.851 --> 00:19:09.851]  And now the British government that helped quarterback and blueprint
[00:19:09.851 --> 00:19:12.851]  and run the whole thing actually commanded it.
[00:19:12.851 --> 00:19:17.851]  Now they say, who do you think you are demanding weapons from us?
[00:19:17.851 --> 00:19:20.851]  We just run your intel operation and tell you what to do.
[00:19:20.851 --> 00:19:24.851]  And now they're getting in position to fall.
[00:19:24.851 --> 00:19:27.851]  They've made their hundreds and hundreds of billions of weapons.
[00:19:27.851 --> 00:19:29.851]  They've smuggled out the kids.
[00:19:29.851 --> 00:19:31.851]  They've harvested the organs.
[00:19:31.851 --> 00:19:34.851]  They've killed hundreds of thousands of Russians.
[00:19:34.851 --> 00:19:36.851]  They've destabilized the planet.
[00:19:36.851 --> 00:19:40.851]  They've shifted out of the COVID narrative power grab into this new COVID power grab.
[00:19:40.851 --> 00:19:44.851]  Now it's the confrontation with China is the next phase and power outages are domestically
[00:19:44.851 --> 00:19:46.851]  and race war and civil war.
[00:19:46.851 --> 00:19:47.851]  Now, don't worry.
[00:19:47.851 --> 00:19:48.851]  They got new crises ready.
[00:19:48.851 --> 00:19:53.851]  But since the Russians are winning, they're going to end this current thing
[00:19:53.851 --> 00:19:55.851]  and move on to the next current thing.
[00:19:55.851 --> 00:19:57.851]  At least they're thinking about it.
[00:19:57.851 --> 00:20:01.851]  And they want Zelensky to know if we decide to roll over to Putin,
[00:20:01.851 --> 00:20:08.851]  you better do everything we tell you or you're going to end up dying in a helicopter accident
[00:20:08.851 --> 00:20:11.851]  or you're going to die of a heart attack, buddy boy.
[00:20:11.851 --> 00:20:15.851]  It'll come out you died of cocaine overdose because you're not a real leader.
[00:20:15.851 --> 00:20:16.851]  You are a dictator.
[00:20:16.851 --> 00:20:18.851]  You've arrested your entire political opposition.
[00:20:18.851 --> 00:20:21.851]  You work with Nazi Azov battalions.
[00:20:21.851 --> 00:20:25.851]  You've banned all the major political opposition and arrested the heads of the Orthodox Church.
[00:20:25.851 --> 00:20:27.851]  No one's going along with you.
[00:20:27.851 --> 00:20:31.851]  Opposition is forming to this agenda worldwide, and we're getting ready to blame you
[00:20:31.851 --> 00:20:37.851]  for everything we trained you as a sex operative of the CIA to do.
[00:20:37.851 --> 00:20:42.851]  Because that's what Zelensky did was go into hotel rooms with Western diplomats
[00:20:42.851 --> 00:20:45.851]  and other diplomats and have sex with men to set them up.
[00:20:45.851 --> 00:20:48.851]  My intel has come in on.
[00:20:48.851 --> 00:20:50.851]  He doesn't just play the piano with his penis.
[00:20:50.851 --> 00:20:54.851]  He doesn't just wear high heels and leather outfits and grab men's butts on TV.
[00:20:54.851 --> 00:20:57.851]  He's just like Arnold Schwarzenegger and all the rest of their puppets.
[00:20:57.851 --> 00:21:03.851]  He's a homosexual sex operative.
[00:21:03.851 --> 00:21:08.851]  Just like Macron, just like half these guys.
[00:21:08.851 --> 00:21:12.851]  It's all Jeffrey Epstein crap over and over and over,
[00:21:12.851 --> 00:21:19.851]  and he started believing in his Napoleon complex that he was really God.
[00:21:19.851 --> 00:21:24.851]  They're the ones peeing on each other in hotel rooms, not Trump.
[00:21:24.851 --> 00:21:28.851]  Trump's playing golf.
[00:21:28.851 --> 00:21:32.851]  I'm hiking up mountains.
[00:21:32.851 --> 00:21:34.851]  Never get sick of it.
[00:21:34.851 --> 00:21:37.851]  You guys are doing something completely different.
[00:21:37.851 --> 00:21:40.851]  So UK defense minister says what everybody is thinking.
[00:21:40.851 --> 00:21:47.851]  We are not an Amazon delivery service for weapons to Ukraine.
[00:21:47.851 --> 00:21:48.851]  Here's Zelensky.
[00:21:48.851 --> 00:21:56.851]  After the war, Ukraine will be in NATO.
[00:21:56.851 --> 00:22:03.851]  Bubbling Joe Biden embarrasses U.S. on world stage once again with incoherent NATO speech.
[00:22:03.851 --> 00:22:06.851]  Got to love Henry Kissinger.
[00:22:06.851 --> 00:22:08.851]  He thinks he's actually talking to Zelensky.
[00:22:08.851 --> 00:22:12.851]  Those guys are perfect doing American accents, English accents.
[00:22:12.851 --> 00:22:13.851]  It sounds just like Zelensky.
[00:22:13.851 --> 00:22:16.851]  What are you saying to me?
[00:22:16.851 --> 00:22:19.851]  U.S. bombing of the Nord Stream.
[00:22:19.851 --> 00:22:24.851]  And obviously Kissinger knows it was the West for him, the U.S. Navy.
[00:22:24.851 --> 00:22:30.851]  I mean, it is you.
[00:22:30.851 --> 00:22:33.851]  But I did not blame you.
[00:22:33.851 --> 00:22:39.851]  Why you be so mean to me?
[00:22:39.851 --> 00:22:43.851]  Can we get the Emperor Skeksis death scene, please, ready?
[00:22:44.851 --> 00:22:49.851]  Because I got to tell you, if you put a Skeksis head on Kissinger or his wife,
[00:22:49.851 --> 00:22:51.851]  you would have an actual Skeksis.
[00:22:51.851 --> 00:22:53.851]  Let's roll the pranksters.
[00:22:53.851 --> 00:22:56.851]  This is, I think, their most epic prank yet.
[00:22:56.851 --> 00:22:59.851]  Let's go ahead and roll Kissinger getting pranked.
[00:22:59.851 --> 00:23:08.851]  Nord Stream 2.
[00:23:08.851 --> 00:23:09.851]  How do you think?
[00:23:09.851 --> 00:23:19.851]  Who is behind the explosion of Nord Stream 2?
[00:23:19.851 --> 00:23:20.851]  Who is guilty?
[00:23:20.851 --> 00:23:21.851]  How do you think?
[00:23:21.851 --> 00:23:24.851]  I frankly thought you were.
[00:23:24.851 --> 00:23:25.851]  Really?
[00:23:25.851 --> 00:23:27.851]  You think that we?
[00:23:27.851 --> 00:23:29.851]  No, no.
[00:23:29.851 --> 00:23:37.851]  But I didn't blame you.
[00:23:37.851 --> 00:23:40.851]  I would not say that as a criticism.
[00:23:40.851 --> 00:23:43.851]  It is so real.
[00:24:07.851 --> 00:24:10.851]  What is their system collapsing in front of us right now?
[00:24:10.851 --> 00:24:32.851]  Start the clip over, please.
[00:24:32.851 --> 00:24:41.851]  I hate your whimper.
[00:24:41.851 --> 00:24:43.851]  Inside the US Senate?
[00:24:44.851 --> 00:24:58.851]  Literally.
[00:24:59.851 --> 00:25:07.851]  Come here.
[00:25:07.851 --> 00:25:15.851]  She is not dead yet, my Lord Chamberlain.
[00:25:15.851 --> 00:25:25.851]  Kneel.
[00:25:25.851 --> 00:25:54.851]  Kneel.
[00:25:54.851 --> 00:26:00.851]  That was like 100 bytes.
[00:26:01.851 --> 00:26:25.851]  Kneel.
[00:26:25.851 --> 00:26:27.851]  I've had enough fun, but it's actually not fun
[00:26:27.851 --> 00:26:30.851]  because these people are collapsing on top of us.
[00:26:30.851 --> 00:26:33.851]  So I've covered what's going on with the war.
[00:26:33.851 --> 00:26:35.851]  It's huge.
[00:26:35.851 --> 00:26:37.851]  I'm not a Russophobe.
[00:26:37.851 --> 00:26:39.851]  I'm not a Russophile.
[00:26:39.851 --> 00:26:41.851]  I have studied the history of it quite a bit.
[00:26:41.851 --> 00:26:43.851]  It's very fascinating.
[00:26:43.851 --> 00:26:46.851]  The West did start this.
[00:26:46.851 --> 00:26:50.851]  The West has basically been funding the communist system the whole time,
[00:26:50.851 --> 00:26:53.851]  and as you can see is setting it up now here.
[00:26:53.851 --> 00:26:58.851]  Russia is opposing it to many facets and areas,
[00:26:58.851 --> 00:27:00.851]  but really not completely,
[00:27:00.851 --> 00:27:03.851]  and is just as leftist and shot up and infiltrated as we are.
[00:27:03.851 --> 00:27:05.851]  So Russia is not going to save us.
[00:27:05.851 --> 00:27:07.851]  The US isn't going to save us.
[00:27:07.851 --> 00:27:10.851]  God is going to save us in our personal relationship with God.
[00:27:10.851 --> 00:27:12.851]  That said, the globalists bragged.
[00:27:12.851 --> 00:27:13.851]  They started the war.
[00:27:13.851 --> 00:27:14.851]  They overthrew the government.
[00:27:14.851 --> 00:27:17.851]  They started trying to push the Russian people out of Ukraine,
[00:27:17.851 --> 00:27:21.851]  and Russia responded because it's in their heartland,
[00:27:21.851 --> 00:27:23.851]  and the quicker this war is over, the better,
[00:27:23.851 --> 00:27:30.851]  and Putin has not been expansionist.
[00:27:30.851 --> 00:27:32.851]  Putin has not been expansionist,
[00:27:32.851 --> 00:27:35.851]  and so I believe that after this is stabilized,
[00:27:35.851 --> 00:27:39.851]  Russia will then move forward with industrial expansion,
[00:27:39.851 --> 00:27:41.851]  not military expansion.
[00:27:41.851 --> 00:27:45.851]  I'm all for Russia becoming stable and successful,
