[00:00:01.687 --> 00:00:02.028]  I'm good.
[00:02:21.133 --> 00:02:23.214]  How do you threaten a dead dog?
[00:02:23.214 --> 00:02:26.115]  A rotting, soulless corpse?
[00:02:26.115 --> 00:02:30.477]  You don't.
[00:02:30.477 --> 00:02:33.978]  But she was pissed because I was killing her plan to overthrow the President.
[00:02:33.978 --> 00:02:38.941]  Before he ever got into office.
[00:02:38.941 --> 00:02:44.343]  And so now... We have the usual suspects.
[00:02:44.343 --> 00:02:46.244]  Two different former CIA directors.
[00:02:48.683 --> 00:03:01.287]  Coming out over the weekend and saying, we're going to call for the 25th Amendment to be implemented to unseat the president for dereliction of duty and incompetence and mental illness.
[00:03:01.287 --> 00:03:10.090]  The mentally ill person that never ran for office and beat you and turned the economy around and did all this and got peace deals, right?
[00:03:10.090 --> 00:03:11.731]  There's the article from The Hill.
[00:03:11.731 --> 00:03:17.533]  Ex-CIA chief calls on White House cabinet to revolt against Trump and remove him from office.
[00:03:19.381 --> 00:03:23.183]  Insurrection by GOP leadership, inner circle necessary to stop President, he says.
[00:03:23.183 --> 00:03:24.224]  And who is he?
[00:03:24.224 --> 00:03:30.007]  He's the Wahhabist Brennanite, who in college admitted he was part of the Communist Party.
[00:03:30.007 --> 00:03:33.269]  The CIA said, well, my God, let's put you at the top.
[00:03:33.269 --> 00:03:42.834]  He's got Clapper behind him, calling for the same garbage, and other former CIA directors as well.
[00:03:42.834 --> 00:03:45.656]  And they want the 25th Amendment implemented to remove him
[00:03:49.876 --> 00:03:52.177]  They want it done as soon as possible.
[00:03:52.177 --> 00:03:53.497]  But here's the thing.
[00:03:53.497 --> 00:03:55.357]  They've been pushing this.
[00:03:55.357 --> 00:03:56.318]  Remember the clips we played?
[00:03:56.318 --> 00:03:57.158]  I'm not going to play them again today.
[00:03:57.158 --> 00:04:00.278]  We played them so many times.
[00:04:00.278 --> 00:04:07.980]  Where Phil Mudd and Brennan and Clapper would go on CNN with Wolf Blitzer and say, oh, he'll be out by December.
[00:04:07.980 --> 00:04:10.621]  We're about to remove him extrajudicially.
[00:04:10.621 --> 00:04:17.202]  And our good little buddy Wolf Blitzer would say,
[00:04:18.610 --> 00:04:19.451]  Oh, you mean impeachment?
[00:04:19.451 --> 00:04:20.552]  They said no, no, no.
[00:04:20.552 --> 00:04:23.294]  Extrajudicially.
[00:04:23.294 --> 00:04:27.597]  But see, that never happened.
[00:04:27.597 --> 00:04:32.962]  So, why is this done?
[00:04:32.962 --> 00:04:39.707]  This is done so all the crooks that are embedded in the government, stay behind networks is the CIA term.
[00:04:39.707 --> 00:04:43.750]  They hold on, like the infantry's coming, or the cavalry.
[00:04:43.750 --> 00:04:45.672]  It's not coming.
[00:04:45.672 --> 00:04:47.634]  I've looked at all possible permutations.
[00:04:48.564 --> 00:04:51.827]  That have human interaction involved.
[00:04:51.827 --> 00:04:59.373]  If you kill Trump or remove him, it's even worse for you.
[00:04:59.373 --> 00:05:03.337]  Living in volcano may sound more dramatic than it really is.
[00:05:03.337 --> 00:05:06.640]  The real drama can be found here in Leilani Estates.
[00:05:06.640 --> 00:05:09.102]  But a lot of us on the big island rely on rainwater.
[00:05:09.102 --> 00:05:12.905]  And we need to be concerned about ash and acid rain.
[00:05:12.905 --> 00:05:15.667]  Volcanic ash may contain heavy metal particles.
[00:05:16.388 --> 00:05:20.209]  An acid rain could lower the pH of the water to unhealthy levels.
[00:05:20.209 --> 00:05:26.671]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[00:05:26.671 --> 00:05:31.653]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[00:05:32.389 --> 00:05:36.331]  Next, we tested the water from our Alexa Pure gravity filter.
[00:05:36.331 --> 00:05:43.515]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[00:05:43.515 --> 00:05:48.217]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[00:05:48.217 --> 00:05:54.441]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[00:05:54.441 --> 00:05:58.403]  But more importantly, a good water filtration system will purify it.
[00:06:00.819 --> 00:06:01.940]  Big Brother.
[00:06:01.940 --> 00:06:03.740]  Mainstream media.
[00:06:03.740 --> 00:06:05.641]  Government cover-ups.
[00:06:05.641 --> 00:06:07.302]  You want to stop tyranny?
[00:06:07.302 --> 00:06:08.983]  Well, so does he.
[00:06:08.983 --> 00:06:14.245]  Live from the InfoWars.com studios, it's Alex Jones.
[00:06:14.245 --> 00:06:15.926]  You know, here's the paradox.
[00:06:27.950 --> 00:06:55.024]  You've got mainstream corporate media openly allied with Communist China, the EU, and a bunch of big mega-banks who write articles in the Financial Times of London, in the New York Times, in the Washington Post, and just everywhere about how America's done, Americans are dumb, lazy scumbags, white people are bad, but it's like old white people saying this, and China's going to take over, and China's going to bust America's chops,
[00:06:57.165 --> 00:07:01.813]  The head, unelected head of the EU, Juncker, will defeat us.
[00:07:01.813 --> 00:07:06.641]  I mean, he said a year and a half ago, I'll crush Trump, we'll have trade war, we'll shut the U.S.
[00:07:06.641 --> 00:07:06.841]  down.
[00:07:08.646 --> 00:07:16.569]  Like, these are fighting words, and I'm reading it in the Financial Times of London, New Yorker Magazine, New York Times, Atlantic Monthly.
[00:07:16.569 --> 00:07:18.229]  These are establishment publications.
[00:07:18.229 --> 00:07:20.410]  They're like, we're ending the family.
[00:07:20.410 --> 00:07:22.731]  We're going to savage the US.
[00:07:22.731 --> 00:07:25.072]  China has 97% of the rare earth minerals.
[00:07:25.072 --> 00:07:27.032]  The US will never come back.
[00:07:27.032 --> 00:07:30.793]  Lloyd Blankfein, before he got kicked out of Goldman Sachs, is like, I was just at China.
[00:07:30.793 --> 00:07:32.814]  They've got 10 times the infrastructure of Trump.
[00:07:32.814 --> 00:07:34.595]  You'll never bring America back.
[00:07:34.595 --> 00:07:35.875]  These are in tweets.
[00:07:35.875 --> 00:07:37.636]  They're like, God, these people like breathlessly.
[00:07:39.357 --> 00:07:40.257]  We'll get you people.
[00:07:40.257 --> 00:07:43.519]  And it's like, what did we do to you?
[00:07:43.519 --> 00:07:45.300]  But America's the big enchilada.
[00:07:45.300 --> 00:07:48.001]  It had half the wealth in 1955.
[00:07:48.001 --> 00:07:50.743]  So they parlayed it into global corporate power.
[00:07:50.743 --> 00:07:55.705]  So if you're going to screw America over, why not get in a culture of hating it?
[00:07:55.705 --> 00:07:57.506]  They're not like, well, we're bleeding the country dry.
[00:07:57.506 --> 00:08:01.548]  It was a great, beautiful lady, but we're sacrificing her for our global power.
[00:08:01.548 --> 00:08:04.830]  No, they're too big of cowards to admit they're doing it.
[00:08:04.830 --> 00:08:06.171]  So they decide to hate it.
[00:08:08.055 --> 00:08:10.036]  And that's what I want you to understand.
[00:08:10.036 --> 00:08:13.238]  Trump doesn't hate America.
[00:08:13.238 --> 00:08:25.446]  And so, he's like, you see these speeches, and these are real numbers, you've seen them, they don't even debate these, he's like, Canada has a 270% Gary tax, and we have zero?
[00:08:25.446 --> 00:08:28.468]  Trump goes, okay, I'll put 100% on them.
[00:08:28.468 --> 00:08:31.590]  And they go, oh my God, you backward hateful person!
[00:08:31.590 --> 00:08:32.290]  He's like, wait, you got a 270!
[00:08:35.769 --> 00:08:36.049]  270!
[00:08:36.049 --> 00:08:48.574]  I mean, if anything, Trump's being too soft, but he knows he could destabilize things, so he's just like, hey China, you got a $900 billion trade deficit, we'll do $50 billion, just pay it, and promise to start taking some of our cards, and I'll leave you alone.
[00:08:48.574 --> 00:08:52.495]  And China goes, trade war.
[00:08:52.495 --> 00:08:59.038]  Trump goes, okay, $200 billion.
[00:08:59.038 --> 00:09:02.379]  I mean, this is all something that morons should be able to understand.
[00:09:03.609 --> 00:09:09.235]  But instead, the clip's coming up, we've got Bill Maher went on Friday night again after two weeks ago.
[00:09:09.235 --> 00:09:12.658]  It only works every two weeks, it's a lazy ass.
[00:09:12.658 --> 00:09:17.123]  And he goes, I, you all need to go to college about perspective.
[00:09:18.772 --> 00:09:24.295]  Trump's way worse than a recession, and so I want a recession to make him look bad.
[00:09:24.295 --> 00:09:28.017]  Oh, not, he got us out of a recession.
[00:09:28.017 --> 00:09:29.158]  Not, oh, he's doing a great job.
[00:09:29.158 --> 00:09:31.899]  They admit he's getting us out of the recession depression.
[00:09:31.899 --> 00:09:39.223]  But see, Mar lied there, because if you actually look at what Mar said, he said, I want to crash the economy.
[00:09:39.223 --> 00:09:42.205]  Crashing the economy means people starving in the streets like Venezuela.
[00:09:42.205 --> 00:09:48.048]  It doesn't, or 1929, it doesn't mean, so the PR people had a problem.
[00:09:49.793 --> 00:09:55.197]  He came out two weeks ago and said, I want to crash, that's the quote, crash the U.S.
[00:09:55.197 --> 00:09:56.117]  economy.
[00:09:56.117 --> 00:10:02.061]  And I noticed after I shot a video that day, I saw it right away.
[00:10:02.061 --> 00:10:05.483]  Saw the news about it and I went and did a video.
[00:10:05.483 --> 00:10:07.364]  He's hoping for a crashing economy.
[00:10:07.364 --> 00:10:09.586]  That's a close quote.
[00:10:09.586 --> 00:10:11.387]  So they spun it that he just meant a recession.
[00:10:19.787 --> 00:10:25.888]  Now, think about that.
[00:10:25.888 --> 00:10:27.028]  They're telling you everything.
[00:10:27.028 --> 00:10:29.289]  They're showing you their hand right there.
[00:10:29.289 --> 00:10:36.330]  Globalism, if you read Atlantic Monthly, or you read what Obama said when he went to Africa or South America, it's the same crap.
[00:10:36.330 --> 00:10:38.330]  He goes to Africa and says you gotta be poor.
[00:10:38.330 --> 00:10:44.031]  He goes everywhere and says you gotta be poor.
[00:10:44.031 --> 00:10:47.392]  Because the globalists want you under their control.
[00:10:47.392 --> 00:10:48.872]  It's called feudalism.
[00:10:50.151 --> 00:11:06.884]  And so how big a deal is it that we elected Trump, and a year and a half later the whole Russiagate thing's proven to be a fraud, and then now they're just continuing on with the narrative that, oh, he was mean to these kids, and it turns out the little girl was never separated from her mother.
[00:11:06.884 --> 00:11:09.426]  83% of the kids don't even have parents when they come in.
[00:11:09.426 --> 00:11:10.467]  A lot of them have been killed.
[00:11:10.467 --> 00:11:14.530]  There's no discussion of that or that he's continuing the Obama policy and trying to even change the law.
[00:11:16.144 --> 00:11:24.450]  None of that matters to people that just want to have an emotional response, and feel big, and feel powerful, and feel like they've been wronged.
[00:11:24.450 --> 00:11:33.236]  When Trump's already offered Mexico deals to stabilize their economy, their government, dollarize their deal, and bring them way up, that would be good for U.S.
[00:11:33.236 --> 00:11:34.237]  national security.
[00:11:34.237 --> 00:11:36.278]  And Mexico's a great country.
[00:11:36.278 --> 00:11:37.079]  And I don't just say that.
[00:11:37.079 --> 00:11:43.503]  Mexico's beautiful, great, interesting culture, but it's got corruption, and if you don't get rid of that, it'll bring you down.
[00:11:43.503 --> 00:11:44.464]  Look at every other nation.
[00:11:46.135 --> 00:11:49.096]  Look at our own problem with corruption right now.
[00:11:49.096 --> 00:11:58.501]  And what will it be like when the economy comes back in a year and a half, just because Trump's in there, and he's only gotten a little bit of control over things, maybe 20, 30 percent, to just change a little bit of what they were doing?
[00:11:58.501 --> 00:12:01.322]  Can you imagine what he could do if he stays in?
[00:12:01.322 --> 00:12:12.007]  And that's why they're panicking, because they know that if Trump is able to continue to turn things around, you will a thousand percent understand the con game, and it's all over, and you won't want to be dependent.
[00:12:12.007 --> 00:12:14.948]  You won't want to be a slave.
[00:12:14.948 --> 00:12:15.749]  So you think about
[00:12:17.378 --> 00:12:25.580]  Somebody worth $100 million, in his own words, who makes $10 million a year just on his HBO show, Bill Maher.
[00:12:25.580 --> 00:12:31.961]  And he lectures you again and says, you need to go take a course on comparison.
[00:12:31.961 --> 00:12:35.122]  Because it'd be better to have a crashing economy.
[00:12:35.122 --> 00:12:38.762]  He now provides it, backs it off to recession, than to have Trump in.
[00:12:38.762 --> 00:12:39.763]  Really?
[00:12:39.763 --> 00:12:40.163]  Really?
[00:12:40.163 --> 00:12:41.763]  What did Trump do?
[00:12:41.763 --> 00:12:43.203]  Go, oh, you got a $900 billion tariff on us.
[00:12:43.203 --> 00:12:43.703]  We'll do $50 billion.
[00:12:49.645 --> 00:12:51.106]  If anything, that isn't strong enough.
[00:12:51.106 --> 00:12:53.368]  But again, it shows how smart Trump is.
[00:12:53.368 --> 00:12:56.071]  He gets how dependent we are and how set up we are.
[00:12:56.071 --> 00:12:57.572]  He just says, give us something.
[00:12:57.572 --> 00:13:00.554]  My God.
[00:13:00.554 --> 00:13:02.196]  He's like, why do you hate America so much?
[00:13:02.196 --> 00:13:02.856]  Why?
[00:13:02.856 --> 00:13:04.057]  Why would we want to make it poor?
[00:13:04.057 --> 00:13:05.058]  That'll hurt the whole world to come.
[00:13:05.058 --> 00:13:05.899]  He's just a pragmatist.
[00:13:05.899 --> 00:13:12.404]  He's like, this is good real estate.
[00:13:12.404 --> 00:13:13.185]  That's what he says.
[00:13:13.185 --> 00:13:13.886]  It's what he did.
[00:13:15.401 --> 00:13:18.082]  And they're like, you're mentally ill because you don't hate America.
[00:13:18.082 --> 00:13:21.183]  You don't want the bigger... Trump doesn't get the big picture, folks.
[00:13:21.183 --> 00:13:22.163]  He's not smart.
[00:13:22.163 --> 00:13:25.044]  It's like child molesters that kidnap some kid and go rape him.
[00:13:25.044 --> 00:13:27.665]  And if a normal person said, man, that's sick, they'd go, oh, you just don't get it.
[00:13:27.665 --> 00:13:28.205]  You're crazy.
[00:13:28.205 --> 00:13:35.027]  Like if you were telling Hitler in 1942, when he's rounding up people for death camps, like, hey, dude, that's not really cool, but shut up.
[00:13:35.027 --> 00:13:35.688]  What do you know?
[00:13:35.688 --> 00:13:40.189]  I've got everything figured out.
[00:13:40.189 --> 00:13:41.129]  And it's the same.
[00:13:41.129 --> 00:13:42.210]  And then you look at Brennan.
[00:13:43.226 --> 00:13:49.632]  And all these other former CIA directors saying, we're going for the 25th amendment to have Trump's own cabinet.
[00:13:51.312 --> 00:13:54.414]  People say he's mentally incompatible and remove him.
[00:13:54.414 --> 00:13:56.235]  It'd be one thing if we were in a depression.
[00:13:56.235 --> 00:13:57.855]  It'd be one thing if we were in a war.
[00:13:57.855 --> 00:14:01.237]  It'd be one thing if he wasn't doing all these great things and showed all this stamina.
[00:14:01.237 --> 00:14:13.444]  But it's like some quarterback throws for four Super Bowls consecutively and wins, and is in their fifth Super Bowl, and is 50 points ahead of zero, and you go, my God, let's pull him and put him on the bench.
[00:14:13.444 --> 00:14:17.526]  You'd be like, what in the hell are you talking about?
[00:14:18.766 --> 00:14:24.428]  What planet are you from?
[00:14:24.428 --> 00:14:27.990]  Now, Trump's not a whiz kid.
[00:14:27.990 --> 00:14:29.991]  I'm gonna come back and play the Markleps, the new ones.
[00:14:29.991 --> 00:14:33.892]  Trump's not a whiz kid in that he could turn the economy around.
[00:14:33.892 --> 00:14:39.074]  You can't tie a modern industrial country like America down with our desire, our smarts.
[00:14:39.074 --> 00:14:40.955]  We had half the wealth 50 years ago.
[00:14:40.955 --> 00:14:41.676]  We only have 30, 20, 30 percent now.
[00:14:45.282 --> 00:14:48.226]  Just getting the foot off our neck was the move.
[00:14:48.226 --> 00:14:50.389]  It's like a leg's bleeding out, put a tourniquet around it.
[00:14:50.389 --> 00:14:52.172]  Well, Trump put a tourniquet on.
[00:14:52.172 --> 00:14:54.515]  Now it's barely bleeding instead of spraying blood all over the walls.
[00:14:57.782 --> 00:15:00.303]  That wasn't Trump's achievement.
[00:15:00.303 --> 00:15:20.851]  His vision to see it, his vision not to care about being attacked and losing over a billion dollars in boycotts and over a thousand lawsuits, and his will to not be a Satanist and a scumbag and a person that only cared about himself, but a bigger vision and to not want to screw everybody over and to want global victory and to want real peace, that was what Trump did.
[00:15:20.851 --> 00:15:22.112]  That's why he's amazing.
[00:15:24.266 --> 00:15:27.309]  He's only got 20-30% control right now.
[00:15:27.309 --> 00:15:32.355]  And we're turning over like somebody that had the flu and they got some chicken noodle soup and some Gatorade and they feel better.
[00:15:32.355 --> 00:15:35.198]  I mean, it's like, wow!
[00:15:35.198 --> 00:15:38.342]  And that's why they're panicking and that's why they want to remove him from office.
[00:15:38.342 --> 00:15:41.105]  So we'll get into what they're saying, what they're doing, play the clips, all of it.
[00:15:41.585 --> 00:15:45.010]  Straight ahead, if you're watching live on the TV or radio, please spread the word.
[00:15:45.010 --> 00:15:47.033]  Everybody you know, that's how we get around the censors.
[00:15:47.033 --> 00:15:56.145]  If you're watching live video links on NewsWars.com or InfoWars.com or Twitter, Facebook, YouTube, it's a total act of resistance to share that link and say, here's the forbidden information.
[00:15:58.450 --> 00:16:04.032]  You know, if I tried to sit here and tell you about the 60-plus products, we have it in four's life.
[00:16:04.032 --> 00:16:04.912]  It'd take hours.
[00:16:04.912 --> 00:16:07.353]  MycoZX Plus, it now has a lower price.
[00:16:07.353 --> 00:16:08.534]  It's stronger.
[00:16:08.534 --> 00:16:10.134]  It's the other equation in probiotics.
[00:16:10.134 --> 00:16:13.356]  It knocks out the yeast, the mold, the candida.
[00:16:13.356 --> 00:16:14.476]  It's back in stock.
[00:16:14.476 --> 00:16:17.657]  The Real Red Pill, it's been sold out for months.
[00:16:17.657 --> 00:16:21.439]  It's got the preglanone, that's the precursor to all the natural hormones in your body.
[00:16:21.439 --> 00:16:24.540]  Then it's got all the minerals and the vitamins, the amino acids.
[00:16:24.540 --> 00:16:25.420]  So you can upload it.
[00:16:25.420 --> 00:16:26.881]  And our latest product, it goes great.
[00:16:27.341 --> 00:16:30.082]  Thank you so much for being part of the Second American Revolution.
[00:16:58.194 --> 00:17:04.461]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[00:17:04.461 --> 00:17:08.826]  This powerful combo is perfect for supporting your thyroid and health.
[00:17:08.826 --> 00:17:16.113]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[00:17:16.113 --> 00:17:18.296]  Our super high quality nascent iodine,
[00:17:18.536 --> 00:17:24.740]  Is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[00:17:24.740 --> 00:17:32.524]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[00:17:32.524 --> 00:17:39.428]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[00:17:39.788 --> 00:17:46.031]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[00:17:46.031 --> 00:17:49.853]  Take control of your chemistry today with this super combo.
[00:17:49.853 --> 00:17:56.896]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com
[00:18:01.521 --> 00:18:10.944]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:18:10.944 --> 00:18:22.366]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[00:18:22.366 --> 00:18:28.028]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:18:28.308 --> 00:18:39.770]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:18:39.770 --> 00:18:47.951]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[00:18:47.951 --> 00:18:50.452]  It's time to take care of your morning routine.
[00:18:50.452 --> 00:18:56.133]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:18:59.235 --> 00:19:01.595]  InfoWars Life is launching its newest product.
[00:19:01.595 --> 00:19:03.756]  We're really, really proud of it.
[00:19:03.756 --> 00:19:07.696]  It's a best source prebiotic fiber.
[00:19:07.696 --> 00:19:19.178]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[00:19:19.178 --> 00:19:28.280]  And it synergistically works with our 50 billion live active culture floraLife as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[00:19:28.780 --> 00:19:34.562]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[00:19:34.562 --> 00:19:40.004]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[00:19:40.004 --> 00:19:42.265]  And I'm doing this to introduce these products to you.
[00:19:42.265 --> 00:19:44.266]  Bodies sold out in a month.
[00:19:45.537 --> 00:19:48.559]  Strongest concentrated turmeric formula we could come up with.
[00:19:48.559 --> 00:19:50.580]  It sold out for another month and a half.
[00:19:50.580 --> 00:19:53.901]  We sold it at 50% off till it sold out.
[00:19:53.901 --> 00:19:56.423]  And I think it's gonna be the same way with this fiber.
[00:19:56.423 --> 00:20:01.846]  Get yours today at fullwarslife.com.
[00:20:01.846 --> 00:20:04.507]  You're listening to the Alex Jones Show.
[00:20:19.236 --> 00:20:23.698]  Alex Jones, the cure to fake news.
[00:20:23.698 --> 00:20:29.901]  Coming to you live from Austin, Texas.
[00:20:29.901 --> 00:20:37.765]  Broadcasting worldwide and delivering human victory.
[00:20:37.765 --> 00:20:40.166]  That means planetary victory.
[00:20:42.022 --> 00:20:47.844]  The president let that slip, didn't he?
[00:20:47.844 --> 00:20:57.126]  That's right, ladies and gentlemen, we are now in the midst of the battle for the victory and the future of humanity.
[00:20:57.126 --> 00:20:59.787]  I can't sleep.
[00:20:59.787 --> 00:21:03.628]  I can't do anything since you set your eyes on me.
[00:21:03.628 --> 00:21:07.089]  I tell you it's true.
[00:21:15.469 --> 00:21:18.710]  You're driving me crazy.
[00:21:18.710 --> 00:21:22.352]  Alright, let's get into the big news here.
[00:21:22.352 --> 00:21:35.238]  The globalists have been artificially suppressing Western nations, but they've also been on record suppressing developing nations to keep them in control and to exploit them, and then to weaponize them against the West.
[00:21:35.238 --> 00:21:40.240]  We're now deeply into a multi-decades long global program that's public.
[00:21:41.291 --> 00:21:43.435]  The bad news is we were asleep for a long time.
[00:21:43.435 --> 00:21:48.743]  The good news is the Globals were so arrogant because we were asleep, they were very, very honest about their operations.
[00:21:50.233 --> 00:22:15.207]  Now, if you're a long-time listener, how many thousands of times, thousands, have you heard me open the broadcast up that the globalists are above the law, they seek to suppress free market, they seek to make you poor, they seek to control you, they want monopolies, they're tax-exempt, they have diplomatic immunity, and then if you ever understand that, their whole program's done.
[00:22:15.207 --> 00:22:16.188]  And now that's understood.
[00:22:18.083 --> 00:22:28.931]  But to have Bill Maher come out two weeks ago and say that he hopes for an economic collapse.
[00:22:28.931 --> 00:22:30.892]  They later spun it into a recession.
[00:22:30.892 --> 00:22:33.914]  But economic collapse is what he first said.
[00:22:33.914 --> 00:22:35.756]  Seven million people.
[00:22:35.756 --> 00:22:39.478]  There is a crashing economy is the actual quote.
[00:22:39.478 --> 00:22:44.402]  The major university studies you can look up estimate that seven million people
[00:22:47.847 --> 00:22:53.094]  It's more Jews than died in the Holocaust.
[00:22:53.094 --> 00:22:57.460]  Died during the decade-long Great Depression.
[00:22:57.460 --> 00:22:58.461]  Decade-plus long.
[00:22:58.461 --> 00:23:01.004]  Thirteen-year-long Great Depression in the United States.
[00:23:02.614 --> 00:23:08.215]  Now, just like Venezuela, where they have over a thousand a week dying according to Amnesty International for starvation, they don't call it that.
[00:23:08.215 --> 00:23:10.916]  But you would get sick because you were starving to death.
[00:23:10.916 --> 00:23:13.556]  You look at the old videos, old footage, there's like thousands lined up.
[00:23:13.556 --> 00:23:14.917]  They're like scarecrows.
[00:23:14.917 --> 00:23:16.177]  Little babies are all skinny.
[00:23:16.177 --> 00:23:17.137]  Never seen skinny babies.
[00:23:17.137 --> 00:23:18.717]  They're like wanting some soup.
[00:23:18.717 --> 00:23:20.938]  I mean, the country collapsed.
[00:23:20.938 --> 00:23:23.118]  And the banks engineered it.
[00:23:23.118 --> 00:23:25.799]  Well, Bill Maher is such a monstrous pig.
[00:23:26.803 --> 00:23:28.184]  He always says, I want abortion.
[00:23:28.184 --> 00:23:29.084]  I want death.
[00:23:29.084 --> 00:23:31.526]  Maybe next time we should play that intro promo.
[00:23:31.526 --> 00:23:32.266]  I forget the name of it.
[00:23:32.266 --> 00:23:32.986]  We've got a bunch of them.
[00:23:32.986 --> 00:23:33.927]  It's just Bill Maher.
[00:23:33.927 --> 00:23:34.647]  I want death.
[00:23:34.647 --> 00:23:35.888]  I want abortion.
[00:23:35.888 --> 00:23:37.749]  I want the highways to move quicker.
[00:23:37.749 --> 00:23:38.770]  It's a really nasty video.
[00:23:38.770 --> 00:23:39.350]  I forget the name of it.
[00:23:39.350 --> 00:23:41.371]  We haven't aired it in like a year.
[00:23:41.371 --> 00:23:42.532]  He goes on all the time.
[00:23:42.532 --> 00:23:44.513]  I mean, I know people that know him, have been to dinner with him.
[00:23:44.513 --> 00:23:46.234]  I know women that have dated him in Hollywood.
[00:23:47.216 --> 00:23:49.698]  And they're just like, yeah, Bill Maher's a miserable person.
[00:23:49.698 --> 00:23:53.061]  He'll just sit there at dinner and talk about how much he hates Christians.
[00:23:53.061 --> 00:23:57.164]  And people are like, well, I'm not a Christian, but we just, okay, fine.
[00:23:57.164 --> 00:24:02.168]  Like, you want to have a two-hour dinner with him just saying how much he hates Christians, how much he hates America?
[00:24:02.168 --> 00:24:06.131]  But hell, don't, don't listen to me years ago telling you how many people had dinner with him.
[00:24:12.799 --> 00:24:14.641]  I'm not going to tell the story, I'm going to stop right there.
[00:24:14.641 --> 00:24:29.638]  The point is, is that, because it was told to me in confidence, the issue is he tells you he wants to abort you, he wants you to die, he wants you to go away, he tells you he's a vampire, and he tells you that he wants you poor.
[00:24:29.638 --> 00:24:33.583]  And then you wonder why he wants a depression in this country.
[00:24:35.660 --> 00:24:39.221]  You know, my family in East Texas was well-to-do.
