[00:00:03.741 --> 00:00:08.665]  Defending the Republic from enemies foreign and domestic.
[00:04:14.304 --> 00:04:16.887]  Other than Sean Hannity, Fox & Friends, and Tucker Carlson,
[00:04:18.723 --> 00:04:26.192]  It is a disgusting train wreck of people that aren't stars who've been told by their bosses, you attack Trump or you're gone.
[00:04:26.192 --> 00:04:29.016]  And it's disgusting.
[00:04:29.016 --> 00:04:30.598]  I could care less if Trump was bad.
[00:04:30.598 --> 00:04:32.120]  Attack him all you want.
[00:04:32.120 --> 00:04:33.341]  He's so good.
[00:04:35.418 --> 00:04:37.459]  I don't know what to say at this point.
[00:04:37.459 --> 00:04:40.040]  He talked to Putin yesterday and a bunch of other world leaders.
[00:04:40.040 --> 00:04:41.520]  The British Prime Minister Campbell.
[00:04:41.520 --> 00:04:42.661]  We'll get to that.
[00:04:42.661 --> 00:04:50.683]  We'll get to what's really happened with the big riots and all the Islamists that are flooding in, pissed they can't just come here and have anchor babies for free.
[00:04:50.683 --> 00:04:55.565]  All the pregnant women getting off the airplanes, getting ready to break water or whatever and have us pay for it all.
[00:04:55.565 --> 00:04:57.726]  They're all crapping their pants to cover all that.
[00:04:59.187 --> 00:05:03.491]  Ladies and gentlemen, Alex Jones here on the road with a very important announcement.
[00:05:03.491 --> 00:05:06.775]  Roger Stone's new book is coming out in a couple weeks.
[00:05:06.775 --> 00:05:11.119]  It's exclusively available at pre-order at InfoWarsStore.com.
[00:05:11.119 --> 00:05:15.804]  It's the making of a president, and it breaks down how Trump really got elected, the inside baseball,
[00:05:16.124 --> 00:05:22.090]  The current battles and a blueprint for the future and what Trump and others are really planning to do to restore the Republican prosperity.
[00:05:22.090 --> 00:05:25.933]  The bottom line, this is the book that got Roger Stone poisoned with polonium.
[00:05:25.933 --> 00:05:31.879]  It breaks down what really happened with the Russians and so much more and it supports him and it supports Infowars and our whole operation.
[00:05:32.279 --> 00:05:37.082]  So it's essential that this book go to the top of the charts in the political area, if not the very top of the charts.
[00:05:37.082 --> 00:05:40.024]  Joe Biden has come out and said world government is collapsing.
[00:05:40.024 --> 00:05:41.525]  They're in full crisis mode.
[00:05:41.525 --> 00:05:43.066]  Nationalist movements are exploding.
[00:05:43.066 --> 00:05:45.168]  Everybody needs to go pre-order.
[00:05:45.168 --> 00:05:47.489]  So you get it first at Infowarsstore.com.
[00:05:47.489 --> 00:05:49.671]  The Making of a President by Roger Stone.
[00:05:49.671 --> 00:05:52.873]  I'm Alex Jones, jumping on an airplane to go to the inaugural event with Trump.
[00:05:52.873 --> 00:05:58.357]  Pray for us and please continue to support the operation and get his book now so you're the first to have it shipped to you.
[00:06:04.403 --> 00:06:10.925]  Fear is the passion of slaves, and this man knows no fear.
[00:06:10.925 --> 00:06:13.905]  He is Alex Jones.
[00:06:13.905 --> 00:06:18.027]  Now you can tell out of the hundreds of liners we have that I didn't write that one.
[00:06:18.027 --> 00:06:20.807]  Alex Jones is King Kong on steroids.
[00:06:20.807 --> 00:06:22.968]  Alex Jones can do anything.
[00:06:22.968 --> 00:06:24.208]  No, I fear failure.
[00:06:24.208 --> 00:06:27.089]  I fear the globalists having success over humanity.
[00:06:28.469 --> 00:06:30.150]  I fear that I'm not doing enough to fight them.
[00:06:30.150 --> 00:06:43.814]  That's why I'm pretty much up here seven days a week when I'm out with my family fighting the globalists, because they're so easy to defeat when we simply stand up against them, when we simply block their agendas.
[00:06:43.814 --> 00:06:50.036]  First off, the traitorous, fake news, corporate-owned, globalist-owned media is lying about Trump's orders.
[00:06:50.036 --> 00:06:52.377]  We have a giant development
[00:06:54.121 --> 00:07:08.432]  Where it's admitted that Trump only reissued an order that Obama put in in 2013 for a limited time on a travel ban when they knew a bunch of terrorists were getting on airplanes.
[00:07:08.432 --> 00:07:20.021]  So the big trolling of the media is they're all running around freaking out, pulling their hair out, going crazy because he's put a temporary ban on six countries and Obama
[00:07:21.357 --> 00:07:29.321]  Three and a half years ago, did the exact, precise thing, bigger than Dallas.
[00:07:29.321 --> 00:07:30.722]  Wow.
[00:07:30.722 --> 00:07:37.266]  By the way, there's a ban to most of those Muslim countries on Christians coming in, or Jews, or agnostics.
[00:07:37.266 --> 00:07:41.248]  Try going topless in more than 14 Muslim countries.
[00:07:41.248 --> 00:07:43.650]  They will cane you and torture you.
[00:07:43.650 --> 00:07:45.771]  And the second offense, they will kill you.
[00:07:47.005 --> 00:08:00.831]  But I saw a video from the Women's March last week here in Austin and in D.C., where I was, of topless women chanting Allah Akbar.
[00:08:00.831 --> 00:08:02.572]  Even the Herald Sun in Australia gets it right.
[00:08:02.572 --> 00:08:07.274]  Muslim ban hypocrisy left quiet when Obama also halts visas.
[00:08:07.274 --> 00:08:09.255]  This is crazy!
[00:08:09.255 --> 00:08:12.717]  But Trump is so smart, and I didn't pick up on this until today,
[00:08:14.218 --> 00:08:19.481]  He issued, I'm going to show TV viewers, radio listeners, I'll break it down and give you the executive order numbers in a moment.
[00:08:19.481 --> 00:08:25.444]  He issued the exact text that Obama issued in 2013!
[00:08:25.444 --> 00:08:29.947]  He just changed the signature!
[00:08:29.947 --> 00:08:36.651]  Knowing they would conniption fit and have corrupt pedophile Hollywood
[00:08:37.759 --> 00:08:40.621]  Come out and bitch and complain about it and freak out.
[00:08:40.621 --> 00:08:48.226]  Now, some of the customs officials did overextend it a bit in their hastiness to even stop folks that had green cards coming in.
[00:08:48.226 --> 00:08:49.747]  No, Trump clarified them.
[00:08:49.747 --> 00:08:51.248]  He went, oh, a debacle.
[00:08:51.248 --> 00:08:52.349]  He's defeated.
[00:08:52.349 --> 00:08:54.110]  He's been discredited.
[00:08:54.110 --> 00:08:57.312]  He backed off on his own plan within two days.
[00:08:57.312 --> 00:08:59.734]  No, there was a little bit of the language.
[00:08:59.734 --> 00:09:01.215]  It was Obama's language.
[00:09:01.215 --> 00:09:03.537]  So he clarified that.
[00:09:03.537 --> 00:09:06.379]  So again, this is just
[00:09:07.401 --> 00:09:09.903]  Craziness to watch all this unfold.
[00:09:09.903 --> 00:09:10.964]  We're going to break that down.
[00:09:10.964 --> 00:09:13.687]  We're going to break down the new mantra.
[00:09:13.687 --> 00:09:23.136]  The IMF, the World Bank, the Central Banks of Europe, the private Federal Reserve here are all announcing they want to raise interest rates to kill the Trump rally.
[00:09:24.696 --> 00:09:42.907]  And 2.2 trillion out of the stock market, and all these factories coming back, and optimism, and restaurants being full again, and suddenly all sorts of purchasing of textiles is up, and people are having optimism, and they're going out and getting loans for homes, and, oh, no, no, no, we can't do that because Trump's a racist.
[00:09:44.204 --> 00:09:45.865]  A recession is overdue.
[00:09:45.865 --> 00:09:47.826]  Here's what will trigger it.
[00:09:47.826 --> 00:09:48.366]  NBC.
[00:09:48.366 --> 00:09:50.127]  Oh, here's another headline.
[00:09:50.127 --> 00:09:55.189]  Trump will preside over the next recession, strategist says.
[00:09:55.189 --> 00:10:01.272]  I mean, without looking, you type in Trump recession, you get thousands of articles the last week.
[00:10:01.272 --> 00:10:03.373]  Oh, the Trump recession's here.
[00:10:03.373 --> 00:10:05.354]  Doom and gloom.
[00:10:05.354 --> 00:10:07.315]  Oh my gosh.
[00:10:07.315 --> 00:10:11.657]  IMF, the Donald Trump boom is a bit of this and a bit of that for the US economy.
[00:10:16.331 --> 00:10:17.972]  So we're going to be breaking all of this down.
[00:10:17.972 --> 00:10:19.532]  We're going to look at some of the big positive things.
[00:10:19.532 --> 00:10:23.593]  In fact, let's look at some of the promises delivered.
[00:10:23.593 --> 00:10:30.656]  There's been so many that I don't know where to start, but the latest today was another order, another executive order.
[00:10:30.656 --> 00:10:31.896]  Seven days a week you get this.
[00:10:31.896 --> 00:10:33.716]  I guess this is day nine.
[00:10:33.716 --> 00:10:35.577]  It's not quite over yet.
[00:10:35.577 --> 00:10:38.178]  A lifetime ban on foreign lobbying.
[00:10:39.701 --> 00:10:41.642]  Working for foreign governments, there should always be a ban on that.
[00:10:41.642 --> 00:10:43.442]  There's always a ban on the Constitution.
[00:10:43.442 --> 00:10:44.263]  That's reissued.
[00:10:44.263 --> 00:10:46.684]  And a five-year on anybody that works in the government.
[00:10:46.684 --> 00:10:47.904]  Totally reasonable.
[00:10:47.904 --> 00:10:53.186]  And NBC has to admit Donald Trump, President Donald Trump, they hate that president.
[00:10:53.186 --> 00:10:53.807]  Couldn't happen.
[00:10:53.807 --> 00:10:55.127]  Impossible.
[00:10:55.127 --> 00:10:56.348]  Because they control the news.
[00:10:56.348 --> 00:10:57.028]  They're the fake news.
[00:10:58.186 --> 00:11:07.773]  President Donald Trump acted to fulfill a key portion of his pledge to drain the swamp in Washington, banning administration officials from ever lobbying the U.S.
[00:11:07.773 --> 00:11:12.757]  on behalf of foreign governments and imposing a separate five-year ban on other lobbying.
[00:11:12.757 --> 00:11:20.403]  But there's the headline, President Donald Trump acted Saturday to fulfill a key portion of his pledge.
[00:11:20.403 --> 00:11:25.207]  Remember we had about a month ago creeping around
[00:11:27.662 --> 00:11:30.403]  Newt Gingrich saying, oh, he's not going to drain the swamp.
[00:11:30.403 --> 00:11:31.343]  He's not going to ban lobbyists.
[00:11:31.343 --> 00:11:32.183]  Don't worry.
[00:11:32.183 --> 00:11:33.423]  Really, you little lobbyists?
[00:11:33.423 --> 00:11:34.864]  What happened?
[00:11:34.864 --> 00:11:37.124]  Your days of screwing everybody over are over.
[00:11:37.124 --> 00:11:39.185]  Your jobs are over.
[00:11:39.185 --> 00:11:44.426]  Like Trump said, a lot of people here in this room are going to have jobs after this when he signed it.
[00:11:44.426 --> 00:11:47.987]  Yesterday went into effect today for Monday.
[00:11:47.987 --> 00:11:52.448]  Let's play a clip here from NBC, who actually was telling the truth here for once.
[00:11:52.448 --> 00:11:54.389]  Well, he is fulfilling a pledge.
[00:11:55.799 --> 00:11:59.581]  That's the first thing he started doing with Pence, was just anybody that had been in his campaign.
[00:11:59.581 --> 00:12:02.542]  He said, I'm sorry, you helped us get elected, but you're a lobbyist.
[00:12:02.542 --> 00:12:03.562]  Bye-bye.
[00:12:03.562 --> 00:12:04.423]  He doesn't need the money.
[00:12:04.423 --> 00:12:05.303]  He doesn't want the money.
[00:12:05.303 --> 00:12:10.065]  He isn't even talking to all these interests that are promising him all these jobs and all these things later.
[00:12:10.065 --> 00:12:13.647]  He spent hundreds of millions of his own money to get elected.
[00:12:13.647 --> 00:12:15.948]  And I tell the truth, folks.
[00:12:15.948 --> 00:12:16.888]  And Trump's delivering.
[00:12:16.888 --> 00:12:18.068]  So here it is.
[00:12:18.068 --> 00:12:20.630]  Trump sets five-year and lifetime lobbying ban.
[00:12:20.630 --> 00:12:20.950]  NBC.
[00:12:22.031 --> 00:12:26.374]  So this is a five-year lobbying ban.
[00:12:26.374 --> 00:12:38.344]  And this is all of the people, most of the people standing behind me will not be able to go to work or do anything adverse to our wonderful country.
[00:12:38.344 --> 00:12:39.945]  Okay, five-year ban.
[00:12:39.945 --> 00:12:43.107]  It's a two-year ban now and it's got full of loopholes.
[00:12:43.107 --> 00:12:45.789]  This is a five-year ban.
[00:12:45.789 --> 00:12:49.952]  So you have one last chance to get out.
[00:12:49.952 --> 00:12:51.614]  Good, I had a feeling you were going to say that.
[00:12:59.622 --> 00:13:07.904]  This was something the five-year ban that I've been talking about a lot on the campaign trail and we are now putting it into effect.
[00:13:07.904 --> 00:13:13.925]  They've had all these handwriting analysis people look at a signature they say, somebody you can trust, somebody that's into stability.
[00:13:13.925 --> 00:13:16.786]  Notice it's like a expansion bridge like the Golden Gate.
[00:13:16.786 --> 00:13:21.587]  It's three spikes, three pinnacles with just a perfect road across it.
[00:13:21.587 --> 00:13:23.747]  Again, Trump obsessed with actually delivering.
[00:13:23.747 --> 00:13:26.148]  The organization of the National Security Council.
[00:13:26.148 --> 00:13:26.968]  On what he says he'll do.
[00:13:28.539 --> 00:13:33.663]  Security Council, you know pretty much what it represents a lot.
[00:13:33.663 --> 00:13:35.784]  But more than that, it's a trifecta.
[00:13:35.784 --> 00:13:39.807]  He has the legislative, the executive, and the judicial.
[00:13:39.807 --> 00:13:40.928]  The trifecta.
[00:13:40.928 --> 00:13:43.369]  And his signature is a trifecta.
[00:13:43.369 --> 00:13:47.752]  This gets more insane by the moment.
[00:13:47.752 --> 00:13:51.595]  The trifecta signature.
[00:13:51.595 --> 00:13:54.057]  Boom.
[00:13:54.057 --> 00:13:54.257]  Boom.
[00:13:56.690 --> 00:14:04.134]  Meanwhile, the enemy is in complete insane asylum meltdown, and coming up in the next segment... How long is the next segment?
[00:14:04.134 --> 00:14:07.136]  Do I have enough time to play that special report?
[00:14:07.136 --> 00:14:09.077]  I do.
[00:14:09.077 --> 00:14:14.020]  Coming up in the next segment, I'm going to play Rob Dew's special report.
[00:14:14.020 --> 00:14:19.944]  I'm going to premiere it here on the radio slash TV, and I'm going to go over the facts after that.
[00:14:21.004 --> 00:14:22.705]  That it's worse than we said.
[00:14:22.705 --> 00:14:24.046]  I've added the numbers together.
[00:14:24.046 --> 00:14:26.227]  Conservatively, 7 million.
[00:14:26.227 --> 00:14:34.231]  On the high end, 14 million illegals and dead people voted in previous elections and even more in this one.
[00:14:34.231 --> 00:14:44.876]  And the Democrats put out strategy papers a year ago saying, don't worry, we're going to win because of the electoral college just counts the general population.
[00:14:46.775 --> 00:14:48.996]  It just counts who's in the state.
[00:14:48.996 --> 00:14:55.097]  So then you get numbers for voters, not just for who votes, but for whoever's in the state is counted as votes.
[00:14:55.097 --> 00:14:56.918]  That's what's so fair about the Electoral College.
[00:14:56.918 --> 00:14:58.538]  It just counts population.
[00:14:58.538 --> 00:15:01.919]  And even if you don't vote, you're still getting represented.
[00:15:01.919 --> 00:15:09.361]  And so in the system where you win or lose, Hillary totally rigged it and bragged, we have the Electoral College because of New York.
[00:15:10.868 --> 00:15:24.151]  Florida, California, and other states where Democrats have been dominating recently, they said, we're going to be invincible because we have such a higher number in the Electoral College because illegals are counted in the census.
[00:15:24.151 --> 00:15:30.613]  And Politico, the Associated Press, and others a year and a half ago, a year ago, have the articles on Ashanti admitted that.
[00:15:30.613 --> 00:15:35.714]  And so we're talking about, you add people voting illegally in this together, it's like at least 10 million.
[00:15:36.314 --> 00:15:37.274]  It could be $14 million.
[00:15:37.274 --> 00:15:38.455]  The low is $7 million.
[00:15:38.455 --> 00:15:41.936]  So his number of $3 million is very reasonable.
[00:15:41.936 --> 00:15:45.078]  And then I've got all these studies that haven't even been in the news.
[00:15:45.078 --> 00:15:48.659]  They're talking about Pew, trying to discredit that when it's one of the most credible groups out there.
[00:15:48.659 --> 00:15:50.600]  The problem is Pew gets government funding.
[00:15:50.600 --> 00:15:52.301]  They're really threatening them right now.
[00:15:52.301 --> 00:15:53.522]  But Trump's about to clean that out.
[00:15:53.522 --> 00:15:55.863]  So the dawn is coming, it looks like.
[00:15:55.863 --> 00:15:56.483]  So stay with us.
[00:15:58.286 --> 00:16:01.489]  A clean, toxic-free body is the foundation of true health.
[00:16:01.489 --> 00:16:03.831]  Deep Cleanse by InfoWarsLife.com.
[00:16:03.831 --> 00:16:10.857]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:16:10.857 --> 00:16:16.181]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:16:16.181 --> 00:16:25.169]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[00:16:25.589 --> 00:16:34.457]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:16:34.457 --> 00:16:41.563]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spike G-Rex herbal processing technique.
[00:16:41.563 --> 00:16:46.948]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you the best.
[00:16:47.068 --> 00:16:54.431]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extractors.
[00:17:13.598 --> 00:17:18.660]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:17:18.660 --> 00:17:21.220]  It helps balance the thyroid gland.
[00:17:21.220 --> 00:17:22.941]  It helps detoxify.
[00:17:22.941 --> 00:17:25.822]  Selenium is another one of those absolute must-haves.
[00:17:25.822 --> 00:17:30.583]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:17:30.583 --> 00:17:36.865]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[00:17:36.865 --> 00:17:42.187]  So it really is an all-around nutrient that everybody really needs.
[00:17:42.187 --> 00:17:42.947]  I'm taking it now.
[00:17:43.887 --> 00:17:44.889]  This is so key.
[00:17:44.889 --> 00:17:47.452]  BioTrue Selenium is the product.
[00:17:47.452 --> 00:17:49.214]  The best selenium that we could bring you.
[00:17:49.214 --> 00:17:51.436]  We believe it's the best out there at a very, very low price.
[00:17:51.436 --> 00:17:54.900]  Exclusively available at Infowarslive.com or by calling toll-free 888-253-3139.
[00:17:58.737 --> 00:18:00.618]  It's not just our water we need to filter.
[00:18:00.618 --> 00:18:02.639]  It's not just our food that needs to be cleaned.
[00:18:02.639 --> 00:18:05.560]  It's the air we're breathing, especially for our children.
[00:18:05.560 --> 00:18:11.623]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[00:18:11.623 --> 00:18:20.807]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breathe.
[00:18:20.807 --> 00:18:24.089]  Whether it's your home or office, you owe it to yourself, your co-workers,
[00:18:24.329 --> 00:18:28.334]  Your family, your children, do the best job you can to purify your air.
[00:18:28.334 --> 00:18:36.363]  The elite are masters at poisoning our environment, while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[00:18:36.363 --> 00:18:37.345]  The general public doesn't.
[00:18:38.545 --> 00:18:42.489]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[00:18:42.489 --> 00:18:46.053]  One of these systems can keep 800 square feet incredibly clean.
[00:18:46.053 --> 00:18:52.779]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[00:18:52.779 --> 00:18:56.863]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[00:18:59.594 --> 00:19:01.175]  This is Alex Jones.
[00:19:01.175 --> 00:19:06.337]  I want to tell you about a way to save a lot of money on one of the best new off-the-grid products of 2017.
[00:19:06.337 --> 00:19:09.619]  And seriously, I really think everyone should have one of these.
[00:19:09.619 --> 00:19:15.422]  I'm talking about the PPX solar generator system from our friends at Solutions from Science, one of our oldest sponsors.
[00:19:15.422 --> 00:19:21.125]  The PPX is so small you can put it in your pocket, but so powerful you can run some 110 appliances at your house.
[00:19:21.565 --> 00:19:24.528]  Like a small refrigerator, so you can keep food from spoiling.
[00:19:24.528 --> 00:19:30.094]  Plus, you can take it with you to jump-start cars, trucks, buses, 18-wheelers, heavy equipment, even airplanes.
[00:19:30.094 --> 00:19:37.121]  The system provides an endless supply of off-the-grid electricity, allowing you to create your own private power grid, literally anywhere in the world.
[00:19:37.121 --> 00:19:41.686]  Perfect for cabins, remote locations, anytime you need to get off the grid for a while.
[00:19:41.926 --> 00:19:45.227]  Go to PrivatePowerGrid.com to watch this thing in action.
[00:19:45.227 --> 00:19:47.328]  That's PrivatePowerGrid.com.
[00:19:47.328 --> 00:19:53.049]  Even better, use coupon code PRIVATE at checkout and get a second PPX energy unit for free.
[00:19:53.049 --> 00:19:55.470]  Check it out at PrivatePowerGrid.com.
[00:19:55.470 --> 00:20:02.712]  That's PrivatePowerGrid.com.
[00:20:02.712 --> 00:20:05.393]  You're listening to the Alex Jones Show.
[00:20:10.310 --> 00:20:15.327]  From the front lines of the Information War, it's Alex Jones!
[00:20:18.806 --> 00:20:20.907]  So here's the bottom line.
[00:20:20.907 --> 00:20:26.429]  Select multinational corporations, not all of them, set out to establish a world government.
[00:20:26.429 --> 00:20:34.851]  They wrote thousands of books, tens of thousands of white papers, spent hundreds of billions of dollars of taxpayer money conservatively to try to set this plan up.
[00:20:34.851 --> 00:20:37.232]  The big robber barons that control the U.S.
[00:20:37.232 --> 00:20:42.714]  at the start of the last century developed this program of what was left of the British Empire.
[00:20:42.714 --> 00:20:45.115]  And now that program kind of ran on by itself.
[00:20:46.448 --> 00:20:51.071]  It was doing horrible things, was arrogant, was delusional, believed it was invincible.
[00:20:51.071 --> 00:20:56.535]  Mainly because most of the people that were running it had been given it via hereditary title.
[00:20:56.535 --> 00:20:58.537]  They weren't actually hard-working good people.
[00:20:58.537 --> 00:20:59.197]  They were decadent.
[00:20:59.197 --> 00:21:00.538]  They were disconnected.
[00:21:00.538 --> 00:21:03.841]  A lot of their mid-level people were patriots, didn't like what was happening.
[00:21:03.841 --> 00:21:05.142]  We built the movement.
[00:21:05.142 --> 00:21:08.204]  Liberty Movement built a major defense against it.
[00:21:08.204 --> 00:21:08.985]  It blew up in their face.
[00:21:09.765 --> 00:21:20.348]  Now they're hoping to basically overrun first world countries with third world populations who they can convert to globalism and then basically vote to take the rights of the indigenous populations.
[00:21:20.348 --> 00:21:23.388]  But instead we're actually going to reach out to those people and educate them.
[00:21:23.388 --> 00:21:35.632]  Now, Rob Dew has done a special report detailing the fact that Donald Trump is totally correct about systemic election fraud by organizing retail voter fraud and Donald Trump is completely right.
[00:21:35.632 --> 00:21:37.152]  Here is that special report.
[00:21:38.442 --> 00:21:39.922]  The president does believe that.
[00:21:39.922 --> 00:21:40.902]  He has stated that before.
[00:21:40.902 --> 00:21:46.184]  I think he stated his concerns of voter fraud and people voting illegally during the campaign.
[00:21:46.184 --> 00:21:51.025]  And he continues to maintain that belief based on studies and evidence that people have presented to him.
[00:21:51.025 --> 00:21:55.205]  Our role is to be watchdogs, and we have to provide that kind of accountability.
[00:21:55.205 --> 00:22:03.227]  And I think when a president or anybody else says something that is empirically false, then one has to call him out on it.
[00:22:03.527 --> 00:22:05.509]  My name is Brittany Foreman.
[00:22:05.509 --> 00:22:12.014]  I work in the 52nd Ward, the 15th Division, and today I witnessed voter fraud.
[00:22:12.014 --> 00:22:16.437]  It's tough to call the President of the United States a liar, because you want to respect the office.
[00:22:16.437 --> 00:22:18.799]  But, um, I think it does a disservice.
[00:22:18.799 --> 00:22:20.100]  Yeah, there's no fraud, Lemon.
[00:22:20.100 --> 00:22:23.863]  And even to the President, and even to, you know, journalists.
[00:22:23.863 --> 00:22:24.404]  Not to call.
[00:22:25.635 --> 00:22:27.217]  Call it what it is, and it is a lie.
[00:22:27.217 --> 00:22:33.883]  Election judges confirmed there were issues with two of the eight automated voting machines in the Clinton Township building.
[00:22:33.883 --> 00:22:37.707]  Most of the issues stemmed from people trying to vote straight party ticket.
[00:22:37.707 --> 00:22:47.597]  However, a number of voters told me that specifically they wanted to vote for the Republican Donald Trump, only to see their votes switched before their eyes to the Democrat Hillary Clinton.
[00:22:48.217 --> 00:22:51.682]  Because he's trying to legitimize his election?
