[00:00.000 --> 00:05.000]  Everyone thinks so but I would never say it.
[03:32.000 --> 03:38.000]  But right at the 11th hour, nationalists all over the world,
[03:38.000 --> 03:42.000]  buoyed by populations that had been hearing about this global government coming for decades
[03:42.000 --> 03:50.000]  and exactly how it would execute, realize that they'd been warned and that it was all real and they took action.
[03:50.000 --> 03:56.000]  So if you read the Financial Times of London, if you read any of the established publications,
[03:56.000 --> 04:00.000]  they say, quote, give me the Conrad Black, former steering member of the Bilderberg Group,
[04:00.000 --> 04:05.000]  he was on Canadian TV just yesterday.
[04:05.000 --> 04:11.000]  And they said world government's dead, world government's a fraud, nation states are rising,
[04:11.000 --> 04:17.000]  but the left is planning to savage the economies and start class-based wars.
[04:17.000 --> 04:24.000]  So we're winning, but we're not out of the woods by a long shot.
[04:24.000 --> 04:34.000]  Alexandra Cortez beat the 10-term Democrat establishment individual that I could care less about.
[04:34.000 --> 04:36.000]  He did all his race-baiting and anti-white crap as well.
[04:36.000 --> 04:38.000]  He apologized for being white.
[04:38.000 --> 04:42.000]  And she won in a landslide to primary because of quotes like this.
[04:42.000 --> 04:47.000]  Moreover, this is officially put up by her, not only is this about gender and race, this is about class.
[04:47.000 --> 04:49.000]  Communist is what she is.
[04:49.000 --> 04:51.000]  She's a communist, not a Democratic socialist.
[04:51.000 --> 04:53.000]  And so she'll take us the way of Venezuela.
[04:53.000 --> 04:55.000]  But this is the Democrat's answer.
[04:55.000 --> 05:00.000]  It's revolution, martial law.
[05:00.000 --> 05:07.000]  Nourish a probiotic-friendly environment in your gut with prebiotic fiber by Infowars Life.
[05:07.000 --> 05:15.000]  Help the good bacteria thrive and support overall digestive health with our specially formulated prebiotic fiber,
[05:15.000 --> 05:20.000]  a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[05:20.000 --> 05:26.000]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria,
[05:26.000 --> 05:31.000]  which helps you digest food, absorb nutrients, and even support your immune system.
[05:31.000 --> 05:38.000]  Infowars Life's cutting-edge formula only brings you the highest quality, organic, and clinically studied ingredients.
[05:38.000 --> 05:43.000]  Cheap prebiotic fibers are used up only at the beginning of the colon,
[05:43.000 --> 05:53.000]  but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[05:53.000 --> 06:02.000]  Head to InfowarsLife.com or call 1-888-253-3139.
[06:23.000 --> 06:29.000]  This ad dropped last night officially by the Grand Old Party, the GOP.
[06:29.000 --> 06:42.000]  You can officially now say that the libertarian nationalist populist free market renaissance is now taking near full control of the Republican Party
[06:42.000 --> 06:51.000]  to the abject horror of the Democrats funded by their billionaire and trillion-dollar companies that are tax exempt.
[06:51.000 --> 06:55.000]  But they are going to strike back, and now it's mainstream headlines everywhere.
[06:55.000 --> 07:05.000]  Revolution, Civil War, Democrats in Texas, call for firebombing Stephen Crowder.
[07:05.000 --> 07:08.000]  They call for the deaths of the Trump family.
[07:08.000 --> 07:17.000]  They mean business, and they've swallowed up hundreds of countries and killed hundreds of millions of people
[07:17.000 --> 07:25.000]  with their little left-hand-path Jacobin proto-communist system, and they're not giving up.
[07:25.000 --> 07:33.000]  Because just like we've mainlined how the world really works, there's globalism, there's offshore tax-exempt banks
[07:33.000 --> 07:40.000]  that fund socialism in your country and communism in your country, collectivism, progressivism to control you, to domesticate you,
[07:40.000 --> 07:46.000]  to create unified, vertically integrated markets they control as monopoly men.
[07:46.000 --> 07:52.000]  Just as we've exposed that and have our counter-strike against the globalist takeover happening in dozens of countries right now
[07:52.000 --> 08:01.000]  as populism and nationalism awakens, the globalists are betting on demographically brainwashing the 93% of people on the planet
[08:01.000 --> 08:09.000]  that aren't white, that whites are evil, whites are bad, and have class struggle mixed with race war
[08:09.000 --> 08:18.000]  to take over the West, conquer the West, and then redistribute wealth when it's the very same system the globalists used in their countries
[08:18.000 --> 08:20.000]  to bring them down to control them.
[08:20.000 --> 08:26.000]  More than 20 now-therb world countries like Venezuela, Argentina, where as wealthy as the US until they went under socialism,
[08:26.000 --> 08:35.000]  now they are hellholes beyond what Trump called Haiti a s-you-know-what-hold.
[08:35.000 --> 08:41.000]  Those are sewage running down the streets is where you get that term. A hellhole is where hundreds of thousands of people starved to death
[08:41.000 --> 08:45.000]  or get murdered every year, and Latin America is collapsing, Africa is collapsing,
[08:45.000 --> 08:52.000]  many areas of Asia are collapsing, anywhere they've got Islamic systems or socialism or communism in.
[08:52.000 --> 09:06.000]  And so their answer is a revolution against the Renaissance, but the GOP, as many have said, have now gone to puberty,
[09:06.000 --> 09:12.000]  and the testes have dropped, just a medical situation here.
[09:12.000 --> 09:18.000]  And so that's why the globalists are so upset they realize the sleeping giant was sleeping, it wasn't intimidated.
[09:18.000 --> 09:22.000]  So the sleeping giant just went into puberty.
[09:22.000 --> 09:27.000]  So the New World Order is in deep, deep trouble. The video is on infowars.com, you can get it out everywhere.
[09:27.000 --> 09:31.000]  I'm going to retweet it at Real Alex Jones right now. Please retweet that, guys.
[09:31.000 --> 09:40.000]  The GOP's WAVOS just dropped, must-see video, shows the left's build-up towards blood in the streets, burn baby burn,
[09:40.000 --> 09:47.000]  revolution or death, as they all fight to get in the US and turn it into what they just left.
[09:47.000 --> 09:52.000]  And as the big billionaires sit back laughing, financing it all, it's not going to work, Bezos.
[09:52.000 --> 09:57.000]  It's not going to work, Bill Gates. It's not going to work, Tim Cook.
[09:57.000 --> 10:01.000]  You guys are monsters.
[10:01.000 --> 10:08.000]  It's not going to work, James Brown with a wig.
[10:08.000 --> 10:14.000]  So here is the new GOP. You think it's infowars, but it's not.
[10:14.000 --> 10:21.000]  And our plan has always been to make ourselves obsolescent because we're the big, mighty oak that grows and drops the acres.
[10:21.000 --> 10:23.000]  And one day there's a big forest there.
[10:23.000 --> 10:29.000]  And one day lightning strikes the old oak, burns in the ground and produces nitrogen for all the little baby trees.
[10:29.000 --> 10:31.000]  And so goes on the cycle forever.
[10:31.000 --> 10:38.000]  But we're far from the big wind, but we're getting into the territory where if we could completely turn this around,
[10:38.000 --> 10:41.000]  we're going to the next level, life extension, everything. It's really amazing.
[10:41.000 --> 10:47.000]  But there is the specter of collectivism that can't even produce running water or electricity or automobiles.
[10:47.000 --> 10:51.000]  They haven't had toilet paper for five years in Venezuela.
[10:51.000 --> 10:53.000]  Most areas don't have electricity now.
[10:53.000 --> 10:58.000]  50 years ago, Venezuela was as rich as the U.S. per capita.
[10:58.000 --> 11:04.000]  Not anymore. They since ate their dogs and cats years ago.
[11:04.000 --> 11:09.000]  Over a thousand starved death a week, but that's illegal to say it.
[11:09.000 --> 11:16.000]  It's so terrible, people will take 2,000 mile treks to El Norte to get up here around the evil, vicious gringo.
[11:16.000 --> 11:22.000]  And the evil, vicious what's left of capitalism that Trump's desperately trying to refire.
[11:22.000 --> 11:24.000]  He's trying to get the engine going. He's almost got it going.
[11:24.000 --> 11:26.000]  And they're throwing monkey wrenches at everything.
[11:26.000 --> 11:30.000]  No, no, no, don't do that because they want to crash the economy.
[11:30.000 --> 11:34.000]  It's a communist program called Cloward and Piven.
[11:34.000 --> 11:38.000]  That's just one enunciation of it.
[11:38.000 --> 11:41.000]  That's just one pronunciation. That's one system.
[11:41.000 --> 11:46.000]  It's Bill Maher saying, I'm $100 million in the in the black.
[11:46.000 --> 11:51.000]  You, I want you to be in a crash to teach you to teach you.
[11:51.000 --> 11:54.000]  That's the essence of feudalism.
[11:54.000 --> 11:57.000]  You don't think they couldn't have Latin America be prosperous.
[11:57.000 --> 12:00.000]  They want it corrupt. They want it dumbed down.
[12:00.000 --> 12:03.000]  They want it that way. That's how you manage people.
[12:03.000 --> 12:05.000]  That's what the WikiLeaks talks about.
[12:05.000 --> 12:13.000]  Two documents came out today of John McCain working with the IRS to persecute Christians and veterans groups and gun groups.
[12:13.000 --> 12:20.000]  And then the Republicans lied to Trump and got him to appoint the guy running it for the Democrats to the head of the operation to keep doing it.
[12:20.000 --> 12:23.000]  He'll be gone now.
[12:23.000 --> 12:30.000]  And that's why we've been tasked to continue to ferret in to who is not loyal to America and the president.
[12:30.000 --> 12:36.000]  The president says he cannot obviously be aware of it all and he thanks us for bringing this to his attention and judicial watching others.
[12:36.000 --> 12:41.000]  But we've all been tasked. I'll just tell you, maybe I should just read off the list of what we've been tasked for.
[12:41.000 --> 12:44.000]  I don't think George Soros wants you to know what we've been tasked for.
[12:44.000 --> 12:46.000]  Would you like me to read what we've been tasked for?
[12:46.000 --> 12:50.000]  Here, would you like me to read from somebody you might have heard of?
[12:50.000 --> 12:55.000]  Would you like me to read what the tasking is?
[12:55.000 --> 12:59.000]  Maybe I should just read this for everybody here on air.
[12:59.000 --> 13:06.000]  Because that's what it comes down to.
[13:06.000 --> 13:11.000]  There's a lot going on, ladies and gentlemen.
[13:11.000 --> 13:20.000]  You know, maybe I just won't read this, but the whole point is that it's our job to take on topics others won't.
[13:20.000 --> 13:29.000]  That will help the cause in the longer term to save the republic, to save free market and to bring hope to the people again in unity.
[13:29.000 --> 13:40.000]  Expose the frauds and hacks of the administration to undermine the boss.
[13:40.000 --> 13:42.000]  And some other things I'm not going to say on air.
[13:42.000 --> 13:46.000]  But the point is, we're really trying to save the country and the world.
[13:46.000 --> 13:49.000]  We're really trying to deploy the advanced technologies that have been suppressed.
[13:49.000 --> 13:51.000]  The globalists don't want anybody having that.
[13:51.000 --> 13:59.000]  You've got these poor, starving, desperate, dumbed-down third-world masses that are going to set to double again in just the next 10, 15 years.
[13:59.000 --> 14:03.000]  And they are all being taught by globalist-owned media, come to the north, take it over.
[14:03.000 --> 14:07.000]  It's all there. Everything's free. Come, come, come.
[14:07.000 --> 14:13.000]  There are more Chinese women coming in than all Mexicans can bind every month to have their babies for free.
[14:13.000 --> 14:18.000]  Everything for free. It's all been designed. It's all been set up.
[14:18.000 --> 14:20.000]  It's all been ready.
[14:20.000 --> 14:28.000]  And now the Democrats, funded by the globalists, are in a worldwide war to bring down Europe, bring down Australia, bring down the U.K., bring down the U.S.
[14:28.000 --> 14:30.000]  So there's nowhere to run in the end.
[14:30.000 --> 14:39.000]  It's just collapsed poor people everywhere with high-tech corporate city-states, tax-exempt above the law, heavily armored.
[14:39.000 --> 14:42.000]  That is their plan. That is their official goal.
[14:42.000 --> 14:45.000]  But their world government is now in crisis.
[14:45.000 --> 14:49.000]  Because people understand. Here's the GOP ad.
[14:49.000 --> 14:59.000]  A few years ago, ideas that we talked about were thought to be fringe ideas, radical ideas, extremist ideas.
[14:59.000 --> 15:02.000]  Those ideas are now mainstream.
[15:02.000 --> 15:06.000]  I just don't even know why there aren't uprisings all over the country.
[15:06.000 --> 15:17.000]  If you see anybody from that cabinet in a restaurant, in a department store, in a gasoline station, you get out and you create a crowd.
[15:17.000 --> 15:25.000]  And you push back on them. And you tell them they're not welcome anymore, anywhere.
[15:25.000 --> 15:29.000]  Do something about your dad's immigration practices, you feckless c***.
[15:29.000 --> 15:33.000]  What's Uncle Tom but for white women who disappoint other white women?
[15:33.000 --> 15:38.000]  One way you get rid of Trump is a crashing economy. So please, bring on the recession.
[15:38.000 --> 15:42.000]  When was the last time an actor assassinated a pregnant woman?
[15:42.000 --> 15:53.000]  I have thought an awful lot about blowing up the White House.
[15:53.000 --> 15:59.000]  What's the unifying thing you see there? All a bunch of washed up losers the past. Failures.
[15:59.000 --> 16:03.000]  I tried other brands, but I came back to my sunshine.
[16:03.000 --> 16:07.000]  For the best hot or cold pain relief, get the best. Get a Sunny Bay heating pad.
[16:07.000 --> 16:12.000]  Sometimes life can be a pain in the neck, or back, or shoulder.
[16:12.000 --> 16:16.000]  And the best relief for that pain is a Sunny Bay heating pad.
[16:16.000 --> 16:22.000]  Did you know that the American College of Physicians said that one of the best ways to treat muscle pain is heat therapy?
[16:22.000 --> 16:31.000]  Sunny Bay heating pads are handmade with high quality, can be used at home or at work and have a lifetime 100% positive rating on both Amazon and Etsy.
[16:31.000 --> 16:33.000]  Why take another pill?
[16:33.000 --> 16:37.000]  Many people use our Sunny Bay heating pads alone and got rid of the neck pain.
[16:37.000 --> 16:42.000]  Long distance travel or long hours in front of a computer can take its full on your body.
[16:42.000 --> 16:45.000]  Our homegrown small business tries to help people just like us.
[16:45.000 --> 16:50.000]  That's why we design and test our handmade products with great care before we introduce them to the public.
[16:50.000 --> 16:53.000]  You can easily find Sunny Bay heating pads on Amazon.
[16:53.000 --> 17:22.000]  Just go to Amazon.com and search for Sunny Bay heating pads.
[17:24.000 --> 17:26.000]  Learn more now by going to libertyoncall.org.
[17:26.000 --> 17:55.000]  That's libertyoncall.org.
[17:56.000 --> 18:08.000]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico,
[18:08.000 --> 18:12.000]  where the Chiapas farmers have spent years perfecting their techniques.
[18:12.000 --> 18:17.000]  Based on hundreds of years of traditional techniques and perfect conditions,
[18:17.000 --> 18:23.000]  we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend coffee.
[18:23.000 --> 18:29.000]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee bean.
[18:29.000 --> 18:34.000]  Carefully harvested and free of toxic chemicals used in big agricultural productions,
[18:34.000 --> 18:41.000]  Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[18:41.000 --> 18:45.000]  You can even choose to start your morning healthier with the immune support blend,
[18:45.000 --> 18:49.000]  infused with a powerful blend to support your immune response and stamina.
[18:49.000 --> 18:54.000]  It's time to take care of your morning routine. Get a bag of Patriot Blend coffee to support the show
[18:54.000 --> 19:00.000]  while enhancing your morning routine at infowarstore.com.
[19:00.000 --> 19:04.000]  Guaranteeing your food independence is a crucial part of prepping.
[19:04.000 --> 19:09.000]  Between debt crisis, natural disasters, or even simple power outages,
[19:09.000 --> 19:12.000]  having a supply of storable meals is crucial.
[19:12.000 --> 19:19.000]  With infowarstlifeselectstorablefood, you can make sure you and your family are ready for any emergency.
[19:19.000 --> 19:24.000]  With drinks, snacks, and meals in amounts ranging from 72 hours to a full year,
[19:24.000 --> 19:29.000]  there's no better place to look for healthy, easy, and incredible meals.
[19:29.000 --> 19:36.000]  Including meals such as Traveler's Stew, Homestyle Potato Soup, and a variety of other meals for breakfast, lunch, and dinner,
[19:36.000 --> 19:41.000]  infowarstlifeselectstorablefood will help you eat comfortably in a time of need.
[19:41.000 --> 19:45.000]  They even work great for camping. Simply pack a 72-hour kit to go,
[19:45.000 --> 19:49.000]  and you have easy to cook and transport food for you and your loved one's trip.
[19:49.000 --> 19:52.000]  Don't be caught surprised by an emergency.
[19:52.000 --> 20:11.000]  Make sure you're stocked up today with all the food you need for an affordable price with infowarstlifeselectstorablefoods.
[20:22.000 --> 20:40.000]  We've got a whole bunch of satellite feeds and every major news channel feed into this command center here in Austin, Texas,
[20:40.000 --> 20:47.000]  and no one is carrying this live speech of the president that I see, so I'm going to go ahead and just go to it.
[20:47.000 --> 20:53.000]  He's addressing union officials and people. It's about jobs, and so here is the president live.
[20:53.000 --> 20:55.000]  He just started speaking two minutes ago, so here it is.
[20:55.000 --> 21:00.000]  Wrong direction. It was heading in no direction. There was nothing happening, and now it's happening,
[21:00.000 --> 21:04.000]  and you heard me the other day when I was talking about it. Let the rich guys do it.
[21:04.000 --> 21:11.000]  We have all these rich guys. They love rockets. They're all sending up Rabezos and Elon Musk and all of them.
[21:11.000 --> 21:17.000]  They love the rocket business. Just rent it to them for a lot of money and let them play.
[21:17.000 --> 21:21.000]  They need our land. It's good to be in the real estate business. They need our land.
[21:21.000 --> 21:26.000]  Let them send up their rockets. Let them be the first to Mars, and we'll take all the credit.
[21:26.000 --> 21:35.000]  But NASA is very important, and we also, on a serious note, are very, very much involved with that,
[21:35.000 --> 21:42.000]  and also from a military standpoint, space. You know all about space force, but space is a very big factor
[21:42.000 --> 21:48.000]  in the Trump administration. Very important for defense. Space force.
[21:48.000 --> 21:56.000]  Each of you represent the future of this nation. You aren't afraid to speak the truth, and the truth is you know it,
[21:56.000 --> 22:03.000]  and to stand up for what you know is right, even if it means being politically incorrect on occasion.
[22:03.000 --> 22:09.000]  Okay, I've been politically incorrect a lot, and here we are, so it's okay, I guess.
[22:09.000 --> 22:15.000]  We believe in free speech on college campuses, not censorship.
[22:15.000 --> 22:19.000]  Institutions of higher learning should be forums for open discussion.
[22:19.000 --> 22:24.000]  Either way, you could be liberal, you could be conservative, you could be Democrats, Republicans.
[22:24.000 --> 22:29.000]  Hear it all out, and you make your choice. You may not agree with me on things.
[22:29.000 --> 22:33.000]  Some people don't, some people do, but you have to have free speech.
[22:33.000 --> 22:42.000]  You bring fresh eyes to old problems, because as young people, you're not burdened by the failed thinking of the past,
[22:42.000 --> 22:46.000]  and you really have to say some of the failed thinking, some of it's been very good.
[22:46.000 --> 22:53.000]  You understand that for a nation to be successful, it must have a strong military,
[22:53.000 --> 22:59.000]  and it must have strong borders and security inside our country.
[22:59.000 --> 23:05.000]  And we've just had $700 billion approved, the largest ever for our military,
[23:05.000 --> 23:10.000]  and next year we already have it approved, $716 billion.
[23:10.000 --> 23:14.000]  And we will shortly be stronger than we ever were before, so important.
[23:14.000 --> 23:18.000]  Hopefully we never have to use it. We don't want to use our military for that.
[23:18.000 --> 23:22.000]  We want to keep training, training, training, but never have to use it.
[23:22.000 --> 23:26.000]  But if we have to use it, nobody's going to come close.
[23:26.000 --> 23:34.000]  You have to believe in protecting the entire Constitution, as written, including the right to free speech,
[23:34.000 --> 23:38.000]  and the right to keep and bear arms, Second Amendment.
[23:38.000 --> 23:43.000]  You know that a nation must be proud of its history to be confident,
[23:43.000 --> 23:47.000]  and a nation has to be confident in its future.
[23:47.000 --> 23:53.000]  And you know that we must honor and respect our great American flag, which we do.
[23:53.000 --> 23:55.000]  Everybody in this room does.
[23:55.000 --> 24:02.000]  We're citizens of the freest, strongest, and greatest nation on Earth.
[24:02.000 --> 24:10.000]  Also, I can say, greatest nation ever to exist, and we're getting stronger every day.
[24:10.000 --> 24:12.000]  He's delivering remarks.
[24:12.000 --> 24:15.000]  I have to say here in the prime of your life.
[24:15.000 --> 24:18.000]  Actually, most of you aren't even in the prime of your life.
[24:18.000 --> 24:21.000]  You'll be in the prime of your life in about 15 years.
[24:21.000 --> 24:23.000]  I'm going to make it as long as possible.
[24:23.000 --> 24:28.000]  But you're doing a fantastic job, and your life has been a truly exciting one.
[24:28.000 --> 24:31.000]  We're going to make it as long as possible.
[24:31.000 --> 24:38.000]  Our economy is booming, confidence is soaring, and there's never been a better time to be young and to be American.
[24:38.000 --> 24:42.000]  Never been a better time. The opportunity now is incredible.
[24:42.000 --> 24:50.000]  Unemployment for people under the age of 24 is the lowest in almost 50 years.
[24:50.000 --> 24:56.000]  Think of that. The lowest, the best in almost 50 years, and shortly we're going to have the all-time best that we've ever had.
[24:56.000 --> 24:58.000]  No one's carrying this.
[24:58.000 --> 25:07.000]  African American youth unemployment is the lowest level in the history of our country.
[25:07.000 --> 25:13.000]  And African American unemployment is the lowest level in history.
[25:13.000 --> 25:16.000]  Hispanic unemployment is the lowest level in history.
[25:16.000 --> 25:23.000]  Women unemployment is the lowest level in 21 years and will soon be, I think, in history.
[25:23.000 --> 25:32.000]  I think we need another couple of months, frankly, but I think in soon we'll be able to say for women will be unemployment the lowest in history.
[25:32.000 --> 25:33.000]  The tax cuts haven't hit yet.
[25:33.000 --> 25:40.000]  Thanks to our massive tax cuts, young men and women entering the workforce are keeping more and more of the money they earn.
[25:40.000 --> 25:48.000]  So we're older people, frankly, and it's really helping you get a stronger start in life, a lot of advantages.
[25:48.000 --> 25:52.000]  We've eliminated horrible policies that burden young Americans.
[25:52.000 --> 26:02.000]  You were burdened by things that were really, in some cases, insurmountable, including the individual mandate in Obamacare.
[26:02.000 --> 26:03.000]  A disaster.
[26:03.000 --> 26:05.000]  That's where you pay a lot of money.
[26:05.000 --> 26:06.000]  This is powerful.
[26:06.000 --> 26:09.000]  Let's tape this if we can so I can come back to more of it.
[26:09.000 --> 26:10.000]  He's live right now.
[26:10.000 --> 26:12.000]  I noticed nobody was carrying it.
[26:12.000 --> 26:18.000]  And so I wanted to hear what the president had to say.
[26:18.000 --> 26:25.000]  I got hit with something right before the show, mentally, and it all crystallized.
[26:25.000 --> 26:30.000]  And so I'm always breaking down stuff years before it happens.
[26:30.000 --> 26:34.000]  Or I'm always breaking down what's currently happening that isn't recognized for years.
[26:34.000 --> 26:36.000]  And I'm not bragging about that.
[26:36.000 --> 26:38.000]  It's just a fact.
[26:38.000 --> 26:48.000]  And so when I come back and I hit all the news, got a bunch of big guys as well, I'm going to lay out something so huge and so incredible.
[26:48.000 --> 26:54.000]  But once I do it, you're going to be sitting back going, I've already heard this.
[26:54.000 --> 26:55.000]  I already know this.
[26:55.000 --> 26:56.000]  Well, it's clear.
[26:56.000 --> 26:57.000]  Yes.
[26:57.000 --> 26:59.000]  But did you really think about it?
[26:59.000 --> 27:01.000]  Because I know I didn't.
[27:01.000 --> 27:08.000]  And it really hit me that this July 4th.
[27:08.000 --> 27:14.000]  This July 4th is going to be the second most, if not the most important July 4th.
[27:14.000 --> 27:17.000]  And symbolically, it's not just a date to remember.
[27:17.000 --> 27:19.000]  It's a new launch date.
[27:19.000 --> 27:27.000]  If we choose this mission, if you choose to realize the destiny like you've already done, you're incredible.
[27:27.000 --> 27:29.000]  We're unstoppable.
[27:29.000 --> 27:36.000]  You understand, as the listeners and viewers and activists of this broadcast, you are credited by the enemy and by the president.
[27:36.000 --> 27:38.000]  Both the enemy and the president.
[27:38.000 --> 27:47.000]  And then the patriots in our government and all over the world, in full war's audience, is credited as the detonator of everything you're seeing now.
[27:47.000 --> 27:51.000]  You can point at a lot of groups and a lot of things, but we were the shock troops.
[27:51.000 --> 27:55.000]  And we are recognized as the shock troops.
[27:55.000 --> 28:05.000]  And it had been asked to broach the things that you get attacked for to make it safe for everybody else, including the president, to do it.
[28:05.000 --> 28:09.000]  We are the Suicide Squad, folks.
[28:09.000 --> 28:12.000]  And it doesn't mean you always die when you're in a Suicide Squad.
[28:12.000 --> 28:18.000]  It just means 50% chance you're going to get killed carrying out a tour of missions.
[28:18.000 --> 28:20.000]  And we are shock troops.
[28:20.000 --> 28:21.000]  Let me tell you something.
[28:21.000 --> 28:29.000]  In the Trump campaign at the White House, where the patriots are, they know in full wars is the tip of the spear.
[28:29.000 --> 28:35.000]  We are the recognized main information warfare assault force.
[28:35.000 --> 28:37.000]  And Google, that's why we have internal videos.
[28:37.000 --> 28:38.000]  They say we're the main enemy.
[28:38.000 --> 28:39.000]  They know.
[28:39.000 --> 28:47.000]  That's why when you amplify our videos and our articles and drive them out, you're going to be attacked because you are the shock troops.
[28:47.000 --> 28:50.000]  You are the political Suicide Squad.
[28:50.000 --> 28:54.000]  Believe me, I get to go out there and face the hordes of vicious left trying to intimidate me.
[28:54.000 --> 28:56.000]  And I'll laugh at them in their face.
[28:56.000 --> 29:25.000]  We'll be back.
[29:27.000 --> 29:29.000]  Don't risk it when you can take charge of it.
[29:29.000 --> 29:31.000]  You have been lied to.
[29:31.000 --> 29:33.000]  My name is Kevin Ship.
[29:33.000 --> 29:36.000]  I'm a former decorated CIA officer.
[29:36.000 --> 29:41.000]  Finally, someone has come out and written what I think is the best ex-Mose on the shadow government ever.
[29:41.000 --> 29:47.000]  We're in a constitutional crisis and our government is now being run and ruled by a shadow government.
[29:47.000 --> 29:50.000]  We've got to get this out because just because you're awake, folks, doesn't mean other people are.
[29:50.000 --> 29:53.000]  This is critical to get, to read, to give them the library, to give them the church.
[29:53.000 --> 29:56.000]  Get them right now at killingunclesambuck.com.
[29:56.000 --> 30:25.000]  Do you realize that when you spread the links from infowars.com, when you spread the videos, you are changing the world.
[30:25.000 --> 30:26.000]  You are the info war.
[30:26.000 --> 30:35.000]  And now because of their intensifying censorship, it's more important than ever that everyone go to infowars.com forward slash newsletter and sign up via email.
[30:35.000 --> 30:42.000]  So there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[30:42.000 --> 30:50.000]  And so now I ask you more than ever to share the infowars.com articles, to share the videos, to tell people by the local stations you're listening to.
[30:50.000 --> 30:57.000]  The bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter.
[30:57.000 --> 31:00.000]  We are the Renaissance and we are winning.
[31:00.000 --> 31:11.000]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[31:11.000 --> 31:13.000]  That's why I'm introducing Z-Shield.
[31:13.000 --> 31:16.000]  Toxic, metal, and chemical defense support.
[31:16.000 --> 31:24.000]  Made in the USA, it's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war.
[31:24.000 --> 31:26.000]  It is a classical 360 win.
[31:26.000 --> 31:30.000]  This is the formula that I personally have been taking for over a year.
