[00:00:10.195 --> 00:00:14.818]  This is our land.
[00:14:18.024 --> 00:14:20.845]  So what is David Cameron going to do?
[00:14:20.845 --> 00:14:22.345]  What is Hillary Clinton going to do?
[00:14:22.345 --> 00:14:23.965]  What is Barack Obama going to do?
[00:14:23.965 --> 00:14:25.526]  What are the French Presidents going to do?
[00:14:25.526 --> 00:14:28.406]  The one that was in charge when it happened and the new one.
[00:14:28.406 --> 00:14:30.427]  What is Merkel of Germany going to do?
[00:14:30.427 --> 00:14:37.248]  What are they going to do when their little jihad buddies that NATO, Turkey and others have backed go around and start shooting down jet airliners?
[00:14:37.248 --> 00:14:39.208]  Because they don't follow Western orders.
[00:14:39.208 --> 00:14:41.569]  They've just been wound up and protected to attack.
[00:14:43.018 --> 00:14:51.713]  How does the mainstream corporate media think they're going to get away with carrying something like this out?
[00:14:51.713 --> 00:14:55.800]  Well, they think the public is so politically illiterate that they'll be able to actually do this.
[00:15:00.131 --> 00:15:16.163]  But I do want to air a compilation of clips going back to Benghazi and right through to last year when we put this video report out in 2014, detailing the fact that we've continued to warn that this point is coming, that we are approaching this point.
[00:15:16.163 --> 00:15:20.907]  Then we're going to move away after the next segment or so from the fake threat.
[00:15:20.907 --> 00:15:23.389]  Those are three rails they use to take our liberties worldwide.
[00:15:25.623 --> 00:15:35.513]  Dependency, getting people in the welfare state, making them so dependent they can't think for themselves and have got to be fed by the government, clothed by the government, housed by the government, educated by the government, their butts wiped by the government.
[00:15:35.513 --> 00:15:36.193]  Terrorism!
[00:15:37.324 --> 00:15:45.707]  And then, of course, governments saving the world from outside threats, like global warming that's now climate change.
[00:15:45.707 --> 00:15:53.129]  And that's all coming up, because the biggest meeting pushing world government in history is about to happen next month.
[00:15:53.129 --> 00:15:54.729]  And it is a big deal.
[00:15:54.729 --> 00:15:55.690]  It's all coming up.
[00:15:55.690 --> 00:15:56.110]  Stay with us.
[00:15:57.102 --> 00:16:00.605]  When cells become toxic, they die early and aging sets in.
[00:16:00.605 --> 00:16:08.851]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:16:08.851 --> 00:16:14.255]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:16:14.255 --> 00:16:16.797]  You want the best that's out there at the lowest price anywhere?
[00:16:16.797 --> 00:16:18.918]  We now have the synergistic solution.
[00:16:18.918 --> 00:16:23.101]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:16:27.091 --> 00:16:28.192]  Brain Force is here.
[00:16:28.192 --> 00:16:30.294]  Ladies and gentlemen, I've been on this the last few months.
[00:16:30.294 --> 00:16:35.397]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of Brain Force.
[00:16:35.397 --> 00:16:38.680]  There's always hidden additives in your food, even organic food has hidden additives.
[00:16:38.680 --> 00:16:42.163]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:16:42.163 --> 00:16:43.864]  Ultimately, we've all been dumbed down to some degree.
[00:16:44.144 --> 00:16:45.065]  It doesn't have stimulants.
[00:16:45.065 --> 00:16:46.265]  It doesn't have garbage in it.
[00:16:46.265 --> 00:16:48.246]  It has natural things that do it clean.
[00:16:48.246 --> 00:16:53.049]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:16:53.049 --> 00:16:54.931]  Secret 12 InfoWarsLife's Vitamin B12 Formulation.
[00:17:00.894 --> 00:17:07.196]  Most forms of vitamin B12 are highly processed and synthetic and cannot be properly absorbed by the body.
[00:17:07.196 --> 00:17:14.479]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[00:17:14.479 --> 00:17:23.282]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive perfected process.
[00:17:23.602 --> 00:17:29.765]  Secret 12 is a binary of nutrimedical-grade, bioavailable coenzyme forms of B12.
[00:17:29.765 --> 00:17:34.588]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[00:17:34.588 --> 00:17:38.189]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[00:17:38.189 --> 00:17:40.070]  No needles, no injections.
[00:17:40.070 --> 00:17:41.731]  Don't take my word for it.
[00:17:41.731 --> 00:17:42.932]  Try it for yourself.
[00:17:42.932 --> 00:17:45.233]  Discover the secret, Secret 12.
[00:17:45.233 --> 00:17:50.396]  Secure your revolutionary Secret 12 formula right now at infowarslife.com or call 888-253-3139.
[00:17:53.218 --> 00:17:54.932]  Dimple Wars Life Secret 12.
[00:17:57.816 --> 00:17:58.396]  I want more candy!
[00:17:58.396 --> 00:17:59.557]  I want more video games!
[00:17:59.557 --> 00:17:59.737]  Mine!
[00:17:59.737 --> 00:18:00.718]  Mine!
[00:18:00.718 --> 00:18:01.118]  Mine!
[00:18:27.816 --> 00:18:28.576]  I think so.
[00:18:57.663 --> 00:19:07.408]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[00:19:07.408 --> 00:19:13.912]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[00:19:13.912 --> 00:19:16.253]  They call it their low-profile platform.
[00:19:16.253 --> 00:19:20.856]  PVX muzzle brakes, proven to help control muzzle rise.
[00:19:20.856 --> 00:19:23.617]  6061 billet material with Type 3 hard coating.
[00:19:23.617 --> 00:19:25.498]  Bolt carrier group for .308 and .556 ARs.
[00:19:27.239 --> 00:19:28.800]  Custom Kydex holsters.
[00:19:28.800 --> 00:19:33.663]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:19:33.663 --> 00:19:36.165]  Most competitors material use .060.
[00:19:36.165 --> 00:19:39.567]  Configure yours today at HDfirearms.com.
[00:19:39.567 --> 00:19:41.609]  And my favorite, single stage trigger.
[00:19:41.609 --> 00:19:45.251]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:19:45.251 --> 00:19:47.593]  Find out more at HDfirearms.com today or call 770-485-7015.
[00:19:47.593 --> 00:19:48.653]  That's HDfirearms.com or call 770-485-7015.
[00:20:01.707 --> 00:20:04.292]  You're listening to The Alex Jones Show!
[00:20:18.934 --> 00:20:24.617]  He aligns himself with the truth, and it's time for you to choose a side.
[00:20:24.617 --> 00:20:28.739]  You're listening to Alex Jones.
[00:20:28.739 --> 00:20:34.061]  Here's the bottom line.
[00:20:34.061 --> 00:20:37.303]  Al-Qaeda ISIS is run by the West on record.
[00:20:37.303 --> 00:20:44.626]  Now the Pentagon has been shamed into launching some operations against them because the Russians are in there taking them out.
[00:20:46.237 --> 00:20:49.538]  When we come back from break, I'm going to air this special piece right now.
[00:20:49.538 --> 00:20:51.259]  I'm going to go over why this is such a big deal.
[00:20:51.259 --> 00:20:59.803]  In the segment after that, the big global summit for world government and how it is designed to literally turn off the global economy and consolidate control.
[00:20:59.803 --> 00:21:04.605]  But first off, here are some excerpts of myself in the last three years since Benghazi.
[00:21:04.605 --> 00:21:10.388]  Breaking down exactly what happened there and the fact that these missiles were transferred to Al-Qaeda, now ISIS.
[00:21:12.574 --> 00:21:17.521]  To be able to bring down basically security in the West as a pretext for a power grab.
[00:21:17.521 --> 00:21:17.881]  Here it is.
[00:21:19.296 --> 00:21:27.483]  Finally, somebody who's really big in the media is talking about something that we have been just screaming and yelling over, and McClatchy finally covered it.
[00:21:27.483 --> 00:21:36.191]  In fact, will you guys re-pull that and the article out of yesterday's stack, where Al-Qaeda promises that after Assad falls to attack America?
[00:21:36.191 --> 00:21:43.758]  With the missiles, this is all in the British and German and French news, with the missiles our government and NATO gave them.
[00:21:44.471 --> 00:21:52.035]  Now, that said, France is leading the warmongering drum to invade, and there's a U.S.
[00:21:52.035 --> 00:21:56.898]  aircraft carrier and amphibious landing force right off the coast.
[00:21:56.898 --> 00:21:57.698]  This is in December 2012.
[00:21:57.698 --> 00:21:58.759]  And there's U.S.
[00:21:58.759 --> 00:22:05.462]  Special Forces, admittedly, for at least nine months, the 22-month operation against Syria there, backing up al-Qaeda.
[00:22:05.462 --> 00:22:06.843]  But what is Drudge doing?
[00:22:06.843 --> 00:22:08.244]  It's up at Infowars.com.
[00:22:08.244 --> 00:22:10.965]  He sends it out on his at Drudge Twitter.
[00:22:12.159 --> 00:22:14.181]  This is a big deal.
[00:22:14.181 --> 00:22:20.386]  Drudge chides Obama over hysterical Syria WMD rhetoric.
[00:22:21.280 --> 00:22:26.424]  The Assad regime, who's not perfect, but wasn't attacking anybody, with real Al-Qaeda.
[00:22:26.424 --> 00:22:27.885]  That's the main force.
[00:22:27.885 --> 00:22:30.427]  In fact, guys, will you print me the CFR thing from three months ago?
[00:22:30.427 --> 00:22:33.270]  Just type in CFR says, we quote, need Al-Qaeda.
[00:22:33.270 --> 00:22:35.031]  That'll pull up the InfoWars article.
[00:22:35.031 --> 00:22:35.731]  You can print that.
[00:22:35.731 --> 00:22:37.413]  Then that will link to the CFR report.
[00:22:37.413 --> 00:22:38.113]  Print that.
[00:22:38.113 --> 00:22:42.377]  Now that I think about it, I want to just re-show all this stuff to people, along with the McClatchy.
[00:22:42.377 --> 00:22:43.658]  There's an LA Times.
[00:22:43.658 --> 00:22:44.859]  Well, there's hundreds of articles.
[00:22:45.559 --> 00:22:49.141]  These guys out of Saudi Arabia, who they brought into Libya, next to
[00:23:08.220 --> 00:23:13.681]  Next to Egypt, are now going up here, just north of Israel and Lebanon.
[00:23:13.681 --> 00:23:19.403]  They are now going into Syria, which is to get ready to go into Iran over here.
[00:23:19.403 --> 00:23:26.485]  They are openly, with signs on the BBC saying, we're done with Libya, we're going to Syria.
[00:23:26.485 --> 00:23:28.145]  They do this.
[00:23:28.145 --> 00:23:29.265]  50,000 at least.
[00:23:29.265 --> 00:23:31.506]  They've been given, and here's the key.
[00:23:32.614 --> 00:23:34.816]  Not 1,000, not 2,000, not 3,000, not 4,000, not 5,000, not 6,000, not 7,000, not 8,000, not 9,000, not 10,000, not 11,000.
[00:23:34.816 --> 00:23:36.657]  20,000 surface-to-air heat-seeking and radar-guided SAM missiles.
[00:23:50.675 --> 00:23:54.956]  And they are now saying that when, this is in the news, this is L.A.
[00:23:54.956 --> 00:23:57.137]  Times, McClatchy, you name it.
[00:23:57.137 --> 00:24:00.238]  Our government gave it to them, our banker-run government.
[00:24:00.238 --> 00:24:02.199]  You understand how big this is.
[00:24:02.199 --> 00:24:08.961]  They are saying that they are going, let me repeat this again, to take over Libya, they did that.
[00:24:08.961 --> 00:24:10.261]  Next we're going to Syria.
[00:24:10.261 --> 00:24:17.023]  Now they say we're going to Iran, which is Shiite, the Muslim minority.
[00:24:17.023 --> 00:24:18.524]  They're going to go to Iran, and when they're done,
[00:24:20.245 --> 00:24:25.747]  They're going to USA.
[00:24:25.747 --> 00:24:45.414]  And the Feds, which are Federal Reserve bankers, they are absolutely going to arm them to come to America, attack us, and then they're going to take all our liberties in the name of fighting Al-Qaeda that they run.
[00:24:45.414 --> 00:24:48.515]  The bankers run Al-Qaeda to take over Libya,
[00:24:49.562 --> 00:25:04.208]  To take over Syria, to take over Iran, to take over Iraq previously, and now Al-Qaeda, run by British intelligence for a hundred years, is going to attack America and shoot down aircraft with heat-seeking and radar-guided missiles.
[00:25:04.208 --> 00:25:09.290]  They stand two miles from... I'm like three miles from the airport.
[00:25:09.290 --> 00:25:10.491]  These guys could sit there,
[00:25:11.599 --> 00:25:15.741]  And just wait till aircraft pull off, take off, blow them up, when they're coming in, blow them up.
[00:25:15.741 --> 00:25:16.821]  And they will do it.
[00:25:16.821 --> 00:25:22.763]  And the media thinks you're so dumb, they are going to do all this until you give your rights up because of Al-Qaeda.
[00:25:22.763 --> 00:25:25.925]  And it may not even be Al-Qaeda, it may be other mercenaries doing it.
[00:25:25.925 --> 00:25:27.705]  I mean, this is how you bring a country down.
[00:25:27.705 --> 00:25:37.009]  When, quote, government screwed up in the past, or in any other country for that matter, the people responsible for it resign or go to jail.
[00:25:39.096 --> 00:25:41.857]  But nowadays, the answer is, give us more funding.
[00:25:41.857 --> 00:25:44.059]  And that's what Hillary Clinton said.
[00:25:44.059 --> 00:25:54.684]  That's why whenever FEMA ordered the police to stand down during Katrina, on Bush's watch, FEMA then got even more funding, saying, we need more power!
[00:25:54.684 --> 00:25:57.905]  They've engineered that into the system.
[00:25:57.905 --> 00:26:01.067]  It's just an amazing level of corruption.
[00:26:01.067 --> 00:26:08.711]  But you see, watching the Senate hearings with Hillary, only part of it is being covered.
[00:26:10.342 --> 00:26:24.393]  Because our government armed the Libyan Al-Qaeda rebels out of Saudi Arabia, who first came from Saudi Arabia and other countries, into Benghazi two years ago to destabilize and take down Libya.
[00:26:24.393 --> 00:26:29.076]  They were on the BBC saying, next stop, Damascus, Syria.
[00:26:29.076 --> 00:26:30.037]  They've been there.
[00:26:30.037 --> 00:26:32.879]  They've been given heat-seeking missiles.
[00:26:32.879 --> 00:26:34.861]  Some numbers are as high as 15,000.
[00:26:34.861 --> 00:26:37.983]  Most numbers are around 12,000.
[00:26:37.983 --> 00:26:39.945]  10,000 of those heat-seekers, pretty high-tech.
[00:26:41.254 --> 00:26:42.756]  Take down any jet airliner you want.
[00:26:42.756 --> 00:26:46.441]  They've been attacking jet airliners, shooting them up.
[00:26:46.441 --> 00:26:48.323]  Passenger liners.
[00:26:48.323 --> 00:26:58.377]  And then the media thinks you're so stupid they go, we have to give our rights up and invade all over Africa and Algeria and Mali because Al Qaeda's there.
[00:27:01.980 --> 00:27:10.546]  And then our criminal, occupied government uses that as a pretext with NATO and France to invade Mali and Algeria and other areas.
[00:27:10.546 --> 00:27:11.387]  I mean, it's amazing.
[00:27:11.387 --> 00:27:18.432]  We predicted four years ago, in the Obama deception, they would use Al-Qaeda that they control to invade all over Africa.
[00:27:18.432 --> 00:27:20.053]  Because we know how they operate.
[00:27:20.053 --> 00:27:21.574]  And we saw the build-up of AFRICAN.
[00:27:22.114 --> 00:27:25.777]  We've been talking about Benghazi and what it means.
[00:27:25.777 --> 00:27:29.901]  I mean, why would they want to order a stand-down and let people be killed?
[00:27:29.901 --> 00:27:31.282]  Bare minimum, they ordered a stand-down.
[00:27:31.282 --> 00:27:32.663]  That's come out.
[00:27:32.663 --> 00:27:33.684]  There was a stand-down.
[00:27:33.684 --> 00:27:34.785]  They're threatening everybody.
[00:27:34.785 --> 00:27:37.347]  They're acting totally paranoid.
[00:27:37.347 --> 00:27:38.528]  They've been caught lying.
[00:27:38.528 --> 00:27:41.230]  We know there were arms being transferred.
[00:27:41.230 --> 00:27:47.996]  But did they go in there to get rid of the State Department because the State Department wouldn't transfer the heat-seeking missiles to al-Qaeda?
[00:27:47.996 --> 00:27:50.317]  That's now being discussed on CNN.
[00:27:51.633 --> 00:27:58.838]  That's now what the CIA whistleblowers are telling CNN and Reuters and AP.
