[00:00:15.474 --> 00:00:23.121]  InfoWars, the most banned network in the world.
[00:11:20.611 --> 00:11:22.653]  That's okay, that's all right.
[00:11:22.653 --> 00:11:24.335]  That's all right.
[00:11:24.335 --> 00:11:25.596]  No, no, no, no.
[00:11:25.596 --> 00:11:26.617]  Let him talk.
[00:11:38.792 --> 00:11:43.877]  Look.
[00:11:43.877 --> 00:11:46.839]  That's okay.
[00:11:46.839 --> 00:11:50.262]  Look.
[00:11:50.262 --> 00:11:51.864]  Look, it's not a Trump rally.
[00:11:51.864 --> 00:11:52.564]  Let them holler.
[00:11:52.564 --> 00:11:53.625]  No one's paying attention.
[00:11:53.625 --> 00:12:00.251]  Look.
[00:12:00.251 --> 00:12:00.932]  Here's the point.
[00:12:01.846 --> 00:12:09.209]  Virtually all the COVID-19 deaths and hospitalizations are today among the unvaccinated people.
[00:12:09.209 --> 00:12:13.571]  People are really starting to wake up across the world.
[00:12:13.571 --> 00:12:18.953]  In Spain, in France, in Germany, in countries in Africa, in Canada.
[00:12:18.953 --> 00:12:27.636]  People are demonstrating in record numbers and saying, we're not accepting your forced inoculations and your tracking app.
[00:12:28.612 --> 00:12:32.595]  With a social credit score to be able to go to the grocery store.
[00:12:32.595 --> 00:12:40.219]  So a week after Macron announced that you couldn't leave your house without this special digital health passport, he's had to back down.
[00:12:40.219 --> 00:12:44.682]  And that's the same thing needs to happen here in the United States as they attempt to roll this out.
[00:12:44.682 --> 00:12:48.365]  And the same thing that needs to happen to Boris Johnson as well.
[00:12:48.365 --> 00:12:51.146]  And that's the next big story we're going to get to.
[00:12:51.146 --> 00:12:53.288]  But first, I like to back up claims I make.
[00:12:54.141 --> 00:13:07.272]  When I say that an additional 20 million people have died in the last 16 months of lockdown because it never ended in most areas of Africa or in India, that's a very conservative number from the United Nations.
[00:13:07.272 --> 00:13:16.459]  Now, this article is from over a year ago, April 22nd, 2020, and it has the headline, Instead of coronavirus, the hunger will kill us.
[00:13:16.459 --> 00:13:18.561]  A global food crisis looms.
[00:13:18.561 --> 00:13:22.944]  So here's the UN ordering the global shutdown.
[00:13:22.944 --> 00:13:23.685]  Who made them boss?
[00:13:25.137 --> 00:13:25.538]  I think?
[00:13:43.393 --> 00:13:48.675]  Are between 20 and 30 million people did indeed starve to death.
[00:13:48.675 --> 00:13:55.498]  But in most of those countries, they had to limit the lockdown because people pointed out we're dying by the hundreds of thousands per week.
[00:13:55.498 --> 00:14:07.303]  We're dying by the millions every few months to stop a few hundred thousand dying from supposedly COVID, which in most cases was the flu or a cold that the PCR tests were fraudulently saying was something else.
[00:14:08.257 --> 00:14:09.077]  Think about that.
[00:14:09.077 --> 00:14:11.618]  And now, the big news.
[00:14:11.618 --> 00:14:14.439]  What is unfolding in the United Kingdom?
[00:14:14.439 --> 00:14:29.323]  So last week, Boris Johnson very cynically announced Freedom Day and said that the lockdowns and small shops being non-essential, well, that all of that was over and that everybody could go back outside, nobody had to wear a mask.
[00:14:29.323 --> 00:14:34.805]  And I had predicted that they would instantly bring the restrictions back in because I know their psychology.
[00:14:34.805 --> 00:14:36.105]  Oh, you're in the new normal.
[00:14:36.105 --> 00:14:37.626]  You're free.
[00:14:37.626 --> 00:14:37.746]  And
[00:14:38.777 --> 00:15:06.490]  First 500,000, then another million people within two days got pinged and they've been calling it the ping panic or ping again with all the major stores empty, major companies shutting down, total panic because instead of announcing the shutdown again on national TV, they just started pinging millions of people that, oh, you might've been close to somebody that had COVID.
[00:15:07.952 --> 00:15:13.016]  No due process, no probable cause, just the technocracy, the phone.
[00:15:13.016 --> 00:15:25.705]  And even if you don't have the government app they've been telling you to take, color of law, there's no law, they just say do it, still the phones are sending it to you as emergency alert messages, saying you need to quarantine at home for 10 days.
[00:15:25.705 --> 00:15:29.428]  So it caused a chain reaction and a giant panic.
[00:15:29.428 --> 00:15:31.890]  This is how you train people to lock themselves up.
[00:15:31.890 --> 00:15:34.051]  This is how you train people to be non-essential.
[00:15:34.051 --> 00:15:36.593]  But then all the big grocery stores and Walmart and Target
[00:15:36.869 --> 00:15:37.029]  Yeah.
[00:15:57.173 --> 00:15:57.453]  I don't
[00:16:20.984 --> 00:16:29.195]  That the head of YouTube helped found, where someone sent in the spit of their lizard, and we'll tell you what it came back with here in a moment.
[00:16:29.901 --> 00:16:33.023]  So we're going to cover that, but here's another headline, London Telegraph.
[00:16:33.023 --> 00:16:37.867]  Limited number of critical workers to be allowed to avoid self-isolation.
[00:16:37.867 --> 00:16:46.293]  Turns out the government workers and the media and other elites, they're all exempt from their phone telling them not to leave their house.
[00:16:46.293 --> 00:16:47.934]  Told you that was always coming.
[00:16:47.934 --> 00:16:54.859]  So that's Freedom Day is going under the Social Credit Score Black Mirror Nightmare app.
[00:16:54.859 --> 00:16:59.422]  Now, let's expand on the fact that the New York Times even a year ago admitted
[00:17:00.046 --> 00:17:00.106]  Yes.
[00:17:16.755 --> 00:17:20.736]  All sorts of raw materials from the third world, they starve to death.
[00:17:20.736 --> 00:17:23.057]  And again, what happens then?
[00:17:23.057 --> 00:17:24.297]  Replacement migration.
[00:17:24.297 --> 00:17:34.279]  The UN organizes the refugees and then brings them here and helps collapse our civilization and society as well with the Cloward and Piven strategy.
[00:17:34.279 --> 00:17:35.560]  Here's some of the headlines.
[00:17:35.560 --> 00:17:41.061]  Lockdowns kill more Canadians under 65 than COVID-19.
[00:17:41.061 --> 00:17:42.541]  Massive suicide.
[00:17:42.541 --> 00:17:45.542]  Massive people not getting medical care and dying.
[00:17:46.656 --> 00:17:48.578]  That is the serious torture.
[00:17:48.578 --> 00:17:50.099]  Here's another one.
[00:17:50.099 --> 00:17:58.486]  Just a few days ago, the Prime Minister of Australia was asked, hey, there's a lot of side effects and problems with these vaccines.
[00:17:58.486 --> 00:17:59.207]  Hell, the U.S.
[00:17:59.207 --> 00:18:03.191]  vaccines, the Moderna and Pfizer, have been banned in a bunch of countries.
[00:18:03.191 --> 00:18:06.814]  Oh, by the way, did you know India's only 10% vaccinated?
[00:18:06.814 --> 00:18:08.355]  Did you know Japan's not even 10%?
[00:18:08.355 --> 00:18:12.579]  Did you know China doesn't make their citizens take vaccines and isn't threatening them to take it?
[00:18:13.817 --> 00:18:17.918]  Did you know that more than half of the CDC staff have refused it?
[00:18:17.918 --> 00:18:23.819]  Oh, did you know Jen Psaki had to admit that most of the White House isn't taking the shots and nobody's being made to take them?
[00:18:23.819 --> 00:18:27.420]  This is all being done to the working class.
[00:18:27.420 --> 00:18:28.880]  And this is not a vaccine.
[00:18:28.880 --> 00:18:35.461]  It is a dangerous mRNA concoction directly linked in major studies to what?
[00:18:35.461 --> 00:18:38.622]  Infertility, blood clots, heart attacks, and more.
[00:18:39.895 --> 00:18:48.562]  So here's a clip of the Australian Prime Minister being asked, he says, hey, we're not forcing this, it's on you if you take it.
[00:18:48.562 --> 00:18:53.085]  Again, an experimental, secretive shot linked to all these problems.
[00:18:53.085 --> 00:18:57.769]  He just previously in press conferences said we need to pressure people and make them do it.
[00:18:57.769 --> 00:19:02.233]  We've seen Kathleen Sebelius here in the US, former head of Health and Consumer Services under Obama.
[00:19:03.149 --> 00:19:09.717]  Say, don't let you have a job, don't let you leave your house, don't let you have your children if you don't.
[00:19:09.717 --> 00:19:16.045]  So they're trying to play both sides of this so they don't violate the Nuremberg Code but they already have done that.
[00:19:16.045 --> 00:19:17.346]  Here's the clip of the Prime Minister.
[00:19:20.490 --> 00:19:23.052]  We're all responsible for our own health.
[00:19:41.775 --> 00:19:54.181]  And when it comes to informed consent and giving consent to whatever treatment or procedure you may have or I may have, then I'm ultimately responsible for what people do in their health treatment to me.
[00:19:54.181 --> 00:20:01.264]  And there has been the opportunity for people to visit their GP, to have that consultation.
[00:20:01.264 --> 00:20:04.085]  The Government has provided that and funded that.
[00:20:04.085 --> 00:20:07.967]  And the informed consent process provides the decision to the individual.
[00:20:08.720 --> 00:20:10.380]  That's the sort of country we live in.
[00:20:10.380 --> 00:20:14.061]  People make their own decisions about their own health and their own bodies.
[00:20:14.061 --> 00:20:21.042]  That's why we don't have mandatory vaccination in relation to the general population here, because people make their own decisions.
[00:20:21.042 --> 00:20:23.323]  And we encourage people to make those decisions.
[00:20:23.323 --> 00:20:26.884]  We make as much information available to them as possible.
[00:20:26.884 --> 00:20:32.365]  The vaccines, like any vaccine, with any vaccine, there are risks associated.
[00:20:32.365 --> 00:20:37.426]  And I won't go into each of the individual ones because I don't want to particularly draw attention to anyone.
[00:20:37.426 --> 00:20:38.426]  But we all understand.
[00:20:45.732 --> 00:20:57.963]  Another big lie we've been hearing from Biden isn't just that if you have the vaccine you're totally safe and you can't ever catch COVID again because they could never make a vaccine for the common cold.
[00:20:58.697 --> 00:21:00.939]  There's thousands of variants of it.
[00:21:00.939 --> 00:21:11.267]  So now they teach you to be scared of variants and say, it's the unvaccinated, 99% in the hospital, 99% that are dying, haven't had the vaccine.
[00:21:11.267 --> 00:21:13.728]  They never show the statistic, they never show the number.
[00:21:13.728 --> 00:21:19.233]  But out of Canada, out of the UK, out of Singapore, out of all these countries, there's hundreds of these articles.
[00:21:20.495 --> 00:21:34.513]  It's actually being reported by local health authorities that the vast majority of people sick and dying had taken the COVID vaccine and now they're telling you that COVID killed you or made you sick, not the vaccine.
[00:21:35.410 --> 00:21:41.092]  Just like the lady that does the big torch lighting and stuff in Tampa Bay.
[00:21:41.092 --> 00:21:49.254]  It just turned out that, oh, she can't participate because she got sick and is in the hospital with COVID after she took the COVID vaccine.
[00:21:49.254 --> 00:21:50.495]  Here's another example.
[00:21:50.495 --> 00:22:00.117]  Vaccinated comprise 75% of coronavirus infections in Singapore that has one of the highest rates of vaccination in the world.
[00:22:00.117 --> 00:22:02.858]  So it's having the opposite effect.
[00:22:02.858 --> 00:22:04.619]  Now, let me get
[00:22:05.441 --> 00:22:05.681]  To the
[00:22:28.049 --> 00:22:36.132]  This is genocide and then the ragtag groups left are going to be organized and brought here as a permanent political underclass.
[00:22:36.132 --> 00:22:38.513]  So we're going to get to that again in a moment.
[00:22:38.513 --> 00:22:49.118]  But first I want to hit the giant fraud at the middle of this that is incontrovertible that you've absolutely got to get and share with everyone you know.
[00:22:49.118 --> 00:22:52.359]  Everyone knows the PCR test is a fraud.
[00:22:52.359 --> 00:22:55.741]  The inventor of the PCR test said if you turn it up past 30
[00:22:57.150 --> 00:23:07.898]  Resolutions or 30 cycles that you basically get a 100% rate for whatever it is you're testing for.
[00:23:07.898 --> 00:23:10.560]  So you could test for uranium in the air.
[00:23:10.560 --> 00:23:14.764]  There's no uranium, but you turn it up high enough, it will find uranium.
[00:23:14.764 --> 00:23:18.867]  You could test for beta carotene, but there's no beta carotene from a carrot.
[00:23:20.202 --> 00:23:20.962]  But it doesn't matter.
[00:23:20.962 --> 00:23:27.884]  You turn it up to 40 cycles, 45 cycles, it will tell you that this wooden table has beta carotene in it.
[00:23:27.884 --> 00:23:32.046]  It'll tell you that the brick on the walls have beta carotene on it.
[00:23:32.046 --> 00:23:34.466]  It's the same thing for COVID-19.
[00:23:34.466 --> 00:23:39.228]  In most people, when they've actually done biopsies, there is no virus of any type in there.
[00:23:40.424 --> 00:23:48.797]  They are just simply taking mucus out of the mucous membrane in the sinus and turning it up to 40 cycles.
[00:23:48.797 --> 00:23:51.181]  As soon as Biden got into office on January 20th.
[00:23:52.247 --> 00:24:00.513]  The CDC said we no longer recommend that you do it at 40 cycles, they said go to 30.
[00:24:00.513 --> 00:24:10.120]  At 30 cycles, most people are negative, whether you have COVID or not, or any other type of viral or bacterial infection, because any of those will give you a false positive.
[00:24:10.851 --> 00:24:18.155]  And that came out on the CDC's own website to little or no fanfare back in December.
[00:24:18.155 --> 00:24:19.596]  So here's the bottom line.
[00:24:19.596 --> 00:24:21.037]  Here's the fine print.
[00:24:21.037 --> 00:24:39.587]  They can politically turn these PCR tests up whenever they want to say everybody's got COVID and cause a martial law shutdown that helps them consolidate money and power and control and forces to adopt this world social credit score and world social medical ID that Klaus Schwab and others openly admitted they were going to launch five years ago.
[00:24:41.118 --> 00:24:41.178]  Yes.
[00:24:59.713 --> 00:25:09.484]  They are demanding people show proof of one of these tests to be able to board an aircraft, get on a train, or even, in some cases, leave your house.
[00:25:09.484 --> 00:25:11.226]  So I know what you're thinking.
[00:25:11.226 --> 00:25:12.027]  Wow, that's great.
[00:25:12.027 --> 00:25:14.330]  The PCR test has been discredited.
[00:25:14.330 --> 00:25:18.815]  Well, the PCR test was chosen because it's very easy to engage in fraud with it.
[00:25:18.815 --> 00:25:20.096]  You can set it however you want.
[00:25:20.888 --> 00:25:31.815]  The problem is, and the bad news is, there are hundreds of other companies and similar tests out there that have now been adopted, and it's become incredibly political.
[00:25:31.815 --> 00:25:46.404]  We now have Bill Gates, Warren Buffett, and many others, like, you guessed it, George Soros, heavily investing in similar PCR-style test systems so they can be in control of your medical records,
[00:25:46.824 --> 00:25:46.944]  Yes.
[00:26:07.927 --> 00:26:10.988]  In control of the companies themselves.
[00:26:10.988 --> 00:26:22.214]  And remember, it was Bill Gates eight years ago that funded Theranos and used that young woman as his front to say another computerized test could find cancer and hundreds of other things.
[00:26:22.214 --> 00:26:23.374]  And it was all a fraud.
[00:26:23.374 --> 00:26:24.435]  It was all a lie.
[00:26:24.435 --> 00:26:31.058]  And millions of people ended up having chemotherapy and having parts of their bodies chopped off due to that.
[00:26:31.058 --> 00:26:34.719]  She's been indicted for years but never gone to trial.
[00:26:34.719 --> 00:26:36.100]  So let's review the fraud again.
[00:26:37.298 --> 00:26:39.140]  Here's the Tanzanian president.
[00:26:39.140 --> 00:26:40.922]  By the way, he wouldn't do the forced inoculations.
[00:26:40.922 --> 00:26:43.165]  He died, along with three other African presidents.
[00:26:43.165 --> 00:26:45.808]  And the Haitian president did the same thing.
[00:26:45.808 --> 00:26:48.432]  He got tortured and killed, but that's a side issue.
[00:26:48.432 --> 00:26:53.158]  President queries Tanzania coronavirus kits after goat tests.
[00:26:54.261 --> 00:27:10.705]  And he tested a goat and a papaya and several other things, had them sent off to the UN-funded system, and they all came back, the goat, the papaya, and other things, 100% coronavirus positive.
[00:27:10.705 --> 00:27:11.525]  He thought so.
[00:27:11.525 --> 00:27:20.508]  He noticed that almost every person in Tanzania being tested during the UN-pushed lockdown had COVID, but they were asymptomatic and totally healthy.
[00:27:20.508 --> 00:27:21.688]  So he sent a papaya
[00:27:22.432 --> 00:27:29.998]  When he sent a goat and other things, they were all 100% positive with the UN-run PCR test.
[00:27:29.998 --> 00:27:34.022]  Now, I raise that because we've got a new example of this.
[00:27:34.022 --> 00:27:47.814]  Not just Theranos with their scam, not just the PCR test with its fraud that's been used to shut down the world and kill tens of millions through starvation, but this has now been confirmed by major scientific reporters and journals.
[00:27:48.806 --> 00:27:50.286]  And so everybody's starting to do it.
[00:27:50.286 --> 00:27:51.026]  We're going to do it too.
[00:27:51.026 --> 00:27:55.227]  I'm going to send off some of my cat saliva and my dog saliva and see what happens.
[00:27:55.227 --> 00:27:56.807]  Next week I'm doing it.
[00:27:56.807 --> 00:28:07.389]  Man sends lizard saliva to 23andMe for DNA testing exposing total fraud of company's claims of human ancestry.
[00:28:07.389 --> 00:28:08.709]  And of course, who started it?
[00:28:08.709 --> 00:28:10.690]  The head of YouTube.
[00:28:10.690 --> 00:28:17.891]  And that's why everyone, including people that have zero African in them, they just throw 5% African into it just to
[00:28:18.888 --> 00:28:19.429]  Thank you.
[00:28:39.053 --> 00:28:43.517]  I wanted to see what would happen if I sent my pet lizard DNA into 23andMe.
[00:28:43.517 --> 00:28:49.502]  And so with the help of my wife, we extracted enough saliva to send off in the mail.
[00:28:49.502 --> 00:28:52.505]  We were so excited to see the results.
[00:28:52.505 --> 00:28:56.308]  After about three months, we were shocked.
[00:28:56.308 --> 00:28:57.929]  My lizard was 51% Ashkenazi Jewish.
[00:28:57.929 --> 00:28:59.791]  He was also 48% West Asian.
[00:29:03.599 --> 00:29:05.740]  This was really interesting.
[00:29:05.740 --> 00:29:09.303]  They also gave us a little bit of his background and his history.
[00:29:09.303 --> 00:29:12.124]  What he liked to eat, etc.
[00:29:12.124 --> 00:29:15.266]  Let us know which animal's DNA we should send in next.
[00:29:15.266 --> 00:29:18.348]  They lied to us at every level of this.
[00:29:18.348 --> 00:29:30.576]  And then they suppressed real medical treatments for the flu and for pneumonia and let millions of people around the world die because they would be told, don't come in until you can't breathe.
[00:29:30.576 --> 00:29:32.517]  And then when people came in with regular pneumonia,
[00:29:33.925 --> 00:29:38.347]  And water in their lungs, they would be intubated and would die when it was too late.
[00:29:38.347 --> 00:29:40.287]  And then they would say, oh, you died of COVID.
[00:29:40.287 --> 00:29:41.468]  That's all been confirmed.
[00:29:41.468 --> 00:29:52.412]  And people that died of car wrecks, gunshot wounds, people that drowned, because the hospitals all got $53,000 in the US if you were a COVID patient.
[00:29:52.412 --> 00:29:54.132]  Similar numbers around the world.
[00:29:54.132 --> 00:30:01.315]  So this was all set up by the big corporations, all set up by Bill Gates, the Rockefeller Foundation, and John Hopkins was involved to actuary how this worked.
[00:30:02.409 --> 00:30:05.512]  Everybody else that had real medical problems, don't go to the hospitals.
[00:30:05.512 --> 00:30:11.737]  The hospitals were empty, except for the people they would take in and intubate and murder.
[00:30:11.737 --> 00:30:18.342]  Except for the COVID patients they would send into nursing homes to actually kill people and jack up those numbers.
[00:30:18.342 --> 00:30:29.111]  And just yesterday, Biden came out and killed the Trump investigation into Governor Whitmer, who sent people knowingly to nursing homes, even when doctors told him it'll kill those old people.
[00:30:29.111 --> 00:30:30.352]  And of course, Governor Cuomo,
[00:30:30.825 --> 00:30:34.670]  Even though the Nursing Home Association said, don't do it, you'll cause death.
[00:30:34.670 --> 00:30:46.945]  People that they knew had COVID, that just meant the flu or a cold, and in some cases COVID, they could go and be by your mom or dad, but you, while they quietly killed your mom and dad, and the nursing home couldn't visit them.
[00:30:47.731 --> 00:30:49.072]  See how it works?
[00:30:49.072 --> 00:30:53.934]  All a depopulation psychological warfare system.
[00:30:53.934 --> 00:30:59.837]  And don't forget Saki wouldn't answer the question about why they don't make people take shots in the White House.
[00:30:59.837 --> 00:31:01.617]  Because they're not going to take the shots.
[00:31:01.617 --> 00:31:02.478]  None of them are.
[00:31:02.478 --> 00:31:03.698]  They're not stupid.
[00:31:03.698 --> 00:31:06.600]  That's for us, not for them.
[00:31:06.600 --> 00:31:12.843]  Throughout history, powerful elites get together and they decide to try to take over their neighbors.
[00:31:12.843 --> 00:31:15.764]  And they also decide to try to dominate and control their own populations.
[00:31:16.544 --> 00:31:16.744]  I think?
[00:31:39.838 --> 00:31:51.503]  When this was all happening, they said, oh, don't let Trump come out with a vaccine because they wanted to be the heroes and they wanted to be the ones to politically control folks and they didn't want to open the economy up.
[00:31:51.503 --> 00:31:54.644]  They wanted to keep it shut down to consolidate control.
[00:31:54.644 --> 00:31:57.025]  Trump wrongly did warp speed.
[00:31:57.025 --> 00:32:00.166]  He believed to get the economy going, but I understand why he did it.
[00:32:00.166 --> 00:32:01.007]  I still don't agree with it.
[00:32:01.857 --> 00:32:11.549]  But these guys were on record, whether it's Kamala Harris or whether it was Joe Biden, you name it, they said you can't trust this vaccine.
