[00:00.000 --> 00:11.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[23:42.000 --> 23:50.000]  And the media is like, her posture is that's ridiculous. No one would try to kill anybody.
[23:50.000 --> 23:59.000]  And then the Daily Mail was in the Dulles Airport outside Chantilly, Virginia,
[23:59.000 --> 24:09.000]  named after the former head of the CIA and heard a bunch of analysts and CIA bragging in the concourse of how we need to kill this guy.
[24:09.000 --> 24:14.000]  I mean, I've had people with access to NSA stuff haul up many times.
[24:14.000 --> 24:21.000]  My wife and I tell us what we're talking about to try to freak us out and then go in to talk about how they're going to kill us.
[24:21.000 --> 24:25.000]  I mean, that's what the government does with this. This has happened to me.
[24:25.000 --> 24:32.000]  Okay, I have lived it. I have experienced it.
[24:32.000 --> 24:39.000]  And people are so incredibly naive. And by the way, you better learn who set up the CIA, the British intelligence.
[24:39.000 --> 24:46.000]  You better learn this country since about 1923 with the Council on Foreign Relations that was openly British intelligence.
[24:46.000 --> 24:53.000]  Look it up Pratt Street, New York. That's on record to take over the U.S. government with money and finance and corporate dollars.
[24:53.000 --> 25:05.000]  And then you look at the CIA being set up out of the OSS in 47, and then you look at what's come out in congressional hearings.
[25:05.000 --> 25:10.000]  It's not like it's my opinion the CIA brings in most of the narcotics or oversees it for the big banks.
[25:10.000 --> 25:17.000]  The big banks got caught last year, laundering $378 billion, two banks alone.
[25:17.000 --> 25:24.000]  Wacovia and Wells Fargo. Wells Fargo owned Wacovia. And I mean, that was in AP, in Reuters, in Bloomberg.
[25:24.000 --> 25:29.000]  I've probably read that on air 50 times to you. And they didn't get in trouble.
[25:29.000 --> 25:34.000]  They actually ran the aircraft. These companies run the weapons, all of it.
[25:34.000 --> 25:39.000]  I mean, where do you think a trillion dollars a year in narcotics money goes?
[25:39.000 --> 25:46.000]  Half of it, the money's North America. Yeah, there it is, banks financing Mexican gangs admitted in Wells Fargo deal Bloomberg.
[25:46.000 --> 26:02.000]  You know how frustrating it is to know that I can go to a family reunion and there'll be a whole bunch of retired people who worked in black projects.
[26:02.000 --> 26:08.000]  And it's not like my family special. This is probably the biggest corporation in the world. It's just all, it's the company.
[26:08.000 --> 26:16.000]  It is. It's all a big joke. And by the way, they're not looking out for America's interest.
[26:16.000 --> 26:23.000]  We are seen as idiots, ladies and gentlemen. I mean, you can argue that the government did corrupt stuff 50, 60, 70 years ago to beat other bad guys.
[26:23.000 --> 26:30.000]  But then that stuff doesn't end when the war is over. They use narcotics trafficking and opium in and out of Sicily to undermine the Nazis.
[26:30.000 --> 26:37.000]  Of course, those contacts didn't end at the end of World War Two.
[26:37.000 --> 26:48.000]  It's on record they brought in the opium inside the bodies of dead soldiers, tons of it, the heroin, the opium to be turned into heroin.
[26:48.000 --> 26:59.000]  And it's the naivete. And then I think about Aaron Schwartz, who got engaged with fiance said, I'm going to beat this federal case claiming I hacked when all I did was get out public info from MIT,
[26:59.000 --> 27:10.000]  leading the moves to, he's really the leader of anonymous folks. That's really who he was. And that's come out of the real anonymous.
[27:10.000 --> 27:17.000]  And he was beating SOPA and SISPA and organizing people and was a genius. And they went to his apartment and hung him.
[27:17.000 --> 27:28.000]  And then said, oh, the government drove him to death. He was saying, I'm going to beat this 35 years in prison for releasing public data that the public paid for.
[27:28.000 --> 27:38.000]  I'm going to beat this. And I'm getting married. They hung him. The DC madam was on my show and was saying, oh, I'm keeping all this info I know, you know, so they don't mess with me.
[27:38.000 --> 27:45.000]  And I said to her on there, I said, they're going to kill you. You either tell them you're not going to use the data, release it.
[27:45.000 --> 27:50.000]  She goes, well, how do I tell them? I said, you talk over the, over the telephone. They're listening.
[27:50.000 --> 27:59.000]  And I said, I mean, she's just, you know, servicing all the top people there in DC. And I said, you know, that doesn't protect you. Doesn't get you killed. They killed her a month later.
[27:59.000 --> 28:06.000]  She said, I'll never commit suicide. Pat Tillman wrote home said that we're shipping the opium out. Our government runs Al Qaeda.
[28:06.000 --> 28:14.000]  I'm going to go public as brothers talked about it. And they killed him. And it was General McChrystal that ran the cover up and probably gave the orders.
[28:14.000 --> 28:27.000]  And it was Michael Hastings, the associate editor of the Rolling Stone, that went and told them, oh yeah, this is off record and then burned McChrystal.
[28:27.000 --> 28:33.000]  Burned McChrystal. And well, I guess McChrystal burned him.
[28:33.000 --> 28:44.000]  Oh, somebody did because his car got blown sky high. All the witnesses said he's driving on the street, just blows up. An engine shot 60 yards.
[28:44.000 --> 28:49.000]  And then it turns out he calls family and goes, I'm on the run. They're after me. I'm going into hiding.
[28:49.000 --> 28:54.000]  You look, if I said I'm going into hiding, they're after me at the end of the show. And then my car blows up on the way home.
[28:54.000 --> 29:00.000]  You'd be crazy not to say it's a car bomb. We'll break it down.
[29:00.000 --> 29:05.000]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[29:05.000 --> 29:13.000]  Why do we have the highest cancer rates on the planet, the highest rates of diabetes, autism, and every other major disease?
[29:13.000 --> 29:21.000]  It all comes down to one thing. We are what we eat. Our food is devoid of nutrition and processed with poisons and additives.
[29:21.000 --> 29:26.000]  Our water is filled with toxic poisons and big pharma runoff.
[29:26.000 --> 29:35.000]  All of this has been engineered by design. We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[29:35.000 --> 29:45.000]  To learn more, visit infowarshealth.com. The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[29:45.000 --> 29:53.000]  The fight against the new world order starts with you and you can't stand against the machine of your sick, tired, and obese when you visit infowarshealth.com.
[29:53.000 --> 30:00.000]  Check out the catalog with nearly 400 life-changing products and get free shipping when you sign up for auto-ship.
[30:24.000 --> 30:34.000]  Supernatural Silver can help combat over 300 different conditions and it has the ability to kill over 143 types of bacteria, viruses, mold, and yeast.
[30:34.000 --> 30:47.000]  Supernatural Silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions, and nursing homes.
[30:47.000 --> 30:53.000]  To see how Supernatural Silver can change your life, go to SupernaturalSilver.com.
[30:53.000 --> 30:59.000]  Use the promo code Silver2013 for 20% off and like us on Facebook.
[30:59.000 --> 31:04.000]  Are we choosing our own destiny or has it been pre-selected for us?
[31:04.000 --> 31:09.000]  As we've moved through history, every great leader has had to understand the potential of information.
[31:09.000 --> 31:17.000]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[31:17.000 --> 31:26.000]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[31:26.000 --> 31:33.000]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[31:33.000 --> 31:36.000]  All of this is happening so fast, you need to be ahead of the game.
[31:36.000 --> 31:43.000]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[31:43.000 --> 32:07.000]  Out of another one, another plane just passed.
[32:13.000 --> 32:23.000]  95% of hydrofluorosalic acid advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics advanced media
[32:23.000 --> 32:27.000]  for removal of fluoride and other heavy metals all in one filter element.
[32:27.000 --> 32:33.000]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code water.
[32:33.000 --> 32:44.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosalic acid,
[32:44.000 --> 32:50.000]  the most common form of fluoride not covered by other fluoride filter brands and sodium hexafluorosilicate.
[32:50.000 --> 33:01.000]  Get your pro purer with a new pro one filter today at infowarstore.com or by calling 888-253-3139.
[33:01.000 --> 33:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:10.000 --> 33:28.000]  Live from Austin, Texas Broadcasting Worldwide, it's Alex Jones.
[33:28.000 --> 33:34.000]  All right, ladies and gentlemen, we're back live and I'm going to get into this top story now in detail.
[33:34.000 --> 33:46.000]  The clear assassination of the Rolling Stones associate editor Michael Hastings in Los Angeles Tuesday.
[33:46.000 --> 33:52.000]  And I want to be clear, one of the most common questions or the most common question I get on the street.
[33:52.000 --> 33:59.000]  I get asked by BBC, by Russian TV when I was over in England a few weeks ago, I get asked this stuff constantly.
[33:59.000 --> 34:04.000]  If it's true the government's so corrupt or there's criminal elements in it, that's what's really happening.
[34:04.000 --> 34:09.000]  And there's such gangsters, why are you still alive?
[34:09.000 --> 34:15.000]  And it's because God is in control, number one. Number two, a lot of people are praying for me.
[34:15.000 --> 34:22.000]  But number three, if they kill me, everything I've done is then highlighted. It's a big exclamation point behind it.
[34:22.000 --> 34:40.000]  It underlines it. But also, importantly, is that I have a media operation and a program and a plan if I'm killed to continue forward and to investigate my assassination.
[34:40.000 --> 34:47.000]  And I've had that plan in place for five years and money and lawyers and everything set up and ready.
[34:47.000 --> 34:54.000]  Multiple plans. I've got recordings made. Some recordings, I need to make more.
[34:54.000 --> 35:06.000]  Because they're getting to the point where if it is all out in the open and it's that crossroads and they don't go to jail and nobody gets in trouble and we don't reign these guys in, there's always going to be corruption.
[35:06.000 --> 35:17.000]  But if we let it run rampant, like a red tide at the seashore or people peeing in the city pool where it's so bad nobody can swim in it.
[35:17.000 --> 35:25.000]  If we let the corruption build up and build up and then we don't do anything about it, it will then basically redouble itself.
[35:25.000 --> 35:31.000]  And you're going to see societal collapse because why should you produce anything? It was just going to be taken from you.
[35:31.000 --> 35:39.000]  And in fact, they will tax things to the point of collapse because the mid and low level people don't care and just want theirs.
[35:39.000 --> 35:46.000]  You see, that's the problem with the corrupt society. The will to fight it collapses and then there's just corruption everywhere.
[35:46.000 --> 35:50.000]  Not just the big centralized corruption, but the low level corruption as well.
[35:50.000 --> 36:02.000]  And Zbigniew Brzezinski writes about this in two of his books, why the globalist control organized crime, why they control the narcotics traffic, why they control all the vices.
[36:02.000 --> 36:09.000]  Their argument is to control it and to not let it get out of control and have it basically be segregated.
[36:09.000 --> 36:20.000]  But it never goes that way. It always ends up collapsing like Mexico. Mexico is a failed state with 65,000 dead people.
[36:20.000 --> 36:29.000]  Times pass, I was saying, 60 a few months ago looked it up. 65,000 dead people the last six years that they know of and they're finding mass graves all the time.
[36:29.000 --> 36:36.000]  And even the tourist areas now they're having kidnappings and bombings and shootings and the media's paid to not make a big deal out of it.
[36:36.000 --> 36:49.000]  More people have died in Mexico in the last six years than died in the Vietnam War in a decade on the US side.
[36:49.000 --> 36:53.000]  Because a million Vietnamese died or more, but 58,000 Americans died and hundreds of thousands wounded.
[36:53.000 --> 37:00.000]  60 plus thousand dead. And folks, that's what we know about. Some estimates are half the murders aren't known about.
[37:00.000 --> 37:08.000]  There's hundreds of thousands missing, but they think some of them may have fled to other countries. That's where we're going.
[37:08.000 --> 37:13.000]  Why should tax money be allowed to go to fix the sewage when it can just go to El Jefe?
[37:13.000 --> 37:21.000]  And then he lives with his own private sewage system up on a mountain and he likes the fact you're living down there in sewage because you're too poor to do anything to him.
[37:21.000 --> 37:24.000]  That's feudalism, folks. Mexico didn't invent it.
[37:24.000 --> 37:41.000]  Every culture with corrupt oligarchs from ancient Japan to ancient China to ancient Africa to ancient Mesoamerica to ancient Europe to ancient Babylon to ancient Egypt to ancient Greece and Rome was feudalist except in a few periods in Greece.
[37:41.000 --> 37:45.000]  They were in a few city states.
[37:45.000 --> 37:52.000]  This is a cancer. Why would I risk my life, ladies and gentlemen, because I am an honorable man.
[37:52.000 --> 38:01.000]  And because I am incensed at a genetic level, at a cellular level by groups of thugs taking over a bunch of brutes.
[38:01.000 --> 38:10.000]  I mean, I look at video of Russian mafia, Italian mafia, Irish mafia. There's all these mafias, but the real mafia is the banking mafia.
[38:10.000 --> 38:18.000]  And it's all like, you know, sticking their chest out, acting tough, strutting around, bugging their eyes out at people.
[38:18.000 --> 38:32.000]  That's how they dominate is intimidation instead of beauty and creativity and what they make and what they do where they're honored because they can write a beautiful play or invent a new technology or contribute something.
[38:32.000 --> 38:47.000]  And I see men in America now that more and more like men I've seen in third world countries where men that think they're successful strut around bugging their eyes out at people strut around acting dominant and scary.
[38:47.000 --> 38:57.000]  And really it's because they're scared deep down. We're being reduced back to savages. We're being reduced back to animals. And that really gets to me.
