[00:00:07.858 --> 00:00:11.340]  The Alex Jones Show.
[00:15:35.769 --> 00:15:39.971]  The town is filled with signs like, keep moving, keep off the grass.
[00:15:39.971 --> 00:15:44.433]  Bert the cop actually shoots at George when he's running away and is no threat to anyone.
[00:15:50.646 --> 00:15:54.131]  Pottersville everyone is a renter no one has a stake.
[00:15:54.131 --> 00:15:56.093]  Private property and everyone having a stake
[00:16:06.947 --> 00:16:08.968]  is the antidote to Pottersville.
[00:16:08.968 --> 00:16:10.609]  Here, you're all businessmen here.
[00:16:10.609 --> 00:16:12.090]  Doesn't make them better citizens?
[00:16:12.090 --> 00:16:13.551]  Doesn't make them better customers?
[00:16:13.551 --> 00:16:20.355]  But whether it's the Trans-Pacific Partnership or a global carbon tax, the global elite don't see you as a stakeholder.
[00:16:20.355 --> 00:16:24.157]  They want to turn us all into serfs and treat us like cattle.
[00:16:24.157 --> 00:16:31.621]  Just remember this, Mr. Potter, that this rabble you're talking about, they do most of the working and paying and living and dying in this community.
[00:16:31.621 --> 00:16:35.363]  Well, is it too much to have them work and pay and live and die in a couple of decent rooms and a bath?
[00:16:36.050 --> 00:16:38.832]  Anyway, my father didn't think so.
[00:16:38.832 --> 00:16:44.236]  People were human beings to him, but to you, a warped, frustrated old man, they're cattle.
[00:16:44.236 --> 00:16:46.818]  Well, in my book, he died a much richer man than you'll ever be.
[00:16:46.818 --> 00:16:48.459]  I'm not interested in your book.
[00:16:48.459 --> 00:16:51.241]  I'm talking about the building and loans.
[00:16:51.241 --> 00:16:52.962]  I know very well what you're talking about.
[00:16:52.962 --> 00:16:55.544]  You're talking about something you can't get your fingers on.
[00:16:55.544 --> 00:17:00.507]  Speaking of riches, do you find the salary amounts amusing when Potter tries to buy George off?
[00:17:00.507 --> 00:17:03.429]  Just look at your size.
[00:17:03.429 --> 00:17:04.170]  Young man, 27.
[00:17:06.888 --> 00:17:07.368]  48.
[00:17:07.368 --> 00:17:08.469]  Married?
[00:17:08.469 --> 00:17:09.829]  Make me say 40 a week.
[00:17:09.829 --> 00:17:09.849]  45.
[00:17:09.849 --> 00:17:09.869]  45.
[00:17:09.869 --> 00:17:09.889]  45.
[00:17:09.889 --> 00:17:13.131]  George, I'll start you out at $20,000 a year.
[00:17:13.131 --> 00:17:13.851]  $20,000 a year?
[00:17:25.743 --> 00:17:29.125]  You wouldn't mind living in the nicest house in town?
[00:17:29.125 --> 00:17:31.706]  Buying your wife a lot of fine clothes?
[00:17:31.706 --> 00:17:34.628]  A couple of business trips to New York a year?
[00:17:34.628 --> 00:17:36.549]  Maybe once in a while Europe?
[00:17:36.549 --> 00:17:38.190]  You wouldn't mind that, would you, Jones?
[00:17:38.190 --> 00:17:38.610]  Would I?
[00:17:39.415 --> 00:17:45.718]  Even if George had saved a lot of his $20,000 salary, would it have bought much a couple of decades later?
[00:17:45.718 --> 00:17:54.303]  By even the government's very conservative estimate of inflation, the dollar has lost 90% of its value since 1947, when the movie was made.
[00:17:54.303 --> 00:17:59.886]  The Fed's deliberate inflation is devastating to anyone trying to accumulate wealth through hard work and saving.
[00:18:00.606 --> 00:18:08.170]  So what is the answer to all the George Baileys out there a hundred years after the government gave control of our money supply to private bankers like Potter?
[00:18:08.170 --> 00:18:10.991]  Well, Potter had more money than he could spend.
[00:18:10.991 --> 00:18:13.612]  But would any of you want to be Potter?
[00:18:13.612 --> 00:18:18.435]  You sit around here and you spin your little webs and you think the whole world revolves around you and your money.
[00:18:18.435 --> 00:18:21.116]  Well, it doesn't, Mr. Potter.
[00:18:21.116 --> 00:18:26.419]  In the whole vast configuration of things, I'd say you were nothing but a scurvy little spider.
[00:18:26.419 --> 00:18:28.900]  George Bailey finally sees how rich his own life is.
[00:18:29.625 --> 00:18:34.168]  As he sees the fruits of relationship, honesty, and compassion.
[00:18:34.168 --> 00:18:35.429]  Hey!
[00:18:35.429 --> 00:18:37.791]  Merry Christmas, Mr. Potter!
[00:18:37.791 --> 00:18:39.652]  Happy New Year to you!
[00:18:39.652 --> 00:18:40.553]  In jail!
[00:18:40.553 --> 00:18:43.675]  Go on home, they're waiting for you!
[00:18:43.675 --> 00:18:46.117]  And if the public can awaken to the lies of the Federal Reserve...
[00:18:46.784 --> 00:18:50.725]  If it could even be audited... Well, hello, Mr. Bank Examiner!
[00:18:50.725 --> 00:18:54.825]  How are... It would be a huge step to breaking the chains that enslave all of us.
[00:18:54.825 --> 00:18:58.906]  But ultimately, it is God that changes minds and changes hearts.
[00:18:58.906 --> 00:19:00.446]  God hates oppression.
[00:19:00.446 --> 00:19:04.907]  And we can, and should, confidently pray that he will stop it.
[00:19:04.907 --> 00:19:07.928]  I owe everything to George Bailey.
[00:19:07.928 --> 00:19:10.348]  Help him, dear father.
[00:19:10.348 --> 00:19:15.409]  Joseph, Jesus, and Mary, help my friend, Mr. Bailey.
[00:19:19.773 --> 00:19:21.514]  He never thinks about himself, God.
[00:19:21.514 --> 00:19:23.435]  That's why he's in trouble.
[00:19:23.435 --> 00:19:25.897]  George is a good guy.
[00:19:25.897 --> 00:19:28.078]  Give him a break, God.
[00:19:28.078 --> 00:19:29.519]  I love him, dear Lord.
[00:19:29.519 --> 00:19:31.900]  Watch over him tonight.
[00:19:31.900 --> 00:19:33.121]  Please, God.
[00:19:33.121 --> 00:19:35.663]  Something's the matter with Daddy.
[00:19:35.663 --> 00:19:38.985]  Please bring Daddy back.
[00:19:38.985 --> 00:19:49.071]  Dear Father in Heaven, I'm not a praying man, but if you're up there and you can hear me,
[00:19:58.462 --> 00:20:02.364]  For the InfoWars Nightly News, I'm David Knight.
[00:20:02.364 --> 00:20:11.450]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:20:11.450 --> 00:20:19.516]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:20:19.836 --> 00:20:24.717]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:20:24.717 --> 00:20:31.499]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:20:31.499 --> 00:20:38.681]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:20:38.681 --> 00:20:45.543]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:20:45.703 --> 00:20:50.185]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:20:50.185 --> 00:20:53.567]  Available in original or with our immune support infusion blend.
[00:20:53.567 --> 00:20:59.871]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:20:59.871 --> 00:21:01.552]  Available at InfoWarsLife.com
[00:21:02.592 --> 00:21:03.893]  There's a reason why the U.S.
[00:21:03.893 --> 00:21:07.657]  government is conducting emergency drills simulating the collapse of the U.S.
[00:21:07.657 --> 00:21:08.597]  electrical grid.
[00:21:08.597 --> 00:21:09.919]  Northeast Corridor, offline.
[00:21:09.919 --> 00:21:11.900]  They're getting prepared.
[00:21:11.900 --> 00:21:13.642]  Will you be prepared when it shuts down?
[00:21:13.642 --> 00:21:16.244]  A massive power outage.
[00:21:16.244 --> 00:21:17.645]  The Cyber Pearl Harbor.
[00:21:17.645 --> 00:21:20.248]  The evacuation procedures are working.
[00:21:20.968 --> 00:21:24.930]  The Grid Eraser and Grid Eraser Maximus portable solar generators.
[00:21:24.930 --> 00:21:28.271]  Available exclusively on OffTheGrid.com.
[00:21:28.271 --> 00:21:31.092]  The strongest, longest lasting solar generators.
[00:21:31.092 --> 00:21:34.053]  Dollar for dollar, watt for watt, on the market.
[00:21:34.053 --> 00:21:37.594]  Double the size and output, but not double the price.
[00:21:37.594 --> 00:21:38.935]  Oh yeah, one more thing.
[00:21:39.755 --> 00:21:45.740]  You only pay $10 for shipping for the Grid Eraser and Grid Eraser Maximus at OffTheGrid.com.
[00:21:45.740 --> 00:21:49.624]  Actually, shipping is just $10 for any order at OffTheGrid.com.
[00:21:49.624 --> 00:21:59.132]  Before you spend your hard-earned cash on a solar generator, do yourself a favor and check out the Grid Eraser and Grid Eraser Maximus at OffTheGrid.com.
[00:21:59.132 --> 00:22:01.314]  Solar generators with an attitude.
[00:22:02.114 --> 00:22:05.756]  It's been said, those who control the food, control the people.
[00:22:05.756 --> 00:22:09.577]  Are you concerned about GMO foods making you sick and affecting your mind?
[00:22:09.577 --> 00:22:15.760]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain, and the inability to think clearly.
[00:22:15.760 --> 00:22:25.984]  Genetically modified crops, processed foods, and toxic chemicals can compromise your health and are silently destroying your digestive system, which accounts for 80% of your immune system.
[00:22:25.984 --> 00:22:30.426]  Take back control of your health with Pro-EM1 probiotic from Terraganics.
[00:22:30.486 --> 00:22:40.789]  This Pro-EM1 probiotic helps protect your body against irritable bowel syndrome, constipation, Crohn's disease, celiac disease, diabetes, the common cold, and much more.
[00:22:40.789 --> 00:22:52.292]  And including a powerful probiotic like Pro-EM1 as part of your daily routine puts you back in control and prevents you from becoming a mindless zombie manipulated by the pharmaceutical and GMO agendas.
[00:22:52.512 --> 00:22:57.163]  Call Terragonics at 866-369-3678 or visit Terragonics.com.
[00:22:57.163 --> 00:22:58.266]  T-E-R-A-G-A-N-I-X dot com.
[00:23:02.765 --> 00:23:06.968]  Yes, family and friends are gathering to give gifts and wish health and security.
[00:23:06.968 --> 00:23:11.372]  But why not enhance telephone and wireless device security all year with Block It Pocket?
[00:23:11.372 --> 00:23:16.076]  A family owned, American business, we now have two spectacular holiday specials.
[00:23:16.076 --> 00:23:23.622]  Find them now at our new website, BlockItPocket.com or call 888-315-9618.
[00:23:23.622 --> 00:23:25.984]  Hurry, holiday special ends Christmas Day.
[00:23:25.984 --> 00:23:29.066]  Give the gift of security from BlockItPocket.com.
[00:23:29.066 --> 00:23:31.068]  Wishing you health, freedom and liberty.
[00:23:31.408 --> 00:23:34.609]  You've spent precious time and money preparing for emergencies.
[00:23:34.609 --> 00:23:36.230]  Your generator is good to go.
[00:23:36.230 --> 00:23:41.852]  You have plenty of extra fuel stored, but you're never truly ready without PRI Fuel Stabilizers.
[00:23:41.852 --> 00:23:45.853]  More than half of generator failures occur because the fuel has gone bad.
[00:23:45.853 --> 00:23:50.875]  PRI Fuel Stabilizers keep your fuel fresh and keep you ready for any disaster.
[00:23:50.875 --> 00:23:54.036]  That's why the pros rely on it and why you need it.
[00:23:54.036 --> 00:23:55.977]  Call 888-776-9373 or visit PRIProducts.com for the dealer nearest you.
[00:24:08.467 --> 00:24:12.948]  Christmas too?
[00:24:12.948 --> 00:24:13.508]  Racist!
[00:24:13.508 --> 00:24:18.509]  Racist!
[00:24:18.509 --> 00:24:23.350]  Defending the Republic from enemies foreign and domestic.
[00:24:23.350 --> 00:24:25.851]  It's Alex Jones.
[00:24:25.851 --> 00:24:27.551]  Look, I'll just be honest with everybody.
[00:24:27.551 --> 00:24:29.952]  This is a short segment, you know, five, six minutes long.
[00:24:31.178 --> 00:24:38.541]  I wanted to do some type of play on words about the police state and Obama and the New World Order with The Night Before Christmas, but I'm out of time.
[00:24:38.541 --> 00:24:41.542]  So I'm just going to read it and then make comments after each paragraph.
