[00:00.000 --> 00:05.000]  You're listening to the Alex Jones show.
[06:30.000 --> 06:39.000]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality, turn off our hormones and accelerate our journey towards death.
[06:39.000 --> 06:54.000]  I personally counter this onslaught with Anthroplex. Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[06:55.000 --> 07:03.000]  Discover why Anthroplex has turned so many heads today. It's time for us to take our bodies back into our own hands and it starts at InfowarsLife.com with Anthroplex.
[07:03.000 --> 07:18.000]  Enjoy all natural bath and beauty products with Emmerich's Essentials. We are proud to bring you a collection of organic-based household products at InfowarsStore.com, including non-nano SPF-30 zinc oxide sunscreen,
[07:18.000 --> 07:32.000]  date-free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo, and long-lasting natural deodorant. Emmerich's Essentials is free of chemicals and toxins that may harm your body.
[07:33.000 --> 07:38.000]  We carefully select pure and simple ingredients to create formulas that are certified USDA-made with organic.
[07:38.000 --> 07:48.000]  Our mission is to offer you everyday organic household products to enhance your life. Truly feel the difference by going organic natural without compromising on quality.
[07:49.000 --> 07:55.000]  Feel good about using Emmerich's Essentials. Start saving money and stop exposing yourself and your family to toxic ingredients.
[07:55.000 --> 08:07.000]  Visit InfowarsStore.com and learn more about the new Emmerich Essentials line of organic products. That's InfowarsStore.com.
[08:26.000 --> 08:35.000]  And we are GO! Another global transmission is airborne. And we're going stratospheric, we're going intergalactic, we're going interstellar.
[08:36.000 --> 08:48.000]  Thank you so much for joining us on this Monday, the 17th day of July 2017. I'm your host Alex Jones, and I'm extremely honored to be here with you today. Thank you so much for joining us.
[08:48.000 --> 09:02.000]  I've got a lot of guests and a ton of big news breaking, but I was sitting there this morning thinking and I thought I need to lead the broadcast and have it basically be a thematic discussion
[09:03.000 --> 09:14.000]  to really wake people up on two big issues that intertwine and intersect together. And if you understand these two intertwined issues, you understand it all.
[09:14.000 --> 09:35.000]  Presidential daily tracking poll has rasmussen with the president at 43, galapasing at 47. If you then take out the 47% that didn't vote in 2016, you can argue that only 36% of the country supports Trump.
[09:35.000 --> 09:55.000]  And we're seeing baiting going on by Psycho Joe and his fiance on the morning show trying to bait the president back into talking about him to make them relevant.
[09:55.000 --> 10:08.000]  And you've got Breitbart coming out and saying that the globalist are panicking. Morning Joe revives President Bannon Smear as nationalism gains traction in the White House.
[10:09.000 --> 10:23.000]  That is being reported by the New York Times, the Washington Post, but we told you two months ago, patriots, nationalists, conservatives, free marketeers, people that like prosperity, folks that don't want to live in North Korea,
[10:23.000 --> 10:34.000]  just common sense, non-suicidal, non-destructive types, positive types are going to really like what Trump does. The first 70 days, he went pure hardcore Americana.
[10:35.000 --> 10:45.000]  He then compromised a little bit, believed the Republicans that they would carry out a good agenda. If he acquiesced, they stabbed him in the back about two months ago at about day 100.
[10:45.000 --> 10:54.000]  He made a hardcore libertarian patriot turn even more hardcore than he'd been during the campaign. He dug his heels in.
[10:55.000 --> 11:11.000]  They responded, as I predicted they would, almost nine months after they got caught doing it last time, coming in with fake polls, fake polls.
[11:11.000 --> 11:19.000]  Now, how do I know these polls are fake? Because I've done the research and I talked to the folks that head up the different polling agencies.
[11:20.000 --> 11:25.000]  In 2016, you couldn't pay for an honest poll on Trump.
[11:26.000 --> 11:38.000]  It was the first time in modern history that all the major polling companies, including liberal and historically conservative polling companies, would not give you a fair poll because the Democrats were spending so much money
[11:38.000 --> 11:41.000]  paying for fake polls they bought up the market.
[11:42.000 --> 11:54.000]  And the Republican establishment promised to go along with this lie and to not expose the polling agencies because the never Trumpers, the blue bloods, the neocons, the rhinos wanted Trump defeated so badly.
[11:54.000 --> 12:18.000]  And I came out and I laid out the facts from scientific bots and Google bots and Bloomberg bots and by bots, that's spiders, crawling data across the web, giving major corporations the heads up view that Trump was 10 to 20 points depending on what time he was in the campaign, what period ahead of Hillary.
[12:18.000 --> 12:23.000]  That's why they were panicking, saying she was invincible, saying she was going to win.
[12:24.000 --> 12:27.000]  I guess they must have watched too many Oprah Winfrey shows about the secret.
[12:28.000 --> 12:34.000]  That's why they printed up Newsweek by the hundreds of thousands saying Madam President and that she had been elected days before.
[12:34.000 --> 12:50.000]  But they didn't print up that Trump had been elected days before because they believe their own line. They saw after the RNC in July, Trump with 20 points or more in major scientific internal polls.
[12:50.000 --> 13:10.000]  The lowest he ever got was 10 points ahead of her. And I told you that over and over again. But I said just like she stole it from Sanders and stole the nomination and then stole many states from Trump, they were going to try to steal the electors and make them faithless electors.
[13:11.000 --> 13:18.000]  They then came out and said that's a hoax by Alex Jones. Nobody's planning to try to get electors to not seat the president in the electoral college.
[13:18.000 --> 13:27.000]  Nancy Pelosi went to Homeland Security and the Justice Department and asked for me to be arrested for death threats, which I hadn't made.
[13:28.000 --> 13:44.000]  I got that from two different sources. Folks who question Larry Nichols was one of the sources. I got another source telling me that the next day, Pelosi's daughter goes on Fox and says that I've been having people threaten her that they want me arrested.
[13:44.000 --> 13:56.000]  But she was running the faithless elector operation. So they tried all these mind games. They knew that she was behind. They stole five states. They tried to steal six.
[13:57.000 --> 14:08.000]  You've got the heads of six state election agencies coming out saying, no, Homeland Security, the Democrats were breaking in trying to flip the votes in live time in key battleground states, but they failed.
[14:08.000 --> 14:19.000]  They failed. Trump then said that as many as three and a half million illegals voted according to Intel he had that was from Pew Research and Mason Dixon University.
[14:20.000 --> 14:34.000]  New data came out from Harvard a month ago. The data shows from the sample 5.7 million, according to the algorithm, with the sample of 10,000 from registered voters that Harvard got.
[14:34.000 --> 14:42.000]  They then indexed it and said that would be 5.7 million people voting in the name of dead people and illegals voting.
[14:43.000 --> 14:47.000]  And now 48 states are refusing to give over the voter data.
[14:47.000 --> 15:08.000]  So people are asking, we see these polls of Trump at 46, 45, 43. But you hear Democrats call in saying every Democrat I know sees their 401k up, sees more business in their restaurant, sees more business in their store, sees their orders up.
[15:08.000 --> 15:20.000]  Not every Democrat that has a job is pro-Trump now because they understand we're trying to bring back prosperity and a system that gives us a prosperous free market economy.
[15:21.000 --> 15:27.000]  So what happened during the campaign and what's happening now? Here it is today.
[15:27.000 --> 15:40.000]  Rasmussen, daily presidential tracking poll, shows him at 43 with 57% disapproving. Now they do that in the demographics by who they target, who they call, who they get to respond.
[15:41.000 --> 15:51.000]  But also by oversampling, you can read again in Rasmussen and in the others, they always had this one, it's nine points. In others, they had even more.
[15:51.000 --> 16:02.000]  So what they do is they disparage it, claiming Democrats are a larger percentage of the population. So they add into the equation artificially nine points against the president.
[16:03.000 --> 16:12.000]  Now, on average, it's about 15 points. And you look at the different polls they had during the campaign where they would add 30 plus points in phone polls.
[16:12.000 --> 16:22.000]  They would add 30 plus percent more Democrats to who they took polls from in the demographics claiming that was, quote, fair.
[16:23.000 --> 16:26.000]  Well, of course, Hillary was then 20 points ahead in those polls.
[16:29.000 --> 16:36.000]  That's the arrogance of these people running this crone-like witch on the whole idea that, well, she's a woman.
[16:36.000 --> 16:42.000]  So we'll be able to force this establishment seahag on the population.
[16:43.000 --> 16:47.000]  Now continuing, globalist panic.
[16:48.000 --> 16:53.000]  Morning Joe revives President Bannon smear as nationalism games traction in the White House.
[16:54.000 --> 17:01.000]  And it goes over the fact that what we told you months ago is indeed the fact Trump is bearing down, digging his heels in on the globalist.
[17:01.000 --> 17:08.000]  And they say, you know, if 40 percent of the public didn't vote, then only 36 percent actually voted.
[17:09.000 --> 17:11.000]  So how do you like that? You're a failure. You're a minority.
[17:12.000 --> 17:21.000]  Well, in any broken coalition divided in concord nation, it's going to end up being the biggest minority that ends up running things.
[17:22.000 --> 17:27.000]  So seeing a broken coalition strategy, it's a two-way street if the public's awake.
[17:27.000 --> 17:33.000]  Now, let's break down how they really did this and how I knew Trump was going to win from the science.
[17:34.000 --> 17:40.000]  If you're a TV viewer, you can see this. You're a radio listener, infowars.com, forward slash show to find the live free feeds.
[17:41.000 --> 17:45.000]  Please spread those feeds as well. You are the power and the resistance and the engine of this operation.
[17:46.000 --> 17:47.000]  Without you, we're nothing.
[17:47.000 --> 17:57.000]  Newsweek, special commemorative edition, Madam President Hillary Clinton's historic journey to the White House, printed the week before by the hundreds of thousands.
[17:58.000 --> 18:04.000]  Now, here's CNN asking, how are the polls so wrong? Then they never give you a reason.
[18:06.000 --> 18:09.000]  They want to keep you in the dark. Here's another. The polls clearly got it wrong.
[18:09.000 --> 18:16.000]  The autopsy will take months. CNN, and they never gave us the autopsy, did they?
[18:17.000 --> 18:20.000]  MSNBC skews poll to put Clinton in the lead.
[18:21.000 --> 18:27.000]  Poll, most see Hillary Clinton victory and a fair count ahead. CNN.
[18:29.000 --> 18:32.000]  National polls, tight race, Clinton hanging on.
[18:32.000 --> 18:41.000]  2016 polls continue to show tough map for Donald Trump. Trump versus Clinton. Could the polls be wrong?
[18:42.000 --> 18:44.000]  Now, let's look at the real facts why they were panicking.
[18:45.000 --> 18:52.000]  They have high tech surveillance over Google, Apple, Facebook, Amazon, NSA, you name it.
[18:53.000 --> 19:00.000]  And they knew that the popular mention for Trump had him at 63 to 70 points at his high, 55 is low.
[19:00.000 --> 19:11.000]  They knew with the different Bloomberg business terminals that are hooked in to every major corporate operation in the country of any large size
[19:12.000 --> 19:17.000]  and hooked into Thompson Reuters and hooked into all the other big databases. Let's skip this network break. This is too important.
[19:18.000 --> 19:21.000]  They knew. Thank you, sir. They're talking to me, folks.
[19:21.000 --> 19:25.000]  App maker. Trump will win election.
[19:27.000 --> 19:31.000]  Now, see, that was August 13th. App maker.
[19:32.000 --> 19:39.000]  And then it goes into major apps that, again, are able to interface with samples of millions of users of the apps.
[19:40.000 --> 19:44.000]  And then they can go in and track what you're saying and doing on the app with AI computers.
[19:44.000 --> 20:00.000]  And the AI computer said Trump's going to win Gigantor. And there are thousands of data points per person every week when you're using these apps.
[20:01.000 --> 20:04.000]  You add that together with millions of users. You have billions of data points.
[20:05.000 --> 20:11.000]  You add that into all the other algorithms. You get trillions of data points, quadrillions of data points.
[20:11.000 --> 20:21.000]  It's just compounds. So they knew good and well he was winning and they tried to steal the election, but six states were waiting and blocked them.
[20:24.000 --> 20:31.000]  Trump would have won five other states and would have won the popular vote if they didn't have all this garbage going on.
[20:32.000 --> 20:39.000]  Despite a majority of opinion polls showing 2016 presidential election going to Democrat Hillary Clinton, a smartphone app developer says his data suggests
[20:39.000 --> 20:44.000]  challenger Trump will be the victor. Based on the stats we see, he looks strong, said Rick Malenty.
[20:45.000 --> 20:51.000]  Let's get him on. Co-founder of San Diego based Crazy Raccoons, maker of zip questions and answer app.
[20:52.000 --> 20:57.000]  His app poses questions and poll responses based on the average of 100,000 daily users.
[20:58.000 --> 21:05.000]  I go with Trump based on what I see. Absolutely. And he goes into, he was seeing Trump at 60, 65%.
[21:05.000 --> 21:13.000]  Let's continue. Trump will win the election and it's more popular than Obama in 2008.
[21:14.000 --> 21:20.000]  AI system finds CNBC and business readers actually want to get the truth occasionally.
[21:21.000 --> 21:28.000]  I'm just going back folks. You understand they're doing the same thing now when they tell you he's plunging in polls.
[21:28.000 --> 21:36.000]  But see polls are finite. So they can't just keep dropping, dropping, dropping, dropping because nobody's going to buy that, you know, 1% or 5% supporting.
[21:37.000 --> 21:55.000]  So they always want to show it at 50 and then drop it and say, oh, look, he's in trouble and then raise it back up but not report on it and then drop it again to keep creating the illusion, the simulation in the minds of the sheeple and of weak minded conservatives to start deserting Trump.
[21:55.000 --> 22:00.000]  Trump will win the election and is more popular than Obama in 2008.
[22:01.000 --> 22:10.000]  AI system finds an artificial intelligence system that correctly predicted the last three U.S. presidential election, which Republican nominee Donald Trump ahead of Democrat rival Hillary Clinton, the race for the White House.
[22:10.000 --> 22:25.000]  Mog AI was developed, founder of Indian startup. It takes 20 million data points and forms public platforms, including Google, Facebook, Twitter and YouTube in the U.S. that analyzes the information to create predictions.
[22:26.000 --> 22:35.000]  And it found a massive win for Obama and a massive win for Trump. And it found that October 28 10 days before the election.
[22:35.000 --> 22:41.000]  We're going to continue for a few hours here because I've got hundreds of these AI studies if you want them.
[22:42.000 --> 22:47.000]  Now, what did the news say? This insane cuckoo head, Alex Jones says Trump's 15 points ahead.
[22:49.000 --> 22:58.000]  Because if you average the AI stats out from hundreds of firms reporting it, Trump was 10 to 20 points ahead. What's the average of that? 15.
[22:58.000 --> 23:09.000]  I don't need a supercomputer to know that. Hundreds of AIs saying 10 to 20 points ahead. Hundreds. None of them saying behind. None of them saying five points ahead.
[23:10.000 --> 23:21.000]  10 to 20 points. What's in the middle? 15. 15 points ahead. 15 points ahead. 15 points ahead. But again, they keep hammering you. He's unpopular. He's hated.
[23:21.000 --> 23:28.000]  Better not wear a shirt out in public. We'll knock you upside the head with a bottle.
[23:29.000 --> 23:34.000]  TechCrunch, analysis of social media, did a better job of predicting Trump's win than the polls.
[23:35.000 --> 23:43.000]  Robot that keeps calling Alexis correctly has called the U.S. presidential race. Unindependent for Donald John Trump.
[23:43.000 --> 23:58.000]  So that's why I raise all of us at the start of the broadcast today. They're telling you everywhere that he's unpopular, that he is less popular than leprosy, than gonorrhea, than AIDS, than cancer. None of it's true.
[23:59.000 --> 24:10.000]  But super weak-minded losers that actually believe if they buy into trendiness and buy into mainstream media that believe that they're going to end up being successful, that they're going to end up having a great future,
[24:10.000 --> 24:20.000]  they don't know what to do. So they get more hysterical. They get more worthless degrees. They go into more debt. They get more trendy.
[24:21.000 --> 24:29.000]  They fully commit to the cult believing that it's going to somehow deliver to them if they just go to the next level of commitment.
[24:29.000 --> 24:45.000]  And if they force us onto the globalist plantation and onto that program of total nihilistic idiocy and total anti-free speech, total societal collapse, that somehow then they'll be transported to Valhalla.
[24:45.000 --> 24:58.000]  What it is is a bunch of betas and cucks and weaklings. I don't mean physically beta, I mean mentally beta, who are afraid of prosperity, afraid of prowess, afraid of competition.
[24:59.000 --> 25:07.000]  They're attempting en masse to bring that down, believing somehow in a collapse, they will end up being preeminent in a collapse.
[25:07.000 --> 25:19.000]  The real alpha males that have been trying to fix things and trying to create prosperity are going to absolutely turn into monsters and destroy you.
[25:20.000 --> 25:29.000]  History shows that. But again, this has happened before in decadent, tolerant societies. The strong become passive, the weak become aggressive.
[25:29.000 --> 25:37.000]  As the Bible says, children will rule over your parents, women will rule over the men. This happened in other cultures.
[25:38.000 --> 25:53.000]  And then it blooms because of the massively spoiled rotten society and then it collapses and then super hyper road warrior, lowest common denominator alpha male physical garbage takes over instead of super alpha.
[25:53.000 --> 26:06.000]  That's, you know, spacesuits and jet packs and cancer cures. So what happens is masses of people generally take the restraint of hyper alpha males that actually want to build big open free societies.
[26:07.000 --> 26:14.000]  They see that as weakness. They pull it down and then they open the gate for the monsters to come in. The Marauders.
[26:14.000 --> 26:25.000]  And that leads me to the next big story I'm going to cover when we come back. Swedish liberal party. It's one of the big parties there wants to legalize necrophilia and child porn info wars.com story.
[26:26.000 --> 26:32.000]  If you're against necrophilia, that's sex with dead people. You're not a liberal. Well, just ask Jimmy Seville Prince Charles best friend. It's true.
[26:32.000 --> 26:43.000]  The liberal youth league says it wants to make Sweden a more tolerant society by endorsing quote ruthless mass immigration, necrophilia and even child pornography.
[26:44.000 --> 26:58.000]  Yes, really, if you thought you heard it all in terms of Sweden and their Stockholm syndrome and the progressive basket case of Europe, the thing again, during a tweet storm, the youth group made plain its desire to see Sweden adopt the euro signal currency and joint NATO.
[26:58.000 --> 27:07.000]  But the organization's social policies were real eyebrow razors. They want to submit to the establishment. That's part of it. If you are against necrophilia, you're not liberal. The group explained.
[27:08.000 --> 27:21.000]  For those who don't know necrophilia is having sex with dead people. How progressive. The L U F also wants open borders, ruthless mass immigration close quote and it's calling for legalization of cartoon child pornography, polygamy and incest.
[27:21.000 --> 27:28.000]  The group has also previously called for legalization of sex with animals. And again, this is what the intelligence agencies run by globalists want.
[27:29.000 --> 27:38.000]  This is to make the mainline liberal parties that just want to have rape by Muslims of women legal. Literally, they're not legalizing it, but only for Muslims. It's their culture.
[27:39.000 --> 27:46.000]  They're making cucking for Stockholm syndrome, the actual law, hence Stockholm Sweden. I mean, that's why the term comes from there.
[27:46.000 --> 27:56.000]  And so this group's meant to move the Overton window and make the other groups not look extreme that just want to be able to legalize having sex with you with your child down to age 10.
[27:57.000 --> 28:11.000]  When they come to your door, this is official UN policy under Nambla. You have to let your 10 year old go with them. If your 10 year old wants to go and they literally pull up with the ice cream trucks with the puppies and other kids and say, we're going to the mall.
[28:11.000 --> 28:19.000]  We're going to go have fun. And there's cartoons saying go with the adults. It's fun. Don't listen to your parents. This is now in Europe. Okay.
[28:20.000 --> 28:24.000]  And then your kid will just go with the pot belly pedophile with the PBP.
[28:25.000 --> 28:33.000]  So people don't want to believe this. This is the sexualization of children. They're teaching it in school. That's why Nickelodeon is teaching kids masturbation.
[28:33.000 --> 28:40.000]  There's a YouTube video Paul reported on last week where they're on YouTube teaching, you know, six year olds how to masturbate. And you're like, what's the point of this?
[28:41.000 --> 28:57.000]  It's getting you used to seeing adults sexualizing children because that's their final sacrament as the society collapses is aborting the kids, keeping them alive, selling their body organs until you finally a sangui ate them and then have a big celebratory joke about it.
[28:57.000 --> 29:07.000]  And it's always taught by the most weak looking, soul sucked looking adults. You watch all these sexualization videos. I mean, look at the woman teaching the kids.
[29:08.000 --> 29:21.000]  She looks like something out of a nightmare. Like you go into a subterranean cave where there's been a race of slaves for 5000 years. And you know, they're just like these pale, flat faced, um, inbred features.
[29:21.000 --> 29:33.000]  It's literal hell gates being opened. Now when we come back, we're going to play the number one video over the weekend. It's got more than 10 million views now.
[29:34.000 --> 29:44.000]  It's where they took my voice and put it to, uh, put it to folk music and they think this hurts us. This helps us and our traffic is only exploding.
[29:44.000 --> 29:53.000]  So we're going to play this piece coming up and then later in the week, I'm going to re-release it with all the documentation to what time Warner put out.
[29:53.000 --> 30:13.000]  We must keep the internet free from communist government restrictions and parameters. Why? Because it would stop memes and erase heroes. Don't believe me? Look at China.
[30:13.000 --> 30:27.000]  Chinese President Xi Jinping was famously memed with Barack Obama in 2013 when a picture of the two was compared to a picture of Winnie the Pooh and Tigger Two. This happened again after an awkward handshake with Japan's Prime Minister Shinzo Abe was compared to a handshake between Pooh and Eor.
[30:28.000 --> 30:37.000]  Other images such as Winnie the Pooh and a car have been memed alongside President Xi in his limo. But because the meme of President Xi and Winnie the Pooh has gotten so popular, China has now censored it from the internet.
[30:37.000 --> 30:46.000]  This is commonplace in communist China. As a recently deceased political dissident and Nobel Peace Prize winner, Liu Xiaobo has had his name completely censored from the virtual world.
[30:47.000 --> 30:55.000]  Try sending his name and a message to a friend and the message will disappear into cyberspace. Xiaobo died in Chinese custody and most people in China have no idea who he is.
[30:56.000 --> 31:02.000]  Keep the internet free in America. Stop net neutrality. Save meme magic. For Infowars.com, this is Owen Schreuer.
[31:02.000 --> 31:10.000]  It's not just our water we need to filter. It's not just our food that needs to be cleaned. It's the air we're breathing, especially for our children.
[31:11.000 --> 31:25.000]  The artificial particulates of the chemicals is absolutely weighing down our immune systems. The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breeze.
[31:25.000 --> 31:32.000]  Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children, to the best job you can to purify your air.
[31:33.000 --> 31:42.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves. The general public doesn't.
[31:43.000 --> 31:50.000]  The Alexa Pure Breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean.
[31:50.000 --> 31:57.000]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[31:57.000 --> 32:26.000]  Find out why this system is so revolutionary today in M4warStore.com.
[32:27.000 --> 32:36.000]  The secret behind DNA Force is its powerful lineup of patented ingredients like CoQ10, systematic enzymes, NAR, lipoic acid, BiOPQQ and many others.
[32:37.000 --> 32:44.000]  BiOPQQ alone is backed by an unprecedented 175 clinical studies and just one batch of this stuff costs us more than $30,000.
[32:45.000 --> 32:55.000]  Visit M4warStore.com and read the reviews for yourself. Over 700 reviews have given DNA Force an unheard of 4.8 out of 5 stars through our third party certified review agency Power Review.
[32:55.000 --> 33:02.000]  Take advantage of this new limited shipment and get DNA Force today at M4warStore.com before it sells out again. That's M4warStore.com.
[33:03.000 --> 33:19.000]  And it's time for humanity to stand up in the M4war and say, I don't know what's going to happen at the end of this, but you want to fight, you better believe, you got one!
[33:19.000 --> 33:27.000]  From the front lines of the Information War, it's Alex Jones.
[33:28.000 --> 33:39.000]  It is an absolute fact that they are sexualizing our children. It is an absolute fact that the social engineers admit they're trying to break our will and condition us to accept anything and everything.
[33:39.000 --> 33:48.000]  But then we can't say mother or father all over the US or Europe on an entrance form for your elementary students because someone else might not have a mother or father.
[33:48.000 --> 34:08.000]  And they've got all these non-binary terms. They're using our open society, they're using our kindness, they're using our incredible western hospitality, the globalist are, to turn us against ourselves and destroy every bedrock institution.
[34:08.000 --> 34:18.000]  That's all coming up and I'm going to get into the latest economic, military news, Kid Rock getting ready to run for the Senate. There's just so much to go over. Hillary caught red-handed.
[34:19.000 --> 34:28.000]  The big question is, why isn't she being indicted for money laundering and for violating campaign finance rules and espionage? Big story up on M4warStore.com.
[34:28.000 --> 34:40.000]  Incredible footage of Al Qaeda and ISIS going in and attacking a Catholic church. Then I dovetail that with the Pope saying he doesn't want to hear about Christian roots.
[34:41.000 --> 34:51.000]  I've actually pulled up the London Guardian article where he actually is quoted as saying it. People don't believe this stuff when I say it because it sounds crazy. I know it does.
[34:51.000 --> 34:57.000]  But he's defending Islamic attacks. So that's all coming up.
[34:58.000 --> 35:07.000]  Before I go any further, I want to just remind listeners that we're running some of the biggest specials we've ever run for the entire month of July.
[35:08.000 --> 35:15.000]  But I told you, if some of the items started selling out, that we'd have to pull them from the specials.
[35:15.000 --> 35:37.000]  Obviously, if you sign up for auto-ship on any item, like the Coffee or the Secret 12, Vitamin B12, or the Knockout, or the Brain Force, or the Supermail Vitality, or the X2 Survival Shield, we hold it back at whatever level you ordered it at so that it can ship to you in 15 days a month, 90 days, 6 months, you can cancel any time.
[35:37.000 --> 35:53.000]  An additional 10% off. But barring if you sign up for auto-ship, we are about to sell out of Supermail Vitality, Survival Shield X2, the Gut Health Support Pack, because biome defense is getting low.
[35:54.000 --> 35:56.000]  We've got plenty of the Myco ZX. That just came back in.
[35:56.000 --> 36:11.000]  We've got the DNA force back in stock, but that's unbelievably starting to run low. We're going to have to pull by Wednesday. It's going to be pulled the DNA force 20% off, the Secret 12.
[36:12.000 --> 36:20.000]  I'm going to keep it 25% because it just came back in. The Gut Health Support Pack will still have the Myco ZX. We're not going to have the biome defense 30% off with it.
