[00:00.000 --> 00:17.760]  From the front lines of the Information War, it's Alex Jones.
[03:32.760 --> 03:35.640]  Well, Al Gore called for an Arab Spring here in America.
[03:35.640 --> 03:42.800]  Al Gore, Phil Mudd and many others, also said, like the former deputy director of the CIA,
[03:42.800 --> 03:49.080]  Phil Mudd said, or like the former head of the CIA, Mr. Brennan said, there will be terror
[03:49.080 --> 03:55.720]  attacks in America and they're coming, and Trump is going to be overthrown in the next
[03:55.720 --> 03:57.400]  two months.
[03:57.400 --> 04:07.920]  That was two months ago, basically to the day of October 1st, which is the 100-year anniversary.
[04:07.920 --> 04:11.960]  The 100-year anniversary of the Bolshevik Revolution and the literal grandchildren of
[04:11.960 --> 04:17.080]  the folks that financed the Bolshevik Revolution out of New York and London are now bragging
[04:17.080 --> 04:20.120]  saying Bolshevik 2 is launching.
[04:20.120 --> 04:25.760]  I told you over and over again that I believe their November 4th launch terror date was
[04:25.760 --> 04:30.160]  a smoke stream for them to begin launching terror attacks in October.
[04:30.160 --> 04:34.760]  They will get successively more intense until you basically come punch-drunk to them, then
[04:34.760 --> 04:36.520]  they'll launch their main attack.
[04:36.520 --> 04:37.960]  Here's the other big news.
[04:37.960 --> 04:44.280]  On Saturday night, Monday morning, Sunday morning, they released OJ just 20 hours before
[04:44.280 --> 04:49.720]  the attack took place so all the media would come and be in place to cover this event.
[04:49.720 --> 04:53.480]  The whole thing has the hallmarks of being scripted by deep state Democrats and their
[04:53.480 --> 04:56.560]  Islamic allies using metal-patient cutouts.
[04:56.560 --> 04:58.280]  I'm Alex Jones.
[04:58.280 --> 05:02.760]  It was Thomas Jefferson who once said that our country is now taking so steady a course
[05:02.760 --> 05:05.760]  as to show by what road it will pass to destruction to wit.
[05:05.760 --> 05:09.960]  By consolidation of power first and then corruption its necessary consequence.
[05:09.960 --> 05:14.200]  Jefferson was warning us about the global elite, the 1% of the 1%, consolidating the
[05:14.200 --> 05:17.360]  world's wealth and subverting the people's voice in government.
[05:17.360 --> 05:19.120]  Unfortunately, we didn't heed his advice.
[05:19.120 --> 05:23.200]  We now live in a neo-feudalistic society in which we're treated as indentured servants
[05:23.200 --> 05:25.960]  who only exist to serve the needs of the establishment.
[05:25.960 --> 05:29.240]  Political office no longer represents the voice of the people, but rather the initiation
[05:29.240 --> 05:33.360]  process politicians go through to gain acceptance into the aristocracy.
[05:33.360 --> 05:36.840]  Simply put, we the people are responsible for civilization and culture, yet we're suppressed
[05:36.840 --> 05:40.560]  by a tiny elite who have organized into criminal gangs that operate governments around the
[05:40.560 --> 05:41.560]  world.
[05:41.560 --> 05:45.320]  We falsely believe that everything is simply black and white, one extreme against the other,
[05:45.320 --> 05:49.240]  conservative versus liberal, but things will change once more of us realize this truth.
[05:49.240 --> 05:53.440]  As Thomas Jefferson also said, enlighten the people generally, and tyranny and oppressions
[06:19.240 --> 06:27.680]  of the people.
[06:27.680 --> 06:30.640]  Ladies and gentlemen, we have 58 dead people, 515-plus injured, many of them critically.
[06:30.640 --> 06:31.840]  Obviously the death toll is going to go up.
[06:31.840 --> 06:36.960]  We should be praying for all the victims, the survivors, and their families of the Las Vegas
[06:36.960 --> 06:44.080]  massacre that ISIS has taken responsible leadership in.
[06:44.080 --> 06:48.120]  Every time Islamic State has taken credit for something, it turns out that they were either
[06:48.120 --> 06:55.680]  directly or indirectly involved, but the police say that they knew the 66-year-old shooter
[06:55.680 --> 06:59.760]  and that they were well aware of him and that he had converted to Islam in the last
[06:59.760 --> 07:00.760]  few months.
[07:00.760 --> 07:05.880]  I've been pointing out that the left doesn't want to take the full blame when they launch
[07:05.880 --> 07:08.440]  violent attacks in America.
[07:08.440 --> 07:13.360]  And so what they do is they then claim they've converted to Islam so they can then basically
[07:13.360 --> 07:21.360]  put it on Islam so that when they take full political power after the violent revolution,
[07:21.360 --> 07:26.600]  they can then just double-cross Islam, but they want to use Islam as the cutout so Islam
[07:26.600 --> 07:31.240]  gets the blame, and in many cases is the actual muscle for them to take control, then they
[07:31.240 --> 07:33.000]  just double-cross Islam.
[07:33.000 --> 07:39.520]  On Friday, I did the entire first hour of the broadcast warning you over and over and
[07:39.520 --> 07:46.040]  over and over again that I don't believe the revolution's coming on November 4th like
[07:46.040 --> 07:49.680]  the Democrats and the Communists in Antifa are saying.
[07:49.680 --> 07:53.280]  Across the country, you've seen the videos, the articles, it's been the national news.
[07:53.280 --> 07:58.760]  They say they're going to go violent and start shooting and killing police, conservatives,
[07:58.760 --> 08:03.360]  whites, you name it, and that white genocide needs to be carried out even though most of
[08:03.360 --> 08:06.800]  them are white, and those videos are all over the Internet.
[08:06.800 --> 08:10.840]  And I pointed out that Antifa is just the cover, they're the useful idiots paid for
[08:10.840 --> 08:13.560]  by the big tax-free foundations.
[08:13.560 --> 08:17.840]  They know exactly what they're doing at the leadership level, but not down lower in the
[08:17.840 --> 08:19.760]  actual rank and file.
[08:19.760 --> 08:25.520]  I've been saying on Friday and I said on Saturday and on Sunday, on the Sunday broadcast,
[08:25.520 --> 08:31.120]  but I did special transmissions on Saturday as well, warning that this was coming and
[08:31.120 --> 08:36.720]  warning it was imminent, and saying I believed it would come around October 1st and that
[08:36.720 --> 08:39.840]  the main assault would come in the middle of October.
[08:39.840 --> 08:43.280]  They want to have a bunch of little assaults, then medium-sized assaults, and then some
[08:43.280 --> 08:49.160]  larger assaults, I also predicted up front, so that when the huge mega assault comes,
[08:49.160 --> 08:55.280]  the population doesn't react and has basically been conditioned into accepting it, that is
[08:55.280 --> 08:58.440]  a military tactic.
[08:58.440 --> 09:03.440]  There is so much to cover here, but we saw terror attacks in Canada, we saw terror attacks
[09:03.440 --> 09:08.600]  in France by people screaming Allah Akbar with ISIS flags, car attacks, truck attacks,
[09:08.600 --> 09:10.120]  stabbing attacks.
[09:10.120 --> 09:16.440]  We saw the attack last Sunday at the Christian Church by the black supremacist Muslim who
[09:16.440 --> 09:20.680]  had just traveled to the U.S. the last few years as a quote migrant, he said he wanted
[09:20.680 --> 09:24.520]  to kill whites and he wanted to kill Christians.
[09:24.520 --> 09:30.640]  Now you see a country music festival and stereotypically that would be whites, that would be conservatives
[09:30.640 --> 09:40.360]  being attacked and you've got 500 plus injured and 58 dead, scores of those 500 plus injured
[09:40.360 --> 09:43.200]  fighting for their lives.
[09:43.200 --> 09:48.040]  The reported gunman that was firing out of what looks like two different rooms or two
[09:48.040 --> 09:53.360]  adjoining rooms out of two different windows and witnesses reported seeing muzzle flashes
[09:53.360 --> 09:58.480]  coming out of both windows, we're going to place some of that audio and some of that
[09:58.480 --> 10:04.440]  video here in just a moment, but understand this, Hillary is trying to blame the Second
[10:04.440 --> 10:07.600]  Amendment for this when they're the ones that have brought in the Islamists and they're
[10:07.600 --> 10:13.840]  the ones that have promoted this whole civil war atmosphere and we've got of course other
[10:13.840 --> 10:20.600]  organizations and we've got other groups like Saturday Night Live calling the President
[10:20.600 --> 10:29.920]  scum and a cracker and a racist Saturday invoking just vicious, vicious, vicious propaganda
[10:29.920 --> 10:36.480]  in an attempt to cause a civil war in this country, claiming that the president ordered
[10:36.480 --> 10:41.480]  a stand down in Puerto Rico even though there's been food there building up for two weeks
[10:41.480 --> 10:46.600]  and the teamsters are on video, Democrats saying they won't deliver the food, they won't
[10:46.600 --> 10:51.280]  deliver the fuel, they won't deliver the air conditioned facilities, they won't deliver
[10:51.280 --> 10:56.000]  the air conditioned 18 wheelers and you've got the mayor refusing of San Juan to go to
[10:56.000 --> 11:00.320]  the FEMA and military meetings and you've got Hispanic members of the military that
[11:00.320 --> 11:05.760]  live in Puerto Rico, colonels and others saying this is all a complete fraud, our government
[11:05.760 --> 11:13.560]  is standing down in Puerto Rico to blame Trump, this is so criminal, but it's part of revolution,
[11:13.560 --> 11:19.200]  they're going all the way, they mean business, let's go ahead and start playing some of
[11:19.200 --> 11:26.520]  these very, very shocking clips, parental discretion is advised, the moment shot started
[11:26.520 --> 11:39.840]  going off during the concert, this is shot by folks in the crowd, here it is.
[11:39.840 --> 12:07.840]  So, he still went for about 20 seconds till he ran off the stage, that is biblical where
[12:07.840 --> 12:13.560]  you can hear the bullets being fired, you can hear the report of the, it sounds like
[12:13.560 --> 12:18.520]  a semi-automatic rifle but it's being belt fed, it's being cranked through, that's why
[12:18.520 --> 12:24.520]  it goes at different speeds and then suddenly everybody starts running after the music stops,
[12:24.520 --> 12:45.640]  here is a clip of once the crowd started running, everyone just laying down, there's only one
[12:45.640 --> 12:57.360]  exit, these NFL events and these rock concerts that are open air, they are Islamic kill centers,
[12:57.360 --> 13:01.760]  just like the Islamists blew up all the little teenage girls over there in England and you
[13:01.760 --> 13:08.680]  notice normally they target a gay nightclub or they target a young girl, a rock band pop
[13:08.680 --> 13:14.280]  venue and I pointed out why do the Islamists go and attack the liberals, they're the folks
[13:14.280 --> 13:19.960]  letting them in and the media said that I was blaming the victims, no I simply said
[13:19.960 --> 13:24.800]  why do they then go to the gay nightclub when it's the liberals and folks that are saying
[13:24.800 --> 13:28.680]  let the Muslims in, the media spun that that I was saying it was the gays fault and that
[13:28.680 --> 13:32.880]  they staged it, I never said that, that's another MSM lie and they'll lie again, I asked
[13:32.880 --> 13:36.240]  the question why does the left bring in the very groups that are trying to kill you, well
[13:36.240 --> 13:45.240]  now we see what appears to be the first Islamist attack on a conservative group or a conservative
[13:45.240 --> 13:49.080]  venue and there'll undoubtedly be liberals, conservatives you name it, a country music
[13:49.080 --> 13:56.200]  venue but generally it's about 80% white, 15% Hispanic, 5% black, I've been to many
[13:56.200 --> 14:00.200]  country concerts and that's what the video shows, it's about 80% white and then a lot
[14:00.200 --> 14:05.080]  of Hispanic folks like country music as well, it's especially the same culture and then
[14:05.080 --> 14:11.560]  you've got this white knight, this individual up here reportedly doing it but we don't know
[14:11.560 --> 14:15.680]  that's the case, his brother has come out and given an interview to Reuters and says
[14:15.680 --> 14:21.000]  he didn't have guns, he wasn't into guns, he wasn't into hunting but they've buried
[14:21.000 --> 14:27.120]  that and instead I've got the Daily Mail exclusive, he was just a guy, something happened, he
[14:27.120 --> 14:31.320]  snapped, lost Vegas shooter brothers, his family's dumbfounded at massacre and have no idea
[14:31.320 --> 14:38.960]  of the motive but then you read later and the media is trying to say that he was into
[14:38.960 --> 14:44.560]  guns so all gun owners are to blame but I have his brother here in the transcript with
[14:44.560 --> 14:49.760]  Reuters saying no he wasn't into guns but let's expand on that, we have witnesses who
[14:49.760 --> 14:54.160]  were there, that video's coming up after break as well who said listen there were Hispanic
[14:54.160 --> 14:59.680]  folks, Hispanic couple saying you better get out of here, you're gonna be dead, you're
[14:59.680 --> 15:04.520]  gonna die here tonight, now a lot of folks were saying yeah they were messing with people
[15:04.520 --> 15:07.880]  because if somebody tells you at a concert you're about to die you call that messing
[15:07.880 --> 15:14.600]  with you, well no it's not messing with you, they were warning you to get out, woman celebrating
[15:14.600 --> 15:19.040]  21st birthday was in front row says another woman came during the show and told everybody
[15:19.040 --> 15:22.880]  they were going to die to get out and they thought they were messing with them but they
[15:22.880 --> 15:29.320]  were so spooked out by it they left so that's coming up as well on the other side but first
[15:29.320 --> 15:34.840]  we're gonna play the clip from Friday just 6 minutes out of the first hour where I laid
[15:34.840 --> 15:39.400]  out and predict that October is when they're launching their revolution, the NFL taking
[15:39.400 --> 15:44.760]  a knee, the statues being taken down, Charlottesville, all the different preparations, all the race
[15:44.760 --> 15:49.160]  baiting, all the calls to kill Whitey, all the media hate, Antifood admitting they're
[15:49.160 --> 15:53.320]  planning this big attack, I don't think it's coming in November, it's coming in October,
[15:53.320 --> 16:00.320]  this is the 100th anniversary of the Bolshevik Revolution.
[16:23.960 --> 16:29.000]  The pure organic plant extracts are concentrated containing antibacterial properties that work
[16:29.000 --> 16:34.520]  well to help tone gums and freshen your breath, this antiseptic mouthwash is a concentrated
[16:34.520 --> 16:40.160]  formula, you will need to dilute 1 part mouthwash to 10 parts water, Emmerich's Essentials
[16:40.160 --> 16:45.480]  mouthwash is a great addition to your daily brushing routine, it is effective yet gentle
[16:45.480 --> 16:51.720]  enough for the most sensitive gums and canker sores, go organic today with Emmerich's Essentials,
[16:51.720 --> 16:58.720]  visit InfowarsStore.com to learn more, that's InfowarsStore.com
[17:21.720 --> 17:28.720]  Thank you for watching this video, if you enjoyed it, please like, share and subscribe,
[17:51.720 --> 17:56.720]  today exclusively at InfowarsLife.com. That's InfowarsLife.com.
[18:21.720 --> 18:27.720]  For freeze drying, fruits, vegetables, meats, dairy products, desserts, and entire meals.
[18:27.720 --> 18:28.720]  Woo! That's what I'm talking about.
[18:28.720 --> 18:33.720]  And when compared to traditional methods of preservation, like canning or dehydrating,
[18:33.720 --> 18:37.720]  you know, like what you get at the grocery store, there is no comparison.
[18:37.720 --> 18:43.720]  Harvestrite freeze dryers retain 97% of the food's taste, color, and nutritional value
[18:43.720 --> 18:46.720]  and have a shelf life of up to 25 years.
[18:46.720 --> 18:50.720]  Now that's what I call the miracle of food preservation.
[18:50.720 --> 18:54.720]  Harvestrite is truly the world's best, most affordable freeze dryer.
[18:54.720 --> 19:20.720]  So what are you waiting for? Check it out right now at InfowarsStore.com.
[19:24.720 --> 19:29.720]  Pathogens added to the food and water, into the lining of plastics that destroy our vitality,
[19:29.720 --> 19:33.720]  turn off our hormones, and accelerate our journey towards death.
[19:33.720 --> 19:37.720]  I personally counter this onslaught with Anthroplex.
[19:37.720 --> 19:42.720]  Anthroplex is designed with known, organic, concentrated herbs
[19:42.720 --> 19:48.720]  to create the basic foundation to normal metabolic activity inside the human body.
[19:48.720 --> 19:51.720]  Discover why Anthroplex has turned so many heads today.
[19:51.720 --> 19:54.720]  It's time for us to take our bodies back into our own hands
[19:54.720 --> 20:01.720]  and it starts at InfowarsLife.com with Anthroplex.
[20:01.720 --> 20:11.720]  You're listening to the Alex Jones Show.
[20:11.720 --> 20:18.720]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[20:18.720 --> 20:24.720]  The war was lost. The treaty signed. It was not...
[20:24.720 --> 20:27.720]  So, the Democratic Party, the former deputy director of the CIA,
[20:27.720 --> 20:31.720]  the former deputy director of the FBI, Michael Moore, Al Gore,
[20:31.720 --> 20:35.720]  they've all been on TV saying a violent revolution is coming in the next two months.
[20:35.720 --> 20:36.720]  That was two months ago.
[20:36.720 --> 20:41.720]  Now, Antifa, funded by the very same groups, says they're preparing to start killing people in mass
[20:41.720 --> 20:44.720]  and triggering a Charlie Manson-style race war.
[20:44.720 --> 20:51.720]  Not in 1969, but in 2017, the 100-year anniversary of the Bolshevik Revolution
[20:51.720 --> 20:56.720]  that U.S. and British leftists publicly financed, ran, and commanded.
[20:56.720 --> 21:00.720]  Then later they gave me the atomic bomb. Same leftist did.
[21:00.720 --> 21:05.720]  But here, ladies and gentlemen, it was October when they took over,
[21:05.720 --> 21:11.720]  and they see as the big victory, the capital, Moscow.
[21:11.720 --> 21:15.720]  But right now, let's go ahead and go to a clip of a woman
[21:15.720 --> 21:18.720]  during the biggest massacre using firearms in U.S. history.
[21:18.720 --> 21:22.720]  We still don't know exactly what happened, but ISIS is taking responsibility.
[21:22.720 --> 21:26.720]  The brother says his brother wasn't in the guns, didn't own guns, was a leftist.
[21:26.720 --> 21:29.720]  So, we now know that they're trying to blame right-wingers.
[21:29.720 --> 21:31.720]  Of course, that's what fake media does.
[21:31.720 --> 21:37.720]  But we have the video on Infowars.com. Concertgoers were warned they were all going to die.
[21:37.720 --> 21:39.720]  And here's one of those witnesses.
[21:39.720 --> 21:43.720]  Yeah, so there was a lady who pushed her way forward into the concert venue
[21:43.720 --> 21:46.720]  into the first row, and she started messing with another lady
[21:46.720 --> 21:50.720]  and told us that we were all going to die tonight.
[21:50.720 --> 21:52.720]  Do you know why she was saying that?
[21:52.720 --> 21:55.720]  I mean, was this after the shots were fired?
[21:55.720 --> 21:58.720]  It was about 45 minutes before the shots were actually fired,
[21:58.720 --> 22:00.720]  but then she was escorted out by security.
[22:00.720 --> 22:04.720]  We just barely made it back into our room whenever it started.
[22:04.720 --> 22:09.720]  I mean, were you thinking, oh my gosh, this woman told us that before we left?
[22:09.720 --> 22:12.720]  Yeah, I thought it had a positive correlation to it.
[22:12.720 --> 22:17.720]  Obviously, she was telling us that either to tell us to warn us
[22:17.720 --> 22:20.720]  or to tell us that we were all going to die, and she was part of it.
[22:20.720 --> 22:23.720]  Okay, so they want the description of this woman.
[22:23.720 --> 22:25.720]  Describe to me what this woman looked like.
[22:25.720 --> 22:27.720]  Her and her boyfriend were both Hispanic.
[22:27.720 --> 22:32.720]  They were probably about shorter five-footers, probably about 5'5", 5'6".
[22:32.720 --> 22:35.720]  They just looked like everyday people.
[22:35.720 --> 22:38.720]  Can you tell us anything more about them?
[22:38.720 --> 22:40.720]  What they looked like, why were they escorted out?
[22:40.720 --> 22:43.720]  Were they escorted out because you were feeling uncomfortable about what they said?
[22:43.720 --> 22:46.720]  Yes, because she had been messing with the lady in front of her
[22:46.720 --> 22:50.720]  and telling her that she was going to die, that we were all going to die.
[22:50.720 --> 22:55.720]  So they escorted her out to make her stop messing around with all the other people in front of them,
[22:55.720 --> 22:58.720]  but none of us knew that it was going to be serious.
[22:58.720 --> 23:00.720]  That sky news out of the UK.
[23:00.720 --> 23:03.720]  You'd think that clip would be all over the news here in the US.
[23:03.720 --> 23:04.720]  It's not.
[23:04.720 --> 23:06.720]  And other witnesses said the same thing.
[23:06.720 --> 23:09.720]  Was the lady a maid or something in the hotel?
[23:09.720 --> 23:11.720]  In our security?
[23:11.720 --> 23:13.720]  Or maybe they were staying in the hotel?
[23:13.720 --> 23:15.720]  And they saw people getting guns ready?
[23:15.720 --> 23:17.720]  How do you sneak these guns in there?
[23:17.720 --> 23:18.720]  How do you do this?
[23:18.720 --> 23:19.720]  Whole thing's very suspicious.
[23:19.720 --> 23:21.720]  And it's the timing and the calls for revolution.
[23:21.720 --> 23:23.720]  And the left's saying they're going to do it,
[23:23.720 --> 23:25.720]  and they just attacked the church last week
[23:25.720 --> 23:28.720]  and a bunch of stuff in Europe and Canada, it's happening.
[23:28.720 --> 23:31.720]  It's not, oh, is Alex right that a civil war is starting?
[23:31.720 --> 23:34.720]  They're doing it, trying to get us to do something.
[23:34.720 --> 23:39.720]  Clearly, here's where I warned of this on Friday in detail.
[23:39.720 --> 23:44.720]  They are preparing a violent overthrow sometime in November, October.
[23:44.720 --> 23:49.720]  Now, why do you think the communists are suddenly uncloking themselves?
[23:49.720 --> 23:52.720]  Because after growing under the floorboards,
[23:52.720 --> 23:55.720]  they want to look like a legitimate government when they take over
[23:55.720 --> 23:59.720]  and when they call for the racial war and when they call for the uprising.
[23:59.720 --> 24:02.720]  This is a playbook and it's from them.
[24:02.720 --> 24:07.720]  They're saying this is happening and they're being allowed to prepare and gear up for it.
[24:10.720 --> 24:14.720]  What will it be in a month?
[24:18.720 --> 24:21.720]  What will it be in just a few weeks?
[24:21.720 --> 24:23.720]  What will it be?
[24:23.720 --> 24:26.720]  It's snuck up on us, hasn't it?
[24:26.720 --> 24:33.720]  It's the October Revolution that stretched into November and December.
[24:33.720 --> 24:39.720]  It's the 100th year anniversary of the Bolshevik Revolution.
[24:39.720 --> 24:42.720]  We're here. It's happening now.
[24:44.720 --> 24:46.720]  This is real.
[24:46.720 --> 24:48.720]  What are you going to do about it?
[24:48.720 --> 24:50.720]  It's a big question you've got to ask yourself.
[24:50.720 --> 24:54.720]  Because they mean business.
[24:56.720 --> 25:00.720]  We have to hold our fire,
[25:00.720 --> 25:04.720]  but we have to be prepared and know they're coming over the line.
[25:04.720 --> 25:09.720]  And we've got to be on target and ready.
[25:09.720 --> 25:12.720]  And everybody's got to start packing.
[25:12.720 --> 25:16.720]  Because when they strike, it'll be like fire ants.
[25:16.720 --> 25:20.720]  When they crawl up over your legs, when they get in place, one of them that's leading,
[25:20.720 --> 25:24.720]  and it's all genetically engineered by Mother Nature that way,
[25:24.720 --> 25:28.720]  stings you, releases a pheromone, and all the others sting.
[25:28.720 --> 25:32.720]  Once they get in place, they communicate by pheromones.
[25:32.720 --> 25:35.720]  And it's the same thing. They get all over you, they get in place,
[25:35.720 --> 25:40.720]  and it's going to be, boom, you wake up one morning and 300 cops are dead.
[25:40.720 --> 25:47.720]  You wake up and talk show host and members of Congress are wiped out.
[25:47.720 --> 25:54.720]  Trump towers from Chicago to New York are on fire.
[25:54.720 --> 25:59.720]  So the police don't think they can respond.
[25:59.720 --> 26:02.720]  But there'll be something that happens right before that.
[26:02.720 --> 26:06.720]  A mass shooting at a school, a bombing of a federal building, maybe more.
[26:06.720 --> 26:11.720]  Pinned on a right-wing patsy who's a listener of this show.
[26:11.720 --> 26:15.720]  That's why they're putting us all over the news and putting us on Comedy Central
[26:15.720 --> 26:19.720]  with all their drooling viewers to go, here's the bad guy, here's the terrorist.
[26:19.720 --> 26:24.720]  Get ready for this. When it all happens, it's his fault.
[26:24.720 --> 26:26.720]  He made his followers do it.
[26:26.720 --> 26:38.720]  So they false flagged and they'll blame Alex Jones and Donald Trump and Matt Drudge and Rush Limbaugh.
[26:38.720 --> 26:42.720]  And even a lot of other conservative talk show hosts will kind of halfway go along with it
[26:42.720 --> 26:45.720]  because they'll think, oh, my competition's about to get shut down.
[26:45.720 --> 26:48.720]  No idiot, you're about to get shut down.
[26:48.720 --> 26:50.720]  Bolshevik styles. That's how it worked.
[26:50.720 --> 26:52.720]  The Bolsheviks said, we've just seized Moscow.
[26:52.720 --> 26:56.720]  But if you turn in your guns and work with us or some of the other political parties,
[26:56.720 --> 27:01.720]  we'll let you rule with us and just help us get the white Russians,
[27:01.720 --> 27:05.720]  just help us get the Christian Russians, just help us get the pro-Zarist.
[27:05.720 --> 27:11.720]  Just help us get that one group and then you're going to be fine.
[27:11.720 --> 27:16.720]  And then they just killed people with each new group of moron traders that lowered the drawbridge.
[27:16.720 --> 27:25.720]  So we're here and I'm sure of it that this whole NFL thing was the activation of this.
[27:25.720 --> 27:28.720]  My sources concur with that. It's not gone well for them.
[27:28.720 --> 27:34.720]  So if there's a big terror attack that they blame on patriots or Christians or conservatives
[27:34.720 --> 27:39.720]  or independent media, that's what they want to shut down, not if, when.
[27:39.720 --> 27:43.720]  You'll have two or three days of them hyping it to get people to a fever pitch
[27:43.720 --> 27:45.720]  so they can make it look like it was organic.
[27:45.720 --> 27:50.720]  But by the second or third night, you've got to be, if you want to stop these folks,
[27:50.720 --> 27:54.720]  you got to be basically eyes and ears and they're going to hit at night.
[27:54.720 --> 27:57.720]  They're going to start at about 10 o'clock at night, just like they did.
[27:57.720 --> 28:01.720]  You got to be waiting on them two to three days after.
[28:01.720 --> 28:04.720]  I don't think they're going to change their operation. This is too tried and true.
[28:04.720 --> 28:07.720]  You got to be waiting for them, ladies and gentlemen,
[28:07.720 --> 28:12.720]  because they're going to try to overwhelm the police forces in cities that don't control first.
[28:12.720 --> 28:15.720]  They're going to lay them out.
[28:15.720 --> 28:19.720]  They may also do it in cities they control as they know the police chief will be involved in it
[28:19.720 --> 28:23.720]  and will order basically a stand down.
[28:23.720 --> 28:27.720]  So they're going to make their move.
[28:27.720 --> 28:31.720]  That's where everybody's on edge.
[28:31.720 --> 28:36.720]  And we've really tried to fix this as peacefully as we can.
[28:36.720 --> 28:43.720]  And if the attorney general was completely surrounded, I know doesn't move on these forces.
[28:43.720 --> 28:48.720]  You need to understand the anti-faith idiots are just going to be the cover for the squads
[28:48.720 --> 28:54.720]  and some of the other specialized groups that they're going to be using to decapitate.
[28:54.720 --> 28:57.720]  We'll be back. Stay with us.
[28:57.720 --> 29:04.720]  Choose to take control of your chemistry with Survival Shield X2 and Biotrue Selenium.
[29:04.720 --> 29:08.720]  This powerful combo is perfect for supporting your thyroid and health.
[29:08.720 --> 29:15.720]  Biotrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[29:15.720 --> 29:24.720]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[29:24.720 --> 29:32.720]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[29:32.720 --> 29:39.720]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[29:39.720 --> 29:45.720]  Survival Shield X2 and Biotrue Selenium work together to support the systems in your body.
[29:45.720 --> 29:49.720]  Take control of your chemistry today with this super combo.
[29:49.720 --> 29:57.720]  Discover the power of Survival Shield X2 and Biotrue Selenium at infowarslife.com.
