[00:00.000 --> 00:27.000]  Infowars, tomorrow's news, today.
[04:07.000 --> 04:11.000]  and new funding bills are being defeated in the Senate.
[04:11.000 --> 04:14.000]  At the IMF, there are no checks and balances.
[04:14.000 --> 04:21.000]  They can ask for almost any amount of money in the form of SDRs without oversight.
[04:21.000 --> 04:27.000]  There are always strings attached when it comes to the IMF and in exchange for SDRs,
[04:27.000 --> 04:31.000]  the globalists will certainly want more centralized control.
[04:31.000 --> 04:35.000]  The Ukrainian war is not merely a money laundering operation.
[04:35.000 --> 04:41.000]  It is a linchpin to transfer the global economy out of the money printing of central banks
[04:41.000 --> 04:45.000]  and directly into the hands of globalists controlling the IMF.
[04:45.000 --> 04:52.000]  We are being looted in real time of our property currency sovereignty and our very lives.
[04:52.000 --> 05:16.000]  John Bown reporting.
[05:23.000 --> 05:27.000]  We have come so far together. Please help keep us on the air.
[05:27.000 --> 05:31.000]  We're under massive attack right now, but we're going to win with your help.
[05:31.000 --> 05:34.000]  We're going to overcome this with your help and with God's blessing.
[05:34.000 --> 05:37.000]  Please go to infoworkstore.com and get this book.
[05:37.000 --> 05:40.000]  Many, many, many years of research have gone into this.
[05:40.000 --> 05:45.000]  The Great Reset and the War for the World available right now at infoworkstore.com.
[05:45.000 --> 05:48.000]  There's also signed copies available as well.
[05:48.000 --> 05:52.000]  We've got a lot of other big projects we're working on that are about to start launching as well,
[05:52.000 --> 05:56.000]  but this is the cavalry because we need the funding and you need this book
[05:56.000 --> 05:58.000]  because it warns the world of the globalist plan.
[05:58.000 --> 06:22.000]  Get the Great Reset at infoworkstore.com.
[06:45.000 --> 06:50.000]  It's Friday, July 29th.
[06:50.000 --> 06:54.000]  The year is 2022.
[06:54.000 --> 07:00.000]  And we really hit a nerve with the establishment yesterday.
[07:00.000 --> 07:07.000]  Scores of New World Order mouthpieces lashed out and said,
[07:07.000 --> 07:14.000]  Alex Jones claims he's Jesus Christ, which couldn't be further from the truth.
[07:14.000 --> 07:18.000]  I'm a lot closer to the devil than I am to Jesus in my flesh,
[07:18.000 --> 07:22.000]  but my spirit, I want to be Christ like and I follow Christ.
[07:22.000 --> 07:24.000]  But what nerve did I hit?
[07:24.000 --> 07:31.000]  When I really started pushing 20 years ago about endocrine disruptors in the food and water,
[07:31.000 --> 07:37.000]  sterilizing and feminizing men and hyperfeminizing women and causing cancer and accelerated aging,
[07:37.000 --> 07:40.000]  they flipped out very early on.
[07:40.000 --> 07:43.000]  Then, of course, in the last decade, they've obsessed over it.
[07:43.000 --> 07:44.000]  Of course, it's all true.
[07:44.000 --> 07:47.000]  Now it's the top story everywhere and they just say it's irreversible.
[07:47.000 --> 07:48.000]  Almost everybody's infertile.
[07:48.000 --> 07:52.000]  The life expectancy is dropping, get used to it.
[07:52.000 --> 08:01.000]  Well, yesterday I talked about human dominion and human supremacy over the earth.
[08:01.000 --> 08:09.000]  Because the globalists want to build their AI transhumanist supremacy.
[08:09.000 --> 08:12.000]  And I said the world's really divided into two camps.
[08:12.000 --> 08:16.000]  Those that believe in human supremacy is given to us by God and Genesis.
[08:16.000 --> 08:27.000]  And if you don't believe in that, even if you don't believe in that,
[08:27.000 --> 08:35.000]  you're just going to let other humans claim that they have supremacy over you and make you a slave.
[08:35.000 --> 08:39.000]  That's why the founders, even though some of them didn't believe in God, most of them did,
[08:39.000 --> 08:43.000]  said we're going to say we're endowed by our Creator with certain rights,
[08:43.000 --> 08:46.000]  so that there's not a king above that.
[08:46.000 --> 08:53.000]  By putting God on top and we're made the image of God, we put ourselves on top.
[08:53.000 --> 08:59.000]  So this whole movement is anti-human and that's what Satan is,
[08:59.000 --> 09:02.000]  whether you believe Satan's a real thing or an archetype.
[09:02.000 --> 09:10.000]  These are manifestations of how humans behave and the different choices that we have in our world.
[09:10.000 --> 09:18.000]  So at the bottom of the hour, I'm going to try to do a very calm version of the rant I did for 10 minutes.
[09:18.000 --> 09:20.000]  You can see it in FullWars.com.
[09:20.000 --> 09:25.000]  Alex Jones, the human supremacist legendary speech is what the crew called it.
[09:25.000 --> 09:32.000]  And I think it really is a legendary speech because it lays down the two choices we have.
[09:32.000 --> 09:35.000]  We're made the image of God. We have divine potential.
[09:35.000 --> 09:38.000]  We can do incredible things. We're building a better world.
[09:38.000 --> 09:42.000]  We're going to go interplanetary, intergalactic, interdimensional,
[09:42.000 --> 09:46.000]  or we're just programmable blobs of flesh ruled by our overlords
[09:46.000 --> 09:50.000]  that tell us we don't have free will even though we do.
[09:50.000 --> 09:54.000]  So there were a lot of articles and I was sitting right before I went live.
[09:54.000 --> 09:58.000]  I almost got late on air because I was in my office reading
[09:58.000 --> 10:02.000]  and I meant to run in and tell the crew just to type in Alex Jones.
[10:02.000 --> 10:04.000]  Without even looking this morning, I saw dozens of the articles.
[10:04.000 --> 10:11.000]  Alex Jones compares himself to Jesus and Alex Jones goes completely crazy on air
[10:11.000 --> 10:13.000]  and talks about human supremacy.
[10:13.000 --> 10:15.000]  But I didn't compare myself to Jesus.
[10:15.000 --> 10:19.000]  I said that Christ said we'll be persecuted as He was if we follow Him.
[10:19.000 --> 10:26.000]  But then on the other side of that is transcendence, just basic Christian ethos.
[10:26.000 --> 10:33.000]  So I'm going to lay this out as I said at the bottom of the hour.
[10:33.000 --> 10:35.000]  Maybe you folks in there will print me a few of those articles.
[10:35.000 --> 10:38.000]  There's so many. I forgot to send them to you
[10:38.000 --> 10:42.000]  because it really illustrates how panicked they are
[10:42.000 --> 10:45.000]  that we're pointing out what their cult is
[10:45.000 --> 10:48.000]  and what its ongoing plans for all of us are.
[10:48.000 --> 10:53.000]  And I've got some real illustrations that tie into all of this
[10:53.000 --> 10:58.000]  that we're going to be laying out as well here today on this live broadcast.
[10:58.000 --> 11:03.000]  But here's just one example of what I'm talking about.
[11:03.000 --> 11:09.000]  CBS News and I've got one out of New Scientist.
[11:09.000 --> 11:17.000]  Scientists have created reanimated necrobots that were formerly spiders
[11:17.000 --> 11:22.000]  that can lift 100 times their weight
[11:22.000 --> 11:27.000]  and are being programmed to go out and carry out missions.
[11:27.000 --> 11:31.000]  Now, imagine if I was just reading a research paper
[11:31.000 --> 11:34.000]  which I read years ago about these developments and I did talk about it.
[11:34.000 --> 11:38.000]  They'd say, Jones is insane. He says they're creating zombie spiders.
[11:38.000 --> 11:41.000]  And I'm sure today when I do a whole breakdown of it,
[11:41.000 --> 11:45.000]  the establishment will clip it out, edit out where I show this is being done,
[11:45.000 --> 11:49.000]  the video, the articles, and they'll just say he's insane.
[11:49.000 --> 11:54.000]  He says they're creating zombie robot spiders.
[11:54.000 --> 11:57.000]  And then why would they do that? Why would they out of one side of their mouth
[11:57.000 --> 12:04.000]  admit they're doing it but on the other side attack yours truly?
[12:04.000 --> 12:11.000]  And the answer is they want to precondition you that it's a joke as they roll it out against you.
[12:11.000 --> 12:18.000]  Ha ha ha, Stephen Colbert and Jimmy Kimmel and all of them said in the last decade,
[12:18.000 --> 12:24.000]  Jones is crazy. He thinks they're putting chemicals in the water that turn the frogs gay.
[12:24.000 --> 12:27.000]  Even though that's exactly what they're doing.
[12:27.000 --> 12:31.000]  They don't really turn them gay. It feminizes them and sterilizes them.
[12:31.000 --> 12:36.000]  So that's just one article, neck robot.
[12:36.000 --> 12:40.000]  That means dead creatures that are now robots.
[12:40.000 --> 12:44.000]  That's not a Star Trek episode where we are the Borg.
[12:44.000 --> 12:50.000]  You will be assimilated. Resistance is futile.
[12:50.000 --> 12:55.000]  This is 2022 robot spiders.
[12:55.000 --> 13:00.000]  And again, I told you this not to act impressive because it wasn't that impressive.
[13:00.000 --> 13:07.000]  It was an industrial level operation in the early 1980s where pioneering oral surgeons
[13:07.000 --> 13:15.000]  and dentists like my father who were the first doing dental implants were approached
[13:15.000 --> 13:22.000]  to go work at site R in Maryland underground where they would work several months underground
[13:22.000 --> 13:25.000]  and then a month out, several months underground, a month out.
[13:25.000 --> 13:30.000]  And I sat there around the corner when my parents stayed late at the dinner table
[13:30.000 --> 13:35.000]  and I learned that when I got done eating they'd sit at the dinner table sometimes for an hour
[13:35.000 --> 13:39.000]  drinking coffee or tea and talk about things and I'm many times sat around the corner
[13:39.000 --> 13:41.000]  listening to things I shouldn't have listened to.
[13:41.000 --> 13:45.000]  And I since talked about that about it years later and he said it wasn't a big deal.
[13:45.000 --> 13:55.000]  They got approached by the CIA and my dad as a Baylor medical school professor
[13:55.000 --> 14:01.000]  had done work for the CIA but only because they had chosen that facility
[14:01.000 --> 14:06.000]  to have CIA officials have their dental work done because they'd have like armed people
[14:06.000 --> 14:08.000]  in the room when they were doing the dental work.
[14:08.000 --> 14:11.000]  So they knew my dad, he'd done a lot of dental work on the deputy director and people like that
[14:11.000 --> 14:14.000]  and we had some family that had been the CIA so that's probably why they chose him to be their dentist.
[14:14.000 --> 14:18.000]  But he was trying to convince my mom because he wanted to do it.
[14:18.000 --> 14:20.000]  And plus it was like $400,000, $500,000 a year.
[14:20.000 --> 14:22.000]  Back then that'd be like $3-4 million a year.
[14:22.000 --> 14:24.000]  He said, I want to go do it.
[14:24.000 --> 14:25.000]  It's exciting.
[14:25.000 --> 14:26.000]  He says, well, what is it?
[14:26.000 --> 14:27.000]  He goes, well, I can't tell you Carol.
[14:27.000 --> 14:28.000]  You know, it's classified.
[14:28.000 --> 14:30.000]  They haven't told me everything but it's cybernetics.
[14:30.000 --> 14:31.000]  It's cyborgs.
[14:31.000 --> 14:38.000]  He goes, I'd imagine, you know, they kind of let me know they were going to be implanting volunteer soldiers
[14:38.000 --> 14:41.000]  and spies with things.
[14:41.000 --> 14:44.000]  Since I'm good at implanting things in bone, they told me.
[14:44.000 --> 14:47.000]  And he said, first we'll be practicing on animals.
[14:47.000 --> 14:52.000]  But there's a large project and he said, you know, they've already recruited doctors
[14:52.000 --> 14:54.000]  such and such and such and such and such.
[14:54.000 --> 15:00.000]  So in like 1982 or three after the exact year, maybe it was about 84,
[15:00.000 --> 15:05.000]  I'm around the corner listening to a 20-minute conversation about underground bases and cyborgs
[15:05.000 --> 15:13.000]  and how they were already recruiting dozens of Dallas oral surgeons to be part of the project
[15:13.000 --> 15:18.000]  and that they wanted basically my dad to lead part of it in some expansion.
[15:18.000 --> 15:20.000]  And that's all they told him.
[15:20.000 --> 15:23.000]  But see, you tell stories like that, it sounds crazy, but now it's all out in the open.
[15:23.000 --> 15:29.000]  You know, if you think they were implanting soldiers with secret technology in 1984
[15:29.000 --> 15:36.000]  at underground bases in Maryland, folks, what do you think they're doing now?
[15:36.000 --> 15:42.000]  What do you think they're doing now?
[15:42.000 --> 15:44.000]  We're not in the year 2022.
[15:44.000 --> 15:46.000]  We're like in the year 2050, technologically.
[15:46.000 --> 15:52.000]  And they're about to roll out this whole separate civilization, this breakaway civilization against us.
[15:52.000 --> 15:54.000]  And that's what everything's really about.
[15:54.000 --> 15:59.000]  This civilization, as you know, it's gone.
[15:59.000 --> 16:03.000]  The globalist great reset or the war for the world is here,
[16:03.000 --> 16:09.000]  but humanity is not being caught flat-footed because of info wars and because of your support.
[16:09.000 --> 16:15.000]  Ladies and gentlemen, it is now more important than ever as we reach the critical heart of the battle
[16:15.000 --> 16:21.000]  that you spread the word and that you support liberty and that you warn people like you've never done before.
[16:21.000 --> 16:23.000]  We have come so far together.
[16:23.000 --> 16:25.000]  Please help keep us on the air.
[16:25.000 --> 16:29.000]  We're under massive attack right now, but we're going to win with your help.
[16:29.000 --> 16:32.000]  We're going to overcome this with your help and with God's blessing.
[16:32.000 --> 16:35.000]  Please go to infoworkstore.com and get this book.
[16:35.000 --> 16:38.000]  Many, many, many years of research have gone into this.
[16:38.000 --> 16:43.000]  The great reset and the war for the world available right now at infoworkstore.com.
[16:43.000 --> 16:46.000]  There's also signed copies available as well.
[16:46.000 --> 16:50.000]  We've got a lot of other big projects we're working on that are about to start launching as well,
[16:50.000 --> 16:54.000]  but this is the cavalry because we need the funding and you need this book
[16:54.000 --> 16:56.000]  because it warns the world of the globalist plan.
[16:56.000 --> 16:59.000]  Get the great reset at infoworkstore.com.
[16:59.000 --> 17:02.000]  Sold out for seven months.
[17:02.000 --> 17:06.000]  Body's ultimate turmeric formula is back in stock.
[17:06.000 --> 17:12.000]  Turmeric's been known for thousands of years to do amazing things for your joints, your stamina,
[17:12.000 --> 17:14.000]  your immune system for your libido.
[17:14.000 --> 17:19.000]  And look, the average level of the shelves is five, six, seven percent for your humanoid.
[17:19.000 --> 17:22.000]  We have the strongest brand on earth.
[17:22.000 --> 17:24.000]  Nobody else decided to do it.
[17:24.000 --> 17:28.000]  It's 95 percent for humanoid at infoworkstore.com.
[17:28.000 --> 17:32.000]  Body's ultimate turmeric formula, 95 percent for humanoid.
[17:32.000 --> 17:38.000]  It is incredible and what's even more incredible is it funds the info warm.
[17:38.000 --> 17:43.000]  So the only way you fail is not taking action today and ordering
[17:43.000 --> 17:46.000]  Body's ultimate turmeric formula at infoworkstore.com.
[17:46.000 --> 17:48.000]  It is simply amazing.
[17:48.000 --> 17:54.000]  Discover the power of your humanoids at 95 percent at infoworkstore.com today
[17:54.000 --> 17:59.000]  with Body's ultimate turmeric formula.
[17:59.000 --> 18:03.000]  The globalists are fighting around the clock to destroy the family,
[18:03.000 --> 18:07.000]  to destroy heterosexual relationships, to annihilate our marriages
[18:07.000 --> 18:09.000]  and the studies are all clear.
[18:09.000 --> 18:15.000]  The number one cause of marital splits is that there's problems in the bedroom
[18:15.000 --> 18:19.000]  and the number one issue men have is erectile dysfunction.
[18:19.000 --> 18:22.000]  Ladies and gentlemen, the left makes big jokes about this
[18:22.000 --> 18:25.000]  because they don't want people having lasting, good, loving relationships.
[18:25.000 --> 18:27.000]  They want to break up society.
[18:27.000 --> 18:33.000]  And we are so excited to have the number one natural male enhancement pill
[18:33.000 --> 18:36.000]  in the world available as a major sponsor now.
[18:36.000 --> 18:41.000]  Go to vironpatriot.com today, vironpatriot.com
[18:41.000 --> 18:43.000]  and watch the instructional video.
[18:43.000 --> 18:46.000]  Look at the science for yourself and then get a bottle of InstaHeart.
[18:46.000 --> 18:49.000]  It's discreet shipping. I've used it. It's amazing.
[18:49.000 --> 18:52.000]  And it's not just for folks that have problems in the bedroom.
[18:52.000 --> 18:53.000]  This also enhances it.
[18:53.000 --> 19:17.000]  So again, get yours today at theironpatriot.com.
[19:38.000 --> 19:40.000]  I mean, look at the hair and beard support formula.
[19:40.000 --> 19:42.000]  Folks, this is a joke.
[19:42.000 --> 19:44.000]  I mean, we're giving this thing away at 75% off.
[19:44.000 --> 19:47.000]  By the way, it works for me in case you haven't noticed.
[19:47.000 --> 19:51.000]  The hair and beard formula is working for me.
[19:51.000 --> 19:53.000]  Quite well, I might add.
[19:53.000 --> 19:57.000]  Quite well, my barber appreciates hair and beard support for men.
[19:57.000 --> 20:22.000]  I go and see him quite often now.
[20:50.000 --> 20:53.000]  But we chose to let our problems multiply.
[20:53.000 --> 21:00.000]  Because we're faithfully pursuing a policy of truth.
[21:00.000 --> 21:04.000]  And that's why they spend all their time trying to say we're wrong.
[21:04.000 --> 21:05.000]  We lie.
[21:05.000 --> 21:08.000]  They try to pick a few things we didn't get exactly right.
[21:08.000 --> 21:09.000]  Are we questioned?
[21:09.000 --> 21:10.000]  So we're the devil.
[21:10.000 --> 21:13.000]  Because they want the power to silence your speech
[21:13.000 --> 21:17.000]  and what you're allowed to read, watch or listen to.
[21:17.000 --> 21:20.000]  They're trying to control our reality.
[21:20.000 --> 21:23.000]  All right, let me just hit what's coming up today.
[21:23.000 --> 21:26.000]  Because it's just an incredible time to be alive.
[21:26.000 --> 21:31.000]  Big Tech is censoring even mainline economists
[21:31.000 --> 21:33.000]  that say we're officially in a recession,
[21:33.000 --> 21:37.000]  even though we're officially in a recession.
[21:37.000 --> 21:39.000]  Think of the level of that gaslighting.
[21:39.000 --> 21:41.000]  Got a big stack on that.
[21:41.000 --> 21:47.000]  Have incredible announcements on the COVID front with them announcing,
[21:47.000 --> 21:50.000]  I told you what happened, I told you this three years ago
[21:50.000 --> 21:53.000]  or 32 months ago, over two and a half years ago,
[21:53.000 --> 21:56.000]  is they have a similar virus that attacks chickens
[21:56.000 --> 22:03.000]  and other foul, other poultry.
[22:03.000 --> 22:08.000]  And once they keep giving the chickens or the ducks
[22:08.000 --> 22:13.000]  or the turkeys these shots,
[22:13.000 --> 22:15.000]  because they stopped working,
[22:15.000 --> 22:18.000]  they then give them this super shot
[22:18.000 --> 22:21.000]  that totally changes their entire physiology
[22:21.000 --> 22:25.000]  and they basically become these bloated mutants full of tumors.
[22:25.000 --> 22:31.000]  There's a particular name for the vaccine induced disorder in poultry.
[22:31.000 --> 22:33.000]  There's actually several big disorders.
[22:33.000 --> 22:38.000]  Well, I told you if you take five or six of the first mutant and genic shots,
[22:38.000 --> 22:41.000]  then they have a super shot that mutates you
[22:41.000 --> 22:44.000]  and makes all your joints basically double in size.
[22:44.000 --> 22:48.000]  And sure enough, they've announced a super shot
[22:48.000 --> 22:52.000]  that will fix everything because the other shot didn't work
[22:52.000 --> 22:54.000]  and erased your immune system.
[22:54.000 --> 22:58.000]  By-administration Unveil reformulated booster shot.
[22:58.000 --> 23:01.000]  Australia is calling it a super shot.
[23:01.000 --> 23:03.000]  This one shot will now suddenly work.
[23:03.000 --> 23:05.000]  The first four or five didn't.
[23:05.000 --> 23:09.000]  By-administration Unveil reformulated booster shot.
[23:09.000 --> 23:16.000]  We've got a bunch of compilations of Fauci and Bricks flip-flopping.
[23:16.000 --> 23:22.000]  Anthony Fauci is still funding China's military-run labs with U.S. taxpayer money
[23:22.000 --> 23:25.000]  while the by-administration accuses China of creating the virus.
[23:25.000 --> 23:28.000]  So you got censored for two and a half years for saying that,
[23:28.000 --> 23:32.000]  but now Biden's openly accusing China.
[23:32.000 --> 23:34.000]  They're accusing the U.S. military.
[23:34.000 --> 23:37.000]  It is man-made, but then we're still told,
[23:37.000 --> 23:40.000]  but for you, you can't say, oh, you were right.
[23:40.000 --> 23:41.000]  You were vindicated.
[23:41.000 --> 23:43.000]  No, no, no, you're still censored.
[23:43.000 --> 23:46.000]  As a general public, if you point that out.
[23:46.000 --> 23:48.000]  Rand Paul is up on m4s.com.
[23:48.000 --> 23:51.000]  He's congratulated Biden for achieving real immunity
[23:51.000 --> 23:54.000]  after he's already had COVID three times in four shots.
[23:54.000 --> 23:56.000]  But if he hadn't taken the shots,
[23:56.000 --> 23:58.000]  he would have already gotten real immunity.
[23:58.000 --> 24:01.000]  Meanwhile, Tour de France cyclists who quit race,
[24:01.000 --> 24:04.000]  just as many people are suffering from breathing problems
[24:04.000 --> 24:08.000]  because they've been vaccinated and heart attacks.
[24:08.000 --> 24:11.000]  That's just a small smattering of the news.
[24:11.000 --> 24:13.000]  I kind of just got into that.
[24:13.000 --> 24:15.000]  But look at all the dehumanization news.
[24:15.000 --> 24:18.000]  We're going to hit the ties in to whether we're going to have
[24:18.000 --> 24:26.000]  globalist AI supremacy or God-given genesis supremacy.
[24:26.000 --> 24:28.000]  German cities turn off hot water,
[24:28.000 --> 24:30.000]  cut lighting at government buildings.
[24:30.000 --> 24:34.000]  This is real bands use of cash, cash is banned.
[24:34.000 --> 24:37.000]  You will own nothing and be happy PSAs being announced everywhere,
[24:37.000 --> 24:39.000]  including the school children that you won't own a house,
[24:39.000 --> 24:41.000]  a car, anything, a new systems here.
[24:41.000 --> 24:44.000]  We're in a beautiful transition, you know, the collapse.
[24:44.000 --> 24:48.000]  World Economic Forum calls for an end of personal vehicle ownership.
[24:48.000 --> 24:51.000]  And now, I told you this was coming 20 years ago,
[24:51.000 --> 24:54.000]  because I can see where they were headed.
[24:54.000 --> 25:00.000]  And I tell you, it's now moving to make you wear a helmet to walk.
[25:00.000 --> 25:05.000]  They've already started saying no helmet, no running.
[25:05.000 --> 25:08.000]  But now they're saying they're going to start fitting children
[25:08.000 --> 25:11.000]  with helmets that oh, because it might save a life,
[25:11.000 --> 25:16.000]  also have VR goggles that are AI that the system can hit a button
[25:16.000 --> 25:19.000]  and make the children go under VR control.
[25:19.000 --> 25:21.000]  It's been announced.
[25:21.000 --> 25:24.000]  It's been announced with VR helmets by law.
[25:24.000 --> 25:26.000]  So that's the next phase of that.
[25:26.000 --> 25:29.000]  This is all happening, it's all rolling out, it's all being done
[25:29.000 --> 25:33.000]  to suck you out of reality and force you finally into the matrix,
[25:33.000 --> 25:39.000]  which is the final goal, a total 3D immersion matrix
[25:39.000 --> 25:43.000]  to try to trick you into giving up your soul to these people.
[25:43.000 --> 25:45.000]  All joggers must wear a helmet.
[25:45.000 --> 25:47.000]  No helmet, no run.
[25:47.000 --> 25:50.000]  First they lock you down for a couple years with the COVID hysteria
[25:50.000 --> 25:54.000]  so it's really to save the earth and you got to wear helmets everywhere you go.
[25:54.000 --> 25:59.000]  Oh, and now we're going to make the children at public schools
[25:59.000 --> 26:01.000]  and elsewhere wear VR goggles at school
[26:01.000 --> 26:04.000]  and then oh, you got to wear them all the time for your safety.
[26:04.000 --> 26:07.000]  So I told you years ago they're going to make you wear a helmet
[26:07.000 --> 26:11.000]  to leave your house, you laugh, but now here it is.
[26:11.000 --> 26:13.000]  We've got that information.
[26:13.000 --> 26:17.000]  Mother loses custody of daughter for refusing transgender status
[26:17.000 --> 26:20.000]  saying she's a girl right here in America.
[26:20.000 --> 26:22.000]  That all ties together.
[26:22.000 --> 26:26.000]  We have so much to get into on the military front
[26:26.000 --> 26:28.000]  that nobody's giving any coverage to now.
[26:28.000 --> 26:33.000]  In Ukraine and China's heating up big time, China's army chief says
[26:33.000 --> 26:39.000]  get ready for war over US visit to Taiwan.
[26:39.000 --> 26:43.000]  That ties into Nancy Pelosi's visit and so much more
[26:43.000 --> 26:48.000]  and Trump is really starting to get hardcore.
[26:48.000 --> 26:51.000]  On one side he's exposing pedophile rings
[26:51.000 --> 26:53.000]  and the Democratic Party are a bunch of pedophiles
[26:53.000 --> 26:56.000]  calling him sickos, pushing sexual content to kindergartners.
[26:56.000 --> 26:59.000]  He's come out and said nobody's gotten to the bottom of 9-11.
[26:59.000 --> 27:03.000]  He said there were bombs in the building two days after it happened.
[27:03.000 --> 27:09.000]  He's a smart guy, but similarly though he's done a lot of other really good things
[27:09.000 --> 27:14.000]  like exposing the open border and bad trade deals,
[27:14.000 --> 27:16.000]  but he's still pushing that poison shot.
[27:16.000 --> 27:20.000]  Even when Birx, his own top advisor says we knew it wouldn't work,
[27:20.000 --> 27:22.000]  but we told Trump it would.
[27:22.000 --> 27:25.000]  She admits we knew it wouldn't work, but we told him it would
[27:25.000 --> 27:27.000]  and so he listened to his science advisors.
[27:27.000 --> 27:30.000]  He got 20 doctors in the room and you're somebody like Trump,
[27:30.000 --> 27:33.000]  you know, 77 years old or whatever he is,
[27:33.000 --> 27:35.000]  especially old timers believe doctors.
[27:35.000 --> 27:38.000]  So I mean I'll give him a pass on being conned,
[27:38.000 --> 27:40.000]  but I'm not going to give Trump a pass.
[27:40.000 --> 27:42.000]  He doesn't start coming out against us now.
[27:42.000 --> 27:45.000]  He's just saying I was conned, I was manipulated, they lied
[27:45.000 --> 27:48.000]  because it's coming out that the shots don't help you
[27:48.000 --> 27:50.000]  in a racial immune system and really hurt you.
[27:50.000 --> 27:56.000]  So this is a real deal killer for me.
[27:56.000 --> 28:00.000]  If Trump doesn't do what Bolsonaro did,
[28:00.000 --> 28:03.000]  he didn't support the shots, he just allowed it.
[28:03.000 --> 28:05.000]  He says I apologize, they should have been outlawed,
[28:05.000 --> 28:08.000]  they were experimental, they've hurt and maimed and killed
[28:08.000 --> 28:11.000]  a lot of people, I apologize, I was lied to.
[28:11.000 --> 28:15.000]  Yes, that's the manly thing to do, that's leadership.
[28:15.000 --> 28:18.000]  Admit he was conned, not one-tenth as bad as Trump,
[28:18.000 --> 28:23.000]  and come out and deal with it and then start saving people.
[28:23.000 --> 28:26.000]  Because if you were lied to and you're wrong, it's okay
[28:26.000 --> 28:29.000]  to change course, but then once you learn you're wrong,
[28:29.000 --> 28:34.000]  once you learn you got conned, now you become a party to it.
[28:34.000 --> 28:36.000]  Now you're aiding and abetting it.
[28:36.000 --> 28:38.000]  That's why when we're wrong folks, we're the first to say it.
[28:38.000 --> 28:40.000]  Alex Schultz is not always right, we try to be right,
[28:40.000 --> 28:42.000]  we have one of the best records of being right,
[28:42.000 --> 28:44.000]  and we're major trailblazers, and have broken
[28:44.000 --> 28:46.000]  tens of thousands of incredible stories.
[28:46.000 --> 28:48.000]  But we are wrong sometimes, and when we aren't,
[28:48.000 --> 28:51.000]  we admit to it because that's all we've got is our credibility,
[28:51.000 --> 28:55.000]  not in front of the public, but in front of God.
