[00:00:00.329 --> 00:00:01.751]  I don't know.
[00:10:19.497 --> 00:10:22.038]  Now, he goes into this much further
[00:10:46.340 --> 00:10:56.247]  In his book, which I just started reading, it's The Power of the People, Tony Brown, and it's incredible.
[00:10:56.247 --> 00:10:59.770]  See, Tony Brown never talked about this because he was studying it for five years.
[00:10:59.770 --> 00:11:03.813]  Funny, he found out about it five years ago like I did, and it was the same way.
[00:11:03.813 --> 00:11:05.534]  I couldn't believe it.
[00:11:05.534 --> 00:11:07.556]  I couldn't believe how deep we were into this.
[00:11:08.271 --> 00:11:22.118]  How much Europe controlled our country, how they've installed military leaders that are under control, executive leaders like the President, most of your chairman of committees in the Congress, both the House and the Senate.
[00:11:22.118 --> 00:11:33.423]  You ask yourself, a conspiracy, it's been made a joke for so long that you laugh at this, but then as more and more information comes out in the alternative media and is documented, much of it's crap, but a lot of it's good information,
[00:11:35.470 --> 00:11:38.351]  The media always give attention to the crap and not to the good information.
[00:11:38.351 --> 00:11:39.151]  They're coming out.
[00:11:39.151 --> 00:11:40.071]  You've seen the articles.
[00:11:40.071 --> 00:11:41.412]  Black helicopters are real.
[00:11:41.412 --> 00:11:43.953]  Secret CIA bases are for your best interest.
[00:11:43.953 --> 00:11:45.333]  They blow stuff up at the bases.
[00:11:45.333 --> 00:11:46.133]  Buildings and stuff.
[00:11:46.133 --> 00:11:47.974]  They're testing things.
[00:11:47.974 --> 00:11:52.375]  The government did spray some biologicals on you, but again, that's for your best interest.
[00:11:52.375 --> 00:11:56.577]  We had to kill people on the New York subway in 1966 for your best interest.
[00:11:56.577 --> 00:11:58.057]  And the media doesn't really talk about it.
[00:11:58.057 --> 00:12:00.178]  They just do a little story here and there and admit it.
[00:12:00.178 --> 00:12:02.018]  And the information's been out since 79.
[00:12:02.018 --> 00:12:03.659]  And we've been talking about it across the country.
[00:12:05.506 --> 00:12:11.411]  From congressmen to generals to good people that we can trust and Tony Brown and others are coming out.
[00:12:11.411 --> 00:12:21.459]  So we've obviously reached that critical mass where more and more people are beginning to speak and are beginning to not care what the group psychology is and say, damn it, I know what's right.
[00:12:21.459 --> 00:12:22.360]  The information's here.
[00:12:22.360 --> 00:12:24.602]  It's in my face.
[00:12:24.602 --> 00:12:29.286]  But the media still throws out that conspiracy theory line.
[00:12:29.286 --> 00:12:34.190]  I'm going to get off my butt in the next few weeks and put together some stuff from Court TV.
[00:12:35.248 --> 00:12:38.910]  I've got four or five different cases where I just watched one day of court TV.
[00:12:38.910 --> 00:12:41.171]  And all the trials were conspiracy trials.
[00:12:41.171 --> 00:12:43.252]  These murderers conspired to murder and did.
[00:12:43.252 --> 00:12:44.332]  These were bank robbers.
[00:12:44.332 --> 00:12:46.253]  These SNL guys.
[00:12:46.253 --> 00:12:47.434]  Bond people.
[00:12:47.434 --> 00:12:49.194]  These are all little conspiracies.
[00:12:49.194 --> 00:12:50.155]  And they're real.
[00:12:50.155 --> 00:12:51.535]  A couple of thugs get together.
[00:12:51.535 --> 00:12:58.879]  A couple of white-collar execs get together and rip you off or steal pension funds or rob banks or whatever criminals do.
[00:12:58.879 --> 00:13:00.619]  And you go, oh yeah, that's conspiracy.
[00:13:00.619 --> 00:13:01.000]  Of course.
[00:13:04.716 --> 00:13:12.562]  That's what McVeigh was, one of the counts he was convicted of was the conspiracy, the premeditated act of destroying Oklahoma City.
[00:13:12.562 --> 00:13:14.563]  Of course, it wasn't McVeigh, he was just a patsy.
[00:13:14.563 --> 00:13:16.564]  We've documented that a hundred times in the program.
[00:13:16.564 --> 00:13:18.646]  But, I won't get into that.
[00:13:18.646 --> 00:13:20.968]  These are real crimes, okay?
[00:13:20.968 --> 00:13:23.509]  Most of the federal charges are conspiracies.
[00:13:23.509 --> 00:13:25.931]  And a lot of state charges are conspiracies.
[00:13:25.931 --> 00:13:28.373]  Conspiracies are real things.
[00:13:28.373 --> 00:13:30.794]  People do it all the time.
[00:13:30.794 --> 00:13:34.197]  You and a co-worker conspire to get somebody fired because they're doing a bad job.
[00:13:36.528 --> 00:13:38.469]  Or maybe you just don't like them.
[00:13:38.469 --> 00:13:43.211]  So seeing how they've taught you to think everything happens by accident and it's all a big coincidence?
[00:13:43.211 --> 00:13:45.672]  Are you coincidence theorists?
[00:13:45.672 --> 00:13:50.014]  I find that even more ridiculous than conspiracy.
[00:13:50.014 --> 00:13:53.496]  Because if you read history, conspiracy is the way it is.
[00:13:53.496 --> 00:13:56.878]  Caesar walks in to the Senate and his best buddy's strapped to death right there.
[00:13:56.878 --> 00:13:58.679]  They conspired to kill him for the Empire.
[00:13:58.679 --> 00:14:02.520]  They divided up amongst themselves.
[00:14:02.520 --> 00:14:05.622]  This is so, so serious and it's going to take Americans
[00:14:06.860 --> 00:14:21.445]  Having the will, having the capacity to refuse to believe the lies any longer and realize that the media is coming out with some corruption and some of their conspiracy now because they have to, because they've lost too much faith.
[00:14:21.445 --> 00:14:29.607]  Because the polls show, even their stilted polls, their slanted polls show that more and more people aren't listening to the media, aren't believing the media.
[00:14:29.607 --> 00:14:32.288]  And the media is twisting and manipulation isn't working as well.
[00:14:35.492 --> 00:14:37.993]  So they've got to start coming out with some of the corruption.
[00:14:37.993 --> 00:14:43.176]  Well, I have found out that it's much worse than I even used to believe.
[00:14:43.176 --> 00:14:44.156]  It is insane.
[00:14:44.156 --> 00:14:47.938]  They are preparing to bring in UN forces, as I heard three years ago and laughed at.
[00:14:47.938 --> 00:14:54.302]  We're going to show you President Clinton talking about this a little bit later in the program.
[00:14:54.302 --> 00:14:58.224]  I mean, I... I just can't believe it.
[00:14:58.224 --> 00:15:04.567]  For the last month or over, since we've seen the smoke in the sky over Mexico and Chiapas and other states,
[00:15:05.694 --> 00:15:08.535]  They're all where the conflict zones are, and the media has even admitted this.
[00:15:08.535 --> 00:15:09.876]  I've shown you the Statesman.
[00:15:09.876 --> 00:15:12.617]  Later I'll get into some of these AP reports and BBC reports.
[00:15:12.617 --> 00:15:14.538]  The media still doesn't print it.
[00:15:14.538 --> 00:15:29.164]  If the Statesman does print it, like they did in the Saturday, June 13th, news section, they will say, Mexico is, has, Mexico breaking truce.
[00:15:29.164 --> 00:15:32.886]  Shootout in Village Wednesday was first firefight between government and rebels since 1994.
[00:15:36.041 --> 00:15:41.803]  They admit that a bunch of people got killed, that the police fired first, but they say it's the first conflict.
[00:15:41.803 --> 00:15:45.685]  I've read in this paper, and I ought to do the research, but I'm one person.
[00:15:45.685 --> 00:15:51.987]  I remember the news and the paper saying, the massacre's down there of whole villages and nobody knew who was doing it.
[00:15:51.987 --> 00:15:53.108]  Whole villages wiped out.
