[00:00.000 --> 00:02.060]  you
[06:42.060 --> 06:50.060]  100 were by separatist movements terrorist attacks, which led to deaths and injuries are almost exclusively Islamic and gets who advocates open
[06:50.060 --> 06:55.580]  Borders and radical Islam is select the statistics this proved the narrative that conservatives and libertarians
[06:55.900 --> 07:01.500]  Represent a major terrorist threat a claim the major media was pushing after the recent attack on Muslims near mosque in London
[07:01.500 --> 07:06.900]  The study came from Europe hole law enforcement agency of the European Union tasked with combating organized crime and terrorism
[07:07.220 --> 07:12.740]  Additionally terror experts in the US are also warning that left-wing terror represents a far bigger concern than ever before
[07:12.900 --> 07:17.300]  Which isn't surprising given how the establishment keeps promoting violence against president Trump
[07:17.300 --> 07:21.500]  You can find out more at info wars.com. This is get Daniels reporting
[07:21.500 --> 07:26.340]  We've taken thousands of years of known research and put it together with our own four years of
[07:26.780 --> 07:32.220]  Seeking and testing to find the very best systems that God gave us through mother nature to detoxify the body
[07:32.220 --> 07:38.540]  That's why I'm introducing z shield toxic metal and chemical defense support. It's made in the USA
[07:38.540 --> 07:45.500]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war
[07:45.500 --> 07:51.260]  It is a classical 360 when this is the formula that I personally have been taking for over a year
[07:51.260 --> 07:57.540]  And now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get you
[07:57.540 --> 08:02.420]  What's yourself you what's your family and you owe it to the future of this country in the world that?
[08:02.620 --> 08:10.020]  Patriots stay as healthy and as clean and as focused as you can be because we need you the remnant of America to
[08:10.020 --> 08:16.100]  Reignite those brush fires the next level and to be healthy and as focused as you can be thanks to your support and your prayers together
[08:16.140 --> 08:21.100]  We're changing the world now. It's time to change our bodies with z shield info wars live com
[08:21.500 --> 08:26.660]  Please listen carefully because I'm about to point out three things that will save you a lot of money
[08:26.660 --> 08:33.860]  Well, you get high quality products and fund the info war a 360 win number one when you choose auto ship before checkout
[08:33.860 --> 08:40.900]  We give you 10% off on your order at info or short on number two. You're also able to get items that are out of stock
[08:40.900 --> 08:46.380]  Will you sign up for auto ship because we hold back a surplus for auto ship customers number three?
[08:46.460 --> 08:50.580]  We're giving you free shipping on all orders above $50
[08:50.700 --> 08:54.820]  listeners have been requesting this for years because it's so easy to forget to
[08:54.820 --> 08:58.340]  Reorder the products that you need each month. Just go to info or store calm
[08:58.340 --> 09:04.300]  Select your favorite product or products click on auto ship and choose how often you want us to send you another order
[09:04.300 --> 09:09.740]  As you know, I coined the term 360 win and with the new auto ship feature in informers life comm
[09:09.740 --> 09:16.900]  This is a sure win 10% off on auto ship win-win-win at info wars life comm free shipping on orders above 50 bucks
[09:16.900 --> 09:21.160]  And all out of stock items are never out of stock when you sign up for auto ship
[09:21.160 --> 09:27.720]  The globalist great error is to believe that as they collapse humanity, they end up on top
[09:28.720 --> 09:35.520]  The truth is humanity is coming down fast, but we're miles above them on our journey to hell
[09:37.200 --> 09:41.040]  You're listening to the Alex Jones show
[09:43.640 --> 09:47.800]  Say what you want about president Trump, but we've got a lot of money
[09:47.800 --> 09:54.760]  Say what you want about president Trump, but we dodged a bullet when Hillary Rodham Clinton didn't get elected in
[09:55.480 --> 09:59.840]  2016 and we have seen every element of global corruption
[10:00.840 --> 10:03.800]  Come after president Trump and come after the American people
[10:04.560 --> 10:11.720]  We've also seen multinational corporations intelligence agencies the big universities the MSM media
[10:12.280 --> 10:17.000]  Come after free speech and come after info wars.com
[10:17.000 --> 10:19.000]  And why is that?
[10:19.080 --> 10:22.960]  Info wars did not invent Americana or the modern Renaissance
[10:23.240 --> 10:31.360]  We're simply bringing it back and comparing it historically to the type of socialism and corporate cronyism
[10:31.680 --> 10:35.760]  That we have been seeing in the last few decades in Europe of the United States
[10:36.040 --> 10:41.360]  We know socialism and communism leads to total collapse like we've seen in Venezuela
[10:41.680 --> 10:45.440]  North Korea the old Soviet Union and so many other examples
[10:45.440 --> 10:49.880]  But the modern model of socialism has been disastrous as well
[10:50.200 --> 10:57.080]  It is a predatory system that seeks to dumb down the general population and have a tiny elite on top of it
[10:57.200 --> 11:04.320]  That's why some of the richest men in the world like Carlos Slim the kingpin of Mexico and Jeff Bezos of Amazon
[11:04.840 --> 11:12.120]  CIA and the Washington Post are waging war against info wars.com through their media organs and calling for
[11:12.120 --> 11:16.840]  My radio show my TV transmissions and our websites to be shut down
[11:17.280 --> 11:20.240]  Because they don't want you to have a focal point
[11:20.240 --> 11:26.640]  They don't want you or we the people to have a system that will challenge their lives
[11:27.040 --> 11:32.000]  That's why it's more important for all of you as this fourth of July approaches to understand
[11:32.960 --> 11:37.880]  Most of us that are just good decent honest people don't think of ourselves as much. We're just
[11:37.880 --> 11:43.160]  Humble folks who want to live our lives and enjoy a piece of the American pie
[11:43.840 --> 11:49.440]  But the globalists see our independence and see our love of freedom as a threat because they're authoritarians
[11:49.440 --> 11:53.560]  And that's why not just here in America's 245 year history
[11:53.560 --> 12:00.320]  But all over the world elites will never let the little people simply live their lives and be productive
[12:00.600 --> 12:03.360]  They want total control over the population
[12:03.360 --> 12:09.440]  And that's why they're waging war against info wars because they know it is the people's media
[12:09.840 --> 12:12.200]  promoting justice freedom and prosperity
[12:13.000 --> 12:15.040]  transcending race
[12:15.040 --> 12:16.920]  transcending ethnicity
[12:16.920 --> 12:18.680]  transcending even mainline
[12:18.680 --> 12:26.640]  establishment religions and bringing people together around the idea of free association and a free market of ideas that we know in history
[12:26.960 --> 12:29.260]  Has been the developer of all the major
[12:29.260 --> 12:36.500]  Innovations and freedoms. We've seen you are changing the world when you spread the word when you speak out
[12:36.500 --> 12:42.420]  When you call c-span when you go to the front of your church and talk about these issues when you talk to your neighbors
[12:42.420 --> 12:49.460]  When you spread an article or a video or when you produce an article or a video you are independently speaking
[12:50.020 --> 12:57.180]  To the face of this global system and letting it know that you won't submit and also standing up so that others can see your action
[12:57.180 --> 13:00.980]  And that gives them courage. So again, I want to thank you all for your support
[13:00.980 --> 13:02.780]  I want to thank you for your prayers
[13:02.780 --> 13:10.660]  You have changed the world and I want to encourage you to continue to change the world and to accelerate your resistance a great way
[13:10.660 --> 13:16.260]  To do it is to get high quality products at info or store.com at very competitive prices
[13:16.260 --> 13:23.860]  That then help fund this organization that you know is dedicated to fighting tyranny and more importantly has been
[13:23.860 --> 13:31.620]  successful fighting tyranny on every front that's why the enemies coming after us because we're effective because we tell the truth and
[13:31.780 --> 13:39.540]  Because we literally are spreading the light of justice and freedom throughout the darkness that is this global new world order system
[13:40.180 --> 13:43.140]  The United States became the example of freedom worldwide
[13:43.740 --> 13:47.540]  Not because we were perfect but because we delivered on freedom and prosperity
[13:48.180 --> 13:53.220]  Unlike any other country in history and that's why the globalist technocrats are trying to destroy America
[13:53.220 --> 13:56.420]  And that's why they hate info wars and that's why they hate you so much
[13:56.580 --> 14:02.980]  It is so critical this July 4th that we redeclare independence against the globalist and to understand
[14:03.060 --> 14:08.460]  That your support of the info war has already shaken the globalist to their very core
[14:08.660 --> 14:12.580]  That's why this July 4th. We're having some of the biggest sales ever
[14:12.780 --> 14:17.940]  We have store-wide free shipping at infowar store.com through July 4th
[14:17.940 --> 14:24.020]  And on top of that we have savings as much as 40 percent off best-selling items
[14:24.260 --> 14:29.220]  And we're talking about things you need a wide spectrum of high quality non-gmo heirloom seeds
[14:29.620 --> 14:35.780]  High-quality storeable foods and amazing groundbreaking supplements and nutraceuticals our incredible
[14:36.500 --> 14:41.940]  Neutropic brain force plus 30 percent off and now with 20 percent more in each bottle
[14:41.940 --> 14:49.620]  Super male vitality sold out for months concentrated herbs that have actually changed my life and so many others 30 percent off as well
[14:49.940 --> 14:56.820]  The good halogen the opposite of fluoride deep earth pure iodine x2 now back in stock
[14:57.220 --> 14:59.620]  30 percent off in full war store.com
[15:00.180 --> 15:05.700]  Z shield our newest product out of the gates 30 percent off because it's so amazing and I want you to try it
[15:05.940 --> 15:09.060]  It's got all the key herbs the zeolites the shilligy
[15:09.060 --> 15:13.380]  Concentrated and known to pull out heavy metals and toxins from the body
[15:13.540 --> 15:16.500]  Do yourself and your family a favor and help fund the info war
[15:17.060 --> 15:21.220]  Get yourself a bottle of z-shield emricks essentials outdoor special
[15:21.380 --> 15:26.980]  We're talking our non nano zinc incredibly concentrated high powered sunscreen
[15:27.540 --> 15:34.580]  Along with emricks essentials bug spray that's totally organic and natural and works way better than chemical brands
[15:34.580 --> 15:40.180]  I've personally used in the modern world. We can use good consumerism as a weapon
[15:40.660 --> 15:45.540]  The globalists and the leftists use their boycotts use their money control to manipulate our lives
[15:45.540 --> 15:52.420]  They take our tax money and give it to NBC as stimulus money to then be anti gun anti freedom anti sovereignty
[15:52.580 --> 15:53.540]  It's that simple
[15:53.540 --> 15:58.820]  But if you will shop with the good guys like info war store.com info wars life.com
[15:58.820 --> 16:04.980]  We can continue to build an independent economy system. That's a win-win for everybody that promotes freedom
[16:05.220 --> 16:07.380]  That's why they're so scared of info wars
[16:07.940 --> 16:15.620]  They're scared of you using your independent media freedom and your independent freedom to purchase high quality products that support freedom
[16:15.860 --> 16:21.060]  To overthrow their system by pulling your financing away from the globalist
[16:21.300 --> 16:25.860]  I don't point a gun at you like the IRS and then take your money and give it to globalist causes
[16:25.860 --> 16:30.660]  I just bring a high quality discounted products that you and your family need
[16:31.140 --> 16:38.420]  That then the profits we make in turn are put into expanding info wars operations against the globalist because the stakes are so high
[16:38.900 --> 16:41.860]  So again, thank you all for your support of info wars
[16:41.860 --> 16:48.580]  And I want to encourage you all to recommit as this July 4th approaches to intensify our efforts to defeat the globalist
[16:48.740 --> 16:53.060]  We can do it, but we've got to continue to press the attack and we've got to continue to pray to god
[16:53.060 --> 16:58.180]  So for myself the info wars crew and my family. I want to wish you all a wonderful 4th of july
[16:59.300 --> 17:01.300]  And I want to thank you all for your support
[17:02.740 --> 17:09.940]  info wars store.com that is how you support this broadcast a lot of great specials going right now the democrats face another loss last night
[17:10.100 --> 17:16.260]  Oh for 2017 they built it all up. They spent a record amount of money. The trump referendum is failing david
[17:16.740 --> 17:18.740]  Yeah, you know alex alex said oh
[17:18.740 --> 17:25.780]  And we have this comment this twitter comment from kelly and conway laughing my ossoff because that's the guy who lost
[17:25.940 --> 17:27.940]  He got an amazing amount of money
[17:28.180 --> 17:34.180]  He raised seven times the amount of money as kelly and conway when we look at the amount of money that was in this record
[17:34.820 --> 17:39.940]  Spending for congressional race. I remember 20 25 years ago in our neck of the woods
[17:40.260 --> 17:45.060]  It was about $500,000 that they would spend on a typical congressional race now
[17:45.060 --> 17:51.620]  We're looking at something that's about 25 million dollars. Think about the 2000 elections. We had
[17:52.340 --> 17:54.500]  Al Gore complaining saying that
[17:55.620 --> 18:01.700]  W had bought the election because he'd spent over 100 million dollars and look at what's happened to the presidential election
[18:02.100 --> 18:05.780]  Look at what's happened to the congressional elections. The real story here
[18:06.420 --> 18:11.380]  Is the politicization and the money that is flowing into politics. Why is that?
[18:11.380 --> 18:18.100]  It's because there's so much power over the economy so much power over our lives in washington
[18:18.580 --> 18:20.180]  That is pulling in corruption
[18:20.180 --> 18:25.940]  That's pulling in money and we see that here and yet in spite of all that in spite of the fact that he got nine times
[18:26.260 --> 18:32.500]  As many donors from california as he did donors in georgia between may 29th and may 31st
[18:32.820 --> 18:34.500]  Those reported by the daily caller
[18:34.500 --> 18:37.620]  He's still lost and they have the audacity to say well
[18:37.620 --> 18:41.460]  We're getting closer with each one of these even though we lose. We're getting closer
[18:42.180 --> 18:48.900]  You can't buy this election and that's really what's happening. Even the washington post said this is a huge win
[18:49.300 --> 18:52.420]  For trump. This is an editorial. I don't know how it got through the washington post
[18:52.900 --> 18:55.140]  People are looking at that said if anything this race proves
[18:55.540 --> 18:59.700]  Republicans have no reason to be defensive as a result of obama cares demise
[18:59.780 --> 19:06.820]  It shows republicans have nothing to hide from in the age of trump and it signifies that nothing about the current foe scandal
[19:06.820 --> 19:12.740]  Ridden environment has produced a down draft for republicans and I think when we look at this
[19:13.380 --> 19:16.740]  That's very important and yet they continue oan with this
[19:17.300 --> 19:23.380]  Uh, this russians hack the election narrative. We have these hearing that's going on today with jay johnson
[19:24.180 --> 19:28.100]  They're talking about how the russians were trying to get voter rolls
[19:28.660 --> 19:30.260]  in various states
[19:30.260 --> 19:33.860]  Well, that's not proven and we know from the releases of
[19:33.860 --> 19:36.420]  wiki leaks vault seven. We know that
[19:36.980 --> 19:42.660]  Intelligence community the cia had tools to make it look like they could be any state actor that they wanted to be
[19:42.740 --> 19:46.260]  They could put the fingerprints the keyboard strokes and so forth to disguise themselves
[19:46.660 --> 19:48.260]  What we do know
[19:48.260 --> 19:53.780]  Is that the first reported hacking of these state boards of elections was in georgia?
[19:54.020 --> 20:02.340]  We just had the election and it was uh jason chafeitz and senator jody heist both of uh, he was from georgia and and uh
[20:02.340 --> 20:09.220]  Uh, chafeitz is from utah. They sent a letter to jay johnson the department of homeland security after the election said
[20:09.700 --> 20:11.060]  Why did this happen?
[20:11.060 --> 20:16.980]  What are you doing about this? Are you investigating this and we question your ability to honestly investigate yourself?
[20:17.380 --> 20:23.780]  They said we question the department's ability to remain neutral in investigating its own potential misconduct and violating the law would add
[20:24.260 --> 20:27.060]  And think an independent investigation of these incidents is warranted
[20:27.060 --> 20:34.660]  They want roth to investigate whether or not the dhs conducted an unauthorized scan of the georgia secretary of states computer networks
[20:35.060 --> 20:41.300]  If so, who authorized the scans has the department conducted unauthorized scans of any other states systems
[20:41.540 --> 20:44.980]  If so, which states did you scan without authorization?
[20:45.620 --> 20:48.660]  And then we found out that was that came out at the beginning of january
[20:48.660 --> 20:52.340]  They got absolutely no response from jay johnson who is testifying today
[20:52.340 --> 20:58.180]  Then we found out in february that they got into indiana's election system as well
[20:58.180 --> 21:00.900]  They traced it back to the department of homeland security
[21:01.380 --> 21:05.300]  1500s 15 000 scans into indiana's
[21:06.020 --> 21:10.100]  Voter registration roles and their election boards. That's the real story
[21:10.100 --> 21:18.420]  They're trying to create a system to hide their crimes trying to insert themselves where they control the elections saying it's critical infrastructure
[21:18.420 --> 21:20.660]  That's what this is about today. We'll be right back
[21:20.660 --> 21:24.260]  Maybe not today. Maybe not tomorrow
[21:24.500 --> 21:27.860]  But soon you'll need a plan and place to survive
[21:28.260 --> 21:30.900]  Forget bunkers. You're not a live underground gopher
[21:31.140 --> 21:36.500]  You need survivalist camps the ultimate fully functional off the grid mobile survival bug outhouse
[21:36.580 --> 21:41.460]  That's well equipped and custom built to outlast any other rv or trailer bold statement
[21:41.700 --> 21:47.060]  You bet see them now at survivalist camps dot com. That's survivalist camps dot com
[21:47.060 --> 21:50.500]  Trust your family survival to survivalist camps dot com
[21:51.940 --> 21:55.940]  This is dan pillard. You know the irs money you can't pay our tax debts crippling you
[21:56.180 --> 21:58.660]  I've defended people from the irs for over 30 years
[21:58.980 --> 22:03.460]  I've helped thousands and I can help you too. I wrote the book on irs settlement and i'm telling you
[22:03.700 --> 22:05.700]  There's no such thing as a hopeless case
[22:05.860 --> 22:11.060]  Call 800 34 no tax to finally get free of irs debt with the irs's new programs
[22:11.140 --> 22:15.380]  There's never been a better time to solve your problem call 800 34 no tax
[22:15.380 --> 22:20.100]  That's 800 34 no tax or my website dan pillard dot com
[22:20.980 --> 22:28.500]  Embricks essentials. That's my middle name. I've spent seven years off and on trying to get a big national brand
[22:28.660 --> 22:35.140]  That's already trusted to let us private label an entire line of personal care products. That's organic high quality
[22:35.300 --> 22:37.300]  This is one of the top three
[22:37.780 --> 22:42.660]  selling organic brands in the country that puts out high quality organic shampoo
[22:42.660 --> 22:48.820]  Mouthwash you name it and they're such patriots. They have led us basically keep their well-known packaging
[22:48.980 --> 22:55.940]  It is an answer to prayer and because we're cutting out the middleman 20 off retail sign a ferato ship an additional 25 off
[22:56.100 --> 23:02.500]  It's all there the body wash the shampoo the deodorant the mouthwash all of is truly game changing
[23:02.660 --> 23:07.860]  It is the exact same product. Just the name is different in ricks essentials and it's on average
[23:07.860 --> 23:13.060]  20% off what it would be in stores buying it directly from info or store dot com
[23:13.300 --> 23:20.100]  Help us win the info war while getting products everybody needs info wars life dot com where you'll find the entire line of embricks essentials
[23:20.580 --> 23:23.780]  Water is the single most important thing your body needs
[23:24.020 --> 23:28.580]  So you want to be sure it's the best for you and your family since 2005
[23:28.820 --> 23:36.020]  Thousands have depended on berkey purified water the berkey guy provides the lowest price filtration systems in every size
[23:36.020 --> 23:41.700]  For incredibly delicious water now and in an emergency get to go berkey dot com
[23:41.940 --> 23:45.300]  We're call 877-886-3653
[23:45.620 --> 23:49.860]  877-886-3653 go berkey dot com
[23:50.340 --> 23:55.220]  The answer to being in control of your own health care is freedom from insurance
[23:55.460 --> 24:00.900]  Become part of a group of self-pay patients that come together to share in each other's medical expenses
[24:00.900 --> 24:08.020]  Individual share amounts begin at $107 a month and 347 for families choose from three health sharing programs
[24:08.260 --> 24:14.660]  Holistic treatments may be eligible for sharing see guidelines discount programs available for dental vision and pharmacy
[24:14.900 --> 24:19.220]  Go to liberty on call dot org. That's liberty on call dot org
[24:20.180 --> 24:26.660]  Fully cooked ready to eat bacon. I'm talking thick meaty center cut presidential bacon savory and delicious
[24:26.660 --> 24:33.140]  I buy some I use some I store some awesome. No refrigeration needed with a 10-year shelf life
[24:33.460 --> 24:39.860]  NASA pack technology bacon fully cooked fully hydrated ready to eat right from the pack bacon or
[24:40.180 --> 24:47.780]  Warm and serve life saving ready to eat bacon 10-year shelf life bacon ships free at fully cooked bacon dot com
[24:47.940 --> 24:49.940]  fully cooked bacon dot com
[24:49.940 --> 24:52.500]  Many books have been written regarding the law of attraction
[24:52.500 --> 24:55.940]  But what if all these books are missing the most important information?
[24:55.940 --> 24:59.940]  We can use when it comes to activating this law in our lives the new book
[25:00.020 --> 25:04.260]  It's time to align the most powerful self-help book ever written by allen laudinger
[25:04.580 --> 25:09.460]  Takes a look at how the law of attraction really works and how it is being suppressed in our lives
[25:09.700 --> 25:15.060]  Learn how to overcome this manipulation and how to experience alignment with the creative power of the universe
[25:15.060 --> 25:22.820]  Get the new book. It's time to align available at amazon.com
[25:34.020 --> 25:36.740]  I think the story with the democrats pretending this
[25:37.540 --> 25:39.540]  narrowing the margin of victory
[25:39.540 --> 25:46.020]  Is a good thing is that they're just going to spend more money. We'll just spend more money and then we'll be even closer next time
[25:46.020 --> 25:51.860]  Of course, that's not going to work and of course presidential race that and this is the party that says they're all about
[25:52.580 --> 25:54.580]  income inequality getting that
[25:54.980 --> 25:58.020]  Income gap, you know figured out they're going to help with that
[25:58.020 --> 26:02.820]  They're going to fix that and then they spend more money on elections than they do the actual people that are poor
[26:03.300 --> 26:05.300]  living in the lower poverty grid
[26:05.300 --> 26:10.900]  But you know, it's funny as you talked about all those uh voter rolls that the dhs
[26:11.540 --> 26:17.620]  Admittedly or the dhs is claiming russia was probing the dhs is the one that actually hacked the elections
[26:17.860 --> 26:20.980]  Yeah, why does vladimir putin want the voter rolls in georgia?
[26:21.140 --> 26:21.940]  Well, and it's funny
[26:21.940 --> 26:25.060]  I can tell you why the obama administration and the democrats would want it
[26:25.060 --> 26:28.660]  Well, and it's funny because he says that he knows putin orchestrated it
[26:28.660 --> 26:34.260]  But then he admits that he can't possibly know that because the dnc isn't cooperating with this investigation to begin with
[26:34.260 --> 26:41.140]  But let's but hold on a second now. Let's recall. Who might have information about the democrat voter rolls
[26:41.380 --> 26:47.300]  Who might have had that information who might have had access to those voter logs and that it department
[26:48.020 --> 26:50.020]  Seth rich, huh?
[26:50.580 --> 26:56.100]  Oh, but he's no longer with us may he rest in peace. So how convenient is that for the dnc that admits?
[26:56.900 --> 27:02.100]  Or that won't share they they will not share with the fbi. They will not share with the dhs
[27:02.100 --> 27:10.820]  The details or the emails or the data that they need to do this investigation. So let's go to j johnson today though
[27:10.820 --> 27:12.980]  These are some clips from today, and there's I mean
[27:13.620 --> 27:17.780]  Literally the most unbelievable quotes again coming out of this nonsense of a hearing
[27:17.780 --> 27:21.780]  We have all kinds of collusion on the democrat side of it literally a lawsuit against the dnc
[27:22.020 --> 27:24.740]  But we're still looking around everywhere for russia collusion that doesn't exist
[27:24.980 --> 27:30.020]  So here's j johnson though saying that he knows it was putin that orchestrated the cyber attacks
[27:30.020 --> 27:36.900]  In three years as secretary of homeland security. I had the privilege of testifying before congress 26 times
[27:38.260 --> 27:43.620]  Though it is no longer part of my job description. I voluntarily accepted the invitation to be here today
[27:44.340 --> 27:46.340]  as concerned private citizen
[27:46.420 --> 27:52.020]  Oh, he's so transparent in 2016 the russian government. They didn't want to build this hearing about that putin himself
[27:52.820 --> 27:57.940]  orchestrated cyber attacks on our nation for the purpose of influencing our election
[27:57.940 --> 28:00.900]  That is a fact plain and simple
[28:01.700 --> 28:05.060]  Now the key question for the president and the congress is
[28:05.780 --> 28:09.220]  What are we going to do to protect the american people and their democracy?
[28:09.220 --> 28:13.860]  Okay, so there he is he says he knows for a fact that it was russia and putin that did it
[28:14.180 --> 28:17.060]  And what are we going to do? We have to do something. This is an assault
[28:17.300 --> 28:20.260]  This is an assault on our country and our infrastructure. We must do something
[28:20.820 --> 28:22.820]  Okay, so we'll address that in a second
[28:22.820 --> 28:29.460]  But how can he possibly know that with this clip that johnson said later in his testimony?
[28:30.340 --> 28:35.300]  As to what was all for them what they accepted was at any level of cooperation at all
[28:36.100 --> 28:41.700]  Um to my disappointment not to my knowledge, sir. Um, and this is the question I asked repeatedly
[28:42.340 --> 28:45.380]  When I first learned of it, you know, what are we doing? Are we in there?
[28:45.940 --> 28:48.900]  Are we helping them discover the vulnerabilities because this was
[28:48.900 --> 28:52.420]  a fresh off the opium experience and
[28:53.300 --> 28:59.940]  There was a point at which dhs cyber security experts did get into opium and actually help them discover
[29:00.820 --> 29:02.580]  The bad actors
[29:02.580 --> 29:06.660]  And patch some of the exfiltrations or at least minimize some of the damage
[29:06.660 --> 29:09.380]  And so I was anxious to know whether or not our folks were in there
[29:10.180 --> 29:13.940]  And the response I got was fbi had spoken to them
[29:13.940 --> 29:19.940]  Uh, they don't want our help. They have crowd strike. They have crowd strike. That's the key thing. That's a democrat
[29:20.900 --> 29:22.900]  That's a democrat contractor
[29:22.900 --> 29:28.180]  Crowd strike was hired by the democrats. They were running their it system and when this stuff came out
