[00:00:06.278 --> 00:00:08.060]  Mainstream media.
[00:04:29.802 --> 00:04:33.585]  It goes home and stays in the privacy of the family at room temperature.
[00:04:33.585 --> 00:04:46.155]  Joe, you certainly heard about the big scandals in North Carolina, Virginia, Texas, where they have been caught taking the heel blood sample, but taking an extra ampule and putting it in a federal database.
[00:04:46.155 --> 00:04:47.076]  Were you aware of that?
[00:04:47.076 --> 00:04:47.937]  No, I'm not aware of that.
[00:04:48.971 --> 00:04:49.251]  Really?
[00:04:49.251 --> 00:04:51.573]  You've got a DNA sample company, but you weren't aware of that?
[00:04:51.573 --> 00:04:55.757]  No, I mean, I've heard rumors and everything else, but I won't comment on it.
[00:04:55.757 --> 00:04:56.137]  Rumors?
[00:04:56.137 --> 00:04:57.358]  It's been in the Associated Press.
[00:04:57.358 --> 00:05:00.061]  Would you like me to email or fax you that article?
[00:05:00.061 --> 00:05:00.421]  Uh, no.
[00:05:00.421 --> 00:05:02.483]  Okay, well I just want you to know it's true.
[00:05:02.483 --> 00:05:03.744]  Uh-huh.
[00:05:03.744 --> 00:05:09.649]  Certainly you know the government starts something out as voluntary, and then it becomes mandatory.
[00:05:09.649 --> 00:05:13.773]  You haven't heard about the government discussing mandatory DNA samples from everybody?
[00:05:14.798 --> 00:05:24.363]  Now, let me tell you, there's been rumors about everything about maintaining DNA samples, but everything that I've heard, it's being maintained in the privacy of your own home.
[00:05:24.363 --> 00:05:30.546]  And whether the family keeps it or, God forbid, you need it for other reasons, you're going to be able to still obtain it.
[00:05:30.546 --> 00:05:35.429]  But, just like at the World Trade Center, when they wanted the families to bring in the toothbrushes,
[00:05:36.024 --> 00:05:39.086]  You know, the majority of that, they weren't able to extract the DNA.
[00:05:39.086 --> 00:05:48.754]  I mean, you're talking about a plastic toothbrush that, uh, who knows who used it last, or whatever, uh, depending on the toothpaste, whether or not they were able to extract it and it wasn't successful.
[00:05:48.754 --> 00:06:01.384]  Well, here's another... If I'm maintaining the sample of the DNA, it's kept in a privacy-run home, and only, God forbid, if you need it, then you turn it over to the authorities or to the medical... Well, why are they... Well, here's an important question.
[00:06:01.384 --> 00:06:02.445]  Who set this up?
[00:06:02.445 --> 00:06:03.526]  First-grade students?
[00:06:04.521 --> 00:06:12.027]  Uh, in these counties in New Jersey, and it says all the children just loved it, and they just marched in and did it.
[00:06:12.027 --> 00:06:14.069]  Well, yeah, they're first graders.
[00:06:14.069 --> 00:06:14.789]  They do what they're told.
[00:06:14.789 --> 00:06:19.933]  They're told, stand here, you go to the bathroom, you sit there, you do that.
[00:06:19.933 --> 00:06:22.135]  And it says all the children loved it.
[00:06:22.135 --> 00:06:24.597]  Look, who set this up is what I'm asking.
[00:06:24.597 --> 00:06:33.164]  What you have is, we distribute DNA kits all over the country through police departments, non-profit organizations, and especially corporate sponsorships.
[00:06:33.746 --> 00:06:35.689]  They're giving back to the community.
[00:06:35.689 --> 00:06:37.711]  And it's a win-win for everyone.
[00:06:37.711 --> 00:06:43.799]  The corporate sponsor gets the media attention on it and the families receive it free of charge.
[00:06:43.799 --> 00:06:46.202]  Let's give some of them a little bit of attention.
[00:06:46.202 --> 00:06:47.664]  Who are these corporations?
[00:06:48.487 --> 00:06:49.108]  All right.
[00:06:49.108 --> 00:06:50.710]  We have corporations all over the country.
[00:06:50.710 --> 00:06:52.612]  We have car dealerships all over the country.
[00:06:52.612 --> 00:06:55.315]  We have... I imagine... Oh, Red McCombs?
[00:06:55.315 --> 00:06:56.256]  Pardon?
[00:06:56.256 --> 00:06:57.858]  Does Red McCombs do that?
[00:06:57.858 --> 00:06:59.720]  I'm not familiar with individual names.
[00:06:59.720 --> 00:07:00.761]  What about IBM?
[00:07:00.761 --> 00:07:03.003]  Are they helping out with a little money?
[00:07:03.003 --> 00:07:03.564]  I'm not familiar.
[00:07:03.564 --> 00:07:08.850]  I mean, I'm not... I don't know exactly... I'm not prepared to give you a list of all the people that have done it, but we've...
[00:07:09.570 --> 00:07:09.951]  Uh huh.
[00:07:09.951 --> 00:07:14.654]  Well, you know, whether it's a face scan, whether it's a DNA sample, whether it's a fingerprint, whatever it is,
[00:07:29.648 --> 00:07:38.650]  You know, God forbid your child is missing, whatever you have is worth its weight in gold to you if that is what's needed to bring your child back.
[00:07:38.650 --> 00:07:39.990]  But can we go back to this?
[00:07:39.990 --> 00:07:49.633]  Who in this New Jersey township, because you're the president of the company and you get a lot of attention on this, I'm sure you know how this was set up.
[00:07:49.633 --> 00:07:50.713]  How did that work in the school?
[00:07:50.713 --> 00:07:54.434]  Were parents consulted or did they just march the kids in to have their DNA taken?
[00:07:56.013 --> 00:08:12.687]  What they do is anytime there's an event, whether it's the police department or a corporate sponsor, they do a public service announcement, they bring home notices from the schools, and they offer it to the parents free of charge if they decide to have it.
[00:08:12.687 --> 00:08:14.709]  If the parent wants it, they'll bring the child in,
[00:08:15.473 --> 00:08:20.338]  And they'll take the DNA sample, whether it's for the child or whether it's for an Alzheimer's patient or a family.
[00:08:20.338 --> 00:08:20.959]  Wait a minute.
[00:08:20.959 --> 00:08:26.765]  They marched in whole classes, the whole school, and took their DNA.
[00:08:26.765 --> 00:08:28.947]  Yeah, and everything is with parents' permission.
[00:08:28.947 --> 00:08:30.829]  If the parents did not want their child's DNA,
[00:08:31.249 --> 00:08:34.332]  But you have to remember, the sample goes home with the parent.
[00:08:34.332 --> 00:08:36.314]  What's the procedure?
[00:08:36.314 --> 00:08:37.014]  Where does it go?
[00:08:37.014 --> 00:08:38.035]  I mean, they just swab it?
[00:08:38.035 --> 00:08:40.477]  I said it goes home with the parent.
[00:08:40.477 --> 00:08:41.078]  The sample.
[00:08:41.078 --> 00:08:42.819]  There's no repository.
[00:08:42.819 --> 00:08:44.861]  It goes home with the parent.
[00:08:44.861 --> 00:08:46.903]  So the parents are all there while this is happening?
[00:08:46.903 --> 00:08:48.144]  In most cases.
[00:08:48.144 --> 00:08:50.206]  I wasn't at this particular event.
[00:08:50.206 --> 00:08:51.507]  We have events all over the country.
[00:08:52.287 --> 00:08:59.232]  But the parent is the one that is responsible for taking home the sample, maintaining it, and keeping it in the closet of your own home.
[00:08:59.232 --> 00:09:02.274]  I'm a good judge of somebody by telling what they say.
[00:09:02.274 --> 00:09:03.755]  I don't think you're a bad person.
[00:09:03.755 --> 00:09:06.337]  I had a bad person on last hour.
[00:09:06.337 --> 00:09:08.099]  I hope you don't think I'm a bad person.
[00:09:08.099 --> 00:09:09.219]  No, I don't.
[00:09:10.340 --> 00:09:12.281]  But the road to hell is paved with good intentions.
[00:09:12.281 --> 00:09:16.504]  And certainly if people want to buy this stuff, you should have your thing in Walmart and Kroger's.
[00:09:16.504 --> 00:09:17.885]  If people want to get this and do it, that's fine.
[00:09:17.885 --> 00:09:18.926]  There's no need.
[00:09:18.926 --> 00:09:21.127]  I don't want any relationship with the school.
[00:09:21.127 --> 00:09:29.473]  Kids lined up in mass because of the crimes this government's committed with eugenics and bioethics and the things they've done and they've already been caught.
[00:09:29.473 --> 00:09:30.374]  And it's not a rumor.
[00:09:30.374 --> 00:09:34.617]  See, I read the news wires three hours a day.
[00:09:34.617 --> 00:09:38.099]  And I see articles every two weeks about them grabbing DNA illegally.
[00:09:39.238 --> 00:09:41.199]  The scams they're running, what they're doing.
[00:09:41.199 --> 00:09:44.741]  I don't want government, school districts, involved in this.
[00:09:44.741 --> 00:09:46.602]  If parents want to do it, they should do it.
[00:09:46.602 --> 00:09:51.184]  This hurting people, you know, in a cattle car fashion, I think is wrong.
[00:09:51.184 --> 00:09:55.627]  Well, I'm telling you, that's the interpretation that maybe the reporter had and the way he described it.
[00:09:55.627 --> 00:10:01.950]  But what is taking place is they're offering it to the parents free of charge if they want it, and if they do want it,
[00:10:02.495 --> 00:10:05.017]  The only record of that goes home with the family.
[00:10:05.017 --> 00:10:05.698]  That is it.
[00:10:05.698 --> 00:10:06.559]  So simple.
[00:10:06.559 --> 00:10:14.225]  What if the Colorado State Police say that they want 10,000 kits from you because they're going to set up checkpoints and make people take these?
[00:10:14.225 --> 00:10:16.587]  Would you sell to them?
[00:10:16.587 --> 00:10:19.350]  You know, you're giving me hypotheticals.
[00:10:19.350 --> 00:10:22.332]  We're very, very selective in who we sell to.
[00:10:22.332 --> 00:10:22.993]  Okay?
[00:10:22.993 --> 00:10:29.498]  But if you, the president of the company, if the state police said, we're going to use these at checkpoints, give it to us, would you do it?
[00:10:29.498 --> 00:10:30.019]  Absolutely.
[00:10:31.997 --> 00:10:45.365]  Now, if the state police request something, I would assume that all of the guidelines that they're going to be following are proper.
[00:10:45.365 --> 00:10:46.346]  Do you agree?
[00:10:46.346 --> 00:10:47.027]  You just said it.
[00:10:47.027 --> 00:10:50.329]  Guidelines, policies, none of this is even law.
[00:10:50.329 --> 00:10:52.870]  They're now announcing they're going to take your hair at a checkpoint.
[00:10:52.870 --> 00:10:55.112]  You ever heard of the 4th and 5th Amendment, sir?
[00:10:55.112 --> 00:10:58.694]  Do you know to get someone's DNA against their will, you have to have a search warrant?
[00:10:59.964 --> 00:11:01.585]  But now... You realize that?
[00:11:01.585 --> 00:11:21.059]  I know, in the past... Okay, so I'm sure, I'm sure, I am sure that no one is going to volunteer and give their DNA for a data bank, for whatever company it is, or for whatever organization, unless there was a demand, a legal demand, through a search warrant, that they were able to obtain it through the court.
[00:11:21.059 --> 00:11:24.922]  But maybe you heard about the Total Information Awareness Network Homeland Security.
[00:11:24.922 --> 00:11:27.684]  They're saying under this wartime they don't need that anymore.
[00:11:29.463 --> 00:11:31.405]  And that's a total violation of our rights.
[00:11:31.405 --> 00:11:33.747]  Well, no, that's not exactly the interruption.
[00:11:33.747 --> 00:11:41.533]  I think you're looking at it... I'm not any more familiar with it than the general public when I'm watching on TV.
[00:11:41.533 --> 00:11:45.016]  KKTV in Colorado Springs.
[00:11:45.016 --> 00:11:45.517]  Good report.
[00:11:45.517 --> 00:11:45.937]  I call them.
[00:11:45.937 --> 00:11:46.618]  It's true.
[00:11:46.618 --> 00:11:51.261]  They're going to take, forcibly, your hair at checkpoints.
[00:11:51.261 --> 00:11:53.003]  One more second, because I want to learn more about your company.
[00:11:54.890 --> 00:11:55.810]  I want to learn more.
[00:11:55.810 --> 00:11:57.271]  Stay there for about 10 more minutes with us, sir.
[00:11:57.271 --> 00:11:58.171]  We'll be right back.
[00:11:58.171 --> 00:12:01.492]  Welcome back, ladies and gentlemen.
[00:12:01.492 --> 00:12:07.654]  We are talking to the president and founder of DNA Lifeprint, Joe Matthews.
[00:12:07.654 --> 00:12:08.115]  Joe,
[00:12:24.076 --> 00:12:27.118]  Look, they are moving in England and the U.S.
[00:12:27.118 --> 00:12:29.040]  towards preparing us for DNA databases.
[00:12:29.040 --> 00:12:30.681]  It is not a rumor.
[00:12:30.681 --> 00:12:37.707]  That's why you've heard about it because somebody saw it on the news or read an article and they told somebody, they told somebody that I guess it was a rumor for you.
[00:12:37.707 --> 00:12:39.568]  They are keeping illegal DNA databases.
[00:12:39.568 --> 00:12:40.909]  They're getting in a lot of trouble.
[00:12:40.909 --> 00:12:47.394]  Federal government was caught buying these from the states with mandates and that's why people are concerned.
[00:12:47.394 --> 00:12:53.259]  I have no problem with parents taking a DNA sample and keeping it and buying it off the store shelf and doing it themselves.
[00:12:53.973 --> 00:12:57.155]  The problem is, why do you have government involved?
[00:12:57.155 --> 00:13:01.718]  You know, it's set up first with the school, then they tell the parents.
[00:13:01.718 --> 00:13:04.859]  You see, right off the bat, there's government involvement, and that's a big concern.
[00:13:04.859 --> 00:13:06.520]  Do you see what I'm saying?
[00:13:06.520 --> 00:13:09.082]  Hey, you know, I see what you're saying, but I don't agree with you.
[00:13:09.082 --> 00:13:10.643]  Let me share this with you.
[00:13:10.643 --> 00:13:15.706]  I was in charge of homicide for Miami Beach Police, and I worked there for 29 years.
[00:13:15.706 --> 00:13:19.248]  And I worked over 2,000 death investigations during my career.
[00:13:20.009 --> 00:13:25.654]  On November 2nd, 1990, a baby was found dead in the bushes that we weren't able to identify.
[00:13:25.654 --> 00:13:31.719]  It was the worst case of abuse, neglect, and torture in the history of Dade County.
[00:13:31.719 --> 00:13:42.388]  And I said to the media that very first day, because I knew this child who was three years old, and he only weighed 18 pounds, and he had his pampers taped to his body, and the pampers had been on for over a month.
[00:13:43.709 --> 00:13:52.635]  I said, with today's technology, we're able to obtain an entire history of a motor vehicle within seconds, yet we're unable to identify a missing or abandoned child.
[00:13:52.635 --> 00:14:11.449]  I didn't realize how profound my words were, and then I testified before Senate subcommittees after I solved the case and the murders on death row, and then I went to Washington and I did research and I tried to pass a bill that would mandate social services to take a DNA sample of at-risk children.
[00:14:11.449 --> 00:14:11.629]  Now,
[00:14:12.267 --> 00:14:12.547]  Uh-oh!
[00:14:12.547 --> 00:14:12.687]  Uh-oh!
[00:14:12.687 --> 00:14:12.867]  Uh-oh!
[00:14:12.867 --> 00:14:13.007]  Uh-oh!
[00:14:13.007 --> 00:14:13.147]  Uh-oh!
[00:14:13.147 --> 00:14:13.328]  Uh-oh!
[00:14:13.328 --> 00:14:13.468]  Uh-oh!
[00:14:13.468 --> 00:14:13.628]  Uh-oh!
[00:14:13.628 --> 00:14:13.788]  Uh-oh!
[00:14:13.788 --> 00:14:13.948]  Uh-oh!
[00:14:13.948 --> 00:14:14.108]  Uh-oh!
[00:14:14.108 --> 00:14:14.328]  Uh-oh!
[00:14:14.328 --> 00:14:14.468]  Uh-oh!
[00:14:14.468 --> 00:14:14.648]  Uh-oh!
[00:14:14.648 --> 00:14:15.128]  Uh-oh!
[00:14:15.128 --> 00:14:15.429]  Uh-oh!
[00:14:15.429 --> 00:14:15.569]  Uh-oh!
[00:14:15.569 --> 00:14:15.689]  Uh-oh!
[00:14:15.689 --> 00:14:15.809]  Uh-oh!
[00:14:15.809 --> 00:14:15.949]  Uh-oh!
[00:14:15.949 --> 00:14:16.149]  Uh-oh!
[00:14:16.149 --> 00:14:16.769]  Uh-oh!
[00:14:16.769 --> 00:14:16.989]  Uh-oh!
[00:14:16.989 --> 00:14:17.350]  Uh-oh!
[00:14:17.350 --> 00:14:17.610]  Uh-oh!
[00:14:17.610 --> 00:14:17.870]  Uh-oh!
[00:14:17.870 --> 00:14:18.090]  Uh-oh!
[00:14:18.090 --> 00:14:18.530]  Uh-oh!
[00:14:18.530 --> 00:14:18.710]  Uh-oh!
[00:14:18.710 --> 00:14:19.210]  Uh-oh!
[00:14:19.210 --> 00:14:19.491]  Uh-oh!
[00:14:19.491 --> 00:14:19.771]  Uh-oh!
[00:14:19.771 --> 00:14:20.051]  Uh-oh!
[00:14:20.051 --> 00:14:20.271]  Uh-oh!
[00:14:20.271 --> 00:14:20.451]  Uh-oh!
[00:14:20.451 --> 00:14:20.651]  Uh-oh!
[00:14:20.651 --> 00:14:20.811]  Uh-oh!
[00:14:20.811 --> 00:14:21.071]  Uh-oh!
[00:14:21.071 --> 00:14:21.412]  Uh-oh!
[00:14:21.412 --> 00:14:21.572]  Uh-oh!
[00:14:21.572 --> 00:14:21.732]  Uh-oh!
[00:14:21.732 --> 00:14:21.892]  Uh-oh!
[00:14:21.892 --> 00:14:22.092]  Uh-oh!
[00:14:22.092 --> 00:14:22.212]  Uh-oh!
[00:14:22.212 --> 00:14:22.392]  Uh-oh!
[00:14:22.392 --> 00:14:22.532]  Uh-oh!
[00:14:22.532 --> 00:14:22.792]  Uh-oh!
[00:14:22.792 --> 00:14:22.952]  Uh-oh!
[00:14:22.952 --> 00:14:23.112]  Uh-oh!
[00:14:23.112 --> 00:14:23.252]  Uh-oh!
[00:14:23.252 --> 00:14:23.473]  Uh-oh!
[00:14:23.473 --> 00:14:23.773]  Uh-oh!
[00:14:23.773 --> 00:14:23.913]  Uh-oh!
[00:14:23.913 --> 00:14:24.053]  Uh-oh!
[00:14:24.053 --> 00:14:24.273]  Uh-oh!
[00:14:24.273 --> 00:14:24.413]  Uh-oh!
[00:14:39.048 --> 00:14:47.817]  We had the baby in one hand and we had a hundred footprints in the other, and not one single print was legible for identification purposes.
[00:14:47.817 --> 00:14:55.105]  So it was of no value whatsoever, yet we have laws under books in certain states that say a child has to be footprinted for identification purposes.
[00:14:55.105 --> 00:14:56.746]  Alright, let me stop you right there.
[00:14:56.746 --> 00:15:02.252]  Number one, now I'm beginning to get really concerned about what you're saying here, Joe, because let me tell you something right now.
[00:15:03.024 --> 00:15:04.564]  I'll tell you about the Associated Press.
[00:15:04.564 --> 00:15:14.466]  They've taken 46,000 children by CPS for at-risk parents with diabetes, people that are sick, no records, attacking homeschoolers' families.
[00:15:14.466 --> 00:15:17.447]  3,500 of those children that CPS took are now gone.
[00:15:17.447 --> 00:15:20.128]  No record of where CPS put them, where they are.
[00:15:20.128 --> 00:15:22.948]  These stories are popping up nationwide.
[00:15:22.948 --> 00:15:27.169]  CPS has got a federal mandate to break up the family, and you just said it.
[00:15:27.609 --> 00:15:38.053]  Mandated that at risk, you haven't committed a crime, but oh you're poor, head start program, they send CPS out to the house, take DNA databanks, you just said it, government databanks!
[00:15:38.053 --> 00:15:44.356]  You can talk about dead kids all day long, this government has been involved in more of this than you can imagine.
[00:15:44.356 --> 00:15:47.537]  Have you heard about the 3,500 missing kids in Florida that CPS took?
[00:15:47.537 --> 00:15:50.098]  I think your focus is so negative and not positive.
[00:15:50.098 --> 00:15:51.099]  The positive thing is...
[00:15:52.619 --> 00:16:04.030]  The positive thing is that if you take a DNA sample of your child, of your own child, and God forbid that baby is missing, and you have no resources to find your own child, what would you do?
[00:16:04.030 --> 00:16:12.598]  The first thing you'd do besides presenting a picture and fingerprints, as much as 80% of all our children's fingerprints are not legible for identification.
[00:16:15.320 --> 00:16:15.961]  So what do you do?
[00:16:15.961 --> 00:16:30.352]  You turn over your child's DNA sample to the local authorities, they put it in the FBI database, and they got to bed the child is found in Duluth, Minnesota, with two young kids they don't want to talk to, they take a DNA sample and return the child!
[00:16:30.352 --> 00:16:31.573]  That's how simple it is!
[00:16:31.573 --> 00:16:36.036]  Joe, you just said, you just said have CPS go force them to do it at risk!
[00:16:36.036 --> 00:16:37.097]  No crime!
[00:16:37.097 --> 00:16:38.678]  Obviously the bill of rights has been passed!
[00:16:38.678 --> 00:16:42.501]  Because that was my focus, because I had to be in custody of human resources!
[00:16:45.143 --> 00:16:46.805]  And then they weren't able to identify him.
[00:16:46.805 --> 00:16:48.547]  There you go, human resources.
[00:16:48.547 --> 00:16:51.249]  Have you not heard about all the missing kids in Florida that CPS took?
[00:16:51.249 --> 00:16:52.310]  Absolutely.
[00:16:52.310 --> 00:16:53.251]  You have heard about it?
[00:16:53.251 --> 00:16:54.632]  Yeah, I read in the paper.
[00:16:54.632 --> 00:16:55.333]  3,000!
[00:16:55.333 --> 00:16:56.674]  It's not 1,500 down there.
[00:16:56.674 --> 00:16:58.096]  No, no, it's not.
[00:16:58.096 --> 00:17:03.621]  They've identified... If you read the most recent papers, most of those children have been located.
[00:17:03.621 --> 00:17:05.063]  They've been in different family custody.
[00:17:05.063 --> 00:17:07.505]  No, I predicted... Let me finish.
[00:17:07.505 --> 00:17:08.166]  I predicted...
[00:17:08.849 --> 00:17:09.610]  The number grew.
[00:17:09.610 --> 00:17:12.234]  Oh yeah, they'll say, we found 10 of the children and the number grew.
[00:17:12.234 --> 00:17:13.776]  No, no, no, they found the majority of them.
[00:17:13.776 --> 00:17:15.138]  There's only a few that are missing.
[00:17:15.138 --> 00:17:16.500]  Well, one's too many.
[00:17:16.500 --> 00:17:16.981]  One child.
[00:17:16.981 --> 00:17:17.541]  That's right.
[00:17:17.541 --> 00:17:18.763]  And no one's been arrested.
[00:17:18.763 --> 00:17:20.626]  Those social workers should be arrested.
[00:17:20.626 --> 00:17:21.487]  And you just said it.
[00:17:21.487 --> 00:17:24.631]  You push for legislation for forced DNA databases.
[00:17:24.631 --> 00:17:25.753]  What was the name of the legislation?
[00:17:26.537 --> 00:17:28.579]  It obviously didn't get anywhere.
[00:17:28.579 --> 00:17:29.880]  What was the name of it?
[00:17:29.880 --> 00:17:33.782]  It was DNA Life... I mean, DNA Life... Excuse me.
[00:17:33.782 --> 00:17:38.066]  The bill was under the name of Baby Lollipop, but it never made any show.
[00:17:38.066 --> 00:17:40.988]  Do you want to hold or do you want to get off the show?
[00:17:40.988 --> 00:17:41.648]  Pardon?
[00:17:41.648 --> 00:17:42.129]  Are you done?
[00:17:42.129 --> 00:17:42.829]  Do you want to hold over?
[00:17:42.829 --> 00:17:44.190]  Oh, if you want me to.
[00:17:44.190 --> 00:17:46.852]  Okay, stay right there.
[00:17:46.852 --> 00:17:48.233]  We're on the march.
[00:17:48.233 --> 00:17:50.755]  The Empire's on the run.
[00:17:50.755 --> 00:17:53.457]  Alex Jones and the GCN Radio Network.
[00:17:57.239 --> 00:18:17.286]  Public officials have warned that the breadbasket of America... About a year ago, they said one little two-and-a-half-year-old black girl that CBS had taken a year before was gone.
[00:18:17.286 --> 00:18:18.306]  They couldn't find her.
[00:18:18.306 --> 00:18:19.267]  The number then rose to 150.
[00:18:20.948 --> 00:18:23.269]  Oh, but they found four of the children.
[00:18:23.269 --> 00:18:26.330]  Then it rose to 1,500, but they found 50 of the children.
[00:18:26.330 --> 00:18:30.131]  And that was the headline, children being found.
[00:18:30.131 --> 00:18:32.892]  Now it's up over, as of a month ago, 3,500.
[00:18:32.892 --> 00:18:36.314]  And I've posted them daily on the website.
[00:18:36.314 --> 00:18:37.094]  You know what we'll do?
[00:18:37.094 --> 00:18:39.615]  We'll just go grab all those for you and post them this afternoon.
[00:18:39.615 --> 00:18:41.056]  How does that sound?
[00:18:41.056 --> 00:18:42.036]  We'll just post those.
[00:18:42.036 --> 00:18:44.517]  And by the way, Joe Matthews,
[00:18:46.371 --> 00:18:48.552]  You are, you know, your baby lollipop thing.
[00:18:48.552 --> 00:18:53.855]  First you said, and you're on tape by the way, you said, oh no, I'm not for forced DNA databases.
[00:18:53.855 --> 00:18:59.858]  And oh, but then you said you'd try to pass legislation for people that are at risk.
[00:18:59.858 --> 00:19:04.661]  No crimes committed, but you're poor, you're on welfare, you've got diabetes.
[00:19:04.661 --> 00:19:07.142]  This is a new at-risk system.
[00:19:07.142 --> 00:19:09.804]  Are you interpreting it now exactly?
[00:19:09.804 --> 00:19:14.186]  What I'm saying is my original goal in this whole thing as a police officer
[00:19:14.770 --> 00:19:15.791]  No, you said at risk.
[00:19:15.791 --> 00:19:17.052]  You said children at risk.
[00:19:35.330 --> 00:19:36.191]  I mean, this is what I mean.
[00:19:36.191 --> 00:19:37.913]  I mean, you can call it anything you want.
[00:19:37.913 --> 00:19:39.594]  You know how evil CPS is?
[00:19:39.594 --> 00:19:40.655]  How they violate rights?
[00:19:40.655 --> 00:19:42.597]  We're getting in a lot of trouble, by the way.
[00:19:42.597 --> 00:19:44.539]  Do you think... Let me ask you this, Alex.
[00:19:44.539 --> 00:19:45.140]  Do you think...
[00:19:45.845 --> 00:19:52.667]  Is anything wrong with a family taking their child's DNA and keeping it in the privacy of their own home?
[00:19:52.667 --> 00:19:54.027]  Is there anything wrong with that at all?
[00:19:54.027 --> 00:19:55.167]  But I told you... No, I don't.
