[00:00:09.894 --> 00:00:11.475]  This is our land.
[00:04:58.484 --> 00:05:09.951]  After years of research, working with top developers here in the United States, with the latest cutting edge science, we are rolling out three new digestive gut aids.
[00:05:09.951 --> 00:05:18.856]  One of them is a powerful pro-digestive enzyme, Carnivore, for being able to break down meat and other proteins better, and then the other two is a
[00:05:19.076 --> 00:05:27.822]  Powerful 50 billion live probiotic culture of the very best strains in Floralife Advanced Restoration.
[00:05:27.822 --> 00:05:32.845]  And we also have an everyday extremely affordable Floralife Everyday Maintenance.
[00:05:32.845 --> 00:05:33.726]  But all of these
[00:05:34.546 --> 00:05:43.108]  ...are the very cutting-edge, top-of-the-line probiotics and digestive enzymes at an extremely affordable price.
[00:05:43.108 --> 00:05:48.969]  That is my goal here, is to bring you the very best at the lowest price.
[00:05:48.969 --> 00:05:57.991]  When you purchase it at m4wrestore.com, you know you are also financing the attack on the globalists and the defense of our republic and freedom worldwide.
[00:06:16.917 --> 00:06:23.459]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:06:23.459 --> 00:06:32.621]  It's Alex Jones.
[00:06:32.621 --> 00:06:35.821]  Well, on Friday, I laid it out.
[00:06:35.821 --> 00:06:46.204]  The fact that Mueller's kept jury of swamp things in the District of Criminals
[00:06:48.237 --> 00:07:10.656]  Is preparing to claim that the president has obstructed justice and have a grand jury attempt to nullify the 2016 election, the political realignment, and the burgeoning economic recovery.
[00:07:12.298 --> 00:07:13.278]  That's their stated goal.
[00:07:13.278 --> 00:07:15.779]  You can see the writing on the wall.
[00:07:15.779 --> 00:07:19.539]  They want to get this going by the end of the year.
[00:07:19.539 --> 00:07:27.701]  They've canvassed the Republicans, the Democrats have, saying your boy is going to be gone by the new year.
[00:07:27.701 --> 00:07:30.662]  We, of course, broke that information.
[00:07:30.662 --> 00:07:41.364]  And knowing of their plan to roll out this fake investigation and exposing what frauds they are and exposing how staged it is, is critical to derailing that.
[00:07:43.482 --> 00:07:47.403]  And now you see it's been happening.
[00:07:47.403 --> 00:08:02.107]  I know from White House sources that Trump's two personal lawyers continue to tell him, you didn't do anything, you didn't obstruct, so you have nothing to worry about, just don't talk to Flynn.
[00:08:02.107 --> 00:08:05.728]  And Trump's done nothing wrong, so he's like, okay, I'm not worried about it.
[00:08:05.728 --> 00:08:12.950]  Then one of the lawyers on Friday tweets, as if he's Trump, yes,
[00:08:15.168 --> 00:08:23.952]  The President knew that Flynn had lied, so that's why he was fired.
[00:08:23.952 --> 00:08:38.179]  Well, back at the time, we were told it was because he reportedly got crosswise with the Vice President, and that that's why he was fired, but not lying to the FBI.
[00:08:38.179 --> 00:08:38.659]  So again,
[00:08:41.206 --> 00:08:46.129]  You have the Democrats in bed with the Russians to an unbelievable level.
[00:08:46.129 --> 00:08:55.533]  You have this whole collusion investigation going on for over a year and a half, 11 months officially, with Mueller, and there's nothing there.
[00:08:55.533 --> 00:08:59.876]  All the NSA transcripts, all the spying, all the surveillance.
[00:08:59.876 --> 00:09:02.097]  You see a president working hard.
[00:09:02.097 --> 00:09:05.419]  You see his National Security Advisor working hard.
[00:09:05.419 --> 00:09:07.720]  So now they're changing it to, oh, the Logan Act!
[00:09:09.881 --> 00:09:17.026]  You were talking to foreign officials in an unofficial capacity.
[00:09:17.026 --> 00:09:28.113]  Well, that goes for members of Congress and people under the President who aren't on sanctioned trips, and the Democrats constantly violate it, Republicans violate it, but Trump isn't violating it because he's the President reaching out to foreign leaders.
[00:09:28.113 --> 00:09:29.774]  There's nothing there.
[00:09:29.774 --> 00:09:33.796]  They're acting like if the President gets up in the morning, he's committed a crime.
[00:09:33.796 --> 00:09:34.737]  But here's the big news.
[00:09:36.823 --> 00:09:44.888]  The DOJ has been investigating the FBI criminally, Mueller and others for 11 months.
[00:09:44.888 --> 00:09:51.692]  House Intel chairman draws up contempt charges against FBI after Stonewall.
[00:09:51.692 --> 00:10:00.657]  Republicans prepare for war with FBI, DOJ to file contempt action over anti-Trump bias.
[00:10:00.657 --> 00:10:03.859]  Dershowitz, no case for obstruction of justice against Trump.
[00:10:06.479 --> 00:10:16.181]  Continuing, is President Trump's legal team preparing for an imminent obstruction of justice charge?
[00:10:16.181 --> 00:10:20.081]  Is the question a lot of mainstream media is asking.
[00:10:20.081 --> 00:10:23.002]  And here you've got NBC News.
[00:10:23.002 --> 00:10:29.703]  Dianne Feinstein, Senate Republican probe building obstruction case against Trump.
[00:10:29.703 --> 00:10:32.944]  That came out on Sunday.
[00:10:32.944 --> 00:10:34.304]  What did I tell you on Friday?
[00:10:35.546 --> 00:10:37.647]  It's always been about obstruction.
[00:10:37.647 --> 00:10:40.509]  Not that Trump did anything wrong.
[00:10:40.509 --> 00:10:42.970]  Not that Trump ever colluded.
[00:10:42.970 --> 00:10:44.671]  Not that Trump ever sold out U.S.
[00:10:44.671 --> 00:10:45.492]  interest.
[00:10:45.492 --> 00:10:47.633]  Everything the Democrats have done in spades.
[00:10:47.633 --> 00:10:49.154]  In triplicate.
[00:10:49.154 --> 00:10:50.635]  At legendary level.
[00:10:50.635 --> 00:10:52.596]  No.
[00:10:52.596 --> 00:10:57.299]  They're gonna claim the President talking to Comey going, Flynn's a great guy, leave him alone.
[00:10:57.299 --> 00:11:00.821]  Yeah, I hope if he did do something you go easy on him.
[00:11:02.179 --> 00:11:10.084]  That's what a mom would say to a judge if their son got caught reckless driving or stealing pumpkins out of the pumpkin patch.
[00:11:10.084 --> 00:11:13.086]  Judge, I hope you can go easy on him.
[00:11:13.086 --> 00:11:14.547]  Except Trump's the president!
[00:11:14.547 --> 00:11:18.970]  He could have ordered Comey to do nothing.
[00:11:18.970 --> 00:11:21.191]  So that's all they've got.
[00:11:21.191 --> 00:11:27.095]  And we've got Comey in Congress saying the president didn't obstruct in his opinion, but now they're trying to walk that back and change it.
[00:11:27.095 --> 00:11:28.656]  And these are the swamp things.
[00:11:28.656 --> 00:11:30.758]  These are the unelected individuals
[00:11:32.145 --> 00:11:43.688]  Who now are hanging their hat on obstruction and hanging their hat on the Logan Act when there's no evidence of either one.
[00:11:43.688 --> 00:11:55.872]  And instead there's Comey and Mueller and others covering up for the Clintons to engage in legendary paper play, not just with Russia but with over a hundred other countries and corporations in the Clinton Foundation.
[00:11:57.861 --> 00:12:05.269]  So if they can maneuver this in the media and maneuver this in the culture and somehow sell the idea that this is real, they're going to go with it.
[00:12:05.269 --> 00:12:17.602]  By the way, ABC News made the strategic decision an hour after the indictment was already out, saying specifically Trump ordered Flynn to make contact with the Russians when he was
[00:12:19.002 --> 00:12:27.907]  President-elect, which is completely kosher and normal, and he should be impeached if he wasn't making contact with the Russians once you're president-elect.
[00:12:27.907 --> 00:12:31.288]  Because they got nuclear weapons.
[00:12:31.288 --> 00:12:38.952]  They had their head of their investigative bureau, Brian Ross, went with what he knew he needed to do.
[00:12:38.952 --> 00:12:43.055]  And if he's going to be a sacrificial lamb and get suspended for four weeks, so be it.
[00:12:43.055 --> 00:12:46.657]  He takes one for the team, he goes out there and he says,
[00:12:47.697 --> 00:13:02.589]  This says, and my sources say, he did this six months before the president was even president-elect to specifically wound the president and charge up the troops and have hype all over the nation.
[00:13:03.783 --> 00:13:08.547]  Where the people buying into this say, see, we're vindicated, so they finally got a shot in the arm.
[00:13:08.547 --> 00:13:10.929]  It doesn't matter it got retracted by the evening.
[00:13:10.929 --> 00:13:22.918]  I had people at the grocery store and a restaurant on Saturday come up and tell me, F you, you Russian agent.
[00:13:22.918 --> 00:13:24.219]  And they're on the street.
[00:13:24.219 --> 00:13:24.980]  I get the emails.
[00:13:24.980 --> 00:13:26.421]  I see it on Facebook, Twitter.
[00:13:26.421 --> 00:13:27.862]  They're saying this is real.
[00:13:27.862 --> 00:13:30.865]  They don't care.
[00:13:30.865 --> 00:13:31.025]  So,
[00:13:32.250 --> 00:13:35.834]  That shows you how dirty these individuals are.
[00:13:35.834 --> 00:13:41.079]  I mean, just look at Joy Behar on The View in ecstasy.
[00:13:41.079 --> 00:13:52.630]  It'd already been out an hour that this had broken, but they send out the aide, they send out the producer to hand her a card, and then she reads it, and they are in ecstasy, the other harpies.
[00:13:53.442 --> 00:14:04.884]  The other Banshees are just in ecstasy with their disinfo and their lies that, oh, during the campaign Trump ordered Flynn to make contact with the Russians.
[00:14:04.884 --> 00:14:10.745]  And they're still running news articles on the Huffington Post and other places saying it's real.
[00:14:10.745 --> 00:14:13.086]  They're not retracting it on the Huffington Post.
[00:14:13.086 --> 00:14:15.626]  They're not retracting it, no.
[00:14:15.626 --> 00:14:17.927]  They're still passing those videos around.
[00:14:19.318 --> 00:14:29.807]  And so, low-information voters can sit there in a restaurant or in a grocery store, to the Trump family, or myself, or anybody else, and walk over and say, I knew you were a Russian agent.
[00:14:29.807 --> 00:14:32.970]  You're going to go to prison.
[00:14:32.970 --> 00:14:37.233]  And they have congressional hearings and say it about me, too, with no evidence.
[00:14:37.233 --> 00:14:43.719]  They say, Impel Wars gets its news from the Russians and follows their orders.
[00:14:43.719 --> 00:14:46.501]  I come in here and look at hundreds of articles, video clips, look at everything.
[00:14:47.657 --> 00:14:51.158]  The Russians have very little influence on me.
[00:14:51.158 --> 00:14:53.219]  British news has a much bigger influence.
[00:14:53.219 --> 00:14:56.400]  That just means why I'm reading news.
[00:14:56.400 --> 00:14:58.501]  It's just crazy, but they don't care.
[00:14:58.501 --> 00:15:02.142]  They're the globalists, they're the outside power, and they're getting ready to try to remove the president.
[00:15:02.142 --> 00:15:07.944]  So here's Joy Behar, here's Joy Behar celebrating the disinfo that they're sharing.
[00:15:07.944 --> 00:15:10.085]  Three days later, still on the internet, they don't care.
[00:15:10.085 --> 00:15:10.385]  Here it is.
[00:15:11.332 --> 00:15:12.893]  Breaking news.
[00:15:12.893 --> 00:15:13.574]  Oh my god.
[00:15:13.574 --> 00:15:15.095]  Oh, breaking news.
[00:15:15.095 --> 00:15:27.886]  ABC News Brian Ross is reporting Michael Flynn promised full cooperation to the Mueller team and is prepared to testify that as a candidate Donald Trump directed him to make contact with the Russians!
[00:15:27.886 --> 00:15:29.107]  Yay!
[00:15:29.107 --> 00:15:31.729]  We're going to destroy the recovery.
[00:15:31.729 --> 00:15:34.011]  We're going to arrest the president.
[00:15:34.011 --> 00:15:39.776]  We're going to have a civil war.
[00:15:39.776 --> 00:15:39.916]  Yay!
[00:15:45.368 --> 00:15:46.889]  Yeah!
[00:15:46.889 --> 00:15:47.950]  Woo!
[00:15:47.950 --> 00:15:48.831]  Yeah!
[00:15:48.831 --> 00:15:50.292]  Oh!
[00:15:50.292 --> 00:15:51.813]  Oh!
[00:15:51.813 --> 00:15:53.134]  Oh!
[00:15:53.134 --> 00:15:53.715]  Oh!
[00:15:53.715 --> 00:15:54.215]  Oh!
[00:15:54.215 --> 00:15:56.737]  We're gonna kill the country!
[00:15:57.563 --> 00:16:00.605]  Want revenge on the common housefly?
[00:16:00.605 --> 00:16:04.588]  Well, after 10,000 years, someone has finally come up with a better way.
[00:16:04.588 --> 00:16:05.848]  The Bug-A-Salt.
[00:16:05.848 --> 00:16:10.731]  A miniaturized shotgun, which utilizes ordinary table salt as ammunition.
[00:16:10.731 --> 00:16:12.713]  Non-toxic and no batteries required.
[00:16:12.713 --> 00:16:16.095]  So much fun, you'll forget you have a wife and kids!
[00:16:16.095 --> 00:16:18.336]  $39.95 and free economy shipping.
[00:16:18.336 --> 00:16:23.440]  Use discount code GCN and get an extra 10% off your purchase at Bug-A-Salt.com.
[00:16:23.440 --> 00:16:25.281]  Makes the perfect stocking stuffer.
[00:16:25.281 --> 00:16:26.622]  Get your Bug-A-Salt today!
[00:16:27.574 --> 00:16:32.698]  The answer to being in control of your own health care is freedom from insurance.
[00:16:32.698 --> 00:16:38.403]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[00:16:38.403 --> 00:16:43.607]  Individual share amounts begin at $107 a month and $347 for families.
[00:16:43.607 --> 00:16:45.548]  Choose from three health sharing programs.
[00:16:45.548 --> 00:16:47.910]  Holistic treatments may be eligible for sharing.
[00:16:47.910 --> 00:16:48.871]  See guidelines.
[00:16:48.871 --> 00:16:52.173]  Discount programs available for dental, vision, and pharmacy.
[00:16:52.173 --> 00:16:54.115]  Go to LibertyOnCall.org.
[00:16:54.115 --> 00:16:55.956]  That's LibertyOnCall.org.
[00:16:59.557 --> 00:17:01.038]  Hello, Mr. Anderson.
[00:17:01.038 --> 00:17:04.859]  The NSA has noticed how much time you spend on conservative news sites.
[00:17:04.859 --> 00:17:08.741]  We have no choice but to consider you a domestic terrorist.
[00:17:08.741 --> 00:17:11.482]  Tired of your internet activity being monitored by Big Brother?
[00:17:11.482 --> 00:17:13.162]  Get VirtualShield.com.
[00:17:13.162 --> 00:17:15.463]  The world's easiest to use virtual private network.
[00:17:15.463 --> 00:17:19.345]  Browse the web anonymously, leaving pesky advertisers and spies in the dust.
[00:17:19.345 --> 00:17:21.646]  Get started today at VirtualShield.com.
[00:17:21.646 --> 00:17:23.667]  Take advantage of our free 30-day trial.
[00:17:23.667 --> 00:17:25.067]  VirtualShield.com.
[00:17:25.067 --> 00:17:26.848]  You have the right to remain private.
[00:17:27.347 --> 00:17:28.248]  Excuse me, sir.
[00:17:28.248 --> 00:17:31.030]  Could you please take a picture of my family and me with my cell phone?
[00:17:31.030 --> 00:17:33.151]  Sure, Mrs. Anderson.
[00:17:33.151 --> 00:17:34.752]  Smile for the camera.
[00:17:34.752 --> 00:17:38.895]  Too bad hackers never give proper permission to access your cell phone or computer camera.
[00:17:38.895 --> 00:17:41.797]  Anyone is or could be susceptible to illegal spying.
[00:17:41.797 --> 00:17:48.841]  That's why VirtualShield.com has developed IdentiSafe, a new security software that blocks camera and microphone access from unwanted spies.
[00:17:48.841 --> 00:17:51.303]  Get started today at VirtualShield.com.
[00:17:51.303 --> 00:17:53.444]  Take advantage of our free 30-day trial.
[00:17:53.444 --> 00:17:54.965]  VirtualShield.com.
[00:17:54.965 --> 00:17:56.947]  You have the right to remain private.
[00:17:58.416 --> 00:18:07.158]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:18:07.158 --> 00:18:07.698]  That's right.
[00:18:07.698 --> 00:18:12.959]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[00:18:12.959 --> 00:18:19.640]  Go to Infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[00:18:19.640 --> 00:18:26.901]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:18:27.261 --> 00:18:27.461]  Woo!
[00:18:27.461 --> 00:18:28.502]  That's what I'm talking about.
[00:18:28.502 --> 00:18:37.225]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:18:37.225 --> 00:18:45.288]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:18:46.809 --> 00:18:50.250]  Now that's what I call the miracle of food preservation.
[00:18:50.250 --> 00:18:54.390]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:18:54.390 --> 00:18:55.451]  So what are you waiting for?
[00:18:55.451 --> 00:18:59.091]  Check it out right now at InfoWarsStore.com.
[00:18:59.091 --> 00:19:03.772]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:19:03.772 --> 00:19:14.214]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:19:15.094 --> 00:19:19.919]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:19:19.919 --> 00:19:28.307]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:19:28.307 --> 00:19:36.034]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:19:36.034 --> 00:19:37.996]  Wake up refreshed and take on the day.
[00:19:38.456 --> 00:19:46.399]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:19:46.399 --> 00:19:49.820]  Get the sleep you deserve and experience the power of knockout.
[00:19:49.820 --> 00:19:54.442]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:19:54.442 --> 00:20:00.624]  That's InfoWarsLife.com.
[00:20:00.624 --> 00:20:03.285]  You're listening to the Alex Jones Show.
[00:20:22.346 --> 00:20:40.980]  You know, we've got a Christmas message from the President that upset a lot of Democrats over the weekend.
[00:20:42.312 --> 00:20:53.259]  They're so bigoted, they're so anti-Christian, that even the Germanic traditions, the Tannenbaum and things, they want that type of stuff banned if they can.
[00:20:53.259 --> 00:21:00.224]  Obviously, and tell kids they can't hand out Christmas cards at public schools because there's a separation of church and state.
[00:21:00.224 --> 00:21:05.988]  No, the school shouldn't have an official religion, but you can hand out whatever you want!
[00:21:07.585 --> 00:21:14.251]  So these are authoritarian dirtbags who want to shut down free speech across the board, but they're failing.
[00:21:14.251 --> 00:21:24.781]  And people like Joy Behard last week, The Huffington Post, and hundreds of other publications will not retract their reports about her.
[00:21:24.781 --> 00:21:30.286]  Celebrating the fake news that Flynn was ordered to meet with the Russians before the president was elected.
[00:21:32.739 --> 00:21:36.000]  Which could be some type of collusion, perhaps.
[00:21:36.000 --> 00:21:37.601]  So the story's been retracted.
[00:21:37.601 --> 00:21:41.063]  It was fake, on purpose, by ABC News.
[00:21:41.063 --> 00:21:51.127]  But the Huffington Post and hundreds of other publications, I noticed over the weekend, are still sharing the video and the articles like it's true!
[00:21:52.702 --> 00:21:55.947]  Merry Christmas, we're gonna give you fake news.
[00:21:55.947 --> 00:21:58.391]  Merry Christmas, we're gonna bankrupt the country.
[00:21:58.391 --> 00:21:58.932]  Yay!
[00:21:58.932 --> 00:22:00.394]  We're gonna stop that recovery.
[00:22:00.394 --> 00:22:03.359]  We're gonna kick off a constitutional crisis.
[00:22:03.359 --> 00:22:04.200]  Yay!
[00:22:04.200 --> 00:22:07.906]  Over made-up Russia garbage with a corrupt former FBI director.
[00:22:11.428 --> 00:22:26.792]  Who is submerged in Russian corruption and killed the criminal investigation of Hillary Clinton and Bill Clinton and Uranium One and who is involved with corrupt Russian companies in huge criminal payouts where he didn't even invest in companies but got money back.
[00:22:26.792 --> 00:22:36.815]  Mueller is a horrible corrupt pig who protected the Clintons, protected Obama, took the radical Islamic groups off the terror list.
[00:22:36.815 --> 00:22:37.575]  He's basically
[00:22:39.286 --> 00:22:44.732]  Oh, a hobbyist, just like Brennan and the rest of them, and he's a monster.
[00:22:44.732 --> 00:22:49.176]  So here's Joy Behar, Merry Christmas, celebrating the lie.
[00:22:49.176 --> 00:22:49.497]  Oh, and the...
[00:22:50.376 --> 00:22:54.418]  The producer walks out in the hands of the card and says, we've got breaking news.
[00:22:54.418 --> 00:22:56.979]  Yeah, more fake news.
[00:22:56.979 --> 00:23:02.121]  That now, their low-information voters are still sharing this!
[00:23:02.121 --> 00:23:05.002]  Still sharing all the celebration clips.
[00:23:05.002 --> 00:23:07.904]  And then, when they cuss at you on the street, you go, hey, that's fake!
[00:23:07.904 --> 00:23:09.985]  Aw, shut up, Russian!
[00:23:09.985 --> 00:23:11.205]  You're going to prison!
[00:23:11.205 --> 00:23:12.526]  Hey, actually, that's not true.
[00:23:12.526 --> 00:23:13.886]  Shut up!
[00:23:13.886 --> 00:23:15.027]  I'll throw hot coffee on ya!
[00:23:16.434 --> 00:23:19.595]  I'm gonna tell you F off, you don't talk to me.
[00:23:19.595 --> 00:23:21.216]  I'm a God.
[00:23:21.216 --> 00:23:22.876]  We're gonna screw the country over.
[00:23:22.876 --> 00:23:23.977]  You got it Jones?
[00:23:23.977 --> 00:23:25.237]  You got it Trump?
[00:23:25.237 --> 00:23:27.418]  You got it America?
[00:23:27.418 --> 00:23:29.119]  We don't want the facts.
[00:23:29.119 --> 00:23:29.879]  Here's Joy Behart.
[00:23:31.182 --> 00:23:32.484]  Breaking news.
[00:23:32.484 --> 00:23:33.144]  Oh my god.
[00:23:33.144 --> 00:23:34.666]  Oh, breaking news.
[00:23:34.666 --> 00:23:47.539]  ABC News Brian Ross is reporting Michael Flynn promised full cooperation to the Mueller team and is prepared to testify that as a candidate Donald Trump directed him to make contact with the Russians!
[00:23:47.539 --> 00:23:47.639]  Yes!
[00:24:10.310 --> 00:24:16.735]  But, again, a celebrating, even if it was true, celebrating wild-eyed.
[00:24:16.735 --> 00:24:19.798]  But none of it is.
[00:24:19.798 --> 00:24:22.720]  And that's what they do, they celebrate hoaxes.
[00:24:22.720 --> 00:24:26.703]  And the low-information voters celebrate being manipulated and lied to.
[00:24:26.703 --> 00:24:29.025]  And they're upset the economy's roaring back.
[00:24:29.025 --> 00:24:30.746]  They're upset optimism's roaring back.
[00:24:30.746 --> 00:24:33.128]  They're upset small businesses are coming back.
[00:24:33.128 --> 00:24:33.809]  They're upset!
[00:24:35.776 --> 00:24:40.219]  What are they going to do to fly over country if it can't be bankrupted and controlled?
[00:24:40.219 --> 00:24:41.440]  And here's what they're really upset about.
[00:24:41.440 --> 00:24:46.044]  Again, the President and Melania with one of their Christmas messages on Friday.
[00:24:46.044 --> 00:24:49.967]  Throughout the weekend there was just, this is bigoted.
[00:24:49.967 --> 00:24:51.428]  This is hateful.
[00:24:51.428 --> 00:24:54.170]  Obama only said holidays.
[00:24:54.170 --> 00:24:56.151]  Trump said Christmas.
[00:24:56.151 --> 00:25:00.815]  This is a cult trying to tell us what words to use and overthrow traditionalism.
[00:25:01.940 --> 00:25:21.126]  The opposite of wanting to have diversity, the opposite of wanting to have tolerance, just flagrant, frothing, speech control, ne'er-do-well, nimrod, control freaks.
[00:25:21.126 --> 00:25:21.506]  Here it is.
[00:25:22.935 --> 00:25:34.702]  This Christmas story begins 2,000 years ago with a mother, a father, their baby son, and the most extraordinary gift of all, the gift of God's love for all of humanity.
[00:25:34.702 --> 00:25:44.769]  Whatever our beliefs, we know that the birth of Jesus Christ and the story of this incredible life forever changed the course of human history.
[00:25:45.169 --> 00:25:53.836]  Each and every year at Christmastime, we recognize that the real spirit of Christmas is not what we have.
[00:25:53.836 --> 00:25:55.637]  It's about who we are.
