[00:00.000 --> 00:27.900] ...
[00:57.900 --> 00:59.900]  You
[06:08.780 --> 06:17.300]  Thank you Mike hey everybody Texas Liberty Jamboree is an opportunity for all of us patriots
[06:17.300 --> 06:28.540]  to get together we're going to have entertainment also which I'll be performing some patriotic
[06:28.540 --> 06:34.260]  songs maybe a little rebellious song here and there also the soul shakers some of y'all
[06:34.260 --> 06:40.060]  that have gone out to the truth-seekers meetings will see the soul shakers are going to be
[06:40.060 --> 06:45.140]  performing but it's really about the info war and there's going to be a whole bunch
[06:45.140 --> 06:53.940]  of speakers I'll tell you Ron Paul is up in question I thought he was going to be there
[06:53.940 --> 06:59.180]  and somebody said he might not with his schedule I'm not sure right now Jack McClam will be
[06:59.180 --> 07:09.820]  there Jack blood George Humphrey Desi Andrews who my lord everybody needs to hear there's
[07:09.820 --> 07:16.580]  just a huge list and unfortunately I couldn't get to the flyer before I got over here Mike
[07:16.580 --> 07:23.620]  but and you know I'm not sure if Alex is booked that day or not but I know that he was invited
[07:23.620 --> 07:28.780]  but he's gone so I'm not sure so I don't want to jump the gun and announce that but it's
[07:28.780 --> 07:36.660]  about everybody it's about the whole community getting together down there and sharing information
[07:36.660 --> 07:43.220]  and also coming together no division just coming together as patriots and we don't have a whole
[07:43.220 --> 07:48.620]  bunch of time from the way it looks from what I'm seeing and hearing over there in New York
[07:48.620 --> 07:54.900]  City there it's a nice training ground and I don't know did you get to see that footage
[07:54.900 --> 08:02.740]  c-span live Alex they got a good piece on him about five to eleven I'm clicking around
[08:02.740 --> 08:10.540]  and they were interviewing some delegates and I saw Alex standing there and they cut
[08:10.540 --> 08:16.460]  away and I thought oh darn it he didn't get a chance to speak and I clicked around and
[08:16.460 --> 08:24.140]  I went back and he was on and he was straight to the point and talked about the wonderful
[08:24.140 --> 08:32.820]  cousins that our country has to choose from long devil and temporary and that they are
[08:32.820 --> 08:41.620]  wonderful skull and bones members and perpetrating the new old order and I was just I was thrilled
[08:41.620 --> 08:47.940]  and I was bummed out I didn't get a copy of that on my VHS but somebody out there must
[08:47.940 --> 08:53.020]  have one so anybody listening if y'all did get a copy of that make sure that Alex gets
[08:53.020 --> 09:03.580]  a copy of that and anyway stay tuned listen to 90.1 and search in the web for updates
[09:03.580 --> 09:08.260]  on all the people there's just going to be a slew of speakers on September 18th out of
[09:08.260 --> 09:16.540]  curvil Louise Hayes Park and the single is going to be out and we're going to be just
[09:16.540 --> 09:20.620]  it's just going to be a wonderful time to get together and really we need to get on
[09:20.620 --> 09:25.460]  the good foot and spreading the news to new people I mean I'm literally if I don't have
[09:25.460 --> 09:30.660]  a flyer or a card to give somebody to go to info wars dot com or prison planet dot com
[09:30.660 --> 09:36.860]  or 90.1 I'm writing it on bags at grocery stores and receipts we don't have time to
[09:36.860 --> 09:42.980]  be shy about this people so anyway go to info wars go to prison planet and tell everybody
[09:42.980 --> 09:48.700]  to stay tuned and listen for Alex live from New York City I know Kevin Booth is out there
[09:48.700 --> 09:57.180]  shooting footage also and try to get down there September 18th to curvil we got some
[09:57.180 --> 10:03.220]  work to do and it looks like their schedule is running faster their clock is moving we
[10:03.220 --> 10:08.580]  need to move we need to be beyond the good foot and getting everybody to wake up so
[10:08.580 --> 10:17.580]  anyway thanks for letting me share that information okay folks be sure to stay tuned right here
[10:17.580 --> 10:24.700]  about I expect about 730 he'll be calling in live from New York City and I'm going to
[10:24.700 --> 10:31.180]  go to tape until then this is Mike Hansen saying stay tuned for Alex Jones go if you
[10:31.180 --> 10:36.500]  would like any updates about what's going on in New York City go to info wars dot com
[10:36.500 --> 10:43.020]  or prison planet dot com there's all you need to know about what they're not telling you
[10:43.020 --> 10:50.020]  on the mainstream news thanks a lot and God bless and hopefully we'll have Alex Jones
[10:50.020 --> 11:03.340]  here scheduled at 730 our time here from New York City thanks a lot and God bless hello
[11:03.340 --> 11:09.020]  I'm Alex Jones and I'm a radio and television host based in Austin Texas and for many years
[11:09.020 --> 11:14.140]  I've been exposing the criminal activities of the global elite otherwise known as the
[11:14.140 --> 11:20.140]  New World Order the newest film you're about to see is police state to the takeover now
[11:20.140 --> 11:25.820]  in past films we went in depth showing the merger between military and the police under
[11:25.820 --> 11:31.260]  the control of the FBI and the ever-growing powerful central government in the new film
[11:31.260 --> 11:37.740]  we're going to show you the result the military out serving search warrants in 77 Texas counties
[11:37.740 --> 11:42.900]  that's right civilian search warrants we're not talking about Mexico or Russia we're talking
[11:42.900 --> 11:50.660]  about Texas USA the military running checkpoints in Granger County Tennessee random on the nation's
[11:50.660 --> 11:56.340]  highways not looking for spies or axe murderers no just making sure that you haven't been out
[11:56.340 --> 12:02.220]  drinking and driving or using drugs it's a drug war you know then we'll go into who's
[12:02.220 --> 12:10.580]  bringing in the drugs the CIA and who they're working for the big foreign banks my friends
[12:10.580 --> 12:16.020]  all of the key indicators of a nation in massive decline are being manifest in front of our
[12:16.020 --> 12:25.300]  eyes right now as we speak in North Carolina the FBI the BATF and Pinkerton security corporation
[12:25.300 --> 12:37.460]  have created a public private operation with the state folks I just got a call from Corey
[12:37.460 --> 12:43.460]  that has a show here on a CTV and and Ron Anderson is going to be calling in with a special report
[12:44.500 --> 12:51.300]  so stay tuned I know you're looking forward to Alex being on at 730 but until then we're
[12:51.300 --> 12:57.620]  waiting on a call from Ron Anderson with a special report about something you need to know
[12:58.500 --> 13:04.100]  about Austin Texas it's very important people so stay tuned and as soon as he calls I'll put him
[13:04.100 --> 13:14.820]  up thanks a lot I'll do it just a few weeks ago in March of 2000 Admiral Moore former chairman
[13:14.820 --> 13:21.220]  of the Joint Chiefs of Staff called for all Americans black white young old it doesn't matter
[13:21.220 --> 13:28.500]  to engage in the information war or we're going to lose our country the globalists see this nation
[13:28.500 --> 13:34.820]  as a shining jewel to be subdivided to be strip mined socially it's time for all Americans to
[13:34.820 --> 13:42.260]  wake up to energize and get involved in past films I've implored the public to take action to make
[13:42.260 --> 13:46.900]  copies of these documentaries to give them to their police chief or their sheriff or their local
[13:46.900 --> 13:53.060]  politician there are many ways to get involved and at the end of this film okay folks I promised
[13:53.060 --> 13:59.860]  you Ron Anderson and let me put the phones up Ron are you there oh but I didn't expect it are you
[13:59.860 --> 14:23.860]  there Ron Ron are you there i'm Ron Anderson I've been on access to key time some of you might know
[14:23.860 --> 14:29.780]  who I am uh not that that's important I just want you know not just some crazy coupe that
[14:29.780 --> 14:40.500]  calls in with stuff like this but uh my wife uh and uh has a friend in lano who uh got a phone
[14:40.500 --> 14:46.820]  call today from an old friend of hers that she hadn't heard from in over five years and this call
[14:46.820 --> 14:53.460]  was out of the blue this friend of hers works for the department of homeland security and told her
[14:53.460 --> 15:02.580]  in no uncertain terms not to go to Austin Texas this weekend uh and to tell her friends around
[15:02.580 --> 15:10.900]  town not to go to Austin this weekend he could not tell her the reason why he could only tell her
[15:10.900 --> 15:16.900]  to stay away from Austin so with information like this it's hard to say it could be 100
[15:16.900 --> 15:25.620]  percent accurate or it could be um you know y2k I don't know but I think that the viewers of access
[15:25.620 --> 15:32.900]  television are all pretty above average intelligence and are uh have a great sense of intuition
[15:32.900 --> 15:38.020]  so take this information decide yourself we're getting out of town just because we kind of
[15:38.020 --> 15:43.060]  already had plans to and you know and we you know we're just playing it safe and getting out
[15:43.060 --> 15:50.260]  but uh if you can't or you don't feel like that's necessary you might at least go ahead and double
[15:50.260 --> 15:55.540]  check your little emergency preparation kit make sure you've got your stuff some water
[15:55.540 --> 16:02.500]  flashlight have a destination outside of town where you can go and uh and be prepared that's
[16:02.500 --> 16:09.460]  the best I can say is just be prepared uh gas up your vehicles you know do the stuff and actually
[16:09.460 --> 16:15.140]  believe it or not Homeland Security has one good thing and that is that uh uh they have a website
[16:16.100 --> 16:20.340]  that you can go to and it gives you a list of all the kind of things that you would want for a
[16:20.340 --> 16:24.500]  situation like that and it's a really good list it is the only thing Homeland Security's done
[16:24.500 --> 16:29.380]  good I think was this little list I can't remember that website but you can probably find it on
[16:29.380 --> 16:35.940]  Google search uh Mike that's about it like I say it's a non-specific but a man from Homeland
[16:35.940 --> 16:42.580]  Security called his friend in Lano and said stay away from Austin Texas and tell your friends
[16:42.580 --> 16:49.220]  about it I'll sign off with that and like I say God bless let's hope nothing at all happens
[16:49.220 --> 16:53.700]  but it's a pretty crazy time right now with the Republican convention with hurricanes
[16:53.700 --> 17:00.500]  barreling down on the US with Russians taking hostages and so it's just better to be prepared
[17:00.500 --> 17:05.700]  and be thinking about these things don't want to scare folks just want you to be forewarned as
[17:05.700 --> 17:11.460]  forearmed can you hear me now run yeah I got to okay well I sure appreciate you calling in and I know
[17:11.460 --> 17:16.740]  I know you wouldn't call in unless you uh I wouldn't call in to the active viewers and like
[17:16.740 --> 17:22.180]  you know I'm not trying to scare anybody but you know it's it's information that we're acting on
[17:22.180 --> 17:27.940]  and uh so folks out there can do do whatever their conscience leads to well are you in town now
[17:28.500 --> 17:32.500]  we're actually in Fredericksburg driving back to Austin okay well I was going to tell you to stay
[17:32.500 --> 17:38.820]  tuned for Alex Jones that he's scheduled to be calling in if he's not arrested by now at 7 30
[17:39.380 --> 17:45.780]  our time so I've just urged people to stay tuned and I'm glad that you went ahead and gave us that
[17:45.780 --> 17:51.140]  information because uh you know some people might want to heed that warning you bet I probably will
[17:52.340 --> 17:59.060]  but uh anyway anything else Ron what you been up to oh gosh we've just been real busy taking
[17:59.060 --> 18:03.460]  care of stuff and fighting the new world order every way we can from Fredericksburg to Austin
[18:04.340 --> 18:11.220]  so uh that's that's about it well Ron thank you so much for calling in I sure appreciate that
[18:11.220 --> 18:17.140]  you guys we'll go back to tape now and uh stay tuned at 7 30 we're expecting a call from Alex Jones
[18:17.140 --> 18:24.260]  if you want updates go to info wars.com or prisonplanet.tv and there he goes all righty thank you
[18:24.260 --> 18:32.580]  to show them the university your high school students the effect has been massive
[18:33.620 --> 18:39.220]  the effect has been massive because of you not because of me I bring you the evidence
[18:39.220 --> 18:44.340]  you check it out again don't believe what I say document and research the different things you're
[18:44.340 --> 18:48.820]  about to see when you find out it's real I know that you'll fight it with even more earnest
[18:48.820 --> 18:55.940]  I can't even do a radio interview now and I do between five to ten a week without callers calling
[18:55.940 --> 19:01.300]  in who have seen my films and guess what very few of them ever got them from me they got them
[19:01.300 --> 19:07.380]  from you and I wanted to publicly hear in the new film thank all of you god bless my friends
[19:07.380 --> 19:13.940]  it's a battle for the republic against dehumanization and total slavery get involved and be part of
[19:13.940 --> 19:22.580]  history it's the right thing to do god bless here are just a few scenes from the last documentary
[19:22.580 --> 19:28.180]  police state 2000 to bring you up to speed on some of the more horrific developments
[19:28.180 --> 19:44.100]  then we'll move in to their manifestations out in the public sector
[19:44.100 --> 19:54.740]  it
[20:00.500 --> 20:02.740]  you know I go get the search lines
[20:02.740 --> 20:03.740]  You're home, my friend!
[20:04.740 --> 20:05.740]  You're bored!
[20:08.740 --> 20:09.740]  Come on, man.
[20:09.740 --> 20:10.740]  Let me go!
[20:10.740 --> 20:11.740]  Let me go!
[20:11.740 --> 20:12.740]  Let me go!
[20:19.740 --> 20:21.740]  Let me go!
[20:21.740 --> 20:23.740]  Let me go!
[20:23.740 --> 20:25.740]  Let me go!
[20:25.740 --> 20:27.740]  Let me go!
[20:27.740 --> 20:29.740]  Let me go!
[20:29.740 --> 20:31.740]  Let me go!
[20:31.740 --> 20:33.740]  Let me go!
[20:33.740 --> 20:35.740]  Let me go!
[20:35.740 --> 20:37.740]  Please!
[20:37.740 --> 20:39.740]  Let me go!
[20:39.740 --> 20:41.740]  Let me go!
[20:41.740 --> 20:43.740]  Let me go!
[20:43.740 --> 20:45.740]  Let me go!
[20:59.740 --> 21:01.740]  I need you to get to the town tomorrow.
[21:01.740 --> 21:02.740]  She's in a meeting.
[21:02.740 --> 21:04.740]  Okay, let's go and bring those two in.
[21:04.740 --> 21:06.740]  We'll take you there.
[21:06.740 --> 21:08.740]  We'll take you there.
[21:08.740 --> 21:10.740]  Yes, we're going to get a ride.
[21:10.740 --> 21:12.740]  We need to meet you.
[21:12.740 --> 21:13.740]  Let us have a party.
[21:14.740 --> 21:17.740]  Let me go!
[21:17.740 --> 21:19.740]  Let me go!
[21:19.740 --> 21:22.740]  I need to get a ride!
[21:22.740 --> 21:24.740]  I need to go!
[21:24.740 --> 21:26.740]  I need to have a ride!
[21:26.740 --> 21:28.740]  I need to get a ride!
[21:28.740 --> 21:31.740]  I need to get a ride!
[21:31.740 --> 21:37.740]  Remain calm. We will not tolerate civil disobedience.
[21:37.740 --> 21:39.740]  What do you see? What do you hear?
[21:39.740 --> 21:45.740]  Well, there were throwing some bombs, you know, bombing.
[21:45.740 --> 21:49.740]  Yeah, and some, I think they were using some rifles too,
[21:49.740 --> 21:51.740]  and the other kind of rifles, you know,
[21:51.740 --> 21:53.740]  the ones that were doing stuff like that.
[21:53.740 --> 21:55.740]  Because what they would do, once I said no,
[21:55.740 --> 21:57.740]  they went to various individuals in the community
[21:57.740 --> 22:00.740]  to bring pressure to bear to get me to change my mind.
[22:00.740 --> 22:02.740]  For example, there was a community leader
[22:02.740 --> 22:04.740]  who I have a great deal of respect for,
[22:04.740 --> 22:06.740]  and we have a very good relationship that they went to.
[22:06.740 --> 22:08.740]  I get a call from him, and he says,
[22:08.740 --> 22:11.740]  Chief, there's some people in here that they're in town,
[22:11.740 --> 22:13.740]  and it was part of their role here,
[22:13.740 --> 22:14.740]  didn't say who it was.
[22:14.740 --> 22:16.740]  They need to meet with the mayor and the police chief.
[22:16.740 --> 22:18.740]  Well, of course, this gentleman,
[22:18.740 --> 22:20.740]  I've worked very closely with him on a number of projects.
[22:20.740 --> 22:22.740]  I said, sure, have him give me a call.
[22:22.740 --> 22:24.740]  And I already said, no.
[22:24.740 --> 22:27.740]  Well, then I find out it's the same group.
[22:27.740 --> 22:29.740]  So they identified somebody, apparently,
[22:29.740 --> 22:32.740]  that I know that's very high in the community
[22:32.740 --> 22:35.740]  to make an approach to me and get me to change my mind.
[22:35.740 --> 22:37.740]  Well, then, when we said no,
[22:37.740 --> 22:40.740]  then some elected officials were contacted
[22:40.740 --> 22:42.740]  to bring pressure to bear.
[22:42.740 --> 22:46.740]  And then offers were made to give money, cash money,
[22:46.740 --> 22:49.740]  to elected officials' charities
[22:49.740 --> 22:51.740]  if they could get us to change our minds.
[22:51.740 --> 22:54.740]  I mean, you know, as one of my deputy chiefs said,
[22:54.740 --> 22:56.740]  in some circles, that's called bribery.
[22:56.740 --> 22:59.740]  And you're just going to go into regular citizens' homes doing this?
[22:59.740 --> 23:02.740]  Actually, the citizens have volunteered to services.
[23:02.740 --> 23:04.740]  They volunteered to be role-players.
[23:04.740 --> 23:06.740]  And they've allowed us to use their homes.
[23:06.740 --> 23:07.740]  And what are they going to do?
[23:07.740 --> 23:09.740]  Are any of them going to act like they don't want you to do it?
[23:09.740 --> 23:12.740]  Or are they all going to act like they don't want you to do it?
[23:12.740 --> 23:14.740]  Some are going to be friendly. Some are going to be belligerent.
[23:14.740 --> 23:16.740]  Some are going to be uncooperative.
[23:16.740 --> 23:19.740]  I think the best way to find out about the check
[23:19.740 --> 23:21.740]  is when I operate some people down here.
[23:21.740 --> 23:22.740]  Operation people?
[23:22.740 --> 23:23.740]  Yeah.
[23:23.740 --> 23:24.740]  In the front.
[23:24.740 --> 23:26.740]  I think we're actually not finding an airport.
[23:26.740 --> 23:27.740]  Yeah.
[23:27.740 --> 23:28.740]  The stairs should be taken over.
[23:28.740 --> 23:29.740]  Okay.
[23:29.740 --> 23:31.740]  We're going to have a meeting here, so please ask you to leave.
[23:31.740 --> 23:32.740]  Oh, okay.
[23:32.740 --> 23:33.740]  Leave the municipal airport?
[23:33.740 --> 23:34.740]  Sure we will.
[23:34.740 --> 23:36.740]  No, leave the terminal building.
[23:36.740 --> 23:37.740]  Leave the terminal building.
[23:37.740 --> 23:38.740]  Okay, thanks a lot.
[23:38.740 --> 23:39.740]  Okay.
[23:39.740 --> 23:40.740]  Appreciate it.
[23:40.740 --> 24:02.740]  Yesterday's right to peaceably assemble has given way to a declaration of civil emergency
[24:02.740 --> 24:04.740]  and mass arrests today.
[24:04.740 --> 24:07.740]  Your conduct is in violation of state and city law.
[24:07.740 --> 24:12.740]  And your failure to leave the area now is subject you to arrest for failure to disperse.
[24:12.740 --> 24:16.740]  The stance of the city and the state is vastly different with state patrol and national guard
[24:16.740 --> 24:18.740]  backing up the Seattle police.
[24:18.740 --> 24:21.740]  Innocent bystanders walking along the sidewalk are getting tear gassed.
[24:21.740 --> 24:25.740]  And while the governor made assurances this morning, things are back to normal, they're
[24:25.740 --> 24:26.740]  definitely not.
[24:26.740 --> 24:30.740]  The state of emergency was just an hour old.
[24:30.740 --> 24:35.740]  The state of emergency that they've been training for so long to deal with.
[24:35.740 --> 24:36.740]  Who was behind it?
[24:36.740 --> 24:41.740]  What caused it in Seattle in December of 1999?
[24:41.740 --> 24:44.740]  The World Trade Organization meeting.
[24:44.740 --> 24:51.740]  The riots, the supposed riots in the military and police working together to keep the public
[24:51.740 --> 24:54.740]  safe from all that evil rabble.
[24:54.740 --> 24:56.740]  We're going to go in depth.
[24:56.740 --> 25:02.740]  This is a perfect textbook example of problem reaction solution.
[25:02.740 --> 25:07.740]  Training the public that the wheeled tanks keep us safe.
[25:07.740 --> 25:14.740]  But first we have to examine the World Trade Organization, the WTO, to understand what
[25:14.740 --> 25:17.740]  happened in Seattle.
[25:17.740 --> 25:24.740]  The World Trade Organization was created in 1995 by the same institutions, the same powerful
[25:24.740 --> 25:30.740]  central banks that created the United Nations and empowered it in the late 1940s.
[25:30.740 --> 25:36.740]  They seek to destroy national sovereignty not just in America but worldwide and reign it
[25:36.740 --> 25:40.740]  in under the control of a huge dictatorial machine.
[25:40.740 --> 25:42.740]  And their track record is clear.
[25:42.740 --> 25:48.740]  They are nothing more than servants of the corrupt global establishment, serving their
[25:48.740 --> 25:53.740]  every whim, dividing up the property on the global plantation.
[25:53.740 --> 25:58.740]  If one reads the different trade agreements that have been pushed by this World Trade
[25:58.740 --> 26:03.740]  Organization energized in the last five years to world prominence, one realizes that it's
[26:03.740 --> 26:07.740]  nothing but a tool for consolidation.
[26:07.740 --> 26:09.740]  There's one catch.
[26:09.740 --> 26:16.740]  In recent years, the WTO since its inception has come across incredible opposition worldwide
[26:16.740 --> 26:20.740]  because of its obvious authoritarian implications.
[26:20.740 --> 26:25.740]  That's a hard thing to deal with when you've got highly motivated people that have real
[26:25.740 --> 26:27.740]  complaints and valid issues.
[26:27.740 --> 26:29.740]  How do you deal with it?
[26:29.740 --> 26:31.740]  Well, you simply call in your friends.
[26:31.740 --> 26:38.740]  The left-coast communists posing as anarchists under Delta Force Direction.
[26:38.740 --> 26:42.740]  We broke windows of the gap.
[26:42.740 --> 26:44.740]  They're smashing windows at McDonald's.
[26:44.740 --> 26:46.740]  They're dumping over garbage cans.
[26:46.740 --> 26:49.740]  And they are very angry again in hostile.
[26:49.740 --> 26:53.740]  We're seeing more clashes of other protesters turn them to stop because they're giving
[26:53.740 --> 26:55.740]  everyone a bad name.
[26:55.740 --> 27:00.740]  None of the protesters, the legitimate protesters down here, want any of this kind of action.
[27:00.740 --> 27:02.740]  And they are very angry.
[27:02.740 --> 27:05.740]  Right now, not in this newspaper.
[27:05.740 --> 27:09.740]  Any sign yet of police trying to track them down?
[27:09.740 --> 27:14.740]  They're going like, they're breaking the bank window here at US Bank.
[27:14.740 --> 27:15.740]  We've got to get out of here.
[27:15.740 --> 27:21.740]  We're going to run up the street because if they see us, they attack us.
[27:21.740 --> 27:24.740]  And so we're keeping a safe distance away from them.
[27:24.740 --> 27:28.740]  Our police officers have told us because they were assigned to control the protest crowds,
[27:28.740 --> 27:31.740]  they weren't allowed to break ranks and to stop the black block.
[27:31.740 --> 27:35.740]  So the group just continued destroying property for nearly an hour.
[27:35.740 --> 27:37.740]  What's wrong with this picture?
[27:37.740 --> 27:42.740]  If the police are supposedly there to protect the public and property, then why?
[27:42.740 --> 27:49.740]  Why did state police, Seattle police, as well as the feds stand back and allow the anarchists in mass
[27:49.740 --> 27:53.740]  to run around and throw bottles at police, cones, rocks, you name it.
[27:53.740 --> 27:58.740]  And assault private property as well as members of the general public
[27:58.740 --> 28:03.740]  because they needed someone to demonize the rest of the good demonstrators.
[28:03.740 --> 28:06.740]  Now, my friends, this is an old tactic throughout history.
[28:06.740 --> 28:12.740]  If you have opposition, you simply demonize them by creating your own crisis,
[28:12.740 --> 28:17.740]  your own massacre or terrorist violence.
[28:17.740 --> 28:19.740]  All right, folks.
[28:19.740 --> 28:23.740]  All right, folks, Alex Jones here reporting live. I'm sorry about the music.
[28:23.740 --> 28:25.740]  I dusted into a bar.
[28:25.740 --> 28:28.740]  We're going to call the police to make this phone call.
[28:28.740 --> 28:36.740]  They have, I'm here in New York City and they've got their poochy-sponsored police blimp out surveilling people.
[28:36.740 --> 28:38.740]  They've got the sound weapon cannons.
[28:38.740 --> 28:41.740]  There were hundreds of thousands of protesters, over 300,000.
[28:41.740 --> 28:45.740]  On Sunday, they put over 2,000 people in an admitted camp.
[28:45.740 --> 28:49.740]  An old shutdown condemned bus terminal where they parked all the buses
[28:49.740 --> 28:54.740]  with decades of oil on the floor and barbed wire fences with barbed wire around the top.
[28:54.740 --> 28:59.740]  Inside, just like what they have set up out of Robert Mueller that we exposed five years ago,
[28:59.740 --> 29:04.740]  government provocateurs all over the place, military with machine guns,
[29:04.740 --> 29:08.740]  militarized police with machine guns, went live on C-SPAN last night
[29:08.740 --> 29:13.740]  in a guerrilla information warfare attack and got on for about 60 seconds and exposed
[29:13.740 --> 29:19.740]  all the stuff that's happening and just so much, so much going on.
[29:19.740 --> 29:23.740]  Here with us, we have Kevin Booth who's up here running camera doing a great job.
[29:23.740 --> 29:29.740]  Kevin, we're popping in here on my local TV show to talk about all the stuff that's happening
[29:29.740 --> 29:33.740]  and there's no interviewer. We're just on the air with images there.
[29:33.740 --> 29:35.740]  Tell folks basically what you've seen.
[29:35.740 --> 29:37.740]  I mean, the story about him grabbing the camera and smashing it,
[29:37.740 --> 29:40.740]  the police running around multiple times, detaining us every day.
[29:40.740 --> 29:45.740]  Well, we've learned at Ground Zero. This is Kevin Booth, folks. Here he is. Tell him, Kevin.
[29:45.740 --> 29:49.740]  It's just really been unbelievable.
[29:49.740 --> 29:54.740]  I'd say over the years, there's a mistake in an adventure.
[29:54.740 --> 29:58.740]  There's police everywhere, you know.
[29:58.740 --> 30:00.740]  In my normal life, I pick up a policeman.
[30:00.740 --> 30:02.740]  I look at him and sometimes they're in the field safe.
[30:02.740 --> 30:04.740]  Sometimes they don't know this.
[30:04.740 --> 30:08.740]  Just after being here for a few days, you get desensitized to it
[30:08.740 --> 30:12.740]  because there is to be walking by another 250 policemen.
[30:12.740 --> 30:17.740]  I mean, we literally haven't been able to pick up the video camera in any direction
[30:17.740 --> 30:21.740]  without having center 20 policemen and any given friend.
[30:21.740 --> 30:29.740]  We've had situations one time where we saw a really fat homeless woman on a subway
[30:29.740 --> 30:34.740]  and Alex, the guy Alex was on the back door,
[30:34.740 --> 30:38.740]  who gave the woman some money.
[30:38.740 --> 30:43.740]  We video-sacred and the police grabbed the video camera out of Alex's hand.
[30:43.740 --> 30:46.740]  They threatened to bust with another woman.
[30:46.740 --> 30:50.740]  They grabbed the camera and they pulled the film out of it.
[30:50.740 --> 30:52.740]  It's just because we're filming ourselves.
[30:52.740 --> 30:57.740]  I guess they don't want to have the image that I'm working as a homeless people.
[30:57.740 --> 31:03.740]  Another really ironic moment was a friend of ours has a really great ocean racing boat.
[31:03.740 --> 31:08.740]  He took us out in front of a statue of Liberty Heights.
[31:08.740 --> 31:11.740]  We were surrounded by homeless security.
[31:11.740 --> 31:17.740]  We came up and tried to board and it looked like a sea out of a fossil now.
[31:17.740 --> 31:23.740]  We got there and we answered all the questions while they trotted around.
[31:23.740 --> 31:29.740]  The friend of ours actually got back in the boat and set away from us.
[31:29.740 --> 31:33.740]  It was really funny because it was based on a cigarette boat.
[31:33.740 --> 31:39.740]  That was actually one funny moment where we were actually wrapped up in a trail.
[31:39.740 --> 31:42.740]  Anyway, it's just really been unbelievable.
[31:42.740 --> 31:46.740]  It almost was like the movie Goodfellas with the head of the helicopter.
[31:46.740 --> 31:48.740]  It was always buzzing around everywhere.
[31:48.740 --> 31:50.740]  Here, there's like a blimp.
[31:50.740 --> 31:56.740]  Any time you see this blimp buzzing around, you can tell that there's a lighthouse.
[31:56.740 --> 32:01.740]  And the most bizarre thing about this whole trip is that every time I go back to my hotel room
[32:01.740 --> 32:06.740]  and turn on the new news, they make it look like everything is great.
[32:06.740 --> 32:12.740]  The local TV network, The New York One, is a little more honest about what's going on.
[32:12.740 --> 32:14.740]  I guess because it can't get away with it.
[32:14.740 --> 32:21.740]  But you turn on Fox News and they just show like these U.C. delegates with big hats on, dancing around.
[32:21.740 --> 32:27.740]  Like, you know, all the New Yorkers are so friendly and everyone's so happy that New York News is a town.
[32:27.740 --> 32:32.740]  And then you go outside and it's just like, ah, it's a murder in May now.
[32:32.740 --> 32:36.740]  Anyway, it's just been incredible.
[32:36.740 --> 32:39.740]  And here's how it is.
