[00:00:01.049 --> 00:00:01.470]  I'm good.
[00:04:28.720 --> 00:04:38.747]  So if you're not getting chills right now, you're absolutely crazy.
[00:04:38.747 --> 00:04:41.389]  If you're not, absolutely
[00:04:42.697 --> 00:04:44.738]  Just blown away by this.
[00:04:44.738 --> 00:04:47.979]  And if you're not telling everyone you know today about it, then you're part of the problem.
[00:04:47.979 --> 00:04:50.621]  Because this COVID thing will lock us down forever.
[00:04:50.621 --> 00:04:55.903]  It's a civilization killing.
[00:04:55.903 --> 00:04:57.824]  I'm not going to lie to you.
[00:04:57.824 --> 00:05:01.666]  I want to stay in the fight against Soros and Hillary and the New World Order.
[00:05:01.666 --> 00:05:05.808]  And the only way I do is if you buy a lot of products at InfoWarshow.com.
[00:05:06.977 --> 00:05:17.854]  You gotta sell a lot of vitamins and a lot of minerals and a lot of fish oil and a lot of t-shirts and a lot of water filters to fund an operation to face the globalists and all the DNC lawsuits.
[00:05:17.854 --> 00:05:19.436]  But they're so close to losing right now.
[00:05:20.595 --> 00:05:28.881]  Plus, I go out, just like with Info, and I bring you the very best items, the very best products that I personally use and I love.
[00:05:28.881 --> 00:05:39.928]  So, go to InfoWarsTore.com, check out the products, get some today, share them with friends, review them, and know that you cannot lose because you're fighting the Info War, let's fight the globalists.
[00:05:39.928 --> 00:05:41.209]  Plus, these are great products.
[00:05:41.209 --> 00:05:44.031]  But I want to thank you for keeping me in the game.
[00:05:44.031 --> 00:05:46.053]  I want to thank you for funding our operation.
[00:05:46.913 --> 00:05:52.276]  So continue to spread the word and fund InfoWars at infowarestore.com and I salute you once again.
[00:05:52.276 --> 00:05:53.837]  It is the final day of August.
[00:06:16.292 --> 00:06:20.216]  On this Monday, live edition, 63 days out from the election, I'm your host Alex Jones.
[00:06:20.216 --> 00:06:22.818]  Thank you so much for joining us.
[00:06:22.818 --> 00:06:29.304]  Joey Gibson, the founder of the Patriot Prayer Group, who lost one of their best members.
[00:06:29.304 --> 00:06:36.250]  Execution style, Saturday in the communist super state of Portland, Oregon, will be joining us, along with...
[00:06:37.574 --> 00:06:56.038]  The best friend, one of the good friends, his quote, partner of the man that was shot and killed execution style will also be joining us in the third hour and we'll go over the asinine, incredible gaslighting of Joe Biden saying Trump is creating all the violence and Antifa doesn't exist.
[00:06:56.038 --> 00:06:59.298]  The corn pop does.
[00:06:59.298 --> 00:07:02.439]  So we're going to be looking at all of this coming up in the third hour.
[00:07:02.439 --> 00:07:06.580]  Now, look, I always come up here and I say, please pay particular attention
[00:07:08.629 --> 00:07:11.351]  To this piece of news I'm covering right now.
[00:07:11.351 --> 00:07:17.355]  And it's always very important and it's always ahead of its time from the actual source documents or from sources.
[00:07:17.355 --> 00:07:21.177]  And then later everybody sees that I was telling you exactly what was actually going on.
[00:07:21.177 --> 00:07:26.621]  It's my job to not go off what their propaganda is at the surface level, but to do deep dives.
[00:07:26.621 --> 00:07:32.225]  And I can tell you folks, I've not revealed to you a lot of the things I know in the sources I have.
[00:07:32.225 --> 00:07:37.248]  In the White House, Trump's personal lawyers, and others.
[00:07:37.248 --> 00:07:38.369]  People you see on the news.
[00:07:40.865 --> 00:07:44.286]  People out of New York.
[00:07:44.286 --> 00:07:46.327]  This is the real world here.
[00:07:46.327 --> 00:07:48.168]  InfoWars is real.
[00:07:48.168 --> 00:07:49.588]  You're real.
[00:07:49.588 --> 00:07:51.589]  This is really happening.
[00:07:51.589 --> 00:07:52.830]  You don't know how precious you are.
[00:07:52.830 --> 00:08:04.694]  It's not just America, but the entire world that you're informed, you care, you're on the field informing Americans in the world about the globalist scourge that will turn the whole planet into a version of Communist China 2.0.
[00:08:08.632 --> 00:08:15.298]  So I'm not asking you, and I'm not telling you, I am just knowing you're going to do it.
[00:08:15.298 --> 00:08:31.472]  To tell you, however you're listening, over the internet, audio streams, later when this is archived, live today on a local radio station, TV station, to take the feeds from Band.Video and take the feeds from 2020ElectionCenter.com, that's a new URL that gets around the censors.
[00:08:32.375 --> 00:08:34.456]  2020ElectionCenter.com.
[00:08:34.456 --> 00:08:35.736]  And I'm told we're making a lower third.
[00:08:35.736 --> 00:08:37.337]  I've been asking for that since Thursday.
[00:08:37.337 --> 00:08:38.977]  It says 2020ElectionCenter.com.
[00:08:38.977 --> 00:08:41.158]  McBrain's made a really good one, I think.
[00:08:41.158 --> 00:08:41.958]  We can get that up.
[00:08:41.958 --> 00:08:45.440]  I'd actually cut my pinky off for it, but probably won't get it.
[00:08:45.440 --> 00:08:48.841]  But the point I'm getting at here, there it is!
[00:08:48.841 --> 00:08:49.781]  Oh, I love it!
[00:08:49.781 --> 00:08:50.141]  Share it!
[00:08:50.141 --> 00:08:51.181]  2020ElectionCenter.com.
[00:08:54.602 --> 00:09:00.368]  That URL will take you right to Band.Video and all the sub-URLs under that that are not being censored at this time.
[00:09:00.368 --> 00:09:02.030]  That's how we got to play whack-a-mole with the enemy.
[00:09:02.030 --> 00:09:02.870]  We're the moles.
[00:09:02.870 --> 00:09:05.233]  They're trying to whack us.
[00:09:05.233 --> 00:09:09.617]  So let me just start over.
[00:09:09.617 --> 00:09:11.920]  This broke Friday evening.
[00:09:11.920 --> 00:09:14.102]  I didn't know about it till Saturday.
[00:09:14.102 --> 00:09:14.683]  I woke up.
[00:09:14.683 --> 00:09:16.264]  There it was on InfoWars.com.
[00:09:17.321 --> 00:09:20.942]  Jamie Wyatt had written an article about it and linked to Gateway Pundit.
[00:09:20.942 --> 00:09:27.323]  By the way, Gateway Pundit is the best publication now for breaking news that's stunningly accurate that there is.
[00:09:27.323 --> 00:09:29.384]  Zero Hedge is number two.
[00:09:29.384 --> 00:09:31.684]  Info Wars is number, you know, five or six.
[00:09:31.684 --> 00:09:35.925]  But our news operation and our live on-air analysis is number one.
[00:09:35.925 --> 00:09:40.287]  But I just feel good going to sleep at night knowing that there's Jim Hoft.
[00:09:40.287 --> 00:09:42.687]  I feel good going to sleep at night knowing there's Zero Hedge.
[00:09:42.687 --> 00:09:44.708]  I feel good going to sleep at night knowing there's Tucker Carlson.
[00:09:44.708 --> 00:09:45.608]  Don't you?
[00:09:45.608 --> 00:09:45.968]  Don't you?
[00:09:48.479 --> 00:09:52.103]  And all these other incredible people I'm seeing come on the scene.
[00:09:52.103 --> 00:10:07.117]  Man, I saw a documentary this morning that the head of our security sent me that I'm going to tell you about the fourth hour today and I'm going to air, 25 minutes long, that is just devastatingly good and devastatingly well spoken and devastatingly accurate.
[00:10:07.117 --> 00:10:12.763]  And it just made me feel so good because I'm not trying to be the big number one kahuna.
[00:10:13.797 --> 00:10:15.657]  I want to be made obsolete.
[00:10:15.657 --> 00:10:18.638]  I want to turn the tide for my children and your children.
[00:10:18.638 --> 00:10:24.780]  So let me just get to it right now.
[00:10:24.780 --> 00:10:26.920]  I don't want to be the big kahuna, but I want to stay on air.
[00:10:26.920 --> 00:10:28.900]  I don't want them to win silencing us.
[00:10:28.900 --> 00:10:35.482]  And the analogy this morning when I was having a business meeting about how to finance ourselves with my inner circle of crew I trust,
[00:10:39.335 --> 00:10:51.988]  One of them said, you know, it's like we're a beach house that's got six legs, and they've sawed off three of them, and we know they're about to saw off the others, and the house is tilting, and it's really, there comes a time to tell you what's going on.
[00:10:51.988 --> 00:10:55.271]  But for a lot of strategic reasons, it's not time to do that.
[00:10:55.271 --> 00:10:57.313]  But let me just explain something to you.
[00:10:57.313 --> 00:10:59.615]  I'm not a drama queen, okay?
[00:10:59.615 --> 00:11:02.979]  And if you knew the stuff that they've done to us, and if you knew what was going on right now,
[00:11:04.198 --> 00:11:14.605]  I'd say it's like the Matrix analogy where Neo is in the cyberspace trying to beat, you know, the mainframe, Lucifer, and they're burrowing into Zion with their big tunnelers.
[00:11:14.605 --> 00:11:16.827]  I mean, and they're coming through the wall right now.
[00:11:16.827 --> 00:11:20.430]  And I mean, it's just like a movie, because movies mirror the real world.
[00:11:20.430 --> 00:11:22.911]  It's that for real, ladies and gentlemen.
[00:11:22.911 --> 00:11:24.292]  Every second counts.
[00:11:24.292 --> 00:11:26.154]  Everything you do counts now.
[00:11:26.154 --> 00:11:32.018]  If I could only tell you what they're doing to Trump behind the scenes and his family and all of his associates, that's why I get so mad at the Q thing.
[00:11:33.493 --> 00:11:44.755]  The Democrats still control most of the Justice Department, and they are harassing all of Trump's supporters at the high level, and doing horrible, dirty things, and Trump's barely winning.
[00:11:44.755 --> 00:11:53.837]  And anything that tells you that, oh, everything's fine, and that we're not in a serious death battle, and that you can just sit back and trust the plan, that's not true.
[00:11:53.837 --> 00:11:55.017]  You need to be involved.
[00:11:55.017 --> 00:11:56.217]  You need to be engaged.
[00:11:56.217 --> 00:11:58.118]  Anybody that tells you not to be is a problem.
[00:11:58.118 --> 00:11:59.378]  I don't want to fight with the whole Q thing.
[00:12:00.367 --> 00:12:04.090]  There are a lot of good people that buy into it and like riddles and like stuff like that.
[00:12:04.090 --> 00:12:10.776]  You don't get that with me.
[00:12:10.776 --> 00:12:13.819]  You get the real deal, folks, and that's why we're so attacked.
[00:12:13.819 --> 00:12:14.620]  Because the enemy knows it.
[00:12:16.613 --> 00:12:20.116]  Now we come back from break, I'm going to shift into the really powerful news that's out in the open.
[00:12:20.116 --> 00:12:25.581]  What we told you, the false COVID-19 test, and that 90 plus percent of people that died, died of something else.
[00:12:25.581 --> 00:12:27.622]  The CDC now admits it's all been a fraud.
[00:12:27.622 --> 00:12:34.348]  This is huge news, but they're hoping it just blows over.
[00:12:34.348 --> 00:12:35.990]  Like a silent but deadly flatulence.
[00:12:37.045 --> 00:12:38.386]  That is not the case.
[00:12:38.386 --> 00:12:40.247]  This is do or die stuff.
[00:12:40.247 --> 00:12:44.430]  I don't hardly ever walk into my writers and my video people and say, you're going to do this.
[00:12:44.430 --> 00:12:48.413]  I walked around this morning and I said, you see all this?
[00:12:48.413 --> 00:12:50.995]  We broke this this weekend with Gateway Pundit.
[00:12:50.995 --> 00:12:52.576]  No one was even going to cover it.
[00:12:52.576 --> 00:12:58.380]  I saw disinfo operatives on Twitter Sunday going, this isn't even real.
[00:12:58.380 --> 00:13:01.662]  And now it's in the Associated Press that it's all a fraud.
[00:13:03.422 --> 00:13:12.486]  But now we have to reverse the fraud, stand up to the fraud, tell all the sheeple that are in limbing phase, and then reverse the rollout.
[00:13:12.486 --> 00:13:16.028]  Because this is a civilization killing New World Order takeover.
[00:13:16.028 --> 00:13:18.109]  It's a lot bigger than Trump.
[00:13:18.109 --> 00:13:21.611]  Though they went ahead and launched it, then pointed it at Trump and America.
[00:13:21.611 --> 00:13:23.592]  So, that's all coming up.
[00:13:23.592 --> 00:13:29.295]  I'm gonna go to break and cover this, but let me just tell you this.
[00:13:29.295 --> 00:13:31.156]  We're extending for two days, and then that's it.
[00:13:31.156 --> 00:13:31.756]  The essentials.
[00:13:33.266 --> 00:13:37.608]  Sale with free shipping on 8-pack Power Stack.
[00:13:37.608 --> 00:13:38.509]  60% off with X2.
[00:13:38.509 --> 00:13:39.970]  Back in stock.
[00:13:39.970 --> 00:13:41.010]  Combo.
[00:13:41.010 --> 00:13:44.132]  Heart and body extend to Y's and vasal beats go together so great.
[00:13:44.132 --> 00:13:48.414]  These are really strong, great formulas for your cardiovascular, your heart, and everything else.
[00:13:48.414 --> 00:13:49.715]  Survival Shield X2 and AC9.
[00:13:49.715 --> 00:13:51.696]  Again, back in stock by itself.
[00:13:51.696 --> 00:13:52.336]  50% off.
[00:13:52.336 --> 00:13:53.057]  Ultimate Fish Roll.
[00:13:53.057 --> 00:13:53.577]  Back in stock.
[00:13:53.577 --> 00:13:54.037]  33% off.
[00:13:54.037 --> 00:13:55.758]  It's the highest quality fish roll you're going to find.
[00:13:55.758 --> 00:13:56.739]  It's just life-changing.
[00:13:58.086 --> 00:14:00.449]  Survival Shield X2 with X3 combo, 50% off.
[00:14:00.449 --> 00:14:02.031]  Krillol, 72% off.
[00:14:02.031 --> 00:14:03.633]  Selling out fast.
[00:14:03.633 --> 00:14:04.534]  We got to end this any time.
[00:14:04.534 --> 00:14:06.276]  The Alexa Pure Breeze, $149.
[00:14:06.276 --> 00:14:08.179]  Four-stage ion filter.
[00:14:08.179 --> 00:14:09.200]  Last chance to get that.
[00:14:09.200 --> 00:14:10.542]  We're almost sold out at that price.
[00:14:10.542 --> 00:14:13.045]  That's what they're doing is clearing them out before they get more in.
[00:14:14.767 --> 00:14:30.175]  And again, if you don't have storable food with a world this dangerous and this crazy, you see huge exoduses out of Chicago, huge exoduses out of the East Coast, huge exodus out of the West Coast, to the Midwest, to the Southwest, to the South, Texas mainly.
[00:14:30.175 --> 00:14:33.096]  Everybody's moving to Austin.
[00:14:33.096 --> 00:14:38.739]  Certain big podcaster just got here this weekend, got his studio fired up down the road for me.
[00:14:38.739 --> 00:14:40.720]  It's all going down, but if you don't have
[00:14:42.202 --> 00:14:48.444]  God, guns, guts, and the beans to take care of your family, it won't matter.
[00:14:48.444 --> 00:14:51.345]  So a checkbox you need to get checked off and prepared.
[00:14:51.345 --> 00:14:52.825]  It's a storable food.
[00:14:52.825 --> 00:14:53.565]  We ship now.
[00:14:53.565 --> 00:14:57.246]  In one to two weeks, we've got the food, but it's got to be packaged, checked on, shipped out.
[00:14:57.246 --> 00:15:00.227]  Really, everybody's going to get it in about a week, but we're just saying one or two weeks.
[00:15:00.227 --> 00:15:01.807]  We under-promise what we deliver.
[00:15:01.807 --> 00:15:06.809]  Get your orders in at InfoWorksStore.com for the best prices, the best packaging, 25-year shelf life.
[00:15:07.691 --> 00:15:11.774]  Powered by MyPatriotSupply, InfowarsStore.com, or AAA-253-3139.
[00:15:11.774 --> 00:15:26.605]  Our customer service people, everybody we've been working with them 12 years, they've been around 13 years, they're the biggest food company now in the world for storable food because of their quality, and because they deliver, and because it's amazing.
[00:15:26.605 --> 00:15:29.467]  But I would get your storable food now or you're insane.
[00:15:29.467 --> 00:15:34.030]  Because even if Trump wins, which I believe he will, they're going to contest it and it's going to get crazy.
[00:15:35.151 --> 00:15:36.831]  There's gonna be inflation in the future.
[00:15:36.831 --> 00:15:40.452]  You need insurance you can eat, so take action now and then fund the InfoWars.
[00:15:40.452 --> 00:15:41.893]  It's also so critical.
[00:15:41.893 --> 00:15:44.954]  If I was you, I'd get your InfoWars products while you still can.
[00:15:44.954 --> 00:15:47.114]  There's a chance in a few months we won't be here, folks.
[00:15:47.114 --> 00:15:49.195]  Just gonna go ahead and level with you, alright?
[00:15:49.195 --> 00:15:50.295]  But this is our last stand.
[00:15:50.295 --> 00:15:51.155]  Hopefully we win.
[00:15:51.155 --> 00:15:53.856]  But regardless, we're not backing down.
[00:15:53.856 --> 00:15:55.196]  I'm gonna say something right now.
[00:15:55.196 --> 00:16:00.398]  It's one of the most important things I've ever said, so please listen very, very carefully.
[00:16:00.398 --> 00:16:01.018]  Donald Trump
[00:16:02.219 --> 00:16:06.281]  Is not the reason they released COVID or had the lockdown.
[00:16:06.281 --> 00:16:10.923]  They already have this plan, the Rockefeller Foundation, and Bill and Melinda Gates.
[00:16:10.923 --> 00:16:13.264]  It is beyond critical.
[00:16:13.264 --> 00:16:24.029]  It is life and death for you and your family to understand, no matter where you live on the planet, that this is a worldwide, world government takeover, on record, that it's never going to end.
[00:16:24.029 --> 00:16:26.130]  The United Nations has admitted that.
[00:16:26.130 --> 00:16:29.632]  First it's a month, then it's six months, then they say, okay, it's two years.
[00:16:29.632 --> 00:16:30.993]  They're now saying two years.
[00:16:32.073 --> 00:16:34.835]  They're now saying you'll never go back to normal.
[00:16:34.835 --> 00:16:37.137]  No more gatherings, no more anything.
[00:16:37.137 --> 00:16:41.300]  Constant forced inoculations that they admit don't even work.
[00:16:41.300 --> 00:16:44.142]  And the way they say they work, they change your DNA.
[00:16:44.142 --> 00:16:47.264]  This is the culling of the planet.
[00:16:47.264 --> 00:16:52.487]  This is the beginning of the straitjacket being put on you before you're slowly tortured to death and killed.
[00:16:52.487 --> 00:16:52.988]  Do you understand?
[00:16:54.642 --> 00:16:56.243]  It was a sleeper product.
[00:16:56.243 --> 00:17:01.425]  It wasn't popular at first, but as people tried it, it's become one of our top five best sellers.
[00:17:01.425 --> 00:17:04.386]  I'm talking about the 8-pack Power Stack.
[00:17:04.386 --> 00:17:11.349]  13 different pills filled with super nutrients, vitamins, minerals, and more that you take in the morning in one pack and at night.
[00:17:11.349 --> 00:17:12.690]  It's available right now at $60.
[00:17:13.750 --> 00:17:14.571]  We're good to go.
[00:17:28.826 --> 00:17:29.386]  We're good to go.
[00:17:56.559 --> 00:17:59.147]  You're listening to The Alex Jones Show!
[00:18:26.945 --> 00:18:29.727]  63 days.
[00:18:29.727 --> 00:18:31.007]  63 days.
[00:18:31.007 --> 00:18:34.149]  Until the most important election in world history.
[00:18:34.149 --> 00:18:37.631]  That wasn't hype when I was saying it a year ago and it's not hype now.
[00:18:37.631 --> 00:18:41.953]  Now everyone's saying it because it is the truth.
[00:18:41.953 --> 00:18:44.455]  Alright, you know COVID-19 is an overblown hoax.
[00:18:45.996 --> 00:18:52.599]  You know that the globalists are using it to shut down western civilizations while keeping China, our main competitors, open.
[00:18:52.599 --> 00:18:58.862]  You know they're using it to bring in a global digital tracking system and social credit score.
[00:18:58.862 --> 00:19:01.563]  But now you've got to make sure other people know it.
[00:19:01.563 --> 00:19:12.868]  Now, this morning I went down to the hike and bike trail, walked briskly a couple miles, before I jumped into the river and swam about a mile and a half, trying to get back in shape.
[00:19:12.868 --> 00:19:13.669]  Been working too much.
[00:19:14.801 --> 00:19:18.723]  And I probably talked to 20 people.
[00:19:18.723 --> 00:19:21.885]  There weren't a lot of folks out there at 7am.
[00:19:21.885 --> 00:19:23.526]  And I probably walked by about 40.
[00:19:25.066 --> 00:19:33.091]  And about half the people, brown people, white people, old people, young people said, love you Alex Jones, love the work.
[00:19:33.091 --> 00:19:35.973]  In fact, they almost all did like a fist, but down by their stomach.
[00:19:35.973 --> 00:19:37.794]  It was kind of like, appreciate you.
[00:19:37.794 --> 00:19:38.534]  I was like, this is weird.
[00:19:38.534 --> 00:19:39.215]  It's like Fight Club.
[00:19:39.215 --> 00:19:40.936]  They're all doing the same thing.
[00:19:40.936 --> 00:19:45.739]  And a few of them said, F Bill Gates or we're going to get Bill Gates.
[00:19:45.739 --> 00:19:48.480]  We're going to get Fauci and his fools.
[00:19:48.480 --> 00:19:50.421]  And I was like, this is beyond Fight Club.
[00:19:50.421 --> 00:19:52.002]  This is the real Fight Club.
[00:19:52.002 --> 00:19:52.723]  This is happening.
[00:19:53.524 --> 00:19:57.848]  Because I'm like walking along a path, one of the side paths, not the main one.
[00:19:57.848 --> 00:20:00.491]  I'm like jumping in the river where nobody's even, you know, getting in.
[00:20:00.491 --> 00:20:02.533]  You're not, quote, supposed to swim in the river.
[00:20:02.533 --> 00:20:04.295]  I'll do whatever the hell I want.
[00:20:04.295 --> 00:20:05.717]  I'm a wild human.
[00:20:05.717 --> 00:20:07.078]  And it was just very exciting.
[00:20:07.078 --> 00:20:08.940]  But now's the time to press the attack.
[00:20:08.940 --> 00:20:15.426]  I was talking to Darren McBreen, who goes into Buc-ee's, you know, big giant gas stations the size, almost the size of Walmart.
[00:20:16.240 --> 00:20:16.400]  This is
[00:20:46.678 --> 00:20:47.899]  Outside.
[00:20:47.899 --> 00:20:54.241]  And so the cult there is doubling down, causing a mass exodus, which is fine, because the globalists want to collapse the country.
[00:20:54.241 --> 00:20:56.622]  That's their mission.
[00:20:56.622 --> 00:21:00.244]  So let's go ahead and go over this.
[00:21:00.244 --> 00:21:01.444]  This news is so huge.
[00:21:01.444 --> 00:21:05.226]  Look at this graph put together with CDC numbers for TV viewers.
[00:21:05.226 --> 00:21:12.709]  How misleading raw data can serve to incite panic and to spare the Limbing Cycle.
[00:21:15.012 --> 00:21:27.115]  And they show you what you're told is the case rate, what you're told they projected would be the death rate, and then you've got the actual numbers 90 plus percent lower than what they said.
[00:21:27.115 --> 00:21:32.377]  It's actually, from the earlier models, 50 plus times lower.
[00:21:32.377 --> 00:21:34.037]  That's from the ethical skeptic.
[00:21:34.037 --> 00:21:38.299]  Go to their site on Twitter and they show you all the demographics as a statistician.
[00:21:38.299 --> 00:21:42.020]  We've hired a statistician that has several degrees here in Texas that found the same numbers.
[00:21:42.020 --> 00:21:42.860]  You've seen us go over those.
[00:21:44.909 --> 00:21:48.393]  Now let's get into the real facts here, ladies and gentlemen.
[00:21:48.393 --> 00:21:58.663]  CDC says just 6% of COVID deaths occurred without comorbidities like cancer, heart attacks, average age 85.
[00:21:58.663 --> 00:22:04.449]  Town Hall, oops, looks like the vast majority of positive COVID-19 results should have been negative.
[00:22:05.452 --> 00:22:11.594]  Depending on the type of test, they're all between 40 and 99% false, depending on which one you look at.
[00:22:11.594 --> 00:22:23.758]  Like, some of the tests are supposed to spin it 30 times, but they were having accidents, but always accidents going over 40 times, 100 times, spinning the molecular material.
[00:22:24.872 --> 00:22:26.393]  Now let's explain this.
[00:22:26.393 --> 00:22:29.634]  Most of these tests don't operate on actually finding the virus.
[00:22:29.634 --> 00:22:33.896]  They find what they call wreckage of the virus or antibodies of the virus.
[00:22:33.896 --> 00:22:36.377]  But the way they set the test up, it's not even that.
[00:22:36.377 --> 00:22:41.939]  And so if you've had a cold, the flu, or a bacterial infection in the last decade, you're going to be positive.
[00:22:43.507 --> 00:22:45.829]  But it turns out most of the companies didn't even do the test.
[00:22:45.829 --> 00:22:47.210]  They just saved the money.
[00:22:47.210 --> 00:22:52.814]  But said you were positive because the big healthcare providers are in the pocket of the globalists.
[00:22:52.814 --> 00:22:55.276]  And they decided to make this move.
[00:22:55.276 --> 00:22:57.577]  Because who sets the parameters?
[00:22:57.577 --> 00:22:59.359]  The big central banks.
[00:22:59.359 --> 00:23:00.880]  The big think tanks.
[00:23:02.025 --> 00:23:07.487]  The big foundations, they create the directives under Lockstep and under Event 201.
[00:23:07.487 --> 00:23:15.609]  That's given to the UN that goes out with those numbers and all the national health services then follow their directive.
[00:23:15.609 --> 00:23:18.250]  That's global government through the medical system.
[00:23:18.250 --> 00:23:23.032]  And the head of the WHO said last week, we must not allow vaccine nationalism.
[00:23:23.032 --> 00:23:29.774]  All countries must go under UN control, 150 have already done it, and take our directive and we want forced inoculations by winter.
[00:23:31.835 --> 00:23:35.676]  There's not even an approved vaccine, and they admit it's killing folks in the trials.
[00:23:35.676 --> 00:23:39.277]  So, look at these numbers.
[00:23:39.277 --> 00:23:40.418]  Town Hall.
[00:23:40.418 --> 00:23:43.559]  And it goes into the whole thing, how the testing's fake.
[00:23:43.559 --> 00:23:45.359]  CDC.
[00:23:45.359 --> 00:23:46.319]  Axios.
[00:23:46.319 --> 00:23:47.020]  94% of U.S.
[00:23:47.020 --> 00:23:52.661]  COVID-19 deaths had contributing health conditions.
[00:23:52.661 --> 00:23:54.902]  See, now they're covering their butts, ladies and gentlemen.
[00:23:56.052 --> 00:23:58.193]  Because they always admitted that in the fine print.
[00:23:58.193 --> 00:24:00.193]  They didn't totally fraudulently lie.
[00:24:00.193 --> 00:24:11.316]  They lied on the news, got the media to lie, ran all these fake headlines, but in the fine print, always admitted it was almost all false positives.
[00:24:11.316 --> 00:24:11.996]  CDC.
[00:24:11.996 --> 00:24:14.477]  This is out of local 12 news.
[00:24:14.477 --> 00:24:17.378]  94% of COVID-19 deaths had underlying medical conditions.
[00:24:20.620 --> 00:24:25.481]  ABC News, CDC, 94% of COVID-19 had underlining medical conditions.
[00:24:25.481 --> 00:24:26.701]  Now, where did you learn all this?
[00:24:26.701 --> 00:24:33.362]  Well, you learned all this on Saturday and Sunday at InfoWars.com and GatewayPundit.com.
[00:24:33.362 --> 00:24:34.082]  Shock report!
