[00:00.000 --> 00:13.000]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[09:55.000 --> 09:59.000]  more in your face, more ridiculous by the minute.
[09:59.000 --> 10:04.000]  That's why the system is practicing absurdity.
[10:04.000 --> 10:17.000]  It is a psychological warfare tactic to just do bizarre things out in the open to condition the population that it's okay.
[10:17.000 --> 10:21.000]  I'm about to get into the quantitative easing, what's happening with the markets,
[10:21.000 --> 10:24.000]  what's happening with gold and silver and other commodities.
[10:24.000 --> 10:39.000]  I want to get into the latest incredible election news as well and tell you about a few of the guests that are coming up today here on the broadcast.
[10:39.000 --> 10:47.000]  We've got Dr. Paul Craig Roberts, former head of policy at the Treasury coming on to talk about QE2 and the dollar devaluation.
[10:47.000 --> 10:55.000]  We've also got Bev Harris, top expert in investigating election fraud in the field.
[10:55.000 --> 10:57.000]  She's going to be joining us.
[10:57.000 --> 11:01.000]  She investigates corporate fraud forensically.
[11:01.000 --> 11:07.000]  That's her original forte, so perfect to study government and election officials fraud.
[11:07.000 --> 11:14.000]  That's coming up.
[11:14.000 --> 11:21.000]  But I was, I guess, getting into a parable,
[11:21.000 --> 11:38.000]  dealing with the fact that we are now in this world government and it has now arrived and we can see the type of fruit that it bears on its branches and its poisonous, its nauseous, its stinking.
[11:38.000 --> 11:44.000]  And the system is training us that it's good and here's the problem.
[11:44.000 --> 12:01.000]  Humans are social creatures and humans intrinsically will mimic what the leaders say that we have false leaders and most societies go insane.
[12:01.000 --> 12:12.000]  Elites get on power trips, their children become even more corrupt, their children become even more corrupt and it always ends with mad men and women
[12:12.000 --> 12:21.000]  engaging in every form of dehumanization that they can for their enjoyment because that's their nature.
[12:21.000 --> 12:24.000]  And I've used this example many times.
[12:24.000 --> 12:36.000]  You can look at the Soviets or the Nazis, you can look at the Roman Empire, you can look at the excesses of the Chinese, the Japanese, it doesn't matter.
[12:36.000 --> 12:44.000]  You can look at the excesses of the Druids, you can look at the behavior of the Canaanites.
[12:44.000 --> 12:57.000]  In the Middle East you can look at the Aztecs and in every case, a priest class takes over that the general population has been taught has special knowledge
[12:57.000 --> 13:05.000]  and the priest class then always demands that children be thrown into fires before idols or have their hearts chopped out
[13:05.000 --> 13:19.000]  and be bound and thrown into lakes or that even royal members of the royal family must be killed and offered up to the gods via the priest class.
[13:19.000 --> 13:30.000]  And they practice this absurdity because once they can train a village 3,000 years ago in what is England today
[13:30.000 --> 13:39.000]  or in a village 1,500 years ago in what is Mexico City, it's always the same.
[13:39.000 --> 13:53.000]  Whether you come from Western Europeans or Asians that came across the Bering Strait and settled in the Americas,
[13:53.000 --> 14:08.000]  the controllers always demand blood because if they can get the tribe one time to let them put a little kid up on an idol and chop their heart out
[14:08.000 --> 14:25.000]  if they can train the population one time to take their men, women and children and bind them and throw them into burning fires before idols,
[14:25.000 --> 14:32.000]  once the public has done that once, once they've been convinced to do it once, they will start defending the practice
[14:32.000 --> 14:38.000]  because they don't want to admit to themselves that what they're doing is wrong.
[14:38.000 --> 14:45.000]  Once you buy into the lie of 9-11, once you buy into the lie of the open borders, once you buy into the lie of the Federal Reserve running things,
[14:45.000 --> 14:50.000]  once you buy into the lie of taking your shoes off and being asked questions and being padded down,
[14:50.000 --> 14:54.000]  of course they're going to put you in a radiation chamber and naked body scan you.
[14:54.000 --> 14:59.000]  Of course on top of that now they're going to squeeze your genitals and they're in the New York Times
[14:59.000 --> 15:12.000]  and in ABC News talking about it and they just say we're going to grab your wife's genitals and it's good and we're going to do it.
[15:12.000 --> 15:18.000]  And we're going to take your blood at the DMV to get a driver's license. That's now being announced.
[15:18.000 --> 15:22.000]  It's been on the books for 15-plus years. It's law.
[15:22.000 --> 15:27.000]  They are going to announce forced inoculations. They've been pushing that for a while.
[15:27.000 --> 15:33.000]  They're getting in your space. They're letting you know that they're the boss and that that's the end of it.
[15:33.000 --> 15:36.000]  And they're scientifically doing it.
[15:36.000 --> 15:43.000]  They are scientifically with 500 roving vans with no radiation shielding for the technicians
[15:43.000 --> 15:50.000]  driving around, blasting our houses with high-powered radiation at least 10 times according to radiologists we've had on,
[15:50.000 --> 15:52.000]  10 times a powerful chest x-ray.
[15:52.000 --> 15:59.000]  They're going to beam you in your house with no warrant and the technicians are going to sit in the vans and are sitting in the vans
[15:59.000 --> 16:01.000]  literally killing themselves.
[16:01.000 --> 16:05.000]  Most of them will be dead within 5 to 10 years and it'll be no big deal.
[16:05.000 --> 16:08.000]  Just like they say it's the law to take Gardasil shots when it's not.
[16:08.000 --> 16:14.000]  They admit in the trials it killed a bunch of people. It's killed a bunch of people after and they said we don't care.
[16:14.000 --> 16:18.000]  We're going to inject boys as well, not just girls.
[16:18.000 --> 16:23.000]  They're going to announce that, yeah, we shoot up Guatemalan kids with live syphilis telling them it's vaccines.
[16:23.000 --> 16:26.000]  Now, take your shots.
[16:26.000 --> 16:31.000]  See, it's a big open secret that we're all being soft killed.
[16:31.000 --> 16:38.000]  And it's now, not even an open secret, it's out in the open that, oh, the solution to all our problems is a global government
[16:38.000 --> 16:41.000]  run by the very banks that have engineered all this.
[16:41.000 --> 16:52.000]  You look at Goldman Sachs, JP Morgan and others, Warren Buffett and his outfit, Wells Fargo, one of the big six, Bank of America,
[16:52.000 --> 16:58.000]  they all fund eugenics and abortion and they fund it all.
[16:58.000 --> 17:07.000]  Bill Gates funds it. I mean, they're just all there and they're out in the open with it.
[17:07.000 --> 17:16.000]  And all we've got to do is wake up from the trance and say, you know what, this is not acceptable.
[17:16.000 --> 17:27.000]  This is not kosher. This is not something that's going to fly.
[17:27.000 --> 17:32.000]  How would you say it in Spanish? What's the equivalent of saying it's not okay?
[17:32.000 --> 17:43.000]  In Spanish, what's the term for that? No bueno. No bueno. This is no bueno.
[17:43.000 --> 17:51.000]  All right, I'm done pontificating on this subject. We got Dr. Paul Craig Roberts coming up in about 13, 14 minutes.
[17:51.000 --> 17:59.000]  You know, I got up this morning, enter about two hours sleep, and I read the news and it just confirms everything.
[17:59.000 --> 18:04.000]  I mean, look, the Federal Reserve is having a celebration tomorrow at Jekyll Island, Georgia,
[18:04.000 --> 18:14.000]  openly bragging about their takeover of the United States and how they hatched the plan 100 years ago in 1910.
[18:14.000 --> 18:18.000]  That's up on infowars.com and prisonplot.com from Business Insider.
[18:18.000 --> 18:21.000]  We've got the announcement. They're killing the dollar. We've got it all.
[18:21.000 --> 18:29.000]  And I wanted to get into what QE2 means with Ted Anderson ahead of Dr. Paul Craig Roberts coming on with us.
[18:29.000 --> 18:32.000]  But first off, Ted Anderson, we're about to go to break here in a moment.
[18:32.000 --> 18:37.000]  Where is gold and silver right now? I know gold was up over $35 last time I checked.
[18:37.000 --> 18:42.000]  Silver was surging. Where is it right now, Ted?
[18:42.000 --> 18:52.000]  Well, gold right now is at $13.7880, seeing a high today of $13.8540. Silver, right now $25.63 an ounce,
[18:52.000 --> 18:58.000]  seeing a high today of $25.75. Alex, that's as high as we've ever seen it going all the way back.
[18:58.000 --> 19:04.000]  I've had the experience to see it at $50 an ounce just because I was in the business in 1980.
[19:04.000 --> 19:06.000]  But this is as high as...
[19:06.000 --> 19:12.000]  $50 for a little while and then the other previous high was $25, correct?
[19:12.000 --> 19:17.000]  That is right. I mean, Alex, it is just, you know, well, QE2, you want to talk about that.
[19:17.000 --> 19:24.000]  How about $75 billion of new money coming in to compete with what we've earned and what we've saved for,
[19:24.000 --> 19:30.000]  you know, competing for what we are going to earn all the way up till June 2011?
[19:30.000 --> 19:32.000]  And they're saying that they're not going to stop at that.
[19:32.000 --> 19:37.000]  I mean, that's $600 billion of printing press money.
[19:37.000 --> 19:42.000]  I mean, you might as well have a counterfeiter standing behind you every time you're trying to buy something.
[19:42.000 --> 19:47.000]  But it's better than that, Ted. We're going to have to pay all this back with tax money and we don't even get it.
[19:47.000 --> 19:52.000]  The bankers openly get it and they're talking now about a trillion, not $600 billion.
[19:52.000 --> 19:55.000]  It's like, oh, it's going to be $600 billion next day.
[19:55.000 --> 20:00.000]  Oh, actually a trillion. Oh, next week. Oh, actually two trillion. Oh, I mean, it's incredible.
[20:00.000 --> 20:04.000]  In a coming apart world, you need something to keep it tied together.
[20:04.000 --> 20:11.000]  That something is Atwood Rope, the highest quality rope made in the USA from exotic braids for military, rescue,
[20:11.000 --> 20:14.000]  arborist, shipyards, tow line or boating.
[20:14.000 --> 20:18.000]  Quality rope at affordable prices you and your customers can depend on.
[20:18.000 --> 20:21.000]  Find a dealer or shop online at www.atwoodrope.net.
[20:21.000 --> 20:26.000]  Enter promo code radio to receive 100 feet of 550 paracord free with purchase.
[20:26.000 --> 20:30.000]  Atwood Rope, working to keep the world tied together.
[20:56.000 --> 21:00.000]  Secure your future and call 1-800-686-2237.
[21:27.000 --> 21:34.000]  To offer the hard-hitting report that arms you with the truth you need to protect you and your family from the Fed's plans for your hard-earned money.
[21:34.000 --> 21:39.000]  Don't gamble with your future. Call Midas Resources today and ask for your free copy of
[21:39.000 --> 21:46.000]  As Good as Gold, call 1-800-686-2237 for the report the Fed hopes you'll never see.
[21:46.000 --> 21:51.000]  As Good as Gold can be yours by calling 800-686-2237.
[21:51.000 --> 21:55.000]  If you have ever thought about owning gold, you must read this report.
[21:55.000 --> 21:59.000]  Call Midas today at 800-686-2237.
[21:59.000 --> 22:03.000]  You may be arrested and or subject to other police action.
[22:03.000 --> 22:08.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[22:08.000 --> 22:11.000]  It really says that the state is God.
[22:11.000 --> 22:16.000]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[22:16.000 --> 22:23.000]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[22:23.000 --> 22:29.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[22:29.000 --> 22:33.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[22:33.000 --> 22:37.000]  Prepare to enter the secretive world of emergency dictatorship.
[22:37.000 --> 22:43.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[22:43.000 --> 22:47.000]  It's only the beginning of the New World Order's hellish plan.
[22:47.000 --> 22:50.000]  The police state isn't coming. It's here.
[22:50.000 --> 22:58.000]  Secure your copy today at infowars.com or see it online in the highest quality at prisonplanet.tv.
[22:58.000 --> 23:01.000]  Normal blood pressure, naturally. How would that make you feel?
[23:01.000 --> 23:05.000]  I'm Don from New Mexico. January of 2000, I had a heart attack.
[23:05.000 --> 23:13.000]  Then my real health began going downhill and I had high blood pressure, high blood sugar, poor vision and I really wasn't sleeping well.
[23:13.000 --> 23:14.000]  I was a mess pretty much.
[23:14.000 --> 23:17.000]  Don reports dramatic improvements with heart and body extract.
[23:17.000 --> 23:22.000]  I started taking heart and body extract and within a few days I started sleeping a lot better.
[23:22.000 --> 23:28.000]  My blood pressure normalized, my blood sugar normalized and my sleep really did improve.
[23:28.000 --> 23:33.000]  Experience these benefits and more when your body gets what it needs with the assistance of heart and body extract.
[23:33.000 --> 23:38.000]  Order at hbextract.com or call 866-295-5305.
[23:38.000 --> 23:44.000]  That's hbextract.com or call 866-295-5305.
[23:44.000 --> 23:50.000]  Folks, I did not expect this at all. By the 7th, 8th and 9th day I saw dramatic improvements from taking heart and body extract.
[23:50.000 --> 23:57.000]  Details at hbextract.com or call 866-295-5305 for heart and body extract.
[23:57.000 --> 24:17.000]  So the private Federal Reserve, who has enriched itself in the last 97 years, hatched the plan 100 years ago at Jekyll Island.
[24:17.000 --> 24:19.000]  And they're very proud of themselves.
[24:19.000 --> 24:27.000]  They're calling it a return to Jekyll Island, the origins, history and future of the Federal Reserve and they're having a celebration.
[24:27.000 --> 24:38.000]  And they're now telling the world that by devaluing the dollar and giving themselves trillions and trillions of our tax money that this is going to fix the economy.
[24:38.000 --> 24:43.000]  But you see how the markets are responding, silver surging, gold surging.
[24:43.000 --> 24:47.000]  Ted Anderson, give us those specific numbers. Where is gold right now?
[24:47.000 --> 24:54.000]  Well, gold currently right now at the moment is at 1380-50. So it went up since the last time right before break.
[24:54.000 --> 25:01.000]  We've had a high today of 1385-40. Silver, a real big winner on this one, 2575.
[25:01.000 --> 25:07.000]  I can't believe we're just blowing right through $25 notes and heading right toward $26 notes.
[25:07.000 --> 25:13.000]  And one of the things, Alex, you got to remember that market peak for gold right now is 1387-35.
[25:13.000 --> 25:19.000]  And right now we're at 1385-40 for a market peak for today.
[25:19.000 --> 25:22.000]  So we're just, you know, dollars behind the last high.
[25:22.000 --> 25:31.000]  I mean, the market, the entire world right now is looking at the United States and going, why should we hold on to their currency?
[25:31.000 --> 25:36.000]  And they're really looking to drop, you know, they want to get out of their U.S. dollar investments.
[25:36.000 --> 25:43.000]  It's sad because, you know what, Alex, in 1986 I traveled through Europe and you could use a dollar to buy anything.
[25:43.000 --> 25:48.000]  And now foreigners are trying to get away from this currency. You know what else is really crazy?
[25:48.000 --> 25:56.000]  The Mexicans right now are having problems because their currency is rising against the U.S. dollar, so their exports business is going down.
[25:56.000 --> 26:02.000]  I mean, who would have ever thought the United States dollar would be doing more poorly than the Mexican peso?
[26:02.000 --> 26:11.000]  Well, later, Chad, I'm going to go over an excellent report, nine reasons why quantitative easing is bad for the U.S. economy.
[26:11.000 --> 26:18.000]  It's up on infowars.com. It's from the great blog, The Economic Collapse.
[26:18.000 --> 26:21.000]  And we're going to go over these issues with Dr. Paul Craig Roberts.
[26:21.000 --> 26:31.000]  But I wanted you in the few minutes that we've got left here because this is an ongoing process as gold and silver just continues to go up month to month.
[26:31.000 --> 26:35.000]  Sometimes they drive it down, but it always pops up like that beach ball higher than before.
[26:35.000 --> 26:39.000]  If you look at the six-month, the year graphs, it's going straight up.
[26:39.000 --> 26:47.000]  And you do have gold and silver that you bought when it was lower, but you told me just a few days ago that prices are about to go up.
[26:47.000 --> 26:52.000]  So please tell the listeners today's Midas Resources special radio offers.
[26:52.000 --> 26:59.000]  Well, the best special that I have right now, Alex, and this price hasn't gone up, is you're offering me three of your videos.
[26:59.000 --> 27:01.000]  I'm putting three silver dollars with it.
[27:01.000 --> 27:03.000]  You got three silver dollars. You got three videos.
[27:03.000 --> 27:05.000]  That's the Obama deception.
[27:05.000 --> 27:09.000]  Follow the Republic and Endgame all tied together in a package.
[27:09.000 --> 27:11.000]  You also get three silver dollars.
[27:11.000 --> 27:18.000]  And those are original videos, new in the plastic, and you get the whole thing for $84 delivered.
[27:18.000 --> 27:20.000]  That price is going to have to go up.
[27:20.000 --> 27:21.000]  $84?
[27:21.000 --> 27:23.000]  I'm sorry. Let me take a look here.
[27:23.000 --> 27:25.000]  It's $87, Ted.
[27:25.000 --> 27:27.000]  $87. You're right. Yeah.
[27:27.000 --> 27:35.000]  Just to be clear, that's the cost. That's a great deal on three silver dollars, $87.
[27:35.000 --> 27:39.000]  I mean, try finding it for a lower price. That's a very good price.
[27:39.000 --> 27:46.000]  And then you get a $60 value of three of my most powerful films on top of it for free.
[27:46.000 --> 27:50.000]  So you can look at it either way, but we did the math the other day.
[27:50.000 --> 28:03.000]  That's a hundred and almost $60 value for $87. And that includes the shipping 800-686-2237-800-686-2237.
[28:03.000 --> 28:05.000]  A lot of people say, well, look, I don't have the money to buy gold.
[28:05.000 --> 28:08.000]  A fifth of an ounce, a quarter of an ounce.
[28:08.000 --> 28:12.000]  Ted's got great deals on sovereigns, francs, you name it.
[28:12.000 --> 28:17.000]  But silver, anybody can buy a silver half dollar.
[28:17.000 --> 28:21.000]  I know you've got a great deal on those. Ted, tell us about the silver half dollars.
[28:21.000 --> 28:23.000]  Yeah, that's the walking liberty half there at 1177.
[28:23.000 --> 28:27.000]  I mean, when it really comes down to it, people need to spread the message.
[28:27.000 --> 28:30.000]  People need to be educated so we can win elections.
[28:30.000 --> 28:36.000]  I mean, look at, we had Ron Paul and Rand Paul elected to Congress just because of the fact that we're supporting them.
[28:36.000 --> 28:43.000]  It's this grassroots effort of what we're doing that gets them elected and possibly we can turn around the system.
[28:43.000 --> 28:48.000]  People need to get these videos, hand them out in the process, get some real silver dollars.
[28:48.000 --> 28:54.000]  This is the silver dollar that the people fought for during the 1700s so we could have this free nation.
[28:54.000 --> 28:56.000]  And this is what they said had to be money.
[28:56.000 --> 29:06.000]  And for some reason, we got away from this constitutional money, and now we have this fiat system, which is coming to the end of its life.
[29:06.000 --> 29:16.000]  Absolutely. Let me give people the number for gold and silver great prices and that deal to get three silver dollars and three of my most powerful films for $87.
[29:16.000 --> 29:19.000]  That includes shipping, ladies and gentlemen, that's off the charts.
[29:19.000 --> 29:21.000]  Ted is losing money on this.
[29:21.000 --> 29:27.000]  800-686-2237, 800-686-2237.
[29:27.000 --> 29:31.000]  But I get a lot more than three silver dollars, folks.
[29:31.000 --> 29:36.000]  800-686-2237.
[29:36.000 --> 29:40.000]  Ted, I really appreciate you coming on. We'll talk to you as this unfolds.
[29:40.000 --> 29:41.000]  Yep.
[29:41.000 --> 29:45.000]  Gold and silver shooting up right now, 800-686-2337.
[29:45.000 --> 29:48.000]  They're killing the dollar, folks. Stay with us.
[29:50.000 --> 29:54.000]  We're on the march. The empire's on the run.
[29:54.000 --> 29:57.000]  Alex Jones and the GCN Radio Network.
[29:57.000 --> 30:06.000]  Alex told you the government announced recently that the recession is over. It ended on June of 2009.
[30:06.000 --> 30:09.000]  The millions of Americans unable to find work might not agree.
[30:09.000 --> 30:15.000]  Perhaps the recession ended for the bankers and government employees, but for the rest of us, things seemed to be getting worse.
[30:15.000 --> 30:20.000]  Gold and silver haven't heard the news either. They've begun their long expected journey to the moon.
[30:20.000 --> 30:27.000]  In addition to converting your shrinking dollars into gold and silver, you should consider a food savings account from eFoodsDirect.
[30:27.000 --> 30:29.000]  They both make fabulous investments.
[30:29.000 --> 30:34.000]  Food is our greatest dependency, and we know it will be more precious than any financial resource.
[30:34.000 --> 30:40.000]  You and your family need food to survive a crisis, and you can't eat paper, stocks, or metals.
[30:40.000 --> 30:45.000]  Alex has been urging you to invest in delicious, easy-fix meals to enjoy now or save for long term.
[30:45.000 --> 30:48.000]  This will freeze the cost to your food while you can still afford it.
[30:48.000 --> 30:54.000]  Visit eFoodsDirect.com on the internet, or call 800-409-5633.
[30:54.000 --> 31:19.000]  That's eFoodsDirect.com, or 800-409-5633.
[31:24.000 --> 31:30.000]  This documentary exposes how the continuity of government program has established an old, powerful shadow state.
[31:30.000 --> 31:34.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[31:34.000 --> 31:38.000]  Prepare to enter the secretive world of emergency dictatorship.
[31:38.000 --> 31:44.000]  Body scanners, sound cameras, citizen spies, staged terror, and cameras on every street corner.
[31:44.000 --> 31:48.000]  It's only the beginning of the New World Order's hellish plan.
[31:48.000 --> 31:51.000]  The police state isn't coming. It's here.
[31:51.000 --> 31:58.000]  Secure your copy today at infowars.com, or see it online in the highest quality at prismplanet.tv.
[32:22.000 --> 32:31.000]  Get a free, detailed catalog by calling 800-340-7091, or see them online at 5starsoap.com, or infowars.com.
[32:31.000 --> 32:35.000]  Let's talk to the owner of 5star soap, Marty Schachter, and see what he has to say.
[32:35.000 --> 32:53.000]  As founder and owner for over 63 years, people keep asking me, how's business? I'm happy to say our business is going down the drain.
[32:53.000 --> 33:07.000]  5starsoap.com, providing a one to two month soap sampler. Thank you.
[33:07.000 --> 33:19.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[33:19.000 --> 33:26.000]  Well, the Federal Reserve signaled a few years ago that they were going to start accelerating the monetization of debt.
[33:26.000 --> 33:33.000]  And I can think of no better expert to have on than somebody who's been listed by Forbes and many other publications.
[33:33.000 --> 33:41.000]  There's one of the most ten most influential economists in the last 100 years, Dr. Paul Craig Roberts,
[33:41.000 --> 33:47.000]  former head of policy at the Treasury, father of Reaganomics, Wall Street Journal editor, formerly bestselling author.
[33:47.000 --> 33:50.000]  And let me read a few of these headlines before we go to him.
[33:50.000 --> 33:56.000]  U.S. Federal Reserve latest bubble threatens mayhem. That's the London Telegraph.
