[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[03:06.000 --> 03:15.000]  Paul Mitchell and also Petrone Tequila, a truly self-made guy who was once homeless after he got out of the Navy.
[03:15.000 --> 03:21.000]  And he said, you know what, Obama, people don't need to not hire, but yeah, it's going to hurt the economy.
[03:21.000 --> 03:28.000]  It's a Forbes article because Obama is raising taxes, not on the rich, but middle class and poor with the payroll taxes.
[03:28.000 --> 03:33.000]  But he said, you know what, I hope he wakes up that it's going to hurt the economy and comes to Jesus.
[03:33.000 --> 03:36.000]  You know, I know he doesn't really want to hurt America on purpose.
[03:36.000 --> 03:41.000]  Now either this gentleman is naive or that's a diplomatic way of saying it.
[03:41.000 --> 03:48.000]  They want you poor, except for the select insiders that are tax exempt, like the Facebook pump and dump.
[03:48.000 --> 03:53.000]  It's not enough the government let them do a pump and dump that no one else could be allowed to do because it's insider.
[03:53.000 --> 03:58.000]  And they attended Bilderberg Group, Zuckerberg and others.
[03:58.000 --> 04:08.000]  It's that now they're basically being given tax forgiveness on the profits from the pump and dump 2012.
[04:08.000 --> 04:13.000]  And it's the same thing with trillions of dollars outside the country that's tax exempt.
[04:13.000 --> 04:18.000]  They allow the select corporations to bring it back in basically tax free.
[04:18.000 --> 04:21.000]  And it's incredible. I mean, you could be a self made billionaire.
[04:21.000 --> 04:24.000]  You're going to pay around 40% federal tax a year.
[04:24.000 --> 04:32.000]  But if you're an insider, if you're part of the good old boy club, you're not going to have any place at that table.
[04:32.000 --> 04:38.000]  And the globalists at a certain point aren't going to let you be self made.
[04:38.000 --> 04:45.000]  Like the gentleman that created Paul Medchill and Patrone, Tequila and so much more.
[04:45.000 --> 04:47.000]  And it started dozens of other successful businesses.
[04:47.000 --> 04:50.000]  All right, we come back. We'll get to the latest on the asteroid.
[04:50.000 --> 04:54.000]  And leading geneticists, human intelligence is slowly declining.
[04:54.000 --> 04:59.000]  Who urges vigilance of renew SARS virus?
[04:59.000 --> 05:08.000]  It's no secret that pathogens such as bacteria, viruses, moles and fungus can inflict severe damage in the human body.
[05:08.000 --> 05:12.000]  Fortunately, a new and vastly improved silver solution has been developed.
[05:12.000 --> 05:23.000]  Supernatural silver is a revolutionary broad spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[05:23.000 --> 05:36.000]  Supernatural silver is unique and superior to colloidal and ionic silvers using a patented technology that is highly effective against coals, flus, infections, food poisoning and yeast, in addition to many other pathogens.
[05:36.000 --> 05:45.000]  Supernatural silver is scientifically supported, extremely safe and is the number one choice of thousands of people for immune system support.
[05:45.000 --> 05:54.000]  Find out how supernatural silver could change your life. Go to supernaturalsilver.com and use the promo code healthy for 20% off.
[05:54.000 --> 06:21.000]  That's supernaturalsilver.com and like us on Facebook.
[06:21.000 --> 06:26.000]  We are locked and loaded. We are live. Launch.
[06:26.000 --> 06:43.000]  It is someday the 17th day of February 2013. I am your host Alex Jones, the founder of Oath Keepers Constitutional Yale award-winning constitutional lawyer and former Army paratrooper Stuart Rhodes, the founder of Oath Keepers.
[06:43.000 --> 06:51.000]  Thank you for joining us in the second hour to break down not one, not two, not three, not four, not five, not six, not seven, not eight, not nine, not ten.
[06:51.000 --> 07:01.000]  Fourteen states and I've got a list of them here have introduced legislation to ban physically all semi-autos and make you hand them in.
[07:01.000 --> 07:10.000]  And it has the full democratic party behind them from Missouri to New York state to Washington state.
[07:10.000 --> 07:26.000]  Those are just a few of them. California, you name it. And we have a bizarro clip, bizarro, because they're so honest about it, with a major police chief leading a press conference in California saying because of the alleged, I mean, I think he was probably behind it because they burned him up.
[07:26.000 --> 07:33.000]  You'll never know. Chris Dorner rampage that the citizens should have older guns taken because only the government should have guns.
[07:33.000 --> 07:41.000]  And it's just bizarre they'd be so honest about it. But again, they play that double game of you're a conspiracy theorist if you say we want your guns.
[07:41.000 --> 07:46.000]  But at the same time, we do want your guns and we're going to take them.
[07:46.000 --> 07:51.000]  And there's also a article out of the Associated Press. It was carried by Fox News, you name it.
[07:51.000 --> 08:08.000]  Why is the Department of Homeland Security buying so many bullets? And it says online rumors about big government munitions purchases are true, sort of. And it goes in to say the conspiracy theorist Alex Jones, who's just crazy.
[08:08.000 --> 08:16.000]  He says they're buying the bullets. Well, it's true, but it's no big deal. And so he's discredited. And they never say how I'm discredited.
[08:16.000 --> 08:26.000]  And then I have Atlantic magazine going. Alex Jones said that the US was attacking Russia with the meteorite that hit Friday morning.
[08:26.000 --> 08:31.000]  The meteor that came into the atmosphere and Alex Jones is discredited.
[08:31.000 --> 08:48.000]  And they linked to an article carried by DrudgeReport.com that clearly we were saying rumors and reports that the US attacked Russia and that Russia shot it down spread. And we go on to say we believe it's a piece of the stone meteorite.
[08:48.000 --> 09:03.000]  Was it DA-14 that went by? DA-14. And that it was not a weapons attack on Russia. So we write an article reporting on what's all over the Russian news.
[09:03.000 --> 09:11.000]  We post it. It goes viral. One of the biggest stories on Friday, according to the sites that track that. I'm going to cover that later on the list here.
[09:11.000 --> 09:19.000]  And then they just tell their readers, Alex Jones said this and Alex Jones is discredited when we said the opposite.
[09:19.000 --> 09:30.000]  And more and more, the propaganda against us doesn't even make sense unless you think your readers have IQs below a room temperature.
[09:30.000 --> 09:41.000]  And of course, 76 is room temperature. 76 is also considered mentally retarded. And that's how they treat their readers and it's very insulting.
[09:41.000 --> 09:46.000]  But I guess it's working. I mean, because some people are still buying into this.
[09:46.000 --> 10:03.000]  But I mean, I've got like five articles today where mainstream media, and I don't want to spend the whole show defending myself, but when it's illustrative, when it can be constructive to show people how establishment propaganda organs and systems work.
[10:03.000 --> 10:11.000]  I mean, it's just amazing. Oh, look at Alex. Yeah, he said that the US attacked Russia.
[10:11.000 --> 10:18.000]  And then the article in question, we were saying that it was clearly a spur from DA 14.
[10:18.000 --> 10:28.000]  And there were other fireballs that came in over California over areas of Cuba, obviously stone meteorites in the daytime.
[10:28.000 --> 10:39.000]  I've been an amateur astronomer for a long time. The big rocks come in, they heat up, they have gas inside the rock, they explode, and then shoot a bunch of little pieces down that injured over a thousand people in Russia.
[10:39.000 --> 10:46.000]  It's just so bizarre to have an article saying the Russian government, one member saying the US attacked them.
[10:46.000 --> 10:55.000]  They're also saying it was a weapons test. You know, this appears to be a stone meteorite coming in, probably a spur of DA 14.
[10:55.000 --> 11:09.000]  Generally, when large asteroids get knocked out of the asteroid belt or further out the Kuiper belt, some other comment or large object hitting them cause them to be ejected on their trajectory and normally carry other rocks from the initial impact with them.
[11:09.000 --> 11:16.000]  That's just standard astronomy from the top astronomers we've interviewed like Shoemaker and Levy and others.
[11:16.000 --> 11:25.000]  We write a well balanced article and I cover it on the radio and now I said, well, it's like they say that I said the end of the world was 2012.
[11:25.000 --> 11:33.000]  I spent 15 years of 17 years on air being asked about that as a real pet peeve by listeners getting mad at me because I didn't think it'd be the end of the world.
[11:33.000 --> 11:37.000]  And then they still run news articles everywhere saying I said to be the end of the world.
[11:37.000 --> 11:47.000]  And again, they know that's not my position. This isn't about Alex Jones. This is about the establishment media thinking you are stupid.
[11:47.000 --> 11:55.000]  That's what they think. I don't think you're stupid. So we just lay the facts out here as best as I've researched them and understand them.
[11:55.000 --> 12:06.000]  It doesn't mean I'm right about everything, but my analysis is pretty darn dead on and then it's up to you to do an analysis of what I'm covering from your own perspective and the side of I'm overall accurate or not.
[12:06.000 --> 12:10.000]  Okay, I don't condescend down to you.
[12:10.000 --> 12:18.000]  Now, let me tell you what's coming up on the broadcast today. I really want to spend the first few segments on the economy because it's a big deal.
[12:18.000 --> 12:32.000]  And we can fix the economy, but I was reading a what made me do this. I was reading a Forbes article that was quoting a speech that the true entrepreneur founder of Paul Mitchell and Patrone Tequila.
[12:32.000 --> 12:38.000]  A guy that was homeless and pulled himself about his bootstraps with good ideas.
[12:38.000 --> 12:44.000]  He was saying, you know, I hope Obama doesn't keep raising taxes. It will impoverish people and shut down the economy.
[12:44.000 --> 12:53.000]  I don't think Obama's bad. I just think he needs to wake up and come to Jesus financially and realize that lower taxes does create more jobs.
[12:53.000 --> 12:58.000]  And either he's ignorant, which I doubt or he's being diplomatic and I'm sorry, it's not going to work anymore.
[12:58.000 --> 13:07.000]  The people running the Democratic Party want monopolies and are run by foreign megabanks that can create all the derivative fiat money they ever want.
[13:07.000 --> 13:20.000]  And they're in competition against the systems of true free market that empowered interesting creative minds like John Paul DeGioria.
[13:20.000 --> 13:28.000]  So I'm going to be going over that when we come back from the break because it makes me angry to see our economy shut down.
[13:28.000 --> 13:34.000]  It makes me angry to know that the payroll tax of people making $22,000.
[13:34.000 --> 13:39.000]  That guys, you queue up Obama promising not to raise the payroll tax on anybody under a quarter million a year.
[13:39.000 --> 13:44.000]  And then we have the articles where people making $22,000 a year more had the payroll tax raised.
[13:44.000 --> 13:52.000]  And you may be making half a million dollars a year and you're like, oh, what's the big deal? $60 out of every paycheck for somebody making $22,000 a year.
[13:52.000 --> 14:03.000]  Somebody making $22,000 a year hanging on not going on welfare and food stamps, hanging on working two, three jobs, busting their butt, counting every cent.
[14:03.000 --> 14:08.000]  There goes grocery money, folks, forget going out to eat, forget going and buying new shoes.
[14:08.000 --> 14:15.000]  It impoverishes them $120 a month, $60 on average. It's about $61 per pay period.
[14:15.000 --> 14:18.000]  It is a brutal assault.
[14:18.000 --> 14:24.000]  So when I see some poor woman pulled over with four kids in her car in a broke down car and a cop's rotten or a ticket,
[14:24.000 --> 14:33.000]  I get a nauseous feeling because all the big multi-billionaire globalist who aren't like the creator, Paul Mitchell,
[14:33.000 --> 14:37.000]  who got their money from insider government contracts and monopoly deals.
[14:37.000 --> 14:44.000]  That's how most billionaires like Carlos Slim and Mexico and others made their money out of a cell phone monopoly given to him.
[14:44.000 --> 14:52.000]  People like that absolutely are at odds with those of us that want to paint an oil painting and go sell it.
[14:52.000 --> 14:55.000]  You know, when I was in college, I went and sold paintings on the street.
[14:55.000 --> 14:57.000]  I said, I'm going to go do the true entrepreneurial thing.
[14:57.000 --> 15:04.000]  And people actually came to me on 6th Street and I got a little art showing and I made some connections and suddenly I was selling paintings for $3,000, $4,000 a piece.
[15:04.000 --> 15:10.000]  And I didn't even have time. I was already successful oil painting and had to quit to fight the New World Order.
[15:10.000 --> 15:14.000]  I guarantee you, I would have galleries all over the country, ladies and gentlemen.
[15:14.000 --> 15:23.000]  I'd be selling paintings for $100,000 a piece right now, but I'm fighting the New World Order in a built-in media system that reaches 3 million people plus a day.
[15:23.000 --> 15:30.000]  And you know how frustrating it is to sit there and research the taxes and the regulations and all the garbage.
[15:30.000 --> 15:34.000]  When you come back, I'm going to play that Obama clip.
[15:34.000 --> 15:42.000]  You know how frustrating it is to watch Obama poses a liberal and then to watch libertarians and self-made men go, oh, he must just be ignorant.
[15:42.000 --> 15:48.000]  Obama, you're going to hurt people. Hey, John Paul DeGioria, let me explain something.
[15:48.000 --> 15:52.000]  You're not a bad person, so you don't imagine people are evil, okay?
[15:52.000 --> 15:58.000]  Obama and his controllers are evil. They want to bankrupt and make us poor and depend on government, okay?
[15:58.000 --> 16:00.000]  We'll be back.
[16:28.000 --> 16:35.000]  To establish an old, powerful shadow state, Police State 4 chronicles the sickening depths to which our republic has fallen.
[16:35.000 --> 16:39.000]  Prepare to enter the secretive world of emergency dictatorship.
[16:39.000 --> 16:45.000]  Body scanners, sound cameras, citizen spies, staged terror and cameras on every street corner.
[16:45.000 --> 16:49.000]  It's only the beginning of the New World Order's hellish plan.
[16:49.000 --> 16:52.000]  The police state isn't coming. It's here.
[16:52.000 --> 16:59.000]  Get your copy today at infowars.com or see it online in the highest quality at PrismPlanet.tv.
[17:23.000 --> 17:27.000]  For removal of fluoride and other heavy metals, all in one filter element.
[17:27.000 --> 17:33.000]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code water.
[17:33.000 --> 17:41.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[17:41.000 --> 17:48.000]  ammonia and chlorine, hydrofluorosilic acid, the most common form of fluoride not covered by other fluoride filter brands,
[17:48.000 --> 17:55.000]  and sodium hexafluorosilicate. Get your pro pure with the new pro one filters today at infowarstore.com
[17:55.000 --> 17:59.000]  or by calling 888-253-3139.
[17:59.000 --> 18:02.000]  Alex Jones here with a message to fellow freedom lovers.
[18:02.000 --> 18:07.000]  The prognosis for the entire planetary economic system runs from bad to worse.
[18:07.000 --> 18:15.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[18:15.000 --> 18:20.000]  That's why we've assembled the most vital and important preparedness items at infowarshop.com.
[18:20.000 --> 18:24.000]  These are items that I did research on that I personally use.
[18:24.000 --> 18:29.000]  You've got the life straw so you can turn fetid water into safe water anywhere you go.
[18:29.000 --> 18:35.000]  The K-Tor hand crank generator to charge up key equipment during power outages or out in the field.
[18:35.000 --> 18:38.000]  Strategic relocation third edition by Joel Scousum.
[18:38.000 --> 18:45.000]  When disaster strikes by Matthew Stein, they're a safe use by Homeland Security to protect yourself during any radiological event.
[18:45.000 --> 18:48.000]  Hand crank shortwave AMFM radios.
[18:48.000 --> 18:53.000]  Everything that we've researched and found to be the best is available at infowarshop.com
[18:53.000 --> 18:55.000]  and your purchase makes our info war possible.
[18:55.000 --> 18:59.000]  We're getting prepared. Are you infowarshop.com?
[19:01.000 --> 19:07.000]  If you want an American company with American products made by Americans,
[19:07.000 --> 19:10.000]  here is the Cal Bend Soap Company.
[19:10.000 --> 19:14.000]  Alex and his staff have used these pure soap products for years.
[19:14.000 --> 19:21.000]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[19:21.000 --> 19:29.000]  See them on the web at 5starsope.com or call 800-340-7091 for a free catalog.
[19:29.000 --> 19:35.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now
[19:35.000 --> 19:40.000]  or save big with a one to two year supply of soaps for all your cleaning needs.
[19:40.000 --> 19:42.000]  This is an amazing deal.
[19:42.000 --> 19:47.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[19:47.000 --> 19:55.000]  See them on the web at 5starsope.com or call 800-340-7091 for a free catalog.
[19:55.000 --> 19:59.000]  Cal Bend Soap Company
[20:01.000 --> 20:04.000]  Coast to coast, direct from Austin.
[20:04.000 --> 20:09.000]  You're listening to the Alex Jones Broadcasting Network.
[20:09.000 --> 20:21.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[20:27.000 --> 20:32.000]  Coming up, we're going to get into the close mess with the Meteorite DA-14.
[20:32.000 --> 20:35.000]  We're going to break down the incredible assaults on the Second Amendment.
[20:35.000 --> 20:39.000]  Drones now officially taking to the skies in the US.
[20:39.000 --> 20:46.000]  LA Times has revealed the American people, including large Pentagon funded and directed predators and reapers.
[20:46.000 --> 20:49.000]  Thought I was a conspiracy theorist telling you a decade ago that was coming.
[20:49.000 --> 20:56.000]  Actually, I just read Army Times and the Defense Quarterly publications and what MIT was saying.
[20:56.000 --> 20:59.000]  Just thought I'd warn you, but again, it's bad to be informed.
[20:59.000 --> 21:00.000]  I forgot.
[21:00.000 --> 21:02.000]  The establishment will just call you a conspiracy theorist.
[21:02.000 --> 21:06.000]  I mean, if you said 10,000 years ago, hey, let's create a wheel.
[21:06.000 --> 21:08.000]  It'll be easier to actually roll stuff on it.
[21:08.000 --> 21:14.000]  They'd probably call you a conspiracy theorist, but that's just a way to get you to sit down and shut up and be lazy.
[21:14.000 --> 21:18.000]  Jupiter's Europa Moon likely is to have life on it.
[21:18.000 --> 21:21.000]  New images of that, we're going to be going over here.
[21:21.000 --> 21:25.000]  For the radio audience, we have it all linked up at infowars.com.
[21:25.000 --> 21:39.000]  We're also going to get to several other extremely important reports on a host of issues.
[21:39.000 --> 21:40.000]  It's really weird.
[21:40.000 --> 21:42.000]  We've just changed the studio around.
[21:42.000 --> 21:45.000]  I'm getting audio from in there out here.
[21:45.000 --> 21:51.000]  It's really wild, really interesting whenever the new changes are on some of these new computers down here on the floor.
[21:51.000 --> 21:57.000]  Okay, let's go ahead and get into the economy here.
[21:57.000 --> 22:00.000]  Let's go ahead and break this down.
[22:00.000 --> 22:10.000]  America's financial downfall, citizens now desperately raiding their 401k plans to pay bills long before retirement.
[22:10.000 --> 22:15.000]  And let's go ahead and play that clip of Obama.
[22:15.000 --> 22:25.000]  This is Obama four years ago during the campaign saying he wouldn't raise any taxes on people that made under $250,000 a year,
[22:25.000 --> 22:30.000]  but they've raised payroll taxes on people making below $30,000 a year even.
[22:30.000 --> 22:34.000]  And they've raised all these other taxes that get passed on to consumers.
[22:34.000 --> 22:36.000]  And here's the CNBC headline.
[22:36.000 --> 22:45.000]  Higher taxes put the bankers on, that put the brakes on retail spending, higher taxes put the brakes on retail spending,
[22:45.000 --> 22:52.000]  central banks by the most goals since 1964, house moves to extend pay freezes for fed workers,
[22:52.000 --> 22:56.000]  U.S. business innovators tick higher, but missed forecast.
[22:56.000 --> 22:59.000]  That's just some of the news that we're going to be going over.
[22:59.000 --> 23:04.000]  But the point is, this is a designed implosion of our economy.
[23:04.000 --> 23:06.000]  Let's get out of that club.
[23:06.000 --> 23:09.000]  And I can make a firm pledge under my plan.
[23:09.000 --> 23:18.000]  No family making less than $250,000 a year will see any form of tax increase.
[23:18.000 --> 23:26.000]  Not your income tax, not your payroll tax, not your capital gains taxes, not any of your taxes.
[23:26.000 --> 23:28.000]  And I can make a firm pledge.
[23:28.000 --> 23:30.000]  Let's play it again.
[23:30.000 --> 23:38.000]  No family making less than $250,000 a year will see any form of tax increase.
[23:38.000 --> 23:46.000]  Not your income tax, not your payroll tax, not your capital gains taxes, not any of your taxes.
[23:46.000 --> 23:54.000]  Okay, so let's go ahead now and just go over some of the headlines I have here just from today on this Sunday edition.
[23:54.000 --> 24:00.000]  We also have the weekday broadcast, 12 noon Eastern audio feeds at infowars.com.
[24:00.000 --> 24:02.000]  America's financial downfall.
[24:02.000 --> 24:08.000]  Citizens now desperately rating 401K plans to pay bills long before retirement.
[24:08.000 --> 24:14.000]  And coming up, I have Alan Greenspan saying, don't worry on CNBC Friday.
[24:14.000 --> 24:16.000]  Don't worry about the rest of the economy.
[24:16.000 --> 24:18.000]  Only the stock market matters.
[24:18.000 --> 24:25.000]  Really, don't, yeah, don't worry about small businesses, don't worry about mom and pops, don't worry about the average population's income.
[24:25.000 --> 24:37.000]  Just worry about a bunch of global corporations that are too big to fail and who make the profits private but make the losses public.
[24:37.000 --> 24:46.000]  In chronic slow economic growth and rising poverty, right, JDAs and natural nose, the new normal for America and Americans,
[24:46.000 --> 24:50.000]  unfortunately for an increase in number of people, the answer is yes.
[24:50.000 --> 24:54.000]  Chronic slow economic growth that doesn't even keep up with inflation.
[24:54.000 --> 24:58.000]  So that's actually poverty, my friends, being expanded.
[24:58.000 --> 25:10.000]  According to recent reports, a large and growing portion of American workers who are having trouble making ends meet because of rising costs are being forced to raid their retirement accounts for non-retirement needs.
[25:10.000 --> 25:19.000]  And it just goes over the different links to mainstream news articles, breaking that down out of USA Today and others.
[25:19.000 --> 25:31.000]  And what you have is worldwide all the major governments, China, Japan, the United States, Germany, France, England, they're all coordinatedly devaluing their currencies.
[25:31.000 --> 25:39.000]  And here's the headline of the London Independent, G20 Summit to focus on currency war, threat to economy.
[25:39.000 --> 25:51.000]  Japan's aggressive attempts to spur on its struggling economy were set to escape censure from the G20 nations today as bickering in Moscow kept alive fears of a currency war.
[25:51.000 --> 25:57.000]  France's ministers, the G20 gathering, are understood to have pulled back from an explicit criticism of Japan.
[25:57.000 --> 26:06.000]  This prime minister has embarked on a huge program of monetary and fiscal stimulus to jumpstart the world's third largest economy out of its third recession in five years.
[26:06.000 --> 26:13.000]  Folks, Japan has kept a stiff upper lip, but they have been in a depression since the 90s.
[26:13.000 --> 26:24.000]  And again, it megabanks created all this fiat derivatives to buy up real estate and companies worldwide with the fraudulent paper that would make Bernie Madoff blush.
[26:24.000 --> 26:30.000]  Then, when it all went down, they had the public prop it up.
[26:30.000 --> 26:37.000]  In the mid-1990s, early 1990s, but it got bad by the mid-1990s, they've been in recession slash depression since then.
[26:37.000 --> 26:45.000]  It started 20 plus years ago, it's been intense for 15 years, and Japan has never come out of it. It's not designed to come out of it.
[26:45.000 --> 26:58.000]  The insiders sign you on, whether you're in Iceland, whether you're in Greece, whether you're in Portugal, whether you're in Spain, whether you're in Japan, whether you're in Argentina, whether you're in Nigeria, whether you're in Brazil.
[26:58.000 --> 27:08.000]  They create a mega debt, sign you on to it, point at the small number of the public that are on welfare, who will go out and ride if they don't get it, as where the debt came from.
[27:08.000 --> 27:19.000]  And it doesn't matter if the entire entitlement and national debt system is less than 9% globally of the derivatives that we've been signed on to.
[27:19.000 --> 27:29.000]  Of the real debt out there, it's about 9% of the 90 plus percent, we're told that we're lazy, we don't work enough, the head of the IMF remember last year said,
[27:29.000 --> 27:37.000]  Greeks aren't working enough, six days a week, you know, or more is what you need to do, you're lazy, and it's all made up folks, they're not lazy.
[27:37.000 --> 27:45.000]  It's all made up for living in a high-tech industrial world, like we do here in North America or in places in Europe.
[27:45.000 --> 27:58.000]  We should be working even less, but the system's been designed to siphon it off, not so the elite can have bigger palaces, but so they can burn that money by signing it on, burn that energy.
[27:58.000 --> 28:08.000]  See, when you're a wealthy high-tech global system, it empowers people, they're not beholden to government, they're not beholden to special interests, they can't be bought cheaply.
[28:08.000 --> 28:23.000]  So you wreck capital by extracting it from the producers, giving it to central banks who have unlimited fake currency they can create, who then destroy wealth, your wealth to make their fiat valuable.
[28:23.000 --> 28:37.000]  That's why just in the U.S. alone, $85 billion a month is taken just in the QE3 funding starting last year and shoved directly into derivatives that have already been written off in triage.
[28:37.000 --> 28:46.000]  It's not even to prop up the bankers. You're told, well, they're holding this hostage too big to fail. They're shoving it into a black hole to impoverish you.
[28:46.000 --> 29:08.000]  As George Washington said, the power to tax is the power to destroy. I'm going to play some clips when we come back of Greenspan, acting like he's not part of this and reporting on our downfall. Stay with us.
[29:16.000 --> 29:23.000]  If you do it yourself, home security system that is completely wireless, go to GetSimplySafe.com.
[29:23.000 --> 29:30.000]  Simply Safe is independent and off the grid. It runs on battery power, so even if the grid goes down, you're protected.
[29:30.000 --> 29:39.000]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit or shed. GetSimplySafe.com.
[29:39.000 --> 29:46.000]  Simply Safe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[29:46.000 --> 29:57.000]  If you move or need to relocate, you can take the system with you wherever you go. You aren't always at home, but Simply Safe will stand guard, protecting your property 24 hours a day, 7 days a week.
[29:57.000 --> 30:10.000]  Again, that's GetSimplySafe.com.
[30:27.000 --> 30:52.000]  GetSimplySafe.com.
[30:52.000 --> 31:00.000]  Call 800-409-5633 or eFoodStirect.com slash Alex and get your free Patriot Pack today.
[31:22.000 --> 31:29.000]  That film exposes the fraud that Obama is like nothing I've seen. If you want to know who Obama's real daddy is, this is the film for you.
[31:29.000 --> 31:36.000]  Don't forget, your purchase supports our broadcast and our growing media network. You'll also find it in FullWarshop.com.
[31:36.000 --> 31:40.000]  None dare call a conspiracy by Gary Allen, the book that woke me up.
[31:40.000 --> 31:54.000]  We're also carrying behind the green mask, U.N. Agenda 21 by Rosa Corey. This book is coffin nails to the globalist takeover. The greater good, the most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[31:54.000 --> 32:10.000]  These titles and a lot more are all available at infowarshop.com.
[32:25.000 --> 32:34.000]  All in one filter element. It is the only one that does it and out of the gates. We have it discounted at 10% off with promo code water.
[32:34.000 --> 32:51.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[32:51.000 --> 33:01.000]  You're pro pure with a new pro one filter today at infowarshop.com or by calling 888-253-3139.
[33:01.000 --> 33:11.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:11.000 --> 33:40.000]  We now take you live to the Central Texas Command Center and the heart of the resistance. Rallying Patriots worldwide. You're listening to the Alex Jones show.
[33:40.000 --> 33:47.000]  What is the point I'm getting at here? There are a lot of different types of rich people.
[33:47.000 --> 34:04.000]  But the dominant force in every major culture has been the monopoly gangs or cliques. Powerful gentry groups that normally were under the king who called themselves the noblemen who had generational monopolies.
[34:04.000 --> 34:22.000]  And the Renaissance, the last 500 years and the flower of the Renaissance 1776 in the United States is the antithesis of what has been established here in the United States.
[34:22.000 --> 34:38.000]  And so there is a revolution by the robber barons, by the insiders, the monopoly capitalist who are anti free market, the crony capitalist to annihilate the true free market in this country.
[34:38.000 --> 34:45.000]  And I know I talk a lot about this. It's because I see Obama up there saying, I want to help the poor people during the State of the Union.
[34:45.000 --> 34:57.000]  We're going to get jobs growth going and we're going to have big make work projects and CNN talks about building the Brooklyn Bridge and old projects.
[34:57.000 --> 35:06.000]  We are engaged in a fraction of the make work projects compared to our GDP that communist China is.
[35:06.000 --> 35:14.000]  And the globalists that run our country have made strategic deals in the last 30 years to shift our industrial development to China.
[35:14.000 --> 35:19.000]  And the globalists have artificially tried to shut this country down and they've written books about it.
[35:19.000 --> 35:23.000]  The Council on Foreign Relations admitted it 20 years ago.
[35:23.000 --> 35:30.000]  And then I see even top CEOs and people that aren't globalists not getting it, not understanding it.
[35:30.000 --> 35:36.000]  It's just so frustrating that the New World Order is charting the future of the world.
[35:36.000 --> 35:45.000]  They are deciding the way the world is going to be established and they're using government and corporate partnerships to chart that future.
