[00:00.000 --> 00:07.000]  music
[10:48.000 --> 10:54.000]  or polls that basically ask you questions that are so horrible about a candidate
[10:54.000 --> 10:56.000]  that it turns you against them
[10:56.000 --> 10:59.000]  it's a way to put this info out there and say basically did you know that
[10:59.000 --> 11:02.000]  Donald Trump was convicted of rape which isn't true
[11:02.000 --> 11:06.000]  but your company calls up and asks that question
[11:06.000 --> 11:08.000]  and says are you aware of it
[11:08.000 --> 11:10.000]  and then it starts rumors
[11:10.000 --> 11:14.000]  and there's all sorts of dirty tricks that they can do with these systems
[11:14.000 --> 11:17.000]  they can also pre-program them so that when they call you
[11:17.000 --> 11:20.000]  even though you vote one way it votes another
[11:20.000 --> 11:26.000]  but the biggest thing they do is they have a list of people that have been polled before
[11:26.000 --> 11:29.000]  and then they have the so-called phone lists that they claim are clean
[11:29.000 --> 11:33.000]  and they call them and it's predominantly old landlines
[11:33.000 --> 11:35.000]  so it's older folks
[11:35.000 --> 11:39.000]  and they can be basically guided into answering the questions the way they want
[11:39.000 --> 11:42.000]  then the national news can put that information out
[11:42.000 --> 11:48.000]  and it creates the perception that Hillary Clinton is really ahead when she's not
[11:48.000 --> 11:51.000]  then weak-minded people who just want to feel like they're on a bandwagon
[11:51.000 --> 11:54.000]  and voting for the winner so they can have bragging rights
[11:54.000 --> 11:56.000]  go ahead and vote for Hillary
[11:56.000 --> 12:00.000]  that's basically the corrupt form of polling
[12:00.000 --> 12:05.000]  the real form of polling is to see how your message is getting out in a particular area
[12:05.000 --> 12:08.000]  a particular demographic, a particular voting block
[12:08.000 --> 12:10.000]  a particular state, a particular region
[12:10.000 --> 12:15.000]  so that you can tweak your messaging to see what is more effective
[12:15.000 --> 12:17.000]  it's a guidance system
[12:17.000 --> 12:21.000]  and Facebook and Google have admitted that they're pledged
[12:21.000 --> 12:26.000]  to getting Hillary elected into mobilizing as many young people
[12:26.000 --> 12:30.000]  and other internet users as they can to do that by the news
[12:30.000 --> 12:34.000]  by the search engine queries, by the crafting of headlines
[12:34.000 --> 12:36.000]  about how they direct you, where they direct you
[12:36.000 --> 12:40.000]  the fix is totally in at a level never before seen
[12:40.000 --> 12:45.000]  and Google and Facebook and Twitter and Apple and Microsoft
[12:45.000 --> 12:51.000]  just the entire establishment is lined up against Donald Trump
[12:51.000 --> 12:53.000]  and all the big money is lined up against him
[12:53.000 --> 12:56.000]  and the mainstream media is lined up against him
[12:56.000 --> 12:59.000]  and almost all the foreign leaders from the communist Chinese
[12:59.000 --> 13:03.000]  to the corrupt Saudi Arabians to the corrupt Mexican leadership
[13:03.000 --> 13:06.000]  they are all
[13:06.000 --> 13:09.000]  ALL lined up against Trump
[13:09.000 --> 13:13.000]  it is just such a no brainer
[13:13.000 --> 13:15.000]  that he's the guy to vote for
[13:15.000 --> 13:20.000]  but separately from that
[13:20.000 --> 13:26.000]  Rasmussen poll, Trump takes 7 point lead over Hillary
[13:26.000 --> 13:28.000]  we're going to be getting into that report
[13:28.000 --> 13:31.000]  also and I told you 2 weeks ago
[13:31.000 --> 13:34.000]  multiple polls show him 7 points ahead
[13:34.000 --> 13:37.000]  and it's not just Rasmussen but I'm not at liberty to talk about it
[13:37.000 --> 13:41.000]  because those are private internal polls
[13:41.000 --> 13:44.000]  there's actually some thought in the Trump campaign
[13:44.000 --> 13:47.000]  that they don't want to put out 2 positive news
[13:47.000 --> 13:49.000]  or the troops will stop fighting us hard
[13:49.000 --> 13:51.000]  and then Hillary can pull some scams down the road
[13:51.000 --> 13:53.000]  and we're going to lose the whole ball game
[13:53.000 --> 13:55.000]  just because we're one touchdown ahead
[13:55.000 --> 13:57.000]  it's not even halftime yet folks
[13:57.000 --> 13:59.000]  but that's the allegory, that's the analogy
[13:59.000 --> 14:02.000]  we're 7 points ahead
[14:02.000 --> 14:05.000]  7 points ahead
[14:05.000 --> 14:10.000]  and we're going into halftime next week
[14:10.000 --> 14:14.000]  and then boom it's into the third and fourth quarter it is on
[14:14.000 --> 14:17.000]  this is it and it's all accelerated
[14:17.000 --> 14:21.000]  those last 3 months
[14:21.000 --> 14:25.000]  first 2 quarters is a year and a half
[14:25.000 --> 14:28.000]  and then it all compresses like a quickening
[14:28.000 --> 14:31.000]  or a singularity in those last few months
[14:31.000 --> 14:34.000]  get ready because you're going to see the dirty tricks
[14:34.000 --> 14:38.000]  you're going to see the stops being pulled out here
[14:38.000 --> 14:40.000]  but I really want to say to the Bernie Sanders supporters
[14:40.000 --> 14:43.000]  I really want to say to
[14:43.000 --> 14:46.000]  just the general public at large
[14:46.000 --> 14:49.000]  how could you not be for Trump
[14:49.000 --> 14:52.000]  you know the big banks are totally against him
[14:52.000 --> 14:54.000]  Goldman Sachs, J.P. Morgan
[14:54.000 --> 14:58.000]  Warren Buffett, Wells Fargo
[14:58.000 --> 15:00.000]  these are the big banks that launder the drug money on record
[15:00.000 --> 15:02.000]  these are the people that run the whole show
[15:02.000 --> 15:04.000]  these are people that fund the open borders
[15:04.000 --> 15:06.000]  that fund coming after our guns
[15:06.000 --> 15:10.000]  that fund breaking up the family and all these disinformation campaigns
[15:10.000 --> 15:12.000]  and third wave feminism and all of it
[15:12.000 --> 15:14.000]  I mean you go look at who's financing all of it
[15:14.000 --> 15:16.000]  bringing in the quote refugees
[15:16.000 --> 15:20.000]  it's all the same totally cold-blooded multinationals
[15:20.000 --> 15:23.000]  that if you see what they do in Africa and Latin America
[15:23.000 --> 15:26.000]  in places I mean it's slavery
[15:26.000 --> 15:30.000]  but here they fund all this fake, gooey, modern
[15:30.000 --> 15:34.000]  neoliberalism that is cyanide
[15:39.000 --> 15:42.000]  Donald Trump is like the fibulators on a country that's had a heart attack
[15:42.000 --> 15:46.000]  it's electricity, it's dangerous
[15:46.000 --> 15:48.000]  he could turn into a megalomaniac
[15:48.000 --> 15:50.000]  and take us in directions, who knows
[15:50.000 --> 15:53.000]  I mean I could speculate all day but the evil that's running things
[15:53.000 --> 15:56.000]  is scared to death of him, for real
[15:56.000 --> 15:59.000]  he's a nationalist, he's exposing the globalist campaign
[15:59.000 --> 16:01.000]  the Saudi Arabians roll in 9-11
[16:01.000 --> 16:03.000]  he's exposing China's bottle for politicians
[16:03.000 --> 16:06.000]  and giving speeches that no one covered
[16:06.000 --> 16:09.000]  they would not show any clips of what he said other than five seconds long
[16:09.000 --> 16:13.000]  it was so historic I had tears in my eyes
[16:13.000 --> 16:15.000]  I'm not trying to go off in a Trump love fest here
[16:15.000 --> 16:17.000]  but that's just a fact
[16:17.000 --> 16:19.000]  if you want to read some of the ways to manipulate polls
[16:19.000 --> 16:22.000]  there's a zero-hedge article we have posted on InfoWars.com
[16:22.000 --> 16:24.000]  from zero-hedge.com
[16:24.000 --> 16:27.000]  more questions emerge about skewed Hillary polls
[16:27.000 --> 16:29.000]  you can really see the skewing
[16:29.000 --> 16:31.000]  I have all these other independent scientific ones
[16:31.000 --> 16:33.000]  that show Trump dead even or ahead
[16:33.000 --> 16:37.000]  and then all of these other polls just show her like just massively ahead
[16:37.000 --> 16:39.000]  you know 10, 12 points, 9 points
[16:39.000 --> 16:42.000]  it's just total bull
[16:42.000 --> 16:44.000]  I mean look at that photo you just had on screen
[16:44.000 --> 16:47.000]  of her supporters
[16:47.000 --> 16:49.000]  I mean the arrested development
[16:49.000 --> 16:52.000]  vapid, stupid looking
[16:52.000 --> 16:55.000]  and there's this wicked alpha predator
[16:55.000 --> 16:58.000]  just flaming evil
[16:58.000 --> 17:00.000]  with a list of crimes behind her
[17:00.000 --> 17:02.000]  and wreckage
[17:02.000 --> 17:05.000]  there's just unbelievable
[17:05.000 --> 17:07.000]  and they love the gimmick she's a woman
[17:07.000 --> 17:10.000]  it's just truly sickening
[17:10.000 --> 17:12.000]  truly sickening
[17:12.000 --> 17:15.000]  meanwhile there's new video we're going to be playing coming up
[17:15.000 --> 17:18.000]  Hillary Goon attacks elderly woman
[17:18.000 --> 17:21.000]  holding Bernie Sanders sign
[17:21.000 --> 17:23.000]  at a unity rally
[17:23.000 --> 17:26.000]  he comes up and attacks her that's how they operate
[17:26.000 --> 17:28.000]  they've blocked our aircraft
[17:28.000 --> 17:30.000]  never been done before
[17:30.000 --> 17:32.000]  for the entire four days
[17:32.000 --> 17:34.000]  they're doing it five days out actually
[17:34.000 --> 17:36.000]  the early five days of the convention
[17:36.000 --> 17:38.000]  oh 30 mile exclusion zone
[17:38.000 --> 17:40.000]  never been done before
[17:40.000 --> 17:43.000]  in Cleveland and in Philadelphia
[17:47.000 --> 17:49.000]  so we're going to be looking at all of that
[17:49.000 --> 17:51.000]  Dr. Paul Craig Roberts who you know
[17:51.000 --> 17:54.000]  is an ultra massive critic of George W. Bush
[17:54.000 --> 17:56.000]  total credibility
[17:56.000 --> 17:58.000]  he's come out and said to stop all America
[17:58.000 --> 18:00.000]  Adolf Hitler is alive and well in the United States
[18:00.000 --> 18:04.000]  and he is fast rising to power
[18:04.000 --> 18:06.000]  and it gets into the FBI, the Democrats
[18:06.000 --> 18:08.000]  the Republicans all of it
[18:08.000 --> 18:10.000]  the establishment is together
[18:10.000 --> 18:12.000]  they're different in name only
[18:12.000 --> 18:14.000]  the Republican establishment hates Trump
[18:14.000 --> 18:16.000]  you line up every enemy of this country
[18:16.000 --> 18:18.000]  every evil group
[18:18.000 --> 18:20.000]  the people that put in the racist
[18:20.000 --> 18:22.000]  minimum sentencing
[18:22.000 --> 18:24.000]  that targets blacks
[18:24.000 --> 18:26.000]  particularly
[18:26.000 --> 18:28.000]  there's even statements from Hillary and Mill
[18:28.000 --> 18:30.000]  about blacks are super predators
[18:30.000 --> 18:32.000]  blacks need to be made to heal
[18:32.000 --> 18:34.000]  like a dog
[18:34.000 --> 18:36.000]  but it's okay
[18:36.000 --> 18:38.000]  because the media said
[18:38.000 --> 18:40.000]  Donald Trump's a racist
[18:40.000 --> 18:42.000]  he's a racist
[18:42.000 --> 18:44.000]  and speaking of that
[18:44.000 --> 18:46.000]  the weaponized ignorance
[18:48.000 --> 18:50.000]  of the entire MTV
[18:50.000 --> 18:52.000]  CBS, ABC, CNN
[18:52.000 --> 18:54.000]  fiction, nonfiction
[18:54.000 --> 18:56.000]  the universities, the high schools
[18:56.000 --> 18:58.000]  everywhere
[18:58.000 --> 19:00.000]  pulling out the stops to create total hysteria
[19:00.000 --> 19:02.000]  an Obama meeting for three hours
[19:02.000 --> 19:04.000]  yesterday with the head of black lives matter
[19:04.000 --> 19:06.000]  he doesn't meet with foreign leaders for three hours
[19:06.000 --> 19:08.000]  behind closed doors
[19:08.000 --> 19:10.000]  after a photo op
[19:10.000 --> 19:12.000]  to plan the summer of rage
[19:12.000 --> 19:14.000]  and speaking of that
[19:14.000 --> 19:16.000]  be aware but not there
[19:16.000 --> 19:18.000]  we'll have our crew there tomorrow
[19:18.000 --> 19:20.000]  day of rage scheduled for July 15
[19:20.000 --> 19:22.000]  that's tomorrow
[19:22.000 --> 19:24.000]  2016 we'll tell you about that
[19:24.000 --> 19:26.000]  we'll do a talking point
[19:26.000 --> 19:28.000]  when I say this I want you to understand
[19:28.000 --> 19:30.000]  I don't say this to be shocking
[19:30.000 --> 19:32.000]  or for rhetoric or because there's a small connection
[19:34.000 --> 19:36.000]  what is now being announced
[19:36.000 --> 19:38.000]  by Obama through black lives matter
[19:38.000 --> 19:40.000]  in the UN is state department
[19:40.000 --> 19:42.000]  memorandum 7277
[19:42.000 --> 19:44.000]  and public law
[19:44.000 --> 19:46.000]  we're printing all that off right now
[19:46.000 --> 19:48.000]  I want to show that to you when we come back
[19:48.000 --> 19:50.000]  this is actually a US
[19:50.000 --> 19:52.000]  government plan
[19:52.000 --> 19:54.000]  a world government through the UN
[19:54.000 --> 19:56.000]  from 1962
[19:56.000 --> 19:58.000]  freedom from war
[19:58.000 --> 20:00.000]  the name of it
[20:00.000 --> 20:02.000]  to a professional trader
[20:02.000 --> 20:04.000]  in precious metals the key is
[20:04.000 --> 20:06.000]  spot price
[20:06.000 --> 20:08.000]  spot price is market price
[20:08.000 --> 20:10.000]  what gold or silver actually costs on the exchange
[20:10.000 --> 20:12.000]  regular people looking to invest
[20:12.000 --> 20:14.000]  never get spot price
[20:14.000 --> 20:16.000]  because resellers add fees for everything
[20:16.000 --> 20:18.000]  refining, minting, brokerage
[20:18.000 --> 20:20.000]  costs, commissions
[20:20.000 --> 20:22.000]  never offered spot price
[20:22.000 --> 20:24.000]  until now
[20:24.000 --> 20:26.000]  in a limited new customer outreach
[20:26.000 --> 20:28.000]  JM bullion offers you the chance to own
[20:28.000 --> 20:30.000]  a 10 ounce bar of pure silver at spot price
[20:30.000 --> 20:32.000]  no fees, commissions, markups
[20:32.000 --> 20:34.000]  not even a shipping cost
[20:34.000 --> 20:36.000]  now through JM bullion
[20:36.000 --> 20:38.000]  own the most real investment of all
[20:38.000 --> 20:40.000]  at real cost
[20:40.000 --> 20:42.000]  not a piece of paper from wall street or a bank
[20:42.000 --> 20:44.000]  a 10 ounce bar of silver
[20:44.000 --> 20:46.000]  at spot price
[20:46.000 --> 20:48.000]  that's a solid investment
[20:48.000 --> 20:50.000]  go online to realpricesilver.com
[20:50.000 --> 20:52.000]  for this limited time offer
[20:52.000 --> 20:54.000]  that's realpricesilver.com
[20:54.000 --> 20:56.000]  realpricesilver.com
[20:56.000 --> 20:58.000]  limit one offer per household
[20:58.000 --> 21:00.000]  50 united states only
[21:00.000 --> 21:02.000]  katiearmer.com
[21:02.000 --> 21:04.000]  is your one stop shop for the highest quality body armor
[21:04.000 --> 21:06.000]  period with packages starting at
[21:06.000 --> 21:08.000]  169.99 and free shipping
[21:08.000 --> 21:10.000]  on every order
[21:10.000 --> 21:12.000]  why would you go anywhere else
[21:12.000 --> 21:14.000]  katie offers rifle threat rated armor up to level 4
[21:14.000 --> 21:16.000]  and now introducing trauma pads
[21:16.000 --> 21:18.000]  katiearmer.com
[21:18.000 --> 21:20.000]  and get your body armor today while you still can
[21:20.000 --> 21:22.000]  mention this ad and receive a free water filter
[21:22.000 --> 21:24.000]  for a limited time with any body armor package
[21:24.000 --> 21:26.000]  go to katiearmer.com
[21:26.000 --> 21:28.000]  that's katiearmer.com
[21:28.000 --> 21:30.000]  come and take it
[21:30.000 --> 21:32.000]  this is Alex Jones
[21:32.000 --> 21:34.000]  thousands of people seeking home security get ripped off every day
[21:34.000 --> 21:36.000]  the security industry uses
[21:36.000 --> 21:38.000]  hordes of salesmen to scare you into signing
[21:38.000 --> 21:40.000]  long term contracts with no way out
[21:40.000 --> 21:42.000]  protect your family the right way
[21:42.000 --> 21:44.000]  with simply safe
[21:44.000 --> 21:46.000]  has no long term contracts
[21:46.000 --> 21:48.000]  no hidden fees 24-7 monitoring
[21:48.000 --> 21:50.000]  and it's just 14-9
[21:50.000 --> 21:52.000]  that's the post
[21:52.000 --> 21:54.000]  thanks to this
[21:54.000 --> 21:56.000]  be safe defense.com to get 10% off
[21:56.000 --> 21:58.000]  for listening to my show
[21:58.000 --> 22:26.000]  be safe defense.com
[22:28.000 --> 22:30.000]  thanks for watching
[22:59.000 --> 23:02.000]  are you worried about how dangerous the world has become
[23:02.000 --> 23:04.000]  in these days of terrorist attacks
[23:04.000 --> 23:06.000]  natural disasters or even a future collapse
[23:06.000 --> 23:08.000]  you need to be medically prepared
[23:08.000 --> 23:10.000]  to keep your family safe
[23:10.000 --> 23:12.000]  I'm Joe Alton, MD of store.doomenbloom.net
[23:12.000 --> 23:14.000]  where you'll find an entire line
[23:14.000 --> 23:16.000]  of uniquely designed medical kits and supplies
[23:16.000 --> 23:18.000]  for when help is not on the way
[23:18.000 --> 23:20.000]  for everything from individual first aid kits
[23:20.000 --> 23:22.000]  to the ultimate family medical bag
[23:22.000 --> 23:24.000]  go to store.doomenbloom.net
[23:24.000 --> 23:26.000]  today
[23:26.000 --> 23:28.000]  store.doomenbloom.net
[23:28.000 --> 23:57.000]  you'll be glad you did.
[23:58.000 --> 24:00.000]  thank you for watching
[24:00.000 --> 24:28.000]  we have Roger Stone on tomorrow
[24:28.000 --> 24:30.000]  20-30 minutes before the actual announcement
[24:30.000 --> 24:32.000]  of who it really is
[24:32.000 --> 24:34.000]  and I'm not saying it isn't Pence
[24:34.000 --> 24:36.000]  to hopefully give us the first scoop
[24:36.000 --> 24:38.000]  but we did tell you a few weeks ago
[24:38.000 --> 24:40.000]  that he had been the front runner
[24:40.000 --> 24:42.000]  but that
[24:42.000 --> 24:44.000]  Senator Sessions
[24:44.000 --> 24:46.000]  has tried to bow out himself
[24:46.000 --> 24:48.000]  Trump may crazily still try to pick him
[24:48.000 --> 24:50.000]  that was the way it was told to me by another insider
[24:52.000 --> 24:54.000]  but they're really going to dig up the Alabama stuff
[24:54.000 --> 24:56.000]  and did he ever go to some meeting
[24:56.000 --> 24:58.000]  where there's 200 people
[24:58.000 --> 25:00.000]  and there's Klan guys there
[25:00.000 --> 25:02.000]  and they'll just go to town with that
[25:02.000 --> 25:04.000]  Hillary Clinton
[25:04.000 --> 25:06.000]  her mentor can be a grand dragon
[25:06.000 --> 25:08.000]  that's okay
[25:08.000 --> 25:10.000]  but regardless
[25:10.000 --> 25:12.000]  the word is
[25:12.000 --> 25:14.000]  this is up on DrudgeReport.com
[25:14.000 --> 25:16.000]  from Role Called
[25:16.000 --> 25:18.000]  you're hired
[25:18.000 --> 25:20.000]  Trump picks Pence
[25:20.000 --> 25:22.000]  Trump to pick Mike Pence says
[25:22.000 --> 25:24.000]  Source
[25:24.000 --> 25:26.000]  that is one of the best choices
[25:26.000 --> 25:28.000]  it's a lot better than Newt Gennrich
[25:28.000 --> 25:30.000]  because let me tell you
[25:30.000 --> 25:32.000]  as much as I dislike Hillary and everything
[25:32.000 --> 25:34.000]  if he would have picked Gennrich
[25:34.000 --> 25:36.000]  or if he does pick Gennrich
[25:36.000 --> 25:38.000]  and Gennrich by the way is attacking Trump today
[25:38.000 --> 25:40.000]  which as soon as I saw that this morning
[25:40.000 --> 25:42.000]  it's like Hallelujah
[25:42.000 --> 25:44.000]  because he just can't help but backbite
[25:44.000 --> 25:46.000]  that's just how he is
[25:46.000 --> 25:48.000]  and if he puts
