[00:00:00.473 --> 00:00:01.534]  You've got it.
[00:04:56.933 --> 00:04:59.536]  When we come back, I'm getting into the biggest gun grab America's ever seen.
[00:04:59.536 --> 00:05:03.601]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[00:05:03.601 --> 00:05:04.822]  Don't be one of them.
[00:05:04.822 --> 00:05:06.985]  Protect yourself with supernatural silver
[00:05:07.005 --> 00:05:10.486]  Silver, a revolutionary new broad-spectrum antibacterial solution.
[00:05:10.486 --> 00:05:20.310]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[00:05:20.310 --> 00:05:31.174]  Supernatural silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:05:31.434 --> 00:05:40.536]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[00:05:40.536 --> 00:05:44.197]  The Science Digest Journal says silver is our mightiest germ fighter.
[00:05:44.197 --> 00:05:48.038]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[00:05:48.038 --> 00:05:54.419]  Go to SupernaturalSilver.com today and use the promo code silver2012 for 20% off.
[00:05:54.419 --> 00:05:57.880]  That's SupernaturalSilver.com and like us on Facebook.
[00:06:00.444 --> 00:06:05.507]  From the front lines of the Information War, it's Alex Jones!
[00:06:27.286 --> 00:06:35.290]  Ladies and gentlemen, it is Sunday the 30th day of December 2012 and I am your host Alex Jones.
[00:06:35.290 --> 00:06:36.330]  We are live.
[00:06:36.330 --> 00:06:39.292]  Thank you so much for joining us.
[00:06:39.292 --> 00:06:43.974]  I want to try to be calm here today and go over
[00:06:45.629 --> 00:07:04.798]  The announcements by the President, by this criminal, unconstitutional task force he's created, led by Biden and the heads of the Fast and Furious false flag operation to ship guns into Mexico to blame the Second Amendment, that blew up in their face by the grace of God.
[00:07:05.698 --> 00:07:10.423]  Unfortunately though, it did kill a lot of children in Mexico and here in the U.S.
[00:07:10.423 --> 00:07:19.332]  but you won't see the media talking about that or listing the dead children or having them on the cover of People Magazine.
[00:07:19.332 --> 00:07:25.198]  But we actually have a photo that's up at Infowars.com of the task force meeting.
[00:07:26.136 --> 00:07:44.521]  And you can see, again, many of the people involved in Fast and Furious shipping more than 20,000 guns into Mexico and military hardware like hand grenades and grenade launchers that you obviously can't get at a gun show into Mexico to destabilize that country.
[00:07:44.521 --> 00:07:49.222]  As CBS News reported with the memos they got internally to blame the Second Amendment.
[00:07:49.222 --> 00:07:50.823]  They said there has to be a high death toll
[00:07:52.358 --> 00:07:52.578]  I think?
[00:08:22.116 --> 00:08:24.319]  Before Last.
[00:08:24.319 --> 00:08:38.275]  And if you go back to the Friday before last, we had the first article out at Infowars.com and it went viral via DrugsReport.com who picked it up.
[00:08:40.280 --> 00:08:52.884]  And it was a quote on a radio interview by the governor of New York, Andrew Cuomo, saying, we're going to make you turn your semi-autos in.
[00:08:52.884 --> 00:08:53.805]  That's the plan.
[00:08:53.805 --> 00:08:56.706]  And you know how he'd been meeting with Dianne Feinstein and others.
[00:08:57.446 --> 00:08:59.266]  Now, people still couldn't believe that.
[00:08:59.266 --> 00:09:01.367]  They said there's no way they'll get away with that.
[00:09:01.367 --> 00:09:19.410]  Feinstein, earlier this week, actually on Christmas, a little present to America, to the Republic, she put out her bill on the Senate website, and again, we wrote about it on Christmas, and now people are finally going, wow, it says that all gun owners will be registered again.
[00:09:19.410 --> 00:09:23.391]  You're already registered when you go and get the gun, it's put in the database, and they run you through a background check.
[00:09:24.335 --> 00:09:24.555]  I don't
[00:09:43.220 --> 00:09:45.582]  For manufacture, import, sale, you name it.
[00:09:45.582 --> 00:09:48.004]  And then they say, well, we'll decide.
[00:09:48.004 --> 00:09:51.667]  The bill will give us the power to order them just turned in in a forced buyback.
[00:09:51.667 --> 00:09:52.388]  It actually says that.
[00:09:52.388 --> 00:09:57.372]  I'm going to show you the New York Times here in a moment talking about how great it is.
[00:09:57.372 --> 00:10:05.178]  And then expanding from from that point on, they say that
[00:10:07.219 --> 00:10:18.949]  If you're allowed to keep your gun, again, you will just pay a $200 a year registration fee, just like Illinois has with their cards.
[00:10:18.949 --> 00:10:30.459]  And you have to register every year, re-register the card, you have to get the card, you have to pay the money, and the minute you don't go renew it, you get SWAT teamed and charged as a felon.
[00:10:30.459 --> 00:10:32.501]  So, it's the Illinois model.
[00:10:33.983 --> 00:10:35.505]  And it's now happening.
[00:10:35.505 --> 00:10:38.888]  It's now here and we must awaken the sleeping giant.
[00:10:38.888 --> 00:10:43.653]  It has nothing to do with those poor dead children.
[00:10:43.653 --> 00:10:48.798]  And Obama went on national television today with David Gregory again.
[00:10:50.439 --> 00:10:54.582]  Putting on an emotional acting job that wouldn't win him an Oscar.
[00:10:54.582 --> 00:10:57.384]  Wouldn't even get him into acting school.
[00:10:57.384 --> 00:11:01.726]  About the worst day of his presidency was the poor children of Sandy Hook.
[00:11:01.726 --> 00:11:03.227]  Now there's going to be a fight.
[00:11:03.227 --> 00:11:11.592]  Yes, all of his weight, he said, that's a quote, will be put behind supporting the assault weapons ban.
[00:11:11.592 --> 00:11:15.734]  Which is the version, she's the head of the rules committee, the head of the intelligence committee.
[00:11:15.734 --> 00:11:18.236]  She controls which bills, and she says it will be her bill.
[00:11:19.336 --> 00:11:22.319]  Where most of your guns are banned and you go turn them in.
[00:11:22.319 --> 00:11:26.362]  So I'm going to say that again.
[00:11:26.362 --> 00:11:29.385]  You will turn your guns in to the federal government.
[00:11:29.385 --> 00:11:30.686]  Thought that was never going to come.
[00:11:30.686 --> 00:11:32.147]  Thought that was never going to happen.
[00:11:32.147 --> 00:11:40.814]  And of course, none of the corporate media, not CNN, not even Fox, MSNBC, they will not go to the FBI Uniform Crime Statistics 2011.
[00:11:40.814 --> 00:11:42.575]  It's the latest year we have.
[00:11:42.575 --> 00:11:44.097]  It just came out two weeks ago.
[00:11:44.097 --> 00:11:47.640]  Where there's over a 20% reduction in violent crime in the last seven to eight years.
[00:11:48.602 --> 00:11:49.002]  20%!
[00:11:49.002 --> 00:11:50.483]  20%!
[00:11:50.483 --> 00:12:00.066]  And all the criminologists out there, almost everyone you read, will break down and say, well, there's one thing, it's guns.
[00:12:00.066 --> 00:12:01.967]  And it's concealed carry.
[00:12:01.967 --> 00:12:05.788]  Everywhere it's been put into place, it's more than 20% reduction.
[00:12:05.788 --> 00:12:07.668]  The only reason it hasn't dropped more, it's an actual average.
[00:12:07.668 --> 00:12:09.909]  Some areas have total gun bans.
[00:12:09.909 --> 00:12:11.550]  Some areas concealed carries have dropped
[00:12:12.469 --> 00:12:17.232]  Things like carjackings, home entries, robberies of businesses, more than 30%.
[00:12:17.232 --> 00:12:33.961]  You see the videos on local news, never national news, where people are at a coffee shop and five thugs bust in with shotguns and one concealed carry guy, who actually knows what they're doing, gets in the stance, shoots them all.
[00:12:33.961 --> 00:12:39.384]  And bleeding, they run out the building and get in the car and one of them dies and the cops pull him over a block later.
[00:12:41.092 --> 00:12:48.521]  Or you see the constant cases, every week I see it in the back of the news, never national news, but here and there.
[00:12:48.521 --> 00:12:51.785]  Or the internet takes local stories and then we learn about it.
[00:12:51.785 --> 00:12:58.753]  That's kind of what Infowars.com does, is aggregate that information.
[00:13:00.538 --> 00:13:01.879]  We're good to go.
[00:13:26.598 --> 00:13:34.287]  And then I remember the last time I saw that they said the police have decided not to charge the guy that shot the person shooting at the police.
[00:13:34.287 --> 00:13:37.951]  They still like to imply in the media it's illegal.
[00:13:37.951 --> 00:13:39.152]  And there's a good reason for that.
[00:13:39.152 --> 00:13:43.557]  They don't want you thinking that you can protect yourself or help others.
[00:13:45.186 --> 00:13:54.112]  Concealed carry, statistically, is good in your house, or good in your business, or good when you're jogging, in your fanny pack, or, you know, good in your car.
[00:13:54.112 --> 00:14:04.798]  But where it's really statistically devastating is not that you've got a concealed carry when somebody mugs you, it's that there's another concealed carry person that sees it.
[00:14:04.798 --> 00:14:09.141]  It's basically like another police officer on the ground.
[00:14:09.141 --> 00:14:11.542]  Every person that has a concealed carry.
[00:14:11.542 --> 00:14:13.804]  And, you see, the gun culture was winning.
[00:14:14.710 --> 00:14:15.750]  In fact, the globalists admit that.
[00:14:15.750 --> 00:14:17.331]  You see it in the news, they're freaking out.
[00:14:17.331 --> 00:14:20.212]  Liberals were going out and buying guns and becoming liberty lovers.
[00:14:20.212 --> 00:14:22.593]  They were learning the power of defending themselves.
[00:14:22.593 --> 00:14:26.655]  Feminists were becoming real feminists and getting into arming themselves.
[00:14:26.655 --> 00:14:28.515]  All the women's magazines, you name it.
[00:14:28.515 --> 00:14:32.097]  And it's freaking the system out.
[00:14:32.097 --> 00:14:32.957]  It's freaking them out.
[00:14:34.304 --> 00:14:39.449]  Totally freaking them out that women are truly becoming empowered and not just, oh please don't rape me.
[00:14:39.449 --> 00:14:45.414]  All these 911 calls where, okay he's busting in, alright I got my gun I'm gonna shoot him and 911 goes, don't do that.
[00:14:45.414 --> 00:14:50.019]  You've heard all those 911 calls, but still the woman shoots the guy where he comes in with a knife or a gun.
[00:14:50.019 --> 00:14:58.787]  I mean my daughters, I got two of them, when they grow up and go off to college or get married or whatever, my eight year old's already a great shot.
[00:15:00.799 --> 00:15:03.061]  The four-year-old's not shooting yet, but she will be soon.
[00:15:03.061 --> 00:15:04.423]  I started shooting when I was four.
[00:15:04.423 --> 00:15:06.485]  So you learn the power of the firearm.
[00:15:06.485 --> 00:15:07.887]  That's just Americana.
[00:15:07.887 --> 00:15:13.873]  My girls will be truly empowered, not victims just waiting.
[00:15:13.873 --> 00:15:16.096]  Just begging.
[00:15:16.096 --> 00:15:19.739]  So the point is, is that violent crime is down over 20%.
[00:15:19.739 --> 00:15:22.743]  And if you don't believe me, just type into a search engine.
[00:15:23.837 --> 00:15:24.578]  We're good to go.
[00:15:42.279 --> 00:15:45.302]  The, uh, which has come out now, he was, quote, a satanist.
[00:15:45.302 --> 00:15:46.703]  He didn't believe he was the shooter.
[00:15:46.703 --> 00:15:49.505]  Just like the guy that shot the firefighters were a satanist.
[00:15:49.505 --> 00:15:53.409]  So because there's crazy satanists, we should all turn our guns in?
[00:15:53.409 --> 00:15:53.949]  No!
[00:15:53.949 --> 00:15:58.013]  We should all get guns to protect ourselves from crazy satanists.
[00:16:01.738 --> 00:16:07.321]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:16:07.321 --> 00:16:10.562]  The most devastating economic condition since the Great Depression.
[00:16:10.562 --> 00:16:13.384]  America's worst drought in agricultural history.
[00:16:13.384 --> 00:16:16.405]  And now the economic results of the presidential election.
[00:16:16.405 --> 00:16:19.407]  This perfect storm is a huge threat to everyone's food supply.
[00:16:19.907 --> 00:16:25.110]  I just doubled down and got even more supplies from eFoodsDirect, and I recommend you do the same.
[00:16:25.110 --> 00:16:27.791]  It's time to get your own supply from eFoodsDirect.
[00:16:27.791 --> 00:16:31.452]  I know I won't be standing in a bread line trading my freedom for food.
[00:16:31.452 --> 00:16:35.194]  I'm taking control of my future, and you're nuts if you don't do the same.
[00:16:35.194 --> 00:16:38.836]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:16:39.116 --> 00:16:43.537]  And you can start with a holiday gift pack that's normally $80, now under $50.
[00:16:43.537 --> 00:16:46.718]  Remember, I can warn you, but I can't feed you.
[00:16:46.718 --> 00:16:51.499]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:16:51.499 --> 00:16:54.620]  Would you rather prepare six months too early or one day too late?
[00:16:54.620 --> 00:16:56.280]  409-5633 or efoodsdirect.com forward slash Alex.
[00:17:00.157 --> 00:17:05.661]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:17:05.661 --> 00:17:08.062]  Start purifying your water with ProPure.
[00:17:08.062 --> 00:17:17.168]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:17:17.168 --> 00:17:20.610]  Its filters are silver impregnated to prevent bacterial growth.
[00:17:20.610 --> 00:17:22.291]  There's no priming required.
[00:17:22.291 --> 00:17:24.573]  It's NSF-42 certified.
[00:17:24.573 --> 00:17:27.074]  Optional fluoride filters can reduce fluoride up to 95%.
[00:17:28.135 --> 00:17:29.656]  Easy to set up and use.
[00:17:29.656 --> 00:17:31.097]  Doesn't require electricity.
[00:17:31.097 --> 00:17:34.259]  Purify water from lakes, streams, ponds, and wells.
[00:17:34.259 --> 00:17:37.642]  This filter system leaves in beneficial minerals, which is key.
[00:17:37.642 --> 00:17:41.785]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:17:41.785 --> 00:17:44.527]  ProPure is the best gravity-fed filter out there.
[00:17:44.527 --> 00:17:46.088]  It's what my family uses.
[00:17:46.088 --> 00:17:49.390]  Infowars.com already has the lowest price on ProPure.
[00:17:49.390 --> 00:17:54.694]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:17:55.234 --> 00:18:02.039]  You can also call to order 888-253-3139.
[00:18:02.039 --> 00:18:10.146]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:18:10.146 --> 00:18:14.229]  Alex and his staff have used these pure soap products for years.
[00:18:14.229 --> 00:18:21.535]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:18:21.535 --> 00:18:24.337]  See them on the web at 5starsoap.com.
[00:18:24.537 --> 00:18:29.380]  Or call 800-340-7091 for a free catalog.
[00:18:29.380 --> 00:18:35.324]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:18:35.324 --> 00:18:40.727]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:18:40.727 --> 00:18:42.709]  This is an amazing deal.
[00:18:42.709 --> 00:18:47.952]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:18:47.952 --> 00:18:51.094]  See them on the web at 5starsoap.com or call
[00:18:51.334 --> 00:18:52.556]  Call 800-340-7091 for a free catalog.
[00:18:59.745 --> 00:19:03.846]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[00:19:03.846 --> 00:19:05.066]  Don't be one of them!
[00:19:05.066 --> 00:19:10.768]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[00:19:10.768 --> 00:19:20.570]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[00:19:20.570 --> 00:19:27.232]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[00:19:27.372 --> 00:19:31.715]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:19:31.715 --> 00:19:40.821]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[00:19:40.821 --> 00:19:44.484]  The Science Digest Journal says silver is our mightiest germ fighter.
[00:19:44.484 --> 00:19:48.106]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[00:19:48.306 --> 00:19:54.691]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[00:19:54.691 --> 00:20:01.255]  That's SupernaturalSilver.com and like us on Facebook.
[00:20:01.255 --> 00:20:02.796]  Coast to Coast.
[00:20:02.796 --> 00:20:04.858]  Direct from Austin.
[00:20:04.858 --> 00:20:08.060]  You're listening to the Alex Jones Broadcasting Network.
[00:20:12.561 --> 00:20:22.074]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:20:22.074 --> 00:20:23.636]  Thomas Jefferson.
[00:20:23.636 --> 00:20:27.321]  It's Alex Jones on the GCN Radio Network.
[00:20:29.190 --> 00:20:38.193]  All right, I know a lot of you are chomping at the bit to get on air, and I've really been hogging the air time and not taking enough calls, especially on the Sunday show lately because it's only two hours long.
[00:20:38.193 --> 00:20:40.794]  Weekday we've been doing a better job, 12 noon to 3 p.m.
[00:20:40.794 --> 00:20:45.015]  Eastern, XM 166, and over 140 plus AM and FM affiliates.
[00:20:45.015 --> 00:20:49.917]  I want to welcome all of our new affiliates to the broadcast today, and I want to say something.
[00:20:49.917 --> 00:20:57.259]  Whether you call yourself a liberal, a conservative, a libertarian, a constitutionalist, whether you're a Christian, a Jew, a Muslim, an atheist,
[00:20:58.757 --> 00:21:11.307]  We have a corrupt, out-of-control bureaucracy and government that wants to take our guns for the same reason every other tyrannical government in the last 150 years has wanted to take firearms.
[00:21:11.307 --> 00:21:23.838]  Because before societies are collapsed into tyranny as a form of social control, governments always seek to disarm the population and they always use the same means to end up getting the guns.
[00:21:24.830 --> 00:21:26.131]  In fact, I've been making a study of it.
[00:21:26.131 --> 00:21:28.614]  I'm going to do a special report later in the week on it.
[00:21:28.614 --> 00:21:33.219]  They've been using mass shootings for at least 154 years.
[00:21:33.219 --> 00:21:35.782]  Worldwide, to restrict guns.
[00:21:35.782 --> 00:21:39.566]  In fact, they even used mass shootings at the end of the Civil War.
[00:21:40.891 --> 00:21:43.331]  And shootouts to restrict guns.
[00:21:43.331 --> 00:21:46.492]  So, this has been going on a long time.
[00:21:46.492 --> 00:21:47.312]  Massacres.
[00:21:47.312 --> 00:21:49.753]  Things the media can play up.
[00:21:49.753 --> 00:21:52.313]  Doesn't matter if hundreds of kids die a day in car wrecks.
[00:21:52.313 --> 00:21:56.594]  It's not sexy like a psycho mass shooter.
[00:21:56.594 --> 00:22:00.434]  You know, I was researching Dianne Feinstein, because I'm really going to go after her.
[00:22:00.434 --> 00:22:04.135]  And I've done a lot of research on her over the years, but I wanted to double check my research.
[00:22:04.135 --> 00:22:09.896]  We're going to cover that in the next segment on Insider Trading Reports.
[00:22:09.896 --> 00:22:10.016]  And
[00:22:11.462 --> 00:22:19.005]  I came across Richard Ramirez, the Night Stalker, that the San Francisco police actually went public against her when she was mayor.
[00:22:19.005 --> 00:22:19.726]  It was so bad.
[00:22:19.726 --> 00:22:21.006]  They had the whole case.
[00:22:21.006 --> 00:22:21.907]  They were on his trail.
[00:22:21.907 --> 00:22:25.228]  And she came out and gave a press conference and gave all their evidence away.
[00:22:25.228 --> 00:22:26.569]  And they said, why did you help him?
[00:22:28.015 --> 00:22:32.057]  Well, birds of a feather fly together at a spiritual level, I guess.
[00:22:32.057 --> 00:22:34.738]  And he was able to continue and kill more because of her.
[00:22:34.738 --> 00:22:35.618]  And I actually looked that up.
[00:22:35.618 --> 00:22:38.019]  I have the San Francisco Chronicle articles about it.
[00:22:38.019 --> 00:22:40.620]  They've republished them to the San Francisco Chronicle website.
[00:22:40.620 --> 00:22:42.041]  You can go pull those up.
[00:22:42.041 --> 00:22:43.161]  We're going to show you that.
[00:22:43.161 --> 00:22:44.302]  Show you that if you're a radio listener.
[00:22:44.302 --> 00:22:50.184]  We're streaming video at InfoWarsNews.com or PrisonPlanet.tv respectively.
[00:22:50.184 --> 00:22:52.706]  It'll get you to the video site, the news site.
[00:22:53.866 --> 00:22:55.508]  The TV site.
[00:22:55.508 --> 00:22:59.391]  But it was about how, you know, Ramirez, what, killed 10 people?
[00:22:59.391 --> 00:23:02.414]  And sure, that's a lot of people.
[00:23:02.414 --> 00:23:03.375]  I mean, it's terrible.
[00:23:03.375 --> 00:23:04.796]  One person's too many.
[00:23:04.796 --> 00:23:06.798]  And he was a Satanist.
[00:23:06.798 --> 00:23:08.260]  And he said he was doing it for Satan.
[00:23:09.770 --> 00:23:14.473]  And so I spent a few hours last night after the family went to bed, just refreshing myself.
[00:23:14.473 --> 00:23:21.018]  You know how you're on the internet, you'll kind of go down a rabbit trail and watch this newscast, watch this documentary, read this article on Ramirez.
[00:23:21.018 --> 00:23:27.802]  And it was all about his power, his domination, his enjoyment of stabbing and torturing and killing people.
[00:23:27.802 --> 00:23:31.245]  And most of the people he killed, he killed with knives.
[00:23:31.245 --> 00:23:34.247]  But you didn't hear a call by Dianne Feinstein to ban knives.
[00:23:34.247 --> 00:23:35.828]  She did call to ban guns during that.
[00:23:36.910 --> 00:24:01.818]  Instead of the answer being have guns to protect yourself, but it just reminded me When I saw the news articles and photos and quotes of Ramirez taunting the families Telling the parents and children of those that were slain, you know, I'm sexy You know, you want to have sex with me and all this sick stuff and how he was getting off on the pain
[00:24:03.018 --> 00:24:13.706]  And now I've gone and researched, it's all confirmed by the police, with Adam Lanza and the killer of the two firemen in New York, who was a convicted murderer of his grandmother with a hammer.
[00:24:13.706 --> 00:24:15.647]  Don't hear calls for taking hammers.
[00:24:15.647 --> 00:24:16.848]  Hammer's a war hammer, folks.
[00:24:16.848 --> 00:24:19.570]  It's an incredible murder weapon, just for those that don't know.
[00:24:19.570 --> 00:24:22.312]  You can get all the guns you ever wanted with a hammer.
[00:24:22.312 --> 00:24:25.735]  By the way Globos, you think you're gonna get our guns and have tyranny and that's the end of it?
[00:24:25.735 --> 00:24:26.856]  You can't get rid of our skills.
[00:24:29.525 --> 00:24:32.866]  So we can get all the guns we ever need if you go to a Nazi Germany type deal.
[00:24:32.866 --> 00:24:35.247]  I'm just going to leave it at that.
[00:24:35.247 --> 00:24:39.809]  Now, stopping right there, this guy killed his grandmother with a hammer.
[00:24:39.809 --> 00:24:43.451]  Was mad at the fire department because his mother had given a bunch of money to the fire department.
[00:24:43.451 --> 00:24:45.912]  I think fire departments are a great place to donate, by the way.
[00:24:45.912 --> 00:24:48.593]  One of the few government agencies that still engages in true service.
[00:24:50.290 --> 00:24:53.032]  And that's why it's so sick they're militarizing the firefighters now.
[00:24:53.032 --> 00:24:59.418]  The firefighters, men and women, because they're turning them into spies when they come out to your house or do an inspection or come to a fire.
[00:24:59.418 --> 00:25:01.119]  They're turning them into little political officers.
[00:25:01.119 --> 00:25:05.984]  I think that's wrong, but that's a side track.
[00:25:05.984 --> 00:25:13.931]  They now have confirmed from his counselors, his probation officer, the neighbors, the guy that killed the firefighters.
[00:25:14.813 --> 00:25:20.656]  was a obsessed Satan worshipper and part of a local satanic coven.
[00:25:20.656 --> 00:25:22.717]  And guess what's in the news today?
[00:25:22.717 --> 00:25:23.437]  I forgot to print it.
[00:25:23.437 --> 00:25:25.338]  You guys just type Adam Lanza, Satanist.
[00:25:25.338 --> 00:25:26.959]  It's a bunch of mainstream news.
[00:25:26.959 --> 00:25:33.502]  Adam Lanza, whether he was a patsy or not, because we know he had accomplices, that's coming out, but they're covering it up.
[00:25:33.502 --> 00:25:36.864]  He was a Satanist.
[00:25:36.864 --> 00:25:42.387]  And I've told people that where I grew up, outside of Dallas, Texas,
[00:25:43.584 --> 00:25:44.545]  My parents didn't know.
[00:25:44.545 --> 00:25:45.425]  I was six years old.
[00:25:45.425 --> 00:25:47.206]  They moved to Rockwall, Texas.
[00:25:47.206 --> 00:25:51.449]  You know, a nice community by the lake.
[00:25:51.449 --> 00:25:54.271]  And a nice place to get away.
[00:25:54.271 --> 00:25:56.092]  No.
