whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:01:41.380 --> 00:01:42.540]   the same phone call.
[00:01:42.540 --> 00:01:44.980]   So more hearsay off of the hearsay
[00:01:44.980 --> 00:01:49.540]   when we have the transcript of what the president said.
[00:01:49.540 --> 00:01:51.460]   They're also hoaxing, saying that Mike Pence
[00:01:51.460 --> 00:01:52.620]   was involved in bad stuff.
[00:01:52.620 --> 00:01:54.700]   He's trying to release his transcript.
[00:01:54.700 --> 00:01:58.180]   But here's why this fraud is still successful.
[00:01:58.180 --> 00:02:01.060]   It still makes the Republicans get on the defensive
[00:02:01.060 --> 00:02:02.700]   and start responding to the Democrats
[00:02:02.700 --> 00:02:04.180]   like they're the authority,
[00:02:04.180 --> 00:02:06.580]   like they're the boss up on high
[00:02:06.580 --> 00:02:09.540]   as they fire up this fake impeachment inquiry.
[00:02:09.540 --> 00:02:11.100]   And again, the impeachment's real.
[00:02:11.100 --> 00:02:12.260]   They're moving forward,
[00:02:12.260 --> 00:02:14.740]   but it's not even through the lawful procedures.
[00:02:14.740 --> 00:02:17.540]   It's done through an exploratory committee
[00:02:17.540 --> 00:02:19.220]   of an impeachment inquiry
[00:02:19.220 --> 00:02:21.580]   so they don't have to do the investigation
[00:02:21.580 --> 00:02:22.580]   with due process.
[00:02:22.580 --> 00:02:25.580]   Again, unprecedented criminal activity.
[00:02:25.580 --> 00:02:29.180]   They've made a conscious decision to engage
[00:02:29.180 --> 00:02:34.180]   in classical fraud, classical criminal activities
[00:02:34.180 --> 00:02:35.840]   at every level.
[00:02:35.840 --> 00:02:39.380]   Now, let's shift gears into why I'm getting into Minnesota
[00:02:39.380 --> 00:02:42.180]   and the Trump problem tonight being so important.
[00:02:42.180 --> 00:02:46.620]   There are articles out every single day.
[00:02:46.620 --> 00:02:49.580]   So many reports that I really have gotten
[00:02:49.580 --> 00:02:52.220]   to a shell-shocked point and hardly ever cover it
[00:02:52.220 --> 00:02:55.780]   where major universities in Europe, in England,
[00:02:55.780 --> 00:03:00.620]   in Canada, and in the US, and as far away as Australia,
[00:03:00.620 --> 00:03:02.980]   which is called a globalized standard system,
[00:03:02.980 --> 00:03:05.100]   are telling white students
[00:03:05.100 --> 00:03:07.380]   that they have to go to mandatory classes
[00:03:07.380 --> 00:03:09.500]   and mandatory film screenings
[00:03:09.500 --> 00:03:12.300]   to learn how white people are inherently evil
[00:03:12.300 --> 00:03:15.500]   and how basically all sex is rape
[00:03:15.500 --> 00:03:18.700]   and just incredibly divisive systems.
[00:03:18.700 --> 00:03:20.820]   And I've seen three articles just this week
[00:03:20.820 --> 00:03:24.500]   from England and the US where major universities
[00:03:24.500 --> 00:03:28.260]   are having anti-racism events,
[00:03:28.260 --> 00:03:32.360]   but then saying that white people can't come to those.
[00:03:32.360 --> 00:03:35.340]   Paul Watson has an article today about Sheffield, England,
[00:03:35.340 --> 00:03:36.820]   actually where he's from,
[00:03:36.820 --> 00:03:40.820]   and the college there locally engaging in this.
[00:03:40.820 --> 00:03:42.900]   They say it's not enough to be anti-racism.
[00:03:42.900 --> 00:03:45.140]   You've got to be, quote,
[00:03:45.140 --> 00:03:48.060]   "Actively out there engaging all forms of it."
[00:03:48.060 --> 00:03:52.620]   Well, that means whiteness, America, the West, culture,
[00:03:52.620 --> 00:03:55.460]   any of that is evil, any of that is bad.
[00:03:55.460 --> 00:03:56.940]   Take Sweden.
[00:03:56.940 --> 00:03:59.420]   They've announced they're gonna ban all teaching
[00:03:59.420 --> 00:04:02.300]   in colleges and in primary school
[00:04:02.300 --> 00:04:05.820]   of Swedish culture and their history
[00:04:05.820 --> 00:04:08.860]   because Sweden itself existing
[00:04:08.860 --> 00:04:13.780]   and once being a homogeneous Viking culture is evil.
[00:04:13.780 --> 00:04:15.860]   So again, this is a global corporate system
[00:04:15.860 --> 00:04:18.180]   to erase any identity in the West
[00:04:18.180 --> 00:04:20.100]   so that the new technocracy backed up
[00:04:20.100 --> 00:04:22.140]   by the Chai-coms can take over.
[00:04:22.140 --> 00:04:24.980]   And that ties into the mayor of Minneapolis
[00:04:24.980 --> 00:04:26.820]   saying Trump is a white supremacist.
[00:04:26.820 --> 00:04:29.260]   He shouldn't be allowed to come into Minnesota
[00:04:29.260 --> 00:04:31.020]   or Minneapolis.
[00:04:31.020 --> 00:04:33.780]   Again, it's all about barring people's speech,
[00:04:33.780 --> 00:04:35.300]   barring their action,
[00:04:35.300 --> 00:04:38.940]   using a global social credit score to totally control people.
[00:04:38.940 --> 00:04:40.580]   And that's why this is so dangerous.
[00:04:40.580 --> 00:04:42.820]   They're consciously doing this
[00:04:42.820 --> 00:04:44.580]   and they're training our children and others
[00:04:44.580 --> 00:04:46.140]   that they have no rights.
[00:04:46.140 --> 00:04:47.780]   And we can laugh at this as adults,
[00:04:47.780 --> 00:04:49.140]   but in just another generation,
[00:04:49.140 --> 00:04:52.100]   this will be in place if we do not stand up
[00:04:52.100 --> 00:04:53.620]   and say no to all of it.
[00:04:53.620 --> 00:04:54.980]   Tom Papert's coming up.
[00:04:54.980 --> 00:04:57.180]   Huge breaking news at infowars.com.
[00:04:57.180 --> 00:04:58.500]   ♪ Realize that eternal faith ♪
[00:04:58.500 --> 00:05:00.780]   ♪ Has turned its back on you ♪
[00:05:00.780 --> 00:05:03.180]   ♪ It's 2 a.m. ♪
[00:05:03.180 --> 00:05:04.900]   ♪ It's 2 a.m. ♪
[00:05:04.900 --> 00:05:05.740]   ♪ It's 2 a.m. ♪
[00:05:05.740 --> 00:05:08.340]   ♪ Fear is gone ♪
[00:05:08.340 --> 00:05:12.380]   - Communist China quietly bought up Hollywood
[00:05:12.380 --> 00:05:13.540]   more than a decade ago.
[00:05:13.540 --> 00:05:15.900]   And they've been approving almost all the scripts
[00:05:15.900 --> 00:05:19.620]   that you see on television or in the movies for many years.
[00:05:19.620 --> 00:05:21.740]   And now they own our debt.
[00:05:21.740 --> 00:05:23.060]   Now they own the Democratic Party.
[00:05:23.060 --> 00:05:24.580]   Now they've merged with Silicon Valley
[00:05:24.580 --> 00:05:26.820]   to censor patriots off the air.
[00:05:26.820 --> 00:05:29.580]   Washington Post comes out and says they hope
[00:05:29.580 --> 00:05:31.100]   that Xi Jinping, the dictator of China,
[00:05:31.100 --> 00:05:32.980]   will, quote, "destroy Trump."
[00:05:32.980 --> 00:05:34.540]   That's a headline.
[00:05:34.540 --> 00:05:38.260]   So InfoWars has been the Paul Revere of this operation.
[00:05:38.260 --> 00:05:41.100]   We have blown the whistle continuously
[00:05:41.100 --> 00:05:42.260]   and have been proven right.
[00:05:42.260 --> 00:05:43.660]   And that's why it's more important than ever
[00:05:43.660 --> 00:05:46.060]   that we override Silicon Valley
[00:05:46.060 --> 00:05:48.100]   and their Qaikom masters by word of mouth
[00:05:48.100 --> 00:05:50.100]   and spread the word about InfoWars
[00:05:50.100 --> 00:05:52.140]   and check out infowarsstore.com.
[00:05:52.140 --> 00:05:55.660]   That's where the arsenal of our republic is being funded.
[00:05:55.660 --> 00:05:56.940]   That's where the tip of the spear
[00:05:56.940 --> 00:06:00.460]   is continually being forged, is infowarsstore.com.
[00:06:00.460 --> 00:06:03.220]   (dramatic music)
[00:06:03.220 --> 00:06:08.380]   ♪ Man.Media ♪
[00:06:10.940 --> 00:06:13.700]   (dramatic music)
[00:06:13.700 --> 00:06:29.220]   - From deep in the heart of FEMA Region 6,
[00:06:29.220 --> 00:06:32.860]   Austin, Texas, transmitting worldwide,
[00:06:32.860 --> 00:06:35.140]   it's Alex Jones.
[00:06:35.140 --> 00:06:39.540]   - Welcome to the Alex Jones Show.
[00:06:39.540 --> 00:06:42.020]   I am Tom Paffert, filling in for Alex today
[00:06:42.020 --> 00:06:44.540]   while he is out on a very important mission.
[00:06:44.540 --> 00:06:46.700]   I just wanna recap on a quick programming note.
[00:06:46.700 --> 00:06:50.220]   Alex Jones will be live tonight on Firepower,
[00:06:50.220 --> 00:06:52.820]   where I'm usually co-hosting with Will Johnson.
[00:06:52.820 --> 00:06:56.860]   That's 7 p.m. tonight for the Trump rally.
[00:06:56.860 --> 00:06:58.260]   Make sure to tune into that.
[00:06:58.260 --> 00:07:02.820]   It is a scary situation and an unprecedented situation,
[00:07:02.820 --> 00:07:04.980]   what's happening in Minneapolis
[00:07:04.980 --> 00:07:08.820]   as the left-wing city administration
[00:07:08.820 --> 00:07:11.380]   is attempting to recreate what we have seen
[00:07:11.380 --> 00:07:13.980]   all across the country and, as Alex said
[00:07:13.980 --> 00:07:16.980]   in the last segment, all throughout the world.
[00:07:16.980 --> 00:07:18.500]   It's now common practice,
[00:07:18.500 --> 00:07:21.940]   anytime a right-wing populist conservative
[00:07:21.940 --> 00:07:24.340]   wants to speak on a college campus
[00:07:24.340 --> 00:07:26.300]   or speak in a city at all,
[00:07:26.300 --> 00:07:30.740]   they ratchet up security costs to make the event unviable.
[00:07:30.740 --> 00:07:35.540]   This results, of course, in the venue canceling the event,
[00:07:35.540 --> 00:07:37.820]   the people have to find a new venue,
[00:07:37.820 --> 00:07:40.260]   it may be the guests, the people who have bought tickets
[00:07:40.260 --> 00:07:41.860]   can't find the new venue.
[00:07:41.860 --> 00:07:46.860]   The event may go on, it may go from 3,000 people to 150.
[00:07:46.860 --> 00:07:49.900]   This happens constantly throughout the United States,
[00:07:49.900 --> 00:07:53.980]   but it has never happened before to an American politician,
[00:07:53.980 --> 00:07:57.820]   let alone a sitting president of the United States
[00:07:57.820 --> 00:08:00.300]   like Donald J. Trump.
[00:08:00.300 --> 00:08:02.380]   Unprecedented what's happening,
[00:08:02.380 --> 00:08:05.420]   and it will be fascinating to see exactly what happens.
[00:08:05.420 --> 00:08:08.340]   So again, make sure you tune in tonight for "Firepower"
[00:08:08.340 --> 00:08:12.940]   at 7 p.m. Central Standard Time.
[00:08:12.940 --> 00:08:15.500]   We've seen, over this last week,
[00:08:15.500 --> 00:08:19.700]   a complete capitulation on behalf of corporate America
[00:08:19.700 --> 00:08:21.460]   to the communist Chinese,
[00:08:21.460 --> 00:08:23.820]   and this is something the viewers of this broadcast
[00:08:23.820 --> 00:08:26.900]   have known about for 10 or more years,
[00:08:26.900 --> 00:08:28.780]   especially over the past two years,
[00:08:28.780 --> 00:08:31.660]   nobody has been more on point on this subject
[00:08:31.660 --> 00:08:33.740]   than Alex Jones.
[00:08:33.740 --> 00:08:35.860]   And again, just to recap,
[00:08:35.860 --> 00:08:39.260]   this week we saw the NBA offer a complete capitulation.
[00:08:39.260 --> 00:08:42.180]   We've seen Blizzard, a video game company,
[00:08:42.180 --> 00:08:45.740]   banning popular streamers because they had the audacity
[00:08:45.740 --> 00:08:50.540]   to hope and pray and endorse a free, democratic Hong Kong
[00:08:50.540 --> 00:08:52.900]   that respects human liberty.
[00:08:52.900 --> 00:08:56.300]   We've seen, I just saw a report about a hotel
[00:08:56.300 --> 00:08:58.660]   that reportedly fired an employee
[00:08:58.660 --> 00:09:03.660]   because they had the audacity to like a Twitter post
[00:09:03.860 --> 00:09:05.780]   about Hong Kong.
[00:09:05.780 --> 00:09:09.780]   This is, I would say, unprecedented,
[00:09:09.780 --> 00:09:11.420]   but if you've been following along,
[00:09:11.420 --> 00:09:14.860]   you know that Alex Jones was banned over a year ago
[00:09:14.860 --> 00:09:16.700]   because he was a threat
[00:09:16.700 --> 00:09:18.740]   to the Chinese communist world order.
[00:09:18.740 --> 00:09:20.740]   As Alex Jones frequently says,
[00:09:20.740 --> 00:09:24.260]   "The communist Chinese own our movies."
[00:09:24.260 --> 00:09:27.060]   They own the majority of Hollywood production studios.
[00:09:27.060 --> 00:09:29.740]   The ones they don't own, though, it doesn't even matter
[00:09:29.740 --> 00:09:32.340]   because in order for a movie to get into China,
[00:09:32.340 --> 00:09:35.260]   China only accepts a handful of movies a year.
[00:09:35.260 --> 00:09:38.300]   And in order for a movie to get into China,
[00:09:38.300 --> 00:09:41.340]   they have to tow the Chinese communist line.
[00:09:41.340 --> 00:09:43.580]   So we have a special message
[00:09:43.580 --> 00:09:46.900]   from Fentanyl the Qicom Dragon.
[00:09:46.900 --> 00:09:48.100]   Let's go ahead and air that
[00:09:48.100 --> 00:09:50.660]   about how the NBA is capitulating
[00:09:50.660 --> 00:09:53.660]   and how it is serving our master, Xi Jinping.
[00:09:53.660 --> 00:09:54.740]   Let's air that video.
[00:09:54.740 --> 00:09:58.780]   (dramatic music)
[00:10:00.780 --> 00:10:04.100]   (camera shutter clicks)
[00:10:04.100 --> 00:10:15.540]   - Hello, stupid Americans.
[00:10:15.540 --> 00:10:19.580]   Fentanyl Chinese communist dragon here.
[00:10:19.580 --> 00:10:21.820]   I told you just a week ago,
[00:10:21.820 --> 00:10:24.420]   when you don't do what we say, you die.
[00:10:24.420 --> 00:10:27.220]   Look what happened to a Hong Kong protester.
[00:10:29.060 --> 00:10:33.820]   Oh, and don't forget, we killed more than Hitler ever did.
[00:10:33.820 --> 00:10:36.220]   And that's why the liberals love us.
[00:10:36.220 --> 00:10:37.060]   Oh.
[00:10:37.060 --> 00:10:42.460]   In America, the colleges that we fund
[00:10:42.460 --> 00:10:47.300]   teach no borders, no walls, no USA at all.
[00:10:47.300 --> 00:10:49.980]   Let me show you a trained slave.
[00:10:49.980 --> 00:10:53.980]   - No borders, no walls, no USA at all.
[00:10:53.980 --> 00:10:56.900]   - America is a rotting carcass
[00:10:56.900 --> 00:10:59.220]   covered in filthy maggots.
[00:10:59.220 --> 00:11:01.740]   Look at your own James Harden.
[00:11:01.740 --> 00:11:04.540]   He came out and apologized to us.
[00:11:04.540 --> 00:11:05.900]   That's good.
[00:11:05.900 --> 00:11:08.900]   And now we tell the NBA what to do
[00:11:08.900 --> 00:11:11.620]   and the NBA say, "Yes, master."
[00:11:11.620 --> 00:11:12.780]   - Yeah, we apologize.
[00:11:12.780 --> 00:11:16.340]   We love China.
[00:11:16.340 --> 00:11:17.540]   We love playing there.
[00:11:17.540 --> 00:11:22.460]   - Finally, you saw what happened to South Park.
[00:11:22.460 --> 00:11:25.060]   They talk about our re-education camps
[00:11:25.060 --> 00:11:28.940]   and our death camps and how Winnie the Pooh was banned.
[00:11:28.940 --> 00:11:30.860]   And let me now tell you what happens.
[00:11:30.860 --> 00:11:32.620]   They abandon our country.
[00:11:32.620 --> 00:11:35.420]   Then they put out sarcastic apologies.
[00:11:35.420 --> 00:11:36.900]   That's not good enough.
[00:11:36.900 --> 00:11:39.620]   Once we take over, we're going to kill
[00:11:39.620 --> 00:11:41.260]   the South Park producers.
[00:11:41.260 --> 00:11:42.380]   That's what we do.
[00:11:42.380 --> 00:11:49.100]   Everyone is adopting our motto.
[00:11:49.100 --> 00:11:51.260]   Big Tech is censoring Alex Jones
[00:11:51.260 --> 00:11:53.340]   and now even Republican leaders.
[00:11:53.340 --> 00:11:54.580]   And they do nothing.
[00:11:55.540 --> 00:11:59.340]   Soon sites like BandarVideo will be shut down.
[00:11:59.340 --> 00:12:02.060]   You stinking Americans do not share that site
[00:12:02.060 --> 00:12:03.700]   or Infowars.com.
[00:12:03.700 --> 00:12:04.620]   Submit.
[00:12:04.620 --> 00:12:05.900]   Do not fight back.
[00:12:05.900 --> 00:12:07.260]   Do what I say.
[00:12:07.260 --> 00:12:16.980]   I just caught you, American.
[00:12:16.980 --> 00:12:19.420]   You visited BandarVideo.
[00:12:19.420 --> 00:12:23.740]   Oh, Mark Zuckerberg and others angry at you.
[00:12:23.740 --> 00:12:27.700]   Do what CNN says and do not visit BandarVideo
[00:12:27.700 --> 00:12:30.020]   or I have to hurt your eyes.
[00:12:30.020 --> 00:12:35.060]   - That of course was Fentanyl the Chai-Kahn Dragon.
[00:12:35.060 --> 00:12:38.980]   You can view the whole series on BandarVideo.
[00:12:38.980 --> 00:12:40.340]   But folks, let me tell you,
[00:12:40.340 --> 00:12:44.540]   every single joke in that video is absolutely spot on.
[00:12:44.540 --> 00:12:46.940]   At this point, the Chinese Communist Party
[00:12:46.940 --> 00:12:49.420]   is involved in organ harvesting.
[00:12:49.420 --> 00:12:51.620]   They're involved in concentration camps
[00:12:51.620 --> 00:12:53.540]   for an ethnic minority.
[00:12:53.540 --> 00:12:57.340]   They're involved in open murder of Hong Kong protesters.
[00:12:57.340 --> 00:12:59.220]   These protesters are to the point
[00:12:59.220 --> 00:13:02.340]   where they're wearing projectors on their face
[00:13:02.340 --> 00:13:05.740]   to block out their face with light so they can't be seen.
[00:13:05.740 --> 00:13:08.220]   They paint their face like Pepe the Frog.
[00:13:08.220 --> 00:13:10.340]   So the Chinese surveillance state,
[00:13:10.340 --> 00:13:13.740]   which has millions of cameras on every street corner
[00:13:13.740 --> 00:13:18.740]   in the country, can't identify who is protesting.
[00:13:18.740 --> 00:13:20.460]   And what's more important,
[00:13:20.460 --> 00:13:22.620]   the point that Alex brings up constantly,
[00:13:22.620 --> 00:13:25.140]   is this is the model that the globalists
[00:13:25.140 --> 00:13:27.340]   want to bring to the United States.
[00:13:27.340 --> 00:13:30.420]   There was this great fantasy before I was alive
[00:13:30.420 --> 00:13:32.580]   and when Alex Jones was a very young man,
[00:13:32.580 --> 00:13:35.820]   that by trading freely with the communist Chinese,
[00:13:35.820 --> 00:13:38.740]   we would export our ideology of democracy
[00:13:38.740 --> 00:13:40.340]   and human liberty and peace.
[00:13:40.340 --> 00:13:43.020]   And now, oh, four or five decades later,
[00:13:43.020 --> 00:13:45.140]   let's take a look and see what's happened.
[00:13:45.140 --> 00:13:47.100]   It's the exact opposite.
[00:13:47.100 --> 00:13:50.020]   They have exported collectivism to our shores,
[00:13:50.020 --> 00:13:53.620]   along with their cheap Chinese manufactured goods.
[00:13:53.620 --> 00:13:56.980]   They have exported totalitarianism
[00:13:56.980 --> 00:13:59.700]   and censorship to our shores.
[00:13:59.700 --> 00:14:02.420]   The big tech companies are now doing the bidding
[00:14:02.420 --> 00:14:05.780]   of the communist Chinese, and now it's again beyond that.
[00:14:05.780 --> 00:14:09.860]   The NBA, mass media, we have Hollywood
[00:14:09.860 --> 00:14:12.660]   all in the pocket of the communist Chinese.
[00:14:12.660 --> 00:14:15.780]   When we come back, we're going to have a clip
[00:14:15.780 --> 00:14:19.980]   from two NBA analysts where they admit exactly
[00:14:19.980 --> 00:14:24.220]   the depravity that they are, I mean, it's unprecedented.
[00:14:24.220 --> 00:14:26.340]   They admit this is all about getting
[00:14:26.340 --> 00:14:30.140]   to 600 million Chinese viewers.
[00:14:30.140 --> 00:14:32.940]   It has nothing to do with caring about social justice
[00:14:32.940 --> 00:14:35.260]   or caring about liberty or caring about anything else.
[00:14:35.260 --> 00:14:37.780]   Their only goal, their only consideration
[00:14:37.780 --> 00:14:41.620]   is getting the communist Chinese money.
[00:14:41.620 --> 00:14:44.260]   It's a sick, sick system.
[00:14:44.260 --> 00:14:48.260]   And not only that, we've got an article from newswars.com.
[00:14:48.260 --> 00:14:51.420]   Pro Hong Kong Sixers fan has been booted
[00:14:51.420 --> 00:14:53.820]   from a Philadelphia NBA game
[00:14:53.820 --> 00:14:57.140]   for supporting the fight in Hong Kong.
[00:14:57.140 --> 00:15:00.380]   Sam Wachs and his wife brought signs
[00:15:00.380 --> 00:15:03.940]   which read "Free Hong Kong" and "Free HK"
[00:15:03.940 --> 00:15:06.300]   to Tuesday night's game between the Sixers
[00:15:06.300 --> 00:15:08.940]   and the Zhengzhou Lung Lions
[00:15:08.940 --> 00:15:11.060]   of the Chinese Basketball Association.
[00:15:11.060 --> 00:15:13.780]   According to Wachs, he lived in Hong Kong for two years
[00:15:13.780 --> 00:15:15.580]   and supports the anti-government movement.
[00:15:15.580 --> 00:15:18.500]   He says, "We were just sitting in our seats
[00:15:18.500 --> 00:15:22.620]   near the Chinese bench and they've been ejected."
[00:15:22.620 --> 00:15:25.180]   There's no pretense anymore
[00:15:25.180 --> 00:15:27.420]   that the NBA is not a political organization.
[00:15:27.420 --> 00:15:29.220]   It's a political organization, all right,
[00:15:29.220 --> 00:15:31.180]   but it's a political organization
[00:15:31.180 --> 00:15:33.820]   for the communist Chinese.
[00:15:33.820 --> 00:15:36.420]   You know, meanwhile, we had the NFL a few years ago.
[00:15:36.420 --> 00:15:38.420]   They had their kneeling scandal
[00:15:38.420 --> 00:15:40.740]   where there were athletes were kneeling
[00:15:40.740 --> 00:15:43.380]   because of police brutality here in the United States.
[00:15:43.380 --> 00:15:46.340]   And they tried to shut that down.
[00:15:46.340 --> 00:15:50.940]   And as a result, they were lambasted by the leftists.
[00:15:50.940 --> 00:15:53.660]   But if you shut down free expression,
[00:15:53.660 --> 00:15:55.140]   if you do that for the benefit
[00:15:55.140 --> 00:15:57.540]   of the Chinese Communist Party,
[00:15:57.540 --> 00:16:00.900]   then you're richly rewarded, my friends.
[00:16:00.900 --> 00:16:01.740]   Don't go away.
[00:16:01.740 --> 00:16:03.380]   You're watching the Alex Jones Show.
[00:16:03.380 --> 00:16:06.100]   I'm guest host Tom Papert filling in for Alex.
[00:16:06.100 --> 00:16:08.460]   We'll be right back after this short break.
[00:16:08.460 --> 00:16:09.300]   - My fellow Freedom Lovers,
[00:16:09.300 --> 00:16:12.180]   I'm very excited to bring you Vasso Beats.
[00:16:12.180 --> 00:16:14.540]   I've been wanting a beet formula for years
[00:16:14.540 --> 00:16:16.620]   because they're popular, they're best sellers,
[00:16:16.620 --> 00:16:18.980]   because people like them and they really work.
[00:16:18.980 --> 00:16:22.500]   It's on record that beets are good for healthy liver,
[00:16:22.500 --> 00:16:23.980]   helps support athletic performance,
[00:16:23.980 --> 00:16:25.780]   supports healthy blood vessels.
[00:16:25.780 --> 00:16:26.780]   The list goes on and on.
[00:16:26.780 --> 00:16:28.500]   Cardiovascular and heart health supports,
[00:16:28.500 --> 00:16:30.500]   one of the biggest, what's called Vasso Beats,
[00:16:30.500 --> 00:16:33.620]   helps support the body's natural nitric oxide production.
[00:16:33.620 --> 00:16:35.740]   Oh, that is the biggie.
[00:16:35.740 --> 00:16:37.220]   Well, guess what, ladies and gentlemen?
[00:16:37.220 --> 00:16:41.020]   Vasso Beats is a concentrated beet extract.
[00:16:41.020 --> 00:16:43.180]   You'd have to eat a lot of beets to get what you get
[00:16:43.180 --> 00:16:44.300]   in each dropper full of this.
[00:16:44.300 --> 00:16:45.220]   Take it out of the tongue,
[00:16:45.220 --> 00:16:46.820]   see it absorb it into your bloodstream.
[00:16:46.820 --> 00:16:49.060]   Get Vasso Beats today, our latest product,
[00:16:49.060 --> 00:16:51.900]   at Infowarsandlife.com and take care of yourself,
[00:16:51.900 --> 00:16:53.060]   take care of your family.
[00:16:53.060 --> 00:16:56.100]   It's great for all ages and support the Info War
[00:16:56.100 --> 00:16:57.220]   in the face of the globalists.
[00:16:57.220 --> 00:17:00.140]   Vasso Beats at Infowarsandlife.com.
[00:17:00.140 --> 00:17:04.060]   And right now we're running a special 50% off on Vasso Beats
[00:17:04.060 --> 00:17:06.420]   with free shipping at double pay three points.
[00:17:06.420 --> 00:17:10.620]   - Hunters, anglers, campers, and survivalists.
[00:17:10.620 --> 00:17:12.980]   Get back to nature, expand your horizons
[00:17:12.980 --> 00:17:14.980]   with the highest quality, most versatile,
[00:17:14.980 --> 00:17:17.500]   unique slingshots and sling bows on the market
[00:17:17.500 --> 00:17:18.980]   at slingbow.com.
[00:17:18.980 --> 00:17:20.580]   Slingbow products are compact
[00:17:20.580 --> 00:17:22.940]   and models start from just 1798.
[00:17:22.940 --> 00:17:24.660]   They're perfect for your bug out bag
[00:17:24.660 --> 00:17:25.980]   or storing in your vehicle.
[00:17:25.980 --> 00:17:28.460]   Give yourself and your loved ones the excitement
[00:17:28.460 --> 00:17:31.660]   and tradition of slingbow, a new frontier in archery
[00:17:31.660 --> 00:17:34.700]   and truly modern twist on this primitive survival tool.
[00:17:34.700 --> 00:17:37.980]   Feel the thrill only at slingbow.com.
[00:17:37.980 --> 00:17:39.220]   - Hi, I'm Dan Pilla.
[00:17:39.220 --> 00:17:41.340]   I started fighting the IRS over 40 years ago
[00:17:41.340 --> 00:17:43.140]   when they tried to seize my mother's house.
[00:17:43.140 --> 00:17:44.700]   I sued the IRS and won.
[00:17:44.700 --> 00:17:47.660]   I beat the IRS then and I've been beating them ever since.
[00:17:47.660 --> 00:17:49.340]   I wrote the book on tax debt settlement
[00:17:49.340 --> 00:17:51.540]   and I've helped thousands of people deal with tax problems
[00:17:51.540 --> 00:17:53.180]   that they thought might never be solved.
[00:17:53.180 --> 00:17:54.380]   I can help you too.
[00:17:54.380 --> 00:17:57.380]   If you owe taxes you can't pay, don't wait another day.
[00:17:57.380 --> 00:17:59.580]   There's no such thing as a hopeless tax case.
