[00:00:00.989 --> 00:00:16.372]  Welcome, ladies and gentlemen.
[00:05:04.596 --> 00:05:10.340]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:05:10.340 --> 00:05:14.262]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:05:14.582 --> 00:05:19.784]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:05:19.784 --> 00:05:22.826]  PrisonPlanet.tv is a vault of forbidden information.
[00:05:22.826 --> 00:05:30.049]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:05:30.049 --> 00:05:36.032]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:05:36.032 --> 00:05:40.554]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:05:40.914 --> 00:05:41.214]  Hi, neighbor.
[00:05:56.798 --> 00:05:58.940]  We all know that knowledge is power.
[00:05:58.940 --> 00:06:02.643]  We've tried to give you knowledge to help you prepare for rough times.
[00:06:02.643 --> 00:06:07.967]  There's the worldwide famine and our country's dependence on often dangerous food imports.
[00:06:07.967 --> 00:06:10.489]  You know about genetically poisoned food.
[00:06:10.489 --> 00:06:16.794]  Two-thirds of the food is disappearing with the bees along with huge crop failures from all-time record water shortages.
[00:06:16.794 --> 00:06:20.456]  You know they're turning food into fuel with corn ethanol plants.
[00:06:21.417 --> 00:06:25.618]  If we do not control our food, food will be used to control us.
[00:06:25.618 --> 00:06:31.459]  Food control has been the plan historically in every enslaved population and is the plan for America.
[00:06:31.459 --> 00:06:40.181]  The only value of the knowledge you have to take control of your food is if you choose to get a supply while you still have the freedom to choose.
[00:06:40.181 --> 00:06:41.461]  Call 800-409-5633 on the web efoodsdirect.com.
[00:06:41.461 --> 00:06:41.761]  Call 800-409-5633.
[00:06:54.298 --> 00:06:59.259]  For centuries, salt products have been known to help people stay well in body, mind, and spirit.
[00:06:59.259 --> 00:07:06.040]  Soleil Wellness is a unique company that scoured the world to find the best salt-based products to help you and your family.
[00:07:06.040 --> 00:07:14.421]  Safe, easy-to-use, environmentally-friendly products that fit into any lifestyle, decor, and can be used by anyone at any age.
[00:07:14.421 --> 00:07:17.902]  Soleil Wellness has a unique selection of salt-based products.
[00:07:17.902 --> 00:07:23.443]  Not only Himalayan Gourmet Salt and Healy Bath Salts, Soleil's simple natural cleaning products,
[00:07:23.783 --> 00:07:29.705]  Ionizing Salt Crystal Lamps, Respiratory Relieving Salt Pipes, Pain Relieving Pillows, and more!
[00:07:29.705 --> 00:07:33.066]  All designed to keep you and your family balanced and well.
[00:07:33.066 --> 00:07:39.368]  Visit Soleil Wellness today, online at natural-salt-lamps.com.
[00:07:39.368 --> 00:07:40.689]  That's natural-salt-lamps.com.
[00:07:40.689 --> 00:07:41.249]  Or call 312-224-2710.
[00:07:41.249 --> 00:07:41.809]  That's 312-224-2710.
[00:07:41.809 --> 00:07:43.930]  Mention GCN Live for a free gift!
[00:07:53.723 --> 00:08:03.428]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[00:08:03.428 --> 00:08:11.113]  Folks, we're back at the Alex Jones Show, and, uh, joining us now is Mark Dice of The Resistance.
[00:08:11.113 --> 00:08:20.738]  And, uh, Mark, why don't you just tell the people what happened to your YouTube account, how upsetting it is, and how you may not be able to recover this stuff now.
[00:08:21.963 --> 00:08:25.086]  Listen, my entire YouTube account is gone.
[00:08:25.086 --> 00:08:29.329]  I had probably over 60 different videos with, I think, millions of views.
[00:08:29.329 --> 00:08:31.932]  Some of them were up into the multiple hundreds of thousands.
[00:08:31.932 --> 00:08:34.093]  They are all gone.
[00:08:34.093 --> 00:08:35.695]  Permanently suspended.
[00:08:35.695 --> 00:08:38.197]  Account permanently deleted.
[00:08:38.197 --> 00:08:48.446]  Now, I don't know if they were able to pull some strings and get the entire account deleted, or if I had exceeded my quota of so-called copyrighted
[00:08:48.996 --> 00:09:00.179]  Material on there, but this just goes to show that this guy, this clown, is just scrambling to try to dump any evidence of his crime and of his statements down into the memory hole.
[00:09:00.179 --> 00:09:08.201]  I checked a couple other YouTube videos yesterday of his statements and another one was removed due to terms of service violations or whatever.
[00:09:08.201 --> 00:09:10.162]  I don't know if that entire account was closed.
[00:09:11.446 --> 00:09:20.509]  I just think it would be an interesting phenomenon if everybody would start downloading the videos that are there and just continue to post them.
[00:09:20.509 --> 00:09:23.611]  And let's get hundreds of these things out there.
[00:09:23.611 --> 00:09:31.193]  Also, like you mentioned in the beginning of the show, he removed the entire podcast of that day, which is a free podcast.
[00:09:31.193 --> 00:09:33.394]  He removed it from the podcast directory.
[00:09:33.394 --> 00:09:40.477]  Tuesday, June 10th, the second hour is mysteriously now missing from the podcast directory on the bottom of his page.
[00:09:41.340 --> 00:09:47.184]  Also, my entire appearance on his show is missing the entire hour, if not the entire day.
[00:09:47.184 --> 00:09:48.844]  I believe it's actually the entire day.
[00:09:48.844 --> 00:09:52.667]  Monday's show is gone, not available for download.
[00:09:52.667 --> 00:10:01.992]  So this clown is scrambling, trying to claim copyright infringement when the podcasts are freely available, downloadable from his site.
[00:10:01.992 --> 00:10:06.655]  So apparently it's okay for people to download the podcast from his site, but not on YouTube.
[00:10:06.655 --> 00:10:08.256]  And like I said, his producer, Brett,
[00:10:08.948 --> 00:10:23.080]  Last Friday told me that their lawyers wanted the clip pulled, said that they own the copyright and I had clearly stated that it was fair use and he decided to apparently take some action against it and this is just disgusting.
[00:10:23.080 --> 00:10:26.503]  What's even more disgusting is nobody in the press has covered this issue yet.
[00:10:26.503 --> 00:10:26.983]  Nobody.
[00:10:26.983 --> 00:10:30.306]  Nobody in the mainstream press has covered this issue.
[00:10:30.306 --> 00:10:35.611]  A few stories on Google News and so at this point I'm just going to continue
[00:10:36.727 --> 00:10:44.334]  To use this as an engine and as a reason to just ramp up things, ramp up the effort here, man.
[00:10:44.334 --> 00:10:50.600]  And somebody called in the other day on the show and suggested that we use MySpace as an outreach tool.
[00:10:50.600 --> 00:10:54.024]  So let's expand Operation Inform the Soldier.
[00:10:54.485 --> 00:11:04.172]  And again, I don't want this to overshadow Operation Inform the Soldiers, so you can go on MySpace, and now I think they changed the menu items a little bit, but you can search under Friends, or you can browse.
[00:11:04.172 --> 00:11:06.554]  You used to be able to just click the search and the browse feature.
[00:11:06.554 --> 00:11:09.817]  You can find out and search people in different cities, different countries.
[00:11:09.817 --> 00:11:11.418]  You can search for people in Iraq.
[00:11:11.418 --> 00:11:14.300]  You can come up with countless Marines, and we can befriend them.
[00:11:14.300 --> 00:11:20.064]  We can email them videos and links and all kinds of stuff and become directly communicating with them.
[00:11:20.064 --> 00:11:20.645]  So, I just
[00:11:21.550 --> 00:11:27.614]  I'm so frustrated right now, and I want to thank everybody out there for their support, and I want to thank you, Jason, and I just want to also tip my hat to you.
[00:11:27.614 --> 00:11:29.715]  You're doing a great job filling in for Alex Jones.
[00:11:29.715 --> 00:11:35.759]  I know a lot of us, if we couldn't tune into this show in the morning to get our daily dose of the news, I don't know what we would do.
[00:11:35.759 --> 00:11:37.940]  So I just want to say you're doing a great job.
[00:11:37.940 --> 00:11:41.342]  Everybody out there is doing a great job, and it's not just me that Michael Reagan wants to kill.
[00:11:41.342 --> 00:11:42.803]  He wants to kill all of you.
[00:11:42.803 --> 00:11:44.604]  Everybody who's listening to this show right now.
[00:11:44.604 --> 00:11:48.026]  Michael Reagan and the neocons and these Nazis want you all dead.
[00:11:48.593 --> 00:11:56.280]  Absolutely, and that's why we're going to be giving out Radio America's President's contact information yet again today.
[00:11:56.280 --> 00:12:11.493]  If you want to email Jim Roberts and let him know you're very upset that Michael Reagan still has a show and has not been reprimanded for his actions, it is J as in the letter, Roberts, at RadioAmerica.org or JRoberts at AmericanVeteranCenter.org.
[00:12:12.318 --> 00:12:23.866]  And I might say that if you're going to throw those emails out, you might want to email YouTube and let them know how upset you are that Mark Dice's account has been pulled when, you know, he's part of the media, folks.
[00:12:23.866 --> 00:12:25.207]  He's a media critic.
[00:12:25.207 --> 00:12:26.307]  He's an author.
[00:12:26.307 --> 00:12:27.828]  You know, he's had a radio show.
[00:12:27.828 --> 00:12:28.729]  He's a pundit.
[00:12:28.729 --> 00:12:30.210]  He puts out press releases.
[00:12:30.210 --> 00:12:39.576]  There is no excuse for them pulling an entire account over a three minute clip, which he has more than enough right to use, seeing he's in it.
[00:12:40.683 --> 00:12:55.631]  So, if you want to give them a call, it is 703-302-1000 over at RadioAmerica.org and let them know how displeased you are that, again, they're letting their hosts threaten our lives and then they're trying to cover it up after the fact.
[00:12:55.631 --> 00:12:57.532]  They don't want this to be a national news story.
[00:12:57.532 --> 00:13:05.756]  They're doing everything in their power, Mark, to try to put this down the little, uh, the, uh, the blackout trail.
[00:13:05.756 --> 00:13:06.657]  I mean, they don't want this.
[00:13:07.366 --> 00:13:08.427]  The man is a very sick man.
[00:13:08.427 --> 00:13:10.368]  He's called for the hanging of Howard Dean.
[00:13:10.368 --> 00:13:11.429]  Yeah, he wants to blow up little babies in
[00:13:37.100 --> 00:13:40.481]  In the Middle East, and then kill all the mothers as well.
[00:13:40.481 --> 00:13:47.522]  And this is an opportunity for us to really affect the change, to hold somebody accountable, to get them fired.
[00:13:47.522 --> 00:13:53.203]  You know, we tried to get Bush impeached, Dennis Kucinich has introduced the Articles of Impeachment.
[00:13:53.203 --> 00:14:04.846]  It seems that these guys can get away with so much and just let it slide and let it slide, but here we have a chance to get somebody held accountable on one level, to get them to lose their job, to lose their propaganda platform.
[00:14:05.976 --> 00:14:07.697]  And also, I just want to thank everybody so much.
[00:14:07.697 --> 00:14:16.264]  I just can't believe that I'm stuck in the middle of this, and this is just distracting me from getting the Resistance Manifesto revised edition out, but this is something that needs to be done.
[00:14:16.264 --> 00:14:25.831]  And also, please, if anybody wants to call the mainstream press and just demand that this story be covered, because I spent hours and hours emailing everybody, calling news stations, and nobody's covered this.
[00:14:25.831 --> 00:14:26.751]  Nobody at all.
[00:14:26.751 --> 00:14:34.277]  The only people who've called me have been a couple left-wing radio stations and Fairness in Media reporting some website.
[00:14:34.277 --> 00:14:35.438]  I don't know how popular they are.
[00:14:36.122 --> 00:14:56.060]  But nobody's covered this, and so if we just continue to call the Fox News studios and even the left-wing, you would think that MSNBC or somebody in these more liberal networks would be able to cover this and expose this criminal for what he is, but this is just beyond the pale, and I want to just continue to use this as an excuse to show
[00:14:56.664 --> 00:15:01.366]  Uh, that these are criminals, that they can get away with what they want to do, so we need to just prevent that.
[00:15:01.366 --> 00:15:04.228]  And Radio America, I know, has been getting hundreds of calls.
[00:15:04.228 --> 00:15:07.670]  The FCC's been getting dozens of complaints, probably hundreds.
[00:15:07.670 --> 00:15:14.713]  I was on the phone with the FCC trying to find out what the process is for the complaint, and they said it can be quite a lengthy process.
[00:15:14.713 --> 00:15:25.659]  And they're going to be sending me a letter explaining what the consequence is, so hopefully we can get this criminal fired, we can get the FCC to levy a couple hundred thousand dollar fine against Radio America.
[00:15:26.226 --> 00:15:38.894]  I mean, when Howard Stern got a couple million dollar fine just for making some kind of sick jokes, and this guy goes by Scott Free, that doesn't sit well with me and with a lot of people who even call us kooks, Jason.
[00:15:38.894 --> 00:15:45.798]  A lot of people that don't even like us and that aren't even on board understand that this needs to be dealt with.
[00:15:45.798 --> 00:15:49.760]  Absolutely, and when Stern did it, like you said, it was just a couple of off-color jokes.
[00:15:49.760 --> 00:15:54.843]  They really presented no harm to anybody, and there's full coverage right now over at InfoWars.com.
[00:15:55.256 --> 00:16:00.237]  Reagan files copyright claim in an attempt to get Mark Dice's death threat removed.
[00:16:00.237 --> 00:16:01.877]  Let's remind people what this guy said.
[00:16:01.877 --> 00:16:02.898]  Let's play the clip.
[00:16:02.898 --> 00:16:04.158]  Let's play it.
[00:16:04.158 --> 00:16:09.839]  Just so you know, this is what this guy is going to get away with if we let him.
[00:16:09.839 --> 00:16:10.619]  Michael Reagan.
[00:16:10.619 --> 00:16:11.680]  Mike Reagan here everybody.
[00:16:11.680 --> 00:16:12.340]  Mike Reagan here.
[00:16:12.340 --> 00:16:13.940]  Mike Reagan here.
[00:16:13.940 --> 00:16:14.420]  I'm here.
[00:16:14.420 --> 00:16:15.080]  You're there.
[00:16:15.080 --> 00:16:16.081]  Smile and dial 1-800-468-MIKE.
[00:16:16.081 --> 00:16:16.241]  1-800-468-6453.
[00:16:16.241 --> 00:16:17.081]  Our website is reagan.com.
[00:16:22.780 --> 00:16:23.861]  Oh, gosh.
[00:16:23.861 --> 00:16:28.024]  There's something else in the news, too, you need to know about.
[00:16:28.024 --> 00:16:34.189]  There are troops in Iraq who are probably going to be getting more than letters.
[00:16:34.189 --> 00:16:35.110]  You know, they have mail call.
[00:16:35.110 --> 00:16:36.711]  You ever go to a summer camp like I did?
[00:16:36.711 --> 00:16:38.172]  You live for mail call?
[00:16:38.172 --> 00:16:40.634]  I'm still waiting for the first letter from my dad and my mom.
[00:16:40.634 --> 00:16:45.698]  Anyway, you're waiting for mail call, and hopefully you get one.
[00:16:45.698 --> 00:16:49.381]  Well, what's going to be going on with mail call is a little bit different now.
[00:16:51.229 --> 00:16:54.671]  They're going to be getting mail, but they're not going to be care packages.
[00:16:54.671 --> 00:17:04.077]  There is a group that's sending letters to our troops in Iraq, and DVDs, claiming 9-11 was an inside job.
[00:17:04.077 --> 00:17:04.657]  Oh, yeah.
[00:17:04.657 --> 00:17:05.638]  Yeah.
[00:17:05.638 --> 00:17:09.560]  And that they should rethink why they're fighting.
[00:17:09.560 --> 00:17:12.502]  They ought to take these, excuse me folks, I'm going to say this.
[00:17:12.502 --> 00:17:15.964]  We ought to find the people who are doing this, take them out, and shoot them.
[00:17:18.197 --> 00:17:18.957]  Really.
[00:17:18.957 --> 00:17:24.099]  Just find the people who are sending those letters to our troops to demoralize our troops and do what they're doing.
[00:17:24.099 --> 00:17:25.039]  You take them out.
[00:17:25.039 --> 00:17:26.940]  They are traitors to this country.
[00:17:26.940 --> 00:17:29.120]  And shoot them.
[00:17:29.120 --> 00:17:30.421]  You have a problem with that?
[00:17:30.421 --> 00:17:32.341]  Deal with it.
[00:17:32.341 --> 00:17:36.263]  But anybody who would do that doesn't deserve to live.
[00:17:36.263 --> 00:17:37.123]  You shoot them.
[00:17:37.123 --> 00:17:38.303]  You call them traitors.
[00:17:38.303 --> 00:17:39.224]  That's what they are.
[00:17:39.224 --> 00:17:42.865]  And you shoot them dead.
[00:17:42.865 --> 00:17:43.725]  I'll pay for the bullet.
[00:17:45.911 --> 00:17:53.033]  Mark Deitz, the founder of the Resistance, which he calls a media watchdog group, says that the U.S.
[00:17:53.033 --> 00:17:58.915]  government was responsible for the September 11th terrorist attacks and that the armed forces should know it.
[00:17:58.915 --> 00:18:00.615]  People want the facts.
[00:18:00.615 --> 00:18:02.716]  The Marines are hungry for the truth.
[00:18:02.716 --> 00:18:04.836]  What got them there in Iraq?
[00:18:04.836 --> 00:18:06.897]  Why are they risking their lives?
[00:18:06.897 --> 00:18:10.178]  And we're going to help them understand that.
[00:18:10.178 --> 00:18:11.378]  So he's going to send letters.
[00:18:12.563 --> 00:18:21.166]  And the classified government documents that he says can prove the government's responsibility for the terrorist attacks that killed nearly 3,000 people.
[00:18:21.166 --> 00:18:28.208]  And he's urging others to do the same.
[00:18:28.208 --> 00:18:36.291]  Now, Captain Pete Hegseth, Executive Director of Vets for Freedom... Alright, I've had enough of that, but it's clear.
[00:18:36.823 --> 00:18:39.264]  He is, uh, calling for our executions.
[00:18:39.264 --> 00:18:43.106]  He's about to say that, uh, Mark Dice needs to be taken out on the firing range.
[00:18:43.106 --> 00:18:45.407]  Doesn't even deserve a blindfold.
[00:18:45.407 --> 00:18:47.668]  Folks, are we gonna let him get away with it?
[00:18:47.668 --> 00:18:50.449]  I mean, I know this broadcast has a vast audience.
[00:18:50.449 --> 00:18:52.410]  I know we have great power here.
[00:18:52.410 --> 00:18:54.731]  So I'm gonna say it one more time.
[00:18:54.731 --> 00:19:00.394]  You need to call this number and let them know how displeased you are with Michael Reagan.
[00:19:00.394 --> 00:19:00.694]  It is 703-302-1000.
[00:19:00.694 --> 00:19:01.294]  You need to say
[00:19:05.543 --> 00:19:07.705]  This will not be stood for.
[00:19:07.705 --> 00:19:09.186]  We're a peaceful group.
[00:19:09.186 --> 00:19:13.489]  There is no need to advocate for our murders, Mark.
[00:19:13.489 --> 00:19:20.114]  And now they're trying to intimidate us even further by pulling YouTube accounts that have that very clip.
[00:19:20.114 --> 00:19:22.415]  Yeah, now he's covering up evidence.
[00:19:22.415 --> 00:19:25.738]  And I want to thank 9-11 Truth Inland Empire.
[00:19:25.738 --> 00:19:32.703]  They were out protesting outside of the studios up there in LA and everybody that's just sending stuff out.
[00:19:32.703 --> 00:19:33.043]  And again,
[00:19:34.196 --> 00:19:39.845]  If you don't want to afford the money to send packages to the soldiers, a lot of times you can send just a priority envelope.
[00:19:39.845 --> 00:19:44.492]  It's like five bucks and you can send under 13 ounces of stuff to the soldiers.
[00:19:44.492 --> 00:19:46.355]  Alright, we'll be back after this with Mark Dice.
[00:19:46.355 --> 00:19:47.297]  It's the Alex Jones Show!
[00:19:53.991 --> 00:19:57.752]  Hi, this is Alex Jones, and I want to talk to you about the high price of gasoline.
[00:19:57.752 --> 00:20:02.473]  It's no secret that gasoline quality is poor, even though we're paying record prices at the pump.
[00:20:02.473 --> 00:20:07.774]  I have run across a company called SFR, who has developed two products that improve gas mileage.
[00:20:07.774 --> 00:20:18.977]  Instead of paying a mechanic as much as $300 to clean your injection system, Protecta Complete Fuel System Treatment cleans to 95% of new engine condition, improving mileage in only one tank full.
[00:20:18.977 --> 00:20:21.358]  Protecta Engine Treatment not only reduces friction,
[00:20:21.758 --> 00:20:23.800]  But it extends the life of your engine.
[00:20:23.800 --> 00:20:24.720]  Let's face it.
[00:20:24.720 --> 00:20:27.563]  With the high price of gasoline, it's time to take action.
[00:20:27.563 --> 00:20:35.569]  Purchase a protective fuel system treatment for only $9.95 and receive a free engine treatment which is a $12.95 value free.
[00:20:35.569 --> 00:20:37.871]  Call 888-USE-SFR1.
[00:20:37.871 --> 00:20:40.993]  That number again is 888-USE-SFR1.
[00:20:40.993 --> 00:20:45.056]  Or check them out online at oilcompanysecret.com.
[00:20:45.056 --> 00:20:47.238]  That's oilcompanysecret.com.
[00:20:47.238 --> 00:20:49.600]  Satisfaction is guaranteed or your money back.
[00:20:50.060 --> 00:20:51.501]  And it's safe for all cars.
[00:20:51.501 --> 00:20:53.983]  Act now.
[00:20:53.983 --> 00:20:55.404]  It is a big idea.
[00:20:55.404 --> 00:20:58.227]  A New World Order.
[00:20:58.227 --> 00:21:03.111]  In the near future, Earth is dominated by a powerful world government.
[00:21:03.111 --> 00:21:05.092]  It's known as the Builder Bird.
[00:21:05.092 --> 00:21:08.735]  Could their objective be world domination?
[00:21:08.735 --> 00:21:11.918]  For thousands of years, their dark order grew.
[00:21:11.918 --> 00:21:19.244]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:22.256 --> 00:21:27.700]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:27.700 --> 00:21:31.582]  You will learn the secret that drives the entire New World Order agenda.
[00:21:31.582 --> 00:21:34.144]  Build America is making great progress toward a world government.
[00:21:34.144 --> 00:21:35.325]  Most people have no idea.
[00:21:35.325 --> 00:21:36.085]  They're not after money.
[00:21:36.085 --> 00:21:37.366]  They have all the money they need.
[00:21:37.366 --> 00:21:37.987]  They're after power.
[00:21:37.987 --> 00:21:39.508]  That's what they're after these years.
[00:21:39.508 --> 00:21:44.251]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:21:44.251 --> 00:21:48.233]  Or watch it online right now at PrisonPlanet.tv.
[00:21:48.233 --> 00:21:51.015]  Endgame, blueprint for global enslaving.
[00:21:51.015 --> 00:21:52.076]  You have been warned.
[00:21:53.337 --> 00:21:57.419]  Have you ever felt like the United States government knows way too much about your financial affairs?
[00:21:57.419 --> 00:22:03.302]  I continue to hear stories about property seizures, frozen bank accounts, confiscation of stocks and bonds.
[00:22:03.302 --> 00:22:04.403]  It makes me wonder if the U.S.
[00:22:04.403 --> 00:22:08.405]  citizen will ever again have the right to life, liberty, and the pursuit of happiness.
[00:22:09.105 --> 00:22:22.910]  Unfortunately, with the Drug and Money Laundering Act, the IRS Revenue Ruling 6045 of 1984, and the Trading with the Enemy Act in Franklin D. Roosevelt's Executive Order of 1933, some precious metal holdings are subject to government intervention.
[00:22:22.910 --> 00:22:28.532]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading precious metals privately.
[00:22:28.532 --> 00:22:34.414]  Whether if you have any intention of trading with Midas Resources or not, I have instructed my representatives to give this report out free.
[00:22:35.174 --> 00:22:36.416]  Call for your free copy at 1-800-686-2237.
[00:22:36.416 --> 00:22:38.158]  When investing, always proceed with caution.
[00:22:38.158 --> 00:22:38.599]  Again, call 1-800-686-2237.
[00:22:38.599 --> 00:22:40.621]  Exercise your legal right to trade metals privately.
[00:22:40.621 --> 00:22:40.681]  1-800-686-2237.
[00:22:54.062 --> 00:23:00.148]  Did you know the accumulation of acidic waste in the body is the single largest cause of disease such as cancer or diabetes?
[00:23:00.148 --> 00:23:06.093]  Acidic waste is created by the types of food we eat, what we drink, the environment, and our high-stress lifestyles.
[00:23:06.093 --> 00:23:10.237]  It's these choices that cause decreased energy, weight gain, and eventually disease.
[00:23:10.237 --> 00:23:15.142]  The easiest way to reduce disease-causing acidic waste is by drinking alkaline ionized water.
[00:23:15.342 --> 00:23:15.843]  We're good to go.
[00:23:34.139 --> 00:23:39.361]  Now you can easily and effectively rid your body of harmful acidic waste with alkaline ionized water.
[00:23:39.361 --> 00:23:43.682]  Let SnyderHealth.com provide the water ionizer that's right for you and your family.
[00:23:43.682 --> 00:23:47.703]  Call us today at 877-356-2508 and visit us online at SnyderHealth.com.
[00:23:47.703 --> 00:23:48.864]  That's SnyderHealth.com.
[00:24:05.740 --> 00:24:16.485]  Well, folks, someone's taken that Michael Reagan clip and now thrown it up onto archive.org, so it'll be there forever and ever and ever, and there will be no pulling out.
[00:24:16.485 --> 00:24:22.848]  And if you want to express your displeasure with YouTube and something other than an email, we got a phone number for you.
[00:24:22.848 --> 00:24:28.591]  You want to let YouTube know it's not okay to just pull people's accounts when all they're doing is posting
[00:24:29.622 --> 00:24:32.904]  Really up protection and commenting on I mean again.
[00:24:32.904 --> 00:24:44.091]  This is the this guy calls for our deaths We post a three-minute clip and they're gonna pull entire accounts the phone number to get in touch with YouTube and express your displeasure is one six five.
[00:24:44.091 --> 00:24:49.834]  Oh two five three zero zero zero zero that's one six five.
