[00:00:06.184 --> 00:00:08.285]  The Alex Jones Show.
[00:06:29.582 --> 00:06:39.548]  Thank you for passing on the fact that the pro-human, anti-technocrat resistance lives at InfoWars.
[00:06:39.548 --> 00:06:43.831]  And it lives in your hearts, in your minds, in your actions.
[00:06:43.831 --> 00:06:47.213]  We will be victorious if you take action.
[00:06:47.213 --> 00:06:51.076]  If you do not take action, a true nightmare future awaits us all.
[00:06:52.349 --> 00:06:57.151]  There can no longer be any doubts about those facts.
[00:06:57.151 --> 00:07:15.497]  Let me get right in to the most important information, because everything else happening can be dealt with if we have this basic power, which is the power of free expression.
[00:07:15.497 --> 00:07:19.578]  Now we can see the seduction by big corporations and governments of the Internet.
[00:07:21.001 --> 00:07:26.882]  We're for its first 20 years or so of it being popularized and being used on mass scale.
[00:07:26.882 --> 00:07:29.023]  It had been around for decades before that.
[00:07:29.023 --> 00:07:38.065]  But by the time it became popularized in the early 90s, the mid 90s, whatever was most popular, whatever people voted up went to the top.
[00:07:38.065 --> 00:07:42.706]  And you'd usually get really good answers from whatever was at the top of Google and other systems.
[00:07:43.939 --> 00:07:52.024]  And it was a thing where we communicated together and we promoted Facebook and Twitter and YouTube and we put our content on YouTube.
[00:07:52.024 --> 00:07:54.505]  It's about you.
[00:07:54.505 --> 00:08:13.276]  But as soon as they had gathered us all together, as soon as they'd gotten us under their control, then they enslaved us to the one central AI grid that is now setting the parameters of being able to have access to the internet.
[00:08:14.420 --> 00:08:18.802]  And waging war against the pockets of the still free internet.
[00:08:18.802 --> 00:08:23.404]  And monopolistically buying up all their competition.
[00:08:23.404 --> 00:08:26.805]  This is a post-freedom worldwide tyranny.
[00:08:26.805 --> 00:08:32.828]  It is the great threat of the current time we live in and existentially into the future.
[00:08:32.828 --> 00:08:41.392]  It is the challenge not just of our time or our age, but of the entire human condition.
[00:08:42.315 --> 00:09:00.783]  The decision has been made by the technocrats that the carbon-based form of human life is obsolete and that they, the social Darwinists, are going to end the species and transmute themselves or transcend into a silicon body.
[00:09:00.783 --> 00:09:08.446]  That is the official religion of the Satanists in Silicon Valley.
[00:09:10.202 --> 00:09:12.064]  And you hear them openly saying it.
[00:09:12.064 --> 00:09:14.366]  I told you about it 20 years ago.
[00:09:14.366 --> 00:09:15.487]  It was in their white papers.
[00:09:15.487 --> 00:09:17.588]  Now they're public about it.
[00:09:17.588 --> 00:09:20.030]  And I've been around some of these people.
[00:09:20.030 --> 00:09:23.654]  And I know people that know them very, very well.
[00:09:23.654 --> 00:09:24.775]  And I'm just going to leave it at that.
[00:09:24.775 --> 00:09:29.298]  I mean, Mike Judge made Silicon Valley.
[00:09:29.298 --> 00:09:31.360]  Mike Judge is a famous engineer.
[00:09:31.360 --> 00:09:32.721]  He was the head engineer over the F-18.
[00:09:35.916 --> 00:09:37.997]  The man has probably 180 IQ.
[00:09:37.997 --> 00:09:39.477]  We're good friends.
[00:09:39.477 --> 00:09:44.439]  But the point is that... He's witnessed it.
[00:09:44.439 --> 00:09:45.180]  He's seen how they are.
[00:09:45.180 --> 00:09:59.545]  Yeah, you didn't know Mike Judge was the main manager on the F-18 avionics computer systems before... Stevenson, Butthead, before King of the Hill.
[00:09:59.545 --> 00:10:00.586]  But listen, I'm digressing.
[00:10:00.586 --> 00:10:01.066]  It doesn't matter.
[00:10:12.503 --> 00:10:21.370]  The headline for the live show today at InfoWars.com is, Twitter announces social credit score for users.
[00:10:21.370 --> 00:10:31.319]  Just like that, they said we're going to have a point system that the community decides, Maoist, on how many points you have right out of Black Mirror.
[00:10:31.319 --> 00:10:36.283]  But see, Black Mirror was only mirroring what China already had and what the plan was.
[00:10:36.283 --> 00:10:37.384]  Predictive programming.
[00:10:38.151 --> 00:10:43.256]  To condition you to show you the dystopia that's already been planned as it's being rolled out.
[00:10:51.673 --> 00:10:54.294]  And so it's all being announced.
[00:10:54.294 --> 00:11:05.836]  And at first, oh, just conform, support transgenderism, support sexualization of children, don't criticize vaccines, don't support Trump, don't support the Second Amendment.
[00:11:05.836 --> 00:11:09.157]  That's just what you've got to do today to conform.
[00:11:09.157 --> 00:11:11.977]  But it's always more, more, more.
[00:11:11.977 --> 00:11:15.798]  See, that's the thing about a noose, is it gets tightened around your neck.
[00:11:19.810 --> 00:11:26.413]  And so you need to know who the social engineers are and where they're really taking you.
[00:11:26.413 --> 00:11:46.404]  They're waging war on logic, reason, and common sense because what they're selling, post-human nightmare dystopia, is so horrible that they need you psychologically and spiritually demoralized and sabotaged so that you can't even have any hope of knowing which end is up.
[00:11:47.776 --> 00:11:55.718]  You're being stunned, like a spider does, before it ties up its prey and lets it slowly liquefy for a few days before it sucks you dry.
[00:11:55.718 --> 00:11:59.240]  Now, I've described this.
[00:11:59.240 --> 00:12:01.440]  It's how most spider species operate.
[00:12:01.440 --> 00:12:06.502]  It's how the globalists operate, so I liken them, their spirit animal, to being a spider.
[00:12:06.502 --> 00:12:16.705]  The center of that web down that dark hole, a spider will grab a fly, put enough venom into it to paralyze it, tie it up,
[00:12:18.103 --> 00:12:29.530]  And then it'll come and inject more venom to begin liquefying it, and then it'll come over and put its one, one of its eight legs on the fly, or on whatever the insect is, and feel for the heartbeat.
[00:12:29.530 --> 00:12:36.094]  And it waits right to the moment that the heart is stopping and the soul is leaving, if that's how it goes.
[00:12:44.588 --> 00:12:47.050]  And that's exactly how Satan operates.
[00:12:47.050 --> 00:13:04.204]  Once you're down on your knees, paralyzed, destroyed, when it lowers itself down in the dark and comes and looks at you with its eight eyes and says, no one's coming to save you.
[00:13:04.204 --> 00:13:08.447]  So they tie you down with the political correctness first.
[00:13:08.447 --> 00:13:10.108]  You're like, oh, these webs aren't that bad.
[00:13:10.108 --> 00:13:11.590]  I can still do stuff with these on me.
[00:13:12.639 --> 00:13:14.921]  Plus, that spider's scary over there in the corner.
[00:13:14.921 --> 00:13:17.503]  I can see its eyes glinting in the dark.
[00:13:17.503 --> 00:13:19.765]  I don't want to have it come eat me now.
[00:13:19.765 --> 00:13:23.107]  I'm gonna let it eat me later.
[00:13:23.107 --> 00:13:26.330]  And that's what takes us to this point.
[00:13:26.330 --> 00:13:33.575]  The best intelligence, real human intelligence, is on the ground.
[00:13:33.575 --> 00:13:35.016]  And it's when you drive into a town,
[00:13:36.277 --> 00:13:45.364]  And you see four or five restaurants, and you see the one that's got the parking lot full of cars, and people coming out giving each other high fives, and the chimney's got smoke coming out of it.
[00:13:45.364 --> 00:13:48.666]  You smell good cooking red meat.
[00:13:48.666 --> 00:13:51.688]  You see the other one's got a few cars, one has maybe one car.
[00:13:51.688 --> 00:13:55.051]  You don't go in the place that has one car.
[00:13:55.051 --> 00:13:57.332]  You go in the place that's full.
[00:13:57.332 --> 00:14:00.095]  Because you know the knowledge of the crowd.
[00:14:00.095 --> 00:14:04.518]  You don't know that town, but you know people, and they want good food, and they want good prices.
[00:14:08.772 --> 00:14:13.053]  So see, I don't need to read secret government documents or think tank reports.
[00:14:13.053 --> 00:14:14.994]  I can watch how they operate.
[00:14:14.994 --> 00:14:18.154]  Not what they say, but what they do, and I know exactly what they're doing.
[00:14:18.154 --> 00:14:29.177]  Well, it turns out there are a couple big white papers that just came out that I read this morning, that I'm going to cover when we come back, where they describe the whole plan to take over the internet and censor everybody.
[00:14:30.447 --> 00:14:36.670]  And how they plan to only take a few people out at first and have you not stand up for them and then take everybody off in the end.
[00:14:36.670 --> 00:14:38.671]  Now, we've already seen this happen.
[00:14:38.671 --> 00:14:39.992]  We already know that's what they're doing.
[00:14:39.992 --> 00:14:45.055]  But here they are admitting it's not about their made-up hate speech.
[00:14:45.055 --> 00:14:46.215]  It's not about them caring.
[00:14:46.215 --> 00:14:47.896]  It's about total control.
[00:14:47.896 --> 00:14:49.117]  And it's major U.S.
[00:14:49.117 --> 00:14:52.358]  universities doing it.
[00:14:52.358 --> 00:14:58.802]  And President Trump knows that Georgetown University and George Washington University
[00:14:59.918 --> 00:15:19.031]  And Berkeley, and Stanford, and Harvard, and Yale, and the University of Texas, and the list goes on, are working around the clock to gag Americans, and to set up a system of bullying and control, where you're going to have your bank accounts, everything taken, once they get control, but by approximation, and they admit it all.
[00:15:19.031 --> 00:15:26.317]  Talk about a criminal dossier, or the plan that blows out of the back of a car, that bank robbers are going to hit the bank next week.
[00:15:26.317 --> 00:15:26.837]  You've got it!
[00:15:30.424 --> 00:15:37.147]  We've got the very blueprint of their plan and we can beat them.
[00:15:37.147 --> 00:15:46.051]  The question is, do you want to realize the plan and realize their manipulation and then overpower it by simply not following it?
[00:15:46.051 --> 00:15:52.854]  Or do you want to get down on your knees and let that spider come and have its way with you?
[00:15:52.854 --> 00:15:58.057]  As for me, I'm going to pull my sword and I'm going to go at that spider in the dark and knock the hell out of it now!
[00:15:59.477 --> 00:16:02.900]  I'm here with Scott Youseum, founder of OMG Tax.
[00:16:02.900 --> 00:16:07.764]  Tell us how your company helps our listeners out there who have a problem with the IRS.
[00:16:07.764 --> 00:16:14.169]  My team of lawyers, enrolled agents, and licensed tax experts remove wage garnishments sometimes in the same day.
[00:16:14.169 --> 00:16:19.553]  We even have reduced the total debt some of our clients were required to pay through what is known as an offer in compromise.
[00:16:19.633 --> 00:16:22.074]  Can you give us an example of somebody you help?
[00:16:22.074 --> 00:16:23.515]  Oh, can I ever?
[00:16:23.515 --> 00:16:28.657]  We have taken a $500,000 liability with the IRS.
[00:16:28.657 --> 00:16:29.417]  Guess what?
[00:16:29.417 --> 00:16:34.479]  The client didn't pay a dime through the representation known as non-collectible status with the government.
[00:16:34.479 --> 00:16:44.743]  If you owe the IRS more than $10,000 and you want to see if it's possible to pay a lot less, call OMG Tax right now for a free tax-saving consultation.
[00:16:45.003 --> 00:16:45.263]  Call 800-486-8112.
[00:16:45.263 --> 00:16:45.323]  800-486-8112.
[00:16:45.323 --> 00:16:45.383]  800-486-8112.
[00:16:45.383 --> 00:16:45.724]  That's 800-486-8112.
[00:16:45.724 --> 00:16:48.567]  If you are trying to quit drinking or doing too many drugs, listen to me.
[00:16:48.567 --> 00:16:49.768]  You don't know me and we'll never meet.
[00:16:49.768 --> 00:16:51.229]  I had a problem like you once.
[00:17:07.285 --> 00:17:13.853]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[00:17:13.853 --> 00:17:18.919]  I realized I needed help to fix my problem before it totally destroyed me.
[00:17:18.919 --> 00:17:23.625]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[00:17:24.065 --> 00:17:27.167]  You need to call the National Treatment Advisors.
[00:17:27.167 --> 00:17:34.191]  They'll immerse you into a 30 day program to replace your old habits with new habits and totally change your life.
[00:17:34.191 --> 00:17:39.374]  And if you have PPO, private health insurance, the entire program may be covered.
[00:17:39.374 --> 00:17:42.676]  Fix your problem right now before it gets any worse.
[00:17:42.676 --> 00:17:43.617]  Get clean.
[00:17:43.617 --> 00:17:45.458]  Call now and learn more.
[00:17:45.458 --> 00:17:45.498]  800-506-6740.
[00:17:50.240 --> 00:17:53.042]  800-506-6740.
[00:17:53.042 --> 00:18:00.346]  That's 800-506-6740.
[00:18:00.346 --> 00:18:03.608]  There's a lot of phony garbage out there in the world.
[00:18:03.608 --> 00:18:05.989]  A lot of people that never deliver.
[00:18:05.989 --> 00:18:09.791]  Well, I'm here to tell you InfoWars has delivered in royal
[00:18:11.921 --> 00:18:19.204]  A handful of ace of spades because of God, because of the audience of activists, and because of the great team at InfoWars.
[00:18:19.204 --> 00:18:22.566]  And we are all a team, ladies and gentlemen.
[00:18:22.566 --> 00:18:24.267]  So right now, humanity's awakening.
[00:18:24.267 --> 00:18:25.167]  It's explosive.
[00:18:25.167 --> 00:18:25.927]  It's powerful.
[00:18:25.927 --> 00:18:26.468]  It's incredible.
[00:18:27.268 --> 00:18:36.595]  But there's major obstacles coming down the road and the only way we can effectively fight the NWO and stay in the game like MFWC is the tip of the spear is your financial support.
[00:18:36.595 --> 00:18:39.417]  We make it really easy at MFWCstore.com.
[00:18:39.417 --> 00:18:42.239]  But I am blowing through our backup money.
[00:18:43.059 --> 00:18:56.871]  Right now, with our reporters doing triple the work they ever have, because they volunteered to do it, and Owen and the rest of the crew will fight 18 hours a day, 7 days a week, during this election year that's so critical, but they need the financing to put them in the field.
[00:18:56.871 --> 00:18:59.774]  Go to Infowarsstore.com and fight for your own future.
[00:19:01.721 --> 00:19:04.964]  This should really be easier than it is.
[00:19:04.964 --> 00:19:07.105]  I'm not here giving you a sales pitch.
[00:19:07.105 --> 00:19:09.588]  I'm pointing out the way forward.
[00:19:09.588 --> 00:19:26.321]  Things that I've discovered that I absolutely know work that if you listen to me and try them out for yourself you will see how amazing it is and then your support of the product we're selling will help you and will help us and it's symbiotic.
[00:19:26.321 --> 00:19:26.802]  My friends,
[00:19:27.402 --> 00:19:31.324]  I harp and harp and harp about iodine because it's the good halogen.
[00:19:31.324 --> 00:19:32.965]  Fluoride's the bad halogen.
[00:19:32.965 --> 00:19:35.886]  And people told me about it for years and I didn't listen.
[00:19:35.886 --> 00:19:44.811]  And I'm so thankful that finally I listened to Dr. Grip like eight years ago and started taking true iodine, atomic iodine.
[00:19:45.131 --> 00:19:52.816]  We've got it back in stock X2, 40% off right now at InfoWareStore.com and I'm telling you folks, get it.
[00:19:52.816 --> 00:19:53.997]  It's amazing.
[00:19:53.997 --> 00:19:57.580]  Discover the benefits and it funds the InfoWare 360 win.
[00:19:57.580 --> 00:20:03.924]  You can't lose unless you don't take action.
[00:20:03.924 --> 00:20:06.526]  You're listening to the Alex Jones Show.
[00:20:27.754 --> 00:20:33.239]  If you are receiving this transmission, you are the resistance.
[00:20:33.239 --> 00:20:41.947]  Live from the InfoWars.com studios, it's Alex Jones.
[00:20:41.947 --> 00:20:53.317]  Raising the alarm, exposing the post-human technocracy plan, and as the days get darker, as we enter the storm,
[00:20:54.915 --> 00:20:58.457]  Humanity will fully awaken and we will overcome.
[00:20:58.457 --> 00:21:00.938]  The question is, how rough is it going to be first?
[00:21:00.938 --> 00:21:07.782]  Thank you for joining us.
[00:21:07.782 --> 00:21:10.764]  Alright, we know they're setting up a global social credit score.
[00:21:12.219 --> 00:21:31.613]  And we know that Big Tech has moved to China and has aligned with the authoritarians there, but also the authoritarians here that set up Communist China as this incubation facility for tyranny, animal-human cloning, unlimited death, torture, killing of Christians, Buddhists, Muslims, anybody who believes in God.
[00:21:31.613 --> 00:21:38.598]  Just a true dehumanization prison.
[00:21:38.598 --> 00:21:39.979]  But now, Twitter
[00:21:41.670 --> 00:21:46.771]  If the leader of the Senate says, hey, people are at my house saying, kill me, it's terrible.
[00:21:46.771 --> 00:21:47.672]  Here's a link to the video.
[00:21:47.672 --> 00:21:49.012]  Twitter, please do something.
[00:21:49.012 --> 00:21:55.854]  They just suspend Mitch McConnell's Twitter and let the people that are at his house saying, we're going to murder you and stab you in the heart.
[00:21:55.854 --> 00:21:57.934]  Do it.
[00:21:57.934 --> 00:22:00.775]  That's re-education camp.
[00:22:00.775 --> 00:22:05.816]  Where people that attack other prisoners in the camp, they get food, they get promoted.
[00:22:05.816 --> 00:22:08.317]  Those that say it's wrong, they get tortured to death.
[00:22:09.478 --> 00:22:13.659]  America is now a giant open-air re-education camp.
[00:22:13.659 --> 00:22:14.679]  Oh, it's private companies.
[00:22:14.679 --> 00:22:15.499]  It has nothing to do with it.
[00:22:15.499 --> 00:22:19.480]  90 plus percent of the internet is now those four companies.
[00:22:19.480 --> 00:22:27.201]  And now they're working with banks and the ADL, the Southern Poverty Law Center, to openly say, you don't toe the line.
[00:22:27.201 --> 00:22:28.381]  You criticize Bloomberg.
[00:22:28.381 --> 00:22:30.782]  You're a Senator Ted Cruz.
[00:22:30.782 --> 00:22:34.623]  You say, look, Bloomberg's own publication says vote for him.
[00:22:34.623 --> 00:22:36.723]  That's campaign finance manipulation.
[00:22:39.554 --> 00:22:44.559]  And the head of the ADL says, you are an anti-Semite.
[00:22:44.559 --> 00:22:48.803]  Using that against Ted Cruz, who's pro-Israel.
[00:22:48.803 --> 00:22:51.325]  But that's what the left is doing.
[00:22:51.325 --> 00:22:54.128]  And now, Rick Wall's True News.
[00:22:54.128 --> 00:23:00.174]  Very mild criticism of Christian Zionism and stuff like that.
[00:23:00.174 --> 00:23:01.415]  That's banned.
[00:23:01.415 --> 00:23:03.457]  But the head of the ADL made a special thing.
[00:23:03.457 --> 00:23:04.618]  Nick Fuentes, banned.
[00:23:05.675 --> 00:23:12.397]  Very, very, you know, mild stuff compared to the racial stuff the left spews.
[00:23:12.397 --> 00:23:13.157]  But it doesn't matter.
[00:23:13.157 --> 00:23:17.098]  The point is, now it's everybody.
[00:23:17.098 --> 00:23:23.280]  And so Twitter is testing new ways to fight misinformation, including a community-based point system.
[00:23:23.280 --> 00:23:25.741]  So see, in Nazi Germany,
[00:23:27.225 --> 00:23:31.629]  If you were a group the Nazis didn't like, you had to wear different things.
[00:23:31.629 --> 00:23:33.590]  Jews had to wear yellow stars.
[00:23:33.590 --> 00:23:44.539]  But now the left and the ADL, under the head of it, said, I'll play clips in a moment with their spokesperson, said everything must go through us.
[00:23:44.539 --> 00:23:48.582]  And they even called for Zuckerberg's arrest, saying he hasn't let us run his company.
[00:23:50.646 --> 00:23:52.267]  I've never heard of such authoritarianism.
[00:23:52.267 --> 00:23:57.511]  And then the Jerusalem Post came out and said white nationalist Nick Fuentes banned.
[00:23:57.511 --> 00:23:58.992]  He's not even a white nationalist.
[00:23:58.992 --> 00:24:01.554]  He thinks bashing white people is wrong.
[00:24:01.554 --> 00:24:02.375]  What?
[00:24:02.375 --> 00:24:03.976]  Did the Jerusalem Post write about Israel?
[00:24:05.305 --> 00:24:07.587]  Having laws against Jews marrying non-Jews?
[00:24:07.587 --> 00:24:11.391]  I mean, if there's any place in the world that has race-mixing laws, it's Israel.
[00:24:11.391 --> 00:24:12.292]  Hey!
[00:24:12.292 --> 00:24:16.717]  I believe groups have a right to countries and a group to be homogeneous if they want.
[00:24:16.717 --> 00:24:21.702]  Only other country probably more homogeneous is China than Israel.
[00:24:21.702 --> 00:24:24.045]  If Chinese want to be Chinese, that's their issue.
[00:24:24.045 --> 00:24:26.688]  All I'm saying is this idea that if you're white and you're bad,
[00:24:28.200 --> 00:24:31.442]  Well, the Jews are white, most of them, as you got some Africans.
[00:24:31.442 --> 00:24:41.466]  I mean, again, this is the weird juxtaposed world that the head of the ADL and others think we're so stupid.
[00:24:41.466 --> 00:24:42.767]  Jonathan Greenblatt.
[00:24:42.767 --> 00:24:52.732]  When did Jonathan Greenblatt do an ADL story about Israel having laws that if someone is in the country working and they're not a Jew, they can't date a Jew?
[00:24:52.732 --> 00:24:56.154]  I mean, last time I heard that, Hitler.
[00:24:57.284 --> 00:25:02.346]  Had a law that if you weren't an Aryan, you couldn't date an Aryan or marry one.
[00:25:02.346 --> 00:25:05.067]  Arnold Schwarzenegger's brother was a product.
[00:25:05.067 --> 00:25:12.469]  Arnold was born after World War II, but his brother died in a car wreck.
[00:25:12.469 --> 00:25:17.571]  He was an approved SS marriage, approved SS baby.
[00:25:17.571 --> 00:25:21.573]  So, Austria and Germany, they had approved marriages there.
[00:25:21.573 --> 00:25:24.374]  Well, Israel has approved state marriages.
[00:25:24.374 --> 00:25:25.434]  I'm not even an enemy of Israel.
[00:25:26.713 --> 00:25:32.036]  I'm just saying, Greenblatt can't have it, the K can eat it too.
[00:25:32.036 --> 00:25:34.317]  Nick Fuentes says, man, whites are getting targeted.
[00:25:34.317 --> 00:25:37.498]  There's days at colleges that whites can't be on the campus.
[00:25:37.498 --> 00:25:38.699]  We're being told we're inherently bad.
[00:25:38.699 --> 00:25:40.960]  That sounds like the opposite of Martin Luther King Jr.
[00:25:40.960 --> 00:25:46.002]  And Greenblatt's running around going, I want him off the air right now.
[00:25:46.002 --> 00:25:46.923]  I want Alex Jones.
[00:25:46.923 --> 00:25:52.025]  In fact, at their ADL Summit, they just said, I'm the public enemy number one.
[00:25:52.025 --> 00:25:53.386]  Hell, they say I'm an anti-Semite.
[00:25:57.315 --> 00:25:59.077]  Does Greenblatt really speak for Jews?
[00:25:59.077 --> 00:26:01.840]  No, not the Jews I know.
[00:26:01.840 --> 00:26:02.981]  What an authoritarian.
[00:26:02.981 --> 00:26:04.102]  What a monster.
[00:26:04.102 --> 00:26:09.368]  But see, Twitter now is literally run by the ADL and Southern Poverty Law Center and Media Matters.
[00:26:09.368 --> 00:26:10.589]  They have a consortium.
[00:26:10.589 --> 00:26:16.676]  And they tell you what you can and can't say.
[00:26:16.676 --> 00:26:17.817]  Meanwhile, the left
[00:26:19.861 --> 00:26:28.883]  Pro-HIV California Senator wants to exempt LGBT pedophiles saying that if it's gay sex with a child, it's okay.
[00:26:28.883 --> 00:26:30.124]  And by the way, they passed a law.
[00:26:30.124 --> 00:26:34.165]  You can spread HIV and kill people and you don't get in trouble in California.
[00:26:34.165 --> 00:26:35.765]  It's called a gift.
[00:26:35.765 --> 00:26:37.605]  Gift givers, gift receivers.
[00:26:37.605 --> 00:26:39.566]  It's a holy sacrament of the Satanist.
[00:26:40.578 --> 00:26:41.118]  I'm not kidding.
[00:26:41.118 --> 00:26:42.238]  You can't make this up.
[00:26:42.238 --> 00:26:46.800]  And again, I'll probably have the ADL attack me because I don't want, you know, people with HIV to give blood.
[00:26:46.800 --> 00:26:50.081]  They literally say, no, we're going to give blood too, and you're going to take it.
[00:26:50.081 --> 00:26:54.742]  You're going to take that gift.
[00:26:54.742 --> 00:26:56.082]  I'm not making this up, folks.
[00:26:56.082 --> 00:26:57.062]  You can't make this up.
[00:26:57.062 --> 00:26:59.663]  So it's all here.
[00:26:59.663 --> 00:27:03.384]  And so people think, there's another white paper, that's what I was mentioning.
[00:27:03.384 --> 00:27:09.286]  Leftist study calls for banning small clusters of right-wing thought criminals to avoid inflaming the entire hive.
[00:27:10.239 --> 00:27:19.382]  And the study breaks down how to do it incrementally so they don't resist, so that when one gets banned, others won't defend them, hoping that they won't get banned.
[00:27:19.382 --> 00:27:21.163]  Well, that's what they did to us and everybody else.
[00:27:21.163 --> 00:27:23.444]  People said, oh, Alex, how are you taking this?
[00:27:23.444 --> 00:27:24.764]  I said, they're coming for you.
[00:27:24.764 --> 00:27:32.907]  We need to band together and say no to this and follow lawsuits and speak out and have Trump take action and Congress take action and we need to do something.
[00:27:32.907 --> 00:27:33.968]  They're coming after everybody.
[00:27:34.704 --> 00:27:38.867]  But see, others are like, oh, we better not promote that person now, or this person, they're banned.
[00:27:38.867 --> 00:27:43.290]  And the list gets bigger and bigger, and then when you get banned, there's no one left to stand up for you.
[00:27:43.290 --> 00:27:44.790]  Remember the thing from Nazi Germany?
