[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[06:46.000 --> 06:55.000]  11 a.m. to 2 p.m. Central Standard Time. You can, of course, listen on XM, Global Shortwave, other satellite systems as well.
[06:55.000 --> 07:08.000]  And, of course, now over 100 AM and FM stations across the United States and infowars.com and prisonplanet.tv is streaming with a five-camera shoot in here.
[07:08.000 --> 07:17.000]  Also, turning the radio show into a multimedia TV transmission at infowarsnews.com or prisonplanet.tv.
[07:17.000 --> 07:34.000]  And I also do a nightly news transmission at prisonplanet.tv, 7 o'clock weeknights with our crew of reporters and other hosts like Aaron Dykes, Mike Adams, Paul Joseph Watson, and others, Darren McBreen, all doing a fabulous job.
[07:34.000 --> 07:39.000]  Okay, here's what I'm going to do. At the start of the next segment, I'm going to give the number out.
[07:39.000 --> 07:49.000]  And I want to talk to military, current serving military and police in the first hour.
[07:49.000 --> 08:01.000]  Because I want to ask you, just like if I was in 1938 Germany, when the Nazis were really showing folks they were bad guys and really starting to destroy Germany's liberties and freedoms,
[08:01.000 --> 08:16.000]  I want to ask you, when Congress last Thursday night passed the National Defense Authorization Act that 100% said, and now the author of it, Lindsey Graham, the senator admits it, we played those clips last week,
[08:16.000 --> 08:24.000]  John McCain's defended it to Rand Paul and others, that it allows the military to absolutely operate anywhere in America.
[08:24.000 --> 08:38.000]  Now, we have states and we have counties and we have jurisdictions for a reason. The founders set this up to try to stop tyranny from spreading and to try to keep local control.
[08:38.000 --> 08:56.000]  It is an absolute bellwether of tyranny to have the military operating in your country domestically. Anybody knows that about third world nations, but no third world country except for the, it's not even third world, the dark age hyper tyranny of North Korea.
[08:56.000 --> 09:10.000]  Only North Korea has stuff on the books to arrest you for any reason, no trial, and you disappear into a black hole. Only North Korea, not Soviet Russia, they did it but they didn't put it on paper.
[09:10.000 --> 09:15.000]  Not Nazi Germany, they did it but they didn't put it on paper.
[09:15.000 --> 09:26.000]  Not Communist China that killed, the Chinese say Mao killed over 84 million. RCIA in its fact book says 66 million to 64 depending on which number, whatever.
[09:26.000 --> 09:33.000]  He didn't even have it on the books. Mao say Tongue, the greatest mass murderer the world's ever seen, hands down.
[09:33.000 --> 09:45.000]  Guinness Book of World Records killer. They don't put this stuff on the books. The Nazis tortured, they didn't put it on the books. Our government's put it on the books.
[09:45.000 --> 09:57.000]  Our government is run by offshore banks. Our government is illegitimate. Our government publicly ships in narcotics and launders drug money by the billions a year. That's in the New York Times again today, I'm covering it later.
[09:57.000 --> 10:17.000]  Our so-called government is a pack of criminals. Now the good news is most, including both parties, Ron Paul has more donations, 72% last numbers that came out a month ago than Obama supporters and all other Republican supporters, all other candidates from the military.
[10:17.000 --> 10:27.000]  All of them combined, Ron Paul gets the support. That shows the military is awake. There was a Bloomberg Business Week magazine cover story that I covered last week.
[10:27.000 --> 10:34.000]  It's on newsstands right now. If you want to pick it up, it's online as well, where the headline was give this man money so he can fire you.
[10:34.000 --> 10:41.000]  And it said that Ron Paul gets hands down more federal employee donations than anybody else combined.
[10:41.000 --> 10:49.000]  That's because they know there's not going to be a government anymore in this continues. It'll just be a big offshore bank, receivership arm and no country.
[10:49.000 --> 11:07.000]  Europe. We hear, oh, it's the United States of Europe. Mega banks are going to run it now and the countries won't have any sovereignty or any say to the banks that put their operatives in every power position and who sold the derivatives and had the government sign on for too big to fail to prop up the banks.
[11:07.000 --> 11:12.000]  And then they spend the whole thing around but backwards.
[11:12.000 --> 11:24.000]  They have another term for it in Texas, but it's a family show. They spin it around completely backwards and Goldman Sachs and others who were behind the fraud sit there and sell people on give us total control.
[11:24.000 --> 11:32.000]  You'll never be able to get out of this and we're going to raise all these taxes on you to pay for derivatives that we created or will bring down the whole system.
[11:32.000 --> 11:41.000]  Here's one telegraph today. Eurozone debt crisis. It's financial union or boss says PIMCO European governments must rapidly commit to fiscal union.
[11:41.000 --> 11:55.000]  And by the way, under that union, he's getting rid of all their sovereignty to the banks. A lot of headlines say that you'll Goldman Sachs of Europe or a partial breakup of the euro to prevent the fundamental erosion in demand for the region's debt PIMCO.
[11:55.000 --> 12:12.000]  The world's biggest bond investor is warned. Breakups the only way to go for sovereignty. I mean, they're already announcing that all over Europe, they're going to have EU bureaucrats armed going in and raising VAT sales taxes, business taxes on top of the giant taxes they have to pay for this.
[12:12.000 --> 12:20.000]  And they say, oh, it's the lazy Europeans. They get off a month a year. Folks, I've looked at the numbers. It's all baloney.
[12:20.000 --> 12:30.000]  Just like here, the banks get tens of trillions and they're convincing you they want to raise taxes to pay off the too big to fail money as if it's our debt.
[12:30.000 --> 12:41.000]  91% of it on average globally. I've had former managing directors of Goldman Sachs and others on. If this is admitted, there's over 1000 trillion conservatively in derivatives.
[12:41.000 --> 12:48.000]  The entire national debt is 14.5 trillion. Yes, we owe 14.5 trillion.
[12:48.000 --> 12:57.000]  While the bankers are always trying to lobby for government to get states and counties and more debt with unfunded mandates. They want us in debt, but quite frankly, we're not in debt.
[12:57.000 --> 13:04.000]  So they don't care. They just come along and say, well, you, you are signed on to our derivatives we created our counterfeit garbage.
[13:04.000 --> 13:09.000]  And since it's gone belly up, you need to pay for it.
[13:09.000 --> 13:19.000]  So what is the federal government's answer to this? You know, it comes out on 60 minutes. We've known this for years, but it comes out that they inside our trade in Congress, the leadership that they have whole staff there trading.
[13:19.000 --> 13:33.000]  Some of them double their money per year. Some of them get there worth a half million dollars. You ever wonder why members of Congress will sometimes spend 20, 30, 40, 50 million to get into the house, sometimes over 100 million to get in the Senate.
[13:33.000 --> 13:40.000]  To make a couple hundred thousand a year, not because they want to serve you, most of them, unless it's Ron Paul, Rand Paul or a handful of others.
[13:40.000 --> 13:46.000]  It's because you can get there and then you can direct government programs and you know which way things are going to go.
[13:46.000 --> 13:54.000]  And so you can literally direct money to companies that you're invested in or your wife phones or your wife's the principal of your husband is.
[13:54.000 --> 14:00.000]  And that's what they do. That's why Nancy Pelosi has doubled her money in a single year before.
[14:00.000 --> 14:05.000]  Okay. And now they just go, well, yeah, we're allowed to insider trade.
[14:05.000 --> 14:12.000]  I was listening to Fox News yesterday on XM Fox TV and they were just defending it for like 30 minutes while I was driving to the rain.
[14:12.000 --> 14:15.000]  I just can't believe my ears.
[14:15.000 --> 14:21.000]  They're just like fast and furious. I told you was going to lead to government drug dealing and government money laundering.
[14:21.000 --> 14:31.000]  Because I saw it in the El Paso Times Chicago Tribune. We reported it, of course, six months before that from the federal documents that our listeners pointed out in federal court.
[14:31.000 --> 14:43.000]  It came out that there were hundreds of billions a year being laundered by the big six mega banks and that certain cartels were armed with U.S. taxpayer money to kill the other cartels who weren't laundering it through big mega banks.
[14:43.000 --> 14:53.000]  Just like our troops admittedly grow the opium now. And now it's in the New York Times. Oh, goody, goody gum drop. They're spinning it though, because they know it's coming out.
[14:53.000 --> 15:03.000]  The federal government did allow laundering of money and drugs, but only to track the drug dealers. Yes, of course. Yes.
[15:03.000 --> 15:12.000]  The drug dealers are little errand boys. And if they don't do exactly as they're told, paramilitary troops come and kill them.
[15:12.000 --> 15:23.000]  And so just like fast and furious, the government eight, nine months ago reported on itself to try to spin it and minimize it. Oh, we accidentally allowed some guns in Phoenix to be sold.
[15:23.000 --> 15:31.000]  No, it turns out they were shipping 18 wheelers of them to Mexico. And no one's getting in trouble for it.
[15:31.000 --> 15:49.000]  And so now because the drug dealings coming out, oh, we do actually launder the drugs. Yeah, Wacovian Wells Fargo, $376 billion Bloomberg AP Reuters reported last year in two years laundered.
[15:49.000 --> 16:00.000]  Oh, yeah, they're laundering that down at a crack house. No, the government is run by drug dealing, narcotics trafficking, weapons dealing, terrorist funding murderers.
[16:00.000 --> 16:08.000]  Hey, everybody, Alex Jones here. If you're looking for the perfect Christmas gift, listen up, this will make your holiday shopping very easy.
[16:08.000 --> 16:15.000]  This year, give a seed bank from one of our oldest sponsors, Solutions from Science, to your friends and family. Here's why.
[16:15.000 --> 16:23.000]  The survival seed bank will give any friend or loved one the ability to grow a full acre crisis garden of nutritionally dense, life sustaining food.
[16:23.000 --> 16:33.000]  And the survival seed bank is not just a box of open pollinated seeds. It's an indestructible, waterproof seed bank that can even be buried if we face a real meltdown.
[16:33.000 --> 16:42.000]  And here's the best part. All the seeds in the survival seed bank go through strict germination testing so you can be confident you're not buying old seeds.
[16:42.000 --> 17:00.000]  Give a survival seed bank this Christmas by going to survivalseedbank.com. That's survivalseedbank.com, or you can call 877-327-0365 to give the gift that produces an ongoing supply of life sustaining food.
[17:13.000 --> 17:21.000]  And even how you take care of your health and your own family. Now this man has made some outrageous predictions over the years. The crazy part is, he's usually right.
[17:21.000 --> 17:27.000]  You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[17:27.000 --> 17:36.000]  In fact, Barron's called his work a dire prophecy. Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet.
[17:36.000 --> 17:42.000]  And it's a real eye-opener. I can't stress this enough. You should at least watch this free video online today.
[17:42.000 --> 17:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[17:46.000 --> 17:59.000]  You can find the video at www.EndOfAmerica3.com. That's End of America, the number 3.com. Watch the free video at www.EndOfAmerica3.com. That's End of America3.com.
[17:59.000 --> 18:05.000]  Hi, folks. This is Alex Jones, and I want to tell you about the Silver Lungs Generator.
[18:05.000 --> 18:14.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[18:14.000 --> 18:18.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[18:18.000 --> 18:30.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[18:30.000 --> 18:39.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[18:39.000 --> 18:45.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[18:45.000 --> 18:56.000]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator. That's www.SilverLungs.com.
[19:00.000 --> 19:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[19:08.000 --> 19:13.000]  Is it finishing off this agenda that we're pulling the rug from underneath the Americans at home?
[19:13.000 --> 19:19.000]  I have a tremendous influence on our president in Congress and they really are calling the shots.
[19:19.000 --> 19:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[19:24.000 --> 19:34.000]  Fall of the Republic identifies the enemies of our nation. The criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[19:34.000 --> 19:40.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches and the Congress is saying, who do we make the checkout to?
[19:40.000 --> 19:47.000]  Today seems like nobody does care and right now in Washington DC we have seen a fall of the Republic.
[19:47.000 --> 20:10.000]  Get your copy of Fall of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[20:10.000 --> 20:29.000]  We now take you live to the Central Texas Command Center in the heart of the Resistance. You're listening to the Alex Jones show.
[20:29.000 --> 20:44.000]  So I sat there and watched last Thursday night of the Senate pass 93 to 7 to fully get rid of Posse commentatus and allow the military to engage in any activity in the United States.
[20:44.000 --> 20:49.000]  Total federal domination over everything. They've been quietly getting rid of it for a long time.
[20:49.000 --> 20:56.000]  I've been to the drills and watched the military train to lock down U.S. cities and confiscate firearms in the U.S. and they admit it's for the U.S.
[20:56.000 --> 21:00.000]  I told you that a decade or more before the Stars and Stripes told you about it.
[21:00.000 --> 21:07.000]  I told you how great it was and I got the government training manuals where it wasn't for Muslim terrorists like you were being told.
[21:07.000 --> 21:12.000]  It was for gun owners, libertarians, landowners.
[21:12.000 --> 21:22.000]  And I sat there and watched Senator Jay Rockefeller and others celebrate and kind of do victory dances as they went up and voted.
[21:22.000 --> 21:37.000]  As they called out the roll call, they came up and told them how they were voting right there at the Dias as they do on important votes to make sure it's on record.
[21:37.000 --> 21:49.000]  And I saw a comment on an article at infowars.com breaking this down where somebody said, I meant to print it off, but they said, well, hey, I don't have anything to hide.
[21:49.000 --> 21:52.000]  Why should I worry?
[21:52.000 --> 21:55.000]  In fact, we went out and talked to people on the street.
[21:55.000 --> 21:57.000]  We did two news reports.
[21:57.000 --> 22:00.000]  We showed the vast majority that were against the military on the streets.
[22:00.000 --> 22:06.000]  And then we also showed the two or three people who were pretty much incoherent, but one of them was able to get out the words.
[22:06.000 --> 22:16.000]  And again, the full video was posted at infowars.com that, well, I don't do anything wrong, so I don't care if the military is on the streets.
[22:16.000 --> 22:24.000]  Well, a lot of people in Germany didn't do anything wrong or in communist China or in Pol Potts Cambodia.
[22:24.000 --> 22:28.000]  I mean, a lot of people get robbed by street criminals who didn't do anything wrong.
[22:28.000 --> 22:33.000]  I mean, that's like saying, I don't lock my doors at night because I don't do anything wrong.
[22:33.000 --> 22:41.000]  Every time in history, when you allow a big, powerful out of control government to get rid of checks and balances, horrible things happen.
[22:41.000 --> 22:46.000]  It might not happen the first year, even the first 10 years, but you always get rid of the checks and balances.
[22:46.000 --> 22:52.000]  You will get evil people in there who will abuse you and who will steal everything.
[22:52.000 --> 22:59.000]  And we have a group that is evil and is corrupt and has been caught committing so many crimes publicly.
[22:59.000 --> 23:04.000]  I mean, if you're a new listener, it's on record the big banks launder the drug money publicly.
[23:04.000 --> 23:09.000]  It's on record they own and run the narcotics giant aircraft landing them back and forth.
[23:09.000 --> 23:17.000]  It's on record that eight federal agencies from the ATF to the FBI to the Border Patrol, on record in federal court,
[23:17.000 --> 23:26.000]  let the aircraft land, let the 18 wheelers drive through, and they're looking for some teenager that drove over the border and bought a half pound of pot.
[23:26.000 --> 23:30.000]  You know why? Because that keeps the price down of the government products.
[23:30.000 --> 23:37.000]  The whole drug war is about that. I mean, I could go on and on. ABC News reported what I told you in Endgame four years ago.
[23:37.000 --> 23:42.000]  70 plus percent of foster children are on multiple psychotropic drugs.
[23:42.000 --> 23:47.000]  It's now nine in Texas, seven nationwide.
[23:47.000 --> 23:51.000]  Totally healthy kids put on drugs by the government that screw them up.
[23:51.000 --> 23:59.000]  I saw news Friday where in Europe they're talking about putting lithium in the water to calm the public during the depression.
[23:59.000 --> 24:02.000]  They already put lithium in the water. Did you know that?
[24:02.000 --> 24:09.000]  Most of the so-called fluoride product that is put in the majority of U.S. cities water, look it up,
[24:09.000 --> 24:18.000]  has radioactive isotopes, lithium, arsenic, not just so-called sodium fluoride.
[24:18.000 --> 24:21.000]  And it's really not even that. That's another type of acid.
[24:21.000 --> 24:25.000]  Again, people say this stuff sounds crazy. You bet history is crazy.
[24:25.000 --> 24:28.000]  Reality is crazy. They say truth stranger than fiction.
[24:28.000 --> 24:35.000]  Reality is so much crazier than any magazine or book or fiction dystopic novel you could write,
[24:35.000 --> 24:38.000]  because this is a real world. It's not a book or a movie.
[24:38.000 --> 24:49.000]  It's seven billion people and a crazy global elite who compete with each other for who can be the most ruthless and wicked.
[24:49.000 --> 24:55.000]  And so I ask you, if you're police or military, that's who's going to be able to call in first.
[24:55.000 --> 25:00.000]  I want to take a round of your calls. Are you going to...
[25:00.000 --> 25:04.000]  Is there anything you wouldn't enforce? Is there any order you wouldn't carry out?
[25:04.000 --> 25:10.000]  Since you don't care about the Bill of Rights and Constitution, at least the leadership that's been bought and paid for.
[25:10.000 --> 25:13.000]  I mean, why have a Bill of Rights and Constitution?
[25:13.000 --> 25:18.000]  Why have due process? If the military can just secretly arrest you, you disappear.
[25:18.000 --> 25:21.000]  All of America, a battleground. Nothing to do with al-Qaeda.
[25:21.000 --> 25:24.000]  All the training to take on gun owners and vets.
[25:24.000 --> 25:28.000]  I've been to these events. I've gotten the training manuals. I've made films about it.
[25:28.000 --> 25:30.000]  It's been national news.
[25:30.000 --> 25:36.000]  They literally fight people wearing cowboy hats and western wear at these urban warfare drills.
[25:36.000 --> 25:39.000]  They practice killing rednecks, okay?
[25:39.000 --> 25:45.000]  The very people cheerleading giving up their rights to fight the, quote, Muslims.
[25:45.000 --> 25:49.000]  You get the manuals. It's Ron Paul supporters. It's libertarians. It's returning veterans.
[25:49.000 --> 25:54.000]  It's retired police officers. It's all public. You can go pull up these manuals.
[25:54.000 --> 25:56.000]  We've been sent by good police and military.
[25:56.000 --> 26:00.000]  I want to hear from you. I want to know what you're going to do.
[26:00.000 --> 26:03.000]  I'm going to give you the number right now.
[26:03.000 --> 26:07.000]  Are you going to follow these orders? Is there any order you wouldn't follow?
[26:07.000 --> 26:15.000]  You know, the Nazis, by success approximation, by incrementalism, got to where they would shoot babies in the back of the head and throw them into pits.
[26:15.000 --> 26:23.000]  There's films of that. Just type in Nazi shooting women and children. You want to watch them. It's online.
[26:23.000 --> 26:26.000]  But you know what? More than just that, it's the people ordered.
[26:26.000 --> 26:32.000]  The men are ordered to run into pits and they run in and then next to the women with their babies and then they shoot them.
[26:32.000 --> 26:37.000]  Let me explain something. I'm not going to go along with this.
[26:37.000 --> 26:41.000]  I hope those of you that, because this is a real tyranny being set up.
[26:41.000 --> 26:46.000]  I witnessed Marines in California. This is in my film, Police State 2000.
[26:46.000 --> 26:56.000]  Admitting the training was for America and bringing the role players out of apartments and having them get on their knees and the Marines would shoot them in the back of the head.
[26:56.000 --> 26:59.000]  By the way, that's come out in the major newspapers.
[26:59.000 --> 27:06.000]  Remember, Private Gruckheimer early into the Afghan War 2002 came home after his turn, like 2002.
[27:06.000 --> 27:12.000]  And he said, yeah, we go in villages and we kill everybody, men, women and children. And then the Pentagon came out on Fox News and clarified.
[27:12.000 --> 27:19.000]  They said, we only kill everybody in certain villages. Do you think the torture is just going to be over there?
[27:19.000 --> 27:22.000]  Do you think the killing of children is just going to be over there?
[27:22.000 --> 27:28.000]  Pat Tillman, volunteer, gave up his $3 million a year contract and was it $5 million? I forget.
[27:28.000 --> 27:33.000]  And went over there and then found out they were growing the drugs. They were killing innocent people.
[27:33.000 --> 27:39.000]  He said, this is all a hoax. I'm going to come and speak out against it. And they said, no, you're not, Pat. We're going to kill you.
[27:39.000 --> 27:47.000]  And they murdered him and it came out. They murdered him. That's who we're dealing with here. Not our government criminals have hijacked it.
[27:47.000 --> 27:53.000]  If a guy hijacks a school bus and has got his gun to the kids heads, I mean, do the cops say, well, that's all right.
[27:53.000 --> 27:56.000]  He's wearing a school bus driver uniform.
[27:56.000 --> 27:58.000]  No, they're hijackers.
[27:58.000 --> 28:03.000]  The Germans should have said, Hitler, you've hijacked Deutschland. We're not going to follow you.
[28:03.000 --> 28:07.000]  So I want to hear from police and military. When we come back, I'm going to play part of the nightly news.
[28:07.000 --> 28:14.000]  The whole thing's up at infowars.com and prisonplanet.tv. The nightly news from Friday.
[28:14.000 --> 28:20.000]  But then I want to talk to police and military. Then I got a bunch of other news about Ron Paul in second place and all the rest of it.
[28:20.000 --> 28:25.000]  And a bunch of police state news. And Friday, I didn't get to the takeover of the power plants.
[28:25.000 --> 28:29.000]  As we told you now, they're admitting that you're going to pay roughly double in the next few years.
[28:29.000 --> 28:32.000]  And there's going to be rolling blackouts year round.
[28:32.000 --> 28:39.000]  Here's the number for police and military only in the first hour. Will you follow any order or will you say no to this?
[28:39.000 --> 28:42.000]  Are you even aware of this? Here's the number.
[28:42.000 --> 28:48.000]  I'm going to give it to you. 877-8789. Alex, 877-789-2539.
[28:48.000 --> 28:54.000]  I want to hear from you. 877-789. Alex will be right back. Stay with us.
[28:54.000 --> 28:56.000]  Prisonplanet.tv.
[29:24.000 --> 29:30.000]  You can still opt out of the craziness and do your shopping off the grid by going to offthegridchristmas.com,
[29:30.000 --> 29:35.000]  where you'll find our new Christmas video featuring an amazing assortment of truly hard to get gifts.
[29:35.000 --> 29:42.000]  Gifts you simply won't find in stores. These are gifts that can help anyone on your list become better prepared for the hard times ahead.
[29:42.000 --> 29:46.000]  And here's the best part. Prices have been slashed until December 15th.
[29:46.000 --> 29:54.000]  This year, opt out of the lines. You won't get fined. You'll get great discounts on all kinds of off the grid gear by going to offthegridchristmas.com.
[29:54.000 --> 30:20.000]  Go to offthegridchristmas.com. That's offthegridchristmas.com.
[30:25.000 --> 30:31.000]  An America's biggest mall owner, General Growth Properties. In fact, Barron's called his work a dire prophecy.
[30:31.000 --> 30:38.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[30:38.000 --> 30:42.000]  I can't stress this enough. You should at least watch this free video online today.
[30:42.000 --> 30:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[30:46.000 --> 30:59.000]  You can find the video at www.endofamerica3.com. That's endofamerica. The number 3.com. Watch the free video at www.endofamerica3.com. That's endofamerica3.com.
[30:59.000 --> 31:07.000]  Hi, this is Alex Jones. This holiday season, more than half of our nation, is in need of help due to the shattered economy.
[31:07.000 --> 31:21.000]  So now is the time to express the holiday spirit more than ever. Consider helping those you love with the most important gift, a supply of delicious, easy-to-fix, and very storable foods from eFoodsDirect.com.
[31:21.000 --> 31:40.000]  Their holiday gift and family pack started $99 for a 16-day supply, while their 5-week supply of quick and easy-to-fix meals includes a personal backpack in case of a grab-and-go emergency. Order their Combo Gift Pack and you'll save hundreds, plus get free shipping on your entire order.
[31:40.000 --> 31:59.000]  Call eFoods today at 800-409-5633 or visit them online at eFoodsDirect.com forward slash Alex to find the special. That's 800-409-5633 or eFoodsDirect.com forward slash Alex. You can bet your life on eFoodsDirect.
[31:59.000 --> 32:11.000]  You may be arrested and your subject to other police action.
[32:30.000 --> 32:44.000]  Police State 4 chronicles the sickening depths to which our Republic has fallen. Prepare to enter the secretive world of emergency dictatorship, body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[32:44.000 --> 33:00.000]  It's only the beginning of the New World Order's hellish plan. The police state isn't coming. It's here. Secure your copy today at infowars.com or see it online in the highest quality at prisonplanet.tv.
[33:14.000 --> 33:38.000]  Welcome back, my friends. We are live. It is 4.33 and 25 seconds Central Standard Time. That's 2.33 Pacific and we are going to be going to Michael and others that are holding police officers, military and others.
[33:38.000 --> 33:50.000]  Now, folks, how many years did I tell you that they were going to get rid of Posse Comitatus, put military on the street and start having secret arrest and then it would be for the general public?
[33:50.000 --> 34:00.000]  I've studied history. I went to the urban warfare drills. I had insiders in the military and police tell me this. Some of them that went public.
[34:00.000 --> 34:11.000]  In fact, I've interviewed a lot of guests that got killed. People ask, well, why are you still alive? I've never worked for the system. If you've ever worked for them and then turn against them, it's some weird rule that kill you.
[34:11.000 --> 34:27.000]  Plus, I've always been so public. If you kill me, it only adds credibility to what I've said. It highlights it. And also, I've been told by some, I kind of get out of control and some in the establishment think that discredits the information.
[34:27.000 --> 34:41.000]  No, it doesn't. I think it's normal to get upset when you go to urban warfare drills all over the country and see troops with roleplayers playing the part of Americans having their guns taken and taken to FEMA camps.
[34:41.000 --> 34:56.000]  I mean, I feel like I should run naked up and down Main Street here in Austin trying to get people's attention. You know, I don't get all crazy on purpose. It's just been organic and has worked because I don't hold back. I'm upset about this.
[34:56.000 --> 35:01.000]  I dress up in a chicken suit if it got people to pay attention.
