[00:00:01.000 --> 00:00:16.000]  Intro
[00:04:23.000 --> 00:04:28.000]  that it would only be Christ and the God of the Bible that would protect them.
[00:04:28.000 --> 00:04:31.000]  Because evil is extremely real.
[00:04:31.000 --> 00:04:36.000]  And we're going to be getting into a lot of that today.
[00:04:36.000 --> 00:04:37.000]  Wow.
[00:04:37.000 --> 00:04:38.000]  I'll tell you.
[00:04:38.000 --> 00:04:41.000]  It is mind-blowing.
[00:04:42.000 --> 00:04:46.000]  I did my best job to cover all of the news today.
[00:04:46.000 --> 00:04:47.000]  And I'm your host, Alex Jones.
[00:04:47.000 --> 00:04:52.000]  Very pleased, very honored, very blessed, very humbled to be here speaking to millions of you.
[00:04:52.000 --> 00:04:55.000]  I would just ask you all, however you're listening, to tell everybody you know to tune in now.
[00:04:59.687 --> 00:05:06.687]  Just weeks ago, I warned the world that the globalists were going to move against Tucker Carlson and take him off the air.
[00:05:06.687 --> 00:05:09.687]  People said, no way, he's the most powerful thing that ever happened.
[00:05:09.687 --> 00:05:11.687]  They've got quadrillions of stolen money.
[00:05:11.687 --> 00:05:14.687]  They only had Tucker Carlson on the air because they believed they could control him.
[00:05:14.687 --> 00:05:17.687]  But as soon as they figured out they couldn't, he was taken off the air.
[00:05:17.687 --> 00:05:19.687]  It's the same thing with Infowars.
[00:05:19.687 --> 00:05:25.687]  But Infowars is not owned by Fox, or controlled by George Soros, or owned by Spotify like Joe Rogan.
[00:05:25.687 --> 00:05:28.687]  We are only beholden to our viewers and our listeners.
[00:05:28.687 --> 00:05:31.687]  And when you support us, we're unstoppable.
[00:05:31.687 --> 00:05:36.687]  I'm not underwritten by Rupert Murdoch or by George Soros.
[00:05:36.687 --> 00:05:39.687]  I'm underwritten by you, which is we the people.
[00:05:39.687 --> 00:05:42.687]  So I want to thank you for your support and encourage viewers and listeners to understand.
[00:05:42.687 --> 00:05:45.687]  Please don't take Infowars for granted.
[00:05:45.687 --> 00:05:47.687]  We're barely hanging on.
[00:05:47.687 --> 00:05:52.687]  We need your word of mouth, your prayer, your financial support, while getting great products at the same time at infowarsstore.com.
[00:05:52.687 --> 00:05:55.687]  So don't procrastinate. Go to infowarsstore.com.
[00:05:55.687 --> 00:05:57.687]  Get amazing products that keep us on the air.
[00:05:57.687 --> 00:06:00.687]  And never submit to these tyrants.
[00:06:22.687 --> 00:06:25.687]  It's Alex Jones.
[00:06:35.687 --> 00:06:45.687]  One of the toughest parts of my job is that when I'm told things of confidence by individuals at every level of culture,
[00:06:45.687 --> 00:06:50.687]  that's off record, so I have more information, but I can't share it with you.
[00:06:51.687 --> 00:06:55.687]  And I really wish I could share the information I've learned in the last 48 hours with you.
[00:06:55.687 --> 00:07:00.687]  It would be extremely enlightening and informative, but it's not time for that to happen yet.
[00:07:00.687 --> 00:07:03.687]  And so I won't.
[00:07:03.687 --> 00:07:08.687]  But a lot of what we're going to cover here today basically foreshadows what we already know,
[00:07:08.687 --> 00:07:12.687]  and that's what we're dealing with, good versus evil.
[00:07:12.687 --> 00:07:23.687]  So I have a large stack, one of 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20 stacks.
[00:07:23.687 --> 00:07:26.687]  Some stacks are 10, 15 articles.
[00:07:26.687 --> 00:07:28.687]  Some stacks are just five articles.
[00:07:28.687 --> 00:07:30.687]  Some stacks are 30 articles.
[00:07:30.687 --> 00:07:34.687]  Every one of them, I could spend the next four hours on that alone.
[00:07:36.687 --> 00:07:38.687]  But we're going to run through this as quickly as we can.
[00:07:38.687 --> 00:07:40.687]  So let me tell you what's in the stacks.
[00:07:40.687 --> 00:07:46.687]  We have a giant mass child kidnapping, torture, and murder stack even coming out in Congress.
[00:07:46.687 --> 00:07:52.687]  This stack will make you cry or make you be enraged or both.
[00:07:52.687 --> 00:07:56.687]  We also have the second largest bank failure in U.S. history.
[00:07:56.687 --> 00:08:00.687]  Three of the four biggest banks that have failed in history have failed in the last two years.
[00:08:00.687 --> 00:08:03.687]  There is no doubt this is a design collapse out of control.
[00:08:03.687 --> 00:08:06.687]  This stack on the economy is beyond critical as well.
[00:08:07.687 --> 00:08:16.687]  Then we have the massive explosion of crime particularly by illegal aliens and human smugglers that ties into the earlier stack
[00:08:16.687 --> 00:08:22.687]  and the attempts to cover that up by the globalists that have hijacked the country.
[00:08:22.687 --> 00:08:24.687]  We have that stack.
[00:08:24.687 --> 00:08:27.687]  We have the AI stack.
[00:08:27.687 --> 00:08:32.687]  Google's grandfather of AI, the top AI expert in the world, hands down, this is CNN,
[00:08:33.687 --> 00:08:40.687]  quits to spread word about dangers of AI, warns it will lead to bad things, and is already out of control.
[00:08:40.687 --> 00:08:46.687]  And then the whole stack gets into massive layoffs already happening because of AI and IBM, you name it.
[00:08:49.687 --> 00:08:50.687]  Then we have more election news.
[00:08:50.687 --> 00:08:51.687]  Hell freezes over.
[00:08:51.687 --> 00:08:54.687]  Trump to participate in the CNN New Hampshire town hall.
[00:08:54.687 --> 00:08:56.687]  Big stack on election news.
[00:08:57.687 --> 00:09:02.687]  Giant stack on lawsuits over government censorship and surveillance.
[00:09:05.687 --> 00:09:11.687]  Huge stacks on very important information dealing with zero point energy.
[00:09:13.687 --> 00:09:18.687]  Another incredibly important stack on the environmental cult run by big central banks
[00:09:19.687 --> 00:09:22.687]  and the carbon tax which destroys society and creates neo-feudalism.
[00:09:22.687 --> 00:09:29.687]  And RFK Jr., hands down, the number one real environmentalist on earth,
[00:09:32.687 --> 00:09:35.687]  actually cleans up toxic waste dumps and things like that.
[00:09:37.687 --> 00:09:45.687]  He's come out and says that the climate system is a scam run by Bill Gates to bring in totalitarian control on society.
[00:09:46.687 --> 00:09:49.687]  We have the video of that as well.
[00:09:50.687 --> 00:09:52.687]  We have huge poison vaccine news.
[00:09:53.687 --> 00:09:54.687]  Bombshell.
[00:09:54.687 --> 00:10:01.687]  Pfizer and FDA aggressively push COVID vaccine on pregnant women despite knowing mRNA shot could cause dire fetal and infant risk,
[00:10:02.687 --> 00:10:06.687]  including an 82 percent increase in miscarriages in the first two trimesters,
[00:10:07.687 --> 00:10:12.687]  a 24 percent increase in stillbirths and death in the third trimester.
[00:10:13.687 --> 00:10:16.687]  That's only one article in that stack.
[00:10:18.687 --> 00:10:23.687]  We have another key stack with all the numbers coming in of mainstream media literally dying.
[00:10:24.687 --> 00:10:29.687]  And the public, more than two-thirds of them see them as the number one enemy.
[00:10:30.687 --> 00:10:33.687]  It just goes on and on and on.
[00:10:34.687 --> 00:10:43.687]  We have a big stack on the so-called imminent counteroffensive of the Ukrainians that I believe has already begun.
[00:10:46.687 --> 00:10:48.687]  And so much more today.
[00:10:50.687 --> 00:10:55.687]  Also, Maria Z. will be hosting the fourth hour, but I have no guest today
[00:10:56.687 --> 00:10:59.687]  because we have a ton of clips and the news that I just mentioned,
[00:10:59.687 --> 00:11:03.687]  and a lot, lot more.
[00:11:04.687 --> 00:11:06.687]  Like Tucker Carlson.
[00:11:07.687 --> 00:11:11.687]  No one cares if you're a flat earther, but if you question Building 7, you'll lose your job.
[00:11:12.687 --> 00:11:17.687]  A clip from him in March, a month and a half ago, has now gone mega viral.
[00:11:18.687 --> 00:11:22.687]  We have a clip of when he visited here in Austin, 2014,
[00:11:23.687 --> 00:11:24.687]  where I was educating him on Building 7.
[00:11:25.687 --> 00:11:28.687]  We'll be playing that clip today.
[00:11:29.687 --> 00:11:33.687]  So that's just some of what we're going to be dealing with.
[00:11:34.687 --> 00:11:44.687]  And the first thing I'm going to go ahead and cover is what's happening with the banks.
[00:11:45.687 --> 00:11:47.687]  Now, it's very simple.
[00:11:48.687 --> 00:11:54.687]  The private central bank, since 2008, in the last big contrived crisis to get Obama into office,
[00:11:55.687 --> 00:11:59.687]  that gave quadrillions to the private banks, they got all the free money
[00:12:00.687 --> 00:12:05.687]  and then got to loan it out to people with very, very cheap or nearly free credit.
[00:12:06.687 --> 00:12:09.687]  They vertically consolidated the economy with that system.
[00:12:10.687 --> 00:12:14.687]  Now, starting two years and four months ago, five months ago,
[00:12:15.687 --> 00:12:17.687]  when Biden got into office via fraud,
[00:12:20.687 --> 00:12:23.687]  they began to restrict the flow of credit and money.
[00:12:24.687 --> 00:12:29.687]  While at the same time increasing IRS enforcers on the working class to squeeze them,
[00:12:30.687 --> 00:12:34.687]  even though the working class blue collar particularly pays almost none of the taxes,
[00:12:35.687 --> 00:12:39.687]  it's purely to drive them into abject poverty and crime, weaponization, enemy of the people.
[00:12:40.687 --> 00:12:45.687]  They began to raise interest rates, which they just did again.
[00:12:46.687 --> 00:12:48.687]  They just froze it.
[00:12:49.687 --> 00:12:52.687]  Banking collapse would stop, but instead they hiked them
[00:12:52.687 --> 00:12:54.687]  in a surprise rate hike.
[00:12:55.687 --> 00:13:04.687]  And a week later, you saw the second largest bank failure in U.S. history
[00:13:05.687 --> 00:13:09.687]  take place on the heels of the last bank a month and a half ago.
[00:13:10.687 --> 00:13:14.687]  And, of course, what happened with FDX and the rest of it.
[00:13:15.687 --> 00:13:19.687]  First Republic Bank collapse spurs fears of banking system for the broader economy.
[00:13:19.687 --> 00:13:25.687]  But don't worry, Biden promises banking systems safe and sound after First Republic collapse.
[00:13:26.687 --> 00:13:28.687]  Everything is going well, he says.
[00:13:29.687 --> 00:13:32.687]  He needs to finish his job, though, to join the country.
[00:13:33.687 --> 00:13:37.687]  As the Fed examines banking woes, small businesses already feel the crunch.
[00:13:38.687 --> 00:13:39.687]  Washington Post.
[00:13:40.687 --> 00:13:44.687]  First Republic Bank is seized, sold to J.P. Morgan in second largest U.S. bank failure in history.
[00:13:45.687 --> 00:13:46.687]  Let's read part of this article.
[00:13:46.687 --> 00:13:51.687]  As part of the agreement, the Federal Deposit Insurance Corporation will share losses with J.P. Morgan on First Republic's loans.
[00:13:52.687 --> 00:13:56.687]  The agency estimates that its insurance fund would take a $13 billion hit in the deal.
[00:13:57.687 --> 00:14:02.687]  J.P. Morgan also said it would receive $50 billion in financing from the FDIC.
[00:14:03.687 --> 00:14:07.687]  San Francisco-based First Republic, the second largest bank to fail in U.S. history,
[00:14:08.687 --> 00:14:13.687]  lost $100 billion in deposits in March run following the collapse of fellow Bay Area lender Silicon Valley Bank.
[00:14:13.687 --> 00:14:19.687]  It limped along for weeks after a group of America's biggest banks came to its rescue with a $30 billion deposit.
[00:14:20.687 --> 00:14:22.687]  Those deposits will be repaid after the deal closes, J.P. Morgan said.
[00:14:23.687 --> 00:14:27.687]  Three of the four largest ever bank failures have occurred in the past two months.
[00:14:28.687 --> 00:14:32.687]  First Republic, with some $233 billion in assets at the end of the first quarter,
[00:14:33.687 --> 00:14:35.687]  ranks just behind the 2008 collapse of Washington Mutual Inc.,
[00:14:36.687 --> 00:14:40.687]  rounding out the top four are Silicon Valley Bank and Signature Bank,
[00:14:40.687 --> 00:14:42.687]  a New York-based lender that also failed in March.
[00:14:43.687 --> 00:14:45.687]  The deal means J.P. Morgan, the largest bank in the U.S.,
[00:14:46.687 --> 00:14:49.687]  is poised to emerge from the current crisis even bigger.
[00:14:53.687 --> 00:14:57.687]  This is all about collapsing the system and then bringing in a new digital system,
[00:14:58.687 --> 00:14:59.687]  the central bank digital currency.
[00:15:00.687 --> 00:15:04.687]  J.P. Morgan deal forces Biden administration to defend record mergers.
[00:15:05.687 --> 00:15:08.687]  J.P. Morgan acquisition of First Republic received too big to fail talk,
[00:15:09.687 --> 00:15:11.687]  and it goes on and on and on.
[00:15:12.687 --> 00:15:14.687]  Global bank lending standards tighten to GFC levels.
[00:15:15.687 --> 00:15:17.687]  Not since 2008 have we seen this.
[00:15:18.687 --> 00:15:22.687]  Futures dip after shock RBA rate hike as Fed's meeting begins.
[00:15:23.687 --> 00:15:28.687]  And it goes on and on and on.
[00:15:29.687 --> 00:15:32.687]  All contrived, all right on time as we predicted.
[00:15:33.687 --> 00:15:35.687]  Total weaponization against the people.
[00:15:35.687 --> 00:15:38.687]  We'll have inflation and recession.
[00:15:39.687 --> 00:15:42.687]  We're already in slash deepening into a depression.
[00:15:43.687 --> 00:15:46.687]  All the very people running it say there's no crisis at all,
[00:15:47.687 --> 00:15:49.687]  but they are the authors of the crisis.
[00:15:50.687 --> 00:15:52.687]  They won't let the crisis go to waste.
[00:15:53.687 --> 00:15:56.687]  They'll ride in with their digital programmable currency on its back.
[00:15:58.687 --> 00:16:02.687]  Just weeks ago, I warned the world that the globalists were going to move
[00:16:02.687 --> 00:16:04.687]  against Tucker Carlson and take him off the air.
[00:16:05.687 --> 00:16:07.687]  People said, no way is the most pop would ever happen.
[00:16:08.687 --> 00:16:09.687]  They've got quadrillions of stolen money.
[00:16:10.687 --> 00:16:12.687]  They only had their curls on the air because they believe they can troll him.
[00:16:13.687 --> 00:16:15.687]  But as soon as they figured out they couldn't, he was taken off the air.
[00:16:16.687 --> 00:16:17.687]  It's the same thing with them for worse.
[00:16:18.687 --> 00:16:21.687]  But in four words, it's not owned by Fox or controlled by George Soros
[00:16:22.687 --> 00:16:23.687]  or owned by Spotify like Joe Rogan.
[00:16:24.687 --> 00:16:27.687]  We are only beholden to our viewers, our listeners.
[00:16:28.687 --> 00:16:29.687]  And when you support us, we're unstoppable.
[00:16:29.687 --> 00:16:33.687]  I'm not underwritten by Rupert Murdoch or by George Soros.
[00:16:34.687 --> 00:16:36.687]  I'm underwritten by you, which is we the people.
[00:16:37.687 --> 00:16:38.687]  So I want to thank you for your support.
[00:16:39.687 --> 00:16:40.687]  Encourage your listeners to understand.
[00:16:41.687 --> 00:16:42.687]  Please don't take InfoWars for granted.
[00:16:43.687 --> 00:16:44.687]  We're barely hanging on.
[00:16:45.687 --> 00:16:47.687]  We need your word of mouth, your prayer, your financial support.
[00:16:48.687 --> 00:16:50.687]  We're all getting great products at the same time at InfoWars.com.
[00:16:51.687 --> 00:16:52.687]  So don't procrastinate.
[00:16:53.687 --> 00:16:55.687]  Go to InfoWars.com, get amazing products that keep us on the air
[00:16:56.687 --> 00:16:57.687]  and never submit to these tyrants.
[00:16:58.687 --> 00:17:01.687]  They decided to not perp walking, not put him in handcuffs,
[00:17:02.687 --> 00:17:04.687]  not do a mugshot because they knew that that would help Trump.
[00:17:05.687 --> 00:17:06.687]  Didn't they know this would backfire?
[00:17:07.687 --> 00:17:08.687]  We were waiting for the mugshot.
[00:17:09.687 --> 00:17:10.687]  We learned today they wouldn't have it.
[00:17:11.687 --> 00:17:12.687]  So we've made our own.
[00:17:13.687 --> 00:17:15.687]  And it says political prisoner with an image of President Trump.
[00:17:16.687 --> 00:17:18.687]  The shirt is being printed now in Texas.
[00:17:19.687 --> 00:17:20.687]  It'll be shipping out to you in one week.
[00:17:21.687 --> 00:17:26.687]  Political prisoner with Trump on the front there in a mugshot jail.
[00:17:27.687 --> 00:17:28.687]  Background.
[00:17:29.687 --> 00:17:30.687]  It's a fundraiser shirt.
[00:17:31.687 --> 00:17:32.687]  It says InfoWars.com on the back of the shirt.
[00:17:33.687 --> 00:17:34.687]  We also have Alex Jones for president.
[00:17:35.687 --> 00:17:36.687]  No, I'm not running for president.
[00:17:37.687 --> 00:17:38.687]  It's a really nice navy blue, high quality shirt.
[00:17:39.687 --> 00:17:40.687]  Red, white and blue.
[00:17:41.687 --> 00:17:42.687]  Alex Jones for president.
[00:17:43.687 --> 00:17:44.687]  It's a fun conversational piece and a limited edition shirt.
[00:17:45.687 --> 00:17:46.687]  Great way to fund the operation.
[00:17:47.687 --> 00:17:53.687]  So get your Alex Jones for president and Trump mugshot shirts at InfoWars.com
[00:17:53.687 --> 00:17:57.687]  or by calling toll free 888-253-3139.
[00:17:58.687 --> 00:18:05.687]  In the early 1900s, certain companies were off gassing highly toxic fluoride gases into the atmosphere.
[00:18:06.687 --> 00:18:08.687]  The surrounding communities began to get sick.
[00:18:09.687 --> 00:18:16.687]  Laws were enacted to compel these corporations to install scrubbers to convert these gases into fluorosilicic acid.
[00:18:17.687 --> 00:18:19.687]  Still highly toxic, but containable.
[00:18:20.687 --> 00:18:22.687]  Now these companies had a stockpile of this poison.
[00:18:23.687 --> 00:18:25.687]  And there was no affordable way to dispose of it.
[00:18:26.687 --> 00:18:30.687]  Lucky for them, one of their major stockholders was also the secretary of the treasury,
[00:18:31.687 --> 00:18:33.687]  who was responsible for the public health service at the time.
[00:18:34.687 --> 00:18:40.687]  And by 1950, the U.S. government began buying this toxic, untreated industrial waste product
[00:18:41.687 --> 00:18:42.687]  and dumping it into our drinking water.
[00:18:43.687 --> 00:18:47.687]  Reputable studies show that it's causing various cancers and other disease.
[00:18:48.687 --> 00:18:51.687]  With the Alexa Pure Pro, you can have clean drinking water.
[00:18:52.687 --> 00:18:53.687]  And a remedy to this madness.
[00:18:54.687 --> 00:18:57.687]  Available now at InfoWarsStore.com.
[00:18:59.687 --> 00:19:02.687]  InfoWars. Tomorrow's news today.
[00:19:03.687 --> 00:19:04.687]  This is their big move.
[00:19:05.687 --> 00:19:07.687]  So yeah, you say, why doesn't Biden address the disasters in the United States?
[00:19:08.687 --> 00:19:09.687]  He doesn't care.
[00:19:10.687 --> 00:19:11.687]  That's not his job.
[00:19:12.687 --> 00:19:13.687]  He's not the president of the United States.
[00:19:14.687 --> 00:19:16.687]  He's a puppet operating for the globalists.
[00:19:17.687 --> 00:19:21.687]  Appetites of the autocrat cannot be appeased.
[00:19:22.687 --> 00:19:23.687]  They must be opposed.
[00:19:24.687 --> 00:19:26.687]  Autocrats only understand one word.
[00:19:27.687 --> 00:19:29.687]  No, no, no.
[00:19:30.687 --> 00:19:33.687]  Exactly. And that's why we say no to your vaccines.
[00:19:34.687 --> 00:19:36.687]  We say no to you shutting down our businesses.
[00:19:37.687 --> 00:19:39.687]  We say no to you taking our firearms.
[00:19:40.687 --> 00:19:41.687]  We say no to you censoring our free speech.
[00:19:42.687 --> 00:19:45.687]  We say no to you selling us out to the World Health Organization.
[00:19:45.687 --> 00:19:47.687]  We say no to you getting us into World War III.
[00:19:48.687 --> 00:19:51.687]  You're right. We stand against autocrats like you, Joe Biden.
[00:19:52.687 --> 00:19:55.687]  And we say no. And we say no to your war.
[00:20:08.220 --> 00:20:35.380]  The general public does not know it's already hit. All the analysts admit it was the two
[00:20:35.380 --> 00:20:41.940]  plus years of lockdowns around the world that put the world economy into free fall. And right on
[00:20:41.940 --> 00:20:48.180]  time, the private central banks cut the money off. And now the free fall is accelerating with
[00:20:48.180 --> 00:20:53.620]  first republic second largest bank failure in US history. Three of the four biggest ever have
[00:20:53.620 --> 00:20:58.980]  happened in the last couple months. They tell you there's no crisis Biden says everything's fine.
[00:20:59.780 --> 00:21:05.940]  We've got the video here, but I'm not going to subject you to it. Watch KJP, that's the
[00:21:05.940 --> 00:21:12.100]  press secretary, dodge when asked if Biden administration is bracing for more bank failures.
[00:21:14.900 --> 00:21:19.940]  You know what? Just hit the fan across markets. Regional banks in free fall. Zero hedge article
[00:21:19.940 --> 00:21:26.580]  showing the graphs on that. Graph like that, ladies and gentlemen, you're a radio listener.
[00:21:26.580 --> 00:21:32.420]  If you look at the number there, that signals depression right there.
[00:21:35.300 --> 00:21:38.820]  This is the sharpest tightening of credit in history. Analysts report.
[00:21:40.180 --> 00:21:44.900]  U.S. Corp factory orders first annual contraction since December 2020.
[00:21:45.460 --> 00:21:50.660]  Labor market and free fall is job opening slide. Quits tumble to two year low.
[00:21:50.900 --> 00:21:57.620]  IBM to stop hiring for roles that be replaced by A.I. Nearly 8000 workers be replaced. Automation.
[00:21:59.220 --> 00:22:04.500]  Mention of job cuts, overtake labor shortages, cost control, job cuts in growth is out.
[00:22:10.180 --> 00:22:14.020]  Morgan Stanley prepares to cut 3000 jobs as M&A activities soar.
[00:22:14.580 --> 00:22:21.700]  Activity soar. Hindenburg unveils short position in ITN Enterprises company
[00:22:21.700 --> 00:22:26.820]  inflated by 75 percent. All the companies playing games are going to be exposed.
[00:22:28.580 --> 00:22:31.460]  That's just some of the news on that front. We'll be opening the phones up
[00:22:33.060 --> 00:22:37.300]  on the financial design crisis
[00:22:37.540 --> 00:22:46.260]  . And tying it all into the carbon taxes and regulations that they are rolling out.
[00:22:47.380 --> 00:22:49.780]  That is a particularly important stack.
[00:22:51.940 --> 00:22:56.980]  That I'm going to be getting into in the last segment of this hour and some key clips of RFK
[00:22:56.980 --> 00:23:04.900]  Junior exposing what it's really designed to do. Of course, it's word for what we've been saying,
[00:23:04.900 --> 00:23:12.020]  because we're all looking at the same truth here. But what I want to get into now
[00:23:14.660 --> 00:23:21.460]  is this stack right here. Now, this is just the last few days.
[00:23:23.140 --> 00:23:27.380]  This is what I told you about two weeks ago. I had a meeting
[00:23:27.940 --> 00:23:37.940]  with the feds, the good feds, as we know their record and what they do. Some very high level feds
[00:23:42.740 --> 00:23:47.940]  at the middle of the highest echelon. People in charge.
[00:23:51.130 --> 00:23:54.130]  And they said we cannot be part of this.
[00:23:55.130 --> 00:23:58.130]  You're about to see all the whistleblower information come out about
[00:23:58.130 --> 00:24:00.130]  tens of thousands of kidnapped children,
[00:24:00.130 --> 00:24:04.130]  tens of thousands of convicted pedophiles ordered released by Biden,
[00:24:04.130 --> 00:24:06.130]  and
[00:24:06.010 --> 00:24:14.450]  We've given this to Congress, and we've given this to others, but they've not released it
[00:24:14.450 --> 00:24:15.450]  yet.
[00:24:15.450 --> 00:24:19.330]  We think it's about to be released, but this is being given to you to make sure.
[00:24:19.330 --> 00:24:24.330]  And I'm like, oh my God, it's massive, and it's horrible, and it's names names, and it's
[00:24:24.330 --> 00:24:29.570]  court cases, and it's documents, and it's like trying to eat an elephant one bite at
[00:24:29.570 --> 00:24:30.570]  a time.
[00:24:30.570 --> 00:24:35.570]  And I told him, I said, I will try, and I will work with the limited crew we have to
[00:24:35.570 --> 00:24:39.330]  go through all this, and so we're doing that.
[00:24:39.330 --> 00:24:43.370]  And then I was like, oh, thank God, about three or four days later, it started all coming
[00:24:43.370 --> 00:24:48.170]  out in Congress, and they started to bring it forward, and senators in Congress, people
[00:24:48.170 --> 00:24:49.170]  are talking about it.
[00:24:49.170 --> 00:24:55.570]  It's just, it's unbelievable, ladies and gentlemen, and it makes your head spin.
[00:24:55.570 --> 00:25:03.010]  I mean, these are thousands of cases just in one sector in Texas.
[00:25:04.010 --> 00:25:08.450]  Where over 20,000 pedophiles the last two years have been ordered release.
[00:25:08.450 --> 00:25:13.250]  And obviously the Border Patrol, the FBI, the federal marshals, the judges, all of them
[00:25:13.250 --> 00:25:16.250]  are just completely flabbergasted.
[00:25:16.250 --> 00:25:20.889]  And that's why you see the congressional hearings where it's beyond politics now, even the Democrats
[00:25:20.889 --> 00:25:26.090]  are looking at, Mayorkas can say, most of the Democrats, a bunch of them are bad, are like,
[00:25:26.090 --> 00:25:27.090]  what are you doing?
[00:25:27.090 --> 00:25:30.010]  You can't release people that are like five-time convicted child rapists.
[00:25:31.010 --> 00:25:36.170]  I mean, these are people that rape babies, okay?
[00:25:36.170 --> 00:25:43.889]  So we got a bunch of news on that, and we'll do our best going over it.
[00:25:43.889 --> 00:25:48.690]  But again, it's like trying to drink out of a fire hose turned on high, but we've reached
[00:25:48.690 --> 00:25:54.690]  a tipping point where folks in the government realize, okay, we have real psychotic criminals
[00:25:54.690 --> 00:25:55.690]  running things.
[00:25:55.690 --> 00:25:57.770]  These aren't just people stealing money to be rich.
[00:25:57.770 --> 00:26:02.690]  These are people that really want to destroy the country and really want to hurt children.
[00:26:02.690 --> 00:26:07.170]  And they're hitting that point where they're just like, what do we do?
[00:26:07.170 --> 00:26:13.010]  So there are over 10,000 whistleblowers from the federal government in just the last two
[00:26:13.010 --> 00:26:15.510]  years that have told Congress what's going on.
[00:26:15.510 --> 00:26:18.110]  And instead of it getting better, it's gotten worse.
[00:26:18.110 --> 00:26:21.570]  So next segment, we're going to be going through this.
[00:26:21.570 --> 00:26:27.610]  But what we're preparing to do is just, the only way we can do it is, okay, here's a first
[00:26:27.610 --> 00:26:34.730]  report about the 20,000 pedophiles and the 30-plus-thousand kids, and many of them killed.
[00:26:34.730 --> 00:26:40.050]  But let's now just spotlight one case per article.
[00:26:40.050 --> 00:26:45.010]  And then you spotlight a case where a guy convicted five times of pedophilia and child
[00:26:45.010 --> 00:26:51.850]  rape and child smuggling is given a job in the U.S. driving a disabled children's bus
[00:26:51.850 --> 00:26:54.450]  in Texas, where they then assault more children.
[00:26:54.450 --> 00:26:56.050]  I mean, that's just one of the cases.
[00:26:56.050 --> 00:27:00.770]  We have the court documents, and Biden says release them.
[00:27:00.770 --> 00:27:02.170]  That's just one example, okay?
[00:27:02.170 --> 00:27:08.930]  I mean, they release people now that shoot at the police and hit the police cars, but
[00:27:08.930 --> 00:27:10.370]  they didn't hit a cop, so they released them.
[00:27:10.370 --> 00:27:17.810]  I mean, it's so road warrior, and again, it's designed to break down society.
[00:27:17.810 --> 00:27:18.810]  That's coming up.
[00:27:18.810 --> 00:27:23.130]  And they're about to get rid of Title 42 and make it 10 times worse.
