[00:00:11.167 --> 00:00:13.314]  The Alex Jones Show.
[00:06:48.744 --> 00:06:55.409]  On this live Sunday edition of the Alex Jones Show, Roger Stone's going to be hosting.
[00:06:55.409 --> 00:07:04.837]  I asked Roger Stone to host today because literally hundreds of stories that he's broken the last two years have turned out to be deadly accurate.
[00:07:04.837 --> 00:07:08.340]  So I'm going to ask him to review some of those, but also tell us what's coming next.
[00:07:08.340 --> 00:07:08.721]  But first,
[00:07:09.949 --> 00:07:10.129]  I think?
[00:07:27.697 --> 00:07:34.379]  So she wants Democrat-controlled homeland security, they've got their people still in control, to federalize the elections.
[00:07:34.379 --> 00:07:38.861]  Obama signed an executive order to do this 10 days before he left office in 2017.
[00:07:38.861 --> 00:07:46.123]  If they ever get this in place, we'll never have real elections again like Venezuela.
[00:07:46.123 --> 00:07:53.065]  They know there's been a major political realignment against them, and so now they're seeking to end our representative republic.
[00:07:54.005 --> 00:07:56.526]  Now, let's get to the major hypocrisy.
[00:07:56.526 --> 00:08:03.268]  She added on to this lie when the evidence is the Democratic Party has illegal aliens voting all over the country.
[00:08:03.268 --> 00:08:07.650]  They've legalized it in San Francisco and Chicago and other areas.
[00:08:07.650 --> 00:08:14.812]  No, the evidence is the deep state, the globalists, the special interests backed up by the Communist Chinese are the ones manipulating our elections.
[00:08:14.812 --> 00:08:20.094]  That's where all the evidence is in every Netflix show and Hollywood movie and the news.
[00:08:20.094 --> 00:08:22.495]  95% anti-Donald Trump, anti-nationalists, but I'm sorry.
[00:08:23.900 --> 00:08:24.701]  I'm digressing.
[00:08:24.701 --> 00:08:29.565]  What is the big, giant piece of Beyond Hypocrisy?
[00:08:29.565 --> 00:08:32.128]  Hillary Clinton thinks you have no memory.
[00:08:32.128 --> 00:08:34.029]  Hillary Clinton thinks you're an idiot.
[00:08:34.029 --> 00:08:38.253]  She wrote a book in 2014 called Hard Choices.
[00:08:38.253 --> 00:08:48.182]  And in the book Hard Choices, she talks about her deep bonding personally in private secret meetings that she only reveals in the book with Vladimir Putin.
[00:08:49.023 --> 00:08:50.263]  Then I did some research.
[00:08:50.263 --> 00:08:51.684]  You can look it up online.
[00:08:51.684 --> 00:09:09.688]  She also filed, when she was Secretary of State, more than six times we know of to allow Bill Clinton to get a waiver around several federal laws to meet secretly with Vladimir Putin as her agent for the Clinton Foundation.
[00:09:09.688 --> 00:09:15.070]  The State Department does not tell us if they ever gave the authorization, ladies and gentlemen.
[00:09:16.310 --> 00:09:17.770]  That is the mega hypocrisy.
[00:09:17.770 --> 00:09:29.213]  She is not only saying that the Russians plan to steal the 2018 election with no proof, saying that voters don't really want to realign, they don't really want to be populist, they don't really want to be nationalist, they don't really want to be free market.
[00:09:29.213 --> 00:09:33.834]  They're not really rejecting Bernie Sanders and Ms.
[00:09:33.834 --> 00:09:35.474]  Cortez and all their communism.
[00:09:35.474 --> 00:09:36.735]  No, no, no.
[00:09:36.735 --> 00:09:37.495]  The Russians did it.
[00:09:38.135 --> 00:09:39.938]  Here's the hypocrisy.
[00:09:39.938 --> 00:09:52.114]  She met with Putin at least twice secretly and brags about their deep bonding and Putin telling her about his mother surviving in World War II under a pile of bodies and all this other stuff.
[00:09:53.095 --> 00:09:55.236]  And she only tells you in a book.
[00:09:55.236 --> 00:09:56.356]  It had been secret.
[00:09:56.356 --> 00:10:07.620]  And then she turns around and says, President Trump cannot be trusted that he's compromised because he met with Putin behind closed doors at a public sanctioned event.
[00:10:07.620 --> 00:10:11.201]  Public summits, they always have private summits, always with world leaders.
[00:10:11.201 --> 00:10:12.701]  When you're the president, that's what you do.
[00:10:12.701 --> 00:10:14.702]  But the way they twist this and the way they think,
[00:10:16.055 --> 00:10:21.581]  That the public would never figure this out, that the public would never understand this is just insane.
[00:10:21.581 --> 00:10:29.850]  But what's even crazier is I did Google and Bing searches and found it very hard to even find the original articles where she admitted all this four years ago.
[00:10:29.850 --> 00:10:33.574]  They have been definitely downvoted, blocked, removed, you name it.
[00:10:34.255 --> 00:10:47.305]  Because long before they made up the Russia narrative to blame American voters and populism and claim that we didn't really elect Trump, she was deeply in bed with the Russians, the Chai Koms, and others, and sold out 20 plus percent of our uranium via Uranium One.
[00:10:47.305 --> 00:10:52.710]  Robert Mueller landed on tarmacs with secret uranium transfers and let them see how strong it was.
[00:10:52.710 --> 00:11:00.836]  And no matter how many Snopes articles they write, these are the facts because it comes from Hillary's own statements and the State Department record as
[00:11:00.976 --> 00:11:02.937]  Well, so you heard that right.
[00:11:02.937 --> 00:11:13.983]  Hillary Clinton met when she was Secretary of State, secretly with Vladimir Putin repeatedly, and sought authorization from Bill Clinton to do it at least six times.
[00:11:13.983 --> 00:11:15.804]  This needs to be investigated.
[00:11:15.804 --> 00:11:17.465]  This needs to be exposed.
[00:11:17.465 --> 00:11:20.366]  This is the evidence of the real Russian collusion.
[00:11:20.366 --> 00:11:24.448]  Now, we're about to go to Roger Stone live, but I wanted to add this point.
[00:11:24.448 --> 00:11:27.070]  Roger, in January of 2017, and right through March,
[00:11:29.751 --> 00:11:37.057]  First broke the illegal FISA warrant, meaning that they had gotten the warrant against Carter Page and others by lying to the FISA Court.
[00:11:37.057 --> 00:11:43.702]  Then earlier this year, the FISA Court issued a report admitting that they'd been lied to at least four separate times and calling for an investigation.
[00:11:43.702 --> 00:11:46.444]  That got almost no coverage as well in the controlled press.
[00:11:46.444 --> 00:11:47.044]  I wonder why.
[00:11:48.195 --> 00:12:00.124]  And now it's all come out that indeed the president was illegally spied on even before he got the nomination going back to 2015 by Barack Hussein Obama who was running the operation out of the White House.
[00:12:00.124 --> 00:12:03.166]  This is a ultra-massive scandal.
[00:12:03.166 --> 00:12:09.530]  Roger Stone will now break it all down today and look into the future about what he believes is coming next.
[00:12:09.530 --> 00:12:12.873]  But make no mistake, they know humanity's awake.
[00:12:12.873 --> 00:12:13.754]  They know we're involved.
[00:12:14.662 --> 00:12:30.497]  They know we're informed, and they're making their move to shut down the free press, to shut down InfoWars like never before, congressional hearings last week, every major so-called news channel attacking us, calling for us to be shut down because we continue to be way ahead of the curve, we continue to be
[00:12:31.798 --> 00:12:35.442]  Next level, next year's news today, and that's why InfoWars is so precious.
[00:12:35.442 --> 00:12:42.788]  I wish the other talk show hosts, I wish the other Patriot sites were as informed as we are.
[00:12:42.788 --> 00:12:46.472]  Quite frankly, the only other place I see that is this cutting edge is Zero Hedge.
[00:12:47.092 --> 00:12:48.674]  Sometimes Daily Caller.
[00:12:48.674 --> 00:12:49.915]  I want to be eclipsed.
[00:12:49.915 --> 00:12:51.317]  I want to be made obsolete.
[00:12:51.317 --> 00:12:53.219]  Because I want my children to have a future.
[00:12:53.219 --> 00:12:55.962]  I want the type of understanding we have to be mainstream.
[00:12:55.962 --> 00:12:59.105]  And it's beginning to become mainstream in the general public's minds.
[00:12:59.105 --> 00:13:02.809]  And the globalists know if everybody catches on the fact that Infowars is the zeitgeist.
[00:13:03.089 --> 00:13:12.255]  We will win very, very quickly instead of a long, protracted, serious, ongoing, fourth-generation warfare-type situation we're all witnessing right now.
[00:13:12.255 --> 00:13:14.376]  But make no mistake, this is history happening.
[00:13:14.376 --> 00:13:18.179]  It's critical that you spread the articles from NewsWars.com, PrisonPlanet.com.
[00:13:19.099 --> 00:13:20.160]  Infowars.com.
[00:13:20.160 --> 00:13:23.544]  The reason it's hard to spread those links is because we are the resistance.
[00:13:23.544 --> 00:13:24.966]  We are over the target.
[00:13:24.966 --> 00:13:26.868]  We have the information.
[00:13:26.868 --> 00:13:30.792]  Thank you all for making Infowars a force to be reckoned with.
[00:13:30.792 --> 00:13:31.853]  You are the Infowar.
[00:13:31.853 --> 00:13:32.954]  You are the resistance.
[00:13:32.954 --> 00:13:34.976]  Now back to Roger Stone, but don't forget...
[00:13:36.178 --> 00:13:43.602]  Hillary Clinton, from her own mouth, said she met secretly with Vladimir Putin and bonded with him, and tried to get Bill Clinton in secret meetings with him.
[00:13:43.602 --> 00:13:46.784]  Now, she says Trump is a traitor.
[00:13:46.784 --> 00:13:50.486]  Compromised and not trusted for meeting with him at a public summit.
[00:13:50.486 --> 00:13:53.188]  This is the truth, and they hope the death of logic.
[00:13:53.188 --> 00:13:56.870]  But logic and memory is not dead, and we will prevail.
[00:13:56.870 --> 00:13:57.311]  Thank you all.
[00:14:10.854 --> 00:14:15.516]  Welcome back to the next hour of the Alex Jones Show.
[00:14:15.516 --> 00:14:39.906]  How fitting that clash between Judge Jeanine Pirro, who served with distinction as the District Attorney of Westchester County, an able advocate for women, for children, putting criminals behind bars, in an epic clash with Anna Navarro, who, according to the New York Times, lied in her application to become a state employee about going to law school.
[00:14:40.946 --> 00:15:05.904]  Let's be very clear, Anna Navarro cannot hold a candle to Jeanine Pirro when it comes to accomplishments or her authority on law enforcement issues and the entirely bogus nature of the mainstream media's continued false Russia narrative that Anna Navarro is just another nattering nabob of.
[00:15:06.984 --> 00:15:22.777]  We're going to break down for you in the next hour this CYA move by the FBI releasing the Carter Page material that they used as the underlying rationale for their illegal FISA warrant.
[00:15:22.777 --> 00:15:25.159]  Alex Jones is absolutely right.
[00:15:25.159 --> 00:15:31.745]  The FISA warrants are the Rosetta Stone of understanding this entire Russian scandal.
[00:15:31.745 --> 00:15:34.327]  We'll be right back to lay it out for you.
[00:15:59.636 --> 00:16:05.217]  You know, if I tried to sit here and tell you about the 60-plus products, we have it in four's life.
[00:16:05.217 --> 00:16:06.077]  It'd take hours.
[00:16:06.077 --> 00:16:08.518]  Michael's ZX Plus now has a lower price.
[00:16:08.518 --> 00:16:09.698]  It's stronger.
[00:16:09.698 --> 00:16:11.318]  It's the other equation in probiotics.
[00:16:11.318 --> 00:16:14.539]  It knocks out the yeast, the mold, the candida.
[00:16:14.539 --> 00:16:15.659]  It's back in stock.
[00:16:15.659 --> 00:16:18.820]  The Real Red Pill, it's been sold out for months.
[00:16:18.820 --> 00:16:22.601]  It's got the preglanone that's the precursor to all the natural hormones in your body.
[00:16:22.601 --> 00:16:25.701]  Then it's got all the minerals and the vitamins, the amino acids.
[00:16:25.701 --> 00:16:26.582]  So you can upload it.
[00:16:26.582 --> 00:16:28.042]  And our latest product, it goes great.
[00:16:28.502 --> 00:16:29.002]  We're good to go.
[00:16:59.969 --> 00:17:04.673]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:17:04.673 --> 00:17:15.081]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:17:15.982 --> 00:17:20.785]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:17:20.785 --> 00:17:29.189]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:17:29.189 --> 00:17:36.894]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:17:36.894 --> 00:17:38.855]  Wake up refreshed and take on the day.
[00:17:39.335 --> 00:17:47.282]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:17:47.282 --> 00:17:50.966]  Get the sleep you deserve and experience the power of knockout.
[00:17:50.966 --> 00:17:55.330]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:17:55.330 --> 00:17:56.771]  That's InfoWarsLife.com
[00:18:02.621 --> 00:18:12.024]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:18:12.024 --> 00:18:23.447]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[00:18:23.447 --> 00:18:29.129]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:18:29.409 --> 00:18:40.854]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:18:40.854 --> 00:18:49.038]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[00:18:49.038 --> 00:18:51.539]  It's time to take care of your morning routine.
[00:18:51.539 --> 00:18:57.222]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:19:05.103 --> 00:19:07.464]  The Real Red Pill Plus, ladies and gentlemen.
[00:19:07.464 --> 00:19:10.885]  Our team is constantly on the lookout for newer and better ways to improve our products.
[00:19:10.885 --> 00:19:17.907]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[00:19:17.907 --> 00:19:22.769]  The Real Red Pill Plus is an all-new version of the powerhouse Reglanone product.
[00:19:22.769 --> 00:19:30.451]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[00:19:30.911 --> 00:19:37.335]  A powerful pregnenone base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[00:19:37.335 --> 00:19:47.822]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[00:19:47.822 --> 00:19:52.444]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[00:19:52.444 --> 00:19:56.267]  Get the Real Red Pill Plus at InfoWarStore.com.
[00:20:03.917 --> 00:20:14.286]  You're listening to the Alex Jones Show.
[00:20:14.286 --> 00:20:18.510]  My fellow Americans, let me make this perfectly clear.
[00:20:18.510 --> 00:20:24.395]  You're listening to Roger Stone on InfoWars.
[00:20:24.395 --> 00:20:27.597]  Welcome back to the Alex Jones Show.
[00:20:27.597 --> 00:20:29.019]  I'm your host, Roger Stone.
[00:20:30.040 --> 00:20:44.782]  It's very important to understand that a FISA warrant can only be issued against an American citizen if they are actively involved in espionage for a foreign power against the United States.
[00:20:45.843 --> 00:20:57.209]  How ironic that it is the information regarding the misuse of FISA warrants that Deputy Attorney General Rod Rosenstein has been stonewalling about.
[00:20:57.209 --> 00:21:09.776]  How ironic that the government refuses to hand over in discovery in the Paul Manafort trial any evidence regarding his being subject to a FISA warrant.
[00:21:10.456 --> 00:21:34.135]  How ironic that the government has now essentially released a document which demonstrates that their entire justification for a FISA warrant against Carter Page, a man who doesn't know much about headgear, was based on their own phony dossier.
[00:21:34.775 --> 00:21:45.803]  Wait a minute, FBI Director James Comey told us that the FISA warrant was based on a broad mosaic of information.
[00:21:45.803 --> 00:21:51.007]  The documents produced by the government today show that that is a lie.
[00:21:51.787 --> 00:22:03.210]  In fact, extraordinarily, for a 400-page document today, almost 300 pages are completely and totally redacted.
[00:22:03.210 --> 00:22:05.090]  That means blacked out.
[00:22:05.090 --> 00:22:06.271]  They're useless.
[00:22:06.271 --> 00:22:08.391]  They tell us nothing.
[00:22:08.391 --> 00:22:15.293]  And then you have media outlets like Vox trying to go out there with the establishment spin.
[00:22:15.993 --> 00:22:25.561]  The FBI established surveillance of Carter Page because they believed the Russians were seeking to recruit him.
[00:22:25.561 --> 00:22:43.136]  No, Carter Page was subject to a FISA warrant because the government created a false narrative to make it appear that he was being recruited by the Russians, thus the use of FISA warrants for political purposes.
[00:22:44.037 --> 00:22:50.080]  That's why the current scandal is a much greater scandal than a Watergate.
[00:22:50.080 --> 00:23:03.547]  You see, in a Watergate, private individuals affiliated with President Nixon's campaign broke into the Watergate complex of the Democratic National Committee and placed bugs, bugs that didn't really work very well,
[00:23:04.247 --> 00:23:17.319]  Also, private citizens affiliated with the President's campaign infiltrated the campaigns of two of President Nixon's opponents, Senator Hubert Humphrey and Senator George McGovern.
[00:23:17.319 --> 00:23:20.581]  What we have here is far more egregious.
[00:23:20.581 --> 00:23:30.550]  It is the willful use of the power and the authority and the extraordinary technological capability of the government itself
[00:23:31.511 --> 00:23:35.414]  To hijack the 2016 election.
[00:23:35.414 --> 00:23:47.022]  To rig the election against Donald Trump and, as Peter Stroke so eloquently put it, to create an insurance policy in case Trump won.
[00:23:48.180 --> 00:24:13.885]  Now we know why Peter Stroke went to the FISA judge, an improper contact that is memorialized in documents that were finally obtained by Devin Nunes, the hard-charging and courageous chairman of the House Intelligence Committee, that shows that Stroke was trying to make sure that the phony FISA warrant request would be honored by the judge.
[00:24:14.725 --> 00:24:21.928]  That judge, when he realized he'd been had, when he realized he'd been lied to, recused himself.
[00:24:21.928 --> 00:24:24.969]  And a new judge took his place.
[00:24:24.969 --> 00:24:31.291]  Why we have not been told the entire story is because it underpins the fact that the
[00:24:32.111 --> 00:24:39.800]  Obama Justice Department and the Obama FBI were caught in this stunning abuse of power.
[00:24:39.800 --> 00:24:52.075]  That's why it's important to understand that the entire Russian delusion, collusion, delusion is an attempt to distract from this underlying crime.
[00:24:53.743 --> 00:25:05.056]  The entire fabricated narrative of Russian collusion is meant to distract from the fact that Bill and Hillary are in bed with the Russians.
[00:25:05.056 --> 00:25:12.704]  That the Podesta brothers are profiting from their business associations with the oligarchs around Vladimir Putin.
[00:25:13.445 --> 00:25:28.901]  That Bill and Hillary have taken $145 million from the Russian energy company at the precise time that they are seeking to obtain control of 20% of America's uranium reserves.
[00:25:29.702 --> 00:25:36.729]  What I've called the largest single treasonous financial crime in American history.
[00:25:36.729 --> 00:25:40.473]  And therefore the phony Russo phobia.
[00:25:40.473 --> 00:25:41.574]  Oh, look over there.
[00:25:41.574 --> 00:25:47.340]  Donald Trump's in bed with the Russians is meant as a distraction from the fact
[00:25:47.960 --> 00:25:58.466]  That the Obama administration was rigging the election through the use of phony spying and FISA warrants, and it was Bill and Hillary who were compromised.
[00:25:58.466 --> 00:26:04.189]  That's what's so amazing about this video that we will show you in the next segment.
[00:26:04.189 --> 00:26:09.752]  Hillary Clinton is saying that Donald Trump is compromised based on his very public meeting.
[00:26:10.632 --> 00:26:13.454]  The irony of this smacks you in the face.
[00:26:13.454 --> 00:26:16.896]  It's Hillary Clinton who is compromised.
[00:26:16.896 --> 00:26:20.339]  Compromised in the Uranium One deal.
[00:26:20.339 --> 00:26:24.521]  Compromised in the phony reset.
[00:26:24.521 --> 00:26:38.311]  And the Mueller investigation, which we're going to break down for you in the next segment, is the further continuation of this phony Russian collusion meme.
[00:26:38.311 --> 00:26:39.912]  A public distraction.
[00:26:40.712 --> 00:26:58.002]  Now, the indictment of 13 Russians, followed by the indictment of 17 Russians, intelligence agencies, this is the kabuki theater of the DOJ, knowing that neither one of these cases were supposed to go to trial.
[00:26:58.002 --> 00:27:09.449]  When the 13 Russians accused of hacking into social media went to trial, suddenly Mr. Mueller was not in such a hurry to prove their crimes.
[00:27:10.009 --> 00:27:28.208]  Mueller and Rosenstein clearly understand that the Russian spies are not showing up for trial, and therefore their fake narrative that the DNC was hacked by Russia is today a formal accusation, a charge in a very detailed and very well-written indictment.
[00:27:28.769 --> 00:27:32.072]  But in our system, an indictment is exactly that.
[00:27:32.072 --> 00:27:34.174]  It is not a conviction.
[00:27:34.174 --> 00:27:52.029]  Why mainstream media talking heads like Chris Cuomo pretend they don't know that IT counterintelligence experts like Bill Biddy and Ray McGovern have pointed out the overwhelming forensic evidence that tends to disprove this notion of Russian hacking?
[00:27:52.649 --> 00:27:56.190]  Asking me last week when I appeared on CNN, where did you see this?
[00:27:56.190 --> 00:27:57.370]  Where did you hear this?
[00:27:57.370 --> 00:28:00.511]  Chris, I read it in The Nation magazine.
[00:28:00.511 --> 00:28:04.631]  Benny and McGovern are recognized experts in their field.
[00:28:04.631 --> 00:28:17.154]  And the download times of the material that was allegedly hacked point not to a hacking, but a download to a portable device where the material was spirited out the back door.
[00:28:17.714 --> 00:28:20.855]  We're going to be taking your calls later in the program.
[00:28:20.855 --> 00:28:28.578]  Also, Michael Caputo, one of the many victims of the Mueller witch hunt, will be joining us.
[00:28:28.578 --> 00:28:30.739]  We will be right back.
[00:28:30.739 --> 00:28:40.163]  But before I leave, I want to remind you, we need your help at the InfoWars store to fight the war of censorship that is being waged against us daily.
[00:28:59.267 --> 00:29:05.651]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[00:29:05.651 --> 00:29:08.873]  Discover the power of ancient medicine with Bades.
[00:29:08.873 --> 00:29:12.575]  Bades contains one of the most potent forms of turmeric available.
[00:29:12.575 --> 00:29:17.278]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[00:29:17.278 --> 00:29:20.540]  It is well known in traditional medicine for its soothing properties.
[00:29:21.440 --> 00:29:32.425]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[00:29:32.425 --> 00:29:40.968]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
