[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[04:29.000 --> 04:42.000]  So that's really confusing. A lot of people, as it was the neocons that started this war, but it looks like they know it's going to be lost so they want to blame it on their newest puppet, Barack Obama, real name Barry Sitaro of Indonesia.
[04:42.000 --> 05:00.000]  It's all coming up straight ahead. We are live on this important World Cup Sunday. Stay with us. We'll be right back.
[05:13.000 --> 05:21.000]  Number three, in some areas of the country, the power grid is dangerously overloaded. And now, new socialist legislation is only compounding the problem.
[05:21.000 --> 05:28.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[05:28.000 --> 05:38.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[05:38.000 --> 05:53.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[05:53.000 --> 06:18.000]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas, Alex Jones.
[06:18.000 --> 06:29.000]  We're live, my friends, on this Sunday edition. We're going to be here for the next two hours. It is the 11th day of July, 2010, and of course, what you've all been waiting for.
[06:29.000 --> 06:44.000]  Four years in the making, Spain has defeated the Netherlands 1-0 in South Africa. And, of course, LeBron James is going to the Miami Heat, leaving the pathetic Cleveland Cavaliers.
[06:44.000 --> 07:00.000]  And I watched grown men crying on ESPN. I witnessed photos of people getting very angry, video of them crying on the news. I saw the governor, the mayor, the head of the team, so it was despicable and evil and horrible.
[07:00.000 --> 07:15.000]  I witnessed, of course, last week, the governor and many other people there in Ohio, serenading LeBron James and saying, we are LeBron. We are the world. No one loves you as much as we do.
[07:15.000 --> 07:34.000]  Oh, please stay here. And giant buildings having huge murals painted on them, calling him King James. I guess some form of blasphemy because the term King James is tied to one of the oldest versions of the printed Bible.
[07:34.000 --> 07:51.000]  Imagine if the people in Ohio, or any other state for that matter, actually would care about the Bill of Rights and Constitution, or would care about understanding the fact that in 1913 a private banking coup happened in this nation, or that $600 trillion conservatively.
[07:51.000 --> 08:02.000]  That's what the Washington Post admits. Derivatives have been produced by offshore banks and sold to governments to destroy them financially and bankrupt them to this offshore group.
[08:02.000 --> 08:18.000]  I wonder what would happen if the public was concerned about their children's test scores, like they are about worshiping LeBron James. We would probably have a lot better society and wouldn't be on the verge of collapse, but that is not the case.
[08:18.000 --> 08:31.000]  Now, I'm going to get into a lot of important news here today dealing with the internet and free speech, dealing with Big Brother and police state, the economy, what's happening with the political realignment in this nation.
[08:31.000 --> 08:54.000]  Obama spokesman says Democrats could lose the house. The latest developments on the oil spill well over 80 days into that crisis will also look at multiple states moving to follow suit with Arizona and to try to start arresting illegal aliens after they've committed other crimes for being illegal aliens.
[08:54.000 --> 09:07.000]  But the government is engaged in treason against the sovereignty of this country because the federal government is run by globalists who openly want to abolish the nation state and on its assages billed this planetary regime.
[09:07.000 --> 09:19.000]  So that is all coming up today, but I do want to go back to something I covered Thursday and Friday. Just briefly, and then later when we open the phones up, I'd like to get your take on this specifically.
[09:19.000 --> 09:37.000]  Of course, you're welcome to call about whatever issue you'd like. In fact, we'll just open the phones up now, but it'll be a while till I get to you. 888-201-2244, 888-201-2244 on this live Sunday, July 11th edition, 888-201-2244.
[09:37.000 --> 09:59.000]  But I really am heartened and buoyed and encouraged by the fact that we shoot videos every week specifically for PrisonPlanet.tv. And we simulcast the radio show here with a full TV production, and so we simulcast a multicast of the radio show as a television show as well for PrisonPlanet.tv members.
[09:59.000 --> 10:19.000]  But I also shoot videos specifically designed to go mega viral, as I call it, or supernova viral, as some of my films and video clips have done. I mean, I've had some videos we produce, short videos, and long, full-feature films that have been seen more than 25 million times apiece, conservatively.
[10:19.000 --> 10:31.000]  But more and more, I'm realizing that I need to go out and assault not just government lies and disinformation and propaganda, but also expose just flat-out distractions and diversions.
[10:31.000 --> 10:40.000]  This false petty world that has pulled up over our eyes to blind us from the real things that are happening in our society.
[10:40.000 --> 11:03.000]  This radio show, more than anything, is about not getting you to see things my way, or not getting you to agree with everything Alex Jones says, but to simply realize that there are important agendas going on by large global corporations and governments and individuals and racial groups and religious organizations.
[11:03.000 --> 11:20.000]  There's a lot of people out there that have agendas that are using high-tech brainwashing propaganda and manipulation and wordsmithing and spin to manipulate you and to simply get conscious of the fact that people are trying to run game on you.
[11:20.000 --> 11:47.000]  And to use a popular hip-hop term, and that you need to become a little more wily and learn the tricks that are being used. And if you simply become aware of what's happening and you become aware of the ruling class, the ruling criminal class's agenda, then I believe you will become upset and involved and start engaging the globalist at every level, local, state, and federal and international.
[11:47.000 --> 12:06.000]  That is happening. This radio show and infowars.com and prisonplanet.com have been instrumental, along with a lot of other great people's work, in shifting the paradigm and expanding the paradigm where we're able to have a wider debate now, and many people worldwide are having an awakening.
[12:06.000 --> 12:17.000]  And I've noticed the Council on Foreign Relations, one of the top global corporate crime syndicates, and the Club of Rome, and Zbigniew Brzezinski, and many others.
[12:17.000 --> 12:34.000]  Rand Corporation, you name it, in the last two years have all been putting out white papers and giving speeches, as Brzezinski did about two months ago, saying that for the first time in world history, the entire planet is awake and the awakening is accelerating against the world government.
[12:34.000 --> 12:54.000]  And that the ruling class who's been operating from the shadows and who are authoritarian, who buy and sell politicians, like a young person might buy and sell and trade baseball cards, that for decades this ruling class has been able to operate from the shadows and have labor parties,
[12:54.000 --> 13:04.000]  Tory parties in England, the social democrats, the conservatives in Germany, they've been able to have the republicans and democrats in this country, and basically own both parties.
[13:04.000 --> 13:13.000]  And so the parties do fight over who's in control, but they're still beholden to the same interests. It's kind of like a Don King fight, where both boxers, both heavyweight boxers are owned by kings.
[13:13.000 --> 13:26.000]  It doesn't matter who really wins at the end because it's all rigged, and because Don King wins either way you slice it, or famous horse races where you learn the mafia basically owned or controlled all the horses.
[13:26.000 --> 13:41.000]  Once you understand that, and once you begin to identify the actual establishment and what their agenda is, then there's no way they can get their agenda completed if you're aware of that, because it's so authoritarian, so dictatorial,
[13:41.000 --> 13:59.000]  unelected, tyrannical, oppressive, arrogant, abusive. This is the first issue that people have to understand, and then we can have a debate about what type of world we want to build as individual humans.
[13:59.000 --> 14:22.000]  But what we watch on television, the dramas, the sitcoms, the movies, the sports icons, the type of media that we are sold has been dumbed down by design, has been made vapid and shallow and stupid so that the general public is focused on issues that are mindless,
[14:22.000 --> 14:36.000]  and it creates a feedback loop where the public starts getting dumbed down, then the media gets even more dumbed down, and then both just feed off of each other until you see the test scores dropping, you see the creativity imploding,
[14:36.000 --> 14:54.000]  you see the amount of inventiveness and individualism being eradicated, and we're all losing our cultures, we're all losing what our forebearers passed down to us, we're all losing that true grit, that individualism, and it's being replaced by a type of global corporate
[14:54.000 --> 15:12.000]  network that is completely shallow. And so when we come back, I'm going to briefly talk about LeBron James and the World Cup because on Thursday I shot a five and a half minute video that the Drudge Report linked to on Friday that a lot of other newspapers I noticed over the weekend actually reported on,
[15:12.000 --> 15:32.000]  they were positive, they said Mr. Jones really hits the nail on the head and has pointed out that our society is in decline, we are collapsing, and this is a ridiculous spectacle in Ohio with the governor and these mayors and everybody worshipping and begging LeBron James to stay there,
[15:32.000 --> 15:48.000]  and then he totally pimped them and just left, this Florida has no income tax, state income tax mainly, but it just illustrates how their priorities are completely screwed up, they won't go out and demonstrate or protest or go to the state house or go to a tea party event for
[15:48.000 --> 16:02.000]  liberty and freedom in their children's future, but they will go out and have mass protests for months begging for LeBron James. You may be arrested and or subjected to other police action.
[16:02.000 --> 16:18.000]  It really says that the state is God. The United States is now recognized globally as one of the most oppressive police states on earth. This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[16:18.000 --> 16:36.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state. Police State 4 chronicles the sickening depths to which our republic has fallen, prepare to enter the secret of world of emergency dictatorship, body scanners, sound cameras, citizen spies,
[16:36.000 --> 16:54.000]  stage terror and cameras on every street corner. It's only the beginning of the new world order's hellish plan. The police state isn't coming. It's here. Secure your copy today at infowars.com or see it online in the highest quality at prisonplanet.tv
[16:54.000 --> 17:11.000]  Listen up, folks. This is important. Alex Jones here. Now you can get free shipping on the storeable. Easy to fix delicious food from efoodsdirect.com from July 4 through July 14. We have looming evacuations in the southeast, unemployment insurance running out and predictions of huge inflation.
[17:11.000 --> 17:26.000]  So we all need to get as much food as we can. Every one of you needs to buy as much storeable food as possible. This is the perfect time to do just that with efoodsdirect and take advantage of their free shipping special. When you order from efoodsdirect.com from July 4 through July 14,
[17:26.000 --> 17:42.000]  every dollar you spend will buy the food and efoodsdirect will pay for the shipping in the continental United States. This is Alex Jones wishing you and your family true independence this 4th of July with great food and free shipping through July 14 from efoodsdirect.com.
[17:42.000 --> 17:55.000]  You can order on the website efoodsdirect.com or simply call 800-409-5633. That's 800-409-5633 or on the web at efoodsdirect.com forward slash ship free.
[17:55.000 --> 18:06.000]  The fall of America and the western world is an all new 10 hour documentary and survival guide rolled into one. In this film you will see the reasons why our government is failing and what you can do to prepare.
[18:06.000 --> 18:26.000]  Featuring Dr. Paul Craig Roberts, Joseph Farrah, David Ike, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McElvaney and myself Alex Jones. Protect yourself and get the tools you need to protect your family from these difficult times.
[18:26.000 --> 18:45.000]  The fall of America and the western world at www.thefallofamerica.net or click on the banners at infowars.com and prisonplanet.com. Again that websites www.thefallofamerica.net or call 800-655-1577.
[18:45.000 --> 18:53.000]  Prepare yourself and the ones you love today, fallofamerica.net.
[18:53.000 --> 19:04.000]  Let me tell you a little bit about one of our great sponsors homegain.com. This is the place to get you started buying or selling a home, finding a realtor and getting any real estate questions answered.
[19:04.000 --> 19:15.000]  Go to homegain.com and see what I'm talking about. All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[19:15.000 --> 19:33.000]  This is a great way to be able to monitor the value of your home and again, it's absolutely free. There are tons of tools to help you. For instance, if you want to remodel your home, go to homegain.com. Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[19:33.000 --> 19:50.000]  In 10 years, these folks have been helping home sellers and buyers. Visit their link at infowars.com. Look for Max, the orange homegain gorilla to help you with any real estate needs you might have. You'll love this site, it's homegain.com.
[19:50.000 --> 19:55.000]  Check them out today.
[19:55.000 --> 20:04.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:04.000 --> 20:26.000]  Monday through Friday from 11 a.m. to 3 p.m. Central, we are live back Sundays with an abbreviated two-hour transmission. 4 to 6 p.m. Okay, let me finish up with the sports and Hollywood television distractions.
[20:26.000 --> 20:35.000]  And then I'm going to get into the news because first we'll talk about the distraction itself, what is distracting us from the serious issues that are happening.
[20:35.000 --> 20:44.000]  I've read propaganda by the father of modern advertising and propaganda, Edward Bernays, written more than 80 years ago.
[20:44.000 --> 20:52.000]  I have read the writings of Joseph Goebbels. I have studied the rise and decline of the Roman Empire by Gibbon.
[20:52.000 --> 21:01.000]  And the Romans knew over 2,000 years ago to use sports and gladiatorial diversions and horse races as a distraction.
[21:01.000 --> 21:12.000]  And whenever the economy in Rome was having a problem or whenever people were starving, the imperial government would just fund more sports, more fares, more distractions.
[21:12.000 --> 21:20.000]  I mean, it's very elementary. They knew thousands of years ago. And that's the issue. I'm not here saying you're lazy, you're stupid, you're bad.
[21:20.000 --> 21:28.000]  You need to be focused on things that Alex Jones thinks is important. I'm trying to explain to you that the establishment is on record.
[21:28.000 --> 21:36.000]  I mean, I remember reading Edward Bernays' stuff he wrote in the 20s. This was an advisor to the Department of War, before it was the Department of Defense.
[21:36.000 --> 21:42.000]  This is the guy. This is the reason you eat bacon and eggs. They couldn't get rid of pork bellies. They couldn't get rid of bacon.
[21:42.000 --> 21:52.000]  The product that really nobody wanted was only used for flavoring and cooking. And so he ran ads nationwide as part of a PR operation to say, you've got to have bacon with your eggs.
[21:52.000 --> 22:00.000]  And I'm just giving you an example of how they engineer everything. That was a PR stunt. They wanted to get women smoking cigarettes back in the 20s.
[22:00.000 --> 22:09.000]  And women saw it as uncouth and dirty and bad to smoke. And the cigarette makers wanted another 50% of the market open to them.
[22:09.000 --> 22:16.000]  And so Bernays wrote about this in Bragg. So he was hired and they would pay the feminist movement, the flappers.
[22:16.000 --> 22:25.000]  They would pay the suffrage movement to smoke cigarettes in the front lines of their marches and to say that was an act of rebellion.
[22:25.000 --> 22:34.000]  But the leaders were being paid to do this. And because women saw it then as rebellious, they all went out and bought cigarettes and got lung cancer 40 years later, basically.
[22:34.000 --> 22:50.000]  And again, another example of manipulation and you fast forward to 2010, they don't even deny that tens of billions of dollars are spent by the federal government every year now buying messages in ads on television and radio.
[22:50.000 --> 23:02.000]  Not just overt messages, but covert messages in other ads or that they pay sometimes tens of millions per season to top sitcoms and dramas and cop shows to have messages.
[23:02.000 --> 23:13.000]  I mean, when you see a show and the cops beating somebody up going, you darn gun owners, you're causing problems or almost every show out there, homeschooling families or pedophiles or criminals.
[23:13.000 --> 23:23.000]  That's not true, but the government is paying to put that message out. I mean, how creepy, how creepy is that?
[23:23.000 --> 23:37.000]  How creepy is it that they pay for these anti-liberty, anti-freedom messages to program you? And that's my point, is that humans model after what they see as heroes, what they idolize.
[23:37.000 --> 23:46.000]  And the psychologists understand this. And this country had 4% of the world's population and half the world's wealth by 1950, conservatively.
[23:46.000 --> 23:59.000]  4% of the world's population, half the wealth. We had almost all of the world's most important patents. We had the most creative, most inventive, most individualistic population on earth.
[23:59.000 --> 24:08.000]  That's why we were so great. And now, look at this Newsweek headline today. The creativity crisis. For the first time, research shows that American creativity is declining.
[24:08.000 --> 24:22.000]  What went wrong and how do we fix it? And it goes over the statistics. And you've heard the statistics, you've heard the different polls they've done, where in some cases over 80% of high school seniors can't name the vice president.
[24:22.000 --> 24:33.000]  Over half of Americans in different studies I've seen can't name their state capital or who their state representative is, or they can't even tell you who the first president was or who the second president was.
[24:33.000 --> 24:38.000]  They can't tell you the three branches of government. They can't tell you what the First Amendment is, what the Fourth Amendment is.
[24:38.000 --> 24:51.000]  And so if people don't know what their liberties and freedoms are, if people don't know what their history is, how can they ever have any expectation of the next generation having it better than the last?
[24:51.000 --> 25:02.000]  And with all of this decadence, with all of this focus on pettiness, we see society falling apart. In Nazi Germany, they were obsessed with sports, obsessed with their Hollywood.
[25:02.000 --> 25:11.000]  The same thing in Rome, the same thing in any society that's declining. The country with the second highest rate of television watching is Greece.
[25:11.000 --> 25:19.000]  The U.S. is number one. Look how Greece has been overtaken by these private bankers. And it's not just Alex Jones making this observation.
[25:19.000 --> 25:33.000]  When you actually read the Council on Foreign Relations bragging about this, when you read Eber Bernays bragging about this, when you read about Goebbels talking about using film to control the German people and to program them, it's amazing.
[25:33.000 --> 25:48.000]  So all of this is going on around us. And the United States in the 1950s, when we hit our peak, had the highest test scores in the world, better than Germany, better than England, better than France, who were right behind us, better than the Netherlands.
[25:48.000 --> 26:00.000]  Now we have the lowest test scores, not just of the industrialized world, but we are, last time I checked, number 40 something, it's always changing and getting worse each year, but a few years ago I saw the number, we were in the mid 40s.
[26:00.000 --> 26:11.000]  So there's 20 something industrialized countries. We were behind 20 plus additional third world countries that were under the industrialized world, or the first world, the West.
[26:11.000 --> 26:19.000]  The United States is a joke. I mean, I look at many adults and I hear them in shops or at the mall or at a restaurant. They don't even have language.
[26:19.000 --> 26:29.000]  I saw a study just a few months ago where the language in the United States and England is being restricted, is being reduced. People are using a lot less words than they were.
[26:29.000 --> 26:38.000]  Their vocabularies are much smaller to where you can't even communicate. Many people listening right now can't even understand what I'm talking about.
[26:38.000 --> 26:46.000]  And, you know, I see them commenting on my YouTube videos going, listen to this guy. He'd be using fancy language. No, I'm not using fancy language.
[26:46.000 --> 26:57.000]  Have you read a newspaper from the 1770, 1780s, 1820, 1830s? I have. I've bought many books that are compendiums of just, you know, newsprint at the time.
[26:57.000 --> 27:04.000]  And I can't understand it. I am a moron compared to somebody in 1800 reading the newspaper.
[27:04.000 --> 27:13.000]  I have to get an encyclopedia out just to understand these people. And they weren't using complex words and verbal prose, written prose to show off.
[27:13.000 --> 27:22.000]  This was the language. They were into inventors, the rock stars of that age that made this country so great were inventors.
[27:22.000 --> 27:32.000]  They were astronomers. They were scientists. They were trailblazers. They were explorers. And they were people like firemen also who would go into a burning building to save children.
[27:32.000 --> 27:38.000]  That's who they built up. Sports just 60, 70 years ago was something for children.
[27:38.000 --> 27:45.000]  And you would go watch your children play and it was for their own health and to teach them aggressiveness and team spirit.
[27:45.000 --> 27:56.000]  Sports were always promoted through war-like societies, even going back to Greece, of course, with their Olympics, to develop more stamina for war.
[27:56.000 --> 28:04.000]  And so we had the Boy Scouts to teach boys how to camp, how to keep their packs together, how to be able to be self-sufficient in the wild for war.
[28:04.000 --> 28:10.000]  That was the admitted statement. We had sports so our boys would be strong and ready for war.
[28:10.000 --> 28:16.000]  Okay, now it's turned into something completely different. It has become the ritualized war.
[28:16.000 --> 28:27.000]  So instead of business being war, as it is with the Japanese, it's sports itself is war. But then the men dress up like clowns.
[28:27.000 --> 28:35.000]  They go and get drunk and they sit there and yell and scream and live through the team that's playing instead of being real men themselves.
[28:35.000 --> 28:41.000]  And then there's the whole issue of if you know how the world really works and you're informed about geopolitical developments,
[28:41.000 --> 28:47.000]  you do better on the stock market, you do better in investments, you do better in business, you do better in life.
[28:47.000 --> 29:12.000]  The world's a complex place and if you're trying to be informed, it's hard. But if you don't care, you're going to be a slave.
[29:12.000 --> 29:20.000]  It means all the world under their control. The United Nations would take over America. The Trilateral Commission would control the world.
[29:20.000 --> 29:28.000]  Invisible Empire Chronicles, how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[29:28.000 --> 29:33.000]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[29:33.000 --> 29:36.000]  Global governance with the establishment of the G20.
[29:36.000 --> 29:42.000]  So it's going to be an inner ruling elite and then everyone else. And I got news for you. You're everyone else.
[29:42.000 --> 29:54.000]  Invisible Empire. Secure your copy today at infowars.com or prisonplanet.com or watch it online in the highest quality at prisonplanet.tv.
[29:54.000 --> 29:59.000]  Hello friends, this is Alex Jones. You've heard me talk about Calden five-star subs for years.
[29:59.000 --> 30:04.000]  This is an American-made product of the highest quality and compares to nothing you will find in stores.
[30:04.000 --> 30:14.000]  You can buy factory direct shipped via UPS right to your door. Check them out on the web at five-star soap.com or call 800-340-7091.
[30:14.000 --> 30:18.000]  Take my word for it. Once you've used pure soap, you won't buy anything else.
[30:18.000 --> 30:24.000]  Since 1947, Calden Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[30:24.000 --> 30:32.000]  Buy American and stay clean as well as support info wars. Visit five-star soap.com today or call 1-800-340-7091.
[30:32.000 --> 30:34.000]  Well Marty, what do you have to say?
[30:34.000 --> 30:42.000]  As founder and owner for over sixty-three years, satisfaction is guaranteed on W-Dirtback.
[30:42.000 --> 30:53.000]  Call us at 1-800-340-7091 for a free catalog or visit our website five-starsoap.com. Thank you.
[30:53.000 --> 30:59.000]  The question is where should the American people draw their line in the sand?
[30:59.000 --> 31:02.000]  What have we got? A republic or a monarchy?
[31:02.000 --> 31:06.000]  A republic is based on a constitution which protects minority rights.
[31:06.000 --> 31:10.000]  Not democracy, not mob rule, two wolves and a sheep voting on what's for dinner.
[31:10.000 --> 31:16.000]  So they think they own our land, they think they own our water, children, our education, our money.
[31:16.000 --> 31:20.000]  We have to define who we are and what we will tolerate.
[31:20.000 --> 31:24.000]  Somebody's going to ask you what you did during the Patriot uprising.
[31:24.000 --> 31:29.000]  We have the facts, we have the constitution, we have the bill of rights, we have common law.
[31:29.000 --> 31:33.000]  Knowledge is power, ladies and gentlemen, and I'm so excited to be able to offer you.
[31:33.000 --> 31:35.000]  Don't tread on me. Rise the republic.
[31:35.000 --> 31:40.000]  Terrany is upon us, but liberty and the sleeping giant that is the American people is rising.
[31:40.000 --> 31:46.000]  A new tool in the info war. Don't tread on me. Order it at infowars.com or prisonplanet.com
[31:46.000 --> 31:53.000]  or call toll free 888-253-3139 and support independent patriotic liberty films.
[31:53.000 --> 31:58.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[31:58.000 --> 32:02.000]  Number one, new climate legislation could easily double or triple your electric bill.
[32:02.000 --> 32:08.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[32:08.000 --> 32:14.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[32:14.000 --> 32:18.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[32:18.000 --> 32:25.000]  And now new socialist legislation is only compounding the problem. Number four, dangerous weather is always a threat to local grids.
[32:25.000 --> 32:29.000]  Every year, thousands of families lose their power from weather related onages.
[32:29.000 --> 32:34.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[32:34.000 --> 32:39.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[32:39.000 --> 32:45.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[32:45.000 --> 32:55.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[32:55.000 --> 33:03.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:03.000 --> 33:16.000]  Your calls are coming up in the next segment, almost live Sunday broadcast.
[33:16.000 --> 33:24.000]  I'm an interspersed in very important news throughout the rest of the transmission,
[33:24.000 --> 33:30.000]  but I wanted to finish up with why I'm harping on distractions and issues of little or no significance,
[33:30.000 --> 33:43.000]  like these gladiatorial bread and circus diversions that the establishment corporate media shovels down our psyches.
[33:43.000 --> 33:52.000]  I'm in a fight against false reality. I'm in a fight against the fantasy world that has been basically conjured
[33:52.000 --> 34:03.000]  and invoked and projected into our society with increasing intensity in the last 100 years.
[34:03.000 --> 34:09.000]  You can see the graph. The more TV we watch, the more sports we watch as a society, the dumber we get,
[34:09.000 --> 34:14.000]  the lower the test scores, the more bankruptcy, the more we see families breaking up,
[34:14.000 --> 34:19.000]  people becoming poor, people having no future.
[34:19.000 --> 34:27.000]  The establishment, the ruling class, openly say that they want you diverted and obsessed with things that don't matter
[34:27.000 --> 34:31.000]  so they can go on and control the destiny of humanity.
[34:31.000 --> 34:35.000]  You're only alive once, and your children are only alive once,
[34:35.000 --> 34:42.000]  and your family name, who you are as an individual and as a family is under assault.
[34:42.000 --> 34:46.000]  The family is being dismantled in this nation and worldwide.
[34:46.000 --> 34:51.000]  Our industry is being dismantled by design via the United Nations.
[34:51.000 --> 34:57.000]  That's their stated policy that I cover in my film Endgame, blueprint for global enslavement.
[34:57.000 --> 35:01.000]  This is so diabolical. This is so horrible.
[35:01.000 --> 35:08.000]  I remember over a decade ago talking about the chemicals they add to plastic that aren't even needed,
[35:08.000 --> 35:12.000]  that reduce fertility and increase the risk of cancer.
[35:12.000 --> 35:17.000]  Now it's finally in the AP, it's finally in Fox News, it's finally on the news,
[35:17.000 --> 35:20.000]  but people still continue to drink it.
[35:20.000 --> 35:26.000]  You can't find gum at the store that doesn't have aspartame in it.
[35:26.000 --> 35:31.000]  I mean, 15 years ago, they admitted on 60 minutes.
[35:31.000 --> 35:33.000]  In fact, I have a 10-minute clip of that.
[35:33.000 --> 35:36.000]  We'll play later if we have time, but it's up on infowars.com, regardless.
[35:36.000 --> 35:43.000]  If you want to go watch it, where they admit it causes cancer and brain damage in these studies, in its approval.
[35:43.000 --> 35:48.000]  The FDA refused its approval three separate times until they got an FDA head in
[35:48.000 --> 35:52.000]  who then went to work for the company that developed it after he approved it.
[35:52.000 --> 36:00.000]  And they know it's toxic, they know it's addictive, they know it causes brain damage, they know it causes cancer.
[36:00.000 --> 36:02.000]  I mean, that is a big issue.
[36:02.000 --> 36:07.000]  People say, why are you so upset if I get off work and go home and watch a football game?
[36:07.000 --> 36:11.000]  Well, if our country wasn't going to hell in a handbasket, it wouldn't be such a problem.
[36:11.000 --> 36:13.000]  But we're in trouble.
[36:13.000 --> 36:18.000]  I mean, if your house was burning down and you were sitting there watching a football game while rafters were falling in on you,
[36:18.000 --> 36:20.000]  I would be angry with you.
[36:20.000 --> 36:24.000]  And it's basically the same thing, our society is falling apart.
[36:24.000 --> 36:30.000]  And our ancestors had to fight and struggle to have the little bit of liberty we've got today.
[36:30.000 --> 36:36.000]  As Thomas Jefferson said, even if you fight and struggle and do everything you can for liberty,
[36:36.000 --> 36:40.000]  in almost every case in history, societies lose to tyranny.
