[00:00.000 --> 00:02.000]  We've got it
[03:20.440 --> 03:25.440]  And in Europe they're calling to arrest people for climate change denial
[03:25.440 --> 03:28.440]  Aquating it to the Holocaust
[03:28.440 --> 03:34.440]  And here's a New York Times article, seeing Irene as a harbinger of a change in climate
[03:34.440 --> 03:40.440]  New York gets hit by hurricanes every five or six years
[03:40.440 --> 03:45.440]  I've read a lot of history books, going back to even before this country was founded
[03:45.440 --> 03:53.440]  New York was routinely ravaged by the late summer early fall storms
[03:53.440 --> 03:59.440]  But I guess it was George Washington having a wood stove that of course caused that
[03:59.440 --> 04:04.440]  And if he could have just gotten a time machine and teleported himself forward
[04:04.440 --> 04:07.440]  He could have paid Al Gore and Lord Rothschild some money
[04:07.440 --> 04:09.440]  And they would have fixed it
[04:09.440 --> 04:12.440]  So we're going to look at what the environmental movement is really doing today
[04:12.440 --> 04:19.440]  And play part of one of those news special reports that we filed last week
[04:19.440 --> 04:22.440]  Where we went out and talked to people on the ground in Austin
[04:22.440 --> 04:25.440]  Some of which said, well, yes, carbon dioxide is what plants breathe
[04:25.440 --> 04:30.440]  But if the government says it's bad, it is, and we should pay taxes
[04:30.440 --> 04:34.440]  We knew this was going to happen, there's atrocities on both sides
[04:34.440 --> 04:39.440]  Both the U.S. NATO-backed rebels in Libya, but also by Gaddafi's forces
[04:39.440 --> 04:44.440]  But it's being played down in the Western media that they're finding piles of dead black people
[04:44.440 --> 04:48.440]  All over Libya that the rebels are killing
[04:48.440 --> 04:52.440]  Absolutely, race war is on in Libya
[04:52.440 --> 04:57.440]  It's all coming up and your phone calls will be right back, stay with us
[05:23.440 --> 05:27.440]  A perfect storm is brewing, or a global food crisis
[05:27.440 --> 05:32.440]  That's why I'm telling everyone to read the new book, Rising Prices Empty Shelves
[05:32.440 --> 05:36.440]  Warning signs that trigger the deadliest famines in history
[05:36.440 --> 05:39.440]  Don't get caught unprepared when the crisis hits
[05:39.440 --> 05:44.440]  This book is only available at RisingPricesEmptyShelves.com
[05:44.440 --> 05:49.440]  You'll also get a free copy of Supermarket Survival, how to cut your grocery bills in half
[05:49.440 --> 05:54.440]  Again, that website is RisingPricesEmptyShelves.com
[05:54.440 --> 06:19.440]  That's RisingPricesEmptyShelves.com
[06:24.440 --> 06:29.440]  Thank you for joining us, my friends
[06:29.440 --> 06:35.440]  We are live, it is Sunday, the 28th day of August 2011
[06:35.440 --> 06:37.440]  Six minutes after the hour
[06:37.440 --> 06:41.440]  Again, thank you so much for joining us today
[06:41.440 --> 06:44.440]  We're going to be live here for the next two hours
[06:44.440 --> 06:47.440]  And after I go over some of the most important news in my view
[06:47.440 --> 06:50.440]  We will open the phones up and take your calls
[06:50.440 --> 06:57.440]  Now, coming up in the next hour, I want to spend some time on the reports
[06:57.440 --> 07:01.440]  That are even coming out in the Washington Post, the Financial Times of London
[07:01.440 --> 07:09.440]  And I've seen the grisly photos and video that blacks are being murdered all over Libya
[07:09.440 --> 07:12.440]  By the western-backed al-Qaeda forces
[07:12.440 --> 07:18.440]  And we have the LA Times, New York Times, they admit that the main contingent of jihadists
[07:18.440 --> 07:23.440]  From all over the Middle East that came to Libya to fight are real al-Qaeda
[07:23.440 --> 07:29.440]  And a lot of them have bragged in the newspapers that, yes, I've killed Americans in Iraq
[07:29.440 --> 07:33.440]  But I'm now going to kill Qaddafi
[07:33.440 --> 07:38.440]  I mean, I saw them chanting that six months ago when this conflict first started
[07:38.440 --> 07:41.440]  Then four and a half months ago, the UN passed a resolution
[07:41.440 --> 07:46.440]  Congress said to Obama, you've got to get congressional approval to launch a war
[07:46.440 --> 07:54.440]  And Obama, the first president in U.S. history, said, I don't need Congress to give me authorization for war
[07:54.440 --> 08:00.440]  I have the United Nations and he put out a statement saying I do this for the credibility of the UN
[08:00.440 --> 08:05.440]  And that does give it a lot of credibility, that it gives our president orders
[08:05.440 --> 08:08.440]  Even when the Congress is complaining
[08:08.440 --> 08:10.440]  Now, the Congress, of course, is just as traitorous
[08:10.440 --> 08:16.440]  They shouldn't then just sit there angry that Obama ignored them and the Constitution
[08:16.440 --> 08:22.440]  And began to move the presidency in its office towards a dictatorial system
[08:22.440 --> 08:26.440]  They should have begun impeachment proceedings immediately
[08:26.440 --> 08:30.440]  And many constitutional scholars that we've had here on the broadcast have pointed out
[08:30.440 --> 08:35.440]  This is clear, clear, absolute high crime and misdemeanor
[08:35.440 --> 08:38.440]  Just like the ATF caught shipping guns into Mexico
[08:38.440 --> 08:41.440]  To blame the Second Amendment, high crime misdemeanor
[08:41.440 --> 08:45.440]  His attorney general caught perjuring himself to the Congress three separate times
[08:45.440 --> 08:51.440]  High crime and misdemeanor to take campaign contributions from General Electric and others
[08:51.440 --> 08:58.440]  And then not put the same regulations on them that they put on others
[08:58.440 --> 09:03.440]  Dealing with greenhouse, gas, taxes, and other systems
[09:03.440 --> 09:10.440]  And the list goes on and on and on, giving his campaign contributors waivers to not be under Obamacare
[09:10.440 --> 09:16.440]  So now we have the reports that all over Libya they're murdering black people
[09:16.440 --> 09:20.440]  Now, Libya has always had black people in it, it's North Africa
[09:20.440 --> 09:23.440]  But it's been predominantly Arab
[09:23.440 --> 09:28.440]  Even going back to the slave trade, one of the big countries selling slaves there in Tripoli
[09:28.440 --> 09:34.440]  To the merchant ships that came in to the capital city of Tripoli, going back thousands of years
[09:34.440 --> 09:41.440]  And so there's always been a racist tinge, especially in the east of Libya, against black Libyans
[09:41.440 --> 09:46.440]  And it was a lot of black Libyans that were part of the military of Qaddafi
[09:46.440 --> 09:50.440]  And so blacks are being taken out of their houses with no proof
[09:50.440 --> 09:55.440]  Being lined up and shot in their big giant piles all over Libya
[09:55.440 --> 10:00.440]  And there's not a word out of the quote liberal pro-war media
[10:00.440 --> 10:06.440]  So a very, very serious situation, there's also evidence that Qaddafi forces at detention centers
[10:06.440 --> 10:13.440]  Holding different western back-to-al-Qaeda forces did gun them down and then burn their bodies
[10:13.440 --> 10:17.440]  So more grizzly photos of that, that's why war is so terrible
[10:17.440 --> 10:22.440]  Serious atrocities on both sides, but I'll be getting more into that
[10:22.440 --> 10:26.440]  Qaddafi is still hiding out, they don't know if he's on the coast
[10:26.440 --> 10:29.440]  They don't know if he's in the deep Sahara in southern Libya
[10:29.440 --> 10:35.440]  They don't know if he's run off to Zimbabwe and his ally there, or whether he's in Algeria
[10:35.440 --> 10:43.440]  No one knows, but he's issuing more defiant broadcast, which will continue the guerrilla war that's going on
[10:43.440 --> 10:48.440]  It's also been confirmed, and for the first three or four days of the hoax, the media wouldn't admit it
[10:48.440 --> 10:55.440]  We now have links on infowars.com and prismplanet.com to the BBC and others where they admit
[10:55.440 --> 11:02.440]  Maybe the rebels have 20%, 30%, 40%, but they certainly don't control all of Tripoli
[11:02.440 --> 11:04.440]  And there's many other cities they don't control
[11:04.440 --> 11:12.440]  So to say that Qaddafi's been completely overthrown because one of his command bases has been overrun is not the case
[11:12.440 --> 11:17.440]  I think it signals that Qaddafi is going to end up getting pushed out
[11:17.440 --> 11:20.440]  And I certainly can't cry over that
[11:20.440 --> 11:26.440]  The problem is we were lied to, just like we're lied to every day on big issues
[11:26.440 --> 11:34.440]  And six months ago, it's now been reported on by scores of major papers what we reported on six months ago
[11:34.440 --> 11:49.440]  U.S., British, Qatari, scores of different special forces under NATO were there from the start, funded and armed the rebels
[11:49.440 --> 11:54.440]  And led them in uprisings all over the country
[11:54.440 --> 12:01.440]  Shooting up police stations, blowing up military bases, attacking government buildings, attacking infrastructure
[12:01.440 --> 12:06.440]  Breaking into armories, and then our media said, oh, they're protestors
[12:06.440 --> 12:09.440]  How dare Qaddafi do anything to them?
[12:09.440 --> 12:17.440]  Now if our media said, oh, this is a U.S.-backed dirty war overthrow operation
[12:17.440 --> 12:21.440]  I would be a lot happier because they wouldn't always just be lying to us
[12:21.440 --> 12:24.440]  But instead they said, oh, it's just a humanitarian protestors
[12:24.440 --> 12:34.440]  And the U.S. is not involved and NATO's not involved and there's no U.S. forces involved and Qaddafi's a liar to say that there's a bunch of al-Qaeda in these groups
[12:34.440 --> 12:41.440]  And there's no U.S. advisors and then later it all came out and is now admitted that, well, the West is very proud
[12:41.440 --> 12:46.440]  They helped from the very start six months ago and then a month and a half in, there was the U.N. resolution
[12:46.440 --> 12:57.440]  And then in July, thousands of more special forces were sent in to lead these assaults and then NATO special forces led several thousand fighters, Arab fighters
[12:57.440 --> 13:01.440]  Brought in a week ago and landed in Tripoli
[13:01.440 --> 13:10.440]  So it turns out, as usual, that what the alternative media was saying, what some of the European press and what the Arab press was saying
[13:10.440 --> 13:19.440]  Was 100% true and the corporate government finance controlled so-called mainstream media in the United States and England
[13:19.440 --> 13:31.440]  As well as NATO knowingly lied to the public and said, this is an organic uprising and we're not involved
[13:31.440 --> 13:37.440]  And they're using military propaganda and disinformation on the American people
[13:37.440 --> 13:43.440]  The Pentagon is, the Pentagon's putting out false statements in U.S. media, they admit they do this now
[13:43.440 --> 13:48.440]  They've been doing it for a long time but a few years ago, they admitted they're targeting the American people with propaganda
[13:48.440 --> 13:54.440]  That's illegal and we've always in a supposed free country barred that
[13:54.440 --> 14:00.440]  You don't pay your taxes and then have your money turned around against you with propaganda and lies
[14:00.440 --> 14:07.440]  So this is a humanitarian disaster in Libya, it is going to continue as a civil war, you watch
[14:07.440 --> 14:15.440]  We'll be here in two years talking about bombings and rocket attacks and tribal warfare and death and destruction and deindustrialization
[14:15.440 --> 14:19.440]  Of a country that had the highest standard of living in Africa
[14:19.440 --> 14:23.440]  It did not have the highest standard of living 42 years ago when Gaddafi took it over
[14:23.440 --> 14:28.440]  And I think the guy is a clown in his clown outfit, I've said that for years, I don't like him
[14:28.440 --> 14:33.440]  The point is the globalists want to steal the trillions in oil, they want the giant water supply
[14:33.440 --> 14:38.440]  And the underground aquifer systems that they've built, the artificial canals
[14:38.440 --> 14:50.440]  They want that infrastructure for Africa, the new U.S. base that has been set up in different areas of Africa
[14:50.440 --> 14:54.440]  And the Pentagon admits they want Libya as a giant new military base
[14:54.440 --> 15:02.440]  And so they lied to the American people, they funded real al Qaeda, the same folks they used against the Russians in the 80s
[15:02.440 --> 15:09.440]  They used against the Serbs in the 90s, they brought them in, they started a war, they told you it was a democratic uprising
[15:09.440 --> 15:15.440]  And now they have announced that they are officially putting Sharia law in effect in Libya
[15:15.440 --> 15:20.440]  The women aren't going to be going to college anymore, Gaddafi did that, just like Iraq's down to Sharia law
[15:20.440 --> 15:25.440]  The women are being blocked out of college, they're going to have to wear the hoods over their heads
[15:25.440 --> 15:33.440]  Just like the U.S. backed the uprisings in Egypt six months ago, seven months ago
[15:33.440 --> 15:37.440]  Against their own admitted puppet, Ozzy Mubarak of 32 years
[15:37.440 --> 15:41.440]  So this is terrible, and we've been lied to
[15:41.440 --> 15:47.440]  We have been absolutely, totally lied to yet again, and I'm upset about it
[15:47.440 --> 15:53.440]  Because now the U.N. and the people who control the U.S. can fund rebels in any country
[15:53.440 --> 15:58.440]  To try to overthrow that government, call them peace activists, and then send our forces in
[16:00.440 --> 16:07.440]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions
[16:07.440 --> 16:11.440]  Yet many are unaware of the entire function of the Silver Lungs system
[16:11.440 --> 16:15.440]  And how it has been designed to deliver your silver solutions anywhere in or on the body
[16:15.440 --> 16:20.440]  My name is Mario Safaldi, and I'm the developer of the Silver Lungs Generator
[16:20.440 --> 16:25.440]  Not only does the Silver Lungs system produce endless colloidal and ionic silver solutions
[16:25.440 --> 16:33.440]  It also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas
[16:33.440 --> 16:41.440]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system
[16:41.440 --> 16:48.440]  Be sure to watch our new 7-minute video tour of the Silver Lungs system at www.silverlungs.com
[16:48.440 --> 16:51.440]  To learn more about how the Silver Lungs system works
[16:51.440 --> 16:55.440]  As well, we are always ready to answer any questions you may have
[16:55.440 --> 17:21.440]  That's www.silverlungs.com
[17:26.440 --> 17:29.440]  Your risk is the hundreds of hazardous toxic detergents
[17:29.440 --> 17:34.440]  That give you rashes, itching sores, and deteriorating clothing called lint
[17:34.440 --> 17:37.440]  If you want something better, if you want something you've never had before
[17:37.440 --> 17:39.440]  You've had to do something you've never done before
[17:39.440 --> 17:41.440]  Getting a free catalog is easy
[17:41.440 --> 17:44.440]  By calling 800-340-7091
[17:44.440 --> 17:47.440]  Or see Calvin on the web at www.5starsoap.com
[17:47.440 --> 17:49.440]  Take charge of your health now
[17:49.440 --> 17:52.440]  By calling 800-340-7091
[17:52.440 --> 17:56.440]  Or see Calvin on the web at www.5starsoap.com
[18:22.440 --> 18:27.440]  In fact, Barron's called his work a dire prophecy
[18:27.440 --> 18:30.440]  Recently, he created a video which you can watch online for free
[18:30.440 --> 18:33.440]  Detailing his biggest and most important prediction yet
[18:33.440 --> 18:35.440]  And it's a real eye-opener
[18:35.440 --> 18:36.440]  I can't stress this enough
[18:36.440 --> 18:39.440]  You should at least watch this free video online today
[18:39.440 --> 18:41.440]  He explains everything you need to know
[18:41.440 --> 18:43.440]  Including simple steps you can take to protect yourself
[18:43.440 --> 18:48.440]  You can find the video at www.endofamerica3.com
[18:48.440 --> 18:49.440]  That's End of America
[18:49.440 --> 18:53.440]  The number 3.com
[18:53.440 --> 18:57.440]  Watch the free video at www.endofamerica3.com
[18:57.440 --> 19:26.440]  That's End of America 3.com
[19:28.440 --> 19:29.440]  Now is the time
[19:29.440 --> 19:32.440]  This whole one year supply is a balanced selection of foods
[19:32.440 --> 19:35.440]  And it all fits in the space of a washing machine
[19:35.440 --> 19:37.440]  You know you need your own food
[19:37.440 --> 19:38.440]  But time is running out
[19:38.440 --> 19:41.440]  This 30% off sale for the best food on the planet
[19:41.440 --> 19:43.440]  Ends Friday, August 26th
[19:43.440 --> 19:47.440]  Call 800-409-5633
[19:47.440 --> 19:50.440]  Or eFoodsDirect.com slash Alex
[19:50.440 --> 19:52.440]  This sale ends Friday, August 26th
[19:52.440 --> 19:55.440]  Call 800-409-5633
[19:55.440 --> 19:58.440]  Or eFoodsDirect.com slash Alex
[20:01.440 --> 20:04.440]  Coast to coast, direct from Austin
[20:04.440 --> 20:08.440]  You're listening to the Alex Jones Broadcasting Network
[20:08.440 --> 20:09.440]  Network
[20:20.440 --> 20:22.440]  This is our land
[20:22.440 --> 20:26.440]  These are our people
[20:26.440 --> 20:29.440]  The workers
[20:29.440 --> 20:31.440]  The striders
[20:31.440 --> 20:33.440]  The builders
[20:33.440 --> 20:36.440]  These are our people
[20:36.440 --> 20:40.440]  Who are they?
[20:40.440 --> 20:43.440]  They are the dark armies
[20:43.440 --> 20:45.440]  The dark murdering armies
[20:45.440 --> 20:47.440]  There's only honor
[20:47.440 --> 20:49.440]  There's atrocity
[20:49.440 --> 20:53.440]  The answer to 1984
[20:53.440 --> 20:57.440]  Is 1776
[20:59.440 --> 21:03.440]  You're listening to the Alex Jones show
[21:05.440 --> 21:07.440]  Alright
[21:07.440 --> 21:10.440]  If you're a new listener and you're wondering
[21:10.440 --> 21:13.440]  Who is this guy? What is he talking about?
[21:13.440 --> 21:15.440]  We are not your mainline liberals
[21:15.440 --> 21:17.440]  or your mainline conservatives
[21:17.440 --> 21:19.440]  You're a constitutionalist
[21:19.440 --> 21:21.440]  I believe in liberty
[21:21.440 --> 21:23.440]  I believe in freedom
[21:23.440 --> 21:25.440]  I believe in the rule of law
[21:25.440 --> 21:28.440]  And I believe that you must stand up
[21:28.440 --> 21:30.440]  And fight corruption or it will run wild
[21:30.440 --> 21:32.440]  And take over your society
[21:32.440 --> 21:35.440]  The Bill of Rights and Constitution
[21:35.440 --> 21:39.440]  Is all but destroyed
[21:39.440 --> 21:42.440]  For a long time it was attacked
[21:42.440 --> 21:46.440]  And big holes were basically chewed into it
[21:46.440 --> 21:48.440]  But now for all intents and purposes
[21:48.440 --> 21:52.440]  The federal government is completely ignoring
[21:52.440 --> 21:54.440]  The Bill of Rights and Constitution
[21:54.440 --> 21:57.440]  And following a global corporate system
[21:57.440 --> 22:00.440]  That calls itself the New World Order
[22:00.440 --> 22:02.440]  That's what the globalists
[22:02.440 --> 22:04.440]  In all their big trilateral commissions
[22:04.440 --> 22:06.440]  CFR, Bilderberg group meetings
[22:06.440 --> 22:08.440]  We've gotten their documents leaked many times
[22:08.440 --> 22:10.440]  Call themselves
[22:10.440 --> 22:12.440]  These are not free market people
[22:12.440 --> 22:15.440]  They seek to set up a global private corporate government
[22:15.440 --> 22:17.440]  To set up regulations and systems
[22:17.440 --> 22:19.440]  To shut down their competition
[22:19.440 --> 22:22.440]  How will they take over nations they don't control?
[22:22.440 --> 22:25.440]  They have a united nations
[22:25.440 --> 22:28.440]  That will call for a resolution
[22:28.440 --> 22:32.440]  To invade and bomb any country
[22:32.440 --> 22:35.440]  That quote has an uprising in it now
[22:35.440 --> 22:38.440]  Whether it's Egypt, whether it's Syria
[22:38.440 --> 22:40.440]  Whether it is Libya
[22:40.440 --> 22:43.440]  This is the new dangerous precedent
[22:43.440 --> 22:45.440]  Being set
[22:45.440 --> 22:48.440]  The UN has even done war games before
[22:48.440 --> 22:50.440]  About the Southwest breaking off
[22:50.440 --> 22:52.440]  And becoming part of Mexico
[22:52.440 --> 22:54.440]  And UN troops coming into the US
[22:54.440 --> 22:56.440]  Under the security and prosperity partnership
[22:56.440 --> 22:59.440]  Signed by Bush, Paul Martin and Vicente Fox
[22:59.440 --> 23:02.440]  In 2005 they agree to use each other's troops
[23:02.440 --> 23:05.440]  During emergencies or terror attacks
[23:05.440 --> 23:08.440]  That means foreign troops in America
[23:08.440 --> 23:10.440]  This is the New World Order
[23:10.440 --> 23:13.440]  This is the essence of the tyranny
[23:13.440 --> 23:15.440]  That we face as a society
[23:18.440 --> 23:21.440]  And they own the Republican Party
[23:21.440 --> 23:23.440]  They own the Democratic Party
[23:23.440 --> 23:26.440]  And it's time for people to wake up to that
[23:26.440 --> 23:29.440]  Now I want to get to this report
[23:29.440 --> 23:31.440]  Gore global warming skeptics
[23:31.440 --> 23:33.440]  Are this generation's racist
[23:33.440 --> 23:36.440]  They're introducing this idea here in the US and Europe
[23:36.440 --> 23:39.440]  They are trying to pass laws
[23:39.440 --> 23:42.440]  To arrest people that deny
[23:42.440 --> 23:44.440]  That carbon dioxide that plants breathe
[23:44.440 --> 23:47.440]  Is causing global warming
[23:47.440 --> 23:49.440]  In fact some European countries are actually
[23:49.440 --> 23:52.440]  Finding people now that deny it
[23:52.440 --> 23:54.440]  And as they get more and more discredited
[23:54.440 --> 23:56.440]  They're getting more and more desperate
[23:56.440 --> 23:59.440]  Now five years ago, and I cover this in my film Endgame
[23:59.440 --> 24:01.440]  Al Gore and others would deny
[24:01.440 --> 24:03.440]  This whole environmental movement was about
[24:03.440 --> 24:05.440]  Taxes and regulations
[24:05.440 --> 24:08.440]  Now they admit it
[24:08.440 --> 24:10.440]  I want to go to a section
[24:10.440 --> 24:13.440]  Of the 45 minute special report
[24:13.440 --> 24:16.440]  We posted on prisonplanet.tv
[24:16.440 --> 24:18.440]  Thursday night
[24:18.440 --> 24:21.440]  That breaks down exactly what we're facing
[24:21.440 --> 24:24.440]  As a society, then we're going to go to break
[24:24.440 --> 24:26.440]  And come back and play Al Gore
[24:26.440 --> 24:28.440]  Saying that if you don't
[24:28.440 --> 24:30.440]  Basically pay him carbon taxes
[24:30.440 --> 24:32.440]  You are a racist
[24:32.440 --> 24:34.440]  You said that makes no sense
[24:34.440 --> 24:36.440]  Well they said if you didn't like Obamacare
[24:36.440 --> 24:38.440]  You're a racist, remember that on MSNBC
[24:38.440 --> 24:42.440]  With Mr. Matthews
[24:42.440 --> 24:46.440]  And Mrs. Maddow
[24:46.440 --> 24:49.440]  Carlos Watson, the rest of them
[24:49.440 --> 24:52.440]  That's their talking point
[24:52.440 --> 24:55.440]  Political correctness
[24:55.440 --> 24:58.440]  Is basically a Soviet style system
[24:58.440 --> 25:01.440]  Developed there, let's go to this report
[25:01.440 --> 25:04.440]  Obama hit struggling Americans
[25:04.440 --> 25:06.440]  With energy rate hikes
[25:06.440 --> 25:08.440]  Following Barack Obama's vow
[25:08.440 --> 25:10.440]  To bankrupt the coal power industry
[25:10.440 --> 25:12.440]  Americans are set to be hit
[25:12.440 --> 25:15.440]  With a wave of utility bill hikes
[25:15.440 --> 25:18.440]  As draconian EPA regulations
[25:18.440 --> 25:20.440]  Drive up the cost of energy
[25:20.440 --> 25:22.440]  So if somebody wants to build a coal power plant
[25:22.440 --> 25:24.440]  They can, it's just that it will
[25:24.440 --> 25:26.440]  Bankrupt them because they're going to
[25:26.440 --> 25:28.440]  Be charged a huge sum
[25:28.440 --> 25:30.440]  For all that greenhouse gas
[25:30.440 --> 25:32.440]  That's being emitted
[25:32.440 --> 25:34.440]  By the administration's crusade
[25:34.440 --> 25:36.440]  Against coal fired power plants
[25:36.440 --> 25:38.440]  Which was launched on the back
[25:38.440 --> 25:40.440]  Of discredited junk science
[25:40.440 --> 25:42.440]  About hyped global warming threats
[25:42.440 --> 25:45.440]  Has little to do with improving the environment
[25:45.440 --> 25:48.440]  And everything to do with lowering living standards
[25:48.440 --> 25:50.440]  By creating artificial scarcity
[25:50.440 --> 25:53.440]  The EPA has now listed as harmful
[25:53.440 --> 25:55.440]  Carbon dioxide
[25:55.440 --> 25:58.440]  That is part of the life cycle of the planet
[25:58.440 --> 26:00.440]  New EPA rules dictate
[26:00.440 --> 26:03.440]  That utility companies will be forced to spend
[26:03.440 --> 26:06.440]  An initial outlay of $800 million
[26:06.440 --> 26:09.440]  To conform with regulations that mandate
[26:09.440 --> 26:11.440]  Harmful emissions be reduced
[26:11.440 --> 26:13.440]  Under the Clean Air Act
[26:13.440 --> 26:16.440]  And yet power plants supplied by General Electric
[26:16.440 --> 26:19.440]  One of Barack Obama's biggest campaign contributors
[26:19.440 --> 26:21.440]  Have received an EPA waiver
[26:21.440 --> 26:24.440]  And will not be subject to the new regulations
[26:24.440 --> 26:27.440]  The new rules will exacerbate the problem
[26:27.440 --> 26:30.440]  Of rolling blackouts warns Donna Nelson
[26:30.440 --> 26:33.440]  Head of the Texas Public Utility Commission
[26:33.440 --> 26:35.440]  Nelson said quote
[26:35.440 --> 26:37.440]  I have no doubt in my mind that this rule
[26:37.440 --> 26:40.440]  Will result in reliability issues
[26:40.440 --> 26:43.440]  And rolling outages in Texas
[26:43.440 --> 26:45.440]  Obama's strict enforcement of draconian
[26:45.440 --> 26:48.440]  EPA regulations has led to new clean burning
[26:48.440 --> 26:50.440]  Coal fired plants being mothballed
[26:50.440 --> 26:53.440]  And other existing ones being shut down
[26:53.440 --> 26:55.440]  Which has in turn led to Texas and other states
[26:55.440 --> 26:58.440]  Becoming energy dependent
[26:58.440 --> 27:00.440]  All of this of course will lead to
[27:00.440 --> 27:02.440]  Significantly higher utility bills
[27:02.440 --> 27:05.440]  For U.S. citizens who are being assaulted
[27:05.440 --> 27:07.440]  With more and more expenses
[27:07.440 --> 27:10.440]  Even as the threat of a double dip recession
[27:10.440 --> 27:13.440]  Lowers living standards
[27:16.440 --> 27:18.440]  With more on these incredible developments
[27:18.440 --> 27:21.440]  We're joined by mfolwars.com
[27:21.440 --> 27:25.440]  Reporter Darren McBrain in downtown Austin
[27:51.440 --> 27:53.440]  You know there may be some new regulations
[27:53.440 --> 27:55.440]  Coming up against power plants at this point
[27:55.440 --> 27:57.440]  But unfortunately right now I think that
[27:57.440 --> 28:00.440]  Our citizens statewide and nationwide
[28:00.440 --> 28:02.440]  Basically over burdened
[28:02.440 --> 28:04.440]  Especially with today's economic
[28:04.440 --> 28:07.440]  Development and situations that are going on
[28:07.440 --> 28:09.440]  I think rate hike should be at a minimal
[28:09.440 --> 28:11.440]  To at least try to alleviate some of the burden
[28:11.440 --> 28:13.440]  On our tax payers and our citizens
[28:13.440 --> 28:15.440]  Nationwide and statewide
[28:15.440 --> 28:17.440]  I know a lot of people that are going to be
[28:17.440 --> 28:19.440]  Not only sharp but a little bit irritated
[28:19.440 --> 28:22.440]  Because it's such a hot summer
[28:22.440 --> 28:25.440]  Everybody's bills is already up through the roof
[28:25.440 --> 28:27.440]  You're already paying through the roof
[28:27.440 --> 28:29.440]  Because the AC's are running non-stop
[28:29.440 --> 28:31.440]  And then all of a sudden it's like
[28:31.440 --> 28:33.440]  On top of that and with a downturn economy
[28:33.440 --> 28:35.440]  Alright we're going to come back
[28:35.440 --> 28:37.440]  With the rest of this little short report
[28:37.440 --> 28:40.440]  And then I'm going to get into Al Gore
[28:40.440 --> 28:43.440]  He says you are this generation's racist
[28:43.440 --> 28:47.440]  If you don't pay money into his climate exchange
[28:47.440 --> 28:49.440]  And by the way US power plants
[28:49.440 --> 28:51.440]  Are now being forced to pay him money
[28:51.440 --> 28:54.440]  I mean this guy has something else
[28:54.440 --> 28:56.440]  We'll be right back
[29:01.440 --> 29:03.440]  Hundreds of nations have fallen to tyranny
[29:03.440 --> 29:05.440]  In the last century alone
[29:05.440 --> 29:08.440]  This is our last chance to not relive history
[29:08.440 --> 29:10.440]  As we're finishing off this agenda
[29:10.440 --> 29:12.440]  They'll be pulling the rug from underneath
