whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:02:38.000 --> 00:02:41.000]   We have that whole quadrant of information, latest on carbon taxes,
[00:02:41.000 --> 00:02:46.000]   American Medical Association, US health sector should decarbonize, including humans.
[00:02:46.000 --> 00:02:48.000]   Humans are the carbon problem.
[00:02:48.000 --> 00:02:53.000]   Remember that Bill Gates TED talk a decade ago where he talked to the equation
[00:02:53.000 --> 00:02:58.000]   and said we got to get this one down to zero, the human part of the equation,
[00:02:58.000 --> 00:03:01.000]   because we're inherently bad. Carbon is bad. We're carbon-based life forms.
[00:03:01.000 --> 00:03:05.000]   The whole planet operates on carbon. Trees are made out of carbon.
[00:03:05.000 --> 00:03:11.000]   Starfish are made out of carbon. Birds in the sky are, and so are we. It's bad.
[00:03:11.000 --> 00:03:17.000]   Don't worry, we'll depopulate you, and it's going to be so liberal, so loving, so much fun.
[00:03:17.000 --> 00:03:22.000]   More news breaking out of the intercept that a month ago broke what's really coming out in Twitter now.
[00:03:22.000 --> 00:03:29.000]   Leaked documents outline DHS's plan to police its information and fix elections.
[00:03:29.000 --> 00:03:36.000]   But that's okay. While Zelensky's starting World War III and lying about missile strikes in Poland that he launched,
[00:03:36.000 --> 00:03:41.000]   that's all confirmed now, he's firing missiles into Russia, and the left loves it.
[00:03:41.000 --> 00:03:48.000]   But don't worry, Zelensky has tapped top Balenciaga designer to oversee charity for Ukraine refugees.
[00:03:48.000 --> 00:03:55.000]   That's perfect human smelting operation, just like everyone's been documenting and pointing out.
[00:03:55.000 --> 00:04:01.000]   So that's just some of the news that we're going to be plowing through today.
[00:04:01.000 --> 00:04:07.000]   We have several very informative guests joining us on the broadcast.
[00:04:07.000 --> 00:04:15.000]   You know that family in Australia that doesn't want the government to force a blood transfusion
[00:04:15.000 --> 00:04:21.000]   with vaccinated spike protein blood on their baby, and who just wants to be able to get a blood donor
[00:04:21.000 --> 00:04:25.000]   with a surgery that hasn't been injected? Well, the state has taken their child.
[00:04:25.000 --> 00:04:30.000]   It's the middle of the night in Australia, but they'll be joining us coming up in two hours.
[00:04:30.000 --> 00:04:37.000]   Then Royce White will join us, always informative, always on fire, in the fourth hour today.
[00:04:37.000 --> 00:04:42.000]   So we've got one hell of a transmission lined up for you. I only scratched the surface of the news.
[00:04:42.000 --> 00:04:47.000]   The U.S. Senate's written a big letter to DHS documenting the human trafficking of children
[00:04:47.000 --> 00:04:51.000]   into sex slavery by Obama. That's the real administration.
[00:04:51.000 --> 00:04:54.000]   Biden's responded by saying he doesn't care. The border is not important.
[00:04:54.000 --> 00:05:01.000]   I'm not kidding. We have a clip of him saying that. We'll be right back.
[00:05:01.000 --> 00:05:08.000]   December 2022 is here, and we are proud and very excited to announce that free shipping is back
[00:05:08.000 --> 00:05:13.000]   at Infowarsstore.com. That's right. Free shipping on all orders of $50 or more.
[00:05:13.000 --> 00:05:19.000]   But we've signed a new deal with a big national shipping company, and they're able to cut
[00:05:19.000 --> 00:05:25.000]   our regular shipping costs by up to 50%. So that means even on orders that are below $50,
[00:05:25.000 --> 00:05:30.000]   you're going to be paying way lower than you were previously. This is a game changer.
[00:05:30.000 --> 00:05:34.000]   We're so excited about it. Our listeners have really asked for free shipping again.
[00:05:34.000 --> 00:05:38.000]   We couldn't afford it before, but by moving to a bigger national distributor, we're able to do it.
[00:05:38.000 --> 00:05:44.000]   So now your orders will be shipped even faster, the same great customer service and more.
[00:05:44.000 --> 00:05:51.000]   So get huge discounts and free shipping on so many great items at Infowarsstore.com right now.
[00:05:51.000 --> 00:05:55.000]   I want to thank you all for your support, but now there's no excuse to boost your immune system,
[00:05:55.000 --> 00:05:59.000]   lead a healthier life, and keep Infowars on the air. Infowarsstore.com.
[00:06:01.000 --> 00:06:11.000]   [music]
[00:06:11.000 --> 00:06:18.000]   Live from the Infowars.com studios, you're listening to The Alex Jones Show.
[00:06:18.000 --> 00:06:21.000]   [music]
[00:06:21.000 --> 00:06:28.000]   [music]
[00:06:28.000 --> 00:06:33.000]   It's Wednesday, December 7th, 2022, Pearl Harbor Day. I'm your host, Alex Jones.
[00:06:33.000 --> 00:06:38.000]   We'll be live here for the next four hours ahead of the great Owen Schroer,
[00:06:38.000 --> 00:06:45.000]   3 p.m. Central with The War Room here on the Infowars Pro-Human, anti-New World Order network.
[00:06:45.000 --> 00:06:53.000]   Okay, we have the family joining us in the third hour. They had their baby taken just a few hours ago
[00:06:53.000 --> 00:07:01.000]   in Australia because they will not allow the government to forcibly put vaccinated prion spike protein blood
[00:07:01.000 --> 00:07:06.000]   into their baby with a scheduled surgery. They just want someone to donate blood.
[00:07:06.000 --> 00:07:14.000]   They have volunteers that has not had the deadly shots that grow the prions in the body of the experimental injection.
[00:07:14.000 --> 00:07:20.000]   And their baby's now been taken by the state. They're going to be joining us coming up in two hours here.
[00:07:20.000 --> 00:07:34.000]   We also have massive COVID news. Excess deaths in 2022, incredibly high at 13% the previous high.
[00:07:34.000 --> 00:07:42.000]   To put that in context, that is more than 20 times the death rate that the Vietnam War was increasing each year
[00:07:42.000 --> 00:07:47.000]   or many times what World War II increased the death rate at. And you have the same numbers,
[00:07:47.000 --> 00:07:52.000]   basically it's between 11 and 15% in the U.S., Canada, Europe, Australia, New Zealand.
[00:07:52.000 --> 00:07:56.000]   It's the same everywhere. And the insurance companies, of course, were reporting this over a year ago.
[00:07:56.000 --> 00:08:03.000]   The Australian government should be urgently investigating the incredibly high 13% excess death rate in 2022.
[00:08:03.000 --> 00:08:13.000]   The country's peak actuary body says. This is the big national/corporate consortium for their insurance companies
[00:08:13.000 --> 00:08:21.000]   saying that this is unprecedented. They've never seen anything like this. This is out of the Australian Bureau of Statistics.
[00:08:21.000 --> 00:08:28.000]   Kind of a big deal. They're just completely normalizing it. And yesterday I played a short clip of DeSantis.
[00:08:28.000 --> 00:08:35.000]   I'd seen the transcript where he said more, but I played a short clip of him saying we're going to hold the so-called vaccine makers accountable.
[00:08:35.000 --> 00:08:40.000]   This isn't a vaccine. It's experimental mRNA. They lied to us that it was tested defective.
[00:08:40.000 --> 00:08:47.000]   And he went on. Well, actually, the crew found the full clip, not just the transcript, where he actually says it.
[00:08:47.000 --> 00:08:51.000]   It's very historic, very important. So let's go ahead and play clip two to DeSantis,
[00:08:51.000 --> 00:08:58.000]   plans to hold manufacturers accountable for alleged severe side effects in the mRNA COVID death shots. Here it is.
[00:09:03.000 --> 00:09:13.000]   We've been really, really strong of just fighting back against the narrative and the phony, phony things that people are trying to do and focus on the evidence.
[00:09:13.000 --> 00:09:23.000]   And so, you know, we are going to work to hold these manufacturers accountable for this mRNA because they said there was no side effects.
[00:09:23.000 --> 00:09:32.000]   And we know that there have been a lot. And so we did a study in Florida and you saw an 86 percent increase in cardiac related activity.
[00:09:32.000 --> 00:09:42.000]   From people 18 to 39 from mRNA shots. And so we're going to be doing some stuff to bring accountability there, because I think it's just something where.
[00:09:42.000 --> 00:09:50.000]   We wouldn't let them mandate on you in Florida.
[00:09:50.000 --> 00:09:57.000]   You know, we said, you know, no, because like Orange County wanted to fire firefighters, Gainesville wanted to fire people.
[00:09:57.000 --> 00:10:02.000]   But even the corporations like Disney wanted to fire. So we said no across the board.
[00:10:02.000 --> 00:10:07.000]   So everybody had the ability to opt out of anything they were trying to impose on you.
[00:10:07.000 --> 00:10:11.000]   But there are other people around the country that got forced to take this.
[00:10:11.000 --> 00:10:18.000]   And then what? They're not allowed to sue or get any type of recourse when this is not something that they wanted to do.
[00:10:18.000 --> 00:10:25.000]   So this is something that we're going to lead on in Florida. So we're going to have probably some announcements over the next three or four weeks on that.
[00:10:25.000 --> 00:10:36.000]   But we're happy. Just think about. Just think about all the grief I took when we did things like ban vaccine passports.
[00:10:36.000 --> 00:10:47.000]   You know, we fought the cruise lines and we won in court after like a year and a half to say no discrimination on the basis of Vax mandates or Vax status.
[00:10:47.000 --> 00:10:52.000]   And so now everyone says it was the right thing. Same thing with the employer mandates.
[00:10:52.000 --> 00:10:57.000]   We said we're not going to allow that. You know, we got a lot of grief for doing that, but it was the right thing to do.
[00:10:57.000 --> 00:11:03.000]   And so, you know, we've always gotten in front of these things. So we're going to continue to do that going.
[00:11:03.000 --> 00:11:07.000]   And Senator Paul is calling for Fauci's indictment and arrest, saying you will not escape.
[00:11:07.000 --> 00:11:11.000]   We know you created the virus. We know you lied to Congress. It's all open and shut case.
[00:11:11.000 --> 00:11:14.000]   So we're on the march. They're on the run. It's very important to expose this.
[00:11:14.000 --> 00:11:17.000]   Are they going to come back and do it again on a wider scale?
[00:11:17.000 --> 00:11:23.000]   And they're going to continue to try to force these shots on men, women and children, children particularly, and capture groups like the U.S.
[00:11:23.000 --> 00:11:28.000]   U.S. military. But look at this actuary number out of Australia.
[00:11:28.000 --> 00:11:35.000]   Excess deaths in 2022, incredibly high at 13 percent, way above any increase ever recorded.
[00:11:35.000 --> 00:11:42.000]   Very similar numbers around the world where they took the Moderna, Pfizer, AstraZeneca or J&J injections.
[00:11:42.000 --> 00:11:48.000]   They all create spike proteins. They all cause proteins to grow in the blood. They all cause giant blood clots.
[00:11:48.000 --> 00:11:51.000]   They even cause clots, studies show, when no platelets are found.
[00:11:51.000 --> 00:11:55.000]   They can spin the platelets out and centrifuge out of blood.
[00:11:55.000 --> 00:12:01.000]   Just put the clear plasma in with no platelets and it creates clotting.
[00:12:01.000 --> 00:12:05.000]   It's not the platelets, ladies and gentlemen.
[00:12:05.000 --> 00:12:13.000]   It's the protein sludge in your blood, in your brain. Just the wickedest weapon ever.
[00:12:13.000 --> 00:12:16.000]   All slowly growing and all those that took the shots.
[00:12:16.000 --> 00:12:24.000]   They've got a lot of studies out that basically no one who took any of these shots a year, two years later in the studies doesn't still have prions growing.
[00:12:24.000 --> 00:12:30.000]   Now a lot of times it's not that bad, but they're there and will be slowly growing.
[00:12:30.000 --> 00:12:35.000]   But with some people, they just really take root and it's bye-bye.
[00:12:35.000 --> 00:12:40.000]   In many cases, it just eats right through your veins, your arteries, your smaller blood vessels in your brain.
[00:12:40.000 --> 00:12:44.000]   People bleed out. That tends to be something that happens particularly with women.
[00:12:44.000 --> 00:12:48.000]   With men, it's the microcarditis and heart attacks, though it also hits the women.
[00:12:48.000 --> 00:12:52.000]   But men and women are very different as we all know physiologically.
[00:12:52.000 --> 00:12:58.000]   And it's just so incredible to see them doing this. This is just, it's unspeakably evil.
[00:12:58.000 --> 00:13:08.000]   And they did rat studies with mRNA injections like this in 2014 at the University of Texas at Galveston that we harped on two years ago, warning folks not to take the shot.
[00:13:08.000 --> 00:13:14.000]   And it was for different cold viruses, but in the similar family.
[00:13:14.000 --> 00:13:25.000]   And they found the blood clots and the sludges and the brain damage and the microcarditis in the young mice, old mice, young rats, old rats.
[00:13:25.000 --> 00:13:30.000]   They moved on to guinea pigs. And there was a bunch of other studies done.
[00:13:30.000 --> 00:13:36.000]   And then, of course, Fauci was running that study at the University of Texas with four other universities, but he was directly in control of the study.
[00:13:36.000 --> 00:13:46.000]   And they said, wow, this works wonderful. And of course, we know they then began developing it for you and I and our families to have horribly slow, sickening, debilitating, tortured deaths.
[00:13:46.000 --> 00:13:52.000]   And that's just a fact. And that's who they are. And they enjoy it.
[00:13:52.000 --> 00:14:09.000]   And I had a major whistleblower on yesterday who was the vice president of the Alliance and did work at the Wuhan lab and did work in the labs in Ukraine and did work in what he basically told you was a CIA operation within QTEL.
[00:14:09.000 --> 00:14:14.000]   Working at bioweapon facilities whose cover was biodefense.
[00:14:14.000 --> 00:14:31.000]   Now, he was the head scientist, vice president of Eco Health Alliance, the chief scientist, just like Dr. Michael Yidan was the chief medical scientist at Pfizer over their vaccine division.
[00:14:31.000 --> 00:14:43.000]   We tell you two and a half years ago, this is going to kill you with blood clots. So we've got studies. We followed an emergency report in November of December of 2001.
[00:14:43.000 --> 00:14:55.000]   In Europe at the EU and predicted everything that would then happen. Do you understand that this is deliberate depopulation?
[00:14:55.000 --> 00:15:05.000]   And it goes in. And it kills some people right away because the Moderna shot is so strong, it's four of the Pfizer shots, exact same thing.
[00:15:05.000 --> 00:15:15.000]   The others go in with virus vectors and use a virus, a whole live virus that goes into the cell and programs the cell to make the spike protein.
[00:15:15.000 --> 00:15:22.000]   But they all do the exact same thing. Some people fight it off. Some people don't get sick. Some people they find prions in them, but not a lot.
[00:15:22.000 --> 00:15:32.000]   Spike protein prions. But a certain percentage of people, it causes an immune response that kills you before you leave the vaccine center.
[00:15:32.000 --> 00:15:39.000]   Most folks die within two weeks that do die, at least in the short term. Unbelievable.
[00:15:39.000 --> 00:15:45.000]   Just some people, it just grows wild in them and they get to the corner, the corner just even in like 20 year old men and women who are healthy,
[00:15:45.000 --> 00:15:53.000]   they just pull out huge, giant sludge tumors out of their arteries and veins. Just just just totally jam packed, just filled.
[00:15:53.000 --> 00:15:59.000]   Just a horror movie weapon. That's who runs our government, folks.
[00:15:59.000 --> 00:16:08.000]   December 2022 is here and we are proud and very excited to announce that free shipping is back at InfoWarsTore.com.
[00:16:08.000 --> 00:16:16.000]   That's right. Free shipping on all orders of 50 dollars or more. But we've signed a new deal with a big national shipping company
[00:16:16.000 --> 00:16:21.000]   and they're able to cut our regular shipping costs by up to 50 percent.
[00:16:21.000 --> 00:16:27.000]   So that means even on orders that are below 50 dollars, you're going to be paying way lower than you were previously.
[00:16:27.000 --> 00:16:32.000]   This is a game changer. We're so excited about it. Our listeners had really asked for free shipping again.
[00:16:32.000 --> 00:16:37.000]   We couldn't afford it before, but by moving to a bigger national distributor, we're able to do it.
[00:16:37.000 --> 00:16:42.000]   So now your orders will be shipped even faster. The same great customer service and more.
[00:16:42.000 --> 00:16:49.000]   So get huge discounts and free shipping on so many great items at InfoWarsTore.com right now.
[00:16:49.000 --> 00:16:53.000]   I want to thank you all for your support. But now there's no excuse to boost your immune system,
[00:16:53.000 --> 00:16:59.000]   lead a healthier life and keep wars on the air. InfoWarsTore.com.
[00:16:59.000 --> 00:17:08.000]   Until about 150 years ago, cultures all over the world believed that people got sick and died in many cases in the winter
[00:17:08.000 --> 00:17:15.000]   because of something called vapors. They associated these poisonous vapors with cold weather.
[00:17:15.000 --> 00:17:19.000]   Of course, it wasn't the cold weather or catching a chill that killed people.
[00:17:19.000 --> 00:17:23.000]   What was killing people was a lack of vitamin D3.
[00:17:23.000 --> 00:17:29.000]   You see, the sun via your skin helps your body produce vitamin D3.
[00:17:29.000 --> 00:17:33.000]   But if you're not getting enough sun, you will not produce vitamin D3.
[00:17:33.000 --> 00:17:38.000]   And then it's very easy for viruses and other things to start replicating and taking your body over.
[00:17:38.000 --> 00:17:43.000]   So now it's more important than ever because the winner's here to take high quality vitamin D3.
[00:17:43.000 --> 00:17:49.000]   And we have the best with our vitamin D3 gummies with calcium for better upload into your body for 50% off
[00:17:49.000 --> 00:17:53.000]   at InfoWarsTore.com with promo code 1776.
[00:17:53.000 --> 00:17:59.000]   Don't wait. Support the InfoWar and your immune system with vitamin D3 gummies at InfoWarsTore.com.
[00:17:59.000 --> 00:18:06.000]   It's a post-COVID world now. Americans have lost trust in their doctors and the health care system.
[00:18:06.000 --> 00:18:11.000]   There's a solution. The Wellness Company. I'm Dr. Peter McCullough and I'm the chief scientific officer.
[00:18:11.000 --> 00:18:19.000]   And I can tell you firsthand that these verticals of uncensored content, virtual appointments, doctors on demand,
[00:18:19.000 --> 00:18:27.000]   prescriptions through a network of community pharmacies, in-home, in vitro diagnostics, laboratory testing, imaging,
[00:18:27.000 --> 00:18:34.000]   an online set of holistic products can help guide you for your usual general medical care,
[00:18:34.000 --> 00:18:44.000]   but also COVID-19 acute and post-COVID syndromes, vaccine injury syndromes, and the array of things that now America has to work through
[00:18:44.000 --> 00:18:54.000]   in this new world that we're living in. So go to OnlineHealthNow.com and check out the Wellness Company for a low monthly fee.
[00:18:54.000 --> 00:18:58.000]   You can get started today and on a pathway to better health.
[00:18:59.000 --> 00:19:07.000]   In Arizona, I think we watched the election be stolen, slowly stolen, day by day, counting these mail-in ballots.
[00:19:07.000 --> 00:19:17.000]   And it's absolutely absurd for anyone to take our election seriously when we just, it's election month, Alex, it's not election day.
[00:19:17.000 --> 00:19:25.000]   And that's the problem. And everything changed after COVID-19. They illegally changed state elections,
[00:19:25.000 --> 00:19:31.000]   mailing ballots to anyone and everyone, and sometimes mailing multiple ballots to people.
[00:19:31.000 --> 00:19:37.000]   Well, this isn't any way to run an election. We are in a serious country when we have elections that can be stolen like this.
[00:19:37.000 --> 00:19:43.000]   And I believe that, just like I believe the election was stolen in 2020, and I have no problem saying that,
[00:19:43.000 --> 00:19:50.000]   and it is so absurd for the media and the Democrats to attack us that question our election integrity
[00:19:50.000 --> 00:19:55.000]   and question the fact that elections shouldn't be run the way they are.
[00:19:55.000 --> 00:19:58.000]   We're not election deniers. We're election realists.
[00:19:58.000 --> 00:20:07.000]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:20:16.000 --> 00:20:24.000]   I don't want to set the world on fire.
[00:20:24.000 --> 00:20:25.000]   Thanks for tuning in.
[00:20:25.000 --> 00:20:28.000]   I just want to...
[00:20:28.000 --> 00:20:36.000]   I'm going to get back into the insurance actuaries in Germany, Canada, the US, the UK, Australia, you name it,
[00:20:36.000 --> 00:20:41.000]   coming up in the last segment of this hour. But this really shakes me.
[00:20:41.000 --> 00:20:47.000]   I'm a 48-year-old man that has had a pretty rough and tumble life, and I think somebody that has...
[00:20:47.000 --> 00:20:50.000]   I personally think of myself as having a lot of courage.
[00:20:50.000 --> 00:20:57.000]   And it's not really fear I have. It's more of sadness and disappointment and anger
[00:20:57.000 --> 00:21:04.000]   that the public is so gullible and so domesticated and so dumbed down that the globalists are openly saying
[00:21:04.000 --> 00:21:08.000]   the post-human world is here. In the Wall Street Journal, the New York Times,
[00:21:08.000 --> 00:21:12.000]   if you watch any Davos Group meeting, there are literally thousands of clips out there,
[00:21:12.000 --> 00:21:17.000]   thousands of them saying the most horrible totalitarian crap you can imagine.
[00:21:17.000 --> 00:21:22.000]   And if you put that in a science fiction movie, say, in the '90s, where in the year 2022,
[00:21:22.000 --> 00:21:27.000]   there's a corporate world government poisoning shots and openly saying the end of humans is near
[00:21:27.000 --> 00:21:30.000]   and government-sponsored euthanasia is being forced on people,
[00:21:30.000 --> 00:21:36.000]   you would see a James Bond villain like Klaus Schwab in the movie saying things on the news like that,
[00:21:36.000 --> 00:21:41.000]   just openly, and you'd say, "That's a ridiculous science fiction movie."
[00:21:41.000 --> 00:21:46.000]   That would never be allowed to happen. People wouldn't put up with that.
[00:21:46.000 --> 00:21:50.000]   But you look at what we put up with, and it's in the psychological studies. Why?
[00:21:50.000 --> 00:21:56.000]   We watch so much TV, so much Netflix, so much entertainment, so many video games,
[00:21:56.000 --> 00:22:05.000]   that the brain has seen all these fantastic scenarios and Game of Thrones and Lord of the Rings
[00:22:05.000 --> 00:22:08.000]   and just all this stuff, and I'm not saying any of it's bad,
[00:22:08.000 --> 00:22:13.000]   but your brain at a subconscious level takes that as real.
[00:22:13.000 --> 00:22:17.000]   So you've seen the Death Star blowing up planets, and you've seen aliens busting out of people's chests,
[00:22:17.000 --> 00:22:21.000]   and you've seen all these countless movies about the government secretly putting stuff in shots
[00:22:21.000 --> 00:22:26.000]   that takes over people's minds and grows nanotech in them,
[00:22:26.000 --> 00:22:35.000]   that when it's really happening, people can't differentiate.
[00:22:35.000 --> 00:22:39.000]   Because everything looks normal, the streetlights are on, you go to work, yeah, there's more crime,
[00:22:39.000 --> 00:22:46.000]   yeah, a lot of people are dying around you, but incrementally, because the ambient tyranny
[00:22:46.000 --> 00:22:55.000]   has been turned up and the engineering has been quietly accelerated in the background,
[00:22:55.000 --> 00:23:00.000]   people boil like the frog in the proverbial pot.
[00:23:00.000 --> 00:23:05.000]   So we've seen all these simulations of weird, bizarre, dystopic futures.
[00:23:05.000 --> 00:23:08.000]   And why do you think Hollywood admittedly pushes dystopic views?
[00:23:08.000 --> 00:23:16.000]   They call it predictive programming so that when the real dystopia of government-sponsored euthanasia hits,
[00:23:16.000 --> 00:23:19.000]   you will accept it because you've already become comfortable with it,
[00:23:19.000 --> 00:23:21.000]   even though you saw it at the time as horrific.
[00:23:21.000 --> 00:23:26.000]   Your mind is designed to make you learn to deal with it so you're not a victim.
[00:23:26.000 --> 00:23:29.000]   You learn to either submit to it or overcome it.
[00:23:29.000 --> 00:23:37.000]   That's why if you watch "In Soylent Green," made in 1973, set in the year 2022,
[00:23:37.000 --> 00:23:42.000]   the euthanasia commercials trying to get people to come in and commit euthanasia
[00:23:42.000 --> 00:23:52.000]   where you'll be in a beautiful surrounding of the earth with beautiful sunsets and beautiful oceans,
[00:23:52.000 --> 00:23:56.000]   and it'll be the best part of your life when the government kills you.
[00:23:56.000 --> 00:24:00.000]   And then now we learn all these people, they put the commercials, I have articles today,
[00:24:00.000 --> 00:24:02.000]   were pressured to kill themselves.
[00:24:02.000 --> 00:24:07.000]   I have mainstream news saying, "Is it wrong the government of Canada pressured this lady
[00:24:07.000 --> 00:24:10.000]   to A, be in a commercial, and to kill herself?"
[00:24:10.000 --> 00:24:20.000]   And the commercials of them committing suicide look just like the "Soylent Green" commercials
[00:24:20.000 --> 00:24:24.000]   to come kill yourself.
[00:24:24.000 --> 00:24:32.000]   And it's even the same year that it's set in.
[00:24:32.000 --> 00:24:44.000]   I was in my mother's belly when "Soylent Green" came out 49 years ago.
[00:24:44.000 --> 00:24:46.000]   49 years ago.
[00:24:46.000 --> 00:24:52.000]   And 49 years later, it is a reality.
[00:24:52.000 --> 00:24:55.000]   And you know what else is a reality?
[00:24:55.000 --> 00:24:57.000]   If you read the defense news, you see it.
[00:24:57.000 --> 00:24:59.000]   It's almost nowhere else.
[00:24:59.000 --> 00:25:07.000]   Since last Friday, three groups of missiles have been fired out of Ukraine, cruise missiles,
[00:25:07.000 --> 00:25:17.000]   hundreds of miles into Russia, bombing Russian air bases with nuclear weapons held at them.
[00:25:17.000 --> 00:25:22.000]   So is it any surprise Vladimir Putin came out and said the risk of nuclear wars rising
[00:25:22.000 --> 00:25:25.000]   will defend Russia by any means available.
[00:25:25.000 --> 00:25:30.000]   And yeah, it's on zerohedge.com, it's on Infowars.com, but it's almost nowhere else.
[00:25:30.000 --> 00:25:35.000]   Putin with the second largest nuclear stockpile in the world saying we're on the verge of
[00:25:35.000 --> 00:25:37.000]   nuclear war.
[00:25:37.000 --> 00:25:40.000]   You'd think that'd be a bigger news item.
[00:25:40.000 --> 00:25:43.000]   Show Infowars, you know, there's Infowars headline.
[00:25:43.000 --> 00:25:46.000]   Putin, the risk of nuclear war rising will defend Russia with all available means.
[00:25:46.000 --> 00:25:49.000]   Emergency line broadcast.
[00:25:49.000 --> 00:25:52.000]   That is an emergency broadcast, isn't it?
[00:25:52.000 --> 00:25:56.000]   We are sleepwalking into Armageddon.
[00:25:56.000 --> 00:25:59.000]   And it just gets more insane from there.
[00:25:59.000 --> 00:26:01.000]   I'm going to get more to this Putin report.
[00:26:01.000 --> 00:26:03.000]   We come back in a few minutes, but we've got a lot of time.
[00:26:03.000 --> 00:26:04.000]   We've got a break.
[00:26:04.000 --> 00:26:08.000]   Then you've got Project Veritas has put out three reports.
[00:26:08.000 --> 00:26:13.000]   They said they've got more of tracking the children smuggled by people that aren't even
[00:26:13.000 --> 00:26:17.000]   their parents across the Texas border with Mexico.
[00:26:17.000 --> 00:26:23.000]   And they follow them to Austin and other cities where children as young as six talk about
[00:26:23.000 --> 00:26:29.000]   how they've been put with someone they don't know who sells them for sex with adults.
[00:26:29.000 --> 00:26:35.000]   And they ask, please take me home to my mommy in Nicaragua.
[00:26:35.000 --> 00:26:40.000]   Please take me home to my mommy in Mexico or my daddy.
[00:26:40.000 --> 00:26:42.000]   You'd think that'd be on all the news channels.
[00:26:42.000 --> 00:26:43.000]   Here's a kidnapped child.
[00:26:43.000 --> 00:26:46.000]   SWAT team's raiding them.
[00:26:46.000 --> 00:26:50.000]   But the district attorney, the county attorney, the people that run Austin, Texas, and a thousand
[00:26:50.000 --> 00:26:56.000]   other sanctuary cities are sanctuaries for crime and human trafficking.
[00:26:56.000 --> 00:27:01.000]   And now the Senate Republicans have sent a scaling letter.
[00:27:01.000 --> 00:27:12.000]   U.S. senators, Ron Ted Cruz, Rick Scott, Holly, Ron Johnson, have sent a letter to HHS about
[00:27:12.000 --> 00:27:17.000]   the whistleblower and the evidence of sex trafficking.
[00:27:17.000 --> 00:27:21.000]   And if these claims are true, this is pure evil being committed by your agency.
[00:27:21.000 --> 00:27:23.000]   We always get to that point.
[00:27:23.000 --> 00:27:24.000]   Oh, if it's true.
