whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:01:52.200 --> 00:01:57.800]   >> I think that is something that would put the question squarely on the table,
[00:01:57.800 --> 00:01:59.280]   whether or not he should be impeached.
[00:01:59.280 --> 00:02:01.600]   >> It supposedly happened in 2013,
[00:02:01.600 --> 00:02:05.120]   the year Trump hosted the Miss Universe pageant in Moscow.
[00:02:05.120 --> 00:02:10.480]   >> The bombshell burst Tuesday evening when CNN reported the President-elect and
[00:02:10.480 --> 00:02:14.080]   President Obama were briefed on the matter last week.
[00:02:14.080 --> 00:02:19.120]   The report included unsubstantiated claims that Russian intelligence
[00:02:19.120 --> 00:02:23.720]   compiled a dossier on Mr. Trump during visits to Moscow.
[00:02:23.720 --> 00:02:28.440]   >> He dismissed outright the very idea that he would take part in the sordid acts
[00:02:28.440 --> 00:02:29.960]   described in the report.
[00:02:29.960 --> 00:02:32.240]   >> He denied everything, he called it all fake news.
[00:02:32.240 --> 00:02:36.280]   >> The 35 page dossier on the so-called Russian connection to Trump,
[00:02:36.280 --> 00:02:40.400]   with some very salacious allegations, including unsubstantiated claims
[00:02:40.400 --> 00:02:44.760]   about Trump in a Moscow hotel room, was not completed until just before
[00:02:44.760 --> 00:02:48.840]   the election, and then provided to journalists, the Clinton campaign, and
[00:02:48.840 --> 00:02:49.640]   the FBI.
[00:02:49.640 --> 00:02:53.320]   >> It claims that Donald Trump once visited Russia,
[00:02:53.320 --> 00:02:55.880]   stayed in the Ritz Carlton in Moscow, and
[00:02:55.880 --> 00:02:59.280]   then hired prostitutes to perform a golden shower.
[00:02:59.280 --> 00:03:02.400]   And that Russia might have the whole thing on tape.
[00:03:02.400 --> 00:03:09.520]   >> There were surveillance cameras in this room because the building is wired,
[00:03:09.520 --> 00:03:13.320]   and that the FSB has this because they automatically have cameras in the room,
[00:03:13.320 --> 00:03:14.520]   and they caught this happening.
[00:03:14.520 --> 00:03:18.440]   >> Donald Trump engaged in perverted acts with prostitutes.
[00:03:18.440 --> 00:03:20.600]   Trump immediately denied the report.
[00:03:20.600 --> 00:03:23.160]   I'd like to ask you about your big Russian pee-pee party.
[00:03:23.160 --> 00:03:25.240]   >> No, no, I am not talking about the pee-pee.
[00:03:25.240 --> 00:03:28.560]   >> [LAUGH] >> Because it didn't happen.
[00:03:28.560 --> 00:03:32.400]   >> From there, the President-elect lit into the news media again.
[00:03:32.400 --> 00:03:34.080]   He condemned BuzzFeed.
[00:03:34.080 --> 00:03:38.440]   >> It's a failing pile of garbage, writing it.
[00:03:38.440 --> 00:03:40.480]   I think they're gonna suffer the consequences they already are.
[00:03:40.480 --> 00:03:43.960]   >> And he accused CNN of being fake news, and
[00:03:43.960 --> 00:03:48.680]   brushed off persistent attempts by its correspondent to ask a question.
[00:03:48.680 --> 00:03:53.440]   Later, CNN's parent company, Time Warner, defended its reporting.
[00:03:53.440 --> 00:03:57.760]   And BuzzFeed said it published what it called a newsworthy document.
[00:03:57.760 --> 00:04:02.320]   >> It claims Trump set out to defile the suite because President Obama and
[00:04:02.320 --> 00:04:07.480]   the First Family had once stayed there, and Trump, quote, hated the Obamas.
[00:04:07.480 --> 00:04:14.040]   >> Everything that I had written in the months prior to that dossier coming out
[00:04:14.040 --> 00:04:16.320]   was almost identical to what the CIA had written,
[00:04:16.320 --> 00:04:19.200]   because we're intelligence officers, this is what we do.
[00:04:19.200 --> 00:04:23.680]   >> That corroboration, based on intercepted communications, has given US
[00:04:23.680 --> 00:04:28.200]   intelligence and law enforcement, quote, greater confidence in the credibility of
[00:04:28.200 --> 00:04:30.240]   some aspects of the dossier.
[00:04:30.240 --> 00:04:34.520]   >> The most salacious and unverified claims are that the Russian Secret Service,
[00:04:34.520 --> 00:04:40.040]   or FSB, secretly filmed Mr. Trump with prostitutes in this Moscow hotel room
[00:04:40.040 --> 00:04:41.240]   three years ago.
[00:04:41.240 --> 00:04:44.320]   >> Allegations the special counsel continues to investigate, George.
[00:04:44.320 --> 00:04:47.520]   >> And so far, it is us as American citizens, it is us in the press.
[00:04:47.520 --> 00:04:50.840]   >> All right, folks, I gotta tell you, I think that's probably the ultimate
[00:04:50.840 --> 00:04:58.000]   mainstream media Russia delusion failure compilation.
[00:04:58.000 --> 00:05:00.160]   [MUSIC]
[00:05:00.160 --> 00:05:04.960]   >> The globalists, the eugenicists, are always talking down to us.
[00:05:04.960 --> 00:05:09.160]   They're always trying to make us feel small, to feel insignificant.
[00:05:09.160 --> 00:05:13.120]   They try to censor because they fear you and don't want you to have the right to
[00:05:13.120 --> 00:05:17.080]   access information so you can make your own decisions.
[00:05:17.080 --> 00:05:20.240]   They want you to believe you're powerless.
[00:05:20.240 --> 00:05:25.200]   But the truth is, it is we the people and our ideas and our actions, and
[00:05:25.200 --> 00:05:28.200]   what we say and what we do that changes the world.
[00:05:28.200 --> 00:05:30.240]   We are the power structure.
[00:05:30.240 --> 00:05:31.840]   We are the inventors.
[00:05:31.840 --> 00:05:33.640]   We are the trailblazers.
[00:05:33.640 --> 00:05:37.000]   And the globalists understand that.
[00:05:37.000 --> 00:05:41.160]   And they understand that they are basically trying to control and
[00:05:41.160 --> 00:05:42.960]   steal the future from we the people.
[00:05:42.960 --> 00:05:47.080]   Now, to help fund our operation that is undoubtedly the very tip of the spear
[00:05:47.080 --> 00:05:51.440]   against these globalists, I wanna encourage listeners and viewers to understand
[00:05:51.440 --> 00:05:54.720]   that throughout the second half of the month of March, we're going to have
[00:05:54.720 --> 00:05:58.240]   store-wide free shipping at 50% off InfoWarsTore.com,
[00:05:58.240 --> 00:06:01.040]   something everybody should take advantage of.
[00:06:01.040 --> 00:06:11.040]   [MUSIC]
[00:06:11.040 --> 00:06:16.680]   >> You are listening to an InfoWars.com frontline report.
[00:06:16.680 --> 00:06:18.400]   It's Alex Jones.
[00:06:18.400 --> 00:06:28.400]   [MUSIC]
[00:06:28.400 --> 00:06:38.200]   >> Ladies and gentlemen,
[00:06:38.200 --> 00:06:41.440]   [MUSIC]
[00:06:41.440 --> 00:06:45.280]   Thank you so much for joining us on this Wednesday,
[00:06:45.280 --> 00:06:49.120]   March the 20th, 2019 worldwide broadcast.
[00:06:49.120 --> 00:06:54.680]   I intend to open the phones up early in the show to get your take on just
[00:06:54.680 --> 00:07:00.320]   the route of the left and how everything they touch is imploding and
[00:07:00.320 --> 00:07:04.320]   turning to ashes, except one thing.
[00:07:04.320 --> 00:07:10.840]   That's massive censorship by Google, Facebook, Twitter, YouTube,
[00:07:10.840 --> 00:07:15.640]   and all the other suspects to steal the 2018 election and
[00:07:15.640 --> 00:07:19.040]   they're bragging they're gonna do it in 2020.
[00:07:19.040 --> 00:07:22.960]   Yes, everything they're doing is a failure, the Malazzi Ford hoax,
[00:07:22.960 --> 00:07:25.240]   the Trump's not gonna win hoax.
[00:07:25.240 --> 00:07:27.920]   Trump's a Russian agent, all his supporters are Russian agents,
[00:07:27.920 --> 00:07:30.200]   are in league with the Russians hoax.
[00:07:30.200 --> 00:07:35.840]   All of the hoaxes are falling on their face,
[00:07:35.840 --> 00:07:42.360]   and people are really starting to get it in a big way.
[00:07:42.360 --> 00:07:49.360]   But you see the arrogance of them letting Smollett off because
[00:07:49.360 --> 00:07:53.960]   obviously Obama was involved, the evidence is coming out.
[00:07:53.960 --> 00:08:03.640]   Obviously, you see all of this unfolding.
[00:08:05.640 --> 00:08:06.640]   It's just.
[00:08:06.640 --> 00:08:30.200]   >> Good afternoon, today as you have figured out,
[00:08:30.200 --> 00:08:35.080]   the state made a motion to nolly cross the charges against
[00:08:35.080 --> 00:08:40.000]   Jussie Smollett and to seal the record in this case.
[00:08:40.000 --> 00:08:43.800]   We believe that it was the correct result in this case.
[00:08:43.800 --> 00:08:47.840]   We're very happy for this result, and we are very anxious for
[00:08:47.840 --> 00:08:54.000]   Jussie to get on with his career and his life and to move forward.
[00:08:54.000 --> 00:08:55.040]   I'll take any questions.
[00:08:55.040 --> 00:08:57.000]   >> Was this part of a deferred prosecution deal?
[00:08:57.000 --> 00:08:57.800]   >> This is not.
[00:08:57.800 --> 00:08:58.640]   >> How did they drop the charges?
[00:08:58.640 --> 00:09:00.960]   >> There is no deferred prosecution.
[00:09:00.960 --> 00:09:05.200]   The motion was to nolly cross, which is a legal technical term,
[00:09:05.200 --> 00:09:07.200]   for dismiss the charges.
[00:09:07.200 --> 00:09:09.680]   >> Why did he give up the bond money?
[00:09:09.680 --> 00:09:14.000]   >> Jussie voluntarily agreed to the forfeiture of the bond money.
[00:09:14.000 --> 00:09:15.560]   >> So where is it going?
[00:09:15.560 --> 00:09:18.280]   >> We believe to the city of Chicago, but we don't know.
[00:09:18.280 --> 00:09:21.120]   >> Is this a deal or not a deal if he's giving up his bond?
[00:09:21.120 --> 00:09:24.400]   >> There is no deal, the state dismissed the charges.
[00:09:24.400 --> 00:09:26.560]   >> Was this part of the agreement?
[00:09:26.560 --> 00:09:28.840]   >> What did he say to the police department?
[00:09:28.840 --> 00:09:33.480]   >> We have nothing to say to the police department except to investigate charges
[00:09:33.480 --> 00:09:36.880]   and not try their cases in the press.
[00:09:36.880 --> 00:09:43.000]   But to allow matters to be investigated, allow the state to investigate and
[00:09:43.000 --> 00:09:47.280]   to bring charges and not to jump ahead and
[00:09:47.280 --> 00:09:53.440]   utilize the press to convict people before they are tried in a court of law.
[00:09:53.440 --> 00:09:55.880]   >> Are you gonna bear people red horse for the city?
[00:09:55.880 --> 00:09:59.560]   Are you gonna keep leaving reports of the city or the two brothers?
[00:09:59.560 --> 00:10:00.600]   >> Next question.
[00:10:00.600 --> 00:10:04.320]   >> You won't say whether you'll keep reports, not the member map?
[00:10:04.320 --> 00:10:08.680]   >> Do you think that the city put a lot of attention on Mr.
[00:10:08.680 --> 00:10:14.040]   Chialla because of the pressure that was coming down from the city of Chicago,
[00:10:14.040 --> 00:10:17.480]   but with all the attention that you put on the press?
[00:10:17.480 --> 00:10:20.400]   >> I have no idea what occurred in this case.
[00:10:20.400 --> 00:10:24.520]   >> So again, ladies and gentlemen, why are these people so arrogant?
[00:10:26.120 --> 00:10:28.840]   Because they know they've got Obama and the deep state protecting them.
[00:10:28.840 --> 00:10:36.480]   Why has Brennan and Clapper and Hillary and Obama and all of them been so
[00:10:36.480 --> 00:10:41.640]   arrogant because again, they've still got their stay behind networks
[00:10:41.640 --> 00:10:44.400]   inside of the government operating.
[00:10:44.400 --> 00:10:47.320]   And so they believe they're protected.
[00:10:47.320 --> 00:10:49.320]   They already tried this coup d'etat against the president,
[00:10:49.320 --> 00:10:52.040]   this administrative coup d'etat, and they're going to try more.
[00:10:54.160 --> 00:10:57.440]   You better believe all of this is being orchestrated by Barack Obama,
[00:10:57.440 --> 00:10:59.720]   who never left DC, and who moved in a mile and
[00:10:59.720 --> 00:11:01.600]   a half from the White House in an armored compound.
[00:11:01.600 --> 00:11:07.000]   And they're still executing all these operations.
[00:11:07.000 --> 00:11:10.240]   That's why President Trump was asked yesterday if he thought that
[00:11:10.240 --> 00:11:14.280]   this went back to Barack Obama.
[00:11:14.280 --> 00:11:16.040]   Of course it goes back to Barack Obama.
[00:11:16.040 --> 00:11:18.920]   We've known that since Trump got elected,
[00:11:18.920 --> 00:11:24.360]   Obama bragged that I've had intelligence agencies spying on Trump.
[00:11:24.360 --> 00:11:26.560]   And we know he's a Russian agent, and
[00:11:26.560 --> 00:11:31.120]   we're going to probably stop him from being seated as the 45th president.
[00:11:31.120 --> 00:11:35.760]   The New York Times interviewed Obama, and
[00:11:35.760 --> 00:11:41.080]   he said we're giving all the data to the media right now to stop him.
[00:11:41.080 --> 00:11:45.120]   Then once Trump got into office and Trump pointed out that was illegal,
[00:11:45.120 --> 00:11:47.560]   they went, we never did that, that's insane.
[00:11:48.560 --> 00:11:49.760]   As if you have no memory.
[00:11:49.760 --> 00:11:53.480]   So yes, of course it goes back to Obama.
[00:11:53.480 --> 00:11:56.320]   That's what they've been doing the whole time.
[00:11:56.320 --> 00:11:58.680]   But first, here is Rahm Emanuel.
[00:11:58.680 --> 00:12:02.360]   Never thought I'd be agreeing with him, but he knows how bad this is.
[00:12:02.360 --> 00:12:04.960]   Turning against Obama and Obama's lawyers and
[00:12:04.960 --> 00:12:06.640]   others that were directly over this.
[00:12:06.640 --> 00:12:13.360]   Don't forget, the head attorney over the county attorney's office
[00:12:13.360 --> 00:12:17.960]   is buddies with Obama, buddies with Smollett, buddies with all these people.
[00:12:19.560 --> 00:12:24.000]   And she recused herself, but then still dropped the charges.
[00:12:24.000 --> 00:12:29.760]   So they just do whatever they want.
[00:12:29.760 --> 00:12:32.920]   They're lawless, and they've gotten away with it so long.
[00:12:32.920 --> 00:12:35.840]   They think they can just get even more brazen about it.
[00:12:35.840 --> 00:12:37.080]   And that's what's frightening.
[00:12:37.080 --> 00:12:37.800]   Here's Rahm Emanuel.
[00:12:37.800 --> 00:12:41.640]   >> This is a whitewash of justice.
[00:12:41.640 --> 00:12:45.160]   A grand jury could not have been clearer.
[00:12:45.640 --> 00:12:51.880]   To then say, not only is the cost, $10,000 doesn't come cost financially.
[00:12:51.880 --> 00:12:56.760]   But all the other repercussions of this decision it made to me.
[00:12:56.760 --> 00:13:00.560]   Where is the accountability in the system?
[00:13:00.560 --> 00:13:03.960]   You cannot have, because of a person's position,
[00:13:03.960 --> 00:13:10.560]   one set of rules apply to them, and another set of rules apply to everybody else.
[00:13:11.800 --> 00:13:15.600]   In another way, you're seeing this play out in the universities,
[00:13:15.600 --> 00:13:20.760]   where people pay extra to get their kids a special position in universities.
[00:13:20.760 --> 00:13:23.360]   Now you have a person, because of their position and background,
[00:13:23.360 --> 00:13:27.760]   who's getting treated in a way that nobody else would ever, sorry about that.
[00:13:27.760 --> 00:13:29.400]   Don't get near my sermon here.
[00:13:29.400 --> 00:13:30.440]   >> [LAUGH]
[00:13:30.440 --> 00:13:34.680]   >> That would ever get close to this type of treatment.
[00:13:34.680 --> 00:13:39.400]   Our officers did hard work day in and day out,
[00:13:39.400 --> 00:13:44.640]   countless hours, working to unwind what actually happened that night.
[00:13:44.640 --> 00:13:51.000]   The city saw its reputation dragged through the mud.
[00:13:51.000 --> 00:13:54.480]   But I remind everybody, it was not just the officer's work.
[00:13:54.480 --> 00:13:59.400]   That work, a piece of that work, was shown to a grand jury.
[00:13:59.400 --> 00:14:03.000]   And they made a decision based on only a sliver of the evidence.
[00:14:03.000 --> 00:14:08.080]   And as I remember correctly, somebody wanted to have that evidence in the day,
[00:14:08.080 --> 00:14:10.800]   and the thing is, the superintendent said, their day in court, so
[00:14:10.800 --> 00:14:12.440]   all the evidence could be made public.
[00:14:12.440 --> 00:14:14.600]   Because of the judge's decision,
[00:14:14.600 --> 00:14:17.680]   none of that evidence will ever be made public.
[00:14:17.680 --> 00:14:21.680]   None of it.
[00:14:21.680 --> 00:14:27.960]   This is without a doubt a whitewash of justice and sends a clear message
[00:14:27.960 --> 00:14:33.960]   that if you're in a position of influence and power, you'll get treated one way.
[00:14:33.960 --> 00:14:35.400]   Other people will be treated another way.
[00:14:35.400 --> 00:14:38.640]   There is no accountability than in the system.
[00:14:38.640 --> 00:14:40.560]   It is wrong, full stop.
[00:14:40.560 --> 00:14:45.080]   >> So even incredibly corrupt people like Emmanuel know you can't defend this.
[00:14:45.080 --> 00:14:47.400]   The whole thing's illegal.
[00:14:47.400 --> 00:14:49.720]   You've got Obama's fingerprints all over it.
[00:14:49.720 --> 00:14:52.680]   When we come back, I've got really where this is all going.
[00:14:52.680 --> 00:14:55.680]   What I've been saying since last Friday, what I've been saying today,
[00:14:55.680 --> 00:15:03.240]   is that it's because Obama is running these operations with the deep state.
[00:15:03.240 --> 00:15:07.880]   And Trump was asked about it just yesterday, and he said, yeah.
[00:15:07.880 --> 00:15:10.760]   We're obviously thinking this is Obama.
[00:15:10.760 --> 00:15:13.360]   I don't want to say that, but that's what we think.
[00:15:13.360 --> 00:15:15.040]   You can put two and two together.
[00:15:15.040 --> 00:15:18.120]   We'll get his actual quote when we come back, I'll then give the number out.
[00:15:18.120 --> 00:15:19.280]   We'll take a lot of calls today.
[00:15:19.280 --> 00:15:20.680]   We have a bunch of big guests.
[00:15:20.680 --> 00:15:24.800]   I haven't even told you about either that are going to be coming up.
[00:15:24.800 --> 00:15:28.760]   But I cannot overstate what a big moment this is.
[00:15:28.760 --> 00:15:30.280]   They have gone way too far.
[00:15:30.280 --> 00:15:34.160]   They have gotten away with so much that everyone I know is turning against
[00:15:34.160 --> 00:15:36.840]   the left right now, including their own people.
[00:15:36.840 --> 00:15:38.440]   And they're eating their own.
[00:15:38.440 --> 00:15:40.440]   And this is a very dangerous period, though,
[00:15:40.440 --> 00:15:43.040]   because you don't know what they're going to pull next.
[00:15:43.040 --> 00:15:45.320]   These people are entitled and they're crazy.
[00:15:45.320 --> 00:15:46.880]   And they stage stuff.
[00:15:46.880 --> 00:15:51.400]   Just this weekend, I had people threaten me and stalk me, and
[00:15:51.400 --> 00:15:54.880]   then edit video with mainstream media to say I stalked them.
[00:15:54.880 --> 00:15:58.120]   And mainstream media will not link to our raw footage that proves the truth.
[00:15:59.520 --> 00:16:00.720]   Hi, I'm Dan Pilla.
[00:16:00.720 --> 00:16:03.680]   I started fighting the IRS over 40 years ago when they tried to seize my
[00:16:03.680 --> 00:16:04.640]   mother's house.
[00:16:04.640 --> 00:16:06.160]   I sued the IRS and won.
[00:16:06.160 --> 00:16:09.120]   I beat the IRS then, and I've been beating them ever since.
[00:16:09.120 --> 00:16:12.280]   I wrote the book on tax debt settlement, and I've helped thousands of people deal
[00:16:12.280 --> 00:16:14.680]   with tax problems they thought might never be solved.
[00:16:14.680 --> 00:16:15.880]   I can help you too.
[00:16:15.880 --> 00:16:18.840]   If you owe taxes you can't pay, don't wait another day.
[00:16:18.840 --> 00:16:21.040]   There's no such thing as a hopeless tax case.
[00:16:21.040 --> 00:16:25.480]   Call 800-34-NO-TAX or go to my website, danpilla.com.
[00:16:25.480 --> 00:16:28.960]   That's danpilla.com, danpilla.com.
[00:16:28.960 --> 00:16:32.880]   >> The United States of Empire is a book that claims the United States
[00:16:32.880 --> 00:16:35.280]   is the empire of the world.
[00:16:35.280 --> 00:16:38.320]   George Washington had warned us against foreign wars.
[00:16:38.320 --> 00:16:44.200]   The United States of Empire shows that World Wars I and II left England broken.
[00:16:44.200 --> 00:16:48.040]   Its former colony, the US, had to save the empire.
[00:16:48.040 --> 00:16:49.320]   Was there ever a vote?
[00:16:49.320 --> 00:16:50.640]   Who do we fight for?
[00:16:50.640 --> 00:16:53.560]   The deep state began with World War I.
[00:16:53.560 --> 00:16:58.920]   The United States of Empire by James Dunn, available at Amazon Books.
[00:16:58.920 --> 00:17:02.640]   Hunters, anglers, campers, and survivalists, get back to nature.
[00:17:02.640 --> 00:17:07.000]   Expand your horizons with the highest quality, most versatile, unique slingshots
[00:17:07.000 --> 00:17:09.920]   and sling bows on the market at slingbow.com.
[00:17:09.920 --> 00:17:13.880]   Slingbow products are compact and models start from just $17.98.
[00:17:13.880 --> 00:17:16.960]   They're perfect for your bug out bag or storing in your vehicle.
[00:17:16.960 --> 00:17:21.080]   Give yourself and your loved ones the excitement and tradition of slingbow,
[00:17:21.080 --> 00:17:25.680]   a new frontier in archery, and truly modern twist on this primitive survival tool.
[00:17:25.680 --> 00:17:28.760]   Feel the thrill only at slingbow.com.
[00:17:28.760 --> 00:17:30.600]   Fully cooked, ready to eat bacon.
[00:17:30.600 --> 00:17:35.400]   I'm talking thick, meaty, center cut, presidential bacon, savory and delicious.
[00:17:35.400 --> 00:17:38.920]   I buy some, I use some, I store some, awesome.
[00:17:38.920 --> 00:17:43.600]   No refrigeration needed with a 10-year shelf life, NASA-packed technology.
[00:17:43.600 --> 00:17:48.200]   Bacon, fully cooked, fully hydrated, ready to eat right from the pack bacon,
[00:17:48.200 --> 00:17:49.680]   or warm and served.
[00:17:49.680 --> 00:17:51.960]   Life-saving, ready to eat bacon.
[00:17:51.960 --> 00:17:53.720]   10-year shelf life bacon.
[00:17:53.720 --> 00:17:56.560]   Ships free at fullycookedbacon.com.
[00:17:56.560 --> 00:17:58.400]   Fullycookedbacon.com.
[00:18:00.120 --> 00:18:03.720]   InfoWars Life is bringing you a breakthrough in modern medicine.
[00:18:03.720 --> 00:18:05.520]   Introducing Pollen Block.
[00:18:05.520 --> 00:18:10.800]   We have found an extraordinary new, natural way to alleviate seasonal distress symptoms,
[00:18:10.800 --> 00:18:17.560]   including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:18:17.560 --> 00:18:22.840]   In the 1960s, researchers in France noticed that people who ate certain quail eggs
[00:18:22.840 --> 00:18:26.760]   experienced less seasonal immune and inflammatory responses.
[00:18:26.760 --> 00:18:29.560]   They began studying this effect in published trials,
[00:18:29.560 --> 00:18:32.680]   and decades later, we now have the fruit of this research.
[00:18:32.680 --> 00:18:37.760]   A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:18:37.760 --> 00:18:40.360]   Pollen Block is natural and effective.
[00:18:40.360 --> 00:18:42.080]   It is not an antihistamine.
[00:18:42.080 --> 00:18:47.160]   In fact, current research has found that it actually acts by blocking the activity of tryptase,
[00:18:47.160 --> 00:18:52.120]   which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:18:52.120 --> 00:18:54.760]   Go outside and enjoy the air you breathe.
[00:18:54.760 --> 00:18:59.760]   Head to InfoWarsLife.com and grab a pack of our Pollen Block chewable tablets.
[00:18:59.760 --> 00:19:04.520]   Alex Jones here with an extremely exciting announcement
[00:19:04.520 --> 00:19:07.520]   that will be a gift to yourself and a gift to the InfoWar
[00:19:07.520 --> 00:19:09.680]   to fight the globalist and limit a free society.
[00:19:09.680 --> 00:19:13.240]   Several years ago, I set out with top formulators in the US
[00:19:13.240 --> 00:19:17.280]   to create the strongest, most concentrated, over-the-top,
[00:19:17.280 --> 00:19:22.640]   stamina, libido, workout, brain formula that is safe.
[00:19:22.640 --> 00:19:25.560]   I know from using this myself the last few months
[00:19:25.560 --> 00:19:27.280]   and from seeing my friends and family use it
[00:19:27.280 --> 00:19:31.160]   that this new product is going to end up being the number one best-selling product
[00:19:31.160 --> 00:19:33.760]   at InfoWarsLife.com because it works so well.
[00:19:33.760 --> 00:19:35.680]   This is a gift you want to give yourself,
[00:19:35.680 --> 00:19:37.880]   and then rest assured you're fighting the InfoWar,
[00:19:37.880 --> 00:19:41.960]   so it's a total, absolute, sure win, no lose equation.
[00:19:41.960 --> 00:19:46.800]   Try Alpha Power, exclusively available at InfoWarsLife.com for yourself.
[00:19:46.800 --> 00:19:48.680]   Ladies and gentlemen, it's non-GMO.
[00:19:48.680 --> 00:19:49.600]   It's for your brain.
[00:19:49.600 --> 00:19:50.320]   It's for sports.
[00:19:50.320 --> 00:19:52.520]   It's for activities, and it's made in the USA.
[00:19:52.520 --> 00:19:55.720]   Get your Alpha Power today at InfoWarsLife.com.
[00:19:55.720 --> 00:19:59.560]   Everybody needs to try Alpha Power today.
[00:19:59.560 --> 00:20:06.400]   You're listening to The Alex Jones Show.
[00:20:06.400 --> 00:20:26.400]   [MUSIC]
[00:20:26.400 --> 00:20:30.480]   You found it, the tip of the spear of the front lines in the information war
[00:20:30.480 --> 00:20:34.560]   on this Wednesday, March 27th, 2019 transmission.
[00:20:34.560 --> 00:20:35.680]   I'm your host, Alex Jones.
[00:20:35.680 --> 00:20:37.920]   So I'm going to get the number out.
[00:20:37.920 --> 00:20:41.240]   We're going to take your calls throughout the rest of the three and a half hours we
[00:20:41.240 --> 00:20:43.000]   left of this broadcast.
[00:20:43.000 --> 00:20:45.160]   We also have a bunch of big guests that I'll tell you about at the start of the
[00:20:45.160 --> 00:20:49.080]   next segment, but let me get back to Jussie Smollett.
[00:20:49.080 --> 00:20:51.000]   This is bigger than the TV show Empire.
[00:20:51.000 --> 00:20:53.400]   It's bigger than the ridiculous actor.
[00:20:53.400 --> 00:20:55.920]   It's bigger than the false flag he ran.
[00:20:55.920 --> 00:20:59.840]   It's about the corporate system protecting him.
[00:20:59.840 --> 00:21:05.400]   It's about the fact that Obama is clearly involved, along with the producers and
[00:21:05.400 --> 00:21:10.480]   the others from the intel we have, in basically green lighting this.
[00:21:10.480 --> 00:21:13.960]   And when the letter that he staged against himself didn't work,
[00:21:13.960 --> 00:21:15.000]   things had to be upped.
[00:21:15.000 --> 00:21:23.440]   And now we see Empire writers taunt Smollett critics,
[00:21:23.440 --> 00:21:28.200]   slam Chicago journalists, and even the police are being taunted by Smollett.
[00:21:28.200 --> 00:21:33.800]   You reported a bunch of false information, they say.
