[00:00.000 --> 00:24.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[12:55.000 --> 13:05.000]  I shot another video last night, right after from home, a news report filed from home, George Zimmerman found not guilty.
[13:05.000 --> 13:18.000]  And when you watch that video, it's also up on infowars.com, I point out, hey, OJ Simpson, there was a little bit of reasonable doubt.
[13:18.000 --> 13:25.000]  Mainly because the police tried to frame him. It's pretty clear OJ did it. He lost in a civil trial. He's in prison now.
[13:25.000 --> 13:35.000]  But there was a little bit of doubt because of the additives to the blood that currently show us from the blood sample that they'd taken from him and then gone and planted.
[13:35.000 --> 13:42.000]  And there was evidence that the cops had some racism and things. And it wasn't 100% that he'd gone out and done the murder.
[13:42.000 --> 13:50.000]  And so there was reasonable or murderers that was reasonable down. So OJ Simpson had to go free. See, that's how our law is written.
[13:50.000 --> 14:05.000]  It's better that 10 guilty men go free than one innocent man or woman go to prison to quote the famous Maxim that's been said so many of our founding fathers, you name it, and famous judges and lawyers.
[14:05.000 --> 14:14.000]  And our system's got serious problems. It's getting more and more corrupt as we get away from the Bill of Rights and Constitution. But it still is the best system in the world.
[14:14.000 --> 14:30.000]  And you didn't see white people going out and rioting when OJ Simpson, who it looks like killed his wife and her boyfriend, you didn't see a bunch of racial identity stuff going on with that.
[14:30.000 --> 14:42.000]  Even though the media tried to push that because it's divide and conquer. They want you to think along the stereotype of race just instantly because that's easier to program you with than off how somebody actually behaves.
[14:42.000 --> 14:53.000]  It's all how a politician comes their hair and how fancy the suit is and how good looking they are matters more than what they've stood for and what they've done. It's the same thing.
[14:53.000 --> 15:05.000]  It's all about Coke versus Pepsi, Chevy versus Ford, Cowboys versus the 49ers. It's all about simplifying things, dumbing things down. That's what they want.
[15:05.000 --> 15:14.000]  So the reasonable doubt in Zimmerman is, is there reasonable doubt that he didn't go out there looking consciously to killing and that it wasn't premeditated?
[15:14.000 --> 15:25.000]  Clearly reasonable doubt. Is there reasonable doubt that he didn't attack Trayvon first and that Trayvon didn't jump on top of him and beat him up?
[15:25.000 --> 15:32.000]  It leans towards, Trayvon was on top of him, witnesses saw it beating him up. So it creates the reasonable doubt.
[15:32.000 --> 15:45.000]  Zimmerman may actually be in the wrong. He may have actually killed Trayvon Martin and cold blood. That's why they picked these cases in the media because they're so close.
[15:45.000 --> 15:55.000]  You don't know to then build it like a sudden death overtime football game to manipulate us and distract us from all the real stuff that's going on around the world.
[15:55.000 --> 16:00.000]  But it doesn't matter. There was reasonable doubt. So Zimmerman walked.
[16:00.000 --> 16:10.000]  You prepare by purchasing gold, food and firearms. But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[16:10.000 --> 16:20.000]  When you're sleeping or away from home, who's watching out for intruders? Check out Simply Safe. It's a new do-it-yourself home security system that is completely wireless.
[16:20.000 --> 16:30.000]  Go to GetSimplySafe.com. Simply Safe is independent and off the grid. It runs on battery power, so even if the grid goes down, you're protected.
[16:30.000 --> 16:39.000]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit or shed. GetSimplySafe.com.
[16:39.000 --> 16:50.000]  Simply Safe is also ridiculously easy to install yourself in under 20 minutes. So there's no need to let a stranger into your home. If you move or need to relocate, you can take the system with you wherever you go.
[16:50.000 --> 17:10.000]  You aren't always at home, but Simply Safe will stand guard, protecting your property 24 hours a day, 7 days a week. Again, that's GetSimplySafe.com.
[17:20.000 --> 17:30.000]  GetSimplySafe.com. Simply Safe is independent and off the grid. It runs on battery power, so even if you move or need to relocate, you can take the system with you wherever you go.
[17:51.000 --> 18:10.000]  There is an increased need to support our immunity and health. At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[18:10.000 --> 18:23.000]  Our most popular silver-based products are the 32-ounce nano-silver solutions, our 2-ounce nano-silver nasal applicators, as well as our all-natural silver soaps.
[18:23.000 --> 18:34.000]  Just released is our 100% natural silver gel. Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[18:34.000 --> 18:46.000]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[18:46.000 --> 18:59.000]  Visit www.silverlungs.com and click on our store page to find what silver-based products are best for you. That's www.silverlungs.com.
[18:59.000 --> 19:04.000]  Are we choosing our own destiny or has it been pre-selected for us?
[19:04.000 --> 19:09.000]  As we've moved through history, every great leader has had to understand the potential of information.
[19:09.000 --> 19:17.000]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[19:17.000 --> 19:26.000]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[19:26.000 --> 19:33.000]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[19:33.000 --> 19:36.000]  All of this is happening so fast, you need to be ahead of the game.
[19:36.000 --> 19:43.000]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[19:43.000 --> 19:57.000]  Out of another one, another plane to take.
[20:14.000 --> 20:22.000]  Hello, this is Hank Hill and I'm telling you what, you need to listen to Alex Jones.
[20:22.000 --> 20:49.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[20:49.000 --> 20:56.000]  I want to get your take on the state of this republic and on the verdict.
[20:56.000 --> 21:07.000]  Specifically, I want to know what you, the listeners of this broadcast, think about the media spectacle and the government waiting into the middle of this from the federal level,
[21:07.000 --> 21:20.000]  trying to invoke racial division in this nation as a political diversion from the looting of our country by special interests that Obama has been presiding over.
[21:20.000 --> 21:33.000]  And you could say Bush was bad all day, but Obama has accelerated, accelerated globalization, deindustrialization, shutting down our jobs, all part of agenda 21.
[21:33.000 --> 21:44.000]  I want to discuss that, so here's the toll-free number to call in and give me your take on the trial, because people could say, hey Alex, the trial's a diversion, the trial's a distraction.
[21:44.000 --> 21:51.000]  This has been a year and a half fiasco, and now you have seen some riots in different parts of the country.
[21:51.000 --> 21:55.000]  I'm going to break that down in a moment, but thank God it hasn't been too bad.
[21:55.000 --> 22:04.000]  You've got the Justice Department and Obama calling for restricting the Second Amendment because of this now. Today, Obama put a statement out at WhiteHouse.gov.
[22:04.000 --> 22:12.000]  You've got Harry Reid saying the Justice Department's looking at this. The Justice Department has run all sorts of criminal operations.
[22:12.000 --> 22:22.000]  I mean, it's a complete gang of crooks at the top, and now they're going to wade into this just like the Justice Department got caught last year,
[22:22.000 --> 22:32.000]  spending thousands of dollars a day for months. This is just what we know of funding secret operatives.
[22:32.000 --> 22:43.000]  This has come out in the news. You're a new listener. Just type in Justice Department funded and organized Trayvon Martin demonstrations trying to get violence going,
[22:43.000 --> 22:57.000]  and Obama came out and said, you know, Trayvon looks like the son I've ever had to, again, racially identify with race-based, reverent, right, black, Ku Klux Klan style preaching.
[22:57.000 --> 23:05.000]  See, I don't like the Ku Klux Klan. I've gone out and protested them, and I don't like the New Black Panther Party saying, you know, kill the white people, cut their heads off.
[23:05.000 --> 23:13.000]  I've got some of the articles here today, New Black Panther Party. I would love nothing more than to come home with a cracker's head in my book bag.
[23:13.000 --> 23:19.000]  And then I've got all these MSNBC clips with black people, white people, going, yeah, it's okay to call whites cracker.
[23:19.000 --> 23:26.000]  They are cracker heads and cracker asses, and I mean, you've all heard the clips. I've got like 20 of them in there.
[23:26.000 --> 23:42.000]  So many would be crazy to even play them on air, and it's meant to make me become racial and to make me become a closet racist and be in my group thinking everybody of color hates me.
[23:42.000 --> 23:52.000]  So the Democratic Party ran the Ku Klux Klan, Senator Byrd, all of them, when whites wouldn't go along with it anymore in the 30s and 40s and 50s, they shifted over to the race party,
[23:52.000 --> 24:00.000]  and now they've tried to organize Hispanics and blacks and others into their own minority Klan groups, which are now the majority.
[24:00.000 --> 24:10.000]  I mean, the Democrats have always been into this, and I'm not even a Republican. I just cold-bloodedly look at politically what they do.
[24:10.000 --> 24:27.000]  And it is amazing when you watch TV shows and movies and the culture from white men can't jump. Imagine if you made a movie with a fake stereotype and said black men can't stay out of jail,
[24:27.000 --> 24:46.000]  or black men can't be good fathers, or black men can't pass tests at school, or black men are drug dealers, which is horrible, out-of-control stereotypes.
[24:46.000 --> 24:57.000]  So I'm saying hypothetically, what if someone put a movie out, but see, oh no, that'd be racist and bad. But when you come out and go on MSNBC, you know, it's good to call whites creepy-ass crackers.
[24:57.000 --> 25:04.000]  I mean, that's an actual clip. Go ahead and cue that one up. We'll play that. You got like 20 of them. We'll play it in the next segment.
[25:04.000 --> 25:08.000]  We're going to play Harry Reid here in a moment and some other stuff before we get to that, and Al Sharpton.
[25:08.000 --> 25:14.000]  But you don't need me to play all this. You hear it every day. You know it's all over the place. So many times I can't even deal with it.
[25:14.000 --> 25:22.000]  Chris Matthews, a slime ball on MSNBC saying if you don't vote for Obamacare, it's because you're racist.
[25:22.000 --> 25:33.000]  You've got Michael Moore saying white people want guns because they're racist. You've got Fox Sports guys saying the NRA is really the new Ku Klux Klan.
[25:33.000 --> 25:41.000]  You've heard that meme. When the Ku Klux Klan was the first group to get laws passed to take black people's guns,
[25:41.000 --> 25:49.000]  the first gun laws were passed by the Democratic Party to be selectively enforced on black people.
[25:49.000 --> 25:56.000]  And that's a fact. So I get to see all these ignorant people being fed by not racist. Let me tell you something.
[25:56.000 --> 26:04.000]  Chris Matthews, Juan Carlos, black, white, doesn't matter on MSNBC. They know they're just playing racial divide, racial politics.
[26:04.000 --> 26:15.000]  Al Sharpton knows that. Jesse Jackson knows that. These guys know exactly what they're doing. They are playing to the lowest common denominator of their constituents.
[26:15.000 --> 26:23.000]  So I want to take your phone calls on what you saw happen with this trial, but I go back to reasonable doubt.
[26:23.000 --> 26:39.000]  That protects us all. And I didn't like seeing OJ Simpson go free. I thought he was guilty, but there was reasonable doubt. He ended up losing in a civil trial and then continued his criminal activity and is in jail right now.
[26:39.000 --> 26:47.000]  People that have those type of inclinations really can't stop very often, can they, unless they find God, at least generally from the criminology I've studied.
[26:47.000 --> 26:56.000]  But I didn't go out and riot over that because I didn't racially identify with it that, oh, a black guy killed a white woman reportedly or allegedly.
[26:56.000 --> 27:02.000]  So I, I'm going to get all upset. The media invoke this. And again, I have the Justice Department's own numbers here.
[27:02.000 --> 27:10.000]  Black victims of violent crime. This is only up to 2005. See, there's a new report out up to 2011.
[27:10.000 --> 27:18.000]  It always comes out about two years later, that big unified crime report. This says 93%. The new one says 94. It's gotten worse.
[27:18.000 --> 27:33.000]  Let me show you the one from 76 to 95, I mean, 2005, excuse me, about 93% of black homicide victims and 85% of white victims and a single victim and single offender homicides were murdered by someone of their own race.
[27:33.000 --> 27:42.000]  You see that right there? And then it goes over the numbers here of 93% of blacks killed by their own race. That's my whole point.
[27:42.000 --> 27:55.000]  And these numbers are getting worse. It's 94% today. And the numbers are much larger per capita with black on black. In fact, it's 20 times in the new 2011 report.
[27:55.000 --> 28:06.000]  I shot a video on it showing the numbers. It's up on infowars.com showing the graphs, showing the numbers from the Justice Department. 20 times, 20 times,
[28:06.000 --> 28:12.000]  likely to be killed by a black person of your black than by a white person.
[28:12.000 --> 28:32.000]  20 times. And again, no one's upset because we'll start out of a black guy kills a black guy instead of a white guy kills him. And it doesn't matter if the white guy is really native.
[28:32.000 --> 28:43.000]  Really, a South American Indian or at least his mother. Well, that's okay. We'll just say he's white. It's kind of like another white Hispanic shoots a black man dead.
[28:43.000 --> 28:53.000]  And it turns out it was over a woman. It wasn't even racial there, but they're going to call him white, though. You see that with the Aaron Hernandez situation and the Patriots.
[28:53.000 --> 29:00.000]  Because then the media gets to play us off against each other. I'll give the number out and we come back.
[29:00.000 --> 29:10.000]  Now is the perfect time to spring clean your body with Supernatural Silver, a non-toxic disinfectant for the body that can be used internally or externally.
[29:10.000 --> 29:20.000]  It helps the immune system by killing the bacteria, viruses and mold that cause disease. This helps to reduce the workload of your already overworked immune system
[29:20.000 --> 29:35.000]  and allows the immune system to refocus its energy and recharge. Supernatural Silver can help combat over 300 different conditions and it has the ability to kill over 143 types of bacteria, viruses, mold and yeast.
[29:35.000 --> 29:47.000]  Supernatural Silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions and nursing homes
[29:47.000 --> 29:59.000]  to see how Supernatural Silver can change your life. Go to SupernaturalSilver.com. Use the promo code Silver2013 for 20% off and like us on Facebook.
[30:18.000 --> 30:30.000]  For example, purchase a six month supply and get three Patriot Packs free. The Patriot Pack is a 24 day supply of e-foods, quick fix, easy to store food, plus stove, fuel and cook pot.
[30:30.000 --> 30:38.000]  All in an easy to carry bucket. Patriot Packs are the ideal grab and go emergency kit for your car or to have by the back door.
[30:38.000 --> 30:52.000]  It's perfect for your cabin or camping trip this summer or even simply to add more food to your supply free. Call 800-409-5633 or go to e-foodsdirect.com slash Alex and get your free Patriot Pack with purchase.
[30:52.000 --> 31:00.000]  Call 800-409-5633 or e-foodsdirect.com slash Alex and remember free shipping every day.
[31:00.000 --> 31:09.000]  You prepare by purchasing gold, food and firearms. But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[31:09.000 --> 31:19.000]  When you're sleeping or away from home, who's watching out for intruders? Check out Simply Safe. It's a new do-it-yourself home security system that is completely wireless.
[31:19.000 --> 31:35.000]  Go to GetSimplySafe.com. Simply Safe is independent and off the grid. It runs on battery power, so even if the grid goes down, you're protected. It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit or shed.
[31:35.000 --> 31:49.000]  GetSimplySafe.com. Simply Safe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home. If you move or need to relocate, you can take the system with you wherever you go.
[31:49.000 --> 31:59.000]  You aren't always at home, but Simply Safe will stand guard protecting your property 24 hours a day, 7 days a week. Again, that's GetSimplySafe.com.
[31:59.000 --> 32:09.000]  Introducing Pro 1. All of your filtration in one system, portable on the go. No more do you have two or three filters to just reduce sodium fluoride.
[32:09.000 --> 32:26.000]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid. Advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[32:26.000 --> 32:50.000]  It is the only one that does it and out of the gates. We have it discounted at 10% off with promo code water. This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilic acid, the most common form of fluoride not covered by other fluoride filter brands and sodium hexafluorosilicate.
[32:50.000 --> 32:59.000]  Get your Pro Pure with a new Pro 1 filter today at infowarstore.com or by calling 888-253-3139.
[33:21.000 --> 33:49.000]  I want your take on the trial on the verdict and the aftermath. The toll free number to join us live on this Sunday transmission is 877-789-ALEX, that's 877-789-2539 and we'll get you up and on the air.
[33:49.000 --> 34:02.000]  877-789-2539, that's the topic we're talking about. I don't screen your calls but when I'm on a topic, if you're calling about something else, I'm going to have to hang up on you because I want to really be able to debate this.
[34:02.000 --> 34:17.000]  And by the way, if you're one of the people on YouTube or on infowars.com saying, you know, I'm a white racist because I think that that was a fair trial we just saw and that you're going to kill me, you're welcome to call into the show.
[34:17.000 --> 34:30.000]  And like use that magic word that's supposed to make me fall over in fear and just beat myself in the head saying, I'm a racist, I'm a racist, I feel so horrible.
[34:30.000 --> 34:41.000]  OJ Simpson probably killed his wife. Simpson probably did. He was found guilty in the civil trial. He's in prison now for another issue.
[34:41.000 --> 34:48.000]  But I was not upset when he went free because there was a very small reasonable doubt.
[34:48.000 --> 34:57.000]  Much bigger reasonable doubt with Zimmerman because the question there was, did he kill him on purpose? Did he set out to go kill him?
[34:57.000 --> 35:07.000]  Or did it cause a confrontation, a stupid confrontation, something that Zimmerman shouldn't have done and then Trayvon initiated the force.
[35:07.000 --> 35:13.000]  And there's reasonable doubt that Trayvon did do that.
[35:13.000 --> 35:24.000]  Do you understand that? That's how the law works. I know most people that get in trouble just go plea bargain immediately and never actually go to trial on any issue.
[35:24.000 --> 35:33.000]  But if you know the Bill of Rights Constitution and what it comes out of Magna Carta 1215, jurisprudence, if you study this, it is a beautiful system.
[35:33.000 --> 35:41.000]  The problem is we don't use it very often. But in a high profile case, lawyers want to get a big name so you can get a pretty fair trial.
[35:41.000 --> 35:48.000]  Our system set up for the guilty to protect the innocent.
[35:48.000 --> 35:53.000]  Let me tell you, countries where they can throw anybody they want in jail are scary. They disappear wherever they want.
[35:53.000 --> 35:59.000]  And the United States more and more is going down that path and becoming like that.
[35:59.000 --> 36:04.000]  In ancient times, no matter where you were in the world, the king could say, take them away. Well, I think you're guilty.
[36:04.000 --> 36:07.000]  Well, the high priest says you've got devils in you.
[36:07.000 --> 36:13.000]  Why the local priest says you're a witch. We're going to burn you at the state.
[36:13.000 --> 36:22.000]  So the Magna Carta was developed to say no to all of that. And that's the system we've got. It's a terrible system.
[36:22.000 --> 36:33.000]  What's the best system I've ever seen? And I've studied them all. So I don't have a dog in this fight.
[36:33.000 --> 36:39.000]  And I see the incredible, they call it reverse racism. It's not reverse racism. It's racism.
[36:39.000 --> 36:46.000]  It's as if, oh, a black person is being racist. That's reverse racism because only whites can be racist.
[36:46.000 --> 36:58.000]  It's incredible to live in a country like this where inherently you can talk about any white person, any way you want in the media or in the culture
[36:58.000 --> 37:02.000]  and say whatever horrible things you want. And it's cute and it's funny.
[37:02.000 --> 37:07.000]  Black comedians, other comedians, minority comedians that are really the majority, they can say whatever they want.
[37:07.000 --> 37:14.000]  But if a white comedian makes a racial joke, their career is over.
[37:14.000 --> 37:21.000]  Because it uses a political weapon. And I don't have any guilt. I haven't done anything wrong. And I'm sick of it.
[37:21.000 --> 37:25.000]  And again, you can go to infowars.com. Look at the comments. It's a minority of them.
[37:25.000 --> 37:30.000]  But look at it. I mean, these people are in there saying, we're going to kill you.
[37:30.000 --> 37:38.000]  And then we did reports in the last few weeks, said, look at the thousands of tweets today calling for violence, organized looting, you know,
[37:38.000 --> 37:44.000]  people's entertainment if he is found not guilty and no one being arrested, no one getting in trouble.
[37:44.000 --> 37:52.000]  But the cases all the time where somebody in school goes, you know, let's play water gun fights and pretend like we're shooting each other
[37:52.000 --> 37:57.000]  and you get arrested or you're playing a video game. You're like, yeah, man, this is like shoot, shoot them up.
[37:57.000 --> 38:03.000]  Like, you know, I'm going to kill everybody in the town. And the guy, it was from San Marcos, a 16-year-old kid, you know,
[38:03.000 --> 38:11.000]  he was in jail as a terrorist for saying that when it's clearly a joke. But then when it's protected by the White House,
[38:11.000 --> 38:17.000]  when the White House is out there saying, let's turn in our guns, you know, guns are racist. Obama's out today saying,
[38:17.000 --> 38:22.000]  let's let's restrict our guns rights because of Trayvon, making a martyr out of him.
[38:22.000 --> 38:25.000]  You know, the patron saint of turning your guns in and being a slave.
[38:25.000 --> 38:32.000]  If Obama has his way and Al Sharpton, everybody saying this is a travesty and there's going to be, you know, there's going to be problems
[38:32.000 --> 38:38.000]  with other pundits saying there'd be riots. We point out, hey, folks are calling for them. We hope there aren't.
[38:38.000 --> 38:49.000]  Then Time Magazine, I've got the article again up on infowars.com, comes out and says, headline, it's racist to say blacks may riot
[38:49.000 --> 38:56.000]  if there is a not guilty verdict, not pointing out the thousands of tweets today or the other black pundits
[38:56.000 --> 39:06.000]  or the new Black Panther Party calling for it and all this stuff, acting like in a vacuum, this was said.
[39:06.000 --> 39:14.000]  And then there's only a few events in Detroit, a few events in New York, a few events in Oakland, buildings being burned,
[39:14.000 --> 39:19.000]  trash cans being burned, police cars being beat up, windows knocked out.
[39:19.000 --> 39:26.000]  That article, Oakland hit by riots, a presumed and verdict, demonstrators smashed windows, attacked police cars, start fires.
[39:26.000 --> 39:30.000]  Thank God it didn't get worse. There's no apology from Time Magazine.
