[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[04:07.000 --> 04:13.000]  and say that's the best piece of material out there to expose the whole left-right paradigm, the entire agenda.
[04:13.000 --> 04:19.000]  And obviously, I've got a bunch of high-tech globalist matrix type news to go over.
[04:19.000 --> 04:31.000]  And then Jesse Ventura is going to be joining us. I taped the interview because it was going to be audio Skype from basically the desert coast of Baja.
[04:31.000 --> 04:40.000]  But by the grace of God, it was good audio. So I wanted to tape it in case there were problems. We could edit out any problems, but it was all, it's going to be unedited.
[04:40.000 --> 04:47.000]  It was a 35-minute interview. And people are like, well, why do you care so much of Jesse Ventura's being destroyed in the media?
[04:47.000 --> 04:56.000]  Because it's a PSYOP. And it signals they're going after anti-war activists right now. And he's my friend. And yes, it's all a big lie.
[04:56.000 --> 05:17.000]  That's coming up. Stay with us. We'll break it down.
[05:29.000 --> 05:38.000]  Make 2012 the year you take control by getting prepared. E-Foods Direct introduces the best way to build your food supply in the 21st century.
[05:38.000 --> 05:56.000]  Get a 21-day supply of food free with purchase. Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex. Take back control in 2012. Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[05:56.000 --> 06:03.000]  Remember, you can bet your life on eFoods Direct.
[06:03.000 --> 06:09.000]  You are listening to an Infowars.com frontline report.
[06:09.000 --> 06:21.000]  If you are receiving this transmission, you are the resistance.
[06:21.000 --> 06:34.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide its Alex Jones.
[06:34.000 --> 06:45.000]  Well, this is going to be a doozy of a Sunday special report. We are live, ladies and gentlemen, blasting out across the planet on the AM and FM dial.
[06:45.000 --> 06:53.000]  Number one, when it comes to podcast and audio streams on the internet, number one radio show or in the shot cast and many other metrics, Infowars.com.
[06:53.000 --> 07:01.000]  And of course, the weekday show, 11 to 2 central during the day is also carried by XM. We've got to work on them picking up the Sunday show.
[07:01.000 --> 07:10.000]  I know they pick it up live during the day and re-earn it at night. In fact, that's an idea next week. We need to talk to the XM folks and get the show on Sunday.
[07:10.000 --> 07:17.000]  Okay. Very important transmission lined up for you today.
[07:17.000 --> 07:25.000]  We obviously had a clip show with it being the beginning of the year last Sunday, but we are here.
[07:25.000 --> 07:35.000]  And I want to thank those of you out there for joining us. I know there's important things going on like NFL football, but because our world is being purposefully imploded into a global depression,
[07:35.000 --> 07:44.000]  so that a handful of derivative creating fraudster mega banks can take over the planet via crony capitalism, the opposite of free market.
[07:44.000 --> 07:51.000]  A lot of you do realize that this information is absolutely vital. Let me say this out of the gates.
[07:51.000 --> 07:59.000]  We have Jesse Ventura joining us from his home in Baja, California. He's never done an interview from Mexico.
[07:59.000 --> 08:05.000]  He goes down there a few months off and on during the year to get out of the Minnesota winters.
[08:05.000 --> 08:14.000]  He joined us via Audio Skype. It's very good audio. I interviewed him before. We went live today in case there were any problems.
[08:14.000 --> 08:21.000]  Why is Jesse Ventura our top story? Not the collision course for war with Iran.
[08:21.000 --> 08:29.000]  Iran decides to close the Strait of Hormuz if oil exports blocked and they're now getting ready to cut off Iran's oil.
[08:29.000 --> 08:35.000]  That's happening in the EU right now. American, British, Israeli and Iranian warships sailing towards confrontation.
[08:35.000 --> 08:42.000]  IAEA prepared to react to any oil spill disruption. No steps planned now.
[08:42.000 --> 08:49.000]  Financial Times of London, Iran, Israel, US planned Gulf exercises. Iran said, of course, last Wednesday,
[08:49.000 --> 08:55.000]  in their official government publications, that if any US ships or Israeli or NATO enter the Strait of Hormuz,
[08:55.000 --> 09:02.000]  it will be their last warning, which is a threat for military attack. Not the best for Iran to be...
[09:02.000 --> 09:06.000]  I guess they realize it's a foregone conclusion. They're going to be attacked.
[09:06.000 --> 09:11.000]  Israel vows to treat hackers like other terrorists. That's already happening here in the US.
[09:11.000 --> 09:16.000]  It is all coming up. And the reason the Ventura thing is going to be our top story,
[09:16.000 --> 09:20.000]  I'll get into the Iran more in the second hour today,
[09:20.000 --> 09:28.000]  is because if we don't stand with somebody when they're under an artificial, manufactured character assassination,
[09:28.000 --> 09:34.000]  like Ron Paul, myself, Jesse Ventura or others, we're going to hang separate.
[09:34.000 --> 09:42.000]  As Founding Father Benjamin Franklin said, we either hang together or hang separate, meaning from the end of a rope.
[09:42.000 --> 09:47.000]  And people are like, what are you talking about? And I'll get into some of the news before we get into this,
[09:47.000 --> 09:56.000]  when Jesse's son joins his first filmmaker, director, TV host, Tyra Elventur, a great political mind in his own right.
[09:56.000 --> 10:01.000]  And then I'm going to air the interview with Jesse that I just did a few hours ago, about an hour and a half ago.
[10:01.000 --> 10:09.000]  And towards the end, there's parts of it, at the end, I'm not even going to air because it sounded like Jesse was just beside himself.
[10:09.000 --> 10:15.000]  I've never heard him like this. They're attempting to destroy Jesse Ventura because he is a loose cannon.
[10:15.000 --> 10:21.000]  And by loose cannon, wild card, he really says what he believes. He's a real guy. I've known him for about six, seven years now.
[10:21.000 --> 10:33.000]  He's a real guy. And MSNBC later admitted that they had hired him and paid him $9.5 million so that they could basically not let him be anti-war during the Gulf War
[10:33.000 --> 10:39.000]  and hold him via contractually that he couldn't do any media interviews for three years.
[10:39.000 --> 10:46.000]  So from 2003 to 2006, you've never heard him speak out because the system saw him as a major contender then.
[10:46.000 --> 10:52.000]  And they've done the focus groups. They know that anybody seen as anti-establishment is popular right now.
[10:52.000 --> 10:58.000]  That's why Ron Paul is so popular and number two or number one in all the major polls now.
[10:58.000 --> 11:11.000]  Even though he's older, even though he's scholarly but doesn't have a lot of thunder and lightning in him, he's very popular and the system's trying to destroy him.
[11:11.000 --> 11:22.000]  There's an ad track back to Huntsman operators, and this is all at infowars.com that came out Thursday that Fox News, CNN, and others ran making fun of Asian people and implying it was a Ron Paul ad.
[11:22.000 --> 11:33.000]  And the media knows this and won't retract the fact that they blamed it on Ron Paul. They've hired people to dress up in hasty outfits to say racist things to blame it on Ron Paul.
[11:33.000 --> 11:43.000]  There is no level of dirty trick that they won't engage in. And so it's not just about Jesse Ventura. It's about how they can destroy people.
[11:43.000 --> 11:55.000]  And I've experienced this. I was protesting Obama and covering it at the DNC 2008. And Michelle Malcolm was there and she'd accused me of lying about the Marines throwing a puppy off a cliff.
[11:55.000 --> 12:01.000]  And she said it was a robot puppy and was probably staged. And of course the Marines had already admitted it was a real event.
[12:01.000 --> 12:09.000]  And I walked up to her and I said, how dare you say I was a liar. I said admit it to be a real puppy. Now admit you were wrong.
[12:09.000 --> 12:15.000]  And the people that were with her sort of getting in my face and bumping into me. So I shoved one of them back and they almost fell over.
[12:15.000 --> 12:19.000]  I couldn't believe it. Two of them almost fell over. Barely shoved them. It was like they were dominoes or something.
[12:19.000 --> 12:25.000]  And then they brought in these other guys I later learned had left with them who stood behind me and were wearing masks and hats.
[12:25.000 --> 12:29.000]  It's all online screaming kill Michelle Malcolm, kill Michelle Malcolm.
[12:29.000 --> 12:34.000]  And within an hour of this happening, I had national TV calling me saying, why'd you say killer?
[12:34.000 --> 12:39.000]  Denver Post and Dallas Morning News. And I knew right then they'd moved so fast. It was a Psyop.
[12:39.000 --> 12:44.000]  So I got back to the hotel, reviewed our footage and had them on tape screaming kill Michelle Malcolm.
[12:44.000 --> 12:49.000]  And I had the footage showing they left with her. So I got that up quickly, stayed up late, got it on YouTube.
[12:49.000 --> 12:56.000]  By the time I went on coast to coast AM because they asked me on to answer for this because they'd seen the national news and I'd say killer.
[12:56.000 --> 13:01.000]  Killer, defenseless woman. And I was able to say, here is the video. And everybody watched it.
[13:01.000 --> 13:06.000]  They got, you know, half a million hits or whatever views. People said, wow, they set him up.
[13:06.000 --> 13:09.000]  I forced retractions in newspapers across the country.
[13:09.000 --> 13:15.000]  I threatened to sue the Dallas Morning News. They would not retract, but they were so discredited.
[13:15.000 --> 13:22.000]  I said, fine, I'm like, I don't have time to sue you because obviously the tide turned and it backfired on them.
[13:22.000 --> 13:29.000]  We are change an activist group that, you know, I basically inspired and helped set up all across the country to fight the globalist.
[13:29.000 --> 13:40.000]  They were protesting Laura Bush and suddenly a lay, a man jumped out of a dark alley by the Barnes and Noble for the ramming his daughter into the reporters with her in a wheelchair saying, don't attack my daughter.
[13:40.000 --> 13:47.000]  It was all in the news. 9 11 truthers attacked girl in wheelchair. They went all the way to trial. The Secret Service got on stand.
[13:47.000 --> 13:54.000]  NYPD lied and said they attacked. The Secret Service would not lie and said, no, that man with his daughter in a wheelchair came out of nowhere and rammed them.
[13:54.000 --> 14:00.000]  And we even had video of the guy screaming, don't do it. Please, why are you attacking me?
[14:00.000 --> 14:05.000]  But it didn't matter. The media, the New York Post, Rupert Murdoch ran with it.
[14:05.000 --> 14:15.000]  And so we've seen this over and over again and they had to retract though in the New York Post when they were found not guilty in court and the Secret Service agent did their duty and did not lie.
[14:15.000 --> 14:23.000]  NYPD absolutely disgraced themselves. Absolutely disgraced themselves.
[14:23.000 --> 14:33.000]  And so they could do this anytime. They could pull me over and claim I'm on PCP. They could pull me over and do anything.
[14:33.000 --> 14:38.000]  And I've been threatened with all sorts of stuff. They could beat me up in the parking lot. That's happened before.
[14:38.000 --> 14:45.000]  So just understand, folks, those of us that are right out at the tip of the spear are under attack.
[14:45.000 --> 14:54.000]  And Jesse out of the blue said, I just want to say that me and my wife will never commit suicide either. He's going to have to drive back up in his RV from Baja, Mexico.
[14:54.000 --> 15:01.000]  And he, you know, off the record, you know, they're going to take, they said, don't say we're going to do off the record, but then Jesse said it on air with me.
[15:01.000 --> 15:13.000]  We haven't aired it yet. You know, he said he's already got the wheels rolling. He's going after all of them. He asked him because if you're a new listener or you didn't see 10 times I know of or more on Fox News,
[15:13.000 --> 15:23.000]  they had this quote, most deadly sniper on who's got a book out to say, to say that he beat up Jesse Ventura.
[15:23.000 --> 15:30.000]  And because Jesse said he's glad troops are dying. And then, and of course there's no witnesses, no nothing.
[15:30.000 --> 15:39.000]  And just totally is incredible meant to assassinate his character. So I hope Chris Kyle, this Navy SEAL guy enjoys this because Ventura is 110% coming after you.
[15:39.000 --> 15:46.000]  And he beat Vince McMahon in lawsuits and many others. I mean, he's not litigious, but I mean, you just better look out.
[15:46.000 --> 15:55.000]  So that's all coming up. And they're wanting to assassinate his character now because they know they've been tapping his phones.
[15:55.000 --> 16:00.000]  Obviously, I know what he was planning to do politically. They want to destroy him before he runs for president.
[16:00.000 --> 16:08.000]  Hi, folks. This is Alex Jones. I'm looking for people that have the wisdom to spot savings, opportunity and recognize risk.
[16:08.000 --> 16:19.000]  Saving means to make money. The Calben Pure Soap Company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[16:19.000 --> 16:27.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants or antibacterials.
[16:27.000 --> 16:35.000]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores and a terrorizing clothing called lint.
[16:35.000 --> 16:40.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[16:40.000 --> 16:48.000]  Getting a free catalog is easy by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[16:48.000 --> 17:17.000]  Take charge of your health now by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[17:17.000 --> 17:22.000]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[17:22.000 --> 17:29.000]  They call it a survival seed bank and it can produce an endless supply of nutrient dense food for you and your family.
[17:29.000 --> 17:37.000]  And here's the best part, these seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden.
[17:37.000 --> 17:47.000]  So visit them today at survivalseedbank.com. That's survivalseedbank.com or give them a call at 877-327-0365.
[17:47.000 --> 17:56.000]  That's 877-327-0365. Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[17:56.000 --> 17:59.000]  This is Alex Jones for survivalseedbank.com.
[17:59.000 --> 18:07.000]  You've heard Alex explain how the Silver Lunges Generator infuses the respiratory system with your self-produced colloidal silver solutions,
[18:07.000 --> 18:15.000]  yet many are unaware of the entire function of the Silver Lunges System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[18:15.000 --> 18:20.000]  My name is Mario Safaldi and I'm the developer of the Silver Lunges Generator.
[18:20.000 --> 18:25.000]  Not only does the Silver Lunges System produce endless colloidal and ionic silver solutions,
[18:25.000 --> 18:33.000]  it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[18:33.000 --> 18:41.000]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[18:41.000 --> 18:51.000]  Be sure to watch our new 7-minute video tour of the Silver Lunges System at www.silverlungs.com to learn more about how the Silver Lunges System works.
[18:51.000 --> 18:55.000]  As well, we are always ready to answer any questions you may have.
[18:55.000 --> 19:21.000]  That's www.silverlungs.com.
[19:29.000 --> 19:33.000]  Make 2012 the year you take control by getting prepared.
[19:33.000 --> 19:38.000]  eFoodsDirect introduces the best way to build your food supply in the 21st century.
[19:38.000 --> 19:41.000]  Get a 21-day supply of food free with purchase.
[19:41.000 --> 19:46.000]  Call 800-409-5633 or go to eFoodsDirect.com.
[19:46.000 --> 19:56.000]  Take back control in 2012. Call 800-409-5633 or go to eFoodsDirect.com.
[19:56.000 --> 20:24.000]  Remember, you can bet your life on eFoodsDirect.
[20:24.000 --> 20:35.000]  All right, so I'll get into the defamation and the political destruction, the attempt of it, of Jesse Ventura coming up.
[20:35.000 --> 20:41.000]  If you don't know the details, they had this Navy SEAL guy with a book that came out last week, claimed that Ventura was running around saying,
[20:41.000 --> 20:47.000]  I'm glad Navy SEALs are dying, which is asinine, and that he punched him out in public, but there's no witnesses.
[20:47.000 --> 20:54.000]  And then it ran all over TV and all over newspapers, as if it was true with no proof.
[20:54.000 --> 21:02.000]  And so all those people will get to be, well, you know what's on something that happens in the courts.
[21:02.000 --> 21:11.000]  So just enjoy yourselves. But again, this is the anatomy of a hit piece of a system desperate to destroy people.
[21:11.000 --> 21:18.000]  So Jesse Ventura coming up and then after that we'll open the phones up and get into some of the other news.
[21:18.000 --> 21:22.000]  But let me get into the top stories right now.
[21:22.000 --> 21:27.000]  Iran decides to close the Strait of Hormuz if oil exports blocked.
[21:27.000 --> 21:36.000]  It's an info wars.com article linking to three different official publications of the Iranian government.
[21:36.000 --> 21:42.000]  The senior commander in Iran's Revolutionary Guard told the National Daily on Sunday
[21:42.000 --> 21:48.000]  that the Iranian government has decided to close the strategic Strait of Hormuz at the mouth of the Persian Gulf
[21:48.000 --> 21:52.000]  if the country's oil exports are blocked and the EU is set to block it.
[21:52.000 --> 21:57.000]  51% of all of their gasoline is imported. They don't have enough refineries for their oil.
[21:57.000 --> 22:08.000]  Also on Sunday, Iranian Army Commander Brigadier General Habaluah Sayari said Iran can block the Strait of Hormuz easily.
[22:08.000 --> 22:12.000]  The threat comes as the European Union prepares to embargo Iranian oil.
[22:12.000 --> 22:15.000]  That means they're going to have the military board the ships.
[22:15.000 --> 22:18.000]  Embargo is an act of war, as Ron Paul said.
[22:18.000 --> 22:24.000]  At the end of the mouth of the Strait of Hormuz and responds to Iran's alleged nuclear weapons program.
[22:24.000 --> 22:29.000]  Just digressing from it. I loved Ron Paul last night in the ABC debate from New Hampshire.
[22:29.000 --> 22:33.000]  Because they were all talking about as Commander-in-Chief, I will attack Iran.
[22:33.000 --> 22:38.000]  And Ron Paul said, listen, let me read to you the Constitution, the subsection.
[22:38.000 --> 22:44.000]  You're not the Commander-in-Chief until Congress that makes the laws, declares war,
[22:44.000 --> 22:51.000]  and then you're handed that declaration of war and directed against the enemy in the declaration.
[22:51.000 --> 22:57.000]  See, people think the President is the boss, not in a republic.
[22:57.000 --> 23:00.000]  They don't trust a President to make war, the Founders didn't.
[23:00.000 --> 23:04.000]  George Washington, Thomas Jefferson, because they can become a dictator.
[23:04.000 --> 23:08.000]  Caesar used that power to become dictator in Rome, 2,060 something years ago.
[23:08.000 --> 23:09.000]  Look it up.
[23:09.000 --> 23:17.000]  The Congress that represents the states, 500 plus people, they debate, they vote, they make the decision,
[23:17.000 --> 23:22.000]  then they write up the declaration of war, who it is, what the goal is,
[23:22.000 --> 23:25.000]  and they say you are now the Commander-in-Chief.
[23:25.000 --> 23:27.000]  That hat only goes on.
[23:27.000 --> 23:31.000]  And they always say the Commander-in-Chief and play music into this.
[23:31.000 --> 23:36.000]  They didn't even do that until the 70s.
[23:36.000 --> 23:38.000]  They didn't call them Commander-in-Chief.
[23:38.000 --> 23:40.000]  They didn't wear jackets saying that.
[23:40.000 --> 23:45.000]  They are the Commander-in-Chief when Congress delivers them the law of war.
[23:45.000 --> 23:47.000]  Here is the declaration.
[23:47.000 --> 23:48.000]  Here is the enemy.
[23:48.000 --> 23:50.000]  You are to execute this.
[23:50.000 --> 23:52.000]  You are now the top general.
[23:52.000 --> 23:53.000]  Execute.
[23:53.000 --> 23:54.000]  Execute it.
[23:54.000 --> 23:56.000]  It's like a warrant to a police officer.
[23:56.000 --> 23:59.000]  Can a police officer come in your house without a warrant?
[23:59.000 --> 24:03.000]  No, they can't unless they see criminals with bags of money, you know,
[24:03.000 --> 24:06.000]  running out the front door of the cop chasers when they run back in.
[24:06.000 --> 24:09.000]  That's probable cause right there.
[24:09.000 --> 24:12.000]  A citizen can do that under common law.
[24:12.000 --> 24:14.000]  That's what citizens arrest is.
[24:14.000 --> 24:16.000]  You see somebody shooting people on the street?
[24:16.000 --> 24:18.000]  You can go out and shoot them.
[24:18.000 --> 24:21.000]  You see the tower sniper and UT shooting people?
[24:21.000 --> 24:23.000]  You can go up and fire back at him.
[24:23.000 --> 24:27.000]  The system wants to get rid of common law and bring in the system
[24:27.000 --> 24:29.000]  where only specialized government minions can do it
[24:29.000 --> 24:32.000]  to usurp the rightful power of the people.
[24:32.000 --> 24:34.000]  But I'm digressing.
[24:34.000 --> 24:39.000]  Now before, by the 60s, they stopped declaring war.
[24:39.000 --> 24:41.000]  By Vietnam, completely.
[24:41.000 --> 24:43.000]  Even Korea, they didn't declare war.
[24:43.000 --> 24:46.000]  It was a police action, but it was a big fight in Congress over it.
[24:46.000 --> 24:50.000]  So Congress still authorized the police action for the president,
[24:50.000 --> 24:54.000]  but didn't call it war because of all the things that entailed.
[24:54.000 --> 24:57.000]  By Vietnam, they staged the Gulf of Tonkin attack.
[24:57.000 --> 24:58.000]  Nothing is said.
[24:58.000 --> 25:01.000]  They just do it, but they still have the Gulf of Tonkin resolution
[25:01.000 --> 25:05.000]  that Congress, the president calls for, Congress passes.
[25:05.000 --> 25:09.000]  So to get us away from declarations of war, they still have Congress
[25:09.000 --> 25:12.000]  issue the order, but they call it something else.
[25:12.000 --> 25:15.000]  Congress are slowly abridging it.
[25:15.000 --> 25:20.000]  Right through the Gulf War, before that, Panama in 1987,
[25:20.000 --> 25:25.000]  all of these events, or 88, all of these events,
[25:25.000 --> 25:27.000]  Congress gives the approval.
[25:27.000 --> 25:34.000]  Gulf War I, Gulf War II, Afghanistan, Congress, Congress, Congress.
[25:34.000 --> 25:36.000]  But not under Obama.
[25:36.000 --> 25:39.000]  Obama violates Article I, Section 9,
[25:39.000 --> 25:42.000]  becomes the head of the UN Security Council.
[25:42.000 --> 25:46.000]  That's why they had all these globalist bureaucrats there like Henry Kissinger
[25:46.000 --> 25:51.000]  weeping on C-SPAN when Obama sat as the head of the UN Security Council.
[25:51.000 --> 25:52.000]  It was high treason.
[25:52.000 --> 25:57.000]  I mean, it was an American president serving as the head of the UN Security Council,
[25:57.000 --> 25:58.000]  the real head of the UN.
[25:58.000 --> 26:03.000]  I mean, it was wearing two hats, serving a foreign power, unbelievable.
[26:03.000 --> 26:04.000]  He didn't stop there.
[26:04.000 --> 26:06.000]  Now Obama has all these recess appointments,
[26:06.000 --> 26:07.000]  and they're talking about impeachment.
[26:07.000 --> 26:13.000]  That was in the news Friday, because the Senate has never even heard these.
[26:13.000 --> 26:16.000]  You're supposed to take almost a year without the Senate hearing them
[26:16.000 --> 26:19.000]  before it's a recess appointment, and then they still have to be heard later.
[26:19.000 --> 26:24.000]  He's saying, no, they're permanently federal court heads, federal judges
[26:24.000 --> 26:31.000]  at high level positions at the major courts of appeals and other major courts
[26:31.000 --> 26:33.000]  without Congress having authority.
[26:33.000 --> 26:35.000]  He launched a war in Libya.
[26:35.000 --> 26:37.000]  And when Congress criticized him and said,
[26:37.000 --> 26:38.000]  we'll give you the war power.
[26:38.000 --> 26:39.000]  Just consult us.
[26:39.000 --> 26:42.000]  He said, no, I get my authority from the UN.
[26:42.000 --> 26:46.000]  Remember that letter he put out publicly in the White House.gov and speech is saying,
[26:46.000 --> 26:48.000]  I do this for the credibility of the UN.
[26:48.000 --> 26:51.000]  He's saying to Congress, you have no credibility,
[26:51.000 --> 26:53.000]  meaning the American people who elected him.
[26:53.000 --> 26:54.000]  You have no credibility.
[26:54.000 --> 26:56.000]  I hold this power.
[26:56.000 --> 26:58.000]  And now we have all these clips I played Friday.
[26:58.000 --> 27:02.000]  In fact, later in the second hour we have time.
[27:02.000 --> 27:04.000]  I'll get to these again because there's a bunch of them.
[27:04.000 --> 27:08.000]  I didn't get to all of them on Friday, where he's in all these dozens of speeches saying,
[27:08.000 --> 27:14.000]  Congress is the problem, and I'm going to do this without him now.
[27:14.000 --> 27:15.000]  He says, they're the problem.
[27:15.000 --> 27:19.000]  And the crowds cheer.
[27:19.000 --> 27:23.000]  The president operating on his own, which is what the bureaucracy wants.
[27:23.000 --> 27:24.000]  They want to get rid of Congress.
[27:24.000 --> 27:28.000]  They want to make it basically ceremonial, a rubber stamp.
[27:28.000 --> 27:30.000]  So he's launching wars and saying they're kinetic actions,
[27:30.000 --> 27:33.000]  and he's doing it for the UN and for their credibility.
[27:33.000 --> 27:36.000]  He's got the EPA shutting down power plants.
[27:36.000 --> 27:38.000]  You notice your power bill going up.
[27:38.000 --> 27:43.000]  All over the country, coal-powered plants and others, including dams,
[27:43.000 --> 27:46.000]  so that insiders that have paid him all these contributions like GE,
[27:46.000 --> 27:51.000]  they can generate more power now and charge more because their competition got shut down.
[27:51.000 --> 27:53.000]  They all get waivers, just like on healthcare.
[27:53.000 --> 27:58.000]  All the big unions, McDonald's, all the big insider, Fortune 100, they get waivers.
[27:58.000 --> 28:00.000]  You don't get a waiver.
[28:00.000 --> 28:04.000]  This is what fascism, crony capitalism is.
[28:04.000 --> 28:07.000]  But they socialize your wealth to make you dependent,
[28:07.000 --> 28:10.000]  but then they transfer it to the fascist level above that.
[28:10.000 --> 28:14.000]  All the time, you never hear a Republican talk show host tell you about this.
[28:14.000 --> 28:16.000]  They say all corporations are great.
[28:16.000 --> 28:17.000]  Wall Street's wonderful.
[28:17.000 --> 28:21.000]  Really, with all their tens of trillions in bank or bailout of taxpayer money,
[28:21.000 --> 28:22.000]  you call that free market?
[28:22.000 --> 28:26.000]  That's a bunch of welfare pimps signing us onto their Ponzi schemes.
[28:26.000 --> 28:28.000]  Democrats won't tell you that.
[28:28.000 --> 28:29.000]  Republicans won't tell you that.
[28:29.000 --> 28:34.000]  Only one woman will talk about its Ron Paul.
[28:34.000 --> 28:36.000]  So they're shutting down our energy.
[28:36.000 --> 28:37.000]  They're launching wars.
[28:37.000 --> 28:40.000]  They're passing laws saying the military can secretly arrest Americans,
[28:40.000 --> 28:43.000]  NDAA, torture us, disappear us.
[28:43.000 --> 28:45.000]  They're gearing up for war with Iran.
[28:45.000 --> 28:47.000]  That'll be a great political diversion for them,
[28:47.000 --> 28:50.000]  while they rob us and devalue the dollar.
[28:50.000 --> 28:54.000]  They're violating the Constitution from one end to another.
[28:54.000 --> 28:59.000]  But we're going to look at the anatomy of a hit piece straight ahead.
[29:39.000 --> 29:41.000]  We turned genes inside out.
[29:41.000 --> 29:43.000]  Diamond gusset genes.
[29:43.000 --> 29:46.000]  Made in the USA with unparalleled quality.
[29:46.000 --> 29:50.000]  Our Defender motorcycle genes combine gusset comfort with Kevlar protection,
[29:50.000 --> 29:52.000]  so you can ride all day with confidence.
[29:52.000 --> 29:55.000]  Order yours at gusset.com.
[29:55.000 --> 29:59.000]  Diamond gusset genes got it. Others don't.
[29:59.000 --> 30:04.000]  You may be arrested and or subject to other police action.
[30:04.000 --> 30:05.000]  tyranny is here.
[30:05.000 --> 30:09.000]  The grim future foretold in 1984 has become reality.
[30:09.000 --> 30:11.000]  It really says that the state is God.
[30:11.000 --> 30:14.000]  The United States is now recognized globally
[30:14.000 --> 30:17.000]  as one of the most impressive police states on earth.
[30:17.000 --> 30:21.000]  This film conclusively proves the existence of a secret network of FEMA cares.
[30:21.000 --> 30:23.000]  Now being expanded nationwide.
[30:23.000 --> 30:26.000]  This documentary exposes how the continuity of government program
[30:26.000 --> 30:29.000]  has established an old powerful shadow state.
