[00:00.000 --> 00:02.000]  We've got it
[04:02.720 --> 04:09.360]  He says it but well, that's how Reverend Jackson always says it the Reverend Jesse Jackson
[04:10.080 --> 04:14.520]  Says gun supporters are domestic terrorist. I shouldn't laugh
[04:15.720 --> 04:22.400]  There was a video saying on the on the comments and info wars calm right for showtime like ten minutes for air
[04:22.400 --> 04:24.400]  I laugh so hard. I can hardly go on air
[04:25.280 --> 04:28.320]  You ever laugh so hard it you know makes you start coughing and you can't quit
[04:28.320 --> 04:36.240]  It said Jesse Jackson responds to info wars calm and I thought well, let me put that let me put that YouTube URL in
[04:36.640 --> 04:39.280]  And it was chunk from the goonies
[04:40.480 --> 04:42.480]  And then I realized that actually
[04:43.000 --> 04:46.760]  There is a resemblance to Jesse Jackson. I couldn't believe that
[04:46.760 --> 04:56.760]  Oh my gosh, he's the black chunk
[04:59.120 --> 05:02.440]  You prepare by purchasing gold food and firearms
[05:02.520 --> 05:08.320]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection
[05:08.560 --> 05:14.000]  When you're sleeping or away from home, who's watching out for intruders check out simply safe
[05:14.000 --> 05:20.880]  It's a new do-it-yourself home security system that is completely wireless. Go to get simply safe calm
[05:21.400 --> 05:28.120]  Simply safe is independent and off the grid. It runs on battery power. So even if the grid goes down, you're protected
[05:28.240 --> 05:36.800]  It's completely customizable so you can use it in your home business boat trailer storage unit or shed get simply safe calm
[05:37.480 --> 05:41.880]  Simply safe is also ridiculously easy to install yourself in under 20 minutes
[05:41.880 --> 05:46.520]  So there's no need to let a stranger into your home if you move or need to relocate
[05:46.520 --> 05:48.520]  You can take the system with you wherever you go
[05:48.680 --> 05:55.440]  You aren't always at home, but simply safe will stand guard protecting your property 24 hours a day seven days a week
[05:55.840 --> 05:58.200]  Again, that's get simply safe calm
[05:58.200 --> 06:10.440]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[06:10.440 --> 06:12.440]  No
[06:27.160 --> 06:29.160]  Nobody rides for free
[06:30.840 --> 06:38.640]  The globalist are not going to make our servicemen women mainly men serve two three four five six seven eight nine
[06:38.640 --> 06:44.160]  Tours in the last 12 years and not have massive suicides
[06:45.120 --> 06:46.480]  massive
[06:46.480 --> 06:50.600]  mental problems massive health problems as well
[06:50.600 --> 06:53.920]  Did you know that they make US military personnel?
[06:53.920 --> 07:01.320]  You can look this up go into combat and force them back into combat when they've had legs blown off. Oh, you didn't know that
[07:01.800 --> 07:04.520]  Thank you for joining us ladies and gentlemen. It is
[07:04.520 --> 07:08.680]  Sunday Sunday the third day of
[07:09.480 --> 07:11.480]  February
[07:11.720 --> 07:19.520]  2013 I am Alex Jones your syndicated radio talk show host and I am very very thankful that you have joined us today
[07:21.120 --> 07:27.600]  Wow, where to begin number one, there's new numbers out new numbers out 22
[07:28.560 --> 07:32.960]  Servicemen and women commit suicide every single day
[07:32.960 --> 07:41.720]  That is more than seven times the previous record from the end of the Vietnam War in 1973 74 75
[07:41.880 --> 07:47.000]  When they had bad suicides that is 20 to military veterans commit suicide
[07:48.040 --> 07:53.160]  Every day and I want you to know they're going to talk about the veterans and talk about how great they are and talk about how
[07:53.160 --> 07:59.960]  They love them and and try to connect the veterans and their valor and their their heroism in many cases
[07:59.960 --> 08:07.080]  To the establishment and the criminals that run our government from both political parties and the whole police state
[08:07.080 --> 08:12.640]  They're setting up and even though a lot of these wars have been fraudulent and wrong and have been done for globalist interest
[08:13.280 --> 08:19.000]  Still the men and women of the military that I've met that I know that I've talked to and I've researched
[08:19.160 --> 08:22.880]  they are the most focused awake people out there and
[08:23.720 --> 08:27.920]  They joined because they wanted to defend this Republic
[08:27.920 --> 08:34.800]  And I am sick of all the fake patriotism of oh, thank you for your service to the you know to the country
[08:34.800 --> 08:39.240]  And then okay. Well, can I have a job? Oh, I got to go. I got to go
[08:39.440 --> 08:46.440]  There is a demonization program going on behind the scenes against veterans that's now busting out into the surface
[08:46.440 --> 08:47.440]  and
[08:47.440 --> 08:54.520]  There is a public cover that all the government the media and the system loves veterans
[08:54.520 --> 08:58.520]  There's a lot of charities out there that have been caught raising money for veterans
[08:58.520 --> 09:00.520]  it really doesn't go to the veterans and
[09:00.520 --> 09:05.280]  So I just wanted to mention up front today that we're going to see lots of stuff tonight at the Super Bowl
[09:06.000 --> 09:13.320]  Connecting football and mom and apple pie, you know to the veterans and and and trying to make the political system look good
[09:13.320 --> 09:19.600]  They want you to have the memory of America and the Republic and the Bill of Rights and Constitution that our troops reportedly
[09:20.080 --> 09:21.960]  protect
[09:21.960 --> 09:25.840]  While they dismantle the entire thing in the background
[09:27.200 --> 09:30.920]  While they go to combat ground robots not just drones in the air
[09:31.560 --> 09:36.240]  Humans the globalists believe the ruling technocratic class are obsolete
[09:36.720 --> 09:40.560]  We are not obsolete the tyrants are obsolete the old
[09:41.200 --> 09:42.120]  oligarchal
[09:42.120 --> 09:49.080]  Systems of control that have pledged humanity in every civilization in every culture for more than 6,000 years are obsolete
[09:49.080 --> 09:53.800]  We either end this this system of dumbing down the public and
[09:54.120 --> 10:01.120]  Of playing groups off against each other and Balkanization and divide and conquer or humanity isn't going to make it
[10:02.320 --> 10:06.360]  All right, we got a big broadcast lined up for you again
[10:06.360 --> 10:13.360]  I'm live here on the all holy day of Super Bowl Super Bowl Sunday, and I'm here because
[10:13.360 --> 10:20.600]  Football is not America football is not freedom football is a game that has been turned into nothing
[10:20.600 --> 10:26.320]  But a giant propaganda arm of the globalist and you're going to see ads paid for by the billionaire
[10:26.320 --> 10:33.360]  Bloomberg who got his money from insider operations on the stock exchange the gangsters got armed guards and helicopters and the rest
[10:33.360 --> 10:40.200]  Of it who flies above us. He is sponsoring. He's the main guy giving money to mayors against gun violence like the guns did it
[10:40.200 --> 10:43.880]  Themselves and we're going to play this ad coming up. He's running an ad
[10:43.880 --> 10:51.080]  There's other ads and they're and they're trying to get donations out there to create an anti-gun anti-second amendment move
[10:51.640 --> 10:53.640]  Across the country. They're going to have
[10:54.000 --> 11:00.240]  The little children of Sandy Hook from the choir are being exploited by the globalist mafia
[11:00.240 --> 11:05.000]  They're going to be singing during the halftime. This is this is something I personally
[11:05.000 --> 11:09.880]  personally in boycotting our country's in deep trouble folks and
[11:10.640 --> 11:17.200]  I hear all these other talk show hosts about man. The good thing about being America's Super Bowl. I'm going to savor this big game
[11:17.200 --> 11:23.000]  I'm gonna I want my bill of rights and Constitution. I want my factories back. I want my jobs back
[11:23.000 --> 11:27.520]  I don't want the government shutting down our power plants while China builds three new ones a week
[11:27.520 --> 11:32.880]  I think going into depression is a bad thing. I'm not watching games. I'm defending my
[11:32.880 --> 11:39.920]  Constitutional Republic on this Sunday broadcast and I'm not I don't need to be thanked for coming in on a Sunday
[11:40.160 --> 11:44.320]  It's an honor to be here. It's an honor to be on the radio six days a week
[11:44.840 --> 11:46.840]  Broadcasting all over the world
[11:47.480 --> 11:54.260]  Warning not just the United States, but the planet about the global private crime syndicate known as the New World Order
[11:54.320 --> 11:59.120]  Okay, let me stop right there and tell you what's coming up on the second amendment front today
[11:59.120 --> 12:05.840]  Not just the Super Bowl being turned into a giant anti-gun extravaganza anti-liberty extravaganza
[12:06.880 --> 12:14.400]  Reverend Jesse Jackson says gun supporters are domestic terrorists. The video is up there. He told the Wall Street Journal this
[12:15.200 --> 12:18.960]  four days ago and it made it into two newspapers
[12:20.040 --> 12:23.280]  about Jesse Jackson on gun violence and economic summit and
[12:23.280 --> 12:28.080]  The big bombshell is he says we're gonna have to have reconstruction
[12:28.880 --> 12:31.200]  We're gonna have to have the North take over the South
[12:31.880 --> 12:35.320]  Gun owners are racist. They're the new they're the new
[12:36.480 --> 12:41.040]  What do you call it a Confederacy and and again, that's a talking point
[12:41.040 --> 12:44.400]  I got a bunch of clips we're gonna play right now and they're coming into the next segment
[12:44.640 --> 12:49.280]  We're on all these different shows. You've seen it. You've read it race has nothing to do with it
[12:49.280 --> 12:51.280]  And
[12:52.320 --> 12:57.840]  They're just injecting this to create division. It is unprecedented
[12:58.680 --> 13:04.240]  And you've got Bob Schaefer on CBS saying we defeated Hitler and the Nazis we can defeat gun owners
[13:04.240 --> 13:11.120]  We can take their guns on CBS. He said the president defeated Hitler or the Nazis. No, our grandparents and great-grandparents did
[13:11.840 --> 13:18.040]  Just amazing. We've got other clips of Fox Sports saying look, you know the NRA gun owners of the Ku Klux Klan
[13:18.040 --> 13:20.240]  We've got Jesse Jackson saying
[13:21.240 --> 13:25.240]  And then meanwhile, I see this every few days now. This is just from a few days ago
[13:25.960 --> 13:31.760]  MSNBC has host on mainly white house saying all the racist crackers need to give their guns up
[13:31.800 --> 13:37.480]  Yeah, the Republicans are all just racist crackers. Let me like using the n-word to talk about black people
[13:37.480 --> 13:40.880]  And it's meant to fire up racial division
[13:41.400 --> 13:45.560]  In this country and then politically correct groups can slam
[13:45.560 --> 13:50.440]  Anybody that says hey, I don't like you, you know trying to put me down and everybody else will just their guilt
[13:50.960 --> 13:52.960]  Basically submit to that. So that's coming up
[13:53.680 --> 13:55.680]  also Chris Kyle
[13:55.960 --> 13:57.960]  the
[13:58.480 --> 14:03.340]  Sniper the Navy SEAL sniper was gunned down yesterday up outside Dallas
[14:04.000 --> 14:10.880]  With with the head of his foundation and a PTSD Marine. They've reportedly taken out there. He's been arrested there
[14:10.880 --> 14:16.120]  They've charged him today and and they're saying that this individual and I'll give you his name
[14:16.520 --> 14:21.560]  This individual who had PTSD was under psychiatric care Eddie Ray Roth
[14:22.160 --> 14:25.160]  Is the main suspect in the killing as a three million dollar bond?
[14:25.960 --> 14:31.000]  Now again, you have 22 service people killing themselves a day and that's why I brought that up and
[14:31.440 --> 14:37.320]  Then every couple weeks, you'll hear about a service person killing their wife or their boss or something
[14:37.920 --> 14:39.600]  statistically out of
[14:39.600 --> 14:44.920]  300 and it's now 20 million people. I mean statistically we've shown the statistics FBI gov
[14:46.160 --> 14:51.080]  Mass shootings are 80 80 year 88 people about half those gang related
[14:52.040 --> 14:56.480]  Veterans killing people is not even a thousand a year sounds like a big number
[14:56.480 --> 15:01.440]  But it's it's not even the top hundred causes of death in this country
[15:01.440 --> 15:06.880]  But the media creates this illusion and I remember seeing these Homeland Security reports four years ago
[15:06.880 --> 15:10.040]  When Obama got in suddenly saying veterans gun owners
[15:10.440 --> 15:17.520]  Conservatives libertarians. They're the terrorists. They're gonna attack veterans will use IEDs at every city to bomb police departments
[15:17.520 --> 15:20.800]  Remember that they were given the cops the training and I thought well that doesn't make sense
[15:21.600 --> 15:26.720]  Sure, you've got troops committing suicide. You've got them putting them on psychotropics that say on the insert
[15:26.720 --> 15:33.720]  They can make you commit suicide or go on a psychotic rampage. That's there, but still those numbers won't be high enough to
[15:33.720 --> 15:40.960]  The point is they're going to initiate and stage events. I've been saying that I'm not saying this is staged, but it fits the MO
[15:41.920 --> 15:43.920]  With these psych
[15:43.920 --> 15:49.040]  Psychotropically hopped up mind control subjects to start this stuff and look who it is. It's Chris Kyle
[15:49.160 --> 15:57.200]  We're gonna break that down as well all this and more coming up today. I'm Alex Jones info wars comms the new site
[15:57.200 --> 16:06.120]  Introducing pro one all of your filtration in one system portable on the go. No more
[16:06.120 --> 16:10.040]  Do you have two or three filters to just reduce sodium fluoride?
[16:10.040 --> 16:16.720]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosalic acid advanced
[16:17.000 --> 16:25.480]  Manufacturing technology combines silver impregnated white ceramic with new aqua medics advanced media for removal of fluoride and other heavy metals
[16:25.480 --> 16:29.960]  All in one filter element. It is the only one that does it and out of the gates
[16:29.960 --> 16:33.560]  We have it discounted at 10% off with promo code water
[16:33.560 --> 16:39.240]  This is the only system that in one unit helps reduce or remove pesticides
[16:39.640 --> 16:40.720]  herbicides
[16:40.720 --> 16:41.520]  chloramines
[16:41.520 --> 16:49.960]  Ammonia and chlorine hydrofluorosalic acid the most common form of fluoride not covered by other fluoride filter brands and sodium hexa
[16:49.960 --> 16:59.080]  Fluorosilicate get your pro pure with a new pro one filters a day at infowarstore.com or by calling 888 253 3139
[17:01.360 --> 17:06.840]  If you want an American company with American products made by Americans
[17:06.960 --> 17:09.640]  Here is the cow Ben soap company
[17:09.880 --> 17:13.600]  Alex and his staff have used these pure soap products for years
[17:13.600 --> 17:20.920]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe
[17:21.120 --> 17:26.480]  See them on the web at five stars soap.com or call 800 340
[17:27.360 --> 17:35.240]  7091 for a free catalog buy the one to two months sample package and enjoy soaps that are twice as good as what you're using now or
[17:35.480 --> 17:42.200]  Save big with a one to two year supply of soap for all your cleaning needs. This is an amazing deal
[17:42.200 --> 17:47.160]  You can save thousands of dollars and you will love the way real soap makes you feel
[17:47.520 --> 17:50.960]  See them on the web at five stars soap.com or call
[17:51.240 --> 17:55.440]  800 340 7091 for a free catalog
[17:59.360 --> 18:04.280]  Alex Jones here with a message to fellow freedom lovers the prognosis for the entire planetary
[18:04.280 --> 18:12.320]  Economic system runs from bad to worse the globalist model is to shut down societies and starve patriots out
[18:12.440 --> 18:14.760]  Until they acquiesce to the global takeover
[18:14.760 --> 18:20.280]  That's why we've assembled the most vital and important preparedness items at info wars shop.com
[18:20.280 --> 18:25.640]  These are items that I did research on that I personally use you've got the life straw
[18:25.640 --> 18:33.840]  So you can turn fetted water into safe water anywhere you go the K tour hand crank generator to charge up key equipment during power outages
[18:33.840 --> 18:40.120]  Are out in the field strategic relocation third edition by Joel Scowson when disaster strikes by Matthew Stein
[18:40.280 --> 18:46.320]  They're a safe used by homeland security to protect yourself during any radiological event hand crank shortwave
[18:46.640 --> 18:48.160]  AM FM radios
[18:48.160 --> 18:55.240]  Everything that we've researched and found to be the best is available at info wars shop.com and your purchase makes our info war possible
[18:55.240 --> 18:59.040]  We're getting prepared. Are you info wars shop.com?
[18:59.040 --> 19:04.760]  Millions of people are going to get sick this winter from colds flu and other illnesses. Don't be one of them
[19:04.760 --> 19:12.480]  Protect yourself with super natural silver a revolutionary new broad spectrum antibacterial solution recent advances in silver technology
[19:12.480 --> 19:16.560]  Have resulted in a silver solution that can be used daily to prevent bacteria
[19:16.760 --> 19:19.960]  Viruses mold and food poisoning and help improve wound healing
[19:20.200 --> 19:27.880]  Super natural silver is safe enough to consume every day while powerful enough to destroy the causes of many serious diseases such as streps
[19:27.880 --> 19:31.320]  Staph pneumonia coals flues and other harmful pathogens
[19:31.320 --> 19:38.800]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or
[19:39.080 --> 19:44.000]  Ionic silver solutions the science digest journal says silver is our mightiest germ fighter
[19:44.000 --> 19:47.960]  It is virtually non-toxic and is emerging as a wonder of modern medicine
[19:47.960 --> 19:52.560]  Go to supernatural silver dot com today and use the promo code silver
[19:52.680 --> 19:54.680]  2012 for 20% off that's
[19:54.680 --> 19:58.000]  SupernaturalSilver.com and like us on Facebook
[20:01.160 --> 20:08.720]  Coast to coast direct from Austin you're listening to the Alex Jones broadcasting network network
[20:08.720 --> 20:15.680]  Crashing through the lies and disinformation. It's Alex Jones on the GCN radio network
[20:18.000 --> 20:23.440]  All right, we are back live here. I'm gonna race through the key developments in the battle
[20:23.840 --> 20:26.560]  It's happening right now for the silver
[20:26.560 --> 20:28.480]  Silver is the silver
[20:28.480 --> 20:30.480]  Silver is the silver
[20:30.480 --> 20:32.480]  Silver is the silver
[20:32.480 --> 20:34.480]  Silver is the silver
[20:34.480 --> 20:36.480]  Silver is the silver
[20:36.480 --> 20:38.480]  Silver is the silver
[20:38.480 --> 20:40.600]  Silver was just for the second amendment and we're winning the
[20:41.800 --> 20:47.760]  war right now but that doesn't mean we'll continue to win unless we continue to fight and Forbes is a big article where they
[20:47.960 --> 20:49.960]  contracted a large data mining firm
[20:50.560 --> 20:52.560]  But it's actually tracking what you're saying
[20:52.640 --> 20:58.160]  Not just what fake polls are putting out and they find that we are routing them on the second amendment
[20:58.280 --> 21:00.840]  But we were routing them on Obamacare and
[21:01.440 --> 21:03.880]  the fact that it was written by the insurance companies as a
[21:03.880 --> 21:08.780]  as a forced corporate tax to rip people off and would double premiums the first year.
[21:08.780 --> 21:09.780]  That's this year.
[21:09.780 --> 21:18.260]  It's now happening and have the average family yearly premium be $20,000 a year by 2016.
[21:18.260 --> 21:19.980]  That's now official, but it doesn't matter.
[21:19.980 --> 21:20.980]  They got it in place.
[21:20.980 --> 21:22.780]  They're going to ram it down your throat.
[21:22.780 --> 21:26.940]  Just because we're winning the fight for hearts and minds doesn't mean we're winning.
[21:26.940 --> 21:31.260]  We have to go a step further and I'm going to get to that Forbes article coming up in
[21:31.260 --> 21:34.820]  R.A. winning the influence battle over gun control.
[21:34.820 --> 21:38.340]  I'm going to explain how most of these big polls are fake.
[21:38.340 --> 21:40.780]  Now you can tell if a poll is accurate or not.
[21:40.780 --> 21:41.780]  Okay.
[21:41.780 --> 21:43.020]  Let's just stop right there.
[21:43.020 --> 21:49.140]  Again, up at infowars.com and our other sister site, prisonplanet.com, Reverend Jesse
[21:49.140 --> 21:57.480]  Jackson says gun supporters are domestic terrorists and the full interview and video is up there.
[21:57.480 --> 22:00.660]  But first I wanted to play some other clips.
[22:00.660 --> 22:08.060]  Here is Jason Whitlock of Fox Sports elaborating on how he believes the NRA.
[22:08.060 --> 22:09.060]  That means gun owners.
[22:09.060 --> 22:10.060]  It's never the second amendment.
[22:10.060 --> 22:11.580]  He doesn't have to talk about that.
[22:11.580 --> 22:13.780]  It's the NRA.
[22:13.780 --> 22:14.780]  It's never we the people.
[22:14.780 --> 22:20.140]  It's the NRA speaks for us and they're the new KKK.
[22:20.140 --> 22:21.860]  Nothing racially involved.
[22:21.860 --> 22:26.500]  The NRA set up to train at the end of the Civil War, Northern recruits and soldiers
[22:26.500 --> 22:31.420]  out of chute, including blacks has nothing to do with the KKK.
[22:31.420 --> 22:37.340]  Never has the KKK in the South got the first gun control laws passed in 1868 because they
[22:37.340 --> 22:39.700]  didn't want blacks who were newly freed to get guns.
[22:39.700 --> 22:46.100]  The truth is the anti gunners have the KKK history, but it's just amazing.
[22:46.100 --> 22:47.380]  It's just so incredible.
[22:47.380 --> 22:48.380]  Let's go to that club.
[22:48.380 --> 22:55.780]  I did not go as far as I would like to go because my thoughts on the NRA and America's
[22:55.780 --> 22:56.780]  gun culture.
[22:56.780 --> 23:06.020]  I believe the NRA is the new KKK and that the arming of so many black youths and loading
[23:06.020 --> 23:11.300]  up our communities with drugs and then just having an open shooting gallery is the work
[23:11.300 --> 23:14.100]  of people that obviously don't have our best interests.
[23:14.100 --> 23:15.100]  You know what's funny?
[23:15.100 --> 23:18.700]  You know what's funny?
[23:18.700 --> 23:23.540]  Drugs in this country when they started making me legal in the 30s, the first places it was
[23:23.540 --> 23:26.500]  kind of left alone was the lower income areas.
[23:26.500 --> 23:31.700]  So in a way what this guy's actually saying is true, that the drugs were allowed in the
[23:31.700 --> 23:37.020]  minority communities because it was a pretext to basically get control of those communities.
[23:37.020 --> 23:42.080]  But that's corrupt mafias knowing they could operate somewhere because others would say
[23:42.080 --> 23:43.480]  not in my backyard.
[23:43.480 --> 23:46.380]  They always try to build the chemical plant in the poor neighborhood.
[23:46.380 --> 23:50.900]  They always try to, it didn't matter if it's India and all it is is Indians living there.
[23:50.900 --> 23:52.900]  They go put the chemical plant in the poor neighborhood.
[23:52.900 --> 23:58.700]  It's not about race so much as it is about not in my backyard of the rich people.
[23:58.700 --> 24:02.900]  But just injecting the NRA is the new KKK.
[24:02.900 --> 24:08.980]  No, sir, the people in New York and Chicago in the last 55, 60 years that took all the
[24:08.980 --> 24:13.300]  guns out of your cities so that only criminals have them, see of the highest crime rates
[24:13.300 --> 24:19.540]  in the world in places like Chicago and New York, Chicago's number one, that's what allowed
[24:19.540 --> 24:25.140]  this culture and MTV promoting gangster rap and cop killer rap, where I just saw some
[24:25.140 --> 24:28.100]  other famous rappers just shot each other last week.
[24:28.100 --> 24:32.060]  I mean, it's crazy.
[24:32.060 --> 24:36.420]  That's black rappers putting that out and then the media and Sumner Redstone putting
[24:36.420 --> 24:40.900]  it out via Viacom and MTV.
[24:40.900 --> 24:41.900]  That's not my fault.
[24:41.900 --> 24:43.500]  I don't want you to die.
[24:43.500 --> 24:47.500]  I'm sick and tired of hearing because I'm white, I inherently don't like you.
[24:47.500 --> 24:50.780]  Now, a lot of whites who weren't racist hear all this and go, well, you know what, I don't
[24:50.780 --> 24:51.780]  like you either.
[24:51.780 --> 24:57.340]  Well, you know what, I'm not going to stoop to the level of Jesse Jackson and people like
[24:57.340 --> 24:59.140]  the individual, Jason Whitlock.
[24:59.140 --> 25:02.740]  I mean, these people are a joke and they're the racist.
[25:02.740 --> 25:03.740]  It's clear.
[25:03.740 --> 25:07.700]  And it's how they sit there and are in our identity politic people.
[25:07.700 --> 25:12.060]  And notice, they always tell whites and conservatives, don't be identity politic.
[25:12.060 --> 25:13.060]  You know why they say that?
[25:13.060 --> 25:15.100]  Because that's effective.
[25:15.100 --> 25:16.100]  It's effective.
[25:16.100 --> 25:17.740]  I don't want to just be some gang.
[25:17.740 --> 25:22.940]  I want people to identify with the Bill of Rights and Constitution and Declaration of
[25:22.940 --> 25:28.780]  Independence and freedom and all men are created equal and doubted by their creator.
[25:28.780 --> 25:34.540]  An idea our founders had that didn't even get expressed to the last few decades.
[25:34.540 --> 25:40.100]  I have a dream that will judge people by the character of their deeds, the content of what
[25:40.100 --> 25:42.260]  they stand for, not of what color they are.
[25:42.260 --> 25:43.940]  But let me tell you something.
[25:43.940 --> 25:50.180]  The Democratic Party is now the party of institutional racism and aggression.
[25:50.180 --> 25:51.180]  And it's disgusting.
[25:51.180 --> 25:52.540]  Let's go ahead and go to another clip.
[25:52.540 --> 25:58.420]  Here's Jesse Jackson bumbling around, but if you listen to it, he implies that states'
[25:58.420 --> 26:01.540]  rights movement, it's inherently racist.
[26:01.540 --> 26:03.100]  It's the new confederacy.
[26:03.100 --> 26:08.020]  Well, what do you call it when the federal government's run by foreign banks overturning
[26:08.020 --> 26:09.460]  the entire Bill of Rights Constitution?
[26:09.460 --> 26:12.540]  The states are supposed to step in with a check and a balance.
[26:12.540 --> 26:18.020]  That's the three branches of government, and then those two are split into two again.
[26:18.020 --> 26:19.900]  Just like the legislative split into two.
[26:19.900 --> 26:21.940]  It's meant so you don't get a dictator.
[26:21.940 --> 26:23.180]  But oh, no, it's just racist.
[26:23.180 --> 26:24.680]  Here's Jesse Jackson.
[26:24.680 --> 26:28.420]  These weapons, we're not talking about guns for your house and guns for hunting.
[26:28.420 --> 26:29.900]  These are military weapons.
[26:29.900 --> 26:32.300]  It's always the same script.
[26:32.300 --> 26:33.300]  Back it up, please.
[26:33.300 --> 26:36.260]  We're not talking about guns for your house, guns for hunting.
[26:36.260 --> 26:40.780]  Chicago, New York, and a bunch of other cities where these people run things, where the globalist,
[26:40.780 --> 26:44.420]  liberal, socialist, collectivist authoritarians, they're not really liberals, where they run
[26:44.420 --> 26:46.700]  things, they take all the guns.
[26:46.700 --> 26:51.540]  And then people like Jesse Jackson has bodyguards and a concealed carry, and Dian Feinstein
[26:51.540 --> 26:57.300]  does, and Bloomberg does, and Michael Moore has guns and bodyguards.
[26:57.300 --> 27:01.100]  Charlie Sheen, who I know well for seven years, you know, probably stayed at his house 20
[27:01.100 --> 27:04.380]  times, you know, he's like, well, I got bodyguards and nobody needs guns.
[27:04.380 --> 27:08.660]  Hey, Charlie, and I told him this, not everybody makes $3 million a week like you, bro.
[27:08.660 --> 27:13.060]  It's all about, oh, we feel sorry for the kids, let's turn the guns in, just as a sign
[27:13.060 --> 27:14.180]  we're sad for them.
[27:14.180 --> 27:18.660]  The globalist, we should be mad at the globalist, the PR propagandist, using the dead kids
[27:18.660 --> 27:20.340]  to go after our guns.
[27:20.340 --> 27:25.340]  Again, here is Jesse Jackson, oh, we don't want your guns, not for hunting, the second
[27:25.340 --> 27:27.860]  amendment in four of that, you know, it's a script, folks.
[27:27.860 --> 27:28.860]  He knows that.
[27:28.860 --> 27:30.820]  He's following a script.
[27:30.820 --> 27:36.220]  They want the government to be able to totally take over while it arms the teeth against us.
