whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:02:07.400 --> 00:02:12.960]   attack, possibly by nuclear weapons, the Interfax News Agency reported. Also, top
[00:02:12.960 --> 00:02:20.360]   geopolitical author, US risking nuclear war with Russia. Neocons up nuclear war
[00:02:20.360 --> 00:02:24.720]   anti with Poland missile shield. Excellent analysis from Kurt Nemo at
[00:02:24.720 --> 00:02:30.520]   Infowars.com. So Paul Watson's done a story. Top geopolitical author, US risk
[00:02:30.520 --> 00:02:35.240]   nuclear war with Russia. That's at PrisonPlanet.com and covering the same
[00:02:35.240 --> 00:02:39.280]   story, but from different perspective and angle. Neocons up nuclear war anti with
[00:02:39.280 --> 00:02:45.320]   Poland missile shield, Infowars.com, Kurt Nemo. Russia seizes arsenal of US
[00:02:45.320 --> 00:02:53.440]   weapons in Georgia, Dow Jones News is reporting. Russia keeps up its blockade
[00:02:53.440 --> 00:03:01.560]   of strategic Georgian city. Obama fanatic slam author for questioning 9/11 truth.
[00:03:01.560 --> 00:03:06.160]   Well, the New York Times also slammed myself. Yours truly, this radio talk show
[00:03:06.160 --> 00:03:16.720]   host and investigative journalist, documentary filmmaker. So a huge attack
[00:03:16.720 --> 00:03:25.160]   there. We'll be going over that. Dr. Corsi, when I saw this last night, saw the
[00:03:25.160 --> 00:03:29.120]   story in the New York Times, another one today, bashing him for going on the
[00:03:29.120 --> 00:03:34.800]   vicious evil Alex Jones show. I mean, I am blacklisted folks. I mean, they
[00:03:34.800 --> 00:03:43.800]   have Fox News, CNN, MSNBC, New York Times, just scores of publications on our
[00:03:43.800 --> 00:03:51.600]   almost daily basis now. Ron Paul goes on Alex Jones. Dr. Corsi goes on Alex Jones.
[00:03:51.600 --> 00:03:57.080]   I mean, you talk about being blackballed, the blacklist. Man, I am proud to be
[00:03:57.080 --> 00:04:03.320]   numero uno. The black sheep, the wicked devil, according to the corporate horror
[00:04:03.320 --> 00:04:09.600]   media. And Corsi's publicist calls us today and said, "He's not coming on now.
[00:04:09.600 --> 00:04:14.240]   We had a scheduling problem. He'll just have to be on next week." Well, I said,
[00:04:14.240 --> 00:04:19.600]   "Trey, that's complete bull. That's political." I said, "You call." Corsi's always
[00:04:19.600 --> 00:04:23.080]   asking to come on. I could use another word, but we like having him, begging to
[00:04:23.080 --> 00:04:26.760]   come on. Because he knows it's a big show, but he'll tell you, bigger response here
[00:04:26.760 --> 00:04:31.000]   than any other show he goes on. That means TV, Fox, Glenn Beck, any of it.
[00:04:31.000 --> 00:04:36.520]   Because we've got active listeners. Not just millions, but active listeners. But we
[00:04:36.520 --> 00:04:40.920]   talked to Corsi this morning. We're going to tell you that the behind-the-scenes
[00:04:40.920 --> 00:04:45.360]   intrigue going on here. But look, first I got to cover Russia and what's happening
[00:04:45.360 --> 00:04:50.120]   there. Okay, because this affects everybody. Frankly, I'm going to talk about myself
[00:04:50.120 --> 00:04:56.560]   in the New York Times a little bit later. Stay with us. It is a big idea, a new
[00:04:56.560 --> 00:05:02.560]   world order. In the near future, Earth is dominated by a powerful new world government.
[00:05:02.560 --> 00:05:15.880]   It's known as the Bilderberg Group. Couldn't their objective be world domination? For thousands of years, their dark order grew. Now, as they hail the birth of the new world order, their great dream of
[00:05:15.880 --> 00:05:24.200]   exterminating 80% of humanity is at hand. For the first time in history, the elites
[00:05:24.200 --> 00:05:28.680]   plan for world government is blown wide open. You will learn the secret that
[00:05:28.680 --> 00:05:33.440]   drives the entire new world order agenda. The Bilderberg is making great progress toward a world government.
[00:05:33.440 --> 00:05:36.680]   Most people have no idea. They're not after money. They have all the money they need.
[00:05:36.680 --> 00:05:41.240]   They're after power. That's what they're after these years. Order "In Game" on DVD at
[00:05:41.240 --> 00:05:45.960]   PrisonPlanet.com or InfoWars.com or watch it online right now at
[00:05:45.960 --> 00:05:52.040]   PrisonPlanet.tv. "In Game," blueprint for global enslavement. You have been warned.
[00:05:52.040 --> 00:05:56.360]   The pressures of everyday life can deliver a serious blow to your health.
[00:05:56.360 --> 00:06:00.600]   Stress increases blood pressure, potential heart problems, strokes, ulcers,
[00:06:00.600 --> 00:06:04.200]   depression, and insomnia. Stress suppresses your immune system and
[00:06:04.200 --> 00:06:08.880]   inhibits weight control. Stress makes you nervous, anxious, or irritable. Introducing
[00:06:08.880 --> 00:06:12.920]   nature's renewal supreme anti-stress formula. When you're stressed out or need
[00:06:12.920 --> 00:06:16.600]   to ease nervousness, our supreme anti-stress formula calms simple nervous
[00:06:16.600 --> 00:06:21.520]   tension and soothes irritability. This non-drowsy, all-natural formula improves
[00:06:21.520 --> 00:06:25.640]   mental clarity and focus, allowing you to function better and enjoy life at home,
[00:06:25.640 --> 00:06:34.000]   at work, or even at play. Call us today 1-800-383-8474. That's 1-800-383-8474.
[00:06:34.000 --> 00:06:39.960]   Or visit us at PNCDistributors.com. That's P, the letter N, C, distributors.com.
[00:06:39.960 --> 00:06:45.440]   Mention coupon code GCN and receive 20% off your order. Guaranteed to work or
[00:06:45.440 --> 00:06:50.480]   your money back. Nature's renewal supreme anti-stress formula. Get back to feeling
[00:06:50.480 --> 00:06:57.640]   well and being well. If this is your paycheck and this is your debt, what are
[00:06:57.640 --> 00:07:04.080]   your options? File bankruptcy and tread water the next seven years? Or make a
[00:07:04.080 --> 00:07:08.360]   call for Care One Credit Counseling Services and start getting out of debt
[00:07:08.360 --> 00:07:13.720]   today. A Care One Credit Counseling Agency can help you get immediate relief
[00:07:13.720 --> 00:07:18.080]   from stress caused by debt, and you'll have one lower monthly payment instead
[00:07:18.080 --> 00:07:22.560]   of the pile you have right now. Call a Care One agent today and you can start
[00:07:22.560 --> 00:07:27.080]   saving hundreds of dollars in fees and interest payments. Care One agencies have
[00:07:27.080 --> 00:07:31.280]   helped over 4 million people get out of debt and they can help you too. Call
[00:07:31.280 --> 00:07:39.560]   800-498-2981, 800-498-2981, and find out how you can lower your monthly payments
[00:07:39.560 --> 00:07:47.360]   up to 57%. One 15-minute phone call can change your life. Call 800-498-2981,
[00:07:47.360 --> 00:07:53.920]   800-498-2981. Provider and licensing details are available.
[00:07:53.920 --> 00:08:04.840]   Big Brother, mainstream media, government cover-ups. You want answers? Well so does
[00:08:04.840 --> 00:08:12.480]   he. He's Alex Jones on the GCN Radio Network. And now, live from Austin, Texas,
[00:08:12.480 --> 00:08:15.840]   Alex Jones.
[00:08:15.840 --> 00:08:30.840]   [Music]
[00:08:30.840 --> 00:08:35.800]   Okay, we're going to break down what's happening with Russia right now. Then
[00:08:35.800 --> 00:08:40.920]   we're going to look more depth into that with, into more depth into that subject with
[00:08:40.920 --> 00:08:45.320]   Professor Michelle Chassidyashy coming up in about 25 minutes. Russia, Poland, risk
[00:08:45.320 --> 00:08:53.200]   attacks because of US missile shield. Now my detractors, whenever I read one of
[00:08:53.200 --> 00:08:58.400]   these AP articles, they go out and create YouTube videos and things saying that, I
[00:08:58.400 --> 00:09:02.800]   don't want to talk about myself here, but we have to. This show is coming under so
[00:09:02.800 --> 00:09:08.320]   much attack now from the mainstream media, the New York Times, Fox News, CNN.
[00:09:08.320 --> 00:09:13.920]   We're coming under such incredible attack from operatives on the Internet
[00:09:13.920 --> 00:09:18.280]   and their fellow travelers and well-meaning idiots that are sucked into
[00:09:18.280 --> 00:09:22.320]   it that I just have to, I guess caveat mention here, that I'm reading the
[00:09:22.320 --> 00:09:26.360]   Associated Press. What they do is they edit this together with me saying other
[00:09:26.360 --> 00:09:29.960]   incendiary things out of the news and then make it sound like I'm saying that
[00:09:29.960 --> 00:09:36.640]   Russia's nuked us or launched missiles at us. There's the famous case of ABC News
[00:09:36.640 --> 00:09:46.960]   and it was December 31st, 1999 and I'm on Michael Trudeau's radio show back
[00:09:46.960 --> 00:09:52.200]   when he had a show on this station, one of the hosts here, that I was co-hosting
[00:09:52.200 --> 00:09:55.080]   throughout the day with continual coverage now and she runs it and says
[00:09:55.080 --> 00:10:00.840]   ABC News is saying a missile's been fired from Russia. And I ran out and there was
[00:10:00.840 --> 00:10:05.760]   ABC News and Peter Jennings saying, "Yes, NORAD is saying a missile has been fired
[00:10:05.760 --> 00:10:10.200]   from Russia out of Chechnya. We don't know if it's intercontinental ballistic
[00:10:10.200 --> 00:10:16.560]   or a theater missile, intermediate range, but NORAD is on the highest alert." And I
[00:10:16.560 --> 00:10:25.920]   come back on air and say, "Okay, this is what ABC News said." And then people knowing, the
[00:10:25.920 --> 00:10:30.480]   government knowing, their operatives knowing, and plus people that are just
[00:10:30.480 --> 00:10:34.840]   flat-out jealous of me for some reason, knowing the public has no memory, knowing
[00:10:34.840 --> 00:10:41.320]   they have no grasp of that, months later said, "Look, Alex Jones claimed nukes were
[00:10:41.320 --> 00:10:47.440]   launched from Russia against the US." Now, 30 minutes after they announced that some
[00:10:47.440 --> 00:10:49.800]   missile's been fired, we don't know if it's a nuke, we don't know if it's
[00:10:49.800 --> 00:10:53.840]   conventional, we don't know what range missile it is, they came out with a weird
[00:10:53.840 --> 00:11:02.620]   press conference with Russians at NORAD and the Pentagon, the SAC based
[00:11:02.620 --> 00:11:08.040]   commanders, was there in Colorado Springs, came out and said, "Okay, it was a Scud
[00:11:08.040 --> 00:11:13.960]   missile launched in the Chechen War that got high enough up to look like an ICBM,
[00:11:13.960 --> 00:11:17.600]   no problem." And it turns out that was probably some type of weird drill or
[00:11:17.600 --> 00:11:21.480]   test of NORAD while the Russians were there, in fact that leaked out in the media that
[00:11:21.480 --> 00:11:24.600]   that's probably what it was, to show the Russians, "See, we can even see one of
[00:11:24.600 --> 00:11:28.480]   your Scuds being launched." And they were all laughing and joking and smiling
[00:11:28.480 --> 00:11:31.600]   during the press conference like it was some type of joke on the public.
[00:11:31.600 --> 00:11:36.640]   Something went on there. Doesn't matter, people misrepresented. And I hate to even
[00:11:36.640 --> 00:11:39.840]   give my ideas, they're going to do it anyways, they've already done this last week.
[00:11:39.840 --> 00:11:45.640]   There are people saying I made up that there's even a war over there in Georgia.
[00:11:45.640 --> 00:11:49.920]   I mean, and you laugh at that, but remember, the general public doesn't know
[00:11:49.920 --> 00:11:54.280]   where Russia is, they don't know anything. And so the government and their
[00:11:54.280 --> 00:12:00.640]   operatives, they target people who don't know anybody. They target people who have
[00:12:00.640 --> 00:12:06.800]   no grasp of reality. Now, I shouldn't have prefaced this, it doesn't matter. I just
[00:12:06.800 --> 00:12:10.640]   realized when I cover the Associated Press that it could be edited together
[00:12:10.640 --> 00:12:14.760]   later and it probably will. It shocks me on YouTube, I mean, they'll edit me
[00:12:14.760 --> 00:12:21.200]   together saying I hate America, death to America, when I was quoting neocons, and
[00:12:21.200 --> 00:12:26.320]   then they'll go say I said that, and then people buy it. I mean, they revel in
[00:12:26.320 --> 00:12:34.000]   deception. They revel it. But those that practice this deception, that's the
[00:12:34.000 --> 00:12:38.560]   reason the newspapers are down by over 60% circulation, why TV's imploding, why
[00:12:38.560 --> 00:12:41.520]   mainstream news admits that they're losing all credibility and most their
[00:12:41.520 --> 00:12:45.400]   viewers, because the public may be dumbed down, a large segment of them, the
[00:12:45.400 --> 00:12:51.120]   majority, but even the dumbed-down public doesn't trust you anymore. So you're
[00:12:51.120 --> 00:12:59.320]   spoiling your own dirty little nest and it's just incredible. People then also
[00:12:59.320 --> 00:13:03.040]   say, well, you say the mainstream media lies, you said the mainstream media
[00:13:03.040 --> 00:13:07.640]   distorts, you said they spin, they abscond with the truth, why do you then quote
[00:13:07.640 --> 00:13:12.880]   them so much? Well, there's different types of propaganda, different types of
[00:13:12.880 --> 00:13:18.240]   media, and we look at media from different angles. And so we can look at
[00:13:18.240 --> 00:13:25.440]   Russian, German, Dutch, Japanese, Iraqi, French, we can watch the raw video feeds,
[00:13:25.440 --> 00:13:28.480]   and then we get a clear picture of what indeed happened. It takes a lot of time,
[00:13:28.480 --> 00:13:36.280]   it takes a lot of research, it takes a lot of hard work. But we told you day one
[00:13:36.280 --> 00:13:43.560]   that Georgia attacked Osetia. Now that the details are out, it turns out for
[00:13:43.560 --> 00:13:53.480]   weeks the Georgian military was just randomly shelling civilians in Osetia
[00:13:53.480 --> 00:13:57.320]   and turned the water off, so it was already siege over there. And then
[00:13:57.320 --> 00:14:05.560]   Georgian peacekeepers with the UN force made up of Russians, Europeans, Western
[00:14:05.560 --> 00:14:09.520]   Europeans, and a contingent from around the world, and Georgians, the Georgians
[00:14:09.520 --> 00:14:15.520]   opened fire inside the bases. They ran a sneak attack, I mean, it's now admitted
[00:14:15.520 --> 00:14:19.240]   they came up behind their fellow peacekeepers in the same uniforms and
[00:14:19.240 --> 00:14:25.000]   stabbed them in the backs, not figuratively, literally. Grabbed the mouth
[00:14:25.000 --> 00:14:32.480]   in the kidney, rotated, slit the throat, choking them with tourniquets. That's now
[00:14:32.480 --> 00:14:37.640]   confirmed. When Russian peacekeepers would run out of their barracks once
[00:14:37.640 --> 00:14:41.320]   they were under bombardment, the Georgians were set up inside their own
[00:14:41.320 --> 00:14:45.080]   base, but the Georgian peacekeepers had already gotten together beforehand, this
[00:14:45.080 --> 00:14:48.680]   is the prim meditatedness of it, and mowed them down as they were running out
[00:14:48.680 --> 00:14:58.720]   of their buildings. I mean, a total covert sneak attack, a coup d'etat against
[00:14:58.720 --> 00:15:08.400]   Ossetia, in violation of the 1992 Accords. And then US special forces, trainers,
[00:15:08.400 --> 00:15:12.800]   Israelis, Ukrainians, backing up Georgians, went house to house in scores of towns
[00:15:12.800 --> 00:15:18.480]   and cities, murdering people en masse. And now the numbers are coming out, it's well
[00:15:18.480 --> 00:15:26.280]   above 2,000. Little towns, villages, standalone farmhouses, they go in, the
[00:15:26.280 --> 00:15:31.640]   video's all over the foreign, European, and Russian news, never on the US news, and
[00:15:31.640 --> 00:15:35.720]   it just shows dead bodies. We have a Fox News clip where he's got these Americans
[00:15:35.720 --> 00:15:38.920]   on, who happen to be over there visiting, and he says, "So, the Russians were attacking and
[00:15:38.920 --> 00:15:43.680]   killing you." And they go, "No, no, the Georgians attacked us, thank you Russia for
[00:15:43.680 --> 00:15:47.120]   saving us, they were coming door-to-door, killing us, we barely got out. If the
[00:15:47.120 --> 00:15:50.680]   Russians wouldn't have come in, they would have killed us." And they go, "Oh, we gotta go to
[00:15:50.680 --> 00:15:57.920]   commercial." And they come back and say, "That's what Russia wants you to think."
[00:15:57.920 --> 00:16:04.480]   Shepard Smith, or whatever his name is, Hammerhead's name is. Guy's got the eyes
[00:16:04.480 --> 00:16:07.480]   on the side of his head.
[00:16:07.480 --> 00:16:15.400]   Poland risk attack because of US missiles. A top Russian general said
[00:16:15.400 --> 00:16:19.680]   Friday that Poland's agreement to accept a US missile interceptor base exposed the
[00:16:19.680 --> 00:16:23.080]   next communist nation to attack, possible by nuclear weapons. Interfax News Agency
[00:16:23.080 --> 00:16:27.080]   reported. And you can read what the top general said two days ago, we
[00:16:27.080 --> 00:16:30.680]   reported it here two days ago and yesterday. You can just go read the full
[00:16:30.680 --> 00:16:34.680]   Russian transcript or watch the video translated. It's up on Infowars.com
[00:16:34.680 --> 00:16:41.280]   and PrisonPlanet.com. But he laid out, "Look, here's the NATO doctrine." He read from it.
[00:16:41.280 --> 00:16:45.880]   They say, since 2000, they have a preemptive strike on Russia. They're encircling us
[00:16:45.880 --> 00:16:50.240]   with what they call a missile defense shield, but it's an anti-missile system, so
[00:16:50.240 --> 00:16:54.840]   that if they begin nuking us or bombing us from the air or using cruise missiles and we
[00:16:54.840 --> 00:17:00.600]   try to strike back, this destroys the concept of MAD. And the Russian general
[00:17:00.600 --> 00:17:06.040]   said, "We would like to go back to mutually assured destruction, where if any one
[00:17:06.040 --> 00:17:11.200]   party sneak attacks the other, they will then be destroyed by reciprocal attacks."
[00:17:11.200 --> 00:17:17.120]   But now you're rolling anti-missile systems in right up to our borders so
[00:17:17.120 --> 00:17:21.000]   that you can sneak attack us, and if we try to counter-strike, you've got
[00:17:21.000 --> 00:17:29.240]   anti-missile missiles. Surface-to-air anti-missile missiles. And they said,
[00:17:29.240 --> 00:17:33.000]   "Please, we don't want this doctrine. We don't like it. You're encircling us. You're
[00:17:33.000 --> 00:17:36.800]   sneak attacking us." He looks totally grave. This isn't an act. I mean, they're being
[00:17:36.800 --> 00:17:42.920]   legitimate. You watch our generals, they're a bunch of primping, arrogant, lying scum
[00:17:42.920 --> 00:17:46.240]   on average. Nothing but lies comes out of their mouth. And I've been analyzing
[00:17:46.240 --> 00:17:49.360]   Russia, folks. They've been doing nothing but telling the truth. I have a
[00:17:49.360 --> 00:17:53.000]   responsibility to come here and tell you, I've been studying this six, seven hours
[00:17:53.000 --> 00:17:57.640]   a day. Two, three hours in the morning. Three, four hours at night. I got a staff
[00:17:57.640 --> 00:18:01.160]   of a few people looking all this up. I mean, it is a fact. The Russians are being
[00:18:01.160 --> 00:18:08.240]   truthful. And the United States and NATO and Israel are lying about everything. It
[00:18:08.240 --> 00:18:13.760]   is incredible. I mean, the Georgian president went on TV Friday and said,
[00:18:13.760 --> 00:18:18.080]   "We're under attack. A sneak attack by Russia for no reason." And our news all
[00:18:18.080 --> 00:18:25.880]   announced it. For five minutes, when we first put the TV on, during the show, and
[00:18:25.880 --> 00:18:28.760]   all the headlines said, "Russia attacks Georgia." I said, "Wow, Russia's gone to
[00:18:28.760 --> 00:18:31.920]   Georgia. I know U.S. forces were there. I know they were trying to take over an
[00:18:31.920 --> 00:18:34.920]   area, but man, this is incredible." And then five minutes later, we were able to
[00:18:34.920 --> 00:18:37.560]   get it right and go, "Wait a minute. All these articles have been at the bottom
[00:18:37.560 --> 00:18:43.680]   after a sneak attack by Georgia." But Mikhail Shashvili, he goes on TV and says,
[00:18:43.680 --> 00:18:47.720]   "We're under attack. Help us. Oh, it's horrible. Oh, my God. Out of the blue, no
[00:18:47.720 --> 00:18:56.400]   reason. Sneak attack." Meanwhile, he's still saying Russian forces are in the
[00:18:56.400 --> 00:18:59.360]   center of the country when they pull back, as they said they did. He's lying
[00:18:59.360 --> 00:19:06.720]   there. Nothing he says has any connection to reality. And I see a scared Russian
[00:19:06.720 --> 00:19:11.080]   general. And by scared, you know, he's a big old, big guy, old man. He's saying, "Look,
[00:19:11.080 --> 00:19:15.560]   you're encircling us with weapons. NATO's doctrine is a sneak nuke attack
[00:19:15.560 --> 00:19:22.080]   on us." And that is their doctrine since 2000. He said, "Stop it. Stop encircling
[00:19:22.080 --> 00:19:27.240]   us with nukes." What do you think caused the Cuban Missile Crisis? When the U.S.
[00:19:27.240 --> 00:19:31.200]   moved nukes into Turkey. But our media was so controlled, no one was ever told
[00:19:31.200 --> 00:19:38.840]   that. Folks, I love my children. I don't want World War III. And they're now
[00:19:38.840 --> 00:19:43.480]   escalating in Poland, escalating in Ukraine, saying they may start fights on
[00:19:43.480 --> 00:19:48.400]   the Russian border. Ladies and gentlemen, this is war against Russia. We'll be
[00:19:48.400 --> 00:19:50.720]   right back.
[00:19:52.440 --> 00:19:58.240]   Jim Newcomer for Midas Resources. August 15, 2008. Gold opened down this morning
[00:19:58.240 --> 00:20:03.920]   at $7.9740. One ounce gold coins can be purchased for $8.2151, $4.0490 for
[00:20:03.920 --> 00:20:10.680]   half-ounce, and $2.0245 for quarter-ounce. That's $8.2151, $4.0490, and $2.0245.
[00:20:10.680 --> 00:20:17.000]   On June 4, 1963, an unknown presidential decree, Executive Order 11,110,
[00:20:17.000 --> 00:20:21.280]   signed with the authority to strip the Federal Reserve Bank of its power to lend
[00:20:21.280 --> 00:20:24.640]   money to the United States government in interest. With the stroke of a pen,
[00:20:24.640 --> 00:20:28.120]   Kennedy would have put the Fed out of business. The November assassination
[00:20:28.120 --> 00:20:31.360]   quieted the production of the new currency. However, the executive order
[00:20:31.360 --> 00:20:38.760]   still stands unrepealed. Midas has the Kennedy versus Fed document. Call 800-686-2237.
[00:20:38.760 --> 00:20:44.360]   Unlike your liberty, the paper is free. Call 800-686-2237. If you're
[00:20:44.360 --> 00:20:50.120]   interested in breaking the bondage of taxation and debt, call 800-686-2237.
[00:20:50.120 --> 00:20:57.560]   That's 800-686-2237. Gas prices are out of control. Fight back by doing what
[00:20:57.560 --> 00:21:01.400]   thousands of listeners to the Alex Jones Show have done. Developed by a major oil
[00:21:01.400 --> 00:21:05.440]   company, a product that really works. Introducing SFR's Protect-to-Complete
[00:21:05.440 --> 00:21:09.160]   fuel system and engine treatment. Just one bottle increases mileage for up to
[00:21:09.160 --> 00:21:13.520]   six months. Tested by major oil companies, showing improvements in every car tested.
[00:21:13.520 --> 00:21:16.880]   Stop paying mechanics your hard-earned money to have your injection system
[00:21:16.880 --> 00:21:21.320]   cleaned. Protect-to-Clean's up to 95% of new injector condition in just one
[00:21:21.320 --> 00:21:25.320]   tankful and is safe for all cars. Tests conducted by General Motors conclude
[00:21:25.320 --> 00:21:29.560]   fuel injectors can partially plug in as little as 5,000 miles due to poor
[00:21:29.560 --> 00:21:33.840]   gasoline quality. Fight high fuel prices by purchasing a protective fuel system
[00:21:33.840 --> 00:21:38.560]   treatment for only $9.95 and receive an engine treatment free at $12.95 value.
[00:21:38.560 --> 00:21:42.880]   Satisfaction guaranteed or your money back. Go to oilcompanysecret.com. That's
[00:21:42.880 --> 00:21:53.360]   oilcompanysecret.com or call 888-USE-SFR1. That's 888-873-7371.
[00:21:53.360 --> 00:21:58.160]   May I have everybody's attention please? I've come with a message of information.
[00:21:58.160 --> 00:22:03.360]   9/11 was an inside job. Do you like being a puppet, sir? Do you like being a puppet for the New World Order?
[00:22:03.360 --> 00:22:07.360]   How do the American people know that 9/11 was a stage? Was it engineered by you,
[00:22:07.360 --> 00:22:10.880]   David Rockefeller, the Trilateral Commission, the CFR?
[00:22:10.880 --> 00:22:18.880]   The day that we stop asking questions is the day that we have allowed the seeds of despotism to grow at our own door.
[00:22:18.880 --> 00:22:24.880]   Seven years after the attacks of September 11th, a global awakening has taken place.
[00:22:24.880 --> 00:22:28.880]   An inside job? How dare you?
[00:22:28.880 --> 00:22:34.880]   If you know that there's treason going on, you can be held accountable for treason yourself.
[00:22:34.880 --> 00:22:37.880]   All hell is breaking loose on 6th Avenue.
[00:22:37.880 --> 00:22:43.880]   And if the government has not told the truth, in five years we will be here on the tenth anniversary of 9/11.
[00:22:43.880 --> 00:22:49.880]   Truth Rising. Download the film at PrisonPlanet.tv right now. Or get the DVD at Infowars.com.
[00:22:49.880 --> 00:22:53.880]   It's now time to take the revolution to the next level.
[00:22:53.880 --> 00:22:59.880]   Have you ever suffered from giardia, food poisoning, heavy metal poisoning, arthritis, fatigue, or high cholesterol?
[00:22:59.880 --> 00:23:05.880]   Maybe you're one of the 75 million Americans that the Center for Disease Control reports as suffering from internal parasites.
[00:23:05.880 --> 00:23:11.880]   If so, Freshwater Organics is proud to introduce you to a million-year-old miracle that has been used all over the world
[00:23:11.880 --> 00:23:15.880]   by health-conscious individuals seeking alternatives to chemicals and drugs.
[00:23:15.880 --> 00:23:22.880]   FPP, or fossilized phytoplankton powder, is a 100% natural, organic product with absolutely no additives.
[00:23:22.880 --> 00:23:27.880]   When taken daily, it is an excellent source of natural plant-based silica with 14 trace minerals.
[00:23:27.880 --> 00:23:30.880]   Many believe it is the key to a healthy digestive tract.
[00:23:30.880 --> 00:23:41.880]   To find an FPP distributor near you, or to buy it now, online, go to www.freshwaterorganics.com.
[00:23:41.880 --> 00:23:51.880]   You can also call toll-free at 888-949-3570. That's 888-949-3570.
[00:23:54.880 --> 00:24:00.880]   Headline, top geopolitical author, U.S. risks nuclear war with Russia. We're going to play that clip later.
[00:24:00.880 --> 00:24:05.880]   Russia says Poland risks nuclear attack because of U.S. missiles being moved in around them.
[00:24:05.880 --> 00:24:13.880]   Let's go to the Russian top foreign minister in a press conference yesterday. You'll hear it translated into English.
[00:24:13.880 --> 00:24:18.880]   And I'm just going to play about four minutes of this. He's totally truthful. Everything he says is the truth.
[00:24:18.880 --> 00:24:23.880]   We verified it independently. And even in the mainstream news, in the bottom of the articles, they admit all this.
[00:24:23.880 --> 00:24:26.880]   But they lie in the tops of the articles. Here it is.
[00:24:26.880 --> 00:24:29.880]   President Saakashvili, go.
[00:24:29.880 --> 00:24:39.880]   I'm sure Saakashvili can no longer be a responsible partner in talks because everything this man has been saying recently doesn't correspond to a single fact.
[00:24:39.880 --> 00:24:45.880]   As for the political assessments he makes based on lies he tells daily, they're absolutely disturbing.
[00:24:45.880 --> 00:24:47.880]   I'm sure he is a provocator.
[00:24:47.880 --> 00:24:57.880]   The man who traitorously gave orders to start the mass shelling of cities with multiple rocket launchers to make artillery strikes and airstrikes on civilian areas of Tsihanvali
[00:24:57.880 --> 00:25:04.880]   speaks from TV screens showing off with an EU flag in the background saying he was defending American values here.
