[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[06:55.000 --> 06:57.000]  GetSimplySafe.com.
[06:57.000 --> 07:20.000]  GetSimplySafe.com.
[07:28.000 --> 07:34.000]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code water.
[07:34.000 --> 07:42.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[07:42.000 --> 07:49.000]  ammonia and chlorine, hydrofluorosilic acid, the most common form of fluoride not covered by other fluoride filter brands,
[07:49.000 --> 07:51.000]  and sodium hexafluorosilicate.
[07:51.000 --> 08:00.000]  Get your ProPure with a new ProOne filter today at infowarstore.com, or by calling 888-253-3139.
[08:06.000 --> 08:12.000]  Hello, this is Hank Hill, and I'm telling you what, you need to listen to Alex Jones.
[08:12.000 --> 08:17.000]  Yeah, infowarstore.com.
[08:17.000 --> 08:27.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[08:40.000 --> 08:43.000]  Kickstart my heart, ladies and gentlemen.
[08:43.000 --> 08:48.000]  Yeah, I think Corvette will do that for you on it.
[08:48.000 --> 08:55.000]  Ladies and gentlemen, it is 8-8 Thursday, the 8th day of August, 2013.
[08:55.000 --> 09:04.000]  I'm Alex Jones, your host, and we're going to open the phones up in this hour and cover the waterfront of news throughout the broadcast today.
[09:04.000 --> 09:17.000]  And then I have three different news reports, four different news reports that the InfoWars Nightly News team has filed for this radio show slash TV show today that are extremely important.
[09:17.000 --> 09:24.000]  Global Mafia killed Michael Hastings damning new evidence from foster care to child prostitution.
[09:24.000 --> 09:35.000]  Leanne McAdoo breaks that down. Jakari Jackson went out to the tryouts for American Idol and talked to the Zombos and tied it into the NSA.
[09:35.000 --> 09:39.000]  That's pretty hilarious, but also very sad at the same time.
[09:39.000 --> 09:50.000]  And then Gigi Arnett also has another report we're going to be getting to today dotted throughout the three-hour transmission.
[09:50.000 --> 10:01.000]  Former Congresswoman Cynthia McKinney will be joining us to cover the waterfront in the third hour, but I do want to open the phones up for first-time callers again for your questions for yours truly.
[10:01.000 --> 10:14.000]  Because I get so many emails, I don't even really have email, but the email's coming to my crew and I read stacks of them, and comments on InfoWars.com, and comments on PrismPlanet.com, and comments on YouTube, all these questions.
[10:14.000 --> 10:18.000]  Well, here's your chance to call in. I do this every month or so.
[10:18.000 --> 10:28.000]  Questions for Alex Jones. Or maybe you agree with me on something or disagree, want to put me on the hot seat, ask me if I'm a reptoid, or whatever.
[10:28.000 --> 10:39.000]  800-259-9231, 800-259-9231, and we will get you up and on the air today.
[10:39.000 --> 10:43.000]  800-259-9231.
[10:43.000 --> 10:48.000]  You know, I mentioned this yesterday. I just want to throw this out because it broke at the end of the show.
[10:48.000 --> 10:52.000]  We reported on it, so did a KXAN locally and KVUE.
[10:52.000 --> 10:57.000]  Child killed because parents smoked pot, handed over to convicted pot dealer.
[10:57.000 --> 11:09.000]  The male foster parent, not the one charged with beating the two-year-old girl's brains out, Alexandria Hill, was a two-time convicted pot dealer.
[11:09.000 --> 11:19.000]  So the parents, neighbors reported pot being smoked, the ex, some of the family, the sister said, oh yes, my brother smokes pot, and that was it.
[11:19.000 --> 11:23.000]  Goodbye, two-year-old. And goodbye, you're six feet under now.
[11:23.000 --> 11:27.000]  Unfortunately, she died last week after two days on life support and a respirator.
[11:27.000 --> 11:32.000]  And I saw people going, well, their parents smoked pot, they deserve it.
[11:32.000 --> 11:38.000]  So they were handed over to pot dealers. I mean, this is completely sick, ladies and gentlemen.
[11:38.000 --> 11:45.000]  But I guess the criminals in our society, and I'm not saying pot dealers are big criminals, but after they don't have jobs anymore, they've got to get government jobs.
[11:45.000 --> 11:53.000]  I see waivers all the time for people with felonies becoming police officers and illegal aliens becoming police officers.
[11:53.000 --> 11:59.000]  This is what every authoritarian society does. It goes out and hires criminals to rule over the rest of us.
[11:59.000 --> 12:05.000]  So big victory for all of you anti-marijuana people out there. She's dead, you won.
[12:05.000 --> 12:10.000]  And I see you on the YouTube about it. Celebrating her death, you're really good people.
[12:10.000 --> 12:16.000]  Because you can't admit it was wrong she was killed. You want to demonize the family, you dirty pot smokers deserve this and that.
[12:16.000 --> 12:22.000]  It's really sick. You so-called law-and-order people know full well the government ships and the hard drugs.
[12:22.000 --> 12:28.000]  You know full well the big banks want her the money. You know full well they use the drug war to legalize modern slavery.
[12:28.000 --> 12:35.000]  That's how they make you a nonviolent slave, nonviolent offender in one of their private prisons, building widgets for 25 cents an hour on average,
[12:35.000 --> 12:42.000]  displacing everybody else's jobs, biggest prison economy the world's ever seen. That's how you make new slaves today.
[12:42.000 --> 12:48.000]  If you don't say all they're black, they deserve it, or they're German, and they deserve it if you were in the Roman Empire,
[12:48.000 --> 12:54.000]  or they're Gaulish from what's France today, so they deserve it, or they're from North Africa, they deserve to be slaves.
[12:54.000 --> 13:01.000]  No, you just say you were caught with illegal drugs. You're now going to pay fines and fees.
[13:01.000 --> 13:08.000]  You're now going to go to jail and come out five years later with a degree in crime. The only job you've got, robbing people's houses,
[13:08.000 --> 13:16.000]  or becoming a foster parent. Oh, it's so sick and you're seven times more likely to be abused in foster care.
[13:16.000 --> 13:19.000]  Look up the Justice Department's own numbers and they all know it.
[13:19.000 --> 13:24.000]  So they demonize the parents and say, no, they deserve it. They're potheds.
[13:24.000 --> 13:29.000]  And you hand them over to other potheds so they can hammer the brains out.
[13:29.000 --> 13:34.000]  It's all on you. So go ahead and laugh about it. It's all going to come back on you.
[13:34.000 --> 13:43.000]  By the way, very interesting piece of art put out by the great graphics crew that we have here at infowars.com.
[13:43.000 --> 13:55.000]  You can see the artist rendition of a Obama Eugen, Obama Youth Corps commander with his Google glasses reporting on the 1984 society.
[13:55.000 --> 14:05.000]  That's up on the front page of infowars.com. Let's see what we've got up on the front page of prisonplanet.com.
[14:05.000 --> 14:16.000]  You know, prisonplanet.com is a very important site because a lot of news that gets posted up there does not get posted on infowars.com for whatever reason.
[14:16.000 --> 14:21.000]  So we'll punch up prisonplanet.com and show folks some of the news that's there that's not on infowars.com.
[14:21.000 --> 14:33.000]  It's important to check both sites and there you can see the young child being punched in the face with a police officer and being dragged away to be given to CPS
[14:33.000 --> 14:40.000]  as he begs and pleads that that video is up on the site right now.
[14:40.000 --> 14:48.000]  Some of the other news that's on the sites, Miami. Spray graffiti. Get tasered to death.
[14:48.000 --> 14:53.000]  Smoke pot. Get your two-year-olds' brains bashed out. Land of the free home of the brave anybody?
[14:53.000 --> 14:57.000]  The Edward Snowden solar flare kill shot hooks.
[14:57.000 --> 15:05.000]  Yet another ludicrous conspiracy theory overshadows issues of real significance. Video of cops slapping 10-year-old boy stirs outrage.
[15:05.000 --> 15:09.000]  Just mentioned that. Mafia hits special report.
[15:09.000 --> 15:14.000]  That's a good headline, but I want to change it to Most Powerful Mafia Kills Michael Hastings.
[15:14.000 --> 15:19.000]  That's really what the report is. We're going to be playing here on the radio coming up at the bottom of the hour.
[15:19.000 --> 15:30.000]  The Rise of the Bear. 18 signs that Russia is rapidly catching up to the United States. Government, mass surveillance, justifications are so dumb, they're crazy pants.
[15:30.000 --> 15:38.000]  Welcome to Post-Constitution America. The weapons of war come home. Rebels reportedly target Assad's convoy.
[15:38.000 --> 15:44.000]  How journalism professionals killed the Washington Post.
[15:44.000 --> 15:50.000]  That's just some of the amazing articles up on infowars.com and prisonplanet.com.
[15:50.000 --> 16:01.000]  Now, in the interest of taking calls and getting the special reports coming up, let me just read to you headlines that I will cover here today that I'm going to get to.
[16:01.000 --> 16:09.000]  But let me just, in the interest of it, let me just give you some of the other headlines that are up on infowars.com and drudgerport.com.
[16:09.000 --> 16:16.000]  I'm going to get into my webmasters and say, hey, let's post some of these really important articles up on drudgerport.com, but they're all in there doing a great job.
[16:16.000 --> 16:28.000]  But here are some of them. Scientists to create mutant form of new bird flu virus to work out risk of it causing a deadly human pandemic.
[16:28.000 --> 16:33.000]  Isn't that just something special?
[16:33.000 --> 16:40.000]  So we're going to be getting to that. Also, Russia developing terrorist killer robots.
[16:40.000 --> 16:42.000]  Well, it's okay if we're killing terrorists.
[16:42.000 --> 16:45.000]  Know what they're for is overwhelming any resistance.
[16:45.000 --> 16:48.000]  And I'm going to explain that conversion over to the kill grid coming up.
[16:48.000 --> 16:55.000]  And this is how the official Russian news agency Russian Army to unveil new robotic vehicles next year.
[16:55.000 --> 16:59.000]  Combat hunter killer robots.
[16:59.000 --> 17:05.000]  And what they are is I keep telling you this is what's classified that was leaked to me in 1999.
[17:05.000 --> 17:21.000]  They have basically 18 wheelers that are robotic that have turrets on the top and guns on the front, nerve gas cannons, CS cannons, less lethal rubber bullets, face scanning cameras on them with your image and your biometric of your body move.
[17:21.000 --> 17:29.000]  The way you walk, the way you run, the AI, face scanning, body scanning, biometric cameras are up everywhere.
[17:29.000 --> 17:36.000]  Picking up your heat resonance, even if you're wearing a hood, it knows who you are, your heat resonance pattern, your walk biometric pattern.
[17:36.000 --> 17:40.000]  It's all being loaded in to the giant already sentient.
[17:40.000 --> 17:43.000]  According to my sources, or at least they believe it's sentient.
[17:43.000 --> 17:47.000]  Let's say this, it's 100% autonomous and they've got a bunch of these computers.
[17:47.000 --> 17:51.000]  They've got the Pentagon hive brain, they've got what they call the beast system in Brussels.
[17:51.000 --> 17:56.000]  They keep adding to and well, I said to get to this later.
[17:56.000 --> 18:01.000]  And there's a total conversion to robots, but they're only in the get rid of the most the humans face.
[18:01.000 --> 18:06.000]  See, Skynet's run by the globalist and that's their word for it.
[18:06.000 --> 18:10.000]  The 70s that they just picked it up and put it in those James Cameron movies.
[18:10.000 --> 18:13.000]  And the whole issue is it's a total conversion to this.
[18:13.000 --> 18:17.000]  There'll be no more combat troops, there'll be no more fathers, there'll be no more family.
[18:17.000 --> 18:20.000]  It'll all be broken up so no one can resist.
[18:20.000 --> 18:26.000]  And then they will selectively play games with the rest of us and just have fun basically tearing us to pieces.
[18:26.000 --> 18:32.000]  And again, this is all being announced in all their publications that they invite all the Hollywood people to the Ray Kurzweil private events.
[18:32.000 --> 18:34.000]  And they're all told that they get on board with this.
[18:34.000 --> 18:36.000]  They're going to get to become gods.
[18:36.000 --> 18:38.000]  That's not going to be happening.
[18:38.000 --> 18:41.000]  It is beyond Elysium, by the way.
[18:41.000 --> 18:48.000]  Elysium is the socialist idea, just like District 9, the same director and writer, where the elite put you all in concentration camps
[18:48.000 --> 18:53.000]  and you deserve the goodies of the life extension technology.
[18:53.000 --> 18:58.000]  And then that's pitched as, oh, it's socialist and socialism is the answer.
[18:58.000 --> 19:03.000]  Then the director comes out today and denies that this is a political film.
[19:03.000 --> 19:06.000]  I mean, Matt Damon wants your guns, he wants open borders,
[19:06.000 --> 19:12.000]  and he puts his kids in the most expensive private school of bodyguards.
[19:12.000 --> 19:14.000]  But he's also a great actor.
[19:14.000 --> 19:16.000]  I like Matt Damon as a actor.
[19:16.000 --> 19:19.000]  As a person, I just know he's not that smart.
[19:19.000 --> 19:20.000]  He's actually a good guy.
[19:20.000 --> 19:22.000]  I know people that know him and they say he's a really nice person.
[19:22.000 --> 19:27.000]  He just, he just isn't, he doesn't have a mind to understand the criminal operations of the globalist.
[19:27.000 --> 19:28.000]  He's naive.
[19:28.000 --> 19:30.000]  I shouldn't even say stupid.
[19:30.000 --> 19:35.000]  And I don't think the director of District 9, because again, I know folks that know him, that dinner with them.
[19:35.000 --> 19:37.000]  They really believe in social justice.
[19:37.000 --> 19:43.000]  They don't get, they're going to use social classes to bring down the middle class to make sure everybody's poor.
[19:43.000 --> 19:48.000]  They're going to pour in the third world populations while suppressing their technological development
[19:48.000 --> 19:52.000]  into the first world and into the old world to bring us all down.
[19:52.000 --> 19:55.000]  And then behind national security, corporate reservations,
[19:55.000 --> 19:58.000]  the globalists are going to have all the life extension.
[19:58.000 --> 20:01.000]  We'll come back if the rest of the news, go to your phone call, stay with us.
[20:01.000 --> 20:06.000]  If you go without a good meal for three days, is your pantry prepared for what's around the corner?
[20:06.000 --> 20:10.000]  At pantryprepared.com, we offer gourmet meals for any budget.
[20:10.000 --> 20:14.000]  They're GMO free, contain no MSG and have a 25 year shelf life.
[20:14.000 --> 20:16.000]  Gluten free meals are also available.
[20:16.000 --> 20:21.000]  Order this week and get free shipping and a free cube stove that heats up to 1200 degrees.
[20:21.000 --> 20:25.000]  To learn more about a free one year supply package, visit pantryprepared.com.
[20:25.000 --> 20:30.000]  That's pantryprepared.com or call 801-913-1441.
[20:30.000 --> 20:35.000]  We the people grow cotton, we fabric, engrave ink, embed strips and fibers to protect from counterfeit
[20:35.000 --> 20:39.000]  and carting to a private bank having it led back at interest, forcing taxes to serve as debt.
[20:39.000 --> 20:43.000]  This capitalism or was Jefferson correct when stating a central bank issuing the public currency
[20:43.000 --> 20:46.000]  is a greater menace to the liberties of the people than a standing army?
[20:46.000 --> 20:50.000]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[20:50.000 --> 20:53.000]  Call for your copy at 800-686-2237.
[20:53.000 --> 20:57.000]  It's time to understand the system. Call 800-686-2237.
[20:57.000 --> 21:00.000]  That's 800-686-2237.
[21:28.000 --> 21:33.000]  Look for the deal of the day, unique affordable survival supplies that fit anyone's budget.
[21:33.000 --> 21:37.000]  Get same day shipping on all orders and free shipping on orders over $49.
[21:37.000 --> 21:51.000]  Call 866-229-0927 or visit mypatriotsupply.com for emergency preparedness, self-reliance and food independence.
[21:51.000 --> 21:54.000]  Shop with a name you know and a name you can trust.
[21:54.000 --> 21:57.000]  Before it's time to survive, it's time to prepare.
[21:57.000 --> 22:25.000]  MyPatriotsupply.com
[22:28.000 --> 22:34.000]  So it takes less time to create nutrient-dense humus for crops or gardens with no turning and no obnoxious odors.
[22:34.000 --> 22:39.000]  To learn more and order your Bokashi online, visit tarragonix.com and click on the orange button.
[22:39.000 --> 22:48.000]  That's tarragonix.com, spelled T-E-R-A-G-A-N-I-X.com or call 866-369-3678.
[22:48.000 --> 22:51.000]  That's 866-369-3678.
[22:51.000 --> 22:56.000]  Recycle all your food wastes in about six weeks with the Bokashi Food Waste Recycling System from tarragonix.com.
[22:56.000 --> 22:58.000]  Tarragonix, life's getting better.
[23:27.000 --> 23:30.000]  Get the best insurance possible with a special one-time offer.
[23:30.000 --> 23:34.000]  A two-month food supply for only $320 and free shipping.
[23:34.000 --> 23:41.000]  That's 352 servings of our newest and most popular award-winning recipes at less than a dollar per serving.
[23:41.000 --> 23:45.000]  The 25-year shelf life allows you to lock your food cost against inflation.
[23:45.000 --> 23:50.000]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[23:50.000 --> 23:59.000]  The two-month supply is only available for a limited time. Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[24:20.000 --> 24:32.000]  Ladies and gentlemen, we are the number one constitutional, libertarian, pro-human, pro-truth, 110% in the tyrant's face,
[24:32.000 --> 24:39.000]  multimedia platform, radio, TV, internet system in the world.
[24:39.000 --> 24:43.000]  Fox News says they're number one on cable news. It's absolutely true.
[24:43.000 --> 24:54.000]  The young Turks can say they're number one for news when it comes to YouTube specifically putting out kind of a fake liberal, liberty, Al Gore worship type message.
[24:54.000 --> 24:58.000]  It's true. They are number one in that one venue.
[24:58.000 --> 25:09.000]  But if you look at the full spectrum of a multimedia platform, we are heads above in every single metric.
[25:09.000 --> 25:19.000]  Infowars.com. And there's all sorts of people that, you know, come out with all these different reports and all these different breakdowns
[25:19.000 --> 25:25.000]  and all these different systems saying we're number one. No, we're number one. No, I'm number one. Well, you're number one.
[25:25.000 --> 25:33.000]  Number one for being able to force the story out and buck the establishment grain.
[25:33.000 --> 25:39.000]  I was just thinking about this during the break as we had Fox News on in there and, you know, they have, like, the five or number one in their time slot.
[25:39.000 --> 25:47.000]  Well, yeah, so was every other Fox News show. Four cable TV. Four cable news, that is.
[25:47.000 --> 25:57.000]  And I was just thinking about the fact, wow, I never even really think about the fact that we're number one when it comes to wide spectrum, hardcore, anti-New World Order news.
[25:57.000 --> 26:08.000]  I mean, there's nothing even close. But number one for breaking stories or pushing stories out that weren't getting attention and shedding the media agenda against the grain is DrudgeReport.com.
[26:08.000 --> 26:13.000]  And it absolutely infuriates the establishment we've covered that in the last few weeks.
[26:13.000 --> 26:17.000]  But I want people to understand who are listeners and who are new listeners.
[26:17.000 --> 26:29.000]  By every metric, Google Analytics, StatBrain, Alexa, you name it, we are number one when it comes to website, audio streams, podcast.
[26:29.000 --> 26:35.000]  We're probably seven, eight, maybe nine. You can depend.
[26:35.000 --> 26:41.000]  Biggest AM FM show in the country. You know, Talkers has this in the top 30, whatever.
[26:41.000 --> 26:47.000]  The issue is, is that it isn't about that for me. And I don't even really think about that a lot of times.
[26:47.000 --> 26:55.000]  You know what I'm thinking about? Because I realize I start talking fast, hyperventilating, getting upset because I've got children.
[26:55.000 --> 27:04.000]  I know how short my life is. I'm almost 40. I'll be 40 in a few months. Seems like yesterday I was five years old fishing with my grandfather.
[27:04.000 --> 27:11.000]  Seems like yesterday, the years go by like seconds. I really care about my children. I really care about your children. I care about a future.
[27:11.000 --> 27:19.000]  People call me a schmuck, you know, a softy. No, no, I'm a human that's got my head screwed on.
[27:19.000 --> 27:30.000]  And I know the Pentagon, I remember reading 15 years ago, said we're gathering everybody's biometric data so everyone can be tracked and hunter killer robots can be dispatched.
[27:30.000 --> 27:39.000]  And we're developing specific, not just race specific weapons, but individually specific bioweapons tailored to kill a certain person.
[27:39.000 --> 27:48.000]  And, you know, our cloning operations have gone well, you know, 20 years ago. And this is a decade ago. And I'm just like, hey, you know, they've got clones.
[27:48.000 --> 27:53.000]  You know, they don't have rights because they're 1%, you know, plant or animal. You know, they're like, oh, yeah, the crazy man.
[27:53.000 --> 28:02.000]  And I've just got all the documents, all the admissions. I mean, they've got an artificially intelligent, the Russians have got one, the West has them.
[28:02.000 --> 28:11.000]  Looking at us through our computers, through our TVs, tracking everything we're doing, CNN now admits your TV is physically watching you, not just watching everything you do and tracking it.
[28:11.000 --> 28:22.000]  And there's a giant kill grid, and I can't get people upset about it. What the hell? I don't want to be, and there's all these ego maniacs and crazy media people that just want to be on TV and be famous.
[28:22.000 --> 28:29.000]  Don't you get it, you jackasses? There ain't any damn future if we don't beat this son of a bitch. Excuse me. I'm sorry.
[28:29.000 --> 28:36.000]  I'm not trying to talk like that, but I can't keep doing this radio show and sitting up here and reporting all these reams of crap.
[28:36.000 --> 28:43.000]  Like, I don't even want to be competitive with people. I don't even want to be up here challenging other media people.
[28:43.000 --> 28:54.000]  I look at the ego maniacs just dripping narcissism when I watch Fox News or CNN. All of them feel like they've arrived and they're all in a power trip because they're in some studio on TV.
[28:54.000 --> 29:10.000]  I mean, who cares? None of it matters. It's all make-believe while the globalists set up the end, while the globalists set up the demise of our society and our civilization.
[29:10.000 --> 29:15.000]  We've been cut out of the future. The globalists have decided to radically re-engineer everything.
[29:15.000 --> 29:24.000]  And every time I talk to a professor or a zoologist specialist in viruses and all these people I know and run into, they go, well, Alex, the public is dumb and ugly and they deserve to die.
[29:24.000 --> 29:30.000]  And I go, don't you get that you're not in the winning club? Well, yeah, that's why I live in Wimberley and hide out. I know.
[29:30.000 --> 29:39.000]  Well, then why aren't you doing something about it? Just because you know about what's going on doesn't mean it gives you power over it.
[29:39.000 --> 29:48.000]  I mean, folks, well, you're in a science fiction movie. AI computers are watching and tracking you for the day to give the order to send 100 killer robots to kill you.
[29:48.000 --> 29:50.000]  That's if you're dug in.
[29:50.000 --> 30:10.000]  We're on the march. The empire's on the run. Alex Jones and the GCN Radio Network.
[30:21.000 --> 30:30.000]  And by American made products, order the sampler a one to two month supply or get a one to two year supply of soaps for all your cleaning needs.
[30:30.000 --> 30:38.000]  You're getting soap products twice as good as what you're using now. This is an amazing deal and you will love the way real soap makes your skin feel.
[30:38.000 --> 30:50.000]  Call 1-800-340-7091 or visit www.5starsope.com. Alex and his staff have used these earth friendly pure soaps for years.
[30:50.000 --> 31:00.000]  See them on the web www.5starsope.com or call 1-800-340-7091 for a catalog.
[31:00.000 --> 31:09.000]  Every three seconds, someone becomes a victim of identity theft. We also hear news stories every day about the NSA spying on U.S. citizens.
[31:09.000 --> 31:14.000]  It is now more important than ever to protect yourself and your information on the web.
[31:14.000 --> 31:21.000]  PrivateInternetAccess.com is a virtual private network service that can encrypt your internet connection while hiding your IP address.
[31:21.000 --> 31:26.000]  Their service also provides firewall protection in order to prevent data mining and unwanted exposure.
[31:26.000 --> 31:35.000]  They keep no records of your web browsing history. PrivateInternetAccess.com is an American company that understands you need to protect your inalienable rights.
[31:35.000 --> 31:41.000]  Private InternetAccess does not even log any of your traffic. Period. Privacy is their number one policy.
[31:41.000 --> 31:48.000]  You can use their service anywhere with an internet connection and with one account you can protect up to five devices at the same time.
[31:48.000 --> 31:57.000]  Go to privateinternetaccess.com right now in order to secure the privacy of you and your loved ones. Don't wait and allow you and your family to become victims.
[31:57.000 --> 32:19.000]  Visit privateinternetaccess.com today.
[32:27.000 --> 32:35.000]  It can even purify water. Supernatural Silver comes in both liquid and gel for internal or external use.
[32:35.000 --> 32:42.000]  With over 180 scientific studies by independent universities, hospitals, research institutions and nursing homes,
[32:42.000 --> 32:47.000]  Supernatural Silver is a powerful weapon in the fight against disease.
[32:47.000 --> 32:55.000]  To see how Supernatural Silver can give you and your loved ones protection and peace of mind, go to www.supernaturalsilver.com.
[32:55.000 --> 33:01.000]  Use the promo code PROTECTED for 20% off and like us on Facebook.
