[00:00:00.000 --> 00:00:26.320]  InfoWars, tomorrow's news today.
[00:04:10.800 --> 00:04:11.800]  purchases.
[00:04:11.800 --> 00:04:17.320]  They proposed using artificial intelligence to censor hate speech and disinformation on
[00:04:17.320 --> 00:04:23.280]  the internet, and using artificial intelligence to control a global social credit system that
[00:04:23.280 --> 00:04:29.000]  will involve wearable devices with sensors to monitor everyone's actions.
[00:04:29.000 --> 00:04:34.400]  If we the people fail to unite against the powers that be, then their solution will most
[00:04:34.400 --> 00:04:39.640]  certainly be world war, depopulation, and total control.
[00:04:39.640 --> 00:04:42.360]  And this is all happening right now.
[00:04:42.360 --> 00:04:44.720]  Reporting for InfoWars, this is Greg Reese.
[00:04:47.520 --> 00:04:49.200]  All right, folks, we're live.
[00:04:49.200 --> 00:04:52.440]  It's Wednesday, July 5th, 2023.
[00:04:52.440 --> 00:04:54.840]  And I play this Greg Reese report because this is what we're going to be covering when
[00:04:54.840 --> 00:04:55.840]  we come back.
[00:04:55.840 --> 00:04:57.440]  Major developments on this front.
[00:04:59.595 --> 00:05:06.595]  You just ended three-plus years of UN worldwide lockdowns, restrictions, and forced injections.
[00:05:06.595 --> 00:05:13.595]  Russia and Ukraine have been battling in a NATO-Russia proxy war for the last year and a half.
[00:05:13.595 --> 00:05:18.595]  Islamists have started burning down large parts of cities across Europe.
[00:05:18.595 --> 00:05:25.595]  The U.S. border has completely collapsed. Millions and millions are coming across here, many of them kidnapped children.
[00:05:25.595 --> 00:05:31.595]  Fentanyl deaths for over 100,000 a year. GMO products are being forced on the public.
[00:05:31.595 --> 00:05:35.595]  5G is being erected in every major industrialized country.
[00:05:35.595 --> 00:05:40.595]  Cancer rates are exploding. Heart attacks, strokes, neurological disorders.
[00:05:40.595 --> 00:05:43.595]  Now 25-year-olds are, quote, getting Alzheimer's.
[00:05:43.595 --> 00:05:51.595]  Inside the mRNA injections are the programming for spike protein of the HIV delivery system growing in our brains.
[00:05:51.595 --> 00:05:53.595]  And that's just the start of the new war.
[00:05:53.595 --> 00:05:57.595]  The transgender cult's chopping the penises and breasts off of millions of children.
[00:05:57.595 --> 00:06:00.595]  But we're fighting it at Infowars.com.
[00:06:07.595 --> 00:06:10.595]  The Islamic riots are spread across Europe.
[00:06:10.595 --> 00:06:15.595]  The prominent citizens that speak out against them are being arrested by the globalist government
[00:06:15.595 --> 00:06:18.595]  because it's all part of a larger destabilization plan.
[00:06:22.595 --> 00:06:34.595]  When you import military-aged men and the prisoners from third-world countries, you become Mad Max.
[00:06:34.595 --> 00:06:37.595]  You become hell.
[00:06:37.595 --> 00:06:43.595]  Europe fought off more than 100 Islamic invasions.
[00:06:43.595 --> 00:06:49.595]  But now traitors in control have opened the gates.
[00:06:52.595 --> 00:06:55.595]  The fall of Europe.
[00:06:55.595 --> 00:07:00.595]  We'll be covering all of this here today.
[00:07:00.595 --> 00:07:05.595]  And there's a lot of other big red meat topics that are really interesting we could talk about for hours
[00:07:05.595 --> 00:07:08.595]  that I'm not going to spend much time on because they're really diversions.
[00:07:08.595 --> 00:07:12.595]  Like a big bag of cocaine found at the wine house over the weekend.
[00:07:12.595 --> 00:07:18.595]  The scanners picked up that they found a possible hazardous material.
[00:07:19.595 --> 00:07:24.595]  And the story itself, that Hunter Biden was there and it's probably his cocaine that he's above the law,
[00:07:24.595 --> 00:07:27.595]  isn't a new story.
[00:07:27.595 --> 00:07:31.595]  If you just go one-dimensionally, it's not that important.
[00:07:31.595 --> 00:07:39.595]  It's all part of the humiliation of America with Pete O'Joe and his crackhead Chinese communist agent son.
[00:07:39.595 --> 00:07:46.595]  But the fact that the Secret Service called a hazmat crew when they've got their own hazmat team
[00:07:46.595 --> 00:07:52.595]  and let it go out over the scanners was really a call for help.
[00:07:52.595 --> 00:07:58.595]  And we've seen a lot of leaks of the Secret Service on Biden because they think they're right.
[00:07:58.595 --> 00:08:00.595]  He's extremely dangerous.
[00:08:00.595 --> 00:08:02.595]  And the people controlling him are extremely dangerous.
[00:08:02.595 --> 00:08:10.595]  But the fact that they called in the local hazmat team saying, oh, gee, we don't know what this bag of drugs is.
[00:08:11.595 --> 00:08:17.595]  Undoubtedly with Hunter's crack pipes and the rest of it, he's been staying at the White House as of late
[00:08:17.595 --> 00:08:20.595]  and accompanying his father almost every weekend to Camp David.
[00:08:20.595 --> 00:08:25.595]  You see him shuffling, obviously drugged out of his mind with a red backpack on.
[00:08:25.595 --> 00:08:27.595]  What do you think's in that?
[00:08:33.595 --> 00:08:35.595]  The border is completely collapsed.
[00:08:35.595 --> 00:08:37.595]  Giant human trafficking.
[00:08:37.595 --> 00:08:39.595]  We're at war with Russia.
[00:08:39.595 --> 00:08:44.595]  We have psychotic inbred pedophile lunatics running the country.
[00:08:44.595 --> 00:08:45.595]  It's incredible.
[00:08:45.595 --> 00:08:49.595]  So I say, oh, I'm not going to spend much time on that red meat story.
[00:08:49.595 --> 00:08:53.595]  Now, that's a huge story by what it tells you.
[00:08:54.595 --> 00:09:02.595]  The Secret Service put out on the radio hazardous material found and then called the local hazmat team
[00:09:04.595 --> 00:09:06.595]  to come deal with it and say, gee, what's this?
[00:09:07.595 --> 00:09:09.595]  Because they're fed up.
[00:09:09.595 --> 00:09:13.595]  They're not we're not going to cover up a big bag of cocaine and crack pipes that are honors.
[00:09:14.595 --> 00:09:16.595]  And of course, they're doing a sweep and they find it.
[00:09:16.595 --> 00:09:18.595]  Oh, gee, what's this?
[00:09:18.595 --> 00:09:19.595]  Is it anthrax?
[00:09:19.595 --> 00:09:20.595]  We better look.
[00:09:22.595 --> 00:09:25.595]  We better call in another agency doesn't even know what's going on.
[00:09:28.595 --> 00:09:32.595]  Because I guarantee you, the Secret Service called that in themselves and made a federal issue.
[00:09:32.595 --> 00:09:39.595]  Those agents will be found dead in car wrecks or murder, suicides, their families within days.
[00:09:41.595 --> 00:09:44.595]  But the tyranny and the intimidation can only last so long.
[00:09:45.595 --> 00:09:49.595]  So I said, that's a meaty issue.
[00:09:49.595 --> 00:09:51.595]  Interesting, entertaining.
[00:09:52.595 --> 00:09:55.595]  But if we just cover those entertaining articles, we'll never save the country in the world.
[00:09:56.595 --> 00:10:03.595]  But if we pull back and have deeper understanding, even a distractionary story like this becomes extremely informative.
[00:10:03.595 --> 00:10:04.595]  And I want to be clear.
[00:10:05.595 --> 00:10:07.595]  The corporate media is not covering the cocaine.
[00:10:07.595 --> 00:10:09.595]  They're not covering why it's so important.
[00:10:10.595 --> 00:10:14.595]  So we know that it's just a heaping on of the disgrace.
[00:10:16.595 --> 00:10:19.595]  But when you see the larger picture, it's very informative and very.
[00:10:23.595 --> 00:10:24.595]  What's the proper word?
[00:10:24.595 --> 00:10:25.595]  Encouraging.
[00:10:27.595 --> 00:10:28.595]  Very encouraging.
[00:10:28.595 --> 00:10:32.595]  You know, we were told by the Secret Service because they're so worried about it.
[00:10:33.595 --> 00:10:40.595]  Two years ago that when Biden gets mad, like many dementia people, and he also is on cocaine and injectable methamphetamine.
[00:10:41.595 --> 00:10:42.595]  Biden, not just his son.
[00:10:42.595 --> 00:10:43.595]  What do you think?
[00:10:43.595 --> 00:10:44.595]  What do you think?
[00:10:44.595 --> 00:10:45.595]  Hunter learned it from daddy.
[00:10:46.595 --> 00:10:47.595]  We think he learned all the pedo stuff.
[00:10:47.595 --> 00:10:48.595]  These are maniacs.
[00:10:49.595 --> 00:10:51.595]  Literal drug addict pedophile maniacs.
[00:10:52.595 --> 00:10:54.595]  With the nuclear launch codes.
[00:10:57.595 --> 00:10:59.595]  And I was told that he poops his pants.
[00:10:59.595 --> 00:11:03.595]  And then I was talking to some senior NYPD people.
[00:11:03.595 --> 00:11:04.595]  I'll just leave it at that.
[00:11:05.595 --> 00:11:06.595]  And I asked him if they'd heard this.
[00:11:07.595 --> 00:11:11.595]  And they said, yeah, you know, he was just in last year.
[00:11:11.595 --> 00:11:13.595]  He was just in New York for 9-11.
[00:11:13.595 --> 00:11:15.595]  You notice he changed clothes twice.
[00:11:16.595 --> 00:11:18.595]  And they had to change his schedule repeatedly.
[00:11:18.595 --> 00:11:19.595]  And it's because he would get mad.
[00:11:19.595 --> 00:11:22.595]  And when he gets mad, he poops his pants.
[00:11:28.595 --> 00:11:29.595]  So.
[00:11:33.595 --> 00:11:34.595]  I had a loved one who I really loved.
[00:11:34.595 --> 00:11:35.595]  It was one of the smartest people I ever knew.
[00:11:35.595 --> 00:11:38.595]  But once he had strokes or heart attacks, his mind was gone.
[00:11:38.595 --> 00:11:39.595]  If he got mad, he'd do the same thing.
[00:11:40.595 --> 00:11:44.595]  Difference is he was not in control of the nuclear launch codes.
[00:11:45.595 --> 00:11:50.595]  So, Biden is one step away from finger painting in his own feces on the walls.
[00:11:52.595 --> 00:11:54.595]  So, I've covered that topic now.
[00:11:54.595 --> 00:11:57.595]  And it was the Gateway Pundit that first picked up the scanner information.
[00:11:57.595 --> 00:11:59.595]  And confirmed it was true.
[00:11:59.595 --> 00:12:01.595]  Now, mainstream news.
[00:12:01.595 --> 00:12:02.595]  It's just, okay, cocaine was found.
[00:12:02.595 --> 00:12:03.595]  Move along.
[00:12:03.595 --> 00:12:04.595]  No big deal.
[00:12:04.595 --> 00:12:07.595]  So, when the head of the Gateway Pundit joins us in the third hour.
[00:12:08.595 --> 00:12:09.595]  We'll talk about this.
[00:12:09.595 --> 00:12:11.595]  All the election fraud proof they've compiled.
[00:12:11.595 --> 00:12:14.595]  What he thinks is about to happen with Jim Hoft in the 2024 election.
[00:12:15.595 --> 00:12:17.595]  That could well be this nation's last.
[00:12:18.595 --> 00:12:22.595]  It's all coming up today, ladies and gentlemen.
[00:12:23.595 --> 00:12:26.595]  And I will also open the phones up in the second hour.
[00:12:27.595 --> 00:12:29.595]  Now, that said, let me just move on now.
[00:12:30.595 --> 00:12:32.595]  I just spent six, seven minutes on that story.
[00:12:34.595 --> 00:12:35.595]  To something much bigger.
[00:12:35.595 --> 00:12:38.595]  And really important and also good news.
[00:12:39.595 --> 00:12:40.595]  Encouraging.
[00:12:41.595 --> 00:12:43.595]  Major federal court.
[00:12:43.595 --> 00:12:44.595]  High level.
[00:12:44.595 --> 00:12:45.595]  Federal judge.
[00:12:45.595 --> 00:12:46.595]  Rules Biden regime.
[00:12:47.595 --> 00:12:48.595]  Likely.
[00:12:48.595 --> 00:12:51.595]  Violated First Amendment by coordinating with big tech to censor Americans.
[00:12:52.595 --> 00:12:53.595]  Said it was illegal.
[00:12:53.595 --> 00:12:54.595]  And ordered Biden to stop.
[00:12:55.595 --> 00:12:56.595]  And here's Politico.
[00:12:56.595 --> 00:12:59.595]  Judge limits Biden administration's contact with social media firms.
[00:13:00.595 --> 00:13:02.595]  They were coordinating with the CIA and Justice Department.
[00:13:03.595 --> 00:13:05.595]  Who to censor and how to censor on hundreds of major issues.
[00:13:06.595 --> 00:13:08.595]  In some cases, over 50 million posts were removed.
[00:13:08.595 --> 00:13:09.595]  On Facebook alone.
[00:13:10.595 --> 00:13:13.595]  At the direction of the CIA through the Biden administration.
[00:13:14.595 --> 00:13:16.595]  So that's the CIA surveilling you.
[00:13:17.595 --> 00:13:18.595]  What you say and what you do.
[00:13:19.595 --> 00:13:20.595]  That's what's really illegal.
[00:13:21.595 --> 00:13:22.595]  To then censor you.
[00:13:23.595 --> 00:13:24.595]  In a coordinated action with private companies.
[00:13:25.595 --> 00:13:26.595]  Totally illegal.
[00:13:26.595 --> 00:13:27.595]  And I know it's Elon Musk who I'm not saying is perfect.
[00:13:28.595 --> 00:13:29.595]  But I'll defend him when it's reality based.
[00:13:30.595 --> 00:13:31.595]  There's all these headlines.
[00:13:32.595 --> 00:13:35.595]  Elon Musk explains bizarre Twitter view cap rule.
[00:13:35.595 --> 00:13:37.595]  And then tells viewers and users to go outside.
[00:13:38.595 --> 00:13:39.595]  And be on your computer less.
[00:13:40.595 --> 00:13:41.595]  Wow another good thing he says.
[00:13:42.595 --> 00:13:45.595]  And well you need to have users that aren't committing suicide.
[00:13:46.595 --> 00:13:47.595]  I mean you need to be outside.
[00:13:48.595 --> 00:13:49.595]  It's a proven fact.
[00:13:50.595 --> 00:13:51.595]  But they say well why is he censoring?
[00:13:52.595 --> 00:13:53.595]  No he's not.
[00:13:54.595 --> 00:13:55.595]  Almost no one views 600 tweets a day.
[00:13:56.595 --> 00:13:57.595]  Like less than 1%.
[00:13:58.595 --> 00:13:59.595]  Most of it is bots.
[00:14:00.595 --> 00:14:01.595]  And they're using those bots over at the NSA.
[00:14:02.595 --> 00:14:03.595]  The CIA.
[00:14:03.595 --> 00:14:04.595]  And these private think tanks.
[00:14:05.595 --> 00:14:07.595]  To correlate and track and then direct censors.
[00:14:08.595 --> 00:14:10.595]  Still inside Twitter that Elon's not been able to get rid of.
[00:14:11.595 --> 00:14:13.595]  Because they have so many of their operatives inside.
[00:14:14.595 --> 00:14:16.595]  Including CIA and other individuals.
[00:14:17.595 --> 00:14:19.595]  So that's what's going on there.
[00:14:20.595 --> 00:14:21.595]  That is a big big deal.
[00:14:22.595 --> 00:14:23.595]  So you have the hearings the last few months.
[00:14:24.595 --> 00:14:25.595]  All confirmed the documents.
[00:14:26.595 --> 00:14:27.595]  The government illegally with the Pentagon, the CIA.
[00:14:28.595 --> 00:14:29.595]  All of them surveilling you and censoring you.
[00:14:30.595 --> 00:14:31.595]  Kind of a big deal.
[00:14:31.595 --> 00:14:32.595]  We'll drill more into that.
[00:14:33.595 --> 00:14:34.595]  So see that's just two of the stories here.
[00:14:35.595 --> 00:14:37.595]  They all go on and get more insane.
[00:14:38.595 --> 00:14:40.595]  Look at this quote by Zelensky.
[00:14:41.595 --> 00:14:42.595]  Over in the madhouse that's Ukraine.
[00:14:43.595 --> 00:14:46.595]  Ukraine preparing for nuclear explosion.
[00:14:47.595 --> 00:14:49.595]  As Russia reduces nuclear plant presence.
[00:14:50.595 --> 00:14:53.595]  With no proof they say Russia's about to launch a false flag.
[00:14:54.595 --> 00:14:56.595]  Nuclear meltdown and calls for NATO to invade immediately.
[00:14:57.595 --> 00:14:59.595]  Kind of like when Zelensky fired those missiles.
[00:14:59.595 --> 00:15:01.595]  Into Poland earlier this year.
[00:15:02.595 --> 00:15:04.595]  And said that the Russians did it.
[00:15:05.595 --> 00:15:07.595]  Of course by the grace of God.
[00:15:08.595 --> 00:15:09.595]  The Poles were able to shoot down the missiles.
[00:15:10.595 --> 00:15:11.595]  So they didn't detonate.
[00:15:12.595 --> 00:15:13.595]  And they got the tail numbers off.
[00:15:14.595 --> 00:15:15.595]  They were Ukrainian.
[00:15:16.595 --> 00:15:17.595]  And then the telemetry showed they were fired.
[00:15:18.595 --> 00:15:21.595]  Directly on the border of Poland from Ukraine.
[00:15:22.595 --> 00:15:23.595]  On purpose.
[00:15:24.595 --> 00:15:25.595]  On purpose.
[00:15:26.595 --> 00:15:27.595]  That's how crazy Zelensky is.
[00:15:27.595 --> 00:15:28.595]  He shoots missiles at Poland.
[00:15:29.595 --> 00:15:31.595]  And even when the tail numbers are both found.
[00:15:32.595 --> 00:15:34.595]  Because the Poles shot both missiles down.
[00:15:36.595 --> 00:15:38.595]  They still blame the Russians.
[00:15:39.595 --> 00:15:41.595]  Complete psychotic lunatic.
[00:15:42.595 --> 00:15:43.595]  Also a cocaine head.
[00:15:44.595 --> 00:15:45.595]  Also a pervert.
[00:15:46.595 --> 00:15:47.595]  Alright we'll come back ladies and gentlemen.
[00:15:48.595 --> 00:15:49.595]  With the biggest news.
[00:15:50.595 --> 00:15:51.595]  And so much more today.
[00:15:52.595 --> 00:15:53.595]  Infowars.com.
[00:15:54.595 --> 00:15:55.595]  Banned on video.
[00:15:55.595 --> 00:15:56.595]  Let's watch this.
[00:16:25.595 --> 00:16:26.595]  40% off.
[00:16:27.595 --> 00:16:28.595]  Down and out sleep support.
[00:16:29.595 --> 00:16:30.595]  40% off.
[00:16:31.595 --> 00:16:32.595]  Vitality.
[00:16:33.595 --> 00:16:34.595]  60% off.
[00:16:35.595 --> 00:16:36.595]  Ultimate.
[00:16:37.595 --> 00:16:38.595]  60% off.
[00:16:39.595 --> 00:16:40.595]  Turbo force.
[00:16:41.595 --> 00:16:42.595]  25% off.
[00:16:43.595 --> 00:16:44.595]  X3 selling out.
[00:16:45.595 --> 00:16:46.595]  25% off.
[00:16:47.595 --> 00:16:48.595]  All of it.
[00:16:49.595 --> 00:16:50.595]  All Infowars MD products.
[00:16:51.595 --> 00:16:52.595]  30% off.
[00:16:52.595 --> 00:16:53.595]  It's all there.
[00:16:54.595 --> 00:16:55.595]  25% off.
[00:16:56.595 --> 00:16:57.595]  The best deals you're going to find.
[00:16:58.595 --> 00:16:59.595]  Infowarsstore.com.
[00:17:00.595 --> 00:17:01.595]  In the short time we have.
[00:17:02.595 --> 00:17:03.595]  I can't get into all the incredible ingredients.
[00:17:04.595 --> 00:17:05.595]  Go to Infowarsstore.com.
[00:17:06.595 --> 00:17:07.595]  Read about the ingredients.
[00:17:08.595 --> 00:17:09.595]  Look them up for yourself.
[00:17:10.595 --> 00:17:11.595]  And then understand.
[00:17:12.595 --> 00:17:13.595]  This is cold pressed herbs.
[00:17:14.595 --> 00:17:15.595]  So it has a more powerful effect on the body.
[00:17:16.595 --> 00:17:17.595]  Get yours today at Infowarsstore.com.
[00:17:18.595 --> 00:17:19.595]  For 50% off.
[00:17:20.595 --> 00:17:21.595]  Super Mel Vitality is selling out.
[00:17:22.595 --> 00:17:23.595]  Only a few hundred bottles left.
[00:17:24.595 --> 00:17:25.595]  But the good news is we have several thousand bottles left.
[00:17:26.595 --> 00:17:27.595]  Of Super Female Vitality.
[00:17:28.595 --> 00:17:29.595]  That's the same formula.
[00:17:30.595 --> 00:17:31.595]  It boosts men.
[00:17:32.595 --> 00:17:33.595]  It boosts women.
[00:17:34.595 --> 00:17:35.595]  It works great.
[00:17:36.595 --> 00:17:37.595]  But women like pink labels.
[00:17:38.595 --> 00:17:39.595]  Men like different color labels.
[00:17:40.595 --> 00:17:41.595]  So it works for men as well.
[00:17:42.595 --> 00:17:43.595]  It's the same formula.
[00:17:44.595 --> 00:17:45.595]  It's an incredible formula.
[00:17:46.595 --> 00:17:47.595]  And it funds our operation.
[00:17:48.595 --> 00:17:49.595]  And there's another important part of the overall information.
[00:17:50.595 --> 00:17:51.595]  It's 50% off for a limited time.
[00:17:52.595 --> 00:17:53.595]  50% off.
[00:17:54.595 --> 00:17:55.595]  And it funds the Infowars.
[00:17:56.595 --> 00:17:57.595]  Super Female Vitality.
[00:17:58.595 --> 00:17:59.595]  50% off for a limited time.
[00:18:00.595 --> 00:18:01.595]  At Infowarsstore.com.
[00:18:02.595 --> 00:18:03.595]  Two amazing nootropics.
[00:18:04.595 --> 00:18:05.595]  That means brain power.
[00:18:06.595 --> 00:18:07.595]  Are back in stock at Infowarsstore.com.
[00:18:08.595 --> 00:18:09.595]  And they're both 50% off.
[00:18:10.595 --> 00:18:12.595]  We haven't offered these for 50% off since last Christmas.
[00:18:13.595 --> 00:18:14.595]  These are amazing products.
[00:18:15.595 --> 00:18:16.595]  And for those of you on the fence.
[00:18:17.595 --> 00:18:18.595]  I want you to try them.
[00:18:19.595 --> 00:18:20.595]  Brain Force Ultra hits in 15 minutes.
[00:18:20.595 --> 00:18:21.595]  Four to six hours with no hangover.
[00:18:22.595 --> 00:18:23.595]  It is a game changer.
[00:18:24.595 --> 00:18:25.595]  Nobody's got something close to this.
[00:18:26.595 --> 00:18:28.595]  Then our Brain Force Plus is a good basic clean nootropic.
[00:18:29.595 --> 00:18:30.595]  Gives you four to six hours of amazing energy.
[00:18:31.595 --> 00:18:32.595]  Again with no hangover.
[00:18:33.595 --> 00:18:34.595]  No jitters.
[00:18:35.595 --> 00:18:36.595]  Both products back in stock.
[00:18:37.595 --> 00:18:38.595]  Infowarsstore.com for 50% off.
[00:18:39.595 --> 00:18:40.595]  And it funds the Infowar.
[00:18:41.595 --> 00:18:42.595]  So get your Brain Force Ultra.
[00:18:43.595 --> 00:18:44.595]  Your Brain Force Plus.
[00:18:45.595 --> 00:18:46.595]  And your Turbo Force.
[00:18:47.595 --> 00:18:48.595]  All exclusively at Infowarsstore.com.
[00:18:48.595 --> 00:18:50.595]  Evolution 1776 Worldwide.
[00:18:51.595 --> 00:18:53.595]  The answer to 1984 is 1776.
[00:18:54.595 --> 00:18:56.595]  And the answer for energy is Brain Force.
[00:19:18.595 --> 00:19:19.595]  Liquid energy.
[00:19:20.595 --> 00:19:21.595]  Brain, body, heart.
[00:19:22.595 --> 00:19:23.595]  The cleanest, the best out there.
[00:19:24.595 --> 00:19:25.595]  Krill oil is the best.
[00:19:26.595 --> 00:19:27.595]  And it'll give you the damn burps.
[00:19:28.595 --> 00:19:29.595]  And I'm just sorry.
[00:19:30.595 --> 00:19:31.595]  You want something like this?
[00:19:32.595 --> 00:19:33.595]  You don't get stuff for free.
[00:19:34.595 --> 00:19:35.595]  The krill is hallucinogenic.
[00:19:36.595 --> 00:19:37.595]  It's so good.
[00:19:38.595 --> 00:19:39.595]  In my view.
[00:19:40.595 --> 00:19:41.595]  I'm not making a medical statement here.
[00:19:42.595 --> 00:19:43.595]  But let me tell you something.
[00:19:44.595 --> 00:19:45.595]  I eat five capulets of krill oil before I go to bed.
[00:19:46.595 --> 00:19:47.595]  I'm seeing Santa Claus that night.
[00:19:48.595 --> 00:19:49.595]  I don't make a big profit off of it.
[00:19:50.595 --> 00:19:51.595]  But you notice I just obsess.
[00:19:52.595 --> 00:19:53.595]  Because whatever the best is we've got.
[00:19:54.595 --> 00:19:55.595]  I just can't lie to you.
[00:19:56.595 --> 00:19:57.595]  I just can't do it.
[00:19:58.595 --> 00:19:59.595]  Infowarsstore.com.
[00:20:00.595 --> 00:20:04.595]  Leading a frontal assault on the lies of the New World Order.
[00:20:05.595 --> 00:20:06.595]  It's Alex Jones.
[00:20:08.680 --> 00:20:29.640]  Alright, welcome back to the Alex Jones Show.
[00:20:29.640 --> 00:20:33.720]  I was thinking last night about launching a movement, but I wanted to search engine
[00:20:33.720 --> 00:20:37.440]  it because anything you can think of has already been done, I never did it, calling it the
[00:20:37.440 --> 00:20:41.940]  July 5th Movement, meaning what are you going to do the day after you declare independence
[00:20:41.940 --> 00:20:47.200]  against tyranny because then that means the real fight has just begun and how do we define
[00:20:47.200 --> 00:20:48.200]  that?
[00:20:48.200 --> 00:20:49.200]  How do we pledge to do that?
[00:20:49.200 --> 00:20:55.240]  That's really what this whole broadcast is about, is about July 4th and 1776 worldwide,
[00:20:55.240 --> 00:21:00.320]  but what do you do when you go beyond the declaration and have to actually put your
[00:21:00.320 --> 00:21:04.320]  shoulder to the wheel?
[00:21:04.320 --> 00:21:12.600]  Now I became aware of this, large pieces of this years ago, decades ago, but I had not
[00:21:12.600 --> 00:21:20.120]  read a whole bunch of different WEF slash UN reports.
[00:21:20.120 --> 00:21:25.240]  One of them just came out last month, another's a couple years old.
[00:21:25.240 --> 00:21:32.880]  I scanned over last night and this morning six or seven of these reports and I've got
[00:21:33.000 --> 00:21:41.200]  in my hands right here, they're about three and a half inches thick, two of the reports
[00:21:41.200 --> 00:21:50.040]  and news articles about the reports and let me just tell you something, they sent chills
[00:21:50.040 --> 00:21:53.440]  up my spine.
[00:21:53.440 --> 00:21:57.960]  Now we're not always able to do this, but more and more we are thanks to you, the activist
[00:21:57.960 --> 00:22:06.200]  viewers and listeners that really spread the word, but whether it's the Spars document
[00:22:06.200 --> 00:22:11.520]  or Event 21 or Operation Lockstep and so many others, we've really been able to get all
[00:22:11.520 --> 00:22:17.000]  the other researchers to look into it and then once that happens, Robert F. Kennedy
