[00:00.000 --> 00:20.000]  Infowars, tomorrow's news, today.
[10:13.000 --> 10:20.000]  and filled with Christians and those that wouldn't let their sons transition to being sterilized at age eight.
[10:20.000 --> 10:33.000]  As all of that happens, remember, it's the Fortune 500 led by just a few companies at the top, the Fortune dozen or so, and a few private families and big mega hedge funds that are in control.
[10:33.000 --> 10:52.000]  It is as Dr. Mercola said on my show Thursday, Black Rock and Vanguard. And it's the families that own and control those systems that have decided that we don't need prosperity anymore, that we need to live under poverty and control if we're allowed to live.
[10:52.000 --> 10:58.000]  And so the question that Tucker Carlson posed, who is in charge, is everything.
[10:58.000 --> 11:04.000]  I can tell you all about the problems with the globalists are doing and how they're carrying it out, but you know what's going on.
[11:04.000 --> 11:09.000]  You read what the Davos group in the U.N. say, you are informed.
[11:09.000 --> 11:17.000]  Remember, only a small percentage of people know about globalism, know about the IMF, know about the World Bank, know about Bretton Woods,
[11:17.000 --> 11:25.000]  know about the fact that the transition is now happening to get rid of the dollar and bring in this new world currency that will track and trace and control where you can go and what you can do.
[11:25.000 --> 11:36.000]  So we have to raise the alarm now that we will very soon be in the same place that Australia and Canada are in, the very same forces who are in charge, not the puppets,
[11:36.000 --> 11:41.000]  not the prime ministers and presidents, but those who are really in charge are the globalists.
[11:41.000 --> 11:47.000]  And that was Trump's big crime. He really was the president. He really got in. He really tried to do good stuff for the country.
[11:47.000 --> 11:53.000]  He really tried to cut the, quote, middlemen out. That's the globalists that set up all the unfair trade deals, and that's why he had to be punished.
[11:53.000 --> 12:01.000]  So coming up on the broadcast today, Owen Schreuer has the Aussie Cossack, as his nickname is known, a very prominent well-spoken gentleman,
[12:01.000 --> 12:07.000]  who was just arrested for daring to come on our show and others and protest and speak out against tyranny.
[12:07.000 --> 12:13.000]  He dared to ask Americans to have peaceful demonstrations until Australian embassies in D.C. and New York,
[12:13.000 --> 12:18.000]  and I'll be going to New York in a few weeks to do that and fulfill that promise, but just think about that.
[12:18.000 --> 12:24.000]  He got arrested. They came to his house and grabbed him, and they've been arresting thousands of other people at their houses
[12:24.000 --> 12:29.000]  who dared to go out and peacefully demonstrate as well. And so before the Aussie Cossack comes on,
[12:29.000 --> 12:36.000]  I thought I'd play a two-minute clip that just went viral today of the police coming to people's houses again and saying,
[12:36.000 --> 12:41.000]  is this you six months ago out here at an anti-lockdown demonstration?
[12:41.000 --> 12:47.000]  And he properly rebuked them and explains they're working for powerful forces that are destroying their own futures as well.
[12:47.000 --> 12:54.000]  And we can laugh at them and say, oh, that'll never happen here, but already they just signed a law yesterday in California
[12:54.000 --> 12:59.000]  that you can't have boys and girls sections in stores because that makes them want to be a bore and a girl.
[12:59.000 --> 13:02.000]  Again, that's the depopulation, globalist control system coming in.
[13:02.000 --> 13:07.000]  So here's that clip from Australia. We'll be right back with Owen Schreuer here on this live Sunday broadcast.
[13:07.000 --> 13:08.000]  Please spread the word.
[13:08.000 --> 13:10.000]  Do you agree that you put some posts on Facebook?
[13:10.000 --> 13:13.000]  Nice and legalized.
[13:13.000 --> 13:15.000]  Did you put this on Facebook?
[13:15.000 --> 13:18.000]  So the question that's been raised is, were you there?
[13:18.000 --> 13:19.000]  Bob?
[13:19.000 --> 13:22.000]  Yes.
[13:22.000 --> 13:23.000]  Is that you?
[13:23.000 --> 13:24.000]  No.
[13:24.000 --> 13:25.000]  Were you there?
[13:25.000 --> 13:26.000]  Well, does it matter?
[13:26.000 --> 13:28.000]  You're handing me paper work saying I'll send a photo?
[13:28.000 --> 13:30.000]  I'm not handing you anything. I'm asking a question.
[13:30.000 --> 13:32.000]  Well, you've got the photo, don't you?
[13:32.000 --> 13:34.000]  You've put a photo on Facebook.
[13:34.000 --> 13:37.000]  It doesn't actually confirm whether you were there or not.
[13:37.000 --> 13:40.000]  So if I say no, you're not going to give me the paperwork and you're going to go home, are you?
[13:40.000 --> 13:42.000]  There's no paperwork here to give you this.
[13:42.000 --> 13:43.000]  So what are we here for?
[13:43.000 --> 13:45.000]  Are you here to serve me or...?
[13:45.000 --> 13:46.000]  No.
[13:46.000 --> 13:47.000]  No.
[13:47.000 --> 13:48.000]  It's immigration.
[13:48.000 --> 13:49.000]  Yeah, I know.
[13:49.000 --> 13:50.000]  It's just...
[13:50.000 --> 13:51.000]  It's losers.
[13:51.000 --> 13:52.000]  It is like that.
[13:52.000 --> 13:53.000]  What is this humanity?
[13:53.000 --> 13:55.000]  Where are we going in life?
[13:55.000 --> 13:58.000]  You've got the cops coming around here to tell me that I've been in a protest.
[13:58.000 --> 13:59.000]  Six months ago.
[13:59.000 --> 14:00.000]  Six months ago.
[14:00.000 --> 14:02.000]  To ask you if you have been in a protest.
[14:02.000 --> 14:04.000]  How illegal is that?
[14:04.000 --> 14:05.000]  Which part?
[14:05.000 --> 14:07.000]  Going to a protest.
[14:07.000 --> 14:08.000]  Why are you guys here?
[14:08.000 --> 14:11.000]  Why is the police on my doorstep about a protest?
[14:11.000 --> 14:13.000]  It's illegal.
[14:13.000 --> 14:14.000]  Why?
[14:14.000 --> 14:16.000]  Black lives matter protested two weeks before that?
[14:16.000 --> 14:17.000]  Yeah.
[14:17.000 --> 14:18.000]  Yeah, is that illegal?
[14:18.000 --> 14:19.000]  Are you knocking on their doors?
[14:19.000 --> 14:20.000]  Maybe.
[14:20.000 --> 14:21.000]  No, you're not.
[14:21.000 --> 14:22.000]  You're not.
[14:22.000 --> 14:23.000]  It's clearly going to...
[14:23.000 --> 14:25.000]  Why are you working for this corrupt government?
[14:25.000 --> 14:27.000]  What are you guys doing?
[14:27.000 --> 14:28.000]  Who are you serving?
[14:28.000 --> 14:29.000]  Are you serving us?
[14:29.000 --> 14:32.000]  Are you serving the corrupt government and health officials?
[14:32.000 --> 14:34.000]  They want no good for you.
[14:34.000 --> 14:35.000]  They're not there for you.
[14:35.000 --> 14:36.000]  Were you there?
[14:36.000 --> 14:37.000]  What?
[14:37.000 --> 14:38.000]  Were you there?
[14:38.000 --> 14:40.000]  You can ask my question, can't you?
[14:40.000 --> 14:42.000]  I won't answer that.
[14:42.000 --> 14:44.000]  I'll just know you come in here.
[14:44.000 --> 14:46.000]  What are we here for?
[14:46.000 --> 14:47.000]  What part of...
[14:47.000 --> 14:49.000]  What the f*** do you want from me?
[14:49.000 --> 14:52.000]  What did you understand when I first told you why we're here?
[14:52.000 --> 14:55.000]  Well, you're asking me if I'm in a protest six months ago.
[14:55.000 --> 14:56.000]  I don't recall.
[14:56.000 --> 14:57.000]  I do not recall.
[14:57.000 --> 14:58.000]  We've been asked...
[14:58.000 --> 14:59.000]  I don't recall.
[14:59.000 --> 15:00.000]  I'm sorry.
[15:00.000 --> 15:01.000]  Because the crime's anonymous...
[15:01.000 --> 15:02.000]  I don't recall.
[15:02.000 --> 15:03.000]  I don't recall.
[15:03.000 --> 15:04.000]  Well, then we'll end the conversation.
[15:04.000 --> 15:05.000]  I don't want to say anything else.
[15:05.000 --> 15:06.000]  Go ask Andrews.
[15:06.000 --> 15:08.000]  What's your reason for breaching the chair direction?
[15:08.000 --> 15:10.000]  What are you talking about?
[15:10.000 --> 15:12.000]  I don't recall any health directions, mate.
[15:12.000 --> 15:13.000]  I don't watch them.
[15:13.000 --> 15:14.000]  I'm going to tell you.
[15:20.000 --> 15:23.000]  And it's time for humanity to stand up in the Info War
[15:23.000 --> 15:26.000]  and say, I don't know what's going to happen at the end of this,
[15:26.000 --> 15:27.000]  but you want to fight?
[15:27.000 --> 15:29.000]  You better believe you got one!
[15:29.000 --> 15:36.000]  From the front lines of the Information War, it's Alex Jones.
[16:00.000 --> 16:06.000]  The engineers at BioProse are very excited to announce a major expansion of new products
[16:06.000 --> 16:09.000]  into the retail consumer market.
[16:09.000 --> 16:12.000]  Since their rollout of their first product almost a year ago,
[16:12.000 --> 16:14.000]  they come out with four new products.
[16:14.000 --> 16:21.000]  BioDrain Pro, BioRV Pro, Biomarine Pro, and BioPorta Pro.
[16:21.000 --> 16:26.000]  For decades, oil companies and other major chemical corporations
[16:26.000 --> 16:31.000]  have been using patented, naturally occurring, specially bred bacteria
[16:31.000 --> 16:35.000]  to eat oil spills and other toxic waste disasters.
[16:35.000 --> 16:39.000]  That's how powerful these naturally occurring microbes are.
[16:39.000 --> 16:44.000]  The BioProse system is light years better than traditional enzymes that only work once.
[16:44.000 --> 16:48.000]  These bacteria begin to breed and live in your septic tank.
[16:48.000 --> 16:51.000]  And now it's available for the general public's use
[16:51.000 --> 16:55.000]  for the first time on the retail market, exclusively available.
[16:55.000 --> 16:58.000]  At TheBioProse.com
[17:26.000 --> 17:31.000]  You see, then I was tracking the Bilderberg Group, who's head at the time,
[17:31.000 --> 17:35.000]  was Klaus Schwab, and our sources in cyber confirming to us
[17:35.000 --> 17:38.000]  that they were indeed planning to launch this great reset.
[17:38.000 --> 17:40.000]  Well, we're now living in it.
[17:40.000 --> 17:43.000]  The purposeful collapse of the Third World and the First World,
[17:43.000 --> 17:46.000]  known as Ash, is a tyrannical corporate world government.
[17:46.000 --> 17:50.000]  The total censorship, no due process, destruction of the family,
[17:50.000 --> 17:53.000]  and then incrementally more and more deadly injections
[17:53.000 --> 17:57.000]  of poison mass creating these vaccines to poison us and depopulate us.
[17:57.000 --> 18:00.000]  This is what InfoWars is fighting. We're fighting for the future.
[18:02.000 --> 18:06.000]  I want to explain something that is absolutely seed understanding our world.
[18:06.000 --> 18:09.000]  It's very, very simple, but the most of all don't know.
[18:09.000 --> 18:13.000]  The privately owned central banks of the world
[18:13.000 --> 18:18.000]  are artificially creating thousands of trillions of dollars and other major currencies
[18:18.000 --> 18:25.000]  and using them to buy up infrastructure, intellectual property, energy.
[18:25.000 --> 18:28.000]  They're using it to buy people, to buy influence,
[18:28.000 --> 18:33.000]  and in the past they created thousands of trillions so that they could leverage that,
[18:33.000 --> 18:37.000]  manipulate markets, but they never allowed that money to get into the general circulation
[18:37.000 --> 18:39.000]  or it would cause massive inflation.
[18:39.000 --> 18:44.000]  Now they've gone ahead and weaponized it and are flooding every sector of the world economy,
[18:44.000 --> 18:48.000]  buying up everything, not to have the companies operate,
[18:48.000 --> 18:52.000]  but to actually shut them down and force a collapse of civilization,
[18:52.000 --> 18:55.000]  making the companies they do fund the only things left standing.
[18:55.000 --> 18:58.000]  This is the great reset. This is what's happening now.
[18:58.000 --> 19:00.000]  Warn everyone. It's the only way to stop it.
[19:00.000 --> 19:04.000]  A little more than 20 years ago, Japanese scientists discovered
[19:04.000 --> 19:09.000]  and were able to isolate a compound that is naturally in nature
[19:09.000 --> 19:13.000]  and in foods we eat, but in very, very low amounts.
[19:13.000 --> 19:16.000]  It's called PQQ or BiopQQ.
[19:16.000 --> 19:19.000]  When you have the organic form of it, it does amazing things.
[19:19.000 --> 19:22.000]  It actually makes your telomeres last longer.
[19:22.000 --> 19:25.000]  It doesn't make them grow, but makes them last longer in the space of the same thing.
[19:25.000 --> 19:29.000]  So it's as close to the fountain of youth as you're going to get.
[19:29.000 --> 19:32.000]  Well, DNA Force Plus has been sold out for six months.
[19:32.000 --> 19:37.000]  It's back in stock, the highest quality, PQQ, CoQ10, and so much more.
[19:37.000 --> 19:42.000]  This entire formula is about cleaning out your cells and helping your body last longer.
[19:42.000 --> 19:45.000]  And that is so incredibly important.
[19:45.000 --> 19:48.000]  We have it at 40% off, despite the effects that have been sold out,
[19:48.000 --> 19:51.000]  for six months at infowarstore.com.
[19:51.000 --> 19:54.000]  It's amazing. If you haven't tried DNA Force Plus, you really should.
[19:54.000 --> 19:59.000]  And for those of you that love it, it's back in stock 40% off exclusively at infowarstore.com.
[19:59.000 --> 20:21.000]  DNA Force Plus.
[20:21.000 --> 20:24.000]  We're back here live on the Alex Jones show.
[20:24.000 --> 20:31.000]  Owen Troyer in studio. We got a lot coming up, including a great guest in the second hour,
[20:31.000 --> 20:38.000]  the Aussie Cossack, who's fighting back against the medical tyranny in Australia,
[20:38.000 --> 20:44.000]  which is really a preview for the world.
[20:44.000 --> 20:47.000]  And now they're not letting anybody travel out of Australia.
[20:47.000 --> 20:51.000]  They have people locked down in their homes.
[20:51.000 --> 20:56.000]  You can't be a part of society if you don't have the vaccine.
[20:56.000 --> 21:07.000]  But let's put some context to this in case there are people tuning in that have no idea what exactly is going on,
[21:07.000 --> 21:15.000]  or in case further explanation is needed.
[21:15.000 --> 21:17.000]  So where does this all begin?
[21:17.000 --> 21:27.000]  We have Anthony Fauci, Peter Dossick, and others doing gain-of-function spillover research with bat viruses,
[21:27.000 --> 21:38.000]  also known as the coronavirus, or now SARS-CoV-2, with the Chinese military in dozens of labs in China,
[21:38.000 --> 21:48.000]  specifically this Wuhan lab, and Google and Microsoft and others have a connection there as well.
[21:48.000 --> 22:00.000]  That virus is then released from the lab out into the world for it to spread worldwide.
[22:00.000 --> 22:05.000]  Now, if the TV media didn't make a big deal of it, would we have ever even known about it?
[22:05.000 --> 22:12.000]  Probably not. It would have seemed just like a bad flu season.
[22:12.000 --> 22:15.000]  But all of a sudden we started changing the way we handle these things medically.
[22:15.000 --> 22:22.000]  So we did the PCR tests, multiplied so many times that anything would test positive for COVID.
[22:22.000 --> 22:30.000]  A piece of paper, a dog, a piece of fruit, a can of cola, a human, anything, a blade of grass, everything tests positive.
[22:30.000 --> 22:36.000]  So then it's every case, and then hospitals have a financial interest, so they want as many COVID cases as possible,
[22:36.000 --> 22:40.000]  because each COVID case is a couple thousand bucks, and then if you can put them on a ventilator,
[22:40.000 --> 22:45.000]  it's a couple tens of thousands of dollars, and so the list goes on.
[22:45.000 --> 22:49.000]  And so the media drove the panic. The hospitals drove the case numbers.
[22:49.000 --> 22:57.000]  They counted any death as a COVID death, even if it was a gunshot wound, a car accident, cancer, heart attack, anything else.
[22:57.000 --> 23:07.000]  And then they were able to use that fear-mongering to drive home the shutdowns and all the tyranny we've seen since.
[23:07.000 --> 23:15.000]  So now where are you at? Well, I could get into all this news over here about the sicknesses, spreading, and the vaccines,
[23:15.000 --> 23:22.000]  but that's almost self-contained, where they always had the vaccine planned out.
[23:22.000 --> 23:27.000]  They were always going to roll it out. They were always going to make it mandatory, and they were always going to
[23:27.000 --> 23:32.000]  then make your access to society based on your vaccination status.
[23:32.000 --> 23:40.000]  And then I could get into all the tens of thousands of dead that we've seen from the COVID vaccine, but I think,
[23:40.000 --> 23:45.000]  you know what, the world isn't ready to admit that that's the case yet. That's fine.
[23:45.000 --> 23:49.000]  It's going to be so undeniable soon, the world won't be able to deny.
[23:49.000 --> 23:55.000]  And they're already pretty much admitting that that's the case. It's the vaccine variants causing any new outbreaks,
[23:55.000 --> 24:03.000]  and you will see an uptick in the percentage and the death rate in the year 2021 because of the vaccines.
[24:03.000 --> 24:10.000]  You didn't see it in 2020. You will see it in 2021. And so maybe then the world will be ready for that.
[24:10.000 --> 24:17.000]  But so then what do you hear? You start hearing Joe Biden and you hear Justin Trudeau and Australian Prime Ministers
[24:17.000 --> 24:22.000]  and European leaders saying, what? Build back better. Build back better.
[24:22.000 --> 24:31.000]  So you tear civilization down by releasing a virus, but the real tear down of civilization is the world government's
[24:31.000 --> 24:38.000]  response to the virus, collapsing economies, economic warfare, nation sovereignty warfare,
[24:38.000 --> 24:43.000]  just the freedom over your own body and choosing what medicine you want to take.
[24:43.000 --> 24:52.000]  So just tearing all of that down so they can build back better. So here's what you're going to see as the trend for the next couple of weeks.
[24:52.000 --> 24:57.000]  And then America will have a choice and the rest of the world will have a choice if this is what we want to do,
[24:57.000 --> 25:04.000]  or if we want to go back to rational, normal, logical, sensible, common sense, reasonable civilization again.
[25:04.000 --> 25:10.000]  Or we can go into world government tyranny with no freedom or prosperity or upward growth or anything.
[25:10.000 --> 25:13.000]  We will have that choice.
[25:13.000 --> 25:21.000]  Southwest Airlines cancels thousands of flights due to air traffic control walkouts over vaccine mandate.
[25:21.000 --> 25:25.000]  Southwest Pilots Union sues to block Airlines vaccine mandate.
[25:25.000 --> 25:28.000]  So it's a total disaster with Southwest Airlines.
[25:28.000 --> 25:32.000]  It's going to be for all airlines soon that mandate the vaccine.
[25:32.000 --> 25:36.000]  And then it's going to be for all air traffic controllers that get mandated the vaccine.
[25:36.000 --> 25:43.000]  And so who knows if the airports will even be operating or operational in the next month over this.
[25:43.000 --> 25:45.000]  It's not just the airlines.
[25:45.000 --> 25:51.000]  Seattle may fire 40% of police force over COVID vaccine mandate.
[25:51.000 --> 26:02.000]  All kinds of police forces are being short staffed right now and seeing mass resignations and firings because they don't want to take the deadly vaccine
[26:02.000 --> 26:04.000]  and play Russian roulette with their body.
[26:04.000 --> 26:09.000]  Hundreds of thousands of US troops still not fully vaccinated against COVID as deadlines loom.
[26:09.000 --> 26:11.000]  And they're being told they will be discharged.
[26:11.000 --> 26:13.000]  They will not be in the military anymore.
[26:13.000 --> 26:21.000]  So your law enforcement, your military, your airports all going to be shut down over this vaccine mandate, all part of the plan.
[26:21.000 --> 26:35.000]  Your hospitals, vaccine mandate, latest hurdle and organ nursing shortage.
[26:35.000 --> 26:40.000]  Syracuse Hospital fires 78 workers for refusing COVID-19 vaccination.
[26:40.000 --> 26:45.000]  Will vaccine mandates affect existing nursing shortage?
[26:45.000 --> 26:46.000]  Absolutely.
[26:46.000 --> 26:48.000]  These are just some of the headlines, folks.
[26:48.000 --> 26:50.000]  I could read these headlines all day long.
[26:50.000 --> 26:54.000]  New York, California, Chicago, the list just goes on and on in Texas.
[26:54.000 --> 26:55.000]  It's just everywhere.
[26:55.000 --> 27:02.000]  OK, so your police force shortage, your military shortage, your airline shortage, your hospital shortage.
[27:02.000 --> 27:03.000]  All right then.
[27:03.000 --> 27:09.000]  So tear down the economy, tear down civilization so the New World Order can build it back better.
[27:09.000 --> 27:15.000]  And then you have what's going on with the cargo ships and the oil ships and everything.
[27:15.000 --> 27:21.000]  Biggest U.T.O. U.S. retailers charter private cargo ships to sail around port delays.
[27:21.000 --> 27:26.000]  So they're not letting these shipments in, whether it's oil or cargo ships, any of the stuff.
[27:26.000 --> 27:28.000]  They're not letting it in because of COVID.
[27:28.000 --> 27:35.000]  So now they're trying to basically do transfers on private vessels just to get it ashore.
[27:35.000 --> 27:37.000]  Container get-ins.
[27:37.000 --> 27:40.000]  Supply crisis drives Walmart and rivals to hire their own ships.
[27:40.000 --> 27:44.000]  And you're also starting to see the shortages at the grocery stores as well.
[27:44.000 --> 27:48.000]  You're starting to see the food prices go up, the energy prices go up.
[27:48.000 --> 27:52.000]  Port of Los Angeles demands more federal funding as cargo backlog looms.
[27:52.000 --> 27:55.000]  Costco limits toilet paper.
[27:55.000 --> 28:00.000]  Paper towels and bottled water purchases over inflation and supply chain breakdown.
[28:00.000 --> 28:06.000]  Global supply chain crisis to last until 2023 says Middle East's largest port operator.
[28:06.000 --> 28:08.000]  Well, that's if we stop doing it now.
[28:08.000 --> 28:09.000]  We're not going to stop doing it now.
[28:09.000 --> 28:13.000]  So you're looking 2024, 2025, forever.
[28:13.000 --> 28:15.000]  So that's all the tyranny.
[28:15.000 --> 28:17.000]  That's the economic warfare.
[28:17.000 --> 28:26.000]  That's the shutting down and the breaking of civilization so that the average human can't get access to anything anymore until the whole world goes under medical tyranny.
[28:26.000 --> 28:31.000]  Then they'll have the cultural warfare, but this is still just kind of blooming right now.
[28:31.000 --> 28:40.000]  Gavin Newsom signs woke law forcing stores to have gender neutral sections where traditional blue and pink toys and toothbrushes are banned.
[28:40.000 --> 28:43.000]  So this is all their tyranny.
[28:43.000 --> 28:54.000]  This is the planned warfare against the free market, against the world economy, against the average human just having easy access to cheap energy.
[28:54.000 --> 29:00.000]  And it's all from a virus that Anthony Fauci and others help make in a lab and release on the planet.
[29:00.000 --> 29:09.000]  You'd have to be hiding under a rock not to know that vitamin D, vitamin C, zinc and other essential vitamins and minerals are essential to our bodies, to our immune systems.
[29:09.000 --> 29:12.000]  We don't have them long term. We die.
[29:12.000 --> 29:24.000]  But what a lot of people don't know is even if you have those compounds, the levels that are recommended, if you don't have deep, restful, clean sleep, your body will fall apart even faster.
[29:24.000 --> 29:30.000]  And with so many chemicals in the food and water and so much agitation in the culture and life, it's hard to settle down.
[29:30.000 --> 29:31.000]  It's hard to relax.
[29:31.000 --> 29:32.000]  Well, let me tell you something right now.
[29:32.000 --> 29:36.000]  Down and out is an incredibly strong natural compound.
[29:36.000 --> 29:40.000]  It's got over eight compounds in it that will give you deep, pure, clean sleep.
[29:40.000 --> 29:42.000]  And it's it's such a game changer.
[29:42.000 --> 29:50.000]  So with all the vitamins and minerals, the last big ingredient is down and out available again at infowarstore.com for 50% off.
[29:50.000 --> 29:51.000]  And you know what?
[29:51.000 --> 29:56.000]  I'm going to keep it 50% off until it sells out, even though we've already sold out a half of it in just the last month.
[29:56.000 --> 30:00.000]  And we probably are going to have more for about five months.
[30:00.000 --> 30:16.000]  The COVID-19 face diaper is a symbol of subservience, a symbol of slavery, a symbol of the change that the medical tyranny combine controlled by the global private corporations has put in place.
[30:16.000 --> 30:22.000]  It is the symbol of the permanent emergency from which we will never emerge.
