[00:00.000 --> 00:05.000]  The
[02:46.640 --> 02:50.360]  A statement says the group that takes part in the planning meeting will review the direction
[02:50.360 --> 02:54.160]  of the conference preparations and whether the US should even be part of the event.
[02:54.160 --> 02:58.160]  It says the goal is to work with other countries that want the conference to responsibly and
[02:58.160 --> 03:00.840]  productively address racism around the world.
[03:00.840 --> 03:05.000]  In residence at the small New York town where a commuter plane went down or trying to deal
[03:05.000 --> 03:10.000]  with the tragedy the best they can, everyone in the tiny Buffalo suburb seems to have
[03:10.000 --> 03:11.680]  known a victim.
[03:11.680 --> 03:16.120]  Clearance Emergency Coordinator David Besanat says there's a snowstorm on the way predicted
[03:16.120 --> 03:17.120]  for this Wednesday.
[03:17.120 --> 03:22.400]  It will only force us to pick up the pace to our absolute best.
[03:22.400 --> 03:24.400]  No one wants to work in extreme conditions.
[03:24.400 --> 03:28.200]  We're very fortunate to have these couple of days of clear sky.
[03:28.200 --> 03:34.920]  For more news and analysis, log on to IRN News dot com.
[03:34.920 --> 03:39.400]  If you're paying your credit cards with credit cards or maybe some other crisis in your life
[03:39.400 --> 03:44.000]  made you fall behind on your bills, there is a light at the end of the tunnel with consumer
[03:44.000 --> 03:45.320]  credit of America.
[03:45.320 --> 03:50.200]  They can help you find your way out of the debt trap and find financial freedom.
[03:50.200 --> 03:59.320]  Call now 877-348-FREE, that's 877-348-F-R-E-E, or visit them on the web at ccofamerica.com
[03:59.320 --> 04:04.800]  877-348-FREE, not available in all states.
[04:04.800 --> 04:10.520]  The Iraqi Election Commission acknowledges there was fraud in some cases in last month's
[04:10.520 --> 04:11.520]  elections.
[04:11.520 --> 04:12.520]  Here's Robert Reed.
[04:12.520 --> 04:18.040]  Iraqi officials say they've nullified results from the January 31 election at more than
[04:18.040 --> 04:23.120]  30 polling stations around the country due to fraud in last month's balloting.
[04:23.120 --> 04:28.320]  But officials say those cases were not significant enough to require a new vote in any province.
[04:28.320 --> 04:33.280]  Also today, a bomb hidden in a garbage pile killed one person and injured 18 others in
[04:33.280 --> 04:36.840]  Setter City, a section of Baghdad.
[04:36.840 --> 04:41.400]  Hillary Clinton heads for Asia today on her first trip abroad as Secretary of State.
[04:41.400 --> 04:45.560]  And as she prepares to leave, there may be an olive branch from North Korea where Puyang
[04:45.560 --> 04:50.520]  Yang's ceremonial head of state says the country is ready to improve relations with
[04:50.520 --> 04:52.040]  friendly countries.
[04:52.040 --> 04:57.280]  U.S. nuclear envoy Christopher Hill says North Korea must honor its commitment to give
[04:57.280 --> 04:58.280]  up nuclear weapons.
[04:58.280 --> 05:05.760]  The DPRK needs to get on with things and complete the denuclearization.
[05:05.760 --> 05:10.240]  And we've had too many interruptions and the interruptions have slowed us down too much.
[05:10.240 --> 05:15.000]  And China isn't too happy about parts of the U.S. stimulus package that favors the use
[05:15.000 --> 05:18.400]  of American goods to help rebuild the economy.
[05:18.400 --> 05:19.400]  Here's Henry Sanderson.
[05:19.400 --> 05:24.040]  They said measures like this were reminiscent of measures the U.S. took during the Great
[05:24.040 --> 05:29.040]  Depression of the 1930s that tried to protect American jobs but actually just worse than
[05:29.040 --> 05:30.040]  the recession.
[05:30.040 --> 05:34.720]  I'm Jody Jordan for IRN-USA Radio News.
[05:34.720 --> 05:35.920]  People.
[05:35.920 --> 05:37.800]  Your engine is the heart of your vehicle.
[05:37.800 --> 05:41.320]  Wouldn't it be nice to be able to determine whether it's going to go the long run?
[05:41.320 --> 05:44.640]  Or should you dump your vehicle before you experience a major expense?
[05:44.640 --> 05:49.120]  The military has developed such a technology and it's called oil analysis.
[05:49.120 --> 05:53.600]  By taking a mere four-ounce sample during an oil change, you can get an easy-to-read
[05:53.600 --> 05:59.760]  complete report by an independent laboratory covering engine wear, oil condition and contamination.
[05:59.760 --> 06:04.320]  You could expect to pay hundreds of dollars or more for someone to look inside your engine.
[06:04.320 --> 06:10.040]  But now, for only $14.95, we will send you a test kit with easy-to-follow directions.
[06:10.040 --> 06:12.480]  Yes, just $14.95.
[06:12.480 --> 06:16.640]  Then you can speak directly with one of our experts on your engine's condition and how
[06:16.640 --> 06:18.080]  to make it last longer.
[06:18.080 --> 06:20.520]  Act now and we'll pay the shipping to you.
[06:20.520 --> 06:23.000]  Visit OilCompanySecret.com.
[06:23.000 --> 06:28.280]  That's OilCompanySecret.com or call 888-873-7371.
[06:28.280 --> 06:31.280]  That's 888-873-7371.
[06:31.280 --> 06:33.280]  888-873-7371.
[06:33.280 --> 06:45.400]  Repair your son.
[06:45.400 --> 06:46.400]  Repair your son with talk radio experience.
[06:46.400 --> 06:47.400]  Like no other.
[06:47.400 --> 06:48.400]  Just grab yourselves in and hold on.
[06:48.400 --> 06:49.400]  He stands for truth.
[06:49.400 --> 06:50.400]  He stands for justice.
[06:50.400 --> 06:51.400]  He stands for what's right.
[06:51.400 --> 06:52.400]  This is the Alex Jones Show.
[06:52.400 --> 06:53.400]  Call Alex Now, toll free at 877-590-55293.
[06:53.400 --> 06:54.400]  That's 877-590-55293.
[06:54.400 --> 06:55.400]  That's 877-590-5293.
[06:55.400 --> 06:56.400]  That's 877-5293.
[06:56.400 --> 06:57.400]  That's 877-5293.
[06:57.400 --> 06:58.400]  That's 877-5293.
[06:58.400 --> 06:59.400]  That's 877-5293.
[06:59.400 --> 07:00.400]  That's 877-5293.
[07:00.400 --> 07:01.400]  That's 877-5293.
[07:01.400 --> 07:02.400]  That's 877-5293.
[07:02.400 --> 07:09.440]  525. Now live from Austin, Texas. Here's Alex Jones.
[07:15.920 --> 07:20.240]  Welcome. Welcome. Thank you so much for joining us on this Sunday evening
[07:22.320 --> 07:27.600]  or Sunday morning or some cases Monday, depending on where you are in the world.
[07:27.600 --> 07:31.200]  Thank you so much for joining us. We'll be here for the next two hours live.
[07:32.880 --> 07:38.240]  It is the 15th day of February 2009.
[07:40.480 --> 07:46.240]  Well, Barack Obama said that not one minute could be wasted. They absolutely had to have the
[07:46.880 --> 07:52.320]  $800 plus billion spending package passed immediately or we would have a depression.
[07:52.320 --> 07:58.800]  And there was a big debate Thursday and Friday that no one had been allowed to see the bill
[07:58.800 --> 08:05.040]  or read the bill. The bill was made public one hour before it was finally passed.
[08:06.640 --> 08:08.800]  It had been in conference between the House and the Senate.
[08:10.000 --> 08:16.240]  One hour later, the 1100 plus page, 1100 plus page bill, one hour after it was made public,
[08:16.240 --> 08:22.560]  was passed. And then Obama said, I'm going on a three-day vacation, but that's not enough.
[08:22.560 --> 08:29.360]  I'm then going to sign it maybe next Thursday in Denver. Maybe. It's a big joke on everybody.
[08:29.360 --> 08:35.840]  Going back to the end of George Bush's days back in early October, October 3rd to be precise.
[08:36.640 --> 08:40.400]  They said no one can read the bill. No one can see the bill. We've got to have the banker
[08:40.400 --> 08:46.560]  bailout $700 billion. It really turned out to be $8.5 trillion so far. That's Bloomberg AP,
[08:46.560 --> 08:50.800]  because it's unlimited. No one can read it. No one can see it. It's got to pass now or we'll
[08:50.800 --> 08:57.200]  have a depression next week. Then on Saturday, the day after it passed, October 4th, Secretary
[08:57.200 --> 09:02.800]  of the Treasury of the time, Mr. Paulson said, you know what? We don't even need it for mortgages
[09:02.800 --> 09:06.640]  anymore. We're not going to say what we're going to use it for. This is on record. Like they came
[09:06.640 --> 09:11.120]  before Congress. I have the testimonies. It's in my upcoming film. I'm making the Obama deception
[09:11.120 --> 09:16.800]  and Obama's people, they bragged that the Obama's chief of staff, Rahm Emanuel, was the quote,
[09:16.800 --> 09:21.280]  architect of the bailout and Han showed it through the House and Senate when he was a Democratic
[09:21.280 --> 09:26.080]  leader in the House. He just resigned a few months ago. And of course, the both parties are involved
[09:26.080 --> 09:31.360]  because they're both owned by the offshore banks. The issue here is they didn't want anybody reading
[09:31.360 --> 09:38.000]  the bill. And you know why they didn't want you reading the bill? It has health care rationing
[09:38.960 --> 09:44.640]  in it. It says that the elderly will not be given basic health care. Tom Daschel literally wrote
[09:44.640 --> 09:49.280]  the legislation and he wrote a book about it two years ago saying, yeah, old folks just have to
[09:49.280 --> 09:53.760]  accept that you're not meant to be treated for these ailments. And so rationing of health care.
[09:54.640 --> 09:58.800]  In the past, they would deny that with socialist health care, but they say it's the British model
[09:58.800 --> 10:03.200]  where people wait 18 months for brain tumor surgery and of course die for treatable brain
[10:03.200 --> 10:07.200]  tumors and things like that. Or you could have a couple thousand dollar surgery on your eyes,
[10:07.200 --> 10:14.480]  but they just let you go blind. Things like that. And Bloomberg did a report on this and we covered
[10:14.480 --> 10:19.680]  it on Friday. You can actually read the subsections because that subsection of the bill was made
[10:19.680 --> 10:24.880]  public because they had tagged it on and admitted they tagged it on the larger bill. It was the
[10:24.880 --> 10:30.720]  bill, the entirety of the bill itself that was a secret. Remember two years ago, they said, oh,
[10:30.720 --> 10:38.000]  it's a secret bill on fixing immigration, fixing it. No one could see it, but trust us, there's
[10:38.000 --> 10:42.640]  no amnesty. And then Senator Session violated Senate rules and gotten trouble for it, but thank
[10:42.640 --> 10:50.240]  God he did and leaked the bill. You can Google 20 loopholes in immigration bill and you can read the
[10:50.240 --> 10:55.680]  20 loopholes from two years ago. And it was worse than total amnesty for 30 million illegal aliens.
[10:55.680 --> 10:59.840]  It allowed felons who were felons to stay here. It allowed anyone who wanted to come
[10:59.840 --> 11:05.520]  for six years to come here instantly legalized. So it was more than just an amnesty for the,
[11:05.520 --> 11:11.120]  quote, 14 million they claimed were here. Though Congress has even studied the problem and set
[11:11.120 --> 11:17.280]  over 30 million. So this is the type of deception that we see. But here's the big issue. I got a call
[11:17.280 --> 11:25.520]  Friday and another call Saturday from the same congressional source that told me they'd been
[11:25.520 --> 11:30.160]  threatened with martial law back in October of last year if they didn't pass the bill. And we
[11:30.160 --> 11:35.680]  reported the martial law threat before it was on the news. Then it ended up coming out on C-Span,
[11:35.680 --> 11:40.960]  the floor of the house, and then made national news. Just like a year and a half before, it was
[11:40.960 --> 11:46.640]  made public that the federal government secretly hired now 26,000 preachers training their flock
[11:46.640 --> 11:52.880]  to go to FEMA camps to turn in their guns to submit to government. Romans 13, people didn't
[11:52.880 --> 11:56.160]  believe us. And then a year and a half later, it came out in mainstream news and is now public.
[11:57.760 --> 12:04.480]  This congressional source, it's always been accurate, said that gun control, more gun bans,
[12:05.040 --> 12:12.000]  particularly HR 45, total national gun registration, psychological testing, own a gun.
[12:12.000 --> 12:17.040]  You've ever had a misdemeanor, you can't own a gun, that that had been introduced and tagged on
[12:17.680 --> 12:24.720]  through a part of the health spending bill. Well, last night, I went ahead and spent three hours
[12:24.720 --> 12:29.520]  reading most of the 1100 page bill. Remember, we didn't get it till an hour before it passed,
[12:29.520 --> 12:33.280]  and I was on air at the time. And then Friday went home and saw my family and then didn't get
[12:33.280 --> 12:39.760]  around to reading until Saturday. And yes, that congressional aid was correct. Now you'd say,
[12:39.760 --> 12:44.800]  why doesn't the aid just go public? Because under house rules, they get in trouble. See,
[12:44.800 --> 12:49.680]  they didn't have these house rules 100 years ago. It's now a dictatorship of the committee chairman.
[12:49.680 --> 12:54.000]  And so they're in these meetings are not allowed to tell the public when it's in conference.
[12:54.000 --> 12:59.520]  So they have to leak this to us, just like Senator Sessions did and others. First, he leaked it,
[12:59.520 --> 13:04.800]  people said it wasn't true. Then he just released the bill. And legally, he's really allowed to,
[13:04.800 --> 13:13.040]  was just a house, a Senate rule in that case. But, but regardless of that, they stripped out
[13:13.040 --> 13:19.680]  the language about guns, but left the HR 45 language on the mental screening in there
[13:20.560 --> 13:26.720]  for total federalization of all medical records and to make all the psychologists and psychiatrists
[13:26.720 --> 13:31.520]  going back 30, 40 years to load all these records in. So let's say in high school,
[13:31.520 --> 13:35.680]  you went to the psychologist because your parents were, you know, upset because you were depressed
[13:35.680 --> 13:40.640]  and were popping your zits or whatever. Well, now you don't get on a gun. All the military
[13:40.640 --> 13:44.560]  medical records, they've already done this to some extent, but now all the military records,
[13:44.560 --> 13:49.280]  any psychological designation for any reason, you don't get a second amendment.
[13:50.000 --> 13:54.880]  And a lot of police are going to be losing their, their peace officers license.
[13:56.160 --> 14:00.880]  I warned you now, we'll see if they're able to implement this, but the language is in there.
[14:00.880 --> 14:07.040]  And last night, I almost did an emergency broadcast. I got my board ops down to the station.
[14:07.040 --> 14:11.200]  I was about to go on there and I just said, you know what, I got to go finish this Obama film.
[14:11.840 --> 14:15.760]  A bunch is going on. I've got this congressional aid warning me high level,
[14:17.520 --> 14:20.880]  but I'm going to wait and see if any of the gun groups pick up on this because I can always
[14:20.880 --> 14:26.640]  cover it Monday. It's already passed. So I didn't go on air at like 11 o'clock last night after
[14:26.640 --> 14:31.120]  I'd been reading the bill and confirmed it. And then I went to gun owners of America this morning.
[14:31.120 --> 14:36.000]  Sure enough, they're on to it. It's a headline on their site. So not just Alex Jones saying it.
[14:38.000 --> 14:41.920]  We now have it right here from gun owners of America.
[14:41.920 --> 14:46.400]  Pork bailout bill could ban guns from millions of Americans. This from gun owners of America,
[14:46.400 --> 14:50.400]  the second largest gun organization, second amendment group in the United States with
[14:50.960 --> 14:55.760]  was the 300,000 members. So they analyze it and warn you right there. So there you have it.
[14:55.760 --> 14:58.640]  But you don't have to go off my secret congressional source.
[14:59.200 --> 15:02.880]  They picked up on it. So it's there for everybody to see.
[15:04.000 --> 15:09.120]  There's a bunch of other gun banning and gun restricting and ban all semi autos, most hand
[15:09.120 --> 15:13.840]  guns, most rifles. There's another bill where the attorney general can just give an order
[15:14.400 --> 15:18.640]  and ban any guns he wants. Like he's a petty God or something, some demigod.
[15:20.880 --> 15:24.640]  And don't think they won't try to pass that because what did the bill,
[15:24.640 --> 15:28.960]  they passed on October 3rd of last year's say known as the banker bailout. It was really a
[15:28.960 --> 15:33.120]  banker takeover. It said in the subsections, and we've read this on air many times,
[15:33.840 --> 15:40.160]  that no agency, no group of government, no one can look into these numbers. It is secret. So,
[15:40.160 --> 15:46.240]  so Congress passes a law handing over their authority and ceding some letter of mark to
[15:46.240 --> 15:51.840]  offshore private banks to literally be above the law. That's fraud. They can't do that.
[15:51.840 --> 15:57.440]  But they did. And now I have all these congressional hearings the last few months where they call
[15:57.440 --> 16:02.560]  up federal reserve chairman in New York, the Fed chairman himself, Bernanke. And they just say,
[16:02.560 --> 16:08.480]  we don't have to tell you. And then Greenspan goes on Lair NewsHour and says, we're above the law.
[16:08.480 --> 16:13.280]  No one can investigate us. We've played that clip before you just Google Greenspan fed above the
[16:13.280 --> 16:20.240]  law. You'll see Lair NewsHour. There's a bunch of other stuff in the bill. It is a total nightmare.
[16:20.240 --> 16:25.520]  But that's why they wanted to rush it through so nobody could read it just like the Patriot Act.
[16:27.920 --> 16:30.880]  We're going to cover all this when we get back and take a lot of phone calls. And we have a big
[16:30.880 --> 16:36.240]  guest coming on with a huge story about FEMA camps and mass grave. The headlines are clear.
[16:36.240 --> 16:41.760]  The worldwide economic collapse is here. The military is being positioned for martial law.
[16:42.320 --> 16:47.440]  The market of beast is at hand. Governments are calling for a new world cashless economic system.
[16:47.440 --> 16:53.920]  Having a long term food solution is your only hope to stay free. Now survival of seeds introduces
[16:53.920 --> 16:59.120]  their escape the beast kit. 24 varieties of all natural non genetically modified heirloom seeds
[16:59.120 --> 17:04.080]  for true patriots and homesteaders wanting food insurance. That's over five pounds of rare historic
[17:04.080 --> 17:09.760]  seeds for a penny per seed. 15,000 seeds that will feed a family healthy food for seven years.
[17:09.760 --> 17:14.400]  Big John Lipscomb, host of Don't Tread on Me is including an instructional DVD that will teach
[17:14.400 --> 17:18.960]  you how to earn big money selling the produce from his incredible heirloom seeds back to him.
[17:18.960 --> 17:24.800]  Restaurants and small delis don't buy from copycats. Their fancy packaging is not free. Order today
[17:24.800 --> 17:31.520]  before it's too late. Survivalist seeds dot com. That's survivalist seeds dot com. A long term food
[17:31.520 --> 17:39.040]  solution. Are you wondering about your retirement portfolio? Are you confident that the financial
[17:39.040 --> 17:44.400]  advisor is experienced enough to combat climbing interest rates, taxes and inflation? Stop guessing
[17:44.400 --> 17:48.720]  and go to the expert Robert Chapman of the International Forecaster. When you subscribe
[17:48.720 --> 17:53.600]  to the International Forecaster you get Robert Chapman's 45 years of experience and concise
[17:53.600 --> 17:58.240]  investment recommendations. Who needs sugar coated excuses when you can get the cold hardfax
[17:58.240 --> 18:02.400]  and proven investment leads you can't get anywhere else. For a free introductory copy to
[18:02.400 --> 18:07.760]  Robert Chapman's International Forecaster subscribe now at theinternationalforecaster.com
[18:07.760 --> 18:15.600]  or call 877-479-8178. Experience the difference. When you subscribe you can email Robert Chapman
[18:15.600 --> 18:19.760]  directly to obtain investment advice tailored just for you. Don't wait another minute.
[18:19.760 --> 18:30.000]  Subscribe today at theinternationalforecaster.com or call 877-479-8178. That's 877-479-8178.
[18:30.000 --> 18:42.320]  It's a new year full of uncertainties. People are being laid off in record numbers. The price of
[18:42.320 --> 18:48.640]  food continues to rise and the economy continues to falter. You know that you need to prepare
[18:48.640 --> 18:53.600]  and maybe you've been putting it off but the time to act is now. That's why you need to visit
[18:53.600 --> 19:00.080]  organicaseed.com. At organicaseed.com you'll find one of the largest online selections of heirloom
[19:00.080 --> 19:05.600]  seeds and survival seed packs as well as the giant vegetable seed collections that can feed you and
[19:05.600 --> 19:12.160]  your family for years. Imagine growing your very own fresh vegetables, wheatgrass, fruits, herbs,
[19:12.160 --> 19:17.360]  rice, tea, coffee and tobacco. With detailed growing guides available to you at no charge
[19:17.360 --> 19:23.760]  you can maximize your harvest and investment. And the best part? All orders ship within 24 hours.
[19:23.760 --> 19:33.920]  So head over to organicaseed.com. That's O-R-G-A-N-I-C-A seed.com. Organicaseed.com today.
[19:33.920 --> 19:38.560]  Everyone knows that omega-3 should be an essential part of our daily diet. With so many different
[19:38.560 --> 19:43.600]  methods of consumption how do you choose a simple yet effective way to get your daily intake? The
[19:43.600 --> 19:49.280]  friendly knowledgeable folks at North American Nutrition have the answer. Nature's Gem Premium
[19:49.280 --> 19:55.200]  Omega-3. Unlike other flaxseed our golden flax is grown on our farm in northern Minnesota providing
[19:55.200 --> 20:00.800]  cooler temperatures and longer summer hours producing the highest quality premium golden flax
[20:00.800 --> 20:06.480]  seed around. In addition we selectively harvest and sort flax seeds by size and weight keeping
[20:06.480 --> 20:12.080]  only the best seeds that can produce the highest abundance of omega-3. The result is a delicious
[20:12.080 --> 20:17.760]  nutty buttery flavor. Nature's Gem Golden Flax is pure. There is nothing added and nothing taken away
[20:17.760 --> 20:23.840]  and non-GMO. We offer a 100% money back guarantee. Order Nature's Gem Premium Golden Flax today
[20:23.840 --> 20:33.360]  at goldenflax.com. Or call 800-387-5516. That's 800-387-5516. Free shipping included.
[20:33.360 --> 20:41.600]  You are listening to GCN. Visit GCNLive.com today.
[20:48.000 --> 20:51.680]  That's right. The children of the beast are the ones taking over our country,
[20:52.720 --> 20:59.600]  our world. That's all we see throughout history is tyrants, corrupt, wicked criminals getting
[20:59.600 --> 21:04.880]  control of government and then taking control of societies and doing horrible things.
[21:06.240 --> 21:11.440]  Now remember, it had to be passed. No one could read it. They couldn't even have one day to look
[21:11.440 --> 21:16.720]  at the 1100-plus page bill. For the last two weeks they wouldn't let the public see it. They kept
[21:16.720 --> 21:21.680]  changing and it kept going back and forth between the House and Senate. The Revitalization Act,
[21:21.680 --> 21:26.880]  the stimulus bill, it had to be passed. 800 to something billion but it has mandates in it
[21:26.880 --> 21:34.240]  according to CNBC of over $9 trillion in the next four years. So it's really a
[21:34.240 --> 21:39.280]  $9 trillion quote stimulus. It's really an expansion of federal takeover of the states
[21:39.280 --> 21:42.560]  where they take our tax money then bring it back into the states for control.
[21:43.840 --> 21:48.560]  And then, well, let me, here's an article right here. What's the rush, urgent stimulus,
[21:48.560 --> 21:56.000]  on hold for the Obama's weekend off after pushing Congress for weeks to hurry up and
[21:56.000 --> 22:02.080]  pass the massive $787 billion stimulus plan President Obama probably took off for a three-day
[22:02.080 --> 22:08.320]  holiday getaway. Obama arrived at the home in Chicago on Friday and treated his wife to a
[22:08.320 --> 22:17.040]  Valentine's Day dinner downtown last night. The couple was spotted leaving upscale table 52
[22:17.040 --> 22:23.200]  which specializes in southern cuisine with the first lady toting would appear to be a doggy bag.
[22:23.200 --> 22:27.760]  The president plans to spend the president's day weekend in the windy city and is unexpected
[22:27.760 --> 22:34.080]  to sign the bill until Tuesday when he travels to Denver to discuss his economic plans. He's
[22:34.080 --> 22:40.320]  going to wait, cut aside at Friday, he's going to wait one, two, three, four, five days to sign that.
[22:40.320 --> 22:45.200]  Both the House and the Senate passed the bill Friday. The push to get the bill through before
[22:45.200 --> 22:53.600]  the holiday weekend was so frantic, members of Congress didn't have a chance to read the 1071
[22:53.600 --> 22:59.280]  pages of the document before they could vote. In a perfect world, it would have been nice to have
[22:59.280 --> 23:06.560]  had more time to process it, said Ian Kiosky, a spokesman, Representative Gerald Nadler Democrat
[23:06.560 --> 23:10.400]  in New York. Meanwhile, Governor Patterson called yesterday for fiscal restraint with the maximum
[23:10.400 --> 23:14.720]  influx of federal aid. His budget office estimated that New York will receive $24.6
[23:14.720 --> 23:20.880]  billion over the next two years, $4 billion more than first believed. So meet the new boss,
[23:20.880 --> 23:25.840]  same as the old boss, got fooled again. They did the same thing. If the Democrats and Republicans
[23:25.840 --> 23:33.040]  together bought and paid for by Wall Street, they passed the banker bill that is now over
[23:33.040 --> 23:38.720]  $8 trillion, according to major financial publications. But Congress has asked for
[23:38.720 --> 23:42.720]  specifically where the money was spent and they're told, hey, you passed the bill saying no oversight
[23:42.720 --> 23:49.040]  by any agency or any government, period, or any court. And so they said they're laughing at Congress.
[23:49.040 --> 23:53.920]  Most of them are out on the payroll. So why do they care as Rome burns, as Rome collapses around
[23:53.920 --> 24:00.480]  them? That's the idea of a fire sale, implode the economy. And by the way, the supposed banker
[24:00.480 --> 24:05.920]  bailout money, that goes to the banks, taxpayers pay for it. And then the banks loan it back to
[24:05.920 --> 24:11.520]  the government in the stimulus plan. And then I've heard a lot of economists admit that this
[24:11.520 --> 24:20.320]  actually froze more credit because the money going to the banks basically held up any other money
[24:20.320 --> 24:24.240]  actually getting out of the population because it all went right back into government or to offshore
[24:24.240 --> 24:31.840]  banks. So there you have it. They had to have the bill passed. They had to have it passed now.
[24:33.200 --> 24:37.760]  They had to have it passed yesterday, but now they're going to wait four to five days before
[24:37.760 --> 24:42.640]  signing the bill. And it's all a big joke. The whole point was they didn't want anybody
[24:42.640 --> 24:48.000]  reading the bill and no one did read the bill. This is up on info wars.com and present planet.com
[24:48.000 --> 24:54.320]  is from governors of America. Pork bailout bill could ban guns for millions of Americans.
[24:56.400 --> 25:00.560]  And they've already done this. The first thing Bill Clinton did, well, the last thing he did,
[25:00.560 --> 25:10.320]  but they immediately put it into function, was go after veterans. And people always wondered why
[25:10.320 --> 25:14.960]  since the days of Korea, that if you collapse from heat exhaustion or you collapse from being on
[25:14.960 --> 25:19.280]  the front lines for three or four days with no sleep, they would give you a month of leave,
[25:19.280 --> 25:23.360]  but then you would have a psychological designation of post traumatic stress or other things. And
[25:23.360 --> 25:28.720]  then that would be with you for the rest of your life. And then when you now try to go buy a gun
[25:28.720 --> 25:35.760]  since 2000, suddenly veterans everywhere with no criminal record can't buy guns. And they go to the
[25:35.760 --> 25:40.160]  NICS instant check system, the instant registration system. And they're told, well, you, you had a
[25:40.160 --> 25:44.480]  post traumatic stress. And they put hundreds of thousands of vets in there, but they stopped in
[25:44.480 --> 25:52.560]  2002 because of lawsuits. Well, now it's happening again. But it's worse than that. They said that
[25:53.200 --> 25:57.600]  what I see for staff, Rahm Emanuel, you can pull this up just Rahm Emanuel gun control,
[25:57.600 --> 26:02.560]  no fly list. It'll come up for you. And he said in a recent speech and in speeches previous to
[26:02.560 --> 26:09.600]  that, there's quite a few of them that, well, we need to have like a no gun list, like a no fly
[26:09.600 --> 26:15.280]  list. Firstly, so we need to have a no fly list and put you on there. And then you can own a gun
[26:15.280 --> 26:20.000]  over a million Americans in it, a black list, no judge, no jury, no arrest. They just put you on
[26:20.000 --> 26:26.080]  there and it's ever growing. But they said, we need to have a no gun list just, just like that,
[26:26.080 --> 26:30.400]  that's a quote, no criminal list, but they don't arrest you. They don't charge you. You just can't
[26:30.400 --> 26:36.800]  own a gun. And that's done extra judicially. It's outside the courts. It's outside. It's,
[26:36.800 --> 26:41.040]  it's extra legislative. It's just done separately by the bureaucracy.
