[00:00.000 --> 00:05.000] ...
[00:05.000 --> 00:10.000] ...
[00:10.000 --> 00:15.000] ...
[00:15.000 --> 00:19.000]  Infowars, tomorrow's news today.
[03:23.720 --> 03:30.040]  attacks or cancer. Now there are people really dying, and they're calling it, oh, polio-like disease.
[03:30.040 --> 03:35.960]  Oh, this other viral thing. Oh, this other deal. And it's prions. Because people get over it,
[03:35.960 --> 03:39.640]  and they get sick again and again and again, because it's crystals. It's mad cow disease,
[03:40.440 --> 03:46.920]  aerosolized. People are now factories of it. Unbelievable. And it was in all the studies.
[03:46.920 --> 03:51.240]  They knew what they did. They killed us. They killed everybody. Most of us are walking dead now.
[03:52.200 --> 03:56.440]  There's ways to mitigate it. I've remitted it, folks. So our enemies are battling to keep that
[03:56.440 --> 04:02.200]  from getting out because their job is depopulated. Here's Dr. Ryan, the U.N. Rapid Reaction Force.
[04:02.200 --> 04:05.640]  When we come back, it's now, I'll show you the announcements, the health department letters
[04:05.640 --> 04:10.920]  going out, that if your child was near a contact tracer, there's no proof they even have COVID.
[04:10.920 --> 04:15.800]  They're coming to put them in a FEMA camp. Here he is. And at the moment, in most parts of the
[04:15.800 --> 04:21.480]  world, due to lockdown, most of the transmission that's actually happening in many countries now
[04:21.480 --> 04:27.160]  is happening in the household, at family level. In some senses, transmission has been taken off
[04:27.160 --> 04:35.160]  the streets and pushed back into family units. Now we need to go and look in families to find
[04:35.160 --> 04:41.000]  those people who may be sick and remove them and isolate them in a safe and dignified manner.
[04:41.000 --> 04:45.640]  Oh, just like when they keep babies alive and harvest their organs and safe and dignified,
[04:45.640 --> 04:49.640]  when you hear that, they want camps, they want your children. And now they've specifically
[04:49.640 --> 04:57.320]  announced they're coming for your children. They want total power. They always want child
[04:57.320 --> 05:04.200]  sacrifice at the end, pedophile armies. In these insane times, I wouldn't mess around.
[05:04.200 --> 05:09.320]  I wouldn't screw around with your health and your immune system. I would do everything you can to
[05:09.320 --> 05:14.360]  boost your body's natural defenses. And at the same time, support those that are fighting the
[05:14.360 --> 05:19.320]  globalist and fighting to stop new lockdowns and tyranny. Well, you find all of that perfect
[05:19.320 --> 05:25.320]  storm at one place, infowarstore.com, and great products that boost your body's natural defenses
[05:25.320 --> 05:31.800]  that have been sold out for months are back in stock discounted 33 to 50% off. Vitamin mineral
[05:31.800 --> 05:36.600]  fusion with all the vitamins, minerals, amino acids, that's essential. Back in stock, our concentrated
[05:36.600 --> 05:41.080]  turmeric formula, so good for your immune system and your body. And for inflammation, back in stock
[05:41.080 --> 05:46.360]  discounted. We have x2 back in stock discounted. We have living defense back in stock discounted.
[05:46.360 --> 05:50.200]  We have pollen block back in stock discounted. And of course, we have our concentrated,
[05:50.840 --> 05:55.160]  activated charcoal toothpaste sold out for months. So boost your body's natural defenses
[05:55.160 --> 06:10.840]  and help fight the globalist all at one place infowarstore.com crashing through the lies and
[06:10.840 --> 06:27.480]  disinformation. It's Alex Jones coming to you live from the front lines of the info war.
[06:27.480 --> 06:33.640]  It's Wednesday, September 1 2021. Democrats across the country and help departments they
[06:33.640 --> 06:38.920]  control have announced the Clinton funded and controlled contact tracers are coming to your
[06:38.920 --> 06:46.280]  house to forcibly test you and then quote take your children to a facility where they will be
[06:46.280 --> 06:51.960]  safe even if you test negative. Remember what they announced about the quote shield centers
[06:51.960 --> 06:57.400]  to protect quote those who don't have COVID yet. They want mass prisons everywhere,
[06:57.400 --> 07:02.680]  dragging people away paramilitary dressed in medical outfits to give them the shield and
[07:02.680 --> 07:06.760]  the cover story for martial law. It's been announced by the UN but announced by the CDC.
[07:06.760 --> 07:12.440]  It is happening absolutely everywhere. So what you just saw last week in Australia or the UK
[07:12.440 --> 07:17.960]  with police dogs ripping men's faces off showing their nose ripped off and the police celebrating
[07:17.960 --> 07:23.160]  police horses riding women down putting them in comas water cannons blasting people's eyes out
[07:23.720 --> 07:29.000]  locked in your homes for years. Total hell now being announced here is the headline for the
[07:29.000 --> 07:36.440]  broadcast today breaking Michigan announces plan to forcibly take children from parents
[07:36.440 --> 07:42.520]  for the mere possibility of contact with COVID carriers. This is all happening. The plan has
[07:42.520 --> 07:47.880]  always been to give you and controlled contact tracers total martial law power over every nation
[07:47.880 --> 07:52.760]  individual on earth big tech will have the power. The images from around the world of medical SWAT
[07:52.760 --> 07:59.160]  teams dragging crying children from their homes is now coming to America. But the house of medical
[07:59.160 --> 08:07.960]  tyranny cards is coming down. Both of the top FDA vaccine experts have resigned citing the dangerous
[08:07.960 --> 08:14.600]  political move by the White House to push the deadly Franken shots on children and quote COVID boosters.
[08:16.120 --> 08:20.840]  Here's what's happening in Australia now as the little girl is drug away from her father
[08:20.840 --> 08:27.560]  who has been savagely beaten in the face by police and she is drug away and forcibly inoculated
[08:27.560 --> 08:49.240]  at age 12. Here is the savage murderous evil radio listeners don't see this little girl's crying
[08:49.240 --> 08:53.800]  boom they punch him in the face slam name on the head and drag her away with pleasure.
[08:53.800 --> 09:01.720]  Now the sterilization can begin. She instinctively fights for her life. The soft kill will be
[09:01.720 --> 09:08.440]  delivered because they're the liberals. They're the good people need to get the children that
[09:08.440 --> 09:16.200]  make it out of the womb and plant them with the cancer viruses. Now let's go back to the
[09:16.200 --> 09:22.120]  director of the United Nations global rapid reaction force and notice the CDC says it's under
[09:22.120 --> 09:28.760]  UN control and they say they're over the housing they're over guns they're over your families.
[09:29.560 --> 09:32.680]  You ever wondered how the UN would take over they're in control of big tech the media
[09:33.240 --> 09:38.360]  and the holy grail is taking children out of your houses already happening around the world.
[09:38.360 --> 09:43.720]  Here's what he had to say 17 months ago and now it's happening in the United States. I'll go to
[09:43.720 --> 09:49.640]  that next. Here it is. And at the moment in most parts of the world due to lockdown most of the
[09:49.640 --> 09:54.760]  transmission that's actually happening in many countries now is happening in the household at
[09:54.760 --> 10:00.440]  family level. In some senses transmission has been taken off the streets and pushed back into
[10:00.440 --> 10:07.640]  family units. Now we need to go and look in families to find those people who may be sick
[10:07.640 --> 10:14.200]  and remove them and isolate them in a in a safe and dignified manner. Now let's be clear they
[10:14.200 --> 10:21.240]  released a five virus cancer delivery hiv delivery system chimera that is the Nobel Prize winner
[10:21.240 --> 10:31.800]  for the discovery of hiv and isolation of the virus 1984. That was not very contagious as they
[10:31.800 --> 10:36.760]  claimed it was but if you did get it and didn't have vitamin d or zinc and get into your cells
[10:36.760 --> 10:41.560]  and kill you it was very deadly if it could infect you kind of like a red on yellow kills a fella
[10:41.560 --> 10:46.360]  coral snake in the cobra family that lives where I live in Texas and then we call it red on yellow
[10:46.360 --> 10:50.520]  kills a fella because it's there's another snake that's similar but it's different you know the
[10:50.520 --> 10:54.280]  stripes are different but you always know red on yellow kills a fella but you've got to let it
[10:54.280 --> 10:59.960]  gnaw on you for a while you it takes about 10 15 seconds a little bitty tiny fangs but it is a
[10:59.960 --> 11:04.920]  cobra it's in the cobra family it's a sea snake that lives on land and if it gets its venom into
[11:04.920 --> 11:12.440]  you you'll be dead in about 15 minutes same thing with cova didn't have big fangs this new thing is
[11:12.440 --> 11:21.880]  a king cobra with three inch fangs but what it injects you with is not as deadly but still extremely
[11:21.880 --> 11:27.640]  dangerous but it infects way more people I mean you could just be in a room with somebody that
[11:27.640 --> 11:33.400]  is sloughing and shedding these things and you will get it doesn't matter how much vitamins or
[11:33.400 --> 11:36.440]  vitamins or minerals you've got you're still going to get it now the difference is you'll be sick
[11:36.440 --> 11:40.360]  for a day instead of dying that's what all the numbers the statistics show and if you don't
[11:40.360 --> 11:45.960]  ivermectin it turns your immune system on at the right level and just like incredible and that's
[11:45.960 --> 11:50.920]  why they're battling to stop that and battling to stop medical doctors from learning about it and
[11:50.920 --> 11:55.960]  battling to learn the japanese government came out and said 100 works early stages battling
[11:55.960 --> 12:00.600]  to make sure you die just part of their criminal vicious assault on you and your family
[12:00.600 --> 12:09.000]  so next segment i'm going to get into this big big big article i've got the press releases i've
[12:09.000 --> 12:17.480]  got the local news this is getting no attention this is nbc news 25 michigan lawmaker calls for
[12:17.480 --> 12:23.160]  firing of county health director and of course they never get what's going on this is directed by
[12:23.160 --> 12:27.400]  the un i've got it all over the country happening just announced this week
[12:27.400 --> 12:32.600]  they're building the emergency centers they're saying they're going to go in and find the
[12:32.600 --> 12:36.280]  people with the contact tracers and take you to the facility and remember it's just rampant
[12:37.880 --> 12:45.240]  one school where one of my crew has family in east texas has 2000 students 600 are out sick
[12:45.240 --> 12:49.560]  with covid and feel like gorillas are sitting on their chest teachers are dying in that school
[12:49.560 --> 12:55.720]  i was just randomly reading about weiko and saw where one school in weiko uh one black lady 40
[12:55.720 --> 12:58.840]  something years old one hispanic guy 40 something years old both in good health
[12:59.480 --> 13:05.240]  dead from covid because they were sent and intubated by the way both vaccinated it said oh very
[13:05.240 --> 13:09.720]  strange they both had their shots of course they did and i've got all the statistics coming up at
[13:09.720 --> 13:16.120]  the bottom of the hour israel the list goes on and on highest death rates spike directly in the
[13:16.120 --> 13:20.760]  two weeks after they do national shots because the israelis line up and do it they're like 90
[13:20.760 --> 13:25.880]  percent injected only the hecetic jews are saying no because they're smart and
[13:28.680 --> 13:31.640]  literally they have the highest death rate in the world they're the most vaccinated and i've
[13:31.640 --> 13:38.120]  got other countries i'll show you the graphs from their government ladies and gentlemen
[13:39.000 --> 13:44.360]  but first i have the actual letters being sent out saying we're coming to take your children
[13:44.360 --> 13:49.880]  to put them in a center if the contact tracing computers at the school say they came in contact
[13:49.880 --> 13:54.360]  with someone that may have it so it's in the school your kid gets it they don't say take ivermectin
[13:54.360 --> 13:58.440]  and take antibiotics so you don't get a secondary infection they don't tell you take the oral
[13:58.440 --> 14:03.400]  steroids that work just boom amazingly no no no no no no no no no no no no no no no no
[14:03.400 --> 14:08.440]  they're gonna take them to their pedophile facility i mean man they want your kids like
[14:08.440 --> 14:18.120]  the big mad wolf wants the three little pigs baby unbelievable evil we're gonna get that but first
[14:18.120 --> 14:27.080]  the bombshell bombshell bombshell bombshell bombshell my show was ending yesterday i just
[14:27.080 --> 14:32.600]  got the article i i know the bureaucrats are but i had to ferry it ferret into it and i made a little
[14:32.600 --> 14:36.040]  off the cuff mistake i'm gonna remind you about it because that's what we do in the next days
[14:36.040 --> 14:41.320]  i just said probably it's a revolving door they want to get paid off for their evil right away
[14:41.320 --> 14:45.400]  the two top vaccine heads at the FDA we haven't been hearing from it's all been the cdc in the
[14:45.400 --> 14:51.720]  white house they came out and said this is evil children don't need the shot we said they don't
[14:51.720 --> 14:56.360]  and the booster is pointless it'll make people sicker that's why we resigned and they're getting
[14:56.360 --> 15:04.360]  ready to go public yeah whoa that's badass that is just devastating to these murdering scum
[15:04.360 --> 15:09.320]  when the left tells you oh it's as good as pumpkin pie on thanksgiving oh it's as good as
[15:09.320 --> 15:15.640]  mother's milk to a baby oh just skip with the science take the shots give it to the children
[15:15.640 --> 15:21.960]  take the booster and the two head virologists that run the vaccine program at the FDA that's
[15:21.960 --> 15:26.840]  evil as hell say that so we shouldn't do this because they know what they're doing and they
[15:26.840 --> 15:33.400]  don't want to be going to nuremberg too oh you talk about rats leaving the sinking ship man
[15:33.400 --> 15:42.520]  oh yeah baby yeah there is a god and it's going to be the whistleblowers they're going to bring
[15:42.520 --> 15:47.320]  these people down and i'm telling you after he's convicted and after he got after nuremberg too
[15:47.320 --> 15:52.520]  fouchy and bill gates are going to walk up there and those soldiers are going to pull that lever
[15:52.520 --> 15:58.600]  and break their damn necks they are going to go to prison if they're lucky now you murder us
[15:58.600 --> 16:03.880]  guys if you're concerned about the power grid and want to generate your own supply of off-grid
[16:03.880 --> 16:09.880]  electricity this will be the most important message you'll hear this year here's why we now
[16:09.880 --> 16:15.480]  have a small number of solar generators back in stock these emergency backup systems provide
[16:15.480 --> 16:21.960]  lifesaving backup power when you need it most and unlike gas generators solar generators run quietly
[16:21.960 --> 16:27.640]  emit no dangerous fumes and produce an endless supply of free electricity from the sun whether
[16:27.640 --> 16:33.080]  it's wildfires dangerous weather power grid issues or just getting off the grid you'll never have to
[16:33.080 --> 16:38.680]  suffer through painful power outages again even better all this week radio listeners get over
[16:38.680 --> 16:44.600]  seven hundred dollars in free off-the-grid bonuses too go to my solar backup dot com to learn more
[16:44.600 --> 16:50.280]  and check availability that's my solar backup dot com look for the free report crisis cooling how to
[16:50.280 --> 16:57.160]  make absolutely sure your meat milk and medicines stay safe and cool in any power outage yours free
[16:57.160 --> 17:02.680]  at my solar backup dot com what if you could cut your heating bills this winter with your existing
[17:02.680 --> 17:08.120]  wood burning fireplace and not spend thousands doing it you can with great wall of fire fireplace
[17:08.120 --> 17:13.160]  grates our us patented made in america wall of fire grates increase fireplace efficiency
[17:13.160 --> 17:18.120]  eliminate fireplace smoke problems and come with a 30-day money back guarantee see our grates in
[17:18.120 --> 17:25.720]  action and get free shipping from wall of fire dot com or call 800-274-7364 fireplace heat without
[17:25.720 --> 17:35.720]  fireplace smoke wall of fire dot com have you ever thought about turning your glock xd family or
[17:35.720 --> 17:42.840]  1911 handgun into a semi-automatic carbine it only takes about 30 seconds the mac tech carbine upper
[17:42.840 --> 17:48.280]  is classified as an accessory and can be delivered right to your doorstep with no ffl or background
[17:48.280 --> 17:54.120]  check required it's the world's most versatile pistol accessory build your custom upper today
[17:54.120 --> 17:58.520]  simply go to handgun conversion dot com that's handgun conversion dot com
[18:00.840 --> 18:06.920]  i've been fighting as hard as i can for almost 28 years against the globalist i wanted to stop
[18:06.920 --> 18:12.280]  their agenda i wanted to wake up the world and stop them dead in their tracks before they went
[18:12.280 --> 18:17.880]  operational but we failed yes a lot of people are awake yes we're not getting caught flat footed
[18:17.880 --> 18:24.440]  but they are going ahead with their full operational deindustrialization great reset and that's why
[18:24.440 --> 18:29.320]  it's more important than ever that all viewers and all listeners tell everybody they know about the
[18:29.320 --> 18:33.960]  show because people are ready to wake up and ready to hear the truth so we've got an information
[18:33.960 --> 18:38.360]  warfare the enemy and try to stop their agenda we've also got to get personally prepared and
[18:38.360 --> 18:41.880]  one of the number one things to do is high quality storeable food we've got the best food
[18:41.880 --> 18:47.160]  ready to ship at very affordable prices at info or store dot com so whether it's a month or a six
[18:47.160 --> 18:52.760]  month or a year supply or specialty diets it's ready to ship right now lock your orders in before
[18:52.760 --> 18:58.040]  food prices go up and before there are long lines and waits because believe me serious times are
[18:58.040 --> 19:04.680]  coming get ready at info or store dot com it is through our five senses that we are kept fascinated
[19:04.680 --> 19:10.200]  and hypnotized by the lies we are told and the only way to see through this illusion is with
[19:10.200 --> 19:16.600]  our higher senses which is why fluoridated water is a big problem consuming too much fluoride
[19:16.600 --> 19:21.800]  forms phosphate crystals around the pineal gland and shuts down its natural functions
[19:21.800 --> 19:26.680]  natural functions which have been known for millennia the hindu chakras aligned with the
[19:26.680 --> 19:32.520]  endocrine system the chakra aligned with the pineal gland is the third eye also described as
[19:32.520 --> 19:38.040]  the seat of the soul the pineal gland is what connects us to higher levels of consciousness
[19:38.040 --> 19:44.200]  and otherwise unseen dimensions of reality fluoride free water is essential to keeping
[19:44.200 --> 19:50.520]  our pineal gland healthy our water filtration systems with the proper filters will keep your
[19:50.520 --> 19:56.040]  drinking water fluoride free and the propure shower head will seal the deal get them both
[19:56.040 --> 20:11.960]  today for yourself or a friend at info war store dot com you're listening to the alex jones show
[20:11.960 --> 20:30.520]  you are listening to an infowars dot com front line report if you are receiving this transmission
[20:30.520 --> 20:36.440]  you are the resistance all right let me use this cheesy star wars analogy because everybody
[20:36.440 --> 20:42.200]  seems to get those the death star getting blown up in episode four this is about as big as that
[20:44.920 --> 20:51.240]  two years ago in december of 2019 they had an emergency meeting in switzerland
[20:53.160 --> 20:58.360]  and they had the head of the un vaccine program there and she said quote the front lines wobbly
[20:58.360 --> 21:01.800]  the vaccines aren't working they're killing people our own doctors around the world are
[21:01.800 --> 21:05.800]  refusing them and saying that they're full of cancer viruses and contaminated we don't know
[21:05.800 --> 21:10.280]  we're not allowed to test them we're just giving them by our partners like bill ommel indicates
[21:10.280 --> 21:14.600]  the imf and the world bank these are all quotes we pulled it down to like 15 minute reports and
[21:14.600 --> 21:20.200]  played it here they had an eight minute report the 50 minute report that was a huge event but it
[21:20.200 --> 21:24.440]  didn't get any attention and i said if this gets attention it's like the death star blowing up
[21:25.080 --> 21:28.040]  and i said i don't know how they're going to cover this up well they'd already released
[21:28.040 --> 21:32.040]  covid and we're going to use that big crisis to pose as savers and hope we forgot about the
[21:32.040 --> 21:37.480]  gulf war illness from the shots and all the autistic kids and all the cancers and sv 40 and
[21:37.480 --> 21:42.680]  the rest of it they created even bigger disaster to cover that up which i said i said look for
[21:42.680 --> 21:45.720]  something big i don't know how they're going to get out of this i said they'll probably release
[21:45.720 --> 21:50.520]  a bio weapon and pose the savers i mean and they did that it's in their damn white paper so i
[21:50.520 --> 21:53.880]  didn't predict that it's there i just i said okay that's in the playbook i think they're
[21:53.880 --> 21:59.160]  going to run this play i'm not a top nfl coach but watching the globalist i'm a top guy no one
[21:59.160 --> 22:03.160]  they're going to play most of the time i know what's going to come out of the gates but before
[22:03.160 --> 22:07.160]  they probably even pick what they're going to do because all i do is watch these murdering scum
[22:07.160 --> 22:12.360]  i know them well i've read their books i watched their events and they are just murderous trash i
[22:12.360 --> 22:20.200]  mean hitler did not even have a shine a candle to these guys okay i mean they want your ass dead
[22:20.200 --> 22:25.080]  they have just a greed and a hatred it's like in there will be blood where you got the oil guy
[22:25.080 --> 22:30.120]  he goes i just hate people and i just want to kill people and i i just want everybody to fail
[22:30.120 --> 22:34.280]  that's supposed to be john d rockefeller the first because that's what he was like he goes i just
[22:34.280 --> 22:40.280]  want to kill people i just hate everybody i hate my children i hate my wife i just want to kill
[22:40.280 --> 22:49.320]  everybody there's a competition in me where i don't like other people see i love everybody
[22:49.320 --> 22:55.800]  i'm an alpha male that's aggressive they're alpha males that want to kill you they're wolves
[22:56.920 --> 23:03.080]  and people better get wise to it but they are floundering they don't even know what to do
[23:03.960 --> 23:09.240]  most of liberty movement since this broke 20 hours ago 24 hours ago don't even know how to respond
[23:09.240 --> 23:17.080]  to this and they're spinning it oh they disagreed on boosters no if you hear what they said which
[23:17.080 --> 23:26.760]  was extremely limited the two top neurologists that run the vaccine program at the FDA said
[23:26.760 --> 23:31.800]  three things but but but two on why they're specifically mad on policy but the big reason
[23:32.520 --> 23:41.960]  why there's three things is they said we're not running anything the cdc and the national
[23:41.960 --> 23:48.040]  institutes of allergies run by fauci is controlled by the un and they call all the shots we're the
[23:48.040 --> 23:53.400]  federal agency under law that's supposed to do this not the cdc why is the cdc saying they control
[23:53.400 --> 23:57.240]  all the rents in america and all the rental properties why are they saying they control your
[23:57.240 --> 24:06.280]  guns they don't it's a u in power grab through a captured federal agency comprenday congress
[24:06.280 --> 24:13.320]  comprenday senator paul come pre i mean the damn bureaucrats get what's going on you know i like
[24:13.320 --> 24:16.680]  trump he's a good guy because i knew how naive he was actually i knew he was really he was really
[24:16.680 --> 24:23.240]  trying i told him i said sir the cia has this project two billion dollars running media operations
[24:23.240 --> 24:29.400]  against you when he was president elect i said here's the program here's the zero hedge article
[24:29.400 --> 24:35.880]  obama just signed this into law two billion dollars to pay the media and run disinfo against you you
[24:35.880 --> 24:41.160]  need to rescind that that's when they literally started threatening to kill me and and member
[24:41.160 --> 24:44.680]  freaked out about alex jones because they're all listening to his phone calls they now admit and
[24:44.680 --> 24:49.960]  i'm telling him that obama left stay behind networks and if you don't know what a stay
[24:49.960 --> 24:55.720]  behind network is folks trump called him you know embeds they you know they they uh they had
[24:55.720 --> 25:01.640]  molds yeah stay behind networks but i'm digressing i'm sorry uh this is so huge
[25:01.640 --> 25:09.080]  huge you don't hear a word out of congress maybe ran paul and maybe senator cruiser actually evil
[25:09.960 --> 25:13.880]  because i think they're smart men they know all this maybe josh holly's really evil
[25:13.880 --> 25:17.560]  they all know how this is all run they know about the stay behind networks they know about the
[25:17.560 --> 25:23.800]  permanent bureaucracies they know the cdc's been getting you in orders just on face value
[25:23.800 --> 25:31.720]  stop that right now stop it so excuse me i'm really excited right now you have the two head
[25:31.720 --> 25:36.920]  bureaucrats scientists over vaccines for decades quote giants in their field i'll read the quotes
[25:38.040 --> 25:45.560]  leaving and saying we don't run our agency the cdc doesh and it's an advisory group
[25:45.560 --> 25:51.720]  we are a cabinet level group so that's like a college football team telling the nfl champions
[25:51.720 --> 25:59.880]  what to do in bureaucratic sense okay it's like a college team telling the nfl commission what to do
[25:59.880 --> 26:07.320]  forget the teams okay and and again that's the un controlling that and you see the power grab and
[26:07.320 --> 26:11.560]  they're like what are they doing over rents what are they doing over guns what what the hell's
[26:11.560 --> 26:16.600]  going on here and by the way children don't need this even if the vaccine was clean which it's not
[26:16.600 --> 26:22.760]  so they come out and they say this agency's out of control taking over the white house isn't a doctor
[26:22.760 --> 26:27.400]  the president is the doctor he's wrong we don't need to give children these shots they finally found
[26:27.400 --> 26:33.640]  their morals fine let's use another cheesy star wars analogy like Darth Vader throwing the emperor
[26:33.640 --> 26:37.400]  down the shaft i mean you got to choose at a certain point whether you're going to go along
[26:37.400 --> 26:43.080]  with this or not because this is damn evil folks and finally these people found their souls and said
[26:43.080 --> 26:49.080]  we do not need to give this to children this agency is out of control and is taking over our agency
[26:49.080 --> 26:55.080]  and the booster shots are not needed yeah not needed like another hole in the head already
[26:55.080 --> 26:59.960]  shots your ass twice yeah another bullet's not needed fired right through your damn heart that's
[26:59.960 --> 27:05.720]  what they're doing so and i mean that as an allegory not literally as an analogy so so so so
[27:05.720 --> 27:14.280]  here we are folks this is so huge this is so massive there it is breaking up the eight leaders quit
[27:15.160 --> 27:19.800]  after democrats pressure to approve booster shots and vaccines for children but you won't
[27:19.800 --> 27:23.320]  hear the young turds and you won't hear rachel maddoe they all get their talking points they're
[27:23.320 --> 27:29.160]  all paid they will ignore all this and glaze over all this but this is the holy grail for people
[27:29.160 --> 27:33.160]  that go oh alex jones isn't a doctor i don't want to listen to him no i've just interviewed hundreds
[27:33.160 --> 27:38.360]  of them and all i do is read the literature and the history okay well what about the two
[27:38.360 --> 27:46.200]  is head virologist at the sea at the fda saying the cbc is captured by the un what about the two
[27:46.200 --> 27:51.480]  head virologist at the fda coming on it's saying children do not need these injections and we do
[27:51.480 --> 27:59.080]  not need more shots this is asinine to just continue over and over and over again to do this at what
[27:59.080 --> 28:03.960]  point will we come up for air at what point will we stop submitting to this madness at what point
[28:03.960 --> 28:09.720]  will we stop clout swab and and and tridot on tv saying you're gonna own nothing we're gonna have
[28:09.720 --> 28:15.240]  climate lockdowns and we're gonna put you on a universal income and control everything and and
[28:15.240 --> 28:20.920]  then they look like maniacs and you've got the australian health minister going there's gonna
[28:20.920 --> 28:26.760]  be shots every couple months you i just get used to it my little pretty i mean she she freaking
[28:26.760 --> 28:38.600]  on a fly off on a damn broom find your will find your guts find your ancestors find god
[28:39.160 --> 28:46.440]  and slap yourself in the face of wake up and say i am not submitting you matters i see you i know
[28:46.440 --> 28:53.080]  who you are and i will resist you to the end and you will be defeated in the name of our lord and
[28:53.080 --> 28:59.480]  savior jesus christ
[29:00.120 --> 29:05.560]  hey everybody confused about staying healthy in a crazy covid culture me too but listen
[29:05.560 --> 29:10.680]  after all the research all the conflicting studies after all the squabbling there's one thing almost
[29:10.680 --> 29:15.800]  everyone agrees on it's that immune system health can literally be the difference between life and
[29:15.800 --> 29:21.240]  death you probably already believe that i certainly do so here's the thing i wanted to get past the
[29:21.240 --> 29:27.160]  craziness and find out which plant based substances actually have studies that demonstrate some
[29:27.160 --> 29:31.960]  efficacy in immune support now you'll have to sign a waiver but you can check out what i've
[29:31.960 --> 29:38.120]  discovered at stronger defense dot com no cures or treatments there instead little known but shocking
[29:38.120 --> 29:43.720]  immune system research and a breakthrough immune support product based on that research called
[29:43.720 --> 29:48.760]  immune 10x and the best part you can go to the stronger defense website right now and claim
[29:48.760 --> 29:54.520]  your own supply of immune 10x without paying anything today crazy right learn more about this
[29:54.520 --> 30:02.200]  unusual limited time offer at stronger defense dot com that's stronger defense dot com two urls
[30:02.200 --> 30:08.440]  that i hope you'll write down i hope you'll save and i hope you'll visit one is swan bitcoin
[30:08.440 --> 30:13.720]  dot com four slash alex where you get ten free dollars of bitcoin they are the highest rated
[30:13.720 --> 30:19.560]  service for folks that want to be above board when they invest in bitcoin swan bitcoin dot
[30:19.560 --> 30:23.800]  com forward slash alex and then for you great listeners and viewers that want to support the
[30:23.800 --> 30:30.120]  info war in this critical fight info wars dot com forward slash crypto you can donate bitcoin
[30:30.120 --> 30:35.080]  there and a whole bunch of other cryptocurrencies as well and then we will use it in the fight against
[30:35.080 --> 30:42.600]  the global so info wars dot com forward slash crypto if you want to support the info war and
[30:42.600 --> 30:46.600]  want to take us to the next level your support is critical the globalists aren't going to back
[30:46.600 --> 30:52.520]  down until we defeat them and info wars is the tip of the spear info wars dot com forward slash
[30:52.520 --> 30:58.520]  crypto or swan bitcoin dot com forward slash alex to get involved thank you and god bless
