[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[08:37.000 --> 08:46.000]  Not saying McCain was good. The point is they knew Obama was going to be the man. He gets in.
[08:46.000 --> 08:53.000]  General Electric in the last two years has been given waivers for their power plants. This is all on record.
[08:53.000 --> 09:01.000]  But every other major company isn't given waivers over the new greenhouse rules and hundreds have been shut down or being shut down.
[09:01.000 --> 09:10.000]  And power prices nationwide have gone up over 30% in just the last couple of years because more than half our energy is produced by coal.
[09:10.000 --> 09:16.000]  It's totally clean. All that comes out is water vapor and carbon dioxide and heat.
[09:16.000 --> 09:23.000]  And the government has federal monitor systems in those stacks. It goes through giant scrubber systems.
[09:23.000 --> 09:34.000]  But I don't want to digress here. I'm just trying to explain something. You're not going to hear Occupy Wall Street and you're not going to hear the Tea Party.
[09:34.000 --> 09:42.000]  One being cast as the left. The other being cast as the right so they can play us off against each other. Can't have populism in America.
[09:42.000 --> 09:55.000]  Can't ever have real issues. No, just have groups that are supposedly in their little enclaves that can then be played off against each other in divide and conquer, in balkanization.
[09:55.000 --> 10:00.000]  So that is crony capitalism.
[10:00.000 --> 10:15.000]  I was reading an Austin Energy report just last week that was even in the statesman. It was also in the Austin Metro, a new local paper, but it was actually their numbers. And they said some businesses and homes will pay 60% more in the next two years.
[10:15.000 --> 10:20.000]  I didn't even know that. And they're saying, well, if you use more power, we're going to punish you.
[10:20.000 --> 10:26.000]  But it said the government buildings are exempt and they're exempt from blackouts and they're going to have blackouts now.
[10:26.000 --> 10:33.000]  It's like we live in Romania or something because they're shutting down power plants everywhere. Now, what do you call that?
[10:33.000 --> 10:44.000]  Because the class warfare people, the average Occupy Wall Street folks, they're just saying, hey, we want our student loans paid off.
[10:44.000 --> 10:53.000]  Or they're saying, we want more jobs. We want more opportunity. We don't think this country is going in the right direction. They're not very sophisticated, but they know that they've got a problem.
[10:53.000 --> 11:01.000]  And yes, the Democratic Party admits they've come in from day one and tried to take it over. So they've had the head of the Federal Reserve.
[11:01.000 --> 11:11.000]  They've had Obama. They've had the head of the Dallas Fed. They've had Geithner. They've had Al Gore called for an Arab Spring and they've all endorsed it.
[11:11.000 --> 11:23.000]  Now, isn't that funny? A lot of mainline Republicans still can't criticize the Federal Reserve because they see it as a corporation or as a money system and that can never do any wrong.
[11:23.000 --> 11:32.000]  In fact, a lot of Republicans can't even criticize GE because it's a private company. And so if it wants to use government regulations to shut down its competition, so be it because it's a corporation.
[11:32.000 --> 11:37.000]  It cannot do wrong. That's the mainline Republican view.
[11:37.000 --> 11:45.000]  On the other end, you've got kind of the socialist people who think government can do no wrong and corporations can do no right.
[11:45.000 --> 11:50.000]  And you add these two groups together, they're both addled and don't know how the world works, okay?
[11:50.000 --> 12:06.000]  The truth is there's insider mega corporations that openly call it a new world order to set up a global private corporate governance system where the majority of your tax money is paid to them through contracts and bailouts
[12:06.000 --> 12:17.000]  and different scams. And where government merging with the big mega corporations using that power shuts down their competition.
[12:17.000 --> 12:28.000]  And it happens in beef production, poultry, farming, water treatment, electrical generation, everything.
[12:28.000 --> 12:41.000]  And these corporations are patient. They'll come in, take 10 years getting their people in the legislature of the state and then they'll just totally take over the water systems, the bridges, the roads, and they call it privatization.
[12:41.000 --> 12:48.000]  But it's not even privatization. It's still government run. You still pay for it. They just throw a toll road on top of it and rape you.
[12:48.000 --> 13:05.000]  That's not free market when General Electric comes in and sends in the Nature Conservancy and others to make it sexy to shut down your state run or your local or even shut down your privately owned small power plants because then GE just ups their capacity but then charges you more.
[13:05.000 --> 13:20.000]  See, if you don't talk about the crony capitalism, there is no way out of this. And the bankers are going to take the public's unsophisticated understanding of this, their childlike education level when it comes to real geopolitical,
[13:20.000 --> 13:40.000]  corporate and governance issues and they're going to completely use the general public's anger as the bankers always do. The inner coterie of bankers, the banksters, the private fellow reserve shareholders, they're going to use that ignorance to sell class warfare.
[13:40.000 --> 13:55.000]  Let's get this straight. The Democratic Party, the Federal Reserve, are openly engaged in class warfare and Rand Paul's right that he's afraid this is turning into a Paris mob like they had in the French Revolution, the different from our Revolution,
[13:55.000 --> 14:03.000]  where they just killed anybody that had, you know, one French Frank more than they did.
[14:03.000 --> 14:12.000]  That's what we're talking about is a red terror in this country that is run by the George Soros's who financed this stuff worldwide.
[14:12.000 --> 14:26.000]  They know the public gets mad because of their globalist policies, shutting a country down with high taxes, regulation, corporate bailouts, giant defense budgets, all of it, all these different forms of government welfare and government insider largesse.
[14:26.000 --> 14:45.000]  And then they take the giant welfare class at these plutocrats, these parasites, these money changers always start financing a welfare state to have a mob of uneducated, ill-informed, know-it-alls to be pointed at what's left of the middle class.
[14:45.000 --> 14:59.000]  Because it's always the middle class that owns their own businesses, their own systems, their own factories, their own grocery stores, their own car dealerships, their own farmland that is not going to roll over to be enslaved in history.
[14:59.000 --> 15:16.000]  So whether it's Polpot in Cambodia or whether it's Fidel Castro in Cuba or whether it's Lenin in Russia or the National Socialist Nazis in Germany, the first thing they do is get people on welfare.
[15:16.000 --> 15:24.000]  The next thing they do is play that welfare class off against the middle class and shut down most of the small businesses and corporations.
[15:24.000 --> 15:30.000]  Okay? That's what's going on. The real political landscape is the big megabanks.
[15:30.000 --> 15:41.000]  Openly, with the big insurance companies and others, and I can give you an example after example, are engaged in highway robbery at every level of society and shipping the wealth tax-free offshore.
[15:41.000 --> 15:51.000]  Then the big rich bankers come back and tell the public, look, this 1% is making 40% of the wealth, let's raise their taxes.
[15:51.000 --> 16:00.000]  Then the bankers put forward a tax program that actually raises taxes on the middle class because the bankers are going to get the middle class's money in banker bailouts. Got it?
[16:00.000 --> 16:12.000]  When you're out on the road, the last place you want to be is on the road. But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[16:12.000 --> 16:29.000]  There's a place down in Tennessee where they make blue diamond gusset jeans. They so pride in every stitch guarantee you love the way they fit.
[16:29.000 --> 16:39.000]  They put a diamond gusset in the crotch where you need it most. Blue diamond gussets got it, others don't.
[16:39.000 --> 16:46.000]  We turn jeans inside out. Diamond gusset jeans made in the USA with unparalleled quality.
[16:46.000 --> 16:55.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence. Order yours at gusset.com.
[16:55.000 --> 17:10.000]  Diamond gusset jeans got it, others don't.
[17:26.000 --> 17:35.000]  If you invest in the stock market for security or save money in the bank, you continue to see the dollar drop in value while your weekly food bills increase. So what are you going to do?
[17:35.000 --> 17:43.000]  Get as much food now as you can. With these problems you're facing, eFoodsDirect has no choice but to extend the free shipping another week to October 9th.
[17:43.000 --> 18:00.000]  Free shipping buys more food with shipping dollars. Call 800-409-5633 or go to eFoodsDirect.com slash Alex. Call 800-409-5633 or eFoodsDirect.com slash Alex. You can bet your life on eFoodsDirect.
[18:00.000 --> 18:16.000]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[18:16.000 --> 18:33.000]  My name is Mario Safaldi and I'm the developer of the Silver Lungs Generator. Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[18:33.000 --> 18:51.000]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system. Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[18:51.000 --> 19:04.000]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[19:21.000 --> 19:37.000]  Number three, take decisive action. A perfect storm is brewing for a global food crisis. That's why I'm telling everyone to read the new book, Rising Prices Empty Shelves, warning signs that trigger the deadliest famines in history.
[19:37.000 --> 19:50.000]  Don't get caught unprepared when the crisis hits. This book is only available at risingpricesemptyshelves.com. You'll also get a free copy of supermarket survival, how to cut your grocery bills in half.
[19:50.000 --> 20:00.000]  Again, that website is risingpricesemptyshelves.com. That's risingpricesemptyshelves.com.
[20:20.000 --> 20:44.000]  This is our land. These are our people. The workers, the striders, the builders. These are our people. Who are they? They are the Dark Armies.
[20:44.000 --> 20:50.000]  The Dark Murdering Armies was only honored as atrocities.
[20:50.000 --> 20:59.000]  The answer to 1984 is 1776.
[20:59.000 --> 21:15.000]  You're listening to the Alex Jones Show.
[21:15.000 --> 21:36.000]  It's fun for Democrats to hate Tea Partiers. It's fun for Republicans to hate Occupy Wall Street people. But wouldn't it just be nice to actually shift our paradigm and realize that there's a private fellow reserve that took the country over, that masquerades as a federal agency, that gave itself $16.6 trillion?
[21:36.000 --> 21:53.000]  They always talk about the $800 billion in the first bailout. That was an open window of money they went to over and over again. Then you have the Federal Reserve monetizing Treasury bills, buying upwards of 80% of U.S. Treasuries when they go on the market.
[21:53.000 --> 22:08.000]  Do you know what? They could just outright buy those and let them sit there. Instead, they buy it and then pass it over as a debt to the U.S. government and then interest is paid to the private Federal Reserve. Do you understand the magnitude of this fraud?
[22:08.000 --> 22:20.000]  Do you understand this is not free market? Do you understand a $2 trillion a year defense budget is bankrupting this country? I never hear you Republicans talking about cutting that when you're talking about welfare all day.
[22:20.000 --> 22:35.000]  And by the way, I know that the main budget is $1.1 trillion, but supplemental is upwards of $850 to $900 billion, not even counting another $500 billion or so for all these other but 15 plus spy agencies.
[22:35.000 --> 22:51.000]  Okay? We're not in Kansas anymore. What do you call it? And this happened under Bush as well when select corporations get waivers from regulations that the corporations write to shut down their competition.
[22:51.000 --> 23:06.000]  Big Agra tried to pass the Food Safety Act over and over again, openly in their lobby and given the money to shut down small farms and ranches because the big Agra is going to be exempt.
[23:06.000 --> 23:21.000]  You go back 50, 60 years ago, the big milk producers wanted to be able to homogenize and boil the milk and sell you rotten milk, sell you milk that was diseased, but they had to be able to homogenize it to cover it up.
[23:21.000 --> 23:36.000]  But they couldn't have people competing with them with a milkman coming to your door with milk that came out of a cow two hours before and had all that life in it, real milk. So they just got state laws passed to restrict the selling of fresh milk.
[23:36.000 --> 23:51.000]  You call that free market to have them go and lobby to shut down their competition. Just like Big Agra has lobbied now to irradiate rotten beef and rotten chicken and they just feed you rotten meat. They grind it up.
[23:51.000 --> 24:01.000]  And if that isn't enough, they spray live vaccines on the rotten meat that are filled with viruses that eat the deadly bacteria, but you're still eating the dead bacteria in their toxins.
[24:01.000 --> 24:13.000]  See, this is what government does with big corporations. They're the ones bringing us all this tyranny. The Fortune 100 openly wage war against the rest of the economy.
[24:13.000 --> 24:27.000]  They openly get tax incentives to move to China. And then China doesn't let your average American company even move over there. Only the big insiders goes back to Nixon and Kissinger that traveled over there and set up those inside deals.
[24:27.000 --> 24:37.000]  Those handful of globalist companies are able to move there and then leverage out all their competition here. That's not free or fair market.
[24:37.000 --> 24:44.000]  Let me give you another example before I give the phone number out and get into more of the news today.
[24:44.000 --> 25:03.000]  This is an important example. I've got a whole stack of news here in my hand. Associated Press Reuters, you name it, Occupy Wall Street finds sympathy from the Fed and the head of the Federal Reserve, Ben Bernanke, or some of Ben Bernanke, has come out
[25:03.000 --> 25:17.000]  and he has said that he feels their pain, understands. And a bunch of other Federal Reserve Chairman in different branches, the Dallas head came out and said he understands their anger. And they've had Al Gore and Obama come out.
[25:17.000 --> 25:27.000]  Obama came out and he said, you know, I would have prosecuted these big banks for creating the derivatives that have endangered the entire economy with their counterfeit instruments.
[25:27.000 --> 25:34.000]  He said, I know these banks have done some things that look like they're wrong, but they're not illegal, so I can't prosecute them. Well, number one, that's a lie.
[25:34.000 --> 25:42.000]  They've had Senate committees find that Goldman Sachs, JP Morgan, Bank of America, and others have done things that are illegal clearly, and they haven't gotten in trouble for it.
[25:42.000 --> 25:54.000]  That's confirmed. And by the way, those big banks are the private shareholders of the Federal Reserve. Your local credit union is an FDIC member and is regulated by the SEC and the different Federal Banking Committees
[25:54.000 --> 26:03.000]  that are controlled by Federal Reserve revolving door alumni. And the head of the Texas Banking Association came out talking about all these new banking acts.
[26:03.000 --> 26:11.000]  They're trying to get through what just earlier this year and said this is the big mega banks trying to come in and take over local regional banks.
[26:11.000 --> 26:21.000]  See, that's where the real world is. The big guys using government to shut down their competition. And you're not going to hear that from the Tea Party.
[26:21.000 --> 26:26.000]  And you're not going to hear that from the Occupy Wall Street people. Now, let me be clear here.
[26:26.000 --> 26:31.000]  I tend to like the Tea Party better because they are more free market. They're pro-second amendment.
[26:31.000 --> 26:39.000]  A lot of them are anti-Federal Reserve and understand it because Ron Paul movement four years ago started the Tea Party. That's undisputed.
[26:39.000 --> 26:51.000]  The Republicans tried to co-opt it by having Herman Cain and the Texas Governor Rick Perry and others act like Ron Pauls.
[26:51.000 --> 26:57.000]  Rick Perry calling the Fed treasonous and Herman Cain who was the Kansas City Fed head.
[26:57.000 --> 27:02.000]  Just saying call them up. They care about you. They're non-political. Don't worry about them.
[27:02.000 --> 27:19.000]  And for all these decades they pose as a federal agency. And so the big issue I'm trying to get through to people here is that when I was down there protesting the Fed this morning in San Antonio and the day before that in Houston and Friday night in Dallas.
[27:19.000 --> 27:29.000]  I want to thank all the great people that came out. It was wonderful being around people that actually are informed and enlightened and have the spark and lightning of liberty in their eyes.
[27:29.000 --> 27:38.000]  Old, young, black, white, Hispanic, Asian, you name it. Every race, religion, you name it. Beautiful. Understanding the real threat to our Republic.
[27:38.000 --> 27:45.000]  As the Federal Reserve promotes globalism, all of it. There were Dallas Morning News reporters there, D Magazine reporters.
[27:45.000 --> 27:50.000]  The D Magazine was a pretty fair article. We can actually put that up on screen for prisonplanet.tv viewers.
[27:50.000 --> 28:05.000]  All of these people, all of this media that was there, I would point out to them, hey, use your Lexus Nexus. Use your Google system.
[28:05.000 --> 28:15.000]  Just search Federal Reserve Bank Wander Drug Money. And you'll get 30, 40 years of news where all we had 20 billion, 50 billion, 100 billion, 300 something billion.
[28:15.000 --> 28:21.000]  Never mind. We're not going to get in trouble for it.
[28:21.000 --> 28:31.000]  That's what I'm talking about. You've got these mainline conservatives that want to act like anybody that's rich is perfect. Anybody who's got money is perfect.
[28:31.000 --> 28:41.000]  You've got the left saying confiscate all wealth. And it's just not an adult, historically accurate perspective.
[28:41.000 --> 28:49.000]  Okay? So I want to break that down when we come back. But the point is, the Federal Reserve says they're with Occupy Wall Street. Why is that?
[28:49.000 --> 29:00.000]  Because Occupy Wall Street is nebulous. They're leaders, the people the media has speaking for them, are calling for socialism and an end to capitalism.
[29:00.000 --> 29:08.000]  Hi, folks. This is Alex Jones. I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[29:08.000 --> 29:19.000]  Saving means to make money. The Calben Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[29:19.000 --> 29:27.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[29:27.000 --> 29:35.000]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and a terrorating clothing called lint.
[29:35.000 --> 29:40.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[29:40.000 --> 29:48.000]  Getting a free catalog is easy by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[29:48.000 --> 30:07.000]  Take charge of your health now by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[30:19.000 --> 30:27.000]  The crazy part is, he's usually right. You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[30:27.000 --> 30:31.000]  In fact, Barron's called his work a dire prophecy.
[30:31.000 --> 30:38.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[30:38.000 --> 30:42.000]  I can't stress this enough. You should at least watch this free video online today.
[30:42.000 --> 30:51.000]  He explains everything you need to know, including simple steps you can take to protect yourself. You can find the video at www.endofamerica3.com.
[30:51.000 --> 31:13.000]  That's End of America, the number 3.com. Watch the free video at www.endofamerica3.com. That's End of America 3.com.
[31:22.000 --> 31:33.000]  The already high cost of sugar is tripling. If you invest in the stock market for security or save money in the bank, you continue to see the dollar drop in value while your weekly food bills increase.
[31:33.000 --> 31:37.000]  So what are you going to do? Get as much food now as you can.
[31:37.000 --> 31:43.000]  With these problems you're facing, eFoodsDirect has no choice but to extend the free shipping another week to October 9th.
[31:43.000 --> 31:51.000]  Free shipping buys more food with shipping dollars. Call 800-409-5633 or go to eFoodsDirect.com slash Alex.
[31:51.000 --> 32:00.000]  Call 800-409-5633 or eFoodsDirect.com slash Alex. You can bet your life on eFoodsDirect.
[32:00.000 --> 32:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[32:08.000 --> 32:13.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[32:13.000 --> 32:19.000]  We've turned a tremendous influence on our president in Congress and they really are calling the shots.
[32:19.000 --> 32:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[32:24.000 --> 32:34.000]  Fall of the Republic identifies the enemies of our nation. The criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[32:34.000 --> 32:41.000]  Tim Geithner, Bernanke and Arsonists, they're asking for more matches and the Congress is saying, who do we make the check out to?
[32:41.000 --> 32:48.000]  Today seems like nobody does care and right now in Washington D.C. we have seen a fall of the Republic.
[32:48.000 --> 33:09.000]  Get your copy of Fall of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[33:18.000 --> 33:35.000]  Ladies and gentlemen, we are back live. I'm Alex Jones, your host. I do want to take a lot of phone calls.
[33:35.000 --> 33:42.000]  I want to hear from the Occupy Wall Street people. I want to hear from the in the fetters all over the country.
[33:42.000 --> 33:52.000]  I want to break down exactly who is behind the Occupy Wall Street group and where this whole situation is headed.
[33:52.000 --> 33:56.000]  I want to look more at the Federal Reserve itself coming up in a few minutes.
[33:56.000 --> 34:00.000]  I'm going to play a video slash audio clip for prisonplanet.tv members.
[34:00.000 --> 34:06.000]  You'll be able to see the video for radio listeners. Obviously you can hear the audio or we'll post it later at infowars.com.
[34:06.000 --> 34:22.000]  You can go there and watch it at your leisure where just a few hours ago we were in San Antonio and after about an hour and a half of demonstrating there at the Private Federal Reserve branch of the Dallas mothership that's over Region 11, the local four state area.
[34:22.000 --> 34:29.000]  And again, I was there protesting Friday and then the Houston Fed on Saturday and then San Antonio Sunday.
[34:29.000 --> 34:36.000]  The police showed up and very nicely said, you're right up against their windows. You're on their property.
[34:36.000 --> 34:42.000]  And I said, officers, is this private property? They said, yes, sir, it is.
[34:42.000 --> 34:46.000]  Actually, I was around the corner doing an interview because I've been off and on bullhorning.
[34:46.000 --> 34:52.000]  And then we had to cut it off because they said, hey, the police are here and they're saying we need to get off the private property.
[34:52.000 --> 35:00.000]  So I walked over and had them repeat that with the captain and I guess the lieutenant that were there and they thought it was real funny.
[35:00.000 --> 35:08.000]  I mean, in a nice way, I said, this looks like a federal building, doesn't it? See all the federal seals and that's like in personating an officer.
[35:08.000 --> 35:14.000]  It is in personating a federal agency. That's what it did. This was a huge controversy at the time.
[35:14.000 --> 35:22.000]  A private group of banks, six banks created it with their shareholders.
[35:22.000 --> 35:32.000]  And a hundred years after it was set up, after the 1910 secret meeting at Jekyll Island, Georgia, earlier this year, they had a televised two-day event.
[35:32.000 --> 35:39.000]  They televised a few hours of it with Greenspan, Bernanke, Volcker, all these Federal Reserve alumni, David Rockefeller.
[35:39.000 --> 35:46.000]  And they got up there and laughed about the secret meeting there and how they bamboozled the public, how their predecessors did.
[35:46.000 --> 35:57.000]  And Greenspan made weird comments about, yeah, a lot of crimes have been committed. The people are going to get angry and they would laugh about it with them at the Jekyll Island resort.
[35:57.000 --> 36:03.000]  And they put this on C-span, laughing at us. It's so funny.
[36:03.000 --> 36:11.000]  So I'm talking to the cops and I go, this ought to be investigated. I mean, fake federal seals, it looks like a federal building, uses the same Gothic design.
[36:11.000 --> 36:17.000]  I wonder what's going on here. Somebody's impersonating something and the cops are smiling and, yeah, we know, we know.
[36:17.000 --> 36:24.000]  I had the same thing happen in Dallas three years ago when I was there protesting. Same thing happened this Friday night when I was there.
[36:24.000 --> 36:29.000]  The Houston police were the nicest and were very, very friendly.
[36:29.000 --> 36:40.000]  And that's good. That's good because you should not only support the First Amendment, but you should also enjoy it because it's your right and your liberty and your freedom.
[36:40.000 --> 36:43.000]  Hard one. They don't have that right in many countries.
[36:43.000 --> 36:51.000]  Now, I digress. If you were at any of these events around the country, because I hear this talking point put out that the Occupy Wall Street doesn't know what they want.
[36:51.000 --> 37:02.000]  Well, yeah, when the media goes and points their camera at the average person that's got two degrees and can't find a job because of the Ponzi scheme of higher education now that's been proven to be overpriced.
[37:02.000 --> 37:08.000]  And because of globalization, we've been deindustrialized and globalists aren't making major investments in this country.
[37:08.000 --> 37:14.000]  And many of the degrees people are getting are obsolete.
[37:14.000 --> 37:24.000]  I would love to hear from you because because I've had reporters in Austin at Occupy Austin. I've had them in Manhattan at Occupy Wall Street.
[37:24.000 --> 37:40.000]  I mean, I've sent my reporters around the country and I've been around Texas and I have had Occupy Wall Street run up to all three of our events and get across the street, just a few of them and kind of get angry.
[37:40.000 --> 37:44.000]  And then I'd come over to say nice things about them and suddenly they'd come over and be friendly.
[37:44.000 --> 37:52.000]  And I was talking to Matt Medina. We are changed San Antonio earlier in the week he called and said, No, the Occupy Wall Street's really waking up.
[37:52.000 --> 38:03.000]  They understand the Federal Reserve is the problem, not capitalism, not free market, that it's insiders using government connections to run scams and bailouts like SNL crisis.
[38:03.000 --> 38:11.000]  And that was another admitted government bailout scam of crooks where they set up this too big to fail and basically get away with the Ponzi scheme.
[38:11.000 --> 38:13.000]  They don't go to jail like Bernie Madoff.
[38:13.000 --> 38:20.000]  And now he said in the last three days move on came the unions came they took it over and they said we don't want Ron Paul.
[38:20.000 --> 38:23.000]  We don't want Alex Jones. We don't want to march to the Federal Reserve.
[38:23.000 --> 38:27.000]  Just like Michael Moore said a week ago to our reporter, Luke Radowski, we played the clip here.
