[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[07:01.000 --> 07:09.000]  All right, if you joined us today, get ready, get a pen and paper ready.
[07:09.000 --> 07:30.000]  Follow along with us, go to a major search engine like startpage.com or google.com and type in each keyword group I say and then minimize the window or create a tab and launch another one and then spend an hour after the show.
[07:30.000 --> 07:39.000]  You can go tonight or while we're live to go check everything I'm going to say here, okay?
[07:39.000 --> 07:53.000]  You know, I don't just get on air when there's a shooting or a bombing and say that it's an inside job staged by criminal elements in government or in some cases by private mercenary groups controlled by corporations.
[07:53.000 --> 08:04.000]  Just say that. It's very painful. I wish it wasn't the case. We have the UN Treaty. They'll only need two more senators who've been on the fence to try to ram it through.
[08:04.000 --> 08:13.000]  In fact, it may be down to one senator. It even Forbes has stated analyzing the treaty. We've done it as well here on air.
[08:13.000 --> 08:23.000]  And Forbes magazine that it registers guns internationally and calls for banning all semi-autos just to begin with.
[08:23.000 --> 08:41.000]  And just Thursday, I had a new American magazine researcher and writer, Bob Desian here, with different versions of the treaty and the signatories of it and the unideer officials at the UN saying they want a total gun ban for citizens and saying they would use the small arms treaty to make it legally binding.
[08:41.000 --> 08:59.000]  So that is set to pass in the next week or two. And it looked like it was going to fail, but now the president of Mexico is calling for it to be passed because of the deaths at the Batman premiere in a suburb of Denver, Colorado.
[08:59.000 --> 09:13.000]  Here's Corbin. Again, people who aren't Americans tell us what to do. That's the joke we've become. He's saying he wants to ban our guns and start it now. Bloomberg is calling for it. He sues gun manufacturers nationwide trying to shut them down.
[09:13.000 --> 09:25.000]  We are all going to be basically subject to his control freak behavior. We're going to be going over all of that today.
[09:25.000 --> 09:39.000]  Now, after I get into the history of government staging terror attacks where it's declassified and admitted, and I'm going to give you the sources of where you can look that up, then I will get into the earmarks of this event.
[09:39.000 --> 10:01.000]  And if you will look up Operation Ajax, Operation Gladio, the NATO option, the Levant affair, if you will look up what Al Qaeda is being used to do right now in Syria backed by NATO, NATO is funding Al Qaeda to go into movie theaters and shoot everybody.
[10:01.000 --> 10:09.000]  NATO would do this whenever they thought either a right wing or left wing group was about to take over a government in Europe that they didn't control.
[10:09.000 --> 10:22.000]  U.S. backed, which means banker backed, we've been captured for a long time as well. If somebody was about to take back their country, left or right, good or bad, they would go in and blow up movie theaters and machine gun people in movie theaters.
[10:22.000 --> 10:35.000]  Usually U.S. Special Forces, they also hire other groups. I've even interviewed some of the people here on air before. And this got declassified in the 90s and completely five years ago in Italy and in Germany.
[10:35.000 --> 10:46.000]  They declassified it. Former Italian presidents went public. We only had part of it before. That's the Operation Gladio was one of the umbrella groups.
[10:46.000 --> 10:52.000]  They would like, you know, pick a school bus. Their favorite was a school bus full of kids because that would get a really good effect.
[10:52.000 --> 10:59.000]  And then the reporters and local police weren't involved. They just knew to not investigate too much or they'd end up dead.
[10:59.000 --> 11:06.000]  But they'd get the call, hey, something's coming up this morning. You'll want to get over here. Kind of like Connelly Siris called Mayor Willie Brown of San Francisco.
[11:06.000 --> 11:15.000]  That's in the San Francisco Chronicle September 12th and said, don't fly to New York tomorrow. The Joint Chiefs of Staff canceled their trip two days before.
[11:15.000 --> 11:19.000]  So it's just a friendly phone call. Just a friendly, you know, little friendly phone call.
[11:19.000 --> 11:32.000]  So before I get into all the earmarks and the witnesses seeing multiple shooters and tear gas canisters being thrown from opposite sides and people letting him in and the police standing down as usual.
[11:32.000 --> 11:51.000]  Before I get into fact, this is the military industrial complex. The real shadow government, U.S. government is based in Colorado Springs and then north of that. There's underground railways on record. How big they are as classified underneath little tenants surrounding areas right into Denver International Airport to move nukes around and other things.
[11:51.000 --> 12:06.000]  By the way, where I live in Austin, Texas under the old sack base. It's now the International Airport. There's underground bunker underneath the Hilton hotels. What it is now, and then it's a rail spurs going out to Fort Hood and the big nuke base out there under those hills.
[12:06.000 --> 12:17.000]  That's super classified, by the way, which you were just told on the NSA really likes my show. But see, I'm a real American here to defend the Republic from the foreign banks that bragged they've taken the country over.
[12:17.000 --> 12:32.000]  See, I've had the police officers on and I've had the head of HUD on and I've had all these different people who were in the Alfred P. Murrow building when it got blown up in 95 and who saw this FBI guy, this CIA guy.
[12:32.000 --> 12:47.000]  They had a high level people in there. He's not the level of guys that do this. And they said, what are you doing? Oh, we're a phone company with big gray sticks of butter the day before wiring them into the walls. And then we have the newscast with them removing the bombs. And, you know, I mean, it's that kind of stuff.
[12:47.000 --> 12:56.000]  We've had the police officers on. Some of the police officers got killed like Terrence Gakey. He saved a bunch of people's cop of the year. They told him shut up so they tortured him to death.
[12:56.000 --> 13:09.000]  Last call was his partner say I got the feds behind me and they're getting ready to pull me over trying to stop and they tortured him pretty good. But the point is, is that this is the way this stuff operates if you live in the real world.
[13:09.000 --> 13:20.000]  Okay, now that brings us into mind control. So I'll get into Mr. Holmes, James Holmes.
[13:20.000 --> 13:35.000]  I've seen other mind control events where they worked in the neuroscience brain interface areas. You know who else did who became a famous bomber? You might want to look this up. His name was Theodore Kaczynski, the unabomber.
[13:35.000 --> 13:54.000]  Now, something he broke out of the programming and that's why that happened. He knew so much of their plan. He was a PhD working and all of that. And it was declassified in the MKUltra hearings that Theodore Kaczynski was actually in MKUltra as a volunteer.
[13:54.000 --> 14:11.000]  Oh, they had MKUltra right here at University of Texas where I live in Austin. All the big universities had it. And most of these brain interface programs are DARPA Department of Defense funded. I went and looked it up and sure enough, the entire program he was in was Department of Defense funded.
[14:11.000 --> 14:32.000]  So he was in a Department of Defense machine man interface, quote, a budding scientist, top of his class. I mean, you couldn't write the script like this. This is who they use. They use former special forces soldiers like McVeigh and others.
[14:32.000 --> 14:51.000]  Because McVeigh was involved. McVeigh was seen by the police and others there. He was seen by Catherine Graham, the head of HUD in the building. She saw him and she saw the strikingly handsome CIA and German intelligence officers who she later saw in the news as she described them in their black cowboy hats.
[14:51.000 --> 15:05.000]  Yeah, the cowboys from hell and they're planting the bombs right in the area by the daycare. That's when McVeigh got mad and said, I don't want to be part of this operation. No women, no kids kind of a Tony Montana quote.
[15:05.000 --> 15:24.000]  They're like, Bubba, you just picked yourself for Patsy. And you know who they picked to be his doctor for the decade plus for his execution? Dr. Jolly in West. And who was he under? Dr. Ewan Cameron. We're going to go over all this where they have PBS and Discovery Channel and History Channel specials.
[15:24.000 --> 15:44.000]  One time I watched a two hour one. I mean, I already knew this from reading MK Ultra, MK Naomi, congressional hearings on it. But they just admitted the thousands of kids they kidnapped, the soldiers, how they LSD, PCP reprogram them with, we're going to go over all of the day.
[15:44.000 --> 16:00.000]  But first, I thought I'd just show you from CIA.gov and other websites where they admit they staged terror attacks because they think you're stupid. This is all hidden in plain view. So we're going to come back and give you examples just like the theater that our government carried out.
[16:00.000 --> 16:14.000]  Let me ask you a question. What does freedom mean to you? The freedom to choose, the freedom to vote, the freedom to worship? How about the freedom to take control of your own future? My friends at eFood's direct are celebrating freedom this month while helping you take control of your greatest dependency food.
[16:14.000 --> 16:25.000]  Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food. The Patriot Pack is a 30 day supply of eFood's quick fix, easy to store food.
[16:25.000 --> 16:34.000]  For example, purchase a one year supply and get five Patriot Packs, which is five months of food free. Use the extra food for everyday use and save hundreds off your grocery bill.
[16:34.000 --> 16:43.000]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long term supply for free. Call 800-409-5633 or with eFoodsdirect.com.
[16:43.000 --> 17:08.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator. Number one, new climate legislation could easily double or triple your electric bill.
[17:08.000 --> 17:19.000]  Number two, our new energies are wants to control how much power your electric company allows you to have. It's true, total government control of electricity in the name of smart grid technology is coming.
[17:19.000 --> 17:28.000]  Number three, in some areas of the country, the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem.
[17:28.000 --> 17:35.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather related onages.
[17:35.000 --> 17:45.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[17:45.000 --> 18:01.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[18:01.000 --> 18:14.000]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator. Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[18:14.000 --> 18:30.000]  The respiratory system is the first line of defense for airborne pathogens and viruses. The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[18:30.000 --> 18:40.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[18:40.000 --> 18:59.000]  Very easy to follow, step-by-step instructions are provided, making production fast and simple. Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator. That's www.silverlungs.com.
[18:59.000 --> 19:07.000]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die? Start purifying your water with ProPure.
[19:07.000 --> 19:16.000]  My friends, I've done a lot of research and the best gravity filter out there, Bar None, is ProPure and it's available discounted at infowars.com.
[19:16.000 --> 19:30.000]  Its filters are silver and pregnated to prevent bacterial growth. There's no priming required. It's NSF-42 certified. Optional fluoride filters can reduce fluoride up to 95%. Easy to set up and use. Doesn't require electricity.
[19:30.000 --> 19:41.000]  Purify water from lake streams, ponds and wells. This filter system leaves in beneficial minerals, which is key. Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[19:41.000 --> 19:54.000]  ProPure is the best gravity-fed filter out there. It's what my family uses. Infowars.com already has the lowest price on ProPure, but if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[19:54.000 --> 20:12.000]  You can also call to order 888-253-3139.
[20:12.000 --> 20:39.000]  If you want to know why every major government in modern history, the British were world famous for it, like to stage terror attacks to blame it on their enemies and to take liberties from their population while posing as saviors, it is just so effective.
[20:39.000 --> 20:46.000]  You basically just frame your enemies.
[20:46.000 --> 21:04.000]  And because the perpetrators control the media and they will just repeat whatever they're told, and the feds control the local police, and they will do what they're told, it doesn't matter if 50 cops see the feds and the unexploded bombs and all of it.
[21:04.000 --> 21:13.000]  They just tell them, shut up or you're dead, like Oklahoma City. And I've interviewed the police. The FBI came into their offices and said, you and your wife are dead.
[21:13.000 --> 21:24.000]  It's all in the film. A noble lie. We have an infowarshop.com with all the witnesses, the police, you name it. They had a very force weapons development, you name it, all of it.
[21:24.000 --> 21:35.000]  How they blew that building up to try to pass anti-gun laws, to take liberties, to have warrantless spying, to set up this police state.
[21:35.000 --> 21:48.000]  And the very same crew that's in charge right now, I mean the very same people at the Justice Department are the number one suspects in this event.
[21:48.000 --> 22:01.000]  The Patsy, who you notice you're not hearing anything about, and who the folks at the jail say is flopping around and spitting at everyone saying he's the joker, completely blasted out of his brain.
[22:01.000 --> 22:11.000]  May have even been the shooter. And I'm going to go over all this, but probably not. Probably a decoy, because there are army manuals on how to do this.
[22:11.000 --> 22:26.000]  The Russians do it. The Israelis do it. Folks, every major government does this. And it just shows how corrupt and dangerous this world is.
[22:26.000 --> 22:31.000]  And it's being used. It always happens right when they've got some treaty or some new war they want to launch.
[22:31.000 --> 22:44.000]  And the next week to two weeks, they're saying the next two weeks, sometimes the next two weeks, Obama's set to sign the UN Small Arms Treaty, which says they can register our guns and put us under UN control and even ban them.
[22:44.000 --> 22:48.000]  That's not Alex Jones saying that. That's even Forbes.
[22:48.000 --> 23:03.000]  Though I did a whole hour Thursday on the eve of this event happening in Colorado with New American researcher, magazine researcher Bob Desi in studio, going over the UN treaties and documents where they said that no individual is capable to own guns.
[23:03.000 --> 23:10.000]  Well, the attorney general said that when he was deputy attorney general back in 95.
[23:10.000 --> 23:19.000]  And all of these guys, Obama as a state senator, look at the cities they control. Chicago, New York, total gun ban. They want your guns.
[23:19.000 --> 23:28.000]  Now, that said, what is a false flag? What is a self-inflicted wound? What is a inside job? It doesn't mean the whole government is involved.
[23:28.000 --> 23:39.000]  It doesn't mean there aren't, quote, Muslim extremists or whatever. It means there are criminal elements that fund terrorists, allow terrorists to attack, or sometimes do it themselves.
[23:39.000 --> 23:46.000]  Now, here's CBS News. I thought I would just, I mean, we told you about this over a year before this broke in December of this year.
[23:46.000 --> 23:51.000]  Documents, ATF used Fast and Furious to make the case for gun regulations.
[23:51.000 --> 24:01.000]  Charley Atkinson, and it goes on to say they carried it out so that they could argue for new rules on gun sales.
[24:01.000 --> 24:07.000]  There it is. The memos are public. They actually were giddy, is the quote in Congress about it.
[24:07.000 --> 24:20.000]  20,000 guns, hand grenades, rocket launchers. I mean, that's why ATF started telling on itself once this started coming out, because it wasn't just tracing some guns out of some gun shops.
[24:20.000 --> 24:29.000]  It was so they could then argue to restrict and ban semi-autos saying we were causing the violence in Mexico now that numbers over 60,000 in the last four years.
[24:29.000 --> 24:32.000]  And Fast and Furious is the only part of it.
[24:32.000 --> 24:38.000]  And now cold Iran's calling to ban our guns. There are no gun sales in Mexico to the general public.
[24:38.000 --> 24:46.000]  And it's a hellhole with the government and the thugs ruling over everyone and treating families and everybody like Total Trash and the society's collapse.
[24:46.000 --> 24:52.000]  So we don't need North Korea or Mexico to, I mean, here it is, Associated Press.
[24:52.000 --> 24:59.000]  Mexico urges US to review gun laws after Colorado shooting. That's Reuters.
[24:59.000 --> 25:04.000]  There you go. In our country's politics telling us what to do.
[25:04.000 --> 25:14.000]  I want to talk about Fast and Furious. My point is Fast and Furious is so special because it's not the first time a false flag or stage terror event has been, has been discovered.
[25:14.000 --> 25:23.000]  It's one of the only times it ever finally got out in the news a little bit because I've got a giant stack here that I'm about to cover.
[25:23.000 --> 25:31.000]  But a lot of it's CIA.gov, you name it, admitting that our government stages terror attacks.
[25:31.000 --> 25:41.000]  So if they would do Fast and Furious, which is a stage terror attack, a slow burn attack that's killed cops, border patrol, hundreds of US citizens, thousands of Mexicans,
[25:41.000 --> 25:51.000]  Mexican government estimates 2,000 citizens killed by it, then they can get away with anything.
[25:51.000 --> 25:56.000]  Now, that said, listen, I wish that this was a real crazy.
[25:56.000 --> 26:05.000]  But once you've seen them do this, they follow a script. They've done it in Spain. They had mass shootings and bombings that even came out later the government did.
[26:05.000 --> 26:11.000]  This was even in the Spanish news. 7-7 was run by MI6. That even came out on Fox News.
[26:11.000 --> 26:21.000]  Guys, will you just pull it up so people can see it on screen if they're watching at prisonplanet.tv? Just type in 7-7 was masterminded by MI6.
[26:21.000 --> 26:28.000]  You'll see Fox News, AP, BBC, Sky Television, Justice Department official Loftus who we interviewed last week.
[26:28.000 --> 26:35.000]  Strangely enough, before this even happened about another issue. And there they are saying, yes, a SWAT, it was run by MI6 and that they're protecting a SWAT.
[26:35.000 --> 26:43.000]  Of course, it was run by MI6. At the end of one day in September, it's narrated by Michael Douglas.
[26:43.000 --> 26:50.000]  It's about the attack in 72 at the Munich games. They go and admit the whole thing was staged and fake hijackings were staged.
[26:50.000 --> 27:04.000]  Some of the terrorists low down, low level thought they were fighting for Allah and for Palestine, but they were really working for NATO security services as a way to take liberties all over Europe.
[27:04.000 --> 27:09.000]  I mean, well, they got this stuff and they even put it in the movie. Yeah, there it is.
[27:09.000 --> 27:15.000]  Terror experts, 7-7 Mastermind was working for British Intelligence. I just mentioned in some of the stuff, it's not even in my stack.
[27:15.000 --> 27:24.000]  What? Mr. A SWAT? Haroon Rashida SWAT, MI6 double agent. Oh, it's always a double agent.
[27:24.000 --> 27:34.000]  When it leaked that the bomb maker for Al Qaeda was CIA that had given the bomb to the Christmas Day bomber who the U.S. government got on the plane.
[27:34.000 --> 27:46.000]  It's always the same. It's always. It's like, oh, yeah, CIA got him on the plane. Never mind that. Oh, yeah, oh, yeah, we built the bomb for him, but that was our cunning skill.
[27:46.000 --> 27:55.000]  And oh, yeah, it was a CIA commando who led the attacks in India and they and it wasn't Muslims, but we wanted to get a war between India and Pakistan.
[27:55.000 --> 28:02.000]  Remember that a few years ago in Mumbai? And at the time, the head of Indian intelligence got killed that day before he did.
[28:02.000 --> 28:07.000]  He said, this is Western back. By the way, he was a Hindu, big enemies with the Muslims. So why would he be defending the Muslims?
[28:07.000 --> 28:14.000]  He said, yeah, this is stage. Remember the shopping mall is getting attacked? And I said it's staged. It was in the Indian papers. Times of India.
[28:14.000 --> 28:24.000]  Oh, Alex, not everything staged. It came out in the Chicago Tribune later. David Coleman, Hedley, the face of Moon by Terror, CIA commanding it.
[28:24.000 --> 28:34.000]  And what were the guys that weren't Muslims on? LSD, PCP and drugs. The Indians couldn't even figure out. No one could figure out what they are.
[28:34.000 --> 28:41.000]  They had literal mind control operatives. You ever seen the final born movie? That is so accurate. They get an army captain in there.
[28:41.000 --> 28:51.000]  You dedicated to this program. There were real programs like that. Declassified. And they would turn you into a whole new person who would be ready to feed their child into a blender.
[28:51.000 --> 29:20.000]  I haven't even gotten there yet. I'm going to go over declassified admissions when we get back. Stay with us.
[29:21.000 --> 29:30.000]  This is a mix of nonhybrid seeds. They call it a survival seed bank. And it can produce an endless supply of nutrient dense food for you and your family.
[29:30.000 --> 29:38.000]  And here's the best part. These seeds have not been genetically modified in any way. And you actually get enough seeds to plant a full acre crisis garden.
[29:38.000 --> 29:57.000]  So visit them today at survivalseedbank.com. That's survivalseedbank.com. Or give them a call at 877-327-0365. That's 877-327-0365. Remember, in a real crisis, nonhybrid seeds are the ultimate barter item.
[29:57.000 --> 30:21.000]  This is Alex Jones for survivalseedbank.com.
[30:21.000 --> 30:50.000]  This is Alex Jones for survivalseedbank.com.
[30:51.000 --> 30:54.000]  E-Foods is so affordable, the more you store and eat, the more you save.
[30:54.000 --> 31:21.000]  Go to eatfoodsdirect.com or call 800-409-5633 right now.
[31:21.000 --> 31:27.000]  That's 70% less than our competitors. You could buy three survival seed vaults for less than one of theirs.
[31:27.000 --> 31:36.000]  The survival seed vault from mypatriotsupply.com includes detailed planting and seed saving instructions and ship same day. Plus, all orders over $49 ship free.
[31:36.000 --> 31:59.000]  MyPatriotsupply.com is American owned by patriots like you. Passionate about freedom and preparedness. Call now 866-2290-927. That's 866-2290-927. Or discover more emergency preparedness items when you order at mypatriotsupply.com. Choose the original. Choose the survival seed vault at mypatriotsupply.com.
[31:59.000 --> 32:07.000]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die? Start purifying your water with ProPure.
[32:07.000 --> 32:16.000]  My friends, I've done a lot of research and the best gravity filter out there, Bar Nun, is ProPure. And it's available discounted at infowars.com.
[32:16.000 --> 32:23.000]  Its filters are silver and pregnated to prevent bacterial growth. There's no priming required. It's NSF42 certified.
[32:23.000 --> 32:33.000]  Optional fluoride filters can reduce fluoride up to 95%. Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells.
[32:33.000 --> 32:41.000]  This filter system leaves in beneficial minerals, which is key. Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[32:41.000 --> 32:48.000]  ProPure is the best gravity-fed filter out there. It's what my family uses. Infowars.com already has the lowest price on ProPure.
[32:48.000 --> 32:59.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com. You can also call to order 888-253-3139.
[33:18.000 --> 33:43.000]  The ruling class of this country and every other major power block are unified in one thing. They see the general public as dumb animals who are there to be programmed and manipulated.
[33:43.000 --> 33:54.000]  Real wealth isn't even about generating new sciences or new inventions or art literature. It's about controlling populations.
[33:54.000 --> 34:01.000]  And one thing that governments have done going back more than 6,000 years in different histories.
[34:01.000 --> 34:20.000]  One of the things they've done over and over again is stage events. Many historians at the time, and that's the agreed upon history by most, said that Nero burned down part of the city because the Christians had gotten too popular.
[34:20.000 --> 34:31.000]  He wanted to expand his palace areas and public works into that quarter. People lived in their own minority neighborhoods like they do today. And he burned it to blame it on them.
[34:31.000 --> 34:39.000]  Now, whether that's true or not, the point is the ancients understood this. We should understand it.
[34:39.000 --> 34:54.000]  Because so many adults look at me and say, why? Why would they want to? I don't know. Why would Hitler want to firebomb their capitol building and grab a guy and drug him up, bearing his mandor lube, bearing his mandor lube, and then executing?
[34:54.000 --> 35:06.000]  A mentally ill person drugged up. Same MO. I mean, ask Hitler that. Why would he want to seize power and arrest his enemies and say they had to set up checkpoints on the highways and take the guns?
[35:06.000 --> 35:18.000]  Because terrorists had attacked. He set up Reich security. Reich means land. He set up Fatherland security. Yes, you've heard of it before. We're in a lot of trouble, folks.
[35:18.000 --> 35:29.000]  They think you're so stupid they're following an exact blueprint. Black uniforms, whole nine yards. Okay, so hope everyone enjoys it. They're keeping us safe from Al Qaeda. Yeah.
[35:29.000 --> 35:38.000]  Now, again, the ATF's on record in Congress doing fast and furious to blame the Second Amendment. That is a false flag. Thought I'd mention that.
[35:38.000 --> 35:47.000]  Operation Gliwitz. Hitler didn't just get elected and then seize power and become a dictator. February 27th, 1933, by firebombing the Reichstag.
[35:47.000 --> 35:59.000]  He did a bunch of other incidents blaming on his enemies, and he had newsreel cameras set and radio reporters on the German Polish border on the 31st of August, 1939.
[35:59.000 --> 36:08.000]  The Gliwitz incident was a staged attack by Nazi forces posing as polls on the 31st of August, 1939 against the German radio station.
[36:08.000 --> 36:17.000]  Schindler, Gliwitz and Gliwitz, Upper Sessecia, Germany. The provocation was best known on several actions in Operation Himmler.
[36:17.000 --> 36:29.000]  A series of unconventional operations undertaken by SS in order to serve specific propaganda goals, staging terror attacks against German targets blaming on their enemies.
[36:29.000 --> 36:44.000]  Now, what are the sources on this? Reuters, Adolf Hitler, the definitive biography, Nuremberg trial proceedings, documents presented, heads of the Reich testifying.
[36:44.000 --> 36:55.000]  It's a very long breakdown there. Just look up the Gliwitz incident because it's all part of Operation Himmler. A whole bunch of staged terror attacks.
[36:55.000 --> 37:05.000]  People always say, did Germans just attack Poland? No, Hitler blew up a bunch of stuff and said the Poles did it, with their pre-World War I army, with horses and swords.
[37:05.000 --> 37:11.000]  They're now saying Iran's going to attack the Olympics, so they get blown up. Oh, that's exactly what they're going to do.
[37:11.000 --> 37:16.000]  Okay, let's continue here. Now, that's how they're going to launch a new war.
[37:16.000 --> 37:26.000]  Here's another one. All the Shaw's men in American coup and the roots of Middle East terror, Operation Ajax, cia.gov forward slash library.
[37:26.000 --> 37:40.000]  Go look it up, the CIA, and they admit that the grandson of Teddy Roosevelt, Kermit Roosevelt along with the CIA and MI6, what did they do?
[37:40.000 --> 37:52.000]  They stayed shootings with just a few dozen guys all over the country, saying that Mohammed Mosaddek, the president, was blowing up Mosque and shooting crowds of people at prayers,
[37:52.000 --> 37:59.000]  going and basically movie theaters and shooting people. And then they blamed it on the government itself, so kind of a reverse false flag.
[37:59.000 --> 38:07.000]  It was a false flag, but usually it's the government doing it, blaming it on somebody, and the Muslims rose up over to the government.
[38:07.000 --> 38:12.000]  They double crossed them, threw them out, brought the Shaw in. And the CIA is very proud of it.
[38:12.000 --> 38:20.000]  Kermit Roosevelt before he died did TV interviews, how they staged the terror attacks. That's Operation Ajax, the 1953 Iranian coup.
[38:20.000 --> 38:26.000]  Again, I'm just covering a few of these, okay?
[38:26.000 --> 38:33.000]  Oh, the little Vaughn affair. What's this from? Let me give you the sources of this here.
[38:33.000 --> 38:40.000]  AP Reuters, University Press, Columbia University.
