[00:00.000 --> 00:24.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[07:44.000 --> 07:51.000]  I disagree with William Shakespeare. The whole world is a stage each of us players upon it.
[07:51.000 --> 07:59.000]  That is only a shadow of reality. The world is reality.
[07:59.000 --> 08:17.000]  And each of us are farmers and fathers and mothers and builders and strivers and trailblazers and warriors and lovers and children and old and young in the compendium of the great experiences of our species.
[08:17.000 --> 08:25.000]  And are part of a great genetic connection of the past into the future.
[08:25.000 --> 08:33.000]  But of course, for people that are all about fake it until you make it, the world is a stage and each of us players upon it.
[08:33.000 --> 08:42.000]  It's a true statement within its limited context, but not within the great compendium of the space time continuum.
[08:42.000 --> 08:50.000]  Now, here's what's coming up. Trump to face down the globalists face to face in Davos.
[08:50.000 --> 08:55.000]  And it's very strange that just recently I've been invited by journalists and others to go to Davos.
[08:55.000 --> 08:58.000]  So again, the planets are aligning on that.
[08:58.000 --> 09:08.000]  We've also got Trump being absolutely 95% cheered at the big football game, the college championship between Georgia and Alabama.
[09:08.000 --> 09:19.000]  So the corporate lying press spun the whole thing and said that he was booed and then zoomed in on small crowds, protesting him and one football player saying F Trump.
[09:19.000 --> 09:25.000]  So we've got that situation. The articles up on infowars.com and newswars.com.
[09:25.000 --> 09:30.000]  We've also got Bannon Group's shop anti-Trump document.
[09:30.000 --> 09:35.000]  But as soon as they saw that Trump was going to win, Bannon jumped on the man wagon.
[09:35.000 --> 09:43.000]  Remember, Breitbart was anti-Trump until about eight months before the election and suddenly completely jumped on board.
[09:43.000 --> 09:50.000]  And I, you know what, I just said, fine, you were Cruz people and I like Cruz too until he really engaged in dirty tricks.
[09:50.000 --> 09:54.000]  Something I didn't see Trump did. Sometimes the high roads, the dirtiest trick.
[09:54.000 --> 09:58.000]  I mean, it just compared to people that think, you know, dirty is powerful.
[09:58.000 --> 10:04.000]  I mean, I guess from their perspective, but, you know, it's the sneaky overhanded tactic.
[10:04.000 --> 10:08.000]  But not underhanded tactic, but Bannon Group's shop anti-Trump document.
[10:08.000 --> 10:13.000]  Incredible video on infowars.com.
[10:13.000 --> 10:21.000]  A fat SJW walks into a gun store, hilarity ensues, comes in and says, you're a Nazi, you're a criminal.
[10:21.000 --> 10:27.000]  What are these Bibles? Starts throwing them around the store as the guy gives people Bibles.
[10:27.000 --> 10:30.000]  And he says, can I have them?
[10:30.000 --> 10:33.000]  He goes, yeah, if you're going to give them to people, he grabs a bunch, comes out,
[10:33.000 --> 10:39.000]  throws them up against the windows, cracking one of the windows, starts throwing them on the roof, flipping out.
[10:39.000 --> 10:47.000]  I think it's a guy, it identifies as a woman, runs around and throws a fit outside and the police come and don't even arrest them.
[10:47.000 --> 10:52.000]  And then the owner doesn't even want them arrested, just says, ah, whatever, this is really a poor distraught person.
[10:52.000 --> 10:59.000]  But they see a Gadsden flag and a Colonial flag, the original 13.
[10:59.000 --> 11:05.000]  And just America is triggering, and this is a person that guarantees Ben and Mama's basement.
[11:05.000 --> 11:15.000]  Guaranteed is just totally a victim of what the Facebook documents admit is a systematically imprisoned person.
[11:15.000 --> 11:24.000]  And they're actually been so scared by Trump coming in and feeling like their little cocoons being damaged when it's actually people trying to break through like they're trapped in a car.
[11:24.000 --> 11:29.000]  We're coming, we're trying to get you, we're like, no, no, the demons are going to get me here.
[11:29.000 --> 11:33.000]  The economy's imploding and we're going to get the jobs back and we're really trying to sustain the family and we're trying to get you out.
[11:33.000 --> 11:35.000]  They're like, no, no, you're evil.
[11:35.000 --> 11:37.000]  I mean, it's the same thing.
[11:37.000 --> 11:43.000]  You're like trapped under ice, we're trying to hack through it to get to you, you're falling out of well, we're trying to get to you.
[11:43.000 --> 11:46.000]  You're like knocking the ropes out of your hand, but get away to the firefighters.
[11:46.000 --> 11:50.000]  No, no, no, the firefighters have American flags on their shoulders.
[11:50.000 --> 11:55.000]  I mean, you watch the video, it is mental illness on display.
[11:55.000 --> 12:00.000]  So people laugh at it, but this, in a way, this is a good thing.
[12:00.000 --> 12:05.000]  This person has come out of their cocoon, they feel so threatened to go out and meet the Nazis.
[12:05.000 --> 12:11.000]  And they meet a mile-mannered, well-spoken, loving person who's tried to give them Bibles.
[12:11.000 --> 12:16.000]  And the person is screeching, I'm going to burn them, I'm going to throw them in the trash.
[12:16.000 --> 12:22.000]  So flipped out that a fellow citizen can have guns.
[12:22.000 --> 12:28.000]  This is a cult, a very, very sad cult at that.
[12:28.000 --> 12:36.000]  And you go to a college campus or you go to a high school and about half the young people look like
[12:36.000 --> 12:39.000]  zombies that can't even hardly walk.
[12:39.000 --> 12:44.000]  And they've all got cell phones up their face while they walk around, they're stumbling over, they're falling down.
[12:44.000 --> 12:48.000]  And they just know how to go, race is bad, evil, homophobe, bigot.
[12:48.000 --> 12:57.000]  That's their entire language is just bitching and griping like obese, mentally ill, baby birds on hallucinogens.
[12:57.000 --> 13:03.000]  Howling, screaming, yelling like body snatchers.
[13:03.000 --> 13:09.000]  And then they'll see you and have no compulsion to run over as a throng and begin clawing and slapping.
[13:09.000 --> 13:12.000]  And then they'll fall down, remember the abortion demonstration?
[13:12.000 --> 13:19.000]  When we went out to save all lives matter, black lives matter, the majority of black people are aborted.
[13:19.000 --> 13:26.000]  So we're out there saying the KKK supports abortion and here show up people in full black, white and black Hispanic.
[13:26.000 --> 13:34.000]  Zombie like skin, all of them super pale, even the black people are like white and they all weren't trying to act like zombies.
[13:34.000 --> 13:45.000]  They were like Frankenstein going, devil and Satan power and falling over and then stumbling and running over to a guy and crutches and attacking him.
[13:45.000 --> 13:55.000]  And just, we're killing babies inside, we love Lucifer, we stink, we kill our babies, the females will fall, the female spirit will fall.
[13:55.000 --> 13:59.000]  And I'm not kidding, you can go watch it.
[13:59.000 --> 14:05.000]  And then we got them at the capitol, capitol everywhere else and like we kill our kids, we love Lucifer.
[14:05.000 --> 14:10.000]  You'll never stop our high priestess inside killing the babies.
[14:10.000 --> 14:17.000]  And you're like, what is up? These are literally people that have jacked into something evil. I mean, they're gone.
[14:17.000 --> 14:21.000]  It's not fake, it's not acting, it's real.
[14:21.000 --> 14:38.000]  Because we've gone undercover in these groups and they are just like lunatics. The modern world, TV, smart phones, the culture, the dyes, the estrogen mimicers, the serotonin reuptake inhibitors they're on, the illegal drugs they're taking, they are whacked out of their head.
[14:38.000 --> 14:45.000]  And just like the Bible said, you take pharmacia, you take strong drugs, you open yourself up to evil to come in. It's a fact.
[14:45.000 --> 14:52.000]  It's not just some mental illness that's in all of us that gets activated, something else comes and imposes itself.
[14:52.000 --> 15:01.000]  And it's what you think of in lore of like goblins or demons or gremlins, they're people, but they'll run over chirping.
[15:01.000 --> 15:05.000]  They don't go to school for this. We're showing video right now.
[15:05.000 --> 15:16.000]  You'll hear what's the noise he made. I was like, what in the world? And then you're like, what is going on?
[15:16.000 --> 15:22.000]  You've got a demon right in front of you angry that you don't want total death because they don't want freedom.
[15:22.000 --> 15:30.000]  You can offer money to come on the show. You can even try to be nice to them and they go, they don't, they don't want success, folks.
[15:30.000 --> 15:35.000]  They don't want anything. They want to grovel in their own spiritual feces.
[15:35.000 --> 15:42.000]  They want to ride around like snakes. Now, I'm done talking about that. Paul Watts is coming up with huge breaking news in about 15 minutes.
[15:42.000 --> 15:52.000]  When we return, when we return, the proof of fake news again, this should be in the fake news awards coming up the 17th, the president's going to host, isn't that luscious?
[15:52.000 --> 15:57.000]  He gets these huge standing ovations and cheered. The media shows a small group booing.
[15:57.000 --> 16:05.000]  Heart disease is on the rise. Clogged arteries, high blood pressure and high cholesterol levels may not be fully detected by you.
[16:05.000 --> 16:15.000]  But the symptoms are there. Loss of energy, blood sugar, spikes and drops, poor circulation and irregular heartbeat are just a few of these that can alert you that something is wrong.
[16:15.000 --> 16:21.000]  Here, how heart and body extract is making a difference in thousands of people's lives across America.
[16:21.000 --> 16:25.000]  My blood pressure has normalized. My diabetes has totally improved.
[16:25.000 --> 16:32.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[16:32.000 --> 16:57.000]  Maybe over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[16:57.000 --> 17:08.000]  The answer to being in control of your own health care is freedom from insurance. Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[17:08.000 --> 17:15.000]  Individual share amounts begin at $107 a month and $347 for families. Choose from three health sharing programs.
[17:15.000 --> 17:22.000]  Holistic treatments may be eligible for sharing. See guidelines. Discount programs available for dental, vision and pharmacy.
[17:22.000 --> 17:27.000]  Visit libertyoncall.org that's libertyoncall.org.
[17:52.000 --> 17:57.000]  Feel the thrill only at slingbow.com.
[18:22.000 --> 18:28.000]  You can buy a bag of the Patriot Blend 100% organic coffee at infowarslife.com.
[18:28.000 --> 18:35.000]  This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[18:35.000 --> 18:42.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[18:42.000 --> 18:50.000]  Dropped by the site today, order a bag or two and I don't think you're going to be disappointed. Available in original or with our immune support infusion blend.
[18:50.000 --> 18:58.000]  Be supporting a free press. All the while enjoying a truly great tasting cup of my favorite coffee. Available at infowarslife.com.
[18:58.000 --> 19:16.000]  I want to plow into all of this. I'm going to spend a few minutes here first just encouraging listeners to understand that when you buy t-shirts or water filtration systems or books or videos or other material from infowarstore.com
[19:16.000 --> 19:24.000]  You are funding the revolution. I mean, I cannot say it any clearer. And so it is essential that you purchase the products at infowarstore.com.
[19:24.000 --> 19:31.000]  I don't want to thank everybody that has, but we've got the best fluoride free toothpaste with colloidal silver and with high quality atomic iodine in it.
[19:31.000 --> 19:39.000]  You cannot beat that for children and adults. We've got the best mouthwash designed by Dr. Jones. That's my dad, the colloidal silver and iodine as well.
[19:39.000 --> 19:51.000]  Infowarslife.com or AAA-253-3139. And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[19:51.000 --> 20:19.000]  And that's who they are, and they know we know who they are, and they're coming back against us so we need your support.
[20:19.000 --> 20:26.000]  Defending the Republic from enemies, foreign and domestic. It's Alex Jones.
[20:26.000 --> 20:50.000]  Longing for the sun, you will come to the island without me. Longing for the sun, be welcomed on the island many miles away from home.
[20:50.000 --> 21:06.000]  There is so much to cover, so much breaking down the scenes. I was late getting back in the studio here.
[21:06.000 --> 21:21.000]  Joe Arpaio is running for the Senate in Arizona. We'll definitely support that.
[21:21.000 --> 21:37.000]  I guess they're saying plants, you can come back for the admitted red with 13-year-old girl that's the great Feminist Merrill Street, thinks is wonderful. So that's coming up.
[21:37.000 --> 21:52.000]  I'm not going to attack Ivanka, maybe she's trying reverse psychology or something on a speech and said her father was a horrible person basically and that was racist and bad attacking women.
[21:52.000 --> 22:08.000]  But again, that's why we've got your father, I guess. She put out happy holidays too. Can't we just have our Christmas it's ours. You can have your holidays and we think they're fun and cool.
[22:08.000 --> 22:22.000]  I'm in another country and they've got a festival I go take part in and it's neat. I don't show up in some other country and go, I don't have this festival in my country. I'm offended by this, but side issue. Let's get into the big meat and potatoes here.
[22:22.000 --> 22:41.000]  Alabama yells after Trump, one of the players does, Georgia versus Alabama. That's the scale of the protest. There was a protest outside, building the president, a few little knots of people that got in for publicity stunts at the National College Championship.
[22:41.000 --> 22:58.000]  And so the media then began to spin it all over the news that Trump was booed at the game. They also spun it that, oh, Trump is on vacation all the time. He said he wouldn't go on vacation all the time like Obama.
[22:58.000 --> 23:11.000]  And they say he has this executive time until 11 in the morning and that all of that is spent watching television because a few tweets of him watching live TV have gone out.
[23:11.000 --> 23:20.000]  So because there's a few tweets that go out a week of him watching something live, that means during that three hours every day of executive time, he's only watching television.
[23:20.000 --> 23:37.000]  When I've talked to people that are in the White House and I've heard about what the president does and I've experienced it myself, he gets up at about seven in the morning, spends about an hour to himself, goes in, eats breakfast, watches television,
[23:37.000 --> 23:52.000]  then gets briefings, then reads a bunch of documents and then in between things, he will turn the audio back on, unmute the television and watch a section, see what they're saying, and then multitask.
[23:52.000 --> 24:01.000]  And he does that as a way to be able to work up to 18 hours a day. He cycles through it. He also has them bringing him stacks of news and what he calls the clips on an iPad.
[24:01.000 --> 24:10.000]  And they would come in and show him viral videos or what the internet was saying or what his fans were saying. He calls them the clips.
[24:10.000 --> 24:16.000]  Every time I've talked to him, he's like, I really like watching you in the clips. You know, you're going to be the next Rush Limbaugh.
[24:16.000 --> 24:23.000]  Boy, I wish they had more stuff like you cover on mainstream TV, but I liked you in the clips. He's a 71-year-old guy. He calls it the clips.
[24:23.000 --> 24:34.000]  And he does, as I told people before, was even known. He reads The New York Times constantly and watches CNN quite a bit. People are like, oh yeah, Jones claims, you pull these articles up like a year ago, the president reads The New York Times.
[24:34.000 --> 24:44.000]  But he does and now it's confirmed. That's one of the main things he reads because I know a lot of people in the White House before and since and I know what the president's up to and what he's doing.
[24:44.000 --> 24:55.000]  When he's at Marlago or he's in New Jersey or he's at Trump Tower, he is working until 2.30 in the morning many nights.
[24:55.000 --> 25:06.000]  Then he goes to bed for four or five hours and he is on the phone calling people at midnight. I knew about this and once was even able to get through.
[25:06.000 --> 25:15.000]  I couldn't believe it. Roger said, yeah, he calls me sometimes. You really should call this hotline number. That's just the general switchboard, but Trump is on it.
[25:15.000 --> 25:23.000]  And the media knew about it. They were able to call him. So you could call 10, 15, 20 times and that didn't work. Try it a couple nights. The president answers.
[25:23.000 --> 25:34.000]  Well, they shut that down because he would do that at Trump Tower too on the switchboard. He just loves to surprise people and hear what they really say because he just loves crowds.
[25:34.000 --> 25:44.000]  He loves people. He loves interfacing. Look what he's done at Marlago and everything they've done is try to isolate him even at Marlago, putting up fences and stuff where he eats so that people can't come talk to him.
[25:44.000 --> 25:56.000]  He still bust out and goes and talks to them. So the guy's always working and look at the results in the economy. So they're trying to play clips of him saying, I want vacation nearly as much. He doesn't.
[25:56.000 --> 26:05.000]  Yeah, George W. Bush went to work at 645 the morning and he also got off at about three and exercise twice during the day.
[26:05.000 --> 26:15.000]  Obama came in at 10. But would exercise a couple times and then go play basketball or go watch a movie and screw off. I mean, Obama and Bush were very, very lazy.
[26:15.000 --> 26:21.000]  Bush Senior wasn't. He worked about 12 hours a day. Bill Clinton in between partying. He worked a lot.
[26:21.000 --> 26:30.000]  But the point is, Hillary was so power hungry, nobody works as much as she does for her. But those are the facts. But with Trump, we get a good economy.
[26:30.000 --> 26:40.000]  We get more jobs. We get rising standard of living. We get a record stock market. We get all the things he said, tax cuts, what he said he did, killing TPP.
[26:40.000 --> 26:46.000]  But that's why they're pushing this new thing that he's lazy. He's not just mentally ill. He's not just racist, but he's lazy.
[26:46.000 --> 26:54.000]  So let's start getting to this right now. Trump cheered at college football national championship game. Some news reported the truth.
[26:54.000 --> 27:03.000]  But the rest of it would just show pockets of people protesting or booing or show one football player booing to make it look like overall everybody hates Trump. Here it is.
[27:03.000 --> 27:22.000]  Welcome, members of the ROTC units from the University of Georgia and the University of Alabama, joined by our president, Donald J. Trump.
[27:22.000 --> 27:38.000]  That's called cheering, not booing. But CNN and others would cut that into people booing outside the motorcade 30 minutes before to create the illusion that he was being booed and then dub it over.
[27:38.000 --> 27:47.000]  We've got those clips. We're going to break here, though. The cheering just goes on and on. In the interest of time, let's stop. It goes on for another five minutes. I mean, standing ovation.
[27:47.000 --> 27:57.000]  This is CNN, though. Fans at championship game have mixed reaction to Trump's motorcade. So small group protesting, it gets more attention than 100-something thousand fans cheering. Here it is.
[27:57.000 --> 28:25.000]  It's like about 100 people booing. Not even all of them are booing. So this on CNN, this is what they show. A mixed group of 100 people booing. And then this is the mixed reaction.
[28:25.000 --> 28:50.000]  Maybe 200 people. So crowd of about 200 booing. And that is what's CNN air. They call that a mixed reaction. They show the one of booing in their little setup, George Soros, moveon.org, antifug, you know, meth head, heroin head, devil worship or rally, literally.
[28:50.000 --> 28:57.000]  That's who they are. Go to one of them. And then they just, you know, don't even show you what hundreds of thousands did. That's deception.
[29:20.000 --> 29:37.000]  This is Dan Pilla. Do you have the IRS money you can't pay? Are tax debts crippling you? I've defended people from the IRS for over 30 years. I've helped thousands and I can help you too.
[29:37.000 --> 29:58.000]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case. Call 800-34-NO-TAX to finally get free of IRS debt. With the IRS's new programs, there's never been a better time to solve your problem. Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpilla.com.
[30:08.000 --> 30:22.000]  Number one, when you choose auto-ship before checkout, we give you 10% off on your order at infoorstore.com. Number two, you're also able to get items that are out of stock when you sign up for auto-ship because we hold back a surplus for auto-ship customers.
[30:22.000 --> 30:41.000]  Number three, we're giving you free shipping on all orders above $50. Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month. Just go to infoorstore.com, select your favorite product or products, click on auto-ship and choose how often you want us to send you another order.
[30:41.000 --> 30:58.000]  As you know, I coined the term 360 win and with the new auto-ship feature at infoorstore.com, this is a sure win. 10% off on auto-ship. Win, win, win at infoorstore.com. Free shipping on orders above $50. And all out of stock items are never out of stock when you sign up for auto-ship.
[30:58.000 --> 31:14.000]  You deserve a deep restful sleep with Knockout by InfoWarsLife. Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract and melatonin.
[31:14.000 --> 31:28.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep. Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[31:28.000 --> 31:38.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need. Wake up refreshed and take on the day.
[31:38.000 --> 31:50.000]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price. Get the sleep you deserve and experience the power of Knockout.
[31:50.000 --> 32:08.000]  Head on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[32:20.000 --> 32:33.000]  If you don't run at 100% efficiency, then they start producing reactive oxygen species. Top scientists agree that aging is most likely caused by cellular damage, resulting from these reactive oxygen species.
[32:33.000 --> 32:46.000]  The antioxidants found in cell force are some of the most powerful available on the market. The stronger the antioxidant, the better its ability to scavenge for these reactive oxygen species and other free radicals.
[32:46.000 --> 33:01.000]  Boost, protect and adapt with cell force from InfoWarsLife. Head to infowarslife.com or call 1-888-253-3139.
[33:17.000 --> 33:45.000]  Rallying Patriots worldwide in defense of human liberty. It's Alex Jones.
[33:45.000 --> 34:04.000]  Ladies and gentlemen, we are back live. I am your host, Alex Jones, and joining us from London, England is the editor of infowars.com and prisonplanet.com. He also writes for newswars.com. Paul Joseph Watson.
[34:04.000 --> 34:20.000]  Now, there's two pronged issues that we're going to be talking about here. They're totally critical. I'm not Hunter S. Thompson. I'm not going out to write Gonzo journalism, a lot of it really hilarious and interesting about myself.
[34:20.000 --> 34:33.000]  I'm here to try to reboot nationalism and renaissance and true classical liberalism worldwide. And I'm here analyzing the globalist technotronic plan for a technocracy.
[34:33.000 --> 34:39.000]  That said, though, we have multiple congressional hearings this year and last year.
[34:39.000 --> 34:50.000]  We have an armed services committee, national security committee, judiciary committees, where they say Alex Jones and Paul Joseph Watson are the number one enemy.
[34:50.000 --> 35:05.000]  And they brag about censoring us, Google, Facebook and Twitter in front of Congress and they said we just censored Paul Watson at lunch and the congressman goes, good, be quicker next time because Paul had the number one story on Twitter.
[35:05.000 --> 35:23.000]  Now, we knew from internal Google documents that Google and then it was real. They hired millions of dollars worth of people to put out that I'm banned from Google campuses, but also that I am banned basically on the Internet with a stealth ban, info wars, you name it.
[35:23.000 --> 35:31.000]  And we've seen that. And then we have YouTube executives saying, oh, we work with the New York Times to censor Alex Jones. The New York Times even advises us on what to censor.
[35:31.000 --> 35:38.000]  And we know in the WikiLeaks that Hillary would then advise the New York Times how to censor. So they kind of fence their censorship through that.
[35:38.000 --> 35:45.000]  It's incredible. So you think that, you know, we'd be really be honored by this, but in this age of censorship, folks go, OK, big deal, you're being censored.
[35:45.000 --> 35:55.000]  Well, now we learn New York Daily News. Alex Jones was reportedly banned from Google and other things we learned from James DeMors class action lawsuit.
[35:55.000 --> 36:08.000]  He's put documents attached to it showing this, but it gets worse. White males are booed at company events and told their evil with white males leading the minorities in it.
[36:08.000 --> 36:23.000]  And they get in trouble if you say it's bizarre to have executives at speeches describe themselves as female golden dragons, dragonettes and expansive ornate buildings.
[36:23.000 --> 36:33.000]  I'm not kidding. Fox News is even reporting this. And you think, well, this is mental illness. No, it's transhumanism. They're training everyone that we're going to overthrow society.
[36:33.000 --> 36:42.000]  And the only thing that you're not allowed to be is a white male, a woman who is heterosexual, who wants to baby. Again, humans continuing on.
[36:42.000 --> 36:50.000]  It's not tolerance. It is a AI program to end humans. And it's a disease being put out and set up the name of tolerance.
[36:50.000 --> 36:57.000]  Camille Packley agrees with that as well, calls it child abuse. What's going on this? Oh, first, if you're a girl, you can be a boy or a boy, be a girl.
[36:57.000 --> 37:08.000]  So Paul Watts is going to cover this, this segment. And then he's got a big exclusive breaking in the next segment that just went live on info wars.com.
[37:08.000 --> 37:18.000]  We're going to tell you about that coming up. This is so big. If you get involved in this, this is going to absolutely devastate the globalist with another one of their key operatives.
[37:18.000 --> 37:26.000]  And yes, the media got it right yesterday and hundreds of publications and they said, Jones is preemptively striking Oprah, the eugenicist Wemfrey.
[37:26.000 --> 37:34.000]  They said it's racist that I said that she's funding black depopulation. I mean, she is. It's incredible. It's like saying it's racist to say Harvey Weinstein was a Nazi collaborator.
[37:34.000 --> 37:42.000]  But joining us, Paul Joseph Watson, I don't, it's not a heady thing to have them attacking us in Congress and wanting a shutdown.
[37:42.000 --> 37:48.000]  Now the left says just shut us down, have us arrested. It lets us know just how dangerous these folks are.
[37:48.000 --> 37:57.000]  But thank God for people like Mr. DeMore and others who are speaking out against this. Let's tackle this first. Paul Joseph Watson.
[37:57.000 --> 38:03.000]  Well, yeah, we can go back to that congressional hearing which you mentioned earlier, Alex. This was in early November.
