[00:00:00.109 --> 00:00:01.190]  You're listening to GCN.
[00:02:03.939 --> 00:02:09.181]  You've probably got some New World Order person down there in a witch's hat and a big, like, ahhh, Xardaman!
[00:02:09.181 --> 00:02:10.741]  That'll get you, Jones!
[00:02:11.517 --> 00:02:12.459]  Anyways, it's crazy.
[00:02:12.459 --> 00:02:13.702]  Mark Dice, final comments.
[00:02:15.396 --> 00:02:29.842]  I want to announce, and I'll do this when I'm back on your show in a couple weeks, for, you know, 9-11, the anniversary's coming up here in about three weeks, and for those who can't make it to New York, or who can't go out to a local rally, or who just want to get involved but don't know what to do, I want to just announce Operation Phone Mob.
[00:02:29.842 --> 00:02:32.703]  So, I think on 9-11, it's a Thursday.
[00:02:32.703 --> 00:02:35.404]  Details will be posted at MarkDice.com.
[00:02:35.404 --> 00:02:36.865]  I'll email that out to everybody.
[00:02:36.865 --> 00:02:44.768]  I think that we need to get hundreds of people to call into the radio talk shows on that day, and let's get every single phone call to be one of us.
[00:02:45.468 --> 00:02:46.448]  Let's address the issues.
[00:02:46.448 --> 00:02:47.369]  Let's use this as an opportunity.
[00:02:47.369 --> 00:02:48.529]  What do you think of Corsi?
[00:02:48.529 --> 00:02:50.510]  I mean, this is becoming a big issue.
[00:02:50.510 --> 00:02:59.132]  You know, there was some cross-talk there between him and Combs, but he said, I don't know if people made it out, but he said he's never written anything in support of the 9-11 Truth Movement.
[00:02:59.132 --> 00:03:04.994]  So, he's in a rough position, but again, he's got a lot of responsibility.
[00:03:04.994 --> 00:03:06.035]  He probably knows the truth.
[00:03:06.035 --> 00:03:13.477]  He's the darling of the hardcore neocons, and then he's saying he's looking at Evans of Inside Job.
[00:03:14.201 --> 00:03:16.943]  And they're saying he's delusional about the North American Union.
[00:03:16.943 --> 00:03:17.564]  You know what it is?
[00:03:17.564 --> 00:03:29.973]  It's almost like, uh, when Ron Paul was initially interviewed by student scholars, and he said he would support a new investigation, although he didn't believe that it would really tell the truth, and then he'd even have to backpedal from that position when he got bigger.
[00:03:29.973 --> 00:03:40.702]  Well, of course he was able to come on your show, talk about Thurmite, but now that he's a New York Times number one bestseller and he's on all these shows, it's time to back off a bit, because 9-11 truth is just still too hot for some people.
[00:03:41.528 --> 00:03:42.410]  Oh yeah, they all know.
[00:03:42.410 --> 00:03:43.151]  They all know.
[00:03:43.151 --> 00:03:44.653]  Every single one of them.
[00:03:44.653 --> 00:03:46.716]  His book's already a best seller at this point.
[00:03:46.716 --> 00:03:48.018]  I think he has nothing to lose.
[00:03:48.018 --> 00:03:51.364]  He should just come out hard hitting and just state the facts.
[00:03:52.074 --> 00:03:57.477]  You know, I understand that his publisher is trying to backpedal and protect their financial net.
[00:03:57.477 --> 00:04:04.262]  He's always asking to come on the show because he knows my audience, with a few other shows, can push it up the New York Times bestseller list.
[00:04:04.262 --> 00:04:07.884]  And I think his book's important, and you know, he's being attacked for saying it's disinfo.
[00:04:07.884 --> 00:04:10.726]  No, they're not attacking him on the book itself.
[00:04:10.726 --> 00:04:13.648]  They're attacking him on North American Union or 9-11.
[00:04:15.008 --> 00:04:17.129]  And so that's another issue.
[00:04:17.129 --> 00:04:22.011]  Why aren't they attacking him on the issues the book covers, Bermy?
[00:04:22.011 --> 00:04:26.312]  Well, I mean, they got some minute errors in there and they blow them out of proportion for the book.
[00:04:26.312 --> 00:04:29.073]  But like you said, they don't want to address the main stuff.
[00:04:29.073 --> 00:04:36.175]  I mean, he does get in the SPP right after the discussion about you on Hannity and Combs, you know, Securities and Prosperities Partnership.
[00:04:36.175 --> 00:04:37.956]  So the guy's obviously very, very smart.
[00:04:37.956 --> 00:04:40.557]  He's very, very hip to what this movement's doing.
[00:04:40.557 --> 00:04:43.058]  I do hope he comes out a little stronger for 9-11.
[00:04:43.058 --> 00:04:43.998]  Truth, I don't expect it.
[00:04:44.858 --> 00:04:46.199]  His words can't be taken back.
[00:04:46.199 --> 00:04:49.622]  That interview with you is monumental and should be played all over the place.
[00:04:49.622 --> 00:04:51.363]  I mean, let's be honest.
[00:04:51.363 --> 00:04:54.325]  Without 9-11 Truth, we're never going to take this country back.
[00:04:54.325 --> 00:04:55.345]  They're going to keep staging more.
[00:04:55.345 --> 00:04:58.147]  Yeah, and he can vote for Chuck Baldwin all he wants.
[00:04:58.147 --> 00:04:59.228]  It's not going to help us.
[00:04:59.228 --> 00:05:03.130]  And Chuck Baldwin isn't admitted to 9-11 Truth, but he knows all about the New World Order.
[00:05:03.130 --> 00:05:05.252]  Oh, that's a nexus point.
[00:05:05.252 --> 00:05:06.293]  Yeah, of course.
[00:05:06.293 --> 00:05:07.673]  Let's just go into it.
[00:05:07.673 --> 00:05:11.236]  Dr. Corsi denies 9-11 Truth, but supports 9-11 Truth candidate.
[00:05:11.716 --> 00:05:14.038]  Hey, Mark Dice, thanks for coming on with us.
[00:05:14.038 --> 00:05:14.939]  No problem.
[00:05:14.939 --> 00:05:15.479]  Good to have you.
[00:05:15.479 --> 00:05:17.581]  We'll have you back up in two weeks, week and a half.
[00:05:17.581 --> 00:05:19.403]  There he goes, great guy.
[00:05:19.403 --> 00:05:22.505]  Mark Dice, resistancemanifesto.com, markdice.com.
[00:05:22.505 --> 00:05:24.107]  My website's infowars.com.
[00:05:24.107 --> 00:05:25.968]  Burma's is burmy.com.
[00:05:25.968 --> 00:05:30.052]  We'll be right back with Derek and the whole crew.
[00:05:30.052 --> 00:05:35.777]  On September 11th, 2001, along with hundreds of my fellow troops, I went to ground zero.
[00:05:35.777 --> 00:05:37.018]  And we knew what to do.
[00:05:37.836 --> 00:05:39.098]  Or at least we thought we did.
[00:05:39.098 --> 00:05:45.446]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[00:05:46.121 --> 00:05:55.029]  Whitman, EPA director on the 18th made a statement that the air was safe to breathe.
[00:05:55.029 --> 00:06:02.115]  This film follows the growing momentum of 9-11 truth as brave souls throughout the world take action against their global masters.
[00:06:02.115 --> 00:06:05.278]  He had his hand over the radio while he was getting a countdown.
[00:06:05.278 --> 00:06:11.083]  He takes his hand off and you hear 3, 2, 1 and it was boom, boom, boom, boom, boom.
[00:06:11.083 --> 00:06:13.645]  This is an emergency transmission worldwide.
[00:06:14.145 --> 00:06:20.052]  Download Truth Rising at PrisonPlanet.tv and aggressively spread it worldwide.
[00:06:20.052 --> 00:06:23.116]  Or order the DVD at Infowars.com.
[00:06:23.116 --> 00:06:28.022]  If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[00:06:30.770 --> 00:06:33.212]  David J. Smith for Newswatch Magazine.
[00:06:33.212 --> 00:06:43.598]  Did you know that one of the 45 objectives of international communism was to have America become involved in free trade without tariffs on cheaply produced foreign goods?
[00:06:43.598 --> 00:06:50.863]  Our manufacturing base, which would not be able to compete, would be forced to move their manufacturing plants overseas or to Mexico.
[00:06:51.683 --> 00:06:58.586]  This would throw millions of workers out of work and completely destroy the middle class that has made America great.
[00:06:58.586 --> 00:07:07.110]  We'd like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:07:07.110 --> 00:07:08.630]  Just call our toll-free number at 1-800
[00:07:10.631 --> 00:07:10.952]  516-8736.
[00:07:10.952 --> 00:07:14.294]  That's 1-800-516-8736 and request your subscription.
[00:07:14.294 --> 00:07:14.574]  Call now.
[00:07:14.574 --> 00:07:16.496]  Operators are standing by to receive your call.
[00:07:27.731 --> 00:07:33.676]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[00:07:33.676 --> 00:07:38.699]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[00:07:38.699 --> 00:07:43.883]  Plasma pH drops combine a unique formula of the most alkaline minerals and elements.
[00:07:43.883 --> 00:07:47.326]  This product is a one-of-a-kind in its strength and effectiveness.
[00:07:47.806 --> 00:07:56.329]  Using Plasma pH Drops is one of the best ways to make your water alkaline while helping you get rid of acid and regaining your health and energy.
[00:07:56.329 --> 00:08:02.132]  With just 10 drops, you can raise the pH level of the water you drink up to the pH of 10.
[00:08:02.132 --> 00:08:08.114]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content of your body.
[00:08:08.114 --> 00:08:13.376]  Disease organisms like bacteria and cancer cannot survive in an alkaline environment.
[00:08:13.376 --> 00:08:16.297]  Order your bottle of AlkaVision Plasma pH Drops now.
[00:08:16.497 --> 00:08:16.798]  We're good.
[00:08:30.356 --> 00:08:33.118]  He's the T-Rex of political talk.
[00:08:33.118 --> 00:08:36.540]  Alex Jones on the GCN Radio Network.
[00:08:36.540 --> 00:08:41.202]  We have Professor Francis A. Boyle joining us in about five minutes.
[00:08:41.202 --> 00:08:44.244]  By the way, I'm on in Toronto tonight for an hour with Richard Serra.
[00:08:44.244 --> 00:08:45.265]  I want to plug that for listeners.
[00:08:45.265 --> 00:08:46.826]  I want to hear that.
[00:08:46.826 --> 00:08:50.147]  Francis Boyle with huge anthrax news in two minus five minutes.
[00:08:50.147 --> 00:08:52.149]  Finishing up with Jason Burmess.
[00:08:52.149 --> 00:08:54.790]  His new film, Fabled Enemy, is coming out in ten days.
[00:08:54.790 --> 00:08:56.511]  See it at PrisonPlanet.tv first.
[00:08:56.511 --> 00:08:57.652]  Pre-order the DVD now.
[00:08:57.652 --> 00:08:59.053]  Ships out September 1st.
[00:09:00.473 --> 00:09:04.295]  Going to Shane Geiger, who I appreciate holding.
[00:09:04.295 --> 00:09:07.477]  Shane just popped by and said, can I say I'm an InfoWars freelance reporter?
[00:09:07.477 --> 00:09:08.597]  We said, sure.
[00:09:08.597 --> 00:09:11.499]  They called and checked with NIST that he really was going.
[00:09:11.499 --> 00:09:12.599]  They had their little meeting.
[00:09:12.599 --> 00:09:15.361]  He got his question out, and they shut him down.
[00:09:15.361 --> 00:09:24.886]  So, just giving some background, Shane Geiger, tell listeners what happened, where this was, how you got the question in, and what happened.
[00:09:24.886 --> 00:09:25.326]  Hi, Alex.
[00:09:25.326 --> 00:09:27.087]  Thanks so much for having me on the show.
[00:09:27.087 --> 00:09:27.607]  Oh, thank you.
[00:09:29.075 --> 00:09:29.916]  Yeah, it's a pleasure.
[00:09:29.916 --> 00:09:36.061]  I was basically making some statements that were backed up.
[00:09:36.061 --> 00:09:37.922]  I mean, this is fact.
[00:09:37.922 --> 00:09:51.333]  I was just stating what had been in the Twin Towers report, and then I stated some things about the back and forth between the Stephen Jones camp and MIST.
[00:09:51.333 --> 00:09:54.155]  Stephen Jones did a Data Quality Assurance Act request.
[00:09:55.032 --> 00:10:10.696]  And, uh, NIST replied back in September of 2007, stating that they are unable to provide a full explanation of the total collapse, and, um, and, uh, they also stated that they did not conduct tests, tests for explosive residue.
[00:10:10.696 --> 00:10:22.039]  Yeah, they won't do mathematic equations, they'll just show us, uh, video, uh, computer composites that any 14-year-old with a case of Hot Pockets and Jolt Cola can make.
[00:10:23.234 --> 00:10:29.697]  Right, so this should sound very familiar to NIST because, you know, they were involved in this back and forth.
[00:10:29.697 --> 00:10:36.280]  And yet, this was at the point in my questioning where I was basically shut down.
[00:10:36.280 --> 00:10:39.182]  And I had a few other things I tried to get out after that.
[00:10:39.182 --> 00:10:46.185]  I'm very interested in the scientific method being applied to the research of all the 9-11
[00:10:47.958 --> 00:10:50.860]  Truthers and, you know, the other people who were looking at the locale.
[00:10:50.860 --> 00:10:53.142]  Well, describe where this was, how you were able to get this out.
[00:10:53.142 --> 00:10:55.084]  I mean, tell us the locale.
[00:10:55.084 --> 00:10:55.985]  Tell us what it was like.
[00:10:55.985 --> 00:10:58.587]  Tell us, you know, you were there.
[00:10:58.587 --> 00:11:04.832]  Yeah, we were in this 11-story, nondescript building on the NIST campus.
[00:11:04.832 --> 00:11:07.134]  I'm glad it didn't collapse on us.
[00:11:07.134 --> 00:11:09.496]  It probably would have collapsed in about two or three seconds.
[00:11:09.496 --> 00:11:13.439]  Well, if somebody would have put a big ladder up against it, or they'd have dug up the steel columns.
[00:11:13.439 --> 00:11:13.839]  Perfect.
[00:11:15.289 --> 00:11:17.751]  Yeah, well, it was just kind of surreal.
[00:11:17.751 --> 00:11:28.760]  I was there among reporters from the AP, New York Times, Fox, the ZDF, which is the second station in Germany.
[00:11:28.760 --> 00:11:38.889]  I was actually talking after the event with somebody who's involved in the making of the third tower, so he's working with Mike Rudin of the BBC.
[00:11:40.341 --> 00:11:44.524]  I got a lot of, it was really great to get some media contacts.
[00:11:44.524 --> 00:11:46.686]  Thanks so much for that, Alex.
[00:11:46.686 --> 00:11:55.672]  And I was just, I was surrounded by all these people who obviously have an axe to grind.
[00:11:55.672 --> 00:12:02.376]  These people were sort of standoffish and it was not really a friendly environment.
[00:12:02.376 --> 00:12:06.960]  In fact, I think it was somewhat telling that as soon as I started
[00:12:07.912 --> 00:12:33.136]  You know, calling NIST on these bear assertions, the lights actually went out in the room, so it was a little unfriendly from that second on, and the microphone started moving away from me as I was, you know, this is just totally ridiculous, you know, I travel halfway across the country to ask questions, and I have to show up under the pretext of being a reporter
[00:12:33.795 --> 00:12:36.137]  When it's not enough to be a concerned U.S.
[00:12:36.137 --> 00:12:38.058]  citizen to show up here.
[00:12:38.058 --> 00:12:40.300]  Well, you are an important reporter and you did a great job.
[00:12:40.300 --> 00:12:42.402]  Now Burmess, you've been analyzing this.
[00:12:42.402 --> 00:12:43.643]  You've seen what happened.
[00:12:43.643 --> 00:12:45.244]  They're also backing away from their logs.
[00:12:45.244 --> 00:12:46.205]  We have the video.
[00:12:46.205 --> 00:12:51.169]  The front of the building has some windows knocked out, but they say in their report a third of the building knocked out on the front.
[00:12:52.668 --> 00:13:07.317]  Yeah, the south face of the building, and we have the videos where there's a few windows blown out, but we obviously see the guy walk into the building and then go up the escalator into the main lobby, so there's not... Well, I believe what they said was a quarter of the building, or somewhere between 10 and 12 stories, scooped out of the building.
[00:13:07.317 --> 00:13:12.340]  Well, their new model has no scoop-out, and they don't even claim... Oh, so no new lines for old!
[00:13:12.340 --> 00:13:14.001]  Yeah, there's no scoop-out.
[00:13:14.001 --> 00:13:18.845]  They don't even mention the quote-unquote scoop-out, so they've retracted that statement.
[00:13:18.845 --> 00:13:20.986]  Now they're also saying it wasn't the fuel oil tanks
[00:13:21.446 --> 00:13:34.673]  And they're also saying that although no other building has even come close to this kind of structural damage, I guess, from hundreds of degrees less than known fires, that's what did it.
[00:13:34.673 --> 00:13:36.674]  It was the thermal expansion of columns.
[00:13:37.274 --> 00:13:39.435]  ...located near the center of the building.
[00:13:39.435 --> 00:13:43.637]  They're also claiming that that's why the rooftop, the line, falls first.
[00:13:43.637 --> 00:13:45.838]  Okay, and then they say the facade falls with it.
[00:13:45.838 --> 00:13:56.303]  Now, they say in the very beginning that they did test for explosives, but later, in the press conference, they backtracked, and Shane, I believe, is the one that talked about this.
[00:13:56.303 --> 00:13:58.904]  They backtracked and said, oh, well, we never even considered thermite.
[00:13:58.904 --> 00:14:02.186]  It's just such a ludicrous hypothesis that we never tested for it.
[00:14:02.859 --> 00:14:07.696]  Course, this guy's all happened to be top experts in explosive thermate when no one else is.
[00:14:08.405 --> 00:14:10.726]  It just so happens they're top experts.
[00:14:10.726 --> 00:14:13.687]  Yeah, and you know, again, the Ramon Medal is never addressed.
[00:14:13.687 --> 00:14:15.028]  It's not addressed in this.
[00:14:15.028 --> 00:14:21.630]  And now they're making it into a standards issue and saying that skyscrapers need to re-evaluate how they've been built.
[00:14:21.630 --> 00:14:22.611]  Oh, it's a total lie!
[00:14:22.611 --> 00:14:29.734]  I mean... Plus, this thing had a special bunker built inside of it to withstand nuclear attacks, but it magically put a big lighter to it.
[00:14:29.734 --> 00:14:30.354]  It just went blap!
[00:14:30.354 --> 00:14:37.737]  Hey, you know what's really upsetting is that, again, this was New York's number one spook house, located in the center of Manhattan.
[00:14:38.217 --> 00:14:38.597]  I think so.
[00:14:58.957 --> 00:15:11.122]  And in Fabled Enemies, we show you how immediately after the building collapsed, the FBI set up teams with binoculars watching the rescue workers to make sure they didn't take anything out of that building that was incriminating.
[00:15:11.122 --> 00:15:15.544]  Now, now, Jason, I want you to set up InfoWars reporter Shane Geiger for 30 minutes tomorrow.
[00:15:15.544 --> 00:15:17.245]  You're sitting in for me as I get ready to go to Denver.
[00:15:17.245 --> 00:15:20.887]  We need to go to Professor Francis A. Boyle here in just a moment.
[00:15:20.887 --> 00:15:21.327]  Do we have him?
[00:15:23.493 --> 00:15:23.974]  Okay, good.
[00:15:23.974 --> 00:15:25.556]  I don't want to make him hold anymore.
[00:15:25.556 --> 00:15:28.320]  We just got overbooked today, and his information is so important.
[00:15:28.320 --> 00:15:34.428]  Shane, let me set you up, because you went to the SNS report for 30 minutes tomorrow, at least, with Jason.
[00:15:34.428 --> 00:15:38.673]  So let me have Trey and Jason right now call you and get that set up.
[00:15:38.673 --> 00:15:40.335]  Thank you, Jason Burmess, for that information.
[00:15:40.335 --> 00:15:40.636]  Thank you.
[00:15:41.357 --> 00:15:43.198]  Alright, this is a very, very serious issue.
[00:15:43.198 --> 00:15:48.462]  Uh, ladies and gentlemen, I apologize, I was screwing around earlier in the studio, but Jason's about to leave town.
[00:15:48.462 --> 00:15:50.923]  He's been with us for five months, so we're just having some fun.
[00:15:50.923 --> 00:15:55.226]  Very, very dark times, very, very serious things that we are dealing with here.
[00:15:55.226 --> 00:15:55.966]  Thank you.
[00:15:55.966 --> 00:15:57.327]  Shane Geiger, we'll talk to you tomorrow.
[00:15:57.327 --> 00:15:59.249]  It was a pleasure, Alex.
[00:15:59.249 --> 00:15:59.589]  Thank you.
[00:15:59.589 --> 00:16:00.329]  You bet, thank you.
[00:16:00.329 --> 00:16:02.611]  You can go through it all tomorrow with people.
[00:16:02.611 --> 00:16:04.812]  Okay, for the next 45 minutes, I am very honored.
[00:16:04.812 --> 00:16:10.536]  We're gonna skip a few of the breaks from PrisonPlanet.tv, viewers, and InfoWars.com, screen listers, because this is too important information.
[00:16:11.258 --> 00:16:11.558]  I don't know.
[00:16:29.807 --> 00:16:44.481]  And last time he was on with us, I guess about a year and a half ago, an article that Steve Watson wrote about it was published in scores of newspapers and one of the largest magazines in the country and some foreign newspapers as well, dealing with the fact that he was saying the anthrax was an inside job.
[00:16:44.481 --> 00:16:48.725]  Now I've got my mother-in-law that doesn't even believe my show calling up thinking the government did it.
[00:16:49.406 --> 00:16:50.307]  Uh, should we put him on the list now?
[00:16:50.307 --> 00:16:51.129]  I'm sure.
[00:16:51.129 --> 00:16:55.474]  Uh, now I've got, uh, just all over, everyone saying it's complete bull.
[00:16:55.474 --> 00:16:57.397]  Mainstream media is saying it's complete bull.
[00:16:57.397 --> 00:16:58.658]  You look at the whole story.
[00:16:58.658 --> 00:17:02.684]  They grab this other, this other patsy, put him in the hospital, murder him, clearly.
[00:17:02.684 --> 00:17:06.509]  Then say that he was always who they knew did it, while they persecuted Steven Hatfield.
[00:17:06.909 --> 00:17:13.231]  We have this other guy, Dr. Philip Zach, breaking in to the bioweapons lab when he didn't even work there, not getting in trouble.
[00:17:13.231 --> 00:17:15.071]  Still at another bioweapons lab.
[00:17:15.071 --> 00:17:16.431]  It's the most weaponized U.S.
[00:17:16.431 --> 00:17:17.592]  anthrax ever seen.
[00:17:17.592 --> 00:17:27.434]  The FBI destroys the original samples so that they can't be proven and so they can claim that this Dr. Ivins cooked it up in his bathtub or in a basement.
[00:17:28.194 --> 00:17:28.575]  Right, well,
[00:17:58.353 --> 00:18:15.566]  The day the technology on the Daschle letter was revealed in the New York Times, I immediately called Marion Spike Bowman, who is a high-level counterintelligence official at the FBI.
[00:18:15.566 --> 00:18:25.073]  And in fact, it turns out, was also the person who spiked the FBI's warrant for the Moussaoui computer.
[00:18:26.005 --> 00:18:27.786]  But that's another issue.
[00:18:27.786 --> 00:18:31.089]  But before we go, tell folks who you are.
[00:18:31.089 --> 00:18:34.011]  Well, I'm getting to that.
[00:18:34.011 --> 00:18:52.784]  He knew me because I had drafted the United States Biological Weapons Anti-Terrorism Act of 1989 that was passed unanimously by both houses of the United States Congress and signed into law by President Bush Sr.
[00:18:53.965 --> 00:18:55.966]  That legislation was the U.S.
[00:18:55.966 --> 00:19:12.012]  domestic implementing legislation for the Biological Weapons Convention, and Mr. Bowman and I had met each other at a terrorism conference at the University of Michigan Law School.
[00:19:12.012 --> 00:19:20.095]  In any event, I told Mr. Bowman, this was in October of 2001, that the only people who had the
[00:19:22.546 --> 00:19:41.804]  Capability to do this would be those individuals working at either United States government labs or private contractors and things of this nature, and it obviously seemed to me this was U.S.
[00:19:41.804 --> 00:19:43.166]  government-related.
[00:19:47.665 --> 00:19:57.493]  He took the information down and said he would pass it on to the appropriate people handling the investigation I hung up.
[00:19:57.493 --> 00:20:09.322]  And then it occurred to me that I had a complete list of who all these people were and what these labs were, going back to my work on getting the legislation through.
[00:20:09.322 --> 00:20:10.063]  Absolutely.
[00:20:10.063 --> 00:20:13.466]  We're going to skip this break for stations out there.
[00:20:14.321 --> 00:20:27.474]  And then just come right back in to the main segment in four minutes with our guest, a really top bioweapons expert, helped write some of the major international treaties for the United States, Francis A. Boyle, and we are continuing skipping this break.
[00:20:30.040 --> 00:20:31.841]  Jim Newcomer from Midas Resources.
[00:20:31.841 --> 00:20:32.541]  Friday, August 29, 2008.
[00:20:32.541 --> 00:20:33.641]  Gold opened at $832 an ounce.
[00:20:33.641 --> 00:20:36.762]  One ounce gold coins can be purchased for $8.5680, $4.2220 for half ounce, and $2.1110 for quarter ounce.
[00:20:36.762 --> 00:20:37.602]  That's $8.5680, $4.2220, and $2.1110.
[00:20:47.626 --> 00:20:53.371]  70% of China's 1 trillion reserves are in dollar, now purchasing 250,000 barrels of oil per day from Iran in euro.
[00:20:53.371 --> 00:20:56.834]  Japanese refiners buy 550,000 barrels, switching dollar to yen.
[00:20:56.834 --> 00:20:57.755]  Bad news for U.S.
[00:20:57.755 --> 00:20:58.396]  currency.
[00:20:58.396 --> 00:21:00.558]  China and Japan hold large positions in dollar.
[00:21:00.558 --> 00:21:02.119]  Trading equals permanent loss.
[00:21:02.119 --> 00:21:04.201]  Dollars fall into 65% of euro.
[00:21:04.201 --> 00:21:05.162]  Erosion accelerates.
[00:21:05.162 --> 00:21:05.642]  We're good to go.
[00:21:29.600 --> 00:21:36.370]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:21:36.370 --> 00:21:39.013]  The enemy struck America on September 11th.
[00:21:39.013 --> 00:21:40.556]  But who is the enemy?
[00:21:40.556 --> 00:21:41.357]  Bin Laden.
[00:21:41.357 --> 00:21:42.218]  This is his ammo.
[00:21:42.218 --> 00:21:43.720]  We have to look to the Middle East.
[00:21:43.720 --> 00:21:45.162]  We have to look to Osama Bin Laden.
[00:21:45.702 --> 00:21:52.848]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:21:52.848 --> 00:21:53.328]  Some U.S.
[00:21:53.328 --> 00:21:59.693]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:21:59.693 --> 00:22:03.136]  I'm aware that some Israeli citizens have been detained.
[00:22:03.376 --> 00:22:13.658]  Bin Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[00:22:13.658 --> 00:22:14.878]  Fabled Enemies.
[00:22:14.878 --> 00:22:22.640]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[00:22:22.640 --> 00:22:26.001]  Either you are with us or you are with the terrorists.
[00:22:30.126 --> 00:22:33.949]  Attention, this is an extremely urgent self-reliant news bulletin.
[00:22:33.949 --> 00:22:41.054]  If you have ever wanted to produce your own cheaper-than-dirt survival food, this is going to be the most important message you will ever hear.
[00:22:41.054 --> 00:22:42.515]  Here is why.
[00:22:42.515 --> 00:22:52.422]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all types of survival foods in an event of social unrest and food shortages here in the US.
[00:22:52.942 --> 00:22:55.684]  Grain shortages and hunger are spreading across the globe.
[00:22:55.684 --> 00:22:57.806]  Will troops guard the food supplies in the U.S.
[00:22:57.806 --> 00:22:58.787]  this fall?
[00:22:58.787 --> 00:22:59.708]  Don't wait.
[00:22:59.708 --> 00:23:03.671]  Learn the food shortage skills that can keep you and your family alive in a crisis.
[00:23:03.671 --> 00:23:06.994]  Get the details at FoodShortageUSA.com.
[00:23:06.994 --> 00:23:09.816]  That's FoodShortageUSA.com.
[00:23:09.816 --> 00:23:11.077]  Or you can call toll-free 877-327-0365.
[00:23:11.077 --> 00:23:12.238]  Don't wait for empty shelves.
[00:23:16.201 --> 00:23:20.065]  Go to FoodShortageUSA.com while you still have time.
[00:23:20.065 --> 00:23:24.309]  www.FoodShortageUSA.com or toll free at 877-327-0365.
[00:23:24.309 --> 00:23:24.649]  Act now!
[00:23:29.790 --> 00:23:39.095]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[00:23:39.095 --> 00:23:47.060]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[00:23:47.500 --> 00:23:51.782]  In fact, clinically detected parasites account for only 1% of all cases.
[00:23:51.782 --> 00:23:54.664]  Don't continue to suffer from pain due to misdiagnoses.
