[00:00:08.348 --> 00:00:09.668]  We're good to go.
[00:08:13.162 --> 00:08:18.105]  So what's happening is, now that everybody's waking up to Bill Gates, and I mean this is a huge awakening,
[00:08:21.468 --> 00:08:31.016]  The listeners and the general public are doing deep dives right now and they're flooding us with documents and videos I've never seen before.
[00:08:31.016 --> 00:08:32.757]  Like you'd think I know everything about Bill Gates.
[00:08:32.757 --> 00:08:36.300]  I don't like to know about Bill Gates.
[00:08:36.300 --> 00:08:41.204]  I get physically ill when I have to look at him or read about the stuff he's doing because he's murdering me and my family.
[00:08:41.204 --> 00:08:44.667]  He's killing me.
[00:08:44.667 --> 00:08:47.189]  He's killing my children.
[00:08:47.189 --> 00:08:48.090]  And he thinks it's funny.
[00:08:49.403 --> 00:08:54.347]  And most of the public thinks it's funny, too, and it's not!
[00:08:54.347 --> 00:08:58.890]  And if I've gotta die so that he can't go on killing everybody, that's fine.
[00:08:58.890 --> 00:08:59.731]  And I want him to know that.
[00:08:59.731 --> 00:09:01.292]  I'm not scared of him.
[00:09:01.292 --> 00:09:05.135]  One damn bit.
[00:09:05.135 --> 00:09:07.457]  I'm scared of not taking action.
[00:09:07.457 --> 00:09:11.380]  And he runs the whole thing, folks.
[00:09:11.380 --> 00:09:15.323]  He's in charge of the planet.
[00:09:15.323 --> 00:09:17.385]  And that's why, when they
[00:09:19.207 --> 00:09:20.048]  Ask him about Trump.
[00:09:20.048 --> 00:09:21.690]  He goes, well, I don't really talk to Trump.
[00:09:21.690 --> 00:09:23.311]  I talk to people that matter.
[00:09:23.311 --> 00:09:30.979]  The scientist that he owns lock, stock and barrel.
[00:09:30.979 --> 00:09:32.881]  When did he get the key to the planet?
[00:09:32.881 --> 00:09:35.864]  Not just the key to the city, the key to your life, the key to my life.
[00:09:36.786 --> 00:09:42.849]  Since when is he on TV going, yeah, 700,000 people will get sick and die from my vaccine, but that's okay.
[00:09:42.849 --> 00:09:43.950]  It's for the greater good.
[00:09:43.950 --> 00:09:49.532]  He's even letting you know now a bunch of people are going to die, but it's not going to be 700,000.
[00:09:49.532 --> 00:09:56.636]  It's going to be everybody.
[00:09:56.636 --> 00:10:00.638]  We know what's in these DNA vaccines.
[00:10:00.638 --> 00:10:01.878]  They're not vaccines, folks.
[00:10:01.878 --> 00:10:04.700]  They're reprogramming systems for your whole damn body.
[00:10:06.857 --> 00:10:17.038]  And the stuff he's been caught doing in India and Africa, look it up on record, where they'll give a village shots and in the next month, a third of the village dies.
[00:10:22.824 --> 00:10:34.007]  But don't worry, Reuters and everybody are telling you it's all false claims, and they'll use one program he's involved in versus another program to then say he's not, showing you two different operations he's got going.
[00:10:34.007 --> 00:10:39.528]  Oh, Bill Gates has a bracelet he wants you to wear that tracks what you do, and he does want to force inoculation.
[00:10:39.528 --> 00:10:44.209]  But then he has another company that's an ink that goes under the skin.
[00:10:44.209 --> 00:10:45.890]  But see, that's how they play the games.
[00:10:45.890 --> 00:10:50.491]  But here's what you need to know, okay?
[00:10:53.735 --> 00:11:09.032]  First time I ever read about Jeffrey Epstein 15 years ago was because it was in a trade publication that they were running a global depopulation operation and that they were recruiting scientists to go along with it.
[00:11:09.032 --> 00:11:13.357]  I mean, this is a mastermind, supervillain, death cult.
[00:11:14.758 --> 00:11:27.225]  And again, why did Ian Fleming, who was like number three in command at MI6, OSS in World War II, why did he write Moonraker in the 60s?
[00:11:27.225 --> 00:11:32.708]  Where there's a world government of secret scientists that release a bioweapon to kill the entire human population.
[00:11:32.708 --> 00:11:35.109]  They go to a space station to be safe.
[00:11:35.109 --> 00:11:37.891]  In reality, they're going to go into bunkers.
[00:11:37.891 --> 00:11:41.393]  Why would the number three guy in MI6 write a book about that?
[00:11:41.393 --> 00:11:43.014]  Because folks, that's the plan.
[00:11:48.610 --> 00:11:55.072]  So, what you need to know about Jeffrey Epstein is this.
[00:11:55.072 --> 00:11:57.012]  He was the concierge.
[00:11:57.012 --> 00:11:58.773]  He was just the maitre d'.
[00:11:58.773 --> 00:12:03.194]  He was just the event planner.
[00:12:03.194 --> 00:12:05.995]  He's just the event planner.
[00:12:08.086 --> 00:12:22.670]  For these parties they have, and they get the scientists in from all the universities and they say, you want money, you want drugs, you want hookers, whatever you want, but we need you to go have sex with a 15-year-old girl so we know we can trust you.
[00:12:22.670 --> 00:12:24.211]  We're gonna videotape the whole thing.
[00:12:24.211 --> 00:12:25.771]  They go do it on purpose.
[00:12:25.771 --> 00:12:26.932]  It's a rite of passage.
[00:12:26.932 --> 00:12:30.493]  It's a gang initiation.
[00:12:30.493 --> 00:12:34.714]  Then they say, hey, we really need to trust you on some stuff.
[00:12:34.714 --> 00:12:36.174]  You seem to really like this.
[00:12:36.174 --> 00:12:37.655]  Let's watch some snuff films together.
[00:12:38.908 --> 00:12:44.871]  And next, if you pass that test, they go, you know, out here on the island, they just brought in some kids the other day.
[00:12:44.871 --> 00:12:46.852]  Some of these kids are really causing problems.
[00:12:46.852 --> 00:12:51.554]  We need you to go in there in that shed and strangle that five-year-old girl.
[00:12:51.554 --> 00:12:53.435]  They go, man, you're a real man.
[00:12:53.435 --> 00:12:54.835]  Good job.
[00:12:54.835 --> 00:12:56.136]  Took a lot to do that.
[00:12:56.136 --> 00:12:57.977]  All right, you're in the real team now, buddy.
[00:12:57.977 --> 00:12:59.377]  Here's what we're really doing.
[00:12:59.377 --> 00:13:00.878]  We're going to depopulate the planet.
[00:13:05.336 --> 00:13:10.959]  Well, let me explain something to Lord Rothschild and to all these people.
[00:13:10.959 --> 00:13:14.381]  You're not getting away with this, you understand?
[00:13:14.381 --> 00:13:17.303]  Your operation's gonna fail.
[00:13:17.303 --> 00:13:25.568]  You may think you've stampeded some people into going along with the first phase, and you may think we're dumb and don't know you've bought off most alternative media to go along with this.
[00:13:25.568 --> 00:13:26.529]  It's not gonna work.
[00:13:27.935 --> 00:13:29.996]  And the people instinctively know the truth.
[00:13:29.996 --> 00:13:33.558]  So you may get half the people like Lemmings go off the edge of a cliff.
[00:13:33.558 --> 00:13:37.580]  You'd have to have 99% of people to win.
[00:13:37.580 --> 00:13:42.042]  I'd say a good 30% weren't awake two months ago, now are.
[00:13:42.042 --> 00:13:44.783]  We probably had 10% that were awake on the planet.
[00:13:44.783 --> 00:13:46.964]  Now we're at about 40% in two months.
[00:13:46.964 --> 00:13:50.245]  In a couple more months, it'll be 50, 60, 70%.
[00:13:50.245 --> 00:13:54.087]  We're burning you down right now.
[00:13:54.087 --> 00:13:55.588]  And I take real pleasure in it.
[00:13:58.712 --> 00:14:09.635]  Because you might like to abuse children and have power over little things, but I like getting you off the children's back and I'll do it with God's help.
[00:14:09.635 --> 00:14:18.517]  So, I take satisfaction in my persecution because I know it means I'm over the target.
[00:14:24.042 --> 00:14:32.885]  And so people need to have courage and not be scared of these monsters because you have no future and no way out unless you face the full R now.
[00:14:32.885 --> 00:14:45.208]  Now, we have a clip from 2008, when we come back, of Bill Gates and his people being introduced as the World Population Control Group.
[00:14:45.208 --> 00:14:46.889]  That's really what he runs.
[00:14:47.972 --> 00:14:52.895]  And I saw, I've seen it in paperwork on the original foundation.
[00:14:52.895 --> 00:14:55.037]  And I was told that that's what his dad had run.
[00:14:55.037 --> 00:15:01.741]  I researched it 20 years ago and went down and found it was true.
[00:15:01.741 --> 00:15:08.306]  But just to see them at these gala dinners, introducing themselves as this.
[00:15:08.306 --> 00:15:12.329]  And then on the news, oh, it's Bill Gates, he wants to help black people.
[00:15:12.329 --> 00:15:16.992]  He wants to save the population, but then he's at a TED Talk saying, we've got to reduce the population.
[00:15:18.615 --> 00:15:19.715]  And we gotta kill old people.
[00:15:19.715 --> 00:15:22.216]  I mean, we have clips of this.
[00:15:22.216 --> 00:15:30.838]  The dude that says he wants to kill you that meets with Jeffrey Epstein and stays at his house in Europe and New York.
[00:15:30.838 --> 00:15:36.220]  All these weird, creepy dudes that like to screw kids.
[00:15:36.220 --> 00:15:39.561]  And they wanna screw us and kill us?
[00:15:39.561 --> 00:15:44.982]  Well, you know that you're not gonna get away with it.
[00:15:46.585 --> 00:15:49.011]  Everybody's waking up to you.
[00:15:49.011 --> 00:15:52.418]  And you're going to burn in hell.
[00:15:52.418 --> 00:15:55.084]  I'm Alex Jones.
[00:15:55.084 --> 00:15:55.945]  This is The Resistance.
[00:15:58.109 --> 00:15:58.989]  Attention, gardeners!
[00:15:58.989 --> 00:16:06.091]  If you need to grow nutritionally dense vegetables or medicinal herbs this year, listen, because a bioactive superfood for plants is now available.
[00:16:06.091 --> 00:16:15.713]  This all-natural superfood for plants is so effective at producing maximum plant growth in minimum time that it almost forces plants to grow, even under the worst light and soil conditions.
[00:16:15.713 --> 00:16:18.454]  It's called Proto-Gro, and it's truly remarkable.
[00:16:18.454 --> 00:16:22.414]  Vegetables grow faster and contain more bioavailable vitamins and trace minerals.
[00:16:22.414 --> 00:16:24.615]  Plants that rarely bloom will flower constantly.
[00:16:24.935 --> 00:16:26.996]  Sickly plants become vibrantly alive.
[00:16:26.996 --> 00:16:29.196]  Medicinal herbs become super potent.
[00:16:29.196 --> 00:16:32.137]  Flowers become more vivid right before your very eyes.
[00:16:32.137 --> 00:16:35.578]  Proto-Gro also improves the taste quality of all your garden vegetables.
[00:16:35.578 --> 00:16:38.638]  That's because it's more than just an all-natural superfood for plants.
[00:16:38.638 --> 00:16:43.920]  It's a proprietary blend of bioactive sea nutrients that contain the basic building blocks of life itself.
[00:16:43.920 --> 00:16:48.361]  Which is why Proto-Gro even renews your garden by increasing the microorganisms in the soil.
[00:16:48.601 --> 00:16:50.602]  Learn more at growlikecrazy.com.
[00:16:50.602 --> 00:16:52.402]  That's growlikecrazy.com.
[00:16:52.402 --> 00:16:57.985]  Get special pricing for network listeners right now at growlikecrazy.com.
[00:16:57.985 --> 00:17:00.586]  This is a Corona crisis self-reliance alert.
[00:17:00.586 --> 00:17:09.089]  If you're worried about the power grid in the current crisis and want to generate your own supply of off-the-grid electrical power, just in case, pay close attention.
[00:17:09.089 --> 00:17:10.109]  Here's why.
[00:17:10.109 --> 00:17:14.611]  A limited supply of solar backup generators will be available again in the next two weeks.
[00:17:15.091 --> 00:17:20.993]  These emergency backup systems provide life-saving electrical backup power when you get off the grid.
[00:17:20.993 --> 00:17:30.257]  And unlike gas generators, these solar generators run quietly, emit no fumes, and produce an endless supply of free electricity from the sun.
[00:17:30.257 --> 00:17:32.058]  Dangerous weather, social unrest,
[00:17:32.398 --> 00:17:40.223]  Or overloaded grids this summer will not be a problem if you go to my solar backup dot com and get your solar backup generator.
[00:17:40.223 --> 00:17:45.487]  We regret that supplies are limited and only available on a first come first serve basis.
[00:17:45.487 --> 00:17:48.389]  Check availability at my solar backup dot com.
[00:17:48.389 --> 00:17:51.031]  Never suffer painful power outages again.
[00:17:51.031 --> 00:17:53.292]  Go to my solar backup dot com.
[00:17:53.292 --> 00:17:55.354]  That's my solar backup dot com.
[00:17:59.127 --> 00:18:04.894]  The superpower that I have is that I tell you what I really think, even if it ends up hurting me short-term.
[00:18:04.894 --> 00:18:10.700]  I believe in God, and I believe in the long run, it'll end up being better for myself and everybody else in this world we live together in.
[00:18:10.700 --> 00:18:12.943]  I understand what comes around and goes around.
[00:18:12.943 --> 00:18:14.825]  You reap what you sow, and I live that.
[00:18:14.825 --> 00:18:17.608]  And I fundamentally, at a cellular level, understand it.
[00:18:17.608 --> 00:18:19.070]  Now, if I would have hyped
[00:18:22.757 --> 00:18:25.398]  I would have sold five times more supplements.
[00:18:25.398 --> 00:18:25.998]  But you know what?
[00:18:25.998 --> 00:18:27.398]  I didn't do that.
[00:18:27.398 --> 00:18:34.740]  But I said on a routine basis, regardless, people are vitamin D deficient, people are deficient in iodine and so many other issues.
[00:18:34.740 --> 00:18:37.581]  You need those products regardless.
[00:18:37.581 --> 00:18:40.962]  So we started selling out of Vitamineral Fusion and all the other products.
[00:18:40.962 --> 00:18:52.205]  I cut the prices from 30% off to 60% off because I knew it was the right thing to do during a crisis to make sure people were incentivized to up their body's defenses.
[00:18:52.705 --> 00:18:58.727]  But now I'm telling you, with economic crises going on, get your storable food now.
[00:18:58.727 --> 00:19:00.547]  How do you put a people under house arrest?
[00:19:00.547 --> 00:19:02.548]  How do you put them under siege?
[00:19:02.548 --> 00:19:16.272]  Well, you tell them you're protecting them from a virus that you yourself cooked up with the globalist Deep State and then had China release, to then take down the populist president and those pesky American people that have become too uppity.
[00:19:17.072 --> 00:19:18.412]  Bill Maher even admitted it.
[00:19:18.412 --> 00:19:20.273]  Man, I hope we have a depression.
[00:19:20.273 --> 00:19:35.597]  And now they've tailored the whole thing, where the big corporations and the media are going to keep the country closed, along with the help of the blue cities and blue states, all the time blaming Trump and capitalism and Americanism for the depression it creates.
[00:19:35.597 --> 00:19:38.618]  If America is that stupid, we deserve what happens to us.
[00:19:38.618 --> 00:19:41.979]  But as for me, I'm not sitting here and I'm not taking it.
[00:19:41.979 --> 00:19:46.100]  It's all the nanny state and the peer pressure that they're the good people keeping everybody safe.
[00:19:46.960 --> 00:19:48.502]  That's not what they're doing.
[00:19:48.502 --> 00:20:01.658]  They are pulling America up by its roots and irrevocably damaging our savings, our health, our whole world, and committing millions of third world people to death.
[00:20:01.658 --> 00:20:04.301]  You're listening to the Alex Jones Show.
[00:20:28.127 --> 00:20:35.328]  That's what Bill Gates said.
[00:20:35.328 --> 00:20:45.250]  Looking just like Prince Charles in this particular Seattle Times article.
[00:20:45.250 --> 00:20:51.172]  A group of inbred garbage.
[00:20:51.172 --> 00:20:52.812]  Oh, he is related to him, you didn't know that?
[00:20:55.471 --> 00:21:17.906]  Little Prince Charles clone who runs the World Eugenics Society's funding hundreds of its subgroup tentacles and here is the Wall Street Journal in 2009 talking about their plan to depopulate you and your family meeting secretly with Jeffrey Epstein
[00:21:20.040 --> 00:21:22.201]  And here's another one.
[00:21:22.201 --> 00:21:26.962]  Secret of Rich Cabal meant to discuss population control.
[00:21:26.962 --> 00:21:28.763]  There's that evil PrisonPlanet.com.
[00:21:28.763 --> 00:21:35.845]  I was reporting on that many years ago.
[00:21:35.845 --> 00:21:46.389]  Now, let's get to this clip of Lori Schwab-Zabin being introduced at 46 lectures at Vassar College.
[00:21:48.803 --> 00:22:04.969]  And they all act real powerful and very official, and they all enjoy power over people, and they enjoy the secret experimentation that's been declassified by all these Western governments.
[00:22:04.969 --> 00:22:18.235]  During the Cold War, in the 50s, 60s, 70s, and 80s, Russian scientists were doing secret testing on their own populations.
[00:22:19.502 --> 00:22:25.744]  And at the very same time, the same secret test were being done in America.
[00:22:25.744 --> 00:22:48.013]  Because there's an international cult of these mad scientists, and the governments get behind the scenes, and then they decide when to do the lethal testing, but other governments do it in tandem, so it's, okay, let's go together, so the other country doesn't use it on the other one, and, because they need to do it, and they need to test it, no, they need to create cores of people in the medical core,
[00:22:49.192 --> 00:22:51.153]  That will carry out secret experimentation.
[00:22:51.153 --> 00:22:57.615]  That's why you see all the Hollywood movies and novels about the weird hospital on the hill that's, you know, doing secret experiments.
[00:22:57.615 --> 00:23:01.477]  Mad scientists are always the bad villains in cartoons.
[00:23:01.477 --> 00:23:09.220]  Why with all the stuff that came out in the cartoons and things in the 40s and stuff, there's always a mad scientist?
[00:23:09.220 --> 00:23:11.861]  Well, because the Nazis were mad scientists.
[00:23:11.861 --> 00:23:17.703]  And they were funded by mad scientists in America and by Bill Gates' family.
[00:23:17.703 --> 00:23:18.424]  On both sides.
[00:23:19.520 --> 00:23:21.061]  You understand who these people are?
[00:23:21.061 --> 00:23:33.928]  They created Hitler to then destroy him and then have their liberal world order version of what he was doing.
[00:23:33.928 --> 00:23:36.209]  It's a dialectic.
[00:23:36.209 --> 00:23:38.871]  And you can grow up and admit this is true.
[00:23:38.871 --> 00:23:42.292]  I'm not talking to our regular audience, the folks that tune in that laugh at this stuff.
[00:23:42.292 --> 00:23:43.293]  This isn't funny.
[00:23:49.178 --> 00:23:52.160]  So that's what all this is.
[00:23:52.160 --> 00:23:54.081]  It's nothing to do with saving people.
[00:23:54.081 --> 00:23:57.002]  It's all to do with killing people.
[00:23:57.002 --> 00:24:00.664]  Hundreds of millions will starve to death if this global depression really gets kicking off.
[00:24:00.664 --> 00:24:02.785]  The UN now confirms.
[00:24:02.785 --> 00:24:05.587]  Not 10 million set to starve to death this year.
[00:24:05.587 --> 00:24:06.427]  30 million.
[00:24:06.427 --> 00:24:10.309]  But they're the savior that will collect the money and then give none of it to the people.
[00:24:10.309 --> 00:24:11.370]  They'll have a few photo ops.
[00:24:13.772 --> 00:24:16.714]  I told you 2 million extra were starving to death from numbers I saw a few weeks ago.
[00:24:16.714 --> 00:24:18.735]  Now they say it's 30 million.
[00:24:18.735 --> 00:24:21.477]  Probably more than that.
[00:24:21.477 --> 00:24:22.998]  But you're not going to have them humanized.
[00:24:22.998 --> 00:24:24.239]  And we need the President to come out.
[00:24:24.239 --> 00:24:32.465]  We need the President to fly on a jet tour to the poorest area of Latin America and to Africa and in an area of Asia.
[00:24:32.465 --> 00:24:35.847]  Go to India, where they report millions are starving to death right now.
[00:24:40.959 --> 00:24:42.280]  It's just like, oh, it's a footnote.
[00:24:42.280 --> 00:24:43.540]  They say a couple million are starving.
[00:24:43.540 --> 00:24:45.001]  Yeah, people are dying to the thousands every day.
[00:24:45.001 --> 00:24:46.242]  Malnutrition.
[00:24:46.242 --> 00:24:49.203]  You just shrivel up and you get a cold and you die.
[00:24:49.203 --> 00:24:56.727]  And they add that to the coronavirus numbers.
[00:24:56.727 --> 00:24:57.568]  So let's go ahead.
[00:24:59.076 --> 00:25:16.762]  And go to this clip, and remember, there's some truth to the fact that in some areas, obviously, humans are weighing down the environment, things aren't innovating, there's massive IQ plunging, and just hellish conditions.
[00:25:16.762 --> 00:25:18.543]  But who's going to carry out the extermination?
[00:25:18.543 --> 00:25:20.504]  Who decides who dies?
[00:25:20.504 --> 00:25:21.244]  And then you find out
[00:25:22.358 --> 00:25:45.191]  It's run by people like Bill Gates and Bill Clinton who are sickos, and it's all about power, and then you find out they're hitting the entire genetic line of the public and have programs designed to target leadership males with high IQs and to target them for drugging and then for not having positions in society.
[00:25:45.191 --> 00:25:49.153]  They are taking down civilization and overriding it.
[00:25:49.153 --> 00:25:51.154]  They are scorched-earthing everything.
[00:25:54.650 --> 00:25:58.252]  They're not trying to stabilize the third world, have people only have two kids.
[00:25:58.252 --> 00:26:03.354]  They are going in, and it's even in the Royal Commission from 49, from His Highness.
[00:26:03.354 --> 00:26:05.075]  I've read that whole thing.
[00:26:05.075 --> 00:26:09.297]  Where the UK government back then, Queen Elizabeth's father,
[00:26:12.972 --> 00:26:19.193]  Says, well, we could stabilize the third world and industrialize them and only have them have two kids on average.
[00:26:19.193 --> 00:26:20.454]  They do that on their own.
[00:26:20.454 --> 00:26:23.174]  But then we wouldn't have a giant pool of third world labor.
[00:26:23.174 --> 00:26:27.295]  Instead, we'll just let them have all the giant amounts of children they want.
[00:26:27.295 --> 00:26:35.697]  We'll use that to then take over the West, play the two populations off against each other, and then we'll engage in some type of mass sterilization in the future.
[00:26:36.517 --> 00:27:00.373]  So they brought in policies to make the third world population explode, to drive down wages worldwide, to use that as a weapon, then to be able to test on those folks, and then get us to join with the elites in the future, when they're using the third world as a weapon against us, to finally have us publicly sign on to exterminate the third world.
[00:27:00.373 --> 00:27:01.854]  That's how the dialectic works right there.
[00:27:05.560 --> 00:27:12.823]  Yeah, in Kenya, in India, everywhere they test the vaccines and it's got a sterilant in it.
[00:27:12.823 --> 00:27:18.285]  A female hormone only produced at second trimester.
[00:27:18.285 --> 00:27:24.627]  And if that is not produced in second trimester, the baby dies.
[00:27:24.627 --> 00:27:27.568]  And so it creates an autoimmune response to the hormone.
[00:27:28.843 --> 00:27:32.646]  And actually attacks the baby in the womb.
[00:27:32.646 --> 00:27:38.309]  So they also have violent miscarriages, and it also usually causes an autoimmune disease.
[00:27:38.309 --> 00:27:49.577]  If you think that 30-year-old stuff and 20-year-old projects they've been caught doing is bad, now it's DNA coding, manipulating your body, and even other top scientists and groups can't even tell what's in it.
[00:27:49.577 --> 00:27:51.398]  They just tell it's been altered, and they go into it.
[00:27:51.398 --> 00:27:55.421]  They're like, you have to test this in a laboratory to see how it mutates and what it does.
[00:27:55.421 --> 00:27:57.102]  So it's such advanced technology.
[00:27:57.102 --> 00:27:58.363]  It's alien technology.
[00:27:59.684 --> 00:28:03.146]  And by alien, it's never existed before.
[00:28:03.146 --> 00:28:04.908]  It's not of this world.
[00:28:04.908 --> 00:28:09.151]  They're making aliens in the laboratories.
[00:28:09.151 --> 00:28:21.459]  If aliens transmitted us a code on the SETI satellite, relay, dish, and told us with genetic engineering how to build something out of nanotech, that would be an alien.
[00:28:21.459 --> 00:28:24.362]  See, aliens don't teleport here, folks.
[00:28:24.362 --> 00:28:27.264]  They send you data, and then you build it here.
[00:28:28.029 --> 00:28:30.110]  They don't get them flying saucers.
[00:28:30.110 --> 00:28:36.813]  These globalists believe they channeled all this 150, 160 years ago in England to set this plant up.
[00:28:36.813 --> 00:28:38.894]  And it's worked, actually.
[00:28:38.894 --> 00:28:41.435]  And they believe entities gave it to them.
[00:28:41.435 --> 00:28:45.236]  I just took you all the way down the rabbit hole right there, folks, but that's what it is.
[00:28:45.236 --> 00:28:49.298]  And it's super bad news.
[00:28:49.298 --> 00:28:55.681]  The thing about the dishes... I'll clarify that when we come back.
[00:28:57.802 --> 00:29:03.046]  This is a pandemic survival alert, and the most time-sensitive messages you will hear this year.
[00:29:03.046 --> 00:29:08.970]  You still have time to plant a one-acre crisis garden and secure a supply of your own nutrient-dense food.
[00:29:08.970 --> 00:29:12.533]  But time is running out, and it's one deadline you don't want to miss.
