[00:00.000 --> 00:02.000]  We've got it
[07:16.560 --> 07:25.560]  The site of multiple partial meltdowns, two cores exposed, giant explosions at Fukushima 1 and 3
[07:25.560 --> 07:32.560]  Ejecting hundreds of thousands of spent fuel rods stored on top of the reactors sky-high
[07:32.560 --> 07:40.560]  The first radiation arrived Friday from a week previous, the Friday before last, or about nine days ago
[07:40.560 --> 07:44.560]  when Fukushima was hit by the tsunami caused by the earthquake
[07:44.560 --> 07:46.560]  That's the light radiation
[07:46.560 --> 07:53.560]  The heavier radiation is reported coming across the Pacific Ocean from the giant explosions
[07:53.560 --> 08:00.560]  and fires and smoke that are still emanating from reactors 1, 3, 2, and 4
[08:00.560 --> 08:06.560]  The good news is reactors 5 and 6 have been successfully shut down and re-cooled
[08:06.560 --> 08:13.560]  But many nuclear physicists we've interviewed, like Dr. Bob Bowman, Dr. Busby, and others
[08:13.560 --> 08:21.560]  clearly have said this is obviously worse than the 1986 disaster at Chernobyl in the Ukraine outside Kiev
[08:21.560 --> 08:30.560]  That was a small reactor compared to just Fukushima 3, that is a Max-Core Mark I General Electric plutonium based reactor
[08:30.560 --> 08:36.560]  Back in the 70s when these were developed and built, many General Electric engineers resigned
[08:36.560 --> 08:43.560]  over the danger of using weapons grade plutonium, a byproduct of weapons development in the reactors
[08:43.560 --> 08:45.560]  That is all coming up
[08:45.560 --> 08:50.560]  But first, I want to cover the developments in Tripoli
[08:50.560 --> 08:53.560]  Let me say this succinctly and clearly
[08:53.560 --> 08:57.560]  Muammar Gaddafi is a dictator
[08:57.560 --> 09:05.560]  Muammar Gaddafi is an individual at the same time compared to many other dictators that is a true socialist
[09:05.560 --> 09:14.560]  I don't like socialism, but many historians and philosophers and sociologists, anthropologists, political scientists have stated
[09:14.560 --> 09:22.560]  that if you're going to have socialism, it can only be delivered by a dictator who has no competition
[09:22.560 --> 09:30.560]  True socialism can only be delivered by that because if it's a regular political system, the socialist government class will steal all the money for themselves
[09:30.560 --> 09:38.560]  But through a philosopher king, be he corrupt or not corrupt, you can actually have some largesse, or the trillions in oil
[09:38.560 --> 09:48.560]  that have been shipped out of Libya in the last 40 plus years of his dictatorship, he's actually built big buildings, schools, power plants, government housing
[09:48.560 --> 09:55.560]  And actually, in the aggregate, made that North African country the jewel of Africa
[09:55.560 --> 10:01.560]  The only country that's half decent other than South Africa itself now fall into corruption
[10:01.560 --> 10:06.560]  That said, I do not support Muammar Gaddafi
[10:06.560 --> 10:18.560]  But at the same time, I do not support the hypocrisy, the lies, the fraud, the corruption, the disinformation, the fairy tale land
[10:18.560 --> 10:25.560]  that has been sold to us by the French, the British, the UN, and the so-called U.S. government that's been hijacked
[10:25.560 --> 10:33.560]  Ladies and gentlemen, it's on record Tony Blair, it's on record the new British prime minister, it's on record Sarkozy
[10:33.560 --> 10:44.560]  Herman von Rumpi, the head of the EU, in just the last few years, hanging out with Muammar Gaddafi, selling him armaments
[10:44.560 --> 10:47.560]  Saying that he was now a good dictator
[10:47.560 --> 10:55.560]  In every major Muslim country, in Bahrain, in Yemen, the list goes on and on
[10:55.560 --> 11:04.560]  They are dictators, either oligarch dictators or royal dictators, royal families
[11:04.560 --> 11:09.560]  In Yemen, in Bahrain, in the last week, they're machine gunning people on the street
[11:09.560 --> 11:16.560]  They are attacking crowds with tanks, everything that Muammar Gaddafi has been attacked for
[11:16.560 --> 11:21.560]  Now, let's look at Gaddafi, I've seen the western journalist, I've seen the live footage
[11:21.560 --> 11:29.560]  They're not a resting journalist, it turned out did not strafe crowds of protesters that are flying their own jet aircraft and driving tanks
[11:29.560 --> 11:38.560]  Western-backed rebels, he did not, a month ago, and then three weeks ago, and then two weeks ago, run to Venezuela
[11:38.560 --> 11:43.560]  as the British government said they confirmed, that was to destabilize and make the rebels think they'd won
[11:43.560 --> 11:47.560]  He did not run to Zimbabwe, north of South Africa
[11:47.560 --> 11:55.560]  He did not strafe crowds, that since then, just like they claimed Saddam Hussein, US-backed dictator
[11:55.560 --> 12:01.560]  In 1990, they claimed he had thrown babies out of incubators in Kuwait, turned out that was a lie
[12:01.560 --> 12:07.560]  That's admitted to be a lie, see, I don't like being lied to, so why is the West there?
[12:07.560 --> 12:13.560]  Because there is hundreds and hundreds and hundreds of billions of dollars of oil
[12:13.560 --> 12:20.560]  every year shipped out of there to Europe, mainly to Italy, predominantly, the biggest supplier to Italy
[12:20.560 --> 12:26.560]  That's something the big oil companies don't control, and that's why we see this happening
[12:26.560 --> 12:34.560]  Do you hear complaints about Yemen, or Bahrain, or countless other Arab dictatorships, machine-gunning crowds?
[12:34.560 --> 12:39.560]  No, you hear nothing about that because they don't have oil and they're in bed with the globalist
[12:39.560 --> 12:45.560]  Do you hear about Saudi Arabia that will behead Christians for teaching the word?
[12:45.560 --> 12:54.560]  No, do you hear about any of that? No, you hear zero because they're allies of the globalist, not America, but the bankers
[12:54.560 --> 13:00.560]  Here's the other big issue, and I'll put this on screen for PrisonPlanet.TV viewers
[13:00.560 --> 13:21.560]  You notice that the United Nations last Thursday night put out this call, put out this resolution, 10-0, to have a no-fly zone
[13:21.560 --> 13:24.560]  which said, including bombardment and invasion
[13:24.560 --> 13:35.560]  And you notice the invasion, the ongoing softening for the invasion, with two Marine Corps amphibious assault carriers waiting right off the coast of Tripoli
[13:35.560 --> 13:46.560]  You notice that the United Nations has now launched British, French, attack aircraft, bombing, emplacements all over Libya
[13:46.560 --> 13:58.560]  All by Muammar Gaddafi, military bases, civilian deaths, you name it, 120-plus US cruise missiles have been launched into the country from ships off the coast
[13:58.560 --> 14:02.560]  That is an amazingly powerful no-fly zone, is it not?
[14:02.560 --> 14:09.560]  I saw a story yesterday about the rebels having their own aircraft, the rebels having their own tanks
[14:09.560 --> 14:23.560]  These are not protesters, these are Western-backed, British SAS a week and a half ago got captured, Special Air Services Commandos got arrested inside Libya running these operations
[14:23.560 --> 14:32.560]  So let's be honest, the United Nations, as Obama said Friday in his speech, this is part of globalism, the United Nations gave the order
[14:32.560 --> 14:41.560]  And the British, the French and the US and NATO all began launching attacks, this is a United Nations operation
[14:41.560 --> 14:50.560]  Not declared by Congress, not with set out goals as the Speaker of the House Boehner has said to Obama, define the mission
[14:50.560 --> 14:58.560]  Well, sorry, the UN, the United Nations is setting out the mission and running this
[14:58.560 --> 15:06.560]  And Gaddafi has handed out over a million AK-47s to his population to resist the invasion
[15:06.560 --> 15:26.560]  This will be Cobra gunships, Apache gunships, F-16s, F-15s, British, jump jets, Harriers, French aircraft, backing up the rebels as they try to retake the cities they've taken over
[15:26.560 --> 15:39.560]  Now, what's the bigger issue here? A precedent has been set under global governance and the UN that Western intelligence agencies go in to any country they want, including Iran, not just Libya
[15:39.560 --> 15:45.560]  Have them start an armed resistance to the government, whether that government's legitimate or not
[15:45.560 --> 15:59.560]  And then, if the rebels are defeated, America, NATO and Europe are then committed to bombard and then invade, this is the beginning of what could be World War III, we'll break it down
[16:16.560 --> 16:20.560]  And pump prices are expected to reach $5 a gallon
[16:20.560 --> 16:28.560]  Because of shipping costs, food is being priced out of the reach of millions of Americans with an expected 35% jump in the next 60 days
[16:28.560 --> 16:33.560]  Move quickly while you can still afford it, and eFood's Direct will pay your shipping costs for you
[16:33.560 --> 16:40.560]  For the best-tasting, long-term, storeable food, you pay nothing for shipping and can put every dollar into food at today's prices
[16:40.560 --> 16:45.560]  eFood's Direct, food's so delicious you can serve it tonight or save it for the future
[16:45.560 --> 16:53.560]  Take advantage of free shipping by calling 800-409-5633 on the web eFoodsDirect.com slash Alex
[16:53.560 --> 17:11.560]  A very wealthy US citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years
[17:11.560 --> 17:16.560]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family
[17:16.560 --> 17:19.560]  Now this man has made some outrageous predictions over the years
[17:19.560 --> 17:27.560]  The easy part is, he's usually right. You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties
[17:27.560 --> 17:31.560]  In fact, Barron's called his work a dire prophecy
[17:31.560 --> 17:38.560]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener
[17:38.560 --> 17:42.560]  I can't stress this enough. You should at least watch this free video online today
[17:42.560 --> 17:46.560]  He explains everything you need to know, including simple steps you can take to protect yourself
[17:46.560 --> 17:51.560]  You can find the video at www.EndOfAmerica3.com
[17:51.560 --> 17:53.560]  That's End of America, the number 3.com
[17:53.560 --> 17:57.560]  Watch the free video at www.EndOfAmerica3.com
[17:57.560 --> 18:18.560]  That's EndOfAmerica3.com
[18:27.560 --> 18:56.560]  That's EndOfAmerica3.com
[18:58.560 --> 19:04.560]  Hundreds of nations have fallen to tyranny in the last century alone
[19:04.560 --> 19:07.560]  This is our last chance to not relive history
[19:07.560 --> 19:12.560]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home
[19:12.560 --> 19:18.560]  I've turned a tremendous influence on our president in Congress, and they really are calling the shots
[19:18.560 --> 19:23.560]  I think it's incumbent upon all of us as American citizens to pay attention
[19:23.560 --> 19:27.560]  Fall of the Republic identifies the enemies of our nation
[19:27.560 --> 19:31.560]  The criminal off-short cartel held bent on destroying sovereignty
[19:31.560 --> 19:34.560]  And on its ashes, constructing world government
[19:34.560 --> 19:38.560]  Tim Geithner, Bernanke, and Arsonists, they're asking for more matches
[19:38.560 --> 19:40.560]  And the Congress is saying, who do we make the check out to?
[19:40.560 --> 19:42.560]  Today seems like nobody does care
[19:42.560 --> 19:47.560]  And right now in Washington DC, we have seen a fall of the Republic
[19:47.560 --> 19:52.560]  Get your copy of Fall of the Republic on DVD at www.InfoWars.com
[19:52.560 --> 19:58.560]  Or watch it online right now in super high quality at PrisonPlanet.tv
[20:00.560 --> 20:04.560]  Coast to coast, direct from Austin
[20:04.560 --> 20:08.560]  You're listening to the Alex Jones Broadcasting Network
[20:13.560 --> 20:17.560]  Big brother, mainstream media, government cover-ups
[20:17.560 --> 20:20.560]  You want answers? Well, so does he
[20:20.560 --> 20:25.560]  It's Alex Jones on the GCN Radio Network
[20:29.560 --> 20:32.560]  Let me simplify this
[20:32.560 --> 20:34.560]  Let me boil this down
[20:34.560 --> 20:38.560]  Very, very simply for any new listeners
[20:40.560 --> 20:45.560]  I was at the gas station yesterday afternoon getting gas
[20:45.560 --> 20:53.560]  And I also went over to the Netflix machine and rented a movie
[20:53.560 --> 20:55.560]  To watch with my wife
[20:55.560 --> 20:59.560]  And when I walked over to the counter, I saw the two guys behind the counter
[20:59.560 --> 21:03.560]  And a bunch of men buying beer celebrating
[21:03.560 --> 21:06.560]  Go on, woohoo, as I walk up, woohoo, yeah
[21:06.560 --> 21:10.560]  Blow up Gaddafi, yeah, get him, yeah, war
[21:10.560 --> 21:13.560]  We feel powerful, we feel personally big
[21:13.560 --> 21:16.560]  Watching cruise missiles and bombs dropping on some country
[21:16.560 --> 21:19.560]  Who they don't know the history of or understand anything about
[21:19.560 --> 21:22.560]  They personally felt manly
[21:22.560 --> 21:25.560]  And I didn't say anything to them
[21:25.560 --> 21:32.560]  I just got my ice cream and my vitamin water and my movie and I left
[21:32.560 --> 21:35.560]  But now I'm going to address those guys
[21:35.560 --> 21:41.560]  Foreign big megabanks, multinational corporations, bigger than most nations' GDP
[21:41.560 --> 21:47.560]  Are ruthless, they want the trillion-plus dollars of oil left there in Libya
[21:47.560 --> 21:51.560]  They prop up dictators all over the world and then they betray them
[21:51.560 --> 21:55.560]  And they don't want to put people who want freedom into those nations
[21:55.560 --> 21:59.560]  They want to put other tyrants in that will follow their orders
[21:59.560 --> 22:03.560]  The very same banks that are running this are the ones that have used America's credit card
[22:03.560 --> 22:08.560]  That's bankrupt to fund the military bases in 160-plus countries
[22:08.560 --> 22:12.560]  Over 3,000 of them, total bases
[22:12.560 --> 22:14.560]  They don't care about you
[22:14.560 --> 22:18.560]  I know you feel manly watching cruise missiles fire from ships
[22:18.560 --> 22:20.560]  But get it through your head
[22:20.560 --> 22:24.560]  This country has been financially hijacked
[22:24.560 --> 22:28.560]  Meanwhile, U.S. allies, as they call them
[22:28.560 --> 22:34.560]  Are machine-gunning, peaceful demonstrators in Yemen, in Bahrain, and many other countries
[22:34.560 --> 22:39.560]  Every nation in the Arab League that has been backing these attacks
[22:39.560 --> 22:43.560]  Is a western-backed neocolonialist puppet
[22:43.560 --> 22:45.560]  And it's all about oil
[22:45.560 --> 22:48.560]  And you have the UN Friday passing a resolution
[22:48.560 --> 22:54.560]  No authorization from Congress, our ceremonial government more and more
[22:54.560 --> 22:59.560]  Not saying a word about U.S. force
[22:59.560 --> 23:03.560]  Hundreds of cruise missiles and now reportedly U.S. aircraft in the air
[23:03.560 --> 23:08.560]  And French and British bombing Tripoli right now
[23:08.560 --> 23:12.560]  This is world government. What did Obama say in his speech?
[23:12.560 --> 23:15.560]  He said, well, these are protesters that have been arrested, who've been attacked
[23:15.560 --> 23:19.560]  Well, what happened in Brazil? They had to arrest a bunch of people
[23:19.560 --> 23:23.560]  Here's an AP headline, anti-war protesters arrested near White House
[23:23.560 --> 23:25.560]  They didn't have a permit
[23:25.560 --> 23:29.560]  Obama cancels public speech in Rio Square after riots and arrest
[23:29.560 --> 23:34.560]  Obama's Brazil presser scrubbed, no press conference
[23:34.560 --> 23:37.560]  Are we going to invade Brazil?
[23:37.560 --> 23:44.560]  Every time a group of rebels with weapons start shooting police and attacking military
[23:44.560 --> 23:47.560]  In Iran or wherever, Indonesia, you name it
[23:47.560 --> 23:52.560]  I mean, if the people in Russia rose up, would we then have war with Russia?
[23:52.560 --> 23:55.560]  Because, oh, they're being mean to their population
[23:55.560 --> 23:57.560]  And then it turns out most of it's a lie
[23:57.560 --> 24:00.560]  Sure, Gaddafi's a dictator of 41 years
[24:00.560 --> 24:03.560]  I don't like Muammar Gaddafi in his clown suits
[24:03.560 --> 24:06.560]  But the truth is, he's a hardcore guy
[24:06.560 --> 24:10.560]  He handed out a million weapons today to his population to resist this invasion
[24:10.560 --> 24:13.560]  The globalists just a week ago said they would never bombard
[24:13.560 --> 24:16.560]  They would just have an old fly zone, now they're bombing it
[24:16.560 --> 24:18.560]  Then they said they'd never physically invade
[24:18.560 --> 24:21.560]  But if you read the U.N. statement of Friday
[24:21.560 --> 24:24.560]  And if you listen to Obama's speech and Hillary's speech, they said
[24:24.560 --> 24:30.560]  You will accept a humanitarian assistance U.N. force, a military
[24:30.560 --> 24:33.560]  Or we will invade you
[24:33.560 --> 24:40.560]  Another war, three wars going on that cost over a trillion dollars a year
[24:40.560 --> 24:45.560]  The public defense budget's 1.1 trillion, off budget at least 800 billion
[24:45.560 --> 24:48.560]  You're close to 2 trillion there, not to mention supplemental funding
[24:48.560 --> 24:50.560]  We're going bankrupt
[24:50.560 --> 24:52.560]  But the defense contractors don't care, they're making money
[24:52.560 --> 24:54.560]  That's another form of corporate welfare
[24:54.560 --> 24:58.560]  I'm not just against the unions, I'm against the corporate welfare for the defense contractors
[24:58.560 --> 25:00.560]  Just like Ron Paul is
[25:00.560 --> 25:04.560]  This is an unconstitutional act of war
[25:04.560 --> 25:07.560]  And it's all based on lies
[25:07.560 --> 25:09.560]  They told us he fled to Venezuela twice, wasn't true
[25:09.560 --> 25:11.560]  They told us he ran to Zimbabwe, wasn't true
[25:11.560 --> 25:15.560]  They told us he was going to flee last week, wasn't true
[25:15.560 --> 25:19.560]  It's now admitted that what was said a month ago wasn't true by the White House
[25:19.560 --> 25:23.560]  These rebels are U.S. and NATO, British, French funded
[25:23.560 --> 25:26.560]  Western commandos have been arrested
[25:26.560 --> 25:28.560]  They are in the country
[25:28.560 --> 25:30.560]  This whole thing is a fraud and a lie
[25:30.560 --> 25:35.560]  This isn't just some simple, mindless, our football team is attacking somebody
[25:35.560 --> 25:40.560]  And guys at a gas station are going, woohoo, as I walk up with my ice cream
[25:40.560 --> 25:43.560]  They're going, yeah, and guys are high-flying each other over the counter
[25:43.560 --> 25:48.560]  Yeah, we're attacking Libya, woohoo, woohoo, we feel tough right now
[25:48.560 --> 25:50.560]  Kind of like we now learn 11 years ago
[25:50.560 --> 25:54.560]  The big insurance company signed a private deal, now public in Bloomberg
[25:54.560 --> 25:56.560]  To steal all the death benefits of the troops
[25:56.560 --> 26:01.560]  You think they care about Yemenis, Bahrainians, Iraqis
[26:01.560 --> 26:04.560]  You think they care about Venezuela, anybody
[26:04.560 --> 26:06.560]  These bankers don't care about anybody
[26:06.560 --> 26:12.560]  They are totally and completely 110% ruthless
[26:12.560 --> 26:16.560]  And so know this, while you're cheering this new war
[26:16.560 --> 26:18.560]  They lie to you and tell you every year
[26:18.560 --> 26:20.560]  We'll be out in two years from Afghanistan
[26:20.560 --> 26:23.560]  It's always two more years, they just announced that last month
[26:23.560 --> 26:27.560]  They just announced that in February
[26:27.560 --> 26:31.560]  This is never ending, the military is full of good men and women
[26:31.560 --> 26:38.560]  But it's controlled at the top by the big mega offshore corporations
[26:38.560 --> 26:40.560]  That control this country
[26:40.560 --> 26:43.560]  And they now admit the rebels the entire time
[26:43.560 --> 26:47.560]  To me, or western funded, so what does this say?
[26:47.560 --> 26:52.560]  If western funded rebels, a lot of them are legitimately angry against dictators
[26:52.560 --> 26:55.560]  Like Haas-Mubarak in Egypt, our big ally
[26:55.560 --> 26:58.560]  Our Muammar Qaddafi, who'd been the big enemy till six years ago
[26:58.560 --> 27:00.560]  When he became a good guy in our media
[27:00.560 --> 27:02.560]  And I said, then this is a fraud
[27:02.560 --> 27:04.560]  Why is our media endorsing him?
[27:04.560 --> 27:07.560]  And all the British prime ministers and Italian presidents
[27:07.560 --> 27:10.560]  And French presidents openly hugging him
[27:10.560 --> 27:13.560]  You go to the top of the Drudge Report right now, it's Qaddafi
[27:13.560 --> 27:16.560]  With his arms around Obama just a year ago
[27:16.560 --> 27:19.560]  It's a joke, it's like 1984
[27:19.560 --> 27:21.560]  We've always been at war against East Asia
[27:21.560 --> 27:24.560]  We've never been at war against East Asia
[27:24.560 --> 27:26.560]  They're our friend
[27:26.560 --> 27:32.560]  And you read this, now here's the big fat, super juicy key
[27:32.560 --> 27:36.560]  I would love for real freedom to be in North Africa
[27:36.560 --> 27:38.560]  Though Africa has never had a history of freedom
[27:38.560 --> 27:40.560]  I would love that
[27:40.560 --> 27:42.560]  But let's talk about the real world
[27:42.560 --> 27:43.560]  Let's talk about reality
[27:43.560 --> 27:45.560]  Let's not talk about lies and fraud
[27:45.560 --> 27:48.560]  And just buy a comic book, fiction we're being handed
[27:48.560 --> 27:51.560]  Let's talk about reality
[27:51.560 --> 27:54.560]  This article was out
[27:54.560 --> 27:56.560]  I called Paul Watson last night and he said
[27:56.560 --> 27:58.560]  I got a splitting headache, it's 10 o'clock at night here
[27:58.560 --> 28:00.560]  I can't write this now, I'll write it in the morning
[28:00.560 --> 28:01.560]  I said, fine
[28:01.560 --> 28:04.560]  He wrote it this morning at PrismPlanet.com
[28:04.560 --> 28:09.560]  U.S. government backs Libyan al-Qaeda while hyping terror attack inside the U.S.
[28:09.560 --> 28:11.560]  Let me read that again
[28:11.560 --> 28:16.560]  U.S. government backs Libyan al-Qaeda while hyping terror attack inside U.S.
[28:16.560 --> 28:18.560]  One of the headlines today
[28:18.560 --> 28:24.560]  Qaddafi says al-Qaeda forces backed by Egypt and Saudi Arabia are attacking him
[28:24.560 --> 28:26.560]  Says the Western terrorist
[28:26.560 --> 28:28.560]  Well, that's actually true
[28:28.560 --> 28:30.560]  He's a terrorist too
[28:30.560 --> 28:32.560]  What did the London Telegraph run with?
[28:32.560 --> 28:35.560]  Hours after we published our article
[28:35.560 --> 28:37.560]  Libya
[28:37.560 --> 28:40.560]  The West and al-Qaeda are on the same side, they are
[28:40.560 --> 28:44.560]  Saudi Arabia is sending an al-Qaeda through Egypt and weapons
[28:44.560 --> 28:47.560]  And al-Qaeda, it says in the London Telegraph
[28:47.560 --> 28:50.560]  Has endorsed the U.S.
[28:50.560 --> 28:52.560]  Usama bin Laden
[28:52.560 --> 28:54.560]  And we're all a-locking
[28:54.560 --> 28:57.560]  Well, who do you think the West used against the Russians or against the Serbs?
[28:57.560 --> 28:59.560]  Al-Qaeda
[28:59.560 --> 29:04.560]  This is Alex Jones with five good reasons you should consider buying a solar power generator
[29:04.560 --> 29:08.560]  Number one, new climate legislation could easily double or triple your electric bill
[29:08.560 --> 29:14.560]  Number two, our new energy czar wants to control how much power your electric company allows you to have
[29:14.560 --> 29:20.560]  It's true, total government control of electricity in the name of smart grid technology is coming
[29:20.560 --> 29:24.560]  Number three, in some areas of the country, the power grid is dangerously overloaded
[29:24.560 --> 29:28.560]  And now new socialist legislation is only compounding the problem
[29:28.560 --> 29:31.560]  Number four, dangerous weather is always a threat to local grids
[29:31.560 --> 29:35.560]  Every year, thousands of families lose their power from weather-related onages
[29:35.560 --> 29:40.560]  Number five, a solar power generator provides powerful backup insurance and peace of mind
[29:40.560 --> 29:44.560]  Folks, I really believe in the solar power generators offered by Solutions from Science
[29:44.560 --> 29:45.560]  One of my old sponsors
[29:45.560 --> 29:49.560]  You can get more information at www.mysolarbackup.com
[29:49.560 --> 29:51.560]  That's mysolarbackup.com
[29:51.560 --> 29:55.560]  Remember, the government doesn't own the sun, so go to mysolarbackup.com
[29:55.560 --> 29:59.560]  Or call 1-877-327-0365
[29:59.560 --> 30:03.560]  A very wealthy U.S. citizen is predicting that in 2011
[30:03.560 --> 30:07.560]  We will witness the most important day in America in more than 50 years
[30:07.560 --> 30:10.560]  He says it will change everything about our lives
[30:10.560 --> 30:13.560]  The way you shop, travel, invest, educate your children
[30:13.560 --> 30:15.560]  And even how you take care of your health and your own family
[30:15.560 --> 30:18.560]  Now this man has made some outrageous predictions over the years
[30:18.560 --> 30:21.560]  The crazy part is, he's usually right
[30:21.560 --> 30:26.560]  You see, he predicted the collapse of GM Panny May, Freddie Mac, and America's biggest mall owner
[30:26.560 --> 30:27.560]  General Growth Properties
[30:27.560 --> 30:30.560]  In fact, Barron's called his work a dire prophecy
[30:30.560 --> 30:34.560]  Recently, he created a video which you can watch online for free
[30:34.560 --> 30:36.560]  Detailing his biggest and most important prediction yet
[30:36.560 --> 30:38.560]  And it's a real eye-opener
[30:38.560 --> 30:39.560]  I can't stress this enough
[30:39.560 --> 30:42.560]  You should at least watch this free video online today
[30:42.560 --> 30:44.560]  He explains everything you need to know
[30:44.560 --> 30:46.560]  Including simple steps you can take to protect yourself
[30:46.560 --> 30:50.560]  You can find the video at www.endofamerica3.com
[30:50.560 --> 30:53.560]  That's End of America, the number 3.com
[30:53.560 --> 30:57.560]  Watch the free video at www.endofamerica3.com
[30:57.560 --> 31:20.560]  That's End of America, 3.com
[31:27.560 --> 31:44.560]  That's End of America, 3.com
[31:58.560 --> 32:03.560]  You may be arrested and or subject to other police action
[32:03.560 --> 32:04.560]  Tyranny is here
[32:04.560 --> 32:08.560]  The grim future foretold in 1984 has become reality
[32:08.560 --> 32:11.560]  It really says that the state is God
[32:11.560 --> 32:16.560]  The United States is now recognized globally as one of the most oppressive police states on Earth
[32:16.560 --> 32:21.560]  This film conclusively proves the existence of a secret network of FEMA cares
