[00:00.000 --> 00:27.000]  Infowars, tomorrow's news, today.
[02:46.000 --> 02:48.000]  They sent me up a special studio in his studio.
[02:48.000 --> 02:51.000]  Then we got some big guests today and a ton of news, Owen.
[02:51.000 --> 02:53.000]  You're going to be covering as well, but history is happening.
[02:53.000 --> 02:57.000]  Trump arrest watch is unfolding right now.
[02:57.000 --> 03:00.000]  So I'm going to let you hold down the fort. You guys are doing a great job.
[03:00.000 --> 03:02.000]  I'll be back in about 10, 15 minutes.
[03:02.000 --> 03:05.000]  I want to welcome all the new viewers. They're tuning in right now to infowars.com,
[03:05.000 --> 03:12.000]  and band.video and madmaxworld.tv want to encourage all of them to spread the word, encourage those folks to spread the word,
[03:12.000 --> 03:18.000]  and then it creates a chain reaction. We want populist, anti-nuclear order, anti-great preset, proamerican speech to be number one.
[03:18.000 --> 03:22.000]  It is number one. We're winning with Tide is turning. This is an information war.
[03:22.000 --> 03:28.000]  Now I'm asking the audience to take action, spread the word, and I've got huge breaking news on massive fronts and big guests today.
[03:28.000 --> 03:31.000]  All coming up. Back to us.
[03:31.000 --> 03:41.800]  have it, and it's true, the rumble crowds are getting bigger and bigger.
[03:41.800 --> 03:46.440]  And so this is the answer, and that's why they want to make it impossible by putting
[03:46.440 --> 03:52.200]  us on a central bank digital currency that they can totally control and pick winners
[03:52.200 --> 03:58.560]  and losers, and you won't even be able to organically actually build something and
[03:58.560 --> 04:01.960]  fund something, they'll just shut you down.
[04:01.960 --> 04:06.680]  And right now they have the legal, the law fair ways of doing it, like they've tried
[04:06.680 --> 04:12.520]  to do here, they're trying to do to Fox News, others have endured this over the years.
[04:12.520 --> 04:14.960]  That's a little too hairy.
[04:14.960 --> 04:22.520]  So they just want to be able to control the flow of money completely, the digital currency
[04:22.520 --> 04:28.320]  with the social credit score, and you'll just be shut down.
[04:28.320 --> 04:34.440]  Maybe you used a little too much carbon this week, we're just going to shut you down.
[04:34.440 --> 04:42.360]  So wow, but I will say, I mean all signs right now indicate that they at least aren't going
[04:42.360 --> 04:45.680]  to have the balls to arrest Donald Trump today.
[04:45.680 --> 04:53.480]  Do we kind of want to just, you know, they let their audience down again, they told you
[04:53.480 --> 05:00.480]  that Donald Trump would be in cuffs and fingerprinted today.
[05:00.480 --> 05:04.480]  The most banned man in America, Alex Jones.
[05:04.480 --> 05:12.760]  I want you all to know something, Alex Jones was right.
[05:12.760 --> 05:16.160]  Alex is right about far more things wrong.
[05:16.160 --> 05:19.160]  Alex has been right on for over a decade.
[05:19.160 --> 05:25.760]  I don't care how you slice it, dice it, flip it up or rub it down, Alex Jones was right.
[05:25.760 --> 05:29.760]  Think about how frustrated we are if you've been awake for a year or two, imagine being
[05:29.760 --> 05:32.880]  like an Alex Jones or those guys who've been awake for like decades.
[05:32.880 --> 05:36.760]  Alex Jones called this years ago, years ago.
[05:36.760 --> 05:40.960]  Alex Jones never bought the Russia hoax, not for a second.
[05:40.960 --> 05:43.440]  You are one of the great thinkers of this.
[05:43.440 --> 05:45.880]  You are a martyr to the First Amendment.
[05:45.880 --> 05:49.120]  The government, beers, Alex Jones.
[05:49.120 --> 05:56.120]  That's why the globalists hate me is because I'm exposing their corporate worldwide tyranny.
[06:19.120 --> 06:30.840]  We want to stop tyranny.
[06:30.840 --> 06:38.600]  We are in the business of fighting tyranny and business is booming.
[06:38.600 --> 06:45.760]  Let me tell you, lot of tyranny to be fought.
[06:45.760 --> 06:48.360]  Now how obvious, how bad is it going to get?
[06:48.360 --> 06:50.920]  Will they really arrest Donald Trump today?
[06:50.920 --> 06:55.240]  Will they really arrest Donald Trump at some time in the future?
[06:55.240 --> 07:01.560]  Will they try to cause another provocative event?
[07:01.560 --> 07:09.960]  How many laws being broken in the meantime by lifelong politicians like Joe Biden and
[07:09.960 --> 07:13.280]  his family?
[07:13.280 --> 07:18.560]  How many times will the media lie to you about what's really going on?
[07:18.560 --> 07:22.080]  It's amazing, isn't it?
[07:22.080 --> 07:29.240]  You know about the name Stormy Daniels, but you don't know about the name Tara Reid.
[07:29.240 --> 07:34.920]  You know about Trump Russia, but you know about Biden China?
[07:34.920 --> 07:41.360]  So we're going to be covering this with Alex Jones today and other special guests.
[07:41.360 --> 07:49.840]  Now Alex Jones is north of here in Dallas at the Steven Crowder Studios and he was the
[07:49.840 --> 07:55.600]  guest host on the Crowder show this morning that blew up on Rumble, went totally viral
[07:55.600 --> 08:01.640]  and Alex will be hosting with Steven Crowder again tomorrow.
[08:01.640 --> 08:07.560]  But Alex has connected and is connecting right now actually through Crowder Studios and he's
[08:07.560 --> 08:14.720]  going to be hosting with me coming up here in about 10 minutes.
[08:14.720 --> 08:20.520]  So we're going to have his take on all of the latest and of course we'll be watching
[08:20.520 --> 08:23.040]  what's going to be going on in New York today as well.
[08:23.040 --> 08:33.040]  But watching the news last night and seeing what's developing today at this time it looks
[08:33.040 --> 08:43.800]  like they're at least going to delay the arrest of Donald Trump or completely end it with
[08:43.800 --> 08:50.960]  this case because we haven't seen anything yet and I would have expected us to if Trump's
[08:50.960 --> 08:55.640]  going to be taking off from Florida or landing in New York or anything like that.
[08:55.640 --> 09:03.720]  But what we are going to be showing you is all the different responses, all the different
[09:03.720 --> 09:05.560]  angles.
[09:05.560 --> 09:11.160]  But once again it's the left media last night and today in the press telling their audience
[09:11.160 --> 09:14.000]  that Trump will be arrested we guarantee it.
[09:14.000 --> 09:15.800]  The walls are closing in.
[09:15.800 --> 09:17.960]  This is finally it for Donald Trump.
[09:17.960 --> 09:19.120]  It's all over now.
[09:19.120 --> 09:21.120]  We've got him.
[09:21.120 --> 09:23.760]  And then meanwhile they don't tell you any of the facts about the case.
[09:23.760 --> 09:28.520]  The statute of limitations is up on the case.
[09:28.520 --> 09:37.440]  Michael Cohen is a convicted liar, a known liar who they're supposed to be trusting as
[09:37.440 --> 09:41.000]  the testimony here.
[09:41.000 --> 09:47.040]  The charges would amount to a bookkeeping error and a fine, a misdemeanor in any other
[09:47.040 --> 09:49.280]  case.
[09:49.280 --> 09:54.160]  And so there's all kinds of different reasons why nobody in the federal government took
[09:54.160 --> 10:00.960]  this case and why this is an embarrassment of a case and to arrest Trump on this case
[10:00.960 --> 10:10.440]  would be monumental in his political campaign as a good thing because it's never been more
[10:10.440 --> 10:11.440]  obvious.
[10:11.440 --> 10:17.840]  I'm listening to conservative talk radio last night from yesterday and this morning and
[10:17.840 --> 10:25.880]  all the callers are saying the same thing and we're talking about more let's say drive-by
[10:25.880 --> 10:36.160]  media viewers, boomer conservatives who have pretty much just enjoyed their lives in America
[10:36.160 --> 10:38.360]  and not really wanted to think too much.
[10:38.360 --> 10:40.040]  They have a good idea what's going on.
[10:40.040 --> 10:46.320]  They have the right values but it's so obvious now that it's just it's stunning at this
[10:46.320 --> 10:54.080]  point how Joe Biden we can sit here with bank records with him and his family taking millions
[10:54.080 --> 10:59.440]  of dollars from the Chinese communists and we can have Biden's business partners coming
[10:59.440 --> 11:03.960]  out and saying yeah we've been we've been doing international business deals and then
[11:03.960 --> 11:09.440]  meanwhile they're trying to focus on Donald Trump and things that never happened.
[11:09.440 --> 11:14.480]  You've got Hunter Biden's laptop and the text messages and the videos and everything else.
[11:14.480 --> 11:18.080]  They're telling you about Trump and Stormy Daniels.
[11:18.080 --> 11:23.440]  You've got Tara Reid who worked for Joe Biden and has credibly accused Joe Biden of sexual
[11:23.440 --> 11:24.440]  assault.
[11:24.440 --> 11:30.080]  She can't even get an interview.
[11:30.080 --> 11:35.760]  Meanwhile the media is talking about Donald Trump 24-7 and ignoring Joe Biden because the
[11:35.760 --> 11:40.920]  supposed president of the United States never even shows his face.
[11:40.920 --> 11:42.280]  Never even shows his face.
[11:42.280 --> 11:47.000]  Joe's his face yesterday for 10 minutes said he was Persian.
[11:47.000 --> 11:57.120]  And Dr. Jill said okay honey okay this one's over guys you know he just he Joe Biden hey
[11:57.120 --> 12:02.400]  Joe just said he was Persian pull the plug get him out pull him out pull him out.
[12:02.400 --> 12:06.880]  What do you think the Secret Service nickname for Joe Biden is.
[12:06.880 --> 12:12.680]  You can get creative here huh.
[12:12.680 --> 12:18.080]  So it's all the callers in a talk radio how is this it's never been this bad it's never
[12:18.080 --> 12:27.840]  been so obvious the double standard the two tiered justice system this is the left.
[12:27.840 --> 12:33.720]  You could argue the Democrats have never been more powerful than they are right now and you're
[12:33.720 --> 12:43.680]  seeing what they would do but what the Democrats are doing is just like a taste or an hors d'oeuvre
[12:43.680 --> 12:49.840]  or like the red carpet to the main event to the World Economic Forum Klaus Schwab Bill
[12:49.840 --> 12:57.760]  Gates plan for the planet which is the global government medical tyranny human depopulation
[12:57.760 --> 13:01.920]  population control agenda.
[13:01.920 --> 13:07.520]  So if you don't like what the Democrats are doing just just wait till you get the Bill
[13:07.520 --> 13:20.720]  Gates bladder cancer tumor meatloaf yeah yeah that's gonna be some good eating he's got
[13:20.720 --> 13:30.960]  a special one for you oh my gosh it's just ridiculous it's just ridiculous so Alex is
[13:30.960 --> 13:36.760]  gonna be coming up and covering all of us I think Alex actually ate my Bill Gates bladder
[13:36.760 --> 13:51.320]  cancer that was in the fridge I know you ate it Alex unbelievable man this is our world
[13:51.320 --> 13:55.160]  this is our world and they want to tell you Donald Trump is the boogeyman look out for
[13:55.160 --> 14:01.160]  Donald Trump look out for Alex Jones Bill Gates is out here oh I just I made some mosquitoes
[14:01.160 --> 14:07.840]  in a lab and now they're out in the crowd with you oh whoa drops a bunch of mosquitoes
[14:07.840 --> 14:13.040]  in Brazil all the sudden Zika breaks out drops a bunch of vaccines in Africa all the sudden
[14:13.040 --> 14:19.880]  polio breaks out says in his TED talks we need to get the population lower with vaccines
[14:19.880 --> 14:25.040]  we can do just that oh and then and then COVID breaks out here comes Bill Gates on all the
[14:25.040 --> 14:34.880]  mainstream news oh we need more vaccines yes but by the way one of the one of the greatest
[14:34.880 --> 14:43.400]  it's alright it's alright well maybe maybe but one of the one of the greatest clips of
[14:43.400 --> 14:54.040]  all time happened and that's Anthony Fauci did you see it Anthony Fauci saying Republicans
[14:54.040 --> 14:59.200]  don't like being told what to do this is incredible from Fauci guys let me hear the
[14:59.200 --> 15:07.560]  clip what are we gonna do about those other states oh my god they're gonna keep the outbreak
[15:07.560 --> 15:13.600]  smoldering in the country it's so crazy I mean they're not doing it because they say
[15:13.600 --> 15:17.600]  they don't want to do that they're republicans they don't like to be told what to do right
[15:17.600 --> 15:24.240]  and we gotta break that you know unpack that oh my gosh so so there is Anthony Fauci there's
[15:24.240 --> 15:31.160]  never been a greater endorsement to vote Republican in your life Anthony Fauci saying Republicans
[15:31.160 --> 15:36.320]  don't like being told what to do we gotta break that so look I don't work for the Republican
[15:36.320 --> 15:40.280]  Party I'm not in regular talks with Republicans but look if you're in the Republican Party
[15:40.280 --> 15:45.080]  you need to be making that into a dance mix you need to be remixing that into a song you
[15:45.080 --> 15:49.360]  need to be cutting ads and spending millions of dollars to play that on television I mean
[15:49.360 --> 15:54.160]  Anthony Fauci just gave you a golden nugget the guy that helped fund the pandemic to
[15:54.160 --> 16:00.480]  start the virus blaming you for it too Alex Jones coming up next the fight against the
[16:00.480 --> 16:05.040]  new world order is now the top story in the world the globalist are in deep trouble but
[16:05.040 --> 16:09.640]  they're striking back with all their deep state operatives to shut down info wars and
[16:09.640 --> 16:14.840]  other true tellers like James O'Keefe Tucker Carlson account with others so please pray
[16:14.840 --> 16:18.680]  for us now more than ever spread the word about the broadcast and get great products
[16:18.680 --> 16:22.640]  to keep us on air and fund our operation while at the same time enriching your life now we've
[16:22.640 --> 16:28.480]  got three new products available at infowarstore.com and a bestseller back at stock we have the
[16:28.480 --> 16:34.000]  amazing Dr. Jones naturals turmeric toothpaste it's so much more find out more at infowarstore.com
[16:34.000 --> 16:38.960]  we have the ashwagandha root pills with black powder extract to accelerate your libido stamina
[16:38.960 --> 16:43.800]  testosterone we have pure ashwagandha gummies at infowarstore.com as well these are all the
[16:43.800 --> 16:48.160]  highest quality products the prebiotic is now finally back at stock they're all there
[16:48.160 --> 16:53.280]  at infowarstore.com so please take action now enrich your life empower your body and
[16:53.280 --> 17:03.040]  keep us on air please take action now infowarstore.com we now have three new game changing products
[17:03.040 --> 17:06.720]  that are in stock at infowarstore.com and one of our best selling products sold out for
[17:06.720 --> 17:12.840]  over a year that's now back at stock our prebiotic does any introduction such amazing things
[17:12.840 --> 17:16.720]  for your gut flora your overall health what it does is essential but read about it at
[17:16.720 --> 17:22.280]  infowarstore.com and now the fourth toothpaste designed by dad the last two are big hits
[17:22.280 --> 17:27.000]  this one is really special it's turmeric concentrate with a bunch of other essential oils so much
[17:27.000 --> 17:31.960]  more to take your mouth's health to the next level we also have high quality ashwagandha
[17:31.960 --> 17:37.040]  root for your libido your stamina your testosterone with black pepper extract to accelerate it
[17:37.040 --> 17:43.720]  as a pill and we have ashwagandha root gummies as well very strong very powerful now in stock
[17:43.720 --> 17:49.440]  at infowarstore.com go there experience these great products and others and fund the info
[17:49.440 --> 17:55.480]  work the only way we fail is not taking action god bless you now please visit infowarstore.com
[17:55.480 --> 17:59.920]  and experience these powerful products for yourself
[17:59.920 --> 18:04.440]  ladies and gentlemen this book the great reset in the world is a historic book that
[18:04.440 --> 18:09.600]  documents the global to their own words plan for our future that is a hellish future now
[18:09.600 --> 18:13.320]  you'll be always while they sell our books I guess they're starting to ban them be able
[18:13.320 --> 18:18.960]  to get an unsigned copy of the great reset in the world at bookstores amazon or infowarstore.com
[18:18.960 --> 18:23.200]  but you will never be able to get another signed copy of the book after the signed copies
[18:23.200 --> 18:28.160]  we got run out and there's about a thousand left of them right now so get your copy of
[18:28.160 --> 18:32.720]  the great reset and the war for the world a signed copy at infowarstore.com and there
[18:32.720 --> 18:37.240]  is a markup there because this is a fundraiser to keep us on the air so you won't just have
[18:37.240 --> 18:41.560]  this historic memento and this powerful book you'll also know that you help keep info wars
[18:41.560 --> 18:45.600]  on the air I'm gonna thank those of you that have gotten signed copies of the book or unsigned
[18:45.600 --> 18:50.720]  copies but I want to encourage all of you who haven't yet to go to infowarstore.com and
[18:50.720 --> 18:55.240]  get a signed copy and buy a couple unsigned copies and donate to the library or give
[18:55.240 --> 18:58.920]  them to the local school this is an info war I'm counting on you and thank you for your
[18:58.920 --> 19:07.000]  support info wars tomorrow's news today this is their big move so yeah you say why doesn't
[19:07.000 --> 19:12.280]  Biden address the disasters in the United States he doesn't care that's not his job
[19:12.280 --> 19:17.920]  he's not the president of the United States he's a puppet operating for the globalists
[19:17.920 --> 19:26.200]  the appetites of the autocrack cannot be appeased they must be opposed and that's only to understand
[19:26.200 --> 19:36.640]  one word no no no exactly and that's why we say no to your vaccines we say no to you shutting
[19:36.640 --> 19:42.080]  down our businesses we say no to you taking our firearms we say no to you censoring our
[19:42.080 --> 19:47.080]  free speech we say no to you selling us out to the world health organization we say no
[19:47.080 --> 19:51.720]  to you getting us into world war three you're right we stand against autocracks like you
[19:51.720 --> 20:03.320]  Joe Biden and we say no and we say no to your war leading a frontal assault on the lies
[20:03.320 --> 20:28.040]  of the new world order it's Alex Jones from the front lines of the information war it's
[20:28.040 --> 20:37.640]  Alex Jones all right I want to thank the great info wars crew down in Austin Texas for helping
[20:37.640 --> 20:41.960]  me get on the air today and I want to thank the amazing folks here at Stephen Crowder's
[20:41.960 --> 20:49.120]  operation in Dallas they are just knocking it out of the park and an example of the power
[20:49.120 --> 20:54.160]  of free speech to override the sensors just amazing things obviously we're here going
[20:54.160 --> 20:58.680]  through the indictment watch of President Trump we're going to be laying out all those
[20:58.680 --> 21:04.600]  big developments and the constitutional crisis that that stands for we also are going to
[21:04.600 --> 21:11.000]  have Dr. Judy Mikovits on who has one of the main whistleblowers exposing the man made
[21:11.000 --> 21:15.880]  origins of COVID-19 and all the crimes the poison shots that have come out of that and
[21:15.880 --> 21:22.520]  how the whole dam is breaking new interviews with Dr. Redfield the former head of the CDC
[21:22.520 --> 21:27.480]  coming out and telling the world that it was a man made virus released by the US government
[21:27.480 --> 21:33.080]  on humanity through the Chinese as a pretext for a total takeover so the rats are leaving
[21:33.080 --> 21:41.080]  the city ship very very quickly that is massive news silk of diamond and silk obviously with
[21:41.080 --> 21:45.640]  the late diamond will be joining us to cover what's happening in the world and so much
[21:45.640 --> 21:51.640]  more in the third hour and it will continue on with phone calls and more and special guests
[21:51.640 --> 21:57.560]  from the Berezi into the fourth hour but before I hit all the hardcore military news economic
[21:57.560 --> 22:04.200]  news border news there is so much we're going to be laying out here today for everybody
[22:04.200 --> 22:10.040]  before I go over all of that I just want to talk about winning the info war and Stephen
[22:10.040 --> 22:15.040]  Crowder is a great example of that you could argue that back when Joe Rogan was still on
[22:15.040 --> 22:18.960]  YouTube he was the biggest thing on YouTube that was political and Stephen Crowder was
[22:18.960 --> 22:22.840]  a close number two despite all the censorship and all the attacks but what he's been able
[22:22.840 --> 22:30.960]  to do with rumble now launching his show here mainly is to get millions of viewers a day
[22:30.960 --> 22:38.560]  and upwards of 200,000 consecutive viewers in any one second on rumble now some of the
[22:38.560 --> 22:41.960]  biggest shows Joe Rogan ever did there's not a competition with Joe Rogan it's just a benchmark
[22:41.960 --> 22:49.400]  example was Elon Musk and Alex Jones and those shows had 150 to 200,000 people consecutively
[22:49.400 --> 22:52.840]  watching and I've been there in the control room when they're really excited that they're
[22:52.840 --> 23:00.040]  breaking records so I've seen it so when we see Stephen Crowder not just defeating the
[23:00.040 --> 23:05.680]  YouTube sensors but drawing that giant audience over successfully converting it to rumble
[23:05.680 --> 23:12.280]  that is the model of the people coming out of Egypt that is the that is the exodus model
[23:12.280 --> 23:17.040]  for victory so with Elon Musk freeing up I'd say 90% of where Twitter was it hasn't gone
[23:17.040 --> 23:21.360]  all the way he should go further but you gotta you know give credit was due you can't look
[23:21.360 --> 23:25.080]  at gift horse in the mouth but Elon Musk is done is exposing all the rest of big tech
[23:25.080 --> 23:29.760]  and their crimes and their collusion and their censorship and surveillance because Twitter's
[23:29.760 --> 23:34.720]  just a window into that wider world of control and now with people like Stephen Crowder not
[23:34.720 --> 23:40.200]  going along with the sensors and when everybody else was just going along with me being censored
[23:40.200 --> 23:46.600]  when it first started happening five years ago I'm scared to have me on it was not something
[23:46.600 --> 23:53.640]  that Stephen Crowder was scared to do so that's why I support Stephen and I'm and I'm so successful
[23:53.640 --> 24:00.240]  I mean I'm so excited that he is so successful because his success is going to be all of
[24:00.240 --> 24:05.840]  our success and rumble success revolutionizing what's happening and really giving YouTube
[24:05.840 --> 24:10.800]  a run for its money and running ads on Fox and it's Super Bowl and the major investment
[24:10.800 --> 24:19.640]  that rumbles put in is game changing so that really is a big news item that Stephen Crowder
[24:19.640 --> 24:23.960]  on the first and second day of his new launch of his show after taking off a few months
[24:23.960 --> 24:30.880]  has now dwarfed anything that's going on political on YouTube and so that is a model of success
[24:30.880 --> 24:35.120]  similar to how Joe Rogan so he wouldn't be censored left YouTube he still puts clips
[24:35.120 --> 24:39.880]  on there and went to Spotify but Spotify it turned out was not really his free speech
[24:39.880 --> 24:44.840]  as they said not even at that and it still tries to put pressure on people but that's
[24:44.840 --> 24:52.040]  not the case at rumble and so it's very very exciting and of course you know the media
[24:52.040 --> 24:57.680]  is going to try to downplay things and you would say oh well you know he's not doing
[24:57.680 --> 25:05.600]  that great he is doing spectacular and it's big news and the world is watching ladies
[25:05.600 --> 25:11.840]  and gentlemen but free viewers millions a day tuning in and that's the Stephen Crowder
[25:11.840 --> 25:16.920]  show and that's something that people really really in the establishment are scared of
[25:16.920 --> 25:21.160]  so I know there's hundreds of other big issues we're going to be going over all today they
[25:21.160 --> 25:26.320]  got big guests coming on as well it's just that this is a victory for everybody and with
[25:26.320 --> 25:31.600]  the rumbles and with the gabs and with the twitters and with the truth socials and with
[25:31.600 --> 25:38.080]  the info wars.com's and vanda videos the world all of us together are going to expose the
[25:38.080 --> 25:42.880]  whole new world order paradigm we're going to win and that's not hype we have gone from
[25:42.880 --> 25:46.200]  everybody being censored and nobody allowed to talk about it being made in a lab to the
[25:46.200 --> 25:50.720]  shots being poisoned being censored to now everybody basically knows and they can't stop
[25:50.720 --> 25:55.560]  the damn breaking all the way unless they launch world war three which is why Lindsey
[25:55.560 --> 26:01.680]  Graham and a lot of these other warmongers are trying that so desperately so again I
[26:01.680 --> 26:07.240]  want to thank prouders crew for having us here in studio today and tomorrow I want to
[26:07.240 --> 26:13.320]  thank the info wars crew Owen and Harrison and all the rest of the producers and camera
[26:13.320 --> 26:18.320]  people and researchers for the work they've done because again info wars was seen as the
[26:18.320 --> 26:23.320]  lead elephant that the deep state wanted to take down as a model of taking everybody
[26:23.320 --> 26:30.800]  down and so all of us collectively in this fight are starting to win because of one thing
[26:30.800 --> 26:35.160]  and that is an audience of viewers and listeners not just here but around the world that are
[26:35.160 --> 26:39.400]  aware of the new world order that know it's destructive and know they can't roll over
[26:39.400 --> 26:43.360]  and so that's the real reason we've been able to do this yes it took perseverance yes it
[26:43.360 --> 26:48.680]  took dogged determination yes took incredible commitment but I believed in the public I
[26:48.680 --> 26:52.320]  believed in the will of the people doesn't mean we've won the war yet but we're winning
[26:52.320 --> 26:58.240]  battle after battle after battle and on every front the globalist are being exposed every
[26:58.240 --> 27:03.120]  one of their criminal projects from the central bank digital currencies to the open borders
[27:03.120 --> 27:08.840]  to the fentanyl to the surveillance and censorship and weaponized nation of the state against
[27:08.840 --> 27:15.680]  the people to where the virus really came from and how the shots are poisonous the whole
[27:15.680 --> 27:22.040]  house of cards is coming down right now make no mistake we're winning the biggest battles
[27:22.040 --> 27:26.920]  we've ever won so the thanks number one goes to God but God inspiring through listeners
[27:26.920 --> 27:30.760]  and viewers and great activists spreading the word through the talk show host through
[27:30.760 --> 27:36.040]  the analysts through the media people through the side herges and through countless other
[27:36.040 --> 27:42.280]  folks that are telling the truth we have now come to this point together and so we have
[27:42.280 --> 27:46.600]  to value the fact we're still on air we have to celebrate the fact we're still on air and
[27:46.600 --> 27:52.160]  many way stronger and let the enemies of speech know you will never silence us all you may
[27:52.160 --> 27:57.160]  be able to take out individuals but every time you do it five more sprout up a thousand
[27:57.160 --> 28:01.640]  more sprout up so I want to do this exercise before we come back cover all the news huge
[28:01.640 --> 28:07.160]  guests I want to encourage all the great Steven Crowder rumble viewers and YouTube viewers
[28:07.160 --> 28:12.800]  that are coming over today because Steven understands it's a war he plugged probably 15 times the
[28:12.800 --> 28:16.200]  show today other talk show hosts are scared to do that they think oh they're gonna lose
[28:16.200 --> 28:19.880]  audience today from another show no we're gonna lose all free speech the whole country
[28:19.880 --> 28:24.120]  in the world if we don't energize the outlets together with synergy they're fighting for
[28:24.120 --> 28:29.480]  freedom so I want it I mean I would conservatively say a million people today will probably extra
[28:29.480 --> 28:34.960]  tune over to band.video and info wars.com and madmaxworld.tv is the URL that you'll get
[28:34.960 --> 28:38.320]  surround the sensors for now that they're not blocking the texture of band.video we
[28:38.320 --> 28:42.240]  can find a live feed of my show the live feed of Owen show the live feed of Harrison Smith
[28:42.240 --> 28:47.200]  show and everything we're doing here but I am so excited about the caliber of news coverage
[28:47.200 --> 28:52.000]  and comedy coming out of ladder with Crowder and I'm just honored to be here so we're gonna
[28:52.000 --> 28:56.360]  go to break I'm in here in the control room of the show and then we're going to come back
[28:56.360 --> 29:03.800]  with a ton of news and analysis ladies and gentlemen we have a new toothpaste that my
[29:03.800 --> 29:09.480]  dad a retired dentist and oral surgeon developed Dr. Jones natural's tumor toothpaste that
[29:09.480 --> 29:13.920]  just came into stock and I got to tell you I got samples of this months ago and it is
[29:13.920 --> 29:19.560]  amazing the way it makes your gums feel what it does to your mouth is insane we know turmeric
[29:19.560 --> 29:23.800]  is an antioxidant and anti-inflammatory it does such great things to the body then you
[29:23.800 --> 29:28.600]  add that with tea tree oil and a bunch of other essential oils it is just dynamite it is so
[29:28.600 --> 29:34.440]  good to detox and attack inflammation in your mouth I want to challenge everybody to try
[29:34.440 --> 29:40.080]  the new toothpaste at m4store.com Dr. Jones natural's turmeric toothpaste and while you're
[29:40.080 --> 29:44.560]  at it check out the new ashwagandha line of products we have ashwagandha with black pepper
[29:44.560 --> 29:50.040]  extract for your libido your testosterone in pill form and we have the pure ashwagandha
[29:50.040 --> 29:55.480]  root gummies as well now available at m4store.com they're amazing products and they fund the
[29:55.480 --> 30:03.160]  info war take action now at m4store.com I'm a huge believer in information I watch info
[30:03.160 --> 30:07.480]  wars every day and follow Alex Jones closely you know why he can put you ahead of the curve
[30:07.480 --> 30:12.920]  and he's been demonized as a conspiracy theorist think about how frustrated we are if you've
[30:12.920 --> 30:17.480]  been awake for a year or two imagine being like an alex jones or those guys who've been awake for
[30:17.480 --> 30:27.960]  like decades alex has been right on for over a decade this is reality the truth is stranger
[30:27.960 --> 30:32.600]  than fiction the revolution of peaceful information coming so when it comes time you people are
[30:32.600 --> 30:37.240]  going to be brought to punishment you're lying to the public disgusting the media continues to
[30:37.240 --> 30:44.120]  misrepresent what I've said he may be america's best known conspiracy theorist alex jones has the
[30:44.120 --> 30:49.560]  largest audience in the country bigger than any of the networks the biggest megaphone
[30:49.560 --> 30:53.560]  in the country we're gonna get fired up about the real thing the things that matter
[30:58.200 --> 31:02.760]  burning hell new world order we now have three new game changing products
[31:03.480 --> 31:07.960]  they're in stock at m4store.com and one of our best selling products sold up for over a year
[31:07.960 --> 31:13.720]  that's now back at stock our prebiotic does the any introduction to such amazing things your gut
[31:13.720 --> 31:19.560]  flora your overall health what it does is essential to read about it at m4store.com and now the fourth
