[00:00.000 --> 00:07.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[06:05.000 --> 06:07.000]  Mainstream media.
[06:07.000 --> 06:09.000]  Government cover-ups.
[06:09.000 --> 06:10.000]  You want answers?
[06:10.000 --> 06:12.000]  Well, so does he.
[06:12.000 --> 06:16.000]  He's Alex Jones on the GCN Radio Network.
[06:16.000 --> 06:22.000]  And now, live from Austin, Texas, Alex Jones.
[06:22.000 --> 06:26.000]  Welcome and thank you for joining us.
[06:26.000 --> 06:32.000]  We are live Sunday, January 10, 2010.
[06:32.000 --> 06:38.000]  We're going to be live here for the next two hours. Thank you so much for joining us.
[06:38.000 --> 06:46.000]  Coming up later in the hour, I'm going to break down the latest fraud by the Democratic Party and their Republican cohorts
[06:46.000 --> 06:57.000]  in conference committee secretly not letting the public know what they're doing with the House and Senate versions of the health care power grab bill.
[06:57.000 --> 07:02.000]  And it clearly violates the open government rules and multiple federal laws.
[07:02.000 --> 07:07.000]  We're going to be breaking that down and covering it coming up later in the hour.
[07:07.000 --> 07:17.000]  In the second hour, I want to get into the big new developments with the naked body scanners. There's a huge public backlash going on with that right now.
[07:17.000 --> 07:25.000]  All over the United States and Europe, as well as Australia, the major airline chiefs are saying, look, the public doesn't want this.
[07:25.000 --> 07:30.000]  It wouldn't have protected us from the dreaded Christmas Day underwear bomber.
[07:30.000 --> 07:32.000]  The government admits that.
[07:32.000 --> 07:34.000]  People are already boycotting.
[07:34.000 --> 07:36.000]  It records your naked body.
[07:36.000 --> 07:42.000]  The public is now seeing the actual images of what these machines record, not just what television's showing, blurring out the genitals.
[07:42.000 --> 07:48.000]  Fox News or CNN can't show you what the actual images have because it's pornographic.
[07:48.000 --> 07:53.000]  We have them with advisories, warning people up at infowars.com.
[07:53.000 --> 07:57.000]  Clear genitals, clear breast, clear.
[07:57.000 --> 08:04.000]  And you can reverse the negative and see it in color if you like, but it's just as bad in black and white or in the negative image.
[08:04.000 --> 08:17.000]  And as we predicted, the federal government in Europe, the EU, England and the U.S. are all calling for mobile naked body scanners now driving around scanning you randomly on the street.
[08:17.000 --> 08:33.000]  There's also now a mainstream news article out of the New York Times of all places admitting that this does radiate you with X-ray type radiation and has links to major scientists openly saying that this could cause cancer.
[08:33.000 --> 08:38.000]  I mean, I've seen that in scientific journals, but to see it in the New York Times.
[08:38.000 --> 08:40.000]  But the feds don't care.
[08:40.000 --> 08:53.000]  A bunch of people in the current Homeland Security Administration and the previous one, the former head, Chertoff, is making a bunch of money as a consultant to the companies the government's buying these from.
[08:53.000 --> 08:59.000]  Talk about conflict of interest, but that's part of the course with the corruption we see in this government.
[08:59.000 --> 09:12.000]  And in England, they're trying to pass a law right now in the House of Commons because the London Guardian reports that the naked body scanners going in the airports worldwide violate child porn laws.
[09:12.000 --> 09:14.000]  So get ready to march your family through.
[09:14.000 --> 09:20.000]  In fact, I've seen video on the news and photos of families putting their children in these in the United States.
[09:20.000 --> 09:29.000]  I mean, this is worse than 1984. And now they're talking about brain scanners in the airports. That's in the Associated Press.
[09:29.000 --> 09:30.000]  Here it is.
[09:30.000 --> 09:33.000]  Mine reading systems could change air security.
[09:33.000 --> 09:35.000]  Total quackery.
[09:35.000 --> 09:39.000]  Oh, the machine says this area of your brain is lit up.
[09:39.000 --> 09:40.000]  So you must be a terrorist.
[09:40.000 --> 09:45.000]  I mean, it took decades to disprove lie detectors show that those were a quackery fraud.
[09:45.000 --> 09:47.000]  Now they're coming out with new fangled machines.
[09:47.000 --> 09:54.000]  And if you're a big defense contractor, it's not enough that the Defense Department gets more money than all 50 states combined.
[09:54.000 --> 09:59.000]  No, it doesn't matter if they're getting roughly two trillion a year on budget and off budget.
[09:59.000 --> 10:10.000]  Now they want to run the red light cameras, the license plate reading cameras, the school lunch program, thumb printers, the DMVs, systems with the real ID, national ID.
[10:10.000 --> 10:13.000]  The Pentagon is just taking over America.
[10:13.000 --> 10:20.000]  And of course, who owns the big defense contractors, the big private Federal Reserve?
[10:20.000 --> 10:30.000]  A holding company for eight member private banks, chief among them JPMorgan Chase and the investment banking firm Goldman Sachs.
[10:30.000 --> 10:36.000]  And now that brings me to our top news, most important story of the day.
[10:36.000 --> 10:44.000]  What I'm going to do is play two short clips from Fox News, from Shepard Smith and then Ed Schultz on MSNBC.
[10:44.000 --> 10:46.000]  So that you don't just think this is Alex Jones saying this.
[10:46.000 --> 10:51.000]  I mean, you hear me say this every week for 14 years on air.
[10:51.000 --> 10:53.000]  You want to know who the new world order is?
[10:53.000 --> 10:55.000]  You want to know who runs it all?
[10:55.000 --> 11:02.000]  Those eight member banks, the eight private owners of the private Federal Reserve, that's just their holding company.
[11:02.000 --> 11:05.000]  You want to know who owns the controls of defense contractors?
[11:05.000 --> 11:09.000]  You want to know who is turning our country into a living hell?
[11:09.000 --> 11:12.000]  You want to know who bankrupted our economy by design?
[11:12.000 --> 11:25.000]  That's even in McClatchy newspapers, got internal last year internal Goldman Sachs documents where they were engineering the housing bust to destroy their competition, create a bailout and get record bonuses.
[11:25.000 --> 11:28.000]  You want to know who funds the land grabbing?
[11:28.000 --> 11:39.000]  You know, the number one funders when you go read the Nature Conservancy Sierra Club, the UN, the global carbon tax, JPMorgan Chase, Goldman Sachs, number one.
[11:39.000 --> 11:43.000]  Those two are either number one or number two respectively in every major index.
[11:43.000 --> 11:44.000]  Why?
[11:44.000 --> 11:49.000]  Because under the Copenhagen plan, you will pay your taxes directly to the IMF and World Bank.
[11:49.000 --> 11:52.000]  And who do you think controls the private IMF and World Bank?
[11:52.000 --> 11:57.000]  Those are the international arms of the Federal Reserve Consortium.
[11:57.000 --> 12:05.000]  Now we've gone from reading UN documents over a decade ago and warning you about this to now it's openly in the news.
[12:05.000 --> 12:09.000]  Now you go to the Drudge Report any given day and it's got headlines.
[12:09.000 --> 12:11.000]  World government announced by head of EU.
[12:11.000 --> 12:14.000]  World government announced by Gordon Brown.
[12:14.000 --> 12:16.000]  World government announced by Barack Obama.
[12:16.000 --> 12:18.000]  World government announced by G20.
[12:18.000 --> 12:21.000]  World tax to be paid to private banks.
[12:21.000 --> 12:23.000]  You go to CNN, they say that.
[12:23.000 --> 12:25.000]  You go to the Wall Street Journal, they say that.
[12:25.000 --> 12:30.000]  But the Wall Street Journal and CNN say it's a good thing.
[12:30.000 --> 12:32.000]  The Drudge Report says it's a bad thing.
[12:32.000 --> 12:39.000]  I've got to really commend Matt Drudge and I've been commending him lately before he started linking to our stories in the last month.
[12:39.000 --> 12:43.000]  Because you go to Drudge Report now, it looks like info wars.com.
[12:43.000 --> 12:54.000]  And then I was notified Thursday that he has put a permanent link on Drudge right by the Christian Science Monitor and the Wall Street Journal and his permanent news links.
[12:54.000 --> 12:56.000]  I'm not in the blog links.
[12:56.000 --> 13:00.000]  Info wars has now been added as a permanent link to the Drudge Report.
[13:00.000 --> 13:09.000]  What does that say about how far this quote extremist or radical show has come?
[13:09.000 --> 13:11.000]  Well, we haven't gone anywhere.
[13:11.000 --> 13:13.000]  We're the same as we were 14 years ago.
[13:13.000 --> 13:15.000]  We have been proven right.
[13:15.000 --> 13:18.000]  We have been proven accurate.
[13:18.000 --> 13:27.000]  I mean, I had Colonel Anthony Schaefer of Able Danger, who exposed the fact that the government knew about the 9-11 planned attacks and let it happen on purpose, bare minimum.
[13:27.000 --> 13:30.000]  He contacted me to come on the show.
[13:30.000 --> 13:32.000]  And again, this isn't about, oh, look at my radio show.
[13:32.000 --> 13:34.000]  Look at my news websites.
[13:34.000 --> 13:35.000]  Look at my films.
[13:35.000 --> 13:36.000]  They're getting so big.
[13:36.000 --> 13:41.000]  No, that is a gauge or a sonar ping.
[13:41.000 --> 13:51.000]  And this is happening every day where people who are in government or in media who aren't globalist, who aren't new world order are now choosing sides.
[13:51.000 --> 13:56.000]  They're deciding to align themselves with info wars.com and prison planet.com.
[13:56.000 --> 13:59.000]  They're deciding to openly come out and say, you know what?
[13:59.000 --> 14:01.000]  You were right about this all along.
[14:01.000 --> 14:05.000]  Look at the LA Times and Houston Chronicle and New York Times saying Ron Paul was right.
[14:05.000 --> 14:08.000]  Seeing all the media say Ron Paul was right.
[14:08.000 --> 14:13.000]  See, what did Mark Twain say? In the beginning, a patriot is a scarce man hated and feared.
[14:13.000 --> 14:18.000]  But in time, when his cause succeeds, the time would join him because then it costs nothing to be a patriot.
[14:18.000 --> 14:20.000]  What is Ron Paul always said?
[14:20.000 --> 14:22.000]  We just tell the truth.
[14:22.000 --> 14:23.000]  We get to ridicule.
[14:23.000 --> 14:25.000]  But in the end, we get proven right.
[14:25.000 --> 14:30.000]  And maybe we can save this country and the planet from the private global corporate government.
[14:30.000 --> 14:34.000]  So that's what's happening right now.
[14:34.000 --> 14:40.000]  Is that the real nature of the planet is now being revealed.
[14:40.000 --> 14:44.000]  The way the world really works is now coming out.
[14:44.000 --> 14:52.000]  It doesn't matter if you put Democrats in, it doesn't matter if you put Republicans in because they're bought and paid for by offshore banks
[14:52.000 --> 14:57.000]  that control the issuance of currency and credit in every industrialized nation.
[14:57.000 --> 15:01.000]  They make money up out of nothing which nobody else can do.
[15:01.000 --> 15:04.000]  Then they go out and buy up the planet on the way up.
[15:04.000 --> 15:11.000]  Then when they implode the Ponzi schemes by design, they threaten the government into giving them unlimited money and power
[15:11.000 --> 15:19.000]  to get even more control over the economy or they threaten to fully create a depression and quote martial law.
[15:19.000 --> 15:23.000]  What did Henry Paulson threaten Senator Inhofe and others?
[15:23.000 --> 15:24.000]  We've played the clips here.
[15:24.000 --> 15:29.000]  They threatened it with martial law in October and then Bush leaves office.
[15:29.000 --> 15:35.000]  The banks are giving unlimited power and Obama continues everything Bush was doing
[15:35.000 --> 15:39.000]  and all the private individuals that were paying for Bush's campaigns,
[15:39.000 --> 15:45.000]  they rotate out of the private corporate sector into Obama's White House and it gets even worse.
[15:45.000 --> 15:48.000]  And the final illusion is evaporating.
[15:48.000 --> 15:54.000]  So we're going to break down the fact that old Geithner and others may be going to jail,
[15:54.000 --> 15:59.000]  maybe going to jail for their insider operations. Stay with us.
[15:59.000 --> 16:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[16:04.000 --> 16:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[16:08.000 --> 16:14.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[16:14.000 --> 16:19.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[16:19.000 --> 16:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[16:24.000 --> 16:28.000]  And now new socialist legislation is only compounding the problem.
[16:28.000 --> 16:31.000]  Number four, dangerous weather is always a threat to local grids.
[16:31.000 --> 16:35.000]  Every year, thousands of families lose their power from weather related onages.
[16:35.000 --> 16:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[16:40.000 --> 16:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[16:45.000 --> 16:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[16:51.000 --> 16:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[16:59.000 --> 17:03.000]  Hello, this is Alex Jones with some important questions.
[17:03.000 --> 17:08.000]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[17:08.000 --> 17:13.000]  My answer would be all I can get in the battle for freedom and the lives of your loved ones.
[17:13.000 --> 17:17.000]  Food is your only ammunition. How much do you want? When do you want it?
[17:17.000 --> 17:22.000]  Now or after the battle starts, when will you need it? Can you buy it without proper identification?
[17:22.000 --> 17:25.000]  Will there be any food? Will it make your children sick?
[17:25.000 --> 17:30.000]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[17:30.000 --> 17:34.000]  You wipe out all these problems if you have a good food supply.
[17:34.000 --> 17:40.000]  Food is your ammunition to fight for your freedom and your life. How much will you need? We don't know.
[17:40.000 --> 17:43.000]  How much do you want? All you can get. I'm Alex Jones.
[17:43.000 --> 17:50.000]  I want all of you good guys to live to fight another day. Call 1-800-409-5633
[17:50.000 --> 18:12.000]  or check it out on the web at eFoodsDirect.com. Again, that number 1-800-409-5633.
[18:20.000 --> 18:30.000]  Order now and claim your water independence today by calling Ecolablu at 1-800-691-6043.
[18:51.000 --> 18:58.000]  Or visit Ecolablu on the web at www.ecoloblu.com today.
[18:58.000 --> 19:03.000]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[19:03.000 --> 19:07.000]  Number 1, new climate legislation could easily double or triple your electric bill.
[19:07.000 --> 19:13.000]  Number 2, our new energy czar wants to control how much power your electric company allows you to have.
[19:13.000 --> 19:19.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[19:19.000 --> 19:23.000]  Number 3, in some areas of the country, the power grid is dangerously overloaded.
[19:23.000 --> 19:27.000]  And now, new socialist legislation is only compounding the problem.
[19:27.000 --> 19:30.000]  Number 4, dangerous weather is always a threat to local grids.
[19:30.000 --> 19:34.000]  Every year, thousands of families lose their power from weather-related onages.
[19:34.000 --> 19:39.000]  Number 5, a solar power generator provides powerful backup insurance and peace of mind.
[19:39.000 --> 19:44.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[19:44.000 --> 19:50.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[19:50.000 --> 20:10.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[20:10.000 --> 20:22.000]  Monday through Friday, 11 a.m. to 3 p.m. Central. I'm here live back Sundays with an abbreviated transmission.
[20:22.000 --> 20:29.000]  4 to 6 p.m. Central, thank you so much for joining us. Your calls are coming up in the next segment.
[20:29.000 --> 20:32.000]  What do you think should be done to little Timmy Geithner?
[20:32.000 --> 20:39.000]  The mainstream media is saying he's not long for this world politically, that he'll be removed from the head of the treasury.
[20:39.000 --> 20:46.000]  But should we just blame Tim Geithner when he's only a bag man for the private shareholders of the Federal Reserve?
[20:46.000 --> 20:51.000]  And here's the issue. The banks have stolen $28 trillion.
[20:51.000 --> 20:58.000]  Bloomberg reported last year it was $23.7 trillion. Now it's over $4 trillion added that they have stolen
[20:58.000 --> 21:08.000]  and then handed out to private central banks globally, while at the same time the Federal Reserve has given the order to not lend to the general public.
[21:08.000 --> 21:15.000]  Why are they doing that? Because they want to destroy the economy, to force you deeper into debt, to bankrupt the states,
[21:15.000 --> 21:21.000]  so that they, the big central banks, can loan to institutional investors and the government.
[21:21.000 --> 21:27.000]  That's right. The private central banks loan back the money that the federal government gives them.
[21:27.000 --> 21:34.000]  And the banks also leverage it 10 to 1 conservatively through fractional reserve banking.
[21:34.000 --> 21:42.000]  Before I get into all of this, I want to be clear with everybody, just like a few months ago I went completely wild on air,
[21:42.000 --> 21:48.000]  even pop champagne, never done that before, to signify to everyone so people would pay attention,
[21:48.000 --> 21:54.000]  that the climate gate emails proving that the UN knows that man-made global warming isn't real,
[21:54.000 --> 21:58.000]  that climate change is natural, that it gets hotter, that it gets colder,
[21:58.000 --> 22:03.000]  and that they want to tax carbon dioxide and all human activity for a global government.
[22:03.000 --> 22:07.000]  And we got their own internal emails. Now more documents have come out.
[22:07.000 --> 22:15.000]  Ben Sander, the head scientist for the IPCC, admitting that they excised their own report where their own scientists said
[22:15.000 --> 22:19.000]  man wasn't contributing to global warming or climate change.
[22:19.000 --> 22:25.000]  And I told you that was big, that that may kill Copenhagen, the open announcement for a treaty to be signed
[22:25.000 --> 22:32.000]  between all the nations of the earth to set up a private global government made up of the private banks.
[22:32.000 --> 22:36.000]  This situation with Geithner is just as big.
[22:36.000 --> 22:42.000]  99% of Americans in Gallup poll were against the banker bailout of October 3rd, 2008.
[22:42.000 --> 22:49.000]  A year and several months, what a year and three months later, we are looking at 28 trillion plus stolen domestically.
[22:49.000 --> 22:57.000]  We're looking at governments worldwide refusing to pay this private debt to the banks that was made through fraud.
[22:57.000 --> 23:05.000]  And now that the public learns more of the scam, and now as open discussions are held on national television
[23:05.000 --> 23:09.000]  by the controlled right and control left, the system is on the run.
[23:09.000 --> 23:15.000]  People aren't just talking about Barack Obama or John McCain or Sarah Palin or other distractions.
[23:15.000 --> 23:19.000]  These people are front puppets. They're talking about the real power structure.
[23:19.000 --> 23:26.000]  People say who is the new world order? It is the private central banks that make money out of nothing backed up with our tax money.
[23:26.000 --> 23:33.000]  And here's the big issue. They now want that 28 trillion paid back that the government gave to the banks.
[23:33.000 --> 23:40.000]  And so now they're announcing new sales taxes they want nationally and excise taxes and value added taxes.
[23:40.000 --> 23:47.000]  And now we've got to have these new taxes and they've got controlled opposition like Glenn Beck and Bill O'Reilly
[23:47.000 --> 23:52.000]  every time I see their show saying, oh, we've got to pay this debt off. We've got to have a big tax.
[23:52.000 --> 23:58.000]  Iceland saying no. Poland saying no. Greece is saying no. The people are saying it's a scam.
[23:58.000 --> 24:06.000]  We as the American people need to arrest these made off types and not pay them this money. We're bankrupt.
[24:06.000 --> 24:13.000]  Obama has spent more money in less than a year than all presidents previously before him.
[24:13.000 --> 24:16.000]  You thought George Bush was bad tripling the size of government in eight years.
[24:16.000 --> 24:23.000]  Obama quadrupled it in less than a year. That's official congressional budget office numbers.
[24:23.000 --> 24:29.000]  These are criminals. This is criminal. I mean, in my film, fall the republic.
[24:29.000 --> 24:34.000]  In the documentary of the Obama deception, the two I released last year, I tell you how it's a scam.
[24:34.000 --> 24:42.000]  I tell you how AIG was used as a holding company for the 200 plus billion dollars they got that they then paid out to Goldman Sachs
[24:42.000 --> 24:50.000]  and others for bonus money. It was the holding company. That's why Geithner and that's why Paulson
[24:50.000 --> 24:58.000]  and that's why Bernanke paid it to AIG because they were all former heads or deputy heads of Goldman Sachs.
[24:58.000 --> 25:03.000]  And I have the clips in Congress of Paulson. This is bipartisan criminality.
[25:03.000 --> 25:08.000]  You're not going to fix it just arresting or inditing or firing Geithner.
[25:08.000 --> 25:14.000]  Paulson got asked in the House and Senate banking committees, where is the trillions?
[25:14.000 --> 25:24.000]  And he said, I won't tell you. And they said, okay, you yourself got 200 million plus dollars in bonuses from Goldman Sachs
[25:24.000 --> 25:29.000]  that you formerly headed. And who gave you the authorization to give yourself money?
[25:29.000 --> 25:34.000]  And he said, the Treasury Department gave me a waiver and they said, who is the head of the Treasury Department?
[25:34.000 --> 25:43.000]  Well, I am. You can't have Goldman Sachs executives in the government giving themselves hundreds of millions of dollars a piece.
[25:43.000 --> 25:52.000]  It's criminal. And they did it all by designed to destroy Bear Stearns and others, their competition, Lehman Brothers.
[25:52.000 --> 25:58.000]  And that all came out in their internal emails in the five part series on the Clutching Newspapers two months ago.
[25:58.000 --> 26:06.000]  And I got the writer on the show. We have these people red handed. The fact that he ordered them, the fact that Geithner ordered
[26:06.000 --> 26:15.000]  AIG and others not to tell the public who they were paying the money to Kim directly to him directly to him.
[26:15.000 --> 26:21.000]  This is all folks. Every regulatory position of any power is run by Goldman Sachs.
[26:21.000 --> 26:28.000]  They are the piloting group of the banks. They were chosen in the last 20 years before it was JPMorgan Chase and a few others.
[26:28.000 --> 26:32.000]  But they almost have no power in this. I mean, they're involved in all of it.
[26:32.000 --> 26:38.000]  But the main culprits, because when you're doing a criminal operation, you got to have a small group to keep it contained.
[26:38.000 --> 26:41.000]  It's all Goldman Sachs people.
[26:41.000 --> 26:47.000]  Okay, let's let's let's go to what Fox News is saying about the criminality.
[26:47.000 --> 26:53.000]  And I'll play what Ed Schultz had to say briefly. The full clips are up on infowars.com, but I'm going to play just a little bit here.
[26:53.000 --> 27:01.000]  Here is a Friday evening. This is Judge Napolitano, the best guy on Fox, comes on this show routinely. He is a real patriot, folks.
[27:01.000 --> 27:18.000]  And here he is telling you the truth. Here it is.
[27:31.000 --> 27:41.000]  Bloomberg News reports that the New York Fed told AIG to withhold details from the public about its payments to banks.
[27:41.000 --> 27:51.000]  It reports AIG wrote in a draft that it paid banks, including Goldman Sachs, every penny on the dollar for toxic credit default swaps.
[27:51.000 --> 27:57.000]  Those are insurance-like contracts for financial institutions that aren't regulated and don't have to be backed by cash.
[27:57.000 --> 28:03.000]  The New York Fed crossed that line out of the report, according to reports citing emails between the two companies.
[28:03.000 --> 28:07.000]  With us now to help explain this, and what the legal ramifications are, Judge Ed and Napolitano.
[28:07.000 --> 28:10.000]  I got to tell you, I just read all of that. I didn't read it very well, and I don't understand it.
[28:10.000 --> 28:11.000]  I think you read it quite well.
[28:11.000 --> 28:13.000]  I didn't read it well. Would you help us understand?
[28:13.000 --> 28:25.000]  Sure. Tim Geithner was the president of the New York Federal Reserve Bank in the fall of 2008, when the Federal Reserve and the Treasury and the White House and the Congress decided to bail out AIG.
[28:25.000 --> 28:30.000]  In the process of that bailing out of AIG, many, many documents were exchanged.
[28:30.000 --> 28:32.000]  If you went to the bank to borrow money, you'd have to fill out documents.
[28:32.000 --> 28:35.000]  All right, stay there. We're going to come back and play about a minute more of that.
[28:35.000 --> 28:59.000]  Then I'm going to play what Ed Schultz had to say, and the White House, like Nixon, may have been caught red-handed. Stay with us.
[28:59.000 --> 29:05.000]  Hi, folks. This is Alex Jones, and I want to tell you about the Silver Lungs Generator.
[29:05.000 --> 29:14.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[29:14.000 --> 29:19.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[29:19.000 --> 29:30.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[29:30.000 --> 29:40.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[29:40.000 --> 29:53.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple. Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[29:53.000 --> 30:01.000]  That's www.silverlungs.com.
[30:01.000 --> 30:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[30:08.000 --> 30:13.000]  As we're finishing off this agenda, we're pulling the rug from underneath Americans at home.
[30:13.000 --> 30:19.000]  I've turned a tremendous influence on our president in Congress and they really are calling the shots.
[30:19.000 --> 30:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[30:24.000 --> 30:34.000]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[30:34.000 --> 30:41.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches and the Congress is saying, who do we make the check out to?
[30:41.000 --> 30:48.000]  Today seems like nobody does care and right now in Washington D.C. we have seen a fall of the Republic.
[30:48.000 --> 31:08.000]  Get your copy of Fall of the Republic on DVD at infowars.com or watch it online right now at superhighqualityatprisonplanet.tv.
[31:18.000 --> 31:23.000]  Now or after the battle starts, when will you need it? Can you buy it without proper identification?
[31:23.000 --> 31:31.000]  Will there be any food? Will it make your children sick? If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
