[00:00.000 --> 00:25.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[02:59.000 --> 03:07.000]  So the answer is, don't guarantee them. The answer is, don't guarantee them. And then that way, these things don't get propped up.
[03:07.000 --> 03:15.000]  And that seems like common sense, but derivatives are now worse than they were six years ago in 2008 with the so-called banker bailout.
[03:15.000 --> 03:21.000]  So that's all coming up today. That's just some of the news I have there.
[03:21.000 --> 03:26.000]  I had a little stack of corruption news I want to illustrate and tie together.
[03:26.000 --> 03:39.000]  And then the really big news, Obama is fully race baiting. That is the globalist strategy of false flag is a cold race war in this country starting to go hot.
[03:39.000 --> 03:49.000]  And government, the pinheads up in the ivory towers trying to scapegoat the police and make them the end all be all villains.
[03:49.000 --> 03:56.000]  And believe me, I got a lot of problems with the police, foremost, the globalist engineering of them.
[03:56.000 --> 04:06.000]  But when the mainstream media wants to scapegoat the police, when they zig-izag, ladies and gentlemen, and I see these comments on info wars,
[04:06.000 --> 04:12.000]  it's a minority of comments, but they say things like, why are you suddenly supporting the police?
[04:12.000 --> 04:20.000]  There were cases of cops getting hit with bottles and rocks and shot at again and run over by cars and crowds chanting in Denver.
[04:20.000 --> 04:25.000]  Hit them again, hit them again.
[04:25.000 --> 04:35.000]  Two wrongs don't make a right. Just because the police are being militarized, trained to see us as the enemy doesn't mean then we all then just turn into complete animals
[04:35.000 --> 04:44.000]  and say that all the police deserve to die. That's what the globalist want. And I know I harp on this, but I've seen this coming for a long time.
[04:44.000 --> 04:55.000]  And it's here. It's here. And if we can stop it and defuse it, it'll be a big blow against the globalist because you can see they are full court press.
[04:55.000 --> 04:59.000]  We want to change the police, not kill the police.
[04:59.000 --> 05:10.000]  The average person's life is filled with unexpected challenges. Unlock the energy it takes to defeat these daily beasts with super male or super female vitality,
[05:10.000 --> 05:19.000]  specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[05:19.000 --> 05:29.000]  Supercharge and conquer your world at EnforceLife.com or call 188-253-3139.
[05:50.000 --> 06:16.000]  Crashing through the lies and disinformation, it's Alex Jones
[06:16.000 --> 06:20.000]  on the GCN Radio Network.
[06:33.000 --> 06:41.000]  It is Sunday, ladies and gentlemen, the 7th day of December 2014. I'm your host, Alex Jones.
[06:41.000 --> 06:49.000]  We're here every Sunday live, 4-6 p.m. Central. And then, of course, we have the live weekday broadcast, 11 a.m. to 2 p.m. Central Standard Time.
[06:49.000 --> 07:00.000]  The news websites are prisonplanet.com and infowars.com because we're fighting the construction of a prison planet using the truth via the Info War.
[07:00.000 --> 07:04.000]  We will have open phones tonight after I go through a bunch of the top stories.
[07:04.000 --> 07:10.000]  I'll also tell you about some of the breaking news and analysis we're going to be going over in the second hour as well.
[07:10.000 --> 07:20.000]  The engineered cold race war that's now beginning to go hot is going into high gear right now in Obama's last two years.
[07:20.000 --> 07:29.000]  We've been calling this the last year in articles and special reports on the radio and television at infowars.com.
[07:29.000 --> 07:32.000]  And now it's happening. We're going to be breaking that down.
[07:32.000 --> 07:43.000]  Really good news on the realignment that's happening politically. There's also a poison lining to this very pretty fluffy cloud.
[07:43.000 --> 08:06.000]  Dim's final insult, Landru crushed Politico. Cassidy trounces incumbent with Republicans set to control 54 seats in the next Congress. A major referendum against Obamacare, the total amnesty, shutting off the power plants, going after the guns, all of it.
[08:06.000 --> 08:16.000]  Here's the problem. The Republicans have a huge majority in the House, a juicy majority now with 54 seats in the Senate.
[08:16.000 --> 08:28.000]  And when they come back in January, Mitch McConnell, Joe Boehner, all of them, just calling Joe Boehner, Joe Biden, the same person, being sarcastic.
[08:28.000 --> 08:48.000]  Speaker of the House Boehner and others are going to go right along with Obama and not repeal Obamacare, not repeal a bunch of anti-defense gun control garbage, not fight all these executive orders, not really fight Obama when it comes to open borders.
[08:48.000 --> 09:07.000]  They are just going to allow Boehner and McConnell and all of them in the Republican leadership the entire agenda to continue on when they were just given one of the biggest majorities in the last hundred plus years that the Republican Party has had.
[09:07.000 --> 09:29.000]  And you've got a bunch of blue blood Rhino Republicans riding herd, perched on top of the entire situation, half of the Democrats that voted for Obamacare in the Senate and a bunch of Republicans that voted for it as well are no longer in the Senate.
[09:29.000 --> 09:43.000]  Let's just get into this now. Last of Senate's deep South Democrats defeated AP Republicans tie Landry lost to Hillary. Hillary Clinton has lost that new car smell.
[09:43.000 --> 09:59.000]  I don't think she ever had a new car smell unless it was a new car taken to the drive in and vomited in by 100 teenagers or had a bunch of dead possums in the trunk. That's the only smell I can see coming out of Hillary.
[09:59.000 --> 10:15.000]  We got to spiritually see the smell. Half of senators who voted for Obamacare won't be part of new Senate. There's the roll call of that. Lost and replaced by a Republican. Mark Begich.
[10:15.000 --> 10:30.000]  Senator Mark Pryor, Arkansas. Mark Udall, Colorado, Kay Hagan, North Carolina, all Democrats, Mary Landry, Louisiana.
[10:30.000 --> 10:46.000]  The list goes on and on. Fine gold, Wisconsin, Blanche, Lynn Colon in Arkansas, Arlen Specter, Democrat, Pennsylvania. He's been gone a while and dead a while, but there's listing them. J. Rockefeller gone, Max Baucus gone,
[10:46.000 --> 11:08.000]  Tim Johnson gone, Tom Harkin gone, Ben Nelson gone, Byron Dorgan gone, gone gone. I mean, I'm not going to read the whole giant list, but it doesn't matter because John Boehner or Joe Biden Boehner and Mitch Barack Hussein, Obama, McConnell
[11:08.000 --> 11:24.000]  say, hey, we're not going to stop the amnesty. Hey, we're not going to stop Obamacare. We'll do some lawsuit that does nothing. Hey, we're not going to hold back the funds. Hey, we're not going to stop all these executive orders banning the importation of guns and ammo.
[11:24.000 --> 11:40.000]  Hey, we're not going to go and sanction the White House and the Justice Department for Fast and Furious. You know what? The big banks and the foreign interests that run this country, they like what we've done. And so you know what we're going to do? We're going to continue the course.
[11:40.000 --> 11:56.000]  And so what if we even get voted out later? It'll just be replaced by more people we can co-opter blackmail. But this political realignment is so big. And the people are coming together across the board against tyranny. What do you do?
[11:56.000 --> 12:14.000]  You're a spade. And if the public's mad at the government and government has a 7% approval rating in Gallup, Congress is seen as government in general, a faceless, nameless group. 7% approval rating Gallup. It's been that for about a year. Used to be like 12, 13 points. That was the previous record low.
[12:14.000 --> 12:36.000]  It's 7% right now. So what are they going to do? What's seen as the face of the government by the general public, about half of which know about fantasy football and know about Victoria's Secret and know how to drink beer or have a good time but don't know how the world works?
[12:36.000 --> 12:55.000]  Think it's fun and think it gives them an advantage not to care? Who is seen with all the corrupt laws and all the bureaucracy? Who is seen as the face of the government? The police.
[12:55.000 --> 13:11.000]  And so you're now going to see a full-on war on the police who are federalized and globalized. That is, the feds are run by a globalist interest under UNESCO treaties. I mean, go read it. They're being federalized. The feds themselves controlled.
[13:11.000 --> 13:28.000]  So might as well just have them be UN peacekeepers. And so what they're doing in a lot of cases is really bad. The change in policing on average is really bad. They do get away with a lot of bad stuff. There's a lot of villains in there but there's a lot of good people in there and that's not where the problem is stemming from.
[13:28.000 --> 13:49.000]  It's stemming from us letting foreign special interests run this country like a dumping ground or something. The Wild Wild West of corruption. We're being looted seven ways to Sunday right now. Pension funds have already been stolen. You just haven't been given the word yet.
[13:49.000 --> 14:18.000]  It's starting to be announced. The country's signed on to 1,000 of 2,000 trillion, 2 quadrillion that have been created. The looting is going on. And even financial publications admit elites everywhere are cheating even more than ever knowing that they've got to run to Luxembourg or Switzerland or the Cook Islands or to Costa Rica or to Grand Cayman or to, you know, all those other islands before it all goes down.
[14:18.000 --> 14:32.000]  So the bank robbers have already left the building and now they just want us to have a shootout with the police and say they robbed the bank.
[14:32.000 --> 14:51.000]  And then you have a civil war on your hands, a nice rearguard action. While we're all busy killing each other in race wars and wars with the police, that might even go well for the globalist overseas. They don't want our legitimate form of government to operate so they can ever be brought to justice.
[14:51.000 --> 15:02.000]  They don't want us ever getting control of the government. So the best way to have the people in government fight with each other and have the fight to take the government over be violent so that's not successful because we're winning the Info War.
[15:02.000 --> 15:10.000]  We're going to take the government back. The globalists are going to be smoked out of their holes.
[15:10.000 --> 15:21.000]  Globalists all the time and corrupt dictators and third world generals and first world corrupt capos and former presidents, prime ministers, they're always getting indicted and getting in trouble down the road. They know that.
[15:21.000 --> 15:37.000]  That's why they want a planetary government so that they're above the law and can never get in trouble. But to get that, they've got to destabilize nation states that the globalists have already leveraged out and financially bankrupt so they can blame civil wars and unrest for why those countries fall,
[15:37.000 --> 15:42.000]  whether it's in Europe, the Middle East, Asia or the United States or the rest of North America.
[15:42.000 --> 15:54.000]  This is a formulae that's in the IMF and World Bank documents. Joseph Sticklet, former head of the World Bank Economy Office, has come on the show and talked about it. That's why I've predicted everything that's happening because I didn't predict it.
[15:54.000 --> 16:00.000]  It's all in their own battle plan.
[16:00.000 --> 16:11.000]  When I first got online, I've seen the price of the X2 and the DNA force. I was a little hesitant, but I pulled the trigger on it. It has changed my life. I've been taking it for about 24 days now, counting the weight, staying in shape.
[16:11.000 --> 16:15.000]  InfoWarsLive.com. You've heard the callers of the show.
[16:15.000 --> 16:24.000]  Several months back, I started taking your nation iodine and your supermail. Prior to this, I was barely walking. Now I'm able to function and heal them again.
[16:24.000 --> 16:33.000]  Whether it's survival shield, nascent iodine or DNA force, supermail vitality, superfemale vitality, lung cleanse, fluoride shield, oxy powder.
[16:33.000 --> 16:42.000]  I believe that all of these products will blow you away like they've done the thousands of other customers that have visited InfoWarsLive.com.
[16:42.000 --> 16:48.000]  The X2, just amazing what it's able to do to actually detoxing the body. It's great stuff.
[16:48.000 --> 16:59.000]  If I'm going to promote something, it's got to be something I personally use and that I believe in. Check out InfoWarsLive.com today and the entire line of groundbreaking, cutting edge, hard core products.
[17:19.000 --> 17:29.000]  Now, InfoWarsLive.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive, perfected process.
[17:29.000 --> 17:40.000]  Secret 12 is a binary of nutrimental grade, bioavailable, coenzyme forms of B12, methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[17:40.000 --> 17:47.000]  Secret 12 is simply taken by mouth, right on the tongue and then swallowed. No needles, no injections. Don't take my word for it.
[17:47.000 --> 17:59.000]  Try it for yourself. Discover the secret. Secret 12. Secure your revolutionary Secret 12 formula right now at InfoWarsLive.com or call 888-253-3139.
[18:18.000 --> 18:21.000]  Prime-directed discredit Alex Jones.
[18:21.000 --> 18:24.000]  Jones is the wildly popular conspiracy theory.
[18:24.000 --> 18:27.000]  A popular conspiracy theory talk show called InfoWars.
[18:27.000 --> 18:29.000]  Alex Jones is now in an Austin jail.
[18:29.000 --> 18:31.000]  These people are assaulting us.
[18:31.000 --> 18:33.000]  Targeting of patriots engaged.
[18:33.000 --> 18:40.000]  They are never going to stop. They're never going to deviate from their program until we stop them.
[18:40.000 --> 18:50.000]  Block Free.
[18:50.000 --> 18:52.000]  You've got to set your eye on the enemy.
[18:52.000 --> 18:54.000]  Not worry about what propaganda they put out.
[18:54.000 --> 19:00.000]  Intellectually, it's begun. You can fail it.
[19:00.000 --> 19:06.000]  As the year is coming to a close, we all pause to reflect on what's happened in the past year.
[19:06.000 --> 19:09.000]  We take a step back and thank God for what we have.
[19:09.000 --> 19:12.000]  I'm David Hall, founder of Diamond Gusset Jeans.
[19:12.000 --> 19:18.000]  At Diamond Gusset, we are celebrating the brush fires of liberty that are spreading across this great nation.
[19:18.000 --> 19:21.000]  Another thing we are celebrating is you.
[19:21.000 --> 19:27.000]  Without the valued listeners of Alex Jones and our loyal customers, we wouldn't be here today.
[19:27.000 --> 19:30.000]  We offer a wonderful online shopping experience.
[19:30.000 --> 19:35.000]  If you receive a pair that doesn't fit, send them back and we'll exchange them at no cost to you.
[19:35.000 --> 19:45.000]  Beat the shopping rush by visiting us at gusset.com and join our e-mail newsletter to receive some great holiday discounts.
[19:45.000 --> 19:51.000]  And paying no attention to political correctness, Diamond Gusset wants to wish you all a merry Christmas.
[19:51.000 --> 20:06.000]  Thanks for believing in our dream, the original 100% American-made Diamond Gusset Jean.
[20:21.000 --> 20:25.000]  You are listening to an Infowars.com frontline report.
[20:25.000 --> 20:29.000]  It's Alex Jones.
[20:29.000 --> 20:35.000]  The old rule of empires is to divide and conquer the people.
[20:35.000 --> 20:41.000]  President Obama is basically turning the presidency into a dictatorial office.
[20:41.000 --> 20:43.000]  That does not mean he'll remain in office.
[20:43.000 --> 20:48.000]  It means that he's turning the office into an elected dictator position.
[20:48.000 --> 20:54.000]  And Congress, while giving lip service against it, the leadership is going along with it.
[20:54.000 --> 20:57.000]  So it's good that the electorate is waking up.
[20:57.000 --> 21:02.000]  It's good that shows like mine are seen as more and more mainstream.
[21:02.000 --> 21:09.000]  And the conspiracy theory labels being replaced with, wow, these people are informed.
[21:09.000 --> 21:11.000]  So it's now a badge of honor.
[21:11.000 --> 21:21.000]  It doesn't throw the public off that the so-called authority figures of dinosaur media and corrupt government tell you, oh, don't listen to them.
[21:21.000 --> 21:23.000]  They're conspiracy theorist.
[21:23.000 --> 21:29.000]  Obamacare is going to cut the price of your health care down to nothing or the cost of a phone bill.
[21:29.000 --> 21:31.000]  Oh, don't worry.
[21:31.000 --> 21:33.000]  We're not coming after your guns.
[21:33.000 --> 21:35.000]  Oh, don't worry.
[21:35.000 --> 21:36.000]  We're your friends.
[21:36.000 --> 21:37.000]  Don't worry.
[21:37.000 --> 21:39.000]  Be happy.
[21:39.000 --> 21:44.000]  They want you to be asleep so they can rob you.
[21:44.000 --> 21:46.000]  And Obama has gone on BET.
[21:46.000 --> 21:48.000]  He's gone on CNN.
[21:48.000 --> 22:08.000]  I mean, every week, he and the outgoing attorney general are running around promoting racism, which by and large in just everyday life doesn't touch Americans like the discrimination of foreign banks running our government and
[22:08.000 --> 22:11.000]  signing us on to 2,000 trillion in fake derivatives.
[22:11.000 --> 22:17.000]  And there's new news on that today.
[22:17.000 --> 22:25.000]  The banksters are trying to ram through new derivatives bailout in budget legislation.
[22:25.000 --> 22:27.000]  So what do they have?
[22:27.000 --> 22:33.000]  They can play us off against each other, have the Democratic Party stir up some riots around the country.
[22:33.000 --> 22:38.000]  Police being above the law and abusive in some areas certainly is a real problem.
[22:38.000 --> 22:40.000]  That's one of the biggest topics we cover.
[22:40.000 --> 22:54.000]  But when you see a PR rollout to demonize people in uniform period being pushed by the White House, the Justice Department, MSNBC, CNN, CBS, ABC, NBC, it's everywhere.
[22:54.000 --> 23:04.000]  Race, race, race, and whites are racist, and the police are racist, and they need to, you know, get it.
[23:04.000 --> 23:13.000]  And the Denver Post with the headline, and we've got video of this, cops get hit by a car at a demonstration, and the crowd starts chanting, hit him again, hit him again.
[23:13.000 --> 23:15.000]  That is mindlessness.
[23:15.000 --> 23:27.000]  We've got a comment on Info Wars in our article with the video of that happening yesterday, and the commenter, one of thousands in there, you know, are saying, hey, what are you doing defending the police, Alex?
[23:27.000 --> 23:29.000]  What's this flip-flopping?
[23:29.000 --> 23:39.000]  And then a commenter under said, they look at each case and try to report who they believe is in the wrong and who is in the right.
[23:39.000 --> 23:42.000]  They don't mindlessly pick one side or the other.
[23:42.000 --> 23:52.000]  And that comment, I can't even take a screenshot of it with my phone, that comment illustrated basically everything.
[23:52.000 --> 24:02.000]  Mob rule, gang mentality, I'm a Republican, I'm a Democrat, I'm black, I'm white, I'm a woman, I'm a man, I'm gay, I'm straight.
[24:02.000 --> 24:13.000]  They're using identity politics because the public doesn't have any identity when it comes to private property, when it comes to family, when it comes to history, when it comes to honor.
[24:13.000 --> 24:23.000]  The public in the West has had their culture, and then the West conservatively had the dominant culture the last 400 years.
[24:23.000 --> 24:28.000]  The West was the model worldwide of culture.
[24:28.000 --> 24:30.000]  Everyone adopted it.
[24:30.000 --> 24:32.000]  And why did they adopt it?
[24:32.000 --> 24:34.000]  Because it was better.
[24:34.000 --> 24:41.000]  And I've always said, a velvet revolution of ideas, those usually succeed if you have the better ideas.
[24:41.000 --> 24:50.000]  No army can stop an idea whose time has come to quote French statesman Victor Hugo.
[24:50.000 --> 24:57.000]  But see, as we lose our culture, because a strong virtuous culture, compared to other cultures, wasn't perfect,
[24:57.000 --> 25:07.000]  isn't good for a ruling corrupt elite that are engaged in fraud, shenanigans, and an economy of parasitic garbage.
[25:07.000 --> 25:11.000]  They don't want you knowing about divide and conquer, or gayling and dialectics, or Delphi techniques.
[25:11.000 --> 25:14.000]  They don't want you knowing how they're manipulating you.
[25:14.000 --> 25:24.000]  They want you with childlike minds of a three-year-old believing that Santa Claus is real, believing that when you go to a magician's show, that it's real.
[25:24.000 --> 25:28.000]  The only thing real is the assistant and those garter belts.
[25:28.000 --> 25:31.000]  Ladies and gentlemen, nothing else is real.
[25:31.000 --> 25:33.000]  There's a hidden trap door in the table.
[25:33.000 --> 25:35.000]  That's where the rabbit's at.
[25:35.000 --> 25:37.000]  He didn't really pull it out of the hat.
[25:37.000 --> 25:39.000]  And do you want to call me a conspiracy theory for saying that?
[25:39.000 --> 25:45.000]  I can read the legislation of Obamacare, and I read the subsections with the death panels.
[25:45.000 --> 25:47.000]  Now people are learning about the death panels.
[25:47.000 --> 25:50.000]  Now you're learning about the doubling and tripling of prices.
[25:50.000 --> 25:53.000]  You could have gone to the document.
[25:53.000 --> 26:01.000]  Instead of sitting there saying, I was a conspiracy theorist, and still they play more games.
[26:01.000 --> 26:05.000]  They'll declare strawman victories against those of us that tell the truth.
[26:05.000 --> 26:09.000]  As our support rises, as their falls, they will announce we're defeated.
[26:09.000 --> 26:20.000]  As Ted Cruz races ahead to the leadership position of the Republican Party, neck and neck with Rand Paul and Governor Rick Perry.
[26:20.000 --> 26:22.000]  That's the three guys at the head of it right now.
[26:22.000 --> 26:24.000]  Two of them good, one of them...
[26:24.000 --> 26:30.000]  Well, former Democrat and a globalist, Rick Perry, but that's a side issue.
[26:30.000 --> 26:35.000]  They have Time Magazine and others constantly write the same article that he's been discredited, and he's a joke.
[26:35.000 --> 26:40.000]  Ted Cruz, because his numbers go up and up and up, and because he was right about Obamacare.
[26:40.000 --> 26:42.000]  See, those are the games they play.
[26:42.000 --> 26:48.000]  And that's just one example I use that are constant to manipulate you.
[26:48.000 --> 26:51.000]  And only if you're being weak-minded can it work.
[26:51.000 --> 26:56.000]  The minute you start getting informed, it's over for them.
[26:56.000 --> 27:00.000]  So they are going into full court press to get us all fighting with each other.
[27:00.000 --> 27:10.000]  They're going to blame the local police for police brutality after they activate violent elements within these demonstrations that are demonstrating about legitimate things in many cases.
[27:10.000 --> 27:20.000]  Then the feds will come in and further federalize local police while posing as saviors, making the federal government look like angels when they are the authors of almost all of our problems.
[27:20.000 --> 27:26.000]  And they themselves are nothing but an occupational government seized by foreign interest on record.
[27:26.000 --> 27:30.000]  Let's go to Obama on BET Spreadin' the Hate.
[27:30.000 --> 27:45.000]  When you're dealing with something as deeply rooted as racism or bias in any society, you've got to have vigilance, but you have to recognize that it's going to take some time and you just have to be steady.
[27:45.000 --> 27:49.000]  That's changing the subject, Obama.
[27:49.000 --> 27:57.000]  That's changing the subject. Why is black unemployment double what it was seven years ago?
[27:57.000 --> 28:01.000]  Why is the black prison population bigger than it was seven years ago?
[28:01.000 --> 28:05.000]  I mean, you claim that you're going to deliver all this great stuff.
[28:05.000 --> 28:11.000]  Why don't you stop lying to people and explain to them government can't deliver anything but slavery long-term?
[28:11.000 --> 28:16.000]  And we're now long-term. We've been in big government a long time. It's now delivering the end game.
[28:16.000 --> 28:22.000]  You can rob and redistribute for a while, but after that, it doesn't work anymore.
[28:22.000 --> 28:33.000]  They only give us a little bit of welfare to get us addicted and domesticated, like the crack dealer gives you a little bit of drugs up front so that you are under their thumb so you won't even care they're selling us out to foreign interest.
[28:33.000 --> 28:52.000]  I'm going to give the number out right now. First-time callers today, 877-789-ALAX. I'd love to hear from you. We're live on the 7th day of December, 877-789-2539-8777-789-ALEX, prisonplanet.com and infowars.com are the news websites.
[28:52.000 --> 29:00.000]  We've got a ton of news coming up as they try to stoke a civil war in America. Stay with us.
[29:00.000 --> 29:09.000]  The experts are clear. Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[29:09.000 --> 29:14.000]  But I go further with Super nascent iodine X2 from infowarseline.com.
[29:14.000 --> 29:23.000]  50% stronger than our original and revolutionary nascent iodine formula, coming from a deep earth crystal source that no other supplier has.
[29:23.000 --> 29:28.000]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[29:28.000 --> 29:35.000]  Not our iodine, it comes from over 200 million-year-old crystal salt deposits and is tested and proven to be completely pure.
[29:35.000 --> 29:45.000]  Visit infowarseline.com today. See the informational videos, read the information they're compiled, and for a limited time, when you use promo code NOW at checkout,
[29:45.000 --> 29:50.000]  you get an additional 5% off the entire family of infowarseline.com products.
[29:50.000 --> 29:59.000]  Secure your survival shield X2 today at infowarseline.com or call toll-free 888-253-3139.
[30:20.000 --> 30:25.000]  Infowars are the most dangerous time of year in North America when it comes to you and your family's health.
[30:25.000 --> 30:35.000]  Infowarseline.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at infowarseline.com.
[30:35.000 --> 30:42.000]  Now, Infowarseline.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[30:42.000 --> 30:47.000]  Now, more than ever, it's important to stock up on high-quality silver bullet from Infowarseline.com
[30:47.000 --> 30:52.000]  and to help others during Christmas by teaching them about the powerful benefits of silver.
[30:52.000 --> 31:18.000]  Secure your silver bullet today at infowarseline.com or by calling toll-free 888-253-3139.
[31:22.000 --> 31:34.000]  The average person's life is filled with unexpected challenges.
[31:34.000 --> 31:41.000]  Unlock the energy it takes to defeat these daily beasts with super-male or super-female vitality,
[31:41.000 --> 31:50.000]  specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[31:50.000 --> 31:59.000]  Supercharge and conquer your world at infowarseline.com or call 188-253-3139.
[32:21.000 --> 32:27.000]  Throughout the day, we're here at a supermarket in Toledo. You can see the shelves empty where water once was.
[32:27.000 --> 32:36.000]  To stay safe and healthy during a crisis, you must have access to safe, clean water, water which will not be available at your local grocery store.
[32:36.000 --> 32:39.000]  There's a mad dash on right now to stock up on supplies.
[32:39.000 --> 32:50.000]  The ProPure Pro1 G2.0 water filtration system is a must-have for every modern, independently-minded household. Protect your family's safety during an emergency.
[32:50.000 --> 33:10.000]  Call 188-253-3139.
[33:10.000 --> 33:20.000]  In this present crisis, government is not the solution to our problem. Government is the problem.
[33:20.000 --> 33:28.000]  From time to time, we've been tempted to believe that society has become too complex to be managed by self-rule.
[33:28.000 --> 33:36.000]  That government by an elite group is superior to government for, by, and of the people.
[33:36.000 --> 33:42.000]  The Alex Jones Show. Because there is a war on, for your mind.
[33:42.000 --> 33:48.000]  Hello me, meet the real me, and my misfits waive life.
[33:48.000 --> 33:54.000]  A dark black past is my most valued possession.
[33:54.000 --> 33:57.000]  Painsite is always 2020.
[33:57.000 --> 34:00.000]  Looking back, it's still a bit fuzzier.
[34:00.000 --> 34:02.000]  So let's go through this news ahead of your calls.
[34:02.000 --> 34:10.000]  Obama says racism deeply rooted in the United States. You think that's the only issue in the world.
[34:10.000 --> 34:14.000]  Not all of our bill of rights being stolen from us collectively.
[34:14.000 --> 34:19.000]  Not our financial future being destroyed for every man, woman, and child in this country.
[34:19.000 --> 34:24.000]  The nation being turned to a third world hellhole. The borders being wide open.
[34:24.000 --> 34:27.000]  The government doing whatever it wants violating law.
[34:27.000 --> 34:31.000]  No, the only issue is race, race, race. Oh yeah, and the police.
[34:31.000 --> 34:36.000]  Just, just, just throw bottles at them and that'll fix everything.
[34:36.000 --> 34:40.000]  No, it'll let the feds come in and totally federalize them and militarize the daylights out of them.
[34:40.000 --> 34:44.000]  And here's the Bloomberg. Oh, I thought I was a conspiracy theorist.
[34:44.000 --> 34:52.000]  When Bloomberg and the New York Times and the New York Magazine and Rolling Stone and Esquire and the LA Times.
[34:52.000 --> 35:03.000]  I'm not exaggerating. Every major publication. The Atlantic. Newsweek. Time. Time at least 50 times.
[35:03.000 --> 35:09.000]  Saying I'm a demon. Saying I'm a fear monitor. Saying America is being torn apart by design.
[35:09.000 --> 35:15.000]  Oh, but now look. Bloomberg and everybody else. Oh my goodness.
[35:15.000 --> 35:20.000]  America is coming apart at the seams.
[35:20.000 --> 35:25.000]  America is coming apart at the seams.
[35:25.000 --> 35:30.000]  And it just goes to talk about how the nation's being divided and falling apart and going into crises.
[35:30.000 --> 35:32.000]  Well, that's been the plan.
[35:32.000 --> 35:37.000]  Berkeley protesters smashed windows. Two officers hurt.
[35:37.000 --> 35:41.000]  NYPD cops. Warned militant group.
[35:41.000 --> 35:44.000]  Black guerrilla family. That's a prison gang.
[35:44.000 --> 35:47.000]  Preparing to shoot on duty police officers.
[35:47.000 --> 35:52.000]  New York Daily News. Who do you think killed all the cops out in Oakland?
[35:52.000 --> 35:57.000]  Thieves steal five foot crucifix from church during service. Isn't that nice?
[35:57.000 --> 36:00.000]  That's the kind of news I've gotten that stack.
[36:00.000 --> 36:08.000]  So how do you change the subject? Well, you just continue to split the country apart.
[36:08.000 --> 36:16.000]  And now we have the Democrats preparing with Obama's executive order to legalize 30 plus million illegal aliens
[36:16.000 --> 36:24.000]  and then allow them to bring their families in.
[36:24.000 --> 36:30.000]  Congressional Republicans are to grill Obamacare consultant Gruber who calls Americans dumb
[36:30.000 --> 36:34.000]  and admits they lied to people about Obamacare. That's in Reuters.
[36:34.000 --> 36:39.000]  Well, that's good. Why don't you repeal what the Republicans helped write?
[36:39.000 --> 36:43.000]  We know it's a fraud. Go ahead and grill Gruber.
