[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[06:56.000 --> 07:01.000]  the minute you're aware of it, then their power begins to wane.
[07:01.000 --> 07:07.000]  That's why the banksters are setting up a Homeland Security control grid in every country they're in
[07:07.000 --> 07:16.000]  under international agreements and rules to crack down and go after anybody that criticizes the private central banks running those nations.
[07:16.000 --> 07:24.000]  When you get the internal training manuals from England to Australia, from Germany to Canada to the United States, it is the same thing.
[07:24.000 --> 07:29.000]  The public is told to give your rights up because Al Qaeda is hiding underneath every table,
[07:29.000 --> 07:36.000]  but when you get the actual manuals, it's people that don't want to give up their sovereignty to the global government.
[07:36.000 --> 07:43.000]  What is globalism? It is really less than the Fortune 100, 50 or so companies,
[07:43.000 --> 07:53.000]  and if you look at the board of directors of the Fortune 500 itself, it's almost completely owned and controlled by less than just a few hundred top managers
[07:53.000 --> 08:01.000]  who work for less than 20 wealthy families, and we've made films on this and broken all of this down.
[08:01.000 --> 08:09.000]  And globalism, to give you just a snapshot example of what it is before I get into the debt ceiling and the gun grabbing
[08:09.000 --> 08:17.000]  and all the news that's taking place right now that's so vital, we've got to have the big picture and really pull back and see it in the context.
[08:17.000 --> 08:26.000]  As Carol Quigley wrote for the CIA in Tragedy and Hope, the head of Georgetown Political Science, Bill Clinton's political mentor,
[08:26.000 --> 08:34.000]  the people running this country want authoritarianism, and they know that if you only have one flavor of authoritarianism,
[08:34.000 --> 08:42.000]  you'll wake up and fight it. If you have a simple dictator or a one-party oligarchy that's not hiding itself,
[08:42.000 --> 08:47.000]  but if you control both parties or all three parties, like in the case of England,
[08:47.000 --> 08:55.000]  then you can have them fight over the power and fight over being the head ring-raith minions over the country
[08:55.000 --> 08:59.000]  because there will be real rivalries and slight differences in rhetoric,
[08:59.000 --> 09:05.000]  but they're still beholden to the very same interests, kind of like a Don King boxing match where he owns both fighters
[09:05.000 --> 09:18.000]  and people pretty much won't even watch those heavyweight fights anymore that he owns because people know that it's as rigged as a slot machine in Vegas.
[09:18.000 --> 09:26.000]  So that's what we're dealing with here, and let's take a microcosm example of globalism,
[09:26.000 --> 09:31.000]  and I talk about this every week because it's in the news, and I know people are aware of this.
[09:31.000 --> 09:37.000]  It's not some more archaic example or an example that isn't as popularly known,
[09:37.000 --> 09:42.000]  but you know about Obama giving out now more than 2,000 waivers to companies.
[09:42.000 --> 09:50.000]  One waiver for McDonald's, over half million employees total, don't have to, or is it 400,000?
[09:50.000 --> 09:54.000]  The point is hundreds of thousands of employees don't have to get insurance now.
[09:54.000 --> 09:59.000]  McDonald's doesn't have to pay for it, but then the McDonald's competition down the street,
[09:59.000 --> 10:05.000]  some mom-and-pop outfit or some regional privately owned, a true free market group,
[10:05.000 --> 10:09.000]  if these rules go into effect as they're supposed to at the end of this year,
[10:09.000 --> 10:12.000]  you are going to have to purchase that insurance.
[10:12.000 --> 10:15.000]  And of course, you'll lay people off, you'll have less hours,
[10:15.000 --> 10:20.000]  you'll cut the people that you get the insurance for's pay, but they'll have insurance.
[10:20.000 --> 10:24.000]  And the insurance companies, of course, wrote the plan on record.
[10:24.000 --> 10:27.000]  They get to force 35 million people that didn't have insurance to get it.
[10:27.000 --> 10:33.000]  The feds get to then lower the standard of care, and computers tell doctors what procedures they can do.
[10:33.000 --> 10:39.000]  The literal death panels that was in the news this week in England, where they're not giving people cataract surgeries anymore.
[10:39.000 --> 10:41.000]  They're not giving them cancer surgeries.
[10:41.000 --> 10:43.000]  That's the National Health Service.
[10:43.000 --> 10:49.000]  But the profits for the private groups administering it, they go up in England, in Canada, and now here in the U.S.
[10:49.000 --> 10:52.000]  Oh, they take the money out of your check.
[10:52.000 --> 10:58.000]  Or in this healthcare system, your employer does, but you just get less care.
[10:58.000 --> 11:05.000]  But side issue, this is an example of how these monopoly insiders operate.
[11:05.000 --> 11:10.000]  So 2,000 major companies, and it's a list of people that have contributed to the Democratic Party.
[11:10.000 --> 11:12.000]  This is mafia government.
[11:12.000 --> 11:16.000]  They don't have to get insurance, but you do.
[11:16.000 --> 11:17.000]  Let me give you another example.
[11:17.000 --> 11:18.000]  It was in the news again this week.
[11:18.000 --> 11:26.000]  General Electric, the head of General Electric, heading up the President's Economic Council, deciding where the trillions in quote stimulus money go.
[11:26.000 --> 11:39.000]  And we already saw General Motors, over $4 billion total, a billion in change per country, or per region, over a billion bucks to send a new plant, part of the economic stimulus, of your tax dollars.
[11:39.000 --> 11:46.000]  You take your tax dollars, stimulate jobs, and a billion plus goes to build a factory in Brazil.
[11:46.000 --> 11:50.000]  A billion plus to build one in Eastern Europe, and a billion plus to move to China.
[11:50.000 --> 11:52.000]  And then it was in the news this week.
[11:52.000 --> 12:00.000]  General Electric, who paid zero taxes the last three years on a row, just type in General Electric, paid zero taxes, will pull up.
[12:00.000 --> 12:12.000]  The headline from Friday, moving one of the last divisions they had in North America, U.S. and Canada, their giant X-ray manufacturing division, including government contracts for airports.
[12:12.000 --> 12:17.000]  That, both medical and security, that is moving to China.
[12:17.000 --> 12:18.000]  And guess what?
[12:18.000 --> 12:20.000]  There's bailout money involved in it.
[12:20.000 --> 12:24.000]  So you are literally paying to have your job shipped.
[12:24.000 --> 12:26.000]  And China has tariffs on us.
[12:26.000 --> 12:29.000]  They also keep their currency low, which is another tariff.
[12:29.000 --> 12:30.000]  This is how it works.
[12:30.000 --> 12:33.000]  They call it, oh, free trade, fair trade.
[12:33.000 --> 12:35.000]  And so what is Obama doing?
[12:35.000 --> 12:43.000]  With the Republicans and the head of the Chamber of Commerce and the head of the different business leagues.
[12:43.000 --> 12:45.000]  What's the word I'm looking for?
[12:45.000 --> 12:52.000]  What's the big national association of not manufacturers, therefore it to?
[12:52.000 --> 12:56.000]  What's the national association that deals with business?
[12:56.000 --> 12:57.000]  I forget.
[12:57.000 --> 13:00.000]  I saw him on the news Friday and saw the text reports.
[13:00.000 --> 13:14.000]  The point is all the so-called lobbies that are for jobs here in the United States, they are lobbying and saying how great this new trade deal with South America
[13:14.000 --> 13:17.000]  and South Korea are to further move jobs.
[13:17.000 --> 13:21.000]  And months ago, I watched the congressional hearings on C-SPAN dealing with this.
[13:21.000 --> 13:32.000]  And I watched the different press conferences they had afterwards because C-SPAN comboed up congressional coverage and then cut to trade representatives in South Korea in joint.
[13:32.000 --> 13:35.000]  It was actually Obama and the South Korean president giving a press conference.
[13:35.000 --> 13:40.000]  And they were admitting that there was a trade deficit of four to one or more with South Korea.
[13:40.000 --> 13:44.000]  And he was saying these new deals, don't worry, you're going to fix that.
[13:44.000 --> 13:46.000]  And now there's been analysis done.
[13:46.000 --> 13:54.000]  And of course, it's going to make it even worse because the big insider mega corporations own the politicians here.
[13:54.000 --> 13:59.000]  And they also own them in South Korea and Mexico, China, the list goes on and on.
[13:59.000 --> 14:05.000]  And so they can set trade deals up where there's extra taxes and regulations here.
[14:05.000 --> 14:11.000]  And where they even get a tax incentive to move to China or South Korea or Mexico.
[14:11.000 --> 14:14.000]  And so we've lost almost all of our industry.
[14:14.000 --> 14:16.000]  And this is what globalism is.
[14:16.000 --> 14:25.000]  Henry Kissinger for Nixon and the different trade associations goes over to China, makes sweetheart inside deals,
[14:25.000 --> 14:31.000]  where they can get goods made at slave labor prices that America could never compete with.
[14:31.000 --> 14:42.000]  But if that isn't bad enough, they then put regulations on US industries that they don't have in 160 plus third world countries in the list goes on and on.
[14:42.000 --> 14:44.000]  And so of course, all the jobs go there.
[14:44.000 --> 14:54.000]  Over 80% of our industry manufacturing has left in the last 30 years.
[14:54.000 --> 15:02.000]  Also, since 2001, the dollar has lost at least 40% more of its purchasing power.
[15:02.000 --> 15:04.000]  That's the federal government's own numbers.
[15:04.000 --> 15:07.000]  And so you add all of this together.
[15:07.000 --> 15:08.000]  What's their answer?
[15:08.000 --> 15:15.000]  Oh, we're going to come in now with carbon taxes only on the United States, Canada, Western Europe, Australia, New Zealand,
[15:15.000 --> 15:21.000]  who are all under the very same strategy, having their own countries bought and paid for by the same mega corporations,
[15:21.000 --> 15:30.000]  sign government laws shutting down all activity in our countries, while the very politicians are owned by the mega corporations who own the industries
[15:30.000 --> 15:33.000]  they've developed and invested in in the third world.
[15:33.000 --> 15:38.000]  That's a guaranteed investment boost because they've shut down all their competition in the West.
[15:38.000 --> 15:42.000]  This is crony collectivism by the elite.
[15:42.000 --> 15:43.000]  This is monopoly man.
[15:43.000 --> 15:45.000]  And this is how they rule us.
[15:45.000 --> 15:48.000]  This is how they dominate us.
[15:48.000 --> 15:55.000]  Alright, we come back. Now that we've talked about how this tilted playing table works, this red casino,
[15:55.000 --> 16:00.000]  we're going to get into the so-called debt ceiling crisis and the gone-grabbing stay with us.
[16:00.000 --> 16:08.000]  A very wealthy US citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[16:08.000 --> 16:11.000]  He says it will change everything about our lives.
[16:11.000 --> 16:16.000]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[16:16.000 --> 16:19.000]  Now this man has made some outrageous predictions over the years.
[16:19.000 --> 16:21.000]  The crazy part is, he's usually right.
[16:21.000 --> 16:27.000]  You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[16:27.000 --> 16:31.000]  In fact, Barron's called his work a dire prophecy.
[16:31.000 --> 16:38.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[16:38.000 --> 16:40.000]  I can't stress this enough.
[16:40.000 --> 16:42.000]  You should at least watch this free video online today.
[16:42.000 --> 16:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[16:46.000 --> 16:51.000]  You can find the video at www.EndOfAmerica3.com.
[16:51.000 --> 16:53.000]  That's End of America, the number 3.com.
[16:53.000 --> 16:57.000]  Watch the free video at www.EndOfAmerica3.com.
[16:57.000 --> 16:59.000]  That's End of America 3.com.
[16:59.000 --> 17:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[17:04.000 --> 17:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[17:08.000 --> 17:14.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[17:14.000 --> 17:20.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[17:20.000 --> 17:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[17:24.000 --> 17:28.000]  And now, new socialist legislation is only compounding the problem.
[17:28.000 --> 17:31.000]  Number four, dangerous weather is always a threat to local grids.
[17:31.000 --> 17:35.000]  Every year, thousands of families lose their power from weather-related onages.
[17:35.000 --> 17:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[17:40.000 --> 17:45.000]  Folks, I really believe in the solar power generators offered by Solutions From Science, one of my oldest sponsors.
[17:45.000 --> 17:49.000]  You can get more information at www.MySolarBackup.com.
[17:49.000 --> 17:51.000]  That's MySolarBackup.com.
[17:51.000 --> 17:59.000]  Remember, the government doesn't own the sun, so go to MySolarBackup.com or call 1-877-327-0365.
[18:00.000 --> 18:04.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[18:04.000 --> 18:08.000]  This is our last chance to not relive history.
[18:08.000 --> 18:13.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[18:13.000 --> 18:19.000]  I've turned a tremendous influence on our president and Congress, and they really are calling the shots.
[18:19.000 --> 18:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[18:24.000 --> 18:32.000]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty,
[18:32.000 --> 18:35.000]  and on its ashes constructing world government.
[18:35.000 --> 18:41.000]  Tim Geithner, Bernanke, and Arsonists, they're asking for more matches, and the Congress is saying, who do we make the checkout to?
[18:41.000 --> 18:48.000]  Today seems like nobody does care, and right now in Washington, D.C., we have seen a fall of the Republic.
[18:48.000 --> 18:53.000]  Yet, you're copy of Fall of the Republic on DVD at infowars.com.
[18:53.000 --> 19:02.000]  We're watching online right now in superhighqualityatprisonplanet.tv.
[19:23.000 --> 19:30.000]  You can now produce pure and endless-cloyal silver with the Silver Lungs Generator.
[19:30.000 --> 19:35.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[19:35.000 --> 19:43.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[19:43.000 --> 19:53.000]  That's www.silverlungs.com.
[20:14.000 --> 20:21.000]  We now take you live to the Central Texas Command Center in the heart of The Resistance.
[20:21.000 --> 20:31.000]  You're listening to the Alex Jones Show.
[20:31.000 --> 20:38.000]  Alright, finishing up a simple snapshot analysis of globalism,
[20:38.000 --> 20:43.000]  as it's much more complex and much worse than I'm even saying.
[20:43.000 --> 20:54.000]  The political traders for several generations in this country have been bought and paid for by some of the most wealthy families and corporations in the world,
[20:54.000 --> 21:02.000]  and they come in to democratic nations and use that system against the people with slick packaging
[21:02.000 --> 21:15.000]  to sell one-sided trade deals that then massively increase their profits in the slave factories and slave wage factories they own and control in the third world.
[21:15.000 --> 21:23.000]  And now they're trying to squeeze out that last 20% of manufacturing we've got, even as the service industry implodes,
[21:23.000 --> 21:33.000]  and they're coming in with 20 to 50% carbon taxes, California's passed it, starting next year it'll be 20% tax over a decade,
[21:33.000 --> 21:44.000]  50% tax on most human activity, paid to government, who then goes and signs deals with the big megabanks to go into more debt with them.
[21:44.000 --> 21:46.000]  And remember, it's debt made out of nothing.
[21:46.000 --> 21:54.000]  So this is a monopoly game, we're being economically conquered, and folks need to start getting a little bit more sophisticated
[21:54.000 --> 22:03.000]  and thinking about exactly how this works, because it's going to get a lot worse.
[22:03.000 --> 22:11.000]  I mean, when you see Bill O'Reilly up there saying, we've got to pay the debts we owe, we've got to have a national value-added tax,
[22:11.000 --> 22:18.000]  we've got to have national sales taxes, we've got to pay our bills, we've got to cut spending and raise taxes.
[22:18.000 --> 22:22.000]  Ladies and gentlemen, this is an absolute historical fact.
[22:22.000 --> 22:34.000]  Every economist who has any brain knows this, that in every case from a more modern example a decade ago,
[22:34.000 --> 22:43.000]  Ireland to the 1960s, the John F. Kennedy, Kennedy in the highest tax bracket cut taxes by 50% and in the other bracket 35,
[22:43.000 --> 22:49.000]  35% cut in taxes. Federal income taxes went down to almost nothing.
[22:49.000 --> 22:52.000]  And do you know what happened by the next year?
[22:52.000 --> 22:55.000]  A doubling in tax receipts.
[22:55.000 --> 23:01.000]  Oh, in the next year another 50% increase, that's a 150% increase in two years.
[23:01.000 --> 23:07.000]  And you're like, wait, you cut taxes, more money comes in? Yes, it stimulates the economy.
[23:07.000 --> 23:14.000]  People start spending, they put that money back into hiring people, back into buying that boat, buying that house, buying that suit,
[23:14.000 --> 23:20.000]  buying that gold, buying that land, going on that vacation.
[23:20.000 --> 23:26.000]  Buying mama a Cadillac, like Elvis was doing back in the 60s.
[23:26.000 --> 23:34.000]  And that's what happens. And it's a fact. So why then, in the western world, would they want to raise taxes?
[23:34.000 --> 23:43.000]  Well, as George Washington said, and as many of our Supreme Court justices have seconded, the powered attacks is the power to destroy.
[23:43.000 --> 23:47.000]  And you've got corporate interests that are exempt.
[23:47.000 --> 23:53.000]  On average, the Fortune 100 pays 2.4% tax. In fact, folks won't believe that.
[23:53.000 --> 23:57.000]  Well, you guys type in General Electric, paying zero tax, put that on screen.
[23:57.000 --> 24:03.000]  Then next say Google paid 2.4. And one of his London Guardian CNN will show it to you.
[24:03.000 --> 24:09.000]  But wait, there's more. Then they have all the heads of these companies, heads of Google, head of General Electric.
[24:09.000 --> 24:15.000]  I've seen them on the news. Yeah, there it is, ABC News. General Electric paid no federal taxes in 2010.
[24:15.000 --> 24:23.000]  Sorry. And then their executives don't either because they sit on foreign boards and why they're exempt over there as well.
[24:23.000 --> 24:30.000]  But I digress now. They then have all these ABC specials, you know, this week on ABC with Christina Amanpour.
[24:30.000 --> 24:38.000]  And she interviews Bill Gates and Warren Buffett and they say, I'm not paying enough taxes. I want to pay more taxes.
[24:38.000 --> 24:42.000]  It's not fair. Raise taxes. Get the economy going.
[24:42.000 --> 24:47.000]  These are the people on record in the last 20 years that got the tax codes changed.
[24:47.000 --> 24:51.000]  I mean, did you know what was it 15 years ago or so? You can pull this up too.
[24:51.000 --> 24:58.000]  By the way, they just pulled up Bloomberg. Google 2.4% tax shows how 60 billion lost to tax loopholes.
[24:58.000 --> 25:02.000]  Bloomberg, October 21, 2010. I can show you a laundry list.
[25:02.000 --> 25:08.000]  The entire Fortune 100 pays almost zero tax. Some of their domestic employees do.
[25:08.000 --> 25:14.000]  But they are exempt. See, if you're a domestic corporation, you have to pay it all.
[25:14.000 --> 25:19.000]  But they are international. They've written the laws. And so then they sucker you further.
[25:19.000 --> 25:24.000]  They come out with all these specials saying, we've given our money to charity and you find out it's tax-free foundations.
[25:24.000 --> 25:28.000]  They actually make giant profits and keep it. But just create new subsidiaries.
[25:28.000 --> 25:33.000]  Their tax-free foundations pay zero tax domestically when they operate.
[25:33.000 --> 25:36.000]  Bill and Melinda Gates, Warren Buffett, all of them.
[25:36.000 --> 25:41.000]  They're all part of the same club. They pay zero taxes.
[25:41.000 --> 25:46.000]  Give a little money to the UN for population reduction and things, as they admit.
[25:46.000 --> 25:55.000]  And then their subsidiary corporations of Microsoft and the rest of it, they get the profit contracts.
[25:55.000 --> 26:04.000]  But the tax-free foundations do deals with multinational foreign corporations who then again are paying zero domestic tax.
[26:04.000 --> 26:08.000]  You see how that little scam works?
[26:08.000 --> 26:12.000]  I could keep going on here if you'd like me to. But wait, there's more.
[26:12.000 --> 26:20.000]  This is the very same crew that are constantly in Time Magazine and the Economist Magazine and Newsweek
[26:20.000 --> 26:30.000]  and Financial Times of London and New York Times lecturing us about how America has greedy, greedy, greedy, evil rich people
[26:30.000 --> 26:36.000]  and how these greedy, greedy, greedy, evil rich people aren't paying high enough taxes.
[26:36.000 --> 26:41.000]  And then when you see the legislation that their tax-free foundations lobby for,
[26:41.000 --> 26:46.000]  it wants to take the highest federal income tax from 35 up above 40.
[26:46.000 --> 26:51.000]  But when you look at the loopholes the way it's written, somebody in a 35 is actually paying about 44.
[26:51.000 --> 26:55.000]  So if it goes to a 40 or 45, it'll be more like a 50.
[26:55.000 --> 26:56.000]  But wait, there's more.
[26:56.000 --> 27:03.000]  Then there's all the other taxes and property taxes and franchise taxes and state income taxes and environmental taxes.
[27:03.000 --> 27:13.000]  And that's why on average people making more than $125,000 a year in the United States pay over 70% in some form of tax.
[27:13.000 --> 27:19.000]  Now Warren Buffett says it's greedy if you want to keep 30% of your money.
[27:19.000 --> 27:27.000]  A feudal surf in ancient Europe only had to pay 10 to 20% depending on what region, what error, what time.
[27:27.000 --> 27:30.000]  10 to 20%, 20 always cause revolts.
[27:30.000 --> 27:35.000]  20%, everything you produce goes to the king and his local nobles that collect it.
[27:35.000 --> 27:44.000]  So here in America, somebody paying, somebody making over $125,000 a year or a double income of a quarter million,
[27:44.000 --> 27:48.000]  that's considered rich and you're paying above 70%.
[27:48.000 --> 27:53.000]  Now, there's this other myth that 51% of the country doesn't pay taxes.
[27:53.000 --> 27:54.000]  That's a complete lie.
[27:54.000 --> 28:00.000]  And that's put out so somebody making $40,000 a year hears that and says, well, I'm paying no taxes.
[28:00.000 --> 28:01.000]  Really?
[28:01.000 --> 28:05.000]  Do you know anybody who's were making $40,000 a year?
[28:05.000 --> 28:07.000]  And they go, well, I get a refund check.
[28:07.000 --> 28:08.000]  What for $1,000?
[28:08.000 --> 28:13.000]  Do the math on what's pulled out of your check, what 30% or so?
[28:13.000 --> 28:21.000]  I mean, you're talking $40,000 a year on average, you're probably paying $7,000, $8,000 just in federal taxes one way or another.
[28:21.000 --> 28:28.000]  Then there's all the state taxes and sales taxes and viral taxes and the hidden carbon taxes.
[28:32.000 --> 28:37.000]  So you got the really rich people that have game the whole system every angle.
[28:37.000 --> 28:42.000]  They're exempt from all the real taxes and they're up there lobbying to raise taxes.
[28:42.000 --> 28:47.000]  Because they get most the government contracts, their corporate welfare whores,
[28:47.000 --> 28:54.000]  they own the private central banks that in the last three years got at least $27 trillion of American taxpayer money.
[28:54.000 --> 28:58.000]  They're all reporting record profits from stealing.
[28:58.000 --> 29:27.000]  We'll be back.
[29:28.000 --> 29:31.000]  In fact, Barron's called his work a dire prophecy.
[29:31.000 --> 29:38.000]  Recently, he created a video which you can watch online for free detailing his biggest and most important prediction yet, and it's a real eye opener.
[29:38.000 --> 29:40.000]  I can't stress this enough.
[29:40.000 --> 29:42.000]  You should at least watch this free video online today.
[29:42.000 --> 29:47.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[29:47.000 --> 29:51.000]  You can find the video at www.EndOfAmerica3.com.
[29:51.000 --> 29:53.000]  That's End of America, the number three.
[29:53.000 --> 29:58.000]  Watch the free video at www.EndOfAmerica3.com.
[29:58.000 --> 30:24.000]  That's EndOfAmerica3.com.
[30:24.000 --> 30:39.000]  That's End of America, the number three.
[30:39.000 --> 30:59.000]  To order the best food on the planet, call 800-409-5633 or go to efoodsdirect.com slash alex.
[30:59.000 --> 31:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[31:04.000 --> 31:09.000]  Number one, new climate legislation could easily double or triple your electric bill.
[31:09.000 --> 31:14.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[31:14.000 --> 31:20.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[31:20.000 --> 31:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[31:24.000 --> 31:28.000]  And now, new socialist legislation is only compounding the problem.
[31:28.000 --> 31:32.000]  Number four, dangerous weather is always a threat to local grids.
[31:32.000 --> 31:36.000]  Over a year, thousands of families lose their power from weather-related onages.
[31:36.000 --> 31:41.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[31:41.000 --> 31:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[31:46.000 --> 31:50.000]  You can get more information at www.mysolarbackup.com.
[31:50.000 --> 31:52.000]  That's mysolarbackup.com.
[31:52.000 --> 32:01.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[32:01.000 --> 32:03.000]  Folks, this is Alex Jones.
[32:03.000 --> 32:08.000]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[32:08.000 --> 32:10.000]  Saving means to make money.
[32:10.000 --> 32:19.000]  The Calben Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[32:19.000 --> 32:27.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[32:27.000 --> 32:35.000]  Calben Pure Soap is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
