whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:02:15.240 --> 00:02:17.940]   They are rigging all the major markets.
[00:02:17.940 --> 00:02:25.600]   It's come out in the news that the stock markets are rigged, that the rates are rigged, that
[00:02:25.600 --> 00:02:29.760]   the entire system, the currency markets are rigged.
[00:02:29.760 --> 00:02:36.160]   Beyond that, they are now going to hold everyone hostage as this global financial crisis deepens.
[00:02:36.160 --> 00:02:37.160]   Wait for it.
[00:02:37.160 --> 00:02:44.480]   When the yuppies and the retirees and everybody else sees that their 401(k)s are massively
[00:02:44.480 --> 00:02:51.440]   devalued here in the next few weeks, and as the stimulus fails to work by design, as this
[00:02:51.440 --> 00:02:56.760]   bubble begins to implode, they're going to come in and call for a global rescue package
[00:02:56.760 --> 00:03:05.320]   and world emergency summits of the G20 and of central banks to offer their solution.
[00:03:05.320 --> 00:03:12.280]   Accelerated integration of Asia, Europe, and the Americas, accelerated "cooperation" and
[00:03:12.280 --> 00:03:22.800]   a global stimulus emergency package of $100 trillion over the next 10 years to help finance
[00:03:22.800 --> 00:03:24.520]   recovery.
[00:03:24.520 --> 00:03:29.280]   That money will then be selectively given from one hand to the other, from one hand
[00:03:29.280 --> 00:03:36.920]   of the globalists to their other hand, to selectively only develop economic operations
[00:03:36.920 --> 00:03:40.520]   in sectors that they're in control.
[00:03:40.520 --> 00:03:43.120]   And then you will get jobs working for them.
[00:03:43.120 --> 00:03:46.800]   It's the same thing they've done in the third world over and over and over again.
[00:03:46.800 --> 00:03:48.700]   This formulae is known.
[00:03:48.700 --> 00:03:54.520]   We got the IMF World Bank documents in 2002 where they said, "Next, we're going to start
[00:03:54.520 --> 00:03:56.080]   doing this to the West."
[00:03:56.080 --> 00:04:00.600]   And then I told you five years ago, I talked to a billionaire, a major defense contractor
[00:04:00.600 --> 00:04:05.920]   owner, and they said, "Look, within five years, there won't be an America."
[00:04:05.920 --> 00:04:06.920]   And I said, "What do you mean?"
[00:04:06.920 --> 00:04:08.800]   And they said, "You know what I mean.
[00:04:08.800 --> 00:04:10.160]   Listen to your own show.
[00:04:10.160 --> 00:04:11.520]   It's dead on.
[00:04:11.520 --> 00:04:16.080]   You're going to be very, very famous if you can basically stay alive."
[00:04:16.080 --> 00:04:17.240]   And you've heard all the guests.
[00:04:17.240 --> 00:04:18.880]   You've heard the intel.
[00:04:18.880 --> 00:04:19.880]   You've heard it all.
[00:04:19.880 --> 00:04:21.320]   We've broken it down.
[00:04:21.320 --> 00:04:24.120]   This is engineered, ladies and gentlemen.
[00:04:24.120 --> 00:04:27.560]   Mr. Dent just two weeks ago said it was on.
[00:04:27.560 --> 00:04:28.560]   We'll be back.
[00:04:28.560 --> 00:04:29.960]   Stay with us, ladies and gentlemen.
[00:04:29.960 --> 00:04:32.840]   China is the greatest bubble in history.
[00:04:32.840 --> 00:04:35.520]   It is finally coming unraveled.
[00:04:35.520 --> 00:04:42.760]   That's why I am confident that we are within, I'd say, weeks of the global bubble bursting
[00:04:42.760 --> 00:04:43.760]   again.
[00:04:43.760 --> 00:04:48.440]   I think the U.S. markets are going to start heading down by early September, probably
[00:04:48.440 --> 00:04:50.160]   peaking in the next week or two.
[00:04:50.160 --> 00:04:55.960]   So I think this is happening.
[00:04:55.960 --> 00:05:04.960]   We're being told that Snowden's window for a plea bargain deal is closing.
[00:05:04.960 --> 00:05:08.920]   Bloomberg reports a national security specialist saying, "Many people in government believe
[00:05:08.920 --> 00:05:13.920]   the journalists who receive Snowden's material are not capable of protecting it from a competent
[00:05:13.920 --> 00:05:16.760]   and committed state-level adversary.
[00:05:16.760 --> 00:05:20.400]   Even if Snowden did not give the material to others, they argue it would have been ripe
[00:05:20.400 --> 00:05:21.400]   for the picking."
[00:05:21.400 --> 00:05:24.160]   Well, isn't that true of Hillary's handling of emails?
[00:05:24.160 --> 00:05:30.360]   Didn't her violation of protocol expose above-top-secret data to state-level adversaries?
[00:05:30.360 --> 00:05:36.060]   And exposed criminal actions of our government done in the name of national security?
[00:05:36.060 --> 00:05:42.280]   Hillary compromised national security for her own convenience or to cover up her misdeeds.
[00:05:42.280 --> 00:05:46.640]   If national security is more important than the Constitution, if national security is
[00:05:46.640 --> 00:05:52.120]   more important than our rights, why isn't Hillary being prosecuted?
[00:05:52.120 --> 00:05:58.080]   Why is Snowden called a traitor and Hillary Clinton is called presidential material?
[00:05:58.080 --> 00:05:59.400]   For InfoWars, I'm David Knight.
[00:06:00.960 --> 00:06:07.080]   For all of recorded history, civilizations around the world praised the health benefits
[00:06:07.080 --> 00:06:08.080]   of silver.
[00:06:08.080 --> 00:06:12.880]   At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest,
[00:06:12.880 --> 00:06:17.720]   effective colloidal silver on the market today for the lowest price available.
[00:06:17.720 --> 00:06:22.680]   Now InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique
[00:06:22.680 --> 00:06:25.680]   that is free of toxic artificial additives.
[00:06:25.680 --> 00:06:30.280]   InfoWarsLife.com developed Silver Bullet by closely working with one of the top silver
[00:06:30.280 --> 00:06:32.880]   manufacturing labs in the United States.
[00:06:32.880 --> 00:06:36.720]   We set out to bring you the very best at the lowest price.
[00:06:36.720 --> 00:06:41.520]   Find out more about the proprietary development of Silver Bullet at InfoWarsLife.com.
[00:06:41.520 --> 00:06:45.920]   In these times, it's essential to have high-quality colloidal silver on hand.
[00:06:45.920 --> 00:06:48.960]   No survival chest is complete without Silver Bullet.
[00:06:48.960 --> 00:06:52.080]   Exclusively available at InfoWarsLife.com.
[00:06:52.080 --> 00:07:00.840]   Secure your Silver Bullet today at InfoWarsLife.com or by calling toll-free 888-253-3139.
[00:07:00.840 --> 00:07:05.400]   Used since before the days of the Roman Empire to support the body's natural systems and
[00:07:05.400 --> 00:07:06.880]   enhance overall health.
[00:07:06.880 --> 00:07:13.120]   Introducing the new InfoWarsLife.com oil of oregano formulation, a highly advanced nutraceutical
[00:07:13.120 --> 00:07:18.400]   form of this key herb that has been traditionally used by civilizations for thousands of years
[00:07:18.400 --> 00:07:19.400]   to promote health.
[00:07:19.400 --> 00:07:24.760]   We have now procured the most high-quality and potent forms of oregano oil on the market.
[00:07:24.760 --> 00:07:30.840]   Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[00:07:30.840 --> 00:07:35.840]   Extracted directly from the wild herb and sealed in easy-to-use capsules.
[00:07:35.840 --> 00:07:40.000]   You will no longer need to endure the burning of liquid oregano on the tongue.
[00:07:40.000 --> 00:07:43.920]   Wild crafted from the Mediterranean oregano species that experts agree is one of the most
[00:07:43.920 --> 00:07:46.460]   powerful and most challenging to acquire.
[00:07:46.460 --> 00:07:51.520]   This winter season, it's more important than ever to secure this true form of oil of oregano.
[00:07:51.520 --> 00:07:55.320]   Now available in our limited first run at InfoWarsLife.com.
[00:07:55.320 --> 00:07:58.360]   That's InfoWarsLife.com or call 888-253-3139.
[00:07:58.360 --> 00:07:59.360]   You want answers?
[00:07:59.360 --> 00:08:00.360]   Well, so does he.
[00:08:00.360 --> 00:08:01.360]   Live from the InfoWars.com studios, I'm Bill Shkurti.
[00:08:01.360 --> 00:08:02.360]   I'm the host, Bill Shkurti.
[00:08:02.360 --> 00:08:03.360]   I'm the host, Bill Shkurti.
[00:08:03.360 --> 00:08:04.360]   I'm the host, Bill Shkurti.
[00:08:04.360 --> 00:08:05.360]   I'm the host, Bill Shkurti.
[00:08:05.360 --> 00:08:06.360]   I'm the host, Bill Shkurti.
[00:08:06.360 --> 00:08:07.360]   I'm the host, Bill Shkurti.
[00:08:07.360 --> 00:08:08.360]   I'm the host, Bill Shkurti.
[00:08:08.360 --> 00:08:09.360]   I'm the host, Bill Shkurti.
[00:08:09.360 --> 00:08:10.360]   I'm the host, Bill Shkurti.
[00:08:10.360 --> 00:08:29.040]   I'm the host, Bill Shkurti.
[00:08:29.040 --> 00:08:54.440]   Ladies and gentlemen, Alex Jones reporting to you from the road via audio Skype.
[00:08:54.440 --> 00:09:01.840]   You are listening to this worldwide Monday, the 24th day of August, 2015 transmission
[00:09:01.840 --> 00:09:07.140]   on over 170 affiliates across the United States, WWCR, Global Shortwave, and of course the
[00:09:07.140 --> 00:09:13.320]   internet streams at InfoWars.com and PrisonPlanet.com as well as TV satellites that we have already
[00:09:13.320 --> 00:09:17.840]   fired up that we'll be announcing the coordinates to in the next two weeks.
[00:09:17.840 --> 00:09:22.560]   We have been building towards launching the TV network during the financial collapse.
[00:09:22.560 --> 00:09:26.560]   I have told everyone that I plan to launch it during the beginning of the collapse.
[00:09:26.560 --> 00:09:31.440]   It has now happened, ladies and gentlemen, because for every action there's an opposite
[00:09:31.440 --> 00:09:32.600]   and equal reaction.
[00:09:32.600 --> 00:09:35.760]   We are that opposite and equal reaction.
[00:09:35.760 --> 00:09:42.920]   Now, everyone knows that at nauseam we have predicted exactly what's now happening.
[00:09:42.920 --> 00:09:46.960]   Number one, that's not hard to do because the globalists act like we're five years old
[00:09:46.960 --> 00:09:52.340]   and write about it in their internal periodicals and in their own publications, which are available
[00:09:52.340 --> 00:09:54.680]   but not widely distributed.
[00:09:54.680 --> 00:10:00.240]   So their plan to leverage the world, create 2.2 quadrillion in derivatives, get every
[00:10:00.240 --> 00:10:05.200]   major government of the West to sign on to it, to hold the public hostage when too big
[00:10:05.200 --> 00:10:08.920]   to fail is a public plan.
[00:10:08.920 --> 00:10:12.640]   Derivatives have only gotten worse since the last crisis of 2008.
[00:10:12.640 --> 00:10:20.200]   This crisis undoubtedly is going to dwarf, massively dwarf, what we saw in 2008.
[00:10:20.200 --> 00:10:23.720]   Now the globalists don't even know exactly how they're going to carry this out.
[00:10:23.720 --> 00:10:24.920]   They know they've engineered it.
[00:10:24.920 --> 00:10:27.360]   They know they're going to consolidate power out of the collapse.
[00:10:27.360 --> 00:10:33.440]   They know they're going to call for global SDR, new global taxes to backstop the economy
[00:10:33.440 --> 00:10:35.320]   and create a new bubble.
[00:10:35.320 --> 00:10:40.120]   But once they trigger the current phase of the crisis, they're orchestrating the larger
[00:10:40.120 --> 00:10:42.840]   phase, the larger continuum.
[00:10:42.840 --> 00:10:47.920]   But when they get into a new phase of the crisis, they gauge it first, do trial balloons
[00:10:47.920 --> 00:10:50.880]   to decide exactly what they're going to pull.
[00:10:50.880 --> 00:10:53.800]   But in general, we know what's going to happen.
[00:10:53.800 --> 00:10:57.800]   This may be the beginning of the true mega implosion.
[00:10:57.800 --> 00:11:05.240]   Or they may get some more banker bailouts, steal trillions more from the different countries,
[00:11:05.240 --> 00:11:09.520]   consolidate the economy, create an IMF World Bank emergency slush fund, which they then
[00:11:09.520 --> 00:11:16.000]   give to their own pockets as, quote, a worldwide stimulus package, and then quasi-stabilize
[00:11:16.000 --> 00:11:22.680]   Chinese, Japanese, US, and European markets for another six months, a year, maybe two
[00:11:22.680 --> 00:11:23.680]   years.
[00:11:23.680 --> 00:11:28.960]   But the smart money says that's not what's happening because the elites are running around,
[00:11:28.960 --> 00:11:32.360]   as we've told you, like chickens with their heads cut off.
[00:11:32.360 --> 00:11:39.760]   Remember, two months ago, I shot the video headline, "Total Emergency Alert."
[00:11:39.760 --> 00:11:45.440]   I've said emergency alert before, but never total emergency alert in 20 years on air.
[00:11:45.440 --> 00:11:47.800]   Total emergency alert.
[00:11:47.800 --> 00:11:53.960]   The elite are literally going to their bunkers, their airstrips, their Northern Canada redoubts,
[00:11:53.960 --> 00:11:59.960]   their Cook Island redoubts, their armored fortresses, one of the biggest houses in the
[00:11:59.960 --> 00:12:04.960]   world with four-foot-thick concrete walls and huge bars on the windows with an underground
[00:12:04.960 --> 00:12:09.440]   base admittedly in the Ozarks connected to the Defense Department.
[00:12:09.440 --> 00:12:13.320]   I mean, there is a lot of whacked-out stuff going on.
[00:12:13.320 --> 00:12:19.840]   And elites are buying gold and silver like it is going to the moon.
[00:12:19.840 --> 00:12:23.720]   We have got armored vehicles getting delivered everywhere, Marines and Army training for
[00:12:23.720 --> 00:12:28.240]   civil unrest, the Pentagon admitting they're preparing for it with George Soros trying
[00:12:28.240 --> 00:12:31.800]   to cause a race war triggered by attacking the police.
[00:12:31.800 --> 00:12:36.840]   I mean, we've got a lot of different things coming together right now.
[00:12:36.840 --> 00:12:40.600]   We've got forced inoculations being announced all over the world, from Australia to the
[00:12:40.600 --> 00:12:42.720]   US, from California to Australia.
[00:12:42.720 --> 00:12:45.640]   We've got the planets aligning.
[00:12:45.640 --> 00:12:49.840]   We have al-Qaeda being turned loose worldwide to attack Christian and non-radical Muslim
[00:12:49.840 --> 00:12:50.840]   targets.
[00:12:50.840 --> 00:12:51.840]   It is unprecedented.
[00:12:51.840 --> 00:12:58.640]   But remember, we had Mr. Dead on two weeks ago.
[00:12:58.640 --> 00:13:00.280]   I believe it's to the day.
[00:13:00.280 --> 00:13:04.800]   We'll put the article up with the YouTube on screen right now.
[00:13:04.800 --> 00:13:10.320]   Two weeks ago, I believe to the day, he came on and said, "Two weeks, it's a dead cat bounce.
[00:13:10.320 --> 00:13:15.280]   Look at the charts, and you can look at the one-year chart, the five-year chart, the month
[00:13:15.280 --> 00:13:16.280]   chart.
[00:13:16.280 --> 00:13:18.520]   You can see the dead cat bounce, and now it's headed straight down.
[00:13:18.520 --> 00:13:21.760]   A thousand points last week.
[00:13:21.760 --> 00:13:26.880]   When trading opens up, as I'm recording this right before we go live, David Knight is going
[00:13:26.880 --> 00:13:27.920]   to be in studio live.
[00:13:27.920 --> 00:13:30.600]   I'll be calling in from a connection in Chicago.
[00:13:30.600 --> 00:13:36.440]   I'm recording this basically at the airport via audio Skype two hours before the show
[00:13:36.440 --> 00:13:37.440]   starts.
[00:13:37.440 --> 00:13:39.920]   So I'll be in the air when the show starts.
[00:13:39.920 --> 00:13:42.000]   I'll be landing about an hour in.
[00:13:42.000 --> 00:13:44.600]   And as soon as I can, I've got a two-hour layover.
[00:13:44.600 --> 00:13:50.480]   After I clear customs, I will be calling in via audio Skype or video Skype from O'Hare.
[00:13:50.480 --> 00:13:53.200]   So we're going to be tracking all of this as it unfolds.
[00:13:53.200 --> 00:13:56.720]   But they may close the stock market today.
[00:13:56.720 --> 00:13:59.200]   They may have a bank holiday this week.
[00:13:59.200 --> 00:14:00.200]   Anything is possible.
[00:14:00.200 --> 00:14:03.920]   They may keep it open and let it go all the way down to 3,000 points.
[00:14:03.920 --> 00:14:06.040]   I mean, this route could be massive.
[00:14:06.040 --> 00:14:08.000]   We're going to find out what happens today.
[00:14:08.000 --> 00:14:10.960]   I don't know if they're going to decide to buoy it or if they're going to decide to let
[00:14:10.960 --> 00:14:12.280]   it fall.
[00:14:12.280 --> 00:14:19.440]   But China basically lowering their currency, I guess yuan, I always pronounce it wrong,
[00:14:19.440 --> 00:14:23.560]   is the signal that they are not going to hold up the dollar anymore.
[00:14:23.560 --> 00:14:29.120]   And notice China is ceasing basically, cutting back to almost nothing their purchase of U.S.
[00:14:29.120 --> 00:14:30.720]   Treasury notes.
[00:14:30.720 --> 00:14:37.040]   All of this signals what we already saw in the tea leaves building up to this.
[00:14:37.040 --> 00:14:41.240]   They should have collapsed a long time ago, but they artificially pumped this bubble up
[00:14:41.240 --> 00:14:48.520]   to where now, when the bubble goes, it is going to be ultra-massive.
[00:14:48.520 --> 00:14:52.240]   And we see all of these paramilitary preparations.
[00:14:52.240 --> 00:14:58.240]   Clearly they're looking at staging race riots during an economic collapse to act like the
[00:14:58.240 --> 00:15:01.360]   race riots caused economic collapse.
[00:15:01.360 --> 00:15:09.480]   And they're trying to stir up the giant disenfranchised inner city populations to basically go out
[00:15:09.480 --> 00:15:15.320]   and start looting, and thugs of every ilk to join forces and go out and engage in criminal
[00:15:15.320 --> 00:15:20.960]   activity to further destroy confidence.
[00:15:20.960 --> 00:15:24.200]   So again, the globalists will get up on TV and talk about confidence all day and talk
[00:15:24.200 --> 00:15:28.800]   about buying into their bubbles all day, or they'll say you're killing confidence, when
[00:15:28.800 --> 00:15:32.760]   in truth, they're the ones that have created this global bubble and suck people into their
[00:15:32.760 --> 00:15:35.360]   confidence to defraud them.
[00:15:35.360 --> 00:15:40.040]   If you read the IMF World Bank documents that got leaked, it's like an owner's manual to
[00:15:40.040 --> 00:15:46.600]   tyranny in 2002, it talks about once they turn the money off, once they implode an economy,
[00:15:46.600 --> 00:15:52.240]   once they give the green light in a country to the media that the mega banks control to
[00:15:52.240 --> 00:16:00.120]   say that there's a panic, they will then come out and say to everyone, oh my gosh, look
[00:16:00.120 --> 00:16:02.920]   at this riot in the street, the police can't do anything.
[00:16:02.920 --> 00:16:08.600]   That will then spread, the police will be ordered to stand down like they were done
[00:16:08.600 --> 00:16:15.760]   in several US cities this year, like Maryland, Baltimore, Maryland, and other areas.
[00:16:15.760 --> 00:16:20.920]   And then when that carnage spreads, it will further destroy confidence and drop the market
[00:16:20.920 --> 00:16:25.160]   artificially to below what it's even worth.
[00:16:25.160 --> 00:16:31.240]   Maybe 50%, 60%, I'm not saying that's happening today, that's the next phase, then the globalists
[00:16:31.240 --> 00:16:36.120]   will come in with a police state, clean that up, and be the saviors, jack the market back
[00:16:36.120 --> 00:16:41.160]   up some, and then take major profits on the backs of those that were panicked.
[00:16:41.160 --> 00:16:46.560]   So this is how they operate, and we know, because it's called in the 100-point-plus
[00:16:46.560 --> 00:16:54.720]   plan the IMF riot, the IMF World Bank calls it the IMF riot because they will then trigger
[00:16:54.720 --> 00:17:03.120]   and green light through their agitators, through their city organizers, like Obama, Stololinsky
[00:17:03.120 --> 00:17:06.840]   techniques, this is all IMF World Bank runs, one of the big foundations, fund all these
[00:17:06.840 --> 00:17:13.680]   leftist groups, they will trigger the riots, call them racial, use a few bad apple cops
[00:17:13.680 --> 00:17:18.040]   as the excuse, all hell will break loose to further destroy confidence.
[00:17:18.040 --> 00:17:23.880]   So the next phase, and you can see this being lined up, is the IMF riot, ladies and gentlemen.
[00:17:23.880 --> 00:17:28.560]   You can see they've already primed the detonators with their Black Lives Matter and other operative
[00:17:28.560 --> 00:17:34.160]   groups all over the United States, sucking useful idiots in for the next phase.
[00:17:34.160 --> 00:17:37.000]   This is an extremely critical time right now.
[00:17:37.000 --> 00:17:39.920]   Here's the good news, we know the game plan.
[00:17:39.920 --> 00:17:45.000]   And if folks will simply realize that Infowars.com and the brain trust of people we have and
[00:17:45.000 --> 00:17:50.640]   researchers we have and analysis we have and focus on history that we have, that if the
[00:17:50.640 --> 00:17:55.840]   military and the police and the good people in the government listen to us, who are compartmentalized,
[00:17:55.840 --> 00:18:01.600]   and if the general public will listen to us, this paradigm will fail and will fall.
[00:18:01.600 --> 00:18:03.320]   We have the enemy plan.
[00:18:03.320 --> 00:18:07.760]   They've done this not in dozens, but hundreds of third world countries, sometimes over and
[00:18:07.760 --> 00:18:11.100]   over again in just the last 30 years.
[00:18:11.100 --> 00:18:14.440]   They have perfected this takeover plan.
[00:18:14.440 --> 00:18:19.240]   For people that aren't research, this sounds like quantum mechanics, or it sounds like
[00:18:19.240 --> 00:18:20.640]   equations or something.
[00:18:20.640 --> 00:18:21.640]   It's not.
[00:18:21.640 --> 00:18:27.600]   It is a shake and bake operation where they know exactly what they're doing with a formula,
[00:18:27.600 --> 00:18:32.540]   just like you go to the cupboard and get the pancake mix and you add one egg or two eggs
[00:18:32.540 --> 00:18:38.080]   and milk, you stir it up, you put it in the pan, and you get pancakes.
[00:18:38.080 --> 00:18:40.040]   They are following a recipe.
[00:18:40.040 --> 00:18:41.920]   They are following a program.
[00:18:41.920 --> 00:18:48.160]   As General Benton K. Parton used to say, former head of Air Force weapons development, that
[00:18:48.160 --> 00:18:54.640]   the globalists were creating a program to implode the country incrementally, get us
[00:18:54.640 --> 00:18:59.780]   dependent on welfare, then have the inner cities riot, and then bring in martial law
[00:18:59.780 --> 00:19:01.760]   after that next phase.
[00:19:01.760 --> 00:19:05.220]   And they want to steal your pension funds, they want to impoverish you, but they've got
[00:19:05.220 --> 00:19:10.720]   to pose like the saviors so they can skim off those and federalize them so they can
[00:19:10.720 --> 00:19:13.880]   then transfer the wealth to the offshore banks.
[00:19:13.880 --> 00:19:15.120]   We'll be back after this break.
[00:19:15.120 --> 00:19:19.800]   I'll do one more segment, then we'll go live to David Knight waiting in studio.
[00:19:19.800 --> 00:19:21.000]   This is recorded.
[00:19:21.000 --> 00:19:26.040]   David Knight will be live in studio at 1133 Central Standard Time.
[00:19:26.040 --> 00:19:27.040]   Stay with us.
[00:19:27.040 --> 00:19:34.040]   [Music]
[00:19:34.040 --> 00:20:01.040]   [Music]
[00:20:01.040 --> 00:20:04.040]   The human body is more than 60% water.
[00:20:04.040 --> 00:20:07.040]   Your brain and muscles are 75% water.
[00:20:07.040 --> 00:20:10.040]   And your blood is 92% water.
[00:20:10.040 --> 00:20:14.040]   Water is vital to your body, and alkalizing your water is the key to keep it running at
[00:20:14.040 --> 00:20:15.040]   its best.
[00:20:15.040 --> 00:20:20.040]   AlkaVision Plasma pH Drops keep your entire body healthy, boosts energy, promotes weight
[00:20:20.040 --> 00:20:22.040]   loss, and even fights cancer.
[00:20:22.040 --> 00:20:28.040]   Call 800-518-7615 or go to alkavision.com to find out more.
[00:20:28.040 --> 00:20:30.040]   That's alkavision.com.
[00:20:30.040 --> 00:20:36.040]   By now you know that wireless technology like cell phones do in fact pose dangers to the
[00:20:36.040 --> 00:20:38.040]   health and privacy of everyone.
[00:20:38.040 --> 00:20:42.040]   Block It Pocket's wide range of products are unmatched in providing the protection you
[00:20:42.040 --> 00:20:43.040]   deserve.
[00:20:43.040 --> 00:20:45.040]   No scare tactics, just common sense.
[00:20:45.040 --> 00:20:51.040]   Block It Pocket.com offers quality American-made options to alleviate and eliminate these invisible
[00:20:51.040 --> 00:20:52.040]   dangers.
[00:20:52.040 --> 00:20:57.040]   Learn more at blockitpocket.com or call 888-315-9618.
[00:20:57.040 --> 00:21:01.040]   Blockitpocket.com, enhancing health and privacy.
[00:21:01.040 --> 00:21:05.040]   Communist China freely allows the sale of bulletproof armor plates, while our U.S. politicians
[00:21:05.040 --> 00:21:08.040]   argue from banning Americans from owning body armor.
[00:21:08.040 --> 00:21:09.040]   Does that sound right to you?
[00:21:09.040 --> 00:21:12.040]   Arm your American body at infidelbodyarmor.com.
[00:21:12.040 --> 00:21:15.040]   Infidel Body Armor just won't quit.
[00:21:15.040 --> 00:21:18.040]   Hi, Ted Anderson with Midas Resources.
[00:21:18.040 --> 00:21:22.040]   Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[00:21:22.040 --> 00:21:24.040]   Get our 10 Reasons book free.
[00:21:24.040 --> 00:21:27.040]   Call 800-686-2237.
[00:21:27.040 --> 00:21:30.040]   That's 800-686-2237.
[00:21:30.040 --> 00:21:31.040]   This is Dan Pilla.
[00:21:31.040 --> 00:21:33.040]   Do you owe the IRS money you can't pay?
[00:21:33.040 --> 00:21:35.040]   Are tax debts crippling you?
[00:21:35.040 --> 00:21:37.040]   I've defended people from the IRS for over 30 years.
[00:21:37.040 --> 00:21:40.040]   I've helped thousands and I can help you too.
[00:21:40.040 --> 00:21:44.040]   I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless
[00:21:44.040 --> 00:21:45.040]   case.
[00:21:45.040 --> 00:21:48.040]   Call 800-34-NO-TAX to finally get free of IRS debt.
[00:21:48.040 --> 00:21:52.040]   With the IRS's new programs, there's never been a better time to solve your problem.
[00:21:52.040 --> 00:21:54.040]   Call 800-34-NO-TAX.
[00:21:54.040 --> 00:21:59.040]   That's 800-34-NO-TAX or my website, danpilla.com.
[00:21:59.040 --> 00:22:06.040]   It's time to build your own emergency food stockpile with the industry leader, My Patriot Supply.
[00:22:06.040 --> 00:22:10.040]   Once you try them, you'll know why so many Americans like you have made them part of
[00:22:10.040 --> 00:22:12.040]   their emergency preparedness plan.
[00:22:12.040 --> 00:22:17.040]   Experience the My Patriot Supply difference today with this unbelievable offer.
[00:22:17.040 --> 00:22:22.040]   Right now, a four-week food supply is only $99 and that includes free shipping.
[00:22:22.040 --> 00:22:25.040]   That's 50% off the online price.
[00:22:25.040 --> 00:22:29.040]   Call 800-274-3070 to claim yours.
[00:22:29.040 --> 00:22:31.040]   Limit two per caller while supplies last.
[00:22:31.040 --> 00:22:36.040]   This offer isn't available online, so you want to make sure and grab this opportunity
[00:22:36.040 --> 00:22:38.040]   to get prepared today.
[00:22:38.040 --> 00:22:46.040]   800-274-3070 to get your four-week food supply for the incredible price of only $99 and it'll
[00:22:46.040 --> 00:22:48.040]   be shipped to you completely free.
[00:22:48.040 --> 00:22:52.040]   Call 800-274-3070 right now.
