[00:00.000 --> 00:02.000]  We've got it
[02:46.820 --> 02:51.660]  They're bringing him down to put radicals in to destroy the country as a scorched earth
[02:51.660 --> 02:57.340]  program against innocent men, women and children. And the globalists are doing a softer form
[02:57.340 --> 03:03.980]  of that via cultural attack and agenda 21 here in the West. The New World Order might
[03:03.980 --> 03:08.900]  as well be an alien spaceship here, destroying humanity.
[03:08.900 --> 03:13.740]  It isn't an alien spaceship orbiting above us, a black pyramid, but it might as well
[03:13.740 --> 03:22.440]  be. They are absolutely committed to social Darwinism and they see you and they see me
[03:22.440 --> 03:28.980]  and everybody else and 99.9% of us not as expendable. We're already expendable as trash
[03:28.980 --> 03:29.980]  to be taken out.
[03:29.980 --> 03:35.180]  Well, you listen here New World Order on your dreams of grandeur, I guess you got your grandeur,
[03:35.180 --> 03:41.020]  your dreams of immortality and your power trip, I know who you are. And it's our job
[03:41.020 --> 03:46.500]  to show their writings and their game plan to people so that we can awaken as a species
[03:46.500 --> 03:51.180]  and defeat this. But when I was talking to Watson this morning and working on this article
[03:51.180 --> 03:56.740]  a little bit with him, we came up with a headline, Israel helps its Al Qaeda ally with attack
[03:56.740 --> 03:57.740]  on Syria.
[03:57.740 --> 04:04.040]  And you write a headline like that and it sounds so bizarre, so over the top, so weird.
[04:04.040 --> 04:09.920]  And then you realize it's 100% true and 100% public. Now, what does that say about the
[04:09.920 --> 04:15.300]  normalcy bias that the globalists know we have? They know that we'll basically put up
[04:15.300 --> 04:24.080]  with anything if for two years and three months, so 27 months total, the West, they called
[04:24.080 --> 04:30.900]  the first attacks bombings and machine gunnings protest against the evil Assad.
[04:30.900 --> 04:35.420]  That was two plus years ago, then the last year and a half it's been, we bomb and give
[04:35.420 --> 04:41.700]  missiles and weapons to the activists, to the rebels cuz Assad's a bad guy to just engage
[04:41.700 --> 04:45.820]  in every form of terrorism you can imagine. And then you don't think the West wouldn't
[04:45.820 --> 04:50.580]  hire Muslim terrorists or patsies to bomb the marathon to take our rights?
[04:50.580 --> 04:55.100]  I mean, the Syrians, I look at these men, women and children they've been killing and
[04:55.100 --> 05:00.100]  I have a lot of empathy folks cuz we're next.
[05:00.100 --> 05:04.820]  Now that we have moved into the winter season, there is an increased need to support our
[05:04.820 --> 05:10.440]  immunity and health. At Silver Lungs, we are committed to meeting your needs by providing
[05:10.440 --> 05:15.880]  a full selection of silver based products. Our most popular silver based products are
[05:15.880 --> 05:21.660]  the 32 ounce nano silver solutions, our two ounce nano silver nasal applicators, as well
[05:21.660 --> 05:29.300]  as our all natural silver soaps. Just released is our 100% natural silver gel. Our new silver
[05:29.300 --> 05:34.100]  gel is not based on synthetic gelling agents which quickly evaporate and leave the silver
[05:34.100 --> 05:39.640]  at the surface. But rather we have formulated our silver gel using the natural skin nourishing
[05:39.640 --> 05:44.700]  chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the
[05:44.700 --> 05:52.820]  silver more effectively. Visit www.silverlungs.com and click on our store page to find what silver
[05:52.820 --> 06:08.420]  based products are best for you. That's www.silverlungs.com.
[06:08.420 --> 06:15.900]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN
[06:15.900 --> 06:29.820]  radio network.
[06:29.820 --> 06:38.340]  Ladies and gentlemen, it is Sunday, the fifth day of May 2013 and Deep Purple is bringing
[06:38.340 --> 06:45.980]  us in today. Smoke on the water, fire in the sky. There is certainly smoke on the water
[06:45.980 --> 06:54.620]  and fire in the sky in and around Syria. Syria, the ancient country that's had Jews, Christians
[06:54.620 --> 06:59.380]  and then Muslims living in it, Jews living there for 3,000 plus years, Christians living
[06:59.380 --> 07:03.140]  there for 2,000 years or so.
[07:03.140 --> 07:08.420]  Now about a third of the country or more is under al-Qaeda control. They fly al-Qaeda
[07:08.420 --> 07:16.700]  flags, and they are being armed with heavy weapons. Heavy weapons, heavy missiles, medium
[07:16.700 --> 07:23.500]  sized artillery, grenade launchers, and anti aircraft weapons. And they have been shooting
[07:23.500 --> 07:28.740]  up aircraft trying to take off the International Airport in Damascus.
[07:28.740 --> 07:35.100]  Israel has engaged in another wave of bombings across the country, bombing military bases
[07:35.100 --> 07:43.000]  and other strategic locations. And again, ladies and gentlemen, when I sit here and
[07:43.000 --> 07:49.740]  I see this, it's like the Twilight Zone, because this is not my opinion. When Paul Watson came
[07:49.740 --> 07:52.260]  out with a headline, document can please for TV viewers.
[07:52.260 --> 07:56.820]  Again, it's a syndicated radio show, but we're streaming video at mfallwars.com, forward
[07:56.820 --> 08:05.300]  slash listen, and of course, also at prisonplanet.tv. Israel helps its al-Qaeda ally with attack
[08:05.300 --> 08:13.360]  on Syria, Tel Aviv in Bolden's western back jihadist. Now, the Council on Foreign Relations,
[08:13.360 --> 08:17.860]  the LA Times, all of them, the New York Times have had to admit, we've been reporting it
[08:17.860 --> 08:22.420]  for 26, 27 months, but over the last year, they've had to admit, yes, the West in Libya
[08:22.420 --> 08:27.140]  and now in Syria is importing actual al-Qaeda.
[08:27.140 --> 08:35.460]  People that call themselves al-Qaeda out of Saudi Arabia. I guess if Saudi Arabia is involved
[08:35.460 --> 08:39.020]  in another attack like 9-11, maybe we'll just attack Syria. I mean, this is kind of, or
[08:39.020 --> 08:47.380]  maybe Canada, that's what this has turned into. That's how stupid the corporate mainstream
[08:47.380 --> 08:52.540]  media thinks you are out there.
[08:52.540 --> 08:57.500]  And so that's our top story today. As the end of a week when the Obama administration
[08:57.500 --> 09:04.660]  signaled its intention to send heavy weaponry to al-Qaeda-led Syrian rebels, Israel launched
[09:04.660 --> 09:10.460]  airstrikes inside Syrian territory that will only serve to embolden jihadist militants
[09:10.460 --> 09:14.860]  who have openly espoused their desire to destroy both Israel and the United States.
[09:14.860 --> 09:19.740]  We have links to videos where they were in Libya a year ago or two years ago or so and
[09:19.740 --> 09:27.400]  they said with signs on BBC, next stop, Syria, next stop, Washington. And Washington is like,
[09:27.400 --> 09:32.700]  that's right, have more heat seeking missiles from Benghazi. The ambassador didn't like
[09:32.700 --> 09:36.620]  it, so he got hit.
[09:36.620 --> 09:43.180]  And they're saying, don't worry, don't worry, here's all the weapons you could ever want.
[09:43.180 --> 09:47.540]  People are saying, well, what does that mean? There's a global crime syndicate that controls
[09:47.540 --> 09:53.460]  NATO and the major Western governments and it is using al-Qaeda to overthrow secular
[09:53.460 --> 09:58.660]  governments that are not bothering anybody and are creating stability in the Middle East
[09:58.660 --> 10:01.380]  because they want divide and conquer.
[10:01.380 --> 10:05.980]  Since the time of Julius Caesar and his book, he wrote the Battle for Gaul. It's a collection
[10:05.980 --> 10:11.580]  of letters he wrote back to the regent of the Senate. They describe how to divide and
[10:11.580 --> 10:15.500]  conquer and play groups against each other. And I've talked to a lot of good old boys
[10:15.500 --> 10:19.060]  that go, yeah, we'll fund the Arabs to kill each other.
[10:19.060 --> 10:24.140]  Let me explain something to you. The globalists hate you more than they hate the Arabs. They
[10:24.140 --> 10:28.780]  hate anybody that's been sovereign, anybody that's been independent, anybody that they
[10:28.780 --> 10:35.100]  don't control. This is not America doing this. This is the global crime syndicate that has
[10:35.100 --> 10:37.300]  seized control of our government doing it.
[10:37.300 --> 10:43.180]  And they have kicked out more than 20 members of the Joint Chiefs and their adjuncts just
[10:43.180 --> 10:47.860]  in the last three years, including the head of CENTCOM repeatedly and the head of the
[10:47.860 --> 10:52.660]  Mediterranean fleet. And the list goes on because they said no to giving heat seeking
[10:52.660 --> 10:59.920]  missiles by the thousands to al-Qaeda.
[10:59.920 --> 11:04.260]  And the decision has been made at the Club of Rome and the Bilderberg Group and the Council
[11:04.260 --> 11:11.140]  on Foreign Relations and publicly in France and England and at the NATO Council and the
[11:11.140 --> 11:20.300]  UN Secretary General. The decisions have been made in Washington that you are so stupid
[11:20.300 --> 11:27.460]  that they can put al-Qaeda in Libya and Syria and al-Qaeda like give control to the Muslim
[11:27.460 --> 11:32.300]  Brotherhood created by British intelligence, taken over by Hitler, turned over to Western
[11:32.300 --> 11:36.780]  Intelligence CIA in 1946 after World War II.
[11:36.780 --> 11:44.100]  And that's what I'm telling you. Then when al-Qaeda shoots down US and European jetliners,
[11:44.100 --> 11:48.380]  we will be on the news when this happens going, hey, our government funded al-Qaeda. Here
[11:48.380 --> 11:53.060]  they are at Benghazi giving them the 10,000 plus heat seekers. It's like 18,000 missiles
[11:53.060 --> 11:58.380]  total, 10,000 heat seekers. That's been in the news. And when all this happens, it'll
[11:58.380 --> 12:06.140]  be all over the headlines. Alex Jones, the scum. Alex Jones, the garbage. Alex Jones,
[12:06.140 --> 12:11.700]  the anti-American lies and says our government gave the missiles to al-Qaeda.
[12:11.700 --> 12:16.780]  When Benghazi happened months ago, I had Wayne Madsen who's been to Libya over and over again,
[12:16.780 --> 12:24.060]  formerly with the NSA on. I had Colonel Anthony Shafer, who ran black ops in the Pentagon
[12:24.060 --> 12:28.180]  and could have killed bin Laden repeatedly but was told to stand down on the show. I
[12:28.180 --> 12:35.220]  had Webster Griffin Tarpley. I had countless experts. I had Dr. Steve Pechenik, former
[12:35.220 --> 12:39.020]  head of black ops for the State Department over the CIA.
[12:39.020 --> 12:44.700]  I had them all on and they all concurred. And Shafer made statements saying, he agreed
[12:44.700 --> 12:49.060]  it was basically looked like a hit on the ambassador. He got so much heat, he asked
[12:49.060 --> 12:54.540]  that we walk that back. We need to get him back on by the way. But the point is, is that
[12:54.540 --> 13:00.100]  here it is. Benghazi names of whistleblower witnesses revealed. So they're now trying
[13:00.100 --> 13:06.780]  to go after the whistleblowers and they now put people in jail to report federal crimes.
[13:06.780 --> 13:11.060]  Obama has done things nobody's ever done before. It's just incredible. The Benghazi talking
[13:11.060 --> 13:17.180]  points and how they were changed to obscure the truth, weekly standard. Official, CBS
[13:17.180 --> 13:19.980]  News, we knew Benghazi was terror attacked from the get go.
[13:19.980 --> 13:28.140]  They had two predator drones and a C-130 out of Italy over it the whole time it happened.
[13:28.140 --> 13:33.540]  It was on record the Al-Qaeda group. The West brought in Al-Qaeda, more than 60,000 of them,
[13:33.540 --> 13:41.020]  into Benghazi over the border of Egypt. And Mubarak wouldn't go along with this. That's
[13:41.020 --> 13:45.220]  why they took Mubarak, Hassan Mubarak, the US backed dictator 31 years out.
[13:45.220 --> 13:54.180]  See, it's a chain reaction. Egypt borders in North Africa. To the West is Libya and
[13:54.180 --> 13:58.180]  its capital Tripoli. Next to that's Tunisia. And so he wouldn't go along with that. He
[13:58.180 --> 14:02.900]  said, I'm not gonna help that. So they basically arrested him, drugged him up for the fake
[14:02.900 --> 14:07.100]  trial. He had a stroke member, that's why he couldn't be there.
[14:07.100 --> 14:11.900]  Kind of like the other Patsy bomber in Boston. Gets out of the boat, no blood. Next, his
[14:11.900 --> 14:16.700]  throat's been cut out. But he confessed to us, but you'll never hear him talk. I mean,
[14:16.700 --> 14:21.900]  just the essence of authoritarianism. And again, the globalists are running these people.
[14:21.900 --> 14:26.380]  So Mubarak says two plus years ago, I'm not part of this. Boom, he disappears, boom. They
[14:26.380 --> 14:32.380]  bring in 50 to 60,000 of these jihadis, actual Al-Qaeda, out of Qatar, Saudi Arabia, other
[14:32.380 --> 14:36.460]  areas with weapons, out of Egypt, into Libya.
[14:36.460 --> 14:40.540]  Again, no fan of Gaddafi, but he was working with the West the last eight years before
[14:40.540 --> 14:46.180]  that. It was investing his money in major Western banks, invested his money with Sarkozy.
[14:46.180 --> 14:50.220]  That's why we predicted he'd be arrested later, which they've now gone after him. So he basically
[14:50.220 --> 14:59.200]  financed Sarkozy into office. But the issue was that once they were there in Benghazi,
[14:59.200 --> 15:05.100]  it came out day one, that the group that killed him was the Benghazi security force hired
[15:05.100 --> 15:07.500]  and funded by NATO and the CIA.
[15:07.500 --> 15:13.580]  They had a weapons cache at that torture center. And so everybody on the ground, Navy SEALs
[15:13.580 --> 15:19.520]  CIA at a torture base a half mile away, they were ordered hundreds of US troops, do not
[15:19.520 --> 15:23.780]  go help. Don't leave your torture dungeon, that continued under Obama, that's now come
[15:23.780 --> 15:24.780]  out.
[15:24.780 --> 15:29.920]  Just stand down, for eight hours, they watched five security people plus two SEALs that didn't
[15:29.920 --> 15:38.380]  follow orders, hold off more than 300 Al Qaeda sent to murder the ambassador and blow the
[15:38.380 --> 15:43.060]  place up. And by the way, I told you that months ago, it's now come out mainstream news.
[15:43.060 --> 15:46.940]  Weekly Standard, CBS News, you name it, they think you're too stupid to even understand
[15:46.940 --> 15:53.540]  what you're reading. Okay, eight hours. The fleet was just 30 miles away off the coast.
[15:53.540 --> 16:00.420]  They sat there and watched it happen. Watch the whole thing.
[16:00.420 --> 16:06.300]  Introducing Pro One, all of your filtration in one system portable on the go. No more
[16:06.300 --> 16:11.540]  do you have two or three filters to just reduce sodium fluoride. You have a system that cuts
[16:11.540 --> 16:18.660]  out the sodium fluoride and up to 95% of hydrofluorosolic acid. Advanced manufacturing technology combines
[16:18.660 --> 16:24.140]  silver impregnated white ceramic with new aqua medics advanced media for removal of
[16:24.140 --> 16:28.980]  fluoride and other heavy metals all in one filter element. It is the only one that does
[16:28.980 --> 16:34.220]  it and out of the gates. We have a discounted at 10% off with promo code water. This is
[16:34.220 --> 16:41.660]  the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[16:41.660 --> 16:47.220]  ammonia and chlorine hydrofluorosolic acid, the most common form of fluoride not covered
[16:47.220 --> 16:52.660]  by other fluoride filter brands and sodium hexafluorosilicate. Get your Pro Pure with
[16:52.660 --> 17:00.820]  the new Pro One filters today at mfowarskstore.com or by calling 888-253-3139.
[17:00.820 --> 17:06.420]  With health threats on the rise such as West Nile virus, MRSA, CRE and now the new bird
[17:06.420 --> 17:11.020]  flu recently discovered in China, there has never been a more crucial time to support
[17:11.020 --> 17:16.740]  your immune system. Supernatural Silver is a revolutionary new silver solution that is
[17:16.740 --> 17:22.020]  clinically shown to be several hundred times more effective than colloidal or ionic silver
[17:22.020 --> 17:27.980]  and is powerful enough to help protect you and your family. Supernatural Silver is scientifically
[17:27.980 --> 17:33.300]  supported, highly effective and perfect for everyday use inside the body as well as out.
[17:33.300 --> 17:38.340]  The Science Digest Journal says silver is our mightiest germ fighter. It is virtually
[17:38.340 --> 17:44.500]  non-toxic and is emerging as a wonder of modern medicine. Supernatural Silver is the number
[17:44.500 --> 17:48.900]  one choice of thousands for improved health and immune system support. To find out how
[17:48.900 --> 17:54.860]  Supernatural Silver can change your life, go to SupernaturalSilver.com and use the promo
[17:54.860 --> 18:00.060]  code SPRING2013 for 20% off and like us on Facebook.
[18:00.060 --> 18:05.580]  In the last two years alone, the US has seen huge losses to our food supply. In 2011, storms
[18:05.580 --> 18:10.380]  and floods raged across the US, costing us $20 billion in lost crops alone. In 2012,
[18:10.380 --> 18:14.780]  we saw the largest drought in the country in more than 50 years. You may think out of
[18:14.780 --> 18:19.260]  sight, out of mind, and so you don't think you will be affected. The fact is you are.
[18:19.260 --> 18:24.220]  We all are. Food shortages drive prices up for everyone. You might not be able to control
[18:24.220 --> 18:29.140]  mother nature, but you can control your food prices by freezing the cost and availability
[18:29.140 --> 18:33.420]  of your food supply with e Foods Direct. Be prepared before you need it with nutrient
[18:33.420 --> 18:38.100]  dense food you can store for up to 25 years. You can hope for the best, but hope won't
[18:38.100 --> 18:42.260]  feed you. Do what I've done and get your own supply of the best durable foods out there
[18:42.260 --> 18:48.220]  from e Foods Direct. Call 800-409-5633 or visit them on the web at efoodsdirect.com
[18:48.220 --> 18:54.500]  forward slash Alex and check out their spring specials. Again, that number is 800-409-5633
[18:54.500 --> 18:59.100]  or on the web at efoodsdirect.com forward slash Alex. You can bet your life on e Foods
[18:59.100 --> 19:04.580]  Direct. You prepare by purchasing gold, food and firearms, but if you don't have a home
[19:04.580 --> 19:09.900]  security system, then you're missing a critical weapon in your arsenal for home protection.
[19:09.900 --> 19:15.340]  When you're sleeping or away from home, who's watching out for intruders? Check out SimplySafe.
[19:15.340 --> 19:20.820]  It's a new do it yourself home security system that is completely wireless. Go to get simply
[19:20.820 --> 19:26.680]  safe dot com. SimplySafe is independent and off the grid. It runs on battery power, so
[19:26.680 --> 19:31.640]  even if the grid goes down, you're protected. It's completely customizable, so you can use
[19:31.640 --> 19:37.380]  it in your home, business, boat, trailer, storage unit or shed. Get simply safe dot
[19:37.380 --> 19:43.380]  com. SimplySafe is also ridiculously easy to install yourself in under 20 minutes, so
[19:43.380 --> 19:47.580]  there's no need to let a stranger into your home. If you move or need to relocate, you
[19:47.580 --> 19:52.120]  can take the system with you wherever you go. You aren't always at home, but SimplySafe
[19:52.120 --> 19:57.540]  will stand guard, protecting your property 24 hours a day, seven days a week. Again,
[19:57.540 --> 20:05.980]  it's get simply safe dot com. Coast to coast, direct from Austin. You're listening to the
[20:05.980 --> 20:17.180]  Alex Jones Broadcasting Network. We are on the march. The empire is on the run. Alex
[20:17.180 --> 20:44.180]  Jones and the GCN Radio Network. Our republic is having the globalest new world order knife
[20:44.180 --> 20:54.940]  drawn across its throat. And the general public is very childlike. And look at people. I watch
[20:54.940 --> 21:04.540]  folks in public. And they are so simple minded. They have no idea what they're facing. And
[21:04.540 --> 21:10.060]  that's why the ruling class globally is so incredibly ruthless. They've gotten away with
[21:10.060 --> 21:15.300]  so much. And now they're getting away with things that I would have thought unthinkable.
[21:15.300 --> 21:20.900]  I was thinking during the break, when has our government and other Western governments
[21:20.900 --> 21:30.180]  funded a group like Al Qaeda publicly to not fight Russian troops like the 1980s? But to
[21:30.180 --> 21:36.020]  go in and blow up mosque and blow up neighborhoods and make fathers, Christian fathers and other
[21:36.020 --> 21:41.740]  suicide bomb or they'll kill their families. I mean, that's all admitted. And attack a
[21:41.740 --> 21:48.420]  country for 26, 27 months and then say that country that lays there and takes it, Syria
[21:48.420 --> 21:52.300]  is the bad guy. I mean, they must think you're incredibly dumb.
[21:52.300 --> 21:58.700]  And I was thinking, when has our government done something that over the top naked? And
[21:58.700 --> 22:03.340]  it's Pol Pot and the Khmer Rouge in the 70s. Zbigniew Brzezinski, I've read the book he
[22:03.340 --> 22:07.540]  wrote about it, bragged that the quote you could pull up something like, it would be
[22:07.540 --> 22:18.540]  unthinkable for us to kill 30% of the Cambodians, but I could fund Pol Pot to do it.
[22:18.540 --> 22:25.540]  Millions of people, just field after field of skulls, what's called the killing fields.
[22:25.540 --> 22:32.300]  Our government did that and it's on record. He's a rock star on C-SPAN when he goes to
[22:32.300 --> 22:40.260]  the CFR. They admire guys, they see that as strong, as cold blooded, as cool. And they
[22:40.260 --> 22:49.540]  took those families out and they just shot them in the head. Anyone who was educated.
[22:49.540 --> 22:52.620]  And then I thought about Madeleine Albright, and I wanna find this clip. We played it before,
[22:52.620 --> 22:55.940]  but I was telling an Esquire writer about it and he didn't believe it.
[22:55.940 --> 23:00.140]  Maybe you can even find it, John. I know we've played it like a month ago. Madeleine Albright
[23:00.140 --> 23:05.580]  talks about dead Iraqi children, or says, I mean, the actual quote on NBC Nightline,
[23:05.580 --> 23:12.360]  it was NBC Dateline, was, are 600 plus thousand dead Iraqis, most of them children from the
[23:12.360 --> 23:16.080]  sanctions and the war, this is before the second war in 2003.
[23:16.080 --> 23:19.580]  Is that a good price to pay for security in the region? And she said, yes, it is a good
[23:19.580 --> 23:28.580]  price to pay. It's a famous quote. But our government puts Saddam Hussein in power, that's
[23:28.580 --> 23:37.580]  declassified. They trained him in 1959 as a CIA agent in Egypt. He was trained for three
[23:37.580 --> 23:44.540]  years from 56 to 59.
[23:44.540 --> 23:55.300]  Look it up. The West staged a coup to put him in in 79, gave him almost $40 billion
[23:55.300 --> 24:00.560]  we know of to start a war with Iran. And you're like, well, that's how we get them Iranians.
[24:00.560 --> 24:07.260]  The globalists don't like you either. But you will go along with overthrowing the Iranian
[24:07.260 --> 24:11.560]  government in 53 and putting the Shah in, and then overthrowing him and putting the
[24:11.560 --> 24:13.900]  Muslim Shiites in.
[24:13.900 --> 24:17.460]  Yeah, that's on record. They put the Abtullah Khomeini in, then they did the Iran-Contradill
[24:17.460 --> 24:26.380]  with him a year later. Yeah, he's our enemy. I'm not saying they even work for each other.
[24:26.380 --> 24:30.340]  It's just that it's like our government gave nuclear reactors in North Korea in the mid-90s.
[24:30.340 --> 24:34.820]  ABB, Donald Rumsfeld, look it up. Clinton was involved too, bipartisan.
[24:34.820 --> 24:40.940]  It's totally cold-blooded Machiavellianism of injustifies the means. But the means isn't
[24:40.940 --> 24:44.900]  keep America free, keep America strong. That would still be immoral. That's how they get
[24:44.900 --> 24:48.740]  people to do bad things. We torture to keep America free. We've gotta be more evil than
[24:48.740 --> 24:49.740]  the evil guys.
[24:49.740 --> 24:54.740]  That's how the devil talks, folks. And I sat there this morning, and Paul was doing an
[24:54.740 --> 24:58.040]  article and I was working on with him a little bit. And he said, what do you think the headline
[24:58.040 --> 25:05.140]  ought to be? And I said, well, Israel, I said Twilight Zone, Israel backs al-Qaeda rebels
[25:05.140 --> 25:11.120]  in Syria. Well, he went with the headline, Israel helps its al-Qaeda ally with attack
[25:11.120 --> 25:12.120]  on Syria.
[25:12.120 --> 25:15.780]  He goes, well, we think Hezbollah out of Iran might have been bringing them some missiles,
[25:15.780 --> 25:20.440]  so we did this. Folks, they're blowing up military bases and killing key leadership.
[25:20.440 --> 25:23.780]  When they bombed them a few months ago, I said that, that they weren't bombing chemical
[25:23.780 --> 25:31.940]  weapons and it turned out they weren't. They were killing military leadership. Israel,
[25:31.940 --> 25:37.860]  along with NATO, see, cuz NATO is held back because the media and people are telling the
[25:37.860 --> 25:43.180]  truth. So it's so outrageous to bomb a country, plus the UN Security Council, because of Russia's
[25:43.180 --> 25:48.940]  veto, hasn't authorized this, and everybody knows about WMD lies.
[25:48.940 --> 25:56.020]  Syria legally has their WMDs, the US has them as well, chemical weapons. Syria's like, we'll
[25:56.020 --> 25:59.900]  never use these, we're sitting here letting you attack us, knowing you wanna bait us into
[25:59.900 --> 26:04.420]  a war. Assad said that two weeks ago in a speech. He said, you're using al-Qaeda against
[26:04.420 --> 26:08.540]  us, and this is gonna come back to haunt you. And he said, read the whole speech, he said,
[26:08.540 --> 26:13.020]  the American people need to know, when you get your jetliners, it's come out in leaks.
[26:13.020 --> 26:16.620]  They listen to the show, the Syrian government does. They don't even have that good of intelligence,
[26:16.620 --> 26:22.620]  cuz they're not full spectrum. It came out in British news that Assad reads infowars.
[26:22.620 --> 26:26.740]  But the point is, he came out and said, when they attack you with the missiles that you
[26:26.740 --> 26:35.980]  got, that you gave them in Libya, it's going to come back on you. And he said, American
[26:35.980 --> 26:47.980]  people, this is evil, don't be part of this. And when you read Reuters, it was headline,
[26:47.980 --> 26:51.180]  Assad says US will pay for backing al-Qaeda in Syria.
[26:51.180 --> 26:55.540]  And then the article admitted, well, we do back them, it's true, but it's for a good
[26:55.540 --> 27:01.180]  cause, but didn't give you the full transcript, go read it. That was like a week ago, two
[27:01.180 --> 27:04.700]  weeks ago. Guys, if you type in for viewers that are watching on TV and not just listening,
[27:04.700 --> 27:11.940]  type in, or for listeners, the listeners can do it. Type in, Assad says America will regret
[27:11.940 --> 27:13.420]  backing al-Qaeda in Syria.
[27:13.420 --> 27:17.460]  That's the exact headline Reuters. The point is, is that I get up here for new listeners.
[27:17.460 --> 27:23.220]  They've run national headlines the last two weeks going, Alex Jones says Obama's the head
[27:23.220 --> 27:28.140]  of al-Qaeda, how insane is that? Rachel Maddow said that and others. Well, let me just show
[27:28.140 --> 27:31.580]  you the article they reference right here that's got him so freaked out.
[27:31.580 --> 27:36.500]  Obama now global head of al-Qaeda, Paul Watson, Alex Jones, March 21st, will president order
[27:36.500 --> 27:41.580]  drone strike on White House? And we said that saying, well, he says he's launched his drone
[27:41.580 --> 27:46.300]  strikes on al-Qaeda, the truth is he runs al-Qaeda. So the article was written as a
[27:46.300 --> 27:49.860]  direct message to them that hey, come on, you know you're running al-Qaeda.
[27:49.860 --> 27:53.460]  If you wanted to go after al-Qaeda, you'd go after yourself, though we wish you a long
[27:53.460 --> 27:58.980]  healthy life. President Obama is now the global head of al-Qaeda, bankrolling, arming and
[27:58.980 --> 28:02.300]  equipping terrorists around the world in order to achieve his administration's geopolitical
[28:02.300 --> 28:06.100]  objectives, while simultaneously invoking the threat of terrorists domestically to destroy
[28:06.100 --> 28:07.100]  the Bill of Rights.
[28:07.100 --> 28:13.020]  And it goes through more than 15 links to mainstream media admitting the entire thing.
[28:13.020 --> 28:18.500]  Now there it is, Assad says West will pay for backing al-Qaeda in Syria. And what is
[28:18.500 --> 28:25.340]  that, MSNBC? Yeah, NBC News, NBC News, World News, yeah, and they ran Reuters. Okay, there
[28:25.340 --> 28:32.040]  you go, boom for TV viewers, okay? Karzai comes out and says the West is staging bombings
[28:32.040 --> 28:35.960]  and runs al-Qaeda to destabilize us, Reuters.
[28:35.960 --> 28:40.360]  Now when I come back, I wanna talk about how this is gonna affect you here at home. Because
[28:40.360 --> 28:45.220]  I predicted six months ago when they got the Benghazi, well even before they got the Benghazi
[28:45.220 --> 28:49.140]  heat seekers, they already had a bunch in Libya, the West gave it to them. The banks
[28:49.140 --> 28:55.020]  that have hijacked us, I predicted that they would start attacking the Syrian airfields,
[28:55.020 --> 29:00.540]  the civilian fields with them, they're now doing that. We're next.
[29:00.540 --> 29:06.420]  Introducing Pro One, all of your filtration in one system portable on the go. No more
[29:06.420 --> 29:11.660]  do you have two or three filters to just reduce sodium fluoride. You have a system that cuts
[29:11.660 --> 29:18.800]  out the sodium fluoride and up to 95% of hydrofluorosolic acid. Advanced manufacturing technology combines
[29:18.800 --> 29:24.300]  silver impregnated white ceramic with new aqua medics advanced media for removal of
[29:24.300 --> 29:29.120]  fluoride and other heavy metals all in one filter element. It is the only one that does
[29:29.120 --> 29:34.360]  it and out of the gates, we have it discounted at 10% off with promo code water. This is
