whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:02:28.800 --> 00:02:36.240]   So they openly did this and now they think you have no memory and that you're not going to remember
[00:02:38.160 --> 00:02:42.240]   what they've done. They're openly cheerleading for the economy implode
[00:02:42.240 --> 00:02:48.720]   and then blaming Trump for it, just like they've said in Europe, we're going to blame
[00:02:48.720 --> 00:02:53.040]   Italy for economic downturn. We're going to blame the UK for trying to get out of the
[00:02:53.040 --> 00:02:59.360]   unelected EU. It's the exact tactic of economic terrorism. But even bigger than the Federal
[00:02:59.360 --> 00:03:05.200]   Reserve, raising all these interest hikes than ever once did with Obama. They've now done what,
[00:03:05.200 --> 00:03:11.520]   eight times with Trump and signal more to come. Even worse than that is Nancy Pelosi
[00:03:11.520 --> 00:03:18.880]   says she won't rule out indictment impeachment for Trump and she's called for his indictment
[00:03:18.880 --> 00:03:22.800]   before. So the fact that she's about to be sworn in as the Speaker of the House,
[00:03:22.800 --> 00:03:29.520]   if it hasn't already happened today. The fact that that Crypt Keeper is back in and the fact
[00:03:29.520 --> 00:03:35.120]   that this is being broadcast everywhere means that America won't be open for business and that
[00:03:35.120 --> 00:03:40.480]   we'll go back under the globalist plan to break our will to demoralize us and create economic
[00:03:40.480 --> 00:03:46.000]   warfare. And of course, we've got Nancy Pelosi's daughter wearing crazy cat lady glasses to hide
[00:03:46.000 --> 00:03:50.400]   the fact that her and her mother have gotten over a billion dollars with her dad since Nancy was in
[00:03:50.400 --> 00:03:56.000]   the house. She's a little trendy, non-threatening nerd. That's her camouflage for a vicious
[00:03:56.000 --> 00:04:01.120]   corporate witch. She's the same one that called for Trump's delegates not to be seated and for
[00:04:01.120 --> 00:04:07.840]   him to not be inaugurated on the 20th of 2017. When I said this was traitorous and outrageous,
[00:04:07.840 --> 00:04:12.400]   didn't call for her death or any violence. She went on Fox News and said I was calling for violence.
[00:04:12.400 --> 00:04:19.120]   And we confirmed that they approached the Justice Department and demanded that I be arrested.
[00:04:19.120 --> 00:04:26.240]   But it's okay, she's wearing pink cat lady glasses. So if Hitler wore pink cat lady glasses,
[00:04:26.240 --> 00:04:33.280]   it'd be okay, right? And that's the whole leprous thing. Hi, everybody, we're not monstrous demons.
[00:04:33.280 --> 00:04:37.600]   We're not trying to sexualize your children or overthrow elections. No, my mommy didn't get a
[00:04:37.600 --> 00:04:41.840]   billion dollars with daddy since she's been in the house when she had nothing. We're not gangsters
[00:04:41.840 --> 00:04:48.880]   all mobbed up. No, no, no. Mob bosses look like Don Corleone or Scarface. They don't look like me.
[00:04:48.880 --> 00:04:54.960]   Just like a lot of people kidnap kids, have little ice cream truck,
[00:04:54.960 --> 00:04:59.200]   your little glasses, got a puppy. Come on. Everything's okay.
[00:04:59.200 --> 00:05:04.480]   The globalists know that if they suppress the good halogen and pump the environment full of
[00:05:04.480 --> 00:05:09.920]   the bad halogens, fluoride, chlorine, bromide, you name it, that it lowers IQ. It literally
[00:05:09.920 --> 00:05:15.120]   dumbs the population down. And on our quest to bring our listeners and viewers the best
[00:05:15.120 --> 00:05:20.880]   iodine in the world, we've gone through two permutations. First, seaweed-based iodine
[00:05:20.880 --> 00:05:24.800]   that was pretty good, but hard to source. And the globalists tried to block us getting a supply of
[00:05:24.800 --> 00:05:30.480]   it. So we discovered deep earth crystals of pure nascent iodine and brought you X2. That's been
[00:05:30.480 --> 00:05:36.320]   incredible. Now, due to the establishment trying to block that, we did more research and secured
[00:05:36.320 --> 00:05:41.520]   more of the deep earth crystals of nascent iodine. But chemists, scientists, and others showed us the
[00:05:41.520 --> 00:05:47.120]   research that by combining it with three other compounds, two forms of iodine and vitamin C,
[00:05:47.120 --> 00:05:53.760]   it supercharges it and makes it even more bioavailable. Ladies and gentlemen, you want
[00:05:53.760 --> 00:05:58.560]   to research it, you want to see it. It's an incredible discovery. X3, now available at
[00:05:58.560 --> 00:06:12.000]   mpullmorselife.com. You are either with the Republic or against it. Resistance to
[00:06:12.000 --> 00:06:17.040]   tyrants is obedience to God. It's Alex Jones.
[00:06:17.040 --> 00:06:37.360]   Wow. We're already into the third day of 2019. I'm your host, Alex Jones.
[00:06:38.400 --> 00:06:46.560]   We're here Monday through Friday from 11am to 3pm Central Standard Time. The news websites are
[00:06:46.560 --> 00:06:54.560]   mpullmorselife.com, newswars.com, and prisonplanet.com. And when you share those links,
[00:06:54.560 --> 00:06:59.440]   when you spread those articles, when you tell your neighbors and your friends and your church
[00:06:59.440 --> 00:07:06.160]   and your coworkers about mpullmorselife.com, when you spread the word, it is absolutely
[00:07:07.600 --> 00:07:14.320]   earth-changing. It is absolutely sending chills of fear into the spines and into the
[00:07:14.320 --> 00:07:19.600]   backbones of the globalists. They saw the exponential growth rate of mpullmorselife.com
[00:07:19.600 --> 00:07:25.040]   two and a half years ago, and the fact that it was already the biggest multimedia news program
[00:07:25.040 --> 00:07:29.440]   in the world, and that it was exponentially growing. And so they said, okay, instead of
[00:07:29.440 --> 00:07:34.560]   ignoring mpullmorselife.com, we've got to psychologically inoculate people with disinfo
[00:07:34.560 --> 00:07:40.720]   and lies about it, so that those spreading the word, word of mouth, will be scared to talk about
[00:07:40.720 --> 00:07:48.400]   mpullmorselife.com. Lest someone, you know, tell them, oh, that's an evil site, or oh, that site
[00:07:48.400 --> 00:07:53.040]   hurts the children. It's not the globalists run Vatican raping children by the hundreds of
[00:07:53.040 --> 00:07:58.240]   thousands. It's not the UN kidnapping children by the tens of thousands. It's not all the Arab
[00:07:58.240 --> 00:08:02.320]   Spring funded by Obama and the Democrats killing hundreds of thousands and putting tens of
[00:08:02.320 --> 00:08:10.400]   thousands of children and women into sex slavery. No. No, ladies and gentlemen, that's not what it
[00:08:10.400 --> 00:08:18.400]   is. It's all Alex Jones. It's all Infowars. He's the bad man. He's the one that's got to be stopped.
[00:08:18.400 --> 00:08:23.760]   Well, we told you, and Trump told you, that the Federal Reserve, the private Federal Reserve,
[00:08:23.760 --> 00:08:28.640]   kept raising interest rates that it would trigger a downward spiral in the economy.
[00:08:29.520 --> 00:08:32.400]   Planned out the private Federal Reserve, tied it with other multinational banks,
[00:08:32.400 --> 00:08:36.720]   had called for China to continue to have basically unlimited free money and zero percent interest
[00:08:36.720 --> 00:08:42.640]   rates, and that everything was rigged against the US. So Trump tried to fight that. And now
[00:08:42.640 --> 00:08:46.480]   they've had all these interest rate hikes, and they've signaled more interest rate hikes.
[00:08:46.480 --> 00:08:53.040]   And that's driving down the economy. But bigger than that is Nancy Pelosi, about to be sworn in
[00:08:53.040 --> 00:08:57.280]   as the Speaker of the House, says she won't rule out indictment impeachment for Trump.
[00:08:58.400 --> 00:09:03.920]   And that's basically her saying she wants to indict him. Hank Johnson, the guy that says that
[00:09:03.920 --> 00:09:09.600]   islands float, has come out and called him Hitler and said that he should be thrown out of office.
[00:09:09.600 --> 00:09:15.280]   We have Sheila Jackson Lee and Alexander Cortez calling for reparations to be paid to black
[00:09:15.280 --> 00:09:19.680]   people. You've seen what government paychecks to black folks has done. It's ruined their communities.
[00:09:19.680 --> 00:09:25.600]   It's none of that money comes without serious strings. And this is just a country being torn
[00:09:25.600 --> 00:09:32.080]   apart at the seams. And a lot of people in the world had hoped that Trump could turn things around.
[00:09:32.080 --> 00:09:39.200]   They had hoped that we'd really be open for business.
[00:09:39.200 --> 00:09:48.640]   But a year and a half in, they saw things began to reverse. And so now a growing US economy,
[00:09:48.640 --> 00:09:54.640]   new jobs coming back is not seen as something that is an absolute, not as a sure thing.
[00:09:55.360 --> 00:09:59.840]   And the establishment bets on one thing bigger than anything, and it's that you'll be lazy.
[00:09:59.840 --> 00:10:07.280]   And part of that laziness is mental laziness to not have a memory and just not care. And you run
[00:10:07.280 --> 00:10:10.800]   into people that haven't trained their memories and you run into others that had a weak memory
[00:10:10.800 --> 00:10:16.080]   before. But as they get older, it just gets non-existent. They're living in this moment
[00:10:16.080 --> 00:10:22.480]   to moment and not in a good way. They're not even really conscious. They don't remember that Trump
[00:10:22.480 --> 00:10:28.240]   just three months ago said, "You wanna be like Venezuela? You don't let us win the House and
[00:10:28.240 --> 00:10:32.320]   Senate, it'll signal they're gonna win. And it's gonna be really rocky and that stock market's
[00:10:32.320 --> 00:10:37.360]   gonna go down." That's a fact. But see, that was three months ago, two months ago.
[00:10:37.360 --> 00:10:41.280]   Hard to believe November in the election was just two months ago.
[00:10:41.280 --> 00:10:49.360]   Here it is, Bloomberg, the Trump slump. Now, if I put this image out, they'd call it fake news.
[00:10:49.360 --> 00:11:00.320]   But all it is is illustrative. That's all it is. Just like him standing over the little girl he
[00:11:00.320 --> 00:11:04.480]   supposedly took from her mother. Wasn't a real photo, never happened. But it's all the image
[00:11:04.480 --> 00:11:10.800]   they need, the image of his red tie being red tape or the country being in the red and celebrating,
[00:11:10.800 --> 00:11:17.280]   trying to drive the nation back under the waves of despair. And there is their illustration,
[00:11:17.280 --> 00:11:22.160]   their fake news, the Trump slump, why the market said goodbye to the Trump bump.
[00:11:22.160 --> 00:11:30.400]   And the real reason is the Democrats are making very demoralizing warlike statements
[00:11:30.400 --> 00:11:35.600]   about how they're gonna kill Trump, how they're gonna indict Trump, how they're gonna murder his
[00:11:35.600 --> 00:11:39.760]   family. Republicans are getting shot, they're getting their ribs broken, they're getting attacked
[00:11:39.760 --> 00:11:46.720]   and nothing's being done. And so that's then taken by people in DC and New York and other areas
[00:11:46.720 --> 00:11:49.920]   that were thinking about fighting for the country. And they're thinking, man,
[00:11:49.920 --> 00:11:54.960]   this nation's full of a bunch of traitors and a bunch of collaborators and a bunch of scum.
[00:11:54.960 --> 00:12:00.880]   Because people like Nancy Pelosi's daughter can get up on air and say things like Trump
[00:12:00.880 --> 00:12:08.720]   is going to get his head cut off by my mother. Oh, but he'll never even know it. Well, of course
[00:12:08.720 --> 00:12:12.560]   not if you blow somebody's head off or cut their head off, they usually don't know what hit them.
[00:12:13.280 --> 00:12:16.880]   And that's the whole statement to embolden their criminal forces.
[00:12:16.880 --> 00:12:19.280]   That's why they've said the deep state's gonna kill this guy.
[00:12:19.280 --> 00:12:27.600]   That's why they said there's seven ways to Sunday to do all this. Because they've got to go around
[00:12:27.600 --> 00:12:33.120]   person by person and intimidate and threaten everyone in his administration. And most of them
[00:12:33.120 --> 00:12:38.800]   turn to the other side and say, fine. They're always being told Trump's going down, you're
[00:12:38.800 --> 00:12:44.640]   going down. A lot of them then hedge their bet. And they say, okay, I'll start giving you intel
[00:12:44.640 --> 00:12:49.120]   on Trump. And then as soon as their traders giving intel, they go, hey, that's classified
[00:12:49.120 --> 00:12:52.880]   information you gave us. We'll sick muller on you if you don't give us more.
[00:12:52.880 --> 00:12:59.200]   And what really makes the deep state mad is that Trump has good instincts,
[00:12:59.200 --> 00:13:01.840]   $2 trillion that we've spent in the Middle East.
[00:13:04.320 --> 00:13:10.400]   Just in Afghanistan, Central Asia, it's like 5 trillion in the Middle East last 30 years.
[00:13:10.400 --> 00:13:16.080]   That's more than all our education put together just in the sandbox of death and blood.
[00:13:16.080 --> 00:13:19.360]   We should put a wall around and let them all kill each other.
[00:13:19.360 --> 00:13:24.720]   And Trump says all that is there is sand and death. And that's why they hate him.
[00:13:24.720 --> 00:13:27.800]   >>
[00:13:27.800 --> 00:13:31.280]   >> Use the word slowly when you're describing the withdrawal from super.
[00:13:31.280 --> 00:13:34.720]   >> I never said fast or slow. >> What's your timetable? When do you want
[00:13:34.720 --> 00:13:36.560]   troops to be out? >> I know somebody said four months,
[00:13:36.560 --> 00:13:41.200]   but I didn't say that either. I'm getting out, we're getting out of Syria. Look,
[00:13:41.200 --> 00:13:48.880]   we don't want Syria. Obama gave up Syria years ago when he didn't violate the red line.
[00:13:48.880 --> 00:13:57.520]   I did when I shot 59 missiles in, but that was a long time later. And when President Obama
[00:13:58.720 --> 00:14:02.800]   decided not to violate his statement that never crossed the red line and then
[00:14:02.800 --> 00:14:08.720]   they did it, he didn't do anything about it. Making a threat is okay, but you always have to
[00:14:08.720 --> 00:14:11.760]   follow through with the threat. If you're gonna make that threat, you can't make a threat and
[00:14:11.760 --> 00:14:19.600]   then do nothing. So Syria was lost long ago. It was lost long ago. And besides that,
[00:14:19.600 --> 00:14:22.880]   I don't want, we're talking about sand and death. That's what we're talking about.
[00:14:22.880 --> 00:14:27.280]   We're not talking about vast wealth. We're talking about sand and death.
[00:14:27.280 --> 00:14:32.560]   >> You're not talking about a war that generates freeing countries and empowering everybody and
[00:14:32.560 --> 00:14:37.040]   getting access to resources for everyone. You're talking about sand and death, Dick Cheney's war.
[00:14:37.040 --> 00:14:43.200]   And that's why both political parties say they hate him. And it's why Alexandria Pelosi,
[00:14:43.200 --> 00:14:48.000]   the little queen of all the stolen money with contracts to her dad that mommy gave him,
[00:14:48.000 --> 00:14:52.080]   she's up there in her pink glasses saying that we're gonna cut his head off and he'll never know
[00:14:52.080 --> 00:14:58.800]   it. >> Approach meetings with President Trump,
[00:14:58.800 --> 00:15:03.360]   A, and B, just what are your feelings about this person who you know quite well
[00:15:03.360 --> 00:15:06.880]   becoming Speaker of the House for a second time? >> She'll cut your head off and you won't even
[00:15:06.880 --> 00:15:09.920]   know you're bleeding. That's all you need to know about her.
[00:15:09.920 --> 00:15:16.320]   >> No one ever won betting against Nancy Pelosi, she's persevered. You gotta give her credit.
[00:15:16.320 --> 00:15:19.120]   No matter what you think of her, you have to give her credit because
[00:15:20.400 --> 00:15:23.680]   think about it. Think about all those presidents she's endured, right?
[00:15:23.680 --> 00:15:28.880]   She was the Bush, the Bush, the Clinton, she's been through it all. So she's been around.
[00:15:28.880 --> 00:15:33.600]   This is not her first rodeo as your friend. >> And they're gearing up 84 fake investigations
[00:15:33.600 --> 00:15:37.520]   to bring down our president and kill market confidence. And then they tell you it's Trump's
[00:15:37.520 --> 00:15:40.720]   fault. When we come back, though, let's look at something really interesting.
[00:15:40.720 --> 00:15:46.560]   The Chinese just landed their probe on the dark side of the moon. We're told it's the first probe
[00:15:46.560 --> 00:15:51.360]   to ever land there. We'll tell you the rest of the story and show the amazing video.
[00:15:51.360 --> 00:15:57.600]   And describe it for radio listeners on the other side. Newswars.com, Infowars.com, tomorrow's news
[00:15:57.600 --> 00:16:05.760]   today. >> Bacon lovers, we ship free. Try our amazing bacon, no refrigeration required.
[00:16:05.760 --> 00:16:11.360]   Proprietary value added packaging provides 10 years shelf life and protects the leanest,
[00:16:11.360 --> 00:16:17.120]   thickest, center cut, fully cooked bacon in America today. Ready to eat right from the pouch
[00:16:17.120 --> 00:16:23.600]   or warm and serve. Savory and delicious. Wholesale price for your everyday use.
[00:16:23.600 --> 00:16:30.240]   Order today at readytoeatbacon.com. Readytoeatbacon.com. >> Silver has always been
[00:16:30.240 --> 00:16:34.880]   nature's very own antibiotic. And only one system allows you to produce an endless supply of
[00:16:34.880 --> 00:16:39.200]   nano-sized silver solutions right from the convenience of your home. Silver Lungs, with
[00:16:39.200 --> 00:16:43.600]   the addition of our unique lung delivery system, respiratory infections are targeted directly,
[00:16:43.600 --> 00:16:47.680]   where traditional oral administration simply cannot reach. This pioneering method also
[00:16:47.680 --> 00:16:52.400]   preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[00:16:52.400 --> 00:16:58.320]   See the Silver Lungs generator and lung delivery system at silverlungs.com. That's silverlungs.com.
[00:16:58.320 --> 00:17:04.240]   >> The United States of Empire is a book that claims the United States is the empire of the
[00:17:04.240 --> 00:17:10.320]   world. George Washington had warned us against foreign wars. The United States of Empire shows
[00:17:10.320 --> 00:17:17.680]   that World Wars I and II left England broken. Its former colony, the US, had to save the empire.
[00:17:17.680 --> 00:17:23.200]   Was there ever a vote? Who do we fight for? The deep state began with World War I.
[00:17:23.200 --> 00:17:28.080]   The United States of Empire by James Dunn. Available at Amazon Books.
[00:17:28.080 --> 00:17:33.920]   >> At wolfhillammo.com, we love shotguns. We offer the best specialty shotgun ammo on
[00:17:33.920 --> 00:17:38.720]   the market, including our defensive combo packs for home and retreat. Our less lethal combo is
[00:17:38.720 --> 00:17:43.520]   good for animal control, the four-legged kind and two-legged. When lethal force is necessary,
[00:17:43.520 --> 00:17:48.160]   reach for our stop 'em, drop 'em or our home defense combos. These five-round packs include
[00:17:48.160 --> 00:17:52.880]   different heavy hitters to protect your loved ones. Visit wolfhillammo.com to see our great
[00:17:52.880 --> 00:17:58.160]   prices on these combo packs and other specialty shotgun ammo rounds. wolfhillammo.com.
[00:17:58.160 --> 00:18:02.640]   [BEEPING]
[00:18:02.640 --> 00:18:08.000]   >> One of the most incredible cups of coffee can be found in the high mountains of southern Mexico,
[00:18:08.000 --> 00:18:12.160]   where the Chiapas farmers have spent years perfecting their techniques.
[00:18:12.160 --> 00:18:17.520]   Based on hundreds of years of traditional techniques and perfect conditions, we've
[00:18:17.520 --> 00:18:22.880]   sourced only the best to provide you with our immune support and wake up America, Patriot blend
[00:18:22.880 --> 00:18:27.760]   coffee. Ancient Mayan knowledge is paired with the natural fertility of the land to generate the
[00:18:27.760 --> 00:18:33.600]   world's finest coffee beans. Carefully harvested and free of toxic chemicals used in big agricultural
[00:18:33.600 --> 00:18:39.920]   productions, Patriot blend coffees have a smooth, bold flavor with great depth to give you just what
[00:18:39.920 --> 00:18:44.240]   you need in the morning. You can even choose to start your morning healthier with the immune
[00:18:44.240 --> 00:18:49.120]   support blend infused with a powerful blend to support your immune response and stamina.
[00:18:49.120 --> 00:18:54.000]   It's time to take care of your morning routine. Get a bag of Patriot blend coffee to support the
[00:18:54.000 --> 00:18:58.080]   show while enhancing your morning routine at Infowarestore.com.
[00:18:58.080 --> 00:19:05.440]   >> It's really hard to have the energy at the end of the day to still get to the gym or to go for a
[00:19:05.440 --> 00:19:11.120]   run or go to the park or heck, even take your dog for a walk. Believe me, I know. I spend hours in
[00:19:11.120 --> 00:19:16.000]   front of a screen and then hours in front of bright lights every day. But thanks to super male
[00:19:16.000 --> 00:19:22.240]   vitality at Infowarestore.com, I still have that energy. There's no way I could have the energy at
[00:19:22.240 --> 00:19:27.040]   the end of a long day to fight back against the chemicals and the food and water, to fight back
[00:19:27.040 --> 00:19:31.760]   against the modern day lifestyle with the screen time and the extended hours, to still have the
[00:19:31.760 --> 00:19:38.240]   stamina and endurance, energy and drive to get to the gym, get to the park and get exercise that you
[00:19:38.240 --> 00:19:44.720]   need for your health. So go to Infowarestore.com and get super male vitality before it's gone.
[00:19:44.720 --> 00:19:51.040]   This is actually our last run of super male vitality. So I want you to experience super male
[00:19:51.040 --> 00:19:59.200]   vitality before it's too late. Unleash the super male in you. Super male vitality from Infowarestore.com.
[00:19:59.200 --> 00:20:13.200]   You're listening to The Alex Jones Show.
[00:20:15.200 --> 00:20:21.360]   So
[00:20:21.360 --> 00:20:46.320]   [Music]
[00:20:46.320 --> 00:20:53.120]   Well, ladies and gentlemen, the communist Chinese in 2018
[00:20:53.120 --> 00:21:05.680]   said they would land a probe on the dark side of the moon. And they did do it just yesterday
[00:21:05.680 --> 00:21:15.280]   in 2019. If you believe them. And that's a question. Now the media says that I say
[00:21:15.280 --> 00:21:23.520]   we faked the moon landings. I said that there's a lot of secret government technology and a lot of
[00:21:23.520 --> 00:21:29.840]   it got covered up. They had backup plans and that a lot of people have died in the secret test pilot
[00:21:29.840 --> 00:21:39.840]   and secret space program. And that's a fact. So mainstream media misrepresents what I've said
[00:21:39.840 --> 00:21:44.720]   about it. I know we can get to the moon. I know we can go to the Van Allen radiation belt. I know that
[00:21:44.720 --> 00:21:49.440]   I have personally been friends with multiple individuals that worked on the Apollo program.
[00:21:49.440 --> 00:21:55.280]   And they told me it was 100% real. But there was a lot of times they had to go dark and a lot of
[00:21:55.280 --> 00:21:59.920]   other secret stuff that was going on that they were compartmentalized from and that was secret.
[00:21:59.920 --> 00:22:06.880]   Now, obviously, when the Chinese craft goes on to the dark side, it's in a dead spot,
[00:22:06.880 --> 00:22:11.600]   like being in a cave, your cell phone doesn't work. So they're unable to transmit the images back,
[00:22:11.600 --> 00:22:17.120]   I guess, until their rover gets data, gets back on the spacecraft, takes back off,
[00:22:17.120 --> 00:22:22.160]   and then can transmit back to Earth the images it's gotten. If we don't start seeing those
[00:22:22.160 --> 00:22:27.360]   images very, very soon for the mission, then we know that we're being handed a bill of goods.
[00:22:27.360 --> 00:22:30.640]   Here you're seeing film footage reportedly shot on the moon
[00:22:30.640 --> 00:22:35.440]   in the different Apollo missions, starting with Apollo 11.
[00:22:35.440 --> 00:22:45.120]   Now, you look at the film footage that was shot in the 1960s, compared to what the Chinese put out,
[00:22:45.120 --> 00:22:49.840]   and our stuff looks just as good as what the Chinese put out. So if we did fake it,
[00:22:49.840 --> 00:22:56.720]   we faked it better than they can do in 2019. Again, if you're a TV viewer, you can see
[00:22:56.720 --> 00:23:01.200]   some of the last images they were able to shoot right before their lunar lander landed and was
[00:23:01.200 --> 00:23:06.000]   unable to transmit over the horizon from right at the edge of the dark side of the moon. We
[00:23:06.000 --> 00:23:11.680]   could pull up some maps that I saw earlier of where they specifically landed. I know that jet
[00:23:11.680 --> 00:23:16.960]   airplanes are real and take off and fly around the world. I know that they had hot air balloons 600
[00:23:16.960 --> 00:23:23.920]   years ago. I know they've dug up batteries in ancient Greece and ancient Rome. I know that
[00:23:23.920 --> 00:23:28.000]   we can do incredible things. I know this technology that we're using to broadcast right now is real.
[00:23:28.000 --> 00:23:35.600]   I know that we can create clones of humans. So yes, I know we have space technology. I believe
[00:23:35.600 --> 00:23:39.440]   that they're suppressing a lot of the technology. The evidence has showed that, and Trump has
[00:23:39.440 --> 00:23:44.880]   talked about that. So I believe the Chinese have gone to the moon. The biggest issue was is that
[00:23:44.880 --> 00:23:52.160]   they did not have enough robotic control in the late 1960s, early 70s to send robots to the
[00:23:52.160 --> 00:23:57.680]   moon period. And so they sent humans. And it's very, very risky. And it's very,
[00:23:57.680 --> 00:24:02.320]   very embarrassing when they die. And that's the rest of the story is that I've been told
[00:24:02.320 --> 00:24:07.600]   by folks without getting into secret stuff, which they wouldn't tell me,
[00:24:07.600 --> 00:24:11.680]   that they could only give me examples in pop culture of what was really going on.
[00:24:12.400 --> 00:24:16.080]   And that there was a large and still is a large secret space program. About 90%
[00:24:16.080 --> 00:24:20.400]   of the space program is secret. And there have been many, many moon missions.
[00:24:20.400 --> 00:24:23.520]   And there have been many missions to the dark side of the moon.
[00:24:23.520 --> 00:24:30.320]   I was told by Buzz Aldrin on this show probably 10 years ago, we got to find an interview and
[00:24:30.320 --> 00:24:39.760]   re-air it, that we should send our next probe to the lone moon of Mars. Because the lone moon of
[00:24:39.760 --> 00:24:45.760]   Mars has a perfect obelisk on it, transmitting a radio frequency that they'd known about that
[00:24:45.760 --> 00:24:51.280]   frequency. They had telescopes that were looking at it since the days of the book being written
[00:24:51.280 --> 00:24:57.760]   2001 Space Odyssey. In fact, there's the interview. It was erased off the Alex Jones channel,
[00:24:57.760 --> 00:25:04.720]   deleted, but somebody else has it. And that's Encyclopedia Britannica. Or I guess now they feed
[00:25:04.720 --> 00:25:09.360]   other people's info over everything I say. And that's the astronaut himself. Can't listen to
[00:25:09.360 --> 00:25:12.800]   him. Second guy to walk on the moon. Gotta listen to Encyclopedia Britannica. But go ahead and
[00:25:12.800 --> 00:25:20.800]   expand that. I want to tell people the site that is. That is Floyd Anderson. So that's Floyd
[00:25:20.800 --> 00:25:26.480]   Anderson. Has that interview saved? So you can go hear it for yourself from 2009. See, I said about
[00:25:26.480 --> 00:25:31.040]   10 years ago and I'm right. 10 years ago. My memory serves. But oh, that's the new thing.
[00:25:31.040 --> 00:25:38.800]   All news on YouTube now, Google parent company, Alphabet parent company of that, force feeds you
[00:25:38.800 --> 00:25:46.240]   CNN videos, the top 30 on top and force feeds overlays to CNN dot com of the president speaking.
[00:25:46.240 --> 00:25:52.240]   When he speaks now, they put CNN over him. There's an article on Infowars dot com about it.
[00:25:52.240 --> 00:25:59.440]   The article says YouTube begins inserting CNN articles over all political videos. It's worse
[00:25:59.440 --> 00:26:03.440]   than that. I went and looked this morning. I went and looked at Trump's latest speech,
[00:26:03.440 --> 00:26:09.600]   his cabinet meeting. It's all force fed CNN fact checking him a pack of criminal liars.
[00:26:09.600 --> 00:26:15.520]   They're breaking in over the president. See, first, we're just going to break in over the KKK.
[00:26:15.520 --> 00:26:18.640]   And then we're going to break in over Alex Jones. And then we're going to break in over
[00:26:18.640 --> 00:26:27.280]   Franklin Graham. And then we're going to just ban everybody. It's here. Congress must act.
[00:26:27.280 --> 00:26:33.440]   This is outrageous. Sorry, I got sidestepped or sidetracked by that. The rest of the story is.
[00:26:33.440 --> 00:26:40.560]   I was talking to Buzz Aldrin out in L.A. once. And I'm not going to get into the details of the
