[00:00:01.050 --> 00:00:02.652]  You want answers?
[00:03:42.714 --> 00:03:46.275]  No, the Nazis didn't come out and glorify it.
[00:03:46.275 --> 00:03:53.897]  What they did do parallels directly with the database society that's been initiated in the US and the UK.
[00:03:53.897 --> 00:04:02.439]  Because obviously the Nazis with their international business machines, IBM, which were early generation punch card system computers,
[00:04:03.219 --> 00:04:06.560]  Um, group by group, they catalogued them in the database.
[00:04:06.560 --> 00:04:19.283]  First it was homosexuals and gypsies, then it was political enemies, then it was, um, wealthy Jews from Eastern Europe, then wealthy German Jews, and then, you know, people of half-Jewish descent.
[00:04:19.283 --> 00:04:25.445]  Um, so they catalogued them all in the database, using the IBM machines, and then the roundups began.
[00:04:25.445 --> 00:04:30.286]  So they do it in controlled ways, so as not to, you know, stir reaction from the remaining citizens.
[00:04:32.108 --> 00:04:32.688]  That's right.
[00:04:32.688 --> 00:04:33.869]  Much more of this.
[00:04:33.869 --> 00:04:37.251]  And, uh, well, take the gloves off, folks.
[00:04:37.251 --> 00:04:39.733]  And we're trying to stop what they're doing.
[00:04:39.733 --> 00:04:41.834]  We're trying to expose what's happening.
[00:04:41.834 --> 00:04:43.475]  We cannot go quietly into the night.
[00:04:43.475 --> 00:04:47.638]  We cannot let them stomp our children's brains out right in front of us.
[00:04:47.638 --> 00:04:48.278]  We'll be right back.
[00:04:48.278 --> 00:04:48.638]  Stay with us.
[00:04:53.596 --> 00:04:54.956]  The War on Terrorism.
[00:04:54.956 --> 00:04:58.018]  Will it be fought overseas or will it affect us here at home?
[00:04:58.018 --> 00:05:02.599]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:05:02.599 --> 00:05:03.739]  So what do you do?
[00:05:03.739 --> 00:05:08.321]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:05:08.801 --> 00:05:11.422]  With a little know-how, it's not that difficult.
[00:05:11.422 --> 00:05:26.149]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:05:26.149 --> 00:05:33.572]  government, gives you easy-to-follow video instructions and walks you step-by-step through the process of preparing your home as a shelter.
[00:05:33.572 --> 00:05:36.733]  Get this critical video every American needs for only $29 plus shipping.
[00:05:38.415 --> 00:05:40.198]  Order by calling New Millennium today at 888-803-4438.
[00:05:40.198 --> 00:05:40.499]  That's 888-803-4438.
[00:05:40.499 --> 00:05:41.962]  Or order on the web at Berkeywater.com.
[00:05:51.753 --> 00:05:53.454]  Hey folks, Alex Jones here.
[00:05:53.454 --> 00:05:56.657]  And the behavior of our police is a reflection of our government.
[00:05:56.657 --> 00:06:00.620]  One look in the mirror and we know our country is entering a high-tech police state.
[00:06:00.620 --> 00:06:05.223]  Here's just a sample from my documentary film, Police State 2 The Takeover.
[00:06:05.223 --> 00:06:09.046]  In downtown Seattle today, the First Amendment ended.
[00:06:09.046 --> 00:06:10.867]  The civil emergency was created by the police.
[00:06:11.087 --> 00:06:14.430]  Why have police attacked people on the street indiscriminately?
[00:06:14.430 --> 00:06:19.294]  The medical bills are going to be enormous for me.
[00:06:19.294 --> 00:06:22.516]  You see them here with their hands cupped behind their backs.
[00:06:22.516 --> 00:06:25.879]  They are being led into the Sandpoint Brig.
[00:06:25.879 --> 00:06:31.984]  The neighbors in that area of Sandpoint Naval Air Station were shocked to hear that the old brig was being reopened.
[00:06:32.524 --> 00:06:36.730]  This information is absolutely vital for all freedom lovers in the United States.
[00:06:36.730 --> 00:06:38.492]  Order your video today.
[00:06:38.492 --> 00:06:39.533]  Call toll-free at 888-253-3139.
[00:06:39.533 --> 00:06:42.077]  The number to order to take over again is 888-253-3139.
[00:06:42.077 --> 00:06:43.278]  Or go to my website, InfoWars.com.
[00:06:51.048 --> 00:06:52.869]  Hey folks, this is Ted Anderson.
[00:06:52.869 --> 00:06:57.213]  You've all heard me on the radio talking about the importance of investing in precious metals.
[00:06:57.213 --> 00:07:01.095]  I feel it's time for me to talk about the importance of investing in your health.
[00:07:01.095 --> 00:07:05.058]  I was presented with the opportunity to try Tri-Vibes from TriVortex.
[00:07:05.058 --> 00:07:09.922]  I was a bit hesitant of the idea of absorbing vitamins by wearing them rather than ingesting them.
[00:07:10.242 --> 00:07:16.345]  After conducting one of the tests found at TriVortex.com, I was convinced that the product might actually work.
[00:07:16.345 --> 00:07:20.408]  I now wear my TriVibes bands daily, and I'm feeling better than ever.
[00:07:20.408 --> 00:07:22.829]  Not only physically, but also mentally.
[00:07:22.829 --> 00:07:29.032]  TriVortex also offers amazingly beneficial and beautiful jewelry worn by the women around the office daily.
[00:07:29.032 --> 00:07:30.173]  TriVortex is amazing!
[00:07:30.533 --> 00:07:31.734]  Don't take my word for it.
[00:07:31.734 --> 00:07:37.339]  Try TriVortex yourself and have fun and learn with the tests found on TriVortex.com.
[00:07:37.339 --> 00:07:41.082]  That's T-R-I-V-O-R-T-E-X dot com.
[00:07:41.082 --> 00:07:42.423]  Or call my friend Brian at 619-884-1455.
[00:07:42.423 --> 00:07:42.783]  That's 619-884-1455.
[00:07:42.783 --> 00:07:43.964]  He's the T-Rex of political talk.
[00:07:43.964 --> 00:07:45.786]  Alex Jones on the GCN Radio Network.
[00:08:08.644 --> 00:08:21.200]  Portions of a Homeland Security plan titled, well we'll get into it in a minute with Paul, I mean the name is so chilling itself in game, are now public.
[00:08:21.200 --> 00:08:26.768]  It's in major newspapers, at camps for the American citizens, and in a certain level it's an attempt at intimidation.
[00:08:27.720 --> 00:08:34.710]  General Shoemaker who ran the operation killing the women and children and that's now been declassified at Waco, the Delta Force doing the wet work.
[00:08:34.710 --> 00:08:38.416]  He was on site.
[00:08:38.416 --> 00:08:43.964]  He's a fellow running the civilian inmate labor camp program with American citizens in camps right now, but they're just prisoners.
[00:08:44.404 --> 00:08:47.665]  From federal and now state prisons, and they're going to expand that all over the country.
[00:08:47.665 --> 00:08:50.146]  So there's lots of these, and it's all in plain view.
[00:08:50.146 --> 00:08:52.886]  They don't call them camps, they call them emergency centers.
[00:08:52.886 --> 00:08:58.528]  And we have the chairman of a Senate committee with Alberto Gonzales saying, we need to start arresting these war protesters.
[00:08:58.528 --> 00:08:59.768]  They're really fifth columnists.
[00:08:59.768 --> 00:09:11.552]  And I remember when the Deputy Attorney General in California, three and a half years ago, was in the Oakland Tribune, said, we're going to arrest all war protesters, peaceful ones.
[00:09:11.552 --> 00:09:12.692]  This was on the eve of the Gulf War.
[00:09:13.911 --> 00:09:18.095]  He said we're going to arrest them all because by protesting the war they aid terrorists.
[00:09:18.095 --> 00:09:18.916]  Paul, continue.
[00:09:18.916 --> 00:09:24.883]  We have Halliburton that runs the white slave trade in Europe, openly in the mainstream news, lobbyists in DC.
[00:09:24.883 --> 00:09:28.346]  We have the White House counsels like you and now Attorney General
[00:09:29.327 --> 00:09:33.089]  Alberto Gonzales saying they're above the law, they can torture children in front of their parents.
[00:09:33.089 --> 00:09:37.250]  This is all official, trying to sell this evil right out in front of everyone.
[00:09:37.250 --> 00:09:45.134]  Bush saying that he doesn't care if they pass laws, he'll just enforce it, that he is the law, and then saying it's because the Constitution says it.
[00:09:45.134 --> 00:09:49.956]  All of this going on, now admitting the surveillance is on everyone, trying to have a chilling effect.
[00:09:49.956 --> 00:09:52.076]  Do you think they're doing this, Paul, because they're getting desperate?
[00:09:52.076 --> 00:09:53.817]  They know that there's a paradigm shift happening?
[00:09:56.582 --> 00:09:58.103]  I'm split two ways on that.
[00:09:58.103 --> 00:10:06.368]  I'm kind of discouraged by the fact that one in a thousand Americans know what the First Amendment is and what freedoms it upholds.
[00:10:06.368 --> 00:10:07.648]  Oh yeah, that's a major new study.
[00:10:07.648 --> 00:10:09.309]  Tell folks about that.
[00:10:09.309 --> 00:10:11.731]  Yeah, we can get into that.
[00:10:11.731 --> 00:10:18.154]  One in a thousand Americans know every freedom that the First Amendment upholds.
[00:10:18.154 --> 00:10:22.917]  More Americans can name Simpsons characters than they can name those five freedoms.
[00:10:23.810 --> 00:10:25.252]  I don't know.
[00:10:38.519 --> 00:10:42.200]  So, your previous question about are they doing this because they're getting desperate
[00:11:07.330 --> 00:11:14.412]  I mean, they read that kind of thing and it only enhances their zeal to dominate and enslave us for our own good.
[00:11:14.412 --> 00:11:21.434]  Because, you know, they've brainwashed themselves to believe that they have a divine right to dominate and rule stupid people.
[00:11:21.434 --> 00:11:31.818]  You can look at the flip side of it and say that that means 3 million Americans out of 295 plus million in the country know exactly what their rights are.
[00:11:31.818 --> 00:11:35.659]  You know, are they going to put 3 million informed Americans in concentration camps?
[00:11:36.474 --> 00:11:58.087]  Well, I mean, it comes down to why this is happening, because basically the public school system, which from its very foundation, and we posted the documents on this a few weeks ago, the founders talk about psychologically molding people to create these mindless drones and bricks in the wall of the system.
[00:11:58.887 --> 00:11:59.308]  We're good.
[00:12:11.551 --> 00:12:13.694]  What they intend to do.
[00:12:13.694 --> 00:12:19.280]  Rockefeller Education Board, which funded the creation of public schools.
[00:12:19.280 --> 00:12:24.526]  He said helpless people yielding themselves to our molding hands.
[00:12:24.526 --> 00:12:28.791]  Yeah, people yield themselves with perfect docility to our molding hands.
[00:12:29.874 --> 00:12:43.458]  The present educational conventions, intellectual and character education, fade from our minds and unhampered by tradition we work our own good will upon a grateful and responsive folk.
[00:12:43.458 --> 00:12:49.500]  We shall not try to make these people or any of their children into philosophers or men of learning or men of science.
[00:12:49.500 --> 00:12:54.101]  We have not to raise up from among them authors, educators, poets or men of letters.
[00:12:54.878 --> 00:13:02.360]  It goes on and on and it talks about... So Americans have gone from the smartest... I'm sorry, Paul.
[00:13:02.360 --> 00:13:13.862]  Americans have gone from the smartest, wealthiest, most dynamic people in human history and all the big authors worldwide marveled at the average intelligence, the learnedness, to the stupidest.
[00:13:13.862 --> 00:13:15.463]  I'm sorry, Paul, please continue.
[00:13:15.463 --> 00:13:20.144]  All scientifically done and the Rockefellers officially call us dumb slaves and laugh at us.
[00:13:21.798 --> 00:13:29.504]  Yeah, and I know exactly how they do it because I went through a year of university and the only thing that I remembered at the end of it was how to do footnotes.
[00:13:29.504 --> 00:13:32.707]  So it's that regurgitating learning by rote.
[00:13:32.707 --> 00:13:35.409]  It's not a proper form of education.
[00:13:35.409 --> 00:13:36.590]  You don't even remember it.
[00:13:36.590 --> 00:13:38.992]  It's designed to make you forget it.
[00:13:38.992 --> 00:13:45.838]  And popular culture is another contributing factor to this First Amendment story because
[00:13:46.791 --> 00:13:47.091]  I don't
[00:13:59.406 --> 00:13:59.786]  I don't know.
[00:14:23.368 --> 00:14:34.302]  And so the entire country is going into receivership, openly being handed over to foreigners, and we're here desperately trying to warn people.
[00:14:34.302 --> 00:14:36.044]  I mean, Paul, I can't ever get over it.
[00:14:36.044 --> 00:14:37.486]  I have to keep repeating it to myself.
[00:14:37.486 --> 00:14:39.909]  I wake up in the middle of the night thinking about it.
[00:14:40.518 --> 00:14:46.403]  We have open evil people that admit they're torturing children to death in front of their parents.
[00:14:46.403 --> 00:14:47.684]  The Army Report admits this.
[00:14:47.684 --> 00:14:49.646]  They're grabbing innocent people everywhere.
[00:14:49.646 --> 00:14:56.091]  They have TV shows like 24 and 10 others promoting torturing people's children to save cities from nukes.
[00:14:56.091 --> 00:14:57.672]  You can see the seamless propaganda.
[00:14:57.672 --> 00:15:01.756]  They're actually right now warping us into these demonic creatures.
[00:15:02.176 --> 00:15:09.814]  I mean, I'm seeing this once great moral nation openly... Again, the Nazis didn't brag about torturing kids in public.
[00:15:09.814 --> 00:15:11.016]  They just did it secretly.
[00:15:11.733 --> 00:15:23.362]  And our government hired them as a cadre because they couldn't find enough evil people here, and they openly use them for the rocket systems at NASA, for the educational systems, they use them to found the CIA, doctrines of torture.
[00:15:23.362 --> 00:15:24.944]  I read the documents.
[00:15:24.944 --> 00:15:26.585]  That is confirmed.
[00:15:26.585 --> 00:15:31.589]  That Nazis set up our whole system because the evil people running our government knew they could have a cadre that would do it.
[00:15:31.589 --> 00:15:33.651]  Then they train the next generation of Americans
[00:15:34.251 --> 00:15:37.253]  Well yeah, that's, you know, Straussian ethic that they've imbued into people via the media.
[00:15:56.167 --> 00:16:00.711]  That we need to be dirtier than the enemy to save America.
[00:16:00.711 --> 00:16:03.253]  And they've done it very simply.
[00:16:03.253 --> 00:16:05.454]  They've boiled it down to a football analogy.
[00:16:05.454 --> 00:16:07.436]  It's us versus them.
[00:16:07.436 --> 00:16:09.437]  Like Bosch with Bin Laden.
[00:16:09.437 --> 00:16:11.139]  And then schizophrenically, exactly.
[00:16:11.139 --> 00:16:12.820]  Then it's schizophrenic though.
[00:16:12.820 --> 00:16:14.081]  Oh, they're bad, they torture.
[00:16:14.081 --> 00:16:15.502]  And then there's not real evidence of that.
[00:16:15.502 --> 00:16:17.684]  But oh, when we torture, it's not torture, it's good.
[00:16:19.361 --> 00:16:20.022]  Yeah, exactly.
[00:16:20.022 --> 00:16:36.380]  So, I mean, it's warping people's mentality to accept it for the cause of the greater good, which is really what these neocons believe they're behind, which is how they can justify doing all this, because they think there's some part at the end of the rainbow.
[00:16:36.380 --> 00:16:39.023]  Well, they tell their minions that up high, they're just evil.
[00:16:39.023 --> 00:16:39.604]  They love power.
[00:16:40.541 --> 00:16:41.442]  Oh yeah, right, but it's awful.
[00:16:41.442 --> 00:16:42.122]  It's total evil.
[00:16:56.454 --> 00:17:03.678]  Today, and they said we're going to claim it's for illegal aliens, but it's really going to be for Americans, and if there's a big terror attack, we'll have martial law.
[00:17:03.678 --> 00:17:05.399]  Now that's the declassified plan.
[00:17:05.399 --> 00:17:11.002]  Now they're saying there's going to be a terror attack, it's for illegal aliens and for citizens, and we're going to build these all over the country.
[00:17:11.002 --> 00:17:13.843]  They already built the three one million man camps.
[00:17:13.843 --> 00:17:15.344]  It's all right there, Paul.
[00:17:15.344 --> 00:17:17.265]  It's all happening.
[00:17:17.265 --> 00:17:17.785]  That's right.
[00:17:17.785 --> 00:17:18.486]  Obviously, there's no
[00:17:19.284 --> 00:17:20.264]  I don't think so.
[00:17:38.151 --> 00:17:45.194]  Folks, if you're afraid to fight against this, if they try it, believe me, you better be afraid because of them getting you.
[00:17:45.194 --> 00:17:49.156]  Because once you're in their hands, they literally have hired the scum of the earth.
[00:17:49.156 --> 00:17:57.380]  I mean, these are the psychopaths, and it's just a feeding frenzy, and there's nothing you can do but defend yourself.
[00:17:57.380 --> 00:18:07.024]  That's right, but the question is, with the discrimination, will the RFID identification tax be a precursor to the camps?
[00:18:07.768 --> 00:18:19.098]  Because now you've got the American Academy of Forensic Science promoting implanted RSID chips to be put in your teeth to identify you.
[00:18:19.098 --> 00:18:25.283]  And the casual way they talk about it in the article which I posted today is frightening, like it's no big deal.
[00:18:26.084 --> 00:18:35.748]  So, will the tattoo on the arm of the concentration camp victim in the 1930s be the implanted RFID tag of the 21st century?
[00:18:35.748 --> 00:18:37.489]  Is that a way?
[00:18:37.489 --> 00:18:44.511]  Will they say, if you don't take it, then that's being disloyal, as that senator said to Gonzalez.
[00:18:44.511 --> 00:18:47.393]  Will that be a discriminating factor?
[00:18:47.393 --> 00:18:53.995]  As insane as it sounds, we have Andy Rooney on tape saying everyone should be forced to take a chip.
[00:18:53.995 --> 00:18:55.776]  To prove, quote, you're a good person.
[00:18:56.969 --> 00:18:59.631]  And he wasn't joking.
[00:18:59.631 --> 00:19:00.092]  Right.
[00:19:00.092 --> 00:19:03.635]  And now the ID cards are the precursor to that.
[00:19:03.635 --> 00:19:07.478]  In my country especially, where they've tried to ram it through so many times.
[00:19:07.478 --> 00:19:10.701]  Well, we put out a detailed report on this and several others that others have written.
[00:19:10.701 --> 00:19:14.103]  I hope people will go get those at prisonplanet.com and get it out to everybody.
[00:19:14.103 --> 00:19:18.367]  Paul, we're going to come back from break and take some calls, but what are some of the other issues you want to cover?
[00:19:19.564 --> 00:19:23.647]  Um, I think we need to talk about civil war in Iraq.
[00:19:23.647 --> 00:19:29.311]  Um, because I've got some quotes from the Israeli blueprint for exactly what we see unfolding now, that it's by design.
[00:19:31.198 --> 00:19:32.258]  But that's their own documents.
[00:19:32.258 --> 00:19:33.279]  You know, we shouldn't believe that.
[00:19:33.279 --> 00:19:36.339]  We shouldn't go to their own admitted plan that they're following.
[00:19:36.339 --> 00:19:37.280]  It's not true.
[00:19:37.280 --> 00:19:39.960]  You just don't like Israel.
[00:19:39.960 --> 00:19:43.821]  We'll cover that also more on the Mosque shrine bombing and your calls.
[00:19:43.821 --> 00:19:44.982]  Your calls are straight ahead.
[00:19:44.982 --> 00:19:45.362]  1-800-259-9231.
[00:19:45.362 --> 00:19:46.222]  Check out prisonplanet.tv.
[00:19:53.504 --> 00:19:58.346]  Through the years of providing water filters to America, you've come to us and we've listened.
[00:19:58.346 --> 00:20:02.728]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[00:20:02.728 --> 00:20:03.588]  We listened.
[00:20:03.588 --> 00:20:08.850]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[00:20:08.850 --> 00:20:09.711]  We listened.
[00:20:09.711 --> 00:20:10.591]  You asked us to develop...
[00:20:19.585 --> 00:20:25.087]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[00:20:25.087 --> 00:20:26.807]  Again, we listened.
[00:20:26.807 --> 00:20:34.570]  Introducing the Berkey Light, the gravity filter requested by America, designed by Americans, and made in America.
[00:20:34.570 --> 00:20:37.730]  Get the Berkey Light, the American water filter, for only $259 by
[00:20:45.329 --> 00:20:48.551]  Toll free, 888-803-4438.
[00:20:48.551 --> 00:20:52.094]  Not yet available in Iowa.
[00:20:52.094 --> 00:20:55.716]  On the average, Americans pay hundreds to anyone who purchases this book.
[00:20:55.716 --> 00:21:00.620]  Call 1-800-686-2237 and order a copy today.
[00:21:00.620 --> 00:21:03.602]  It's critical that the public be made aware of the system.
[00:21:03.602 --> 00:21:05.384]  Call and order your copy today at 1-800-686-2237.
[00:21:05.384 --> 00:21:05.624]  That's 1-800-686-2237.
[00:21:12.404 --> 00:21:18.988]  Why continue to suffer from pain, illness, and disease when natural health and wellness therapies are within your reach?
[00:21:18.988 --> 00:21:24.312]  Hundreds of people report improved health and wellness using the Rife Frequency Technology.
[00:21:24.312 --> 00:21:32.377]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[00:21:32.377 --> 00:21:39.422]  The BioSolutions Frequency Instrument uses this same technology for relief or elimination of pain and disease conditions.
[00:21:39.622 --> 00:21:40.982]  There are no side effects.
[00:21:40.982 --> 00:21:44.444]  Join others in discovering a return to natural health and wellness.
[00:21:44.444 --> 00:21:47.325]  Don't just treat symptoms, eliminate the cause.
[00:21:47.325 --> 00:21:54.267]  BioSolutions has over 550 pre-programmed auto-sequences for various health conditions and is very easy to use.
[00:21:54.267 --> 00:21:56.908]  Customer satisfaction is guaranteed or your money back.
[00:21:56.908 --> 00:21:59.849]  For more information call Alternative Technologies toll-free.
[00:22:00.009 --> 00:22:00.109]  866-885-6625.
[00:22:00.109 --> 00:22:00.169]  866-885-6625.
[00:22:00.169 --> 00:22:01.111]  One more time, that's 866-885-6625.
[00:22:12.680 --> 00:22:13.460]  Listen up, folks.
[00:22:13.460 --> 00:22:14.861]  Did you know you've been cheated?
[00:22:14.861 --> 00:22:17.362]  You owe no debt on your bank-issued credit cards.
[00:22:17.362 --> 00:22:18.182]  You heard that right.
[00:22:18.182 --> 00:22:20.923]  You owe no debt on your bank-issued credit cards.
[00:22:20.923 --> 00:22:22.123]  You don't have to pay them off.
[00:22:22.123 --> 00:22:23.664]  The banks are defrauding you.
[00:22:23.664 --> 00:22:25.264]  Now's the time to fight back.
[00:22:25.264 --> 00:22:27.945]  You can completely wipe out your credit card debt fast.
[00:22:27.945 --> 00:22:31.306]  The procedure is easy and everything is done legally and within the law.
[00:22:31.306 --> 00:22:32.607]  We have a better than 90% success rate.
[00:22:33.607 --> 00:22:36.810]  Check out 1-2-3nodebt.com.
[00:22:36.810 --> 00:22:39.072]  The process is simple and is non-judicial.
[00:22:39.072 --> 00:22:43.236]  It's an easy letter writing process that can be done by anyone with a personal computer.
[00:22:43.236 --> 00:22:49.843]  With our package, you also get the Credit Secrets Bible, loaded with valuable information about credit restoration, credit repair, and much, much more.
[00:22:50.203 --> 00:22:51.945]  Don't let the banksters cheat you!
[00:22:51.945 --> 00:22:53.106]  Fight back, America!
[00:22:53.106 --> 00:22:54.086]  Stop the fraud!
[00:22:54.086 --> 00:22:55.287]  Stop the rip-off!
[00:22:55.287 --> 00:22:57.189]  Learn the truth!
[00:22:57.189 --> 00:23:04.615]  1-2-3 NoDebt.com Come over and get a rock-solid technology that wipes out debt without bankruptcy!
[00:23:04.615 --> 00:23:08.018]  1-2-3 NoDebt.com Live debt-free now!
[00:23:08.018 --> 00:23:09.800]  You lose nothing but the debt!
[00:23:17.486 --> 00:23:21.387]  The Homeland Security plan is called End Game.
[00:23:21.387 --> 00:23:26.728]  The plan for open camps all over the country, End Game.
[00:23:26.728 --> 00:23:28.128]  That's their End Game.
[00:23:28.128 --> 00:23:30.868]  They just flaunt it.
[00:23:30.868 --> 00:23:34.449]  Paul Watson, let's take a few calls here and then we'll get into all those subjects you mentioned.
[00:23:34.449 --> 00:23:36.609]  Let's go ahead and talk to John in Tennessee.
[00:23:36.609 --> 00:23:37.910]  Go ahead, John.
[00:23:37.910 --> 00:23:39.610]  Hi, Alex and Paul.
[00:23:39.610 --> 00:23:40.810]  Hello.
[00:23:40.810 --> 00:23:44.831]  You mentioned the movie, Alex, V for Vendetta.
[00:23:45.635 --> 00:23:49.436]  Which is about the gunpowder plot to bomb British Parliament.
[00:23:49.436 --> 00:23:59.598]  And it was scheduled for release last year on the 5th of November on the 400th anniversary, but the 7-7 bombings in London postponed the release until March.
[00:23:59.598 --> 00:24:07.340]  And the movie glorifies terrorist bombers like Constable Thomas Percy, who was gunned down while resisting arrest for the gunpowder plot.
[00:24:08.101 --> 00:24:10.342]  Well, sir, I don't even know what the movie's about.
[00:24:10.342 --> 00:24:14.104]  I just played the trailer, because it talks about a tyrannical government.
[00:24:14.104 --> 00:24:17.305]  And so I quoted something out of it, so I said, hey, it's from that.
[00:24:17.305 --> 00:24:22.888]  Well, the website, the official movie website, goes into the history of the gunpowder plot.
[00:24:22.888 --> 00:24:28.470]  And Percy is an ancestor of Barbara Pierce Bush, whose family name was changed from Percy.
[00:24:28.470 --> 00:24:32.192]  So the movie actually glorifies George Bush bombing USA on 9-1-1.
[00:24:35.006 --> 00:24:35.887]  Well, I didn't know that.
[00:24:35.887 --> 00:24:36.527]  That's interesting.
[00:24:36.527 --> 00:24:38.668]  John, I'd like you to send me some documentation on it.
[00:24:38.668 --> 00:24:39.629]  Yes, sir.
[00:24:39.629 --> 00:24:42.351]  It says on the website, huh, that it glorifies George Bush?
[00:24:42.351 --> 00:24:47.674]  Well, it says on the website it goes into all the history of the gunpowder plot 400 years ago.
[00:24:47.674 --> 00:24:49.996]  This is a modern version of the gunpowder plot.
[00:24:49.996 --> 00:24:57.181]  It's revenge for the gunpowder plot 400 years ago to blow up British Parliament with massive explosives.
[00:24:57.181 --> 00:24:57.421]  Really?
[00:24:57.421 --> 00:24:58.201]  I didn't know that.
[00:24:58.201 --> 00:25:00.183]  Anything else, sir?
[00:25:00.183 --> 00:25:02.764]  It's the Wachowski brothers who wrote the movie.
[00:25:02.764 --> 00:25:03.585]  They did The Matrix.
