[00:00.000 --> 00:24.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[02:55.000 --> 03:00.000]  But the naive public, some of the public still doesn't think there's any fixing.
[03:00.000 --> 03:10.000]  That's why when famous baseball players like Rose and others got caught doing it, it was such a big deal.
[03:10.000 --> 03:21.000]  And folks got lifetime bans because the public is supposed to be naive and not know this type of stuff is going on so that they're just blissfully ignorant for the rest of their lives.
[03:21.000 --> 03:26.000]  That is coming up in the second hour because I don't usually get into distractions and diversions like sports.
[03:26.000 --> 03:43.000]  But if I can show people how it's robbing them of their lives, robbing them of their manhood, robbing them of true military thinking that your brain is designed to engage in, in daily life, in business, in politics, in religion,
[03:43.000 --> 03:55.000]  and that they suck all of those calculative energies into football and fantasy football and baseball and basketball, when you realize that it's designed as a gladiatorial diversion,
[03:55.000 --> 04:02.000]  it's very helpful for a lot of folks. Sports addiction is what I'd call it. Video game addiction.
[04:02.000 --> 04:11.000]  Statistically, these guys that play 10 hours of video games a day are economically in bad shape. They're disconnected from reality. They're not living in the real world.
[04:11.000 --> 04:23.000]  And so really, it's a discussion about the matrix in the larger sum total. So that's coming up today in the second hour.
[04:23.000 --> 04:36.000]  In the meantime, the really important news, world news. Worldwide terror freakout over the 15 dead in France. Science and tech news.
[04:36.000 --> 04:47.000]  All coming up. Oh, guess what? In FullWars.com, dead French terrorist linked to Pentagon dinner guest, Amarillo Alonqui, the leader of Al Qaeda, who secretly hangs out at the Pentagon.
[04:47.000 --> 04:55.000]  That was in the London Guardian, by the way. We're going to go over all this and more.
[04:55.000 --> 05:00.000]  And I saw a demonstration for Charlie Hebdo in Austin. I caught video of it. That's coming up too.
[05:00.000 --> 05:11.000]  Every year we make resolutions to lose weight and get in shape. And the truth is, it's hard, even with diet and exercise, because of toxic food and our environment, that is stressing our bodies more than ever before.
[05:11.000 --> 05:20.000]  Working with experts in nutrition and biochemistry, I found that super high quality nutraceuticals, in addition to my diet and exercise, were the answers that synergistically worked.
[05:20.000 --> 05:31.000]  I could see the drastic changes every day, with the amount of weight I've lost, my increased stamina, and more of a twinkle in my eye. That's why we are now so excited to launch the InfoWars Life Resolution Pack.
[05:31.000 --> 05:41.000]  Combining three essential formulations, oxygen-based cleanser oxy-powder, the secret 12 bioavailable vitamin B12, and your choice of super-female or super-male vitality.
[05:41.000 --> 05:53.000]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success. That's infowarslife.com or 888-253-3139.
[05:53.000 --> 06:11.000]  2015 is the year to do it, and it all starts at infowarslife.com.
[06:23.000 --> 06:43.000]  Welcome, ladies and gentlemen, welcome. It is the 11th day of January 2015. We are broadcasting worldwide live on this Sunday transmission. I'm your host, Alex Jones.
[06:43.000 --> 06:53.000]  We're going to be here for the next two hours. We have the author, Brian Tuey, of The Fixed Is In, one of the leading experts on fixed sports.
[06:53.000 --> 07:05.000]  And government media really works to cover this up, because the amount of gambling on sports is roughly eight times in the studies he and others have done.
[07:05.000 --> 07:16.000]  And eight times the profit that professional sports get from television advertising and ticket sales. So sports is about gambling.
[07:16.000 --> 07:24.000]  And it's also about diverting the public and distracting them into what I call a proto-matrix of things that really don't matter.
[07:24.000 --> 07:37.000]  A male soap opera with all the players and the baseball cards and the rest of it. I'm not criticizing people that love sports. It's just that they criticize me when they start asking me about the game and what I think.
[07:37.000 --> 07:42.000]  And I just say, sorry, I don't follow it. They will just shake in disbelief and laugh at me.
[07:42.000 --> 07:54.000]  I'm sorry, I follow business and academia and science and government and geopolitical systems. And that's why, on record, major leaders of governments listen to the show.
[07:54.000 --> 08:01.000]  It's why we're the number one broadcast from every metric out there at the Pentagon.
[08:01.000 --> 08:14.000]  That's why we have so many CIA and NSA and FBI and, you name it, whistleblowers here on this broadcast, because I live in a real man's world.
[08:14.000 --> 08:20.000]  Not in a fantasy man's world watching other men slap each other on their butts.
[08:20.000 --> 08:27.000]  And I want to be clear. I played football. I went to Dallas Cowboys games. I grew up in Dallas, Texas. I like football.
[08:27.000 --> 08:38.000]  But what it's been turned into, with its Obamacare pushing, its anti-gun garbage, firing the host of Monday Night Football, Hank Williams Jr.
[08:38.000 --> 08:45.000]  Because he criticized Obama on Fox News. Oh, but there's Charlie Hebdo demonstrations all over the world.
[08:45.000 --> 08:52.000]  I saw one in Austin today. I was driving around downtown, drove by the city council building, about 400 people demonstrating.
[08:52.000 --> 08:58.000]  I have video of it. One of my tech folks, Buckley Hammond, is in there downloading it right now.
[08:58.000 --> 09:03.000]  We'll have that for TV viewers. We're simulcastingTV at infowars.com, forward slash show.
[09:03.000 --> 09:11.000]  You can find the free feed. We're going to prisonplanet.tv and subscribe to get it all on HD and see the nightly news and all my films and more.
[09:11.000 --> 09:28.000]  But the point is that we're going to break all that down as well. And look at the announcements being made. Our story from infowars.com with links to the foreign press making the announcements is toplinkedatdrudgereport.com.
[09:28.000 --> 09:39.000]  And we'll go there and click through that for folks. Government prepares internet speech crackdown following Paris attacks.
[09:39.000 --> 09:44.000]  That's the top link there at drudgereport.com. We're going to be going over that.
[09:44.000 --> 09:53.000]  So demonstrate and march for free speech and stand up against the fear of terrorism, which I'm absolutely for.
[09:53.000 --> 10:01.000]  But then censor free speech and continue opening the borders and bringing radicals in at record levels.
[10:01.000 --> 10:09.000]  We're going to decipher this, decode it, break it all down today. And then again, in the second hour, we're going to talk sports betting fraud.
[10:09.000 --> 10:15.000]  We're going to talk, well, the number one area for fraud is with the refs.
[10:15.000 --> 10:22.000]  You target the refs when you can't get 11 people on each side of the football to basically throw it.
[10:22.000 --> 10:26.000]  When you can't get the quarterback to throw it. When you can't get a key running back to throw it.
[10:26.000 --> 10:31.000]  Because the coach will just put somebody else in there if they're not performing. Who do you go after? You go after the refs.
[10:31.000 --> 10:37.000]  And the Cowboys were propelled into the playoffs with obviously fraudulent calls with the Lions.
[10:37.000 --> 10:46.000]  And now they've been taken out by Green Bay with two different plays that a vegetable could watch, a turnip could watch.
[10:46.000 --> 10:55.000]  As I said earlier, a turnip could watch it and see that it was clearly caught.
[10:55.000 --> 11:05.000]  So we're going to be breaking it all down today, ladies and gentlemen and looking behind the curtain of sports.
[11:05.000 --> 11:19.000]  Looking behind the curtain of what most men see as their identity as a male is watching narcissistic males be worshipped on television while their lives fall apart.
[11:19.000 --> 11:31.000]  And while they conquer nothing and their wife tells them what to do all day. Or they sit in the basement in their underwear eating hot pockets and funyons scratching their wavos while their wife bosses them around.
[11:31.000 --> 11:41.000]  Or they don't even have a wife. All their kids play Xbox Connect in the next room being biometrically scanned and put into a database.
[11:41.000 --> 11:49.000]  While Samsung comes out with their new smart digital TVs and says, third parties are listening and watching you. So watch what you say.
[11:49.000 --> 11:57.000]  That was in the owner's manual that came out two months ago. While all these insane things are going on.
[11:57.000 --> 12:05.000]  While we're signed on to two quadrillion in foreign fake derivatives debt.
[12:05.000 --> 12:07.000]  That's not our debt.
[12:07.000 --> 12:13.000]  That's two thousand trillion, ladies and gentlemen. That's the global derivatives and we're signed on to about half of that. The U.S. is it's not our debt.
[12:13.000 --> 12:19.000]  It's fraudulent mega banks debt. The public is ignorant about economics. They're ignorant about the banking cartels.
[12:19.000 --> 12:25.000]  They're ignorant about the private run for profit Federal Reserve. They're ignorant about the social engineering that's going on.
[12:25.000 --> 12:38.000]  The real game is the fight against the globalist. A game is a simulation generally of warfare or of business of competition.
[12:38.000 --> 12:47.000]  But what happens when the game becomes the whole world and that's all people care about and then your life is not successful.
[12:47.000 --> 12:54.000]  You're not fulfilled because you've put your whole identity into a game or into the color of your skin.
[12:54.000 --> 13:02.000]  Oh I've got to support Obamacare. You know Obama's black. I don't want to be called racist or oh I better support it. I'm black and Obama's black.
[13:02.000 --> 13:10.000]  Or I better turn my guns in. I'll be called racist. I better speak the way the media says or I'll be called politically incorrect.
[13:10.000 --> 13:19.000]  Who cares what a bunch of social engineers tell us to do. Reject their culture.
[13:19.000 --> 13:30.000]  That's what I'm going to get into in the second hour. Now that said last week I told the crew don't really dig it up because I say it so much.
[13:30.000 --> 13:40.000]  What's the point of doing it. But I even Google searched Alex Jones says ISIS will attack the West or Alex Jones says Al Qaeda in Syria.
[13:40.000 --> 13:49.000]  Well what it was previously called until a year ago will attack the West. And all the videos come up from the radio show The Nightly News. It's all there.
[13:49.000 --> 13:56.000]  We're going to get some of those clips tomorrow so that for new listeners we can show you that we predicted all this.
[13:56.000 --> 14:07.000]  So let's get one thing straight first. Radical Islamic terror is real and does take place and does happen.
[14:07.000 --> 14:21.000]  And from all the MO I've looked at it looks like these three attackers in France were real terrorists and that what happened basically happened.
[14:21.000 --> 14:28.000]  Now let's remove that out of the equation. I'm going to come back and break this down with all the latest news.
[14:28.000 --> 14:41.000]  It was the White House chief of staff now the mayor of Chicago the Don a manual around the manual his brother helped write Obamacare that has the death panels and admits it and laughs at everyone and we're going to bankrupt everything.
[14:41.000 --> 14:53.000]  He says that on Fox News just like Gruber laughing at us. That's another side issue. He said you don't let a good crisis go to waste.
[14:53.000 --> 14:59.000]  And they are undoubtedly now going to use the 15 dead.
[14:59.000 --> 15:03.000]  Or whatever it is the numbers keep changing.
[15:03.000 --> 15:11.000]  12 dead including two police officers the first day a hostage is killed when they killed him on Friday whatever that's all just.
[15:11.000 --> 15:17.000]  My new show of the sad event our hearts go out to those that died.
[15:17.000 --> 15:24.000]  But this will be used to legitimize the surveillance state the police state the basic laws of liberties all over the world.
[15:24.000 --> 15:33.000]  That the global financial class that's anti free market is promoting and pushing and it will be used on the general public.
[15:33.000 --> 15:35.000]  It will not be used on radical Islam.
[15:35.000 --> 15:42.000]  And so when we come back I will document that the West has been funding Al Qaeda I predict it would blow back it now has.
[15:42.000 --> 16:00.000]  And the very leaders involved funding the terrorists are cozy and others are on television hollanda all of them marching as if they're saviors now when they have blood on their hands we're going to break it all down.
[16:00.000 --> 16:09.000]  The government's Department of Homeland Security is buying up loads of ammo at the same time the restricting civilians rights to own and purchase firearms.
[16:09.000 --> 16:18.000]  Can you put two and two together infidel body armor can stop every round including hollow points and 308 sniper rounds is reasonably priced and fully legal.
[16:18.000 --> 16:30.000]  But for how long go to infidel body armor dot com spelled I N F I D E L body armor dot com infidel body armor just won't quit.
[16:30.000 --> 16:42.000]  When cells become toxic they die early and aging sets in no one has put together a formula that focuses directly on brain health nerve growth factors and optimizing your cellular energy at the same time.
[16:42.000 --> 16:47.000]  Just one of the key compounds bio PQQ is backed by major clinical studies.
[16:47.000 --> 16:50.000]  You want the best that's out there at the lowest price anywhere.
[16:50.000 --> 16:52.000]  We now have the synergistic solution.
[16:52.000 --> 17:00.000]  Secure your DNA force today at info wars life dot com or call toll free 888-253-3139.
[17:00.000 --> 17:14.000]  Every year we make resolutions to lose weight and get in shape and the truth is it's hard even with diet and exercise because of toxic food and our environment that is stressing our bodies more than ever before working with experts in nutrition and biochemistry.
[17:14.000 --> 17:21.000]  I found that super high quality nutraceuticals in addition to my diet and exercise were the answers synergistically worked.
[17:21.000 --> 17:28.000]  You can see the drastic changes every day with the amount of weight I've lost my increased stamina and more of a twinkle in my eye.
[17:28.000 --> 17:34.000]  That's why we are now so excited to launch the info wars life resolution pack combining three essential formulations.
[17:34.000 --> 17:49.000]  Oxygen based cleanser oxy powder the secret 12 bio available vitamin B 12 and your choice of super female or super male vitality now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[17:49.000 --> 17:54.000]  That's info wars life dot com or 888-253-3139.
[17:54.000 --> 18:19.000]  2015 is the year to do it and it all starts at info wars life dot com for all of recorded history civilizations around the world praised the health benefits of silver at info wars life.
[18:19.000 --> 18:35.000]  This fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health info wars life dot com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at info wars life dot com.
[18:35.000 --> 18:42.000]  Now info wars life dot com has taken colloidal silver the next level using a cutting edge technique that is free of toxic artificial additives.
[18:42.000 --> 19:00.000]  Now more than ever it's important to stock up on high quality silver bullet from info wars life dot com and to help others during Christmas by teaching them about the powerful benefits of silver secure your silver bullet today at info wars life dot com or by calling toll free 888-253-3139.
[19:00.000 --> 19:20.000]  From the water table to our soils to the atmosphere itself our world is becoming more and more toxic each and every day but it's not just the air outside that's toxic indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air and most Americans spend 90% of their time inside using toxic chemicals within their homes.
[19:20.000 --> 19:32.000]  There are more than 42 million smokers in the United States well over 1000 types of mold and mildew linked to numerous conditions and don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[19:32.000 --> 19:46.000]  When I began to research these statistics it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against made with organic and wild cultivated herbs and manufactured in the USA.
[19:46.000 --> 20:02.000]  The new info wars life lung cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment now available exclusively at info wars life dot com or by calling toll free 888-253-3139.
[20:02.000 --> 20:18.000]  You're listening to the Alex Jones show.
[20:18.000 --> 20:36.000]  Mainstream media government cover ups you want answers well so does he live from Austin Texas broadcasting worldwide it's Alex Jones.
[20:36.000 --> 20:54.000]  The big headline on their website where was Obama and now it's oh there was no major U.S. on boy not even Secretary of State at this big March with Hollande and Sarkozy and Benjamin yet and yahoo and all these other European leaders Angela Merkel of
[20:54.000 --> 21:12.000]  England the Chancellor I love how the media manipulates the sentimentality of the West especially look at these headlines U.S. terror official on terror attacks this isn't going to stop quote it's going to be like the war on drugs it will never end.
[21:12.000 --> 21:32.000]  Yeah we're criminal elements of the government major corporations big banks Wells Fargo and Wachovion record chartering the aircraft $378 billion in narcotics money from night from from 2007 2009 Bloomberg reported in 2009 didn't even get in trouble paid $111 million fine on
[21:32.000 --> 21:53.000]  something billion they owned the aircraft. You always have to do a terror the war on drugs they ship the drugs in destabilize things create a giant underclass and then fill the private prisons owned by the drug dealers with the morons that use the illegal drugs.
[21:53.000 --> 22:07.000]  Same thing with terror you create the terrorist protect them shepherd them they attack you go kill them. People say what do you mean they work for the government the two brothers and their friend and their dumb bimbo girlfriend.
[22:07.000 --> 22:26.000]  No. The armaments the training the safe areas are given to them by NATO in Syria in areas of Iraq as the free Syrian army then they train other Western jihadis that have been traveling there from France the U.S.
[22:26.000 --> 22:38.000]  England you name it they then come back into France work with networks that give them fully auto weapons and grenade launchers and then they go and kill people.
[22:38.000 --> 22:43.000]  That's a fact.
[22:43.000 --> 22:57.000]  This headline U.S. official on terror attacks this isn't going to stop CNN source terror cells activated in France more attacks coming oh my gosh militarize the police right now.
[22:57.000 --> 23:16.000]  Fine Stein terror sleeper cells are in the U.S. but she wants totally open borders see White House to hold global security summit February 18 U.S. officials to prepare Reuters says for the new global jihad they're facing they say a new jihad.
[23:16.000 --> 23:28.000]  In the CNN article quoting the U.S. officials they say the disease has metastasized that the cancer is spreading it's going to be much bigger than 9 11.
[23:28.000 --> 23:37.000]  Funny I have a bunch of clips from April 22 September 26 and in January 16 where I say all that.
[23:37.000 --> 23:46.000]  This is just what the crew was able to find. There are tapes out there where I say shoot up newspapers schools and shopping malls because that's what terrorists.
[23:46.000 --> 23:56.000]  Target Obama has family leading the Muslim takeover of Kenya to who on record are directly connected.
[23:56.000 --> 24:00.000]  To the Al Qaeda cells that shot up the shopping mall.
[24:00.000 --> 24:07.000]  I mean that's in the Kenyan newspapers that's in the Egyptian newspapers I had a mod Salim.
[24:07.000 --> 24:09.000]  The famous.
[24:09.000 --> 24:18.000]  Colonel on the Egyptian Colonel who worked with the FBI to try to stop the World Trade Center attack on 93 they told him to stand down I had him on breaking all this down Thursday.
[24:18.000 --> 24:24.000]  Of course I already know all this but the point is is that this is going on.
[24:24.000 --> 24:30.000]  So let me it's a complex issue it's also very very simple there are criminal interest in government major corporations at the top.
[24:30.000 --> 24:43.000]  That want to convert us to a tyranny so they can steal our pension funds raise our taxes and sign us on to Fiat derivatives to do that they need to have an outside threat so they go and they fund radical Al Qaeda grips.
[24:43.000 --> 24:48.000]  It'd be just like if I bred rattlesnakes in my basement and went and put them in my neighbors.
[24:48.000 --> 24:51.000]  You know closet.
[24:51.000 --> 24:56.000]  So when they walk in the closet a rattlesnake will bite them the rattlesnake doesn't work for me it's a rattlesnake.
[24:56.000 --> 25:04.000]  Just like if I breed a hundred black widows and dump them in your bed when you're at work and you come home at night the black widows will go under the bed.
[25:04.000 --> 25:08.000]  They'll get up in the sheets when you roll over on one it's going to bite you.
[25:08.000 --> 25:12.000]  Now do I mind control do I run the black widow.
[25:12.000 --> 25:17.000]  No I dumped them in your bed.
[25:17.000 --> 25:27.000]  Now I'm driving downtown today visiting some friends about two hours ago and I see about 300 400 people marching with in French.
[25:27.000 --> 25:36.000]  I am Charlie Hebdo the satirical newspaper that got attacked last week.
[25:36.000 --> 25:43.000]  And it was a nice crowd families out there and they look so proud of themselves out demonstrating the mainstream media is promoting it.
[25:43.000 --> 25:53.000]  This is a good safe demonstration there in front of the city council and they marched down Caesar Chavez 1st Street towards Colorado and then to Congress in the capital.
[25:53.000 --> 25:55.000]  And they were very proud of themselves.
[25:55.000 --> 25:56.000]  I shot video of it.
[25:56.000 --> 26:03.000]  We took it off my iPhone will be playing it later your TV viewer.
[26:03.000 --> 26:07.000]  And they look so proud.
[26:07.000 --> 26:16.000]  And a lot of more French citizens they were had French flags French shirts a big French community in Austin.
[26:16.000 --> 26:28.000]  There's a little problem with that they should have been wearing black in mourning and apologizing because France led and has been given praise by our evil media for this.
[26:28.000 --> 26:36.000]  The pre Syrian army with NATO and gave them most of the weapons along with England and Israel gives them support out of Lebanon.
[26:36.000 --> 26:40.000]  In the Golan Heights bordering Syria.
[26:40.000 --> 26:46.000]  That's that's in Jerusalem post headline Benjamin Netanyahu.
[26:46.000 --> 26:56.000]  Why we need Al Qaeda headline the enemy of my enemy is my friend bull Assad didn't attack Israel didn't attack the US women could go to college.
[26:56.000 --> 26:58.000]  They were democratizing the country.
[26:58.000 --> 27:04.000]  They use the opening up of the country to infiltrate it with jihadis that have killed over 300,000 people in the last four years.
[27:04.000 --> 27:07.000]  Our own military went public and said we don't want to be Al Qaeda's Air Force.
[27:07.000 --> 27:12.000]  Remember two years ago when Obama wanted to invade.
[27:12.000 --> 27:23.000]  Think of the hypocrisy and the over the top bizarreness that NATO countries led by France who's usually chosen to stay out of wars.
[27:23.000 --> 27:26.000]  But this one was so evil I guess France had to get involved.
[27:26.000 --> 27:27.000]  I'm not demonizing France.
[27:27.000 --> 27:33.000]  I just don't understand why they got involved so heavily when they usually get criticized for not being in every war.
[27:33.000 --> 27:37.000]  Something I think that's positive.
[27:37.000 --> 27:42.000]  Because they want the pipelines that are going to go through there and they want to cut off the Russian pipeline the Russian port.
[27:42.000 --> 27:46.000]  It's about hundreds of billions of dollars or euros.
[27:46.000 --> 27:52.000]  So here are the French upset that they've lost 15 citizens.
[27:52.000 --> 27:54.000]  I think it's terrible 15 people are killed.
[27:54.000 --> 28:04.000]  What about the 350 plus thousand Christians, Jews and mainly Muslim non radical minority Alawites?
[28:04.000 --> 28:10.000]  They go into major cities and they round up every man, woman and child.
[28:10.000 --> 28:13.000]  And they sell the little 10 year old girls off to sex slavery.
[28:13.000 --> 28:15.000]  They sexually mutilate the other ones.
[28:15.000 --> 28:18.000]  They burn up churches, crucify.
[28:18.000 --> 28:20.000]  The Muslim Brotherhood is the same group.
[28:20.000 --> 28:24.000]  They did this in Egypt and our media CNN backed it and called them freedom fighters.
[28:24.000 --> 28:27.000]  Does anyone remember this?
[28:27.000 --> 28:28.000]  Now we come back.
[28:28.000 --> 28:29.000]  I'm going to play you.
[28:29.000 --> 28:33.000]  They found some of the clips where I said they're going to attack us.
[28:33.000 --> 28:41.000]  In fact, here's Kurt Nemo's article from March 26th of this year or now last year, 10 months ago.
[28:41.000 --> 28:46.000]  CIA al-Qaeda using Syria as a base of operations to attack the West.
[28:46.000 --> 28:51.000]  U.S. specializes in creating terror threat, then uses steal our liberty.
[28:51.000 --> 28:56.000]  And Kurt Nemo in here has my videos predicting it in March of what was going to happen.
[28:56.000 --> 29:25.000]  And now it's happened. Stay with us.
[29:26.000 --> 29:46.000]  I'm Kurt Nemo.
[29:46.000 --> 30:01.000]  I'm Kurt Nemo.
[30:01.000 --> 30:27.000]  I'm Kurt Nemo.
[30:27.000 --> 30:53.000]  I'm Kurt Nemo.
[30:53.000 --> 31:19.000]  I'm Kurt Nemo.
[31:19.000 --> 31:45.000]  I'm Kurt Nemo.
[31:45.000 --> 32:11.000]  I'm Kurt Nemo.
[32:11.000 --> 32:40.000]  I'm Kurt Nemo.
[32:40.000 --> 33:06.000]  I'm Kurt Nemo.
[33:11.000 --> 33:21.000]  From the front lines of the Information War, it's Alex Jones.
[33:21.000 --> 33:28.000]  In the last two years, I've made a giant deal out of this because folks should listen up carefully.
[33:28.000 --> 33:38.000]  What's now happening is going to be used to fundamentally strip the general public of your rights and your money and your freedom to travel.
[33:38.000 --> 33:42.000]  This is a public plan to convert us to a tyranny.
[33:42.000 --> 33:44.000]  Rand Corporation is on record.
[33:44.000 --> 33:50.000]  Now, before I play these audio clips where I predicted this, I want to give you articles that are even more precise.
[33:50.000 --> 33:56.000]  This article is by Paul Watson and Alex Jones, March 21, 2013.
[33:56.000 --> 34:02.000]  I'm going to have it reposted to the front page of infowars.com by Kit Daniels in the next 10 minutes.
[34:02.000 --> 34:09.000]  Obama now global head of al-Qaeda.
[34:09.000 --> 34:15.000]  Will President order drone strikes on White House was the question, sarcastically, because our government is one of the main funders, along with France.
[34:15.000 --> 34:18.000]  France is maybe a close second, number one in Europe.
[34:18.000 --> 34:20.000]  Everybody's involved, though.
[34:20.000 --> 34:27.000]  Turkey, Italy, Germany, England, Israel.
[34:27.000 --> 34:37.000]  And the article breaks down in three pages with links to how our government is funding al-Qaeda, who they then changed the name of to ISIS.
[34:37.000 --> 34:38.000]  Here's the headline.
[34:38.000 --> 34:47.000]  The same terrorists who've also vowed to attack the United States once they're finished in Syria while proclaiming their desire to see al-Qaeda flag flying over the White House.
[34:47.000 --> 34:56.000]  In addition, while Americans who are suspicious of centralized federal authority and reverend of the individual liberty have been characterized as terrorists by their own government,
[34:56.000 --> 35:03.000]  U.S. citizens who openly take up arms to join the terrorists in Libya and Syria are allowed to fly around the world with total impunity.
[35:03.000 --> 35:12.000]  And we have links to mainstream news from the U.S. and England where they let jihadis, sometimes whole plain loads,
[35:12.000 --> 35:18.000]  get on commercial flights to go land in Jordan and Turkey saying they're with al-Qaeda in ISIS.
[35:18.000 --> 35:23.000]  Same group, just means Islamic State of al-Qaeda.
[35:23.000 --> 35:28.000]  So people ask how'd they get RPGs, how'd they go train in Yemen?
[35:28.000 --> 35:34.000]  The three attackers in Paris that left 20 dead, said 15 earlier, 20 now.
[35:34.000 --> 35:37.000]  They've revised the numbers and upped them.
[35:37.000 --> 35:53.000]  They were trained by this coalition of Saudi Arabia, Yemen, and others that are funding jihadis to take over the Middle East and take out moderate regimes.
[35:53.000 --> 36:02.000]  And the blissfully ignorant Americans and French and others go out and protest against radical Islam threatening free speech,
[36:02.000 --> 36:14.000]  which I think is very positive and I totally support, one day before Angela Merkel was talking about banning anti-radical Islam demonstrations across Germany,
[36:14.000 --> 36:17.000]  but she decided she couldn't ban it so she backed off.
[36:17.000 --> 36:26.000]  Today, we can show you the front page of CNN's website, she marched with the French president and other world leaders for free speech.
[36:26.000 --> 36:32.000]  It's sick. You see where I'm coming from and then there's this backdrop.
[36:32.000 --> 36:42.000]  We vomit on all these people who suddenly say they are our friends, says Charlie Hebdo cartoonists who survived as he scoffs at surge and support.
[36:42.000 --> 36:45.000]  It is just a lot of people who you never see demonstrate any other time.
[36:45.000 --> 36:51.000]  They're doing enough because the media is saying it's safe and cool.
[36:51.000 --> 36:59.000]  Why don't the French, why don't Austinites go out and demonstrate against our government for four years,
[36:59.000 --> 37:10.000]  giving over $10 billion to al-Qaeda in Iraq and Syria that now became ISIS and has blown back on our military in Iraq and is killing them?
[37:10.000 --> 37:16.000]  Why don't we have a march apologizing for overthrowing the Egyptian government and putting these people in charge there that Anderson Cooper and others endorsed?
[37:16.000 --> 37:25.000]  Remember that? Until there was a counter coup by the military? Thank God to stop the Muslim Brotherhood?
[37:25.000 --> 37:29.000]  It was burning down every church in the country? Every church was blown up, basically.
[37:29.000 --> 37:35.000]  And the Christians were crucified at the government building.
[37:35.000 --> 37:40.000]  They kick our allies out and do that.
[37:40.000 --> 37:46.000]  This is part of a global destabilization program, and they're going to attack us.
[37:46.000 --> 37:54.000]  And I said it's going to start with churches, media institutions, shopping malls, and primary schools being attacked.
[37:54.000 --> 37:58.000]  That's the type of thing that real terrorists hit, just like terrorists connected to Obama.
[37:58.000 --> 38:00.000]  I can't believe I'm saying this. It's true.
[38:00.000 --> 38:05.000]  The Kenyan attacks look it up or directly connected to his cousins and to Odinga, the leader of the Muslim movement.
[38:05.000 --> 38:13.000]  That's like their radical arm, kind of like Sinn Féin's, the nice arm of the Irish Republican Army.
[38:13.000 --> 38:17.000]  Well, they have their military arm.
[38:17.000 --> 38:22.000]  And Obama is directly in control of Muslim Brotherhood in Egypt that he's gone and addressed, ladies and gentlemen.
[38:22.000 --> 38:24.000]  This is bizarre.
[38:24.000 --> 38:29.000]  You can draw what inferences you want out of this, but this is confirmed.
[38:29.000 --> 38:32.000]  You understand if you're a new listener?
[38:32.000 --> 38:36.000]  They're now saying your way of life is over on CNN.
[38:36.000 --> 38:38.000]  Al Qaeda is about to start hitting us.
[38:38.000 --> 38:46.000]  They've reconstituted the Syrian Iraq and no one at CNN, no one MSNBC, no one at Fox, no one anywhere.
[38:46.000 --> 38:51.000]  I've read all these articles that are transcripts of the shows, the news programs.
[38:51.000 --> 38:58.000]  No one says, gee, Ron Paul or Rand Paul was right or Ted Cruz was right.
