[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[06:41.000 --> 06:47.000]  There's two just amazing what it's able to do to actually detox the body. It's great stuff.
[06:47.000 --> 07:07.000]  Check out InfoWarsLife.com today and the entire line of ground break, cutting edge, hard core products.
[07:17.000 --> 07:25.000]  Using super oxygenation, oxy-powder, available through InfoWarsLife.com, gently cleanses the body while you sleep with easy capsules.
[07:25.000 --> 07:31.000]  Tens of thousands of individuals have used oxy-powder to cleanse their bodies and aid in their transformations.
[07:31.000 --> 07:37.000]  Even InfoWarsNightly News director Rob Dew has been using oxy-powder with incredible success.
[07:37.000 --> 07:41.000]  Took it that first day and that took it for six more days after that. 12 pounds melted off.
[07:41.000 --> 07:43.000]  In about a week, I'd say a week, seven days.
[07:43.000 --> 07:48.000]  In 2015 can be different. Diet and exercise are important, but a lot of us have already tried that.
[07:48.000 --> 07:53.000]  Oxy-powder flushes it out. Secure your oxy-powder at InfoWarsLife.com.
[07:53.000 --> 08:16.000]  That's InfoWarsLife.com or 888-253-3139.
[08:16.000 --> 08:25.000]  We now take you live to the Central Texas Command Center in the heart of the resistance. It's Alex Jones.
[08:25.000 --> 08:33.000]  Welcome to the Alex Jones Show. This is Tuesday, December 30th, 2014. I'm David Knight, your host.
[08:33.000 --> 08:44.000]  We have, joining us at the bottom of this hour, Joe Biggs is going to be talking to us about an email that came out from the stash of emails that WikiLeaks got about from Stratfor several years ago.
[08:44.000 --> 08:53.000]  This one regards a witch hunt that was being conducted by now CIA Director John Brennan at the time of Michael Hastings' death.
[08:53.000 --> 09:02.000]  We're going to talk to him about that because, you know, with this Sony interview, they've taken the art of propaganda, I think, to an all-new high.
[09:02.000 --> 09:07.000]  We see that this is a movie that the studio executives are talking about being desperately unfunny.
[09:07.000 --> 09:11.000]  It was going to be a flop unless they pulled it. Well, that's what they did.
[09:11.000 --> 09:19.000]  Once they stopped talking about all the silly star gossip, they talked about that for a couple of weeks, and that got a lot of headlines, got a lot of attention for the movie.
[09:19.000 --> 09:25.000]  Then they came up with this North Korea thing, which has now been thoroughly debunked by cybersecurity experts.
[09:25.000 --> 09:31.000]  They've even presented this to the FBI. The FBI is not convinced. We'll talk about that later as well.
[09:31.000 --> 09:40.000]  But when you look at how they're using this narrative, not only for their own personal profit, but how they're using it to sell the idea of assassination,
[09:40.000 --> 09:53.000]  and how they're using it to propagandize the people of North Korea, of South Korea, and, of course, the people of America telling us that it's now our patriotic duty to go see the interview, this silly little comedy.
[09:53.000 --> 10:00.000]  And a lot of people are singing God Bless America in the movie theater. I think that's one of the reasons that it made money for them.
[10:00.000 --> 10:08.000]  It had a very limited theatrical release that make a lot of money by box office standards, but they did sell a lot in terms of direct-to-video release.
[10:08.000 --> 10:12.000]  So they're even looking at that as possibly a new way that they're going to release movies.
[10:12.000 --> 10:17.000]  Maybe they could always have some kind of a false flag intelligence attack with a movie. That always helps.
[10:17.000 --> 10:24.000]  So we're going to talk a little bit about that, but basically this hour we're going to have a special report from Alex Jones, a real gold special report,
[10:24.000 --> 10:31.000]  looking at the triviality of the culture. Of course, LeBron James, there's a lot of buzz about what he's going to do now.
[10:31.000 --> 10:39.000]  A few years ago, there was a lot of buzz about what he was going to be doing, and when Nico told me about this special report, my reaction was,
[10:39.000 --> 10:46.000]  he's a sports figure, he plays what sport? I don't know. I don't care. Alex Jones is going to talk about that.
[10:46.000 --> 10:52.000]  There's things that we really do need to care about, things that we really do need to understand what's behind it.
[10:52.000 --> 10:57.000]  So Joe Biggs is going to be joining us at the bottom of the hour, and then after that we're going to have that report from Alex Jones.
[10:57.000 --> 11:02.000]  We're also going to be joined by John Rappaport. He's going to be talking about the hidden agenda.
[11:02.000 --> 11:14.000]  He had an article about the hidden agenda of GMO this last week, and it was talking about essentially how they're using people to sell the non-GMO project.
[11:14.000 --> 11:24.000]  It's actually a marketing ploy by some of the grocers. Trying to use it to get people to shop with their chain as a marketing advantage
[11:24.000 --> 11:33.000]  and still at the same time fighting mandatory labeling. Now, there's another way to fight this, and that is to stop it at the source.
[11:33.000 --> 11:40.000]  Because as he points out in the article, if we're going to fight about the labeling, and we haven't been very successful doing that because they have so much money,
[11:40.000 --> 11:49.000]  they've worked it out to a very fine science, I think. If you look at the early contests against the GMO labeling initiatives, they spent a lot of money.
[11:49.000 --> 11:54.000]  Now, I think they've got it down to where they can consistently outspend the opposition, about four or five to one.
[11:54.000 --> 12:01.000]  They can change public opinion that is like 90% in favor of knowing what's in their food. I mean, why wouldn't you want to know what's in your food?
[12:01.000 --> 12:08.000]  Whether you think GMO is good for you or not, we have labels that tell us everything that's in our food. Why wouldn't we have that?
[12:08.000 --> 12:17.000]  So, the public is overwhelmingly in favor of it until the industry starts their propaganda campaign, and then they're able to reverse that.
[12:17.000 --> 12:26.000]  The only place where that hasn't happened is on a small farming community level where people really understand the issue and no amount of propaganda is going to dissuade them from that.
[12:26.000 --> 12:39.000]  In those areas, we've had very good effect. We just had the election in November where the Hawaii overwhelmingly stopped GMO production in one county,
[12:39.000 --> 12:48.000]  and they had $8 million spent in this small local election. The most it's ever been spent on anything in state of Hawaii, even statewide initiatives.
[12:48.000 --> 12:53.000]  Yet they still lost because the people understood what the issues were.
[12:53.000 --> 13:02.000]  So, we're going to talk to John Rappaport about that. There's a story that's up on Infowars.com about Monsanto now trying to patent natural tomatoes.
[13:02.000 --> 13:14.000]  And they point out that we all know that they're patenting genetically modified organisms, but not everyone realizes they say that Monsanto tried to patent a tomato that has no biotech traits.
[13:14.000 --> 13:23.000]  Now the European Patent Office, with help from an international coalition called No Patents on Seeds, has revoked Monsanto's fraudulent patent,
[13:23.000 --> 13:33.000]  and they claim that tomatoes that are naturally resistant to a fungal disease called botrytis. I don't know, but botrytis. Botrytis is the way you pronounce that.
[13:33.000 --> 13:42.000]  It's very similar, I think, to what's going on with CISPA, as that's being brought back, because that's being brought back in the name of patents.
[13:42.000 --> 13:50.000]  Okay? We're seeing a lot of abusive use of patents, and one way to fight GMO is to go to a different level.
[13:50.000 --> 14:01.000]  Don't let them pick where the battlefield is. Don't let them give you the phony choice of saying we want to have labels or no labels, and go directly to the source.
[14:01.000 --> 14:08.000]  Stop it at the production. I think the same thing needs to be done in the war on CISPA. They're going to bring it back this year for the third time.
[14:08.000 --> 14:15.000]  Obama's already talking about how we need to have intelligence sharing, and of course that's what the IS and CISPA stands for.
[14:15.000 --> 14:26.000]  It was the Cyber Intelligence Sharing Protection Act. Okay? So they're going to, when they talk about intelligence sharing, they want to know everything that you're doing,
[14:26.000 --> 14:34.000]  and then also have the ability to immediately shut you down without due process if they think that you are or they claim that you're violating their copyrights.
[14:34.000 --> 14:43.000]  We need to take a look at copyrights in general, and I think we need to go back and repeal these abusive copyrights, these overreaching copyrights.
[14:43.000 --> 14:48.000]  There's absolutely no reason why happy birthday should be patented for a hundred years or longer.
[14:48.000 --> 14:57.000]  There's absolutely no reason why they should be allowed to patent movies and songs well after the lifespan of the individuals who created this work.
[14:57.000 --> 15:01.000]  I think there's a lot of abusive patents that are going on in the technical industries.
[15:01.000 --> 15:12.000]  We had billions of dollars being spent with tech companies who were essentially buying groups of patents and sharing them so they could do trivial things like view pictures on a computer.
[15:12.000 --> 15:19.000]  Believe it or not, people actually patented things like that. They didn't do any development work, hardware or software.
[15:19.000 --> 15:26.000]  They didn't run any programs. They didn't build anything. They just said, I have an idea that maybe someday people might want to look at pictures on a computer.
[15:26.000 --> 15:30.000]  Trivial things like that, they're allowed to patent that and keep it forever.
[15:30.000 --> 15:35.000]  And of course, the big corporations, rather than trying to fight that, they use that to their advantage.
[15:35.000 --> 15:44.000]  They all got together, bought up a whole slew of these patents so they could basically create things, but that keeps the rest of us away from being able to do anything.
[15:44.000 --> 15:59.000]  And as they continue to do this in the entertainment business, in music and other aspects, they're going to essentially, if they don't actually come in and shut the websites down by using Syspa and just shutting it down without due process,
[15:59.000 --> 16:09.000]  they're going to be able to come in and essentially circumscribe what you can do to the extent that everybody is going to be pretty much handicapped as to what they are going to be able to show.
[16:09.000 --> 16:15.000]  So it's going to be a suppression of freedom of speech, freedom of expression if we don't stop the copyright abuse.
[16:15.000 --> 16:18.000]  And I think that's one way to back these companies off.
[16:18.000 --> 16:26.000]  They're going to keep coming with this legislation. They've come twice with Syspa. They're going to come a third time with it or call it something else.
[16:26.000 --> 16:31.000]  They've had Sopa, Acta, Pippa. They just keep coming again and again and again.
[16:31.000 --> 16:35.000]  I think one way to push back on that is going to be to attack their patents.
[16:35.000 --> 16:43.000]  But we're going to be talking to John Rappapour in the third hour about the food issues that are coming up.
[16:43.000 --> 16:51.000]  Now, of course, one of the big issues of 2014 is everybody knows is police brutality and the attitudes that are going on within the police.
[16:51.000 --> 17:01.000]  Things that they're being taught about the public, things that they're being trained about from documentaries that are coming from Southern Poverty Law Center coming in
[17:01.000 --> 17:05.000]  and doing training of the different police forces. We saw this happen in Spokane.
[17:05.000 --> 17:14.000]  And that was blown, the whistle was blown on that by some of these Spokane police officers and they shut that down in the sheriff's office there in Spokane Valley.
[17:14.000 --> 17:24.000]  But it's going on nationwide, the way they train them but also the kinds of people that they hire and also allowing them to get away with bullying behavior.
[17:24.000 --> 17:28.000]  Take a look at this video that just came out and we'll talk about what this is about.
[17:28.000 --> 17:32.000]  This is a video that is an article that's on infowars.com.
[17:32.000 --> 17:38.000]  Paul Joseph Watson wrote this, New York Police Department cops assault a YouTuber for dancing in the street.
[17:38.000 --> 17:45.000]  This is something that was part of a contest that Ellen DeGeneres had and basically people would dance behind strangers.
[17:45.000 --> 17:49.000]  And this guy does this several times and nothing happens until he does it to some cops.
[17:49.000 --> 17:54.000]  I want you to watch this.
[17:54.000 --> 17:58.000]  Okay, so this is a...
[17:58.000 --> 18:03.000]  He's jumping around behind people. This is for those of you who are just listening on the radio.
[18:03.000 --> 18:08.000]  What's going on behind the cop?
[18:08.000 --> 18:11.000]  I'm dancing.
[18:11.000 --> 18:15.000]  What are you dancing in the street for?
[18:15.000 --> 18:17.000]  What's wrong with you?
[18:17.000 --> 18:26.000]  What's wrong with you?
[18:26.000 --> 18:28.000]  Okay, you saw that there.
[18:28.000 --> 18:34.000]  As I point out, instead of just letting it go, he starts really getting agitated with him.
[18:34.000 --> 18:41.000]  And when he realizes that he can't drum up any charge, he gets brutal with the guy.
[18:41.000 --> 18:53.000]  He doesn't beat him like we've seen so many times. Instead, they throw him on the ground and tell him to go.
[18:53.000 --> 18:55.000]  Okay, let's kill that.
[18:55.000 --> 19:00.000]  So basically, he comes up to him. If you couldn't hear that and those of you who are listening on the radio, you couldn't see it.
[19:00.000 --> 19:03.000]  But he says, are you effing kidding me? What's wrong with you?
[19:03.000 --> 19:06.000]  Said the cop. And he protests that he was just dancing.
[19:06.000 --> 19:09.000]  And he says, are you an effing a-hole?
[19:09.000 --> 19:15.000]  And then after realizing that they couldn't arrest him, they just throw him on the ground and tell him to walk away.
[19:15.000 --> 19:25.000]  See, that's the kind of fuggish behavior that is causing problems with the police. And yet, here's a different story that we had about a week ago.
[19:25.000 --> 19:29.000]  We had a police officer. Here's a good cop, bad cop story.
[19:29.000 --> 19:34.000]  We have one police officer. They show up to a domestic dispute. There's about 10 people involved.
[19:34.000 --> 19:42.000]  And they pull a guy out and one of the officers handcuffs him and then turns around and starts choking the guy and beating him.
[19:42.000 --> 19:49.000]  The fellow officer that was with him, the female officer, tried to get him to stop and she got punched in the face, knocked out her bridge.
[19:49.000 --> 19:58.000]  Guess which cop the system supported? Not the good cop, the bad cop. The good cop is now having to drive a truck to support her family.
[19:58.000 --> 20:02.000]  She was a 19-year veteran in the police force. They want us to be right back with Joe Biggs.
[20:02.000 --> 20:08.000]  I learned in school today that 60% of our bodies are made of water. Good thing we have the Berkey system. It's the cleanest, best water ever.
[20:08.000 --> 20:14.000]  Mom says it's because the Berkey's filtration system cleans out the bad stuff and leaves only pure, delicious water.
[20:14.000 --> 20:23.000]  I know, right? You love it too. Yeah, I'm thirsty too. Let's go get some. Get Berkey clean water by calling 877-886-3653.
[20:23.000 --> 20:29.000]  That's 877-886-3653 or visit goberkey.com.
[20:29.000 --> 20:35.000]  I'm watching and waiting for the right time to take everything you own. I love a dark house.
[20:35.000 --> 20:43.000]  Don't be the next victim of a break-in. Go to faketv.com and discover a device that creates the illusion someone is inside watching TV
[20:43.000 --> 20:47.000]  and makes your home unappealing to would-be thieves. Don't these people ever leave?
[20:47.000 --> 20:55.000]  Starting in 2495 and there's free shipping, go to faketv.com or ask for it at your local hardware store.
[20:55.000 --> 21:06.000]  FakeTV, The Burglar Deterrent.
[21:25.000 --> 21:50.000]  We believe one world way is an excellent food to support your efforts to create a healthy internal body environment.
[21:50.000 --> 21:58.000]  Call 888-988-3325 or visit oneworldway.com. That's oneworldwey.com.
[22:21.000 --> 22:28.000]  The world's economy will be wiped out. Mass riots will follow. Ancient diseases will reemerge.
[22:28.000 --> 22:32.000]  How will you shield yourself and your loved ones from this upcoming apocalypse?
[22:32.000 --> 22:40.000]  Go to darkestdays.info to find out proven methods of protecting yourself, your loved ones, and even your entire community
[22:40.000 --> 22:50.000]  when this worst case scenario unravels. That's d-a-r-k-e-s-t-d-a-y-s dot i-n-f-o. Darkestays.info.
[22:50.000 --> 23:11.000]  Go there before this life-saving information becomes unavailable to the large public. Go to darkestays.info now.
[23:20.000 --> 23:27.000]  Call 888-988-3325 or visit oneworldway.com or 866-257-8668. Remember, Immudine is key support for your immune system.
[23:50.000 --> 23:57.000]  Visit snapforce.com. That's s-n-a-p-f-o-r-c-e dot com. Snapforce.com.
[24:20.000 --> 24:28.000]  I mean, the studio is reporter Joe Biggs, and of course, Joe Biggs first came to our attention after the death of Michael Hastings.
[24:28.000 --> 24:38.000]  We believed that it was an assassination, that it wasn't accidental. We didn't buy the official story, that the car exploded on impact with a tree,
[24:38.000 --> 24:46.000]  and the engine, rather than being captured, was ejected at a right angle down the street. What was it, Joe, about a hundred yards or something like that?
[24:46.000 --> 24:52.000]  I mean, an absurd distance. That right away told us that something was fishy.
[24:52.000 --> 25:01.000]  And then as time went on, we learned that Michael Hastings was concerned about the FBI. He was telling other people, hey, I've got to disappear.
[25:01.000 --> 25:07.000]  I'm going to see you later. The FBI is on to me, and I've got somebody, I've got a big story that I'm working on.
[25:07.000 --> 25:18.000]  Well, we have this email, which this is something that was part of the cache of emails that was captured some time ago by WikiLeaks, and it was five million emails.
[25:18.000 --> 25:26.000]  I'm thinking that this is an email, perhaps, that hadn't been correlated before to this incident, but here's the email that I wanted to talk to Joe about.
[25:26.000 --> 25:37.000]  This was an email that was written by Stratford President Fred Burton, and it was Stratford that they hacked the emails out of, and Stratford is intimately involved with the CIA.
[25:37.000 --> 25:47.000]  And in this email, the Stratford president said, Brennan is behind the witch hunts of investigative journalists learning information from inside Beltway sources.
[25:47.000 --> 25:57.000]  There is a specific tasker from the White House to go after anyone printing materials negative to the Obama agenda, and he puts in parentheses, oh my.
[25:57.000 --> 26:03.000]  Even the FBI is shocked. The Wonder Boys must be in meltdown mode.
[26:03.000 --> 26:06.000]  What's your comments on that, Joe?
[26:06.000 --> 26:19.000]  Scratch a lie, find a thief. The more and more we're digging into stuff, the more and more we're finding out what's going on, we're going to find out who did this. And I have a feeling deep down that we will find out who did this.
[26:19.000 --> 26:31.000]  And like we said before, when I went to the funeral and I spoke to Michael's wife, we knew that the story that he was working on was the CIA, John Brennan, the leader then at the time.
[26:31.000 --> 26:43.000]  And we knew when the email came out, it wasn't worded like anything that he would say. And the whole narrative of the story that they're trying to shove down people's throats, this is an accident.
[26:43.000 --> 26:53.000]  It's just few far and beyond. I mean, this is murder, what happened. And this further proves that we're not ten full hat wearing crazies.
[26:53.000 --> 27:05.000]  On top of the already unusual circumstance of the car crash, now we know that the CIA and Brennan are going after these guys for going after political enemies of the White House.
[27:05.000 --> 27:12.000]  And he points out here, this is a guy, the president of Stratford. They work with the CIA all the time. And he is amazed.
[27:12.000 --> 27:19.000]  He says, oh my, they're going after all these people. And he goes, even the FBI is shocked. And he says, they must be in meltdown mode.
[27:19.000 --> 27:26.000]  So they're very, very upset based on this. And he's talking about a witch hunt for any investigative journalist. That would be-
[27:26.000 --> 27:30.000]  That's perceived as hostile. And that's the other part that appeared that's interesting, perceived as hostile.
[27:30.000 --> 27:36.000]  Now we know right after the death, the FBI released a statement saying, hey, we had nothing to do with this, which was very weird.
[27:36.000 --> 27:38.000]  They don't ever make statements like that whatsoever.
[27:38.000 --> 27:49.000]  And then now we know after the Rolling Stone article about Bo Bergel that, in fact, he was being looked into for what they called controversial reporting.
[27:49.000 --> 28:00.000]  Now, is controversial reporting perceived as hostile? Is that what they're saying? I mean, when you push the limits and you try to find the truth, no matter what, and you expose the corruption, are you going to be hit with a drone?
[28:00.000 --> 28:02.000]  Is your car going to blow up?
[28:02.000 --> 28:15.000]  I think what it exposes is if you understand the history of Brennan, the guy who's now director of the CIA, remember that for quite some time, he was an apologist for the terror program, the enhanced interrogation program.
[28:15.000 --> 28:31.000]  Obama wanted him initially for CIA director, but instead they brought him in in another capacity. Somebody else was a CIA director for a while, but then he began to be the guy who put together the assassination kill list as they called it the disposition matrix.
[28:31.000 --> 28:40.000]  First of all, it sounds like a movie, but it sounds exactly like the kind of euphemisms that these people come up with for the stuff that they do all the time.
[28:40.000 --> 28:49.000]  So he puts together this disposition matrix of people that they're going to kill without any due process and defends that process for Obama.
[28:49.000 --> 29:01.000]  After defending and executing the torture program, after defending and executing the assassination program, he gets then promoted to the CIA. But meantime, he's out there on a witch hunt of investigative journalists.
[29:01.000 --> 29:05.000]  I mean, what would this guy not do? I mean, is there any kind of moral limit to him?
[29:05.000 --> 29:11.000]  He's another perfect puppet just like Obama is. He's willing to bend his morals in any way. In fact, I mean, he doesn't even have any.
[29:11.000 --> 29:20.000]  But I thought it was really interesting what Rand Paul did right before Obama made him the head of the CIA, John Brennan. He went on to the filibuster and one of the things he was talking about, it says,
[29:20.000 --> 29:29.000]  no one politician should be allowed to judge the guilt, to change an individual, to judge the guilt of an individual and to execute an individual.
[29:29.000 --> 29:33.000]  It goes against everything that we fundamentally believe in in our country.
[29:33.000 --> 29:37.000]  Absolutely. Stay with us. We're going to take a quick break and we'll be right back with Joe Biggs.
[29:37.000 --> 29:48.000]  We're going to talk a little bit more about what's behind this and what's going on with the CIA, creating movies, consulting with Sony to give a giant propaganda movie to us.
[29:48.000 --> 29:49.000]  We'll be right back to you.
[29:49.000 --> 30:11.000]  In March, the Empire's on the run. Alex Jones and the GCN Radio Network sold out for weeks through the difficult and extensive proprietary process behind its creation. The exclusive Info Wars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[30:11.000 --> 30:25.000]  This bioactive form that has been created with our proprietary process, this ultra clean vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body actively absorbs essential nutrients.
[30:25.000 --> 30:29.000]  Secret 12 is taken by mouth right on the tongue and then swallowed. No needles, no injections.
[30:29.000 --> 30:43.000]  Vitamin B12 deficiency is linked to scores of serious problems and Secret 12 is a fusion of two organic proprietary forms of vitamin B12, bringing you a true nutraceutical quality vitamin B12.
[30:43.000 --> 30:52.000]  Secret 12. Secret 12 is an excellent Christmas gift and is tailor made to boost your New Year's resolutions. Supplies of Secret 12 are very limited.
[30:52.000 --> 30:59.000]  Secure yours today at infowarslife.com or by calling toll free 888-253-3139.
[31:22.000 --> 31:50.000]  The average person's life is filled with unexpected challenges. Unlock the energy it takes to defeat these daily beasts with super male or super female vitality specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[31:50.000 --> 31:59.000]  Supercharge and conquer your world at infowarslife.com or call 188-253-3139.
[32:20.000 --> 32:26.000]  Available through infowarslife.com, gently cleanses the body while you sleep with easy capsules.
[32:26.000 --> 32:31.000]  Infowars Nightly News Director Rob Dew has been using oxy powder with incredible success.
[32:31.000 --> 32:39.000]  Took it that first day and that took it for six more days after that. 12 pounds melted off in about a week, I'd say a week, seven days. And I've been able to keep it off too.
[32:39.000 --> 32:43.000]  My wife's like wow you look really good and I'm like I know, I guess it's this oxy powder.
[32:43.000 --> 32:50.000]  2015 can be different. Diet and exercise are important but a lot of us have already tried that. Oxy powder flushes it out.
[32:50.000 --> 32:59.000]  Secure your oxy powder at infowarslife.com or 888-253-3139.
[32:59.000 --> 33:04.000]  The Alex Jones Show
[33:04.000 --> 33:11.000]  Some people say a man is made out of mud. A poor man's made out of mud.
[33:11.000 --> 33:18.000]  Welcome back to The Alex Jones Show. I'm David Knight, your host on this Wednesday, December 30th, 2014.
[33:18.000 --> 33:33.000]  And with me is Joe Biggs and we've just been talking about this revelation about the mindset of the White House, the mindset of the CIA and John Brennan at the time of Michael Hastings' assassination.
[33:33.000 --> 33:44.000]  And you were just reading as we went to break Joe, the quote from Rand Paul, talking about what a dangerous thing it is that we have something like an assassination drone strike kill list,
[33:44.000 --> 33:51.000]  what they call the disposition matrix, very cynically I think, that we would have something like that in America.
[33:51.000 --> 33:54.000]  It just shows how far this country has fallen.
[33:54.000 --> 33:58.000]  But they've given all the power to make that decision to one man, to John Brennan.
[33:58.000 --> 33:59.000]  Yes.
[33:59.000 --> 34:04.000]  And that's what he's talking about. No one man should have that kind of power to say who lives and who dies.
[34:04.000 --> 34:05.000]  That's right.
[34:05.000 --> 34:12.000]  Well, we have one man who has assumed that he has the power to do whatever he wants to, including taking us into war.
[34:12.000 --> 34:14.000]  And that's Obama and the White House.
