[00:00.000 --> 00:12.000]  Big Brother mainstream media government cover-ups you want answers well so does he
[07:36.000 --> 07:45.000]  number five a solar power generator provides powerful backup insurance and peace of mind folks I really believe in the solar power generators offered by solutions from science
[07:45.000 --> 07:52.000]  one of my oldest sponsors you can get more information at www dot my solar backup dot com that's my solar backup dot com
[07:52.000 --> 08:00.000]  remember the government doesn't own the sun so go to my solar backup dot com or call one eight seven seven three two seven zero three six five
[08:00.000 --> 08:09.000]  the genesis communications radio network proudly presents the Alex Jones show because there's a war on for your mind
[08:09.000 --> 08:21.000]  thank you for joining us on this Wednesday the 28th day of October 2009 wide open phones to out the transmission today
[08:21.000 --> 08:39.000]  in my stack of news Barack Obama is going to sign the hate crimes bill that they sell as a compassionate piece of legislation to stop
[08:39.000 --> 08:49.000]  haters going out and rolling people as it's called beating them up and taking their money a common practice and it is abhorrent
[08:49.000 --> 09:01.000]  oh it's okay if we go out and mug people who we don't like but there are laws against assault and if you really hurt somebody it can be billed as
[09:01.000 --> 09:09.000]  assault with a deadly weapon or attempted murder we have laws we have 50 states
[09:09.000 --> 09:22.000]  they tried to pass the hate crime legislation previously by saying they drug a black man to death in jasper texas year after year for the last
[09:22.000 --> 09:32.000]  what happened about six years ago seven years ago they tried to pass it saying he needs to be punished and the national media would never mention
[09:32.000 --> 09:43.000]  the thousands of news reports over the years it had to be in the thousands it I mean you all saw it every day sometimes for months whenever they were
[09:43.000 --> 09:58.000]  trying to pass hate crimes legislation of course the white trash individual that did this was a ex con who had been beaten up and raped
[09:58.000 --> 10:22.000]  by the black gangs in the prisons fellow trash and so he got together with some other ex cons and they drug a old drunk black hobo man to death
[10:22.000 --> 10:33.000]  and his head came off now none of the media mentioned that this individual was given the death penalty by the state of texas the death penalty
[10:33.000 --> 10:43.000]  what more can you do the death penalty and he certainly did deserve it in fact the individuals are multiple individuals did it they were all given the death penalty
[10:43.000 --> 10:55.000]  what else should have been done but the media lied and put it out there like they hadn't been punished nothing had happened this is all about the federal government
[10:55.000 --> 11:06.000]  getting involved in crimes and taking over the states and now if this expands the federal offices that have been opened in every city in every major town
[11:06.000 --> 11:21.000]  and even in rural areas they have federal offices over multi counties to begin to have police charge people for their political views and if you hurt someone's feelings they want to charge you
[11:21.000 --> 11:29.000]  some of the more egregious sections of the bill were stripped because they were exposed here on this radio show and many others
[11:29.000 --> 11:39.000]  but the problem is they have added to the debate don't worry Democrats go ahead and vote for it we can just add that in later
[11:39.000 --> 11:47.000]  the Democrats right now are under a lot of pressure on a similar piece of legislation the health care plan
[11:47.000 --> 12:00.000]  there are more than 40 Democrats who consider themselves conservative or the blue dog Democrats not the yellow dog who are saying we don't want state sponsored paid for abortion
[12:00.000 --> 12:10.000]  and Nancy Pelosi has said this is essential to reduce world population and unwanted babies a eugenics statement that's who she is it's what she stands for
[12:10.000 --> 12:21.000]  and so right now the health care plan is in trouble because 40 plus they're wavering between 45 and 41 40 plus Democrats are saying they may not vote for it
[12:21.000 --> 12:31.000]  because it will take taxpayer money and pay for abortions and whether you support abortion or not I mean should you make someone pay for something they don't want to pay for
[12:31.000 --> 12:41.000]  morally certainly not and the Democrats are saying don't worry we'll go ahead and pass it and then we can just add it in later or have the bureaucracy change its rules later
[12:41.000 --> 12:48.000]  and they're involved in a bunch of chicanery and manipulation of the fine wording of that right now so that's happening
[12:48.000 --> 12:58.000]  and they've said that with a hate crime legislation they've said look we're going to go ahead and federalize your local police and then we can add in more free speech destroying provisions later
[12:58.000 --> 13:14.000]  so this is the death by increments situation that we're facing we'll go over that as well but a very sad day for the first amendment in this country and a very sad day for the 10th and 9th amendment dealing with state sovereignty
[13:14.000 --> 13:24.000]  but already many states have hate crime legislation they've passed but it's been ruled unconstitutional because it's not equal protection under the law
[13:24.000 --> 13:37.000]  now something else happened four years ago several years after the poor black convict was drugged to death by other convicts
[13:37.000 --> 13:55.000]  three drunk black men in Jasper grabbed an old white man and drug him to death thinking oh well you know they killed a black guy we'll randomly kill a white guy
[13:55.000 --> 14:04.000]  and that was in the associated press and in the local Jasper paper but nowhere else it was never in the news
[14:04.000 --> 14:23.000]  now that is political correctness that is hate speech that is how all of this is selectively enforced and the federal government is stating they want laws like Canada has where you can't even read many Bible passages
[14:23.000 --> 14:44.000]  saying that they're hateful or you can't criticize the European Union or you can't criticize global carbon taxes
[14:44.000 --> 15:00.000]  so this is just some of the issues that we're dealing with today and all of this multiculturalism it is all meant to divide everyone and to point out our differences and to get everyone at each other's throats
[15:00.000 --> 15:11.000]  and then the federal government will arbitrate all of this and stir up the pot and all the infighting so that we never talk about the ruling elite, we never talk about the banks, we never talk about the true power structure
[15:11.000 --> 15:20.000]  we all just fight over resources, first the government communalizes resources then it doles them out to select groups and plays everyone off against each other
[15:20.000 --> 15:31.000]  very similar to the program that was used over several hundred years in defeating the Native Americans who outnumbered the Europeans many times to one
[15:31.000 --> 15:42.000]  they use a divide and conquer strategy to carry this out and do it and the same thing is happening, okay I said I was going to take a lot of calls and we haven't gone to them and said I have all this news
[15:42.000 --> 15:59.000]  it's also in the New York Times of all places that oh guess what a top opium producer in Afghanistan the top opium producer brother of Mohammed Karzai is on the CIA payroll oh my gosh is the CIA involved in opium
[15:59.000 --> 16:05.000]  I don't know do birds fly, the ducks quack, I mean this is just asinine
[16:05.000 --> 16:09.000]  so we'll be breaking that down in a bunch of other news more world government announcements taking place
[16:09.000 --> 16:13.000]  Josh in Illinois you're on the air welcome
[16:13.000 --> 16:15.000]  hey Alex
[16:15.000 --> 16:16.000]  welcome
[16:16.000 --> 16:17.000]  how you doing
[16:17.000 --> 16:18.000]  I love you bro
[16:18.000 --> 16:19.000]  I love all you guys
[16:19.000 --> 16:25.000]  you guys are an inspiration to humanity keep up the excellent work
[16:25.000 --> 16:39.000]  I just wanted to call have a couple pig flu stories for you but your follow republic was just like totally jam packed with information
[16:39.000 --> 16:44.000]  there was a caller who was pulling sound off and copying it to the internet
[16:44.000 --> 16:51.000]  I think that's a great way for everyone to get more of this information out
[16:51.000 --> 17:08.000]  and I'm a little nervous but I think that you know and you've mentioned this before if we can take everything that this global elite structure is pinning against us
[17:08.000 --> 17:16.000]  and you know do a switcheroo and use everything that they're trying to pin up down with against them
[17:16.000 --> 17:27.000]  you know I mean if they want a global world currency and power structure or government
[17:27.000 --> 17:38.000]  then why don't we take the framework of the Constitution, the United States, the Bill of Rights and turn that into the global model
[17:38.000 --> 17:44.000]  and run with all of their programs into pushing the real freedom
[17:44.000 --> 17:51.000]  the problem is and I hear you Josh and I appreciate your call the establishment, the controllers, the social engineers they built the structure
[17:51.000 --> 17:57.000]  the world governments already in place they're just announcing it now to everyone while they were building it they denied it existed
[17:57.000 --> 18:05.000]  now they've unveiled it and it's exactly what we said it was down to the finest detail because we were only reading their public blueprints
[18:05.000 --> 18:10.000]  their operations are public they just weren't publicized
[18:10.000 --> 18:14.000]  let's talk to John in New Jersey, John you're on the air
[18:14.000 --> 18:26.000]  yeah greetings Alex, yeah a follower of the republic is certainly arming me and giving me power and knowledge and I salute you
[18:26.000 --> 18:28.000]  well I salute you what's on your mind
[18:28.000 --> 18:34.000]  well you know I lost my job two months ago and I'm currently unemployed
[18:34.000 --> 18:42.000]  but I want to pay off all my bills my wife and I we have an obligation and we want to pay off all our bills
[18:42.000 --> 18:55.000]  it turns out and I spoke to my accountant that aside from the huge penalty I have to get hit with by early retirement which are all of my funds
[18:55.000 --> 18:58.000]  I think I said that right you know the withdrawal of my funds
[18:58.000 --> 19:00.000]  yes getting it out of your 401k the penalty
[19:00.000 --> 19:08.000]  well aside from that and perhaps maybe even working out a settlement with the credit card people
[19:08.000 --> 19:18.000]  that gets counted as income by the way if the credit card companies say look we'll settle for this amount of money
[19:18.000 --> 19:24.000]  but we're going to have to report the rest of the balance to the IRS and you'll have to deal with them
[19:24.000 --> 19:30.000]  yes everything is designed to keep you in the market and to keep you from spending your own money
[19:30.000 --> 19:38.000]  and to penalize you if you try to get out of debt and on top of all this Barack Obama's reform of the credit card industry
[19:38.000 --> 19:42.000]  is to let them have 30% interest rates on people that have paid their bills
[19:42.000 --> 19:48.000]  and so they've got you between a rock and a hard place and that is their plan
[19:48.000 --> 19:50.000]  anything else said John
[19:50.000 --> 19:56.000]  just keep it up Alex because the information you're arming me with just makes me a better person each and every day
[19:56.000 --> 19:58.000]  and God bless America
[19:58.000 --> 20:22.000]  take care John
[20:22.000 --> 20:30.000]  I don't want big brother watching what I do on the internet I'm going to start page to my browser
[20:52.000 --> 21:08.000]  are you wondering about your retirement portfolio are you confident that the financial advisor is experienced enough to combat
[21:08.000 --> 21:14.000]  climbing interest rates taxes and inflation stop guessing and go to the expert Robert Chapman of the international forecaster
[21:14.000 --> 21:22.000]  when you subscribe to the international forecaster you get Robert Chapman's 45 years of experience and concise investment recommendations
[21:22.000 --> 21:28.000]  who needs sugar coated excuses when you can get the cold hardbacks and proven investment leads you can't get anywhere else
[21:28.000 --> 21:34.000]  for a free introductory copy to Robert Chapman's international forecaster subscribe now at the international forecaster.com
[21:34.000 --> 21:38.000]  we'll call 877-479-8178
[21:38.000 --> 21:45.000]  experience the difference when you subscribe you can email Robert Chapman directly to obtain investment advice tailored just for you
[21:45.000 --> 21:53.000]  don't wait another minute subscribe today at the international forecaster.com or call 877-479-8178
[21:53.000 --> 22:00.000]  that's 877-479-8178
[22:00.000 --> 22:08.000]  you worry you see the signs and worry about the future you worry about economic turmoil and food shortages how to be prepared while preserving your sanity
[22:08.000 --> 22:15.000]  your answer may be at hand author Linda Runyon lived off the land isolated from civilization she knows that as long as the sun shines
[22:15.000 --> 22:22.000]  there will be plenty of free food all over God's green earth perhaps the only sane insurance is knowledge of wild edible plants
[22:22.000 --> 22:30.000]  the cost of learning is minimal wild food grows everywhere and you will see it everywhere it's every bit organic and more nutritious than our modern diets
[22:30.000 --> 22:39.000]  well respected in her field Linda's approach to teaching the subject includes books flashcards and video with an emphasis on health safety practicality and joy
[22:39.000 --> 22:48.000]  learn how to identify it where and when to find it how to prepare use and store it go to Linda's website of the field.com and take advantage of special offers
[22:48.000 --> 22:57.000]  or if you're not online call her 24 hour toll free order line at 888-51 eat free that number again 888-51 eat free
[22:57.000 --> 23:01.000]  a little knowledge makes starvation impossible
[23:01.000 --> 23:11.000]  are you suffering from issues related to angina pain high blood pressure congestive heart failure unbalanced cholesterol irregular heartbeats clogged arteries
[23:11.000 --> 23:20.000]  if so you are not alone millions of people are suffering from one or more of these problems if you'd like to live your life free of sickness pain and fear
[23:20.000 --> 23:30.000]  live your life with increased vitality energy and youthfulness and experience your body healing itself that this might be the most important message you'll ever hear
[23:30.000 --> 23:44.000]  an effective 100% organic nutritional supplement is now available heart and body extract is an exclusive formula of wild crafted and organic herbs it is extremely effective and starts to work within days
[23:44.000 --> 24:04.000]  you're heart and body extract today by visiting heart and body dot com or by calling 866-295-5305 866-295-5305 or heart and body dot com
[24:04.000 --> 24:18.000]  continuing with wide open telephones big news blitz coming up in the middle of the next segment at 40 after cover all the top stories in detail let's go ahead and talk to Mike and Colorado Mike you're on the air thanks for holding
[24:18.000 --> 24:22.000]  Mr. Jones good to talk to you sir you're a warrior
[24:22.000 --> 24:24.000]  good to talk to you what's on your mind
[24:24.000 --> 24:37.000]  okay I just got recently exposed to a couple guys they're called the yes men the yes men are a really hip
[24:37.000 --> 24:48.000]  very diverse diversively hit and just
[24:48.000 --> 24:53.000]  their filmmakers who go around pulling stunts showing how corrupt society is
[24:53.000 --> 25:09.000]  that's right and I was I consider myself a fairly awake individual and I was very taken in by these guys but they're they subversively support national health care and permanent missions of legislation and the Copenhagen treaty
[25:09.000 --> 25:27.000]  yes the control left is putting out all sorts of activists that try to mimic what we do and try to counterfeit so is the controlled right with people like Glenn Beck because they know they've got a revolution on their hands so they need to be able to cover the field and cover all the bases
[25:27.000 --> 25:49.000]  that's what they're attempting to do right now but I was a little bit familiar with the yes men and they certainly do have a establishment bent to them while posing as anti-establishment yeah I was totally taken in by that I was putting up their videos on YouTube and Facebook and then I really looked into it a little bit
[25:49.000 --> 26:04.000]  and I was like wow these guys are not who I thought they were well that's just like George Soros is leading the fight against the bankers when he's one of the king pins and they have a MSNBC show on in the morning that talks about the bankers looting and robbing us but then they go on to support the
[26:04.000 --> 26:20.000]  carbon treaty and national health care and sell it as if the banks are against it when the banks are the ones that have written up the entire plan to take over our lives so yes you've got to really investigate the full spectrum of what an organization or media outlet is pushing
[26:20.000 --> 26:35.000]  thank you so much Mike Caroline in Louisiana you're on the air yes good morning Mr. Alex I pray to God for you every day you are my hero you woke me up and I thank you so much for everything you've done thank you
[26:35.000 --> 26:57.000]  I wanted to just make a comment especially about vaccines and I have a reason for this my brother just my brother died at the end of June and it was a real all of a sudden thing he started getting sinus problems and he started having some physical
[26:57.000 --> 27:16.000]  problems and they finally got him to the hospital I could not figure out what was going on until the very end when he when he got diagnosed with T cell lymphoma we have no idea where it came from there was a lot of it comes from the vaccines that's why cancers many types are up over
[27:16.000 --> 27:32.000]  two thousand percent Dale Dudley the local ninety three point seven host took a flu vaccine and within months he his hands were becoming paralyzed he couldn't hold a pen he was having trouble
[27:32.000 --> 27:50.000]  walking his whole body was numb and now his toe he his words are my toe is dead and he finally went to all these specialist medical doctors and they said you had the onset of Gillian beret syndrome and the only thing that could have done it was the vaccine
[27:50.000 --> 28:07.000]  but he's now recovered except for his toe his big toe is just completely numb and in paralyzed and this happens to people that take the shots and they get cancer and they get brain damage and they get eczema and they get autoimmune disorders and they
[28:07.000 --> 28:22.000]  get allergies and all the medical research shows it the medical inserts say it can do it to you and it is eugenics and so people are getting maimed and debilitated and handicapped and killed all around us
[28:22.000 --> 28:42.000]  that's right and the thing is the one question the first question I asked my dad right after he gave me the news was dad did you and and my my brother gray did you both get flu shots and he says yes we did we did at the beginning of the year we always do that
[28:42.000 --> 29:00.000]  and I'm just I'm my heart just saying because also my mom had breast cancer and she wasn't she was avid flu shot taker an avid vaccine taker along with my father who was
[29:00.000 --> 29:18.000]  a man let me let me let me tell you what's going on don't believe me go to the German news build their spiegel on the last month top virologist top geneticist top medical doctors with multiple medical degrees at major top
[29:18.000 --> 29:34.000]  institutes are saying the vaccines all have cancer viruses in them and they know the polio vaccine killed tens of millions alone in the U.S. with the
[29:34.000 --> 29:50.000]  virus Simeon virus 40 they know it and I'm so sad for you Caroline there's a good chance they did kill your brother and just like Reuters came out and said oh a lot of people are going to be dying after the shot but it's not the shot
[29:50.000 --> 30:08.000]  we're on the March the Empire's on the run Alex Jones and the GCN radio network the illusion created by the power elite is a lie that covers even the food they want you to eat will you continue to be their profit center buying their
[30:08.000 --> 30:24.000]  processed food that makes you sick go to the doctor and buy their drugs you don't have to cooperate there is a solution inner health botanicals a company that my wife and I just love have been providing products for the last five years that give you the perfect solution to this madness try their
[30:24.000 --> 30:38.000]  inner food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well it even won the award for best super food of 2009 from our friend Mike Adams the health manager I love their
[30:38.000 --> 30:55.000]  cafe great organic coffee infused with herbal extracts to boost your immune system try all of their truly honest products that will keep you alive and healthy go to ENERFOD.com or give them a call right now 8667 629238 click on their
[30:55.000 --> 31:13.000]  banner at info wars.com to see all the available discounts hundreds of nations have fallen to tyranny in the last century alone this is our last chance to not relive history as we're finishing off this agenda that we're pulling the rug from underneath
[31:13.000 --> 31:29.000]  Americans at home I have tremendous influence on our president in Congress and they really are calling the shots I think it's incumbent upon all of us as American citizens to pay attention for the republic identifies the enemies of our nation the criminal off
[31:29.000 --> 31:44.000]  short cartel hell bent on destroying sovereignty and on its ashes constructing world government Tim Geithner Bernanke their arsonists they're asking for more matches and the Congress is saying who do we make the checkout to today seems like nobody does care and right now in
[31:44.000 --> 32:00.000]  Washington DC we have seen a fall of the republic get your copy of fall of the republic on DVD at info wars.com or watch it online right now in super high quality at prisonplanet.tv
[32:00.000 --> 32:24.000]  Arial Spring Chemtrails the modified atmosphere heavy metals and pesticides carcinogens and chemical fibers all falling from the sky you have a choice to keep your body clean detoxify with micro plant powder from
[32:24.000 --> 32:43.000]  hempusa.org or call 908-691-2608 it's odorless and tasteless and used in any liquid or food protect your family now with micro plant powder cleaning out heavy metals parasites and toxins
[32:43.000 --> 32:56.000]  order it now for daily intake and stock it now for long term storage visit hempusa.org or call 908-691-2608 today
[33:13.000 --> 33:33.000]  The whole point of government run health care is eugenics it is to restrict care to the old to the infirm to handicaps this is all stated it's done in England it's done in Canada
[33:33.000 --> 33:47.000]  The individual who is going to be the head of health and human services former senator John Daschle wrote in his own bestselling book quotes where they talked about rationing care and how people above 60 don't deserve to have eye surgery
[33:47.000 --> 34:07.000]  They wait years in many cases in England for treatable cancer surgeries it is a fact that they communalize your wealth they tax you at a higher rate the money is laundered through the banks and they basically give you a aspirin for a heart attack
[34:07.000 --> 34:26.000]  But now a Michigan Democrat is saying Pelosi not happy with him representative Bart Stupak said speaker Pelosi is not pleased with his efforts to change abortion related provisions in the health care bill crafted by the house and now more than 40 house Democrats are saying they're not going to vote for it
[34:26.000 --> 34:44.000]  If they don't put a provision in there that there's no government funding for abortion forcing the pop the the public the population who is against abortion to pay for it and they do this at the county city and state level all over the nation
[34:44.000 --> 35:02.000]  And it's just absolutely immoral to force people to pay for other people to kill their children. It's just absolutely abhorrent and I wanted to go back to a couple months ago when Nancy Pelosi was honest about how we don't need these unwanted babies
[35:02.000 --> 35:20.000]  We're going to save money with less people on earth we're going to have lower health care cost and that's the mindset the establishment the control freaks the eugenicist want to freeze society and society's development and then start dismantling our industries
[35:20.000 --> 35:38.000]  This is UN statements by the head of the biological diversity assessment team for the UN morey strong 1992 Rio de Janeiro Earth Summit and he stated it is our job at the United Nations destroy industrialized society and reduce world population
[35:38.000 --> 35:48.000]  You can go read his quotes you can watch morey strong on television on YouTube and TV interview after TV interview saying get rid of babies
[35:48.000 --> 36:03.000]  Euthanize people reduce the world population and so the idea they have is socialize the wealth get everybody on the government dole and then say oh you'll get better health care and pit groups against each other
[36:03.000 --> 36:12.000]  You'll get more health care if we can just have less people as if less people means better services a better life
[36:12.000 --> 36:30.000]  It's all about divide and conquer dividing different groups against each other and the establishment is the referee is the arbiter over it all it's all about divide and conquer Nancy Pelosi says birth control will help the US economy less babies
[36:30.000 --> 36:45.000]  Means a better economy which is a lie on its face more babies means a younger population to pay for the aging population we are the oldest society in human history and it's only going to accelerate over the next 30 years
[36:45.000 --> 37:03.000]  The oldest society we have a lopsided society because our grandparents and parents up until the 1960s had an average of four children in some regions more we now have an average of 1.3 children in the United States
[37:03.000 --> 37:18.000]  If you pull out the influx of immigrant populations or at 1.9 even if you count the 3 million illegal aliens and 1 million legals that come into replace our dying population worldwide from Japan to Germany to England
[37:18.000 --> 37:30.000]  There is a 1.3 population increase which is a reduction for every two people born they are only replacing themselves at 1.3
[37:30.000 --> 37:47.000]  So how is aborting more babies going to replace the population did you know that the indigenous black population by indigenous Africans brought here in the last 400 years in the transatlantic slave trade
[37:47.000 --> 38:04.000]  There are more black babies in the last decade running look up the national statistics more black babies are aborted than are born so how have blacks gone from 11% of the population to 12 in the last decade
[38:04.000 --> 38:20.000]  Massive African influx from Nigeria from Somalia from South Africa the list goes on and on as Africa implodes so blacks blacks who've lived here for hundreds of years are dying as well
[38:20.000 --> 38:35.000]  And they're only being replaced with true Africans originally not you know their ancestors the last 300 for years weren't from the US they are immigrants directly from the continent of Africa
[38:35.000 --> 38:50.000]  So we're not even replacing our numbers and Nancy Pelosi is running around saying that we need to have less babies and more abortion is good for the economy
[38:50.000 --> 38:58.000]  I mean even if you're for abortion and think it's a wonderful right you have and a great thing and you know don't use birth control just go have a risky procedure
[38:58.000 --> 39:06.000]  Go in there and somebody can just use a vacuum cleaner and some knives or pump some salt sand and burn the baby to death as it struggles and fights for its life
[39:06.000 --> 39:22.000]  And they have tens of thousands every year partial birth abortions in the ninth month and then hundreds and hundreds of people have been saved and dug out of trash cans by pro-lifers and are now famous speakers speaking out against it
[39:22.000 --> 39:33.000]  I mean they could even adopt the baby even though there are more people wanting to adopt each year than there are abortions that's why we again import from South Korea
[39:33.000 --> 39:44.000]  And the Middle East and Asia and Europe babies many of them kidnapped from their parents by CPS that's the big dirty secret in Europe and Russia
[39:44.000 --> 39:54.000]  Because people want babies but they can't get them from the abortion worries because they need to be used so their retinas can be ripped out and I'm sorry to have to talk like this ladies and gentlemen
[39:54.000 --> 40:03.000]  But this is what's going on even if you're for abortion abortion you need to know see oh I don't want to hear about it
[40:03.000 --> 40:22.000]  It's one thing to use dog kidneys or monkey kidneys to breed the viruses for the vaccines but it's another thing to use insect cells because that gives you insect mutagens, insect bacteria,
[40:22.000 --> 40:35.000]  micro plasms and viruses and now in the last few years they discovered even smaller viruses and even smaller bacteria inside the viruses inside the bacteria that all gets bred up and injected into you
[40:35.000 --> 40:41.000]  If you don't care about your health you know that's your business I guess though it mutates in your own body and then you spread it
[40:41.000 --> 41:00.000]  But we have to add to that equation that they're taking baby retinas as their favorite cell line for cloning these viruses for some reason fetal retinas are the best system
[41:00.000 --> 41:14.000]  Fetal retinas human beings devalued down to the point where we're like produce we're like an eggplant or a squash or a piece of chicken you buy at the store or a gallon of milk
[41:14.000 --> 41:25.000]  We've been completely dehumanized and we're being trained that euthanasia is good government forced euthanasia killing people that don't even want to die going on all over the world
[41:25.000 --> 41:41.000]  The Chinese government with 24 mobile execution vans in every one of their major cities per city driving around killing political dissidents selling their organs keeping people in prisons blood typing them
[41:41.000 --> 42:00.000]  Fall on gong Buddhist Christians and our media doesn't do exposes on it our supposed media doesn't talk about it they don't discuss it they just say oh a young gay man was beaten up and then he committed suicide
[42:00.000 --> 42:18.000]  Pulling on heartstrings they don't tell you the government in the hepatitis shots and gay men it's been declassified gave them HIV oh no they just make everybody feel sorry and say oh we need to federalize local police and restrict the first amendment
[42:18.000 --> 42:44.000]  See it's all manipulation all lies but here is Nancy Pelosi with Stephanophilus on national television saying that abortion will save us money and help the US economy when every index and every economic data point you look at proves
[42:44.000 --> 42:59.000]  That we need a massive population explosion we need people to be having at least four children to pay for all the old people all you stupid baby boomers that are 5560 and are arrogant right now
[42:59.000 --> 43:19.000]  And you're running around as as trendies who are for euthanasia and socialist healthcare you have no idea you're destroying your own future and that you're going to be euthanized you have no idea you have no idea what you're part of and you're cheerleading and and and and putting down
[43:19.000 --> 43:33.000]  Anybody you're cheerleading for not having more than one child that they have a big carbon footprint and babies are bad for the earth literally thousands of news articles saying it constantly in every publication I see every major
[43:33.000 --> 43:48.000]  Newstand I walk up to the messages on the cover of magazines everywhere babies are bad people come up to women and grocery stores that have 345 kids and get in their face and say you're a breeder you're hurting the environment arrogant control freaks
[43:48.000 --> 44:05.000]  What do you think is going to pay the taxes for you slugs. Oh, you'll bring in the third world population. That's what you're going to do. Let's go ahead and play the Nancy Pelosi clip and go back to your calls hundreds of million dollars to expand family planning
[44:05.000 --> 44:27.000]  How is that stimulus well the family planning services reduced cost it reduced cost the states are in terrible fiscal budget crisis now and part of it what we do for children's health or education and some of those elements that are to help the states meet their financial needs
[44:27.000 --> 44:40.000]  One of those one of the initiatives you mentioned the contraception is well reduce cost to the state and to the federal no apologies for that no apologies no
