[00:00:00.249 --> 00:00:02.011]  Government cover-ups.
[00:05:28.668 --> 00:05:29.428]  A new world order.
[00:05:57.307 --> 00:06:02.188]  In the near future, Earth is dominated by a powerful new government.
[00:06:02.188 --> 00:06:05.029]  It's known as the Bilderberg Group.
[00:06:05.029 --> 00:06:07.809]  Could their objective be world domination?
[00:06:07.809 --> 00:06:10.990]  For thousands of years, their dark order grew.
[00:06:10.990 --> 00:06:18.312]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:06:21.349 --> 00:06:26.795]  For the first time in history, the elite's plan for world government is blown wide open.
[00:06:26.795 --> 00:06:30.658]  You will learn the secret that drives the entire New World Order agenda.
[00:06:30.658 --> 00:06:33.241]  Build America is making great progress toward a world government.
[00:06:33.241 --> 00:06:34.382]  Most people have no idea.
[00:06:34.382 --> 00:06:35.183]  They're not after money.
[00:06:35.183 --> 00:06:36.464]  They have all the money they need.
[00:06:36.464 --> 00:06:37.445]  They're after power.
[00:06:37.445 --> 00:06:38.586]  That's what they're after.
[00:06:38.586 --> 00:06:43.051]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:06:43.571 --> 00:06:59.466]  Are you tired of hearing that a cure for cancer is coming, but it will be available sometime in the future?
[00:06:59.466 --> 00:07:02.108]  At LaysMedInc, the future is here.
[00:07:02.108 --> 00:07:05.771]  Now it's cancer's turn to die with our patented methodology.
[00:07:05.771 --> 00:07:08.694]  Without cutting, bleeding, drugs, or damaging radiation,
[00:07:08.874 --> 00:07:17.184]  We can kill skin cancer and breast tumors of any size and many other types of cancer without adverse side effects at our outpatient facility.
[00:07:17.184 --> 00:07:20.648]  We offer a real solution using real science.
[00:07:20.648 --> 00:07:24.433]  Our unique approach to cancer treatment is what everyone has been waiting for.
[00:07:24.753 --> 00:07:28.216]  A simple, easy way to eliminate the threat of cancer.
[00:07:28.216 --> 00:07:30.477]  LASER technology at its best.
[00:07:30.477 --> 00:07:34.080]  To receive an information packet, call our treatment center at 501-255-0528.
[00:07:34.080 --> 00:07:34.821]  That's 501-255-0528.
[00:07:34.821 --> 00:07:37.363]  Or visit our website at lasmedinc.com.
[00:07:37.363 --> 00:07:39.324]  That's L-A-S-E-M-E-D-I-N-C dot com today.
[00:07:53.049 --> 00:08:10.237]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[00:08:10.237 --> 00:08:21.763]  This morning, driving in to the office, I was thinking about all the hundreds of things we've talked about that have come true and happened.
[00:08:24.474 --> 00:08:30.259]  I went on air and I said the government and criminal elements of it are going to attack the World Trade Centers because I knew they'd bombed it before.
[00:08:30.259 --> 00:08:36.485]  By the way, that's publicly admitted, but the average person still doesn't know that.
[00:08:36.485 --> 00:08:38.667]  The 93 event is open and shut.
[00:08:38.667 --> 00:08:48.896]  CBS News, New York Times, yeah, the Feds created the group, cooked the bomb, gave them the detonator, and commanded the whole operation, but that was provocateured.
[00:08:49.870 --> 00:08:50.790]  But I'm already digressing.
[00:08:50.790 --> 00:08:57.894]  You see, I try to just be, you know, give you basic info, and then I tend to zoom in on each little point and document it.
[00:08:57.894 --> 00:09:02.476]  But, we talked about how they were going to attack the World Trade Center, blame it on their asset of Osama Bin Laden.
[00:09:02.476 --> 00:09:02.976]  It happened.
[00:09:02.976 --> 00:09:04.317]  I said it'll happen in the next few months.
[00:09:04.317 --> 00:09:06.478]  It happened.
[00:09:06.478 --> 00:09:15.423]  I, um, talked about how in Seattle they were going to use, uh, federalized riot police to attack the people, that they would have agent provocateurs there.
[00:09:15.423 --> 00:09:18.224]  Because I'd seen the media prepping the public for that to happen.
[00:09:19.753 --> 00:09:37.641]  And we told you you'd see bank runs, we told you you'd see a devaluing dollar, we told you gas would be $4 a gallon by the summer of 08, we told you that in the late spring of 06, two plus years before it happened.
[00:09:37.641 --> 00:09:41.903]  We told you they wouldn't attack Iraq in March of 02, it would be March of 03.
[00:09:41.903 --> 00:09:44.504]  They attacked exactly when we said a year before.
[00:09:44.504 --> 00:09:46.305]  We predicted a year before exactly when it would happen.
[00:09:47.513 --> 00:09:51.474]  Uh, we have basically laid out everything that's going to happen, everything that's going to develop.
[00:09:51.474 --> 00:10:00.117]  Uh, of course, we've, uh, broken down the fact that it will go from 1 in 33 with cancer to 1 in 3, and then 1 in 2, and then everyone having it.
[00:10:00.117 --> 00:10:05.959]  Basically, and now we're, they're preparing to announce that 1 in 2 will now be getting it.
[00:10:05.959 --> 00:10:13.082]  They've gone from 1 in several thousand getting diabetes to now 1 in 5, some races of, uh, groups, uh, 1 in 2.
[00:10:16.594 --> 00:10:30.939]  These are all genetically engineered bioweapon plagues with chemical combos and we have all the documents and all the facts and the CIA and the Centers for Disease Control and the Navy and the United Nations World Health Organization.
[00:10:30.939 --> 00:10:34.160]  They've been caught all over the world doing it.
[00:10:34.160 --> 00:10:40.782]  All these prominent scientists and doctors and Nobel Prize winners blow the whistle and it might make it in a foreign newspaper.
[00:10:40.782 --> 00:10:44.163]  Eyewitnesses come out and blow the whistle only to be murdered months later.
[00:10:44.938 --> 00:10:47.479]  Tortured to death, and that's a minor footnote.
[00:10:47.479 --> 00:10:52.521]  The media never points out, oh, they exposed this government program and were murdered.
[00:10:52.521 --> 00:10:56.282]  It's just, oh, they got tortured to death by some kids.
[00:10:56.282 --> 00:10:59.483]  The police came, they were cut up and splattered all over the walls.
[00:10:59.483 --> 00:11:01.144]  Looked like they'd been tortured for days.
[00:11:01.144 --> 00:11:01.884]  Ha ha ha!
[00:11:01.884 --> 00:11:02.524]  It's no biggie.
[00:11:02.524 --> 00:11:04.645]  It's some kids, the police say.
[00:11:04.645 --> 00:11:07.626]  Some young kids probably did it, yeah!
[00:11:07.626 --> 00:11:10.747]  Over and over again, a message to everybody, keep your mouth shut!
[00:11:15.816 --> 00:11:40.457]  And I scan around, maybe an hour a day, looking at what people are saying, and I look on our message boards, I look on the YouTube channels, I scan reading fast, and the debunking sites, and the latest thing is, that they're saying the dollar is not devalued, prices are not up, they're all saying it in unison, the CENTCOM boys, they're minions, they're mockingbirds, they're weak-minded camp followers, they're saying the government doesn't take children and radiate them,
[00:11:41.264 --> 00:11:44.609]  Or a dozen test pesticides on CPS kidnapped kids.
[00:11:44.609 --> 00:11:47.312]  Doesn't matter if it's in thousands of news articles.
[00:11:47.312 --> 00:11:50.076]  Or the variant is they're joking about it.
[00:11:50.076 --> 00:11:54.001]  The new thing is, I guess to keep their morale up, is yeah, we're killing kids.
[00:11:54.941 --> 00:11:55.481]  So what?
[00:11:55.481 --> 00:11:56.942]  We're going to kill you too.
[00:11:56.942 --> 00:11:58.383]  They're also all over the message boards.
[00:11:58.383 --> 00:12:01.085]  You can track them back by their handles to their MySpaces.
[00:12:01.085 --> 00:12:02.746]  They're in uniforms.
[00:12:02.746 --> 00:12:05.388]  You'll see them bragging in their uniform with their PSYOP patch.
[00:12:05.388 --> 00:12:07.790]  And they're just letting everybody know who they are.
[00:12:07.790 --> 00:12:10.551]  And we're going to work on some articles showing all this.
[00:12:10.551 --> 00:12:13.113]  We're getting snapshots of them and things.
[00:12:13.113 --> 00:12:15.115]  And they're just on there saying, yeah.
[00:12:15.115 --> 00:12:17.256]  And they're coming on our message boards now saying, yeah.
[00:12:17.256 --> 00:12:19.297]  We built camps, and we're going to kill you.
[00:12:19.297 --> 00:12:20.938]  And yeah, we're testing stuff on kids.
[00:12:20.938 --> 00:12:22.379]  We need to.
[00:12:22.379 --> 00:12:24.741]  We are the dark side, and that's the end of it.
[00:12:25.908 --> 00:12:30.370]  Don't you understand, you fools, that your masters will destroy you as well?
[00:12:30.370 --> 00:12:35.813]  Don't you understand evil's not funny or tough or manly?
[00:12:35.813 --> 00:12:43.037]  Don't you understand it doesn't intimidate us, those of us on the side of the goodness and the side of light, those of us working in the light?
[00:12:43.037 --> 00:12:48.640]  It only makes us sad for you that you were overtaken and captured by the dark side and have been lost.
[00:12:48.640 --> 00:12:51.481]  It only reaffirms our courage and our will 100%.
[00:12:55.089 --> 00:12:56.610]  And I know what the term now means, 110%.
[00:12:56.610 --> 00:13:00.892]  I'd joke about it when I played football and would laugh at the coaches.
[00:13:00.892 --> 00:13:09.217]  110% means you're so dedicated, you're burning with desire, and you can't even fathom the will and the commitment.
[00:13:09.217 --> 00:13:16.581]  It means you want to give more than you've got, and you're disgusted with yourself for not being able to perform at the levels you need to against the enemy.
[00:13:16.581 --> 00:13:17.721]  That's what 110% is, ladies and gentlemen.
[00:13:24.344 --> 00:13:27.206]  And I just feel sorry for all of you, and there's different categories.
[00:13:27.206 --> 00:13:36.512]  There's the mindless, dumbed-down people who believe that mom and apple pie is what the government is, and are so weak-minded that they can't admit to themselves what's happening.
[00:13:36.512 --> 00:13:39.394]  Then you've got some of the more intelligent types who just
[00:13:43.268 --> 00:14:08.865]  Convince themselves with double think because it's too horrifying for them and they rationalize and yeah, we're not perfect But you know what we're the only government there is and we've just got to keep going and following our orders They kind of just shut off the thinking process But then you've got the psychopath types who enjoy being sadistic who love power who only worship the tyranny above them and who are scared of their masters and so enthusiastically serve and then carry out tyranny against those under them and
[00:14:10.652 --> 00:14:34.664]  And there's other types as well, but the most dangerous type is a very pious, very focused, again, pious on the surface, who really is, I don't know what you call it, I've run into them, I've read their writings, I've seen interviews with top globalists, they're very focused, they're very professional, they're very serious, and they are very cold.
[00:14:34.664 --> 00:14:35.585]  And they say, look,
[00:14:36.397 --> 00:14:57.622]  If we don't exterminate the mass of humanity, and if we don't be the most evil force there is on earth, and dominate and take control, and be totally merciless, we will end up being dominated by some other group, and we don't know what that other dominant group will do, and we have the will to protect ourselves and our family, our houses.
[00:14:57.622 --> 00:15:00.082]  They call their organizations houses.
[00:15:00.082 --> 00:15:01.723]  It's the old royal term.
[00:15:01.723 --> 00:15:03.383]  There's less than 50 main houses.
[00:15:04.469 --> 00:15:15.082]  And they cold-bloodedly are in alliance, intermarried, and they say, look, this is too incredible, we're on a planet, we've got all this advanced technology, we could extend our lives almost indefinitely.
[00:15:15.914 --> 00:15:21.458]  We are threatened by a massive humanity, a new elite that may rise and defeat us militarily.
[00:15:21.458 --> 00:15:24.240]  And in cold-bloodedly, we don't want to die.
[00:15:24.240 --> 00:15:27.202]  We want to see the new advanced technologies.
[00:15:27.202 --> 00:15:29.043]  We want to be part of the future.
[00:15:29.043 --> 00:15:44.353]  And it's too important for us, selfishly, to have a total lock on the future, and a monopoly of power, and a guarantee that we get life extension, and a guarantee that we get to go to the stars, and a guarantee that we get to go to the next level,
[00:15:44.833 --> 00:15:45.153]  I don't know.
[00:16:03.025 --> 00:16:26.164]  Sterilize and exterminate the mass of humanity, and only a few hundred thousand of us, because they tell their minions they're only going to kill 80 to 90 percent, but you really read the higher level think tank documents, the higher level professors who are managing large sectors of this, and they say that there's going to be a 99.99 percent extermination.
[00:16:26.164 --> 00:16:27.385]  But they can't tell their minions
[00:16:28.353 --> 00:16:31.556]  Because a lot of people have been let in on this, that it's going to happen to them, too.
[00:16:31.556 --> 00:16:33.137]  Now, I don't know if they're going to be able to carry it out.
[00:16:33.137 --> 00:16:37.341]  I don't know if it's going to work, but it looks like it is.
[00:16:37.341 --> 00:16:40.783]  And then, every day, I am crushed.
[00:16:40.783 --> 00:16:47.229]  Every night when I go to bed, I went to bed about 11 o'clock last night, which is early for me, and I laid there for about 30 minutes in bed.
[00:16:48.871 --> 00:16:56.474]  With the starlight shining through the windows, and I was looking at the wall, and I thought, my God, I'm the biggest thing fighting this, individually.
[00:16:56.474 --> 00:17:02.476]  I am the most focused, the most articulate Alex Jones.
[00:17:02.476 --> 00:17:15.141]  I mean, I thought about the magnitude of that, the responsibility of that, and I am a sputtering, babbling hillbilly who walks almost hunched over
[00:17:16.567 --> 00:17:19.930]  And I'm the best we've got against these people.
[00:17:19.930 --> 00:17:20.970]  Now, I am smart.
[00:17:20.970 --> 00:17:23.772]  I can analyze systems and integrate them.
[00:17:23.772 --> 00:17:36.641]  You know, I kind of have some idiot savant characteristics, but when it comes to actually leading or trying to organize things, it scares the daylights out of me.
[00:17:36.641 --> 00:17:39.943]  And by scared in the right word, it shakes me.
[00:17:39.943 --> 00:17:43.165]  It upsets me that
[00:17:44.341 --> 00:17:45.442]  I'm the best there is.
[00:17:45.442 --> 00:17:46.924]  And that my listeners are the best there is.
[00:17:46.924 --> 00:17:50.707]  I mean, you're great compared to other people, but I'm telling you folks, we're all pathetic.
[00:17:50.707 --> 00:17:52.108]  We're all weak and decadent.
[00:17:52.108 --> 00:17:54.070]  We were brought up in a decadent system.
[00:17:54.070 --> 00:17:56.012]  We were brought up in a scientific dictatorship.
[00:17:56.012 --> 00:17:59.315]  We were fed false terms and semantics.
[00:17:59.315 --> 00:18:04.140]  And we have to really shake ourselves to our core and really be reborn.
[00:18:04.982 --> 00:18:10.384]  Into a greater understanding, and I don't even mean that in a spiritual sense, but when you come down to it, that really is what it is.
[00:18:10.384 --> 00:18:17.067]  But I mean, just like, shake yourself and dunk your head in some ice water and look around you.
[00:18:17.067 --> 00:18:23.149]  I mean, I want to tell the military and special ops and people, this is the ultimate battle, this is the ultimate war.
[00:18:23.149 --> 00:18:33.173]  Whether you believe me or not, whether you join our side, the ragtag little remnants of what's left of free humanity that can only freely think at a
[00:18:33.965 --> 00:18:35.666]  Degraded level.
[00:18:35.666 --> 00:18:39.308]  Poisoned as we are.
[00:18:39.308 --> 00:18:47.513]  I mean, I say to you, whether you know you're under attack or not, whether you know you're in the same ship with us, the same boat as us, you are.
[00:18:47.513 --> 00:18:50.635]  You're sitting in the same tree with us.
[00:18:50.635 --> 00:18:53.737]  You've drawn the same lot as everybody else around you.
[00:18:56.989 --> 00:19:09.077]  The ultimate battle is the information war, and you better look around you and realize you've been fed disinfo, you've been fed false ideas, you've been fed false paradigms, fables.
[00:19:09.077 --> 00:19:18.983]  As Dr. Doug Rocky and so many others have said, they finally just wake up, when there he was training troops for martial law in the mid-90s, and he's like, why am I here?
[00:19:18.983 --> 00:19:21.505]  It was like suddenly he woke up out of a dream.
[00:19:21.505 --> 00:19:24.367]  He's like, my God, I'm here training to take American people's guns!
[00:19:28.206 --> 00:19:36.412]  I mean, it's just like we had Major Stubblevine, uh, Major General Stubblevine on, who was the head of Army Intelligence and all those black-op programs, they had a Special Forces.
[00:19:36.412 --> 00:19:40.816]  And finally, he just assessed the info and said, my God, it's a global extermination plan.
[00:19:40.816 --> 00:19:44.539]  Then he went and found that all the documents did say that.
[00:19:44.539 --> 00:19:46.841]  I mean, this is real, ladies and gentlemen.
[00:19:46.841 --> 00:19:47.901]  This is real.
[00:19:47.901 --> 00:19:49.903]  It's more real than I can articulate.
[00:19:50.546 --> 00:19:51.107]  You understand?
[00:19:51.107 --> 00:19:53.070]  We're in iron jaws right now.
[00:19:53.070 --> 00:19:56.995]  When making important financial decisions, you should always know the facts.
[00:19:56.995 --> 00:20:00.821]  That's why Midas Resources is willing to pay you to read the facts.
[00:20:00.821 --> 00:20:05.748]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience.
[00:20:05.948 --> 00:20:09.972]  Who are ready to provide you with state-of-the-art, up-to-date financial services.
[00:20:09.972 --> 00:20:14.215]  Midas Resources offers a host of services and stands behind their products.
[00:20:14.215 --> 00:20:19.079]  In fact, if you call and order their free Midas Report, Midas Resources will pay you.
[00:20:19.079 --> 00:20:24.724]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[00:20:24.724 --> 00:20:30.329]  If you read the report, Midas Resources will send you a free, walking liberty silver half dollar.
[00:20:30.329 --> 00:20:31.370]  So, what are you waiting for?
[00:20:31.630 --> 00:20:37.813]  Get the facts and Paul Midas resources toll free at 888-292-2709.
[00:20:37.813 --> 00:20:40.714]  That's 888-292-2709.
[00:20:40.714 --> 00:20:46.077]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty silver half dollar.
[00:20:53.314 --> 00:20:55.455]  May I have everybody's attention, please?
[00:20:55.455 --> 00:20:57.877]  I've come with a message of information.
[00:20:57.877 --> 00:21:00.138]  9-11 was an inside job.
[00:21:00.138 --> 00:21:01.699]  Do you like being a puppet, sir?
[00:21:01.699 --> 00:21:03.400]  Do you like being a puppet for the New World Order?
[00:21:03.400 --> 00:21:06.242]  How do the American people know that 9-11 was a state?
[00:21:06.242 --> 00:21:09.944]  It wasn't engineered by you, David Rockefeller, the Trilateral Commission, the CFR.
[00:21:12.626 --> 00:21:19.598]  The day that we stop asking questions is the day that we have allowed the seeds of despotism to grow at our own door.
[00:21:19.598 --> 00:21:25.748]  Seven years after the attacks of September 11th, a global awakening has taken place.
[00:21:25.748 --> 00:21:26.849]  An inside job.
[00:21:28.277 --> 00:21:30.699]  How dare you?
[00:21:30.699 --> 00:21:35.924]  If you know that there's treason going on, you can be held accountable for treason yourself.
[00:21:35.924 --> 00:21:38.666]  All hell is breaking loose on 6th Avenue.
[00:21:38.666 --> 00:21:45.131]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of... Truth Rising.
[00:21:45.131 --> 00:21:47.974]  Download the film at prisonplanet.tv right now.
[00:21:47.974 --> 00:21:50.236]  Or get the DVD at infowars.com.
[00:21:50.236 --> 00:21:52.718]  It's now time to take the revolution to the next level.
[00:21:53.973 --> 00:21:56.294]  Gas prices are out of control!
[00:21:56.294 --> 00:22:00.175]  Fight back by doing what thousands of listeners to the Alex Jones Show have done.
[00:22:00.175 --> 00:22:03.236]  Developed by a major oil company, a product that really works.
[00:22:03.236 --> 00:22:06.997]  Introducing SFR's Protect-to-Complete fuel system and engine treatment.
[00:22:06.997 --> 00:22:09.738]  Just one bottle increases mileage for up to six months.
[00:22:09.738 --> 00:22:13.279]  Fleet tested by major oil companies showing improvements in every car tested.
[00:22:13.519 --> 00:22:17.220]  Stop paying mechanics your hard-earned money to have your injection system cleaned.
[00:22:17.220 --> 00:22:23.082]  Protekta cleans up to 95% of new injector condition in just one tankful and is safe for all cars.
[00:22:23.082 --> 00:22:30.544]  Tests conducted by General Motors conclude fuel injectors can partially plug in as little as 5,000 miles due to poor gasoline quality.
[00:22:30.544 --> 00:22:37.387]  Fight high fuel prices by purchasing a Protekta fuel system treatment for only $9.95 and receive an engine treatment free at $12.95 value.
[00:22:38.587 --> 00:22:44.651]  Satisfaction guaranteed or your money back, go to oilcompanysecret.com, that's oilcompanysecret.com, or call 888-USE-SFR1.
[00:22:44.651 --> 00:22:44.971]  That's 888-873-7371.
[00:22:53.379 --> 00:23:04.125]  When I learned that the accumulation of acidic waste was the likely cause of my painful joints, lack of energy, and weight gain, I knew I would have to change to a more alkaline diet, but it just seemed so difficult.
[00:23:04.125 --> 00:23:13.950]  Then a friend suggested I try a Jupiter water ionizer from SnyderHealth.com and detox my body even before I changed my diet by drinking alkaline ionized water.
[00:23:13.950 --> 00:23:14.711]  Drinking water?
[00:23:15.231 --> 00:23:16.892]  Now that's something I can handle.
[00:23:16.892 --> 00:23:22.576]  The guys at Snyder Health took the time to explain all of the different options and help me choose the ionizer that was right for me.
[00:23:22.576 --> 00:23:34.683]  I use my new Jupiter ionizer for everything, for drinking, for cooking, and since I've been drinking the water, I have more energy, my joint pains are gone, and I already lost 7 pounds, and my skin looks great!
[00:23:34.683 --> 00:23:37.304]  Give them a call today at 877-356-2508 to find out which ionizer is right for you.
[00:23:41.687 --> 00:23:46.571]  They offer a full 30-day money-back guarantee and free shipping, so there's absolutely no risk.
[00:23:46.571 --> 00:23:49.394]  You can visit them on the web at SnyderHealth.com.
[00:23:49.394 --> 00:23:55.179]  That's S-N-Y-D-E-R-Health.com.
[00:23:55.179 --> 00:24:01.324]  The preacher man says it's the end of time, in the Mississippi River she's a-goin' dry.
[00:24:06.462 --> 00:24:09.463]  Let me try to boil this down as simply as possible.
[00:24:09.463 --> 00:24:11.903]  When you're driving along through traffic in your town,
[00:24:37.987 --> 00:24:39.949]  Look at the people around you.
[00:24:39.949 --> 00:24:41.770]  They're looking straight ahead.
[00:24:41.770 --> 00:24:45.513]  They don't question how that highway got laid down.
[00:24:45.513 --> 00:24:53.580]  They don't question how power is brought to those light poles or the red lights, the traffic lights.
[00:24:53.580 --> 00:24:59.025]  They don't question how the police are commanded or how that echelon operates.
[00:24:59.025 --> 00:25:01.087]  They don't question the planet they live on.
[00:25:01.087 --> 00:25:03.569]  They don't question where food comes from at the grocery store.
[00:25:04.184 --> 00:25:13.046]  They just go into their little specialized job, and then go home and watch entertainment, and play video games, or have sex, or take drugs, and then get up the next day.
[00:25:13.046 --> 00:25:14.266]  And they don't care about their neighbor.
[00:25:14.266 --> 00:25:16.247]  They've been trained to be isolated.
[00:25:16.247 --> 00:25:29.130]  Not just selfish, but isolated individuals who only interface with their sitcoms, or with their movies, or maybe their buddies at the bar twice a week.
[00:25:29.130 --> 00:25:32.931]  But even then, their discussion is guided by the sports that are on the big screen TVs.
[00:25:35.606 --> 00:25:49.676]  And so our culture is dominated and steered by individuals who, when you read the books that they've written for each other, when you look at the ideologies of those that steer and control the media, it isn't liberal or conservative.
[00:25:49.676 --> 00:25:51.758]  It isn't black or white.
[00:25:51.758 --> 00:25:58.283]  It is, we are the private central banking families, we've taken control of the world's banks a hundred years ago, and they say we
[00:25:59.244 --> 00:26:02.765]  Want a scientific dictatorship that can never be overthrown.
[00:26:02.765 --> 00:26:11.067]  And they went to the top scientists in Germany and England and the US, and they said, tell us, and Russia, Pavlov and others, how do we do it?
[00:26:11.067 --> 00:26:17.429]  And they all came back with reports, and they still have every major psychology department working on different pieces of it today.
[00:26:17.429 --> 00:26:25.011]  90% of the UT psychology department, two miles from where I sit, is all Pentagon DARPA.
